	Belgisch/adj	Brits/adj	Colombiaan/noun	Engels/adj	Israëliër/noun	Org/noun	aanvankelijk/adj	achter/adv	al/adv	alles/noun	allicht/adv	altijd/adv	alvast/adv	alweer/adv	angst/noun	arts/noun	ballast/noun	beetje/noun	belangstellende/noun	belegger/noun	ben/verb	benzine/noun	besmeurd/adj	beterschap/noun	bevat/verb	bevrediging/noun	bewijsstuk/noun	bied/verb	blijf/verb	blijf_over/verb	blijk/verb	boodschap/noun	boor_in/verb	bovendien/adv	breng/verb	cent/noun	constructief/adj	conventie/noun	cosmisch/adj	daar/adv	daar/noun	dader/noun	dag/noun	dan/adv	deel/verb	ding/noun	doe/verb	droom/noun	dus/adv	echter/adv	ellende/noun	enig/adj	er/adv	er/noun	ervaring/noun	even/adj	extra/adj	familie/noun	fan_club/noun	feit/noun	flauw/adj	garen/noun	geduld/noun	geef/verb	geef_op/verb	geld/noun	gelid/noun	gelijkmaker/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	gerechtigheid/noun	gevestigd/adj	gezeur/noun	gezond/adj	gloor/verb	goed/adj	goedkoop/adj	gooi/noun	gooi/verb	gooi_af/verb	groei/verb	grond/noun	groot/adj	hartstocht/noun	heb/verb	heel/adj	heen/adv	hele/adj	herstel/noun	herstructurering/noun	hoop/noun	huilbui/noun	hulpverlener/noun	iemand/noun	iets/noun	ijdel/adj	in/verb	ingevallen/adj	inspireer/adj	internationaal/adj	irritant/adj	jong/adj	juweel_DIM/noun	kabaal/noun	kennis/noun	kielzog/noun	kijk_cijfer/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	koop/verb	koppig/adj	kortom/adv	kost/verb	krijg/verb	laat/adj	laat/verb	laatst/adj	leef/verb	leef_op/verb	leer/verb	leugen/noun	leven/noun	leven_DIM/noun	levend/adj	lever_op/verb	lezer/noun	licht_DIM/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	lucht/noun	maar/adv	mag/verb	materiaal/noun	medelijden/noun	mee/adv	mens/noun	menswaardig/adj	meteen/adv	miljonair/noun	multi_etnisch/adj	nieuw/adj	nog/adv	nogmaals/adv	nu/adv	onderweg/adj	onderzoeker/noun	ongenade/noun	ontleen/verb	onzin/noun	opinie/noun	opnieuw/adv	overlast/noun	overleving/noun	pelgrim/noun	plotseling/adj	poen/noun	politiek/adj	potentieel/adj	pril/adj	puin/noun	put/verb	rechtvaardig/verb	rechtvaardigheid/noun	reclame_maker/noun	redding/noun	renner/noun	reëel/adj	rijs/verb	rommel/noun	roofdier/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schoon/adj	slordig/adj	slot_set/noun	snel/adj	solidariteit/noun	spoedig/adj	sprankje/noun	spreek_uit/verb	staal/noun	stang/noun	steeds/adv	steek_aan/verb	stel/verb	sterf/verb	stil/adj	stort/verb	succes/noun	talent/noun	technologisch/adj	teken/noun	terug/adv	thuisploeg/noun	tij/noun	tijd/noun	tikkeltje/noun	toch/adv	toekomst/noun	townships/noun	uit_weg/noun	uiteindelijk/adj	vaag/adj	vals/adj	veeg/verb	veel/adj	verandering/noun	verdien/verb	verg/verb	verlies/noun	verlies/verb	verstook/verb	vertrouwen/noun	verwachting/noun	verwrongen/adj	verzamel/verb	vestig/verb	vod/noun	vooraf/adv	vooral/adv	vooralsnog/adv	vrede/noun	vrees/noun	vreugde/noun	vurig/adj	vuur/noun	waai_over/verb	waarheid/noun	waarschijnlijk/adj	wacht/verb	wanhoop/noun	weer/adv	weinig/adj	wek/verb	wek_op/verb	wel/adv	wereld_klasse/noun	werk/noun	zak_af/verb	zegen/noun	zet/verb	zie_tegemoet/verb	zo/adv	zorg/verb
Belgisch/adj	0.0	0.6144322	0.89622664	0.62336874	0.94696295	0.89183486	0.82850826	0.94936645	0.8139006	0.9211724	0.8577458	0.89403284	0.6917032	0.76906765	0.90896094	0.67563164	0.93643045	0.9045574	0.8265455	0.8350218	0.85586023	0.9643551	0.8371658	0.87824774	0.94115496	0.92971414	0.8568132	0.8783984	0.9564989	0.828159	0.80970466	0.869385	0.886947	0.8144269	0.93924934	0.9541894	0.86058897	0.6640754	0.9415811	0.87402016	0.8612823	0.9537821	0.9515526	0.9280761	0.8923436	0.8949572	0.85948163	0.89820063	0.86949503	0.88086104	0.94391936	0.8420212	0.86062276	0.87415326	0.8195102	0.93747413	0.9213971	0.73761165	0.5609273	0.85438156	0.95424664	0.86286366	0.85310644	0.79342294	0.80875814	0.84053165	0.75945497	0.9324362	0.86593926	0.93809515	0.80742764	0.8855478	0.91245353	0.57280594	0.9653702	0.8805705	0.8801958	0.8350432	0.88950044	0.88985795	0.9336431	0.95331323	0.76211685	0.90585685	0.73020667	0.92572165	0.75046074	0.8789394	0.9571015	0.86121356	0.86254406	0.886586	0.80931425	0.9619376	0.8268105	0.92416215	0.91902024	0.91838825	0.89947855	0.9222079	0.89172155	0.6486433	0.83692753	0.61156106	0.8920407	0.95793533	0.8691465	0.531095	0.74914455	0.8816824	0.84431124	0.81747085	0.8053612	0.9163164	0.82869434	0.87884766	0.83738047	0.90285563	0.9013051	0.9256619	0.9459087	0.9110015	0.8837476	0.9032271	0.9150282	0.9069767	0.89711684	0.88041294	0.93407273	0.9823389	0.9729069	0.87650925	0.9022597	0.6778249	0.9736556	0.97222495	0.78699005	0.8261963	0.9334869	0.84660155	0.8656571	0.95897555	0.8425439	0.82749957	0.870911	0.7478895	0.8936789	0.8015026	0.887759	0.8384942	0.76816684	0.8791189	0.8935715	0.8314207	0.84674513	0.78793806	0.9797994	0.81440914	0.88137937	0.93318266	0.72686315	0.83252937	0.80211186	0.86776924	0.94952995	0.85666686	0.87478805	0.90946144	0.7790677	0.8909131	0.5978176	0.8568615	0.91756004	0.9265054	0.94867986	0.94448	0.90729785	0.93958765	0.9256903	0.8629559	0.9183493	0.8891665	0.9197545	0.9036835	0.89679277	0.88625336	0.9007982	0.85937405	0.8648672	0.894349	0.82459164	0.9744302	0.8285169	0.91897374	0.90453184	0.9362909	0.7718225	0.7888463	0.86745495	0.8483684	0.9368644	0.9196091	0.9017686	0.9376913	0.92498094	0.91185576	0.84140515	0.8466575	0.8665999	0.91237056	0.91617256	0.86403966	0.88825405	0.8248233	0.8651431	0.8835518	0.86291456	0.83928937	0.86066556	0.86415565	0.81829876	0.8732189	0.9458272	0.8504446	0.72160065	0.8266943	0.8975321	0.7846908	0.7370557	0.8974743	0.84499705	0.9042161	0.9546502	0.96621746	0.9301538	0.92096645	0.84599596	0.873053	0.90088654	0.91912675	0.8485941	0.8594056	0.8856595	0.92457426	0.9152788	0.90830755	0.82546365	0.9219064	0.94272107	0.87830245	0.93346494	0.89343673
Brits/adj	0.6144322	0.0	0.9269253	0.5364212	0.9309566	0.9990389	0.8232354	0.94402313	0.9342872	0.9368113	0.9309439	0.93722403	0.8748864	0.8642921	0.8973573	0.6168447	0.98261017	0.9506033	0.88916856	0.88675636	0.8663413	0.96894604	0.95399815	0.97717845	0.9130284	0.91764534	0.8554538	0.9436795	0.9684522	0.9689781	0.8701385	0.9032616	0.9028569	0.847983	0.9715106	0.9642191	0.9664802	0.874798	0.9357896	0.88882345	0.88471156	0.9541833	0.95539576	0.96432006	0.84958094	0.9069536	0.9695701	0.90198183	0.89891773	0.8871262	0.90775657	0.94364756	0.96909744	0.93185836	0.9349476	0.98070467	0.9261683	0.80696857	0.77400076	0.7883896	0.93987554	0.94441056	0.9570378	0.88973653	0.89304	0.8723295	0.8772737	0.99583167	0.9449291	0.9134025	0.7786708	0.9147826	0.9503534	0.7582098	0.9365557	0.9411968	0.96215415	0.965481	0.8904563	0.9870614	0.96744925	0.97927904	0.8932342	0.9210007	0.9108653	0.97831935	0.8682134	0.9041808	0.94341195	0.9614458	0.9381402	0.97056973	0.8596061	0.8173206	0.82688814	0.9050677	0.9264148	0.9562161	0.9247495	0.92861664	0.94237316	0.7413456	0.90136635	0.6807615	0.9717933	0.91073453	0.8725172	0.7780055	0.90897477	0.89517426	0.8591318	0.9301491	0.814891	0.9296555	0.8848504	0.9773279	0.949493	0.9527743	0.88099366	0.895729	0.8823435	0.9501887	0.9156855	0.8962882	0.9178274	0.9112261	0.9535887	0.92729014	0.85531765	0.973996	0.9790034	0.8781241	0.9864765	0.82982403	0.9268085	0.94504905	0.85900235	0.82848334	0.94535005	0.8590929	0.92431766	0.9451697	0.9438132	0.5774425	0.9844598	0.8913253	0.9813124	0.9299242	0.8800204	0.8777088	0.6183053	0.9386566	0.87024194	0.89613134	0.720947	0.95712817	0.98527455	0.8431619	0.94994664	0.91503364	0.90226173	0.82793957	0.8981108	0.93547845	0.9318423	0.97001404	0.88151646	0.97298527	0.747493	0.9727273	0.8213006	0.85969824	0.960437	0.93740356	0.9433534	0.987919	0.8514447	0.9953362	0.94366616	0.938566	0.9358363	0.9659894	0.9676837	0.90309	0.94403404	0.8544111	0.98307043	0.88702536	0.7824178	0.8310581	0.8756388	0.9527328	0.7136693	0.8898423	0.9329818	0.9440246	0.8820939	0.8787042	0.9393057	0.96622866	0.9680359	0.96767896	0.93745506	0.95730644	0.98198766	0.95335865	0.92670447	0.9205279	0.9724031	0.93640053	0.8987826	0.88102746	0.9020121	0.9484954	0.9207625	0.9131058	0.97188145	0.9192207	0.94629896	0.9238366	0.88249207	0.8896342	0.87545186	0.8706718	0.8178873	0.96383554	0.8404932	0.844675	0.91426975	0.9675803	0.8650954	0.9403978	0.9730652	0.9716228	0.7960472	0.97236663	0.87217426	0.9128732	0.91864115	0.94647765	0.95284796	0.90940833	0.8784148	0.88976157	0.98304343	0.95630544	0.95880836	0.9231659	0.98786825	0.96745294	0.92164576	0.9766959
Colombiaan/noun	0.89622664	0.9269253	0.0	0.8598435	0.85428554	0.98506474	0.923028	0.9337622	0.8723798	0.82805395	0.9479524	0.9394079	0.8883231	0.87996316	0.78445476	0.9019501	0.92541367	0.9130901	0.951332	0.85829383	0.8245854	0.9475554	0.8351951	0.86985004	0.94307995	0.8676466	0.83426034	0.93260854	0.96646297	0.943305	0.8716918	0.93184376	0.88897985	0.89624065	0.83414686	0.86689043	0.8236962	0.9471981	0.88181055	0.8785379	0.8578488	0.9320175	0.92195964	0.89024097	0.91160226	0.9672782	0.9057342	0.85312843	0.8290632	0.8003544	0.87121487	0.8491689	0.93248713	0.8707473	0.9546994	0.93949485	0.84562284	0.97235996	0.75402665	0.72567046	0.9586644	0.88337266	0.95393896	0.8917493	0.78367907	0.8517323	0.9146707	0.8996584	0.9343562	0.7610334	0.94293255	0.88975596	0.87646145	0.8237809	0.95243984	0.93506515	0.8899819	0.8951853	0.89658874	0.9390369	0.9063657	0.9562931	0.94682926	0.96731204	0.9090134	0.89507085	0.867622	0.9741129	0.95385987	0.89940995	0.87154853	0.9460173	0.7872903	0.88562393	0.96383715	0.90217525	0.97707456	0.87531155	0.8102742	0.9213001	0.93632245	0.84506243	0.9643701	0.8626497	0.94507813	0.9690927	0.9290923	0.9533032	0.85466707	0.7905337	0.84531933	0.9233124	0.8791531	0.9406557	0.8171849	0.8524899	0.8971654	0.8943487	0.86935735	0.92169636	0.8817147	0.88759875	0.9558209	0.89143085	0.90675473	0.9206138	0.89511263	0.9373459	0.88394004	0.93095917	0.94969743	0.8077656	0.94643503	0.9616567	0.9682383	0.8650253	0.8855328	0.840971	0.8343432	0.9588577	0.8974993	0.90081173	0.8626635	0.902101	0.926002	0.9428319	0.91304183	0.87696797	0.91726416	0.8893789	0.9039763	0.95094746	0.75844777	0.8075632	0.83842206	0.87081903	0.9916208	0.9540675	0.93125933	0.93858576	0.57600117	0.8875848	0.9134676	0.92615974	0.9346128	0.975411	0.8104451	0.880547	0.9294099	0.8254445	0.7060481	0.83184737	0.8669377	0.96811175	0.94314516	0.94925225	0.90386647	0.87533057	0.8838109	0.961499	0.8918051	0.9620937	0.89879113	0.82712936	0.89651275	0.88781494	0.95278835	0.9009235	0.961135	0.9531865	0.913033	0.96813875	0.82059693	0.85656524	0.949664	0.8818343	0.8209313	0.8596302	0.9427422	0.8672794	0.8412084	0.9035914	0.93417364	0.9182365	0.90017307	0.8615979	0.82758766	0.85739726	0.95800674	0.8107925	0.9375568	0.86947334	0.8676917	0.83666825	0.89794004	0.7942386	0.9405547	0.93592143	0.86711264	0.9252187	0.69252694	0.7594799	0.98116684	0.9692784	0.9430129	0.9531416	0.80231506	0.8035326	0.89464504	0.8070251	0.7730117	0.79264355	0.8882413	0.9602543	0.94084907	0.9322251	0.9238969	0.91283125	0.8683677	0.91385484	0.8784453	0.94459224	0.84488726	0.8921916	0.84046316	0.9079695	0.9161547	0.86125004	0.9242592	0.8440559	0.9362143	0.9158014
Engels/adj	0.62336874	0.5364212	0.8598435	0.0	0.9496377	0.99722195	0.86457205	0.9762769	0.89701605	0.85706973	0.9087862	0.8831833	0.8209715	0.7856791	0.8468203	0.74102455	0.7958597	0.7742605	0.8278363	0.90110433	0.84680426	0.8947186	0.94905794	0.8861678	0.8303755	0.8923276	0.8788316	0.9301857	0.9528727	0.9623978	0.7765079	0.8523042	0.88261944	0.7835777	0.9431945	0.93468523	0.9472877	0.8473185	0.9077284	0.8351423	0.79778886	0.91702807	0.9637079	0.87572056	0.8275416	0.8724542	0.9319533	0.83780164	0.8678684	0.79964113	0.8438742	0.88193184	0.927202	0.8826401	0.7860796	0.9190674	0.8457105	0.7191397	0.7215765	0.8633643	0.9102208	0.9464051	0.9298042	0.92018074	0.8423401	0.89001846	0.84408295	0.9446274	0.8750748	0.88725173	0.86977637	0.86418927	0.9742496	0.7960197	0.92997575	0.8541433	0.9573328	0.9204382	0.8982036	0.9817291	0.7300126	0.85485065	0.86466384	0.7489352	0.8779431	0.9179221	0.8008838	0.8517234	0.91976035	0.9014036	0.89304924	0.9803521	0.71352386	0.81128377	0.7938016	0.7957492	0.94405967	0.82533723	0.86026275	0.91580313	0.8566449	0.85398513	0.7897613	0.6661032	0.81747913	0.9229379	0.7538203	0.8142648	0.8270327	0.7698579	0.9421073	0.80225635	0.8684835	0.8351599	0.6825771	0.90163124	0.92499816	0.9196248	0.8073257	0.94560915	0.90479636	0.8818209	0.8328934	0.92004216	0.9293457	0.8887364	0.88871455	0.9261384	0.7708893	0.97576845	0.93528515	0.8270186	0.9652728	0.8333384	0.90597504	0.825961	0.85713416	0.7788316	0.9247778	0.84039855	0.8242203	0.9888442	0.8242472	0.8611053	0.9895504	0.8844702	0.947017	0.824361	0.8927396	0.84494054	0.63683355	0.92672575	0.8837552	0.72431207	0.860678	0.8372303	0.8839518	0.8784807	0.89617807	0.9127628	0.75724936	0.8609009	0.83216554	0.88030267	0.9418853	0.86918455	0.94867224	0.95294625	0.7488687	0.8516348	0.6879729	0.91194147	0.89024365	0.8421884	0.9390724	0.9304385	0.93390113	0.9357889	0.8454226	0.93939567	0.85384464	0.8176167	0.9821667	0.81780756	0.89552915	0.8503313	0.9664366	0.89451665	0.8975726	0.9458843	0.82171327	0.9582066	0.7334757	0.88542205	0.8784429	0.81892467	0.8738035	0.788532	0.9087991	0.94642687	0.8467933	0.9609564	0.9082391	0.93646723	0.8735781	0.87245107	0.9075718	0.88552403	0.9807452	0.9114055	0.9184249	0.7954728	0.8052926	0.8061818	0.8686044	0.86234796	0.87043047	0.9620115	0.92306453	0.90062135	0.83548886	0.81021297	0.89138824	0.81188226	0.81379986	0.9370302	0.8963375	0.75360656	0.8632756	0.93179977	0.8349596	0.8922245	0.8783373	0.9354355	0.799626	0.941426	0.8748572	0.9154204	0.8145001	0.8157884	0.8890299	0.9484002	0.8685982	0.81440836	0.9287899	0.9266179	0.9196934	0.89477515	0.9266737	0.9608139	0.795989	0.9369056
Israëliër/noun	0.94696295	0.9309566	0.85428554	0.9496377	0.0	0.9666729	0.81012774	0.8957542	0.8881825	0.8872555	0.8851327	0.888438	0.901626	0.9290694	0.6133805	0.8829952	0.9129965	0.8847532	0.94769984	0.8132318	0.8577486	0.8677007	0.7757233	0.9012786	0.9210162	0.8218634	0.7755907	0.90069175	0.91133535	0.89373136	0.85413504	0.8277508	0.7976364	0.86280173	0.7656661	0.91963744	0.82524467	0.9497388	0.8509501	0.9105218	0.89689267	0.71234167	0.8483966	0.9353023	0.70427144	0.85400355	0.96419376	0.74887407	0.9100162	0.80191386	0.73328424	0.7991562	0.8560787	0.8637897	0.96083146	0.9005436	0.9308344	0.8396337	0.9765951	0.8067341	0.9693211	0.87656385	0.91013163	0.86406773	0.8120894	0.8660738	0.87258655	0.94586885	0.87100637	0.94990855	0.92568165	0.9197497	0.72892225	0.8985618	0.92608124	0.83464146	0.81948876	0.9246559	0.95316505	0.9329988	0.72048247	0.8808047	0.76926994	0.91809916	0.7706579	0.6143409	0.8338256	0.88748	0.7006329	0.9015296	0.82237834	0.890268	0.6973759	0.7962856	0.83490944	0.8333504	0.94304276	0.8326187	0.89367825	0.94058365	0.9250372	0.8188925	0.89800817	0.8775657	0.966667	0.83824325	0.94595873	0.9419433	0.93842465	0.8243698	0.8585252	0.71325386	0.98070014	0.7607171	0.87188596	0.8279515	0.936925	0.9011101	0.9240576	0.785715	0.5757668	0.80678964	0.8657288	0.8525946	0.7515411	0.77927774	0.66911554	0.88519984	0.8646736	0.89052343	0.810925	0.79039127	0.94881916	0.95204026	0.85545236	0.9228718	0.94315994	0.8936144	0.7918125	0.96308285	0.69558275	0.73657745	0.8782732	0.81544757	0.85865355	0.91709256	0.83424056	0.9066936	0.87857914	0.916755	0.9229741	0.89100385	0.88938844	0.9058296	0.8261298	0.83813024	0.8809645	0.90938216	0.83220756	0.79385054	0.8836521	0.77513015	0.8850182	0.8767734	0.738544	0.8475044	0.65261364	0.6425407	0.89334995	0.8735017	0.96242046	0.7418511	0.8429902	0.8069073	0.8638133	0.8491906	0.7548509	0.89284873	0.92678475	0.8376478	0.9210972	0.9362051	0.92491573	0.85710907	0.7654465	0.83848655	0.7815858	0.6792749	0.8923774	0.8864178	0.7819594	0.74665105	0.90681857	0.7447109	0.7620151	0.7598171	0.97683465	0.9208793	0.91109776	0.7497834	0.84426224	0.9455471	0.8505972	0.86568457	0.9333679	0.9375007	0.8701905	0.82017297	0.90503275	0.8115587	0.8230265	0.8787068	0.8937745	0.86900675	0.9015072	0.9669905	0.92190963	0.8417693	0.7694942	0.9269556	0.87447834	0.89589506	0.8647869	0.92665297	0.86354434	0.94750077	0.805037	0.8540967	0.82277304	0.66435754	0.68226254	0.6605526	0.6418972	0.71574736	0.85952026	0.90752554	0.8081721	0.9418852	0.64704204	0.8128542	0.91002274	0.6851964	0.71809894	0.95062065	0.9096706	0.89474434	0.91897887	0.8902599	0.90344626	0.8167094	0.89101064	0.8909866
Org/noun	0.89183486	0.9990389	0.98506474	0.99722195	0.9666729	0.0	0.9433375	0.91837263	0.9626514	0.98548985	0.86401415	0.869406	0.986436	0.9349732	0.9600702	0.5008539	0.88975936	0.9326516	0.8811513	0.98933905	0.8650564	0.92586786	0.8033521	0.9160821	0.73562735	0.9130897	0.9957686	0.93138134	0.90038836	0.94034714	0.8850463	0.9326159	0.9668885	0.9034728	0.89178103	0.98777604	0.8672609	0.91026354	0.96388197	0.97156173	0.9895167	0.992727	0.92737925	0.96691746	0.98951006	0.9694991	0.9933477	0.9227648	0.90505767	0.9829731	0.9552094	0.9183406	0.96085525	0.9825735	0.93578917	0.9686832	0.96665704	0.94900084	0.9934646	0.95033693	0.9977569	0.98980665	0.903947	0.9487049	0.87091327	0.93204165	0.991415	0.9957503	0.97351295	0.9920234	0.6699543	0.8081653	0.85405874	0.9830523	0.9874834	0.7351104	0.9465933	0.936378	0.7017479	0.9303799	0.9810535	0.9077228	0.94063056	0.9414507	0.9852234	0.9333068	0.9732116	0.91821027	0.96696794	0.8461952	0.9749855	0.94581544	0.9231026	0.9149718	0.8409381	0.8901473	0.97214556	0.9249472	0.85507685	0.9791614	0.9336428	0.8890369	0.93124646	0.93571985	0.99471736	0.9440089	0.92605877	0.9664655	0.9931873	0.7928248	0.95010716	0.8918731	0.8627715	0.98432326	0.92324024	0.9223918	0.8994293	0.99293965	0.99395627	0.91928625	0.8460317	0.9833423	0.8617717	0.8582854	0.8788057	0.9972697	0.9127048	0.93398255	0.9858612	0.9886854	0.9625952	0.9423353	0.88709855	0.89389044	0.8187505	0.9474738	0.9142453	0.91422105	0.9848648	0.97361684	0.8189225	0.8739584	0.99387807	0.9689445	0.9630587	0.7961869	0.9788795	0.98556465	0.9846884	0.9331357	0.82695	0.99314314	0.9771103	0.92956203	0.9789141	0.92631215	0.9931232	0.90163344	0.9136792	0.987835	0.9565149	0.99648714	0.823907	0.9790996	0.9152057	0.98233104	0.8784225	0.88269085	0.98779297	0.9780383	0.9314202	0.9736821	0.98028034	0.98339677	0.9974853	0.9588094	0.9899119	0.9727089	0.92823404	0.9370129	0.90907013	0.98479724	0.98883253	0.9535214	0.90473086	0.941424	0.9037835	0.9682193	0.8776572	0.99120545	0.8778582	0.9726428	0.94089633	0.91616046	0.9846339	0.97265697	0.9730925	0.9883315	0.9373933	0.9144366	0.89003396	0.99508	0.96040964	0.9779836	0.86597836	0.9459677	0.8820587	0.96358657	0.9290207	0.95974123	0.95316267	0.9000858	0.94626194	0.90823126	0.9923369	0.9946337	0.8929286	0.9991953	0.9437642	0.8290292	0.97334373	0.9901843	0.9287593	0.9189719	0.9543816	0.9887201	0.9522426	0.8940869	0.9695803	0.963664	0.9306791	0.9801828	0.9619512	0.979713	0.95080113	0.89418477	0.9117329	0.9806243	0.9258743	0.9242225	0.93756866	0.9498821	0.9551036	0.8935659	0.9856662	0.9414447	0.9774356	0.9690166	0.9990963	0.99692905	0.9394425	0.9348709
aanvankelijk/adj	0.82850826	0.8232354	0.923028	0.86457205	0.81012774	0.9433375	0.0	0.8282243	0.7914959	0.8179307	0.83887243	0.8099429	0.6605022	0.7396976	0.6731841	0.79324234	0.8946986	0.733662	0.84806216	0.5604712	0.72677815	0.938591	0.8352852	0.7150361	0.838192	0.81574833	0.8947441	0.77757835	0.77090466	0.81748974	0.78091323	0.755752	0.83394796	0.57969797	0.7341787	0.8340806	0.8377838	0.89654654	0.8402527	0.8309678	0.84522253	0.9173267	0.79745036	0.8398516	0.72259986	0.86450255	0.8222052	0.7306607	0.73015475	0.5030719	0.7904443	0.81477815	0.78556776	0.8396096	0.8051945	0.73990357	0.8265792	0.87401515	0.8937181	0.8146374	0.78493416	0.7371707	0.74016	0.8530798	0.8526476	0.8259177	0.7753914	0.7151369	0.7739654	0.9200274	0.8638628	0.8372452	0.8943813	0.87820977	0.9152229	0.8264053	0.8264655	0.7663963	0.88019603	0.9201877	0.8994172	0.9245503	0.7462007	0.89946246	0.5410951	0.8018799	0.7806768	0.87203276	0.8169291	0.90532583	0.74674696	0.836599	0.6681744	0.8510822	0.76701266	0.8639976	0.8007434	0.7906264	0.9234513	0.789783	0.69690317	0.76421887	0.80941796	0.7681022	0.8306105	0.8051909	0.7830855	0.72011787	0.8065147	0.81543607	0.61910623	0.7334036	0.8698805	0.80781007	0.7862786	0.90439695	0.85835606	0.8927699	0.7829511	0.9193956	0.74805915	0.71270835	0.85170686	0.87247956	0.7941548	0.86611074	0.8955271	0.602574	0.7785107	0.86790425	0.90660775	0.7133612	0.8428716	0.90795165	0.84139943	0.7921667	0.8295744	0.8462019	0.68846476	0.8812473	0.84409267	0.9072348	0.62073874	0.856759	0.91491437	0.8167427	0.8114043	0.76963425	0.7620591	0.86962533	0.8161905	0.7240491	0.76617944	0.8726329	0.8272235	0.68669486	0.7988016	0.7487308	0.9355148	0.7459209	0.90501267	0.7877612	0.76976407	0.8104034	0.84583175	0.6793226	0.60970426	0.8704703	0.76427823	0.67651856	0.8919425	0.70675004	0.8390016	0.9248967	0.86034185	0.8670827	0.7597752	0.71426874	0.86473596	0.81582594	0.8402587	0.6475576	0.7022369	0.75278795	0.8951735	0.8261583	0.851383	0.74720347	0.85572356	0.86603206	0.6744541	0.8438378	0.8566432	0.9177454	0.8082514	0.8461658	0.7739879	0.7831799	0.7767644	0.7741214	0.8407873	0.7352778	0.7033087	0.8253519	0.79791486	0.68778276	0.82675135	0.94284886	0.83619356	0.7332474	0.74677336	0.7719315	0.86635554	0.6750506	0.8457372	0.84152293	0.9079847	0.6753673	0.8460499	0.8386329	0.7152935	0.67800355	0.8833391	0.8433508	0.8908545	0.86533636	0.6772338	0.5170006	0.5845889	0.84469956	0.63141847	0.67819285	0.8294265	0.9102161	0.8272173	0.9025516	0.7079052	0.8551239	0.72636884	0.78926647	0.60095114	0.7153257	0.7538135	0.69626236	0.9349609	0.8409067	0.89764005	0.8594408	0.8099754	0.7874857	0.75899905	0.6995459
achter/adv	0.94936645	0.94402313	0.9337622	0.9762769	0.8957542	0.91837263	0.8282243	0.0	0.6699519	0.69400203	0.78185016	0.7825406	0.8358604	0.66149056	0.8702604	0.8890997	0.891807	0.8043361	0.85556525	0.86504036	0.80669653	0.84251136	0.88291645	0.76849294	0.94893646	0.93056893	0.9130956	0.8913532	0.7600739	0.79568964	0.79362375	0.89223826	0.8719033	0.90779704	0.8190775	0.8712931	0.9142516	0.96638334	0.9537111	0.6967437	0.8422224	0.8012689	0.82464814	0.6973055	0.90221506	0.8168325	0.8530326	0.89215887	0.770038	0.759609	0.84530646	0.93616074	0.8309818	0.78085035	0.9482397	0.6714406	0.89944404	0.7673223	0.8864061	0.9039236	0.9017398	0.8353202	0.8476391	0.848196	0.842314	0.88602936	0.82033336	0.70031106	0.8569844	0.9235353	0.95298827	0.8980607	0.8591964	0.92401004	0.9098713	0.9115003	0.83813745	0.82328624	0.88777494	0.92208207	0.7600431	0.8197694	0.8234606	0.8500198	0.8543736	0.96351147	0.8454752	0.7581943	0.83355284	0.81724906	0.8777669	0.9562154	0.7952004	0.8695446	0.9123631	0.7535758	0.79979444	0.88888013	0.75540876	0.6861633	0.90883094	0.9514703	0.8778838	0.94172835	0.9140995	0.86151886	0.89274794	0.8236282	0.8641768	0.87663573	0.84849834	0.928939	0.8740959	0.887686	0.83736324	0.9136524	0.7437643	0.8311912	0.56031704	0.9264906	0.8699372	0.76543206	0.87488693	0.92641413	0.9128614	0.84046113	0.8714553	0.850048	0.82782227	0.87951005	0.7745538	0.7635785	0.7710339	0.9682119	0.77235484	0.78499615	0.8010856	0.93217963	0.9045294	0.7120675	0.7932466	0.96676457	0.7188819	0.85701156	0.9532458	0.8649683	0.7613577	0.84261626	0.70481646	0.81250674	0.9388475	0.8587787	0.9402924	0.93852323	0.82563704	0.8302965	0.94543153	0.94761556	0.8907931	0.69102305	0.86890537	0.9201403	0.8965238	0.8977294	0.8837033	0.9367345	0.92275524	0.95285565	0.9133533	0.83590657	0.832198	0.8321431	0.7884142	0.83842397	0.5862796	0.8356373	0.86927164	0.62759244	0.8553046	0.9043057	0.8927246	0.8286809	0.78938144	0.68674326	0.9321808	0.86301607	0.92592525	0.8769423	0.94246554	0.57083094	0.8399881	0.892453	0.9038835	0.80568224	0.7928399	0.83220834	0.8655695	0.94350255	0.8457602	0.8970606	0.6588038	0.6436878	0.6925123	0.80702424	0.8931853	0.7180696	0.93530977	0.8983405	0.9255044	0.7575469	0.8990731	0.8886802	0.84447306	0.87913096	0.7346282	0.8500459	0.92032987	0.85066676	0.85640913	0.6669787	0.9205992	0.9267343	0.8349529	0.9035473	0.8636648	0.8854973	0.8791471	0.86423737	0.8674831	0.87341696	0.8904905	0.8851784	0.90996224	0.80401814	0.80090034	0.9428077	0.8468251	0.68621075	0.8926723	0.7584088	0.8675667	0.9424167	0.9631079	0.78233314	0.8618592	0.90015984	0.8938284	0.85890394	0.65996766	0.9692144	0.78509796	0.790861
