	23/noun	53/num	77/num	8.15/noun	Adriaens/name	Alesi/name	Armstrong/name	Arthur/name	Bangoura/noun	Baouf/name	Bergen/name	Bouma/name	Brul/name	Christina/name	Claeys/name	Cliteur/name	Crasson/noun	De/name	Denijs/name	Depoorter/name	Dirk/name	Duhalde/name	Gino/name	Giovanni/name	Hugo/name	Jaspers/name	Kanu/name	Koller/name	Kristof/name	Laer/name	Lauwe/name	Libbrecht/name	Ma/name	Marion/name	Martens/name	Merelbeke/name	Mestdagh/name	Mike/name	Mpenza/name	Mutavdzic/name	Pasanen/name	Penders/name	Rossi/name	Ruth/name	Star/name	Stijn/name	Thomas/name	Van/name	Vereecke/name	Vermant/name	Waals/adj	White/name	aan/prep	aantal/noun	ach/tag	achter/adv	achter/prep	achteraan/pp	af/adv	af/part	afdaling/noun	al/comp	alleen/adv	allemaal/adv	alles/noun	alsof/comp	alweer/adv	arm/adj	arm/noun	auto/noun	beeld/noun	been/noun	beetje/noun	beide/pron	beneden/adv	bescherm/verb	beugel/noun	bijvoorbeeld/adv	blijf/verb	blik/noun	bouwsel/noun	brei/verb	broche/noun	brok_DIM/noun	brom_fietser/noun	buiten/prep	component/noun	concurrent/noun	constructie/noun	daardoor/pp	daarin/pp	daarop/pp	dan/adv	dat/pron	demonstratief/adj	design/noun	detail/noun	deur/noun	die/det	dief/noun	diezelfde/det	dimensie/noun	doelbewust/adj	donderdag_morgen/noun	door/comp	door/part	door/prep	doorgebroken/adj	duim/noun	echo/noun	echter/adv	een/adv	eind/noun	eindeloos/adj	elkaar/pron	en/adv	en/of/vg	en/vg	energiek/adj	enkel/det	er/adv	ergens/adv	ergens/noun	erkenning/noun	even/adj	even/adv	fataal/adj	fiets/noun	fietser/noun	foutief/adj	gaandeweg/adv	gedachte/noun	geheugen/noun	gek/noun	gelijkmaker/noun	geluid/noun	gemeente_personeel/noun	getrokken/adj	gevecht/noun	gewoon/adj	gezelschap/noun	graag/adj	h/noun	haak/noun	haar/det	halfuur/noun	halfweg/prep	halverwege/prep	hand/noun	hang/verb	harnas/noun	herinnering/noun	hersens/noun	herstel/noun	hij/pron	hoed_DIM/noun	hoogte/prep	houvast/noun	hun/det	hunker/verb	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/prep	ineen/pp	je/det	je/pron	kabel/noun	kar/noun	ketting/noun	klacht/noun	klassieker/noun	kleding/noun	kleed_DIM/noun	klein/adj	knoop/noun	kort/adv	kwartier/noun	laat/adj	langzaam/adj	leg/verb	leverancier/noun	licht/adj	lijf_DIM/noun	link/noun	linnen/noun	maar/vg	man/noun	manoeuvre/noun	mat/noun	me/pron	men/pron	met/prep	meteen/adv	midden/prep	mij/pron	mijn/det	minuut/noun	mis/verb	misschien/adv	naai/verb	naam/noun	naar/adj	naar/prep	nadat/comp	nadrukkelijk/adj	nestel/verb	nog/adv	of/adv	of/comp	of/vg	om/prep	oma/noun	onbekend/adj	onderaan/adv	ongestraft/adj	onhandig/adj	onmiddellijk/adj	ons/det	onzekerheid/noun	oog/noun	opnieuw/adv	ordening/noun	outfit/noun	overkant/noun	partner/noun	pedaal/noun	penalty/noun	personage/noun	plastic/adj	poot_DIM/noun	poëtisch/adj	prikkeldraad/noun	punt/noun	pyjama/noun	rechter_been/noun	rechthoek/noun	regisseur/noun	remedie/noun	renner/noun	riem/noun	roem/noun	ronde/noun	rugzak/noun	rust/noun	scenario/noun	schrijver/noun	seconde/noun	sfeer/noun	sjaal_DIM/noun	slotminuut/noun	sluimer/adj	snel/adj	soms/adv	song/noun	spektakel/noun	speler/noun	statuut/noun	steven_af/verb	stop/verb	strafschop_gebied/noun	stuk/adv	stuur/noun	systeem/noun	tak/noun	tas/noun	te/adv	te/comp	teen/noun	tegenstander/noun	telkens/adv	ter/prep	terwijl/comp	tien/num	tijd/noun	tijdje/noun	toe/adv	toen/adv	toen/comp	top/noun	tot/comp	totdat/comp	touw_DIM/noun	traditioneel/adj	trap/noun	trap/verb	trein/noun	trein_DIM/noun	trek_weg/verb	twee/num	tweede/num	uitblinker/noun	uur/noun	val/verb	verandering/noun	verhaal/noun	vervolgens/adv	veter/noun	vinger/noun	voertuig/noun	voet/noun	volk/noun	voor/adv	voor/comp	vracht_wagen/noun	waaraan/pp	waardoor/pp	waarna/pp	waarnaar/pp	waarom/adv	wagen/noun	wagen_DIM/noun	wagon_DIM/noun	want/vg	wetswijziging/noun	wielertoeristen/noun	woest/adj	wolk/noun	word/verb	zak_DIM/noun	zakdoek/noun	ze/pron	zelf/adv	zestien/num	zet_om/verb	zeven/num	zich/pron	zijn/det	zin_DIM/noun	zit/verb	zo/adv	zoals/pron	zodat/comp	zodra/comp	zondag_avond/noun	zone/noun	zover/comp	zuiver/adj	zweet/adj	één/num
23/noun	0.0	0.87544334	0.9206819	0.6436199	0.98542976	0.9933784	0.9079933	0.8861562	0.95277166	0.9864327	0.9224894	0.91366476	0.9719075	0.7950617	0.9081422	0.9636632	0.9842236	0.8635191	0.92778707	0.85991955	0.91918117	0.9730436	0.8969549	0.7787835	0.84011215	0.94882345	0.93696165	0.94200575	0.86360985	0.9444884	0.9520059	0.9589368	0.89105463	0.90645707	0.8522901	0.7778274	0.9115917	0.8654432	0.9406389	0.95123476	0.96264255	0.95750654	0.865887	0.9378769	0.9267642	0.8997247	0.85085005	0.88553494	0.8370218	0.99009466	0.91696197	0.9340412	0.92825973	0.9273063	0.9694775	0.92057246	0.90095156	0.8797925	0.93132424	0.94450957	0.88490754	0.9752391	0.883925	0.90892917	0.96221936	0.9184545	0.8530046	0.9190897	0.88065314	0.70681274	0.96107906	0.88731545	0.9303502	0.93114185	0.91724074	0.9441161	0.9477906	0.94366175	0.9652535	0.9413615	0.97878546	0.9590082	0.9902124	0.9437752	0.6636685	0.91605306	0.9842528	0.96501786	0.9357373	0.949671	0.97174346	0.8979415	0.9535008	0.905013	0.8885209	0.98773855	0.925004	0.6858455	0.9566369	0.7794565	0.82981294	0.97565806	0.97586817	0.5625941	0.91638166	0.8863735	0.8895843	0.9104923	0.87013984	0.9739922	0.9553368	0.9634018	0.9515258	0.98338854	0.8650813	0.95965415	0.959731	0.84518445	0.9288346	0.8505957	0.93121433	0.9331929	0.9456397	0.9503119	0.95488924	0.75335383	0.87478155	0.88256985	0.6524793	0.9199158	0.9658921	0.9566957	0.9486133	0.88328403	0.9294861	0.98107713	0.9883718	0.89515036	0.8369726	0.93298113	0.8528091	0.9499752	0.7571757	0.98087156	0.9021715	0.82947946	0.9238289	0.89478564	0.9550428	0.93941206	0.9387721	0.9595529	0.9420651	0.99682254	0.9041103	0.926317	0.814114	0.97929794	0.895332	0.9526373	0.91161686	0.93425316	0.94120306	0.95134586	0.9330714	0.910028	0.9032517	0.9209993	0.9589223	0.9477751	0.88982594	0.90234417	0.963754	0.89170593	0.92852503	0.8723838	0.93886095	0.85565937	0.82637566	0.7984172	0.8607855	0.91250753	0.936082	0.9903864	0.9800716	0.9410492	0.9232072	0.94455063	0.93618387	0.8494241	0.893091	0.9648522	0.93354905	0.91445315	0.9102494	0.9514847	0.9632544	0.9430798	0.90574396	0.86726195	0.8994701	0.9924623	0.93531024	0.94848967	0.94143856	0.91030926	0.8308257	0.8910011	0.94038785	0.9365071	0.97161657	0.9286218	0.92046887	0.44421262	0.9301623	0.8027814	0.96737504	0.9747096	0.9682682	0.91178936	0.8990425	0.9800166	0.950359	0.7844709	0.9758731	0.95404094	0.928554	0.8966136	0.9476653	0.9533933	0.9352408	0.918732	0.9109788	0.90269864	0.9704598	0.9405922	0.7941947	0.98474044	0.95218503	0.91694236	0.9044178	0.8030485	0.97528565	0.97782475	0.89119333	0.9870495	0.8869117	0.95380664	0.9590449	0.9195621	0.915869	0.86439145	0.89765	0.9888191	0.930254	0.91756225	0.9672477	0.7675805	0.94780535	0.9983475	0.9423157	0.8666865	0.9390295	0.981909	0.9488862	0.9756163	0.93952	0.92111963	0.97679687	0.98521936	0.9544634	0.9233735	0.629858	0.82070756	0.920737	0.91301155	0.94214135	0.9649047	0.96227854	0.9708676	0.79346025	0.98977804	0.9299814	0.9502147	0.9851718	0.888906	0.9084915	0.921654	0.850624	0.8596822	0.9533132	0.70859367	0.93560576	0.9120202	0.2790674	0.9278496	0.99142087	0.96631235	0.90157616	0.9365862	0.9001321	0.73309076	0.88769037	0.91750216	0.9857729	0.8764184	0.77127916	0.96686804	0.93952847	0.8859209	0.9320942	0.9834616	0.7531323	0.89839387	0.8899752	0.95553523	0.98663026	0.79792285	0.9525448	0.9553664	0.8705904	0.95248765	0.9658311	0.93971485	0.9850212	0.9009859	0.9659081	0.80030966	0.9370449	0.87705564	0.9336281	0.9100688	0.97019064	0.8916963	0.9231813	0.8914105	0.5445218	0.95939034	0.9639998	0.9279705	0.8728774	0.9302156
53/num	0.87544334	0.0	0.3906672	0.91284025	0.76427513	0.97788674	0.736843	0.80290407	0.76957494	0.67383134	0.70122695	0.8449455	0.6236711	0.63622344	0.6024189	0.98780656	0.9508905	0.58340836	0.80694675	0.6358795	0.71416867	0.9454759	0.6934427	0.6920648	0.6964179	0.8947659	0.89628524	0.73579335	0.6734015	0.6438743	0.7680408	0.9720699	0.6753838	0.7660173	0.5398984	0.7431159	0.7913178	0.7944069	0.57218695	0.62760276	0.93571603	0.926653	0.6151948	0.77336967	0.7978749	0.6839767	0.6139101	0.48654288	0.7555315	0.69098234	0.8211638	0.7486992	0.98188794	0.9435454	0.9420408	0.86240274	0.82866144	0.89701194	0.98843896	0.91780037	0.9047985	0.9389282	0.90812856	0.9458563	0.932089	0.9412131	0.8548204	0.986689	0.9726203	0.9716358	0.94580567	0.88741565	0.98577255	0.89485115	0.92867637	0.9378537	0.9626304	0.96151155	0.91489434	0.96062183	0.9870747	0.9427906	0.96947324	0.95334804	0.88325226	0.9456826	1.0	0.85800505	0.93473864	0.97880286	0.95404446	0.90339875	0.9977313	0.9809102	0.9785167	0.99893475	0.9930424	0.94681454	0.9788219	0.97489023	0.83267546	0.98623204	0.9615642	0.9079015	0.9230297	0.8904662	0.89148724	0.7999569	0.82232404	0.95273095	0.8360561	0.98986083	0.9667533	0.94138986	0.9741092	0.9791151	0.7980504	0.7530386	0.9741162	0.8211716	0.9947725	0.93760145	0.98828065	0.97708845	0.9031428	0.8721761	0.77726597	0.9643509	0.88480943	0.8308569	0.9543366	0.9922527	0.9502234	0.8757399	0.7123153	0.9801613	1.0	0.96581167	0.8782253	0.968021	0.7894232	0.97493386	0.5091728	0.8977195	0.8713795	0.8163499	0.716021	0.89992505	0.9602788	0.92234534	0.97297734	0.9516154	0.9521581	0.9714523	0.96993613	0.94102496	0.88163775	0.9783489	0.958092	0.9538458	0.9466089	0.99462163	0.9738758	0.98989856	0.880698	0.91778606	0.93985486	0.9771268	0.98498565	0.9992205	0.9292766	0.9210524	0.99865735	0.86941427	0.9901257	0.97576964	0.94213265	0.9446084	0.8436721	0.79407823	0.8161007	0.8665687	0.9356525	0.9874324	0.833663	0.99494904	0.9086311	0.938698	0.97475165	0.9822063	0.9053518	0.96100265	0.994747	0.99024004	0.89634115	0.9188051	0.9362352	0.9768245	0.9861427	0.67514265	0.6623912	0.9684732	0.9542444	0.9302917	0.88312757	0.9609282	0.8493099	0.90895045	0.87466836	0.9368337	0.9693961	0.979142	0.95272946	0.9418016	0.9075574	0.9362809	0.9203223	0.8491269	0.9779845	0.960395	0.96529555	0.9562525	0.9801175	0.8519245	0.9489487	0.93669903	0.65108013	0.94399303	0.94072413	0.7681839	0.9555364	0.9230957	0.89048	0.96705496	0.8889579	0.75599694	0.98565423	0.9894813	0.8575236	0.78639317	0.9852306	0.81424797	0.9827833	0.8737241	0.7465047	0.9543615	0.7180746	0.87048525	0.88422	0.70146394	0.99475396	0.9998676	0.93371004	0.9893964	0.82045007	0.97169954	0.88287556	0.94728565	0.887586	0.9658514	0.9166011	0.8955952	0.84656304	0.97806185	0.9166113	0.99693775	0.91344994	0.9833282	0.9951429	0.9969369	0.88805914	0.8913067	0.8947485	0.85997874	0.8863398	0.78541875	0.8862132	0.94267106	0.97961086	0.9053265	0.8843888	0.9480493	0.8875328	0.8789658	0.9641119	0.97630733	0.79578024	0.77748716	0.9490874	0.9725638	0.95420563	0.82140535	0.67849916	0.6309686	0.88470805	0.91863924	0.9926547	0.9403468	0.9089701	0.9318943	0.9572414	0.9401861	0.86554635	0.93601674	0.98261887	0.9281397	0.9497773	0.970177	0.92339224	0.87158847	0.9841802	0.9635493	0.9612406	0.9674764	0.9085194	0.95972973	0.98965746	0.9645459	0.96345305	0.9448676	0.97366077	0.94098735	0.97203696	0.97657883	0.96150047	0.71905255	0.8907624	0.75297344	0.984845	0.91313213	0.98180383	0.9543262	0.9872494	0.9053842	0.913564	0.9841491	0.8885728	0.87100655	0.97575974	0.86731666	0.9886617	0.8429217
77/num	0.9206819	0.3906672	0.0	0.96357906	0.6776446	0.9775354	0.90613425	0.72106075	0.73317784	0.7329273	0.7940501	0.65391254	0.7100144	0.7523999	0.48574525	0.99154127	0.93203694	0.44288373	0.73308975	0.7268108	0.53088045	0.99796635	0.59764624	0.59649324	0.6519454	0.9071944	0.8227859	0.842191	0.52573955	0.6231197	0.60399467	0.9230087	0.76075476	0.8117788	0.6241442	0.62072206	0.6609862	0.75705713	0.4691804	0.8734193	0.89352596	0.9609757	0.7806542	0.7570759	0.8819853	0.52834314	0.563692	0.34313077	0.6330143	0.6878663	0.8782519	0.8182164	0.9922864	0.9665327	0.92285496	0.9173789	0.9247129	0.87968326	0.9828182	0.8566104	0.981537	0.90235305	0.86534834	0.9535802	0.9391347	0.9372791	0.8221164	0.95265216	0.9291662	0.9785754	0.96228635	0.91834176	0.9718257	0.7969301	0.97087437	0.9873985	0.98996526	0.9844907	0.9165398	0.95622957	0.9237551	0.9227412	0.9957517	0.9881907	0.9126715	0.8395839	0.9845185	0.8647393	0.94952404	0.9420554	0.974501	0.84940094	0.98487574	0.98140407	0.9261468	0.99164057	0.9784191	0.96054107	0.98259217	0.95069504	0.784546	0.9913436	0.98112655	0.9591286	0.9767926	0.9594785	0.8930598	0.6404927	0.8577663	0.99434304	0.8758058	0.9557116	0.97697383	0.96002156	0.9612214	0.9917332	0.88962644	0.6968703	0.9191725	0.8852707	0.98688483	0.9487772	0.9899517	0.9275134	0.88992023	0.8183973	0.750533	0.9656117	0.93204343	0.6871375	0.9371036	0.9852477	0.9473357	0.97554034	0.630581	0.9886668	0.95459735	0.98313177	0.96238303	0.9717646	0.7368405	0.9453157	0.61013836	0.9172776	0.89896405	0.7612096	0.7252412	0.8616074	0.8597963	0.92389363	0.97397405	0.9269202	0.95271564	0.97944	0.9245981	0.9481042	0.9046956	0.9718806	0.9688312	0.95018834	0.8700606	0.98410255	0.95754945	0.97980815	0.85924125	0.91416067	0.91295075	0.97034997	0.9842563	0.9981189	0.90634483	0.95197743	0.99218124	0.8945973	0.98686993	0.979888	0.9275062	0.94310474	0.7774521	0.73484665	0.85668296	0.90386343	0.90717363	0.943076	0.8634713	0.99834895	0.8797854	0.9724268	0.92408496	0.987986	0.95521283	0.8990929	0.9781163	0.9774566	0.963349	0.91185004	0.9388796	0.97827005	0.97417426	0.6247477	0.5773504	0.9670433	0.9710488	0.9511073	0.89719677	0.9686953	0.80328125	0.8084906	0.9481623	0.97105163	0.9301339	0.9632523	0.9672115	0.98335546	0.8941935	0.91537356	0.9556933	0.7613135	0.99291116	0.8879446	0.9624613	0.9384185	0.98019165	0.78051007	0.9508231	0.90923005	0.6048019	0.9328721	0.9649426	0.67492473	0.9193995	0.9768449	0.907319	0.90457034	0.9767977	0.82921803	1.0	0.9129189	0.75750965	0.79471785	0.9789115	0.8484086	0.994018	0.8923893	0.78546125	0.9646883	0.6449346	0.7911587	0.86537004	0.7455529	0.98683465	0.98243356	0.7997266	0.9796076	0.8956537	0.98009896	0.88335085	0.9796637	0.71375287	0.97828674	0.91987526	0.8103273	0.74562824	0.9709165	0.93830514	0.97138876	0.93419117	0.9916744	0.9735085	0.95982414	0.90606534	0.7727444	0.90049624	0.91957814	0.8800199	0.90081006	0.919214	0.93976414	0.98416525	0.8353472	0.7983864	0.9702515	0.8750154	0.8522408	0.9762641	0.98005265	0.6459751	0.6630782	0.95976764	0.96907264	0.935247	0.9086335	0.7108631	0.6512405	0.95334345	0.92851907	0.990292	0.8915923	0.8851838	0.97763973	0.9260199	0.9631332	0.8099663	0.9424622	0.9844323	0.9449225	0.97762656	0.9683388	0.92255217	0.7812462	0.9769167	0.9228504	0.9715813	0.98146963	0.9167755	0.95527774	1.0	0.9701155	0.9494148	0.9212447	0.9435325	0.96619684	0.9773464	0.9662924	0.9267721	0.69788563	0.6708107	0.8750015	0.95608133	0.9516606	0.98648804	0.9251811	0.96493393	0.8621394	0.91803366	0.9382453	0.92911273	0.9329945	0.98716444	0.8272083	0.9959887	0.92538756
8.15/noun	0.6436199	0.91284025	0.96357906	0.0	0.95039505	0.89654833	0.91643596	0.96837467	0.9819765	0.9360268	0.9610704	0.9654196	0.9042975	0.9678371	0.95294744	0.97677064	0.9909085	0.96289027	0.98476595	0.94976604	0.9184452	0.9942392	0.84808606	0.88820726	0.9448926	0.9851545	0.92447937	0.93261874	0.89151484	0.944914	0.8983754	0.9106736	0.96584	0.9694577	0.9349322	0.7345691	0.9572291	0.8192199	0.9353476	0.8996637	0.94759303	0.94872767	0.95649	0.9818448	0.9425259	0.87279856	0.9420732	0.97039753	0.98187065	0.9275121	0.91011024	0.9703409	0.91549265	0.80701923	0.9759403	0.7594123	0.867033	0.6965852	0.9505117	0.957154	0.89736557	0.9723148	0.9139218	0.9614519	0.95246	0.94017744	0.8271836	0.9546243	0.8800577	0.51098174	0.98785746	0.9421525	0.975194	0.79993963	0.8826134	0.9101806	0.8884226	0.96265614	0.9741071	0.97879773	0.976382	0.96173495	0.8286322	0.960776	0.45669216	0.8896554	0.9459286	0.96634024	0.9652575	0.9000608	0.9449481	0.90514493	0.95038784	0.9650339	0.891299	0.9633481	0.95840305	0.74638355	0.9460278	0.58695304	0.85387564	0.9732908	0.9619397	0.564114	0.94040895	0.9325032	0.8092411	0.91519076	0.9306713	0.96771234	0.9700828	0.9404661	0.9277915	0.93717396	0.8258853	0.9517623	0.8824874	0.8304178	0.992533	0.7925625	0.92195183	0.9167584	0.9326428	0.96311295	0.9032654	0.71216494	0.9046772	0.78193605	0.4728995	0.8628654	0.9494033	0.97864044	0.998351	0.8648826	0.94555086	0.9745638	0.9571025	0.8242229	0.8987297	0.91692865	0.9479852	0.97259474	0.8593062	0.94001657	0.89888227	0.91104627	0.8988967	0.9650615	0.9616105	0.89766026	0.9494289	0.978033	0.95221585	0.98519516	0.9385773	0.95367146	0.58512896	0.94933134	0.85315	0.9485306	0.89065605	0.96514356	0.9327434	0.9422221	0.8856572	0.8764227	0.94291234	0.90231854	0.9638994	0.9494704	0.9122658	0.8779334	0.8964823	0.9476276	0.9284998	0.94862026	0.92507166	0.9359215	0.81823766	0.8908787	0.8618739	0.940748	0.9761495	0.9296391	0.72563326	0.93888855	0.9632714	0.95946133	0.93387556	0.8009702	0.7340491	0.9338147	0.93960625	0.95006615	0.85192364	0.91432106	0.9869554	0.9251845	0.9099662	0.8914911	0.9439577	0.9788773	0.97525465	0.9545264	0.9748659	0.93125975	0.7068187	0.94221634	0.98959035	0.92763835	0.98008776	0.9422085	0.8640393	0.5504844	0.98116815	0.59439135	0.9605724	0.95210725	0.93617094	0.83164597	0.93289226	0.988832	0.9747891	0.79151267	0.9832854	0.97361344	0.8849449	0.9147874	0.87999195	0.93377185	0.96611845	0.94401246	0.9479151	0.9895603	0.9081845	0.9684399	0.90920436	0.8793502	0.9601038	0.99767166	0.97769344	0.93055516	0.9562721	0.9701818	0.8980084	0.8070391	0.938132	0.9617301	0.99550223	0.90532357	0.9847442	0.92932725	0.9591138	0.99558526	0.8738549	0.9507146	0.97037226	0.86051494	0.9632589	0.9859517	0.98033226	0.8229023	0.9411882	0.9739632	0.7744179	0.97327304	0.947735	0.9343817	0.9086257	0.9381356	0.9620196	0.96609634	0.6661178	0.6541654	0.9245669	0.88637614	0.85300434	0.8813941	0.9733636	0.94457674	0.71602577	0.9570968	0.90278965	0.94258547	0.940187	0.991534	0.92942435	0.8950832	0.6913288	0.86522174	0.91144973	0.58947206	0.9391783	0.9328234	0.42024225	0.8295609	0.96680474	0.9808951	0.8557544	0.94840384	0.9359211	0.5543117	0.91752344	0.9856171	0.96234244	0.84555596	0.53798735	0.97220314	0.8644948	0.82217515	0.95271504	0.9586656	0.56922203	0.873046	0.92823666	0.95655143	0.86752254	0.63524854	0.96571183	0.9571955	0.7662895	0.93750143	0.93820256	0.9255512	0.9722882	0.8417817	0.97371185	0.7925326	0.9604971	0.87701917	0.92586225	0.90184104	0.963342	0.99479264	0.81175816	0.8782104	0.54706126	0.7891766	0.98015904	0.9533502	0.88765407	0.8138152
Adriaens/name	0.98542976	0.76427513	0.6776446	0.95039505	0.0	0.9932408	0.90592504	0.9148658	0.70128727	0.8211091	0.8328755	0.6991552	0.8149459	0.83969784	0.68816674	0.9177156	0.80830616	0.6485187	0.82071847	0.71876705	0.6551877	0.9802554	0.76991886	0.77406275	0.6970787	0.8601736	0.789886	0.677505	0.6699095	0.6433842	0.78086644	0.8065121	0.9113835	0.8364564	0.74483335	0.83129644	0.70207745	0.8342289	0.64059263	0.8136649	0.8696218	0.72807205	0.96457803	0.83654535	0.91812074	0.63012135	0.62439716	0.66986954	0.7020028	0.70278466	0.9845192	0.91564083	0.88219315	0.961391	0.96149874	0.8683116	0.9826004	0.8420639	0.97475654	0.9236956	0.9687847	0.9552953	0.90854067	0.9726112	0.9552334	0.97444665	0.7708277	0.954162	0.9312333	0.9555083	0.9416039	0.83835006	0.9185704	0.8898378	0.92899704	0.99245274	0.95808595	0.967136	0.9391272	0.9484157	0.978726	0.9594702	0.9974921	0.9552111	0.92628753	0.8836069	0.9402825	0.951898	0.9500939	0.9197663	0.9740359	0.8183825	0.9329364	0.98730135	0.9460914	0.9260538	0.9924248	0.9211548	0.89861643	0.974257	0.7335289	0.9444211	0.96712893	0.97602254	0.89812785	0.95498776	0.91861916	0.62864316	0.92319226	0.97549194	0.8242519	0.93449223	0.9705811	0.9392879	0.95590335	0.972823	0.9643285	0.83835393	0.9009781	0.92480206	0.9290335	0.9681339	0.9361278	0.909744	0.78927255	0.80419075	0.88048124	0.9371351	0.92841804	0.70659786	0.9143978	0.9120215	0.980495	0.9337631	0.6042096	0.9298299	0.97787344	0.9045989	0.97523147	0.9308677	0.93047786	0.95910674	0.8375093	0.94864106	0.9336552	0.66384906	0.7120075	0.8601667	0.9733985	0.906504	0.9134824	0.94909847	0.96857315	0.92699444	0.832669	0.975918	0.9645509	0.9587397	0.9266579	0.8650701	0.92362714	0.9423301	0.92407334	0.91539997	0.94326544	0.9250604	0.9175452	0.93026453	0.9387951	0.96695054	0.94238347	0.9289102	0.9790637	0.92939854	0.981016	0.9594471	0.9657404	0.9751618	0.74123275	0.6127516	0.79986346	0.9451972	0.9086642	0.9678711	0.84707713	0.9749793	0.77555794	0.9432729	0.78132856	0.970665	0.9485051	0.7749671	0.96672374	0.96330506	0.9038339	0.81566805	0.95501	0.9747474	0.93329984	0.65256464	0.70937544	0.94670075	0.97716576	0.95101786	0.8146683	0.80529654	0.7738479	0.90360457	0.95535785	0.9100902	0.97765315	0.9855983	0.9358099	0.97048056	0.94800824	0.96475315	0.90534616	0.8358708	0.92085755	0.80505013	0.9475563	0.89005715	0.97233856	0.8669559	0.9087674	0.8719447	0.6300379	0.99745184	0.80268395	0.64673114	0.9461677	0.9475651	0.86908567	0.8971087	0.9557102	0.8483999	0.94427896	0.8822837	0.68597436	0.8615839	0.92821944	0.9170876	0.98502517	0.7635455	0.88039845	0.95392394	0.6347849	0.8828225	0.81796205	0.7824646	0.94616663	0.9872289	0.6732446	0.9739728	0.84075683	0.953132	0.9583403	0.9091562	0.740343	0.9833616	0.9131387	0.81283844	0.69493353	0.9737686	0.9488374	0.9695755	0.9902515	0.9555226	0.91767436	0.9175853	0.87757516	0.8065604	0.9099259	0.9547066	0.867972	0.9125868	0.8280533	0.9190782	0.9521576	0.8257847	0.77838236	0.9129352	0.7963701	0.9233141	0.9598202	0.9457774	0.78896415	0.62162197	0.8822191	0.93395525	0.8886917	0.9171023	0.85001576	0.6283454	0.9616586	0.84383464	0.9909021	0.98155737	0.8350335	0.97325283	0.9299827	0.93526006	0.78492093	0.98478734	0.9575874	0.9025244	0.9428615	0.955092	0.8814486	0.7700629	0.8770409	0.9642727	0.95649266	0.8966464	0.9128723	0.90170455	0.9598998	0.9393859	0.90096843	0.9475875	0.91032857	0.94804835	0.94352835	0.9445734	0.93489313	0.85288835	0.74739337	0.94443405	0.98382634	0.9060899	0.9814473	0.9471143	0.95188075	0.97428536	0.89985895	0.9258501	0.94819605	0.96116835	0.9618176	0.76019835	0.971045	0.8991731
