	16/noun	2003/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun
goed/adj	0.969529	0.9116731	0.96733373	0.98965365	0.86847067	0.9480873	0.91899323	0.98504627	0.98345166	0.9853902	0.99272114	0.99876684	0.9621599	0.98809206	0.9607046	0.93593407	0.97015995	0.92768526	0.8825275	0.91038257	0.9057057	0.98398817	0.9965006	0.96757936	0.89780366	0.9508645	0.9759693	0.87842464	0.8722181	0.94095004	0.9704762	0.9743596	0.9968115	0.85112274	0.9723117	0.92841077	0.8767514	0.88529587	0.9522011	0.9504031	0.87917817	0.937168	0.98801684	0.9409847	0.987873	0.9107405	0.9757241	0.9721765	0.9272733	0.916246	0.9371096	0.95821893	0.99195373	0.989035	0.96703714	0.949722	0.99748504	0.99145895	0.9870179	0.95350325	0.9932835	0.9466026	0.9807311	0.99090976	0.9849747	0.97632027	0.9299534	0.8941732	0.0	0.9984661	0.9759536	0.95644253	0.85983974	0.84054244	0.92139864	0.92424035	0.99568063	0.93931323	0.9116076	0.97362185	0.9332014	0.92517483	0.86280805	0.93471044	0.9485592	0.8732505	0.8468424	0.9614972	0.86049736	0.98108685	0.82857895	0.91653574	0.92084247	0.9825523	0.94081926	0.92287064	0.9130608	0.9892966	0.94099325	0.9708434	0.9436142	0.8228443	0.92574716	0.75387985	0.95027995	0.87681973	0.98221934	0.9860881	0.92915523	0.9957051	0.9523107	0.9235655	0.91938025	0.9431537	0.8823439	0.9379117	0.96243787	0.9794618	0.88910806	0.9999822	0.9082968	0.965156	0.97237694	0.9222274	0.82459646	0.96734947	0.9661006	0.9743109	0.9876486	0.96538144	0.9679933	0.95936763	0.9853806	0.87273467	0.9311952	0.9776078	0.94113714	0.9387956	0.9852971	0.9294851	0.96081233	0.89816934	0.97253984	0.9754433	0.9754768	0.84145534	0.99649924	0.99632967	0.98363155	0.9991022	0.9922745	0.94941705	0.9704676	0.91480637	0.9737677	0.99125606	0.9575285	0.98708874	0.9621034	0.9667809	0.884353	0.9498106	0.99455196	0.9449976	0.9673401	0.8726593	0.89952415	0.9672485	0.97543436	0.85832536	0.9450134	0.9336871	0.9343056	0.98968774	0.9869975	0.9319225	0.9849533	0.9277153	0.993429	0.99542373	0.91438717	0.964279	0.8969679	0.94909877	0.94401884	0.8731373	0.95279026	0.98397917	0.9769557	0.9234292	0.90331376	0.8767048	0.8618382	0.90883255	0.957578	0.9840461	0.8491806	0.951787	0.96067834	1.0
groente/noun	0.95421696	0.93565637	0.95246124	0.95631534	0.94374084	0.9738421	0.9645512	0.9812037	0.97513956	0.9796578	0.97043234	0.9688211	0.9495829	0.9819692	0.97414565	0.93297654	0.9807774	0.96937627	0.9322133	0.9521521	0.9634263	0.9715292	0.98257685	0.98270184	0.9289487	0.97132707	0.99238276	0.9854655	0.95803547	0.97623473	0.9278804	0.894015	0.9597423	0.97223735	0.97708786	0.9625632	0.9414267	0.9636215	0.9882364	0.98443943	0.98329264	0.9388184	0.9535111	0.94362026	0.9793156	0.9422416	0.987048	0.95406365	0.9674597	0.9687531	0.928701	0.95648026	0.9651487	0.98663694	0.9849952	0.9897087	0.9686903	0.9946814	0.9860006	0.9449756	0.9465118	0.91550595	0.91031605	0.953867	0.98781544	0.97164667	0.97230047	0.95393354	0.9984661	0.0	0.97314024	0.9937582	0.9994641	0.96389365	0.94944954	0.97231376	0.9961572	0.89550227	0.9537638	0.9920466	0.8947927	0.86885023	0.95887095	0.9721703	0.95067424	0.96465445	0.95118093	0.9848613	0.9958341	0.9606408	0.9580203	0.9240212	0.9719106	0.95314366	0.91131365	0.94015455	0.97442985	0.98408914	0.97449815	0.9790883	0.9426992	0.9624199	0.9586784	0.97067976	0.95232224	0.90857613	1.0	0.9848343	0.8880174	0.9926379	0.9832119	0.9578825	0.9601914	0.9501077	0.9590935	0.9553888	0.9625725	0.9882638	0.98128706	1.0	0.95671606	0.9730193	0.97986615	0.9889119	0.9794742	0.96002096	0.9954298	0.9838035	0.9900732	0.96411616	0.87525403	0.96524864	0.972354	0.9772216	0.9955078	0.9840778	0.98570895	0.93774295	0.9852359	0.9807447	0.96112907	0.9604971	0.98431987	0.9513506	0.9484175	0.9513885	0.9803129	0.968772	0.9786451	0.99125403	0.9284576	0.9098451	0.93956506	0.95941925	0.96962357	0.96119136	0.9649319	0.99115133	0.97715306	0.9774921	0.9751416	0.9824825	0.988734	0.97302455	0.9684931	0.9614951	0.9533199	0.96339595	0.99187356	0.91309273	0.979771	0.96857136	0.96928424	0.95122606	0.945271	0.93914044	0.99956995	0.93975127	0.9850737	0.99690056	0.95133126	0.9825904	0.9460862	0.91067237	0.96140033	0.9093778	0.9603287	0.910697	0.97377664	0.9498247	0.94346464	0.97541547	0.95967996	0.9524253	0.9562203	0.9862237	0.94600266	0.9606038	0.97292846	0.9922383
helder/adj	0.9538992	0.95955205	0.94102323	0.94934654	0.9384441	0.9425278	0.91753393	0.9876739	0.96782553	0.99790514	0.9848022	0.98991615	0.9510539	0.98453236	0.9438821	0.95315766	0.9734309	0.9061248	0.90032333	0.9259385	0.9832717	0.98987204	0.89006925	0.9203585	0.93883204	0.9781692	0.9717258	0.97214425	0.9628185	0.9405784	0.94514525	0.9809802	0.9742197	0.9562432	0.9522755	0.92658687	0.9128914	0.9230601	0.9572644	0.93383163	0.92601204	0.9361895	0.9837825	0.9356167	0.9816747	0.9729861	0.9640448	0.9628887	0.92412084	0.98102677	0.94965357	0.97029316	0.98239946	0.9945176	0.98051393	0.97677714	0.9842803	0.91925627	0.9426115	0.9232865	0.9484201	0.9645304	0.9561295	0.97610337	0.94369334	0.9826537	0.90162224	0.9086593	0.9759536	0.97314024	0.0	0.9368368	0.9963433	0.93105847	0.9313086	0.94328874	1.0	0.9246059	0.95244515	0.90803844	0.9534332	0.9363831	0.937822	0.98676676	0.9849468	0.95725095	0.9596157	0.9402001	1.0	0.9685747	0.9041469	0.95771664	0.9753915	0.99493945	0.8943369	0.9533588	0.9519776	0.97921675	0.98007524	0.9300525	0.9335045	0.962327	0.96741176	0.9378228	0.9349874	0.91978705	1.0	0.9409002	0.9462946	0.98632324	0.96019346	0.9716739	0.93502617	0.9428295	0.959551	0.9784139	0.9719134	0.9918666	0.9430244	1.0	0.9375795	0.95364577	0.93948156	0.9339437	0.9264037	0.9859799	0.8937942	0.9539554	0.99467754	0.98691905	0.9508579	0.96573436	0.9583632	0.9726892	0.9805158	0.92338234	0.9507859	0.97699404	0.9645679	0.96895045	0.9412996	0.977935	0.958374	0.9674764	0.9651008	0.9473119	0.996458	0.9513805	0.9982359	0.9983975	0.9901488	0.96176434	0.9759405	0.9472689	0.9589488	0.96569824	0.94768035	0.95861924	0.95506096	0.97877	0.94686335	0.9761782	0.964412	0.96734613	0.9501926	0.93241423	0.9402952	0.9227787	0.9741516	0.9297839	0.9824741	0.9869855	0.92173064	0.97946155	0.9706709	0.9081376	1.0	0.99021655	0.9770082	1.0	0.9296163	0.8784254	0.9342323	0.94291633	0.8986459	0.92807114	0.9429849	0.9591157	0.99765605	0.91277575	0.9459622	0.9564053	0.9068704	0.9430035	0.970876	0.9335299	0.93338466	0.961965	0.930982	0.9992656
ideaal/noun	0.9311046	0.9683476	0.952409	0.9232077	0.9532319	0.962331	0.9371966	0.90865666	0.961889	0.98198885	0.9652264	0.96381414	0.96863586	0.9936496	0.91572165	0.9580605	0.9802637	0.93578637	0.95701754	0.94708335	0.9778749	0.97686166	0.9491639	0.9417211	0.9367833	0.99271727	0.9588536	0.9509558	0.9779548	0.95351654	0.9645633	0.96009237	0.9640087	0.92396474	0.95248646	0.9209881	0.93493277	0.9462736	0.9560126	0.89558065	0.93644524	0.9439401	0.9732906	0.95593685	0.99008775	0.9542828	0.9609702	0.97723913	0.90937114	0.97300303	0.92583656	0.9692985	0.9676438	0.955593	0.9956641	0.99043447	0.9729635	0.90013254	0.9177046	0.90631163	0.95277846	0.988505	0.9868631	0.9813104	0.9426967	0.9727849	0.94162637	0.9313218	0.95644253	0.9937582	0.9368368	0.0	0.9945249	0.9263056	0.9514673	0.9605161	0.9628432	0.9399543	0.97390866	0.9252267	0.94148207	0.9587865	0.8920176	0.9815413	0.9522358	0.9370745	0.97934717	0.94186914	0.9868677	0.9263874	0.91811687	0.9492639	0.9518664	0.9875864	0.9515471	0.9563592	0.89660954	0.9552517	0.93871176	0.9702298	0.9353392	0.9819413	0.9426292	0.92274475	0.9073291	0.94880986	1.0	0.9696689	0.96556675	0.9748656	0.976579	0.96909946	0.9188827	0.93631613	0.94895655	0.9627585	0.95164746	0.9794608	0.9381286	0.98942	0.92410886	0.95702046	0.9517199	0.95567304	0.98211807	0.94824004	0.855888	0.96221924	0.98180264	0.9761588	0.9650231	0.9616279	0.9379513	0.97799486	0.9850513	0.9468549	0.93940115	0.95542663	0.9996814	0.9825842	0.957377	0.95333	0.9240374	0.982077	0.9842398	0.9534937	0.9966907	0.9521464	0.99774516	0.99638504	0.9815484	0.94223815	0.97362626	0.9297342	0.954589	0.9830113	0.96092767	0.92811275	0.9789231	0.99510187	0.95849276	0.96854705	0.9701071	0.9569583	0.97835463	0.90369666	0.97384065	0.9486717	0.95196944	0.9220146	0.975656	0.99319446	0.90372187	0.971546	0.9617485	0.87928987	0.9960887	0.9891189	0.9854156	1.0	0.93288714	0.9223597	0.96153396	0.9694778	0.91483986	0.95692974	0.96320754	0.97145456	0.96441156	0.9358495	0.94493026	0.96712416	0.9666872	0.9587565	0.95592827	0.93345195	0.9309703	0.95252764	0.91317934	0.9908764
idioot/adj	0.9640693	0.97077334	0.980447	0.9799589	0.9922455	0.9940981	0.9765856	0.9762929	0.9802324	0.9788048	0.99761426	0.97989357	0.96466887	0.99015903	0.9897435	0.9977404	0.9843657	0.9574976	0.975928	0.9805541	0.978889	0.99570405	0.9801669	0.9889567	0.9489698	0.9815361	0.9884423	0.96352816	0.9875055	0.9625904	0.9829546	0.9991108	0.9820268	0.9607107	0.94743073	0.9908699	0.9215144	0.9496366	0.9841857	0.96140945	0.9709357	0.9793448	0.94191295	0.98277247	0.9676388	0.9782044	0.98807395	0.977006	0.96610516	0.91638595	0.9785668	0.9643489	0.9803972	0.9981456	0.95940286	0.97063076	0.9820059	0.9795824	0.9676418	0.97318345	0.97675574	0.9894725	0.9934437	0.98483557	0.9774271	0.97101915	0.9590277	0.9555501	0.85983974	0.9994641	0.9963433	0.9945249	0.0	0.9733421	0.9762588	0.9737581	0.97113407	0.979578	0.9927394	0.9781849	0.9800516	0.9734638	0.94798374	0.96989787	0.98777175	0.9728777	0.9684224	0.9529514	0.8706974	0.9581153	0.90953016	0.9905895	0.952371	0.9927497	0.97684413	0.9792425	0.9813573	0.9346404	0.9578961	0.9835014	0.96959525	0.9414824	0.9896634	0.9460866	0.97026944	0.96203256	0.9928759	0.9429528	0.9760395	0.99268353	0.96287274	0.9442909	0.9858173	0.950247	0.9909343	0.9710516	0.98939466	0.99420434	0.96319735	1.0	0.97798777	0.95026153	0.98582023	0.9754654	0.97719383	0.94023633	0.9130177	0.96172893	0.970221	0.99340415	0.97968346	0.96520877	0.9888859	0.9701227	0.93905216	0.93492377	0.98583823	0.9832696	0.987447	0.9910019	0.9957597	0.97939694	0.97422993	0.9947798	0.99093485	0.94765604	0.92679745	0.97598845	1.0	0.9900181	0.9872126	0.9726554	0.9968974	0.98890686	0.9986802	0.989702	0.9723483	0.96454734	0.95939267	0.98891056	0.9848259	0.95496744	1.0	0.9849631	0.96794057	0.96850246	0.98536813	0.9939168	0.9872032	0.9757991	0.98673284	0.98454213	0.9621212	0.9667506	0.9833139	0.9717099	0.9414248	0.99369764	0.97645265	0.99942154	0.97536165	0.9786706	0.99342406	0.9694356	0.96110094	0.9850621	0.9805778	0.97928625	0.989772	0.9799548	0.9867079	0.9800496	0.9686527	0.99360037	0.9956892	0.9862624	0.9614971	0.9674398	0.9740541	0.9962144
immers/adv	0.90795195	0.8422497	0.90553886	0.9026928	0.7998184	0.92928505	0.83303666	0.9585923	0.9455938	0.97113156	0.9722162	0.9743363	0.9317336	0.9768716	0.9042585	0.8527561	0.9636549	0.8521222	0.8410696	0.8088813	0.86093044	0.9832257	0.94224584	0.91601855	0.79868555	0.8958926	0.95857006	0.89660776	0.7896152	0.9138851	0.88971096	0.9259953	0.96208256	0.8803287	0.96413654	0.8532161	0.87615365	0.8817914	0.9509291	0.90249896	0.90954626	0.8303316	0.9647994	0.89129174	0.9673235	0.9191298	0.926791	0.9521915	0.8361726	0.9423966	0.7975638	0.9760033	0.98538524	0.9840961	0.99226415	0.9301321	0.96515894	0.9420645	0.9322518	0.834494	0.94794136	0.8380698	0.8610548	0.95718837	0.9528519	0.96888995	0.8679554	0.81425804	0.84054244	0.96389365	0.93105847	0.9263056	0.9733421	0.0	0.85036373	0.8788901	0.97387046	0.8638547	0.8840995	0.9327158	0.8423958	0.8311258	0.84327143	0.9631539	0.9221899	0.85139585	0.8606455	0.900235	0.9614273	0.92493767	0.8092036	0.8965467	0.936552	0.9399425	0.8299371	0.8713379	0.92926353	0.9550243	0.9464268	0.96322614	0.86549604	0.77954006	0.9097232	0.84301484	0.8634975	0.8703305	0.97511584	0.92362046	0.8531693	0.99154204	0.93650407	0.96686715	0.8942498	0.83916104	0.8115394	0.9128864	0.9438708	0.9942511	0.795581	0.9764911	0.81788915	0.9034594	0.9191836	0.9320075	0.8235942	0.9571622	0.95110464	0.9469514	0.98680365	0.9352508	0.89347565	0.96341735	0.9585776	0.83477354	0.9603101	0.8971147	0.8792024	0.8579242	0.9789042	0.97217757	0.90360224	0.86896324	0.9014289	0.8993872	0.91518027	0.82117486	0.99731886	0.98456514	0.97314805	0.9917359	0.9468949	0.93778235	0.925807	0.8627271	0.90503573	0.93836945	0.9022955	0.8982531	0.963647	0.9778928	0.8348812	0.9092245	0.9426953	0.9174446	0.95989484	0.87270904	0.8702954	0.8555469	0.9672336	0.8304121	0.9280399	0.9139779	0.8873976	0.9664287	0.9553359	0.8627119	0.998649	0.9038779	0.98067015	0.9976582	0.830085	0.8916983	0.7932933	0.8433587	0.8608233	0.7730305	0.8912842	0.91806453	0.9832517	0.82974803	0.86940765	0.8254006	0.82339984	0.817804	0.94988316	0.91815555	0.8553549	0.9485567	0.82447636	0.99543905
in/adj	0.873706	0.90383875	0.8639334	0.88065684	0.85625553	0.9305278	0.8462535	0.9702576	0.96062726	0.98033744	0.96426344	0.97767115	0.9310228	0.96910244	0.90691334	0.86000836	0.96521044	0.84906393	0.8550846	0.76942104	0.8950358	0.96547806	0.9181335	0.9085404	0.8854189	0.9517951	0.94231844	0.92323416	0.82522106	0.90469223	0.88569725	0.9059757	0.9515882	0.8630984	0.9844446	0.8481674	0.90137285	0.90474045	0.91866124	0.8931551	0.92405397	0.8594467	0.96378106	0.8779209	0.9721276	0.9345469	0.9339511	0.91620934	0.781286	0.94026184	0.8475565	0.9884975	0.9862052	0.95293057	0.9760112	0.95672643	0.9761924	0.9414589	0.92315745	0.9206644	0.961145	0.883803	0.9138846	0.9562324	0.94812214	0.9535672	0.8663911	0.8376443	0.92139864	0.94944954	0.9313086	0.9514673	0.9762588	0.85036373	0.0	0.90395725	0.97198176	0.8608749	0.9079974	0.9020238	0.88174665	0.8520438	0.8301045	0.96462405	0.94948024	0.87978613	0.8583272	0.91831976	0.98206705	0.93624204	0.8384182	0.9088791	0.9460447	0.96360415	0.83172935	0.8729755	0.9079337	0.96787214	0.93111765	0.95625293	0.80433416	0.818218	0.93800133	0.8711479	0.8207722	0.9216696	0.99729097	0.9253883	0.90566325	0.97955734	0.97431326	0.9736443	0.9002213	0.84269804	0.86913294	0.9349172	0.9511974	0.976731	0.83328235	1.0	0.8258453	0.94168127	0.8991533	0.9464284	0.8766696	0.93935746	0.91552067	0.94850785	0.99080735	0.9621435	0.8668381	0.943436	0.9202233	0.8804041	0.98813325	0.89861053	0.88775414	0.8872723	0.9739196	0.98122907	0.90782994	0.89949954	0.9221164	0.9170109	0.9533236	0.888698	0.98566794	0.9602255	0.9814873	0.99985707	0.9835432	0.9345	0.9290139	0.88715696	0.8985377	0.9411409	0.90056133	0.9189662	0.9428222	0.99566513	0.86942255	0.9168302	0.95892483	0.92883396	0.9598492	0.88864666	0.8874992	0.8793977	0.95501065	0.8697811	0.97053176	0.93444383	0.83311015	0.955645	0.91406673	0.83223045	0.9669179	0.9558309	0.9441222	0.9954303	0.85475844	0.9069441	0.85864776	0.88204616	0.8658742	0.85744894	0.8924105	0.89508843	0.9791923	0.8330953	0.9071932	0.8907942	0.8649065	0.8787286	0.93777376	0.90632385	0.85762215	0.9302628	0.7346903	0.9876798
indrukwekkend/adj	0.9196683	0.85119534	0.9000832	0.9163738	0.8654586	0.9116641	0.86271673	0.9530247	0.9265596	0.97226256	0.9556133	0.9657835	0.90260905	0.9596808	0.94112575	0.87929964	0.9514728	0.87465656	0.8729265	0.86502564	0.93776965	0.94009507	0.93395096	0.92803776	0.8275447	0.93740106	0.9467026	0.91831607	0.8793434	0.8721239	0.9451564	0.92089546	0.95198715	0.8602359	0.9724895	0.91196066	0.87349474	0.89316267	0.93056506	0.9305151	0.8968151	0.9053737	0.9583361	0.9088166	0.968639	0.89785975	0.94310075	0.93687165	0.8800204	0.9779633	0.88989186	0.95186204	0.9878443	0.96327347	0.97112066	0.9592645	0.9645262	0.95073706	0.9163023	0.9259532	0.94678056	0.90297455	0.9333261	0.96096766	0.9464397	0.96611947	0.88141304	0.89868987	0.92424035	0.97231376	0.94328874	0.9605161	0.9737581	0.8788901	0.90395725	0.0	0.97930396	0.8352363	0.9253932	0.9537538	0.8690016	0.84664375	0.8675226	0.94676507	0.9039656	0.8570248	0.8767282	0.90777856	0.9623874	0.9352136	0.9001484	0.88926595	0.9213217	0.94545424	0.855016	0.9034418	0.89070916	0.92814946	0.92578363	0.9391579	0.89184827	0.91517353	0.89856476	0.9007895	0.88350624	0.9478188	0.9720087	0.9780608	0.874047	0.9882289	0.90746003	0.9506566	0.88829225	0.8785625	0.8837177	0.9642145	0.9199269	0.9568058	0.89132845	0.99769074	0.87674624	0.9574339	0.9432604	0.94621396	0.90275383	0.9627272	0.92269164	0.94191474	0.9793508	0.947175	0.8623547	0.9536886	0.932648	0.9008305	0.9610688	0.9705429	0.94605625	0.91873676	0.980334	0.963447	0.9007839	0.91382915	0.94787896	0.9450463	0.9667069	0.90505475	0.99461263	0.96088207	0.97850907	0.98137075	0.98075855	0.93272257	0.945456	0.8960105	0.9369968	0.92659426	0.8949965	0.94274276	0.93633366	0.97454053	0.9094219	0.9282928	0.9352563	0.9500166	0.9626578	0.8542934	0.9164627	0.95840627	0.9547386	0.8435653	0.9532197	0.9187341	0.9060467	0.9411408	0.943723	0.87612426	0.98829156	0.9577044	0.9886138	0.9978417	0.8749233	0.9036588	0.9183478	0.91760236	0.9250676	0.8296806	0.9188676	0.89640033	0.96677077	0.84949225	0.90671605	0.87894374	0.8860291	0.8880162	0.91928613	0.91494894	0.8543748	0.90485996	0.8949675	0.98393935
ingebruikname/noun	0.9209959	0.9166294	0.94065887	0.9294533	0.9558013	0.95174104	0.979466	0.9684407	0.9786387	0.936598	0.96197045	0.8420283	0.98404664	0.96852046	0.96202517	0.93221515	0.9622805	0.9523048	0.9833292	0.8935718	0.9956379	0.994009	0.96289617	0.9798508	0.9396095	0.98389375	0.9716869	0.9975499	0.9808363	0.96703357	0.9555908	0.96143746	0.93412167	0.9548819	0.98924685	0.99582016	0.9926002	0.97883016	0.9795341	0.97678196	0.98272014	0.948138	0.96745086	0.98509943	0.98939973	0.9623248	0.99575114	0.96369773	0.91851115	0.9879924	0.8824652	0.9539613	0.94837236	0.98435307	0.949233	0.97241455	0.96823514	0.9850786	0.98140657	0.98127395	0.9850155	0.9597969	0.93957436	0.953389	0.9864887	0.95237553	0.9852589	0.9873215	0.99568063	0.9961572	1.0	0.9628432	0.97113407	0.97387046	0.97198176	0.97930396	0.0	0.94000417	0.9810942	1.0	0.9505223	0.9188342	0.9773989	0.98254174	0.97093695	0.9502833	0.9612772	0.99973804	0.9767096	0.9933078	0.9841488	0.97762734	0.90641147	0.94063	0.9386538	0.9720798	0.9482005	0.9416741	0.984403	0.9614644	0.8970764	0.9583262	0.9543035	0.9868223	0.8841899	1.0	0.94941664	0.98527515	0.89959055	0.99072087	0.97541267	0.9918461	0.9751448	0.99558866	0.98426056	0.97980076	0.99531835	0.99571866	0.9484839	0.8504245	0.9322211	0.9656807	0.9622449	0.95846975	0.9974234	0.9537967	0.99630827	0.99456817	0.97672355	0.9806839	0.9476232	0.96679187	0.9558849	0.99566334	0.9988517	0.9782494	0.9869846	0.9418284	0.9630962	0.9860575	0.961449	0.99771935	0.9771207	0.97253555	0.93578166	0.9880105	1.0	0.959345	0.8986442	0.9999719	0.96648383	0.9740049	0.9547426	0.93736553	0.880821	0.95565194	0.93215764	0.9996611	0.991872	0.9822043	0.9950026	0.99080354	0.96115535	0.9946754	0.9816799	0.9645893	0.9700937	0.9988848	0.98188287	0.96061486	0.99316955	0.94729114	0.9931681	0.976778	0.9852767	0.9911444	0.99997026	0.96022224	0.9689263	0.9668498	0.9712637	0.99515724	0.9686253	0.97308946	0.9668309	0.97429085	0.9683569	0.9732808	1.0	0.9644572	0.98056245	0.97739565	0.9991384	0.97369033	0.94832176	0.98710775	0.96325696	0.93703425	0.8890311	0.9675682
inwoner/noun	0.8790864	0.572555	0.86359453	0.8685317	0.7497455	0.9035462	0.7941612	0.8776358	0.87735116	0.9630596	0.9347819	0.9166217	0.83075774	0.87035745	0.93225086	0.5188302	0.9411349	0.808476	0.5792375	0.71208286	0.9413723	0.967002	0.9242812	0.9241091	0.6643758	0.9020064	0.9455464	0.9172435	0.81683326	0.9381395	0.8059552	0.76035	0.8719624	0.8771704	0.96486706	0.74519527	0.82281995	0.9060558	0.9327856	0.87604606	0.91678643	0.71847844	0.9079935	0.83942807	0.90096223	0.8958685	0.9440359	0.87232196	0.88771814	0.96428436	0.7080724	0.94765407	0.8839539	0.94121623	0.9465809	0.9658926	0.9054036	0.9567197	0.93588626	0.8325445	0.83925396	0.5161116	0.7217029	0.7785992	0.91168237	0.8674387	0.78750354	0.7773515	0.93931323	0.89550227	0.9246059	0.9399543	0.979578	0.8638547	0.8608749	0.8352363	0.94000417	0.0	0.8421016	0.97271127	0.4357959	0.38474786	0.87959164	0.899111	0.9027233	0.87423676	0.82976556	0.93123126	0.9853829	0.91617376	0.9467002	0.7387451	0.8896769	0.8642	0.562415	0.7505003	0.8782618	0.91110504	0.9510309	0.9447166	0.80018145	0.8925569	0.86987495	0.8794197	0.840171	0.91336703	0.97951674	0.9572425	0.5044718	0.9787349	0.91453624	0.9847397	0.93086696	0.86832553	0.87640244	0.91623765	0.957278	0.9922231	0.85297084	0.9607841	0.784331	0.8760574	0.7447028	0.87429214	0.96695036	0.9530493	0.9577134	0.94359165	0.99552023	0.96239984	0.45548475	0.9483839	0.89349675	0.9151934	0.9811887	0.9160515	0.9305874	0.6579548	0.9329453	0.97437906	0.80503523	0.9286345	0.9264181	0.88593453	0.84228766	0.89360213	0.9861735	0.9036733	0.93039	0.95354885	0.9224535	0.78754574	0.8606794	0.6263477	0.7614168	0.8880617	0.73136395	0.9523009	0.92904145	0.9166534	0.9191885	0.9519165	0.97235405	0.9572646	0.9580326	0.90429604	0.7284537	0.8808052	0.94094014	0.8695173	0.9340514	0.79833674	0.9086187	0.9256973	0.88938236	0.86268914	0.9701672	0.92736	0.9039777	0.9825156	0.83995795	0.9409919	0.79031825	0.8231557	0.9099204	0.44733757	0.8561553	0.6599244	0.9130237	0.7154584	0.5960074	0.86588776	0.7759711	0.8124945	0.9013717	0.8561266	0.81037134	0.8991378	0.83147365	0.96340704
