	24-jarige/adj	4x4/noun	Chinees/adj	Japans/adj	Macedonisch/adj	Oost_Vlaams/adj	Rus/noun	Zwitser/noun	aangekleed/adj	aanmerking/noun	aanstekelijk/adj	aanvankelijk/adj	aanzien/noun	aarden/adj	accent/noun	achtergrond/noun	achterkant/noun	achterover/adv	acteur/noun	af/adv	afkomst/noun	afsluiting/noun	afstandelijk/adj	afwachting/noun	agressief/adj	alleen/adj	allen/noun	aloud/adj	als/adv	altijd/adv	aluminium/adj	animatie/noun	architect/noun	arrangement/noun	asymmetrische/adj	atypische/adj	auditorium/noun	bak/noun	bakstenen/adj	band/noun	beat/noun	bedien/verb	beeld/noun	beeld_merk/noun	beeldhouw/verb	beeldvorming/noun	beetje/noun	begeleiding/noun	beheers/verb	ben/verb	benadering/noun	bereik/verb	beresterke/adj	beroemd/adj	beschik/verb	beschrijf/verb	beton/noun	betrek/verb	bevat/verb	beweeg/verb	beweeg_voort/verb	beweging/noun	bezaaid/adj	bijzonder/adj	blank/adj	blijf/verb	blik/noun	bluesy/noun	bocht/noun	body/noun	bombastisch/adj	bos/noun	bouw_werk/noun	bovendien/adv	breakdance/noun	breed/adj	bril_DIM/noun	brok/noun	bruusk/adj	bundel/noun	camera/noun	cameraman/noun	canvas/noun	carrosserie/noun	charmant/adj	choreografie/noun	combinatie/noun	combineer/verb	complex/adj	compositie/noun	computeranimatie/noun	computergestuurd/adj	constructie/noun	contrast/noun	daarentegen/adv	dak/noun	dan_pas_DIM/noun	dance/noun	dans/verb	dansbare/adj	danser/noun	debat/noun	decolleté/noun	decor/noun	denk/verb	des/adv	digitaal/adj	dik/adj	divers/adj	doe_na/verb	doek/noun	doem_op/verb	donker/adj	doorzichtig/adj	draag/verb	draai/verb	drive/noun	droog/adj	drum_stel/noun	duidelijk/adj	duister/noun	dwars/adj	dynamiek/noun	eenzijdig/adj	eerder/adj	effect/noun	effectief/adj	eigenwijs/adj	eigenzinnig/adj	eikenhouten/adj	elegant/adj	elleboog/noun	en/adv	energiek/adj	even/adj	even/adv	eveneens/adv	extreem/adj	fel/adj	festival/noun	figuur/noun	film/noun	flamboyant/adj	flard/noun	flat/noun	fors/adj	fotografie/noun	front/noun	fundamenteel/adj	funky/noun	fysiek/noun	ga_over/verb	gebaar/noun	gebaar/verb	gebogen/adj	gebouw/noun	gebroken/adj	gedreven/adj	geel/adj	gegoten/adj	geheel/noun	gekeerd/adj	gekomen/adj	gelaat/noun	gelaat_trek/noun	geleid/verb	geluid/noun	gemak/noun	generaal/noun	genoeg/adv	genomen/adj	geprononceerd/adj	gereduceerd/adj	gespeeld/adj	gestoken/adj	gevaarlijk/adj	gevaarte/noun	gevoeligheid/noun	geweldig/adj	gezicht/noun	gezicht_DIM/noun	gezin_vriendelijk/adj	gitaar/noun	gitarist/noun	glas/noun	golf/adj	good/noun	gotisch/adj	gouden/adj	grafiek/noun	grap/noun	grappig/adj	grijs/adj	grillig/adj	grof/adj	groot/adj	grooves/noun	haar/noun	half_jaar_cijfer/noun	handig/adj	handschrift/noun	handtas/noun	hard/adj	hardcore/noun	hardhandig/adj	hartstochtelijk/adj	hectisch/adj	heel/adj	heftigheid/noun	hengst/noun	herkenbaar/adj	herleid/verb	het/adv	heup/noun	hier/adv	hip_hop/noun	hitsig/adj	hoofd/noun	hoog/adj	hoor/verb	hotel/noun	houten/adj	houvast/noun	iets/adv	iets/noun	ietwat/adv	imago/noun	improviseer/verb	ingetogen/adj	ingewikkeld/adj	intens/adj	interview/noun	irritatie/noun	jaag/adj	jeugd_jaar/noun	jongeman/noun	jongen/noun	juist/adv	jurk/noun	kaak/noun	kaarsrecht/adj	kader/noun	kamer/noun	kant/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast/noun	kast_DIM/noun	keihard/adj	ken/verb	kenmerk/verb	kies/verb	klank/noun	klein/adj	kleur/noun	klink/adj	klink/verb	knie/noun	koets_werk/noun	koket/adj	kom_over/verb	kom_uit/verb	kop/noun	korrel/noun	kort/adj	krachtig/adj	la/noun	laag/adj	laan/noun	lach/verb	landschap/noun	lang/adj	langgerekt/adj	last/noun	lawine/noun	leef_uit/verb	leep/adj	leg/verb	lekker/adj	letter/noun	leun/verb	levenslust/noun	lever_op/verb	lezing/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	liefde/noun	lijd/verb	lijk/verb	lijn/noun	lip/noun	logo/noun	loodzwaar/adj	look/noun	luid/adj	luiheid/noun	lyriek/noun	maak/verb	maar/adv	macho/adj	manier/noun	mannelijk/adj	maquette/noun	markant/adj	meer/adj	meestal/adv	melancholisch/adj	melodie/noun	mengsel/noun	metalen/adj	mimiek/noun	minder/adj	mineur/noun	model/noun	modern/adj	moment/noun	monumentaal/adj	mooi/adj	motor/noun	motoriek/noun	muur/noun	muziek/noun	muziekleven/noun	nauwelijks/adv	neem_door/verb	neig/adj	net/adv	neus/noun	neus_DIM/noun	nogal/adv	nors/adj	nou/adv	nummer/noun	oeuvre/noun	onaf/adj	onbekend/adj	ondergrond/noun	onderhuids/adj	one-liners/noun	ongemakkelijk/adj	ongetwijfeld/adv	ontbloot/adj	ontleend/adj	onverschillig/adj	oog/noun	oorbel/noun	open/adj	opgebouwd/adj	opgetrokken/adj	oud/adj	overdadig/adj	overzichtelijk/adj	parallel/adj	pas/noun	pas_DIM/noun	patroon/noun	pedant/adj	personage/noun	persoonlijk/adj	persoonlijkheid/noun	piepklein/adj	pixels/noun	plaat/noun	plaat_DIM/noun	populair/adj	portret/noun	poëtisch/adj	pregnant/adj	prima/adj	produceer/verb	punk/noun	raak/adj	raam/noun	rammel/adj	rauw/adj	real/noun	recht/adj	reken_af/verb	resulteer/verb	rijm/verb	ritme/noun	ritmiek/noun	ritmisch/adj	robuust/adj	rock/noun	rock_song/noun	roep_op/verb	roestig/adj	rond/adj	ronding/noun	rouw/noun	ruig/adj	ruil_in/verb	ruw/adj	scherm/noun	scherp/adj	scherp/noun	scheur/noun	schitterend/adj	schouder/noun	schrijf/verb	schril/adj	schud/verb	schuin/adj	sensueel/adj	set/noun	sip/adj	sjamaan/noun	sla_toe/verb	sleur_mee/verb	slurf/noun	smal/adj	smeed/verb	smerig/adj	snavel/noun	snerp/adj	sneuvel/verb	snijdend/adj	snuit/noun	sober/adj	solo/noun	soms/adv	song/noun	sound/noun	spanning/noun	speel/verb	speels/adj	speelstijl/noun	spel/noun	spierwit/adj	sta/verb	staar_aan/verb	stamp/verb	standaard/adj	steeds/adv	steek_uit/verb	steen/noun	steil/adj	stekel/noun	stel/noun	stem/noun	sterk/adj	steun/verb	stevig/adj	stijl/noun	stilistisch/adj	stof/noun	stotter/adj	straal_uit/verb	strak/adj	stram/adj	strijker/noun	structuur/noun	struis/adj	stug/adj	stuk/noun	stuw/adj	suspense/noun	swing/adj	swing/noun	symbool/noun	synchroon/adj	taal/noun	tafel/noun	tafereel/noun	tamelijk/adj	te/adv	tegelijk/adj	tegendraads/adj	teken/verb	tekst/noun	tentoonstelling_ruimte/noun	teoretisch/adj	terrein_wagen/noun	tevens/adv	thema/noun	toe/adv	tracht/verb	trant/noun	tred/noun	trek/noun	trots/noun	trouwring/noun	typisch/adj	uit/adj	uitbundig/adj	uitdrukking/noun	uiteinde/noun	uitgangspunt/noun	uitgebreid/adj	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaak/adj	vaas/noun	vakkundig/adj	val/adj	val_aan/verb	vals/adj	veel/adj	veelal/adv	veilig/adj	vel_DIM/noun	verfijnd/adj	verfilming/noun	vergelijk/verb	verhoog/verb	verkrampt/adj	verlegen/adj	verloren/adj	verraad/verb	verschijning/noun	vertelling/noun	vervang/verb	verzakelijking/noun	verzorger/noun	vest/noun	vierkant/adj	vijver/noun	vilein/adj	viool/noun	vlak/adj	vleugel/noun	vloeiend/adj	vogel_DIM/noun	volg/verb	volume/noun	volwassen/adj	vooral/adv	voorheen/adv	voorruit/noun	voorzien/adj	vorm/noun	vormgeving/noun	vraag/verb	vreemd/adj	vrij/adj	vrolijkheid/noun	vrouw/noun	waar/noun	was_tafel/noun	wat/adv	weduwe/noun	weer/adv	weerbarstig/adj	weg/noun	weg_net/noun	weinig/adj	wemel/verb	wijze/noun	wip/verb	wissel_af/adj	wolkenkrabber/noun	wonderlijk/adj	woonkamer/noun	zaal/noun	zakelijk/adj	zand/noun	zanger/noun	zeer/adv	zet_in/verb	zet_neer/verb	zie_uit/verb	zo/adj	zo/adv	zoet/adj	zonnebril/noun	zorg/verb	zorgvuldig/adj	zuil/noun	zwaar/adj	zwart/adj	zwoel/adj
24-jarige/adj	0.0	0.8665666	0.84916997	0.8558278	0.79257494	0.83484805	0.77926344	0.6920217	0.9087418	0.94130206	0.85232735	0.84631246	0.8482069	0.9771273	0.87975454	0.8155128	0.91360986	0.9192191	0.82339084	0.8961902	0.6274577	0.858233	0.8448254	0.9420163	0.7985302	0.8647804	0.92209893	0.90256464	0.87245077	0.86507535	0.8559551	0.90489745	0.90009123	0.8893924	0.93053746	0.9290164	0.9605594	0.8380816	0.9476676	0.82645977	0.90188414	0.9033072	0.8807156	0.97489035	0.8670356	0.9113574	0.9221461	0.8700938	0.87820613	0.9097427	0.9680962	0.9367406	0.82013947	0.8206564	0.87456816	0.90095794	0.8470663	0.92887384	0.9241135	0.8745135	0.92866105	0.90286815	0.9319685	0.8629935	0.77882737	0.9350159	0.8265502	0.92344517	0.88421863	0.9560972	0.9452537	0.9580937	0.9204163	0.88594985	0.89714617	0.930719	0.8928671	0.8389311	0.82390195	0.9340608	0.9197974	0.8744796	0.8945472	0.9249705	0.8213171	0.8756922	0.91816103	0.94758695	0.91761667	0.83927274	0.93474996	0.930508	0.89437896	0.88232625	0.8650142	0.9359418	0.8565544	0.9208441	0.83077383	0.8981939	0.830224	0.9790199	0.91785264	0.8944125	0.95579326	0.8677272	0.9765232	0.86538357	0.9170069	0.81622446	0.9278845	0.9561855	0.8792374	0.93178177	0.8809053	0.94358027	0.8696133	0.8808458	0.931439	0.94575584	0.905621	0.9051399	0.93635803	0.9155442	0.87928545	0.9538421	0.874038	0.8671434	0.8643021	0.9249079	0.8733931	0.896682	0.89702	0.80669135	0.8841242	0.8656971	0.8003489	0.9082455	0.85711837	0.9423505	0.8735578	0.92959076	0.7235266	0.8554445	0.90929383	0.9550699	0.94437957	0.9334642	0.94807804	0.88621134	0.861874	0.82900697	0.8814866	0.8470473	0.9075895	0.9370415	0.87031937	0.83076054	0.9391074	0.90078497	0.8948175	0.8502318	0.95067596	0.8560475	0.80953765	0.8815512	0.8676983	0.9559944	0.83406854	0.90792	0.9337711	0.8913133	0.8861078	0.8535807	0.80522853	0.9451197	0.8936396	0.9173378	0.86949444	0.8483908	0.9360991	0.9851285	0.8760992	0.8373167	0.8952206	0.882295	0.9684576	0.9644327	0.88838506	0.9144351	0.8925616	0.89684397	0.8665236	0.8940631	0.9027569	0.93881553	0.9375101	0.83786404	0.96139055	0.94727194	0.8908515	0.80026495	0.89118564	0.9047034	0.8010494	0.8120346	0.95063764	0.8762061	0.9243417	0.9358523	0.8809284	0.8825458	0.8804715	0.86267704	0.8611738	0.94738775	0.8764526	0.91185075	0.95499283	0.953254	0.9756077	0.89437944	0.87520933	0.9094796	0.9045485	0.84295416	0.86974156	0.87465256	0.8431606	0.94898987	0.876075	0.8784995	0.8971483	0.9612565	0.7742883	0.7010157	0.8340783	0.9488653	0.84390825	0.86348414	0.9432317	0.92299205	0.91883355	0.9165437	0.93913716	0.9771715	0.89127773	0.9243164	0.9575347	0.9538051	0.89677036	0.8695663	0.92480373	0.9374607	0.89027184	0.95475394	0.89767116	0.89782256	0.8957644	0.90671563	0.87956077	0.8565873	0.86732227	0.93672156	0.9114528	0.89578915	0.95527166	0.8572971	0.96323204	0.91448504	0.9124073	0.9382228	0.9047984	0.9617764	0.9397305	0.9066111	0.8796941	0.90180993	0.8857839	0.92810917	0.89069104	0.8641622	0.895536	0.9009145	0.91672117	0.9719428	0.793777	0.8343385	0.86120987	0.8633963	0.89645857	0.86111444	0.8976776	0.9349423	0.91744167	0.9344381	0.8518373	0.89218867	0.9011768	0.95231974	0.89962524	0.9212254	0.9599265	0.8635634	0.9105001	0.79871297	0.8842936	0.8468014	0.93781626	0.86133844	0.90713435	0.8778819	0.91190064	0.871753	0.90371394	0.908551	0.91610116	0.8640716	0.8816768	0.943639	0.9463425	0.880054	0.8788765	0.8355757	0.89681554	0.86942524	0.95861363	0.894127	0.9073561	0.95255363	0.9072854	0.9041712	0.9374802	0.8853204	0.80290675	0.97350925	0.8459493	0.92602324	0.9571593	0.6928992	0.8709392	0.91404426	0.9793489	0.87456334	0.88084406	0.81606674	0.9518117	0.8350135	0.9184347	0.8435884	0.92593986	0.90634704	0.9045986	0.8284754	0.8931108	0.95039886	0.96489483	0.9214943	0.91404974	0.9052007	0.906755	0.843513	0.90867347	0.7939347	0.93969727	0.94735664	0.8636509	0.92442137	0.874176	0.794611	0.90441525	0.9222371	0.883454	0.9419138	0.89413375	0.8321216	0.93466616	0.889703	0.82435477	0.9608319	0.88301384	0.8379688	0.8972996	0.91558564	0.8849756	0.92102194	0.8708297	0.8136629	0.8940038	0.90474135	0.89441097	0.8811433	0.956519	0.919471	0.9341601	0.8406101	0.94325984	0.8267618	0.9369018	0.9285458	0.85066235	0.89369905	0.8762633	0.85248667	0.91891867	0.873891	0.84278715	0.9207472	0.84166116	0.8404398	0.9110464	0.9246031	0.9132806	0.8765104	0.96822995	0.95098114	0.9617817	0.87864304	0.9418015	0.92742115	0.8485113	0.86591727	0.9490863	0.89834946	0.85566175	0.8781724	0.8327906	0.8944677	0.8992238	0.80471635	0.8440603	0.8232225	0.8618618	0.9410954	0.9410412	0.8860128	0.84342325	0.94195664	0.9385397	0.9072855	0.8722354	0.91958976	0.95334196	0.8364965	0.8707013	0.84509957	0.9327771	0.84283733	0.8433929	0.9150175	0.88078856	0.9313094	0.8975083	0.8611503	0.8658964	0.9118143	0.92220813	0.8735509	0.83808595	0.8504433	0.8698703	0.9246884	0.90245044	0.915506	0.8437021	0.9055799	0.8721893	0.95732677	0.8410723	0.86743355	0.9422856	0.8685241	0.87975365	0.8795547	0.921875	0.97134924	0.92960525	0.9400166	0.90011173	0.9568688	0.88230544	0.8637085	0.964292	0.8522079	0.9052546	0.8624417	0.90243316	0.892258	0.85766685	0.88010883	0.8880869	0.9217528	0.9222128	0.9616365	0.8916096	0.9829076	0.9402684	0.8847091	0.86833274	0.9147675	0.91365725	0.81842667	0.9230561	0.9206406	0.82786024	0.9498328	0.8750187	0.8960023	0.85213065	0.9414327	0.9742252	0.8750252	0.7733176	0.9268266	0.85215974	0.8893274	0.8773613	0.90986913	0.9929255	0.9034112	0.922259	0.9555117	0.94565123	0.89563787	0.9272913	0.930035	0.89137226	0.91196984	0.9467506	0.96809584	0.92284554	0.8546132	0.8111788	0.874061	0.8915135	0.90145504	0.91157794	0.9153193	0.9090358	0.8228229	0.92479116	0.90050864	0.77849257	0.9083862	0.928822	0.89199656	0.877034	0.8951949	0.89757276	0.95579904	0.9577611	0.897176	0.94289565	0.91342074	0.8484938	0.87182355	0.9357532	0.9017497	0.8890766	0.94902813	0.9298719	0.85949266	0.81537277	0.90074235	0.8959113	0.8300519	0.9408318	0.9096295	0.9246439	0.93301016	0.89199716	0.93076825	0.9193263	0.954071	0.8378891	0.81386036	0.8745839
4x4/noun	0.8665666	0.0	0.87602466	0.7459215	0.9286664	0.89089036	0.93794346	0.8081223	0.8800948	0.95383835	0.9022678	0.87917936	0.8120309	0.87689626	0.83407474	0.91302526	0.8432347	0.9398709	0.9097948	0.9022336	0.93673056	0.9417082	0.85849136	0.96958125	0.8313893	0.85926926	0.88786006	0.9225074	0.9114847	0.85630816	0.81146884	0.87826353	0.89526427	0.94632655	0.89244485	0.9259769	0.9722161	0.9126919	0.8278369	0.846166	0.878815	0.82624507	0.88929754	0.8509226	0.92694795	0.9365489	0.8717042	0.8880714	0.88501793	0.79941714	0.859102	0.8722969	0.831807	0.9312395	0.7742621	0.938484	0.87896574	0.9118909	0.8697355	0.88699704	0.86728543	0.9278102	0.84856874	0.79789007	0.92992806	0.8523769	0.8731873	0.92730844	0.86633605	0.8241159	0.88993055	0.8639444	0.87365425	0.7763558	0.9050045	0.85985124	0.88541293	0.85745376	0.9192111	0.9186604	0.88142145	0.9358942	0.9058688	0.75697243	0.8650268	0.8995257	0.8645849	0.8338487	0.87643397	0.8797071	0.9403831	0.8213937	0.87794507	0.9007313	0.806116	0.8909359	0.9272211	0.8846663	0.8874671	0.9312731	0.87973475	0.9301933	0.9383512	0.8487353	0.95278156	0.8242851	0.8934052	0.89386237	0.8895375	0.8851515	0.88081133	0.9189472	0.88831264	0.85604286	0.88071364	0.9019042	0.8788792	0.85542	0.9256084	0.91073817	0.936126	0.86228204	0.89407754	0.924986	0.9359041	0.88176924	0.90121675	0.92358226	0.8466007	0.8617585	0.83583146	0.93144083	0.9228779	0.82535875	0.8774489	0.88936776	0.780232	0.8402577	0.8639547	0.9585716	0.84187657	0.92742217	0.9383425	0.9434676	0.8907828	0.7887112	0.92387575	0.9315797	0.95781124	0.88683796	0.82129586	0.90390915	0.8944794	0.9107402	0.8937618	0.9001752	0.9378243	0.94745404	0.87032616	0.92405295	0.84230137	0.8559803	0.92510444	0.88010246	0.92363554	0.91582984	0.85338837	0.8337895	0.9226145	0.8317802	0.9226867	0.9159373	0.93508875	0.9156779	0.9228666	0.85394263	0.8611792	0.8796363	0.94782096	0.8762363	0.8894727	0.7585596	0.857605	0.90896493	0.8939758	0.85798514	0.8901473	0.8791313	0.9297242	0.9395525	0.9418121	0.8919747	0.8284005	0.81455374	0.8815696	0.89591765	0.87228835	0.8677846	0.9108045	0.8502544	0.93283904	0.92331934	0.8927531	0.9611728	0.87773335	0.86534595	0.9209492	0.85032916	0.94432706	0.9294865	0.8214878	0.8647671	0.92136216	0.85209006	0.8074323	0.85057455	0.9222282	0.9602361	0.8901783	0.9326986	0.9468268	0.8670532	0.904629	0.8253067	0.8672494	0.82591254	0.78575706	0.95606846	0.88136905	0.9307614	0.8961675	0.94805014	0.8786717	0.9648835	0.9282808	0.8796511	0.8656142	0.85238355	0.9204198	0.9163478	0.8847019	0.884581	0.91258323	0.84428513	0.85498464	0.9530924	0.8042549	0.85974413	0.92423046	0.9008724	0.9085084	0.9574703	0.8648054	0.82207465	0.8566418	0.83411944	0.86118317	0.8444388	0.8711342	0.9675415	0.7518841	0.8471221	0.87537086	0.87035966	0.8148711	0.92245805	0.8907543	0.76931477	0.920935	0.8934122	0.900356	0.9633516	0.78792566	0.9150056	0.8983785	0.894084	0.9393185	0.8712101	0.9212026	0.847768	0.81556433	0.86487675	0.87882483	0.93556756	0.8968121	0.9707202	0.9222144	0.92441183	0.9196357	0.93198633	0.89727974	0.8473793	0.83720016	0.9048773	0.8891285	0.7507874	0.9043611	0.70962465	0.93879116	0.9617651	0.89872646	0.8669847	0.92529655	0.8593274	0.87083375	0.8314098	0.9500215	0.9288721	0.85556436	0.8556124	0.9306368	0.8849993	0.92201126	0.8301273	0.9020759	0.814974	0.93268514	0.70477057	0.77135265	0.95032066	0.885909	0.9091686	0.6372421	0.8724231	0.88539064	0.89202327	0.9160546	0.9079672	0.93212867	0.9419187	0.8751406	0.9208707	0.9063336	0.8432988	0.8183972	0.9554101	0.93459004	0.9551382	0.8868967	0.8538846	0.8837776	0.88867474	0.86535484	0.9267594	0.84394217	0.9378243	0.9465461	0.8991133	0.9338334	0.9380955	0.8570249	0.9007844	0.8555555	0.8729285	0.89697254	0.85452807	0.9364952	0.8199559	0.918065	0.8953426	0.9706899	0.84633064	0.8327896	0.8622752	0.9126215	0.9548603	0.929492	0.8994386	0.843064	0.9110162	0.88137555	0.93972397	0.896809	0.89575446	0.93147004	0.9109913	0.8442892	0.8850423	0.8448043	0.93634075	0.88509303	0.8991554	0.85661256	0.8510434	0.8785555	0.8656893	0.8824706	0.6869039	0.8883575	0.87355137	0.9082934	0.9042032	0.84034157	0.9218732	0.97516286	0.6861371	0.7881802	0.8164918	0.9135313	0.87327814	0.8966087	0.881178	0.9166739	0.8954991	0.97553086	0.96565205	0.89207786	0.8924328	0.8518063	0.9455726	0.9347914	0.9458349	0.93080133	0.9557138	0.9650955	0.80583715	0.93581283	0.9193661	0.87593347	0.8656951	0.88298637	0.9668183	0.87083715	0.8019958	0.8868177	0.82370496	0.8889922	0.89118814	0.84737563	0.84509075	0.790764	0.9336115	0.8671669	0.9411336	0.9124521	0.9169662	0.9104093	0.7119187	0.8006478	0.8637557	0.8527069	0.84917474	0.93423826	0.8491836	0.90668255	0.85116124	0.950966	0.82380974	0.8326639	0.89232856	0.8739949	0.9748355	0.83340585	0.83416224	0.93142736	0.9535809	0.900872	0.79114366	0.8015505	0.8271266	0.93550694	0.8582305	0.88694996	0.9118238	0.86487865	0.94085974	0.8519155	0.9129337	0.91508055	0.82654506	0.87312734	0.7967366	0.8686631	0.88799673	0.9184676	0.95555294	0.87243867	0.4914499	0.90904886	0.8902558	0.8809472	0.95180285	0.9685836	0.90837187	0.748464	0.9559144	0.9698295	0.83049035	0.92162246	0.893487	0.9267037	0.90076375	0.9355968	0.88868606	0.94440234	0.949283	0.92863786	0.85260427	0.86146027	0.93319637	0.9067167	0.9526445	0.929542	0.80969846	0.8437753	0.7217799	0.8747627	0.8490337	0.95139086	0.90502965	0.802209	0.91077644	0.924512	0.9595986	0.83248544	0.8713108	0.8969737	0.8116947	0.9231492	0.96752274	0.86561555	0.8757632	0.8890985	0.9288988	0.92582655	0.8657515	0.9236434	0.8625536	0.9424043	0.9112381	0.8510635	0.88154507	0.7242596	0.8412489	0.82061905	0.8377625	0.87364095	0.822031	0.9733694	0.9278261	0.81560135	0.96262205	0.9415042	0.9172055	0.8428397	0.81733084	0.9648639	0.866851	0.83041507	0.83540285	0.8794221	0.9123645	0.8740835	0.8778443	0.83191866	0.84831786	0.9329325	0.94289976	0.87783116	0.9246917	0.77005255	0.8220114	0.93333083	0.82874566	0.8544357	0.84566593	0.872556	0.8740243	0.8628113	0.89705324	0.87388915	0.8604428	0.94857424	0.894633	0.8060949	0.8740692	0.8943465
