	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	Evers/name	Famke/name	Geena/name	Gilis/name	Greg/name	Himalaya/name	IBA/name	Kabila/name	Kosovo/name	Laurent/name	Mobutu/name	Republikeins/adj	Rineke/name	Robbé/name	Severen/name	Sparta/name	Zuid-Afrika/name	aan/prep	aandelen/prefix	aanpak/noun	af/adv	al/comp	aldus/prep	alleen/adj	alleen/adv	allemaal/adv	allerlei/det	als/comp	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	bij/prep	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	bovenop/prep	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	daaraan/pp	daarbij/pp	daarmee/pp	dan/adv	dat/det	designer/noun	deze/det	die/det	die/pron	door/comp	door/prep	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	een/fixed	elkaar/pron	en/adv	en/comp	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	geval/prep	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	haar/det	haar/pron	handje/fixed	handjevol/noun	heb/verb	hem/pron	hen/pron	het/det	het/noun	hier/adv	hij/pron	huis_bezitter/noun	humanitair/adj	hun/det	iemand/noun	ik/pron	imago/noun	index/noun	je/det	je/pron	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maar/comp	maar/vg	maatregel/noun	mag/verb	man/noun	manier/noun	me/pron	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	met/prep	mezelf/pron	mij/pron	mijn/det	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	of/comp	of/vg	om/adj	om/comp	om/fixed	omdat/comp	ondersteun/verb	onmiddellijk/adj	ons/det	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	op/fixed	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	plaats/comp	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	van/comp	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	want/vg	wat/pron	we/pron	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	weinig/det	wel/adv	wereld/noun	werk/noun	werknemer/noun	wie/pron	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	ze/pron	zeep/fixed	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zichzelf/pron	zo/adv	zoek/verb	zogezegd/adj
1-1_gelijkspel/noun	0.0	0.9307784	0.907034	0.9461827	0.98726696	0.90258557	0.9713479	0.90083325	0.96041757	0.98268116	0.96170443	0.9559845	0.9830108	0.956967	0.95219094	0.94240195	0.97087157	0.9430727	0.9940076	0.9463882	0.9944843	0.8318304	0.94973004	0.97528994	0.98013306	0.8726723	0.9668397	0.7497455	0.98870337	0.9371121	0.9234092	0.84403294	0.93944407	0.9094896	0.804089	0.77535325	0.9422509	0.90509355	0.9476223	0.9219701	0.9392998	0.97388846	0.9779817	0.82563406	0.9019253	0.953238	0.9497999	0.9429217	0.93114346	0.9742176	0.9467498	0.87774175	0.6543665	0.9572218	0.9553703	0.8017973	0.9524726	0.78723645	0.87743855	0.98364025	0.8864623	0.89766675	0.9010363	0.9695325	0.9296043	0.8151969	0.93109125	0.9172128	0.9321436	0.8767948	0.9889466	0.9958197	0.9846922	0.83899516	0.93040884	0.846638	0.98441744	0.8686087	0.8933218	0.9061152	0.97030187	0.9198342	0.85027933	0.8912723	0.9446533	0.91799676	0.95259655	0.92190635	0.7733165	0.880741	0.97084224	0.96568865	0.9490746	0.93130755	0.98563844	0.6839695	0.94959956	0.86150163	0.92301214	0.9652891	0.9473021	0.9087006	0.9286685	0.8867188	0.9285975	0.88363004	0.83338463	0.895255	0.83102864	0.8976994	0.983456	0.9935453	0.9227438	0.90976787	0.8550391	0.95658416	0.965174	0.9226594	0.881229	0.8976978	0.8890069	0.9412501	0.8526877	0.8251962	0.96686816	0.93966347	0.6009467	0.91869354	0.8939765	0.96665	0.879329	0.9828362	0.88877773	0.86949545	0.8487812	0.90452665	0.8166628	0.9471815	0.92204034	0.83746374	0.8472671	0.8934758	0.952691	0.95763856	0.8824707	0.8058801	0.75516343	0.8586645	0.8537142	0.8724452	0.871275	0.811658	0.8909433	0.7575278	0.81282943	0.80987513	0.9045285	0.910755	0.94385934	0.94644505	0.8877891	0.9741318	0.87555397	0.9366	0.8608327	0.7992742	0.8423774	0.75368565	0.9732115	0.8435249	0.98258716	0.9821961	0.95548797	0.90673876	0.9383948	0.94787437	0.8311285	0.9281291	0.94108266	0.9342171	0.9311398	0.9709996	0.9160243	0.84072465	0.8754984	0.97604734	0.93031186	0.95624673	0.86457694	0.9436838	0.9329716	0.92623734	0.9671881	0.84065944	0.9179163	0.9604153	0.752332	0.93518937	0.96650016	0.9766091	0.8208383	0.90297973	0.70655596	0.93597364	0.9586218	0.96356404	0.8644954	0.9955414	0.86481893	0.9222026	0.86896056	0.9462288	0.8788519	0.948291	0.8466458	0.9799968	0.97084475	0.97722507	0.9025707	0.9473118	0.93364686	0.8490591	0.98359156	0.66176283	0.95990556	0.82325375	0.9584242	0.84054947	0.80399454	0.7294943	0.7937576	0.97250247	0.68979037	0.89972365	0.8113548	0.8800603	0.70644915	0.9870903	0.9575601	0.9485607	0.9019931	0.9141296	0.9127344	0.89066404	0.9606902	0.9880776	0.96488893	0.9234531	0.9383031	0.90757227	0.88001215	0.9129776	0.8697762	0.9563342	0.8270558	0.8310214	0.9781825	0.95544505	0.78257895	0.8669204	0.8580992	0.91991585	0.94747114	0.85598576	0.84940815	0.83706194
Ambiorix/name	0.9307784	0.0	0.9079487	0.9474512	0.9672298	0.94559	0.89085346	0.95985734	0.8956626	0.91396916	0.9949685	0.9416992	0.9384112	0.9059615	0.8852301	1.0	0.98271275	0.89131236	0.9685592	0.9133333	0.9677911	0.954394	0.92290086	0.92072415	0.980046	0.93422747	0.9659754	0.9409944	1.0	0.9082038	0.92271304	0.85315645	0.91376555	0.8680201	0.89299595	0.8459183	0.8721739	0.8760805	0.8095284	0.9315909	0.9238286	0.9892842	0.89042795	0.86045766	0.8184284	0.9626696	0.9308572	0.9085069	0.8798179	0.79472053	0.94749886	0.96204203	0.91717064	0.8439641	0.8814757	0.9389079	0.9355146	0.77830416	0.9282112	0.97029024	0.9289181	0.92817914	0.92001426	0.8633857	0.8207817	0.820767	0.8385416	0.7913139	0.9828182	0.8730736	0.95660603	0.90936923	0.79718024	0.91941524	0.95033944	0.84333056	0.9644177	0.89093554	0.7075438	0.9706738	0.65669084	0.91837615	0.9446961	0.92453176	0.91291857	0.9885662	0.88308173	0.8365188	0.89371353	0.9539285	0.9444598	0.9101363	0.9323671	0.9322244	0.9792515	0.9093141	0.9317876	0.8333256	0.7851974	0.8859153	0.8931832	0.9099601	0.9751034	0.8877459	0.88904387	0.8565166	0.95229447	0.9176323	0.9260744	0.96274066	0.9434281	0.9549926	0.7703675	0.8920979	0.88183033	0.9395714	0.9057705	0.7998432	0.89315796	0.74929655	0.9171483	0.9147237	0.86083	0.88049287	0.9247639	0.87291	0.98158956	0.94425654	0.9023216	0.7892636	0.93850726	0.9230875	0.9260742	0.9131457	0.9043006	0.864395	0.92295235	0.87375045	0.8915011	0.8847734	0.96180815	0.9362842	0.9407426	0.95690215	0.81534636	0.88925564	0.87196994	0.92604834	0.8906709	0.8265654	0.89658517	0.87152	0.96572644	0.93662655	0.94385195	0.9470098	0.92651814	0.88601005	0.8912538	0.93227917	0.8019732	0.9293394	0.8631767	0.8693222	0.90911967	0.85405874	0.95229834	0.9102608	0.946166	0.9349388	0.87337494	0.91197896	0.9377475	0.98618376	0.9009864	0.8659501	0.9344324	0.89738566	0.85077184	0.86792266	0.93603796	0.9847304	0.8638854	0.95079714	0.82112134	0.94624376	0.8272252	0.9683844	0.87339705	0.88876396	0.8932503	0.9894885	0.9298115	0.90201354	0.8675143	0.84838796	0.9135333	0.9213274	0.93365896	0.9586311	0.8552666	0.841523	0.8409066	0.93820554	0.8776176	0.86617297	0.9156018	0.9644584	0.8656225	0.99254465	0.9038339	0.8757063	0.9346933	0.95862496	0.8904897	0.9360107	0.9441121	0.9554602	0.91927195	0.9650191	0.90279603	0.8336082	0.930287	0.87143993	0.94152075	0.9225377	0.9634775	0.927648	0.9600759	0.7806083	0.8163845	0.8873441	0.7997433	0.94443595	0.88822675	0.91047794	0.88046813	0.9581116	0.7011975	0.84505653	0.89215386	0.8410988	0.9568083	0.9184551	0.93671304	0.940013	0.7579677	0.87497336	0.9002565	0.8928391	0.8546933	0.9876002	0.922945	0.89485973	0.8717077	0.87938356	0.9473623	0.9611825	0.9296291	0.9136485	0.91293406	0.9365303	0.8916166	0.9569508	0.7698349	0.8993577
Amerika/name	0.907034	0.9079487	0.0	0.56412065	0.92087114	0.40252554	0.9144684	0.96707034	0.8320691	0.9820788	0.8916678	0.69844216	0.80205727	0.7964047	0.7181691	0.8988881	0.846777	0.6065401	0.93488586	0.9713414	0.9455732	0.9243245	0.54813516	0.90833306	0.8222115	0.8557155	0.950726	0.87043154	0.8001411	0.80152684	0.74987197	0.9155428	0.87377036	0.86205643	0.9149122	0.8577107	0.8614156	0.62162924	0.8813369	0.8544933	0.8981181	0.8148926	0.7268704	0.8760346	0.93289876	0.688414	0.95880026	0.8199655	0.8347602	0.94641024	0.82643384	0.78685725	0.8547386	0.8754083	0.87946784	0.86581385	0.90060776	0.9550723	0.89180934	0.7707019	0.8010073	0.93179613	0.9123917	0.93199444	0.9078939	0.82544535	0.7270874	0.79222167	0.6601049	0.9359225	0.81162024	0.78980005	0.79223096	0.93186206	0.78901327	0.84578747	0.953442	0.8881834	0.90375435	0.9238564	0.90584344	0.80009943	0.77238727	0.9145272	0.8315413	0.9539994	0.8661312	0.8889279	0.9170132	0.85142237	0.83153355	0.80654895	0.8628092	0.92177397	0.89117134	0.9372365	0.677374	0.83498526	0.8929906	0.80528176	0.7992364	0.83446455	0.78364694	0.84205055	0.73578185	0.7957772	0.8506574	0.9490538	0.8781663	0.812117	0.95584625	0.8326333	0.7491695	0.8685491	0.9153714	0.83851296	0.76045847	0.8845824	0.8949119	0.9225337	0.88153934	0.5536723	0.9066845	0.8448743	0.85850954	0.88386935	0.7423157	0.8114164	0.92856055	0.90236795	0.86409277	0.95257616	0.8883903	0.8571687	0.8748828	0.85418814	0.8800434	0.87544674	0.9347063	0.8703928	0.82692796	0.86700594	0.8708052	0.8874191	0.8049811	0.9136063	0.8329767	0.90404916	0.8487993	0.8285822	0.8965963	0.826726	0.9156625	0.8923864	0.91438836	0.91988415	0.88417715	0.8763847	0.7259675	0.8809055	0.79868376	0.92562896	0.81286734	0.7985364	0.8118087	0.8539309	0.68143153	0.82517624	0.74534196	0.8629631	0.8135401	0.8877467	0.82534695	0.90785205	0.80378056	0.94872665	0.80212855	0.85203034	0.9514264	0.815622	0.88509554	0.7008208	0.7750428	0.90349966	0.81647587	0.7705449	0.7316651	0.8043393	0.82906926	0.82827145	0.858216	0.7670484	0.87366784	0.87966037	0.63800204	0.8336024	0.6619381	0.7974213	0.896501	0.8220755	0.8720047	0.8510824	0.79254895	0.87999684	0.8485347	0.85755044	0.89916414	0.94876856	0.7871406	0.9371443	0.8554353	0.8431355	0.87843263	0.64793587	0.88534796	0.8048854	0.7112882	0.7771578	0.8645265	0.8548944	0.87144303	0.898767	0.78231406	0.82918763	0.9179971	0.89609176	0.78032285	0.62665224	0.90626335	0.919139	0.8781786	0.85007775	0.9623544	0.922143	0.9165628	0.87324536	0.87925726	0.85539806	0.9211858	0.78226864	0.8340565	0.8832004	0.8873668	0.92928016	0.5808956	0.88309747	0.8630785	0.8367683	0.87723583	0.7430736	0.7868048	0.7610392	0.9228716	0.86173326	0.8146945	0.84838176	0.91993415	0.91955644	0.9506694	0.89463335	0.81688464	0.87028307	0.7802988	0.91989607	0.8821984	0.7923471
Amerikaan/noun	0.9461827	0.9474512	0.56412065	0.0	0.75685084	0.6554176	0.8977154	0.92999405	0.9581441	0.98777837	0.64280784	0.82965547	0.9697997	0.7925463	0.6384196	0.7396508	0.86298585	0.5032163	0.81497127	0.97027874	0.9106244	0.9025197	0.7838655	0.90342987	0.93065894	0.8878574	0.9372145	0.8742847	0.9028198	0.81258565	0.81483334	0.89181614	0.8689944	0.8995337	0.85330224	0.8982317	0.919888	0.6848249	0.7587185	0.7698413	0.8614282	0.92778695	0.69172275	0.8859205	0.8417432	0.576488	0.8618067	0.9162842	0.8716612	0.94653356	0.7786563	0.9460854	0.83842987	0.83545893	0.63637453	0.8445824	0.858878	0.8905965	0.80914354	0.6715655	0.83128774	0.9359286	0.8891968	0.93281484	0.88008255	0.8366095	0.7493813	0.7369602	0.62369835	0.96591485	0.77720594	0.8850584	0.7045916	0.92474246	0.74829656	0.85204583	0.94968134	0.87419844	0.8618138	0.93102455	0.93159366	0.84215593	0.75285363	0.8999049	0.8154847	0.8948143	0.91472226	0.84613687	0.8979287	0.83053875	0.81577456	0.8027817	0.8764971	0.9339628	0.9195226	0.9564435	0.7506393	0.8935312	0.8670509	0.8614267	0.7697529	0.82373804	0.85419697	0.8213596	0.68942046	0.6892487	0.78608704	0.9463556	0.8662927	0.7807507	0.835593	0.8508247	0.78195626	0.83227664	0.86925936	0.8444265	0.90280545	0.94338137	0.8989599	0.869052	0.75945073	0.50212485	0.9137367	0.83517003	0.8047446	0.79201186	0.8416691	0.8440283	0.92807424	0.9138051	0.77235425	0.84066576	0.79257506	0.8560688	0.85972846	0.8253971	0.8947593	0.6944332	0.8784572	0.82443243	0.8004996	0.91573673	0.7676909	0.8643175	0.59588194	0.943025	0.8712405	0.79872763	0.8679555	0.92775047	0.8606637	0.81801146	0.895693	0.8867593	0.87777036	0.9161511	0.8805934	0.9089952	0.88550603	0.92972755	0.78056484	0.85205233	0.81925136	0.8171824	0.8439351	0.8709553	0.68131655	0.7959663	0.8409301	0.89763385	0.89803195	0.78081644	0.9185888	0.89916444	0.83465487	0.89674443	0.839181	0.84179187	0.95358235	0.694103	0.9151756	0.77956134	0.7673195	0.88390636	0.82669675	0.77060443	0.76991796	0.6796255	0.83656114	0.90345573	0.8789965	0.8492636	0.8659321	0.94355637	0.63799405	0.8653741	0.70878625	0.90086216	0.8787726	0.836444	0.93595004	0.76652193	0.7366766	0.9380012	0.9141443	0.85477656	0.8756627	0.94503367	0.7412314	0.92726624	0.81086415	0.8913532	0.8837837	0.65525866	0.88532144	0.8414978	0.81582975	0.603802	0.8987176	0.9280264	0.86196387	0.8539028	0.826634	0.91996944	0.86077553	0.8947446	0.9467054	0.55234873	0.8401058	0.8586577	0.8462499	0.7357517	0.89722085	0.927745	0.8788115	0.8572851	0.85271525	0.8691023	0.9244295	0.86138815	0.801207	0.7647003	0.7971517	0.90672326	0.73034155	0.8581654	0.8493979	0.7664036	0.7548411	0.85885125	0.751906	0.70188385	0.9121842	0.87724227	0.7641865	0.7849254	0.8299767	0.9279864	0.8762693	0.82944643	0.8984461	0.80464476	0.70284224	0.8447521	0.9257379	0.76768076
C2/name	0.98726696	0.9672298	0.92087114	0.75685084	0.0	0.8196193	0.9776965	0.9780876	0.9838058	0.98510516	0.9452826	0.9408132	0.9904068	0.98458564	0.9755853	0.98167366	0.9940434	0.98681223	0.97585505	0.98404527	0.9832342	0.99561745	0.9590116	0.968523	0.9775492	0.9645832	0.99760354	0.96110636	0.99815345	0.96053857	0.9614369	0.9661346	0.97804385	0.97766423	0.9538354	0.9378191	0.9790999	0.67789054	0.97735614	0.9921003	0.9509443	0.9802631	0.9045348	0.9660884	0.95731324	0.9076929	0.9988036	0.9522996	0.93072695	0.9627447	0.9686262	0.9668217	0.9679615	0.9795274	0.9849533	0.9641968	0.98391265	0.9328533	0.9946052	0.8815831	0.9867328	0.988154	0.98581594	0.9945674	0.9667214	0.93381476	0.91547126	0.9755023	0.96414	0.978195	0.9514114	0.9814889	0.93011975	0.9786677	0.93447214	0.9419495	0.9970472	0.95528525	0.99158853	0.99054503	0.99388593	0.9350501	0.9682884	0.9675367	0.9609422	0.9875686	0.98343754	0.9603119	0.9468737	0.9976778	0.9813913	0.97675794	1.0	0.95823306	0.94705415	0.9693273	0.97501755	0.971031	0.9653544	0.9627707	0.9648125	0.9644637	0.9434899	0.9467528	0.9589736	0.9729591	0.98978436	0.985146	0.9607107	0.9585971	0.985173	0.9704147	0.9599524	0.98987085	0.9824298	0.95176876	0.98562485	0.98259854	0.990738	0.9650277	0.7927852	0.92465705	0.9771651	0.97541094	0.9165596	0.97370017	0.9027716	0.95938	0.9935472	0.96889955	0.96462846	0.93863434	0.9805923	0.9747798	0.94034266	0.9966144	0.98718005	0.84256136	0.9778692	0.9524966	0.978503	0.98588276	0.8847712	0.96231425	0.92653376	0.92663926	0.95161337	0.99389505	0.9699682	0.9514976	0.94509953	0.97570366	0.9651945	0.98522675	0.97872436	0.9758371	0.98918605	0.979133	0.9748294	0.9889899	0.9686755	0.9107603	0.96115947	0.9376822	0.9725811	0.88177353	0.9638677	0.9564303	0.96130955	0.9608666	0.9743132	0.8127072	0.98201853	0.99878275	0.94236916	0.9805025	0.9579793	0.9653496	0.9661269	0.9830017	0.99991626	0.98429924	0.96737313	0.97738326	0.9664182	0.98845494	0.95250326	0.9369879	0.97062063	0.96950144	0.98414075	0.9944325	0.9664333	0.9968385	0.94171727	0.9893769	0.9773806	0.95242435	0.9663741	0.981416	0.9927786	0.9874074	0.9797619	0.99713504	0.97575426	0.9987154	0.9822112	0.9980706	0.96394247	0.9531111	0.93484735	0.9578995	0.98836285	0.94457525	0.746518	0.8962102	0.93859726	0.9848127	0.9458022	1.0	0.9565064	0.94321686	0.95471936	0.9914412	0.994551	0.9567852	0.9739189	0.9652568	0.97299165	0.9626475	0.9725712	0.8973442	0.98474675	0.986252	0.95706064	0.9908486	0.9581258	0.92220575	0.96759945	0.9464118	0.9893294	0.98935133	0.9607585	0.9774503	0.8948703	0.9536643	0.9931357	0.9476519	0.9808079	0.9748871	0.97499645	0.98095745	0.91902804	0.96799695	0.96063226	0.9759129	0.97274226	0.98617154	0.9726423	0.9814777	0.9482482	0.99121916	0.95479745	0.9844292	0.9860248	0.9587122
Europa/name	0.90258557	0.94559	0.40252554	0.6554176	0.8196193	0.0	0.91826475	0.96879095	0.92886883	0.99367714	0.87795854	0.8333999	0.76808673	0.92429745	0.69628143	0.9539519	0.9205339	0.80188715	0.91593724	0.9585862	0.958555	0.93546396	0.64517343	0.85158336	0.75007725	0.82955563	0.93652713	0.8705275	0.9497064	0.7835902	0.75205165	0.92631125	0.806714	0.8214735	0.827373	0.8271498	0.82305264	0.62784714	0.8584029	0.84710884	0.8737683	0.7934774	0.72110915	0.8370899	0.92216367	0.6974078	0.80684465	0.7631457	0.79050934	0.9300082	0.86646515	0.91089284	0.88276947	0.7840265	0.86068	0.8043463	0.8681228	0.9360806	0.854387	0.7511247	0.7019597	0.9206215	0.89979666	0.94497144	0.78769493	0.80502605	0.75402087	0.77679646	0.782951	0.94444656	0.7811032	0.84032184	0.73886716	0.871038	0.8192271	0.8937539	0.9448708	0.88687617	0.897951	0.8796893	0.8716328	0.84383017	0.8279096	0.9082855	0.77110076	0.94458014	0.9257662	0.8269415	0.8928437	0.8590723	0.7636992	0.7413869	0.8492565	0.8517086	0.7527646	0.9306549	0.76781756	0.8170116	0.8546053	0.870975	0.8940733	0.89789784	0.77057505	0.84738886	0.8484475	0.82735085	0.8942024	0.9329125	0.8795335	0.83333635	0.89918596	0.7886758	0.74730647	0.87408304	0.9250567	0.7979306	0.65319765	0.8571195	0.8942081	0.90519804	0.8743956	0.63223904	0.8958302	0.80543125	0.8850206	0.86357677	0.66461504	0.8230518	0.9079407	0.85942745	0.8521842	0.9321979	0.8490368	0.848423	0.8276809	0.78415835	0.90470505	0.89417654	0.85206693	0.89168507	0.8005339	0.8235553	0.9095769	0.93607146	0.82222	0.87310827	0.8138212	0.9057411	0.9220567	0.90252686	0.8870842	0.8021389	0.9289328	0.8832233	0.9428175	0.9230896	0.83868253	0.9109572	0.812948	0.8832275	0.7060702	0.89111143	0.82553685	0.76818603	0.8521167	0.7666412	0.7897636	0.83872366	0.8594651	0.85746443	0.75753266	0.86740863	0.7438065	0.87743986	0.8950822	0.9466513	0.8787644	0.7956446	0.93425494	0.9274042	0.85096407	0.8375084	0.80584526	0.83606803	0.7665468	0.8387861	0.7727818	0.8559624	0.80413693	0.72705126	0.86210644	0.86970186	0.90450096	0.7865865	0.74798447	0.9628097	0.72810113	0.8146343	0.7385225	0.84669185	0.88640815	0.781012	0.85806036	0.8646375	0.9086051	0.8793383	0.8968826	0.94358706	0.7718209	0.89693207	0.9042547	0.8424672	0.92987263	0.6647924	0.845179	0.915032	0.7374064	0.7431425	0.790158	0.884788	0.8948617	0.79373217	0.7224196	0.74299836	0.8832985	0.93354243	0.84301525	0.78761053	0.7763222	0.84552586	0.8003617	0.89198744	0.91648585	0.9355874	0.84894544	0.89137244	0.84618706	0.91173124	0.84384966	0.8357965	0.72348166	0.7732875	0.85984755	0.91971976	0.5463068	0.90402615	0.8370618	0.8176674	0.8984379	0.8354136	0.80290186	0.806644	0.84132046	0.9609181	0.80584395	0.8590294	0.94101876	0.9356905	0.9451262	0.8841637	0.78479344	0.8741783	0.78991306	0.85134363	0.83844984	0.8592249
Evers/name	0.9713479	0.89085346	0.9144684	0.8977154	0.9776965	0.91826475	0.0	0.8370685	0.93199617	0.18459469	0.9760557	0.9391457	0.9833929	0.95516443	0.8409648	0.9886322	0.90729547	0.91430825	0.9742334	0.97707933	0.98767656	0.9879039	0.9349473	0.95565397	0.9688229	0.9642569	0.95779175	0.92307794	0.41732353	0.9223936	0.91930467	0.9575568	0.9574928	0.93409353	0.95491683	0.91280293	0.95583606	0.75161254	0.94446975	0.9819461	0.8824828	0.97938746	0.91158426	0.95746195	0.9687557	0.8084152	0.79813147	0.9466554	0.91519225	0.85207844	0.9054283	0.895443	0.9271832	0.9977083	0.97320837	0.9715457	0.9697831	0.9012868	0.83886904	0.9658626	0.9638621	0.956562	0.96123767	0.9816623	0.9534228	0.9222989	0.84428763	0.9212957	0.9099231	0.9729838	0.9614364	0.9323876	0.86087847	0.9435994	0.9131096	0.9188264	0.95659846	0.9259437	0.91545886	0.9362661	0.88452995	0.8099154	0.9094614	0.95670795	0.9620284	0.9583875	0.9301956	0.8955597	0.8718084	0.92438835	0.9564916	0.8723844	0.9819582	0.9599506	0.96449345	0.9650467	0.87499756	0.9553175	0.9394378	0.90484154	0.9006593	0.909088	0.8699003	0.91216683	0.93042916	0.9135832	0.98257905	0.9724527	0.93587226	0.89937675	0.9750621	0.9280535	0.9121916	0.9470415	0.9338751	0.9655255	0.98231393	0.9399357	0.95656806	0.80284417	0.95624566	0.6766385	0.9260603	0.96958	0.90593857	0.9637999	0.9416609	0.9259897	0.9344828	0.9543776	0.93082345	0.97529864	0.9450399	0.92354625	0.95264333	0.93451744	0.93642765	0.8707644	0.9615845	0.9331799	0.7498927	0.9818014	0.9578708	0.78818786	0.9309749	0.9645029	0.9481311	0.9735427	0.93391013	0.9323417	0.9580538	0.9349529	0.9569044	0.9642521	0.93899846	0.9569033	0.9498207	0.93407685	0.914992	0.93622726	0.942596	0.9564693	0.914431	0.9127619	0.94732445	0.95438945	0.93365866	0.92974114	0.9486956	0.96414757	0.8779676	0.9740261	0.96485424	0.9222699	0.9434244	0.989136	0.9835213	0.9557241	0.95932835	0.9633079	0.8698466	0.9052054	0.9235803	0.94702244	0.9012596	0.96348166	0.8256242	0.8103626	0.98326606	0.967791	0.97907495	0.95894885	0.9236628	0.96721673	0.86449736	0.94705415	0.92000836	0.93764156	0.98271394	0.9796751	0.9661746	0.90850306	0.9403577	0.9747536	0.9297216	0.9588066	0.94821715	0.9538989	0.9203726	0.96009153	0.9628754	0.8809598	0.9244212	0.8798359	0.9637224	0.82561255	0.9035815	0.965774	0.8998407	0.74271965	0.938444	0.9646681	0.97476107	0.9893585	0.968331	0.86787665	0.97554535	0.895794	0.98552996	0.9498045	0.9366498	0.9326173	0.963282	0.8980529	0.9135187	0.92893016	0.9538991	0.6936854	0.91696703	0.938215	0.9172449	0.9740872	0.8697963	0.95467407	0.9249827	0.9817803	0.95718	0.89928997	0.9649799	0.9686217	0.9400097	0.95344454	0.9791494	0.9683783	0.94135904	0.9312187	0.94655716	0.9573369	0.9516677	0.8838507	0.94506335	0.9814834	0.92925864	0.92215186	0.92679715	0.9343124
