	Braziliaans/adj	Caraïbische/adj	Engels/adj	Frans/noun	Mechelaar/noun	Mexicaans/adj	T-shirt/noun	accent/noun	accessoire/noun	afkomst/noun	afval_water/noun	allemaal/adv	altijd/adv	anders/adj	anoniem/adj	aquarel/noun	autentiek/adj	bak_DIM/noun	baksteen/noun	bal/noun	bal_DIM/noun	ballon/noun	bamboe/noun	banaan/noun	band_DIM/noun	barst_DIM/noun	baseer/verb	bastaard/noun	bedevaart/noun	beeld/noun	begrip/noun	bekijk/verb	bekleed/verb	benader/verb	benadering/noun	berichtgeving/noun	beschimp/verb	bevolking/noun	beweeg/verb	bezet/adj	bij/noun	bijeen/adj	bijvoorbeeld/adv	biologisch/adj	bizar/adj	blaas/verb	blad/noun	blank/adj	blauw/adj	bliksem/noun	bloedrood/adj	blok_DIM/noun	blond/adj	boei/noun	bol_DIM/noun	bont/adj	bontjas/noun	boot_DIM/noun	bord/noun	bord_DIM/noun	bovenlaag/noun	breng_aan/verb	bril/noun	bril_DIM/noun	brok_DIM/noun	bruin/adj	buiten/adv	cast/noun	chocolade/noun	colbert/noun	combi/noun	communautair/adj	compleet/adj	cowboy_hoed/noun	crew/noun	cultureel/adj	decoratief/adj	definitie/noun	diamant/noun	dien/verb	ding_DIM/noun	dissonanten/noun	divers/adj	doek/noun	donker/adj	doorzichtig/adj	draag/verb	drijf/verb	drummer/noun	duurzaam/adj	eenzijdig/adj	elite/noun	elk/adv	en/adv	episode/noun	ergernis/noun	ets/noun	feestelijk/adj	fel/adj	flard/noun	fles/noun	fles_DIM/noun	fontein_DIM/noun	foto/noun	fraai/adj	fris_op/verb	fruit/noun	gebruik/verb	gedoseerd/adj	geef/verb	geheel/adj	gehuld/adj	genre/noun	geparfumeerd/adj	geschiedenis/noun	gespierd/adj	gestapeld/adj	gevel/noun	gevuld/adj	gezien/adj	giet_af/verb	giftig/adj	gigantisch/adj	glas/noun	glas_DIM/noun	glasplaat/noun	glim/adj	goal/noun	grillig/adj	groen/adj	groente/noun	groot/adj	haar/noun	hagel_slag/noun	hang/verb	helder/adj	hele/adv	hemd/noun	hemel/noun	her/adv	herinner/verb	herken/verb	hilariteit/noun	historisch/adj	hotelkamer/noun	houten/adj	huid/noun	huis/noun	huis_DIM/noun	hul/verb	identiteit_crisis/noun	ideologisch/adj	in/adj	informatie/noun	inhoud/noun	inkt/noun	inmiddels/adv	intens/adj	inzending/noun	jas_DIM/noun	jeans/noun	jong/adj	jongen/noun	jurk/noun	kaart/noun	kaart_DIM/noun	kamer/noun	katholiek/noun	kenmerk/verb	kil/adj	kind/noun	kip/noun	kleding/noun	klein/adj	kleur/noun	klodder/noun	knot_gek/adj	knus/adj	kook/verb	kop_DIM/noun	kous/noun	krul/verb	kunstmatig/adj	laan/noun	lang/adj	letterlijk/adj	lichaam/noun	licht/adj	licht/noun	lichtbruin/adj	lijn/noun	lik_DIM/noun	lingerie/noun	links/adj	lippenstift/noun	lokaal/adj	maak/verb	manschappen/noun	markeer/verb	mascara/noun	matras/noun	medemens/noun	meer/adj	melancholisch/adj	mens/noun	min/adj	minderheid/noun	model/noun	monster/noun	moralistisch/adj	mysterieus/adj	mythologie/noun	naamloos/adj	naar/adj	natuur_steen/noun	nestel/verb	neutraal/adj	noot/noun	nostalgie/noun	noteer/verb	olympisch/adj	onder_klasse/noun	onderaan/adv	onderdaan/noun	onschuld/noun	oog/noun	op/adj	opdrachtgever/noun	opvallend/adj	origineel/adj	ouderwets/adj	overhemd/noun	overstroming/noun	overtuigend/adj	paars/adj	paars_groen/adj	pantoffel/noun	papier/noun	pasta/noun	pastel/noun	persoonlijk/adj	perspectief/noun	plak/verb	plastic/adj	plastic/noun	plexiglas/noun	plooi/noun	podium/noun	politiek/adj	portret/noun	potlood/noun	prachtig/adj	projector/noun	publiek/noun	raar/adj	rand/noun	rechthoek/noun	reeks/noun	regionaal/adj	reliëf/noun	ring/noun	riskeer/verb	ronde_DIM/noun	rood-groen/adj	rood-wit_blauw/adj	rood/adj	rood/noun	rood_wit/adj	rookwolk/noun	rose/adj	rosé/noun	ruik/verb	ruis/verb	samenleving/noun	scheidsrechter/noun	scherm/noun	schittering/noun	scholier/noun	schreeuw/adj	selecteer/verb	set/noun	sfeer/noun	slim/adj	slinger_rond/verb	sluier/noun	sluit_uit/adj	soort/noun	sowieso/adv	spaarzaam/adj	speler/noun	spiegel/noun	spiegel_DIM/noun	spreekkoor/noun	sta/verb	sta_op/verb	staaf_DIM/noun	stad/noun	stadion/noun	standpunt/noun	stap_pers/noun	stedelijk/adj	sterk/adj	stip_DIM/noun	stoel_DIM/noun	stoer/adj	straat/noun	stralend/adj	streep/noun	stuk/noun	substantie/noun	symbool/noun	tamelijk/adj	tapijt/noun	tatoeage/noun	tatoeages/noun	te/adv	tegel/noun	tekst/noun	thee/noun	thema/noun	tint_DIM/noun	toevoeging/noun	tol/noun	toneel/noun	toon/verb	touw/noun	traag/adj	traditie/noun	traditioneel/adj	trappenhuis/noun	trek/noun	trek/verb	tropisch/adj	tros/noun	trui/noun	unilateralisme/noun	vaar/verb	varieer/adj	veel/adj	vele/adj	vergelijkbaar/adj	verhaal/noun	verschil/adj	verschuif/verb	versie/noun	versierd/adj	verstik/adj	verwissel/verb	vier/noun	vijver/noun	vis/noun	visie/noun	vlag_DIM/noun	vlak/noun	vlek/noun	vleugel/noun	vlieg/verb	vloeistof/noun	voering/noun	voetballer/noun	volgorde/noun	volledig/adj	voor/adv	voorbij/adv	voorkeur/noun	vredig/adj	vreemd/adj	vriendin/noun	vrolijk/adj	vrouw/noun	vrouw_DIM/noun	waar/adv	waar/noun	waarheid/noun	waarschijnlijk/adj	wand/noun	was_middel/noun	water/noun	weef/verb	week/verb	weer/adv	wellicht/adv	wereld/noun	werknemer/noun	wijk/noun	wild/adj	wilg/noun	wit/adj	wit/noun	wollig/adj	word/adj	zaal/noun	zand/noun	zangeres/noun	zee/noun	zeer/adv	zeil/noun	zie/verb	zit_DIM/noun	zwart/adj	één/adv
Braziliaans/adj	0.0	0.9535185	0.9096788	0.9567327	0.85648197	0.82788855	0.91899174	0.95930463	0.98159045	0.8367827	0.96964246	0.9648957	0.97241277	0.9529086	0.9484901	0.9712079	0.92710495	0.984354	0.964251	0.91962606	0.97396696	0.9626638	0.9862781	0.9568818	0.9571453	0.99957615	0.94522184	0.9875748	0.94623095	0.92776513	0.9711866	0.9486736	0.91946065	0.9219925	0.95934224	0.91060036	0.99242866	0.9211127	0.91494876	0.92640126	0.92004347	0.93985856	0.90169173	0.9407467	0.94259334	0.9417994	0.9282585	0.92016315	0.958128	0.9901108	0.997793	0.98326695	0.90718836	0.9041591	0.96158636	0.9491281	0.95837617	0.9339982	0.9535821	0.97287416	0.9782678	0.9372535	0.9681602	0.978638	0.9639115	0.97384155	0.95201725	0.9633177	0.9562426	0.9975987	0.9723653	0.97165596	0.9269116	0.9324226	0.9818699	0.96218395	0.99101406	0.967185	0.9378866	0.9629689	0.9808356	1.0	0.9282575	0.95043385	0.9184918	0.9792667	0.9048725	0.9507399	0.89488286	0.91526437	0.96395236	0.9169177	0.9335064	0.9460154	0.979365	0.9636345	0.96781945	0.96400356	0.939074	0.9383326	0.9483974	0.9149328	0.9940413	0.9197355	0.9258177	0.97935516	0.9795853	0.9509277	0.98961353	0.94243807	0.9458544	0.91848725	0.9397278	0.9889884	0.9053161	0.9462939	0.9971746	0.9561406	0.97055346	0.94395506	0.99977183	0.9668623	0.9264127	0.95500773	0.968299	0.99424547	0.9576497	0.89190507	0.9353315	0.9218268	0.9553309	0.9160953	0.95662713	0.94155985	0.92504025	0.9687998	0.97218275	0.9741362	0.94605386	0.95997965	0.9009033	0.95612764	0.9785877	0.9386029	0.94844264	0.935757	0.96659595	0.9131415	0.9696362	0.9477533	0.96794814	0.976626	0.93662137	0.9711646	0.9763389	0.98923004	0.8428977	0.96515065	0.94236094	0.94848865	0.9592018	0.88738304	0.88460124	0.9358555	0.9248322	0.94464374	0.94718915	0.95336336	0.95787317	0.9671851	0.94800466	0.93836296	0.94360703	0.9240607	0.9667184	1.0	0.9635676	0.9885029	0.9336648	0.9469356	0.9465529	0.98250973	0.968772	0.9401536	0.94209677	0.9445105	0.9032291	0.9214691	0.977688	0.98665315	0.94735825	1.0	0.9796544	0.92222625	0.9940745	0.9311846	0.90867573	0.9422326	0.9641436	0.9744276	0.959704	0.9706963	0.930282	0.98813564	0.94196635	0.92513716	0.9588692	0.9273192	0.96051836	0.9858715	0.9525987	0.97684276	0.975669	0.96269673	0.98727864	0.9204206	0.98078513	0.96977454	0.9598765	0.9323664	0.9076575	0.9591927	0.96450627	0.9500434	0.9594904	0.96274734	0.9355831	0.9631596	0.91326964	0.9263718	0.96309245	0.9670702	0.91547287	0.92324495	0.9626988	0.9896112	0.9976991	0.9682557	0.96342325	0.9920604	0.9487227	0.9459985	0.9416349	0.9539428	0.9469894	0.999955	0.9369627	0.9529895	0.9703469	0.91119623	0.9989812	0.9300285	0.98488045	0.9446234	0.91996735	0.9189809	0.9842324	0.957595	0.9519305	0.95946306	0.9341875	0.90882117	0.97331274	0.9744792	0.97803366	0.9327041	0.92631304	0.93708086	0.9771373	0.94155616	0.9903146	0.96679854	0.941582	0.95409364	0.9075144	0.9584259	0.982875	0.9380822	0.973857	0.9225492	0.9445293	0.9357513	0.951737	0.98921674	0.98617107	0.9628968	0.9613265	0.9413678	0.9823408	0.84103394	0.952298	0.99621814	0.9916529	0.93198454	0.96839213	0.9951529	0.8926751	0.8787631	0.9659312	0.98026407	0.9624709	0.91656625	0.95297146	0.9672868	0.9583608	0.9402138	0.9606615	0.94480866	0.9139913	0.983465	0.93178326	0.9433492	0.97994727	0.9657597	0.98265624	0.98423433	0.96526086	0.96057135	0.95776933	0.9606479	0.9425751	0.9807099	0.97162366	0.97411466	0.914928	0.96303993	0.9521764	0.9276116	0.9173308	0.9932414	0.960969	0.8934978	0.908785	0.9827645	0.92936933	0.99703974	0.92601377	0.9576848	0.9197909	0.93725395	0.92079574	0.93446004	0.9547368	0.97949326	0.9214321	0.9807281	0.9955839	0.95476353	0.91392416	0.9586984	0.9529781	0.96650034	0.98367095	0.94229233	0.97765625	0.9458366	0.90226555	0.99646944	0.9983473	0.8049	0.98560494	0.94464034	0.9697844	0.8928747	0.9440683	0.97980934	0.9383298	0.8519733	0.92648983	0.8385376	0.96970993	0.8896624	0.9223836	0.9641414	0.9156835	0.9792909	0.9892695	0.93931293	0.9846113	0.9691162	0.9493181	0.9575896	0.93936837	0.9262843	0.9355211	0.9402555	0.9865729	0.952483	0.9700458	0.9960087	0.9515478	0.9576262	0.95214677	0.8470142	0.9523258	0.9377028	0.99039495	0.9500123	0.94952875	0.90176713	0.97319436
Caraïbische/adj	0.9535185	0.0	0.9469914	0.95181495	0.99595463	0.9422753	0.9891635	0.9272725	0.9743683	0.87992114	0.98953116	0.97310376	0.977709	0.98897094	0.9802462	0.99300987	0.93865407	0.9998282	0.9841192	1.0	0.9945347	0.97556055	0.90590733	0.91101706	0.96278644	0.9412363	0.98068345	0.9636296	0.98794866	0.97144264	0.96456313	0.9914578	0.92139965	0.9688245	0.98495406	0.95787126	0.9730862	0.94794494	0.9899085	0.9722228	0.9881466	0.9496984	0.94911546	0.99542165	0.98337764	0.9951999	0.9843163	0.9245515	0.99514246	0.99829626	0.9675536	0.996309	0.99395823	0.9902824	0.9903055	0.9527513	0.9928031	0.96108377	0.99911183	0.99418926	0.97856057	0.9862986	0.97332567	0.99954	0.97547257	0.9745364	1.0	0.976313	0.988914	0.99474	0.994186	0.98814	0.95669806	0.9933358	0.9778755	0.9694942	0.9542906	0.94901556	0.9361126	0.9878725	0.9790205	0.9748371	0.9655544	0.98196507	0.9523664	0.9838883	0.9701418	0.9810181	0.9729066	0.95627886	0.9766191	0.9611397	0.9712827	1.0	0.97899777	0.95188	0.9879234	0.96933067	0.96237314	0.9586463	0.98573524	0.9784255	0.99717295	0.9830924	0.98541415	0.9723876	0.9850397	0.9786749	0.99774605	0.9844038	0.9693797	0.9462994	0.9435206	0.9896597	0.95072937	0.9827396	0.99344313	0.99698675	0.9604004	0.9695449	0.99286824	0.96046376	0.975178	0.97083044	0.99182236	0.99826527	0.9783975	0.97622716	0.94938093	0.9924805	0.984353	0.966857	0.98762405	0.999639	0.9875305	0.9995679	0.97085285	0.9768711	0.9897835	0.9940082	0.9906979	0.98974496	0.94883513	0.94956553	0.9577414	0.95328104	0.9484827	0.9817314	0.9995342	0.9345251	0.9927674	0.97387564	0.9850171	0.99236256	0.99751514	0.9679402	0.9439031	0.98771214	0.9670287	0.9910431	0.9917748	0.94875914	0.9715122	0.91885436	0.9792881	0.9727368	0.9705315	0.9617687	0.9528498	0.98391104	0.97801113	0.9433683	0.9662745	0.98019785	0.9856651	0.99959636	0.95766044	0.9685202	0.9711145	0.971987	0.9966667	0.965503	0.975821	0.9857117	0.9950885	0.9826683	0.9958524	0.9932602	1.0	0.9949881	0.9896657	0.99964184	0.98116803	0.99024206	0.99540865	0.9798617	0.9931301	0.9753537	0.991167	0.99929273	0.9623595	0.9597361	0.9598023	0.99947935	0.9702723	0.994585	0.95543253	0.96433216	0.97295237	0.9524435	0.9337655	0.9632169	0.94318515	0.9863308	0.99751157	0.99485844	0.98197246	0.98429525	0.96351576	0.9811074	0.9534249	0.9914681	0.94299054	0.89170706	0.9928992	0.9900241	0.9626394	0.99134916	0.97557795	0.97640485	0.9946682	0.97612375	0.9291321	0.9850453	0.9972212	0.9835102	0.9412783	0.9976927	0.98966455	1.0	0.9886586	0.9693569	0.9780638	0.98578143	0.99159735	1.0	0.99227	0.95722306	0.9846045	0.96861005	0.99348503	0.97135085	0.99973327	0.96535176	0.98946923	0.97360975	0.9815351	0.9910991	0.9726063	0.9953451	0.9955139	0.94392246	0.9709763	0.9950986	0.9891134	0.9814896	0.9911049	1.0	1.0	0.9614546	0.9943938	0.99776715	0.99108505	0.9495166	0.98286146	0.99744534	0.9813033	0.97303766	0.9500822	0.9870901	0.9978999	0.95671964	0.99057066	0.9842953	0.9779272	0.9551848	0.99007744	0.9859458	0.9690052	0.9595162	0.96615124	0.9936233	0.9954653	0.96331376	0.9840341	0.96782374	0.9681977	0.98419815	0.9818556	0.9790767	0.9819404	0.9678873	0.947715	0.9655682	0.99492383	0.9799921	0.9920195	0.97276676	0.95620346	0.9516354	0.9651774	0.9843081	0.9493829	0.91803193	1.0	0.9992597	0.96889925	0.99223113	0.94560516	0.95981157	0.9387188	0.9685462	0.98432493	0.9750158	0.9697499	0.98977715	0.9958787	0.9021233	0.9349701	0.98788196	0.95544374	0.95393026	0.9205585	0.99376255	0.98019683	0.9486455	0.9517501	0.9622563	0.95674837	0.9330708	0.960746	0.9835395	0.9448284	0.9838907	0.97408336	0.9863818	0.9772538	0.9730617	0.97336376	0.9846719	0.9644062	0.9725577	0.9494382	0.9957206	0.9461393	0.9884393	0.92633694	0.9722492	0.99455196	0.9250603	0.99737203	0.99045974	0.97092545	0.94607794	0.9792037	0.9928328	0.9609886	0.99244195	0.9722825	0.97189647	0.9867117	0.92213494	0.98514277	0.99077284	0.9462317	0.9943743	0.9764082	0.97562224	0.9670265	0.9887222	0.9807555	0.9877167	0.909173	0.9667101	0.96176434	0.953795	0.999135	0.9957117	0.97341716	0.9944978	0.97381735	0.9623882	0.9743679	0.94213384	0.9845881	0.9872179	0.9999429	0.9744954	0.9847838	0.9156871	0.9336291
Engels/adj	0.9096788	0.9469914	0.0	0.8916322	0.92256755	0.91286945	0.92582333	0.90185213	0.98405594	0.86982477	0.98371094	0.88881177	0.91203964	0.891344	0.9028475	0.9129214	0.89450836	0.95574987	0.97569007	0.88390255	0.95204663	0.9573252	0.97673637	0.9501351	0.9441442	0.9644869	0.83207357	0.95853126	0.9696389	0.82775974	0.8865598	0.8828073	0.90167415	0.86490315	0.9298369	0.9263452	0.97096753	0.91262823	0.879881	0.91084826	0.9143895	0.9422347	0.8103847	0.9391347	0.9063322	0.91567326	0.87920374	0.8339131	0.89473975	0.97438264	0.99527675	0.9687216	0.8875077	0.96610665	0.9701719	0.9410396	0.9779988	0.9399425	0.93135256	0.9319048	0.9308926	0.92993814	0.9225156	0.94698536	0.93596005	0.9341941	0.9356272	0.92696327	0.96921146	0.9873368	0.99335724	0.98243356	0.86361015	0.9297283	0.978261	0.8935715	0.9647066	0.9369642	0.9383179	0.9112552	0.9628519	0.96763223	0.9042473	0.8511605	0.8943738	0.94621384	0.84358144	0.88605696	0.8405108	0.96069217	0.93896353	0.9385767	0.92344594	0.8709827	0.90049696	0.94170845	0.9612347	0.91300774	0.92799354	0.9091823	0.9161005	0.9452061	0.99946135	0.8463676	0.8293225	0.96781003	0.9450647	0.8336359	0.97097725	0.89015687	0.8741007	0.9116216	0.8693325	0.99417984	0.81085783	0.93876934	0.9865713	0.89908713	0.94483584	0.91546404	0.9701369	0.9741156	0.9033734	0.91653025	0.9622501	0.9887861	0.9691775	0.8870356	0.91109383	0.9145978	0.9569606	0.93083036	0.91399676	0.99981576	0.85466915	0.9187074	0.94383967	0.94510543	0.94174105	0.93340474	0.8616328	0.88722825	0.9606595	0.8464625	0.9438195	0.85042757	0.9226228	0.85052705	0.9021783	0.9268172	0.977902	0.9431505	0.8581053	0.9153897	0.9183449	0.98654604	0.79407275	0.93647945	0.9434974	0.9412965	0.928671	0.83140355	0.87365013	0.9054977	0.880195	0.9263994	0.90298355	0.9359547	0.90312374	0.9119524	0.8912765	0.9248402	0.90181744	0.9199135	0.92503965	1.0	0.9670709	0.968354	0.9300676	0.9155824	0.97077733	0.94289696	0.92901003	0.9546467	0.91911536	0.87926173	0.8334431	0.91286683	0.9245404	0.96987337	0.8910129	0.9967717	0.954384	0.90363336	0.98757315	0.9237846	0.8280457	0.95133597	0.935233	1.0	0.97272694	0.95658815	0.9275337	0.94224465	0.9174099	0.87743527	0.9532339	0.85891384	0.9237211	0.9000826	0.868849	0.9506804	0.94617045	0.93383133	0.9683347	0.93229115	0.9449791	0.9220377	0.9309535	0.88282984	0.885156	0.9655352	0.95595706	0.9267252	0.937697	0.8628238	0.88510793	0.94028723	0.85601664	0.8024012	0.88549745	0.95163953	0.9203304	0.88650346	0.96447533	0.9654522	0.987833	0.93074304	0.9772279	0.92833096	0.8607334	0.9332824	0.9507842	0.9190242	0.9499589	0.99128115	0.97010905	0.88758403	0.9103146	0.7854588	0.9720669	0.8093544	0.9881037	0.8619653	0.92242384	0.9230814	0.97601867	0.8865436	0.9579718	0.94150394	0.9221567	0.9222031	0.9427568	0.98825026	0.9887161	0.8856197	0.92462504	0.9566126	0.9730657	0.93103456	0.97010785	0.94927007	0.98333687	0.9048512	0.89980084	0.9353821	0.978567	0.9096075	0.9622042	0.9045919	0.9301568	0.89667755	0.92392576	0.9568689	0.9476041	0.9200596	0.87940615	0.935413	0.9213749	0.8609185	0.9345348	0.97856915	0.9756955	0.8654608	0.90981245	0.9961666	0.88291276	0.8710977	0.9418656	0.97658706	0.9349959	0.89771956	0.99936384	0.94102675	0.9338203	0.91440016	0.9329729	0.94177586	0.8516181	0.9856819	0.91698706	0.9387047	0.91707736	0.954883	0.9493292	0.92619085	0.96324736	0.8556417	0.9188192	0.8952213	0.9502777	0.94322205	0.95250666	0.9206953	0.81608355	0.9706389	0.940315	0.8430786	0.8693843	0.9935922	0.94824237	0.8669158	0.9489597	0.9646705	0.90722895	0.9600954	0.8927505	0.9434965	0.9331553	0.86613715	0.8926475	0.81824446	0.8875185	0.9603869	0.7989969	0.955508	0.98219186	0.9313097	0.89990085	0.95322883	0.9434022	0.9252009	0.9491829	0.9467187	0.967458	0.9062214	0.8985398	0.9399128	1.0	0.8357118	0.9705385	0.8820473	0.94657844	0.95304817	0.8887284	0.9699307	0.883708	0.8324448	0.8984225	0.8353824	0.9568414	0.82885873	0.8571762	0.89506793	0.84852755	0.9378254	0.985332	0.9197546	0.92997557	0.9381929	0.8999066	0.877015	0.8580296	0.8851516	0.9027355	0.87355876	0.9709906	0.8883313	0.95744115	0.96867037	0.952241	0.8796103	0.9431112	0.8065893	0.9253358	0.86350644	0.9504956	0.89866734	0.9255281	0.86474264	0.976072
Frans/noun	0.9567327	0.95181495	0.8916322	0.0	0.95812154	0.96205366	0.9701509	0.91236186	0.9878211	0.9265152	0.9790337	0.9674873	0.942643	0.97961557	0.96223265	0.92193854	0.94335234	0.9802244	0.94368213	0.9768235	0.99095535	0.9823228	0.99004376	0.9679351	0.9883498	0.98925763	0.96914375	0.9753443	0.97798544	0.9551822	0.9597271	0.96635115	0.93572986	0.9226051	0.97281307	0.95252836	0.98325896	0.9491766	0.969411	0.9225597	0.9454092	0.9580856	0.9287814	0.9709627	0.94124615	0.9542856	0.94175625	0.9534867	0.928656	0.99124897	0.99086964	0.97050834	0.95262235	0.98832667	0.97047246	0.9849751	0.9705358	0.981017	0.9668692	0.9539004	0.93411636	0.91892135	0.9422675	0.98722076	0.9503513	0.9345969	0.97538894	0.9749805	0.9684005	1.0	0.9691755	0.969827	0.9535319	0.8463843	0.99380887	0.95717484	0.92738605	0.9695127	0.9646326	0.9638042	1.0	0.9037847	0.9724618	0.9159309	0.96937513	0.97965896	0.9476493	0.94383645	0.97846013	0.9766047	0.93988335	0.95462483	0.97288775	0.9675341	0.99194354	0.94779074	0.94925267	0.9453559	0.9480666	0.9603786	0.9602546	0.97424674	0.99681276	0.91964823	0.94414276	0.95956194	0.9544687	0.9735567	1.0	0.95463014	0.9527601	0.9804273	0.93782246	0.9800114	0.9494902	0.9661866	0.99796695	0.9759771	0.9652626	0.96293116	0.9773885	0.9744565	0.968859	0.9827248	0.9804108	1.0	0.9865047	0.9589908	0.9545205	0.9648129	0.9479189	0.9645516	0.988902	0.9832	0.9523868	0.96913624	0.94485885	0.9895812	0.96752775	0.99111366	0.9279553	0.94004667	0.9845438	0.9387112	0.9772147	0.9469446	0.9645513	0.9684266	0.94225836	0.9513962	0.9880277	0.97597003	0.9653636	0.9629079	0.96342295	0.93508506	0.9665924	0.9629145	0.9726574	0.9899855	0.9971434	0.9083578	0.95554125	0.9845007	0.9551516	0.96791846	0.95724136	0.9624603	0.9575315	0.9733566	0.9505607	0.96907926	0.9620727	0.94976574	0.9353395	1.0	0.9957289	0.96796757	0.8930008	0.97576153	0.9974076	0.9608319	0.9595284	0.97588134	0.96803045	0.9205027	0.9607815	0.9636393	0.97066796	0.99304587	0.962373	0.99548846	0.9575679	0.9484483	1.0	0.95664316	0.96372217	0.98615944	0.974838	1.0	0.99098694	0.9928294	0.97514135	0.9579786	0.98788637	0.95059454	0.97372913	0.9576956	0.95421517	0.90450495	0.9681924	0.9884423	0.9849557	0.95116717	0.9766269	0.98486334	0.967525	0.9437189	0.98087674	0.97711474	0.9680304	1.0	0.93448734	0.96482706	0.9840955	0.95688677	0.953907	0.96790254	0.94192946	0.9431216	0.97409654	0.9752638	0.9834364	0.9647805	0.97383153	0.98985845	0.9729918	0.9654919	0.9785182	0.9973947	0.95699084	0.968087	0.9669249	0.9273475	0.9795428	1.0	0.97039706	0.9755476	0.92101496	0.9413133	0.99048924	0.9293397	0.9991439	0.96596307	0.9589772	0.95068747	0.99029565	0.9622411	0.97450405	0.9925965	0.9900448	0.9706407	0.96680856	0.99642754	0.9866265	0.95800364	0.95414436	0.97333515	1.0	0.9563031	0.99930495	0.94323033	0.9927804	0.9378664	0.94943607	0.96126753	0.99880105	0.95152	0.9444878	0.9406073	0.9826227	0.9254538	0.92792153	0.9866856	0.98696566	0.9294932	0.91686064	0.9665024	0.9954813	0.9546907	0.9294921	0.98229194	0.9941034	0.9462756	0.95606446	0.9971884	0.97183233	0.98482007	0.95068645	0.99388504	0.94828326	0.94307876	1.0	0.9737875	0.9531717	0.978377	0.9708884	0.97963256	0.9570985	0.95830387	0.9595449	0.950912	0.97962606	0.98976564	0.989462	0.9946089	0.968564	0.90369165	0.96810055	0.9215449	0.92793846	0.9816034	0.9768444	0.9255463	0.92534286	0.982885	0.97937346	0.94093794	0.95072466	0.9981724	0.9635485	0.91542256	0.9610983	0.97691417	0.9683816	1.0	0.9468328	0.9855157	0.9499054	0.9273758	0.9677262	0.9601181	0.93696713	0.9817923	0.95331913	0.95170736	0.9629474	0.977877	0.95380616	0.984696	0.94445735	0.94244516	0.9507727	0.95520216	0.9896223	0.96241426	0.9548118	0.9885788	0.99164927	0.9442662	0.937699	0.9621436	0.9566847	0.96267426	0.95369047	0.96067816	0.9442151	0.9294988	0.94516456	0.9664786	0.98760194	0.9291049	0.9588179	0.95997787	0.96648777	0.9799444	0.95007795	0.9525494	0.98616904	0.97312826	0.9368603	0.9585273	0.9438328	0.9798131	0.94332045	0.96864116	0.9880381	0.98420036	0.94047725	0.93710166	0.9822961	0.9613358	0.95511127	0.9317992	0.9773339	0.9468332	0.97934586	0.9559473	0.98176813	0.9300984	0.990079
