	!/name	'98/noun	3000/num	8/num	Almodovar/name	Amanda/name	Amerika/name	Andriessen/name	Arjen/name	Atkinson/name	Batavia/name	Bob/name	Claus/name	Coppola/name	Dan/name	De/det	Donner/name	Engeland/name	Engelstalig/adj	Food/name	Ford/name	Francis/name	Frans/name	Fred/name	Gore/name	Graham/name	Hamlet/name	Harry/name	Hit/name	Hoorn/name	Hot/name	It/name	Jeroen/name	Journalist/name	Kwaremont/name	Life/name	Love/name	Marokkaans/adj	Me/name	Merwijk/name	Miller/name	Mini/name	Minoes/name	More/name	Mulisch/name	New/name	Newyorks/adj	Nieuw-Zeelander/noun	Noorden/name	Pedro/name	Peet/name	Peper/name	Polleke/name	Portrait/name	Ralph/name	Rawie/name	Richard/name	Risseeuw/name	Roland/name	Rowan/name	Ruby/name	Self/name	Shannon/name	Small/name	Stefan/name	Straat/name	Talk/name	The/name	Walle/name	Wax/name	West_Vlaams/adj	World/name	Xander/name	Zwitser/noun	aankondiging/noun	aanstekelijk/adj	aardig/adj	absoluut/adj	absurd/adj	acteer/verb	acteur/noun	actie_film/noun	ad/adj	adembenemend/adj	af/adv	aflevering/noun	al/comp	alert/adj	alleszins/adv	als/comp	als/comparative	als/prep	als/vg	altijd/adv	and/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	associatief/adj	bedoel/verb	bedoeld/adj	bedoeling/noun	beeld/noun	beetje/noun	behoorlijk/adj	beklemmend/adj	beminnelijk/adj	ben/verb	bene/adv	beperking/noun	beschrijving/noun	bevat/verb	bijdrage/noun	bijna/adv	bijrol/noun	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	bizar/adj	blijk/verb	bloes_DIM/noun	boek/noun	bom/noun	boorde_vol/prep	bovendien/adv	breng/verb	breng_teweeg/verb	briljant/adj	broederschap/noun	buitengewoon/adj	bundel/noun	cd/noun	charmant/adj	choreografie/noun	column/noun	coma/noun	commentaar/noun	componist/noun	computer/noun	contrasteer/adj	cosmopolitisch/adj	creatie/noun	creatief/adj	cynisme/noun	daarbij/pp	dan/comparative	dandy/noun	dankzij/prep	danser/noun	dat/det	dat/pron	debuut/noun	desinteresse/noun	detail/noun	deze/det	dialoog/noun	die/pron	dirigent/noun	dit/det	doe/verb	dol/adj	doorgewinterd/adj	doos/noun	draai/noun	dramatisch/adj	droog/adj	duidelijk/fixed	duivel_DIM/noun	dynamisch/adj	echt/adj	een/adj	een/det	eens/adv	eenvoudig/adj	eenzaam/adj	effect/noun	eigenlijk/adj	eindeloos/adj	elegant/adj	element/noun	emmer/noun	en/adv	en/vg	energiek/adj	enkel/det	erg/adj	ergerlijk/adj	erudiet/adj	essay/noun	even/adj	even/adv	fair/adj	feest/noun	feestelijk/adj	fel/adj	film/noun	film_DIM/noun	flets/adj	flits/adj	fraai/adj	fris/adj	fris/noun	ga_vooraf/verb	gaaf/adj	gast/noun	gedicht/noun	geil/adj	gek/adj	geloofwaardig/adj	geluid_effect/noun	gelukkig/adj	gemak/noun	gemeen/adj	gemoedelijk/adj	genoeg/adv	geschreven/adj	gesprek/noun	gesprekspartner/noun	gestuurd/adj	getekend/adj	gevat/adj	gevoelig/adj	geweldig/adj	gewiekst/adj	gewoon/adj	gezang/noun	gezicht/noun	geïllustreerd/adj	goed/adj	goochel/verb	grap_DIM/noun	grappig/adj	groep_DIM/noun	grof/adj	gulzig/adj	haar/det	haar/pron	haast/adv	hedendaags/adj	hedonistisch/adj	heel/adj	heel/adv	heerlijk/adj	heimwee/noun	helder/adj	herhaaldelijk/adv	hermetisch/adj	hierin/pp	hij/pron	hilarisch/adj	hoe/adj	hoewel/comp	hoofdpersoon/noun	hoogstaand/adj	hoorn/noun	houd_over/verb	humor/noun	ijzersterk/adj	illustratie/noun	immer/adv	improviseer/adj	in/fixed	inconsequent/adj	ingenieus/adj	inhoudelijk/adj	intelligent/adj	ironisch/adj	juist/adj	kaart/fixed	karikatuur/noun	kijk_heen/verb	kinderlijk/adj	kleurrijk/adj	klink/verb	koe/noun	komedie/noun	kort/adj	kritisch/adj	kunst/noun	kwartet/noun	lach/verb	laconiek/adj	lady/noun	lang/adv	lees/verb	lek/adj	lekker/adj	leuk/adj	lever_op/verb	licht/adj	lied/noun	lied_DIM/noun	lijk/verb	literair/adj	logica/noun	ludiek/adj	luister/verb	maak/verb	maak_mee/verb	maar/adv	maar/comp	maar/vg	man/noun	manier/noun	megalomaan/adj	melancholie/noun	melig/adj	mengeling/noun	menig/det	messcherp/adj	met/prep	mijne/noun	mik/verb	mild/adj	milieu/noun	min/adj	mix/noun	modern/adj	moment/noun	mooi/adj	mossel/noun	musical/noun	muzikant/noun	natuurlijk/adj	nauwelijks/adv	naïef/adj	neer/part	neig/verb	net/adv	neurose/noun	neus_hoorn/noun	noch/vg	nogal/adv	nota/adv	observatie/noun	obsessie/noun	of/adj	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onbegrijpelijk/adj	onderdeel/noun	onderhoud/adj	onderschrift/noun	oneerbiedig/adj	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onnodig/adj	onomstotelijk/adj	onrustig/adj	onschadelijk/adj	ontleed/verb	ontnuchter/adj	ontroerend/adj	ontwapen/adj	onverwacht/adj	onvoorspelbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	onzinnig/adj	ook/adv	ook/vg	oorspronkelijk/adj	op/part	opera/noun	opmerkelijk/adj	opmerking/noun	opvallend/adj	origineel/adj	origineel/noun	over/prep	overrompel/adj	overtuigend/adj	overvloede/adv	paar/noun	pak_uit/verb	passage/noun	patroon/noun	performance/noun	personage/noun	pianist/noun	plaat/noun	plant/noun	podium/noun	poging/noun	portret/noun	poëzie/noun	prachtig/adj	presentator/noun	pretentieus/adj	provocerend/adj	raak/adj	ramp/adv	rancuneus/adj	reactie/noun	reeks/noun	regisseur/noun	relatie/noun	rem/adj	reputatie/noun	rest/noun	rijm/verb	rock/noun	roem/noun	rol/noun	roman/noun	romancier/noun	satire/noun	scherp/adj	scherpzinnig/adj	schets/verb	schrijf/verb	schrijf_op/verb	schrijfster/noun	schrijnend/adj	script/noun	scène/noun	seizoen/noun	serie/noun	serieus/adj	sketch/noun	slapstick/noun	slim/adj	slipper/noun	snel/adj	soms/adv	spaar/verb	spannend/adj	speel/verb	speels/adj	spel/noun	spionne/noun	spits/adj	spontaan/adj	spot/adj	sprekend/adj	stapel/noun	stel/noun	stereotiep/adj	sterk/adj	stijl/noun	stoutmoedig/adj	streef_na/verb	stuk/noun	super/adj	tafel/noun	te/adv	technisch/adj	tegelijk/adj	tegendeel/noun	tegenover/prep	teken_uit/verb	tempo/noun	tenger/adj	tent/noun	tentoonstelling/noun	terloops/adj	teweeg/part	the/UNKNOWN	thema/noun	thematiek/noun	thriller/noun	time/verb	titel/noun	toch/adv	toch/tag	toe/adv	toegankelijk/adj	toespraak/noun	toneelstuk/noun	tragikomische/adj	trailer/noun	trouwens/adv	typering/noun	uit_vergroting/noun	uitermate/adv	uitgedost/adj	uitgesponnen/adj	uitval/noun	uitzinnig/adj	vaak/adj	variant/noun	variatie/noun	veel/adj	veelzijdig/adj	vele/adj	verbeeld/verb	verdienste/noun	verfrissend/adj	verhaal/noun	verontrustend/adj	verrukkelijk/adj	vers/noun	verslag/noun	verteder/adj	vertel/verb	vertoon/verb	vervang/verb	vervolg/noun	vervolgens/adv	verzameling/noun	villa/noun	vind/verb	vindingrijk/adj	vinnig/adj	virtuoos/adj	voedsel/noun	vol/adj	vol/prep	voltooi/verb	vondst/noun	voor_publicatie/noun	vooraf/part	vooral/adv	voordracht/noun	voorspelbaar/adj	voorstelling/noun	vooruitzicht/noun	voorzie/verb	vorm/verb	vriendelijk/adj	vrij/adj	vrijmoedig/adj	waan/noun	waanzin/noun	waanzinnig/adj	waarbij/pp	waarin/pp	waarmee/pp	waarop/pp	want/vg	war/name	wat/adv	wat/pron	weduwnaar/noun	weer/adv	weerzinwekkend/adj	wel/adv	welbespraakt/adj	wend_voor/verb	wending/noun	werk_DIM/noun	werk_uit/verb	wijn_fles/noun	wijze/noun	wissel_af/adj	woordspeling/noun	wrang/adj	wreed/adj	zachtaardig/adj	ze/pron	zeer/adj	zeer/adv	zeil/verb	zelden/adj	zelfs/adv	zet_neer/verb	ziekelijk/adj	zijn/det	zin/noun	zo'n/det	zo/adj	zo/adv	zoals/comp	zoek_tocht/noun	zoet/adj	zonder/prep	zowel/vg	zwart_wit/adj	zwijg/adj
!/name	0.0	0.9515816	0.9407456	0.85208184	0.8775907	0.8419368	0.80735654	0.8903388	0.8529161	0.8546292	0.93784994	0.69352156	0.82640076	0.80360866	0.8343071	0.8166367	0.8923262	0.7417451	0.73511875	0.7591849	0.8653248	0.8194219	0.8155181	0.7830432	0.7998246	0.8924866	0.84397465	0.7854018	0.7225293	0.9378961	0.5788466	0.4741509	0.729162	0.9130203	0.9620307	0.5610696	0.45628905	0.84843314	0.51727116	0.79500806	0.7834062	0.9237238	0.786119	0.6113169	0.8306699	0.7088005	0.84167486	0.9286886	0.9550417	0.87713027	0.86400956	0.93202573	0.79107237	0.8302444	0.8641708	0.9558462	0.7139971	0.97563696	0.86948454	0.85519385	0.8434465	0.823912	0.9389763	0.7563803	0.90135944	0.8178696	0.71129316	0.41784978	0.9080589	0.78011584	0.88313717	0.72830915	0.79348826	0.8821112	0.8442071	0.69327825	0.73573536	0.8947668	0.7273764	0.774783	0.7307917	0.7926982	0.93154037	0.77592504	0.8608202	0.61952955	0.87005746	0.87040174	0.8725807	0.8538829	0.8392236	0.70456225	0.77722543	0.8420061	0.5524331	0.7814129	0.86876273	0.819818	0.93346506	0.8544923	0.82915103	0.7277647	0.88947475	0.83195126	0.8189896	0.815186	0.81075025	0.92762434	0.8676616	0.8928847	0.96470654	0.78848326	0.7196902	0.75376534	0.8339837	0.7789208	0.6530425	0.8219019	0.78978586	0.77572644	0.8803309	0.93119913	0.6294588	0.93799937	0.7852889	0.9196821	0.77254856	0.87432796	0.7353158	0.96605855	0.8320339	0.7837	0.53798604	0.7517402	0.7785502	0.79622424	0.94667286	0.80989146	0.7986512	0.9182063	0.904365	0.864737	0.79691267	0.8359453	0.8554716	0.842031	0.87899864	0.93987906	0.78602797	0.7652487	0.9021691	0.8033232	0.7143298	0.92982644	0.8642528	0.72368217	0.76500404	0.799348	0.8755698	0.85658133	0.93550396	0.74753845	0.9089677	0.85178876	0.88145494	0.8109007	0.8615599	0.87627494	0.9570824	0.8112204	0.8222316	0.8717483	0.75632066	0.9074876	0.816717	0.7991967	0.8601876	0.801035	0.8249932	0.81457806	0.7963848	0.9661742	0.8369473	0.7244789	0.7457756	0.86346006	0.8612341	0.90015423	0.8901639	0.7899989	0.7981828	0.825433	0.8916726	0.8552023	0.7576195	0.8835974	0.5861484	0.7614423	0.85659796	0.78664804	0.66435647	0.80586505	0.85950994	0.7687923	0.759653	0.7817248	0.73591375	0.75578064	0.8192191	0.7970573	0.84010863	0.8439217	0.8732089	0.82191414	0.89618134	0.8783031	0.67948353	0.80663073	0.94231975	0.95629144	0.8455137	0.7936856	0.84921235	0.74190015	0.8959818	0.8649417	0.8218069	0.87341654	0.8285098	0.8717171	0.7907027	0.79381794	0.6693512	0.8376378	0.8401667	0.9101344	0.71809614	0.76077026	0.80036616	0.75044465	0.91137195	0.82834476	0.879382	0.70431554	0.9345878	0.777927	0.8432846	0.9045334	0.8552448	0.8676291	0.65047824	0.8529917	0.83859426	0.6854662	0.86187863	0.9315039	0.89408726	0.7260839	0.7640561	0.83028245	0.8128184	0.906151	0.94777566	0.94969636	0.84668124	0.7835885	0.7736342	0.7321454	0.8605113	0.91988343	0.8119997	0.9477701	0.8021667	0.74860173	0.70958596	0.92829514	0.6784037	0.82289934	0.8104292	0.85194266	0.8179357	0.77708	0.7952782	0.86027074	0.9002076	0.71800005	0.786024	0.8378576	0.7234509	0.83586174	0.8238636	0.60224247	0.57873327	0.8745613	0.80873126	0.85843587	0.81851226	0.8005854	0.7848932	0.8449031	0.8923124	0.896389	0.8414273	0.9043807	0.86190766	0.8205511	0.8189806	0.86111605	0.8061143	0.843766	0.84413505	0.7479668	0.9246397	0.84624267	0.7987277	0.8804552	0.8901064	0.74528664	0.7124252	0.85634255	0.7385484	0.95784664	0.58882797	0.8058368	0.8204031	0.9000075	0.8436834	0.8590292	0.8807109	0.8567514	0.95535505	0.93509454	0.84048355	0.7643168	0.91825724	0.82043606	0.89832455	0.8893049	0.69262886	0.8579637	0.8568982	0.8189986	0.8496554	0.8246858	0.81748176	0.7851399	0.74027514	0.8676066	0.8044815	0.7922406	0.9403569	0.9187021	0.9341723	0.9380981	0.87233627	0.9060993	0.7912931	0.78421223	0.84322524	0.87028754	0.8712306	0.74354327	0.84660554	0.91281563	0.83239067	0.741732	0.87736434	0.7171099	0.792651	0.8279685	0.81320375	0.7096439	0.74175966	0.7324519	0.82025605	0.7416057	0.9423898	0.8120184	0.80510724	0.75721455	0.88395834	0.7929285	0.6834972	0.78866833	0.65770525	0.91733503	0.6950237	0.8672307	0.7813357	0.757468	0.6914403	0.7547208	0.8249332	0.7773296	0.78945047	0.94054794	0.9526262	0.86745757	0.7238354	0.6618339	0.79237455	0.9493669	0.8437213	0.91552424	0.9280892	0.6799243	0.8752755	0.75522256	0.7275433	0.8906421	0.76207054	0.79461515	0.85682106	0.774965	0.6247176	0.86266387	0.7755317	0.826527	0.76018685	0.70945144	0.88502455	0.54406536	0.8305528	0.71095735	0.77688897	0.79402745	0.95881397	0.9442994	0.77426654	0.9202146	0.7436414	0.7493365	0.77335286	0.83934665	0.941305	0.8035596	0.80269486	0.8588618	0.86845505	0.8539902	0.83534116	0.84071684	0.90265846	0.72912437	0.89929044	0.9019915	0.7123226	0.87905604	0.87693524	0.89082193	0.8915429	0.77053577	0.9039878	0.8729993	0.876179	0.7903244	0.93256927	0.86050934	0.763332	0.7893307	0.92027336	0.6020867	0.7203912	0.8503174	0.75927615	0.706211	0.5593784	0.8946911	0.835943	0.8220825	0.83580434	0.8556921	0.71869993	0.8136952	0.9082823	0.90858275	0.86546785	0.92223835	0.88179165	0.87466013	0.7882743	0.9315064	0.7925918	0.82446945	0.80698884	0.7733044	0.90426123	0.8464931	0.79313505	0.8239255	0.8808176	0.7778394	0.71864796	0.8603214	0.7510787	0.7548539	0.78241	0.87750936	0.73499	0.7722028	0.80545026	0.64576304	0.82069874	0.71526587	0.92623425	0.85738164	0.83921444	0.8708746	0.77423805	0.92734426	0.7868744	0.6962014	0.78293455	0.82105076	0.86042714	0.8585041	0.8110903	0.8488739	0.81864005	0.65238845	0.9150268	0.8813623	0.83706784	0.83378476	0.84952193	0.8631768	0.91937923	0.8499539	0.79326546	0.7404414	0.6401038	0.7570039	0.7690978	0.8273765	0.66333956	0.82414055	0.9183496	0.9278361	0.88062274	0.8380461	0.9197005	0.91183716	0.9321879	0.8056799	0.8290445	0.7848767	0.9581462	0.79941314	0.7543969	0.7861899	0.79281366	0.84348094	0.89263594	0.87429166	0.88733816	0.850871	0.9454969	0.737985	0.8677719	0.7665374	0.9045066	0.7852159	0.82202554	0.8066961	0.85760975	0.84074354	0.6252737	0.88160026	0.8313672	0.8800077	0.8121046	0.9254601	0.88489485
'98/noun	0.9515816	0.0	0.701115	0.9319716	0.95267296	0.9348638	0.8923648	0.9666782	0.9073847	0.92071575	0.9169837	0.91009057	0.9494368	0.95587647	0.8655234	0.8849756	0.903211	0.9010098	0.90702176	0.93368447	0.9190264	0.9359869	0.9346386	0.9014569	0.84350574	0.8607502	0.9173804	0.92900646	0.877517	0.9812911	0.92311114	0.95709825	0.9299265	0.9563769	0.9525933	0.9242299	0.9121963	0.9310479	0.9345921	0.96733487	0.9368986	0.9397377	0.89806473	0.901925	0.94986147	0.92643464	0.908543	0.88684875	0.947945	0.9228598	0.9951995	0.85557944	0.8704917	0.95209134	0.9045915	0.91892123	0.92421186	0.9534896	0.8200482	0.9897298	0.9276797	0.91784596	0.9654707	0.9189126	0.95703584	0.9769366	0.94881463	0.9275279	0.9160024	0.9651805	0.8129637	0.89697254	0.94175124	0.8580616	0.82207406	0.8827847	0.9072687	0.9291332	0.93564457	0.9286222	0.90634555	0.94518167	0.98075956	0.9128845	0.97419745	0.9639654	0.9501422	0.9734304	0.93117017	0.91646695	0.91468614	0.82485086	0.8047348	0.9552477	0.97472686	0.9488031	0.92756975	0.8876403	0.9635388	0.91601944	0.90569293	0.90747416	0.9626194	0.9222207	0.9883986	0.92134494	0.8994995	0.9304661	0.956158	0.7332215	0.95789164	0.9223356	0.8767482	0.9358334	0.8942141	0.89195645	0.955121	0.9069179	0.93585736	0.85842776	0.95571685	0.9748361	0.89364564	0.89007187	0.88710755	0.94570386	0.93166524	0.8896214	0.89127755	0.9536936	0.9255249	0.9146744	0.87343323	0.92564964	0.8702931	0.9292269	0.9449692	0.9382274	0.9264501	0.9241361	0.8995214	0.9491769	0.93129784	0.9299659	0.94992304	0.9137394	0.879113	0.9481118	0.92750394	0.88436997	0.9212142	0.83498293	0.86759293	0.9195038	0.89307857	0.8739861	0.93418723	0.8409216	0.8933041	0.8692947	0.9549605	0.9812425	0.9103796	0.82979846	0.92744774	0.8272894	0.9481704	0.9482919	0.8247996	0.8536289	0.92266154	0.96306324	0.83873385	0.91609013	0.9402317	0.9593117	0.9165522	0.9655576	0.95813686	0.8903275	0.9186832	0.9607138	0.9887174	0.8942584	0.8852594	0.8872307	0.9327769	0.9620518	0.93461126	0.93407613	0.9334629	0.92692685	0.9065915	0.9249395	0.94722795	0.95619446	0.9303179	0.9663955	0.8998225	0.9239722	0.8553469	0.9278339	0.9404805	0.91785866	0.89867187	0.9140196	0.8977719	0.95451057	0.9561321	0.8948006	0.90767014	0.92996943	0.952038	0.94127667	0.97360146	0.95076764	0.87927073	0.91626	0.91506183	0.86639506	0.9098469	0.9627051	0.97824347	0.927987	0.9191543	0.9264631	0.909969	0.9590841	0.94143724	0.91166866	0.9643803	0.9281745	0.9197724	0.9658274	0.9588627	0.9219139	0.8478378	0.89344394	0.93700176	0.9270534	0.9158881	0.90323395	0.92330426	0.95941836	0.970348	0.91407365	0.93310297	0.9423768	0.9359733	0.8838856	0.9211145	0.9377072	0.87134707	0.8488013	0.8968252	0.9548291	0.95478004	0.94229186	0.87436414	0.9240468	0.9311115	0.94449776	0.9664012	0.89394164	0.89774686	0.86572146	0.91935533	0.9138875	0.9753574	0.9749695	0.89908093	0.97897804	0.9433041	0.9160874	0.9181323	0.94844264	0.9255468	0.94755983	0.9405695	0.93071127	0.88945526	0.9457137	0.9258969	0.9193039	0.93806505	0.95085466	0.95878196	0.96707726	0.94913733	0.8985834	0.92681974	0.85946774	0.90783846	0.9275246	0.9016445	0.92960095	0.9208573	0.90584034	0.9274703	0.87518096	0.9284434	0.94260657	0.94624585	0.8962842	0.9656311	0.8990711	0.9438783	0.9569037	0.9583409	0.90849566	0.924564	0.9158008	0.83191466	0.8511934	0.93532234	0.94885904	0.8750864	0.94867396	0.9105334	0.8848907	0.89657897	0.9076222	0.93902856	0.8981179	0.97206956	0.9099341	0.9464166	0.8468551	0.97758096	0.8931161	0.974966	0.9397107	0.8768319	0.92908335	0.7283267	0.9230072	0.953669	0.9740521	0.9495505	0.9134754	0.9340402	0.9010187	0.95738304	0.92030525	0.90994805	0.94207895	0.93016344	0.9303194	0.922312	0.92624575	0.92389154	0.94945866	0.94917727	0.913821	0.92010266	0.8554356	0.9175659	0.88127357	0.7821123	0.91827863	0.8113564	0.9150329	0.88800097	0.93942416	0.88242644	0.91873527	0.82000124	0.9465272	0.8786395	0.94419754	0.8880425	0.9071538	0.90948933	0.9669309	0.8802394	0.83592767	0.9126316	0.86157894	0.801477	0.9192977	0.9278281	0.88107586	0.9051749	0.8902277	0.91205287	0.91649747	0.90525895	0.9642934	0.92302036	0.92210996	0.86853886	0.9041266	0.92304486	0.9169614	0.93743646	0.9683747	0.9187535	0.9405023	0.8398173	0.91248345	0.92902476	0.9802475	0.958451	0.8895856	0.9397264	0.9349786	0.9117035	0.9388351	0.88437176	0.8404826	0.96572584	0.9152061	0.96706235	0.88346374	0.9244952	0.88121	0.9275047	0.9224702	0.90915686	0.9056654	0.7240727	0.89087546	0.9382686	0.9634434	0.9547098	0.91038096	0.9618879	0.9266129	0.9337961	0.9309536	0.89456534	0.86924535	0.92535067	0.9317597	0.92455834	0.9169772	0.9121159	0.9208052	0.92461693	0.9371193	0.9078318	0.96223843	0.8686798	0.9118302	0.9633956	0.91458565	0.8907833	0.9229052	0.95227885	0.9772416	0.9139534	0.9386494	0.9599212	0.87234426	0.9507334	0.9453429	0.9592153	0.89451325	0.91848403	0.92576593	0.8934339	0.9520604	0.9311778	0.9063879	0.9264036	0.9368398	0.83187586	0.94673383	0.9215375	0.9691593	0.9392042	0.9444194	0.91939324	0.9361341	0.9605092	0.9421226	0.95092857	0.9492842	0.9227323	0.90817946	0.89979625	0.9352736	0.8250978	0.9316907	0.86859226	0.9199718	0.9379686	0.92700803	0.93166107	0.9347566	0.9251449	0.9222325	0.887121	0.9047887	0.9182559	0.9273595	0.9383123	0.90974844	0.9228332	0.96010244	0.92357576	0.9024676	0.87258166	0.93124425	0.8997494	0.98461246	0.92289424	0.93442786	0.88015676	0.95500565	0.917476	0.90434176	0.93001896	0.92819685	0.97047913	0.9275379	0.9494333	0.93166775	0.90189195	0.9057796	0.930084	0.92135197	0.94228995	0.97030586	0.96534914	0.9485448	0.9681753	0.9697195	0.9022707	0.85038805	0.91758525	0.90226847	0.9036368	0.9354709	0.95036155	0.9468666	0.9105831	0.8340455	0.93700105	0.963515	0.9667004	0.9391532	0.9220515	0.899977	0.9538404	0.8988005	0.9369486	0.9130256	0.89296633	0.95335424	0.8920415	0.9498616	0.85333157	0.9351069	0.9450878	0.9188646	0.97575784	0.9085122	0.9273076	0.8595787	0.9739305	0.8626666	0.9199041	0.8478409	0.93968767	0.9295332	0.9243069	0.91431695	0.9294593	0.8646991	0.8273704	0.92641836	0.93305874
