	Hollands/adj	Latijns-Amerikaans/adj	T-shirt/noun	Vlaams_nationalist/noun	Westers/adj	aangesloten/adj	achteloos/adj	achteruit/adv	achteruitkijk_spiegel/noun	af/adv	afbeelding/noun	affiche/noun	afstandelijk/adj	afval/noun	alleen/adv	alstublieft/adv	altaar/noun	altijd/adv	alvast/adv	alweer/adv	amusant/adj	ander/adj	angstig/adj	applaus/noun	archief/noun	arm/noun	avontuur/noun	baard/noun	bang/adj	bedachtzaam/adj	bedoeld/adj	beeld/noun	begerig/adj	begrijp/verb	bekijk/verb	bekogel/verb	bekritiseer/verb	belust/adj	bemerk/verb	beneden/adv	bepaal/verb	beperkt/adj	beschouwd/adj	bevestiging/noun	beweeg/verb	beweging/noun	bewonder/adj	bewust/adj	bezaai/verb	bezem/noun	bezoeker/noun	bied/verb	bier/noun	bijna/adv	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boeiend/adj	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	bot/adj	breed/adj	breek_aan/verb	briefwisseling/noun	broeierig/adj	buiten/adv	buitenaf/adv	buitenstaander/noun	bühne/noun	chef_kok/noun	cockpit/noun	collectie/noun	collega/noun	coulisse/noun	cultiveer/verb	daal_af/verb	daarna/adv	dan/adv	dan_pas_DIM/noun	danseres/noun	design/noun	deur/noun	dichtbij/adj	dichter/noun	diep/adj	diepte/noun	diepzinnig/adj	ding/noun	direct/adj	dood/verb	doordringend/adj	dreigend/adj	dring/verb	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	duizel/verb	dummy/noun	dwing/verb	eender/adj	eens/adv	eenzijdig/adj	eeuw/noun	eeuwig/adj	eigen_toe/verb	elleboog/noun	emotie/noun	en/adv	ene/adj	enkel/adj	entree/noun	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	even/adv	exclusief/adj	exotisch/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	foto/noun	fraai/adj	fris/adj	gaap/adj	gebit/noun	gedachte_wereld/noun	gedurfd/adj	geef/verb	gekwetst/adj	gelaatsuitdrukking/noun	genegenheid/noun	generaal/noun	geniepig/adj	geregisseerd/adj	gericht/adj	geschild/adj	gesloten/adj	gevel/noun	gevolgd/adj	gevouwen/adj	gezicht/noun	glas/noun	glimlach/verb	gram/noun	grauw/adj	grijs/adj	groente/noun	grotesk/adj	guitig/adj	gun/verb	haak/noun	haar/noun	haast/adv	hand/noun	handbereik/noun	handgebaar/noun	hang/verb	hardop/adv	hautain/adj	hecht/verb	heer/noun	hek/noun	herken/verb	hersenen/noun	historisch/adj	hoe/adj	hoef/verb	hoek/noun	hongerig/adj	hoofd/noun	hoofd_rol_speler/noun	houd/verb	iemand/noun	iets/adv	imitatie/noun	inkt_zwart/adj	inlevingsvermogen/noun	inspireer/adj	instrument/noun	instrumentarium/noun	intellectueel/noun	intelligent/adj	interessant/adj	internationalisering/noun	ironie/noun	ironisch/adj	jaar_boek/noun	jager/noun	jongen/noun	journalist/noun	kaak/noun	kaart/noun	kamer/noun	kapsel/noun	keer/verb	kennelijk/adj	kerkganger/noun	keur/verb	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_heen/verb	kijk_op/verb	kijker/noun	kilo_gram/noun	kleding_zaak/noun	klem/verb	kleuter/noun	klok/noun	klok_DIM/noun	knipoog/noun	knop/noun	koek/noun	koel/adj	koffie/noun	komiek/noun	komisch/adj	koningin/noun	kop/noun	kort/adj	krankzinnig/adj	kritisch/adj	kunst/noun	kunst_werk/noun	kwaad/adj	laat/verb	laat_af/adj	laboratorium/noun	lach/verb	lam/noun	land_kaart/noun	langzaam/adj	leeg/adj	leer/verb	lees/adj	leid_af/verb	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	lijst/noun	lijst_DIM/noun	maar/adv	maatschappij/noun	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	meegereisd/adj	meesterschap/noun	meewarig/adj	meisje/noun	mengeling/noun	merk_op/verb	metaal/noun	mevrouw/noun	midden/noun	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	moeder/noun	moeiteloos/adj	mond/noun	monster/noun	naar/adj	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neergestort/adj	net/adj	neuroloog/noun	neus/noun	niet_westers/adj	nors/adj	objectief/adj	ogenblikkelijk/adj	omhoog/adv	onbekend/adj	onderweg/adj	onderwerp/noun	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	ongeschikt/adj	onmiddellijk/adj	ons/noun	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	ontwijk/verb	onvergetelijk/adj	onvermijdelijk/adj	onwillekeurig/adj	oog/noun	oom/noun	open/adj	opener/noun	opgelucht/adj	opgemaakt/adj	opzichtig/adj	opzij/adv	oud/adj	outfit/noun	overal/adv	overeind/adv	paar/noun	paard/noun	pak/noun	paradeer/verb	pasgeboren/adj	passagier/noun	peilloos/adj	pers_zaal/noun	piano/noun	pittig/adj	planeet/noun	portret/noun	poster/noun	posterijen/noun	prachtig/adj	pragmaticus/noun	prikkel/noun	projectontwikkelaar/noun	puber/noun	publiek/adj	publiek/noun	raam/noun	raamkozijn/noun	recht/adj	regelmatig/adj	regisseur/noun	reiziger/noun	reken/verb	retrospectief/noun	richt/verb	richting/noun	rij/noun	roem/noun	rug/noun	ruimte/noun	rust/verb	schaam/verb	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schilder/verb	schilderij/noun	schipper/noun	schouder/noun	schuif/verb	schuin/adj	sereen/adj	sla_neer/verb	slagveld/noun	slof/noun	sluier/noun	sluip/verb	smeek/adj	snel/adj	sober/adj	soms/adv	speelgoed/noun	spiegel/noun	spiegel_DIM/noun	spreek/verb	sta_stil/verb	staar/adj	stalen/adj	star/adj	steen/noun	steevast/adj	steun/adj	stilte/noun	stoeprand/noun	stoer/adj	stoffig/adj	straat/noun	strak/adj	strategisch/adj	streng/adj	super_markt/noun	surf/adj	sympathie/noun	tante/noun	tegel/noun	tegelijk/adj	tegelijkertijd/adj	tentoonstelling/noun	terloops/adj	thee_lepel/noun	tic/noun	toe/adv	toehoorder/noun	toekomst/noun	toeschouwer/noun	toon/verb	traan/noun	trap/noun	tred/noun	treed_tegemoet/verb	trek/verb	trek_op/verb	trek_open/verb	trendy/adj	tribune/noun	triomfantelijk/adj	tv/noun	typisch/adj	uitgeblust/adj	vaag/adj	vaakst/adj	vader/noun	val/verb	vang_op/verb	vanzelf/adv	veeg/verb	veelbetekenend/adj	veelzeggend/adj	veld/noun	ver/adj	verbreed/verb	verdraag/verb	vergeefs/adj	vergun/verb	verheven/adj	verkrampt/adj	verleden/noun	verleg/verb	verliefd/adj	vermink/verb	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vers/adj	verschraal/verb	versgemalen/adj	vertederd/adj	vertoon/noun	vervals/verb	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vestig/verb	vijandelijk/adj	vijftiger/noun	vitrine/noun	vlinder/noun	vluchtig/adj	voedsel/noun	voeg_toe/verb	voel/verb	voetbal_competitie/noun	voetballer/noun	voldoende/adj	volg/verb	volsta/verb	vooral/adv	voorbijganger/noun	voorhoofd/noun	voorkant/noun	vooruit/adv	voren/adv	vorst/noun	vraag/adj	vrouw/noun	vrouwelijk/adj	waard/adj	wacht/adj	wakker/adj	wand/noun	wat/adv	wederzijds/adj	weemoedig/adj	weer/adv	weg/noun	weids/adj	welvaart_staat/noun	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_op/verb	werp_toe/verb	werp_uit/verb	wijd/adj	wijn/noun	wissel_uit/verb	wit/adj	woord/noun	worst/noun	zak/noun	zake/adv	zedig/adj	zelfs/adv	zet_op/verb	zicht/noun	zie/verb	zie_vooruit/adj	zoek/verb	zojuist/adv	zomaar/adv	zondig/adj	zorgelijk/adj	zout/noun	zover/adj	zucht/adj	zuiden/noun	zuster/noun	zwart/adj	zwart/noun	zweef/verb	zwoeg/verb
Hollands/adj	0.0	0.6908082	0.707062	0.9287635	0.82487583	0.8992882	0.8339214	0.8402773	0.89518034	0.7502414	0.6283115	0.68945926	0.74660134	0.85183555	0.780725	0.8433872	0.7900064	0.72885954	0.8293342	0.77480614	0.7704295	0.82238156	0.7358283	0.8654259	0.86185753	0.78223354	0.7672603	0.7662575	0.83060193	0.7816185	0.7893857	0.703539	0.7985709	0.8719748	0.8024756	0.8111713	0.90897846	0.83408844	0.8713003	0.8200963	0.8913714	0.88823843	0.84545994	0.8948794	0.81626546	0.7718064	0.81348854	0.8724053	0.8646022	0.89980847	0.7999989	0.79951954	0.6185537	0.82674944	0.85682756	0.7163726	0.9255941	0.79489475	0.7581289	0.7767106	0.899891	0.7286879	0.76747036	0.69814837	0.78280836	0.76533437	0.84086305	0.86162674	0.7993139	0.7159114	0.8484628	0.7977441	0.9283304	0.8177767	0.91518307	0.67539865	0.7996949	0.874152	0.8452503	0.8673259	0.7917149	0.8262112	0.78511906	0.75240517	0.73940897	0.9123406	0.83446217	0.6802439	0.83108103	0.8913538	0.8554374	0.80682343	0.83198386	0.85490334	0.7887938	0.7825837	0.8898343	0.8099128	0.8208695	0.68410707	0.88096815	0.73425496	0.8665043	0.9202423	0.8661842	0.88861907	0.84041786	0.90520656	0.69455695	0.780581	0.8818401	0.89347106	0.820012	0.7708811	0.7288693	0.8031167	0.8109334	0.89099604	0.78764856	0.71843433	0.7035148	0.7124454	0.8058983	0.6257557	0.7224417	0.82200354	0.7862673	0.7544342	0.8749682	0.7505531	0.6317585	0.60731155	0.8756009	0.7511316	0.8692724	0.7490919	0.87267256	0.9017543	0.82705593	0.83805406	0.7973108	0.8640831	0.8287361	0.8040917	0.81750166	0.83112204	0.7239907	0.84263486	0.864715	0.717138	0.65249085	0.75697076	0.72038126	0.64182675	0.6326623	0.67138773	0.7643376	0.79091156	0.87733835	0.8700493	0.7305262	0.7753179	0.86269367	0.79984146	0.90086573	0.7692333	0.8146055	0.8166208	0.8828341	0.67074096	0.7898043	0.7321798	0.82489026	0.73352146	0.79185027	0.81018597	0.77633595	0.7562481	0.83848083	0.8097427	0.7937602	0.7842449	0.7494941	0.8302977	0.8187719	0.89558715	0.76319623	0.7235012	0.8615105	0.79623777	0.7185383	0.7507516	0.9303693	0.77034473	0.81232643	0.92023903	0.8325989	0.6993785	0.8265796	0.805821	0.8690446	0.80280733	0.8108841	0.903424	0.7724428	0.9018094	0.7829916	0.8966169	0.7667115	0.7568711	0.7353667	0.77830654	0.8596354	0.8632427	0.8571869	0.851002	0.8082558	0.8130678	0.8949126	0.7581912	0.90171146	0.7508128	0.7174323	0.70173335	0.82390857	0.78972536	0.72370493	0.65287834	0.86561835	0.76026636	0.83429885	0.7013161	0.71431005	0.78830135	0.8020076	0.90714765	0.86305916	0.7935317	0.72704333	0.86012626	0.7749205	0.7908012	0.76001644	0.80154115	0.84489	0.83756536	0.8352271	0.67841935	0.7739893	0.88882494	0.8536493	0.8097557	0.875783	0.8150926	0.8292216	0.71992254	0.74590653	0.8434026	0.849079	0.8625656	0.680647	0.6491545	0.8760402	0.7589296	0.6667907	0.7355424	0.76675415	0.9294592	0.6713877	0.8339344	0.7019844	0.77528334	0.7433088	0.72407544	0.7374162	0.8678709	0.80352783	0.81895715	0.6958459	0.9473013	0.7009221	0.9427519	0.78533137	0.8983049	0.7750677	0.88082397	0.8709979	0.7971761	0.75889564	0.71100694	0.7386313	0.8462917	0.81593925	0.80376625	0.8098991	0.87131596	0.8074291	0.88318104	0.8205518	0.82033753	0.78753567	0.8875369	0.81667215	0.7604673	0.7945931	0.79859996	0.77555895	0.8270414	0.8784969	0.8695788	0.8643172	0.7853923	0.75202066	0.8761841	0.65312856	0.7780392	0.7708348	0.8262637	0.7127381	0.7520777	0.7134632	0.8237356	0.71962774	0.895779	0.9187103	0.819772	0.75559783	0.6400797	0.8578079	0.6612272	0.7432735	0.9174819	0.6702888	0.973559	0.9161204	0.78866136	0.7158347	0.8494563	0.8032998	0.73862725	0.87772983	0.8178271	0.7838228	0.80024636	0.81118435	0.9498427	0.8449786	0.8351018	0.8969481	0.800125	0.8393345	0.8373635	0.8381057	0.8391116	0.8211397	0.8940999	0.7924957	0.7854061	0.8034675	0.76956487	0.65836954	0.66659665	0.7952728	0.81297076	0.8868733	0.78296036	0.8094493	0.8586172	0.8145828	0.84223014	0.7839227	0.8695544	0.8456651	0.865775	0.69031024	0.6851886	0.7300586	0.7243977	0.84654415	0.81625766	0.8603508	0.85848665	0.7539453	0.8290787	0.74639803	0.71871394	0.84232616	0.7379273	0.8619721	0.6324119	0.77281237	0.7891063	0.7490716	0.93787736	0.8316106	0.71046567	0.891658	0.9019596	0.7785164	0.71312153	0.7181391	0.7242564	0.7383317	0.7816396	0.80943125	0.7912402	0.7732223	0.816224	0.933984	0.84222114	0.72936106	0.8166418	0.846832	0.92444474	0.8413414	0.8862808	0.7994071	0.751433	0.70380914	0.84569645	0.81803775	0.8340845	0.5809045	0.83546007	0.7228023	0.8091296	0.6980471	0.83255243	0.9029265	0.8256898	0.8750516	0.85424435	0.79997575	0.8426203	0.88690364	0.8942138	0.7423368	0.839995	0.95247173	0.806386	0.82479894	0.8503093	0.91288424	0.7247481	0.84498346	0.7122121	0.84318316	0.8254446	0.87775946	0.6386206	0.8369997	0.8631674	0.79327357	0.8770371	0.9349065	0.89476466	0.7979342	0.9344391	0.8513632	0.9363814	0.78432286	0.70857024	0.7926552	0.7699481	0.70563686	0.77522916	0.8567184	0.88766617	0.7494668	0.83570117	0.9088614	0.8269686	0.75307375	0.74434996	0.799202	0.79769367	0.85059124	0.8800739	0.8157282	0.8272797	0.69590044	0.7263929	0.8628112	0.8159457	0.8322604	0.74350363	0.7337333	0.8732305	0.7389369	0.7752876	0.9196131	0.75205386	0.91245353	0.88107616	0.7935717	0.7030444	0.7649466	0.7922251	0.81290615	0.9639258	0.80927575	0.6653883	0.75901127	0.6762244	0.83350414	0.67166764	0.8246066	0.9646299	0.8221457	0.7154858	0.8519426	0.82224596	0.7607474	0.91514945	0.8430153	0.7426181	0.8224424	0.89674914	0.86636645	0.7767911	0.7633401	0.8056283	0.84216815	0.74128354	0.7098544	0.74463886	0.7997633	0.8380525
Latijns-Amerikaans/adj	0.6908082	0.0	0.86117494	0.8651563	0.6504146	0.84422874	0.90827996	0.92200655	0.92215794	0.87469625	0.7846617	0.901737	0.79133934	0.9339459	0.8729826	0.93307716	0.92267555	0.8802289	0.8757314	0.92911536	0.80771804	0.82343477	0.84968954	0.94355154	0.922259	0.9160983	0.8541535	0.88487756	0.89199126	0.8509436	0.8380456	0.75893825	0.8837293	0.8623384	0.9177767	0.8852826	0.7740295	0.8658956	0.93168056	0.93355733	0.95566887	0.91861933	0.8234283	0.95425797	0.7761518	0.7710755	0.8676772	0.930295	0.9308267	0.9262215	0.8982914	0.8372451	0.861411	0.9155794	0.9395725	0.7261439	0.90394056	0.941846	0.8247843	0.85913515	0.90811497	0.8434415	0.9066926	0.930628	0.84037566	0.8434374	0.86880034	0.9218524	0.77402717	0.89077103	0.9277922	0.83059657	0.90384465	0.849144	0.91302943	0.7625204	0.87825686	0.91324633	0.80999744	0.89271396	0.91183364	0.92032	0.7533942	0.8754866	0.7666314	0.9138139	0.9292014	0.7309251	0.87327963	0.83779025	0.78211844	0.846797	0.9148979	0.86593914	0.7901933	0.80576396	0.89611435	0.91115075	0.8828167	0.7851865	0.89298445	0.77937245	0.91518354	0.97157544	0.86130977	0.9446962	0.9333778	0.9219295	0.784868	0.8846741	0.8511075	0.94122005	0.84288657	0.8608106	0.8649181	0.84057504	0.9323004	0.9660737	0.9398104	0.952404	0.85632694	0.83596927	0.905427	0.6404434	0.63264716	0.885566	0.78546786	0.85103035	0.88498163	0.9240605	0.804981	0.8176896	0.94603467	0.91079223	0.90812075	0.783549	0.91380113	0.917068	0.9032888	0.84246063	0.82147634	0.89627063	0.8525836	0.8569724	0.9501926	0.9066278	0.8813803	0.9080477	0.95079494	0.84108776	0.88750064	0.8538493	0.95408034	0.8219039	0.87160933	0.8525981	0.6232579	0.8618687	0.9047376	0.9529924	0.8551151	0.8838952	0.941372	0.90576947	0.835614	0.8909605	0.9186721	0.89916646	0.9164625	0.8946808	0.9469517	0.86674184	0.9149308	0.8107246	0.8871467	0.92687064	0.92797774	0.8628229	0.9186315	0.83521867	0.9573663	0.87715334	0.85041165	0.8269124	0.8044868	0.88859004	0.83407485	0.7799976	0.8043678	0.71718246	0.83619124	0.8177101	0.8787936	0.767742	0.7533985	0.9451153	0.85174716	0.841015	0.78545797	0.87186116	0.95578253	0.9425192	0.80644757	0.9017782	0.8312743	0.89213675	0.90790063	0.8873864	0.91905355	0.9116296	0.89429045	0.8824834	0.88227266	0.97544366	0.89991295	0.9531169	0.92448187	0.8867806	0.9083815	0.84738785	0.897025	0.93383443	0.83398235	0.89761925	0.7956573	0.8238114	0.8871304	0.9217856	0.91684836	0.8010673	0.845136	0.72221863	0.82843655	0.9256181	0.89285064	0.7232926	0.8837252	0.9443199	0.8919263	0.88451433	0.8579825	0.9021448	0.7683577	0.8977918	0.9359319	0.87325895	0.8547039	0.89717996	0.8190084	0.9010579	0.94869864	0.9005519	0.79274434	0.8904455	0.9377797	0.8623539	0.81187713	0.8837316	0.86256254	0.94433063	0.84294474	0.6257713	0.92864233	0.8838545	0.9303598	0.9230425	0.7768566	0.9064711	0.6427197	0.9244504	0.9187371	0.8504292	0.8588627	0.8245296	0.9171129	0.8322482	0.8494768	0.8075803	0.7814806	0.957597	0.8890541	0.89683723	0.872275	0.78375006	0.8704225	0.84806293	0.8453342	0.9459732	0.8006454	0.93962824	0.7694323	0.9041438	0.94011956	0.8246818	0.8290526	0.9424598	0.8230174	0.8755465	0.92770755	0.839186	0.8895205	0.91733783	0.93018913	0.8702076	0.86543435	0.77535564	0.8668066	0.90578604	0.9241727	0.9112091	0.9294089	0.893004	0.9028412	0.92804873	0.80354816	0.813691	0.88619256	0.89847684	0.8378616	0.8820554	0.88032794	0.8555887	0.9054312	0.91487163	0.8022611	0.8552393	0.84203094	0.86107635	0.87804854	0.7623749	0.9130068	0.9343842	0.734128	0.9463332	0.86597306	0.9394836	0.8984885	0.84703004	0.85920614	0.90699697	0.94042337	0.90795434	0.8449347	0.8388667	0.9062637	0.94482994	0.8245002	0.8933139	0.8978546	0.9643777	0.92294383	0.9108436	0.8753126	0.9314429	0.8054372	0.8932042	0.9227108	0.94840086	0.8751155	0.86951184	0.7665257	0.77301604	0.8822195	0.9083998	0.9519552	0.91267776	0.8817934	0.8976136	0.90241164	0.85556996	0.8847181	0.94498885	0.881366	0.8920481	0.77399075	0.82153416	0.85431653	0.81769514	0.9313941	0.84764636	0.8688673	0.8751663	0.90979147	0.91683185	0.92692244	0.8794109	0.9124037	0.90274274	0.9095837	0.772697	0.82482535	0.93063086	0.86980975	0.8482947	0.9454835	0.83873665	0.8783534	0.83007926	0.864223	0.83456683	0.78925866	0.82365656	0.8473498	0.90846115	0.9271027	0.8996374	0.87633675	0.87057555	0.9443808	0.8831213	0.8253498	0.881577	0.89235044	0.89096206	0.8488203	0.9350883	0.9567129	0.8345612	0.82956684	0.9600768	0.894959	0.8712441	0.5817333	0.8721924	0.913133	0.8983796	0.91621643	0.95807374	0.9493451	0.8298019	0.978612	0.92646885	0.94225013	0.89433205	0.93648064	0.8707317	0.8841877	0.9110698	0.94069886	0.85509217	0.87388283	0.8782181	0.9264294	0.8454858	0.91932493	0.8990086	0.9021104	0.9118613	0.815737	0.87343335	0.86407506	0.93405926	0.9137069	0.84139484	0.8642842	0.85721385	0.93647015	0.9369466	0.9044565	0.9096086	0.8684133	0.87073183	0.7492724	0.8091807	0.8700255	0.93124497	0.87186867	0.9467004	0.8504994	0.84482586	0.90799534	0.89950925	0.751343	0.93840015	0.9056736	0.92328966	0.89594644	0.9332473	0.88590324	0.9306873	0.8488494	0.710867	0.941595	0.9282183	0.897375	0.87511826	0.83198965	0.9021903	0.813572	0.86716616	0.9520814	0.85110676	0.9007208	0.8842017	0.7966796	0.747126	0.9136354	0.8367801	0.8718829	0.95681435	0.85140103	0.80395645	0.9170081	0.8707707	0.8542912	0.9117598	0.92444694	0.9118253	0.92756844	0.81000245	0.8463353	0.89374816	0.85392165	0.9338411	0.8802153	0.91543823	0.8910679	0.9089108	0.8296924	0.9226058	0.86120075	0.9122909	0.7793244	0.805252	0.82056415	0.8389962	0.81994975	0.81748176
T-shirt/noun	0.707062	0.86117494	0.0	0.9253416	0.85489655	0.9089057	0.76321423	0.8691288	0.89991313	0.863025	0.55406225	0.612713	0.8437313	0.8459968	0.813432	0.83049047	0.76550096	0.8328697	0.8393887	0.8096471	0.82174134	0.8571595	0.8049488	0.853891	0.85386	0.7256073	0.8476238	0.5526102	0.9006156	0.8447663	0.80516374	0.75246966	0.85101515	0.93820775	0.8570166	0.8746246	0.9097145	0.8959094	0.8752724	0.766589	0.9276306	0.91272837	0.9284445	0.89291716	0.8143575	0.8451288	0.81480795	0.8521186	0.76408434	0.8230097	0.837479	0.8629274	0.77347684	0.8900124	0.78773093	0.84595704	0.8408687	0.7802359	0.83693594	0.74838823	0.8970332	0.79222053	0.8527168	0.6964846	0.8824979	0.73445815	0.8683069	0.8792987	0.87178564	0.73532516	0.91461414	0.88066185	0.8804062	0.7971653	0.83180976	0.66125464	0.8867748	0.85629743	0.8797259	0.8139103	0.87843233	0.9006423	0.8345332	0.8050732	0.66271496	0.80232036	0.9184119	0.8794855	0.85292995	0.86014915	0.9134077	0.8245281	0.8732066	0.921875	0.7623298	0.838909	0.8703568	0.7950903	0.81262815	0.7443437	0.9091939	0.7953547	0.8941595	0.90543824	0.88313097	0.8091178	0.89054847	0.9573779	0.8454766	0.8052181	0.893273	0.80739474	0.8601167	0.84155697	0.8126054	0.79847455	0.8371906	0.92183757	0.81955695	0.8949149	0.78188634	0.71315527	0.6964607	0.68434656	0.83250606	0.7539361	0.74475837	0.7354324	0.9014596	0.61139715	0.6680125	0.6611655	0.83812255	0.74902415	0.8681664	0.6689687	0.85773206	0.8152978	0.81502247	0.8830192	0.84338176	0.8890112	0.7358623	0.7586651	0.91461486	0.84994256	0.58578193	0.86618847	0.77759385	0.6594972	0.7060218	0.7683698	0.867482	0.70709157	0.517509	0.84211844	0.8213129	0.75438017	0.886573	0.8006896	0.53991306	0.81767726	0.77499974	0.7837383	0.84345025	0.599933	0.89856756	0.8882726	0.7844631	0.7197705	0.7630543	0.73394144	0.80452746	0.8380842	0.881952	0.9246156	0.8034967	0.849039	0.7637155	0.77347714	0.8267127	0.8630535	0.72180426	0.8520678	0.81573105	0.9384754	0.852119	0.842178	0.8684322	0.8477573	0.82124805	0.8244047	0.9551323	0.86002815	0.8722817	0.88627297	0.8396189	0.7057264	0.91402423	0.75683475	0.7815869	0.7192219	0.54198426	0.8564275	0.843604	0.8425539	0.7824615	0.88649565	0.8537235	0.82069206	0.8405662	0.87468535	0.89063764	0.88961107	0.74839467	0.8098559	0.87424386	0.84466183	0.803958	0.79593897	0.8381725	0.85251707	0.741021	0.82285446	0.85224956	0.8254725	0.7682648	0.7525742	0.65127075	0.8269235	0.91199267	0.8165536	0.71293235	0.9071224	0.775854	0.92142874	0.83308226	0.8300485	0.8373489	0.75196064	0.81770414	0.7790888	0.9077618	0.7635875	0.80432284	0.88423693	0.8510736	0.74324656	0.7935732	0.80589557	0.83763486	0.85442317	0.9542725	0.7820802	0.7984439	0.6824919	0.74860805	0.8875904	0.80383825	0.871152	0.69709086	0.8553992	0.8783867	0.77314657	0.7988968	0.7443529	0.8794156	0.8546562	0.7289856	0.8032258	0.8761592	0.7995913	0.81068856	0.76354724	0.7737069	0.79171956	0.8806425	0.8366003	0.8122791	0.9439249	0.6986985	0.9539416	0.7304703	0.954977	0.7844064	0.95994294	0.76292276	0.78020155	0.80649436	0.8552615	0.8515956	0.87622344	0.87369084	0.8739542	0.78959996	0.8901413	0.8706134	0.91324896	0.8824131	0.87600195	0.80973196	0.8650559	0.8773304	0.78770554	0.8410673	0.90948194	0.78782374	0.8730333	0.8302107	0.84105754	0.8591783	0.6940879	0.6506295	0.8063684	0.7096372	0.5864465	0.6936307	0.8632662	0.7892939	0.71579325	0.47391003	0.74662673	0.81778437	0.89150953	0.8478839	0.87700295	0.85947436	0.7702097	0.8412782	0.6706353	0.6389755	0.8552488	0.6516155	0.9324816	0.9212522	0.8991265	0.7877815	0.8974817	0.82619834	0.67728376	0.79346955	0.7365482	0.797027	0.85914314	0.8659605	0.9518968	0.8814955	0.8202862	0.8967107	0.81115896	0.79424745	0.74648076	0.81141764	0.8071436	0.8794287	0.9066917	0.7896702	0.75239825	0.80178463	0.77447796	0.6819829	0.6768637	0.8541196	0.7639773	0.898439	0.76095486	0.78335947	0.8896545	0.86087483	0.8182662	0.6530701	0.85368717	0.8842255	0.87499577	0.6384169	0.78101444	0.7153573	0.6988367	0.8202985	0.909221	0.87556547	0.79335046	0.69768894	0.8351068	0.712394	0.77923685	0.86670244	0.83166224	0.79544437	0.5532206	0.7451518	0.7477555	0.5631018	0.9306173	0.7854004	0.7619294	0.9230874	0.8885125	0.85146487	0.62884665	0.80720896	0.79609823	0.7548919	0.860175	0.88186777	0.82611126	0.8496213	0.88681895	0.9396954	0.88198936	0.7197016	0.83891016	0.7759224	0.7887054	0.8775259	0.7276596	0.8252751	0.77763355	0.5019168	0.82084596	0.7968388	0.8628913	0.71959907	0.91850364	0.79888713	0.90663624	0.8688127	0.8838031	0.8901613	0.8508479	0.81019753	0.8216804	0.7868833	0.84059703	0.90638834	0.90751934	0.80102277	0.8848903	0.9552668	0.84357595	0.8389039	0.8420941	0.85072935	0.8387857	0.8934543	0.78501076	0.86414254	0.86797965	0.8940129	0.8178113	0.8946903	0.865419	0.86704385	0.8360639	0.89845854	0.92450655	0.83192194	0.9367402	0.86913455	0.87380785	0.7748159	0.66515446	0.8131855	0.766335	0.8410324	0.87602335	0.91754985	0.907503	0.741361	0.8780191	0.9123263	0.8552474	0.8241126	0.73110497	0.7537849	0.68184483	0.8652244	0.79982615	0.8151114	0.88002867	0.7417526	0.7609791	0.92984855	0.8807133	0.89754665	0.5914602	0.7443279	0.8988366	0.81803924	0.81635296	0.82587165	0.7332634	0.9284861	0.8793597	0.82496387	0.8029591	0.8329734	0.9179599	0.8173082	0.88400847	0.68489623	0.74067897	0.7747023	0.5617056	0.851251	0.85183656	0.7034807	0.9161327	0.75758255	0.8010643	0.88378954	0.84717655	0.73038393	0.8620405	0.90699	0.79740727	0.85348976	0.8734704	0.875126	0.85752416	0.890736	0.8802988	0.86166584	0.86676633	0.56954074	0.6304565	0.7165928	0.9172032
