	1/num	299/num	Beatrix/name	Champs-Elysées/name	Crijns/name	Djindjic/name	Eredivisie/name	Gimv/name	Latijns-Amerikaans/adj	Maasstad/name	Marilyn/name	Minerva/name	Sommer/name	Spielbergs/det	Strupar/name	UCB/name	Vlaams_nationalist/noun	Westers/adj	Zoran/name	Zuidoost/name	aangesloten/adj	achteloos/adj	achter/prep	adem/part	af/part	afstandelijk/adj	afval/noun	al/det	alleen/adv	alleen/vg	aller/det	als/comp	altijd/adv	ander/adj	angstig/adj	bang/adj	bedoeld/adj	begerig/adj	bekijk/verb	bekogel/verb	beneden/adv	bepaal/verb	beschouwd/adj	bevestiging/noun	bewonder/adj	bewust/adj	bezoeker/noun	bied/verb	bier/noun	binnenkant/noun	bizar/adj	blanco/adj	blikvanger/noun	boekenkast/noun	boekhouding/noun	boon/noun	boos/adj	bord/noun	boven/prep	breed/adj	briefwisseling/noun	broeierig/adj	buitenaf/adv	buitenstaander/noun	cockpit/noun	collectie/noun	coulisse/noun	dan/adv	danseres/noun	de/det	design/noun	dezelfde/det	dichtbij/adj	die/det	die/pron	diepzinnig/adj	ding/noun	dood/verb	doordringend/adj	dreigend/adj	droef/adj	droevig/adj	dromerig/adj	druk_in/verb	duister/adj	dummy/noun	een/det	eender/adj	eens/adv	eenzelfde/det	eenzijdig/adj	eerste/num	eeuwig/adj	eigen_toe/verb	elkaar/pron	en/comp	en/vg	ene/adj	enkel/adj	ernaar/pp	ernstig/adj	erwt/noun	erwt_soep/noun	even/adj	exclusief/adj	fascinatie/noun	fel/adj	figureer/verb	fles_DIM/noun	fobie/noun	fris/adj	gebit/noun	gedurfd/adj	geef/verb	geen/det	gelaatsuitdrukking/noun	gelegenheid/prep	generaal/noun	geniepig/adj	genoeg/det	geregisseerd/adj	gericht/adj	gevolgd/adj	gezicht/noun	glas/noun	glimlach/verb	gram/noun	groente/noun	guitig/adj	gun/verb	haar/det	hautain/adj	hecht/verb	heen/part	heer/noun	hem/pron	hersenen/noun	hij/pron	hoe/adj	hoef/verb	hongerig/adj	hun/det	ieder/det	iemand/noun	in/prep	inkt_zwart/adj	inspireer/adj	instrumentarium/noun	intellectueel/noun	intelligent/adj	ironie/noun	ironisch/adj	jaar_boek/noun	je/det	je/pron	jongen/noun	jouw/det	kaart/noun	kerkganger/noun	keur_af/adj	kijk/verb	kijk_aan/verb	kijk_op/verb	kijker/noun	kleuter/noun	klok/noun	koek/noun	koel/adj	koffie/noun	komiek/noun	komisch/adj	kop/noun	kort/adj	kritisch/adj	kwaad/adj	laat/verb	laat_af/adj	leeg/adj	leer/verb	leid_af/verb	lever_op/verb	lichaam_taal/noun	licht/adj	lijk/verb	maar/vg	magnifiek/adj	mama/noun	man/noun	mannelijk/adj	me/pron	meegereisd/adj	meewarig/adj	meisje/noun	merk_op/verb	met/prep	mijn/det	mild/adj	mismoedig/adj	modern/adj	moedeloos/adj	mond/noun	monster/noun	naar/adj	naar/prep	nauw/adj	nauwelijks/adv	nauwkeurig/adj	naïef/adj	neer/part	neergestort/adj	niet/vg	niet_westers/adj	objectief/adj	of/vg	onder/prep	onderwerp/verb	onderzoek/adj	oneindig/adj	ongegeneerd/adj	ongeluk/noun	ons/det	ons/pron	ontegenzeggelijk/adj	onthutsend/adj	ontluik/verb	onvergetelijk/adj	onvermijdelijk/adj	oog/noun	op/part	op/prep	open/adj	open/part	opgelucht/adj	opzichtig/adj	opzij/adv	paard/noun	pak/noun	pasgeboren/adj	prachtig/adj	projectontwikkelaar/noun	publiek/adj	raam/noun	recht/adj	regelmatig/adj	richt/verb	richting/noun	rug/noun	schaduwzijde/noun	schalks/adj	scheef/adj	scherm/noun	scherp/adj	schouder/noun	schuif/verb	schuin/adj	sereen/adj	smeek/adj	snel/adj	sober/adj	speelgoed/noun	spiegel_DIM/noun	spreek/verb	staar/adj	star/adj	steevast/adj	stilte/noun	stoeprand/noun	straat/noun	strak/adj	streng/adj	surf/adj	tante/noun	tegel/noun	tegelijkertijd/adj	tegemoet/part	teneinde/comp	terwijl/comp	thee_lepel/noun	toe/adv	toe/part	toekomst/noun	toon/verb	tred/noun	trek_op/verb	trek_open/verb	triomfantelijk/adj	typisch/adj	u/det	uit/prep	vaag/adj	vader/noun	val/verb	van/comp	van/prep	veelbetekenend/adj	vergeefs/adj	verleden/noun	verliefd/adj	vermoeid/adj	verontrust/adj	verontschuldig/adj	verruim/verb	vertederd/adj	vertoon/noun	vervlecht/verb	verwachtingsvol/adj	verwijtend/adj	vijandelijk/adj	vitrine/noun	vluchtig/adj	voedsel/noun	voetballer/noun	volg/verb	volsta/verb	voorbijganger/noun	vooruit/adv	vraag/adj	waarin/pp	waarmee/pp	wakker/adj	wanneer/comp	wat/adv	wat/det	weemoedig/adj	weer/adv	wend_af/verb	wereld/noun	werkelijkheid/noun	werp/verb	werp_toe/verb	werp_uit/verb	wie/pron	wissel_uit/verb	woord/noun	worst/noun	ze/pron	zelfs/adv	zichzelf/pron	zie/verb	zie_vooruit/adj	zijn/det	zo'n/det	zoek/verb	zomaar/adv	zonder/prep	zondig/adj	zorgelijk/adj	zuiden/noun	zwart/adj	één/num
1/num	0.0	0.83787763	0.9835553	0.9037953	0.98082525	0.99946517	0.8458891	0.997756	0.9908319	0.99304336	0.9974694	0.99897367	0.9969826	0.9999552	0.99551684	0.9156356	0.99757177	0.9686855	0.9994993	0.99462044	0.99757314	0.9814163	0.95819694	0.9628003	0.9832935	0.99411756	0.88731396	0.97236365	0.9568234	0.9820815	0.99226385	0.9842449	0.9713446	0.9918627	0.9859572	0.99703586	0.97245175	0.94320416	0.9904708	0.93852115	0.9343501	0.9694368	0.9362853	1.0	0.9935045	0.96874356	0.96535903	0.96074605	0.8234185	0.9679252	0.99827963	0.93663025	0.9881767	0.98501414	0.9933398	0.565889	0.99514747	0.8597968	0.88722724	0.9619066	0.9735275	0.99433756	0.9972329	0.99836284	0.9760806	0.94010043	0.9967869	0.9943407	0.97971964	0.9453075	0.99215233	0.9711758	0.99454474	0.977206	0.98744047	0.9986174	0.99632573	0.9866171	0.96682596	0.98310745	0.9790701	0.997492	0.99446017	0.97625154	0.9943348	0.97026646	0.91472304	0.97694004	0.9683381	0.9837098	0.92802083	0.98604167	0.9861331	0.9981508	0.99045247	0.9881678	0.87587667	0.95157117	0.9730889	0.999513	0.9877742	0.50672865	0.8723829	0.97273463	0.87719524	0.9871858	0.9916166	0.9493282	0.8567346	0.96722406	0.9171972	0.93064356	0.9762287	0.9725651	0.9790144	0.96412987	0.985237	0.9984012	0.99587435	0.9402939	0.9953212	0.98168296	0.9569313	0.97612953	0.7380508	0.9905641	0.30404955	0.7433263	0.98728204	0.9854985	0.9844996	0.97728926	0.96707875	0.9868325	0.9768726	0.9942625	0.8743594	0.98311216	0.9945885	0.97677225	0.9894568	0.9581193	0.9608545	0.99206746	0.9836934	0.9895126	0.996366	0.9998721	0.98921263	0.996909	0.9851362	0.9919626	1.0	0.9512087	0.9762803	0.9711696	0.99020034	0.9716923	0.99751365	0.99644935	0.97758806	0.9808619	0.9874156	0.9783919	0.97794926	0.9829599	0.9079143	0.95727175	0.7530449	0.98980546	0.99709415	0.8508759	0.9895436	0.9853897	0.9813882	0.953021	0.99125683	0.9107022	0.98859566	0.9880664	0.93094087	0.98805857	0.8110811	0.9903027	0.99150693	0.9910874	0.995589	0.9783971	0.98843074	0.99435604	0.9956982	0.987778	0.9892319	0.9781288	0.9195113	0.9862774	0.77659804	0.99874353	0.9819912	0.9801602	0.9648002	0.9729533	0.98514813	0.9924958	0.9729315	0.975234	0.9295876	0.99482983	0.9656726	0.9919146	0.96610314	0.9990736	0.9962337	0.6831251	0.970631	0.9921106	0.97835743	0.97091603	0.98062646	0.9801003	0.9953786	0.997311	0.99547225	0.9995833	1.0	0.99694955	0.9940546	0.98243666	0.98253655	0.97699004	0.9421488	0.97071445	0.99685687	0.9527193	0.9703778	0.97359	0.8612958	0.968707	0.982662	0.9991396	0.98983383	0.94508576	0.9823551	0.97033817	0.9568392	0.99638456	0.9811414	0.984273	0.9969345	0.9622236	0.9761938	0.86224747	0.9378591	0.9300488	0.96111083	0.9933372	0.9995077	0.9704118	0.9740864	0.9601749	0.97202253	0.9951353	0.9448949	0.90347385	0.9356252	0.9945098	0.9909089	0.9875135	0.97123563	0.9837748	1.0	0.9942117	0.96266806	0.9950318	0.98783726	0.98884946	0.96536636	0.18285549	0.9608156	0.8724238	0.9617258	0.97909814	0.93778384	0.9575763	0.93244594	0.9653818	0.9872685	0.9540449	0.95714194	0.98858225	0.97590715	0.9864561	0.9657811	0.96825236	0.9521916	0.9216303	0.97616404	0.99618065	0.9926024	0.9949073	0.8522792	0.9999819	0.987204	0.9979503	0.97113526	0.9989353	0.9587883	0.9950788	0.9451122	0.9813724	0.927606	0.99573463	0.979716	0.9103247	0.989322	0.99786586	0.98986745	0.9389787	0.97327185	0.98094064	0.98272914	0.97872835	0.87284875	0.9918336	0.9837482	0.9952362	0.9786736	0.9836028	0.98563826	0.99352914	0.95222265	0.9730261	0.99228925	0.9985787	0.80937046	0.98390466	0.91523755	0.9916318	0.9886183	0.99936444	0.9576546	0.931825	0.99705315	0.94912815	0.9618657	0.995624	0.99875784	0.99488	0.68232304	0.90846765
299/num	0.83787763	0.0	0.99171895	0.8960337	0.9139745	0.99167854	0.9644937	0.9503802	0.8948348	0.7547119	0.9186772	0.99627954	0.9789633	0.98161054	0.94282776	0.94130206	0.99298036	0.9362137	0.99180514	0.9601111	0.97742075	0.895189	0.96662253	0.9094163	0.9751857	0.94963104	0.91206914	0.92559665	0.8908396	0.9830995	0.98775303	0.90535736	0.9486725	0.91480935	0.8991194	0.95281136	0.94676626	0.9458273	0.97295314	0.90541154	0.90943676	0.96204925	0.91496503	0.9620017	0.9442371	0.93601364	0.91434467	0.95800465	0.8287444	0.966821	0.82764053	0.87371933	0.9827139	0.9220061	0.98192245	0.8685007	0.9470614	0.88342106	0.93861043	0.9225084	0.9907237	0.8744631	0.88281953	0.9308571	0.91694057	0.97682476	0.9806	0.94978964	0.9623116	0.9736618	0.9360578	0.9471196	0.9401028	0.8553494	0.90493166	0.93940467	0.90962857	0.9160315	0.88117445	0.9511796	0.90681696	0.85613906	0.912988	0.9031828	0.94580317	0.9044214	0.79946244	0.8935047	0.8740059	0.93120986	0.9085928	0.8451756	0.94946957	0.92668885	0.9492948	0.9336541	0.96022797	0.95479184	0.94109017	0.9250918	0.8085242	0.85312927	0.8783274	0.9362191	0.98033386	0.93953943	0.9657103	0.94393563	0.79900473	0.7566544	0.88153756	0.9121413	0.9359064	0.89149636	0.84371006	0.9101536	0.9881082	0.99401903	0.8982118	0.8915134	0.98749447	0.9573208	0.99129325	0.92684335	0.8482438	0.9259302	0.792243	0.8166043	0.84201396	0.9327658	0.94314164	0.8825842	0.9434885	0.9554026	0.9932343	0.9032179	0.9091831	0.9284421	0.96727854	0.9113776	0.9354847	0.9303344	0.95982254	0.8452113	0.9892083	0.9206796	0.93892634	0.8783134	0.9266717	0.9727079	0.9372888	0.97872174	0.9671557	0.890196	0.88413024	0.95890206	0.91630536	0.88320327	0.9405239	0.8953261	0.901619	0.90794194	0.9010056	0.9467025	0.9581933	0.96523404	0.96569693	0.953478	0.87166834	0.93380886	0.88681275	0.93519896	0.93719614	0.95321673	0.9035735	0.9191284	0.9389822	0.88413936	0.9594167	0.91755044	0.8960315	0.95351166	0.8677648	0.84207505	0.9085905	0.91407937	0.97942287	0.9417417	0.88922614	0.9264811	0.95873636	0.89100546	0.9410126	0.9766378	0.887546	0.9116465	0.9681498	0.86666757	0.9329052	0.85511774	0.9299009	0.96448064	0.92909795	0.9620703	0.98544526	0.9361856	0.86697304	0.9183721	0.97692025	0.98416036	0.9806706	0.90332854	0.9782621	0.84616125	0.99113226	0.98955905	0.9505604	0.91067624	0.9240545	0.89010733	0.97741616	0.92008877	0.92942244	0.92969644	0.9452395	0.8639948	0.8462415	0.9338336	0.91730815	0.8704138	0.898186	0.960407	0.97601634	0.933285	0.963786	0.9498553	0.7945295	0.9211019	0.8864827	0.90526646	0.97713274	0.9442426	0.9225251	0.93528825	0.9611089	0.9902615	0.97151506	0.90142757	0.93575084	0.8997334	0.9333817	0.93510795	0.9575538	0.93074614	0.9027022	0.93161696	0.94802684	0.9490178	0.9245168	0.89593863	0.89870524	0.9266808	0.87115	0.9014654	0.9232245	0.9157141	0.86019534	0.9170999	0.92812824	0.9812353	0.9223338	0.96402436	0.97850245	0.9721813	0.95978934	0.9591114	0.929227	0.84197176	0.96462446	0.9518581	0.9643978	0.9218319	0.97750866	0.97765833	0.93890995	0.8501091	0.87890273	0.9359566	0.9904014	0.91147107	0.9832374	0.85945785	0.92208886	0.98012733	0.93910974	0.98208094	0.9651428	0.97732216	0.8555855	0.9696894	0.91841954	0.9458005	0.9013272	0.935147	0.9478566	0.90156645	0.93257695	0.8520764	0.89921844	0.8929229	0.96399444	0.96535605	0.9912758	0.9031963	0.8858203	0.9373064	0.9329864	0.93524534	0.92772835	0.9444962	0.9067878	0.9418613	0.842632	0.90275025	0.9029774	0.85910827	0.98434705	0.97593874	0.9463906	0.92950976	0.93376625	0.972449	0.95244175	0.9095744	0.8938225	0.9124137	0.8947224	0.94059604	0.88598627	0.96369183	0.895873	0.69848824	0.95497113	0.9208521	0.8669027	0.9100126	0.89897573	0.9401362	0.8757583	0.80627775
Beatrix/name	0.9835553	0.99171895	0.0	0.954218	0.9640427	0.9374511	0.8703549	0.94699913	0.9468087	0.81485325	0.8577097	0.97752416	0.92671216	0.9052555	0.8396542	0.974239	0.96635854	0.88681436	0.97027886	0.8638079	0.95213443	0.89977366	0.8436307	0.8521452	0.9487413	0.83912915	0.9698386	0.79547733	0.82750046	0.86885333	0.98092926	0.7529584	0.78570104	0.9636616	0.7842813	0.899209	0.8983713	0.8555168	0.83781505	0.93390167	0.8733257	0.9506633	0.84176797	0.88415825	0.66715664	0.81079197	0.7200694	0.86039853	0.93444455	0.86823463	0.8219455	0.96806216	0.8994412	0.85132396	0.9346865	0.9666921	0.6857004	0.8710071	0.8768944	0.8159277	0.8791479	0.85040855	0.9154279	0.74237883	0.89664936	0.85313535	0.8030766	0.8383409	0.8503612	0.83448535	0.79705137	0.8734076	0.83664095	0.8674047	0.7834784	0.9166593	0.9131399	0.87725437	0.87045896	0.7156768	0.81538737	0.7992989	0.7759156	0.83261204	0.8474784	0.95814973	0.7587385	0.9586271	0.8533401	0.81200725	0.8513789	0.8909442	0.7525709	0.9618433	0.7838974	0.7744959	0.7383932	0.79861706	0.82749677	0.7388898	0.8389338	0.9803948	0.9632623	0.68429255	0.90782547	0.8794966	0.8319982	0.87973934	0.91741014	0.8890458	0.828945	0.8500837	0.8334062	0.8536332	0.88850385	0.82358074	0.80773914	0.85392696	0.88421786	0.9132749	0.7824227	0.8620107	0.92957544	0.69960797	0.92480224	0.64345556	0.9528646	0.93942237	0.8256173	0.7892734	0.5552231	0.8104417	0.90629447	0.7868174	0.7566737	0.6344943	0.85056746	0.62922513	0.78705716	0.89938325	0.87902087	0.82722825	0.85152465	0.7862352	0.86818933	0.91226315	0.9438061	0.92878073	0.8177342	0.75728273	0.77199984	0.643087	0.9036829	0.88543934	0.84612876	0.74482214	0.78250635	0.949824	0.78955275	0.78530115	0.686484	0.6594697	0.6957992	0.71255076	0.71210563	0.9445467	0.9468377	0.77760166	0.8683446	0.8400023	0.78037626	0.8657359	0.7838927	0.7572529	0.7573549	0.86695516	0.91132325	0.86478066	0.8594283	0.8606036	0.8519198	0.84784883	0.8059767	0.82145315	0.7615485	0.8320516	0.7071477	0.69943196	0.80729073	0.7791308	0.65828824	0.75675297	0.6681055	0.8185408	0.81734544	0.8286972	0.781391	0.90031964	0.901804	0.83781606	0.7375133	0.8719099	0.7773512	0.7768025	0.9061717	0.86938393	0.8348857	0.737837	0.8507532	0.8838023	0.83285487	0.9642157	0.77891386	0.853818	0.8893444	0.9006239	0.9164516	0.8136141	0.8503554	0.8294576	0.92734814	0.8585824	0.93178874	0.7759522	0.94936436	0.83527774	0.8223376	0.72930956	0.89103	0.8437238	0.88257706	0.9118422	0.70899063	0.8512826	0.89414966	0.900111	0.79855955	0.8153235	0.78023446	0.93808895	0.8862394	0.82543224	0.8775699	0.78050745	0.8145375	0.8811187	0.87053186	0.84842384	0.8586193	0.8917395	0.82342726	0.83982176	0.72157955	0.93445265	0.8980758	0.8261794	0.8467931	0.929093	0.683218	0.93129253	0.9409176	0.6072053	0.8561161	0.80463934	0.75620663	0.7061732	0.92706245	0.93577194	0.7305757	0.7186495	0.9638366	0.59469855	0.9045374	0.659308	0.85308284	0.92769873	0.6561998	0.9384533	0.7072196	0.6803375	0.89256954	0.7723054	0.94447124	0.88329923	0.92798805	0.8220012	0.8534275	0.8653048	0.9010318	0.78314495	0.5708082	0.91953284	0.81387264	0.84302115	0.739943	0.84731966	0.825892	0.62569153	0.7523134	0.75216	0.7617854	0.9144765	0.71577513	0.7477315	0.8687926	0.912953	0.82794493	0.8810777	0.89494497	0.83098173	0.85285336	0.8523609	0.8841898	0.8410772	0.8023537	0.9205757	0.91740894	0.7937247	0.8156938	0.83113945	0.6945982	0.7146232	0.86299944	0.767799	0.807381	0.9019424	0.85555744	0.7721963	0.81376874	0.7453762	0.974008	0.853552	0.7435508	0.752054	0.8473226	0.64728105	0.742566	0.77078974	0.8524257	0.92954713	0.7434397	0.8210618	0.9145652	0.8752385	0.87542945	0.9390076	0.8395261	0.9677907	0.8389365	0.94270945
Champs-Elysées/name	0.9037953	0.8960337	0.954218	0.0	0.932775	0.96382684	0.92805624	0.9640986	0.99032533	0.9098616	0.87394404	0.9306597	0.9522427	0.9485364	0.96432817	0.96442485	0.9475256	0.98854333	0.9912842	0.9227656	0.9836919	0.9213777	0.8495449	0.95040417	0.95660603	0.90583533	0.96303725	0.8760008	0.9220858	0.88363737	0.94424736	0.9357708	0.88110596	0.95258164	0.92930543	0.95844007	0.80108774	0.9252686	0.9337119	0.99255395	0.87815785	0.95490277	0.91335875	0.9759321	0.9399291	0.9371823	0.91660583	0.99757725	0.93745285	0.8585035	0.95319736	0.9857215	0.91946787	0.8953692	0.9490861	0.9398637	0.96618605	0.88765144	0.93242586	0.8936914	0.9178511	0.9809088	0.9163988	0.9009959	0.90157646	0.9385346	0.9222174	0.92885983	0.847756	0.85792565	0.9460241	0.85098267	0.8547077	0.88401234	0.85972863	0.9619689	0.90214	0.97465646	0.96172535	0.927602	0.8975193	0.8710568	0.8597066	0.9481491	0.8589215	0.88284	0.8462055	0.97277683	0.9100837	0.89642733	0.95485044	0.9385304	0.8468565	0.88323206	0.8941945	0.91950494	0.828191	0.9225878	0.9040741	0.9899933	0.9148022	0.93471116	0.9419906	0.8968643	0.9826683	0.9851691	0.9480212	0.85976666	0.89846	0.9818992	0.84156036	0.9337819	0.9845049	0.91306835	0.97325706	0.76648504	0.98953414	0.94959533	0.94550884	0.9793056	1.0	0.95244986	0.85150135	0.76002526	0.9385852	0.90562475	0.88583446	0.9384022	0.8172933	0.92625916	0.81096995	0.96545887	0.98976165	0.9071077	0.9378931	0.9393271	0.9106762	0.89462286	0.9341886	0.9888786	0.9624772	0.8687768	0.94628906	0.8688449	0.94979155	0.9286263	0.9890356	0.950782	0.950055	0.8548508	0.9113995	0.834424	0.96704	0.82970595	0.9142321	0.87034976	0.91344035	0.9477669	0.85331964	0.93856895	0.9040355	0.8902338	0.8338109	0.95798534	0.79525185	0.93450445	0.9101396	0.87872475	0.87593734	0.7746505	0.9463662	0.8459664	0.9417073	0.942883	0.9433043	0.9184734	0.97289646	0.93400884	0.9582921	0.9488415	0.9267647	0.9464905	0.8452605	0.94418454	0.8738111	0.7716836	0.8101896	0.9006154	0.96276784	0.9567013	0.9538122	0.9325645	0.82695925	0.96540534	0.8812129	0.9189364	0.97938424	0.9081674	0.8818895	0.9860537	0.91266924	0.9401977	0.90688014	0.9384617	0.9600147	0.91569465	0.9091357	0.991336	0.8089916	0.93640286	0.98066133	0.98500735	0.83308357	0.89538985	0.94942683	0.9922062	0.9207644	0.8981836	0.93221056	0.9686126	0.9372777	0.9256753	0.9500556	0.9625643	0.9287598	0.9860458	0.9593876	0.8488355	0.950954	0.9277586	0.86810255	0.9428105	0.93025553	0.8336903	0.8357193	0.821728	0.8604566	0.9234855	0.80775714	0.9680114	0.9876993	0.9361384	0.88281834	0.9226118	0.919192	0.9499398	0.79174733	0.9498077	0.83328956	0.909215	0.79553103	0.98100626	0.8891642	0.9415107	0.7936268	0.8800619	0.96508944	0.9626243	0.85897565	0.9650435	0.9335255	0.9512954	0.9662769	0.9439955	0.92527807	0.78864807	0.9244044	0.93976766	0.86499953	0.95818853	0.9192116	0.9234492	0.8843446	0.95254195	0.85277826	0.9228461	0.8890451	0.9068761	0.89371485	0.8966131	0.9738956	0.8960593	0.9631685	0.81485623	0.9623943	0.9309859	0.8817236	0.9191557	0.927806	0.9702523	0.9251987	0.97451484	0.9046724	0.86392367	0.9699035	0.906866	0.9745464	0.74620736	0.95810926	0.947235	0.84155333	0.9619223	0.94905055	0.9621897	0.99424154	0.876228	0.96462715	0.90583605	0.93223256	0.9347252	0.9688679	0.94896024	0.925739	0.98774636	0.9503005	0.9239782	0.99342006	0.87065697	0.87770987	0.91273177	0.92227376	0.91800547	0.98868316	0.9771589	0.9065822	0.97667176	0.958161	0.9509427	0.8657241	0.9649995	0.9352286	0.95165783	0.9750592	0.95245004	0.94542277	0.8919635	0.917856	0.8657442	0.9434929	0.9605053	0.8176448	0.8504931	0.90830076	0.91091716	0.9180099	0.9383514	0.9410701	0.94882894	0.90645945	0.8919501
Crijns/name	0.98082525	0.9139745	0.9640427	0.932775	0.0	0.94780993	0.9763164	0.96424514	0.89881283	0.8670868	0.9370727	0.88141406	0.9292125	0.9698205	0.9584925	0.9875812	0.847155	0.93907934	0.97881424	0.9363736	0.96210694	0.7957177	0.9147577	0.8031459	0.94622725	0.90908456	0.92934394	0.88171333	0.9132291	0.9244012	0.9602717	0.8665239	0.8719357	0.9196357	0.8919305	0.92599434	0.9575979	0.86476797	0.90735173	0.921038	0.91489244	0.9088724	0.8859307	0.8459142	0.8737345	0.9109449	0.888045	0.910373	0.902357	0.91958296	0.8238407	0.912172	0.94276434	0.8224038	0.9521206	0.93155384	0.95541376	0.8639695	0.88712263	0.87991637	0.8540337	0.9663934	0.90522045	0.85076064	0.8946765	0.9042226	0.9235909	0.8693739	0.92790854	0.8548201	0.7948489	0.94025564	0.875761	0.88217235	0.8844113	0.9134781	0.7915367	0.96180546	0.912396	0.9682251	0.86290824	0.9166412	0.9352673	0.9739015	0.8531049	0.8071958	0.8181492	0.91595244	0.8291338	0.88626885	0.96274143	0.9579821	0.9585302	0.86960423	0.8632055	0.84199905	0.83991766	0.9318358	0.91285574	0.84544295	0.95803064	0.9402372	0.9564431	0.8036096	0.9601872	0.9656275	0.8125609	0.8227459	0.7727892	0.89746267	0.83932304	0.8881574	0.8037343	0.91098154	0.94739276	0.888517	0.92299885	0.85446906	0.8228302	0.86765397	0.9669143	0.89349586	0.9543352	0.85616463	0.82786083	0.8696584	0.9658993	0.940763	0.8904533	0.85655123	0.8710179	0.9268183	0.946826	0.8014077	0.80758804	0.88890326	0.8851602	0.7648185	0.87152517	0.8607986	0.87992215	0.81662285	0.87028134	0.9033221	0.87221766	0.7740989	0.822649	0.92574656	0.84450907	0.82558954	0.89733875	0.85446125	0.9608613	0.82075036	0.82826257	0.89970523	0.81828535	0.87624013	0.873697	0.91187626	0.8046235	0.8225949	0.8555254	0.84269726	0.924766	0.83834714	0.8685799	0.9138198	0.91559446	0.9316297	0.9027691	0.9235572	0.96125907	0.8359507	0.93798	0.8533916	0.91139674	0.8862219	0.8650166	0.95609266	0.81789047	0.8769662	0.9242431	0.9136955	0.8397976	0.91460514	0.94559735	0.88376427	0.93889725	0.8911303	0.89983886	0.87435675	0.9463427	0.865582	0.84087014	0.8526998	0.93870264	0.90948486	0.835822	0.8531416	0.8096858	0.86678696	0.8593358	0.91597027	0.86110026	0.8978752	0.9021463	0.902182	0.8176705	0.9923361	0.96550083	0.9245983	0.8497852	0.90975404	0.92734945	0.91869843	0.8038529	0.91521055	0.7505618	0.95556706	0.92658514	0.89031494	0.9241136	0.820884	0.9402364	0.97065645	0.9243424	0.84589076	0.9246433	0.9565572	0.8147397	0.86135006	0.86881155	0.8789303	0.8554257	0.85406625	0.8433322	0.8424657	0.8945531	0.9394702	0.94083047	0.8354565	0.8539498	0.84605837	0.91199154	0.9365389	0.9183194	0.92838573	0.89297974	0.89287543	0.9480249	0.8980657	0.89837533	0.81880754	0.86989576	0.9586685	0.88595116	0.8605756	0.8893776	0.89901346	0.91235864	0.82873595	0.87815607	0.91039205	0.8668965	0.9516571	0.88088393	0.8752683	0.8588202	0.95530593	0.92984456	0.9611684	0.9545747	0.84389687	0.90648	0.8452766	0.7807685	0.9815035	0.838612	0.9453273	0.9535079	0.7546357	0.9442686	0.9438223	0.75940037	0.7691312	0.95497096	0.8353696	0.9079136	0.8711675	0.94408786	0.90776926	0.8886519	0.97681	0.83744186	0.9512274	0.87574786	0.9323466	0.9121774	0.9336786	0.82052505	0.98932534	0.91536653	0.87209785	0.89471865	0.8883673	0.91977537	0.96323854	0.8913442	0.8430478	0.89153945	0.87457526	0.9306061	0.90561354	0.8664742	0.8456116	0.871231	0.8528997	0.85166174	0.9140634	0.843274	0.868153	0.89123166	0.8425569	0.85616624	0.9063811	0.9009606	0.84049404	0.8532294	0.8598954	0.9455898	0.92542994	0.9176365	0.7764	0.9281515	0.77266335	0.82559705	0.81079966	0.83671474	0.9554466	0.7913445	0.875295	0.96908855	0.8572124	0.90316445	0.93950486	0.9398121	0.98797363	0.88670874	0.9219347
