	Formule/noun	aandoenlijk/adj	aangetroffen/adj	aanhang_wagen/noun	aanmaak/noun	aantal/noun	actief/adj	afbeelding/noun	afkomstig/adj	akelig/adj	alcohol/noun	alge/noun	alleen/adv	alles/adv	analyse/noun	ander/adj	aromatisch/adj	astma/noun	bacterie/noun	bazaar/noun	bedek/verb	bedekt/adj	bedrijf/noun	bedrukt/adj	behandel/verb	bekend/adj	beland/verb	ben/verb	benodigd/adj	benzeen/noun	benzine/noun	beoordeling/noun	bepaal/verb	bepaald/adj	bescherm/adj	bescherm/verb	besmet/verb	besta/verb	bestanddeel/noun	bevang/verb	bevat/adj	bevat/verb	bevind/verb	bevorder/verb	bied/verb	bijeen/adj	bijgevolg/adv	bijvoorbeeld/adv	bijzonder/adj	blaas/verb	blaas_weg/verb	blad/noun	blauw/adj	blijf_achter/verb	blijk/verb	bloed_monster/noun	bloot/adj	bodem/noun	boeiend/adj	boek/noun	botsing/noun	bovendien/adv	bovenstaand/adj	brand/noun	brandbaar/adj	buitenaf/adv	buitenissig/adj	bus_kruit/noun	calvinist/noun	cel/noun	centi_meter/noun	chemisch/adj	clandestien/adj	colbert_DIM/noun	combinatie/noun	combineer/verb	concentratie/noun	container/noun	controleer/verb	cosmetische/adj	couplet/noun	criterium/noun	debat/noun	deeltje/noun	denk_na/verb	design/noun	diep/adj	dier/noun	dik/adj	discussie/noun	divers/adj	doe/verb	doe_op/verb	doek/noun	dompel_onder/verb	dood_oorzaak/noun	doping/noun	dossier/noun	douche/noun	draad/noun	drama/noun	dring_door/verb	droog/adj	drugs_gebruik/noun	duizenden/noun	dun/adj	dus/adv	dwars/adv	effect/noun	eiwit/noun	elegant/adj	ene/adj	enorm/adj	enzym/noun	er/adv	ergernis/noun	examen/noun	exotisch/adj	experimenteer/verb	explodeer/verb	explosief/adj	extra/adj	fel/adj	flink/adj	fontein/noun	frekwent/adj	fris_op/verb	frituur_vet/noun	ga_over/verb	ga_tegen/verb	gaas/noun	gangbaar/adj	gebruik/noun	gebruik/verb	gebruiker/noun	gedecoreerd/adj	geef/verb	geef_af/verb	gehalte/noun	geheimzinnig/adj	gelatine/noun	gemaakt/adj	gemakkelijk/adj	genoeg/adj	genoeg/adv	geschikt/adj	geschilderd/adj	geschoren/adj	gespecialiseerd/adj	gesprek/noun	gevaarlijk/adj	gevoerd/adj	gevolg/noun	gevuld/adj	giftig/adj	glans/adj	glazen/adj	glijd/verb	goedkoop/adj	gordijn/noun	grijs/noun	grond/noun	grondwater/noun	haal/verb	haal_weg/verb	hang_af/verb	heel/adj	heel/adv	hersenen/noun	hoe/adj	hoeveelheid/noun	honger/noun	hoofdstuk/noun	hoog/adj	hoogwaardig/adj	hoop/noun	hoop_DIM/noun	hoop_op/verb	huid/noun	ijzeren/adj	immers/adv	inmiddels/adv	interessant/adj	jas_DIM/noun	kameel/noun	kan/verb	kankerverwekkend/adj	kies/verb	kilo/noun	kilo_gram/noun	kleding/noun	kleed/noun	klein/adj	kleur/noun	kleurrijk/adj	kleurstof/noun	kom_terecht/verb	kom_voor/verb	kom_vrij/adj	kom_vrij/verb	koninkrijk/noun	koop/verb	koopwaar/noun	koraal_rif/noun	korrel/noun	kort/adj	kort/adv	kwalitatief/adj	laag/noun	laai_op/verb	laat_achter/verb	lang/adj	lap/noun	lap/verb	lap_DIM/noun	lawaai/noun	lek/verb	letterlijk/adj	leven_middel/noun	lever/verb	lever_op/verb	lichaam/noun	lichaam_eigen/adj	licht/noun	lig/verb	lijk/verb	lijst/noun	literair/adj	long/noun	loos/verb	los/adj	los_op/verb	lucht/noun	maak/verb	maak_aan/verb	maak_vrij/verb	maquette/noun	materiaal/noun	medicijn/noun	meer/adj	meest/adj	meet/verb	melk/noun	meng/verb	meter/noun	meter_DIM/noun	middel/noun	mijn/noun	milli_gram/noun	modern/adj	moet_op/verb	mogelijk/adj	monster/noun	mooi/adj	mythe/noun	nadenken/noun	nandrolon/noun	natuurlijk/adj	neder_wiet/noun	neem_op/verb	neiging/noun	neutraliseer/verb	niet_werk/adj	nieuw/adj	nodig/adj	nogal/adv	olie/noun	omgang/noun	omgeef/verb	omstreden/adj	onbespreekbaar/adj	onder/adv	onderzoek/noun	onschuldig/adj	ontdek/verb	ontplof/verb	ontploffing_gevaar/noun	ontspan/verb	ontsta/verb	ontvlambare/adj	ontwerp/verb	ontwerper/noun	ontwikkeld/adj	ook/adv	open_lucht/noun	opslag/noun	opwekkend/adj	oud/adj	over/adj	overal/adv	overheers/verb	overhemd/noun	overspan/verb	overvloedig/adj	ozon_laag/noun	pantalon/noun	partij_congres/noun	pijp/noun	pikzwart/adj	pil/noun	placebo/noun	plastic/adj	prikkel/adj	productie/noun	professor/noun	projectiel/noun	psychedelische/adj	public/noun	puin/noun	puriteins/adj	rapporteer/verb	rat/noun	reageer/verb	relatief/adj	rits/noun	roddel/noun	roestig/adj	rol/verb	roman/noun	rood/adj	rot_weg/verb	rubber/noun	rubberen/adj	rustgevend/adj	schadelijk/adj	scheid_af/verb	schimmel/noun	schrap/verb	schud/verb	schud_af/verb	sigaret/noun	signeer/verb	sirene/noun	sla_neer/verb	slik/verb	sluier/noun	smelt/verb	smetteloos/adj	snit/noun	snuif_op/verb	soepel/adj	soms/adv	soort/noun	soortgelijk/adj	speciaal/adj	speculatie/noun	spier_versterkend/adj	splinter/noun	spons/noun	spoor/noun	spoor/verb	spoor_op/verb	spot/noun	spring_stof/noun	spuit_in/verb	spuw_uit/verb	stank/noun	steek_af/verb	steen/noun	stel_bloot/verb	stimuleer/adj	stoel/noun	stof/noun	stofwisseling/noun	stook_olie/noun	straal/noun	strak/adj	stuk/noun	stuk_DIM/noun	tabak_fabrikant/noun	talloos/adj	tank/noun	tank_wagen/noun	tapijt/noun	te/adv	techniek/noun	tepel/noun	terrein/noun	test/noun	test/verb	thuisland/noun	toegelaten/adj	toestel/noun	ton/noun	toxische/adj	traditie/noun	traditioneel/adj	transporteer/verb	tref_aan/verb	trek_aan/verb	trek_op/verb	uit/adj	uiterst/adj	uitsluitsel/noun	uitstoot/noun	ultraviolet/adj	urine/noun	vaak/adj	vast/adj	vat/noun	veel/adj	verbied/verb	verbod/noun	verboden/adj	verbouw/verb	verbranding/noun	verdacht/adj	verf/noun	verf/verb	verga/verb	vergeten/adj	verkeer/noun	verkrijg/verb	verliefdheid/noun	vermag/verb	vermeng/verb	vermoedelijk/adj	verpakking/noun	verplicht/adj	verricht/verb	verschil/adj	verspreid/verb	vervaardig/verb	vervoer/noun	vervuil/adj	vervuil/verb	vervuild/adj	verwerk/verb	verwerking/noun	verwerkt/adj	vind/verb	vleug_DIM/noun	vleugel/noun	vloer/noun	vluchtig/adj	voeding_supplement/noun	voeg_toe/verb	voetballerij/noun	vooral/adv	voorkom/adj	voorzie/verb	vorm/verb	vreemd/adj	vreemdsoortig/adj	vrij/noun	vrouw_tennis/noun	vuil/adj	vul/verb	waai_op/verb	waar/noun	waardevol/adj	walm/noun	warm/adj	water/noun	weer/adv	weg/noun	wend_aan/verb	werk/verb	werking/noun	werkzaam/adj	wierook/noun	wild_card/noun	willoos/adj	wit/adj	woensdag_middag/noun	wolk/noun	word/verb	zaad/noun	zacht/adj	zand/noun	zee/noun	zeer/adv	zet_om/verb	zichtbaar/adj	ziekteverschijnsel/noun	ziekteverwekker/noun	zinvol/adj	zit/verb	zoal/adv	zon/noun	zorg/verb	zorgvuldig/adj	zuurstof_gebrek/noun
Formule/noun	0.0	0.8720865	0.9219489	0.85478556	0.91317517	0.898495	0.9614891	0.7792849	0.95011234	0.9302677	0.8662622	0.90027523	0.91656834	0.9049053	0.9396357	0.93315756	0.9196701	0.9342606	0.8696537	0.87912005	0.90979636	0.8527334	0.8071083	0.8998241	0.97729474	0.88870907	0.9458174	0.8773945	0.837868	0.9378154	0.92603856	0.8823222	0.94591606	0.9161185	0.8164015	0.9588076	0.9138817	0.8980573	0.89514446	0.93886	0.937873	0.9103099	0.9219774	0.9741713	0.9346338	0.91358185	0.92060405	0.90386343	0.9298663	0.89334	0.89414275	0.88225996	0.89831716	0.9540338	0.88104963	0.7794488	0.89571744	0.89337665	0.95896775	0.86510456	0.9606929	0.8818653	0.9087706	0.9732746	0.8901373	0.95154667	0.7887548	0.8804781	0.97416395	0.9734176	0.86607075	0.8448544	0.8510295	0.95062995	0.87114453	0.89927006	0.9169837	0.8360147	0.9273865	0.90869415	0.9297482	0.8842622	0.9770045	0.9270094	0.91994673	0.834775	0.9594172	0.8273063	0.90031856	0.95848864	0.7914451	0.95458716	0.88449454	0.8672439	0.87935126	0.90778184	0.842217	0.9511002	0.8726859	0.9164782	0.9698855	0.9599232	0.9440832	0.82089055	0.8597727	0.91588056	0.8746226	0.8604886	0.93161327	0.88536453	0.8678485	0.9352853	0.9057785	0.8844445	0.91886216	0.9641672	0.81996083	0.8751866	0.91430795	0.8623154	0.8831581	0.90217805	0.9588115	0.89248276	0.8851928	0.90510637	0.94981897	0.9542686	0.95955616	0.97033966	0.8411261	0.95315915	0.91041356	0.8982258	0.89266443	0.83607006	0.9327931	0.97570544	0.88642097	0.8505218	0.85732555	0.8551995	0.89671576	0.9833174	0.9538394	0.9206784	0.8367599	0.9494734	0.79909575	0.9539033	0.9347359	0.92974544	0.951504	0.898904	0.892364	0.8543626	0.8208659	0.89789134	0.90857077	0.8482522	0.928126	0.90849894	0.9385935	0.96097106	0.95852935	0.93369484	0.9472634	0.93355787	0.9174526	0.83775645	0.8855148	0.8826377	0.9117873	0.9203627	0.8468596	0.956066	0.8793713	0.97784424	0.89495724	0.83185613	0.9085505	0.8926886	0.9267025	0.8786842	0.91101444	0.8522979	0.9011456	0.8921331	0.9167023	0.9000866	0.8190007	0.8256463	0.9334895	0.86382943	0.8996061	0.84955907	0.9172088	0.9376051	0.90226954	0.9621486	0.9589606	0.9486509	0.8508984	0.94991577	0.8981993	0.9485458	0.9539898	0.91832256	0.90708196	0.96969914	0.96154547	0.94042486	0.8757752	0.9445057	0.8415299	0.8868834	0.93761647	0.88541293	0.8739238	0.95932543	0.91745865	0.92236704	0.927321	0.9432173	0.928403	0.9533322	0.8528915	0.94237494	0.85720575	0.9422597	0.913386	0.963163	0.90179837	0.94101644	0.9281449	0.9711183	0.73313355	0.78698903	0.8280129	0.9247082	0.9170444	0.8827627	0.8512708	0.94056153	0.92002046	0.9654922	0.8791518	0.8619963	0.91663873	0.8669023	0.91983545	0.92468035	0.781157	0.9394284	0.8738959	0.9107641	0.8310209	0.9641502	0.9248926	0.95506734	0.93029076	0.9440509	0.8360095	0.7989924	0.94540256	0.9269443	0.94144255	0.9370851	0.9084298	0.9173745	0.874155	0.8052837	0.9473316	0.9177171	0.9211085	0.91243106	0.9703672	0.9636822	0.9428188	0.91448164	0.7400929	0.83471125	0.8731271	0.9224006	0.9193631	0.9322558	0.92019933	0.87776566	0.8921358	0.89943254	0.9652769	0.91547084	0.9322597	0.90799004	0.9077329	0.9362042	0.9620468	0.84568	0.98171043	0.7754345	0.9323613	0.8160856	0.9176055	0.9112567	0.9479275	0.8609884	0.96417385	0.96709937	0.825367	0.9804493	0.92649215	0.8288396	0.9737975	0.9448625	0.964371	0.9148971	0.82830954	0.9032489	0.9229103	0.9337473	0.92968696	0.8634499	0.81074655	0.9557638	0.90904444	0.9468949	0.90939057	0.86597806	0.8928702	0.96556824	0.888865	0.8753324	0.739034	0.89563334	0.9713326	0.9495555	0.88593566	0.9090606	0.9256475	0.94402015	0.92533535	0.9005004	0.85965884	0.9213934	0.85695195	0.9438965	0.86130863	0.94770986	0.9272424	0.9340397	0.9121466	0.889921	0.94277465	0.8871832	0.928016	0.9232568	0.91714835	0.9249064	0.8491386	0.92930955	0.8587575	0.757771	0.8503262	0.9644343	0.94270676	0.93313783	0.88327736	0.8217319	0.8785803	0.87694603	0.8871789	0.82036054	0.90202796	0.8630379	0.92507374	0.83664966	0.8540731	0.9344182	0.8061284	0.85614014	0.9074386	0.9435348	0.7665159	0.8953031	0.901377	0.8999764	0.881482	0.8991295	0.9499478	0.9406291	0.9137161	0.842815	0.89955956	0.8824698	0.93000937	0.9663613	0.84490407	0.9124278	0.9000582	0.88587403	0.94278944	0.9270221	0.87609804	0.8690477	0.89947224	0.9318572	0.88277423	0.8904788	0.86331224	0.8564945	0.94773346	0.9345359	0.9669489	0.91929877	0.9007598	0.9272515	0.954202	0.8441079	0.8007881	0.9517728	0.8073461	0.92085564	0.8961895	0.9378425	0.869314	0.9607943	0.9017099	0.9552338	0.94598484	0.86957717	0.9670939	0.9568931	0.86347353	0.91637814	0.9217929	0.8666753	0.94938904	0.9509739	0.9311374	0.9047092	0.8850233	0.9163061	0.94114214	0.9450703	0.96179813	0.9432317	0.891741	0.93226695	0.9161445	0.9140674	0.89053273	0.9359611	0.88470757	0.90911853	0.91525245	0.8976066	0.88047093	0.939021	0.94342124	0.9368317	0.8994664	0.91839933	0.93288684	0.8881836	0.9245108	0.9026551	0.75094485	0.88707054	0.8984706	0.8946213	0.95182705	0.9255294	0.9796211	0.9046166	0.8553224	0.85336	0.87400615	0.9073442	0.88279015	0.95586085	0.969327	0.8874493	0.96183485
aandoenlijk/adj	0.8720865	0.0	0.90310186	0.78748655	0.9230158	0.92687076	0.9104304	0.7062733	0.9026375	0.70103264	0.913685	0.87197477	0.8430099	0.8135841	0.86112535	0.86962736	0.8439952	0.88920414	0.8723725	0.8363713	0.8597288	0.8097658	0.90567505	0.82438445	0.9169441	0.9137228	0.8841941	0.70170456	0.88497436	0.92158014	0.93392754	0.8923564	0.91227293	0.9052611	0.8221514	0.91750115	0.8686912	0.88180065	0.85989225	0.93424046	0.8930381	0.8637217	0.8674065	0.94461316	0.9038373	0.90815985	0.89987105	0.8454706	0.78025275	0.77897334	0.8859177	0.87264454	0.81398046	0.9311763	0.84611565	0.91530806	0.7651762	0.89545316	0.7364783	0.8733178	0.85265505	0.8546985	0.8872833	0.94875276	0.8751497	0.88609487	0.75094396	0.9351504	0.9228287	0.92021513	0.88851136	0.8792578	0.8296803	0.9124904	0.80842954	0.83565277	0.89461035	0.8430666	0.9362665	0.8003653	0.8280274	0.9670718	0.891377	0.8773735	0.89478916	0.7259368	0.88169706	0.7801561	0.8576391	0.86113024	0.86258936	0.8833741	0.8242021	0.81176066	0.861004	0.9107762	0.9062079	0.947588	0.8849281	0.8929855	0.7827233	0.94902307	0.7842513	0.85139203	0.77577555	0.7993238	0.86297035	0.82840395	0.866167	0.9096907	0.7436087	0.8295283	0.8292866	0.9159968	0.8867037	0.84857905	0.9503664	0.7615049	0.8728375	0.9321245	0.86240876	0.9211151	0.7927778	0.9018118	0.8627764	0.8858968	0.8799807	0.9420122	0.8341663	0.92254823	0.87427616	0.8053328	0.91663563	0.90883774	0.90398407	0.8157823	0.92643476	0.94404393	0.8795259	0.77869856	0.8507185	0.76857215	0.7898295	0.8893314	0.8637321	0.8253278	0.77132106	0.8583864	0.84832585	0.8864523	0.82383573	0.9071243	0.9094038	0.8078109	0.86458766	0.80010456	0.7918941	0.8616216	0.83743083	0.8366419	0.79248023	0.9153033	0.93675065	0.9383159	0.9243081	0.8651256	0.8357151	0.7759217	0.8670944	0.75410783	0.8944214	0.8770368	0.88734424	0.90245676	0.7927387	0.88427716	0.84093624	0.91958165	0.8011343	0.81070745	0.85541284	0.91577	0.75839764	0.8357898	0.71143895	0.88726413	0.928874	0.8863483	0.8952459	0.8581122	0.75959253	0.7765631	0.7465841	0.77615523	0.70738524	0.8651194	0.89986247	0.847155	0.9212977	0.9114032	0.9031598	0.8639259	0.84575725	0.830985	0.8596835	0.85874933	0.9449926	0.82819366	0.83550775	0.89496464	0.8038069	0.87926227	0.7817263	0.89036924	0.859216	0.83738524	0.9446943	0.79313177	0.89277524	0.9148358	0.8175658	0.86561674	0.94129217	0.87047756	0.8777893	0.7490467	0.9503708	0.8781276	0.8797843	0.9541106	0.8381244	0.9524136	0.88559777	0.7869177	0.8918318	0.9589091	0.673239	0.78906965	0.9026505	0.91958576	0.88069737	0.8812184	0.8829612	0.87072325	0.89787996	0.88926256	0.9044015	0.89598405	0.95505136	0.7485434	0.86318254	0.89914477	0.77286625	0.6301079	0.76641726	0.8462395	0.8992846	0.85363483	0.85114515	0.9633328	0.84590197	0.9606687	0.95549345	0.8886123	0.89632905	0.7671237	0.9061666	0.822732	0.80296975	0.8595951	0.9319373	0.91840833	0.946091	0.73665315	0.82684714	0.90488684	0.98109907	0.88065434	0.88239306	0.90701663	0.77756566	0.79589665	0.93117166	0.76608956	0.8328726	0.9438014	0.880352	0.85044754	0.8781901	0.82798135	0.76211584	0.8670037	0.9167247	0.8617425	0.93963647	0.8902375	0.90487784	0.8597778	0.8333578	0.88591653	0.87835705	0.77126336	0.78542846	0.89955324	0.9551902	0.8671855	0.78798413	0.8724872	0.86764127	0.8636311	0.9412511	0.9064383	0.820697	0.82243156	0.88293993	0.73552084	0.8634207	0.8355623	0.8892267	0.8701059	0.9458435	0.86553615	0.81417716	0.77792406	0.90478975	0.859564	0.87985533	0.94309044	0.9098446	0.94209677	0.9187646	0.91393155	0.93413246	0.93360585	0.94734716	0.8717134	0.8556422	0.8490252	0.8523102	0.9214985	0.83447886	0.6483874	0.73976433	0.8390576	0.8335464	0.8271236	0.87271464	0.92193586	0.9091943	0.8829776	0.831833	0.9282274	0.84543306	0.8972196	0.91371447	0.8718131	0.87061757	0.7589419	0.8061842	0.9102291	0.84563583	0.75252366	0.8269676	0.9156891	0.94608295	0.9113994	0.7508476	0.844478	0.7874838	0.97688687	0.7538879	0.88905	0.9456701	0.7895727	0.8715779	0.8390135	0.85534203	0.8714471	0.89718276	0.8899385	0.9401728	0.9557881	0.86183447	0.87855065	0.9240689	0.8126825	0.8140824	0.80616117	0.85158753	0.8969374	0.90571874	0.89008266	0.8375499	0.92485315	0.9563148	0.8987951	0.8592987	0.7331573	0.90229475	0.9040253	0.86153483	0.87081635	0.931247	0.8811039	0.9479679	0.9306687	0.8104862	0.8461333	0.8635781	0.87789816	0.82995695	0.9389095	0.93781364	0.7743342	0.9599202	0.86392707	0.8597563	0.81531054	0.87422585	0.9560518	0.82652116	0.92466974	0.80356264	0.87217164	0.87040436	0.9006214	0.8745775	0.859876	0.9310682	0.8640598	0.81297374	0.788645	0.869699	0.86833584	0.84152365	0.87583005	0.9211953	0.84519196	0.8231532	0.89145195	0.9254303	0.8832081	0.69496846	0.7809825	0.9507651	0.9175049	0.8392285	0.8497681	0.8575847	0.85650015	0.7788697	0.8980848	0.78208524	0.8647289	0.8841927	0.89072907	0.92733395	0.92118204	0.94368356	0.91648513	0.92915684	0.9141141	0.91647154	0.7753321	0.87158453	0.8029357	0.8384768	0.87725365	0.7829212	0.8045107	0.8196072	0.84166545	0.9359674	0.77669054	0.89380354	0.9136371	0.88217425	0.84306455	0.89630824	0.8558085	0.87809086	0.7914661	0.90414095
aangetroffen/adj	0.9219489	0.90310186	0.0	0.8561972	0.6942093	0.8243485	0.85576177	0.7985754	0.6604626	0.79382944	0.65200984	0.7143632	0.7903278	0.93735486	0.7992343	0.7700696	0.65498245	0.7268996	0.62009215	0.89667165	0.8330878	0.813452	0.83010674	0.8411614	0.7608783	0.84608793	0.8012277	0.77223885	0.73975617	0.6240731	0.79971135	0.86625266	0.8117197	0.65055764	0.76693285	0.77801806	0.6151118	0.8251046	0.6416201	0.7921836	0.6750559	0.54115725	0.6354127	0.8204019	0.8835726	0.83934593	0.78039443	0.697387	0.8178048	0.81542003	0.74724483	0.8803728	0.8203688	0.8150315	0.63831264	0.74295175	0.7816632	0.7435545	0.8963972	0.8707577	0.92471945	0.7201209	0.8493334	0.7995738	0.64412105	0.81370807	0.80494255	0.7868099	0.90543956	0.7983128	0.8548358	0.6210951	0.74493766	0.93367714	0.80613	0.8883062	0.6385088	0.70656955	0.6666139	0.7152146	0.9016041	0.89326626	0.9261187	0.6505606	0.9089686	0.9039969	0.873082	0.7564898	0.8476375	0.87499124	0.6922674	0.9199653	0.9008784	0.92037934	0.87044394	0.7343359	0.69207567	0.86794937	0.850677	0.91374797	0.9381186	0.88084567	0.83306324	0.76738936	0.756523	0.8659475	0.8702708	0.8398574	0.758677	0.67759293	0.8822945	0.8446998	0.77198964	0.7553985	0.84594953	0.887697	0.9473348	0.7633101	0.7935375	0.74049604	0.6168748	0.8504021	0.92328656	0.8767643	0.9052712	0.7865267	0.90935767	0.76661247	0.9086337	0.78071487	0.8588766	0.7556686	0.62104267	0.6141789	0.73876935	0.85384756	0.95131683	0.70120823	0.65140295	0.8215264	0.87978446	0.7656094	0.81693506	0.79929715	0.8950705	0.78566116	0.89289844	0.88076276	0.79510653	0.9410023	0.61265665	0.85682815	0.8629926	0.77637595	0.61456823	0.83168024	0.86570823	0.88901687	0.80354	0.89879835	0.8713664	0.8766948	0.6811624	0.7836395	0.77909327	0.8037225	0.89193726	0.87260586	0.7931595	0.88317096	0.6084849	0.89736116	0.91064435	0.70575404	0.742868	0.9255402	0.8104363	0.6296463	0.81150913	0.8650594	0.78464466	0.847601	0.8420925	0.9027499	0.8396554	0.82484937	0.61186326	0.89131856	0.6495263	0.7428671	0.7888452	0.83557385	0.76863503	0.80236495	0.8761092	0.6607298	0.6835666	0.6731672	0.73465925	0.66687185	0.84518456	0.7559818	0.8348837	0.88609123	0.7911505	0.93009007	0.96136487	0.8146025	0.8095294	0.9104863	0.7152213	0.91903293	0.831823	0.9391533	0.8322352	0.78835255	0.7187649	0.8756156	0.7041199	0.7512337	0.78041285	0.6527443	0.6973549	0.9212864	0.7731155	0.89562094	0.7071253	0.8507682	0.75329083	0.6972743	0.8247981	0.9208167	0.7602626	0.86104053	0.61187714	0.865531	0.9045073	0.6912552	0.6858921	0.8407059	0.8587918	0.63641596	0.7653656	0.823526	0.9130535	0.90380543	0.6636029	0.7602923	0.7119285	0.8606528	0.8919953	0.7249881	0.6449145	0.86664003	0.91209424	0.84375465	0.60252553	0.8255632	0.7675092	0.90309024	0.9107821	0.7525537	0.89859474	0.8397685	0.74248236	0.82833207	0.7875601	0.7571138	0.91779387	0.7834864	0.9139021	0.7800995	0.7734826	0.80070436	0.5870693	0.7755188	0.8240466	0.8335973	0.8068861	0.7234484	0.824155	0.8806881	0.7892253	0.80951667	0.88897556	0.730257	0.7749658	0.8933255	0.93448204	0.796465	0.8831618	0.8860525	0.8463397	0.82516587	0.80869484	0.8801663	0.89673465	0.8648413	0.8400892	0.6621496	0.78239137	0.7282908	0.7706119	0.8073677	0.8420387	0.7379756	0.8154855	0.91429853	0.83511925	0.89023364	0.77609146	0.66886055	0.8657237	0.7374433	0.86510426	0.92997473	0.82221067	0.88008094	0.879941	0.83365226	0.781455	0.8054108	0.8519431	0.8635923	0.63949084	0.71480495	0.6596625	0.89371	0.87863874	0.83387625	0.66131973	0.9363999	0.9304455	0.72797894	0.74667406	0.8975559	0.8760461	0.88762146	0.84573853	0.9342824	0.8449331	0.82021976	0.70299023	0.80473256	0.8405	0.86437607	0.5940381	0.8776899	0.80691826	0.63561606	0.7195414	0.6413721	0.8872824	0.6955776	0.6497918	0.7468481	0.7807962	0.86597526	0.8254181	0.6314453	0.69440484	0.86420816	0.64079195	0.76554704	0.80586964	0.80149424	0.8564091	0.80948365	0.83397573	0.79459417	0.79102284	0.79464257	0.83543885	0.82081574	0.74602294	0.84086335	0.87230897	0.78603345	0.70196754	0.6229743	0.8453554	0.5750599	0.74121463	0.73797387	0.6186952	0.9629065	0.8403077	0.748198	0.42210138	0.8832909	0.93299973	0.9038467	0.6950965	0.8342693	0.77315944	0.85983074	0.5996374	0.78630865	0.88624454	0.78037894	0.7978997	0.74363923	0.8048675	0.5706185	0.8723465	0.72679603	0.6484174	0.79511356	0.86974955	0.86969817	0.84957224	0.89914054	0.80118644	0.9068396	0.8133011	0.74711657	0.7003362	0.71437484	0.7569343	0.7720819	0.70739114	0.728157	0.7238524	0.7619117	0.65566754	0.6759948	0.71940887	0.6377108	0.7639874	0.7065906	0.643312	0.9229723	0.926878	0.8290968	0.73848075	0.6273033	0.791315	0.8868323	0.82083344	0.768958	0.79806304	0.8149556	0.8205009	0.77890855	0.8335875	0.9463925	0.7907314	0.78186226	0.8228885	0.87190783	0.8284224	0.82241184	0.85936487	0.7824081	0.9460806	0.9187503	0.84185475	0.88679945	0.76517826	0.7029281	0.8079386	0.90930724	0.9154877	0.8418982	0.8894226	0.8035717	0.76506007	0.7335955	0.84643084	0.76808894	0.8985741	0.719825	0.7622268	0.8799502	0.7637954	0.7282135	0.88694704	0.7067137	0.8424763	0.9169846	0.8461687	0.83204895	0.84926873
