	1/noun	1930/noun	Albanees/noun	Amerikaans/adj	Brits/adj	Brussels/adj	Canadees/adj	EU-land/noun	Europees/adj	Griek/noun	Haags/adj	Hollands/adj	LPF_minister/noun	Londens/adj	Turks/adj	Vlaams/adj	aanvankelijk/adj	accijns/noun	administratie/noun	afkomst/noun	afkomstig/adj	afloop/noun	afzonderlijk/adj	algemeen/adj	alleenstaand/adj	alvast/adv	anderhalf/adj	apart/adv	apparaat/noun	arm/adj	arm/noun	auto/noun	bank_DIM/noun	beeld_DIM/noun	been/noun	behaal/verb	belast/verb	belasting/noun	belasting_dienst/noun	bepaal/verb	bescherm/verb	beschik/verb	beslis/verb	besluit/noun	bestuur_kamer/noun	bestuurlijk/adj	betaal/verb	betaling/noun	beteken/verb	beton/noun	bijdrage/noun	bijvoorbeeld/adv	binnenlands/adj	blik_DIM/noun	boer_DIM/noun	boete/noun	borst/noun	bouw_op/verb	bovendien/adv	box/noun	brandstof/noun	btw/noun	buitenland/noun	buitenlands/adj	cent/noun	coca/noun	college_geld/noun	compenseer/verb	controle/noun	daarna/adv	dan/adv	dankbaar/adj	danseres/noun	deal/noun	deelstaat/noun	demonstrant/noun	dergelijk/adj	diesel/noun	dollar/noun	dring_terug/verb	dringend/adj	dus/adv	dwingend/adj	echter/adv	ecotax/noun	eerst/adj	eigen/adj	en/noun	enkel/adv	entree/noun	ere_burger/noun	erfenis/noun	euro/noun	euro_cent/noun	even/adj	even/adv	eventueel/adj	extra/adj	federaal/adj	feestganger/noun	fictief/adj	fiets_rek/noun	financieel/adj	fiscaal/adj	fiscus/noun	fles_DIM/noun	flink/adj	frank/noun	ga/verb	gast/noun	gebaar/noun	gebied/noun	gebruik/noun	gecontroleerd/adj	gedeeltelijk/adj	geheel/adj	gehuld/adj	geld/noun	geld/verb	gelegenheid/noun	gemeente/noun	geval/noun	gewicht/noun	gewoon/adj	gezicht/noun	glas/noun	glas_DIM/noun	gouden/adj	grif/adj	groen/adj	gulden/noun	hak/noun	hal/noun	hamer/noun	hand/adv	hand/noun	handpalm/noun	harmonisering/noun	heer/noun	heffing/noun	hemel/noun	her_stelling_werk/noun	het/adj	honderd/adj	hoofd/noun	hoog/adj	hoopvol/adj	houder/noun	huize/noun	hulpeloos/adj	immers/adv	import/noun	in/verb	inboedel/noun	industrie/noun	ingevoerd/adj	inkomen/noun	inkomst_belasting/noun	inmiddels/adv	investering/noun	invoer_recht/noun	irriteer/verb	kan/verb	keer/noun	kerosine/noun	kerst_pakket/noun	kersvers/adj	kijk-/noun	kijk_aan/verb	kilo/noun	koers_winst/noun	kop_DIM/noun	kop_positie/noun	kost/noun	kosten/noun	kroon_prins/noun	kroost/noun	laag/adj	laat_na/verb	lach/adj	land/noun	landelijk/adj	langer/adv	langzaam/adj	lidstaat/noun	lig_om/adj	liter/noun	lokaal/adj	loon_belasting/noun	louter/adj	luchtvaart_maatschappij/noun	luistergeld/noun	maandag_avond/noun	maart/noun	mag/verb	meen/verb	meer/adj	meer/adv	meest/adj	milieu_belasting/noun	milieuvriendelijk/adj	miljard/noun	minder/adj	miniem/adj	ministerie/noun	moet/verb	mogelijkheid/noun	moment/noun	motivatie/noun	munt/noun	nalatenschap/noun	namelijk/adv	nergens/adv	netjes/adj	nieuw/adj	niks/adv	nu/adv	ogenblik/noun	omhoog/adv	omroepbijdrage/noun	onroerend_zaak_belasting/noun	ontbreek/adj	ook/adv	op/adj	opcentiemen/noun	opslag/noun	oranje/adj	overgave/noun	overgekomen/adj	overheid/noun	overlast/noun	overschrijding/noun	overweeg/verb	parkeer_plaats/noun	particulier/noun	pas/adv	pensioen_premie/noun	persoon_belasting/noun	plastic/adj	poot/noun	premie/noun	prijs_aan/verb	prinses/noun	procent/adj	procent/noun	procentueel/adj	product/noun	productie/noun	promotie/noun	provincie/noun	pub/noun	regering/noun	rekening/noun	rekeningrijden/noun	rendement/noun	rente/noun	reserve/noun	roerend/adj	rook/verb	salaris/noun	samen/adj	sanctie/noun	schoen/noun	schouder/noun	schrijf_uit/verb	sigaret/noun	slechts/adv	smaak/noun	snel_weg/noun	soort/noun	spaar_geld/noun	speciaal/adj	speculatie/noun	sport_wereld/noun	spreid/verb	sta_toe/verb	staal/noun	staat/noun	stad/noun	stadhuis/noun	standaard/adj	statie_geld/noun	steenkool/noun	steevast/adj	stel_aan/verb	stijg/verb	strijdig/adj	stroom/noun	stuk_DIM/noun	successie_recht/noun	supporter/noun	systeem/noun	taboe/adj	taks/noun	taksen/noun	tarief/noun	te/adv	teatraal/adj	teelt/noun	tegelijk/adj	teken/noun	tel/noun	tentoonstelling/noun	tijd/adj	toast/noun	toch/adv	toegang/noun	toegang_prijs/noun	toekomst/noun	toelage/noun	toeslag/noun	toestemming/noun	tol/noun	ton/noun	transactie/noun	trek_af/verb	triomfantelijk/adj	troon/noun	uitgave/noun	vaststelling/noun	vennootschap_belasting/noun	verdeel/verb	verlaag/verb	vermaan/adj	vermogen/noun	verondersteld/adj	verontschuldig/adj	verschaf/verb	verschil/adj	verstandig/adj	vertwijfeld/adj	verzekeraar/noun	verzekerd/adj	vinger/noun	vinger_DIM/noun	vlees/noun	vlucht/noun	voer_in/verb	voorheffing/noun	voorstel/noun	voortaan/adv	voortreffelijk/adj	voorwaarde/noun	vorder_terug/verb	vorm/noun	vriendschap/noun	vrijwel/adv	vul_aan/adj	waarschuw/verb	wanhoop/noun	weg/noun	wetsvoorstel/noun	wettelijk/adj	wijn/noun	wijze/noun	wil/verb	winst/noun	word/verb	zal/verb	zelf/adv	zenuwachtig/adj	zie_af/verb	zing/verb	zogenaamd/adj	zondag_middag/noun	zwaar/adj
1/noun	0.0	0.83745074	0.9409302	0.84421647	0.9428986	0.8613868	0.92708516	0.48032582	0.6862043	0.9513712	0.9243439	0.9691803	0.89202917	0.8792007	0.96449983	0.79446113	0.89606076	0.5335027	0.6681785	0.95473164	0.89698374	0.9933342	0.69896567	0.5529084	0.8441001	0.881568	0.9288961	0.80281085	0.7914812	0.9348327	0.9714702	0.854819	0.956886	0.88756245	0.97223604	0.94151	0.5835651	0.51823497	0.6854276	0.6170154	0.86853147	0.9041344	0.6471683	0.73266286	0.9500338	0.8382561	0.5462577	0.5157007	0.78167564	0.95050836	0.66549814	0.58838034	0.6990378	0.8719304	0.98051673	0.67139626	0.9797438	0.9099289	0.59885234	0.6996808	0.6378424	0.47697937	0.7588243	0.7234824	0.53108174	0.9538046	0.71021974	0.5896118	0.73369443	0.9035632	0.79408944	0.9694959	0.99778354	0.9057956	0.7768627	0.9377783	0.7128831	0.62072086	0.7612254	0.828516	0.8435893	0.7213321	0.8458782	0.8165432	0.53921485	0.88071775	0.9052695	0.78393954	0.6880522	0.8974463	0.83568126	0.7436913	0.5526665	0.49477738	0.9717345	0.96264607	0.72559315	0.6784392	0.7479969	0.96852785	0.76548916	0.934996	0.8175974	0.5581596	0.6810781	0.92662376	0.68768114	0.6172992	0.8449415	0.97831017	0.98457664	0.9226021	0.73546207	0.8460239	0.6730342	0.85170674	0.99058855	0.81767	0.5223962	0.9091206	0.7410517	0.8828935	0.83770514	0.7695492	0.97668874	0.9750773	0.94660044	0.90887284	0.95775896	0.77037525	0.61149055	0.9709626	0.9031396	0.9684853	0.99883115	0.9717633	0.96300113	0.5814795	0.9937985	0.45873362	0.9708241	0.74307907	0.9438248	0.8833873	0.96717167	0.6757876	0.9679586	0.76026523	0.96406883	0.9559182	0.63421726	0.6519278	0.6298502	0.8645754	0.85502994	0.5674195	0.74587715	0.46683925	0.8343767	0.8000262	0.58357275	0.9796467	0.7712611	0.8554381	0.59462154	0.90055424	0.8965138	0.66868865	0.98572785	0.8431142	0.7896047	0.96566325	0.9458386	0.7038488	0.68643415	0.94084984	0.96249044	0.543622	0.9011496	0.9912052	0.7945864	0.6927713	0.70295924	0.8710872	0.58730733	0.8400612	0.7406861	0.7360345	0.6037009	0.88284713	0.71282005	0.7157301	0.8721098	0.43721706	0.7771165	0.87726784	0.8599432	0.8072256	0.8946044	0.54012483	0.70341265	0.72459126	0.7330321	0.93888545	0.86459744	0.6587877	0.72053087	0.9970844	0.8963994	0.74238515	0.836074	0.698949	0.7974994	0.88936037	0.6776504	0.96544355	0.7791933	0.869786	0.66770595	0.7331635	0.5659208	0.9131896	0.74050987	0.89501464	0.6346686	0.78412235	0.9906571	0.999115	0.8925268	0.6649327	0.9230688	0.80352616	0.69250345	0.8672381	0.5573344	0.63012564	0.7157235	0.5802356	0.90183395	0.9110692	0.6192626	0.87812126	0.9352007	0.57197905	0.6182904	0.77693737	0.7327323	0.8037492	0.9190889	0.8780671	0.9527004	0.7326155	0.65054023	0.649631	0.7594248	0.6581558	0.8185898	0.6277164	0.8754395	0.7482811	0.9383489	0.78914887	0.95532393	0.98304	0.7352241	0.7447052	0.7558529	0.9689575	0.8077887	0.88778824	0.7359771	0.7103679	0.7628502	0.96697	0.87570024	0.6633656	0.8441227	0.71143067	0.8799006	0.9144994	0.7483362	0.75546706	0.7760597	0.91894984	0.7195374	0.6163205	0.77862686	0.735644	0.94847715	0.5222534	0.9897293	0.5678345	0.9396142	0.59803486	0.53141177	0.433922	0.88704735	0.9321503	0.9328057	0.76221395	0.9438319	0.8363381	0.85217243	0.8155108	0.98346084	0.94283277	0.85458505	0.6592096	0.8986367	0.74422127	0.68268275	0.7629573	0.6995244	0.78659403	0.63219786	0.66128683	0.99014676	0.9510265	0.81587744	0.664345	0.50444007	0.8202588	0.46452713	0.97751564	0.76038605	0.8699198	0.99898416	0.8460543	0.8235134	0.9393523	0.9991102	0.71130544	0.7201707	0.9621952	0.9441132	0.8804637	0.8578142	0.50790995	0.5333971	0.6121647	0.59584725	0.9504016	0.6469209	0.67822456	0.7410685	0.9845821	0.7886612	0.6431557	0.91247845	0.99638623	0.89755565	0.803336	0.5953046	0.89226824	0.8860836	0.71908784	0.82632333	0.6062288	0.633827	0.8662839	0.95555806	0.78547	0.9931801	0.68391055	0.8482412	0.8304621
1930/noun	0.83745074	0.0	0.91456354	0.84026134	0.7992327	0.89254856	0.7945826	0.92027783	0.874012	0.95857275	0.8930335	0.878353	0.99627256	0.7353374	0.93391764	0.91707385	0.954601	0.95872766	0.90550566	0.89382035	0.95693934	0.9855819	0.87004507	0.9778258	0.8817306	0.9407634	0.9634266	0.8791765	0.9105111	0.86690164	0.9004717	0.92077	0.93000823	0.8527516	0.9039432	0.9682777	0.8941568	0.90450996	0.8916968	0.9263558	0.90017873	0.9490206	0.9031154	0.9021547	0.8685515	0.9688556	0.9531086	0.856327	0.9816569	0.85958374	0.89106536	0.91182655	0.90967375	0.941473	0.90043265	0.94265294	0.8982111	0.86598504	0.8956054	0.919315	0.9085389	0.9255464	0.7788675	0.88377285	0.9786218	0.94135493	0.949576	0.95102245	0.9253432	0.9453473	0.92706776	0.8262232	0.840317	0.9469756	0.9351995	0.84168065	0.90040004	0.9790459	0.97000116	0.9332044	0.87924093	0.8665961	0.7533774	0.936378	0.99622023	0.7971649	0.84023464	0.89327276	0.8977963	0.8492823	0.9201583	0.94675064	0.96997243	0.98684597	0.9527332	0.8144476	0.96138877	0.9578763	0.94227415	0.8524155	0.80853915	0.9444899	0.9492255	0.94089645	0.88065594	0.94613904	0.9255017	0.9824083	0.9674557	0.95254266	0.9371217	0.914083	0.9498167	0.95303	0.8604593	0.85636765	0.9067311	0.8587631	0.97193456	0.87321126	0.8806217	0.7127141	0.9523017	0.9867584	0.92786	0.9516186	0.95727944	0.92331666	0.9476327	0.9368463	0.9694447	0.95087403	0.8102081	0.96845454	0.9407652	0.9117627	0.8832418	0.9207449	0.9534025	0.8843511	0.8598479	0.731166	0.77185154	0.9532171	0.92621344	0.94865644	0.8588827	0.93304974	0.91346455	0.9090339	0.90442705	0.8404665	0.9358215	0.9431051	0.8721423	0.9617806	0.90137434	0.96815133	0.9417495	0.88144654	0.9672431	0.9326194	0.95648617	0.9624985	0.9497919	0.9315527	0.82192475	0.933737	0.9440587	0.9844827	0.805658	0.92384493	0.89215904	0.9639785	0.88561016	0.7888533	0.85146457	0.96664476	0.96826625	0.8546132	0.8644734	0.94410276	0.9516493	0.8995259	0.93044996	0.9158171	0.9930927	0.93087584	0.91319215	0.76962274	0.8535014	0.9372953	0.9145177	0.6403367	0.8778413	0.87716407	0.9431829	0.975014	0.82214284	0.9538182	0.91098917	0.9523145	0.9335748	0.86074984	0.885195	0.83428615	0.96900654	0.99636054	0.98937875	0.9311801	0.89571285	0.8480947	0.8915671	0.93322545	0.83792627	0.9352716	0.92205334	0.87186563	0.8877808	0.89949185	0.9956292	0.92615396	0.9448667	0.83908224	0.95067185	0.939572	0.9404653	0.87055874	0.9116521	0.8858172	0.9771744	0.9798801	0.8669834	0.9777345	0.9561618	0.8123788	0.97645164	0.94661593	0.9084838	0.80683064	0.9450456	0.8134727	0.7593659	0.8788594	0.90112233	0.9296379	0.8581233	0.94452053	0.9358539	0.88034964	0.9326705	0.87366664	0.87493926	0.8941283	0.7850776	0.92345154	0.9379966	0.9575975	0.93653387	0.865486	0.8030677	0.97099555	0.88193554	0.91362447	0.7819232	0.9511767	0.930117	0.9256418	0.92823476	0.88861936	0.9255012	0.8670895	0.93943024	0.8599018	0.8259811	0.9442218	0.9331474	0.8995891	0.8128431	0.62414694	0.97141904	0.9503054	0.915483	0.85782105	0.8080356	0.9000439	0.9434057	0.9182543	0.93538785	0.9370539	0.96481687	0.9194101	0.8566853	0.9077259	0.9512301	0.92337763	0.98328024	0.7371867	0.9551151	0.8174115	0.93654704	0.9554731	0.779437	0.96022147	0.89358246	0.94618493	0.90165603	0.93036675	0.96272904	0.96508765	0.9205447	0.84896106	0.93554384	0.9747113	0.88313305	0.9288974	0.93108094	0.7462918	0.93967074	0.98529696	0.8781359	0.86548424	0.94629085	0.9365989	0.9110669	0.9376192	0.92948186	0.940577	0.8723407	0.9777144	0.888828	0.897359	0.9593035	0.93259555	0.91118807	0.8464549	0.88794273	0.9226316	0.93976045	0.9464832	0.8917091	0.75520027	0.9576777	0.8991319	0.8987784	0.9412518	0.87430024	0.9374418	0.89790416	0.8802723	0.9479868	0.9538327	0.9378248	0.9370391	0.8464824	0.8694738	0.8730249	0.79756653	0.92016554	0.9170508	0.9179526	0.87845904	0.86508894	0.94474334	0.86042607	0.97946846
Albanees/noun	0.9409302	0.91456354	0.0	0.9037442	0.9623533	0.9010217	0.8654048	0.8897418	0.81622386	0.5912319	0.9779862	0.9618281	0.9624311	0.96386784	0.7928113	0.8795903	0.85099834	0.9665716	0.90962636	0.86561286	0.7693876	0.9477848	0.809417	0.9775646	0.8856335	0.88540643	0.9136112	0.955098	0.8589771	0.7023057	0.8847029	0.9206885	0.94244623	0.98733115	0.9667223	0.96197355	0.88281685	0.8839797	0.9440026	0.9226296	0.5940572	0.8405572	0.9025363	0.8853265	0.97396165	0.8343742	0.9026684	0.9294296	0.8871358	0.9426517	0.9660687	0.8827389	0.82930666	0.9081097	0.9231601	0.988559	0.925462	0.8912434	0.8691218	0.8793305	0.9314913	0.96666515	0.70138645	0.8066087	0.9384533	0.8539607	0.9636439	0.9631828	0.8811775	0.9601439	0.9505865	0.8810702	0.9500519	0.97612333	0.82699144	0.7677531	0.8358846	0.9890554	0.92969424	0.85253906	0.85692436	0.8595364	0.9125459	0.85907483	0.9544283	0.98361427	0.84629613	0.8707458	0.8913309	0.94511634	0.9515041	0.89072514	0.907519	0.947276	0.95598096	0.89462715	0.84962195	0.89982545	0.9060716	0.85117334	0.96190333	0.9066845	0.87912476	0.894445	0.8960969	0.9354512	0.896006	0.9065029	0.9302845	0.9193977	0.8894368	0.57605034	0.92898023	0.79400957	0.89180315	0.89596087	0.9170018	0.84924644	0.8646613	0.9693545	0.80180573	0.9400834	0.9557659	0.84132916	0.95396775	0.9548097	0.8986068	0.99394387	0.95925003	0.8178779	0.9026709	0.9841367	0.9473586	0.97443664	0.9862538	0.91862637	0.949015	0.97129965	0.9842921	0.8713922	0.9267962	0.95563674	0.9127837	0.85550976	0.9581771	0.9394096	0.91605055	0.85306853	0.94691694	0.83430916	0.91143036	0.8686399	0.8918179	0.8985115	0.82121146	0.9311583	0.8772747	0.9295446	0.8857151	0.9026687	0.9063638	0.9275216	0.8934163	0.9539862	0.9360507	0.9157926	0.9670513	0.98699117	0.96742064	0.95100325	0.9656786	0.96272093	0.9820519	0.9551942	0.9045435	0.9549284	0.8592386	0.9420308	0.89826894	0.88654786	0.7418195	0.82180583	0.8991395	0.9291844	0.82498145	0.68303275	0.9833717	0.8488927	0.9694069	0.9156449	0.8879227	0.9779591	0.90552133	0.8923031	0.94646037	0.94379485	0.9013313	0.9314693	0.7842035	0.906694	0.88985395	0.89766246	0.9037936	0.89184403	0.9510653	0.866475	0.89691305	0.8575263	0.8680092	0.89588374	0.9355199	0.89381653	0.93336415	0.8260485	0.9557533	0.8766636	0.91214347	0.9610296	0.93851477	0.9488507	0.97061884	0.93829584	0.87331814	0.8719561	0.94314134	0.9240852	0.958035	0.8387529	0.8127489	0.8574817	0.8439683	0.9511857	0.8727012	0.94204754	0.812736	0.93536377	0.9882437	0.97382677	0.9297447	0.95612967	0.92709565	0.90153885	0.97852474	0.8514422	0.91368985	0.8833897	0.8941007	0.905478	0.9323257	0.67114735	0.9331669	0.9038451	0.87290424	0.9248024	0.90667707	0.8990431	0.9101607	0.8024597	0.88295335	0.9234086	0.82841974	0.93565553	0.9636683	0.96407866	0.89237356	0.91143477	0.9359271	0.96273655	0.8841483	0.91534114	0.8280889	0.92807996	0.9447614	0.95644885	0.7648408	0.8337764	0.9165508	0.75615263	0.70081717	0.9590268	0.9253417	0.9244931	0.921732	0.8647791	0.9115543	0.9469807	0.9187935	0.81535834	0.9434191	0.9649472	0.9316293	0.8974316	0.8256052	0.87589943	0.91042084	0.91117024	0.9468772	0.840332	0.8596911	0.82990384	0.81450546	0.99137247	0.96321493	0.9533007	0.97883606	0.91412526	0.8109597	0.9839524	0.8916198	0.88961434	0.945707	0.83801806	0.9125446	0.92399925	0.92721117	0.9367465	0.81927705	0.9394494	0.9322586	0.9091189	0.97310746	0.72575486	0.9668736	0.94193023	0.89711046	0.8268615	0.9454445	0.8755044	0.8403404	0.7596535	0.94561446	0.9436264	0.85595065	0.9475042	0.957116	0.90152943	0.7794034	0.8661478	0.8493069	0.91638196	0.82356966	0.9410745	0.91724527	0.9381386	0.92343944	0.8977238	0.7106585	0.9657729	0.8625157	0.8335663	0.9100418	0.9701498	0.8761719	0.90307236	0.899896	0.7990153	0.9625847	0.8465911	0.84297025	0.9139714	0.9566638	0.9562043	0.9103159	0.8689079	0.87434435	0.97087705
Amerikaans/adj	0.84421647	0.84026134	0.9037442	0.0	0.40391284	0.7838272	0.37237328	0.67134	0.41267383	0.89201397	0.80444705	0.9092248	0.98971224	0.7890388	0.576039	0.64163196	0.781244	0.7382002	0.76752156	0.77382964	0.80892974	0.95578194	0.64245373	0.8559238	0.9479587	0.8098835	0.9513155	0.875624	0.84191716	0.8535842	0.9597908	0.90863395	0.88120294	0.8977334	0.9804412	0.836895	0.7236253	0.71701676	0.72326934	0.6076478	0.6707456	0.89428145	0.64800197	0.6633813	0.9448005	0.87465	0.67156005	0.6566089	0.77830654	0.896626	0.8038589	0.8040216	0.62844765	0.8657517	0.9694925	0.76897955	0.9369798	0.8300218	0.74655247	0.8568702	0.8583263	0.774534	0.78339696	0.48923218	0.8102211	0.9035097	0.82238746	0.74393463	0.7901093	0.9560535	0.89928025	0.9510739	0.8259391	0.7075575	0.5970042	0.81567657	0.75152487	0.932096	0.6500093	0.80077636	0.80730337	0.84419495	0.86281323	0.7856077	0.85550505	0.952944	0.78947234	0.921195	0.8504292	0.87874526	0.9282811	0.8462449	0.77875626	0.8192878	0.9322808	0.9567609	0.71933174	0.7615175	0.5611073	0.96947443	0.8167343	0.8762993	0.69361615	0.7327794	0.7705803	0.9561676	0.84325373	0.84562707	0.873594	0.87351435	0.9093173	0.8233307	0.80761683	0.75190943	0.78440106	0.88168925	0.9270221	0.76337945	0.77568036	0.9220714	0.8386108	0.9282765	0.88648236	0.936526	0.9628406	0.91262484	0.9857267	0.8624291	0.9055003	0.8560667	0.76628673	0.9466581	0.9263887	0.9105328	0.9820804	0.897281	0.9622094	0.8348983	0.9793253	0.68315697	0.95232606	0.9421154	0.96143955	0.867595	0.9319461	0.74883926	0.88364756	0.8519764	0.9605814	0.9743777	0.70014983	0.6086834	0.7796783	0.8386766	0.6388569	0.713905	0.8542708	0.7510714	0.6545158	0.745131	0.6388769	0.84685427	0.8760316	0.8743727	0.8167133	0.8951355	0.7803719	0.89749515	0.9469594	0.92108583	0.7899089	0.9738367	0.95252836	0.7416369	0.8216851	0.87999696	0.9370645	0.7204137	0.8346539	0.9469471	0.7022964	0.76834387	0.7353407	0.9279205	0.6747237	0.86405325	0.9656947	0.6034861	0.7796685	0.82833016	0.5709771	0.8608577	0.9492852	0.8592495	0.85589164	0.65726614	0.9110934	0.92335665	0.81291723	0.84731984	0.85733414	0.61941475	0.8835777	0.8866296	0.62494123	0.776612	0.8434409	0.9233836	0.9489959	0.66651547	0.9180353	0.73186725	0.95303863	0.92665535	0.6984164	0.94570994	0.8923668	0.84485376	0.8015172	0.84965736	0.8908514	0.880602	0.8782772	0.9760813	0.8776074	0.90751207	0.9472872	0.94355905	0.9428865	0.6366386	0.9531876	0.8190063	0.5412203	0.96768177	0.723333	0.90773684	0.8432151	0.8142323	0.8848745	0.80064625	0.7888063	0.7980635	0.92648613	0.760332	0.68757606	0.91009355	0.6689993	0.7303342	0.8713456	0.72632277	0.90292495	0.5611889	0.76867104	0.85771626	0.80757153	0.7081387	0.7406021	0.8457993	0.9689223	0.8804018	0.8132611	0.7481514	0.94938815	0.9698968	0.7965236	0.871755	0.88551307	0.92995393	0.9347138	0.86906624	0.75970167	0.8060919	0.6617366	0.8125303	0.9065069	0.7015983	0.7292905	0.6798315	0.82808745	0.9626387	0.90713	0.8460107	0.82430756	0.9107445	0.79322636	0.7263417	0.6945053	0.8469551	0.969883	0.8188307	0.91349906	0.79368204	0.8432869	0.84541094	0.77751255	0.7033421	0.94191235	0.9344673	0.8651459	0.85535276	0.9131987	0.9500259	0.9295234	0.85270065	0.9900442	0.92326444	0.84442174	0.9142452	0.85995156	0.7560171	0.82113135	0.57345486	0.8809734	0.8711474	0.7357302	0.78119254	0.9389472	0.8453808	0.8093065	0.9082062	0.74485505	0.815314	0.6598501	0.92607045	0.8547649	0.8876975	0.9683667	0.8555884	0.70941067	0.87505186	0.9417806	0.60530734	0.8325712	0.93560344	0.9251279	0.80399173	0.7221964	0.63962436	0.7971451	0.7104981	0.6943398	0.9292768	0.7726608	0.6899916	0.85729796	0.9323244	0.70137376	0.8032666	0.522357	0.93299997	0.96873784	0.71466804	0.69640696	0.94764143	0.93071914	0.64989495	0.7426187	0.84977627	0.66880274	0.8513148	0.9519613	0.67907476	0.96756804	0.8719812	0.96773493	0.8540129
Brits/adj	0.9428986	0.7992327	0.9623533	0.40391284	0.0	0.7408669	0.54590577	0.8247174	0.6378925	0.8892437	0.732339	0.78727144	0.87279916	0.54012907	0.60380423	0.7222471	0.6896403	0.8946603	0.8418871	0.7491026	0.7869033	0.9292935	0.81695783	0.9334966	0.93891674	0.74878585	0.9476061	0.8477399	0.9222679	0.9203681	0.93966115	0.9612615	0.7921813	0.9250929	0.9442001	0.9241431	0.84327495	0.8649406	0.7631109	0.7289415	0.8055357	0.90109044	0.7726134	0.74953306	0.9540074	0.90852475	0.8521559	0.8397107	0.91813	0.914974	0.87280595	0.85355675	0.754764	0.902449	0.9389388	0.9197982	0.9340522	0.9014528	0.8490169	0.9300985	0.9083955	0.93534076	0.79443467	0.6396741	0.92595387	0.94127524	0.9346566	0.84520566	0.86871696	0.8404878	0.92066103	0.83323467	0.7778777	0.77341247	0.7322487	0.81823176	0.86751175	0.96870565	0.8153588	0.85321116	0.8078779	0.9126184	0.88857365	0.8196731	0.903965	0.9855782	0.8353379	0.96153945	0.84629124	0.84677243	0.94913673	0.8969658	0.916791	0.92102724	0.9138772	0.8788238	0.8306677	0.90306437	0.71795785	0.94484866	0.86482763	0.97766405	0.771109	0.8625521	0.85745496	0.9647189	0.86203647	0.9649401	0.90710545	0.87730724	0.9470361	0.94027066	0.8977913	0.8503046	0.7987555	0.87879646	0.8894056	0.8386392	0.92271966	0.9222508	0.881948	0.9284071	0.9275294	0.92269427	0.94992006	0.87914604	0.957234	0.81571335	0.92080975	0.89697087	0.902313	0.9142291	0.8773931	0.8877415	0.98154736	0.90949285	0.97418743	0.9530755	0.96840435	0.8016269	0.89801013	0.9742501	0.970704	0.91070837	0.9379072	0.8822147	0.9074687	0.8010303	0.9352732	0.9059122	0.852664	0.76395017	0.90858006	0.80505955	0.7274555	0.844776	0.90103835	0.9106505	0.7009519	0.8665837	0.8411194	0.8389888	0.9312642	0.9490197	0.89143026	0.905423	0.6714661	0.9467881	0.9451657	0.90740615	0.8575304	0.9469596	0.90181994	0.8696902	0.8941775	0.6743759	0.90358025	0.885696	0.7803191	0.9163519	0.88604593	0.86940444	0.81028706	0.8777655	0.847234	0.86348385	0.95976126	0.7142748	0.9067824	0.8206053	0.61097133	0.94326305	0.8556545	0.9030641	0.7845558	0.69261813	0.9489179	0.9360498	0.8322959	0.9126848	0.9188969	0.82682073	0.93382776	0.9406021	0.63034195	0.8800498	0.8858048	0.88502896	0.97705334	0.8093624	0.890877	0.743665	0.96841234	0.921909	0.81079715	0.9451509	0.88458455	0.7081944	0.8887838	0.89186287	0.98201317	0.92126	0.9036952	0.95519865	0.97105616	0.9430039	0.9550054	0.90006196	0.93562794	0.7703887	0.90387535	0.8928821	0.6188406	0.92140895	0.79082906	0.9340171	0.9359738	0.951019	0.89010966	0.73378086	0.8636244	0.83563507	0.67569053	0.86968195	0.858396	0.9420732	0.81243217	0.7863896	0.95545924	0.7853913	0.7220913	0.69931203	0.86619395	0.89513266	0.8877092	0.84038377	0.83501536	0.91631496	0.82389545	0.9458626	0.7117133	0.8233951	0.9427024	0.92836535	0.865681	0.9355402	0.94481987	0.9054231	0.9720018	0.87405324	0.89829797	0.8268373	0.73920995	0.7897707	0.93543696	0.7553494	0.8850087	0.81477875	0.8387172	0.9249366	0.8826177	0.9200221	0.88473994	0.79520786	0.7068168	0.8501881	0.74100554	0.9062688	0.9158844	0.8935989	0.80565906	0.87318647	0.7613099	0.88172436	0.9161578	0.8281319	0.9517914	0.93750924	0.9111154	0.8550081	0.8471534	0.97030073	0.9083377	0.85317653	0.9256627	0.9242185	0.91164494	0.95813763	0.8725376	0.88110745	0.9048706	0.60070145	0.8640082	0.9008404	0.85540205	0.8636143	0.8577156	0.7081114	0.87476015	0.95835227	0.8866091	0.8814528	0.8375328	0.93562263	0.90130335	0.90504676	0.87579095	0.85916	0.79096824	0.8857898	0.93226516	0.6436756	0.8330504	0.8917468	0.9131276	0.82776517	0.77131474	0.8402572	0.9205751	0.8248497	0.7678715	0.8708308	0.8104768	0.78440875	0.9421997	0.95336694	0.7462911	0.8628768	0.5989259	0.9121737	0.96807855	0.76849645	0.7877251	0.9261797	0.90240777	0.738461	0.8560767	0.9256275	0.7634205	0.8168608	0.921537	0.630654	0.858098	0.89176935	0.933417	0.92707604
