	'99/noun	10/noun	1998/noun	Amerikaans/adj	Brits/adj	Europees/adj	Fins/adj	Vlaams/adj	Waals/adj	aanduiding/noun	aangekocht/adj	aanvankelijk/adj	aanwezigheid/noun	afdeling/noun	afgewerkt/adj	afgezaagd/adj	afval_bak/noun	afzondering/noun	album/noun	alge/noun	alleen/adj	allerijl/adv	aluminium/adj	aluminium/noun	ambachtelijk/adj	analyse/noun	analyseer/verb	architect/noun	arts/noun	asbest/noun	asfalt/noun	aureool/noun	auto/noun	auto_wrak/noun	automobiel/noun	baksteen/noun	bedek/verb	bedrijf/noun	beeld/noun	beeldscherm/noun	been/noun	begeef/verb	beheers/verb	bel_DIM/noun	ben/verb	beneden/adv	beperking/noun	berg/noun	besmet/verb	besmetting/noun	besta/verb	bestek/noun	betaam/verb	beton/noun	betonnen/adj	bevat/verb	bevestig/verb	bevind/verb	bevolking/noun	bewaar/verb	bewerk/verb	bijl/noun	bijnaam/noun	bijvoorbeeld/adv	bind_middel/noun	blijk/verb	blink/verb	blok/noun	bodem/noun	boer/noun	bos/noun	bouw_werk/noun	bouwmateriaal/noun	boven_haal/verb	breed/adj	breng_aan/verb	brons/noun	bronzen/adj	buig/verb	buitenland/noun	buitenlands/adj	cachet/noun	campus/noun	centi_meter/noun	chirurgisch/adj	chroom/noun	code/noun	collectie/noun	combineer/verb	complex/noun	compromis_loos/adj	computer/noun	constructie/noun	controle/noun	controleer/verb	creatie/noun	dagelijks/adj	dak/noun	das/noun	deel_uit/verb	degelijk/adv	des/adv	diamant/noun	dienstverlening/noun	diep/adj	dijk/noun	dik/adj	dikte/noun	distributie/noun	divers/adj	divisie/noun	doolhof/noun	doorboor/verb	doordacht/adj	doos/noun	dossier/noun	draag/adj	dreig/verb	dubbel/adj	dug-out/noun	dun/adj	duur_voort/adj	eet_op/verb	eet_tafel/noun	eindproduct/noun	eis/verb	er/adv	export/noun	extra/adj	fabricage/noun	februari/noun	fijn/adj	filter/verb	fles/noun	fruit/noun	futuristische/adj	ga_na/verb	ga_toe/verb	garandeer/verb	gebouw/noun	gebruik/verb	gebruikelijk/adj	gebruikt/adj	geconcentreerd/adj	gehard/adj	gehuld/adj	geladen/adj	gelakt/adj	gemanipuleerd/adj	genees_middel/noun	genoemd/adj	genomen/adj	geometrisch/adj	gepantserd/adj	gepolijst/adj	geraamte/noun	gereedschap/noun	gerief/noun	gesteente/noun	gevel/noun	gevoelig/adj	geweldig/adj	gewenst/adj	gewicht/noun	geïmporteerd/adj	gigant/noun	glas/noun	glas_raam/noun	glasvezel/noun	gloeilamp/noun	goedkoop/adj	gootsteen/noun	goud/noun	graniet/noun	grond/noun	grondstof/noun	groot/adj	half/adj	hand_greep/noun	hard/adj	heffing/noun	helemaal/adv	helft/noun	hier/adv	high_tech/adj	hoeveelheid/noun	honderden/noun	hoog/adj	hoogwaardig/adj	hoop/noun	hout/noun	houten/adj	ijl/adj	ijzer/noun	illustreer/verb	import_heffing/noun	importeer/verb	indrukwekkend/adj	industrie/noun	industrieel/adj	ingenieur/noun	ingreep/noun	inlands/adj	inox/noun	installatie/noun	internet/noun	inventaris/noun	investeer/verb	invoer/noun	jaarlijks/adj	kabaal/noun	kantoor_gebouw/noun	keer/noun	keramiek/noun	kilo/noun	kilo_gram/noun	kist/noun	klank/noun	klant/noun	klein/adj	kom_bij/adj	kooi/noun	kool/noun	koppeling/noun	koraal/noun	kracht/noun	kubus/noun	kunst_werk/noun	kunststof/noun	kwast/noun	laat/verb	lab/noun	lading/noun	lager/noun	landbouw/noun	landbouw_product/noun	leer/noun	leg_toe/verb	leuning/noun	levend/adj	licht/adj	licht/noun	lichtgewicht/adj	liefst/adv	lig/verb	lijf/noun	locatie/noun	lood/noun	loop_terug/verb	maak/verb	magnetisch/adj	makkelijk/adj	man/noun	markt/noun	marmer/noun	mascotte/noun	materiaal/noun	mechanisch/adj	medisch/adj	meer/adj	meerder/adj	mentaal/adj	met/adv	meter/noun	methode/noun	migrant/noun	mijn/noun	miljoen/noun	minder/adj	minder/adv	modern/adj	monitor/noun	monster/noun	monumentaal/adj	muur/noun	name/adv	neem/verb	neem_af/verb	neem_mee/verb	nieuw/adj	nodig/adj	oerwoud/noun	ogenblik/noun	olie/noun	omhoog/adv	omzet/noun	onderdeel/noun	onderneming/noun	ondertussen/adv	onderzoek/noun	onderzoek/verb	onderzoeker/noun	ongeveer/adv	onjuist/adj	onmiddellijk/adj	onregelmatig/adj	ontwar/verb	oogappel/noun	opgetrokken/adj	oud/adj	overschot/noun	overspoel/verb	pak/noun	paleis/noun	papier/noun	parket/noun	particulier/noun	perikel/noun	pers/verb	pesticiden/noun	petrochemie/noun	pijp/noun	pilaar/noun	plaat/noun	plastiek/noun	plat/adj	poot/noun	positief/adj	prijs/noun	procent/noun	produceer/verb	producent/noun	productie/noun	projectiel/noun	puur/adj	pvc/noun	rail/noun	recent/adj	representatief/adj	restant/noun	reus/noun	reusachtig/adj	riskeer/verb	roest_vrij/adj	rol/noun	romp/noun	rond/adj	rook/noun	rubber/noun	ruiter/noun	ruw/adj	samenspel/noun	schaf_af/verb	schiet/verb	schiet_uit/verb	schilder/verb	schildering/noun	schuil/verb	sculptuur/noun	sector/noun	slachthuis/noun	slagveld/noun	slinger_rond/adj	sober/adj	soja/noun	spiraal/noun	spoor/noun	spuit/noun	staal/noun	staal_bedrijf/noun	stalen/adj	steen/noun	stel_vrij/verb	stellage/noun	stenen/adj	sterk/adj	stoel/noun	stof/noun	stoot_af/verb	storing/noun	straal_uit/verb	strak/adj	stuk/noun	subsidie/noun	symbool/noun	tank/noun	tast_aan/verb	tegel/noun	test/verb	textiel/noun	til/verb	titanium/noun	toepassing/noun	toevoeging/noun	ton/noun	totaal/adv	traag/adj	traan/noun	traditioneel/adj	tref_aan/verb	trek_op/verb	uitgebreid/adj	uitgestrekt/adj	uitgevoerd/adj	uithouding_vermogen/noun	uitsluitsel/noun	uitvoering/noun	uitwerpsel/noun	ultiem/adj	universiteit/noun	urine_staal/noun	val_op/verb	vast/adj	vat/verb	ver/adj	verbanning/noun	verbrand/adj	verdacht/adj	verdieping/noun	vergelijk/verb	vergelijking/noun	verhoog/verb	verloren/adj	vernuft/noun	verpletterend/adj	verroest/adj	verschil/adj	vervaardig/verb	vervoer/verb	vervolgens/adv	verwerk/verb	verwerking/noun	verwijder/verb	verwrongen/adj	verzamel/verb	verzink/verb	vet/noun	video_camera/noun	villa/noun	vlees/noun	vliegtuig/noun	vloeibaar/adj	vluchtig/adj	voer_in/verb	voer_op/verb	voer_uit/verb	voldoende/adj	volledig/adj	voortaan/adv	vorm/noun	vraag/noun	vraag/verb	waar/adv	waarde/noun	wagon/noun	wals/verb	wanneer/adv	water/noun	web/noun	wellicht/adv	wereldwijd/adj	werknemer/noun	wijn/noun	wijs_uit/verb	wit/adj	word/verb	zaag_door/verb	zacht/adj	zand/noun	zenuw/noun	zuil/noun	zuiver/adj	zwaar/adj	zwaard/noun	zwembad/noun
'99/noun	0.0	0.83797944	0.7673886	0.9346538	0.930531	0.88171643	0.920408	0.92679954	0.9241822	0.9605683	0.9179363	0.9439976	0.94482565	0.93127865	0.9390709	0.9996098	0.99083155	0.9141115	0.9088017	0.9134721	0.98503107	0.93725747	0.9454374	0.94753486	0.95706886	0.95996314	0.94526565	0.94312835	0.960851	0.9647238	0.94169056	0.95732266	0.93548685	0.96321654	0.9685782	0.9217861	0.98120105	0.8853221	0.9771812	0.9760214	0.97252136	0.9370084	0.9440869	0.9660661	0.9879389	0.9379892	0.95242757	0.9539655	0.93317354	0.905719	0.9351328	0.90771115	0.97255015	0.946437	0.9363129	0.9027077	0.924505	0.94363827	0.9318957	0.9488718	0.95644593	0.9520676	0.95942664	0.953077	0.9898437	0.9292782	0.9612643	0.92273194	0.9459727	0.9464021	0.9596467	0.9459148	0.96651584	0.9291644	0.9491278	0.9626347	0.825951	0.88727146	0.9280979	0.9641703	0.948975	0.9498967	0.9342098	0.87712586	0.9830551	0.9901567	0.93034846	0.94019264	0.93101263	0.9162334	0.97625566	0.9555248	0.9499228	0.9603607	0.90350133	0.9508295	0.8861266	0.94762313	0.930351	0.90935445	0.9613735	0.97077817	0.9351757	0.9575069	0.9853568	0.9749461	0.9123962	0.96960914	0.9415751	0.94400537	0.9114345	0.9788159	0.9824945	0.96882045	0.9296009	0.8904121	0.9916581	0.96572274	0.9210571	0.9814004	0.9707039	0.97139305	0.9577462	0.9923797	0.96859545	0.89911115	0.88942504	0.92771816	0.8762524	0.9649157	0.7424159	0.9595293	0.9865556	0.8996596	0.9725884	0.9813022	0.9651911	0.9668385	0.94798696	0.95068717	0.9763412	0.96883744	0.94034564	0.9738564	0.9720875	0.9877318	0.96454483	0.99294746	0.9790186	0.94290364	0.95075136	0.929712	0.97020376	0.9459067	0.95761347	0.9828586	0.97290426	0.9666496	0.99654657	0.98210347	0.9662607	0.95143336	0.96453416	0.8952937	0.94905263	0.9592202	0.9614151	0.98670405	0.9646373	0.9826776	0.92405206	0.9460553	0.85721356	0.9752278	0.95599437	0.95543855	0.97630024	0.9240469	0.99936575	0.9863548	0.9435965	0.9767078	0.9105629	0.9524513	0.98223543	0.9394922	0.94082534	0.9208435	0.9659308	0.9708238	0.97381204	0.9704572	0.9851383	0.97407037	0.970439	0.96304595	0.92284566	0.922404	0.9105049	0.9376619	0.9432481	0.9096213	0.9548215	0.9966043	0.9249796	0.9489665	0.93451345	0.88192636	0.9077049	0.83727014	0.95741075	0.94687885	0.8754231	0.9403383	0.8297257	0.81652284	0.92381346	0.9732341	0.90458304	0.96088713	0.9019891	0.97112155	0.96707934	0.9342924	0.9832245	0.95829546	0.9807887	0.9291363	0.96009564	0.9912644	0.968055	0.9579144	0.9472882	0.96777016	0.9550285	0.9663335	0.9737832	0.9685524	0.99699175	0.96221036	0.9313323	0.97121406	0.96285766	0.8183421	0.944779	0.97329545	0.94643885	0.9589326	0.8554239	0.9716718	0.9653671	0.9762727	0.91134286	0.962864	0.95305616	0.95891094	0.9584249	0.96364117	0.9426898	0.8806229	0.9494926	0.9628531	0.96351117	0.82548165	0.96602947	0.9205017	0.9231918	0.8445361	0.85735446	0.95433366	0.9665481	0.9342812	0.9385657	0.9628862	0.94356173	0.96401614	0.94052404	0.88902986	0.94137985	0.95256823	0.9379716	0.98212326	0.93272626	0.930488	0.90952635	0.8455876	0.95244783	0.89651394	0.9302002	0.9417941	0.9194775	0.93392515	0.8568024	0.96223325	0.95255893	0.9889194	0.97345215	0.9645529	0.9678322	0.92164886	0.9059556	0.95159656	0.9501736	0.9625982	0.9242716	0.93467027	0.94704145	0.9397997	0.95986813	0.9684104	0.9337685	0.9290452	0.95024997	0.931648	0.97982347	0.94225633	0.95181423	0.9466525	0.9066336	0.860307	0.8699835	0.9185019	0.89341116	0.9684115	0.95218337	0.9482249	0.9676259	0.9199008	0.96130526	0.9576267	0.950721	0.9492569	0.9343282	0.9768839	0.9462616	0.94925857	0.92949206	0.9556962	0.97812605	0.9212689	0.91194606	0.97834456	0.9270559	0.9334688	0.9577062	0.96035576	0.9710968	0.97303116	0.96127343	0.9338522	0.9441234	0.96319306	0.9815271	0.98532295	0.9310479	0.9603008	0.96677786	0.9628154	0.9387388	0.96171105	0.9550264	0.9248283	0.9453506	0.93316734	0.9688363	0.94898874	0.939159	0.9621811	0.9225887	0.9731146	0.97702867	0.95458	0.9075601	0.89571065	0.9607662	0.9308777	0.979749	0.9711061	0.94689894	0.96507126	0.9405961	0.9986976	0.9553765	0.95282584	0.85160524	0.8176953	0.9469505	0.96941495	0.9705718	0.9233513	0.89490485	0.9438156	0.97460365	0.92564595	0.95034575	0.92560065	0.96001196	0.984943	0.9728586	0.9259122	0.96021616	0.9574238	0.9508939	0.961123	0.9663583	0.97979563	0.9727327	0.9275053	0.9051103	0.9336144	0.92055464	0.89095145	0.90312725	0.9831241	0.9595181	0.9571335	0.9285989	0.9576257	0.8779252	0.95293534	0.90791637	0.9490153	0.96059674	0.9958562	0.86782944	0.9660053	0.96232915	0.95951885	0.92682505	0.97431874	0.9138771	0.9496639	0.98557866	0.9094496	0.90338767	0.89049304	0.96163434	0.9663729	0.95531034	0.97986656	0.9721043	0.9542674	0.9336917	0.91321725	0.96756536	0.9629161	0.8991397	0.9484204	0.9640835	0.966317	0.8599115	0.86791617	0.9502313	0.93555295	0.959311	0.868404	0.9492193	0.97041667	0.9708485	0.988885	0.976325	0.9575201	0.9382704	0.9716587	0.92327714
10/noun	0.83797944	0.0	0.8351534	0.91467506	0.8785655	0.9229455	0.9231243	0.9019932	0.9293915	0.9722023	0.94530064	0.87954915	0.9262295	0.8798529	0.9465811	0.98072124	0.9745792	0.9656789	0.8797677	0.99016553	0.91444737	0.94094366	0.9583148	0.97208107	0.93434423	0.93393314	0.9407819	0.80205417	0.8992938	0.93713367	0.9620843	0.9699919	0.8177168	0.9626883	0.9163284	0.95430624	0.9533491	0.9329758	0.8837832	0.97272325	0.93623227	0.89887846	0.9383128	0.9689837	0.9687439	0.9573025	0.9480984	0.90864253	0.9556558	0.9602275	0.83293545	0.96247375	0.9832814	0.9418276	0.9239919	0.9030567	0.9116434	0.90254635	0.92493844	0.9319104	0.8984773	0.9515784	0.9469784	0.8990214	0.9848574	0.9328842	0.97156966	0.9453106	0.9200478	0.9268835	0.9092905	0.8847578	0.97003293	0.9502237	0.95452106	0.91888416	0.8901831	0.8957591	0.9241244	0.9150842	0.95039517	0.9560332	0.94380844	0.9278666	0.9735217	0.96946794	0.9441129	0.8577939	0.93421924	0.8880721	0.9894619	0.9489774	0.94220126	0.88843614	0.9228142	0.90527385	0.7534095	0.9170172	0.921392	0.9299311	0.9485535	0.964036	0.93883485	0.96676195	0.9455502	0.92248267	0.93319607	0.96785325	0.9691949	0.8828601	0.9292726	0.9508928	0.9555207	0.9776594	0.93734354	0.9335569	0.9818785	0.9199694	0.89692694	0.9740359	0.96434045	0.9653083	0.95500493	0.99077874	0.97763234	0.91381896	0.94540316	0.94588155	0.9360079	0.96878225	0.4769904	0.95366716	0.9742994	0.9413229	0.95202345	0.9475972	0.9697573	0.94264907	0.9359932	0.8143957	0.9230256	0.9380516	0.9352914	0.95913154	0.9897735	0.9582466	0.95366573	0.96975154	0.96998364	0.968828	0.9147466	0.9016006	0.9833171	0.95959145	0.9818768	0.9550266	0.9553355	0.9712817	0.9967647	0.90429753	0.9547097	0.9495351	0.948645	0.97147363	0.97005004	0.9701747	0.8927376	0.9022083	0.9887832	0.9615849	0.95484555	0.97849315	0.89626855	0.966656	0.91761744	0.9588005	0.95576406	0.9198096	0.99256104	0.9391159	0.94892156	0.94677	0.9269985	0.92526954	0.98768854	0.9525945	0.92432755	0.9565084	0.9862155	0.9351842	0.94878036	0.86074364	0.96109164	0.96563053	0.93782604	0.97385156	0.93302304	0.9094598	0.9346595	0.9233125	0.8571313	0.959632	0.9768272	0.9872993	0.88655865	0.9336702	0.9320167	0.9413528	0.9568588	0.88566303	0.9663451	0.95439076	0.9107423	0.9071903	0.9354778	0.9149562	0.9366214	0.93150795	0.955601	0.9318104	0.9342061	0.9609068	0.94456017	0.95188814	0.98287517	0.91457105	0.9620606	0.8912989	0.9618747	0.96137667	0.9310363	0.94249904	0.92750335	0.97465235	0.9375759	0.97738594	0.969145	0.9351359	0.9907457	0.9027006	0.90877265	0.91217005	0.96201754	0.9061746	0.92180943	0.9550379	0.8472177	0.9608378	0.9260703	0.90532374	0.9525656	0.95466834	0.89657724	0.91654	0.9635406	0.9352123	0.9316916	0.9622066	0.9528929	0.9513243	0.944448	0.9588875	0.95439976	0.90129113	0.9554296	0.9679614	0.93664694	0.9405462	0.93908966	0.97998273	0.8816542	0.9384894	0.8962971	0.8494841	0.9123014	0.95705163	0.9188471	0.9354494	0.89432085	0.8976754	0.9462684	0.96065396	0.9259512	0.9572746	0.9437433	0.93418443	0.91016316	0.92347306	0.9180915	0.9373367	0.9141953	0.9431422	0.9171013	0.94047445	0.9403406	0.9246666	0.9638688	0.9608335	0.8849341	0.87953407	0.9126722	0.93370056	0.95443064	0.8925501	0.9279297	0.93814105	0.93831635	0.9630768	0.9536102	0.97309077	0.9759159	0.952814	0.98286635	0.89278984	0.9766197	0.91821593	0.9406995	0.93626297	0.9013212	0.93853235	0.8895358	0.93333304	0.8994625	0.9747214	0.9459818	0.97351193	0.93900335	0.8901191	0.9471132	0.9406722	0.9302258	0.9291327	0.9523482	0.99224395	0.93539494	0.9474491	0.890563	0.93403333	0.94188035	0.919399	0.9350586	0.97386247	0.85788494	0.89133537	0.9632944	0.7820702	0.93762565	0.942958	0.9095138	0.9587428	0.93615353	0.91725	0.96300274	0.9587658	0.97751224	0.97384745	0.9094545	0.93512964	0.9559238	0.9591757	0.9444054	0.89098805	0.97118	0.99879885	0.92307067	0.9454165	0.9264249	0.91826946	0.95396507	0.9238373	0.9520911	0.94911325	0.9051295	0.94645673	0.9293766	0.94474626	0.9709155	0.95291334	0.93585724	0.9330905	0.9625244	0.9949298	0.95391643	0.97197205	0.92963684	0.9284502	0.95240736	0.94281673	0.8800634	0.86213744	0.88208854	0.89484775	0.9620654	0.9383767	0.9741418	0.91373205	0.8768305	0.983681	0.93238544	0.9136517	0.9753519	0.8990176	0.8998253	0.83352786	0.9292747	0.9445826	0.9539807	0.89988947	0.9145645	0.9176974	0.90892327	0.940423	0.91944855	0.9765794	0.9487014	0.98112464	0.915921	0.87649345	0.9166518	0.9286726	0.9373331	0.9712538	0.9192477	0.9772114	0.8163386	0.97052824	0.9645938	0.9593874	0.86446136	0.9372623	0.90513915	0.96941227	0.96281624	0.8249571	0.8813296	0.8807913	0.95543027	0.8853701	0.90367955	0.9559669	0.94728285	0.93285614	0.8269632	0.94440836	0.94363755	0.9610715	0.8152283	0.90537035	0.9650923	0.9114276	0.9210587	0.9449135	0.9426317	0.9312692	0.92905974	0.6307142	0.966214	0.9339512	0.9552994	0.97403264	0.95371413	0.9580166	0.9053917	0.9678503	0.8221396
1998/noun	0.7673886	0.8351534	0.0	0.80478454	0.77560276	0.82699084	0.8503923	0.83638024	0.87475085	0.9620121	0.8971592	0.8065966	0.8923331	0.8438051	0.90666795	0.9753206	0.9837899	0.97719055	0.8506549	0.97115755	0.93484455	0.94152343	0.94172513	0.9128159	0.9508592	0.8887091	0.8872152	0.88849986	0.85504204	0.90716463	0.9138357	0.9787352	0.7902643	0.9673027	0.95126116	0.9167692	0.9544685	0.6629442	0.908151	0.9343469	0.91401213	0.91097814	0.91392905	0.9738091	0.92791516	0.8272437	0.90710515	0.9037461	0.86000997	0.87706566	0.8527801	0.93637896	0.98565555	0.91172516	0.9180965	0.75810415	0.83447015	0.8013141	0.76522547	0.90527415	0.93615305	0.95666605	0.9339868	0.81364167	0.9914102	0.8006153	0.9599503	0.8868349	0.9039263	0.83941334	0.8737762	0.9129711	0.9415343	0.9433133	0.83684504	0.8983036	0.8522779	0.87893546	0.90393734	0.8441092	0.7702718	0.96056557	0.9275684	0.6701953	0.96164906	0.97606933	0.8362653	0.85990095	0.92396194	0.8687552	0.97402436	0.8583034	0.9156429	0.8475259	0.7089366	0.91412544	0.7754187	0.90343857	0.9484289	0.8185839	0.92148626	0.9592231	0.8638226	0.87802666	0.8667739	0.93754554	0.7615664	0.9027345	0.9074807	0.8561764	0.834733	0.9634109	0.9791354	0.97630423	0.86484474	0.7529569	0.99014807	0.86787534	0.8486998	0.978172	0.9216696	0.92371583	0.94655603	0.98668253	0.96046	0.7093483	0.7150035	0.767745	0.65596664	0.9520235	0.7018089	0.92025113	0.96145445	0.79601425	0.92883694	0.92910075	0.89942116	0.94586235	0.90183884	0.8720327	0.8491843	0.9183963	0.9093959	0.9632546	0.9852805	0.9734781	0.90185636	0.98020405	0.952215	0.8777218	0.87402034	0.8769224	0.95729357	0.93263996	0.96984154	0.96832085	0.96440154	0.984583	0.950661	0.9538467	0.8852567	0.9180671	0.9057143	0.7894962	0.9626153	0.89142907	0.9010731	0.9790111	0.95850796	0.9643425	0.7640754	0.9883202	0.82393086	0.9561794	0.8388612	0.9311816	0.87723935	0.86071885	0.96340114	0.85622394	0.8306644	0.90672094	0.8124415	0.9221977	0.95218515	0.86899704	0.8644345	0.62782174	0.957635	0.8992821	0.9156618	0.93313926	0.95927024	0.9606843	0.912506	0.93697757	0.8558636	0.85565996	0.8314211	0.8543341	0.89039624	0.88794136	0.96729654	0.9606791	0.8824084	0.8632605	0.9455527	0.62929785	0.8401328	0.57951283	0.92842406	0.8822218	0.7812296	0.9448024	0.5791018	0.62488264	0.91491437	0.96645284	0.7268475	0.8622743	0.7977346	0.9535216	0.90366334	0.9340797	0.96951896	0.8115839	0.94940114	0.8820417	0.9607892	0.9928595	0.8814778	0.94359803	0.8926443	0.9136978	0.91116154	0.947564	0.9489138	0.92537916	0.96682584	0.886582	0.7451917	0.90058494	0.9591173	0.5122932	0.7319639	0.92204654	0.8841424	0.90439856	0.6719176	0.8872497	0.97221106	0.91694474	0.8030995	0.78620505	0.9758907	0.9666114	0.8711346	0.9574023	0.87034416	0.6949353	0.9140885	0.9180304	0.84763557	0.59560156	0.93729496	0.8576618	0.86986935	0.47854054	0.61429214	0.91266555	0.91301095	0.9378993	0.9041886	0.9280231	0.9264636	0.8728608	0.8609873	0.644045	0.8848496	0.8530341	0.79068387	0.94316363	0.8266132	0.7773234	0.601014	0.48523688	0.80060184	0.7162763	0.82214236	0.81510866	0.7788283	0.8068962	0.5825139	0.9154412	0.8832432	0.9638097	0.9598344	0.9735892	0.96911275	0.7973696	0.76632595	0.9318512	0.88496965	0.9278465	0.8706773	0.87558997	0.8341535	0.9436306	0.9202998	0.9738375	0.951407	0.94787246	0.952684	0.8765087	0.9541873	0.91241807	0.90575624	0.7917202	0.70990944	0.5300604	0.73859733	0.850977	0.7715237	0.95414364	0.88985777	0.96159434	0.92722166	0.8144706	0.9113466	0.94547564	0.90381587	0.90685076	0.87853587	0.96201605	0.8941539	0.95114195	0.84443235	0.9454973	0.95842516	0.9201412	0.83591634	0.9815798	0.9195887	0.81210345	0.9358658	0.9480362	0.9668627	0.94131887	0.95257556	0.7657733	0.92192316	0.9501804	0.9743264	0.962128	0.9398111	0.96840584	0.90229625	0.95800644	0.83999205	0.9265928	0.89583236	0.8931165	0.93048674	0.9677377	0.93225753	0.8557325	0.8423141	0.9161292	0.8478452	0.92690516	0.93949175	0.93517274	0.66764593	0.6911953	0.94780624	0.8656738	0.92032564	0.9487549	0.88515425	0.92014736	0.88917863	0.9813663	0.9229761	0.92324746	0.56406075	0.51676726	0.9129816	0.9243814	0.8971145	0.7866969	0.72440964	0.8870669	0.9510267	0.88257724	0.9694893	0.91183555	0.8760154	0.97418284	0.9391926	0.86425865	0.9378914	0.8808924	0.82810986	0.9124297	0.86938703	0.97433996	0.9453906	0.8602415	0.82488316	0.88298494	0.7993714	0.64209443	0.78729427	0.98114246	0.94052655	0.96682507	0.8101579	0.91421014	0.7458873	0.8733466	0.8024118	0.9191613	0.88264406	0.9959822	0.7872475	0.9698238	0.92465925	0.9376043	0.9016127	0.87870544	0.79860485	0.90881944	0.9501635	0.8673113	0.7586478	0.79378814	0.8668594	0.8451136	0.8498125	0.914959	0.8696445	0.8386981	0.8411387	0.6230594	0.9330322	0.9700069	0.8866746	0.8514763	0.9498533	0.8917165	0.6652787	0.62392753	0.8574724	0.8584539	0.89204085	0.8514974	0.96724	0.9127384	0.914378	0.96140987	0.9550627	0.917049	0.8397541	0.9746392	0.8776424
