	1998/noun	Ahmet/name	Bailliu/name	Bart/name	Bill/name	Brit/noun	Carla/name	George/name	Gullegem/name	Jagger/name	Man/name	Marat/name	Rafter/name	Safin/name	VTM/name	aanhoudend/adj	achter/prep	acteur/noun	af/adv	afgewisseld/adj	akelig/adj	al/det	alleen/adv	allemaal/adv	almaar/adv	als/comp	als/comparative	alsof/comp	altijd/adv	anti_climax/noun	antwoord/noun	applaus/noun	auto/noun	avond/noun	bas_lijn/noun	bedoening/noun	beetje/noun	begeleid/adj	begin/verb	beland/verb	berusting/noun	beteken/verb	beton_blok/noun	bewust/adj	blad/noun	blazoen/noun	bleek/adj	blik/noun	bol/noun	bom/noun	bonk/verb	bont/noun	boor/verb	boven/prep	breek_af/verb	bril_glas/noun	brok/noun	buur/noun	by/noun	cd/noun	ceremonieel/noun	contrasteer/verb	coupé/noun	daar/adv	daarbij/pp	daarin/pp	daarna/adv	dan/adv	dan/comparative	dat/pron	dauw/noun	deels/adv	den/adv	dicht/adj	die/det	die/pron	dikwijls/adj	dof/adj	donker/adj	dooier/noun	door/prep	doorbraak/noun	doordat/comp	dreun/adj	dreun/noun	dreun/verb	drie/num	drijf/verb	dring_binnen/verb	dring_door/verb	dringend/adj	droef/adj	droog/adj	droog/verb	druk_uit/verb	drum/noun	dus/comp	duur/adv	dwaal/verb	e/noun	een/det	eerlijk/adj	eindig/verb	ellende/noun	en/vg	enigszins/adv	enkel/adv	enthousiasme/noun	er/adv	er/fixed	even/adj	explosie/noun	flank/noun	ga_samen/verb	ga_schuil/verb	gast/noun	gebakken/adj	gedrag/noun	geef/verb	geel_groen/adj	gek/adj	geklets/verb	gekweld/adj	gelatenheid/noun	geluid/noun	gestommel/verb	gevoel/noun	geworden/adj	gezicht/noun	gezoem/verb	glans/adj	glans/noun	glas/noun	glijd/verb	goud/noun	grauw/adj	groen/adj	gruwel/noun	haar/det	haar/noun	haar/pron	half/adj	hard/adj	hart/noun	heerlijk/adj	heers/verb	helder/adj	herhaling/noun	herinner/verb	het/det	het/noun	hevig/adj	hoe/adj	hol/adj	hoofd/noun	hoog_oven/noun	hoop_DIM/noun	hoor/verb	huid/noun	hun/det	iets/adv	ik/pron	in/comp	indruk/noun	je/pron	kaal/adj	kalm/adj	kamer/noun	kant/noun	karakter/noun	kas/noun	kerkklok/noun	kijk/verb	kijker/noun	klank/noun	klap/noun	kleur/noun	kleur/verb	klik/noun	klink/verb	klinker/noun	klop/noun	knal/noun	kom_neer/verb	kom_terecht/verb	koninklijk/adj	koper/noun	korrel/noun	kort/adj	kortom/tag	koud/adj	kras/noun	kreet/noun	kunststof/noun	laag_DIM/noun	laat/adj	laat/verb	laat_af/adj	last/noun	leegte/noun	leer/noun	lees/verb	lees_voor/verb	leg_uit/verb	lethargie/noun	licht/adj	licht/noun	lig/verb	lijden/noun	lijk/verb	loop_uit/verb	loutering/noun	maak/verb	maal/noun	maar/vg	matig/adj	meisje/noun	merkwaardig/adj	met/prep	metaal/noun	meteen/adv	miserie/noun	mislukkeling/noun	moment/noun	muur/noun	muziek/noun	na/prep	naar/adj	nacht/noun	nadien/pp	nauw/adj	nauwelijks/adv	neem_in/verb	neerslachtig/adj	niets/noun	noem/verb	o/noun	of/vg	onder/prep	onderbouwd/adj	onderscheid/verb	ondersteun/verb	ondersteund/adj	ondervoed/adj	ondoordringbaar/adj	onduidelijk/adj	ontbloot/verb	ontsnap/verb	onverschillig/adj	onzeker/adj	oog/noun	oog_DIM/noun	oog_lid/noun	oor/noun	op/adv	opeens/adv	opgenomen/adj	oppervlak/noun	opwinding/noun	oud/adj	overal/adv	overdreven/adj	overloop/noun	paar/noun	papier/noun	percussie/noun	periode/noun	piano/noun	pijn/noun	plaat/noun	plaats/comp	plomp/adj	plots/adj	plotseling/adj	poeder/noun	poging/noun	prettig/adj	punt/noun	radeloosheid/noun	rafelig/adj	ramp/noun	ratel/adj	razernij/noun	recept/noun	redding/noun	regen/noun	ritme/noun	roffel/verb	rond/prep	ruis/noun	ruk/verb	ruw/adj	saai/adj	schitter/verb	schittering/noun	schoen/noun	schoot/noun	schot/noun	seconde/noun	sfeer/noun	shirt/noun	signaal/noun	sla/verb	sla_om/verb	sla_toe/verb	slag/noun	slechts/adv	sluit_af/verb	smak/verb	somber/adj	soms/adv	song/noun	soort/noun	spiegel/noun	spierwit/adj	spring/verb	sta/verb	staar/verb	staart/noun	steek_af/verb	stijf/adj	stil/adj	storend/adj	stralend/adj	streep/noun	streep_DIM/noun	talent/noun	tamelijk/adj	te/adv	tegelijk/adj	teken/noun	teleurstelling/noun	tempo/noun	terwijl/comp	theater_zaal/noun	tintel/adj	toen/comp	toon/noun	trom/noun	troosteloos/adj	twintigjarige/adj	uit/part	uitgewoond/adj	uittocht/noun	vaak/adj	val/noun	val/verb	val_af/verb	vals/adj	van/comp	vanuit/prep	variant/noun	veeleer/adv	veelvuldig/adj	veranderlijk/adj	verdriet/noun	verdrietig/adj	verdwijn/verb	veredeld/adj	verf/noun	vergeet/verb	verkeer_ellende/noun	vermoeid/adj	vermoeidheid/noun	verontwaardigd/adj	veroorzaak/verb	verschijn/verb	verte/noun	vertolk/verb	verweerd/adj	verword/verb	vies/adj	vlak/adj	vlak/adv	vlakte/noun	vlek/noun	vloek/noun	voel/verb	voet/noun	volg/verb	voorstelling/noun	vorm/noun	vreemd/adj	vuil/adj	waardoor/pp	waarmee/pp	waarschuw/verb	wanhoop/noun	want/vg	wat/adv	wat/det	wat/pron	weer/adv	weerklink/verb	weet/verb	weggebruiker/noun	weinig/adj	wek/verb	wentel_af/verb	werkelijkheid/noun	wissel_af/verb	wit/adj	word/verb	zak_weg/verb	zand/noun	zang_stem/noun	ze/pron	zelfmedelijden/noun	zelfs/adv	zend/verb	zeurderig/adj	zie/verb	zie_uit/verb	zijn/det	zit_op/verb	zo/adv	zoandapos;n/det	zodat/comp	zoet/adj	zorgwekkend/adj	zucht/noun	zwaar/adj	zwart/noun	één/num
1998/noun	0.0	0.9236649	0.89281774	0.93403035	0.86165065	0.79318887	0.97524244	0.85994875	0.94201547	0.89963585	0.8275354	0.7947997	0.73259354	0.8068013	0.9103719	0.9374198	0.9038039	0.8483577	0.93240064	0.86600983	0.90803456	0.9393102	0.92959	0.94217217	0.9380855	0.9298757	0.8945755	0.94386154	0.96549296	0.81902117	0.96999294	0.9160428	0.85476196	0.8385266	0.97220415	0.97991246	0.9663638	0.91290885	0.8040863	0.9024697	0.9027054	0.8300489	0.871665	0.94433534	0.8783855	0.9672767	0.9286678	0.9617985	0.9474226	0.8682241	0.9469354	0.8862555	0.9168204	0.9436374	0.8425386	0.95182323	0.95244896	0.9348051	0.9551188	0.7755654	0.9132129	0.90539694	0.9562367	0.8956262	0.9187331	0.8423251	0.8300725	0.9091116	0.8949723	0.88296187	0.916204	0.8522363	0.9167528	0.93117356	0.8175258	0.89723	0.9606451	0.8174838	0.90265596	0.97468483	0.9009822	0.78858817	0.86742735	0.89605016	0.83947414	0.954949	0.7033267	0.95304906	0.9102096	0.94316393	0.97284395	0.9277179	0.8889581	0.95389867	0.9495246	0.93340486	0.90066826	0.904111	0.9367081	0.9533686	0.82895404	0.9419628	0.85982794	0.8743514	0.8896766	0.91459924	0.94210035	0.8818884	0.8901994	0.95096266	0.8740456	0.90837044	0.94104135	0.9778726	0.9631139	0.91849315	0.97356814	0.90098697	0.97253233	0.935179	0.94471335	0.9657031	0.9653985	0.89027953	0.9031885	0.87504494	0.9398325	0.9313812	0.92320585	0.94359446	0.92349124	0.9069266	0.95299953	0.909262	0.86135375	0.9384416	0.9738588	0.94384825	0.85705703	0.9564949	0.92274046	0.82132125	0.8449765	0.91226655	0.94865936	0.9536568	0.9704441	0.90849996	0.88685405	0.8928116	0.96307546	0.841444	0.97845256	0.944292	0.92676866	0.9269449	0.9404572	0.9013399	0.9519191	0.93764395	0.9166401	0.91501963	0.9818315	0.9937379	0.96557283	0.9634249	0.8821708	0.9732692	0.93449956	0.9419521	0.93934673	0.93606204	0.9659533	0.90772086	0.8776232	0.8421415	0.95004845	0.9311071	0.88417983	0.9019053	0.9346079	0.8243803	0.85308367	0.94546956	0.92176646	0.9459899	0.8915065	0.9640744	0.8289218	0.9288407	0.93720555	0.91304356	0.92220837	0.92721933	0.9355329	0.756312	0.95727223	0.96578234	0.92464334	0.9063163	0.92078394	0.9268839	0.93300956	0.95526934	0.80272627	0.92389256	0.9562474	0.9360401	0.9647372	0.87026405	0.9046164	0.8460486	0.91584224	0.7362079	0.91887736	0.86370003	0.85166436	0.9135866	0.82858324	0.9256016	0.78984076	0.8680325	0.90781325	0.8913732	0.9010771	0.92817307	0.67960644	0.9014924	0.93518806	0.8011738	0.95741874	0.93054116	0.9258671	0.94836307	0.9442521	0.86427575	0.9199752	0.9180957	0.93816066	0.9760656	0.8978919	0.9555057	0.96616113	0.9289812	0.96138406	0.9507547	0.92300737	0.87778103	0.96352077	0.91574275	0.9432723	0.9717409	0.965089	0.9569797	0.9322978	0.8204125	0.8795912	0.9443516	0.87893564	0.8736316	0.9347244	0.89003986	0.9234262	0.8377658	0.94714475	0.9728061	0.8768088	0.9040372	0.9173292	0.782901	0.96272814	0.9712729	0.8047091	0.7723613	0.95380497	0.888444	0.94764316	0.86169416	0.9448158	0.9316207	0.8437788	0.9819478	0.86344254	0.93262047	0.92481905	0.8844704	0.8850192	0.8297957	0.85619664	0.90328395	0.96382236	0.90135187	0.94103	0.9226952	0.9269362	0.9612597	0.9210348	0.8605166	0.82588667	0.92035246	0.9280978	0.93997884	0.8136698	0.9003922	0.8619417	0.89143014	0.8755397	0.8614231	0.9532864	0.88736916	0.94793737	0.9058075	0.9439553	0.9352311	0.9681555	0.92079663	0.95779717	0.98541033	0.9605644	0.9721905	0.96405876	0.80224556	0.9554163	0.8933303	0.9462569	0.9370047	0.87929046	0.9059042	0.9674294	0.904881	0.94279456	0.8210172	0.85278916	0.94537544	0.9533621	0.9566303	0.7630633	0.9371931	0.8710356	0.89648056	0.8067668	0.95665324	0.97313386	0.79916084	0.88535106	0.8113961	0.91308683	0.9490746	0.9175458	0.9178209	0.9503726	0.8595096	0.94541913	0.8722968	0.8373003	0.924526	0.9143449	0.84065145	0.9061112	0.9788069	0.9659911	0.8836616	0.89030135	0.884864	0.92255276	0.9084744	0.85495234	0.962075	0.93570924	0.97784895	0.9692823	0.94548255	0.9211509	0.7007518	0.94425976	0.9251165	0.8998296	0.95100373	0.8995031	0.8512765	0.9127002	0.9253737	0.9380166	0.9871513	0.87897897	0.88798046	0.85231334	0.8999127	0.9193858	0.94361913	0.98301053	0.9660813	0.8331012	0.9459615	0.9575443	0.96363324	0.97097254	0.9270429	0.9628427	0.92058516	0.88908166	0.939517	0.86185277	0.88764596	0.9470643	0.9624099	0.88597864	0.9705666	0.8342123	0.943272	0.94457966	0.9464805	0.95612127	0.80884665	0.9068645	0.91305816	0.9311115	0.9060681	0.9434302	0.94260436	0.78853196	0.85386825	0.89445734	0.8784427
Ahmet/name	0.9236649	0.0	0.76294905	0.83981395	0.89888704	0.8110548	0.84093195	0.93162036	0.81768936	0.8096359	0.88029814	0.8114713	0.86600924	0.7982858	0.9078556	0.91051733	0.9260586	0.8801594	0.8776847	0.89863104	0.8851911	0.93272024	0.92375606	0.8790907	0.8711126	0.8841867	0.95541704	0.8411747	0.92002505	0.8211756	0.8533144	0.88107246	0.87620133	0.92353547	0.8858394	0.9075022	0.9052795	0.84237736	0.9033068	0.9235691	0.8318737	0.9312467	0.8364045	0.9748636	0.92219955	0.868807	0.8781386	0.8534832	0.9201766	0.86746025	0.85169303	0.9114783	0.87593365	0.91602486	0.8824477	0.88582176	0.9048008	0.70482206	0.81367314	0.9322303	0.8284734	0.92178637	0.7927213	0.9262314	0.8142783	0.9071596	0.8799743	0.8991442	0.9286615	0.94665754	0.8390776	0.9290263	0.9255537	0.9508603	0.9139854	0.83892876	0.89382136	0.8303474	0.932348	0.87961423	0.8935382	0.83132803	0.8911658	0.85892105	0.76527804	0.8439216	0.9300079	0.9153361	0.82689595	0.9281373	0.9253517	0.7905644	0.9210708	0.88405865	0.7747067	0.89599544	0.8368058	0.9267164	0.8382252	0.84990084	0.8493202	0.8798168	0.87869984	0.7869762	0.91480154	0.92979556	0.8061104	0.8931369	0.933499	0.9137932	0.87583166	0.85318965	0.9094303	0.8876363	0.9101165	0.9029319	0.90463996	0.92551863	0.95935214	0.8376582	0.925444	0.84355706	0.85782385	0.81600547	0.88691366	0.7776334	0.9192391	0.85720736	0.8740411	0.86428297	0.89505386	0.8843614	0.9148784	0.86277854	0.89850396	0.8619984	0.9524132	0.8789731	0.83913577	0.90109366	0.8723913	0.9328118	0.92994833	0.93530506	0.930836	0.9191936	0.8839401	0.92678744	0.9159869	0.90882844	0.9443525	0.9124683	0.8908723	0.8781162	0.92202747	0.8214033	0.86001974	0.83740234	0.9216076	0.87275183	0.89736617	0.8722951	0.95401114	0.9436815	0.897193	0.92568624	0.85136425	0.91362613	0.9061551	0.93181217	0.86281955	0.86131275	0.8979637	0.9275215	0.895729	0.83411723	0.9211118	0.92590475	0.84051055	0.8678514	0.88210857	0.8032107	0.80645525	0.9064515	0.90216726	0.88156056	0.8857889	0.8820505	0.9159308	0.86607385	0.947809	0.89443356	0.85903025	0.9120085	0.90405476	0.8977429	0.9030059	0.79624104	0.88735676	0.90643793	0.91890514	0.81412584	0.69305956	0.89881504	0.8545719	0.9225201	0.9129002	0.95394033	0.9018686	0.92035466	0.79269814	0.8500801	0.96855414	0.8446836	0.8941808	0.91495764	0.8644872	0.8539363	0.90896964	0.91315264	0.8682621	0.8449938	0.78441006	0.9508052	0.88187027	0.9172241	0.85914814	0.8464699	0.9612897	0.90710986	0.7775204	0.83831346	0.70600975	0.8831842	0.83205473	0.9187202	0.9004286	0.90784216	0.948974	0.8442874	0.91392815	0.8924597	0.88440245	0.8325083	0.8764991	0.87131476	0.8627728	0.7703503	0.90094054	0.9059481	0.8403089	0.9008698	0.87052923	0.9101168	0.9201186	0.8714911	0.9208045	0.8655848	0.89299786	0.9346778	0.92986137	0.8575712	0.8457456	0.87755376	0.87183815	0.9046944	0.958781	0.8833623	0.8903476	0.91800207	0.9444536	0.7928643	0.87040514	0.8719557	0.8995406	0.90113294	0.9311749	0.90045893	0.8789272	0.8435167	0.86309683	0.8718375	0.8329303	0.8618257	0.8310224	0.9332398	0.9015205	0.8919489	0.91771895	0.8861934	0.84151393	0.8917562	0.88958853	0.90058726	0.8125458	0.929756	0.8292719	0.9062731	0.7721174	0.96477485	0.9210478	0.92371917	0.86416113	0.8873141	0.9322805	0.82840466	0.8866415	0.96254796	0.8610668	0.9257784	0.87670314	0.9093316	0.9647566	0.89559627	0.8604739	0.7305795	0.8489405	0.85845107	0.89935106	0.90155697	0.92010725	0.9277091	0.8726658	0.88149184	0.85356593	0.90538687	0.8725536	0.9022492	0.923917	0.9069753	0.89716494	0.76096636	0.92242545	0.91804487	0.87065923	0.8719566	0.8143042	0.8934317	0.8379423	0.8941061	0.6625267	0.7732005	0.80997664	0.8017272	0.8793733	0.7686099	0.90274227	0.8363483	0.90211815	0.9698201	0.96681374	0.9401079	0.87547785	0.855326	0.80785525	0.9127807	0.89208686	0.9357968	0.8579473	0.86992687	0.9234319	0.8107895	0.83999807	0.80849874	0.8837874	0.9052624	0.965474	0.9121627	0.8589503	0.857288	0.91419667	0.886452	0.8796759	0.8509169	0.89995587	0.906582	0.7533557	0.9337677	0.918523	0.89754784	0.9490427	0.9502469	0.93533874	0.9075574	0.90343624	0.9150812	0.9556563	0.8315766	0.9232206	0.87663513	0.9432389	0.88289183	0.87959635	0.86970437	0.90120256	0.8342141	0.9211836	0.9012083	0.78951377	0.907494	0.90600365	0.9408475	0.8884141	0.90119517	0.8993406	0.8904824	0.8549824	0.8534336	0.92283	0.8666036	0.87476134	0.94118065	0.9222244	0.8136833	0.8366381	0.9004397	0.9500787	0.90762603	0.9251829	0.8266479	0.73555875	0.91328514	0.8584695	0.9065915
Bailliu/name	0.89281774	0.76294905	0.0	0.8049811	0.8730639	0.8579744	0.81167674	0.9316641	0.574377	0.8146057	0.90910304	0.88987756	0.83013487	0.86753947	0.9091391	0.9091824	0.9475948	0.78586435	0.90794164	0.8929355	0.888484	0.864707	0.9530142	0.9351992	0.8995973	0.9083657	0.9296587	0.8597584	0.8818617	0.6889895	0.84786993	0.86212415	0.93196225	0.9084598	0.8657091	0.88137984	0.8846941	0.8964509	0.9395266	0.8062528	0.8429299	0.7813349	0.84877086	0.9218966	0.92018694	0.8216361	0.88195974	0.7877296	0.90898347	0.8797094	0.85774815	0.84990984	0.8922092	0.88529485	0.8742472	0.8486199	0.84320545	0.7645558	0.79927194	0.9246491	0.7523221	0.8956293	0.8445028	0.9471622	0.91698265	0.9387022	0.8585455	0.9460128	0.95470744	0.89005643	0.804922	0.9202859	0.92251545	0.93637526	0.91821206	0.9022648	0.9085415	0.84822094	0.90898067	0.8563423	0.8147614	0.80902725	0.9373523	0.80935067	0.76247877	0.85186046	0.9019934	0.9418362	0.8815621	0.93132854	0.7898752	0.8412008	0.88385534	0.90671945	0.89715147	0.89182603	0.9211235	0.91098493	0.8944994	0.8252087	0.7983668	0.818469	0.8584951	0.7314167	0.893625	0.8321165	0.8922776	0.8886466	0.9041322	0.88325465	0.91931087	0.8816522	0.8538777	0.84452975	0.83926666	0.8909522	0.916556	0.90267664	0.92748445	0.76009893	0.95839304	0.8540176	0.75641996	0.8268475	0.88175553	0.7926543	0.9025636	0.88479435	0.8421271	0.8307512	0.8684902	0.8504769	0.93535423	0.8741011	0.9428621	0.90593666	0.919365	0.8975884	0.8822993	0.9054932	0.9209032	0.9414003	0.8802996	0.92264843	0.9124334	0.8871433	0.85622025	0.91578424	0.9048251	0.94179416	0.9523809	0.8808695	0.9141445	0.86816674	0.8840647	0.7929156	0.7957455	0.85302675	0.8590818	0.94501907	0.9166516	0.91882515	0.9603759	0.8853339	0.944869	0.9377509	0.80238396	0.9385021	0.8277948	0.8982075	0.86473656	0.84586394	0.86110085	0.917245	0.8856881	0.83648014	0.8836281	0.9083582	0.8254973	0.8264613	0.85650575	0.8565021	0.80068344	0.8958583	0.88544154	0.8486346	0.8213519	0.8948154	0.9371148	0.87002647	0.91546375	0.8534092	0.8676457	0.90529203	0.908731	0.90159166	0.92940485	0.84932745	0.9353909	0.89908564	0.8964049	0.96238965	0.8537203	0.96705836	0.79476845	0.8991262	0.9147194	0.9673995	0.80024475	0.868389	0.84281766	0.8497731	0.93821794	0.8993213	0.79325014	0.83171964	0.9711357	0.88766134	0.88602304	0.8959505	0.81244534	0.8880981	0.79354155	0.9430617	0.94581956	0.8828775	0.8427482	0.81110436	0.9610596	0.855078	0.921251	0.88894486	0.9292424	0.72820044	0.8847483	0.94616365	0.89373535	0.92635155	0.8316144	0.8262523	0.9147265	0.8476971	0.89741504	0.8339336	0.84349203	0.8968166	0.8590612	0.895099	0.8932296	0.79697573	0.8683179	0.9113447	0.87664175	0.8683887	0.95738417	0.8503491	0.899482	0.8950887	0.92411697	0.94291276	0.9247284	0.8823248	0.8533239	0.9442382	0.92779076	0.8688728	0.93002254	0.84485954	0.8198749	0.90965563	0.9441923	0.7704383	0.7799125	0.8411147	0.87163234	0.8769991	0.9070293	0.8331537	0.8503822	0.8055698	0.9049586	0.84420437	0.8711714	0.92343557	0.76002115	0.90431595	0.8525103	0.8668726	0.95547265	0.87097454	0.87184304	0.8981763	0.91073775	0.74393314	0.8710134	0.9304446	0.84760636	0.8251768	0.7834928	0.89455485	0.88719726	0.9105853	0.90625757	0.896892	0.93880504	0.7333456	0.9273739	0.9763926	0.769665	0.85029244	0.83704364	0.85232425	0.9269456	0.8937601	0.85208994	0.94394505	0.90927386	0.8916027	0.8318336	0.90206105	0.8625425	0.89683276	0.7937648	0.8991188	0.8571645	0.8332665	0.82729435	0.8881395	0.9201362	0.8622791	0.8249667	0.8298885	0.90983194	0.90330553	0.7137526	0.8409438	0.8398732	0.83422995	0.8545916	0.9013181	0.82132363	0.863266	0.80057895	0.8000217	0.84750867	0.8921107	0.9158928	0.8476659	0.8976924	0.9859258	0.91677326	0.9155228	0.8842308	0.8872021	0.8161439	0.9362377	0.91072387	0.9316963	0.7242402	0.8891231	0.8723954	0.75591266	0.8065093	0.85469294	0.8678566	0.94702166	0.97445714	0.8601754	0.7669863	0.88746524	0.89822024	0.9086491	0.8372028	0.8538979	0.9077036	0.87234783	0.8469525	0.9110041	0.84011865	0.86626893	0.9070054	0.94440734	0.95396316	0.91824543	0.8333292	0.88070214	0.97853667	0.8794606	0.9145899	0.8459352	0.91633105	0.95137066	0.88643146	0.87086517	0.97838396	0.6918659	0.8571822	0.8656899	0.79565626	0.9323742	0.90155894	0.91325283	0.9383318	0.85511476	0.895318	0.8614644	0.95331097	0.8234243	0.9285822	0.87953573	0.8517817	0.9300921	0.9151788	0.8348149	0.90712255	0.9198731	0.9311466	0.92415076	0.9143656	0.86072266	0.7889805	0.9067303	0.90195763	0.9025915
Bart/name	0.93403035	0.83981395	0.8049811	0.0	0.8880639	0.8948083	0.94425964	0.8592844	0.7186478	0.94323826	0.7879903	0.8701228	0.95433587	0.8555738	0.8116437	0.9200262	0.81083214	0.82196426	0.81103754	0.8402971	0.9399639	0.85548615	0.9013098	0.9501765	0.8328717	0.92128366	0.9320421	0.8597566	0.9294425	0.8974435	0.94385326	0.8915481	0.9151781	0.8957247	0.9077034	0.9929204	0.890293	0.8300921	0.837466	0.83736485	0.92614233	0.86923885	0.97544265	0.95943964	0.9287854	0.966917	0.8907718	0.861735	0.9520413	0.9591335	0.9721793	0.8823334	0.9135866	0.8871096	0.9231181	0.9359015	0.8794964	0.7457803	0.9566889	0.89764225	0.94309705	0.9631929	0.9271786	0.90557164	0.9274316	0.8786374	0.82671905	0.934737	0.93760455	0.8945516	0.9832051	0.9580943	0.9787174	0.93663204	0.8719945	0.7886179	0.87784886	0.7151201	0.89738524	0.968291	0.8052542	0.7478946	0.9612291	0.979934	0.8497477	0.9501436	0.9178714	0.8684868	0.9280493	0.8877729	0.94206715	0.93367755	0.9048172	0.9750119	0.96141976	0.85320103	0.9126663	0.9822092	0.94830525	0.963988	0.8226047	0.9379395	0.7682786	0.8656365	0.7597507	0.91572917	0.80038226	0.8952588	0.9498577	0.9803778	0.78947747	0.89867306	0.87034726	0.89339966	0.9087347	0.8971758	0.95260334	0.9792651	0.8585867	0.94315255	0.95232606	0.96235615	0.85689104	0.9401445	0.8522667	0.9395821	0.86139905	0.8555594	0.8945744	0.98446643	0.9438394	0.93624413	0.8502333	0.93896997	0.9156095	0.9422712	0.91611004	0.9761316	0.8488872	0.93740356	0.8890277	0.8873302	0.8749093	0.9009567	0.8527366	0.91092736	0.918815	0.85242724	0.9143388	0.94542533	0.9585984	0.93100876	0.9251233	0.84782904	0.8722968	0.97084475	0.9012935	0.7722856	0.88761175	0.8496	0.9253237	0.9004969	0.9345624	0.9449675	0.94258934	0.9161508	0.91762567	0.8391599	0.94160074	0.92700356	0.9587315	0.9539098	0.9221047	0.8612036	0.86647105	0.78785825	0.9179439	0.9176954	0.94090235	0.7728895	0.9609231	0.80139446	0.8635313	0.86359113	0.8894114	0.89942694	0.9275232	0.96419483	0.93640655	0.9016945	0.9050145	0.9541971	0.85691077	0.9272704	0.9419907	0.873542	0.91793054	0.91513693	0.8459277	0.8863904	0.97202206	0.93715465	0.8642625	0.8543241	0.939547	0.828619	0.86135405	0.9525635	0.9476893	0.8852352	0.7787241	0.97841954	0.9728496	0.9183018	0.90897304	0.8689031	0.82583076	0.9192785	0.85058814	0.9272753	0.85454553	0.8385951	0.96892256	0.9010186	0.9410101	0.862952	0.8232416	0.9559664	0.89703673	0.78602374	0.9621879	0.90077204	0.88772273	0.9125578	0.9813123	0.97639126	0.95630074	0.9016709	0.945701	0.9230215	0.9409668	0.83514416	0.89511746	0.9633043	0.9347864	0.9466639	0.96754014	0.8364842	0.94406545	0.88465464	0.8845922	0.8306769	0.9354074	0.88817394	0.9280333	0.8362572	0.92603123	0.88939893	0.82581246	0.9503318	0.9554754	0.9436785	0.8829997	0.9165939	0.93724805	0.8010195	0.91085297	0.8350023	0.8639644	0.8989103	0.92205906	0.99297154	0.7492911	0.7430862	0.94007623	0.89137954	0.8969364	0.8475756	0.94057083	0.9638216	0.97931945	0.9050178	0.96746975	0.94741476	0.8866221	0.89278126	0.8126821	0.9041874	0.8913978	0.9795257	0.9550647	0.9017208	0.9386878	0.836292	0.94046015	0.9611888	0.93297404	0.8630893	0.84620726	0.91302484	0.91793317	0.9836481	0.8820375	0.87048554	0.88249606	0.8266894	0.8973729	0.9112047	0.9214413	0.9500374	0.8967576	0.8976999	0.8698347	0.94454277	0.9489301	0.85895383	0.9463788	0.9187315	0.9065771	0.927932	0.86036336	0.9326323	0.95294327	0.9380912	0.8753741	0.9483426	0.8881498	0.9182064	0.9601669	0.900936	0.78942925	0.86847305	0.9377623	0.84994465	0.9442245	0.9118736	0.79100394	0.92610985	0.88582367	0.91667396	0.85066223	0.86983174	0.9935171	0.9573536	0.8939603	0.8409841	0.9435167	0.95669967	0.92902946	0.9363546	0.9092118	0.9557377	0.9527551	0.8044325	0.9382567	0.9109415	0.95966035	0.9320016	0.9320833	0.94592845	0.86504596	0.99021786	0.8752247	0.8914765	0.92532057	0.90078866	0.9264521	0.8750857	0.87824464	0.9617304	0.8778475	0.89242	0.8684185	0.8867973	0.95078623	0.9756242	0.87423646	0.88104326	0.8524052	0.84372026	0.77578974	0.9648574	0.9505655	0.93368596	0.90369165	0.83348703	0.98199576	0.88884866	0.923115	0.88613826	0.8264627	0.94582576	0.8537477	0.8466726	0.96120054	0.9811274	0.9381845	0.77767175	0.9740119	0.8984411	0.82399297	0.91800404	0.88437617	0.80225235	0.91184705	0.99225134	0.90592366	0.9773643	0.88739675	0.9534469	0.9689858	0.92317945	0.97145176	0.8230252	0.9153485	0.94120985	0.8572037	0.91550297	0.9076011	0.9710995	0.8990152	0.8755722	0.92597866	0.91090673
