	aardappel/noun	abnormaal/adj	adem/noun	album/noun	as/noun	atmosfeer/noun	auto/noun	bad/noun	beetje/noun	behoorlijk/adj	bord/noun	boter/noun	brandend/adj	brij/noun	brok/noun	bron/noun	buis/noun	chocolademelk/noun	dag/noun	die/det	dossier/noun	drift/noun	drukkend/adj	erg/adj	fusie_ploeg/noun	gas/noun	genoeg/adv	gesteente/noun	glas/noun	gloeiend/adj	grill/noun	grond/noun	hang_ijzer/noun	hap/noun	herfst/noun	het/det	hoe/adj	kachel/noun	kastanje/noun	klimaat/noun	koekepan/noun	koffie/noun	kom/noun	kool/noun	kop/noun	kus/noun	kwestie/noun	latin/noun	lucht/noun	marathon/noun	matig/adj	melk/noun	mes/noun	middag/noun	middaguur/noun	min/adj	mineraalwater/noun	mix/noun	motor/noun	niet/adv	nieuw_feit/noun	nog/adv	olie/noun	olijfolie/noun	omstandigheid/noun	onderwerp/noun	ontzettend/adj	oven/noun	pan/noun	passage/noun	pasta/noun	patat/noun	peper/noun	plaat/noun	rem/noun	sector/noun	slotminuut/noun	smelt/adj	soep/noun	spotje/noun	stand_DIM/noun	stoom/adj	stoom/noun	strand/noun	strijkijzer/noun	te/adv	thee/noun	traan/noun	trend/noun	vakantie/noun	verlangen/noun	verschrikkelijk/adj	verslag/noun	vet/noun	vlam/adj	vlek/noun	voorwerp/noun	vuur/noun	warm/adj	wat/adv	water/noun	weer/noun	wind/noun	woensdag_middag/noun	ze/pron	zo/adj	zo/adv	zomer/noun	zomer_dag/noun	zomermaand/noun	zon/noun
die/det	0.85637236	0.7449037	0.8066738	0.7643345	0.9052362	0.6998189	0.93967617	0.89398384	0.88446975	0.70948505	0.8585613	0.88430005	0.82438767	0.9030631	0.8244655	0.8925077	0.70810497	0.9105284	0.8000661	0.0	0.91236806	0.7399546	0.7802863	0.64663696	0.8109499	0.84156156	0.7636162	0.8704825	0.80308783	0.83351266	0.91840833	0.8311062	0.8042565	0.7724918	0.8697147	0.8682401	0.55708885	0.8547737	0.9237069	0.77174574	0.97797006	0.86532056	0.9237808	0.86158276	0.89537215	0.82206506	0.9194268	0.81708395	0.69396996	0.92262673	0.8583698	0.86943364	0.9574774	0.7812011	0.8577795	0.77949506	0.9278111	0.863727	0.9197725	0.81032896	0.9473896	0.7279837	0.853862	0.93251264	0.71946925	0.81363994	0.6563932	0.8749364	0.93391556	0.7102769	0.90619755	0.8596027	0.8859681	0.76349866	0.9284506	0.6939014	0.96596473	0.89381355	0.8194775	0.80711114	0.87808394	0.77904385	0.9128478	0.7624728	0.937791	0.8260589	0.8407768	0.68185186	0.5884718	0.8547962	0.77413595	0.62829256	0.68075323	0.8591906	0.9212934	0.7534674	0.9211122	0.9041462	0.6140504	0.7603792	0.8442818	0.72720486	0.75330806	0.8631017	0.6899525	0.5705575	0.6770544	0.799475	0.8104123	0.88915366	0.68202317
dossier/noun	0.9755227	0.9676727	0.96054107	0.9407206	0.9782764	0.9421013	0.98530257	0.9412543	0.99049276	0.96261376	0.9578772	0.9920998	0.9536191	1.0	0.97395027	0.61356103	0.99796534	1.0	0.81277955	0.91236806	0.0	0.98769087	0.9657237	0.9078815	0.9702206	0.9604901	0.94284546	0.92397255	0.9585037	0.82434505	0.97906715	0.9763248	0.79589087	0.9704054	0.99500155	0.75571287	0.9329868	0.973494	0.98236525	0.94933844	0.9878819	0.9767208	1.0	0.979922	0.9288682	0.995242	0.7366625	0.9960341	0.9763681	0.9150591	0.9986202	0.99076414	0.95534027	0.94952136	0.90162647	0.87399215	0.9714693	0.9977802	0.9792282	0.9382091	0.5287996	0.74170923	0.9632669	0.99335337	1.0	0.5337707	0.9697706	0.97505164	0.9836336	0.7189842	0.9892083	0.9934758	0.9960977	0.94419134	0.9998364	0.8050081	0.9190106	0.9730587	0.9887886	0.9212847	0.9989429	0.9571449	0.98164684	0.94908166	0.95542103	0.97694486	0.97465724	0.92733216	0.9969446	0.99613935	0.9364682	0.798226	0.58977354	0.93526274	0.95403385	0.9080229	0.94609797	0.9184481	0.96799153	0.8859126	0.9311806	0.95904404	0.96707	0.95697826	0.9712116	0.92943263	0.95005584	0.9689757	0.94036335	1.0	0.9464025
drift/noun	0.966713	0.88903284	0.8320421	0.9287348	0.87178105	0.7402002	0.91496587	0.96940106	0.90691876	0.7295724	0.9796145	0.9726373	0.7571666	0.89855206	0.78324145	0.79387766	0.9463454	0.9735234	0.9177381	0.7399546	0.98769087	0.0	0.77098227	0.92440385	0.9798656	0.8631924	0.9865431	0.8310594	0.9226179	0.93383944	0.99169874	0.8372143	0.9097771	0.9098967	0.7333585	0.79522014	0.66029155	0.89560705	0.9196238	0.66486675	0.9822194	0.9807393	0.97045344	0.92671686	0.96765906	0.407184	0.97509736	0.98743534	0.79801726	0.9355573	0.90439594	0.9734523	0.96912354	0.93908507	0.93866813	0.8673444	0.97468245	0.93297464	0.9003531	0.97829807	0.98734516	0.8858689	0.9260177	0.958121	0.7905481	0.98790693	0.8160487	0.97523487	0.97687566	0.9587462	0.954026	0.97504985	0.98589075	0.9268787	0.8800526	0.8778408	0.95299363	0.9214089	0.96245164	0.95009744	0.937711	0.9133729	0.9282575	0.87402064	0.96588457	0.92211795	0.99037886	0.7714301	0.7487111	0.9210633	0.37861514	0.70076233	1.0	0.9316323	0.88967025	0.9470037	0.85742176	0.9507488	0.8408845	0.8468484	0.9006534	0.810745	0.79912287	0.95833427	0.8615587	0.8372358	0.8866147	0.81945014	0.9378955	0.86017656	0.8402332
drukkend/adj	0.81692	0.7297659	0.69216925	0.81720525	0.84956074	0.5012697	0.9678314	0.7988567	0.804941	0.71909684	0.8110834	0.85549206	0.65541553	0.79332626	0.8744256	0.8172244	0.8491759	0.78384304	0.60697925	0.7802863	0.9657237	0.77098227	0.0	0.6358737	0.8509341	0.6221093	0.7822669	0.80998945	0.8601593	0.7218095	0.79299444	0.7824452	0.9355065	0.7496307	0.65068424	0.52441096	0.8674253	0.70820874	0.760021	0.47638363	0.79673827	0.8669397	0.8074444	0.8122808	0.87823004	0.85600644	0.9636533	0.87130976	0.5769864	0.9148905	0.60099924	0.84629786	0.9020326	0.5942271	0.75965536	0.7462101	0.88548076	0.8707852	0.81720567	0.85372615	0.9798596	0.6803926	0.804477	0.9041918	0.7339962	0.9684326	0.7399925	0.8290537	0.8169877	0.82987475	0.8316167	0.76041746	0.8471418	0.8520175	0.8809361	0.76362365	0.702927	0.66654366	0.77704	0.8840367	0.71226573	0.91910493	0.77702665	0.52541685	0.90788656	0.7404537	0.8323444	0.9604029	0.92514324	0.7951834	0.8344565	0.7500782	0.954287	0.84419596	0.8192445	0.7613636	0.8917448	0.77607703	0.596449	0.5610793	0.6820277	0.42022014	0.55000097	0.7009429	0.89898115	0.8337922	0.88607913	0.65252995	0.65569675	0.60448325	0.5233618
erg/adj	0.9256397	0.74661034	0.84279156	0.6895422	0.96617174	0.5889604	0.96567035	0.80611384	0.88603127	0.6615929	0.8777946	0.9119728	0.93115747	0.9374915	0.9722588	0.86336434	0.9154905	0.834257	0.6687128	0.64663696	0.9078815	0.92440385	0.6358737	0.0	0.6101847	0.92176163	0.52613044	0.8586544	0.8502475	0.9088932	0.950688	0.86761266	0.9000137	0.8755287	0.7703398	0.79206055	0.711855	0.86862725	0.85185605	0.54790854	0.8465756	0.8624437	0.9310864	0.87521565	0.8992628	0.91253346	0.8863047	0.8459788	0.6415044	0.95036143	0.7369275	0.89271426	0.9275779	0.5957936	0.66402227	0.6690107	0.80847967	0.813545	0.8916118	0.4677757	0.9359661	0.59082234	0.8493031	0.917144	0.66612315	0.86531615	0.61801654	0.83917224	0.89870036	0.8039116	0.9043359	0.92374706	0.9317826	0.79919595	0.89040995	0.74198186	0.81305945	0.8615147	0.8868166	0.8948992	0.83230966	0.9161134	0.92610943	0.77166873	0.93979174	0.64832187	0.86732453	0.8648809	0.95897293	0.922127	0.84111965	0.60809153	0.91067356	0.93451905	0.9001534	0.8169643	0.95863366	0.81409997	0.6702869	0.6461173	0.79365623	0.5318469	0.542522	0.9126302	0.6256119	0.5436301	0.67593586	0.6573486	0.70622754	0.7673803	0.7568388
fusie_ploeg/noun	0.9649498	0.94035226	0.8747589	0.7126063	0.9951379	0.57703835	0.9915004	0.9763549	0.9213675	0.6365271	0.85095036	0.98839706	0.9602922	0.9679688	0.98437405	0.98580116	0.9690602	0.938906	0.70901364	0.8109499	0.9702206	0.9798656	0.8509341	0.6101847	0.0	0.9897467	0.89981633	0.9877536	0.96012056	0.9679262	0.9471794	0.98787326	0.965819	0.86336374	0.95777816	0.7940655	0.97078353	0.96274835	0.9858382	0.60304856	0.9809769	0.951911	0.9608173	0.8515687	0.96831477	0.95532614	0.73486495	0.98366594	0.7579016	0.9916453	0.9092886	0.9723829	0.9703517	0.68824506	0.5640877	0.8352486	0.98607415	0.9646437	0.9525454	0.9516559	0.9838345	0.6634041	0.90055186	0.984585	0.7702398	0.99274945	0.9667287	0.97998214	0.9730977	0.98302925	0.9587065	0.94838053	0.98604304	0.8629497	0.9629407	0.98247397	0.9410611	0.9137112	0.93935233	0.98417467	0.89876705	0.9676953	0.97052217	0.7732075	0.9812274	0.71828824	0.9601196	0.80601454	1.0	0.96326596	0.76039666	0.93181485	0.97697395	0.97793704	0.8971268	0.97273135	0.99262977	0.9289465	0.72534263	0.78632677	0.9228583	0.63382876	0.716542	0.8764273	0.9352172	0.7616403	0.91574526	0.77332234	0.95080835	0.91720575	0.8349044
gas/noun	0.64807963	0.94519746	0.8580307	0.96767795	0.31374055	0.5728642	0.7118768	0.5682125	0.66382706	0.68504953	0.7759914	0.69769573	0.44833183	0.6682271	0.49270064	0.6850175	0.5864792	0.8875007	0.82865524	0.84156156	0.9604901	0.8631924	0.6221093	0.92176163	0.9897467	0.0	0.8733696	0.48829228	0.7078204	0.4183705	0.5647629	0.44923002	0.78359073	0.7969462	0.8582405	0.77395284	0.8591508	0.39151442	0.7687318	0.7826482	0.6024835	0.8044088	0.7599311	0.40039158	0.7865579	0.87307626	0.8101877	0.85336757	0.44551873	0.97217476	0.71984375	0.7829492	0.6890136	0.7803313	0.8188248	0.81768847	0.84906685	0.8340369	0.4468754	0.98036116	0.8395067	0.91684866	0.44999546	0.82785815	0.8311532	0.9194218	0.95375377	0.53939784	0.5695242	0.8114432	0.74607503	0.74525106	0.69435984	0.6753695	0.5269748	0.7378181	1.0	0.66889787	0.67833686	0.87157774	0.9082562	0.7881412	0.38076574	0.7387732	0.57190317	0.8005652	0.7723585	0.9524651	0.95354754	0.90179133	0.84322256	0.8787598	0.9525418	0.66619503	0.8815427	0.7003701	0.7486298	0.4700815	0.63131857	0.7181649	0.40661848	0.75746703	0.6383779	0.8490057	0.8780089	0.902766	0.9333297	0.89920247	0.84517074	0.873307	0.62534666
genoeg/adv	0.8588547	0.77882034	0.81422615	0.9088639	0.9385849	0.8392044	0.9488125	0.72300017	0.78012	0.8476211	0.8498955	0.8813114	0.7984093	0.9054078	0.8851418	0.88857913	0.8228632	0.7678745	0.803586	0.7636162	0.94284546	0.9865431	0.7822669	0.52613044	0.89981633	0.8733696	0.0	0.96066284	0.8828652	0.8897099	0.8987032	0.9277696	0.8907764	0.78998363	0.7149563	0.8308636	0.5817501	0.8876475	0.7890046	0.8252497	0.9183345	0.8817037	0.85783887	0.88027465	0.85174525	0.89664066	0.90999424	0.73778546	0.77579474	0.9555487	0.87040997	0.8839337	0.94356656	0.87015736	0.89814055	0.8014111	0.942211	0.7237754	0.7879995	0.6785134	0.9356023	0.6405678	0.8990132	0.91280615	0.8225261	0.8994132	0.8576571	0.79863524	0.8564578	0.77241945	0.8866915	0.894584	0.8809258	0.76772994	0.9090163	0.8927892	0.8828618	0.84242976	0.7959546	0.92908263	0.8115226	0.7497417	0.8666912	0.80498016	0.85817194	0.7110601	0.85387164	0.9294395	0.9514989	0.8436823	0.98374885	0.88033235	0.85310453	0.9064042	0.92376125	0.8699181	0.94559556	0.80977035	0.71972996	0.7676187	0.7890979	0.76084524	0.8609955	0.9263003	0.7154887	0.60251725	0.5950643	0.7340513	0.6602327	0.83388746	0.77621794
gesteente/noun	0.756755	0.9152101	0.88246256	0.9083964	0.46541405	0.54508317	0.83050954	0.67386013	0.80631745	0.8734585	0.8227929	0.7962611	0.657558	0.75654256	0.6604735	0.7536941	0.7602703	0.88086146	0.8543109	0.8704825	0.92397255	0.8310594	0.80998945	0.8586544	0.9877536	0.48829228	0.96066284	0.0	0.6995516	0.63161623	0.7546698	0.52776504	0.63094664	0.7075091	0.9050423	0.8827827	0.9016896	0.5701109	0.9034799	0.8968801	0.7174441	0.77098346	0.86248904	0.5566298	0.8197949	0.8745644	0.9588509	0.9735788	0.6300751	0.98942196	0.8602452	0.833745	0.7612016	0.8138905	0.8658536	0.90375507	0.82172114	0.9634902	0.6339796	0.9286906	0.7016051	0.8511511	0.69603753	0.8744172	0.93510747	0.97618896	0.8950038	0.7008321	0.7676237	0.9747311	0.77887523	0.8656952	0.9026576	0.54181004	0.72655666	0.8383676	1.0	0.6141168	0.80932456	0.9038371	0.9401335	0.82244587	0.5625102	0.7900414	0.65440565	0.8444523	0.7027752	0.8720782	0.9929714	0.9904274	0.9866951	0.86608475	0.9889244	0.66012335	0.9262597	0.70197964	0.6707252	0.6711253	0.7777854	0.9246599	0.589491	0.8628169	0.6185231	0.8466029	0.86956507	0.9545285	0.98515517	0.9105921	0.88716376	0.8749628	0.64122766
glas/noun	0.4350881	0.8570658	0.79725635	0.90315104	0.73655295	0.8065973	0.84423286	0.44378287	0.6307914	0.8020057	0.49627656	0.49818265	0.65119696	0.4770221	0.5720451	0.7023829	0.64223385	0.42384416	0.6946751	0.80308783	0.9585037	0.9226179	0.8601593	0.8502475	0.96012056	0.7078204	0.8828652	0.6995516	0.0	0.5612439	0.67241704	0.58182573	0.8768727	0.5489647	0.8325368	0.7602743	0.8629979	0.577343	0.67303073	0.891602	0.64694816	0.24640954	0.42224908	0.61079013	0.40799278	0.76161253	0.8931142	0.9592625	0.5424445	0.9511185	0.83283985	0.27258033	0.5707537	0.6904533	0.8422702	0.8846899	0.38106298	0.72163486	0.8700502	0.95088243	0.8868689	0.8851074	0.56570256	0.5800586	0.9105078	0.87043273	0.8824929	0.54149985	0.48379117	0.94999343	0.32048416	0.5737114	0.51204634	0.7209735	0.9682314	0.9205431	0.95332295	0.7018027	0.40199745	0.6708753	0.7030629	0.7590225	0.66687596	0.77644545	0.7361592	0.7100172	0.25028026	0.6894462	0.9832298	0.9333472	0.91815376	0.88261867	0.9300157	0.5655258	0.85121644	0.5456724	0.6991907	0.6253917	0.35459405	0.7631831	0.33737636	0.8312268	0.7658678	0.8126041	0.68198466	0.93897265	0.91029835	0.83686525	0.7846173	0.8549572	0.59467626
gloeiend/adj	0.49943835	0.8943481	0.86441815	0.8493988	0.41488284	0.67065907	0.66325355	0.612184	0.70025826	0.59085035	0.5513423	0.4922436	0.33885008	0.6852747	0.52330625	0.7386656	0.6362091	0.69215703	0.73491824	0.83351266	0.82434505	0.93383944	0.7218095	0.9088932	0.9679262	0.4183705	0.8897099	0.63161623	0.5612439	0.0	0.4941498	0.62343466	0.8415995	0.64817524	0.8473253	0.7098727	0.8557836	0.39673567	0.7149798	0.8340775	0.6284714	0.6310456	0.5607975	0.37067258	0.658738	0.8823776	0.7534776	0.9248425	0.45917237	0.9641306	0.6697222	0.60921717	0.4542843	0.59353995	0.77587306	0.7887287	0.75921977	0.7933443	0.6945878	0.98476344	0.7332311	0.85123193	0.388668	0.57112336	0.7853217	0.7471417	0.8808209	0.34715056	0.36328888	0.9059929	0.5986304	0.5699756	0.5888622	0.63737535	0.75628	0.7943442	1.0	0.70287335	0.56531036	0.91175544	0.6718835	0.6969162	0.31754035	0.75875616	0.5997308	0.7568993	0.59825385	0.9333022	0.9802938	0.92639697	0.88289213	0.7967844	0.9454634	0.54337597	0.67676234	0.58530176	0.70201075	0.42627764	0.48825175	0.71066713	0.35517913	0.7638824	0.6453842	0.76926506	0.6019545	0.8531133	0.8761495	0.85166013	0.8135977	0.8456466	0.62761885
grill/noun	0.43608826	0.9645461	0.949042	0.9552661	0.5707029	0.76767933	0.7175889	0.6401126	0.59181523	0.8714917	0.48921084	0.453048	0.5143796	0.62580144	0.69236225	0.90777946	0.82229817	0.85991323	0.92287207	0.91840833	0.97906715	0.99169874	0.79299444	0.950688	0.9471794	0.5647629	0.8987032	0.7546698	0.67241704	0.4941498	0.0	0.79901296	0.7658538	0.74540377	0.90996647	0.89838195	0.94192636	0.5120783	0.6587503	0.93830276	0.38939923	0.76842237	0.44514126	0.3634609	0.8206827	0.94455194	0.8682703	0.9547628	0.7919921	0.9912727	0.62525266	0.5878055	0.5605526	0.76782095	0.83505154	0.9324758	0.95714664	0.80645347	0.7169456	0.9724761	0.81849104	0.9243076	0.44513452	0.44595587	0.9705473	0.9351721	0.9029755	0.2818007	0.3195197	0.9758439	0.48372948	0.61261785	0.3309443	0.56706834	0.85413975	0.91237015	1.0	0.6586896	0.5392704	0.94831455	0.7877208	0.8541734	0.40592933	0.86810714	0.39363587	0.86813724	0.7155229	0.98704565	1.0	0.9665832	0.9112229	0.96609414	0.9297507	0.5408207	0.87396646	0.8965874	0.7245817	0.47136158	0.64060044	0.80022806	0.54127574	0.95044637	0.8371899	0.86275494	0.63151205	0.9806764	0.9440916	0.92164457	0.8943126	0.8905805	0.7653778
grond/noun	0.5869684	0.94373226	0.84799516	0.9849692	0.6543199	0.70771194	0.8206486	0.7119459	0.8155094	0.8756623	0.7084221	0.6850696	0.6610763	0.70668006	0.6343299	0.69414353	0.5713334	0.87825644	0.78867066	0.8311062	0.9763248	0.8372143	0.7824452	0.86761266	0.98787326	0.44923002	0.9277696	0.52776504	0.58182573	0.62343466	0.79901296	0.0	0.90412915	0.63044786	0.80736506	0.8140388	0.89218205	0.5467087	0.69046277	0.9004669	0.693588	0.69603837	0.76961154	0.42709225	0.8251749	0.895173	0.86654884	1.0	0.5270672	0.9985393	0.90811276	0.7182371	0.65050447	0.8443055	0.8636645	0.8784301	0.69821626	0.8029407	0.76338834	0.9572446	0.9183663	0.89665276	0.54455745	0.7780889	0.8904292	0.92673707	0.8562488	0.6074387	0.6679729	0.9693474	0.57815015	0.60801363	0.68853927	0.76642406	0.82907677	0.82421887	1.0	0.7387213	0.64469624	0.7352487	0.82256114	0.8511907	0.6250044	0.70630574	0.8610722	0.84421813	0.7097245	0.8448078	0.9532611	0.9568253	0.89191055	0.90875876	0.959727	0.59761465	0.94069815	0.7201993	0.7037922	0.5452667	0.63858306	0.8710392	0.48331267	0.8504134	0.73170865	0.96116495	0.8540516	0.9111766	0.9600717	0.90623933	0.7969779	0.9005581	0.72306395
hang_ijzer/noun	0.8641777	0.9283893	0.79097533	0.9895508	0.7033988	0.7999904	0.89453995	0.73131776	0.98912734	0.93566173	0.8934321	0.9047978	0.7023028	0.97165465	0.85815024	0.9039	0.9980589	0.99563396	0.9147076	0.8042565	0.79589087	0.9097771	0.9355065	0.9000137	0.965819	0.78359073	0.8907764	0.63094664	0.8768727	0.8415995	0.7658538	0.90412915	0.0	0.8447373	0.99473107	0.7807131	0.761134	0.65408266	0.8940704	0.97427887	0.7710386	0.8926296	0.9962048	0.7525463	0.898204	1.0	0.94354004	1.0	0.8924451	0.9521088	0.9004335	0.97580415	0.8210472	0.8323697	0.9336622	0.8740875	0.9985013	0.9233661	0.83204126	0.9476066	0.5389538	0.8737276	0.8448204	0.96355176	0.8610964	0.8526509	0.92043865	0.81915176	0.8450915	0.9308159	0.8765229	0.98230904	0.9729518	0.54392326	0.92123884	0.88289964	0.98167324	0.76643676	0.876825	0.9641744	0.94198674	0.9992339	0.8077775	0.957357	0.6156678	0.9163525	0.8676254	0.96332514	0.92684424	0.9746491	0.99349123	0.8327625	0.8986624	0.8556976	0.9163129	0.96146953	0.61317104	0.8556428	0.8759319	0.94739825	0.84394246	0.91509575	0.8202847	0.92317915	0.8247818	0.8158725	0.7983266	0.91774875	0.99777657	0.97133476	0.81237155
hap/noun	0.44502264	0.6355159	0.6199291	0.96724683	0.7869805	0.7200701	0.9567231	0.61708164	0.6380806	0.7719185	0.43021894	0.5612829	0.7802726	0.63583696	0.47686327	0.8943619	0.8396961	0.61632276	0.66483855	0.7724918	0.9704054	0.9098967	0.7496307	0.8755287	0.86336374	0.7969462	0.78998363	0.7075091	0.5489647	0.64817524	0.74540377	0.63044786	0.8447373	0.0	0.85814863	0.86107445	0.9541175	0.7203274	0.73713815	0.7907393	0.7050498	0.49448657	0.60031366	0.62855536	0.63620883	0.81097275	0.87970656	0.7133843	0.5795437	0.9335109	0.8037348	0.50185907	0.70910597	0.59561694	0.8015144	0.83778286	0.758656	0.7346491	0.76503	0.85118973	0.88564503	0.8265353	0.65313256	0.57129323	0.81231093	0.95861363	0.77588665	0.5521014	0.5344092	0.79354686	0.40638262	0.37452155	0.56235063	0.7090819	0.9334645	0.7118415	0.9458655	0.664379	0.36947125	0.8121435	0.5623002	0.6134285	0.7237774	0.73739314	0.80192	0.6454154	0.5558707	0.83249557	0.8866311	0.8188547	0.97707564	0.9300125	0.9562435	0.4693122	0.827584	0.7436149	0.76272357	0.7347724	0.52654624	0.6407	0.5107466	0.67866385	0.74797714	0.7585422	0.72513634	0.9299634	0.80298126	0.7482027	0.77590036	0.7027627	0.60908115
herfst/noun	0.82311434	0.6065328	0.7978688	0.6185786	0.865989	0.74824995	0.93294674	0.8831561	0.8122374	0.7869504	0.88739717	0.8337314	0.8130274	0.94108117	0.86363316	0.84244424	0.9265924	0.760232	0.71449155	0.8697147	0.99500155	0.7333585	0.65068424	0.7703398	0.95777816	0.8582405	0.7149563	0.9050423	0.8325368	0.8473253	0.90996647	0.80736506	0.99473107	0.85814863	0.0	0.7842385	0.8679231	0.877462	0.6283121	0.56999195	0.87422395	0.9353193	0.8307763	0.84753513	0.8718966	0.81179017	0.906072	0.91957504	0.7282512	0.77474713	0.7224267	0.90612394	0.9547234	0.7684189	0.84213465	0.90926087	0.9414224	0.86647576	0.81558424	0.8830535	0.9945263	0.8337952	0.8785669	0.88854945	0.664129	0.9327189	0.8985698	0.8052003	0.88518447	0.925626	0.8838194	0.87672985	0.8367576	0.8022948	0.94100827	0.8284999	0.99188465	0.6606393	0.8438001	0.9240855	0.8590302	0.915213	0.89806455	0.6387515	0.9516797	0.8558214	0.9172991	0.95958614	0.8038163	0.60449064	0.80541205	0.7965888	0.8573514	0.9194991	0.75055045	0.86323375	0.94905895	0.66080785	0.6189567	0.72591555	0.7995497	0.5719426	0.6288271	0.750211	0.91800356	0.8632092	0.90589726	0.45767593	0.7510936	0.5449413	0.5530964
het/det	0.8135219	0.8345783	0.90004325	0.8281155	0.8369687	0.70075274	0.8651403	0.78962153	0.8893812	0.7958989	0.8394762	0.8110529	0.65056753	0.88824296	0.82320935	0.69494	0.76453966	0.8010353	0.6885774	0.8682401	0.75571287	0.79522014	0.52441096	0.79206055	0.7940655	0.77395284	0.8308636	0.8827827	0.7602743	0.7098727	0.89838195	0.8140388	0.7807131	0.86107445	0.7842385	0.0	0.801957	0.79069185	0.76281166	0.66131264	0.8079844	0.8829913	0.7986559	0.77132607	0.87717485	0.92938656	0.84167504	0.9742225	0.66546106	0.8893341	0.7695692	0.833547	0.7874881	0.77300715	0.72018814	0.80139464	0.8412796	0.88512933	0.8783969	0.94986886	0.8710847	0.8323693	0.6924628	0.8509465	0.74367994	0.8068155	0.8555534	0.8292043	0.74828064	0.8889858	0.800831	0.8307595	0.8868482	0.8989364	0.8661221	0.8873598	0.9922347	0.8669727	0.76338863	0.8077041	0.8896758	0.8564864	0.7914578	0.583092	0.87348855	0.7719933	0.88837045	0.9130122	0.9689153	0.85120595	0.8398022	0.76420414	0.8418909	0.8722712	0.805496	0.79876	0.7026688	0.7474097	0.6147866	0.82493836	0.68126976	0.6668749	0.65398026	0.755222	0.8386134	0.7606163	0.87891775	0.708094	0.7707838	0.7541403	0.6558272
hoe/adj	0.951107	0.91313964	0.8498594	0.96079916	0.8904337	0.83830714	0.90103966	0.8486812	0.8526058	0.8039533	0.95663387	0.94098526	0.69444966	0.95660466	0.8225986	0.8443697	0.7002582	0.9518479	0.8146994	0.55708885	0.9329868	0.66029155	0.8674253	0.711855	0.97078353	0.8591508	0.5817501	0.9016896	0.8629979	0.8557836	0.94192636	0.89218205	0.761134	0.9541175	0.8679231	0.801957	0.0	0.833995	0.9651804	0.8267756	0.9662632	0.92883974	0.9694216	0.9399638	0.90472096	0.8025727	0.8118123	0.97729254	0.70979226	0.94153506	0.95672476	0.9181117	0.9404795	0.8767867	0.8965163	0.885567	0.9661106	0.8880777	0.9066565	0.81426907	0.93616825	0.8293666	0.9055522	0.9603213	0.70532393	0.7979542	0.63890153	0.9129435	0.93855965	0.8504153	0.9617326	0.9380067	0.97962946	0.88816524	0.99032634	0.9314257	0.96853787	0.88478905	0.9591984	0.8117676	0.92081535	0.9712079	0.95213753	0.69194174	0.9266124	0.90969497	0.8308543	0.83408755	0.85194933	0.8303646	0.6462128	0.5596555	0.6376716	0.9276823	0.87859106	0.71963066	0.794797	0.915347	0.71495295	0.8296851	0.84402335	0.7896307	0.8472075	0.94896775	0.6985755	0.38241124	0.5522064	0.7828357	0.5778607	0.9385425	0.7178126
kachel/noun	0.59570134	0.9041174	0.8437607	0.8794547	0.47993916	0.6396881	0.71441865	0.47322685	0.84255517	0.7825788	0.6803271	0.6573601	0.41544598	0.6800934	0.6642544	0.85106015	0.5797829	0.6554119	0.72996175	0.8547737	0.973494	0.89560705	0.70820874	0.86862725	0.96274835	0.39151442	0.8876475	0.5701109	0.577343	0.39673567	0.5120783	0.5467087	0.65408266	0.7203274	0.877462	0.79069185	0.833995	0.0	0.6478592	0.81122726	0.59178704	0.6322274	0.7039375	0.35475087	0.68871176	0.8268013	0.7341931	0.8457793	0.55645955	0.96122605	0.7185919	0.67685187	0.65208304	0.66465724	0.649915	0.792452	0.730201	0.84795606	0.5677953	0.9670801	0.80548626	0.8734115	0.49846768	0.7313749	0.8610576	0.8372453	0.8771529	0.44062412	0.50302345	0.9390305	0.67120147	0.6475294	0.68453145	0.49762297	0.76780146	0.83432335	0.9676376	0.578802	0.60026395	0.79443675	0.6577195	0.725744	0.45489365	0.78840023	0.48943037	0.74913853	0.54772127	0.86385417	0.9765829	0.94089603	0.8281007	0.7324618	0.88426507	0.6161655	0.7641234	0.7685676	0.5880573	0.4512285	0.5664327	0.76519907	0.41292757	0.77552164	0.6725384	0.8128466	0.7555696	0.93188167	0.8259162	0.8039644	0.63554764	0.7998736	0.5919527
