	15.30/noun	1998/noun	aanmoediging/noun	acteur/noun	akelig/adj	almaar/adv	altijd/adv	anti_climax/noun	antwoord/noun	appel/noun	auteur/noun	autistisch/adj	auto/noun	avond/noun	bas_lijn/noun	bedoening/noun	been/noun	beetje/noun	begeleid/adj	begin/verb	beland/verb	berusting/noun	besneeuwd/adj	beteken/verb	beton_blok/noun	bewust/adj	bijna/adv	blad/noun	bleek/adj	blik/noun	bol/noun	bom/noun	bonk/verb	bont/noun	boor/verb	breek_af/verb	brok/noun	butler/noun	buur/noun	by/noun	cd/noun	ceremonieel/noun	contrasteer/verb	coupé/noun	daar/adv	dan/adv	dauw/noun	deels/adv	den/adv	diep/adj	dier/noun	dik/adj	dikwijls/adj	dof/adj	donker/adj	doods/adj	dooier/noun	doorbraak/noun	dreun/adj	dreun/noun	dreun/verb	dring_door/verb	dringend/adj	droef/adj	droog/adj	droog/verb	druif/noun	druk_uit/verb	drum/noun	duur/adv	dwaal/verb	e/noun	eerlijk/adj	electronisch/adj	ellende/noun	en/adv	enigszins/adv	enthousiasme/noun	er/adv	eufemistisch/adj	even/adj	explosie/noun	finaal/adj	ga_samen/verb	ga_schuil/verb	geef/verb	geel_groen/adj	geheel/noun	gek/adj	geklets/verb	gekweld/adj	gelatenheid/noun	geluid/noun	gestommel/verb	gevoel/noun	gevolgd/adj	gevuld/adj	geworden/adj	gezicht/noun	gezoem/verb	glans/noun	glas/noun	glijd/verb	goud/noun	gruwel/noun	haar/noun	hang/verb	hard/adj	heerlijk/adj	heers/verb	helder/adj	helderheid/noun	herhaling/noun	het/noun	hevig/adj	hoe/adj	hol/adj	hoofd/noun	hoog_oven/noun	hoop_DIM/noun	hoor/verb	huid/noun	iets/adv	illustreer/verb	indruk/noun	kaal/adj	kalm/adj	kant/noun	karakter/noun	kas/noun	keel/noun	kerkklok/noun	kijk/verb	kijker/noun	klank/noun	klap/noun	klater/adj	kleur/noun	kleur/verb	klik/noun	klink/verb	klinker/noun	klop/noun	knal/noun	kogel/noun	kom_neer/verb	koper/noun	kort/adj	koud/adj	kreet/noun	krokus_vakantie/noun	laag_DIM/noun	laat/adj	laat/verb	laat_af/adj	last/noun	leegte/noun	leer/noun	lees_voor/verb	lens/noun	lethargie/noun	licht/adj	lig/verb	lijden/noun	loop_uit/verb	loop_vast/verb	loutering/noun	maak/verb	mag/verb	meisje/noun	merkwaardig/adj	miserie/noun	mislukkeling/noun	moedeloosheid/noun	moment/noun	muziek/noun	naar/adj	nacht/noun	nadruk/noun	nauw/adj	nauwelijks/adv	neem_in/verb	neerslachtig/adj	net/adj	noem/verb	o/noun	onderbouwd/adj	ondersteun/verb	ondersteund/adj	ondoordringbaar/adj	onduidelijk/adj	onmiddellijk/adv	onverschillig/adj	oog/noun	oog/verb	oog_DIM/noun	oog_lid/noun	oor/noun	op/adv	opeens/adv	opgenomen/adj	oppervlak/noun	oud/adj	overdreven/adj	paar/noun	papier/noun	pas/verb	percussie/noun	periode/noun	piano/noun	pijn/noun	plomp/adj	plots/adj	plotseling/adj	poeder/noun	poging/noun	praat/verb	prettig/adj	punt/noun	radeloosheid/noun	rafelig/adj	razernij/noun	recept/noun	redding/noun	regen/noun	rinkel/adj	ritme/noun	roffel/verb	ruk/verb	ruw/adj	schilderij/noun	schitter/verb	schoen/noun	schoot/noun	schot/noun	schouw/noun	seconde/noun	sfeer/noun	shirt/noun	signaal/noun	slag/noun	slechts/adv	sluit_af/verb	smak/verb	somber/adj	soms/adv	song/noun	soundtrack/noun	spiegel/noun	spierwit/adj	sport/noun	spring/verb	sta/verb	staar/verb	staart/noun	steevast/adj	ster/noun	stijf/adj	stijg_op/adj	stil/adj	stof/noun	storend/adj	storing/noun	stralend/adj	streep/noun	streep_DIM/noun	strijker/noun	subliem/adj	talent/noun	tamelijk/adj	te/adv	tegelijk/adj	teken/noun	teleurstelling/noun	tempo/noun	theater_zaal/noun	tintel/adj	toe/adv	toon/noun	trom/noun	troosteloos/adj	trots/noun	tweedehands/adj	twintigjarige/adj	uitgewoond/adj	uittocht/noun	vaak/adj	val/adj	vals/adj	variant/noun	veeleer/adv	veelvuldig/adj	veld/noun	veraf/adj	veranderlijk/adj	verdriet/noun	verdrietig/adj	verdwijn/verb	veredeld/adj	verf/noun	verkeer_ellende/noun	verkrampt/adj	vermoeidheid/noun	verontwaardigd/adj	veroorzaakt/adj	verte/noun	vertolk/verb	vervolgens/adv	verweerd/adj	verword/verb	vies/adj	vlak/adj	vloek/noun	vloek/verb	vloer/noun	vlot/adj	vluchteling/noun	volg/verb	voorraad/noun	voorstelling/noun	voortreffelijk/adj	vorm/noun	vreemd/adj	vuil/adj	vulpen/noun	waai_aan/verb	wanhoop/noun	wat/adv	weer/adv	weerklink/verb	weggebruiker/noun	weinig/adj	wek/verb	wen/verb	wentel_af/verb	werkelijkheid/noun	wissel_af/verb	wit/adj	word/verb	zand/noun	zang_stem/noun	zege/noun	zelfmedelijden/noun	zelfs/adv	zend/verb	zender/noun	zeurderig/adj	zie/verb	zit_op/verb	zo/adv	zoet/adj	zucht/noun	zwaar/adj	zwart/adj	zwart/noun
15.30/noun	0.0	0.913984	0.7544031	0.9128368	0.9071632	0.89142543	0.8936042	0.83461195	0.952828	0.8193896	0.93186045	0.8766091	0.7741908	0.85730207	0.8440738	0.9349197	0.8753115	0.8735232	0.8306889	0.7493472	0.7966406	0.83258045	0.86806625	0.8506993	0.81603914	0.94759333	0.87748533	0.8338201	0.8288541	0.8777096	0.8700816	0.73378175	0.8597318	0.9218304	0.8351437	0.9154813	0.78764826	0.877792	0.82264256	0.8958651	0.9397809	0.8316777	0.9137087	0.6999643	0.89824104	0.90532976	0.8729373	0.90871215	0.9349245	0.87003565	0.94842964	0.9076791	0.86375505	0.7093946	0.8371581	0.85802305	0.9063642	0.8936697	0.8273607	0.71538496	0.84484124	0.9299715	0.81487936	0.8949401	0.83327824	0.8766977	0.8905758	0.909543	0.81855476	0.9346102	0.8678067	0.8228655	0.8732749	0.86145455	0.7967068	0.8912878	0.8863385	0.8536737	0.88714755	0.9071973	0.8422369	0.6606544	0.7950063	0.8803247	0.93443114	0.9146533	0.7733308	0.91246593	0.9557913	0.81080604	0.8747206	0.8750693	0.825297	0.8061858	0.9068708	0.6934928	0.7436478	0.8824967	0.91234976	0.8446083	0.86217976	0.8273583	0.8468669	0.92914605	0.89373183	0.90169823	0.91322553	0.85040736	0.82567006	0.90713066	0.82057124	0.87238383	0.8150132	0.99662864	0.73137057	0.9734218	0.8635773	0.8838151	0.81989443	0.90976006	0.7987617	0.9320134	0.93475735	0.91738015	0.9012223	0.9069894	0.79754126	0.81535757	0.91843617	0.8892896	0.8188872	0.8470931	0.87368226	0.89972514	0.84025764	0.78976524	0.84664977	0.7547993	0.78204554	0.83341986	0.8414964	0.9107306	0.90053576	0.66245973	0.84328294	0.85883605	0.8677704	0.7896396	0.85988367	0.78098804	0.86262894	0.9166496	0.85340923	0.9023817	0.8170274	0.92665213	0.9412953	0.90449446	0.847298	0.9231182	0.78111875	0.8792119	0.93796134	0.896088	0.6720835	0.7828734	0.8528228	0.9355275	0.9657094	0.8749438	0.8919287	0.8985264	0.85536015	0.9264277	0.8196484	0.87674963	0.8623319	0.8942062	0.8160727	0.9343096	0.885308	0.92445755	0.89979917	0.93544155	0.9717735	0.8952099	0.91227764	0.8913982	0.85179573	0.92965835	0.83458984	0.5694232	0.8818441	0.85820913	0.87467766	0.9230833	0.88054746	0.9181504	0.914747	0.7741978	0.9168434	0.861758	0.9555311	0.9116262	0.87049294	0.87594885	0.83579314	0.8669087	0.84883827	0.8269025	0.9149288	0.87931377	0.6864728	0.8099743	0.9325912	0.9013065	0.95991683	0.8671919	0.77389663	0.9031943	0.8480366	0.8951421	0.89469063	0.80226487	0.7919568	0.85385597	0.8114995	0.84736437	0.8073523	0.88891745	0.9305546	0.87623477	0.9122893	0.7881131	0.8136051	0.868333	0.7513424	0.89570254	0.7100508	0.81446946	0.81095886	0.8931401	0.82782274	0.840564	0.90401906	0.8601025	0.8888845	0.8396385	0.84862065	0.8869603	0.9582242	0.7459291	0.8597283	0.9010099	0.86160445	0.777395	0.8878552	0.853642	0.81240165	0.90612364	0.8647182	0.86865014	0.9102994	0.90473396	0.78600574	0.8881532	0.85432965	0.8464705	0.89026064	0.9079735	0.9417689	0.8289955	0.7716138	0.8864243	0.79432845	0.8289892	0.8843138	0.88454777	0.8463975	0.8163275	0.9361498	0.9034768	0.8542504	0.80909705	0.8651061	0.8551201	0.8306297	0.8090714	0.83423024	0.9057236	0.8678516	0.73329973	0.8024287	0.9131304	0.8565046	0.92557454	0.9445326	0.9115164	0.8511842	0.88969034	0.5892461	0.89296776	0.83859205	0.87196183	0.70996606	0.81468344	0.90386903	0.8401774	0.9047093	0.9122169	0.9203292	0.88023704	0.8474672	0.84540355	0.9445419	0.773832	0.90894616	0.74342227	0.8965211	0.83469397	0.8739569	0.90343285	0.8971045	0.8765936	0.88772553	0.8538799	0.84293807	0.9000698	0.87333566	0.76520556	0.7727302	0.88717157	0.88483113	0.9056194	0.84515554	0.95370466	0.84856	0.8642185	0.931865	0.9069546	0.9223496	0.8358071	0.9055432	0.9245913	0.7922218	0.90919876	0.92523605	0.8786818	0.83915055	0.97149444	0.8854208	0.75555974	0.79390454	0.8402634	0.8302214
1998/noun	0.913984	0.0	0.8349758	0.8459508	0.8904692	0.9319613	0.9512473	0.90946025	0.97273177	0.94206804	0.92732507	0.92414236	0.8776939	0.8376735	0.97784704	0.97252667	0.95623976	0.9617965	0.90939915	0.90664667	0.94742626	0.95712423	0.97443974	0.78851664	0.90266573	0.9227903	0.9312069	0.9863569	0.95964867	0.9556891	0.9623033	0.9365358	0.9032958	0.912501	0.8864478	0.85067356	0.86356187	0.94120246	0.96004206	0.9710164	0.8342372	0.87958187	0.8771847	0.98561865	0.8996416	0.90923977	0.9467869	0.83077264	0.9029209	0.9221275	0.9383159	0.90242517	0.96286905	0.82170796	0.9010229	0.95456076	0.97116107	0.8571832	0.88802254	0.8581785	0.9448669	0.96291584	0.9670429	0.9513889	0.81394285	0.9415275	0.98008233	0.96468	0.9425337	0.8787785	0.9833672	0.9680068	0.93944806	0.9028753	0.90153205	0.96758425	0.9271252	0.90475094	0.8740212	0.98370993	0.9159486	0.9537438	0.93209386	0.98248976	0.9638184	0.9652468	0.9881716	0.909621	0.9527182	0.96538126	0.9818669	0.9015069	0.8852488	0.963234	0.949249	0.9026021	0.9484049	0.9142618	0.9196785	0.95474964	0.87694466	0.93803847	0.88097924	0.86832374	0.98141104	0.96974164	0.960859	0.8420581	0.9292457	0.9594049	0.9860907	0.97075945	0.87269235	0.98156506	0.880192	0.97288454	0.95868623	0.92626846	0.934391	0.9737429	0.9095796	0.9296119	0.966627	0.9195083	0.99477273	0.96887	0.876317	0.93945533	0.9510209	0.91937625	0.9038443	0.94615585	0.9766324	0.8674364	0.8302731	0.85625887	0.9812388	0.9536767	0.8979341	0.92558795	0.865715	0.95162	0.7602207	0.9013416	0.9298828	0.9277524	0.87135756	0.812836	0.9370425	0.903916	0.87925845	0.91199565	0.8748228	0.9643212	0.99274737	0.931295	0.88995194	0.9174249	0.94386005	0.9250485	0.81863827	0.9470569	0.9578555	0.9553808	0.9076612	0.9297105	0.8470777	0.93080145	0.9225212	0.9127884	0.8932826	0.9081752	0.9754988	0.93012697	0.922441	0.9238818	0.9246147	0.93605596	0.9463681	0.95561814	0.9536748	0.9287425	0.9517491	0.8895145	0.92576253	0.9057009	0.97893274	0.9687344	0.94479966	0.96609765	0.9702135	0.79506063	0.96745	0.9415767	0.966037	0.9807261	0.9755939	0.9142528	0.9355983	0.8506527	0.9266806	0.9753062	0.91973555	0.90980756	0.8990011	0.964738	0.94963455	0.97050685	0.8916038	0.8843467	0.90930235	0.99581355	0.85962033	0.87166995	0.96020955	0.8865596	0.9226365	0.96815145	0.89536506	0.95110446	0.9576551	0.9334087	0.9634124	0.954314	0.89753187	0.9821381	0.87120444	0.7922771	0.9273723	0.90591604	0.9486828	0.9380914	0.9662987	0.94711167	0.9015574	0.94603884	0.8520695	0.95204735	0.9893886	0.97508484	0.8722653	0.89584106	0.83472013	0.92377234	0.9350178	0.95379525	0.88839704	0.92053854	0.93793416	0.99480873	0.9513064	0.89566195	0.9691437	0.9826937	0.9508698	0.8530492	0.9600546	0.9724379	0.9416231	0.7836738	0.92486584	0.951172	0.95643187	0.9425398	0.9400015	0.9316229	0.95644146	0.94432193	0.9173724	0.93151164	0.9613108	0.9139077	0.9568161	0.887426	0.8750539	0.9620453	0.9558522	0.92255855	0.94309115	0.8534878	0.93291485	0.91408193	0.94317144	0.83688134	0.9870161	0.8874435	0.9089415	0.9485681	0.9145841	0.89999235	0.9364348	0.85225606	0.9193322	0.84830546	0.9059184	0.9285753	0.94015	0.83110714	0.9577381	0.98309183	0.87176275	0.923537	0.8805039	0.96843916	0.94619954	0.9699555	0.92116034	0.82033956	0.99254906	0.95986074	0.9405383	0.936183	0.920204	0.92303056	0.9119059	0.9624992	0.90046984	0.7998793	0.86055535	0.9353142	0.90611076	0.93326485	0.93826437	0.98854315	0.9193532	0.9845537	0.91668534	0.94882476	0.8571539	0.93083614	0.9678886	0.9703176	0.954771	0.9541861	0.95051223	0.95267665	0.86954266	0.93459785	0.8587024	0.9383487	0.9738832	0.88866	0.987942	0.85591555	0.9277954	0.8801694	0.9556004	0.9509443	0.88726234	0.97052366	0.924881	0.82271034	0.9003463	0.8748689	0.8914518
aanmoediging/noun	0.7544031	0.8349758	0.0	0.8026795	0.8140951	0.7763333	0.80347675	0.8064028	0.80109835	0.8992931	0.8676194	0.8250989	0.90567285	0.77640975	0.85520756	0.7731588	0.81106	0.7787846	0.7861655	0.9130224	0.8983486	0.71704406	0.84912586	0.84671015	0.8794568	0.9112737	0.9066275	0.9345659	0.83266854	0.79386795	0.8516965	0.8711869	0.7527778	0.900143	0.8597163	0.86702275	0.7592649	0.80263615	0.7096496	0.854368	0.89369345	0.8404727	0.8512192	0.7771542	0.8509263	0.84410703	0.82818604	0.94964373	0.88517404	0.8012187	0.93971956	0.8259188	0.8169857	0.71150637	0.8422048	0.82333374	0.81363356	0.8561375	0.76475054	0.7047001	0.81151634	0.8906404	0.86638343	0.8135505	0.7628078	0.8287736	0.85880065	0.78977036	0.8481601	0.9041302	0.8277894	0.9046134	0.7179356	0.84388757	0.790643	0.7825457	0.84439075	0.6936494	0.8142884	0.799099	0.84547925	0.8037223	0.83460265	0.832295	0.83336234	0.8107008	0.7758624	0.847431	0.86106694	0.844955	0.7795707	0.72503173	0.75310814	0.79543865	0.7872051	0.74376154	0.88174784	0.77207124	0.85089874	0.8558186	0.81586415	0.8485218	0.80109686	0.88027865	0.85931456	0.86706936	0.8492977	0.7775925	0.7962417	0.8749051	0.82565516	0.8013039	0.8463505	0.805693	0.82199514	0.83131665	0.818395	0.8985779	0.84887266	0.88129944	0.7886144	0.8665464	0.85467046	0.7073885	0.8342279	0.8707332	0.764184	0.8481355	0.80969346	0.8847716	0.7707766	0.86092377	0.8669317	0.8489492	0.7510985	0.7789844	0.7903265	0.8263037	0.8550251	0.8724912	0.7223109	0.8676845	0.67580736	0.73574376	0.83089936	0.83258396	0.8754776	0.8287327	0.80549955	0.641266	0.84619457	0.8530021	0.8935882	0.8357101	0.6887113	0.80828106	0.75859594	0.8585689	0.799327	0.8726605	0.76916146	0.8161992	0.9483216	0.812523	0.90332186	0.88209987	0.8486927	0.93475825	0.909274	0.9076204	0.81648916	0.8023617	0.8139034	0.72281426	0.83683103	0.81424385	0.8195745	0.879666	0.8236454	0.8748373	0.8241264	0.9040462	0.82347286	0.8762233	0.92138994	0.84846807	0.75288963	0.8710429	0.78688514	0.8183363	0.8809785	0.8084315	0.80929685	0.82088506	0.8289728	0.83739257	0.867969	0.78081435	0.8978119	0.8062791	0.87575847	0.8582105	0.91898906	0.76490897	0.87030876	0.89553267	0.87366366	0.8525903	0.8666817	0.8161685	0.7672595	0.8117045	0.81955135	0.84736794	0.80970067	0.76675206	0.85915434	0.74601513	0.95680463	0.78428614	0.8424879	0.8381001	0.78907007	0.768774	0.7628824	0.821309	0.6931215	0.70089555	0.8118751	0.8203543	0.8773157	0.855601	0.920768	0.8010929	0.8317909	0.8310182	0.89692754	0.8031333	0.8432758	0.7056841	0.7710434	0.8672583	0.9554498	0.85035	0.8090049	0.7532996	0.79751015	0.85930055	0.8493567	0.82348907	0.85879105	0.8073807	0.84588695	0.8631964	0.84500456	0.74179363	0.85230124	0.79309404	0.8179996	0.74432546	0.90083313	0.8108298	0.81798077	0.8472582	0.8054215	0.847238	0.8339346	0.8157221	0.8312909	0.8474493	0.84985113	0.76893246	0.67097706	0.7689022	0.7213744	0.85298264	0.7078724	0.75214016	0.8013796	0.6843473	0.8502974	0.83278245	0.89552903	0.80874425	0.7710227	0.8251854	0.77665937	0.8454319	0.7884231	0.8102633	0.80236113	0.8034959	0.76225424	0.7590275	0.77008396	0.8109035	0.83871895	0.8345621	0.8148465	0.86896694	0.79522395	0.79495215	0.70151246	0.77707964	0.86546683	0.819649	0.9017463	0.8017654	0.83110553	0.8591116	0.83718723	0.81331384	0.665352	0.6751509	0.9122102	0.8629384	0.8102656	0.80017704	0.90162355	0.8011811	0.8460494	0.92182595	0.8152975	0.814641	0.8668709	0.84489125	0.6575222	0.7859609	0.80071664	0.7582127	0.74999607	0.8284239	0.8562011	0.85409075	0.8575608	0.83481264	0.7803045	0.86717725	0.86157006	0.8905373	0.8306627	0.84867525	0.86024576	0.82327694	0.6681587	0.8399328	0.77825665	0.8072085	0.8969134	0.870063	0.8225912	0.6561279	0.91528547	0.8804285	0.83104205
acteur/noun	0.9128368	0.8459508	0.8026795	0.0	0.7583023	0.79288054	0.81351566	0.8222084	0.83034945	0.85775316	0.62451553	0.84481394	0.88421774	0.7180377	0.8733731	0.8275298	0.81318426	0.78792095	0.73622596	0.85242563	0.87901145	0.8241899	0.79916465	0.88698107	0.9074396	0.8726045	0.8156539	0.87042505	0.71242285	0.7300298	0.7873392	0.91594726	0.91057944	0.84155196	0.8562091	0.87587166	0.8209974	0.7382711	0.88789034	0.8176369	0.7338411	0.8602364	0.81056744	0.7956692	0.8380812	0.8390692	0.89888376	0.71975636	0.89091444	0.81390095	0.83861005	0.7621789	0.7170362	0.64855886	0.7479068	0.7741544	0.9084966	0.78832334	0.8676237	0.8135642	0.90202343	0.8521302	0.87827486	0.76381165	0.7740767	0.86850125	0.8768209	0.8385054	0.8139361	0.8950485	0.7706429	0.8296937	0.90302736	0.82048416	0.8075292	0.8061352	0.7509924	0.80674607	0.8617004	0.8644415	0.77173424	0.85755736	0.8851092	0.77786195	0.69135076	0.89191705	0.9207256	0.7582041	0.87142545	0.8863963	0.680104	0.70818543	0.78581274	0.88299733	0.74995744	0.8471088	0.801835	0.7360419	0.71250546	0.927653	0.7360161	0.8270077	0.7729012	0.817674	0.8014137	0.78065157	0.8601296	0.8061677	0.6924113	0.83451736	0.75801206	0.7655736	0.88132197	0.889716	0.87208253	0.82392156	0.8622873	0.8488089	0.9159962	0.8671298	0.82357526	0.7976808	0.81218326	0.6206019	0.77404803	0.7336515	0.7418293	0.72825545	0.7431193	0.8205002	0.82308483	0.9429904	0.82373035	0.83698833	0.74781466	0.82477325	0.81359726	0.8069682	0.7957505	0.9018233	0.7582923	0.8517983	0.861231	0.8298769	0.9249087	0.8860135	0.88223654	0.80391	0.79482216	0.80446744	0.92663485	0.80735976	0.8767772	0.82351875	0.8751206	0.8911924	0.72471523	0.7357391	0.6282043	0.73437417	0.8596912	0.8064528	0.89600265	0.7736506	0.8769956	0.879894	0.93646574	0.8532087	0.8927899	0.7953176	0.7778921	0.84814143	0.80263686	0.85956436	0.78824896	0.7214539	0.7461704	0.838974	0.8288276	0.82554805	0.890026	0.8542836	0.8213882	0.80024046	0.82579696	0.8470663	0.7314701	0.75869894	0.73884404	0.84132296	0.87217015	0.8640448	0.71752644	0.7325475	0.7184477	0.77149045	0.80838877	0.8648285	0.89559686	0.72911143	0.8028902	0.83796096	0.7665149	0.7768647	0.87586033	0.81781185	0.75838315	0.72567844	0.90471566	0.7326176	0.82927525	0.85411423	0.79242074	0.78933203	0.85412496	0.8437445	0.80493283	0.813434	0.91733736	0.8275526	0.83807623	0.8077721	0.813679	0.75296783	0.867984	0.8388197	0.748412	0.8237003	0.9038696	0.78024554	0.7886741	0.6138395	0.8756641	0.83118355	0.88994515	0.86741656	0.91447866	0.7245673	0.8196229	0.92301494	0.8277911	0.89836633	0.9569068	0.8556229	0.7999461	0.66705364	0.68737715	0.6640955	0.79498565	0.8347498	0.89209574	0.8861904	0.8480966	0.7899369	0.85802776	0.75077933	0.730076	0.82707477	0.8938914	0.70203185	0.8318211	0.7391695	0.9043729	0.75996953	0.8292944	0.77834517	0.7604465	0.64168274	0.70474696	0.7396102	0.8352499	0.7750961	0.86115664	0.8424393	0.76073295	0.6488489	0.8038488	0.77341056	0.73336214	0.85991156	0.7969518	0.79429257	0.8892778	0.77204204	0.8981357	0.8527414	0.7087344	0.8794722	0.80912536	0.8345496	0.74865794	0.83832836	0.78279126	0.82253605	0.86139613	0.79330635	0.8375355	0.8787277	0.85322917	0.84758234	0.92074835	0.7945107	0.81391686	0.8993465	0.87661135	0.8119892	0.57378906	0.8188273	0.8146751	0.83677185	0.7726857	0.73386717	0.77730036	0.8618239	0.7877925	0.8510173	0.8925301	0.8752073	0.9030101	0.63963336	0.5955163	0.80521494	0.78659916	0.8419087	0.8233882	0.82078826	0.79672056	0.7380737	0.80009675	0.84773576	0.8255894	0.8649801	0.8849311	0.8769964	0.9213895	0.73765707	0.7757735	0.7777326	0.79113466	0.8253122	0.837211	0.91134644	0.840382	0.8019816	0.8967272	0.91126436	0.88458353	0.7635888	0.9327031	0.7908946	0.82315063	0.7794792	0.900791	0.77493787	0.78569865
akelig/adj	0.9071632	0.8904692	0.8140951	0.7583023	0.0	0.7440959	0.69393975	0.8310458	0.84079766	0.8234744	0.8463199	0.85400707	0.798423	0.78833187	0.82477146	0.6491146	0.7719726	0.5443335	0.77947557	0.80828005	0.7808587	0.70056593	0.6684786	0.8225909	0.7999872	0.7112482	0.7116776	0.83794653	0.5798032	0.66448593	0.7452127	0.7945242	0.7822366	0.79443395	0.8389104	0.7632609	0.7873215	0.84000605	0.7667447	0.8897263	0.84586823	0.8458038	0.7010911	0.78228486	0.65622747	0.7126682	0.83263737	0.8656948	0.7970946	0.7811177	0.8104167	0.7040955	0.70189786	0.56593966	0.6062726	0.5298745	0.7592825	0.805633	0.71446717	0.7535414	0.8023374	0.71808827	0.8898119	0.64203	0.66766465	0.798627	0.79071116	0.7567515	0.80861545	0.7489357	0.71279055	0.8078525	0.81331414	0.8071232	0.82715654	0.7735373	0.6536175	0.78262424	0.70155966	0.770208	0.6522521	0.84499586	0.8513013	0.8451141	0.7946811	0.88411033	0.7850229	0.73111343	0.7143934	0.7369406	0.7169271	0.7016499	0.6761731	0.8108363	0.6891827	0.82408106	0.7988948	0.6385285	0.6277741	0.67186886	0.74614525	0.73642766	0.66675556	0.8436991	0.6284658	0.66016775	0.60068357	0.7086265	0.69363284	0.6110089	0.72782016	0.82705486	0.7630256	0.8245447	0.8574432	0.7314448	0.66857195	0.7018078	0.7476814	0.7293227	0.7473861	0.69844925	0.6297833	0.8274517	0.78048396	0.54600286	0.6690587	0.6872364	0.7485362	0.83616924	0.6893501	0.82518566	0.74612373	0.80574435	0.645072	0.75282437	0.8311362	0.68408847	0.71398103	0.7433827	0.6338656	0.7864196	0.8341396	0.7654542	0.8032207	0.84815603	0.8417363	0.82253337	0.60660106	0.7257298	0.7757271	0.7945517	0.8668467	0.8035148	0.82715225	0.7827952	0.5985348	0.76261026	0.7834997	0.83396506	0.7747698	0.7025663	0.71572447	0.82551014	0.85552263	0.7376592	0.85164344	0.79235333	0.7999631	0.709597	0.57836187	0.82201546	0.79142547	0.74129754	0.7282747	0.7797958	0.6091052	0.74692404	0.8954216	0.84986424	0.7739863	0.86036134	0.63487375	0.7299987	0.85834426	0.74018013	0.8618989	0.8867826	0.8070421	0.7008928	0.8367174	0.8668636	0.70694	0.70993197	0.59903073	0.79053175	0.73078597	0.6802172	0.7690869	0.5545813	0.8329093	0.70985436	0.7498236	0.75828624	0.8624665	0.73075426	0.8425926	0.8128812	0.8275206	0.8147416	0.73820406	0.7163466	0.64597034	0.68517244	0.7808341	0.887707	0.7366543	0.6324202	0.9301082	0.7578666	0.6689787	0.7661525	0.8350041	0.802604	0.7283255	0.74198055	0.7874485	0.80354685	0.7232978	0.672145	0.7722948	0.7540308	0.75271404	0.7330041	0.8246147	0.84323657	0.8250439	0.6001321	0.79170066	0.8250238	0.84472626	0.79540527	0.9331497	0.7338761	0.58961815	0.57908577	0.7358515	0.792387	0.6937859	0.78765255	0.88806456	0.7771063	0.7972603	0.5677662	0.69493556	0.68385875	0.83268195	0.7273011	0.80697507	0.49662536	0.7934858	0.6347934	0.80090106	0.71896756	0.7922112	0.7091586	0.78063834	0.752028	0.79276043	0.6042383	0.7299397	0.68979365	0.8546773	0.7331461	0.81569993	0.7939355	0.707096	0.7196114	0.72326773	0.7730007	0.6172721	0.7117653	0.8220174	0.83301604	0.76034695	0.79120827	0.64824843	0.79211396	0.7776264	0.8341382	0.6313385	0.7940416	0.8200459	0.7233094	0.82405484	0.7120756	0.65611315	0.7308071	0.80437624	0.75775623	0.89510214	0.6847439	0.7805834	0.7756098	0.7979895	0.72138125	0.70246494	0.7304522	0.68915474	0.7532172	0.615041	0.6630069	0.7512414	0.7119236	0.69541395	0.8292416	0.8714798	0.81779265	0.8603907	0.72904396	0.7176693	0.82445896	0.5599628	0.6266458	0.87594116	0.83564925	0.69559157	0.5759469	0.6870862	0.67778176	0.86349535	0.7721366	0.77284265	0.74466336	0.86216766	0.6530133	0.7528491	0.71840346	0.75922024	0.70678496	0.8195787	0.8792756	0.7785628	0.68557197	0.83228916	0.85526234	0.7465721	0.708766	0.83982205	0.6415185	0.71374476	0.8017161	0.8189479	0.7047049	0.6533417
