	13-jarige/adj	Albanees/noun	Amerika/name	Amerikaan/noun	Anna/name	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Beckham/name	Berlin/name	Billy/name	Blair/name	Borms/name	Boudewijn/name	Boyd/name	Brit/noun	Bush/name	Charlie/name	Cools/name	Cézanne/name	Democraat/noun	Derksen/name	Duitser/noun	EU/name	Engels/adj	Engelsman/noun	Frank/name	Friesland/name	Giuliani/name	Harris/name	Hollander/noun	Iraans/adj	Irving/name	Javaan/noun	Leys/name	Linda/name	Manet/name	Mona/name	Mondriaan/name	Mugabe/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Pim/name	Pinochet/name	Reagan/name	Ren/name	Russisch/adj	Schenk/name	Self/name	Servisch/adj	Serviër/noun	Spelen/name	Sperwer/name	Syriër/noun	Tripp/name	Tutsi/noun	VS/name	Waal/noun	Wereldoorlog/name	Wimbledon/name	Wout/name	aangezien/comp	aartsvijand/noun	al/comp	alle/det	allebei/adv	alleen/adv	allemaal/adv	alles/noun	alles/pron	als/comp	ander/adj	ander/noun	anderzijds/adv	armband/noun	baas/noun	begin/noun	begin/verb	begrijp/verb	bemin/verb	bijvoorbeeld/adv	christen/noun	criticus/noun	daarna/pp	dagelijks/adj	dan/comparative	dat/comp	dat/det	dat/pron	denk/verb	denk_na/verb	destijds/adv	die/det	die/pron	diep/adj	ding/noun	dirigent/noun	dood/noun	draadloos/adj	drijf/verb	drukte/noun	duif_liefhebber/noun	eigenlijk/adj	elkaar/pron	en/comp	en/vg	eng/adj	erg/adj	erom/pp	ervan/pp	etiket/noun	evenzeer/adv	feite/adv	fel/adj	figuur/noun	film/noun	filmmaker/noun	ga/verb	geit/noun	gelegenheid/noun	gelijkelijk/adv	geloof/verb	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	glimlach/adj	glimlach/noun	glimlach/verb	grinnik/verb	haar/det	haar/pron	haat/noun	haat/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hekel/noun	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/adj	hoe/noun	hoeveel/adv	hoewel/comp	homo/noun	hond/noun	hoofd_rol_speler/noun	hoofddoek/noun	houd/verb	huis_werk/noun	hun/det	idee/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	joods/adj	journalist/noun	jullie/pron	kant/noun	kater/noun	kerst/noun	kind/noun	kleding/noun	klink/verb	klus/noun	koop/verb	kunst/noun	kunstgeschiedenis/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	lees/verb	liefde/noun	lieg/verb	lucht/noun	luister/adj	maandag/noun	maar/comp	maar/vg	man/noun	me/pron	medium/noun	meest/adj	meestal/adv	men/pron	mens/noun	meute/noun	mezelf/pron	middelmaat/noun	mij/pron	mijd/verb	mijn/det	misschien/adv	modern/adj	moeder/noun	moslim/noun	muziek/noun	naast/adj	namaak/noun	namelijk/adv	natuurlijk/adj	naïviteit/noun	niet/adv	noem/verb	nooit/adv	of/vg	om/comp	om/prep	omdat/comp	on_versneden/adj	onderwijs/noun	ongebreideld/adj	ongelijkheid/noun	onomwonden/adj	ons/noun	ons/pron	oorlog/noun	opgesloten/adj	oprichter/noun	optimisme/noun	oud/adj	overigens/adv	overzee/pp	pas/noun	patriottisme/noun	perfectie/noun	persoonlijk/adj	pest/noun	plaat/noun	platteland/noun	plotseling/adj	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	rechts/adj	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	rest/noun	romantisch/adj	schoen/noun	school/noun	schop/verb	schreeuw/verb	sinds/comp	sluit_buiten/verb	soldaat/noun	sommige/det	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	stad_DIM/noun	steeds/adv	steun/verb	stilaan/adv	stoot_af/verb	strafschop/noun	stuk_DIM/noun	subsidie/noun	succesvol/adj	super_held/noun	symbool/noun	systeem/noun	talentvol/adj	te/comp	tegenstander/noun	tennis/noun	terwijl/comp	thuis/noun	thuis/part	toch/adv	toch/tag	toerist/noun	toestand/noun	tof/adj	tuig/noun	tv/noun	type/noun	u/det	u/pron	ultra_orthodox/adj	vader/noun	vak/noun	van/pron	vanwege/prep	varken/noun	vecht/verb	veel/det	verafschuw/verb	verdwaal/verb	vergadering/noun	verlies/verb	verrekt/adj	vervelend/adj	vervloek/verb	vervolg/verb	verwerpelijk/adj	verzamel/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/noun	vraag/verb	vraag_af/verb	vrede/noun	vriend/noun	vrijheid/noun	vroeg/adj	vrouw/noun	vrouwelijk/adj	waarom/adv	waarschijnlijk/adj	wanneer/comp	want/comp	want/vg	wantrouw/verb	wat/pron	we/pron	wegens/prep	wereld/noun	wie/pron	wij/pron	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	ze/pron	zeg/verb	zeker/adv	zelfmoord/noun	zelfs/adv	zeur/verb	zichzelf/pron	zij/pron	zijn/det	zin/noun	zo/adj	zo/adv	zoals/comp	zozeer/adj	zozeer/adv	zwart/adj
13-jarige/adj	0.0	0.9414187	0.96055484	0.89386094	0.8929967	0.99492913	0.9503666	0.9760533	0.96436375	0.9558745	0.9575443	0.9366464	0.9527349	0.9449612	0.92891705	0.9447292	0.90451366	0.9637557	0.9367317	0.90574104	0.97916603	0.97137105	0.9669626	0.8964585	0.98893195	0.91412306	0.90681475	0.92351925	0.9628497	0.9684747	0.95335364	0.96691185	0.8949803	0.96195173	0.9919346	0.94827914	0.87607443	0.9969314	0.94950074	0.9653897	0.9687329	0.9682799	0.9871033	0.91137713	0.9638737	0.9467226	0.96066624	0.9563201	0.9860483	0.93081343	0.95678115	0.9799359	0.9597764	0.936965	0.9602114	0.99059945	0.9272274	0.9840748	0.97751665	0.9646235	0.96950513	0.97173256	0.9298893	0.95027566	0.96852547	0.9751301	0.99215686	0.9633552	0.9191405	0.96931905	0.9911594	0.97981995	0.93754774	0.9871814	0.9939795	0.9367913	0.9815318	0.9472012	0.9562114	0.95144415	0.88148946	0.96360415	0.9888408	0.95262766	0.96028113	0.9699283	0.96016496	0.95001763	0.9851049	0.9733288	0.9958406	0.923787	0.98315805	0.95998335	0.90948653	0.9966408	0.82786494	0.9587097	0.97441304	0.9174051	0.847804	0.97883093	0.94111925	0.9730376	0.98004234	0.9747364	0.974969	0.9714857	0.89681816	0.97701234	0.9909877	0.9967544	0.8964867	0.98716915	0.9775334	0.97301954	0.97084665	0.9610398	0.95475733	0.9112097	0.96728826	0.9932249	0.94961727	0.9903411	0.9762776	0.9739528	0.98118865	0.9259264	0.9836213	0.99618906	0.9437876	0.9446778	0.9460605	0.9176263	0.96534926	0.8328554	0.9319062	0.9530983	0.95814943	0.9989915	0.95773804	0.9788327	0.99444896	0.9434143	0.9609541	0.95375305	0.985648	0.9635908	0.8898099	0.9554483	0.93483657	0.9875438	0.95200634	0.9461674	0.92878366	0.91121256	0.98048997	0.9886515	0.9557243	0.9726432	0.989754	0.9940816	0.98909914	0.9545229	0.98177665	0.9107507	0.975233	0.97017246	0.9357886	0.9850423	0.9361069	0.98470134	0.9674124	0.9463838	0.9200585	0.96365243	0.97895837	0.96148515	0.95176095	0.9035647	0.97150517	0.96790785	0.9668743	0.95958614	0.9774086	0.9396097	0.9155681	0.9609717	0.9750045	0.93516856	0.92207825	0.9500736	0.9336423	0.9658816	0.98079133	0.9953185	0.9326966	0.98536336	0.9891036	0.8733578	0.98964536	0.9688553	0.9813158	0.9835352	0.9837031	0.991845	0.98348945	0.99350506	0.99156487	0.99107826	0.92652106	0.98045146	0.97520524	0.966267	0.80534744	0.9605612	0.9506215	0.93923473	0.9803216	0.9665797	0.9665764	0.9699783	0.99821466	0.9581244	0.97959363	0.97202706	0.9981878	0.94142157	0.9811366	0.9896093	0.9431558	0.9695182	0.9837262	0.96237224	0.9331952	0.9795861	0.95567226	0.90852827	0.9387628	0.9837627	0.96154404	0.96952045	0.9413767	0.9703332	0.9896726	0.96795976	0.98303306	0.97347915	0.93610626	0.9631665	0.9621042	0.9668605	0.9072899	0.9227724	0.9369196	1.0	0.9068805	0.97650415	0.9883197	0.93511796	0.9790026	0.9959385	0.9727328	0.9583577	0.96892273	0.9678619	0.98171484	0.90147626	0.9502389	0.94249177	0.88006747	0.9761096	0.9422966	0.9729236	0.9983211	0.98552984	0.94139266	0.964142	0.95163035	0.9581747	0.99836147	0.960128	0.9656864	0.9789132	0.9693045	0.9787811	0.99235535	0.94067055	0.9895174	0.95154274	0.9805209	0.89701843	0.9999391	0.9631588	0.9423268	0.9493071	0.93793374	0.9508335	0.9946882	0.95445323	0.9604962	0.9308594	0.96200657	0.9926355	0.9787252	0.97411877	0.976292	0.9702151	0.99809825	0.82201266	0.98101175	0.94123065	0.9613784	0.98147047	0.92049575	0.96064234	0.9730681	0.9701725	0.9807625	0.9512364	0.9718517	0.960091	0.9648796	0.9096998	0.97698534	0.9564457	0.9684188	0.95755315	0.96511286	0.9676156	0.98204285	0.93966913	0.9740572	0.963165	0.84701926	0.9780762	0.9709407	0.8861536	0.95419186	0.96497524	0.97380805	0.9659683	0.9525579	0.9632743	0.96119875	0.98432195	0.98279685	0.8875054	0.9845365	0.9415316	0.9923789	0.95664436	0.96957153	0.87715375	0.94509387	0.98313963	0.97991306	0.9110185	0.9833591	0.8910353	0.98123145	0.98858005	0.93008757	0.9424517	0.8578743	0.96415335	0.99094206	0.98791456	0.9610713	0.9735342	0.9943066	0.94375026
Albanees/noun	0.9414187	0.0	0.93205285	0.81311744	0.9396126	0.9835633	0.87068594	0.98297685	0.97098935	0.95402247	0.9633491	0.94806254	0.9615292	0.96760815	0.96384275	0.9702022	0.82913244	0.95628077	0.96813905	0.94613194	0.9799426	0.9347755	0.94895643	0.8463307	0.92379767	0.9386265	0.8713902	0.9389999	0.912903	0.94514036	0.9530712	0.93009865	0.9000541	0.97758335	0.94210947	0.9522229	0.94482106	0.9992227	0.9804976	0.9717067	0.94574845	0.94565684	0.7743013	0.7875639	0.97216463	0.97363526	0.9585954	0.9615729	0.9884956	0.9078923	0.96961653	0.9991256	0.6947421	0.6178799	0.96895903	0.9701581	0.8981553	0.9928087	0.8575273	0.9491628	0.89914536	0.9154665	0.9320031	0.9755484	0.93968385	0.94631183	0.9832783	0.92944574	0.94799733	0.9566201	0.95924413	0.96083057	0.98904514	0.9829533	0.9388432	0.9780045	0.95166487	0.95031506	0.9583299	0.9215394	0.94830716	0.9551598	0.9996997	0.94627744	0.8996231	0.9679619	0.95880693	0.85647887	0.76561105	0.9416653	0.9426947	0.94523454	0.9719668	0.9845854	0.8899191	0.9639335	0.7975837	0.9474775	0.99612087	0.93321174	0.8736139	0.9517732	0.94112396	0.97178507	0.97680336	0.98233676	0.9684778	0.9720939	0.9259446	0.9783456	0.9914749	0.97524565	0.8821008	0.9770835	0.98117137	0.9502834	0.95013255	0.9591423	0.9732342	0.9592091	0.95802855	0.9670862	0.9672387	0.9261376	0.9452745	0.99675864	0.9764264	0.87550753	0.95866287	1.0	0.9645947	0.9371713	0.95390636	0.93226343	0.9684566	0.93042433	0.9608971	0.941269	0.9239885	0.99141175	0.9374801	0.9990309	0.97738075	0.95986646	0.98632276	0.8801147	0.9440515	0.9509001	0.9537287	0.950447	0.9733107	0.9729965	0.9468785	0.91264915	0.93269604	0.9728447	0.9768526	0.9644533	0.9794046	0.9481942	0.9620666	0.9809296	0.9690809	0.84451914	0.7983109	0.79022115	0.9584159	0.97161055	0.92646897	0.95997775	0.9707365	0.9762684	0.8288936	0.9149348	0.9258097	0.95631486	0.9466136	0.9857466	0.978284	0.9257484	0.9680533	0.97302943	0.9729702	0.87930727	0.9680317	0.95929265	0.943616	0.9654942	0.8356874	0.95207745	0.95690954	0.9840644	0.9724528	0.98127645	0.96810603	0.9972116	0.93786347	0.9551571	0.9917917	0.7701187	0.99054825	0.9746698	0.9445405	0.95249957	0.9639649	0.756292	0.9597321	0.9510399	0.9805341	0.97783005	0.9464591	0.9714556	0.9779653	0.97431475	0.9037043	0.8213707	0.97084427	0.9569728	0.97590613	0.9458064	0.9865725	0.9916872	0.98593175	0.9464221	0.9755282	0.9424977	0.9741815	0.9442618	0.9687671	0.95937663	0.9385601	0.99941355	0.9814044	0.94359535	0.9633269	0.9880143	0.9029921	0.94013864	0.9284074	0.96848285	0.9148599	0.9461628	0.9744756	0.96333	0.9928775	0.93785083	0.96835244	0.97053	0.96097267	0.9453588	0.9621782	0.95679647	0.9058254	0.94349676	0.9324901	0.9855024	0.8544651	0.9358029	0.95826733	0.9564059	0.9940164	0.94923043	0.9773367	0.95386344	0.9504984	0.974962	0.95877963	0.9361685	0.9408477	0.91170657	0.9119824	0.95381576	0.7882044	0.9215636	0.9796407	0.9380229	0.9537526	0.93968785	0.89068514	0.8783676	0.9453783	0.9168753	0.9576626	0.9342963	0.96894634	0.9600939	0.8269848	0.9529094	0.9946242	0.9501322	0.9609926	0.9446166	0.9835026	0.9714362	0.9627121	0.892566	0.95688397	0.9608068	0.95743346	0.96842206	0.856198	0.936224	0.99507993	0.9559297	0.9602819	0.93407845	0.9786715	0.96930754	0.9885464	0.90643823	0.95422816	0.9871729	0.9487999	0.8682664	0.8697522	0.92211074	0.982895	0.96615964	0.96392196	0.92814016	1.0	0.94046944	0.9774995	0.922983	0.9778681	0.8713776	0.96600956	0.96521103	0.9362865	0.9842455	0.9908468	0.92242855	0.9648119	0.9287125	0.880896	0.94941926	0.93742925	0.844935	0.95232266	0.971013	0.9374301	0.9525746	0.96130127	0.9601135	0.93295884	0.9554674	0.9861374	0.8616756	0.97074467	0.867678	0.94051915	0.96099526	0.9575435	0.88831925	0.9575554	0.9042153	0.983843	0.922891	0.91209346	0.89194036	0.94472754	0.9851008	0.9531128	0.9150791	0.92773676	0.98557657	0.9878212	0.9932042	0.96171623	0.9536779	0.9565656	0.9453959
Amerika/name	0.96055484	0.93205285	0.0	0.76166177	0.900453	0.9955876	0.8694441	0.9168725	0.9309022	0.94575584	0.9154712	0.87099147	0.8960529	0.97596574	0.9267856	0.9529548	0.8058965	0.79919267	0.90540147	0.9584417	0.9616438	0.8760932	0.9408488	0.8511578	0.90443885	0.81214345	0.8815582	0.89083177	0.93522435	0.9557727	0.8985958	0.9295436	0.92620355	0.9174149	0.92974734	0.9924145	0.9309828	0.9431269	0.96609527	0.93241584	0.9606741	0.89138323	0.90686226	0.8528517	0.87530625	0.9350452	0.96224034	0.9133395	0.9949256	0.868831	0.939243	0.9646237	0.9523579	0.94587153	0.8704742	0.97709113	0.9626263	0.9808456	0.93251276	0.7273952	0.94715077	0.8531594	0.9080697	0.9698596	0.8973683	0.9262175	0.90270233	0.9201355	0.90730864	0.88829005	0.88020366	0.92076945	0.9680748	0.8994173	0.8766696	0.93258786	0.93413204	0.9885246	0.8857848	0.76087636	0.7545135	0.8887947	0.964843	0.82878494	0.9089612	0.8605086	0.84581935	0.9116958	0.8776293	0.8977889	0.921999	0.764724	0.9160372	0.9410424	0.8302988	0.9380248	0.742178	0.8966994	0.9267674	0.9014657	0.78569275	0.9465514	0.87151766	0.9753705	1.0	0.85096514	0.89413434	0.9227489	0.7774254	0.9245898	0.89626175	0.95348215	0.86624885	0.9463735	0.92607796	0.8785736	0.91459	0.9098978	0.7818055	0.89331686	0.90201896	0.9626947	0.9061109	0.9629155	0.8669034	0.95904964	0.9107735	0.88590086	0.8916069	0.9586295	0.9477148	0.9722088	0.9352489	0.9533232	0.95015645	0.8624487	0.8908839	0.8963977	0.8831065	0.9628107	0.930109	0.9841842	0.91143453	0.95573914	0.91337305	0.87080085	0.9356456	0.8700092	0.7417526	0.9350246	0.9399187	0.9804274	0.82255936	0.9099604	0.8912036	0.9052848	0.95957404	0.91295344	0.98556525	0.92539525	0.8750316	0.94461083	0.9726696	0.8623798	0.85071534	0.833687	0.89531744	0.92599076	0.885973	0.9708327	0.9474952	0.95110476	0.8375524	0.82275414	0.8647685	0.92225033	0.90767694	0.9680329	0.9393964	0.9150316	0.90299547	0.87611836	0.96550167	0.7698289	0.85409	0.9038742	0.9128217	0.94451016	0.82149154	0.9354499	0.86048794	0.86820716	0.8685458	0.94995344	0.92280245	0.9914077	0.91260797	0.9520926	0.9661689	0.9228652	0.9474125	0.884331	0.8385942	0.9062996	0.884506	0.921142	0.9884215	0.92133445	0.96375364	0.93496513	0.9473222	0.9221756	0.88602614	0.8476784	0.8733136	0.8777996	0.8383131	0.9204604	0.978793	0.85651493	0.8985974	0.96509767	0.9704483	0.8259839	0.9221933	0.80952275	0.92025244	0.9456846	0.9123531	0.9409542	0.89725465	0.9512921	0.9268264	0.95524025	0.89879006	0.95478404	0.7805949	0.95166385	0.85845816	0.9463844	0.86520255	0.8364026	0.9340162	0.95103914	0.89872545	0.9426641	0.8893624	0.95875406	0.8366217	0.85795116	0.88227165	0.8588578	0.8852652	0.90641034	0.8171992	0.9915471	0.92820215	0.885218	0.9396631	0.90196234	0.9243792	0.9777282	0.9296705	0.88628554	0.8538725	0.84819955	0.89887303	0.92852193	0.9454999	0.91143405	0.78715974	0.97738385	0.859934	0.8602207	0.8816746	0.87611645	0.9249401	0.77042437	0.88756925	0.87434727	0.8868606	0.86460376	0.94456965	0.94276536	0.9605089	0.92435974	0.9179548	0.8382728	0.9001872	0.8830802	0.8958902	0.9585728	0.9233592	0.9253175	0.9433507	0.8174883	0.9403044	0.9267804	0.9436383	0.9249171	0.88352704	0.9290102	0.9639884	0.9634875	0.9289239	0.8926346	0.91717666	0.9387791	0.9555986	0.83066297	0.97107786	0.97547114	0.85913426	0.94204444	0.837757	0.8758407	0.9302748	0.9382424	0.92848295	0.8505553	0.9962571	0.9653395	0.94404685	0.94314355	0.96277857	0.8672107	0.8731948	0.91968495	0.87174094	0.9543443	0.91652465	0.8980832	0.9268167	0.9086501	0.85893035	0.89881665	0.88773465	0.90354925	0.8922425	0.9062127	0.8605685	0.85357	0.8978959	0.92450285	0.9361954	0.9250083	0.9596273	0.87528896	0.78798676	0.8634615	0.93926966	0.94501406	0.8639955	0.7430434	0.90850735	0.8931584	0.94956636	0.90670437	0.86529016	0.8719454	0.8304414	0.9730146	0.8622647	0.8871923	0.8270829	0.88244075	0.9461272	0.9718889	0.7847859	0.9431863	0.948474	0.82942337
Amerikaan/noun	0.89386094	0.81311744	0.76166177	0.0	0.82155585	0.96826196	0.8170245	0.96369594	0.9537038	0.9190352	0.92619044	0.83144706	0.8500631	0.94207376	0.9169488	0.89911276	0.6123651	0.7853841	0.86948717	0.90930384	0.9564248	0.8935353	0.90487933	0.6826719	0.91342336	0.764222	0.7171519	0.8517925	0.9314308	0.8760091	0.8409445	0.92034084	0.8016267	0.898153	0.9234797	0.9512843	0.87907785	0.9529579	0.9515071	0.89180416	0.9257082	0.9128034	0.89690495	0.69261837	0.8817281	0.93550885	0.9273789	0.86421263	0.9729401	0.8271699	0.93624985	0.9506973	0.8845871	0.8380241	0.8625922	0.9784066	0.86212534	0.9718293	0.9510501	0.732782	0.89654136	0.8267066	0.8541445	0.93813753	0.89277226	0.9136004	0.94537574	0.9075926	0.8838538	0.9028581	0.89853334	0.9521547	0.9670616	0.9017222	0.8833643	0.9258965	0.9179227	0.938709	0.8649429	0.84738076	0.8368323	0.88802516	0.9780774	0.889228	0.885326	0.8723315	0.8658627	0.89035034	0.8402746	0.8690862	0.930744	0.8436833	0.9027645	0.95187324	0.8084669	0.9164181	0.6168312	0.880775	0.93958986	0.8619327	0.7049024	0.96864045	0.8891592	0.963572	0.99213636	0.9168196	0.899573	0.9467542	0.8062525	0.9322382	0.90870166	0.9500515	0.79260767	0.95279765	0.93572754	0.90646166	0.87149507	0.9006665	0.8446549	0.845353	0.9172015	0.91973525	0.9062134	0.98125416	0.8609136	0.97475934	0.92309713	0.870021	0.8934277	1.0	0.9798948	0.8817935	0.9300432	0.90239555	0.9316144	0.8096876	0.8860341	0.9025473	0.8931663	0.98432773	0.9172438	0.9535449	0.91773605	0.9301961	0.92129123	0.8702014	0.9523963	0.90201676	0.8089909	0.9407294	0.9597386	0.9625652	0.8442391	0.87323475	0.87234217	0.89168024	0.9439036	0.90375185	0.9711537	0.91791105	0.91111034	0.9598783	0.97420156	0.82981944	0.80596036	0.71567017	0.91330945	0.92997503	0.88925976	0.98292637	0.95366657	0.96994394	0.84192044	0.81599975	0.8061087	0.948443	0.91436285	0.9429421	0.91581196	0.928328	0.9345254	0.91390353	0.93815386	0.83630085	0.8899653	0.9143644	0.89649606	0.92392224	0.8343196	0.9431764	0.8804179	0.91752446	0.89173204	0.9375834	0.9284072	0.95308226	0.8615129	0.9569074	0.9553779	0.6591827	0.9810658	0.89870393	0.86427635	0.9224672	0.9128531	0.85390913	0.9649334	0.9485695	0.98568195	0.9693856	0.9122811	0.94754595	0.89788777	0.88330966	0.77254665	0.8361641	0.9004509	0.9046474	0.971478	0.8861029	0.88761294	0.95658433	0.98203725	0.830246	0.89204395	0.889018	0.9349773	0.9450485	0.91458064	0.94404864	0.9184709	0.9586574	0.9578717	0.91514426	0.90929407	0.9555484	0.7932825	0.86449283	0.81926304	0.9258701	0.83576363	0.8448112	0.9277417	0.9417756	0.94031215	0.8990251	0.8747468	0.96503913	0.87213016	0.9091528	0.8784009	0.9049527	0.8230399	0.87005085	0.8185796	0.96503854	0.88123566	0.9397503	0.9081795	0.90274346	0.9257891	0.9768328	0.96813434	0.86717623	0.8909702	0.8945178	0.94460154	0.9144834	0.9101592	0.9192109	0.79388964	0.94342804	0.7751592	0.9009049	0.94783986	0.90494525	0.93139803	0.83424604	0.85855114	0.8537856	0.9072983	0.851434	0.92525613	0.93508285	0.9309285	0.9383127	0.9048093	0.8644372	0.9186414	0.9017176	0.93178374	0.9136888	0.9261107	0.86119545	0.8838322	0.8106872	0.9453188	0.93127507	0.9603157	0.9261513	0.83505356	0.885924	0.96220136	0.96084124	0.9180538	0.8959844	0.9266647	0.96754515	0.9631898	0.7291803	0.95764446	0.95943046	0.89659476	0.914604	0.8166292	0.89725345	0.94841254	0.9354448	0.93423474	0.8078955	0.9987121	0.95472705	0.93306184	0.88325864	0.9575669	0.87840325	0.85959446	0.8915919	0.88361955	0.95511156	0.9416035	0.89727837	0.90779907	0.87771076	0.7934042	0.8904111	0.91813123	0.6926651	0.8699944	0.9067984	0.8496357	0.8865742	0.8829276	0.93755	0.92270696	0.9311934	0.9761883	0.7970177	0.8282244	0.85274124	0.93256694	0.96712166	0.8902026	0.7812609	0.89903796	0.883683	0.94226414	0.83739495	0.88450867	0.77879125	0.85544544	0.95734	0.86105335	0.8959278	0.7267743	0.9041405	0.9566013	0.97079283	0.84827226	0.9394172	0.9337511	0.85468453
Anna/name	0.8929967	0.9396126	0.900453	0.82155585	0.0	0.97356236	0.9805228	0.9041486	0.90823007	0.89987683	0.91072655	0.85488695	0.9368039	0.8884367	0.9021827	0.8938665	0.82515967	0.9467258	0.88482565	0.85044587	0.9631012	0.9359777	0.9016784	0.8279834	0.984129	0.84390306	0.88875383	0.8184198	0.95648086	0.93674177	0.87317276	0.92903614	0.92989707	0.9020478	0.99060124	0.86693645	0.83164847	0.96999615	0.93628794	0.9581213	0.96591026	0.9001602	0.9595551	0.86836183	0.9015647	0.9244891	0.92653286	0.8985032	0.92902434	0.82493806	0.9257045	0.96184987	0.96182543	0.95467556	0.8975355	0.9579848	0.94361275	0.98960614	0.97279143	0.81844497	0.939043	0.8800092	0.79720193	0.8684821	0.9331422	0.9513399	0.9403275	0.9756176	0.8894187	0.927935	0.94673955	0.9524544	0.9532748	0.97500885	0.97447735	0.9112084	0.8821964	0.9475206	0.9098112	0.9019606	0.8471455	0.9285444	0.94229627	0.91446245	0.96674544	0.8931162	0.91551626	0.93090874	0.9706797	0.97274625	0.9847532	0.89489377	0.9445296	0.94599193	0.8574909	0.98387814	0.7860115	0.94174874	0.93442255	0.87735754	0.7873376	0.97335446	0.90143704	0.95589286	0.96802014	0.924878	0.9297463	0.9333551	0.815268	0.96793556	0.9334264	0.9532648	0.89665186	0.94677824	0.97394377	0.90979546	0.9054593	0.8882346	0.84841305	0.86714816	0.949286	0.95185876	0.9211847	0.984686	0.92832696	0.9858562	0.9532537	0.93735236	0.9539228	0.99158293	0.91513556	0.91866523	0.91612625	0.89576006	0.9452481	0.746897	0.8287456	0.952725	0.93193465	0.9727578	0.9153174	0.94858146	0.9527531	0.8827687	0.9263825	0.9306138	0.94865555	0.9370655	0.8578397	0.9315637	0.9409694	0.96010405	0.9081865	0.92389613	0.90674394	0.86725223	0.949286	0.9345145	0.94125086	0.9537887	0.90984833	0.9295084	0.98994094	0.92269933	0.92402184	0.85316616	0.9376981	0.92738247	0.95964956	0.9838691	0.9671795	0.9702758	0.9021464	0.84024566	0.8861679	0.9723615	0.93948936	0.95489955	0.9255335	0.90807104	0.94354737	0.90044427	0.957138	0.909864	0.91529125	0.93815506	0.86002076	0.9364238	0.95631117	0.92656934	0.8687592	0.87289655	0.8612406	0.9363086	0.96123827	0.96565187	0.87309855	0.95810914	0.98188746	0.843631	0.97408015	0.93191373	0.96476954	0.9448908	0.9320531	0.9763645	0.9776907	0.95992106	0.96293306	0.93987006	0.95177627	0.95331913	0.9282876	0.9063759	0.73819876	0.9500954	0.89670193	0.9281564	0.95369154	0.91378444	0.9398538	0.9946807	0.9948223	0.8571304	0.9422962	0.9394433	0.9937819	0.96274203	0.9563052	0.972578	0.96484363	0.942372	0.98749226	0.94770056	0.9312918	0.96891606	0.88364434	0.91760725	0.866107	0.9480869	0.8546193	0.9230622	0.9554198	0.9562311	0.99715537	0.91909117	0.9016148	0.94731474	0.8957673	0.94806075	0.90194887	0.9332185	0.88446546	0.93620545	0.91592413	0.95730495	0.91192234	0.9545929	0.9518126	0.89054966	0.9297219	0.9783349	0.9357075	0.9395429	0.96014196	0.85554785	0.914118	0.90430045	0.915246	0.9387988	0.842927	0.9673932	0.91781193	0.97149783	0.94274163	0.91040707	0.8839693	0.9372358	0.96167374	0.931725	0.9814602	0.9259008	0.9525086	0.9760356	0.8963912	0.9339325	0.96789175	0.8886203	0.98192036	0.9258311	0.9680324	0.92773914	0.98738843	0.9279822	0.89089596	0.9336754	0.9602939	0.950785	0.98645395	0.9514035	0.92063254	0.916201	0.9536048	0.9660131	0.91704357	0.9347168	0.9506715	0.962399	0.9975151	0.7721635	0.94435704	0.9472944	0.91794413	0.9762582	0.9253534	0.96447074	0.9480864	0.9314055	0.9713538	0.90696764	0.99999857	0.9608817	0.9573481	0.91429925	0.9911598	0.9177987	0.9230337	0.9056561	0.93321776	0.92064095	0.94682056	0.9249989	0.90924203	0.9458537	0.8592088	0.9341815	0.92677873	0.7779237	0.8969846	0.91644764	0.9394586	0.8735994	0.9227232	0.95984465	0.9676794	0.962458	0.9977113	0.90002906	0.90634423	0.9062875	0.9728136	0.94480747	0.9072856	0.83690625	0.9439384	0.9683803	0.93731546	0.8676595	0.9530943	0.8347583	0.9524774	0.9530481	0.8914083	0.886688	0.8238821	0.94806	0.94954807	0.972116	0.8770888	0.9606169	0.9572911	0.9098914
