	Adriaens/name	Armstrong/name	Bangoura/noun	Baouf/name	Bouma/name	Claeys/name	Cliteur/name	Crasson/noun	De/name	Dirk/name	Gino/name	Hugo/name	Kanu/name	Koller/name	Kristof/name	Ma/name	Marion/name	Mestdagh/name	Mike/name	Mpenza/name	Mutavdzic/name	Pasanen/name	Penders/name	Rossi/name	Ruth/name	Stijn/name	Thomas/name	Van/name	Vereecke/name	Vermant/name	White/name	aan/prep	achter/adv	achter/prep	af/adv	al/comp	alles/noun	alsof/comp	alweer/adv	arm/adj	arm/noun	auto/noun	beeld/noun	beetje/noun	beide/pron	beneden/adv	beugel/noun	bijvoorbeeld/adv	blik/noun	brom_fietser/noun	component/noun	daardoor/pp	daarin/pp	daarop/pp	dan/adv	demonstratief/adj	design/noun	deur/noun	die/det	dief/noun	dimensie/noun	donderdag_morgen/noun	door/comp	door/prep	duim/noun	echter/adv	eindeloos/adj	en/vg	energiek/adj	er/adv	ergens/adv	fiets/noun	fietser/noun	foutief/adj	gaandeweg/adv	gedachte/noun	gek/noun	geluid/noun	gemeente_personeel/noun	getrokken/adj	gewoon/adj	graag/adj	h/noun	halfweg/prep	hand/noun	harnas/noun	hij/pron	ideaal/adj	iedereen/pron	iemand/noun	ik/pron	immers/adv	in/prep	ineen/pp	je/pron	kar/noun	ketting/noun	klassieker/noun	kwartier/noun	laat/adj	langzaam/adj	leverancier/noun	licht/adj	lijf_DIM/noun	me/pron	men/pron	met/prep	meteen/adv	mij/pron	minuut/noun	naam/noun	naar/adj	naar/prep	nadrukkelijk/adj	nog/adv	of/comp	of/vg	om/prep	oma/noun	onderaan/adv	onhandig/adj	oog/noun	opnieuw/adv	outfit/noun	poot_DIM/noun	punt/noun	pyjama/noun	rechter_been/noun	regisseur/noun	renner/noun	rugzak/noun	schrijver/noun	sjaal_DIM/noun	sluimer/adj	snel/adj	soms/adv	song/noun	stuk/adv	stuur/noun	systeem/noun	tas/noun	tegenstander/noun	telkens/adv	ter/prep	terwijl/comp	tijd/noun	toen/adv	toen/comp	touw_DIM/noun	traditioneel/adj	trein/noun	trein_DIM/noun	twee/num	uitblinker/noun	vervolgens/adv	vinger/noun	voertuig/noun	voet/noun	volk/noun	wagen/noun	wagen_DIM/noun	wagon_DIM/noun	wetswijziging/noun	wielertoeristen/noun	wolk/noun	zak_DIM/noun	zakdoek/noun	ze/pron	zich/pron	zo/adv	zodat/comp	zodra/comp	zondag_avond/noun	zuiver/adj	zweet/adj
Gino/name	0.8972451	0.81608176	0.85662735	0.8349159	0.8524406	0.8116553	0.96425825	0.8910533	0.77983266	0.81015944	0.0	0.845419	0.8492524	0.8549833	0.7423997	0.9214416	0.8562638	0.83598137	0.80789375	0.7722711	0.84944004	0.91462237	0.8916994	0.85399634	0.92675936	0.7214295	0.8189827	0.6948154	0.86220056	0.88949466	0.8799836	0.89221084	0.9102766	0.89329493	0.91945976	0.9056177	0.949811	0.92592627	0.8737221	0.92675	0.9292814	0.9392039	0.9425594	0.9317727	0.82981503	0.9206854	0.9704774	0.93511355	0.90765417	0.958921	0.9447496	0.88599116	0.8961976	0.9009642	0.9243679	0.92818105	0.95485663	0.95744425	0.9016531	0.92659366	0.94163555	0.9489616	0.8922162	0.8748821	0.9148786	0.88361853	0.9350023	0.8433638	0.880855	0.9244781	0.9158002	0.9080117	0.9305545	0.9083196	0.9354331	0.9252342	0.92946905	0.9305089	0.9578264	0.9578807	0.92149353	0.9271179	0.83408153	0.838971	0.9512693	0.95650357	0.824054	0.90381324	0.9021228	0.9161174	0.9006523	0.8903158	0.9033937	0.9381878	0.9272249	0.9512008	0.9547124	0.8840314	0.8593069	0.9101783	0.92447656	0.9359208	0.88862795	0.9807731	0.92653537	0.9265298	0.8914073	0.87144566	0.9035194	0.8810768	0.9217247	0.9132769	0.9320675	0.922425	0.8855446	0.9468476	0.89046353	0.94405186	0.9071305	0.9339077	0.9315494	0.9548351	0.86161375	0.9496738	0.9652282	0.8933761	0.93244934	0.92073154	0.9262847	0.83336765	0.92202055	0.91681635	0.9708827	0.9560443	0.8993075	0.9198932	0.9148533	0.9041229	0.93589926	0.93340904	0.94308907	0.888617	0.89662296	0.9074899	0.8743779	0.92280215	0.87213695	0.8730244	0.9470936	0.9014466	0.9437547	0.90711915	0.8229027	0.86316663	0.87435055	0.9393643	0.94284934	0.89936113	0.9450444	0.9309089	0.94822764	0.9463708	0.9562301	0.88978	0.95183116	0.94093215	0.93699497	0.89138776	0.9343564	0.9239295	0.8877898	0.9173499	0.89843	0.9248889	0.9577854
Hugo/name	0.93406785	0.8628712	0.93469226	0.9415316	0.88944924	0.85285395	0.8827896	0.96460366	0.8004478	0.7807052	0.845419	0.0	0.9133777	0.8936076	0.86904055	0.89886266	0.8857771	0.89833945	0.8296026	0.8923221	0.94633234	0.96381617	0.9453337	0.8975825	0.88205767	0.83270884	0.74927264	0.77654034	0.8983034	0.91782635	0.8635291	0.8877338	0.9323579	0.8922826	0.85081667	0.8327501	0.8940058	0.8153464	0.8177679	0.8888631	0.8919251	0.93816197	0.8455062	0.8566766	0.82171625	0.9224111	0.9533917	0.87740594	0.85363626	0.9651479	0.9330594	0.87624174	0.8358057	0.863542	0.871065	0.9276096	0.88579285	0.9278459	0.85486066	0.92849207	0.9025003	0.96658903	0.8415954	0.81968594	0.8957176	0.8509904	0.8796079	0.78614837	0.898111	0.9340379	0.8810916	0.93351054	0.9225743	0.95769763	0.8963144	0.86091065	0.91466683	0.8694812	0.9592716	0.9085644	0.8872144	0.8171276	0.9145905	0.9020947	0.8777559	0.94838226	0.74227893	0.86875606	0.850546	0.8401858	0.850307	0.84795976	0.88446283	0.926358	0.8751119	0.9344129	0.9278533	0.8572704	0.87875557	0.87225854	0.8920128	0.9186859	0.88197774	0.9603264	0.8738697	0.8745984	0.83495957	0.83161056	0.84825736	0.90815276	0.8685399	0.85921997	0.9143687	0.8564403	0.87787473	0.8929844	0.8358633	0.9162059	0.8875902	0.9489416	0.88297945	0.8758706	0.835685	0.92943025	0.9409546	0.9236231	0.9323174	0.9533717	0.80141604	0.8779816	0.93273693	0.7013109	0.9427118	0.955661	0.8986056	0.83034027	0.853001	0.85374546	0.9302598	0.91207135	0.9118749	0.8182563	0.82137513	0.90189695	0.8487339	0.91500807	0.8317816	0.8308401	0.92580897	0.8478778	0.94493985	0.96678907	0.8709295	0.9044974	0.8205391	0.8862255	0.9388834	0.90675235	0.8402836	0.93573433	0.96441877	0.9832455	0.941414	0.94860184	0.9174383	0.91905445	0.9304141	0.8187661	0.89292675	0.8393334	0.8853182	0.85531235	0.85211384	0.87238985	0.9436072
Kanu/name	0.85591763	0.88990206	0.8228329	0.8791474	0.79303885	0.864379	0.9546793	0.7744937	0.8476156	0.94146353	0.8492524	0.9133777	0.0	0.80396074	0.82506824	0.9238138	0.88534975	0.858094	0.87863815	0.76570153	0.82619464	0.7968281	0.83610415	0.88414377	0.92072254	0.8305692	0.90863585	0.7234486	0.84036857	0.81783307	0.9310141	0.926642	0.920854	0.93124074	0.92321277	0.92167634	0.96328783	0.92722034	0.8796301	0.9373642	0.9275078	0.9568349	0.96198684	0.91787326	0.87212026	0.95063466	0.95008403	0.9569785	0.9640468	0.95312387	0.9626487	0.8930998	0.9484445	0.93276674	0.9055191	0.93572253	0.9650102	0.96652734	0.92917675	0.9528585	0.95457524	0.9336138	0.8972333	0.89563686	0.92004627	0.87654096	0.9570483	0.9061283	0.9328857	0.9610793	0.9594877	0.9386244	0.9271273	0.9072423	0.9412228	0.95821035	0.95243055	0.9467222	0.9328423	0.9542187	0.9230183	0.9235413	0.90171397	0.87735903	0.9454582	0.96054375	0.8351649	0.952083	0.9172595	0.92443234	0.90874565	0.91558003	0.9334185	0.91766775	0.93239844	0.9519311	0.95007586	0.9337121	0.8477868	0.9124814	0.9390093	0.9454648	0.92188185	0.9512306	0.92367274	0.9488022	0.91702694	0.88327134	0.92467564	0.85258734	0.9532393	0.9371414	0.9420601	0.93236506	0.8870762	0.9402255	0.92290366	0.9506394	0.909398	0.9233927	0.9336797	0.9544329	0.85037756	0.9396907	0.950762	0.94732225	0.962868	0.8663089	0.9275766	0.8633051	0.9668877	0.92506534	0.93988544	0.9616868	0.92781466	0.93378794	0.9429035	0.9403526	0.9561321	0.94224817	0.95315176	0.91261697	0.9202658	0.9572078	0.90562874	0.9349786	0.8889445	0.86873186	0.9479134	0.95224214	0.9507907	0.96273094	0.8655032	0.8406079	0.8874906	0.94569236	0.9491856	0.87151814	0.9207023	0.9497677	0.9419848	0.9475268	0.9522686	0.93994504	0.94134057	0.94324636	0.9588029	0.8958535	0.9316841	0.95300037	0.9038821	0.9157914	0.9156594	0.94401926	0.95185953
Koller/name	0.8577597	0.86974514	0.81522274	0.8637671	0.81060666	0.890347	0.94450265	0.81332684	0.8630466	0.8908258	0.8549833	0.8936076	0.80396074	0.0	0.8270131	0.9125064	0.8733638	0.8584242	0.910555	0.72606146	0.8408152	0.86114466	0.78997	0.8912449	0.9144	0.8780318	0.87575614	0.7754804	0.8891509	0.7795427	0.9101619	0.9301348	0.89734894	0.91626036	0.89162266	0.8699602	0.9281069	0.9085566	0.86879086	0.94456583	0.9344071	0.9358413	0.95208263	0.9236461	0.86082065	0.92783487	0.947623	0.9437242	0.9280653	0.95679015	0.93540955	0.8946215	0.904904	0.90461254	0.8787646	0.9175935	0.9200046	0.9313478	0.8700322	0.9081685	0.9356294	0.93114424	0.8720196	0.89738756	0.9056092	0.85809934	0.91841406	0.8833369	0.91447634	0.9255778	0.920135	0.9327043	0.92645824	0.8733696	0.9219346	0.93584895	0.90773666	0.9498362	0.9387575	0.9488619	0.90926445	0.8897702	0.88914436	0.8156731	0.9273815	0.94875735	0.8433783	0.92110825	0.8785974	0.92005545	0.8817883	0.88836575	0.91002536	0.9520737	0.9112173	0.9193562	0.93419206	0.917184	0.8059656	0.900508	0.91874933	0.9417245	0.9342176	0.94214594	0.923725	0.9064848	0.88769144	0.84289724	0.91483957	0.81984127	0.9348546	0.9203157	0.91884124	0.90158856	0.8911352	0.9316847	0.9330503	0.949182	0.91880244	0.901275	0.9296657	0.9330362	0.86185586	0.9370165	0.9376453	0.8661848	0.94026977	0.91643214	0.9032709	0.8850453	0.94268596	0.9118639	0.9359499	0.9524375	0.90409756	0.91671383	0.9457924	0.89831	0.922038	0.9335829	0.93431383	0.8521072	0.8871073	0.94722325	0.8792381	0.89104897	0.8903871	0.870625	0.942673	0.92696655	0.94365215	0.9449148	0.88323534	0.80160177	0.8797038	0.92315745	0.94713664	0.8953165	0.93083155	0.9327905	0.9254365	0.9447438	0.9303441	0.94567645	0.9229117	0.94767976	0.9545128	0.87384105	0.9429357	0.920678	0.8779688	0.90112823	0.92515385	0.92904115	0.9446733
Kristof/name	0.8796389	0.8412038	0.84558403	0.85681367	0.7975846	0.7794688	0.9568033	0.86749995	0.7815771	0.78915584	0.7423997	0.86904055	0.82506824	0.8270131	0.0	0.9408823	0.8809484	0.82680804	0.7992717	0.7553477	0.8473455	0.85869014	0.8596556	0.8809865	0.9073703	0.7241887	0.77604175	0.67412657	0.8541172	0.8326044	0.8669807	0.9066097	0.891169	0.90509945	0.88437885	0.88384014	0.9083855	0.9039564	0.82476753	0.9238031	0.8937428	0.93411154	0.9303799	0.90038854	0.84638345	0.91509974	0.9512762	0.92406857	0.93964714	0.9148258	0.96044266	0.87682456	0.9166519	0.9027781	0.8954556	0.9557435	0.9372617	0.9504104	0.90086275	0.922489	0.95899564	0.95987236	0.86289334	0.8681685	0.8612937	0.86507905	0.9245536	0.84484756	0.91651404	0.93486214	0.93185645	0.90616417	0.90427	0.89598066	0.9251842	0.93261373	0.9277222	0.91475916	0.9706979	0.95228076	0.9171869	0.89200234	0.8604826	0.8115678	0.92107046	0.9492445	0.8234226	0.9091375	0.8861764	0.8948079	0.8982806	0.87419605	0.8857228	0.95506114	0.9225112	0.93908864	0.9116503	0.908505	0.83042485	0.87317854	0.91850346	0.9417106	0.8698864	0.9613511	0.92246604	0.91731983	0.86857164	0.844281	0.9083948	0.80118287	0.9325044	0.89820564	0.9235759	0.8967967	0.8441866	0.9399791	0.9060871	0.9306139	0.94141805	0.9172007	0.9429433	0.93022317	0.79829323	0.96050924	0.9554264	0.8451276	0.9478517	0.88680696	0.9106548	0.8320254	0.9378563	0.93184954	0.96657604	0.9499232	0.8829179	0.9125512	0.8922133	0.9181846	0.9435253	0.92743754	0.95034903	0.8696459	0.8468339	0.9286769	0.8536194	0.88969904	0.84737813	0.8395149	0.96336275	0.8938866	0.94022167	0.9559919	0.83415926	0.82569313	0.87083834	0.9312186	0.92277884	0.8957343	0.9361579	0.9266898	0.9168228	0.90872294	0.9531434	0.9344202	0.9289842	0.94270974	0.96501076	0.89295316	0.90913576	0.92504424	0.8664315	0.8663441	0.8902895	0.9230995	0.95443887
Ma/name	0.94001365	0.90067697	0.9651431	0.94636315	0.9511078	0.9325175	0.9615383	0.9510273	0.93553007	0.912723	0.9214416	0.89886266	0.9238138	0.9125064	0.9408823	0.0	0.90676224	0.93389773	0.88218534	0.9122375	0.9585815	0.9406926	0.94251	0.912906	0.93256235	0.9297417	0.89608854	0.93236214	0.9522895	0.96187186	0.8618344	0.936984	0.92705965	0.93177855	0.90854096	0.9029898	0.9202584	0.90347713	0.9091937	0.92167366	0.92365795	0.9835843	0.9089122	0.9209497	0.89153117	0.9438661	0.94702035	0.9073232	0.9055353	0.97430134	0.94885075	0.92670083	0.9186219	0.941553	0.9314455	0.9319503	0.9264807	0.9513201	0.9007874	0.9508178	0.91460514	0.95870584	0.9175212	0.8917003	0.9296696	0.9056091	0.9060312	0.85143197	0.86860985	0.9358528	0.92164755	0.9561629	0.92966306	0.9406584	0.90952206	0.9148175	0.9233146	0.8953661	0.94567895	0.9539934	0.91546065	0.924459	0.9416223	0.9423078	0.9412779	0.93069816	0.87345886	0.9052326	0.9251254	0.9032034	0.9161592	0.91801506	0.91491127	0.89968204	0.90395623	0.9517517	0.9568935	0.8498654	0.964052	0.9239905	0.8851187	0.939381	0.9077724	0.963073	0.9346379	0.91982716	0.8851348	0.92028195	0.92701834	0.94887257	0.9311534	0.88797575	0.9243108	0.896461	0.93966	0.9462962	0.8633072	0.9306827	0.90655804	0.9444245	0.90046656	0.91992486	0.93713164	0.91501343	0.9385829	0.9615083	0.9337002	0.9595816	0.85996985	0.93724257	0.93437225	0.8972874	0.94396234	0.9310497	0.941415	0.88055116	0.85975754	0.90242743	0.95840955	0.9526008	0.9426331	0.92317736	0.9013843	0.95619273	0.88211894	0.94377315	0.9227451	0.9254487	0.9518005	0.89696497	0.96296525	0.95635414	0.90461165	0.94869417	0.8809514	0.9315504	0.9665178	0.94681543	0.9191048	0.9667422	0.933698	0.95576	0.9459245	0.9254678	0.8970331	0.9459167	0.93279535	0.8852386	0.92972994	0.9059932	0.91561794	0.9108458	0.9166244	0.9435451	0.9220141
Marion/name	0.9339444	0.87241685	0.91675985	0.83560866	0.9221674	0.8910456	0.9556987	0.9038443	0.8764201	0.90892124	0.8562638	0.8857771	0.88534975	0.8733638	0.8809484	0.90676224	0.0	0.8944563	0.8764287	0.8659255	0.9147705	0.9292899	0.9433687	0.9156343	0.8494907	0.8742149	0.86434406	0.83949673	0.9196171	0.9104281	0.86375135	0.91822284	0.9184656	0.91394526	0.9105457	0.8907156	0.95050013	0.9002817	0.88498616	0.9294816	0.90740913	0.9568644	0.91840434	0.9296757	0.8638288	0.9186593	0.95266205	0.91628945	0.91860783	0.9465099	0.9401197	0.89887094	0.90466404	0.91431224	0.92787594	0.91924	0.93625146	0.95902485	0.8977204	0.94525474	0.93123883	0.94561154	0.8863163	0.87591845	0.9238959	0.8983336	0.93439305	0.86445653	0.90824723	0.9484199	0.9221013	0.9375722	0.902635	0.93767387	0.9085443	0.9234686	0.92073226	0.9411608	0.94398075	0.94367105	0.9173893	0.889013	0.9104487	0.92745906	0.92672145	0.9518652	0.83496284	0.92815524	0.89984214	0.8938473	0.90253913	0.9122323	0.89740944	0.93633324	0.90945023	0.9558657	0.94588757	0.9033371	0.9267036	0.91899043	0.93814427	0.9402003	0.93097556	0.940283	0.9022283	0.92333734	0.90717494	0.9034681	0.90700144	0.9227343	0.9124621	0.9128138	0.928162	0.9026792	0.92031324	0.9541508	0.89411473	0.93701607	0.88267136	0.9418139	0.9284737	0.92304975	0.8945148	0.89166546	0.95028436	0.92669815	0.934419	0.90524226	0.8915786	0.86172974	0.9399336	0.89600176	0.9632401	0.94175196	0.915477	0.9012991	0.9384798	0.90318364	0.9441056	0.9455656	0.9329246	0.909851	0.9084049	0.9390194	0.89231217	0.9220222	0.8855487	0.8849112	0.9594412	0.9192705	0.9597332	0.9276397	0.87993467	0.90105367	0.8959098	0.9261416	0.9514573	0.9196871	0.92508096	0.9631886	0.9399858	0.96030027	0.9579207	0.94929445	0.92234427	0.9511864	0.9411733	0.8519163	0.94124746	0.9242978	0.91776067	0.9057864	0.9185538	0.9261946	0.9236841
Mestdagh/name	0.8960146	0.90720934	0.83806777	0.91936255	0.88565516	0.7983916	0.9186546	0.85440123	0.8368666	0.8847116	0.83598137	0.89833945	0.858094	0.8584242	0.82680804	0.93389773	0.8944563	0.0	0.8829449	0.8326428	0.8955551	0.90386325	0.8516402	0.894751	0.9355501	0.809886	0.8902377	0.7887927	0.84819233	0.88492966	0.9142677	0.8998208	0.9281536	0.92846805	0.9467372	0.93089736	0.9416584	0.9551136	0.9274346	0.96331704	0.9303576	0.96458197	0.9533427	0.96851414	0.8909618	0.92720747	0.91191274	0.9631768	0.92840487	0.9643831	0.95140296	0.92144847	0.93099254	0.9501811	0.9255636	0.96026987	0.94334674	0.95699126	0.91856015	0.95480597	0.9492472	0.9268368	0.92111653	0.900127	0.91160095	0.890643	0.9553774	0.89919746	0.9014422	0.94092524	0.9480586	0.9279389	0.9587762	0.8924031	0.89326286	0.972748	0.9527867	0.9686853	0.9496551	0.96055615	0.96255934	0.91209596	0.90291816	0.8491989	0.93344563	0.96414477	0.86100686	0.9544867	0.9190496	0.9357138	0.9246151	0.9276527	0.93795913	0.9555267	0.929751	0.964969	0.94605017	0.9519708	0.8914439	0.92111367	0.96001446	0.9384506	0.9289544	0.9094736	0.9376541	0.94553876	0.9153478	0.8684186	0.93893313	0.86413	0.93947744	0.94686514	0.9598655	0.9464937	0.87817657	0.953502	0.95093906	0.9710132	0.9503526	0.92360944	0.9327408	0.9329609	0.857029	0.95394623	0.91922957	0.91726935	0.9132138	0.8945858	0.9260214	0.9116438	0.94842374	0.9400948	0.94827855	0.9583904	0.90806204	0.96051735	0.9491593	0.9288705	0.939661	0.9667603	0.9278142	0.926053	0.9236573	0.9699698	0.92981666	0.9383185	0.9443277	0.90335804	0.9392174	0.9779951	0.9686308	0.92821795	0.9218987	0.85685134	0.9067612	0.9310309	0.952893	0.90833914	0.9669171	0.9553707	0.91700727	0.9088396	0.96108454	0.94608504	0.93805534	0.9339971	0.9563968	0.9072276	0.9457215	0.94084996	0.8949119	0.9337656	0.9328633	0.96103	0.9399183
Mike/name	0.9567089	0.8534681	0.90543705	0.9098555	0.89417666	0.88070863	0.95232713	0.9228199	0.8238534	0.7995287	0.80789375	0.8296026	0.87863815	0.910555	0.7992717	0.88218534	0.8764287	0.8829449	0.0	0.8694745	0.9293406	0.91882044	0.9360971	0.8564913	0.84660697	0.8104032	0.7730953	0.7868335	0.9110813	0.90830606	0.7972718	0.93506336	0.91045445	0.8891802	0.844674	0.87970895	0.9061083	0.8549158	0.87003225	0.8891919	0.90336317	0.92506415	0.882928	0.8792732	0.8246491	0.9216759	0.9254192	0.9099669	0.87523216	0.9590691	0.9422686	0.90339386	0.88260865	0.8893964	0.9074358	0.92882353	0.92624927	0.9385495	0.89956486	0.9054612	0.89993095	0.94852483	0.88127625	0.82143694	0.86167157	0.8966282	0.8886568	0.8004142	0.84066904	0.9534735	0.90014654	0.91222745	0.9330235	0.9153675	0.90284497	0.89590275	0.90650886	0.88112813	0.9579792	0.94631237	0.90241253	0.8475957	0.8845345	0.88958675	0.90507936	0.93790174	0.7853577	0.8781297	0.90143013	0.8547825	0.8832536	0.8876267	0.89546704	0.898253	0.88370913	0.947205	0.9269732	0.86128366	0.887429	0.9025404	0.8720765	0.9241253	0.89299095	0.96341014	0.88439256	0.9037528	0.8414595	0.8602695	0.88897043	0.8871504	0.89018464	0.88612616	0.917768	0.8870386	0.9005073	0.9370264	0.85849833	0.92062604	0.9073881	0.9389005	0.8726094	0.9189552	0.85940224	0.9131315	0.93134534	0.9415874	0.9333601	0.9191202	0.7736209	0.8817394	0.9109798	0.82116115	0.949009	0.9403722	0.8925382	0.8576424	0.8311551	0.86275357	0.9078	0.9288977	0.91733915	0.8350467	0.8654546	0.9372379	0.85306907	0.9060289	0.8587837	0.8600788	0.9007114	0.85668427	0.9478683	0.949919	0.8289691	0.89195013	0.8291056	0.89226675	0.93641174	0.9321515	0.90338373	0.9192835	0.9296135	0.95143324	0.9496399	0.9326243	0.90981394	0.92701036	0.93218344	0.84676003	0.87976515	0.8926069	0.88787705	0.87843585	0.8829244	0.90309775	0.9001207
Mpenza/name	0.83387214	0.87314516	0.79008067	0.83983165	0.7302681	0.851042	0.9343142	0.80776304	0.8224333	0.8701424	0.7722711	0.8923221	0.76570153	0.72606146	0.7553477	0.9122375	0.8659255	0.8326428	0.8694745	0.0	0.7903268	0.77721995	0.8522501	0.89157444	0.93973804	0.7868106	0.8635228	0.70914066	0.82651794	0.72214395	0.898012	0.93761295	0.8817012	0.88199955	0.879995	0.8644448	0.9195734	0.9003701	0.79882205	0.9514669	0.8941789	0.94274867	0.93372977	0.87811947	0.83130074	0.940483	0.946631	0.9522871	0.90452427	0.9636569	0.94471127	0.87625295	0.9302025	0.8960472	0.849697	0.94362986	0.9285898	0.9554425	0.8599535	0.93286735	0.94024575	0.93840075	0.8727374	0.87365496	0.9070965	0.8292123	0.9224727	0.87547535	0.90235627	0.9217566	0.92284465	0.91850716	0.93930054	0.8678366	0.9019451	0.9171205	0.9261246	0.932352	0.9325342	0.9364892	0.92139405	0.89540136	0.84703237	0.79761237	0.92810464	0.9374214	0.8024707	0.92472386	0.8685893	0.89375633	0.8580545	0.87620735	0.8983653	0.9279707	0.9066353	0.9365062	0.9412534	0.9186066	0.8284398	0.8780011	0.89682543	0.9333123	0.90251887	0.94062346	0.8954632	0.90437067	0.8810692	0.8309549	0.9020461	0.819156	0.9533102	0.9053172	0.9119754	0.89631057	0.8385242	0.9136521	0.91926944	0.9365922	0.9338782	0.91968596	0.9073827	0.89638263	0.7976978	0.9248321	0.9480517	0.8606046	0.92165446	0.86261946	0.91527677	0.8551766	0.95224243	0.92357385	0.95446754	0.92597306	0.85150135	0.8829227	0.9229277	0.92017573	0.9244875	0.9295819	0.9461982	0.8477522	0.8510071	0.9558909	0.87745965	0.88771385	0.84129167	0.8399834	0.9323702	0.93758434	0.9457156	0.92527455	0.88303685	0.79089934	0.87966144	0.91086763	0.93491507	0.86495566	0.9272566	0.9328036	0.9181328	0.8988987	0.9549949	0.9534603	0.8980291	0.9571488	0.95329654	0.8653733	0.91633785	0.8816718	0.8625082	0.8701824	0.89568335	0.90076894	0.9762391
Mutavdzic/name	0.8518832	0.94554096	0.7644032	0.85279715	0.76368886	0.8644695	0.9548703	0.7435364	0.8396622	0.9580803	0.84944004	0.94633234	0.82619464	0.8408152	0.8473455	0.9585815	0.9147705	0.8955551	0.9293406	0.7903268	0.0	0.88958895	0.8373925	0.8956351	0.94914657	0.86498326	0.9360775	0.737	0.88844854	0.78126025	0.96026164	0.9148494	0.95319724	0.94916	0.9637063	0.93673813	0.9620754	0.94493145	0.9520154	0.9742917	0.9282197	0.96341	0.97975695	0.97084326	0.9171568	0.9613396	0.91882753	0.97934514	0.9583396	0.9179299	0.9737311	0.9229965	0.97329354	0.96799225	0.9506973	0.96135193	0.97181076	0.986183	0.9375437	0.9726299	0.982576	0.944537	0.95496607	0.94113547	0.8966632	0.94215447	0.9734865	0.93884146	0.96452284	0.976895	0.97145987	0.9654766	0.94631904	0.8915103	0.93116844	0.9842535	0.96079534	0.9828109	0.96533865	0.9414076	0.9567442	0.9659152	0.86400074	0.86434406	0.9457628	0.952733	0.92186046	0.9616291	0.94509166	0.9458433	0.946029	0.96479523	0.96809393	0.9494637	0.9544971	0.9646432	0.96041393	0.97494096	0.9132555	0.9456036	0.97631305	0.9841279	0.8826055	0.93970156	0.94800586	0.9557	0.9393563	0.9272759	0.94999754	0.9310833	0.95826346	0.9658898	0.97018594	0.9737439	0.95097655	0.9627343	0.96502304	0.9592344	0.9727132	0.9297994	0.9517864	0.9623701	0.9250945	0.93864775	0.9455464	0.97090185	0.955911	0.8149438	0.97802466	0.94878733	0.9511343	0.9851547	0.9385947	0.9268398	0.9439916	0.9640076	0.9741644	0.9745003	0.94404966	0.9850304	0.96672	0.92588854	0.96776736	0.9595591	0.9400621	0.9664048	0.9321016	0.9054313	0.9656822	0.9832231	0.97563	0.93672866	0.93857324	0.89101374	0.9377224	0.9479888	0.95456827	0.89608157	0.96678895	0.95226574	0.9360784	0.90235674	0.9646826	0.9403553	0.964166	0.9768143	0.94542044	0.9415056	0.9817372	0.97838384	0.9527586	0.9443408	0.9586814	0.9630922	0.9599619
Pasanen/name	0.8746824	0.9365531	0.87766665	0.9056372	0.7524432	0.92873734	0.96483564	0.76575494	0.9004581	0.96314025	0.91462237	0.96381617	0.7968281	0.86114466	0.85869014	0.9406926	0.9292899	0.90386325	0.91882044	0.77721995	0.88958895	0.0	0.7939224	0.93114465	0.9409042	0.91033494	0.92986465	0.8052	0.90333986	0.8066189	0.95078623	0.9349577	0.91528857	0.94173104	0.96051294	0.92784554	0.9571897	0.9702407	0.91470164	0.9565642	0.9219153	0.9632705	0.97551703	0.95231026	0.9400049	0.9696284	0.94176346	0.97144574	0.96996135	0.9611101	0.9753427	0.9356933	0.95958763	0.9642904	0.921275	0.94250214	0.963332	0.9881559	0.9451672	0.95968884	0.95418125	0.9577808	0.904866	0.93287176	0.916218	0.9118632	0.9591926	0.93811196	0.9413741	0.9723145	0.969312	0.9639665	0.95610994	0.91866255	0.9456006	0.95402557	0.9411201	0.9768135	0.90172	0.9702349	0.9591054	0.95485777	0.93764764	0.8816541	0.94673896	0.95836115	0.8979181	0.96124905	0.9287966	0.9254881	0.9176953	0.9585364	0.93999267	0.94834447	0.94317055	0.97562295	0.9340327	0.9571386	0.90736693	0.9439714	0.96231943	0.95637447	0.95178217	0.93720275	0.90545404	0.962543	0.9432124	0.8832346	0.9212871	0.9059563	0.9675494	0.9476791	0.96864474	0.9408181	0.9085365	0.96315825	0.97091484	0.9722372	0.9694931	0.9318515	0.96353674	0.96995807	0.88067114	0.96348834	0.92963856	0.9494067	0.96797115	0.88942	0.94033104	0.95449245	0.9567212	0.9833272	0.9681251	0.9589376	0.92125326	0.9524137	0.95174795	0.95815885	0.9512972	0.94836736	0.97777885	0.86996424	0.92824984	0.9835398	0.94096833	0.9310293	0.9192338	0.9066434	0.9445714	0.96849406	0.976528	0.9474243	0.9428077	0.87734956	0.9409115	0.94394743	0.96157783	0.9040068	0.96515846	0.9629412	0.9597732	0.9139673	0.9492761	0.95459956	0.96963805	0.9858666	0.9535833	0.9376046	0.92849696	0.9451336	0.93836904	0.9381901	0.946792	0.9564156	0.97015685
