	!/name	'96/noun	1/noun	18/num	1948/noun	1973/noun	1978/noun	1993/noun	2000/noun	2001/noun	750/num	A./name	AWW/name	Abraham/name	Amerikaans/adj	Amsterdam/name	Antwerpse/name	Arafat/name	Auschwitz/name	Bill/name	Blatter/name	Britney/name	Bruno/name	Brussel/name	Bush/name	Castro/name	China/name	Clinton/name	Collection/name	Congres/name	De/name	Dierckxsens/name	Duits/adj	EADS/name	Florida/name	GVB/name	Gore/name	Greenpeace/name	Groen/name	Hecke/name	Henk/name	Herenthout/name	Hof/name	Hooggerechtshof/name	I./name	IOC/name	Inbeschuldigingstelling/name	Jan/name	Kamer/name	Kommersant/name	LPF/name	Lagos/name	Leterme/name	Maasmechelen/name	Microsoft/name	Mohammed/name	NIOD/name	Nantes/name	Nederland/name	Omar/name	Oostenrijk/name	P./name	Patrick/name	Peter/name	Praag/name	R./name	Ray/name	Spears/name	Supreme/name	The/name	Turnhout/name	Tweede/name	UMTS/name	VS/name	Van/name	Vandenberg/name	Volkscongres/name	Vries/name	Wahid/name	XIV/name	aan/prep	aanklager/noun	aankoop/noun	aantijging/noun	aanvankelijk/adj	acht/num	achter/prep	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	aldus/prep	alle/det	alles/noun	als/comp	als/prep	altijd/adv	ambitie/noun	amnestie_wet/noun	anders/adj	angst/prep	antwoord/noun	arrest/noun	augustus/noun	baat/verb	bank/noun	baseer/verb	bedoeling/noun	bedrijf/noun	begin/adv	begin/verb	beide/det	bekentenis/noun	beklaagd/adj	bekrachtig/verb	belanghebbend/adj	belangrijk/adj	belast/adj	belofte/noun	ben/verb	benoemd/adj	benoeming/noun	beoordeling/noun	bereid/adj	beroep/noun	beroep_commissie/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	betrokken/adj	bevel/noun	beweer/verb	bewering/noun	bezetter/noun	bezwaar/noun	bij/prep	blij/adj	blijf/verb	blijk/verb	blokkeer/verb	boek/noun	bond/noun	boycot/noun	braaf/adj	brandweer/noun	bron/noun	capitulatie/noun	charter_maatschappij/noun	club/noun	comité/noun	conflict/noun	congres/noun	constitutioneel/adj	contact/noun	controversieel/adj	cultureel/adj	daar/adv	daarmee/pp	daarna/adv	daarna/pp	daarom/pp	dag/noun	dan/adv	dat/comp	dat/det	de/det	de/name	december/noun	decreet/noun	deels/adv	definitief/adj	delegatie/noun	democratisch/adj	dergelijk/adj	desnoods/adv	destijds/adv	detail/noun	deze/det	dezelfde/det	dictatuur/noun	die/det	die/pron	dienst/noun	diezelfde/det	dinsdag/noun	directeur/noun	dit/det	dochter/noun	doende/adj	doodvonnis/noun	door/prep	dring_aan/verb	drug/noun	druk/noun	duidelijk/adj	duidelijkheid/noun	dus/adv	duur_voort/adj	dwing/verb	echter/adv	een/det	eens/adv	eerder/adj	effectief/adj	eigen/adj	eind/adv	eind/noun	en/vg	enkel/adv	enkel/det	enzovoorts/vg	er/adv	euro/noun	eventueel/adj	fatwa/noun	februari/noun	federaal/adj	federatie/noun	feit/noun	financieel/adj	foltering/noun	formeel/adj	foutief/adj	functionaris/noun	ga/verb	gebeur/verb	gebrek/noun	gebruik/verb	gelijk/fixed	gemaakt/adj	gemeente/noun	geneigd/adj	genomen/adj	gepaard/adj	gepubliceerd/adj	gerechtshof/noun	gesteld/adj	getuige/noun	getuigenis/noun	gevangenis_straf/noun	gewoon/adj	gisteren/adv	goed/adj	haar/det	haar/pron	haast/adv	haastig/adj	half/adj	handtekening/noun	heb/verb	heb_gelijk/verb	heel/adv	hem/pron	het/det	hij/pron	historisch/adj	hof/noun	hoog/adj	huiveringwekkend/adj	hun/det	idee/noun	ideologisch/adj	iets/adv	iets/noun	ijlings/adv	ik/pron	illegaal/adj	in/part	in/prep	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	instructie/noun	internet/noun	intussen/adv	invoering/noun	jaar/noun	jaar_cijfer/noun	jas/verb	journaal/noun	kamer/noun	kan/verb	kant/noun	keer/noun	keur_goed/verb	kies/verb	kijk-/noun	kort/adj	kort/adv	kort_geding_rechter/noun	laat/adj	laat/verb	land/noun	leef/verb	leg_vast/verb	leugen/noun	leugenaar/noun	lijnrechter/noun	los/part	maal/noun	maand/noun	maandag/noun	maar/comp	maar/vg	maatregel/noun	mag/verb	manier/noun	mededeling/noun	mee/part	meer/adj	meer/adv	meld/verb	met/prep	mijn/det	militair/adj	min/adv	minister/noun	ministerie/noun	minst/adj	misdaad_verslaggever/noun	misschien/adv	mode/noun	moet/verb	mogelijk/adj	moment/noun	mondeling/adj	morgen/adv	na/prep	nadat/comp	nationaal/adj	niet/adv	nieuw/adj	nieuws/noun	noch/vg	nog/adv	nooit/adv	nu/adv	of/adv	of/vg	om/comp	om/prep	omdat/comp	onbepaald/adj	onder/adv	onder/prep	onderschrijf/verb	ongelukkig/adj	ongestraft/adj	onlangs/adv	onmiddellijk/adj	ons/det	onteigening/noun	ontslag/noun	ook/adv	oordeel/noun	oordeel/verb	oorspronkelijk/adj	op/prep	openbaar/adj	opgelegd/adj	opnieuw/adv	opvolger/noun	over/prep	overigens/adv	overname/noun	overtuiging/noun	parlement/noun	pas/adv	passage/noun	patent/noun	per/prep	pers/noun	persbericht/noun	plan/fixed	plan/noun	plots/adj	politiek/adj	praat/verb	premier/noun	presidentschap/noun	probatie_uitstel/noun	probeer/verb	procent/noun	proces/noun	procureur/noun	prognose/noun	programma/noun	protest/noun	publiekelijk/adj	punt/noun	raad/noun	raadkamer/noun	raadpleeg/verb	recht_zaak/noun	rechtbank/noun	rechter/noun	reden/noun	referendum/noun	refs/noun	regel/noun	regeling/noun	regering/noun	regering_Berlusconi/noun	richtlijn/noun	rijs/verb	roep_op/verb	scheidsrechter/noun	schielijk/adj	schip/noun	schoon_vader/noun	schorsing/noun	schort_op/verb	schrift/noun	schriftelijk/adj	selectie/noun	september/noun	sinds/prep	sluit_af/verb	snel/adj	sociaal/adj	soms/adv	speel/verb	sta/verb	sta_toe/verb	staking/noun	stam_nummer/noun	standpunt/noun	stap/adv	steeds/adv	stel_in/verb	stelling/noun	stellingname/noun	stem/noun	sterk/adj	straf_af/verb	stroom_binnen/verb	stuntelig/adj	te/comp	tegelijkertijd/adj	tegen/prep	tegendeel/noun	telefoon_gesprek/noun	telling/noun	termijn/noun	tijd/noun	tijdens/prep	toen/comp	tot/prep	trouwens/tag	tucht_raad/noun	tussen/prep	tv_beeld/noun	twee/noun	twee/num	tweede/num	uit/part	uit/prep	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	uitstel/noun	valreep/noun	vals/adj	van/fixed	van/prep	vandaag/adv	vast/adj	veel/adj	veiligheidsmaatregel/noun	verbied/verb	verbod/noun	verboden/adj	verdachte/noun	vergeefs/adj	vergissing/noun	verhaal/noun	verhaal/verb	verklaring/noun	verkondig/verb	vernietiging_kamp/noun	veroordeling/noun	verschiet/noun	versoepeling/noun	verval/verb	vervolg/verb	vervolgens/adv	via/prep	vluchteling/noun	voer_uit/verb	volgens/prep	voltallig/adj	vonnis/noun	vonnis/verb	voor/adv	voor/prep	vooralsnog/adv	voordeel/noun	voorganger/noun	voorjaar/noun	voorstel/noun	voorwaardelijk/adj	vorig/adj	vraag/noun	vraag/verb	vrijlating/noun	vroeg/adj	waarbij/pp	waardering/noun	waardoor/pp	waarin/pp	waarmee/pp	wapen/noun	wat/pron	wederzijds/adj	week/noun	weekeinde/noun	weer/adv	weer/verb	weet/verb	wegens/prep	weiger/verb	wel/adv	westen/noun	wet/noun	wetswijziging/noun	wijsheid/noun	wijzig/verb	wil/verb	woensdag/noun	woord/noun	woordvoerder/noun	word/verb	worsteling/noun	zake/fixed	zal/verb	zaterdag/noun	ze/pron	zeg/verb	zet_om/verb	zich/pron	zie/verb	zij/pron	zijn/det	zinvol/adj	zit_uit/verb	zitting/noun	zo/adv	zoals/comp	zoiets/pron	zondag_avond/noun	zondag_morgen/noun	zone/noun	zoveel/det	zuiver/verb	zulk/det	zwak_af/verb	Öcalan/name	één/num	één/pron
!/name	0.0	0.90495956	0.9470161	0.937655	0.9405794	0.94283247	0.8884627	0.91877484	0.93653	0.96798885	0.94708014	0.9352461	0.97584915	0.8468375	0.8390343	0.84713817	0.9602411	0.92583156	0.9258013	0.7767085	0.9073371	0.7603468	0.81820583	0.89570975	0.8548606	0.9043526	0.9397213	0.8307501	0.8614123	0.8828062	0.8993804	0.97101146	0.9605485	0.9798626	0.88491726	0.95956874	0.83974165	0.92619395	0.42130172	0.7775218	0.7763064	0.90303385	0.94033915	0.9407274	0.93274134	0.91865224	0.9963838	0.757114	0.9564367	0.98707795	0.90656817	0.85828555	0.8968707	0.9562956	0.8129921	0.9542997	0.9601205	0.85889673	0.963345	0.96218514	0.9850211	0.87671334	0.8888297	0.88890505	0.9291095	0.9366997	0.8299074	0.7695723	0.94175005	0.78481865	0.9265322	0.96981627	0.96085334	0.92395484	0.79835737	0.9741922	0.94092244	0.9011698	0.92935693	0.9084045	0.9739185	0.9480637	0.8968987	0.8899006	0.9371383	0.95381975	0.9399796	0.9363185	0.8937266	0.95278615	0.93704146	0.95790243	0.90860045	0.95972943	0.97368366	0.9550773	0.85778236	0.9604362	0.9538632	0.9366745	0.96607125	0.98570454	0.94748014	0.9597371	0.960065	0.91931313	0.98946387	0.9446082	0.92935544	0.94908714	0.93647826	0.94965947	0.9579848	0.9414013	0.9866702	0.88908035	0.973632	0.97307533	0.97752833	0.94550675	0.97210944	0.9230044	0.8824648	0.95409006	0.9601618	0.9657215	0.98666847	0.9408825	0.93393064	0.9026838	0.96423304	0.98528355	0.9701021	0.8865965	0.93639696	0.97490615	0.90137863	0.9423719	0.951125	0.9405998	0.9605309	0.9439736	0.86424524	0.96952623	0.9741024	0.8634237	0.9886875	0.9540178	0.96934247	0.98613006	0.96677816	0.9056959	0.9566394	0.82773966	0.95631766	0.9862105	0.8704765	0.946342	0.9661852	0.9270061	0.96260244	0.9665034	0.94449365	0.9876228	0.9793711	0.920626	0.97244024	0.9677868	0.8339333	0.94716597	0.9177306	0.96445817	0.9294051	0.91042423	0.92882067	0.96182674	0.9750309	0.8774792	0.9698561	0.96123147	0.9411312	0.9670647	0.95884883	0.93559784	0.79750675	0.9117838	0.92851466	0.857437	0.9464183	0.9352771	0.9527984	0.9633594	0.9464375	0.9185408	0.9879833	0.9337356	0.95157206	0.9171546	0.9586169	0.9359741	0.91573066	0.96928656	0.94804823	0.96620464	0.9427756	0.94477075	0.93292284	0.92376703	0.95097363	0.80407834	0.9334895	0.9832794	0.9306438	0.9760289	1.0	0.9477413	0.96799827	0.9334818	0.9282467	0.9570026	0.9735043	0.9717083	0.98403203	0.9016547	0.9670451	0.9505472	0.9772388	0.96800315	0.98134273	0.948371	0.9755326	0.91757053	0.9291436	0.9801315	0.9576031	0.9737233	0.9254031	0.9554596	0.90986526	0.96135247	0.9384922	0.997378	0.97699416	0.88942665	0.98615396	0.86175334	0.9268197	0.9671741	0.9277659	0.97335917	0.9109616	0.9185408	0.9217303	0.98296547	0.9601985	0.92047274	0.91472447	0.9475655	0.958386	0.9900263	0.91409343	0.93394494	0.92941254	0.9134554	0.9369152	0.97501117	0.8481848	0.9741083	0.9637323	0.9799239	0.916323	0.9900703	0.88006604	0.9058675	0.95551676	0.91789293	0.8721117	0.95945823	0.99464655	0.9556569	0.9607986	0.9385593	0.976553	0.9819948	0.99549043	0.9863334	0.9057697	0.8316897	0.92010033	0.9792758	0.95558965	0.98276085	0.9603468	0.93451273	0.98421425	0.9566954	0.9571907	0.88050205	0.95537597	0.98966527	0.9815778	0.9196493	0.9804841	0.9498583	0.9600143	0.9756541	0.95213103	0.95602494	0.98521173	0.8759023	0.9860654	0.974981	0.9728608	0.9199201	0.9514665	0.93512607	0.960133	0.9400236	0.88084185	0.9032015	0.9436684	0.89331484	0.97762305	0.89986396	0.9596085	0.9709908	0.9835941	0.9532331	0.88856465	0.96211773	0.9236618	0.9232737	0.9834732	0.922422	0.9380879	0.8922815	0.9730755	0.9704934	0.9642857	0.9729405	0.9010482	0.96708745	0.9761924	0.9673751	0.9779599	0.8384213	0.950417	0.9213171	0.97156215	0.9557797	0.7887827	0.97761446	0.9546278	0.9233816	0.87714374	0.9718053	0.91420734	0.9468423	0.9533935	0.9309838	0.9749325	0.96345025	0.9507718	0.7365931	0.93169427	0.85806525	0.9287917	0.90003103	0.89347875	0.9546096	0.92986435	0.89735794	0.9922265	0.94768125	0.9443945	0.9489782	0.9357114	0.9452761	0.894657	0.9458071	0.90814054	0.85351956	0.9706222	0.9347515	0.9255108	0.9386956	0.9367713	0.9602551	0.81135505	0.9363383	0.8401356	0.9335516	0.9431906	0.97070616	0.9346545	0.9379616	0.96382636	0.9577306	0.98514557	0.93706805	0.9845896	0.9627216	0.97179085	0.93073815	0.97113305	0.9475943	0.94594383	0.9192662	0.9701341	0.9733846	0.83105665	0.9271399	0.98280627	0.9619635	0.8765985	0.9155216	0.96765107	0.9497425	0.9622146	0.9354879	0.98466593	0.96716464	0.9461652	0.94180274	0.9200737	0.9618845	0.9735926	0.9953361	0.8836513	0.93201566	0.9501602	0.9674666	0.8920782	0.85795695	0.787905	0.9820056	0.9799529	0.94681484	0.969409	0.9621651	0.9434658	0.93571013	0.94243693	0.93062973	0.8986	0.9719055	0.9786048	0.8977135	0.92287815	0.9809622	0.97560734	0.98520017	0.9378128	0.96747285	0.93069065	0.9919428	0.96038437	0.95179015	0.956737	0.9457171	0.96723694	0.8929274	0.89971614	0.97150064	0.84787595	0.97592	0.96140516	0.904174	0.90717906	0.9753907	0.97628963	0.96625566	0.9478946	0.9520233	0.969632	0.97585505	0.96457803	0.9621817	0.9442687	0.86102855	0.9297628	0.7762155	0.96525043	0.94174945	0.9629153	0.97316307	0.9529475	0.955016	0.87879336	0.93697643	0.99163556	0.95543486	0.90671253	0.95121735	0.9232546	0.97016513	0.93974787	0.93342555	0.9090252	0.94324595	0.7339643	0.9129839	0.8850928	0.9890153	0.91886836	0.936457	0.93278515	0.9673966	0.96857876	0.9544617	0.9520851	0.97991425	0.8899648	0.8666498	0.97112054	0.96649146	0.9532866	0.95696896	0.8192359	0.95842785	0.9675568	0.9730398	0.97292763	0.905262	0.9838752	0.92584276	0.9349846	0.94752955	0.906069	0.93689805	0.8800907	0.9203391	0.9074604	0.9012701	0.9338501	0.9812079	0.9911133	0.93204105	0.8957731	0.9458713	0.85704875	0.940992	0.9190504	0.9831574	0.94316655	0.87553096	0.9747657	0.9856945	0.954633	0.95264333	0.8349848	0.94073784	0.8782045	0.9629175	0.9857898	0.93180096	0.9241611	0.9401226	0.9400523	0.97245693	0.97750974	0.9493662
'96/noun	0.90495956	0.0	0.6639135	0.75491834	0.63830173	0.6119304	0.50914514	0.42827535	0.4008113	0.5104227	0.82082784	0.9254776	0.89083755	0.9196153	0.81307554	0.9014869	0.90514815	0.83937156	0.9295313	0.6829487	0.8846577	0.9567405	0.9349432	0.83058655	0.7331085	0.8226315	0.84797674	0.7066125	0.91993445	0.7738806	0.9685893	0.9307032	0.9401784	0.92284477	0.77649796	0.92409575	0.7197164	0.9063343	0.87648344	0.90082985	0.93384683	0.88541985	0.76467633	0.76541716	0.9023964	0.8164246	0.94094706	0.89945674	0.91220474	0.97430277	0.9498944	0.8482725	0.8702818	0.9191233	0.85108745	0.89530313	0.8913325	0.92420197	0.85611963	0.85722536	0.90195733	0.9415627	0.922088	0.9621117	0.8332281	0.94994533	0.89411926	0.95991284	0.80260825	0.86961937	0.79110014	0.87299454	0.9583167	0.8142538	0.9508811	0.9353533	0.8555114	0.94624746	0.80569446	0.89507157	0.9028924	0.8582845	0.93322945	0.9287631	0.83813834	0.70678055	0.911245	0.8451179	0.8787149	0.92297786	0.69736964	0.9708716	0.9285325	0.9071741	0.95948374	0.86363864	0.8686913	0.96149963	0.90315306	0.8558748	0.9216666	0.915144	0.89810294	0.7306967	0.567613	0.8899558	0.9336091	0.8370203	0.93289006	0.9114369	0.5344186	0.68318546	0.87685764	0.88888496	0.8286848	0.7462796	0.8822242	0.92903167	0.9064077	0.8881777	0.94368106	0.8669209	0.84803045	0.8396419	0.9184191	0.82126427	0.9319434	0.8908928	0.8667447	0.8082414	0.90004694	0.8961632	0.8862215	0.92289966	0.9320121	0.92497027	0.90000665	0.8868593	0.90396297	0.95175743	0.7968387	0.8677763	0.8756654	0.89478004	0.85744774	0.9226645	0.9255661	0.92049384	0.8407999	0.8493933	0.91242045	0.8794649	0.89043474	0.806681	0.8326224	0.9012808	0.80427444	0.88353145	0.9277366	0.8454374	0.8910369	0.9256673	0.93150675	0.84009963	0.9507016	0.8860358	0.9342804	0.91501725	0.9464726	0.5532077	0.79409605	0.81917846	0.71179026	0.8848225	0.87014365	0.89043784	0.89331836	0.7948359	0.94093174	0.79925966	0.90684986	0.9007799	0.92759764	0.803917	0.91991436	0.9009537	0.73427266	0.93055177	0.70076877	0.8877528	0.9607602	0.84910953	0.864805	0.8400605	0.8585769	0.9261656	0.88767105	0.87033397	0.95067674	0.92740583	0.90429103	0.8806382	0.794671	0.9539465	0.7918258	0.78523564	0.9264852	0.5336225	0.59035915	0.8031473	0.77407455	0.85428095	0.97392625	0.9148719	0.874671	0.8151734	0.8625666	0.57001936	0.85624224	0.8572999	0.8319123	0.93344605	0.91079223	0.8150861	0.9171465	0.930575	0.9545416	0.8869393	0.9086212	0.9514287	0.89771575	0.89877653	0.90818655	0.9115364	0.88883734	0.94552785	0.75305146	0.7856049	0.84712005	0.9075635	0.8596616	0.77097106	0.97042894	0.79076254	0.98185515	0.79536724	0.8410151	0.9583456	0.8826784	0.93228775	0.84633446	0.84069	0.89985883	0.9549501	0.86849916	0.7914835	0.7323692	0.8936908	0.80438316	0.88365227	0.9357761	0.83883953	0.92833126	0.81376946	0.94597447	0.975794	0.8721544	0.934067	0.87378794	0.874302	0.6698924	0.8905721	0.9522364	0.8813955	0.8965132	0.93980104	0.92055804	0.8296655	0.56844974	0.7995311	0.92923903	0.9195948	0.92060083	0.9298295	0.9763812	0.90847665	0.7890322	0.8886179	0.90042496	0.8525196	0.8444209	0.88722485	0.8680675	0.9330581	0.94379485	0.91304743	0.8647765	0.923085	0.9242342	0.9331414	0.8918966	0.84866244	0.5921329	0.75781345	0.9384798	0.93062496	0.8918904	0.9230561	0.9451401	0.92232764	0.95035934	0.9154399	0.96114117	0.87749547	0.8200963	0.8562022	0.90788084	0.93261635	0.89644736	0.9141583	0.95584315	0.93891066	0.9810052	0.91028684	0.8286934	0.92970365	0.96536255	0.8578707	0.89968747	0.81881446	0.71766376	0.90752065	0.9600818	0.8917347	0.90221286	0.87524277	0.8997543	0.92027575	0.8938884	0.9410235	0.90928453	0.90327305	0.785666	0.8832395	0.87521136	0.8683976	0.849154	0.90109134	0.94140536	0.9478088	0.7902875	0.84562135	0.91716045	0.8564519	0.7891185	0.9288816	0.8873608	0.84043443	0.82522684	0.8299123	0.8581393	0.8615285	0.81651676	0.8390346	0.8929452	0.8943171	0.9012236	0.8396969	0.8401083	0.6158418	0.857343	0.8823471	0.86899936	0.9012408	0.9244659	0.893488	0.89752364	0.8621303	0.84971786	0.92286193	0.85180455	0.7092694	0.75942117	0.83644146	0.8910848	0.85462534	0.783839	0.86456025	0.9184485	0.8620692	0.85359824	0.9596503	0.911147	0.8584225	0.8973668	0.7996243	0.7766282	0.7917574	0.8958493	0.80372757	0.90851593	0.9150552	0.8903207	0.87562215	0.890191	0.84096014	0.8442855	0.87229544	0.93362045	0.8138467	0.9177269	0.91145587	0.88776135	0.7534187	0.8991142	0.83887064	0.9114957	0.5758173	0.5947986	0.82299197	0.95653296	0.9220343	0.97035474	0.90186805	0.89017946	0.87059426	0.8268116	0.8957848	0.8923698	0.97618264	0.9385102	0.7899022	0.91844255	0.90439856	0.8636471	0.9213079	0.9279145	0.86561286	0.9415787	0.9151731	0.9187223	0.80731946	0.91267	0.83060884	0.77863646	0.8437582	0.9271393	0.82870007	0.65431654	0.62305295	0.9421828	0.95414144	0.77150863	0.8969191	0.89055496	0.76002187	0.8563955	0.8821633	0.84289277	0.8378248	0.8720701	0.8515371	0.8255364	0.7499279	0.81370115	0.9294131	0.8124628	0.78856945	0.8504107	0.9223174	0.90238595	0.88743955	0.83005935	0.8060391	0.88204765	0.89787525	0.729051	0.8883493	0.9242661	0.9162775	0.8650716	0.8789321	0.95310205	0.709249	0.89950776	0.92210346	0.79247725	0.88681936	0.90206146	0.91112113	0.9434892	0.8254411	0.881992	0.8743366	0.6968741	0.75170386	0.9685368	0.8333031	0.8905767	0.92025846	0.79264176	0.73414963	0.8339905	0.77279043	0.58257353	0.94645894	0.81493425	0.8511734	0.8542323	0.88333035	0.87060094	0.9081662	0.87182355	0.8149871	0.8970118	0.97179174	0.886733	0.73435444	0.81516564	0.91265	0.8684069	0.93771863	0.83005846	0.86167014	0.9504872	0.91776025	0.83071345	0.81754816	0.9348616	0.8417696	0.91159475	0.74734706	0.934047	0.9737744	0.7776455	0.8322482	0.9444919	0.8080036	0.7644947	0.88865393	0.94218564	0.8050968	0.88362813	0.9602697	0.88322103	0.7257856	0.90227526	0.8442886	0.8475458	0.95314074	0.900053	0.9640878	0.82435095	0.8195249	0.89270884	0.90775615	0.86786467	0.9404831	0.83747596	0.80323404	0.8313456	0.94047546
