	ABVV/name	Bodson/name	Buurmeijer/name	Christian/name	Cédric/name	De/name	Declercq/name	Dekker/name	Demol/name	Europees/adj	Faber/name	Freddy/name	Gerets/name	Hezbollah/name	Koffrie/name	Magda/name	Midden-Oosten/name	Polen/name	Priscilla/name	Rob/name	Standaard/name	Swatch/name	Van/name	Wall/name	Wijk/name	Winter/name	Wotte/name	aanblik/noun	aangeschaft/adj	aanpak/noun	aanvang/noun	afkomst/noun	afloop/noun	analist/noun	auteur/noun	begin/noun	bevolking/noun	bewoording/noun	bijzonder/adj	blik/noun	boek/noun	boodschap/noun	brief/noun	buis/noun	buitengewoon/adj	buurtbewoner/noun	coach/noun	commentaar/noun	constatering/noun	dag/noun	dansbare/adj	dat/comp	dat/det	debuut/noun	dichter/noun	discussie/noun	dit/det	doorbraak/noun	dorp_DIM/noun	droef/adj	echt/adj	einde/noun	erg/adj	even/adj	feestganger/noun	film/noun	gegeven/noun	gelijkspel/noun	geluid/noun	gericht/adj	geschiedenis/noun	gesprek/noun	gestemd/adj	geval/noun	glorieus/adj	hacker/noun	herdershond/noun	herstel/noun	het/noun	hij/pron	iedereen/pron	iets/adv	ik/pron	indicator/noun	integratie/noun	kansloos/adj	kant/noun	kwartaal/noun	liberalisering/noun	luchtig/adj	markt/noun	me/pron	men/pron	mevrouw/noun	mij/pron	minder/adj	moment/noun	mond/noun	nog/adv	ondertitel/noun	ontwikkeling/noun	ontzettend/adj	opgewekt/adj	oplossing/noun	opnieuw/adv	oppositie/noun	optimistisch/adj	ouder/noun	perspectief/noun	positief/adj	reactie/noun	realiteit/noun	rest/noun	resultaat/noun	rots/noun	sarcastisch/adj	seizoen/noun	signaal/noun	steeds/adv	strohalm/noun	student/noun	team/noun	tegelijk/adj	teken/noun	tendens/noun	teneur/noun	terugkeer/noun	titelstrijd/noun	toekomst/noun	tolk/noun	trip/noun	u/pron	uitlating/noun	uitslag/noun	veel/noun	verandering/noun	verklaring/noun	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwachting/noun	vlak/noun	voorbeeld/noun	vrolijk/adj	wanhoop/noun	wat/pron	we/pron	wedloop/noun	week/noun	weekeinde/noun	weinig/adj	wel/adv	wending/noun	wij/pron	woordvoerder/noun	ze/pron	zeer/adv	zege/noun	zo/adv	zomermaand/noun
iets/adv	0.9270858	0.8487031	0.9576369	0.8993486	0.989121	0.98371017	0.95403695	0.8658315	0.96797836	0.923894	0.9678026	0.90678823	0.9304652	0.9880458	0.63103986	0.9999649	0.9493584	0.9200546	0.9983541	0.9167696	0.90444225	0.85030395	0.9615005	0.51942176	0.75452	0.8689268	0.6581267	0.7356256	0.97053576	0.7838741	0.8847787	0.99500406	0.69938457	0.48592204	0.80263376	0.9181985	0.9059844	0.5984533	0.5367089	0.8143059	0.859707	0.6021929	0.8911432	0.9336595	0.6490158	0.91968614	0.8748809	0.6008265	0.74507666	0.91032225	0.9174507	0.75468713	0.75516176	0.87472934	0.8692014	0.9316207	0.81013054	0.8292975	0.9273077	0.75615335	0.7735383	0.8815174	0.5614487	0.5564623	0.90939295	0.80889845	0.9411189	0.8650501	0.57943076	0.92173845	0.8831368	0.7569769	0.5191134	0.8469	0.91387665	0.9809953	0.94238806	0.6516557	0.8170963	0.63290143	0.69002914	0.0	0.6573459	0.8269636	0.8820329	0.8641691	0.69546956	0.5558452	0.97100383	0.56339175	0.7531037	0.7065613	0.7305412	0.75458837	0.70164156	0.6740319	0.8357705	0.66636014	0.7705374	0.92586416	0.81393117	0.69894034	0.39362705	0.94432783	0.89755434	0.89729017	0.452798	0.9337437	0.79617727	0.5414133	0.81728935	0.88067126	0.85106313	0.6145774	0.98334485	0.8298061	0.92128795	0.78766	0.7152089	0.86821955	0.9796226	0.95045066	0.7132333	0.86313957	0.81088257	0.77624696	0.8204304	0.8920311	0.6471549	0.89802074	0.92266893	0.7475605	0.7464876	0.91548973	0.6480381	0.8968184	0.7504851	0.8938646	0.7963941	0.8955789	0.45678145	0.9330403	0.9252312	0.5010488	0.8536942	0.6591785	0.7787441	0.978909	0.8852985	0.8013807	0.7132299	0.67188954	0.78824633	0.8211008	0.9399895	0.68058324	0.5286307	0.964207	0.67206764	0.7978129
ik/pron	0.94961065	0.87780684	0.90435815	0.9938564	0.9679691	0.99061453	0.9748667	0.8843466	0.907767	0.97409314	0.9577768	0.9410876	0.8489051	0.9657285	0.8630908	0.9928204	0.99273115	0.9552914	0.95082265	0.9542018	0.94132775	0.89997995	0.97320443	0.89374405	0.90868884	0.96582913	0.8448508	0.7625002	0.83899546	0.9118151	0.79922616	1.0	0.7268599	0.8340241	0.9360739	0.9062535	0.87759775	0.7884294	0.73919284	0.79560375	0.8859427	0.72352004	0.8886715	0.97895235	0.8000757	0.9086822	0.843032	0.85575885	0.81068313	0.8201596	0.859239	0.6044351	0.47506487	0.95052016	0.9384967	0.9226543	0.7747594	0.8398671	0.99038243	0.7501689	0.4693874	0.8575957	0.4479909	0.5827009	0.92349815	0.8844118	0.86491996	0.8676489	0.76762986	0.9103189	0.9188802	0.9235353	0.7817733	0.72474265	0.8662298	0.92456037	0.9597138	0.86721814	0.310803	0.37475282	0.44891906	0.6573459	0.0	0.90426093	0.95319825	0.92636275	0.84920424	0.9254514	0.98166925	0.8359396	0.9283589	0.23798633	0.45413357	0.80533123	0.4052952	0.75637436	0.6666472	0.82446027	0.5446042	0.93170893	0.89747715	0.32335985	0.7642061	0.7529872	0.84581256	0.9215807	0.8106891	0.7690286	0.7974908	0.8505657	0.82832706	0.8080385	0.8608972	0.8228389	0.9837064	0.85084236	0.9619001	0.81240654	0.7193894	0.8935355	0.888999	0.92809594	0.75866795	0.83547056	0.889303	0.8036238	0.94283134	0.9131646	0.8149694	0.93995416	0.92423534	0.43846905	0.85927194	0.93933743	0.750484	0.8804911	0.83281684	0.558251	0.7181282	0.81322473	0.81170946	0.8780396	0.9294545	0.7559371	0.90889543	0.45891744	0.45179272	0.98402536	0.8628925	0.9271858	0.67084855	0.37747532	0.9005512	0.5562093	0.9579041	0.25949526	0.7442263	0.8914319	0.52295285	0.97611034
indicator/noun	0.92807174	0.89796627	0.97708225	0.99980724	0.99043286	1.0	0.986431	0.93800896	0.9413878	0.58192945	0.97291875	0.97542167	0.92880166	0.8969843	0.73130774	0.98636925	0.6022715	0.8786634	0.9468758	0.99857885	0.9964565	0.8997721	0.99563146	0.61186147	0.910511	0.9994943	0.90505445	0.95039755	0.92035764	0.80105835	0.958806	0.8755384	0.8494786	0.5686317	0.9707226	0.89275515	0.46974397	0.83202106	0.83192	0.94961184	0.9905654	0.8347306	0.9936702	0.9805449	0.816872	0.94198537	0.9338408	0.8616406	0.92222494	0.97158414	0.93622816	0.68497074	0.79254365	0.9585471	0.98119146	0.8603264	0.84227455	0.74994314	0.9665311	0.9215525	0.91219306	0.9926385	0.8645117	0.9697595	0.97976714	0.9460612	0.6417705	0.872797	0.77296084	0.6990492	0.85361856	0.91431236	0.68339646	0.83015114	0.87086093	0.8803646	0.99256575	0.4747926	0.9029955	0.9336791	0.89592487	0.8269636	0.90426093	0.0	0.4927882	0.9744513	0.71576715	0.6767417	0.7014738	0.8951931	0.5149114	0.93074965	0.7610644	0.99780786	0.90952706	0.63982475	0.96582043	0.95899004	0.92143154	0.9421034	0.37209624	0.91311944	0.83969176	0.8821719	0.8652616	0.8779855	0.63367486	0.956708	0.54004693	0.5073875	0.79960006	0.704478	0.73427486	0.6575329	0.98260033	0.9551607	0.9492023	0.3793019	0.64406013	0.86606663	0.91124344	0.9584403	0.84951794	0.5694665	0.32125044	0.861289	0.7633676	0.88261217	0.6578157	0.96473217	0.8428093	0.965537	0.87398857	0.6688281	0.8472018	0.59307575	0.8362735	0.8974252	0.5742556	0.97541827	0.53795743	0.58847845	0.735108	0.9455622	0.93577176	0.9574462	0.7390419	0.8544356	0.8762765	0.9429816	0.74857724	0.83148754	0.79437125	0.7127403	0.97839177	0.95364004	0.63924927	0.92407006	0.93705696	0.922505
integratie/noun	0.9455188	0.8589713	0.87553495	0.95538026	0.97237635	0.980592	0.98026884	0.9177853	0.90201426	0.4384486	0.92846173	0.96427214	0.9594617	0.82401395	0.8562524	0.9516289	0.6271073	0.64077234	0.97357905	0.9759777	0.97949743	0.9183251	0.9722461	0.8384423	0.9108744	0.96298724	0.9038793	0.9195883	0.9633148	0.5499648	0.9785663	0.8659351	0.915228	0.8275896	0.9369613	0.95874935	0.7180114	0.8656608	0.85474354	0.8038235	0.96015453	0.83128935	0.85027707	0.9905835	0.8650522	0.9602343	0.9757182	0.90364337	0.8991667	0.9916531	0.9672171	0.8298439	0.81286556	0.8925201	0.9524347	0.6714697	0.89072126	0.6495681	0.9787269	0.89239895	0.93200153	0.9411253	0.84959775	0.9437318	0.9488077	0.91070694	0.8522079	0.9050055	0.86162364	0.65196544	0.7205345	0.93178	0.83695364	0.9534716	0.8367685	0.97608405	0.98700684	0.61455655	0.90482587	0.8960226	0.900358	0.8820329	0.95319825	0.4927882	0.0	0.9292298	0.81968427	0.9470012	0.44864148	0.804449	0.55549437	0.9837948	0.7939167	0.9640389	0.9394443	0.77937174	0.96875346	0.83759165	0.97239286	0.9551436	0.4208057	0.922438	0.8939372	0.7659359	0.87509584	0.7907387	0.8124614	0.94922453	0.5675663	0.69944274	0.8753023	0.7769307	0.8144784	0.8199529	0.9629395	0.94882554	0.97553176	0.684572	0.74119663	0.856659	0.88474417	0.9485718	0.8377108	0.7549406	0.46699536	0.85770226	0.65312386	0.7254049	0.6854919	0.83201146	0.7593584	0.9542626	0.835379	0.81148183	0.9458004	0.5752902	0.86551803	0.93014157	0.7752839	0.8382809	0.81542575	0.44848144	0.60853213	0.9259042	0.8762783	0.9362241	0.88181806	0.6861565	0.96214616	0.88845026	0.76679385	0.9002909	0.7472918	0.86233014	0.9587284	0.9359483	0.71806574	0.9428037	0.94968563	0.9506415
kansloos/adj	0.9895288	0.94787765	0.99739784	0.78989863	0.5479755	0.7677208	0.76659375	0.49487597	0.76028055	0.8167656	0.9078083	0.8906869	0.71840274	0.9894596	0.9818272	0.8488666	0.9383052	0.6715308	0.985952	0.7388002	0.8983683	0.9879198	0.71248746	0.9844234	0.94349533	0.7809227	0.5263233	0.8858058	0.99421936	0.9394087	0.9088496	0.99092716	0.61817867	0.9990994	0.8952113	0.8069943	0.9656668	0.75970036	0.8276633	0.9661552	0.97090244	0.9710427	0.9739391	0.9972992	0.9575091	0.986971	0.54113674	0.87180495	0.8283272	0.7721863	0.9848855	0.88424885	0.86673814	0.557912	0.939221	0.9140737	0.7900444	0.8841625	0.9957194	0.89357567	0.89514744	0.7889026	0.9166751	0.8810099	0.9360672	0.9997297	0.9818383	0.6319126	0.9393059	0.94207823	0.8398522	0.8023341	0.9971706	0.9404281	0.8275209	0.95915174	0.9955834	0.90230495	0.95102453	0.8630605	0.9064142	0.8641691	0.92636275	0.9744513	0.9292298	0.0	0.86715704	0.96502274	0.9617957	0.9827672	0.9969639	0.87723786	0.96466357	0.8468758	0.9309555	0.89150023	0.7915559	0.8503024	0.8363439	0.9715154	0.9524297	0.83831656	0.9126562	0.9030288	0.6578325	0.80757076	0.86279726	0.9870482	0.76612043	0.8844735	0.9644523	0.9778186	0.8606552	0.8961258	0.8815053	0.89495426	0.5783477	0.94915277	0.92000526	0.8463191	0.94230753	0.46583152	0.95883363	0.9657101	0.98598313	0.9641721	0.61509395	0.6983491	0.7052482	0.9492655	0.778062	0.97115767	0.8752615	0.7155061	0.6876584	0.90429467	0.95699775	0.926373	0.70373935	0.9301832	0.90902346	0.92504865	0.8624955	0.93292606	0.9401973	0.8564983	0.7726127	0.9489806	0.7793605	0.6208274	0.7518174	0.8665149	0.88343596	0.8260689	0.9278577	0.9510116	0.94956285	0.35147697	0.8140141	0.9084541
kant/noun	0.86732656	0.9558214	0.9880364	0.99718636	1.0	1.0	0.9050228	0.89386576	0.9481273	0.7970922	0.930621	0.8903407	0.88341504	0.89458406	0.9025794	0.99457604	0.9048371	0.939528	0.9787052	0.9423264	0.9830775	0.84143686	0.97009915	0.6937076	0.9008074	1.0	0.8999993	0.60051745	0.9117234	0.68176806	0.92377144	0.9577411	0.67660165	0.7571199	0.89928514	0.8445772	0.8453579	0.69498885	0.74972975	0.7255881	0.86347073	0.5480399	0.96908486	0.947188	0.6431132	0.9011241	0.8980358	0.6532671	0.66573215	0.7864226	0.8195682	0.810307	0.8913739	0.8212312	0.92112756	0.9065138	0.91135246	0.90481365	0.9554251	0.7299372	0.8735983	0.7584913	0.62350565	0.78151715	0.8525527	0.7719704	0.7328753	0.8158056	0.47168958	0.86163235	0.75485486	0.72946787	0.53227293	0.724777	0.89855486	0.894062	0.98020536	0.82121706	0.83692145	0.8180255	0.73507065	0.69546956	0.84920424	0.71576715	0.81968427	0.86715704	0.0	0.8458551	0.749104	0.67353326	0.88527906	0.88227713	0.75032616	0.9132822	0.87034357	0.6209792	0.7606759	0.82550776	0.8789652	0.93657124	0.55225897	0.78278285	0.55659425	0.9285057	0.84305274	0.77498746	0.7511631	0.91004705	0.79111385	0.80549574	0.6549746	0.83615905	0.89261997	0.6432637	0.8926468	0.95238763	0.91249824	0.5773739	0.7684592	0.98863393	0.9301342	0.8646981	0.5638292	0.7791786	0.5176976	0.7551922	0.68645394	0.9217998	0.72414637	0.9331418	0.935607	0.901214	0.7438307	0.70610654	0.689572	0.71001047	0.8721899	0.9296832	0.88178587	0.96233386	0.77950746	0.8379265	0.7334595	0.65623975	0.84787893	0.9299335	0.77295935	0.9102452	0.92771524	0.8665268	0.7750552	0.7959449	0.6207772	0.78719133	0.9093893	0.83143497	0.59230876	0.8262861	0.73144484	0.7552795
kwartaal/noun	0.899238	0.78414977	0.9097545	1.0	0.99930966	1.0	0.9821078	0.94467014	0.9977275	0.928739	0.96591574	0.9714031	0.9657329	0.97343665	0.52429855	1.0	0.9780787	0.9567116	1.0	0.99735296	0.9270332	0.8538294	0.99209553	0.49303013	0.87975574	0.96817726	0.85064083	0.96928585	0.995912	0.8840792	0.88721704	0.9998273	0.92346185	0.36134183	0.975346	0.61031073	0.9218007	0.8222561	0.7308309	0.98649985	0.89829344	0.8872716	1.0	0.9649017	0.7195451	0.9542139	0.97457886	0.86490214	0.93982464	0.9477039	0.9322314	0.7090043	0.87714136	0.9326264	0.9711986	0.91703755	0.7047782	0.8110567	0.98473257	0.87834543	0.8875254	0.82730013	0.8004762	0.9459377	0.99854535	0.9580067	0.8646988	0.82603884	0.6741477	0.8807013	0.9769865	0.8017044	0.6495955	0.7127667	0.8585478	0.9953677	0.9650183	0.558992	0.926454	0.89766043	0.9456344	0.5558452	0.9254514	0.6767417	0.9470012	0.96502274	0.8458551	0.0	0.9249604	0.91455317	0.7569229	0.94833934	0.8814807	0.9692646	0.9365409	0.7548976	0.8481946	0.95248353	0.8763596	0.9852885	0.76181555	0.8965233	0.7860559	0.93637365	0.89604306	0.9755368	0.54633164	0.98581827	0.7739704	0.65616643	0.76755875	0.9308344	0.90563697	0.3886348	0.9990912	0.84228384	0.78247565	0.69072723	0.9000837	0.8871315	0.98005223	0.87796974	0.96139395	0.5983527	0.84117097	0.8297461	0.85805374	0.91244817	0.7135457	0.9986636	0.99148613	0.95433	0.80234504	0.9027368	0.77184695	0.89430004	0.7431587	0.87150156	0.76775587	0.98368746	0.36036915	0.84914404	0.9345436	0.9110212	0.9579501	0.86613196	0.86570364	0.95256734	0.75204974	0.76481164	0.84765273	0.8900307	0.8468828	0.8302841	0.99058706	0.96765524	0.7341764	0.9919396	0.8849787	0.9084293
liberalisering/noun	0.97154427	0.9644745	0.89994794	0.9913596	0.9902448	0.98530555	0.9989916	0.8838481	0.97627175	0.40001243	0.94593716	0.99291444	0.9899778	0.9604256	0.90070075	0.98455423	0.84710205	0.81161594	0.99352497	0.98991776	0.9970526	0.8696547	0.9828794	0.8779601	0.9792855	0.982629	0.9729012	0.9877009	0.9173669	0.83435196	0.980508	0.9443532	0.952343	0.8367955	0.9780911	0.8203602	0.8607252	0.93161255	0.94575286	0.90151846	0.9872303	0.9492406	0.9830411	0.989537	0.8800671	0.98167485	0.99842566	0.9729996	0.93996525	0.9960361	0.9907643	0.84630644	0.8543509	0.9010298	0.99485606	0.7463273	0.89304	0.6228943	1.0	0.9670386	0.8798727	0.8280896	0.9503247	0.98628753	0.98515356	0.93972826	0.9627661	0.9917997	0.9414835	0.8129677	0.81384516	0.9592316	0.836253	0.95657176	0.9481143	0.98649544	1.0	0.7177361	0.8762461	0.9777509	0.98284626	0.97100383	0.98166925	0.7014738	0.44864148	0.9617957	0.749104	0.9249604	0.0	0.926154	0.5024071	0.9846293	0.9089804	0.9280793	0.94778544	0.8508503	0.97199357	0.960483	0.97041327	0.99296075	0.48180878	0.9622023	0.94284064	0.9403305	0.92126215	0.81299704	0.8774361	0.93119085	0.74474144	0.7859334	0.88800114	0.9325698	0.8991359	0.8970547	0.9664936	0.96864027	0.92855424	0.78880286	0.72813654	0.8384618	0.93640524	0.91769004	0.83802706	0.7153766	0.56290686	0.940508	0.88431394	0.7722777	0.88309026	0.9606385	0.91809696	0.970222	0.9235882	0.89678186	0.95081514	0.5558595	0.9514241	0.95898736	0.8576317	0.93189156	0.8224988	0.5389594	0.731751	0.97524136	0.92276657	0.9900803	0.91558164	0.6059231	0.9592468	0.93777436	0.86814183	0.9378597	0.8635451	0.89939475	0.9702998	0.9837371	0.88020676	0.90335965	0.9890081	0.9737216
luchtig/adj	0.970994	0.9023832	0.92525744	0.92239285	0.9987195	0.9834595	0.9444348	0.89045346	0.9451726	0.8770593	0.9542615	0.8967977	0.8804499	0.95969373	0.8742827	0.9980387	0.9288972	0.90829074	0.9808967	0.89595014	0.88866585	0.8444717	0.9925748	0.75534105	0.88616747	0.85633653	0.85366255	0.5985616	0.86785877	0.7148663	0.904972	0.91974515	0.7365258	0.84008944	0.640159	0.95826674	0.932637	0.6715749	0.6231766	0.7808747	0.7298831	0.6336082	0.8663297	0.8809036	0.6607693	0.9077732	0.8983654	0.7546642	0.8482509	0.90899456	0.5517789	0.75894815	0.8267491	0.882166	0.74529797	0.87263846	0.8927801	0.93126214	0.8128105	0.49822396	0.8230524	0.92049235	0.68217134	0.63358176	0.6944431	0.6149747	0.8664349	0.97935474	0.60966086	0.7518301	0.80950606	0.82648504	0.5867318	0.89775246	0.8212869	0.8976852	0.8648816	0.8861979	0.82774156	0.7024888	0.7375704	0.56339175	0.8359396	0.8951931	0.804449	0.9827672	0.67353326	0.91455317	0.926154	0.0	0.9336419	0.8097758	0.7789071	0.7667504	0.84328014	0.69079626	0.85194516	0.8018906	0.8990147	0.7378485	0.8595414	0.6951982	0.41212738	0.8737738	0.90584326	0.9094065	0.6066013	0.907981	0.7818335	0.6386944	0.89181256	0.83643734	0.9554564	0.85135293	0.93576914	0.66957194	0.9872697	0.81931406	0.75063145	0.9870089	0.8536258	0.9622152	0.47891355	0.91714203	0.7479571	0.73459136	0.88735306	0.9173393	0.9110651	0.7948538	0.7535513	0.8971108	0.8342632	0.91616225	0.69675076	0.8927194	0.78019255	0.9207287	0.888576	0.8601173	0.8500217	0.86577016	0.8250852	0.4986151	0.77893066	0.85465795	0.8490498	0.91919786	0.94890857	0.8524705	0.6677638	0.77970284	0.64353335	0.81235	0.9209785	0.69362146	0.63480985	0.9997387	0.6808626	0.77782595
markt/noun	0.9645784	0.9111055	0.9728582	0.9958441	0.9984454	0.9982186	0.9840474	0.933106	0.9857001	0.56779397	0.9778326	0.9846994	0.9474257	0.92733294	0.742948	0.9959779	0.74910164	0.85580105	0.9589766	0.99506074	0.9866722	0.6574349	0.99253005	0.48670572	0.92799723	1.0	0.9500059	0.9776528	0.94820035	0.7792839	0.96270925	0.9679852	0.89961064	0.59341764	0.9156589	0.81586003	0.5961385	0.8963117	0.818089	0.9253946	0.9465968	0.8222643	0.89617777	0.9279573	0.843758	0.9432166	0.95321107	0.84236354	0.95755744	0.9688133	0.9545072	0.7643961	0.9182559	0.90576303	0.9955229	0.81327045	0.888617	0.69123346	1.0	0.96129274	0.87460035	0.9957787	0.8358621	0.92873627	0.96846944	0.94200516	0.8957725	0.9711692	0.86660504	0.7668786	0.88907623	0.8912391	0.7593697	0.87780994	0.90767896	0.9426846	0.99452263	0.5077832	0.92557853	0.95854104	0.9236027	0.7531037	0.9283589	0.5149114	0.55549437	0.9969639	0.88527906	0.7569229	0.5024071	0.9336419	0.0	0.94561213	0.87922686	0.9379567	0.8431833	0.7343998	0.97642386	0.89792204	0.92455417	0.9686361	0.5976941	0.932237	0.74990743	0.9309519	0.90756243	0.8243582	0.5203278	0.9414423	0.7012274	0.5463542	0.8733707	0.908132	0.8485452	0.67735976	0.9822443	0.9453733	0.9223543	0.63248134	0.8044199	0.8769859	0.9356842	0.95176595	0.8720226	0.5441154	0.557191	0.86374164	0.8420919	0.8040273	0.709947	0.9797186	0.88589233	0.9294429	0.87817454	0.8960436	0.9274633	0.6391844	0.87847006	0.95863664	0.71757483	0.9608064	0.5926296	0.5949825	0.7277107	0.7516003	0.94871664	0.9844898	0.86531043	0.5583126	0.92399305	0.92896336	0.8216359	0.9069306	0.91336364	0.7590351	0.79438615	0.9718745	0.7082026	0.95558333	0.91705835	0.9458266
me/pron	0.98960376	0.92807037	0.91242635	0.98049533	0.9773247	0.9616523	0.96822846	0.8800078	0.8601987	0.98473155	0.9560214	0.8952404	0.83541954	0.98523194	0.9393755	0.96087766	0.9475676	0.92653704	0.8846957	0.9104135	0.974794	0.9385738	0.94327986	0.9143818	0.96850103	0.9265367	0.84198457	0.6838192	0.86124814	0.90562975	0.9570975	0.9707813	0.65259075	0.87809455	0.96767217	0.9696255	0.8254041	0.78836054	0.76486915	0.7126313	0.8969867	0.7856395	0.8936085	0.96718776	0.7959688	0.91383624	0.79002523	0.8666077	0.7715087	0.7934359	0.8308793	0.5200356	0.5462554	0.9325967	0.88712215	0.91042054	0.83698654	0.89617056	0.9773232	0.71208286	0.5057442	0.90758085	0.5264952	0.5175234	0.8663799	0.8720597	0.8738608	0.88366425	0.8302745	0.86451054	0.88556933	0.9077593	0.8780288	0.66767025	0.8509625	0.9242803	0.97821337	0.89990824	0.41906655	0.5214261	0.5110462	0.7065613	0.23798633	0.93074965	0.9837948	0.87723786	0.88227713	0.94833934	0.9846293	0.8097758	0.94561213	0.0	0.6125362	0.79181755	0.21190208	0.8535533	0.6134682	0.7139676	0.5374712	0.9600745	0.9468607	0.3895766	0.7219566	0.7683789	0.84173614	0.9364031	0.7715672	0.6856017	0.850467	0.8641962	0.8546796	0.74013615	0.92972684	0.86721647	0.9770907	0.85346687	0.9008	0.8621432	0.71509826	0.8865531	0.8826388	0.86223894	0.6572126	0.79936385	0.926605	0.9091436	0.95888674	0.9160697	0.82897013	0.9248774	0.92623514	0.57965773	0.8979059	0.9875197	0.7123878	0.8877045	0.8320651	0.6292671	0.7150229	0.76577413	0.8931292	0.8126928	0.90105736	0.70295215	0.83184445	0.4357587	0.51324904	0.9477731	0.91193956	0.8899885	0.6997278	0.3320437	0.9056259	0.59006464	0.9878224	0.3861884	0.80393124	0.87101007	0.45209014	0.97115046
men/pron	0.9259206	0.79347223	0.9264691	0.9949724	0.9902484	1.0	0.9767488	0.95044833	0.923023	0.8804079	0.9753435	0.9400352	0.8340105	0.8862045	0.8077945	0.98936373	0.8497286	0.9349785	0.8779612	0.94551194	0.9372493	0.8861099	0.9823697	0.84755695	0.8738748	0.95187026	0.84221417	0.79988104	0.81262255	0.8057395	0.92510885	0.97753567	0.73540485	0.78532976	0.91051066	0.946477	0.8062552	0.723349	0.63726187	0.7644023	0.9255747	0.72600716	0.8931478	0.9351074	0.76718855	0.8805865	0.8598485	0.80186886	0.727625	0.9099609	0.89747435	0.55745524	0.55222094	0.9845749	0.89310664	0.7933676	0.7750915	0.8414489	0.9815179	0.7104092	0.63742673	0.93677604	0.48505527	0.77441144	0.9581993	0.87161666	0.7244216	0.87339354	0.79538023	0.79484516	0.9040842	0.90511304	0.765329	0.6465943	0.83085054	0.8780218	0.9919606	0.8107985	0.4794731	0.5382685	0.58517796	0.7305412	0.45413357	0.7610644	0.7939167	0.96466357	0.75032616	0.8814807	0.9089804	0.7789071	0.87922686	0.6125362	0.0	0.87126076	0.4976887	0.6503204	0.7585334	0.8269756	0.6737268	0.9355846	0.7615335	0.6065336	0.7659308	0.6041951	0.86066926	0.8748875	0.75287086	0.80576193	0.73736906	0.7303163	0.8693878	0.67411894	0.8694602	0.8081617	0.9797792	0.7629877	0.9476834	0.6586515	0.62614286	0.8764622	0.8810236	0.9397452	0.7058803	0.7500576	0.77618134	0.75643957	0.8501766	0.9244972	0.7118276	0.90661573	0.87821877	0.6230545	0.8046047	0.87558705	0.8314737	0.7565688	0.735725	0.7469406	0.67469704	0.78299737	0.7852396	0.7580835	0.85523474	0.80934495	0.9072834	0.59148806	0.47859162	0.92590576	0.916798	0.88504267	0.58726215	0.56081825	0.87677306	0.49729073	0.9049437	0.469723	0.61982846	0.94659793	0.6708702	0.85927856
mevrouw/noun	0.83752894	0.9342245	0.87338674	0.6454777	0.86202335	0.6356591	0.89919245	0.6251623	0.8922309	0.9740164	0.48287165	0.77268165	0.7811782	0.98808163	0.971804	0.8690549	0.9355031	0.9093222	0.864997	0.64961624	0.7462328	0.9452717	0.63183546	0.8955454	0.6553374	0.47501582	0.8789302	0.8405472	0.76832116	0.94259906	0.8731866	0.9928278	0.70966077	0.89574075	0.76740795	0.93441755	0.9798292	0.7293138	0.80478215	0.74088085	0.7689923	0.75475407	0.57644033	0.7766911	0.7708105	0.8734046	0.849265	0.73297524	0.77836597	0.9303585	0.88213193	0.83154994	0.88507193	0.8774377	0.736215	0.83797026	0.9671176	0.9551253	0.98617893	0.7920198	0.8424945	0.9676144	0.82738745	0.6729399	0.90552205	0.94531846	0.93051016	0.9173975	0.8993592	0.8921609	0.9946029	0.87164533	0.8423482	0.91534024	0.95827055	0.97679126	0.9888814	0.9700551	0.902295	0.65043753	0.8792578	0.75458837	0.80533123	0.99780786	0.9640389	0.8468758	0.9132822	0.9692646	0.9280793	0.7667504	0.9379567	0.79181755	0.87126076	0.0	0.77121717	0.8991129	0.8542042	0.79189366	0.8925128	0.95619535	0.9751033	0.8456694	0.6964631	0.9328429	0.9551538	0.9216558	0.80407053	0.8266415	0.94484633	0.8618649	0.780831	0.9678333	0.97448224	0.9856963	0.97921705	0.74511766	0.9712427	0.9608653	0.88928986	0.9856151	0.9747849	0.98932374	0.7130513	0.9475358	0.9745062	0.86575913	0.8995881	0.9496457	0.9516758	0.7658517	0.908993	0.6699051	0.75288045	0.94443476	0.6758786	0.97188973	0.7472464	0.9377914	0.8371476	0.8332743	0.90414864	0.9063886	0.91542506	0.7762843	0.84926254	0.75193155	0.9562237	0.9580572	0.8677982	0.8335277	0.89173543	0.87601495	0.90549093	0.9223247	0.68713486	0.7371637	0.8562872	0.9277472	0.7976048	0.95934045
