	!/name	15.30/noun	1998/noun	2/noun	50/num	Ahmet/name	Bailliu/name	Barcelona/name	Bart/name	Brit/noun	Carla/name	D./name	Dockx/name	El/name	Gullegem/name	Jagger/name	Londen/name	Man/name	Marat/name	Marco/name	Rafter/name	Revisor/name	Rus/noun	Safin/name	Tubeke/name	VTM/name	Zele/name	aan/part	aanhoudend/adj	aanmoediging/noun	achter/prep	acteur/noun	af/adv	afgewisseld/adj	akelig/adj	akoestisch/adj	al/det	alleen/adv	allemaal/adv	almaar/adv	als/comp	als/comparative	alsof/comp	altijd/adv	anderhalf/num	anti_climax/noun	antwoord/noun	appel/noun	auteur/noun	autistisch/adj	auto/noun	avond/noun	baas/noun	bas_lijn/noun	bederf/verb	bedoening/noun	beeld/noun	been/noun	beetje/noun	begeleid/adj	begin/noun	begin/verb	beland/verb	berusting/noun	besneeuwd/adj	beteken/verb	beton_blok/noun	beuk/verb	bewust/adj	bezitter/noun	bijna/adv	blad/noun	blazer/noun	blazoen/noun	bleek/adj	blik/noun	bloedserieus/adj	bol/noun	bom/noun	bonk/verb	bont/noun	boor/verb	boven/prep	breek_af/verb	bril_glas/noun	brok/noun	buiten/adv	bus/noun	butler/noun	buur/noun	by/noun	cd/noun	ceremonieel/noun	contrasteer/verb	coupé/noun	daar/adv	daarbij/pp	daarna/adv	daarna/pp	dan/adv	dan/comparative	dat/pron	dauw/noun	deels/adv	den/adv	dicht/adj	die/det	die/pron	diep/adj	dier/noun	dik/adj	dikwijls/adj	dof/adj	donker/adj	doods/adj	dooier/noun	door/prep	doorbraak/noun	doordat/comp	dreun/adj	dreun/noun	dreun/verb	drie/num	dring_door/verb	dringend/adj	droef/adj	droog/adj	droog/verb	druif/noun	druk_uit/verb	drum/noun	dus/comp	duur/adv	dwaal/verb	e/noun	echt/adj	een/det	een/pron	eerlijk/adj	eindig/verb	electronisch/adj	elk/det	ellende/noun	en/adv	en/vg	enig/det	enigszins/adv	enkel/det	enthousiasme/noun	er/adv	eruit/part	ervoor/pp	eufemistisch/adj	even/adj	exclusief/adj	explosie/noun	finaal/adj	fluit/adj	ga_samen/verb	ga_schuil/verb	gast/noun	gedrag/noun	geef/verb	geel_groen/adj	geheel/noun	gek/adj	geklets/verb	gekweld/adj	gelatenheid/noun	geluid/noun	gespannen/adj	gestommel/verb	gevoel/noun	gevolgd/adj	gevuld/adj	geweer_schot/noun	geworden/adj	gezicht/noun	gezoem/verb	gitaar/noun	glans/noun	glas/noun	glazuur/noun	glijd/verb	goud/noun	gras/noun	grauw/adj	groen/adj	grond/noun	gruwel/noun	haal_over/verb	haar/det	haar/noun	haar/pron	hand/fixed	hang/verb	hard/adj	hart/noun	heerlijk/adj	heers/verb	helder/adj	helderheid/noun	herhaling/noun	herinner/verb	het/det	het/noun	hevig/adj	hierop/pp	hoe/adj	hol/adj	hond/noun	hoofd/noun	hoog_oven/noun	hoop_DIM/noun	hoor/verb	horde/noun	huid/noun	hun/det	iedereen/pron	iets/adv	ik/pron	illustreer/verb	in/comp	indruk/noun	jas/noun	je/pron	kaal/adj	kalm/adj	kamer/noun	kant/noun	karakter/noun	kas/noun	keel/noun	kerkklok/noun	kijk/verb	kijker/noun	klank/noun	klap/noun	klater/adj	kleur/noun	kleur/verb	klik/noun	klink/verb	klinker/noun	klop/noun	knal/noun	koel/adj	kogel/noun	kom_neer/verb	kom_terecht/verb	koper/noun	korrel/noun	kort/adj	kortom/tag	koud/adj	kraan/noun	kras/noun	kreet/noun	krokus_vakantie/noun	krul/noun	kunststof/noun	laag/adj	laag_DIM/noun	laat/adj	laat/verb	laat_af/adj	lach/noun	last/noun	leegte/noun	leer/noun	lees_voor/verb	lens/noun	lethargie/noun	licht/adj	licht/noun	lig/verb	lijden/noun	lijk/verb	loop_uit/verb	loop_vast/verb	loutering/noun	maak/verb	maak_schoon/verb	maal/noun	maar/vg	maart/noun	mag/verb	matig/adj	meisje/noun	merkwaardig/adj	met/name	met/prep	metaal/noun	metalen/adj	mijn/det	min/adj	miserie/noun	mislukkeling/noun	moedeloosheid/noun	moment/noun	muur/noun	muziek/noun	na/prep	naakt/adj	naar/adj	nacht/noun	nadien/pp	nadruk/noun	nauw/adj	nauwelijks/adv	neem_in/verb	neer/part	neerslachtig/adj	nergens/adv	net/adj	niets/noun	nipt/adj	noem/verb	o/noun	of/vg	ogen/fixed	om/part	omschrijf/verb	onder/fixed	onder/prep	onderbouwd/adj	onderscheid/verb	ondersteun/verb	ondersteund/adj	ondervoed/adj	ondoordringbaar/adj	onduidelijk/adj	ongekend/adj	onmiddellijk/adv	onophoudelijk/adj	ontbloot/verb	onthul/verb	ontplof/adj	onverschillig/adj	onzeker/adj	oog/noun	oog/verb	oog_DIM/noun	oog_lid/noun	oor/noun	op/adv	opeens/adv	operatie/noun	opgenomen/adj	oppervlak/noun	opwinding/noun	oud/adj	overal/adv	overdreven/adj	overloop/noun	paar/noun	papier/noun	parel/noun	pas/verb	percussie/noun	periode/noun	piano/noun	pijn/noun	plaat/noun	plaats/comp	plaats/fixed	plomp/adj	plots/adj	plotseling/adj	poeder/noun	poging/noun	populair/adj	portier/noun	praat/verb	prettig/adj	punt/noun	raak_kwijt/verb	radeloosheid/noun	rafelig/adj	ratel/adj	razernij/noun	recept/noun	redding/noun	regen/noun	rinkel/adj	ritme/noun	roffel/verb	rond/prep	rook/noun	ruis/noun	ruk/verb	ruw/adj	saai/adj	schaamte/noun	schilderij/noun	schitter/verb	schoen/noun	schoot/noun	schot/noun	schouw/noun	seconde/noun	sfeer/noun	shirt/noun	signaal/noun	sla_om/verb	sla_toe/verb	slaap/noun	slag/noun	slapeloos/adj	slechts/adv	sluit_af/verb	smak/verb	somber/adj	sommig/adj	sommige/det	soms/adv	song/noun	soort/noun	soundtrack/noun	spiegel/noun	spierwit/adj	sport/noun	spring/verb	sta/verb	sta_caravan/noun	staar/verb	staart/noun	steevast/adj	ster/noun	stijf/adj	stijg_op/adj	stil/adj	stof/noun	stoffig/adj	storend/adj	storing/noun	strak/adj	stralend/adj	streep/noun	streep_DIM/noun	strijker/noun	subliem/adj	tafel/noun	talent/noun	tamelijk/adj	tand/noun	te/adv	tegelijk/adj	teken/noun	teleurstelling/noun	tempo/noun	terwijl/comp	theater_zaal/noun	tintel/adj	toe/adv	toen/comp	toon/noun	triomfantelijk/adj	trom/noun	troosteloos/adj	trots/noun	tweedehands/adj	twintigjarige/adj	uit/part	uitgewoond/adj	uitlaat/noun	uittocht/noun	vaak/adj	val/adj	val/verb	val_af/verb	vals/adj	van/comp	variant/noun	veel/adj	veeleer/adv	veelvuldig/adj	veld/noun	ver/adj	veraf/adj	veranderlijk/adj	verdacht/adj	verdriet/noun	verdrietig/adj	verdwijn/verb	veredeld/adj	verf/noun	vergeet/verb	verkeer_ellende/noun	verkrampt/adj	vermoeidheid/noun	verontwaardigd/adj	verontwaardiging/noun	veroorzaak/verb	veroorzaakt/adj	verschijn/verb	verte/noun	vertolk/verb	vervolgens/adv	verweerd/adj	verwijt/verb	verword/verb	vier/num	vies/adj	vlak/adj	vlak/adv	vlakte/noun	vlijmscherp/adj	vloek/noun	vloek/verb	vloer/noun	vlot/adj	vluchteling/noun	voel/verb	voet/noun	volg/verb	voorraad/noun	voorstelling/noun	voortijdig/adj	voortreffelijk/adj	vorm/noun	vreemd/adj	vuil/adj	vulpen/noun	waai_aan/verb	waardoor/pp	waarmee/pp	waarschuw/verb	waas/noun	wakker/adj	wanhoop/noun	want/vg	wat/adv	wat/det	wat/pron	water/noun	weer/adv	weerklink/verb	weet/verb	weg_versperring/noun	weggebruiker/noun	weinig/adj	wek/verb	welk/det	wen/verb	wentel_af/verb	werkelijkheid/noun	wissel_af/verb	wit/adj	word/verb	zand/noun	zang_stem/noun	ze/pron	zege/noun	zeker/adv	zelfmedelijden/noun	zelfs/adv	zend/verb	zender/noun	zeurderig/adj	zich/pron	zie/verb	zijn/det	zit_op/verb	zo/adv	zoandapos;n/det	zodat/comp	zoet/adj	zorgwekkend/adj	zucht/noun	zwaar/adj	zwak/noun	zwart/adj	zwart/noun	één/num
!/name	0.0	0.85654354	0.88169533	0.83695585	0.98065513	0.83758396	0.91923225	0.91486996	0.72108597	0.87107706	0.90634024	0.91382194	0.75523186	0.88173866	0.92439353	0.8760244	0.9149514	0.63467383	0.944789	0.69678736	0.9333035	0.89079	0.96137166	0.9296592	0.94174653	0.7650973	0.8308391	0.9456048	0.8302771	0.84593046	0.8753224	0.8256276	0.80319405	0.8542566	0.8880284	0.7514561	0.8294374	0.9340999	0.9076766	0.75164384	0.8999388	0.89225286	0.7876614	0.8910396	0.86762416	0.9272512	0.8643949	0.891263	0.89439416	0.93749785	0.8630409	0.8145963	0.9084701	0.82387614	0.9474134	0.9257121	0.82526296	0.88130474	0.8709601	0.7807491	0.89663154	0.8434776	0.9186853	0.8941324	0.89653677	0.93628764	0.8862208	0.7974914	0.97280025	0.90853333	0.87480175	0.84149796	0.8202066	0.88608825	0.9041553	0.85775805	0.8774292	0.8794112	0.8289639	0.82468235	0.8922933	0.8982135	0.8442099	0.9296547	0.9440766	0.8397498	0.77587175	0.81095034	0.91956747	0.8722147	0.8692751	0.71671456	0.9270345	0.91126853	0.8308937	0.8880831	0.8905877	0.88202584	0.83709055	0.9078251	0.9252513	0.90298134	0.9267801	0.8911797	0.9319334	0.9349394	0.8489781	0.8701237	0.87633103	0.9351098	0.905596	0.87883794	0.6951251	0.8275783	0.8951961	0.9245028	0.80330163	0.9310179	0.951401	0.82361907	0.79656434	0.7995799	0.92597336	0.8136136	0.960945	0.92980444	0.8588117	0.9470233	0.9142414	0.9206264	0.7996329	0.8627541	0.9644282	0.92888117	0.7501681	0.91563785	0.83341527	0.89208686	0.92359173	0.86897445	0.818353	0.87076473	0.8680806	0.82838196	0.7982308	0.90184456	0.8543381	0.89267933	0.7763644	0.9401852	0.92531836	0.89851034	0.93082637	0.8029709	0.76271844	0.82022405	0.8630401	0.80670476	0.8862931	0.8898607	0.8653771	0.9128267	0.93646955	0.9208052	0.836934	0.8430602	0.90883464	0.85838073	0.9242024	0.7154021	0.89457184	0.8518363	0.8833219	0.75681937	0.8289261	0.77729106	0.88106173	0.83755434	0.88461846	0.7634491	0.914775	0.8292251	0.9334055	0.885901	0.9227838	0.93540597	0.92056096	0.9033908	0.91574854	0.8625422	0.8770221	0.8479011	0.87977195	0.8782482	0.9356037	0.92030704	0.7954346	0.80036175	0.74075234	0.9030142	0.84374815	0.842505	0.8616345	0.9033593	0.89362854	0.97093445	0.85160506	0.88554525	0.920762	0.81852883	0.9196684	0.78939855	0.9496871	0.90850013	0.74754	0.8840361	0.88493913	0.9011813	0.8933697	0.88752484	0.9235405	0.8092853	0.864724	0.9454418	0.9277865	0.9208593	0.82519084	0.9112861	0.91337824	0.87044513	0.8635746	0.9109367	0.7155336	0.734665	0.91272706	0.8694831	0.73701715	0.77646923	0.7790431	0.8762831	0.8695426	0.8903778	0.7303413	0.8772972	0.91380286	0.75872874	0.8430359	0.88710606	0.9029465	0.95743805	0.8778351	0.88026494	0.87361693	0.8685447	0.8711918	0.93542135	0.91649264	0.62213355	0.9348916	0.87966806	0.920036	0.95289654	0.91378874	0.8671575	0.868932	0.7947868	0.7960687	0.8722805	0.8989415	0.91836804	0.8096904	0.91835123	0.92404264	0.8540937	0.8236191	0.95364875	0.8770199	0.89482003	0.9449078	0.96127665	0.9537228	0.9018552	0.88000554	0.85806435	0.9189143	0.9252277	0.9159567	0.9231404	0.9214789	0.84404075	0.50881904	0.83184445	0.908639	0.89944935	0.85317266	0.878219	0.93191975	0.88235015	0.88041246	0.8824981	0.81462127	0.6685759	0.94736487	0.85818917	0.8660776	0.85455227	0.8837163	0.88810664	0.9482994	0.9177499	0.8828104	0.89503956	0.9077927	0.90025145	0.9166147	0.94975644	0.9247971	0.900401	0.7124696	0.8269784	0.95066535	0.840528	0.7629013	0.9023859	0.89482206	0.8355106	0.90817904	0.86772954	0.77951396	0.9604777	0.8959998	0.9496648	0.90882623	0.8326552	0.8283757	0.93004656	0.77868485	0.84721994	0.9028079	0.94393194	0.8649495	0.8911116	0.85210013	0.8983732	0.73350644	0.89810425	0.7571807	0.9121298	0.7591442	0.9354369	0.80301857	0.9162986	0.8214506	0.8818702	0.9455929	0.87027067	0.8933112	0.94342315	0.90639037	0.79656005	0.9761715	0.8510811	0.8484181	0.8149495	0.8768374	0.9210844	0.9067911	0.78045267	0.81171006	0.93468297	0.9422815	0.7463484	0.87727445	0.9542419	0.8950853	0.96913934	0.89830446	0.93916494	0.9052979	0.84608436	0.9322406	0.850782	0.91739845	0.8856997	0.9321994	0.7196504	0.85891306	0.9183353	0.91406596	0.89161706	0.9219238	0.8647303	0.8666416	0.9425052	0.8654522	0.8421378	0.9300551	0.844666	0.8285833	0.90003407	0.857536	0.82127655	0.8819207	0.89357656	0.904213	0.90114164	0.90998137	0.8176173	0.9306768	0.9204553	0.9461654	0.9434447	0.90683174	0.8492622	0.8377107	0.83963543	0.7471591	0.852726	0.70657235	0.89772874	0.9003881	0.9100459	0.9053943	0.8913955	0.94539696	0.91225976	0.8739925	0.7774394	0.8070978	0.85818076	0.9456285	0.8720303	0.8906623	0.883107	0.9016876	0.95283175	0.8610695	0.8705118	0.8907996	0.8825062	0.803465	0.8801042	0.8639319	0.9432747	0.8509796	0.90442777	0.94070435	0.8108505	0.83705366	0.8998423	0.8973189	0.83799845	0.81574595	0.83225906	0.79741603	0.8561088	0.73462486	0.77424127	0.8777695	0.9538463	0.902077	0.9361563	0.93998796	0.9014601	0.9105	0.9033737	0.9340586	0.8668014	0.8592211	0.9020799	0.8827798	0.87564415	0.9143521	0.8802188	0.9304023	0.8965959	0.7891909	0.83711743	0.9182678	0.9130566	0.9287139	0.88955665	0.91313183	0.88589525	0.9166765	0.87779284	0.9356669	0.92374086	0.9309197	0.9132403	0.92503667	0.7497502	0.77264917	0.8726292	0.9046332	0.835233	0.7609138	0.8528477	0.8700305	0.95268816	0.917346	0.8519516	0.9451268	0.8480174	0.8584233	0.86922115	0.9430843	0.8944381	0.7493533	0.8011754	0.853639	0.907701	0.9267465	0.9018397	0.8464691	0.9296018	0.9564351	0.7330377	0.87182975	0.8630899	0.90125734	0.89127344	0.9085809	0.8607793	0.93028986	0.924559	0.7613472	0.86279476	0.93876016	0.86223924	0.84449065	0.9116682	0.8586895	0.8996615	0.9287001	0.9538549	0.8548409	0.7643031	0.9738048	0.93422043	0.8678068	0.9247929	0.91911995	0.9519658	0.9346134	0.89017576	0.912508	0.8306172	0.87129265	0.9262586	0.94507	0.9157375	0.89075583	0.93045825	0.91843814	0.9101797	0.88423526	0.87418145	0.83047736	0.8826343	0.9704093	0.91589653	0.8774356	0.9361391	0.8843353	0.8931967	0.94399595	0.84073645	0.9315478	0.8696119	0.8863709	0.8808232	0.90711236	0.8913997	0.9187609
15.30/noun	0.85654354	0.0	0.8326632	0.6807609	0.9100833	0.89416957	0.9025776	0.8719491	0.8798306	0.8845711	0.92352724	0.86766315	0.89203995	0.9128809	0.8926529	0.87937504	0.9124467	0.78564405	0.914756	0.8634949	0.8742411	0.8863165	0.9343754	0.8761853	0.8628521	0.7583168	0.78433645	0.89494735	0.78418255	0.78415966	0.8621067	0.9138586	0.9162387	0.8670057	0.88180333	0.9025369	0.86850625	0.86788934	0.9612001	0.86914897	0.93917406	0.96194196	0.88121533	0.9271832	0.8849552	0.8362443	0.94769216	0.85058093	0.9359077	0.8969693	0.7989546	0.8518386	0.9131614	0.8728075	0.9170755	0.9444574	0.9256666	0.88990754	0.90380603	0.8575415	0.89425296	0.7475852	0.821559	0.82976884	0.8877613	0.8847089	0.84832156	0.85190076	0.95963186	0.9020513	0.91050565	0.8571928	0.9062844	0.9078263	0.8469192	0.88508105	0.9188156	0.884313	0.8035465	0.85899866	0.90670806	0.8666629	0.9088843	0.8745442	0.89674515	0.81528544	0.8071997	0.79941887	0.90805006	0.8724111	0.9045813	0.9404362	0.83128947	0.9360628	0.7273235	0.9013868	0.92899543	0.8195356	0.72602093	0.91499007	0.94934255	0.9094456	0.89936566	0.92559475	0.9381468	0.9233577	0.93184257	0.89496493	0.89345604	0.95011955	0.92630696	0.8807544	0.7417956	0.8723519	0.86737365	0.8801109	0.8153394	0.9102075	0.9059485	0.865166	0.7591909	0.87154734	0.88052404	0.9452886	0.8306001	0.9152398	0.8480637	0.8852027	0.90614694	0.92109704	0.85195494	0.911591	0.9368697	0.844148	0.8388435	0.90534264	0.82493806	0.8731601	0.90340203	0.87246794	0.87991464	0.8702936	0.8279095	0.90940046	0.83531725	0.90082115	0.9078463	0.8404227	0.8654652	0.9135428	0.93242383	0.9183951	0.93114096	0.8533052	0.83581287	0.7407563	0.7786461	0.8780248	0.8912111	0.92453915	0.86291975	0.8993578	0.927467	0.8230367	0.93098813	0.9559705	0.88075376	0.8808626	0.8491913	0.8652066	0.8830797	0.83053285	0.9152345	0.7397042	0.8050833	0.76354384	0.8919197	0.92332304	0.82247525	0.9088695	0.87464637	0.86393785	0.86617965	0.87013835	0.9212776	0.8601805	0.89332414	0.8556063	0.90628153	0.9085882	0.8845503	0.93755406	0.9187726	0.9092428	0.954468	0.90971243	0.8670204	0.9245341	0.86544496	0.91204965	0.8489482	0.8850233	0.81453663	0.932875	0.88030154	0.9959464	0.77232516	0.8246237	0.9646082	0.87153345	0.92700464	0.9075755	0.8846615	0.9216183	0.8447093	0.77441674	0.93857586	0.911973	0.9122918	0.93114823	0.93352586	0.9233718	0.87217623	0.9256829	0.8923081	0.9620085	0.90963966	0.8166763	0.9417596	0.8677313	0.9273691	0.90963095	0.83135545	0.8604084	0.8872812	0.8789963	0.86791193	0.8170314	0.8464066	0.81175137	0.81761134	0.860226	0.8776395	0.8784274	0.9195542	0.7191033	0.8830274	0.85026973	0.8954482	0.89123386	0.89434177	0.95174885	0.8338975	0.92989445	0.886974	0.90029037	0.9056992	0.82977617	0.851299	0.9409814	0.9151157	0.903793	0.908138	0.81206346	0.9200926	0.84897643	0.8711523	0.945426	0.9219646	0.90965027	0.8794319	0.94095916	0.83642805	0.8919407	0.7980356	0.93631864	0.90133893	0.9328855	0.74937624	0.8108858	0.87474096	0.87956727	0.87149686	0.8704845	0.89617455	0.6456709	0.9610375	0.9201021	0.89505666	0.9045057	0.87028265	0.87733364	0.91333646	0.8606651	0.9347496	0.97963643	0.88922125	0.9037984	0.90030575	0.8613893	0.9246706	0.89820915	0.8010661	0.9245688	0.8764751	0.8863722	0.7070573	0.86453444	0.93918705	0.9172616	0.92195064	0.87553364	0.9097669	0.94026494	0.94714063	0.97256047	0.7797838	0.97513497	0.86628306	0.88322866	0.8929157	0.890511	0.9284517	0.87921095	0.88924176	0.88477194	0.9129889	0.8876268	0.87374	0.8650683	0.9090617	0.88197005	0.877123	0.6726399	0.84809935	0.92513	0.8112354	0.83706725	0.88160914	0.964859	0.8959357	0.90818447	0.922826	0.888427	0.91695064	0.92414594	0.803966	0.914357	0.8993684	0.890806	0.83840084	0.9380168	0.85723984	0.92461544	0.8813766	0.8952211	0.8925266	0.8757606	0.87185895	0.89165187	0.8500444	0.8587579	0.93082213	0.9292485	0.8698379	0.8365093	0.89889246	0.7352387	0.8220131	0.925849	0.91615033	0.92429364	0.7396896	0.941541	0.8954256	0.82220536	0.84740496	0.913145	0.8884346	0.8294467	0.8589413	0.87838113	0.83238935	0.8236583	0.88435936	0.8332479	0.8880731	0.7716226	0.8841703	0.8846878	0.79866505	0.8937042	0.93432844	0.8976192	0.923686	0.876054	0.93134946	0.82855415	0.84453875	0.89009786	0.79314107	0.89226866	0.7454147	0.8699143	0.9161878	0.8243382	0.88240254	0.81207585	0.8897697	0.91473866	0.8102938	0.86496794	0.9071126	0.89817834	0.9290772	0.8901098	0.9003265	0.8801001	0.8581658	0.8744699	0.91742355	0.94419307	0.7735616	0.8954814	0.889477	0.9139613	0.86888325	0.80140656	0.88968736	0.8765512	0.877741	0.87184465	0.89865255	0.8857979	0.9015239	0.8968114	0.8651353	0.89835995	0.8382435	0.8916569	0.8737316	0.86139196	0.87054527	0.89885676	0.92910564	0.95058215	0.9507603	0.8413951	0.8292244	0.8747756	0.8366997	0.883771	0.8420769	0.9118328	0.9004688	0.75225914	0.8697579	0.82125115	0.8386113	0.9330613	0.8834434	0.8762998	0.82737654	0.9129232	0.9123211	0.90347946	0.8712057	0.87270355	0.8221619	0.87520224	0.8734057	0.8755624	0.792128	0.9063901	0.8955733	0.89447856	0.80200744	0.8200431	0.9011495	0.9235307	0.8651705	0.8649327	0.91572815	0.92242455	0.8792863	0.8805183	0.90899867	0.90864533	0.6524982	0.85736585	0.8387137	0.89913285	0.8623704	0.7967651	0.77428794	0.8449615	0.859992	0.9143506	0.8538684	0.91542447	0.92178077	0.9290817	0.8653256	0.9177295	0.87328124	0.8362259	0.8765019	0.8653854	0.85838115	0.86956865	0.9440203	0.7676813	0.8980609	0.91730225	0.883355	0.7735529	0.91458225	0.84136724	0.80278176	0.88041145	0.9272038	0.90838826	0.8975969	0.8749421	0.8894888	0.8481395	0.857319	0.82914877	0.8156313	0.87283367	0.8155664	0.95393854	0.9162088	0.7846453	0.960288	0.8842966	0.8690585	0.8016146	0.9892907	0.85643464	0.8382794	0.91745913	0.9146213	0.9664197	0.9094736	0.8189404	0.94271165	0.87217855	0.8917732	0.8995172	0.92141044	0.94010043	0.9418415	0.87083685	0.89109653	0.9187181	0.9407865	0.8115958	0.88441575	0.9069958	0.9219145	0.9077645	0.9114075	0.8836546	0.9686243	0.87975335	0.8856825	0.8888442	0.91538537	0.802033	0.83887136	0.8672465	0.8757455	0.84759766	0.9223468
