	1990/noun	1991/noun	1992/noun	1995/noun	264/num	5-1/num	AT/name	Albert/name	Alma/name	Amerikaan/noun	Annemie/name	Arabier/noun	Basten/name	Beiroet/name	Berg/name	Bianchi/name	Blok/name	Boeykens/name	Bram/name	Bryan/name	Bush/name	California/name	Calster/name	Charlotte/name	Chris/name	Close/name	County/name	Croes/name	Davis/name	Debussy/name	Dewael/name	Eddy/name	Eerste/name	Europeaan/noun	Ferry/name	Fons/name	Fraechem/name	Frank/name	Gerard/name	Golfoorlog/name	Grosjean/name	Hainan/name	Harry/name	Heemstede/name	Helder/name	Hewitt/name	Ids/name	Iran/name	Ivic/name	James/name	Jan/name	Jansen/name	Jefferson/name	Jezus/name	Joost/name	Joseph/name	Julian/name	Kaai/name	Kabul/name	Karel/name	Koeweit/name	LNV/name	Lamine/name	Lily/name	Lord/name	MKZ_crisis/noun	Madonna/name	Marcel/name	Marijnissen/name	Marja/name	Merksemse/adj	Michel/name	Michiels/name	Miert/name	Museeuw/name	Nationaal/name	Nelson/name	Night/name	Nihoul/name	Oostendenaar/noun	Orange/name	Pans/name	Peper/name	Postma/name	Ria/name	Riemer/name	Rijkaard/name	Rijswijk/name	Robert/name	Roets/name	Rosenmöller/name	SP/name	Schnabel/name	Sint-Andries/name	Stravinsky/name	Ten/adv	Terpstra/name	The/name	Tomislav/name	Trouw/name	Truman/name	VVD'er/noun	Van/name	Vietnam/name	Virginia/name	Visser/name	Von/name	Vrij/name	Weekly/name	Wereldoorlog/name	Willem/name	Wood/name	aan/prep	aangrijpend/adj	absurdistische/adj	acht_baan/noun	achteraf/pp	afbeelding/noun	affaire/noun	al/det	alleen/adj	alleen/adv	allemaal/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	anders/adj	artikel/noun	atlete/noun	atmosfeer/noun	bar/noun	begin_periode/noun	begrafenis/noun	bepaald/adj	bestaan/noun	betoging/noun	bewindsman/noun	bijvoorbeeld/adv	bitter/adj	blijf/adj	bloed/noun	bloed_heet/adj	blunder/noun	bombardement/noun	bord/noun	brief/noun	café_bezoeker/noun	cardioloog/noun	carrière/noun	commotie/noun	communistisch/adj	compositie/noun	concert/noun	context/noun	continu/adj	correct/adj	daar/noun	daaraan/pp	dag/noun	dagelijks/adj	dat/comp	dat/det	dat/pron	den/name	der/name	dertig/num	destijds/adv	detail/noun	dichter/noun	die/det	die/pron	ding/noun	discussie/noun	documentaire/noun	dorp/noun	dramatisch/adj	duur_voort/adj	echt/adv	eens/adv	eerder/adj	eerste/num	eeuwig/adj	eiland/noun	en/comp	engagement/noun	enig/adj	enkel/det	enorm/adj	er/noun	eraan/pp	euforie/noun	feit/noun	foto/noun	foto_sessie/noun	gebeur/verb	gebeuren/noun	geleden/adj	gelukkig/adj	generaal/noun	gepensioneerd/adj	gespannen/adj	gesprek/noun	gevel/noun	gevoel/noun	geweeklaag/noun	gezicht/noun	gisteren/adv	gisting/noun	glorie/noun	goed/adj	gooi_weg/verb	gozer/noun	graag/adv	grap/noun	gras/noun	haar/det	haar/pron	heel/adj	help/verb	hem/pron	herhaaldelijk/adv	herkomst/noun	heroïsch/adj	het/adj	hij/pron	hilarisch/adj	historisch/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	hoofdpersoon/noun	hoogtij_dag/noun	houten/adj	ieder/det	iedereen/pron	iemand/noun	iets/adv	iets/noun	ik/pron	ingeslagen/adj	interventie/noun	inwoner/noun	item/noun	jaar_markt/noun	je/det	je/pron	jeugd/noun	jij/pron	jong/adj	jongeman/noun	junior/adv	kalm/adj	kan/verb	kapitein/noun	kardinaal/noun	kast/noun	kerkelijk/adj	kerst_avond/noun	kiezer/noun	klassieker/noun	krampachtig/adj	krant/noun	kunstenares/noun	kwaad/noun	laat/adj	landing/noun	lang/adj	lang/comp	leeg/adj	leraar/noun	les/noun	leven/noun	levendig/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maak_mee/verb	maar/adv	macht_overdracht/noun	magie/noun	magnifiek/adj	man/noun	manier/noun	me/name	me/pron	meen/verb	meer/adj	meer/adv	meisje/noun	men/pron	meneer/noun	mens/noun	mentor/noun	mevrouw/noun	midden/noun	mij/pron	mijn/det	minister-president/noun	minister/noun	ministerschap/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	muziek/noun	na_maak/noun	naam/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	o/d/name	ogen/fixed	ongeval/noun	onpersoonlijk/adj	onraad/noun	ons/noun	ons/pron	ontmoeting/noun	ooit/adv	ook/adv	oorlog/noun	opeens/adv	opkomst/noun	oprisping/noun	oud/adj	oud_leerling/noun	pakket_DIM/noun	partij_genoot/noun	passage/noun	perfect/adj	periode/noun	piano/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	procédé/noun	producer/noun	protestants/adj	pub/noun	publiek/noun	put_DIM/noun	rabbi/noun	recent/adj	redactioneel/adj	regelmatig/adj	riek/verb	rubriek/noun	sarcastisch/adj	satire/noun	schilder/verb	schilderij/noun	schildering/noun	schoonheid/noun	serie/noun	slechts/adv	slot/noun	sommige/det	song/noun	staal_industrie/noun	stem/noun	stijl/noun	stijlvol/adj	storm/noun	te/comp	tekst/noun	telefoontje/noun	terrorisme/noun	tijd/noun	tijde/prep	toegang_weg/noun	toen/adv	toen/comp	toernooi/noun	toilet/noun	trip/noun	tv_kijker/noun	tweedelige/adj	u/pron	uit/prep	uitgeroepen/adj	uitspraak/noun	vaak/adj	vader/noun	vast/adj	veel/adj	veld_slag/noun	vele/adj	vent_DIM/noun	vergaan/adj	verhaal/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	vete/noun	visser_dorp/noun	voetbal/verb	vol/prep	volwassene/noun	voor_woord/noun	vooral/adv	voorlichting/noun	voorman/noun	voornaam/noun	voorts/adv	voorval/noun	voorzitter/noun	vorig/adj	vriend/noun	vrijzinnig/adj	vroeg/adj	vroeger/adv	waar/noun	waaraan/pp	waarbij/pp	waarin/pp	waarop/pp	wanneer/adv	wanneer/comp	wat/pron	we/pron	weer/adv	weinig/adj	weleer/adv	welk/det	wellicht/adv	werk_dag/noun	wie/pron	wij/pron	wijs/adj	winkelier/noun	woord/noun	word/verb	zal/verb	ze/pron	zeer/adv	zelfde/adj	zelfs/adv	zeventig/num	zich/pron	zij/pron	zijn/det	zo/adv	zomer/noun	zoon/noun	zover/comp	zuster/noun	zwart/adj	één/name	één/num	één/pron
1990/noun	0.0	0.6373478	0.6577307	0.69273233	0.948625	0.96881515	0.94158006	0.85492456	0.9101624	0.8227318	0.91364855	0.88506234	0.925151	0.885137	0.89175	0.94741166	0.8953953	0.9650762	0.8858384	0.9144402	0.8499826	0.94071424	0.9735211	0.90668565	0.87359613	0.91510344	0.9243809	0.93367875	0.8515941	0.95604104	0.90914047	0.8940515	0.83330286	0.88589734	0.9248099	0.8991021	0.9690261	0.8668304	0.84317005	0.8623973	0.9583534	0.97489655	0.859549	0.9079116	0.9071811	0.9247084	0.9452797	0.81516576	0.96217865	0.8331764	0.8288181	0.8905602	0.93058854	0.9075734	0.88733715	0.8566886	0.91038966	0.95349383	0.90464467	0.8454333	0.8633201	0.96322405	0.91500455	0.9496076	0.8698075	0.91517675	0.8606337	0.8712276	0.93586344	0.9590568	0.958628	0.8730285	0.9147426	0.94024366	0.92229944	0.88003784	0.8682164	0.9019005	0.9361738	0.923373	0.9079838	0.9557309	0.9014795	0.90608054	0.94465303	0.9804397	0.92835045	0.9343526	0.8092534	0.9466737	0.9299087	0.9079317	0.92977	0.94503164	0.93706083	0.88022286	0.9347892	0.8214664	0.9595115	0.9001089	0.91916126	0.9344418	0.911037	0.83715504	0.9047423	0.8984711	0.8818073	0.9059691	0.93476105	0.80444527	0.84161454	0.92197454	0.8862959	0.8874127	0.96018046	0.9648753	0.8876377	0.8818568	0.8417956	0.8964782	0.8797684	0.8746606	0.8966308	0.92424023	0.808062	0.8876524	0.9066072	0.86217535	0.9233403	0.84781474	0.893852	0.9223059	0.91397285	0.8935525	0.8745503	0.8807039	0.8537838	0.896011	0.9136144	0.83334553	0.86349547	0.85973406	0.8876505	0.9562505	0.9070374	0.88493013	0.9179065	0.8863159	0.9753771	0.93419755	0.82582575	0.91981816	0.8125088	0.89428294	0.8907619	0.9051279	0.9149767	0.8792702	0.95477164	0.8690628	0.8825537	0.8777431	0.90827745	0.91977215	0.7933936	0.8627628	0.86977077	0.78797317	0.80170846	0.8778748	0.83582973	0.8602626	0.75774914	0.92848235	0.89090604	0.817065	0.8376279	0.82243073	0.8583668	0.94600815	0.9297692	0.8085114	0.86318886	0.86034846	0.8354583	0.9103065	0.8908157	0.8723156	0.86603427	0.8766688	0.96197087	0.90429914	0.89472073	0.8651497	0.88641155	0.9434061	0.92361265	0.92425764	0.747046	0.900265	0.8208316	0.8665559	0.9125909	0.9025047	0.8961646	0.93989325	0.97082597	0.9131664	0.79562604	0.95676017	0.879983	0.9262795	0.9432189	0.9658315	0.9324565	0.8921628	0.9363034	0.82239056	0.8948542	0.886218	0.8657852	0.89544916	0.8685026	0.9074764	0.8978108	0.89944965	0.8562885	0.88411844	0.8278029	0.9028734	0.96154195	0.9584013	0.86609167	0.9063592	0.89776105	0.8640387	0.92619705	0.90590477	0.8699459	0.93883455	0.9438391	0.9628044	0.90030646	0.8449555	0.87595963	0.9307281	0.91184396	0.94067425	0.8935513	0.9397187	0.8344016	0.8776131	0.86854744	0.91028666	0.90737236	0.89010054	0.893192	0.9093528	0.89942586	0.9237506	0.886839	0.86052406	0.92748743	0.86040753	0.87088823	0.9165156	0.8235545	0.91082335	0.8802658	0.9214644	0.9214167	0.8795395	0.9159532	0.8707079	0.8873902	0.9170987	0.88910747	0.8727126	0.9305197	0.8653607	0.9078327	0.91267973	0.9475384	0.9453724	0.89636016	0.9124537	0.95154977	0.95148265	0.8635676	0.9101144	0.8938393	0.86883545	0.89460665	0.9052397	0.89867514	0.9320717	0.8880793	0.8603268	0.9410355	0.9019762	0.87123597	0.88332444	0.9078101	0.90366435	0.89840055	0.89154035	0.8766693	0.90102786	0.94751704	0.88788515	0.9064186	0.94411194	0.9041355	0.9445239	0.93811	0.9248357	0.9012158	0.9665475	0.8986723	0.9282199	0.95866174	0.96475846	0.90293056	0.95166063	0.8635516	0.78801507	0.8914435	0.80702645	0.8686487	0.83411235	0.9500177	0.85584986	0.93706524	0.9402404	0.90808654	0.85539174	0.90277046	0.79684037	0.9323878	0.8721168	0.87431115	0.949916	0.9458581	0.86434317	0.83976537	0.9280154	0.88653886	0.89438546	0.9286653	0.92574835	0.96629214	0.9736857	0.75244963	0.94854105	0.8697267	0.9306388	0.89625335	0.91479135	0.89512026	0.8868266	0.86867154	0.9186621	0.9044841	0.81589574	0.85386074	0.86099434	0.8257487	0.899567	0.9365996	0.89559466	0.8675701	0.9016523	0.8985654	0.85532516	0.8708637	0.92684716	0.8782888	0.8806556	0.7926465	0.95327973	0.8132405	0.80770814	0.8844006	0.9243259	0.9122387	0.9485676	0.9226772	0.93547684	0.8017969	0.9433456	0.8913233	0.8622463	0.84228504	0.8849925	0.91971904	0.90485775	0.81868064	0.93453276	0.92664474	0.8519757	0.82773674	0.94407797	0.9608505	0.90483284	0.90056044	0.953994	0.9479459	0.8668619	0.874939	0.8943003	0.85062903	0.9263553	0.8598571	0.93276376	0.8452929	0.9075458	0.872837	0.70631576	0.8816548	0.94048494	0.83820003	0.9554355	0.89285666	0.8610034	0.8271608	0.80598325	0.841018	0.8750348	0.85037017	0.94780946	0.9481565	0.8667533	0.9119452	0.87411994	0.89422417	0.8588031	0.9171859	0.858528	0.92980766	0.8864755	0.9059948	0.91061103	0.7966006	0.80514455	0.8786616	0.8861822	0.90815365	0.8346323	0.7799853	0.9090832	0.84410685	0.8252886	0.9066893	0.82563853	0.8168771	0.89963424	0.8407472	0.88724583	0.960116	0.8657516	0.83256495
1991/noun	0.6373478	0.0	0.6446583	0.5896029	0.9360446	0.9239992	0.9396286	0.837048	0.89721996	0.75583094	0.9268579	0.84905285	0.930382	0.8547158	0.8940346	0.9486035	0.88857204	0.95994854	0.89423394	0.9202329	0.82144374	0.9418591	0.95823634	0.8975506	0.85978556	0.9493185	0.9123965	0.93785894	0.8521215	0.9496298	0.906557	0.87125015	0.825221	0.8753266	0.9303035	0.9086378	0.96895826	0.8413221	0.84693784	0.76572526	0.9298278	0.98344064	0.8543632	0.9151813	0.8847754	0.9168058	0.9420674	0.78350735	0.9180467	0.7985085	0.85019994	0.88889945	0.9241079	0.8832129	0.873524	0.8468404	0.9351715	0.96808046	0.8271078	0.8336814	0.7800499	0.96441454	0.91378987	0.95069903	0.90443534	0.9399592	0.8819025	0.84949934	0.9306566	0.9546827	0.9679517	0.84690094	0.91774166	0.9436918	0.9207399	0.8627064	0.85144234	0.90258265	0.928837	0.9204901	0.88740313	0.9556497	0.9028558	0.9241762	0.9131674	0.971259	0.93648434	0.9229547	0.78777575	0.95101684	0.92225844	0.8955309	0.9474053	0.9295903	0.9276108	0.85797995	0.9310374	0.8614421	0.8998645	0.9087644	0.92185646	0.93410015	0.89120096	0.8044415	0.88263184	0.9071854	0.8719586	0.9197913	0.92583776	0.7352163	0.8290179	0.91222775	0.8669332	0.88750947	0.9556737	0.954737	0.896659	0.89468235	0.82722855	0.8789816	0.87539005	0.87345064	0.8987491	0.9095144	0.77050185	0.87352544	0.9209282	0.88135034	0.93392706	0.87184227	0.8871866	0.925856	0.8900938	0.9276572	0.85876256	0.88955474	0.84215415	0.8626588	0.8625089	0.8599836	0.8426075	0.8736222	0.90178514	0.9403784	0.86818093	0.75502414	0.9401494	0.8748709	0.9840958	0.9283837	0.8016825	0.9176524	0.7818733	0.90084344	0.88753086	0.88589245	0.89911795	0.8943853	0.95007086	0.8758549	0.8621883	0.8739483	0.8941824	0.9326656	0.8083709	0.8677447	0.8782031	0.8049245	0.731367	0.8874432	0.8019182	0.88447094	0.720553	0.92846346	0.8788904	0.8121267	0.7847268	0.8454691	0.83896893	0.9339943	0.9136043	0.7894515	0.87473166	0.8429949	0.8066004	0.9100044	0.89258623	0.8720976	0.85730857	0.8702487	0.9580964	0.9019033	0.87908465	0.8575939	0.8976798	0.96339446	0.91155255	0.920404	0.7030233	0.9134419	0.7318051	0.8441493	0.8807255	0.86150473	0.9150787	0.8995987	0.9540889	0.924988	0.7404369	0.9845499	0.89109355	0.929687	0.93614244	0.9650815	0.933627	0.90355533	0.9425578	0.8207612	0.87571466	0.90738636	0.8467067	0.85331875	0.82782847	0.8879305	0.8842488	0.8997215	0.800415	0.8819096	0.8203547	0.88828963	0.9847286	0.9304098	0.868893	0.9117651	0.8984548	0.87040395	0.93721706	0.8777548	0.88381964	0.94652355	0.94049937	0.9477644	0.8698838	0.8161865	0.9009153	0.95027214	0.9207183	0.9441414	0.8823192	0.91420543	0.82988256	0.84401274	0.8223986	0.90184486	0.9009785	0.8481432	0.889337	0.9250417	0.90123963	0.9073994	0.8565167	0.86369324	0.92276454	0.84929883	0.86913437	0.87820005	0.84535766	0.8931584	0.8969743	0.93091667	0.9285549	0.86801845	0.88490576	0.8589815	0.91245097	0.893394	0.88876665	0.8594973	0.9256829	0.8358007	0.9225954	0.9063989	0.9366587	0.9372786	0.8387914	0.898283	0.97027445	0.93946934	0.83502275	0.92116463	0.8954911	0.867007	0.89851123	0.8790568	0.87933254	0.9102411	0.88384926	0.8592302	0.9292187	0.9024697	0.87089646	0.8566303	0.9271784	0.9035076	0.87765753	0.9128877	0.8826926	0.8975851	0.9677792	0.88302624	0.88784575	0.94093674	0.86960524	0.9303134	0.9295676	0.9226589	0.9077969	0.9939956	0.92083496	0.9077361	0.9448542	0.96556425	0.88182765	0.92911935	0.80667025	0.79415745	0.9048754	0.69992733	0.8537791	0.8851769	0.9288865	0.8619991	0.9351659	0.93817633	0.8861489	0.86907876	0.9032053	0.83600897	0.93181044	0.8683212	0.8894166	0.9510273	0.949659	0.86563087	0.80949724	0.9204782	0.91130006	0.85098135	0.9261029	0.908293	0.97789526	0.9563239	0.75665873	0.962262	0.8387711	0.92466396	0.9188465	0.9350563	0.90219337	0.8828828	0.8604356	0.9206945	0.90247023	0.8298329	0.8863541	0.87223196	0.8351359	0.9037888	0.9406644	0.8895674	0.89979565	0.92560047	0.88851	0.84281886	0.87644243	0.9092646	0.8248545	0.86572444	0.78939056	0.9211602	0.78786296	0.7389413	0.8808298	0.9273314	0.910554	0.9385851	0.9179854	0.91562474	0.810457	0.8882496	0.87669533	0.8679865	0.81531936	0.8982608	0.93228394	0.826003	0.8014591	0.93571854	0.9328184	0.85460794	0.82687986	0.9497915	0.9698945	0.906894	0.8476051	0.9614128	0.9359662	0.86853284	0.90017533	0.8931804	0.8726837	0.9409874	0.8363279	0.91324764	0.82890075	0.9066952	0.8567538	0.71627647	0.84953964	0.92323166	0.8432828	0.96157014	0.9068293	0.827764	0.7864711	0.80773413	0.8567221	0.8426301	0.8312473	0.93513334	0.94457394	0.8620233	0.9211854	0.8782545	0.89262646	0.8377523	0.92022794	0.8694017	0.9119421	0.87317675	0.9095452	0.9003913	0.77831674	0.7895737	0.88102376	0.8879615	0.91096354	0.8397143	0.7972094	0.8865507	0.8260658	0.79797214	0.90796924	0.82602984	0.7920963	0.8782582	0.8577218	0.88454115	0.9619459	0.8935189	0.817093
1992/noun	0.6577307	0.6446583	0.0	0.6079111	0.9838019	0.95127344	0.9427161	0.8535868	0.9039626	0.7952544	0.8968401	0.867028	0.91695815	0.85015506	0.89100343	0.9434499	0.8758657	0.9605659	0.8984789	0.91011894	0.8245747	0.94219404	0.9508007	0.8792918	0.8416687	0.94153595	0.9018942	0.91343844	0.84191674	0.94042754	0.9188045	0.8746828	0.825948	0.87291604	0.9320954	0.9006603	0.9663787	0.8180038	0.84142804	0.8563194	0.93475753	0.97133464	0.8369863	0.93056524	0.90030015	0.8990304	0.9103296	0.8036736	0.9501205	0.8280089	0.84960496	0.86353433	0.91814816	0.8603412	0.87467396	0.83268917	0.8962044	0.94443214	0.88129354	0.82916385	0.8795778	0.9456497	0.9009701	0.94505334	0.8766349	0.91379917	0.8790895	0.8577525	0.9148015	0.95965123	0.9642161	0.85862076	0.9111161	0.9379575	0.89668083	0.8561477	0.8596007	0.8764757	0.918363	0.9288812	0.8925182	0.95908874	0.88556707	0.91373056	0.9121264	0.9740389	0.9155366	0.9253802	0.7751783	0.95824426	0.92596793	0.8932024	0.95272744	0.94758856	0.9241604	0.85443705	0.90808326	0.8386344	0.93206346	0.90673333	0.9189515	0.9195704	0.9024116	0.833858	0.84897614	0.8713409	0.8758016	0.864701	0.927924	0.789042	0.81754243	0.8856418	0.8852271	0.8820786	0.95400125	0.9452006	0.8897171	0.87893623	0.83634174	0.86651075	0.8513645	0.84878504	0.87149537	0.9180079	0.77619433	0.83410555	0.9016181	0.8834565	0.9163178	0.85410756	0.8886587	0.9330414	0.89485157	0.9354863	0.856132	0.8630283	0.85091865	0.8821395	0.8781142	0.830125	0.8575358	0.8800422	0.86763597	0.93885654	0.88464284	0.8402992	0.92211914	0.88211876	0.98617816	0.9034711	0.8234879	0.89987195	0.81637514	0.8873297	0.87051284	0.8661872	0.89526784	0.8834732	0.94574684	0.86853266	0.87078786	0.85335505	0.89521104	0.90991455	0.79044396	0.8721577	0.8612147	0.7918353	0.74403334	0.8754883	0.83046263	0.8470682	0.70265853	0.9054788	0.8862658	0.79573995	0.8142763	0.8361626	0.8554913	0.9381807	0.9181846	0.78559923	0.8391248	0.8457244	0.83046985	0.90034276	0.88340884	0.86425906	0.8465158	0.8673831	0.96009105	0.89776665	0.8905777	0.87628716	0.8926374	0.9537098	0.9124361	0.90501493	0.70323145	0.88523936	0.75639135	0.8417315	0.9181746	0.88185453	0.9174259	0.910574	0.9612669	0.90134543	0.7712997	0.9771269	0.90007067	0.9382724	0.937326	0.95174825	0.9174998	0.88884306	0.9385218	0.80147916	0.8698917	0.8954741	0.83737254	0.85331374	0.8258905	0.8902732	0.8958358	0.88763463	0.80385906	0.89185613	0.8480779	0.9003281	0.9604546	0.9268689	0.86649066	0.9180247	0.9083608	0.85388565	0.91606367	0.87335145	0.8685693	0.9227877	0.93230474	0.93257546	0.8930169	0.86427385	0.901047	0.9452704	0.9031491	0.9218705	0.8592426	0.91645753	0.82386065	0.85605305	0.82767284	0.9098079	0.89141107	0.8607806	0.8784633	0.89614373	0.8878622	0.9006656	0.86951256	0.8587668	0.91927034	0.83866477	0.88148767	0.9057829	0.8302827	0.9006815	0.8885132	0.93750787	0.9204038	0.8591635	0.9030811	0.86497587	0.8842903	0.9065875	0.8839183	0.85123384	0.91584414	0.8261194	0.91595864	0.92277473	0.93946785	0.93249935	0.85025823	0.8952712	0.92999756	0.94076777	0.84080905	0.91702324	0.89097774	0.8447094	0.88846827	0.87770545	0.8824296	0.9122846	0.8890336	0.85697377	0.933676	0.89023495	0.88040906	0.88164943	0.90878195	0.8942972	0.8858231	0.8922352	0.8950375	0.8806714	0.9466478	0.86292696	0.8984574	0.93625915	0.86441743	0.9346533	0.9031553	0.92731345	0.90633774	0.9965666	0.9150761	0.92448604	0.9344722	0.9328823	0.87397116	0.9385787	0.8469106	0.7882917	0.8914374	0.76562077	0.8638136	0.88034475	0.9442392	0.8657426	0.93842196	0.9480996	0.88015413	0.8824064	0.884876	0.84357935	0.92188525	0.8465698	0.8707789	0.93862	0.94966966	0.8635733	0.8214709	0.9132019	0.88479745	0.8558173	0.9218173	0.8978713	0.9797664	0.9585002	0.74075115	0.92177284	0.84008586	0.91967064	0.9025494	0.9163077	0.8928743	0.88360965	0.8785964	0.92127	0.8860533	0.82781845	0.8792676	0.88729167	0.80603063	0.8984809	0.93835145	0.87524307	0.87990385	0.90491617	0.8887697	0.8457588	0.86970466	0.93904173	0.83665055	0.87523437	0.7926886	0.94128644	0.7882004	0.765659	0.8701089	0.9025352	0.89490813	0.9325091	0.9268595	0.91209626	0.7976946	0.8779033	0.8849542	0.8365366	0.8170967	0.8842623	0.9264382	0.87210923	0.80230653	0.9302938	0.9489538	0.8613405	0.84007734	0.946086	0.9661432	0.9079766	0.89407516	0.96377504	0.91758275	0.8614795	0.892589	0.90236515	0.8574271	0.9051205	0.82863754	0.9087577	0.8409101	0.8931003	0.8469711	0.7183559	0.8523969	0.92086995	0.8252297	0.9702989	0.89135957	0.82741445	0.7836843	0.7917588	0.83955455	0.85786563	0.82845706	0.9187364	0.9232061	0.87133086	0.91616946	0.8865822	0.8783629	0.8285642	0.9156035	0.84724766	0.90187925	0.8897716	0.8954578	0.8961611	0.80133677	0.80899936	0.86038506	0.8952762	0.9068896	0.8211726	0.78741926	0.8872409	0.80652076	0.7902083	0.8969388	0.8185022	0.80916584	0.8931097	0.873317	0.8510349	0.9520849	0.8724698	0.8036126
