	1992/noun	264/num	5-1/num	AT/name	Annemie/name	Arabier/noun	Beiroet/name	Berg/name	Bianchi/name	Blok/name	Boeykens/name	Bram/name	Bryan/name	Bush/name	Calster/name	Charlotte/name	Chris/name	Clinton/name	Close/name	County/name	Croes/name	Davis/name	Dewael/name	Dr./name	Eddy/name	Eerste/name	Ferry/name	Frank/name	Gerard/name	Grosjean/name	Herman/name	Hewitt/name	Ids/name	Iran/name	Ivic/name	Jansen/name	Jezus/name	Joost/name	Julian/name	Kaai/name	Lamine/name	Lievens/name	Lily/name	MKZ_crisis/noun	Madonna/name	Marja/name	Merksemse/adj	Michiels/name	Mike/name	Nationaal/name	Night/name	Orange/name	Peper/name	Postma/name	Ria/name	Riemer/name	Rijkaard/name	Rijswijk/name	Robert/name	Roets/name	Roos/name	Rosenmöller/name	SP/name	Sint-Andries/name	Stravinsky/name	Ten/adv	Terpstra/name	The/name	Tomislav/name	VVD'er/noun	Van/name	Vietnam/name	Vietnam_oorlog/noun	Visser/name	Von/name	Vrij/name	Weekly/name	Willem/name	aan/adj	aan/prep	aangrijpend/adj	absurdistische/adj	acht_baan/noun	achteraf/pp	afbeelding/noun	al/det	alleen/adj	alleen/adv	allemaal/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	anders/adj	atlete/noun	begin_periode/noun	beginjaar/noun	bepaald/adj	bestaan/noun	betoging/noun	bewindsman/noun	bitter/adj	blijf/adj	bloed_heet/adj	brief/noun	café_bezoeker/noun	carrière/noun	commotie/noun	compositie/noun	concert/noun	context/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/comp	dat/det	dat/pron	der/name	dergelijk/adj	dertig/num	destijds/adv	detail/noun	dichter/noun	die/det	die/pron	ding/noun	discussie/noun	dochter/noun	documentaire/noun	dokter/noun	drama/noun	dramatisch/adj	duur_voort/adj	echt/adv	eens/adv	eerste/num	en/comp	engagement/noun	enig/adj	enkel/det	enorm/adj	er/noun	eraan/pp	feest/noun	feit/noun	foto/noun	foto_sessie/noun	gebeur/verb	gebeuren/noun	geleden/adj	gelegenheid/noun	gelukkig/adj	gepensioneerd/adj	gesprek/noun	gevoel/noun	geweeklaag/noun	gisteren/adv	glorie/noun	goed/adj	gooi_weg/verb	graag/adv	grap/noun	gras/noun	haar/det	haar/pron	heel/adj	help/verb	hem/pron	herinner/verb	heroïsch/adj	het/adj	hij/pron	hilarisch/adj	hoe/adj	hoofd_redactie/noun	hoofdpersoon/noun	hoogtij_dag/noun	houten/adj	ieder/det	iedereen/pron	iemand/noun	iets/adv	iets/noun	ik/pron	inwoner/noun	item/noun	je/pron	jeugd/noun	jong/adj	jongeman/noun	junior/adv	kalm/adj	kan/verb	kapitein/noun	kardinaal/noun	kast/noun	kerkelijk/adj	kerst_avond/noun	kiezer/noun	klassieker/noun	kom_tegen/verb	krant/noun	kruistocht/noun	kunstenares/noun	laat/adj	lang/adj	lang/comp	leeg/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lied_DIM/noun	lief/adj	liefst/adj	loodgieter/noun	lui/adj	maak_mee/verb	maar/adv	macht_overdracht/noun	magie/noun	man/noun	manier/noun	me/name	me/pron	meen/verb	meer/adj	meer/adv	meisje/noun	men/pron	meneer/noun	mens/noun	mentor/noun	mij/pron	mijn/det	minister-president/noun	minister/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	muziek/noun	na_maak/noun	naam/noun	natie/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	o/d/name	ongetwijfeld/adv	ongeval/noun	ons/noun	ons/pron	ooit/adv	ook/adv	oorlog/noun	opeens/adv	oprisping/noun	oud/adj	oud_leerling/noun	overheersing/noun	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plaquette/noun	plek/noun	politicus/noun	procédé/noun	producer/noun	protestants/adj	pub/noun	publiek/noun	put_DIM/noun	recent/adj	redactioneel/adj	regelmatig/adj	riek/verb	rubriek/noun	sarcastisch/adj	satire/noun	schilderij/noun	schildering/noun	schoonheid/noun	slaak/verb	slechts/adv	slot/noun	sommige/det	soms/adv	song/noun	staal_industrie/noun	stem/noun	storm/noun	te/comp	tekst/noun	tijd/noun	toen/adv	toen/comp	trip/noun	tv_kijker/noun	tweedelige/adj	u/pron	uit/prep	uitgeroepen/adj	uitspraak/noun	vaak/adj	vast/adj	veel/adj	veld_slag/noun	vergaan/adj	verhaal/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voet_tocht/noun	voetbal/verb	voor/det	voor_woord/noun	vooral/adv	voorlichting/noun	voorman/noun	voornaam/noun	voorts/adv	voorval/noun	voorzitter/noun	vorig/adj	vreemd/adj	vreugde/noun	vrijzinnig/adj	vroeg/adj	vroeger/adv	waar/noun	waaraan/pp	waarbij/pp	waarin/pp	waarop/pp	wanneer/adv	wanneer/comp	wat/pron	we/pron	weer/adv	weg/name	weinig/adj	wel/adv	welk/det	wellicht/adv	werk_dag/noun	wie/pron	wij/pron	winkelier/noun	woord/noun	word/verb	zal/verb	ze/pron	zeer/adv	zegsman/noun	zelfs/adv	zich/pron	zij/pron	zijn/det	zo/adv	zolder/noun	zomer/noun	zover/comp	zus_DIM/noun	één/pron
1992/noun	0.0	0.8188449	0.9083905	0.9151046	0.8674303	0.85155934	0.81295854	0.8351655	0.938847	0.94887924	0.9657781	0.8964529	0.85925275	0.73020166	0.97704166	0.84020096	0.8655192	0.67925096	0.787406	0.7646729	0.9318993	0.7474604	0.9415578	0.7669244	0.7369679	0.8215879	0.9359529	0.79461586	0.8151034	0.9838805	0.8096596	0.93275297	0.9484899	0.74706	0.92728484	0.8873559	0.90591353	0.8190998	0.82565457	0.9715726	0.9334298	0.8740863	0.8951934	0.887867	0.78314406	0.8653118	0.9326066	0.872208	0.74454594	0.7799424	0.8380705	0.8765762	0.85505146	0.9104691	0.83523214	0.7806642	0.854074	0.93948704	0.6688218	0.8207414	0.8048835	0.86667925	0.8631182	0.8671925	0.87038743	0.90163606	0.8885966	0.6837872	0.9588948	0.9026296	0.82466185	0.6770742	0.82210875	0.8628293	0.75988877	0.7796728	0.8373362	0.79519016	0.8431678	0.9297744	0.8870423	0.90346664	0.89924943	0.89692396	0.87749535	0.9019321	0.88599074	0.9168877	0.94878083	0.92665607	0.6525035	0.85381	0.9402649	0.851875	0.9334974	0.71108794	0.84525603	0.8536581	0.9249025	0.781263	0.74709535	0.8719595	0.8408355	0.92785233	0.8745657	0.7987085	0.9813799	0.79390585	0.8534132	0.8253639	0.8243861	0.9167914	0.968961	0.85695994	0.8322307	0.8795526	0.89073104	0.96794915	0.8594349	0.6701878	0.89727247	0.7864022	0.71173567	0.91588646	0.8111694	0.88492775	0.81502205	0.93102056	0.8953908	0.828699	0.75048274	0.86954427	0.7530168	0.8656333	0.84204143	0.88661736	0.9448122	0.86206037	0.9400385	0.79801106	0.87626815	0.8965319	0.8368403	0.9543022	0.865358	0.82808566	0.9353499	0.8399423	0.84225863	0.93960524	0.7983307	0.7705757	0.89807737	0.9254048	0.8894666	0.72054434	0.91402173	0.8761827	0.6992363	0.88349015	0.8488566	0.9534506	0.9691337	0.8316872	0.9600872	0.7919936	0.80215544	0.88039976	0.8851456	0.82141066	0.71949184	0.7879293	0.86138976	0.8299565	0.7555572	0.9140856	0.9536846	0.8557061	0.7077916	0.8390995	0.85556537	0.90690076	0.945396	0.910187	0.96441466	0.89826006	0.845942	0.9207644	0.9302434	0.8969888	0.8604459	0.88117874	0.7079593	0.85024536	0.95717007	0.81544197	0.9377067	0.9236547	0.8739425	0.87894446	0.83372396	0.756926	0.89715254	0.8435036	0.7864802	0.86747503	0.85126024	0.8602203	0.93869	0.9280866	0.9266746	0.88830495	0.8406398	0.9073509	0.8577057	0.9335093	0.8341316	0.9401724	0.94991016	0.80653304	0.9364974	0.90622336	0.88550735	0.8736224	0.9393691	0.843187	0.90573573	0.8095393	0.9859252	0.93482333	0.8795292	0.94091195	0.8003471	0.9513116	0.7988887	0.92324835	0.8800201	0.82997173	0.86873287	0.9079635	0.87991107	0.82706606	0.9093582	0.86644644	0.96364874	0.85535	0.76794463	0.95767236	0.95802134	0.86724484	0.9278657	0.95368004	0.8754763	0.86991715	0.9118231	0.8457681	0.9375378	0.8559916	0.95930505	0.7501128	0.92947096	0.67941403	0.8048395	0.8990804	0.8994879	0.9203223	0.84658563	0.7998808	0.81979376	0.83678526	0.76208115	0.9859265	0.9478205	0.8369704	0.9029325	0.78716147	0.92749804	0.90942264	0.93617517	0.92315257	0.7399296	0.97950953	0.88068783	0.8840481	0.8790376	0.8765172	0.8037395	0.86796165	0.863124	0.86017275	0.92254597	0.8559781	0.858773	0.9138395	0.8613312	0.8836514	0.89219564	0.8561497	0.8249941	0.9789886	0.9040427	0.89242977	0.77255297	0.6941723	0.7850361	0.8372332	0.9006474	0.9361743	0.80808103	0.77197903	0.8121734	0.89232224	0.89506245	0.9405855	0.81780356	0.887338	0.87303907	0.84215736	0.896884	0.95695686	0.9002634	0.91485965	0.91483545	0.85460365	0.87799126	0.8632017	0.85309976	0.95322585	0.8566638	0.90450203	0.8630899	0.794857	0.74257994	0.5997422	0.8405632	0.8675554	0.9674623	0.89259297	0.9058622	0.8856609	0.9052167	0.87099355	0.76963377	0.8630395	0.9129482	0.7935246	0.9315086	0.89145315	0.88130873	0.8928297	0.9492001	0.96808434	0.8682222	0.85525674	0.9465987	0.8991263	0.92303807	0.9232342	0.89865553	0.85087687	0.90720075	0.9093258	0.8585892	0.81676114	0.83362675	0.82734334	0.87217724	0.7868262	0.9190073	0.9353034	0.69868505	0.95289063	0.85914326	0.81134534
264/num	0.8188449	0.0	0.87874657	0.96261907	0.8991722	0.8883507	0.95363176	0.98338944	0.89265424	0.81441027	0.94848967	0.99029726	0.95462114	0.8149272	0.96195555	0.96864575	0.9745769	0.83151436	0.93691254	0.8608006	0.9399089	0.92870545	0.9495203	0.9537577	0.9600901	0.92438656	0.9541871	0.9769563	0.95595855	0.9421156	0.93150574	0.9717561	0.9776067	0.94494534	0.887316	0.95276695	0.9678232	0.9434398	0.9199407	0.9612824	0.97681165	0.9067297	0.94710517	0.96333086	0.96751934	0.95885295	0.9236656	0.97207916	0.98062986	0.97738516	0.97366893	0.89112854	0.9517571	0.9900927	0.95141023	0.89366895	0.9354142	0.9008292	0.9662557	0.9067817	0.98173356	0.9511673	0.87701535	0.9901848	0.9766815	0.9512667	0.9221081	0.8930918	0.95885426	0.9547055	0.9500726	0.9015458	0.9051124	0.9711805	0.99011934	0.9508122	0.9615868	0.9540382	0.98294914	0.8781593	0.9445952	0.92232716	0.89563584	0.9381286	0.9636989	0.91677684	0.859551	0.90430903	0.888408	0.9225724	0.9317878	0.8817375	0.8949907	0.84799254	0.88847035	0.9349562	0.8843988	0.9202179	0.8586458	0.95755666	0.9239497	0.9811235	0.97162926	0.92948115	0.9362581	0.9321089	0.8679202	0.8996985	0.94565636	0.9448127	0.9168637	0.9452552	0.96797746	0.82394934	0.91491604	0.8867056	0.8626408	0.93976915	0.9530943	0.96518314	0.9437265	0.8614724	0.89410317	0.9253707	0.85995704	0.84891236	0.8396661	0.87213945	0.93966126	0.92648184	0.98127025	0.8873214	0.9137639	0.8983928	0.89550936	0.89655197	0.8723353	0.88892543	0.9116376	0.9395519	0.9201506	0.91837305	0.9353945	0.92959577	0.8604879	0.8267179	0.93627053	0.9601174	0.85115623	0.9882289	0.8863056	0.9015612	0.8867439	0.8797434	0.916212	0.8851419	0.92893916	0.90062577	0.9287734	0.94169325	0.875987	0.93201464	0.87863207	0.8993691	0.9374237	0.91750044	0.9106537	0.88105804	0.91639185	0.90091383	0.91502494	0.91367596	0.9206543	0.8636641	0.9318081	0.8442048	0.9903614	0.9485765	0.8924061	0.93914694	0.8963914	0.83149326	0.9123133	0.902469	0.91087985	0.855534	0.9592616	0.94111043	0.8592714	0.8455899	0.8785716	0.9576405	0.8914176	0.84985346	0.85428756	0.93928677	0.95700014	0.98666316	0.9567702	0.88855565	0.72394985	0.99122226	0.90913504	0.9884688	0.9060837	0.9544356	0.91232336	0.88976717	0.8561944	0.9001777	0.90902495	0.97875965	0.801907	0.92792565	0.91379404	0.8376699	0.8279117	0.9376412	0.92040163	0.8903765	0.92962795	0.8984946	0.9476485	0.91434246	0.92231333	0.97281533	0.8678395	0.89531004	0.8084204	0.82927513	0.920476	0.9209636	0.97439	0.8692349	0.8940944	0.8768351	0.86704266	0.9708201	0.9577253	0.90807074	0.8771436	0.87809604	0.938048	0.93866557	0.9263587	0.87523466	0.9377397	0.94283414	0.8960553	0.93280613	0.93026954	0.9288541	0.82394844	0.9844521	0.95691514	0.90304303	0.87713534	0.9027154	0.85782754	0.8326187	0.9391898	0.90246624	0.84097785	0.9218679	0.8793076	0.919974	0.91090345	0.8890737	0.9231321	0.8015052	0.95491886	0.9430003	0.95363736	0.8424806	0.9099169	0.95904577	0.9575207	0.66640234	0.87913847	0.96103394	0.9617361	0.98545027	0.8398582	0.9575348	0.97631305	0.9334495	0.98750603	0.93079555	0.919097	0.968752	0.94632053	0.83599687	0.988859	0.8779227	0.90665317	0.9132752	0.85264	0.8071262	0.8464893	0.8450481	0.9516657	0.8296936	0.87535095	0.8788318	0.8767079	0.70566005	0.94427043	0.93212	0.95396227	0.93036914	0.9076305	0.85649085	0.93970954	0.7783039	0.8894647	0.93983936	0.9519585	0.93154025	0.96802443	0.8835509	0.96164376	0.93071723	0.893031	0.89889973	0.9098785	0.9503307	0.77199185	0.9172653	0.9682269	0.94728416	0.96620953	0.7608978	0.95153606	0.8743032	0.9594655	0.8810034	0.9270407	0.8447269	0.88606274	0.9319675	0.9101701	0.9067861	0.90935344	0.9044007	0.92111903	0.91250515	0.9031463	0.8500728	0.90899307	0.9087011	0.8655534	0.91762716	0.8691696	0.901744	0.9378487	0.845795	0.8851652	0.97639954	0.9313988	0.91340095	0.8994742	0.9177695	0.8918962	0.92792654	0.8508774	0.7938056	0.9199949	0.8624827	0.90071136	0.9655369	0.9040109	0.78881854	0.9546354	0.91538674
5-1/num	0.9083905	0.87874657	0.0	0.9762116	0.9640398	0.93012273	0.8952397	0.9479742	0.9470498	0.99270076	0.9663163	0.857917	0.94273126	0.9702578	0.9350172	0.84903824	0.9113669	0.9200216	0.8834834	0.95248663	0.9125358	0.71326804	0.93200785	0.8711268	0.9553536	0.85517585	0.96532893	0.90383494	0.90726906	0.946944	0.91590244	0.8895999	0.96597534	0.9821037	0.91969556	0.8095435	0.98668534	0.94071496	0.8457556	0.9326917	0.9743686	0.98168623	0.95816207	0.95693	0.90807027	0.88121086	0.89839125	0.9441304	0.90444356	0.9915753	0.874253	0.9492006	0.93112105	0.978391	0.9259868	0.9467516	0.8878441	0.49084628	0.9162045	0.8809005	0.93955886	0.9537475	0.9582992	0.98485464	0.96381694	0.98958224	0.95460755	0.8210974	0.9587036	0.92164713	0.8572619	0.9156725	0.91118	0.9675095	0.90411055	0.9818353	0.8797724	0.77809244	0.87291783	0.93205845	0.95361525	0.9542942	0.9650202	0.94806206	0.97946095	0.98199224	0.96905273	0.97351074	0.9624183	0.9459586	0.9348412	0.96026087	0.92424273	0.9281796	0.94763136	0.95074415	0.89801663	0.9133414	0.9584127	0.92058235	0.9184387	0.97497547	0.9549761	0.84505546	0.9379297	0.9530468	0.9326118	0.92695594	0.9013463	0.9075719	0.91461265	0.97611636	0.9635468	0.9201633	0.9195972	0.9713381	0.94503295	0.98429424	0.95128095	0.89518255	0.9841356	0.94424474	0.8836349	0.940876	0.96741676	0.94171065	0.9765513	0.9653751	0.97758645	0.96245885	0.93907213	0.97466946	0.9188555	0.9662302	0.94980955	0.9625322	0.9612069	0.8589508	0.9666056	0.9771276	0.98824483	0.954849	0.98119545	0.9163777	0.89171857	0.9508538	0.9566281	0.968885	0.9674593	0.9876171	0.9407661	0.9383223	0.9920622	0.8941085	0.9723671	0.9396448	0.9950239	0.9227664	0.8774905	0.95984674	0.9213964	0.9812853	0.91374105	0.9679616	0.95017475	0.9732037	0.9497044	0.9469949	0.9882989	0.9379293	0.8802988	0.86143214	0.96281433	0.88477427	0.94592315	0.9136738	0.9670319	0.9419091	0.843998	0.9549536	0.9868775	0.90505975	0.9690346	0.9613917	0.94185305	0.88997394	0.8657429	0.95369357	0.9657892	0.83291703	0.9745363	0.9212342	0.8209707	0.7470608	0.9392854	0.8801776	0.97838783	0.9984869	0.9383865	0.82816327	0.9103763	0.9256753	0.9851159	0.9120885	0.9631269	0.97794574	0.9744594	0.9421275	0.890479	0.9874598	0.939106	0.9332981	0.88889545	0.9604737	0.93140733	0.91887474	0.9645861	0.9776797	0.96105176	0.8721702	0.96085477	0.9540809	0.89776325	0.90789837	0.9518143	0.9134927	0.88026184	0.8861551	0.94803333	0.9102346	0.96873045	0.9640192	0.9092127	0.9910145	0.9161015	0.90668195	0.920828	0.9536017	0.95690024	0.9603991	0.93526345	0.9795467	0.98517144	0.91290396	0.9584044	0.95682114	0.99375075	0.9670726	0.96775585	0.94266844	0.9438242	0.9591131	0.8915752	0.97530764	0.9451239	0.94810927	0.9587667	0.9447254	0.9109123	0.9011932	0.972089	0.95203775	0.88081753	0.9238089	0.97143	0.9174816	0.9260632	0.9043758	0.9499287	0.7334053	0.88573015	0.8829734	0.9792607	0.99054337	0.9438241	0.89928526	0.96841866	0.9406172	0.96546483	0.9558827	0.96352595	0.98399454	0.9423911	0.8668556	0.98102266	0.9640875	0.97154284	0.95485675	0.9615655	0.9688038	0.97522986	0.92727405	0.9776243	0.9947244	0.9760533	0.92616284	0.9401832	0.932963	0.9204449	0.9167336	0.98849994	0.9383728	0.88438046	0.9038693	0.9612756	0.9662362	0.88606584	0.95605004	0.8720968	0.9362708	0.958672	0.9821699	0.97470456	0.9291643	0.9269488	0.94330895	0.9653914	0.94533944	0.9651146	0.93256974	0.92154086	0.9400503	0.9672883	0.7505222	0.97674465	0.935236	0.8988702	0.8592082	0.9143708	0.960861	0.9661717	0.90402764	0.9261517	0.8374705	0.98849136	0.9591118	0.84199333	0.91048473	0.84936875	0.9895279	0.9301295	0.95611054	0.90993	0.96932316	0.94159204	0.9462886	0.96787477	0.90724623	0.9390121	0.90566313	0.9290665	0.9725746	0.9749358	0.9362536	0.9406681	0.953408	0.9437968	0.9909661	0.94760764	0.94877225	0.98843914	0.9423616	0.90645665	0.9545848	0.97043526	0.87747926	0.9669146	0.9461558	0.9262696	0.9691554	0.8925213	0.90325505	0.9900951	0.98090696
AT/name	0.9151046	0.96261907	0.9762116	0.0	0.9455856	0.94810355	0.90574384	0.9894453	0.9513521	0.95568085	0.9840515	0.8435824	0.9863583	0.93805236	0.97905403	0.9530633	0.8833198	0.93157905	0.96676517	0.9683618	0.9595465	0.96168685	0.95342106	0.88642526	0.93934554	0.9478344	0.94622254	0.8693392	0.854139	0.95705324	0.96503854	0.9212481	0.97711045	0.9374216	0.9504327	0.92348665	0.9453082	0.9274585	0.9309789	0.9590145	0.90207803	0.9628755	0.92592317	0.9497047	0.91877335	0.9462042	0.979875	0.88006955	0.88379943	0.9849976	0.99549085	0.96911937	0.86757934	0.9885154	0.9004965	0.9728074	0.9304919	0.91932106	0.92122066	0.979979	0.96373045	0.93705577	0.9599994	0.97744024	0.9652089	0.9894986	0.9659642	0.89269394	0.95092183	0.9618537	0.90050125	0.95919	0.92588574	0.9659299	0.97635376	0.79946685	0.90227777	0.9545692	0.9594243	0.94717205	0.96784115	0.8278712	0.97073084	0.9363139	0.94066787	0.9589996	0.90023977	0.9577354	0.94115776	0.936058	0.80415523	0.9369478	0.9471828	0.9316116	0.9435369	0.9553189	0.8160683	0.81251127	0.863829	0.8271716	0.9612047	0.9365181	0.9588181	0.96896416	0.97482055	0.7889976	0.9805767	0.8372856	0.9426132	0.9085542	0.9449706	0.82978994	0.83651817	0.9156104	0.9454414	0.77502936	0.87904876	0.9360912	0.84422994	0.951191	0.87190914	0.92006755	0.8631197	0.82395923	0.9570435	0.8792703	0.8810993	0.9278798	0.842021	0.9209271	0.93142575	0.93886256	0.957781	0.93629414	0.9082877	0.97709143	0.92998844	0.95460534	0.91541773	0.9666051	0.9384998	0.8717294	0.97915363	0.89972377	0.87579846	0.90651524	0.93721545	0.8335597	0.94694203	0.9364665	0.8385879	0.9440588	0.9600864	0.8726851	0.9500679	0.84727097	0.93509376	0.94327307	0.8714121	0.9905449	0.94673055	0.908805	0.845284	0.86664957	0.9748297	0.8782016	0.8301202	0.94648737	0.90662175	0.82320523	0.8346056	0.9471827	0.9327007	0.8550322	0.9003284	0.9632123	0.6479185	0.8954743	0.82570237	0.9811221	0.8683122	0.9291954	0.8892351	0.90948534	0.9637923	0.8650885	0.97075415	0.65833735	0.9020235	0.9519578	0.93860763	0.9214532	0.93305105	0.9258884	0.95848805	0.9647991	0.96337694	0.95346224	0.89731425	0.96583045	0.92999613	0.891157	0.79503614	0.5587926	0.98574805	0.96942186	0.92133886	0.9537391	0.91930985	0.9531632	0.9789747	0.9567264	0.8356911	0.7309531	0.89950275	0.87657654	0.94044864	0.95533496	0.9234216	0.92537653	0.93096626	0.9861928	0.9691284	0.92047054	0.96313864	0.9585955	0.8903836	0.8809923	0.896094	0.89667535	0.9516594	0.8595731	0.8813999	0.9058477	0.91164124	0.9050777	0.8500842	0.93734217	0.93693817	0.9174222	0.94009393	0.9633122	0.97800255	0.9466499	0.9430889	0.8741408	0.94860214	0.92625153	0.88306224	0.92233753	0.9514661	0.92559105	0.90250456	0.7105766	0.98682714	0.82963896	0.9756356	0.8324061	0.9234533	0.9223372	0.8950375	0.94202113	0.90027106	0.97659284	0.94164854	0.8335279	0.971251	0.94158804	0.9499171	0.9090857	0.86922526	0.9667668	0.9814128	0.8847254	0.9463827	0.7852196	0.98800105	0.9733078	0.92952305	0.9828877	0.92575234	0.5360158	0.8516818	0.963921	0.67163646	0.91467303	0.9432251	0.9166345	0.94637895	0.95185935	0.96213835	0.9233744	0.88750315	0.85637534	0.91223943	0.9321419	0.9288498	0.9682292	0.9316385	0.95257926	0.84703773	0.9565063	0.93638873	0.8468955	0.94458133	0.9226468	0.96837467	0.89104426	0.8930302	0.91076314	0.9384581	0.8666269	0.72094893	0.9129052	0.96232265	0.9661807	0.9353456	0.9544642	0.97289133	0.971432	0.8352625	0.9729011	0.9725071	0.962489	0.97246736	0.71205986	0.8381883	0.93505234	0.96869344	0.88130975	0.8245412	0.8543332	0.9810632	0.9042032	0.8984491	0.9603166	0.95782465	0.9288599	0.88828653	0.88413984	0.9152207	0.93092334	0.84949446	0.8615538	0.94343495	0.96801347	0.9288368	0.87464523	0.9304751	0.9862335	0.8783506	0.94146544	0.9247179	0.89097124	0.9728455	0.8925922	0.8441789	0.88269174	0.90899587	0.8313434	0.88455117	0.8895985	0.89166754	0.8105302	0.88623106	0.9055806	0.8961383	0.8875641	0.9630417	0.9572463	0.95917016	0.94012105	0.94364387	0.8468857
Annemie/name	0.8674303	0.8991722	0.9640398	0.9455856	0.0	0.9777807	0.94933575	0.76585126	0.9126899	0.6649836	0.85267866	0.8323879	0.8934674	0.8961836	0.6703617	0.6736225	0.58835244	0.8733526	0.86295885	0.9635523	0.7352109	0.9013989	0.55742574	0.7242645	0.68091905	0.87733674	0.86221236	0.6264931	0.73525023	0.9450345	0.50727355	0.9646613	0.90486485	0.9889428	0.95197284	0.7245524	0.92466736	0.64030766	0.90968394	0.9448822	0.87132156	0.71381474	0.88093704	0.945847	0.93469024	0.7210436	0.83210343	0.6865462	0.82828057	0.8388699	0.86642957	0.9296647	0.77899987	0.90077144	0.5346204	0.848971	0.88326436	0.9398392	0.73425	0.89195883	0.7193246	0.8075558	0.59203136	0.78625476	0.9592764	0.8741844	0.7310928	0.9059594	0.9777972	0.7681224	0.57071275	0.9489248	0.95194113	0.7259511	0.9069837	0.88906085	0.8922469	0.73743325	0.96339107	0.9208329	0.8777967	0.93453836	0.9748084	0.8986949	0.88325256	0.95711577	0.9715816	0.9462602	0.97814685	0.98860866	0.80678654	0.9166991	0.9523022	0.9339194	0.97861123	0.71638197	0.8966944	0.8963039	0.97573614	0.8850615	0.910918	0.79981863	0.8851711	0.9451128	0.96524173	0.725211	0.94675165	0.8749411	0.9474924	0.8385772	0.83842105	0.9134858	0.93638194	0.89321494	0.9785842	0.9566999	0.8713134	0.9783361	0.92743003	0.6700647	0.96615475	0.9726087	0.78941756	0.9296224	0.8396121	0.965191	0.8457167	0.9720806	0.8940691	0.72304976	0.8536079	0.65944654	0.8888817	0.8917997	0.89907455	0.978861	0.9678643	0.84563607	0.9588205	0.79581004	0.9020612	0.94403344	0.96107185	0.9656436	0.84451735	0.9551006	0.97477406	0.6303626	0.84530056	0.99008733	0.91857433	0.9287428	0.96923745	0.9565005	0.7728882	0.68266696	0.9772324	0.87956786	0.7691919	0.93786424	0.95105565	0.9433192	0.8917546	0.9518577	0.99366516	0.66473395	0.7829608	0.95342195	0.9223536	0.9003508	0.857359	0.8969195	0.97076	0.88605726	0.8604971	0.93378395	0.8949723	0.84905785	0.92306405	0.9595724	0.92217094	0.95226085	0.9633882	0.9532429	0.9753536	0.9578872	0.969658	0.8947222	0.98141724	0.93983537	0.80848074	0.9433936	0.7963674	0.8802078	0.97353023	0.7706407	0.90647846	0.9248078	0.9140444	0.9435964	0.7997429	0.9535314	0.9667464	0.938134	0.89442044	0.63778955	0.92238903	0.9532113	0.9450803	0.9774765	0.9121784	0.93494225	0.86107427	0.92679363	0.8946527	0.93247014	0.9721947	0.92070186	0.9502682	0.9431512	0.9800341	0.96629024	0.96046394	0.9242419	0.9311195	0.87273484	0.92608577	0.70216745	0.96931386	0.9643713	0.8818697	0.9173562	0.8600373	0.9904697	0.8323839	0.93961227	0.8919476	0.6124792	0.56710833	0.94731456	0.9400473	0.9050839	0.9439709	0.92089987	0.9521785	0.8998884	0.9693515	0.97581625	0.9745791	0.90650403	0.9683436	0.97186625	0.9358493	0.80229425	0.86824936	0.9120687	0.9308383	0.9721789	0.9634976	0.897551	0.9166512	0.97498494	0.89950526	0.93940616	0.93346906	0.8087828	0.9699276	0.653715	0.88677555	0.95117843	0.9187772	0.93565655	0.9639104	0.8091608	0.9772236	0.8421316	0.926112	0.951149	0.9166501	0.98194605	0.88667583	0.956164	0.87874204	0.96596265	0.9478029	0.8608823	0.93882304	0.80406845	0.9004293	0.8805717	0.7264595	0.9323147	0.8347062	0.8429287	0.92385685	0.92447937	0.9671924	0.80153286	0.96760225	0.9774736	0.869813	0.973652	0.89701426	0.8853627	0.9260782	0.91407686	0.871202	0.9531227	0.8689945	0.87762845	0.80587184	0.91730535	0.97901237	0.9411904	0.9687256	0.95386946	0.8813556	0.93994504	0.9688471	0.9116991	0.9648997	0.93078816	0.980376	0.9723212	0.91821265	0.81388664	0.93756264	0.96604127	0.85562325	0.93177867	0.7646223	0.90078545	0.68351126	0.9530794	0.95581406	0.87651527	0.8823788	0.9502467	0.91257966	0.97614247	0.8957008	0.96538824	0.9112976	0.88022006	0.9398833	0.8860945	0.96833265	0.9754896	0.98396724	0.9000189	0.9393695	0.9811437	0.9515783	0.8957254	0.80699587	0.9378786	0.982245	0.9518935	0.9137072	0.95560384	0.95327526	0.89969987	0.9031176	0.8423419	0.899754	0.8794408	0.81673634	0.8134671	0.9215665	0.89838326	0.9569887	0.9441542	0.86056745	0.8927971
