	264/num	AT/name	Alma/name	Basten/name	Beiroet/name	Berg/name	Bianchi/name	Blok/name	Boeykens/name	Bram/name	Bryan/name	Bush/name	California/name	Calster/name	Chris/name	Croes/name	Eddy/name	Eerste/name	Ferry/name	Gerard/name	Grosjean/name	Hainan/name	Hewitt/name	Ids/name	Iran/name	Ivic/name	Jansen/name	Kabul/name	Lamine/name	Lily/name	Lord/name	Madonna/name	Marja/name	Merksemse/adj	Michiels/name	Museeuw/name	Nelson/name	Peper/name	Postma/name	Ria/name	Riemer/name	Rijswijk/name	Robert/name	Roets/name	Rosenmöller/name	SP/name	Stravinsky/name	Ten/adv	The/name	Tomislav/name	Van/name	Vietnam/name	Visser/name	Von/name	Wood/name	aan/prep	aangrijpend/adj	acht_baan/noun	achteraf/pp	al/det	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/comp	dat/det	dat/pron	dertig/num	detail/noun	die/det	die/pron	duur_voort/adj	echt/adv	eens/adv	eerste/num	eiland/noun	en/comp	er/noun	eraan/pp	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	haar/det	haar/pron	hem/pron	herkomst/noun	heroïsch/adj	het/adj	hij/pron	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	ieder/det	iedereen/pron	iemand/noun	iets/noun	ik/pron	ingeslagen/adj	inwoner/noun	je/pron	jeugd/noun	jij/pron	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	me/pron	meen/verb	meer/adj	meer/adv	meisje/noun	men/pron	meneer/noun	mens/noun	midden/noun	mij/pron	mijn/det	misschien/adv	moment/noun	mooi/adj	muur/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ogen/fixed	onraad/noun	ons/noun	ons/pron	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	te/comp	tekst/noun	tijd/noun	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	wat/pron	we/pron	weer/adv	weinig/adj	welk/det	wie/pron	word/verb	zal/verb	ze/pron	zelfs/adv	zich/pron	zij/pron	zijn/det	zo/adv	zomer/noun	één/pron
264/num	0.0	0.96676683	0.97404855	0.9787718	0.9718355	0.9727144	0.98590827	0.96056944	0.9752417	0.9725782	0.9350905	0.9755756	0.98066336	0.9558084	0.9915126	0.95291567	0.9753317	0.9425273	0.95545745	0.97631395	0.99112874	0.98526293	0.9868395	0.9710293	0.9709929	0.9677179	0.96801263	0.9766719	0.9665905	0.9803675	0.98156273	0.9469212	0.98362345	0.9535462	0.9548171	0.98570824	0.98458874	0.94720083	0.97629493	0.9909101	0.98395145	0.9544004	0.9696911	0.9677427	0.9796415	0.975788	0.9787774	0.96364474	0.95647585	0.98906356	0.9820458	0.97522306	0.9622522	0.96208197	0.9847282	0.95348585	0.95614654	0.9672073	0.969669	0.96693736	0.96508193	0.9597693	0.96225506	0.9792756	0.97068465	0.98277825	0.8933838	0.9673373	0.9637957	0.97627306	0.93980795	0.97480744	0.9592538	0.97939706	0.97865283	0.9478253	0.95476305	0.9812994	0.96084	0.9835357	0.9577276	0.93137914	0.95767444	0.9627024	0.95212543	0.8863988	0.954577	0.93107176	0.9391722	0.9654325	0.97640467	0.9599191	0.9288735	0.96400887	0.978785	0.9770975	0.97086453	0.9561589	0.97815716	0.9781183	0.9655129	0.97394717	0.9789456	0.9809832	0.93606025	0.9737996	0.9707189	0.96238285	0.968542	0.9785727	0.97867614	0.9762554	0.96686155	0.98399985	0.9638301	0.9679362	0.9713749	0.9680594	0.97861123	0.9533101	0.9745143	0.963002	0.97674084	0.96953285	0.97901523	0.931745	0.97387606	0.9540752	0.98210424	0.9657648	0.93478274	0.98125154	0.98239964	0.97609675	0.9663554	0.9819147	0.9732679	0.9542938	0.97536457	0.9617041	0.9663396	0.9631351	0.96516603	0.9726102	0.9540837	0.9246113	0.93816715	0.96978146	0.96847034	0.9844694	0.9486118	0.9671599	0.9790276	0.9778186	0.97118837	0.96846	0.94472104	0.95355916	0.9503143	0.95317477	0.9691662	0.96879053	0.9844644	0.91809285	0.92007744	0.9634301	0.9264137	0.97241443	0.9779966	0.9540132	0.9549426	0.9581923	0.9880861	0.94453543	0.9686393	0.9515877	0.9703804	0.9729638	0.95640093	0.97514915	0.9755709	0.9643912	0.98072034	0.9853888	0.9444439	0.98468906	0.98102194	0.93164015	0.92141396	0.9823465	0.96006	0.9494746	0.96058464	0.9307462	0.9612431	0.95870656	0.95636654	0.9752866	0.9828104	0.9731594	0.9614349	0.9633804	0.9603701	0.9536445	0.9601042	0.98152316	0.9201203	0.9825292	0.9655579	0.9529945	0.9603893	0.9628478	0.94436336	0.9615908	0.9353822	0.96531254	0.92094195	0.9249442	0.96376806	0.9410862	0.9730811	0.959068	0.9745232	0.97361535	0.96183497	0.9670374
AT/name	0.96676683	0.0	0.95831513	0.9387077	0.9486415	0.94771266	0.92772394	0.9141036	0.9721536	0.96715647	0.9472119	0.91562986	0.9493386	0.9691751	0.9107145	0.91349363	0.9200054	0.95570743	0.92543983	0.9167755	0.91346323	0.9746307	0.95839864	0.92855376	0.93047976	0.93127775	0.93218344	0.95318055	0.95321393	0.95649534	0.95685214	0.92475843	0.95347923	0.98026925	0.9480915	0.9136355	0.9440171	0.8917049	0.93189806	0.93956983	0.97339267	0.9380401	0.9232308	0.97507817	0.89716965	0.929301	0.9606436	0.9233045	0.91402406	0.97439164	0.92712337	0.94299483	0.9478831	0.93454367	0.929672	0.9409408	0.94896144	0.93685293	0.9122507	0.9195518	0.9198521	0.9418143	0.95629287	0.9169376	0.93122613	0.91266024	0.95428956	0.9629083	0.9639759	0.9389508	0.9171692	0.95777094	0.89949054	0.9721304	0.94405735	0.9443932	0.943932	0.94078	0.9125368	0.92491204	0.93489456	0.91023785	0.86463916	0.92245394	0.92412454	0.9448731	0.9355823	0.88125557	0.8939556	0.90549874	0.94744515	0.9225067	0.9564735	0.9693787	0.9196725	0.9327134	0.9501006	0.943046	0.9682017	0.92183137	0.9486978	0.9496696	0.9041119	0.9612309	0.89326566	0.94239014	0.9701324	0.91324973	0.9606756	0.9236195	0.92348266	0.92249954	0.96410066	0.9377788	0.95225716	0.8814882	0.92198807	0.9598725	0.86554074	0.90432155	0.88882184	0.92497325	0.93727994	0.9279215	0.9494682	0.9457494	0.9227064	0.94912004	0.9288593	0.9406186	0.890337	0.96768105	0.9575126	0.92771393	0.95602906	0.9507288	0.93564695	0.8928448	0.918597	0.9323195	0.9548412	0.93603456	0.9489166	0.9325993	0.9203507	0.9391253	0.9172857	0.9413342	0.9103011	0.9141632	0.913069	0.96184915	0.92686856	0.9362168	0.9309635	0.9425217	0.94496787	0.964038	0.92693025	0.9370402	0.92025787	0.9536006	0.9535021	0.92907274	0.9164946	0.9380827	0.9315219	0.91574013	0.9182149	0.9282719	0.8714887	0.96155417	0.94050276	0.9652702	0.92583287	0.9623268	0.9573438	0.9682245	0.945462	0.9370148	0.92622375	0.9520935	0.9574708	0.9390614	0.9631708	0.9375275	0.9351708	0.8696695	0.94269747	0.93813884	0.91491294	0.9153016	0.90888256	0.9550112	0.91278136	0.9156573	0.9300487	0.9334068	0.96600455	0.9564312	0.9427571	0.9899033	0.924788	0.9171459	0.89665157	0.9428985	0.927212	0.9525028	0.93929154	0.9196072	0.94248515	0.8970961	0.9306836	0.91806287	0.8986901	0.9223738	0.9070405	0.872427	0.89903826	0.9235771	0.93871015	0.86637336	0.9072875	0.9158571	0.9559445	0.9483462
Alma/name	0.97404855	0.95831513	0.0	0.9234929	0.9348546	0.9188778	0.9373858	0.95639175	0.9579745	0.9294224	0.94250584	0.9418563	0.94299215	0.9514135	0.91547513	0.93054163	0.90948844	0.95970565	0.93121153	0.8765783	0.9538092	0.97285783	0.92291975	0.9241874	0.9435686	0.94005203	0.8941823	0.95074236	0.91846025	0.89965224	0.9424546	0.89644027	0.9355649	0.9679006	0.92399395	0.9392182	0.92985857	0.9295581	0.9178735	0.86897576	0.9454418	0.9567053	0.9095121	0.9420459	0.9538348	0.94954306	0.8942246	0.9356734	0.9138063	0.94016963	0.92432946	0.9238195	0.9202069	0.90089476	0.87593985	0.9120205	0.8890063	0.9752272	0.9283744	0.9092785	0.9054817	0.9084358	0.9427149	0.8803768	0.9250421	0.90857685	0.9360878	0.93182045	0.9306896	0.9070699	0.93086153	0.9297594	0.930651	0.95906764	0.9168263	0.9140214	0.89921546	0.9286392	0.9410856	0.91791826	0.9279182	0.9149295	0.9435548	0.92474174	0.8875448	0.9626679	0.9055807	0.90201724	0.87401056	0.9353943	0.9396989	0.92658955	0.94256747	0.939141	0.8870495	0.9517129	0.91665536	0.93661505	0.96374375	0.9165054	0.92243826	0.94150966	0.9281672	0.95276463	0.9407946	0.9213007	0.95438343	0.9167592	0.92273515	0.8299595	0.8601059	0.88011944	0.9456911	0.9196741	0.94507915	0.8642657	0.89487016	0.92502564	0.9251587	0.9268522	0.90489066	0.91621226	0.937676	0.8943825	0.93172187	0.9280504	0.8851997	0.9238326	0.89506376	0.9112454	0.9087556	0.9177578	0.93019474	0.9284246	0.90179783	0.94675535	0.9589663	0.8950371	0.9035808	0.9113239	0.9457955	0.92670655	0.90965897	0.91223776	0.9549056	0.9255365	0.9356609	0.89035755	0.91074777	0.92161745	0.93700236	0.9323958	0.90383154	0.85197765	0.934183	0.9544204	0.8997599	0.91727644	0.94701135	0.9392418	0.9394898	0.9652548	0.95899135	0.9445336	0.93797255	0.9473237	0.94759154	0.9182049	0.9254361	0.8770844	0.88158333	0.9260322	0.9504963	0.93512064	0.9326741	0.9164678	0.9401084	0.9515974	0.9268382	0.92962766	0.86287427	0.9143909	0.91319126	0.906681	0.89667225	0.9030269	0.96193194	0.89841807	0.9042205	0.94561625	0.9185593	0.93399084	0.9054457	0.8831273	0.9156354	0.90524334	0.9451537	0.9483529	0.96126497	0.947227	0.92610323	0.97096723	0.9356716	0.8865554	0.9056157	0.9290134	0.94126725	0.8921282	0.93121	0.910651	0.92217934	0.9174449	0.91714984	0.9149742	0.9125741	0.89956295	0.9008813	0.93220675	0.8704259	0.8938464	0.9257087	0.8762051	0.846371	0.9053867	0.9243379	0.8963202
Basten/name	0.9787718	0.9387077	0.9234929	0.0	0.96470064	0.8855406	0.9277195	0.9213514	0.94713634	0.8695896	0.9004537	0.88501775	0.9645066	0.94026786	0.9087846	0.93665695	0.8912289	0.9465657	0.8913384	0.8831851	0.9144545	0.97958285	0.90190494	0.9059878	0.9529499	0.8885164	0.8750898	0.9597315	0.91946	0.9131182	0.92908186	0.8857854	0.93253136	0.9553701	0.9336572	0.84889793	0.87903464	0.9145438	0.8817252	0.91610897	0.9399972	0.96073943	0.89064103	0.9491281	0.89759403	0.92222023	0.91804653	0.9490688	0.9412646	0.92208874	0.8566186	0.9336091	0.88439566	0.9162464	0.93959284	0.9220485	0.94235414	0.943294	0.8865765	0.8666345	0.90615356	0.90330714	0.9255936	0.84074134	0.8722379	0.88203734	0.88828015	0.9047386	0.947464	0.9242704	0.9084537	0.90815115	0.9201442	0.9692574	0.87634903	0.9116864	0.9280584	0.93965185	0.89843124	0.92018896	0.92894447	0.9381995	0.89705956	0.88938445	0.91359496	0.94187015	0.93060076	0.83978003	0.8497274	0.8639124	0.9160298	0.9113467	0.9066019	0.94128555	0.8513142	0.9319282	0.9485714	0.9363232	0.96410626	0.9379115	0.9121401	0.91900015	0.93389887	0.9599616	0.9285258	0.91675043	0.90269303	0.9318417	0.9119911	0.85416865	0.8589858	0.837738	0.945358	0.91049165	0.92780244	0.78509265	0.8766569	0.9614777	0.921198	0.87142587	0.86884445	0.85410625	0.89644	0.8377777	0.952892	0.95659506	0.85699624	0.89879835	0.86159307	0.892709	0.88647807	0.93747616	0.9535002	0.8932596	0.9221262	0.94048727	0.90424913	0.90062827	0.87339133	0.89278173	0.9013335	0.8994984	0.91159266	0.8605024	0.9369468	0.90585434	0.93621653	0.9054028	0.89649993	0.8846347	0.89139414	0.94518083	0.8541713	0.86033654	0.8601739	0.8911146	0.8942394	0.9191497	0.91268444	0.9062649	0.91034406	0.9381403	0.91231316	0.92665654	0.9421613	0.9482773	0.9343602	0.8837994	0.8892107	0.8631608	0.89694315	0.920405	0.9089521	0.94544864	0.9077568	0.9232793	0.9625156	0.94989103	0.92862445	0.8717326	0.8927593	0.91439086	0.9233203	0.89112616	0.9419537	0.87749815	0.96604276	0.8578247	0.9346066	0.92068136	0.87574846	0.9245863	0.90372	0.92270064	0.8640316	0.8957311	0.94230837	0.91175294	0.9699656	0.94980645	0.96157974	0.9729066	0.9214692	0.8829653	0.9124248	0.9160671	0.917701	0.90944904	0.9351394	0.89399725	0.89407116	0.8790103	0.895816	0.89356434	0.90783656	0.8824989	0.912393	0.9079239	0.8527091	0.8834168	0.91726214	0.8490781	0.8308408	0.87952715	0.92385715	0.8808891
Beiroet/name	0.9718355	0.9486415	0.9348546	0.96470064	0.0	0.94512933	0.91648656	0.92463726	0.95962936	0.9558299	0.92123336	0.8320019	0.9399775	0.97310114	0.95076996	0.95853436	0.9548592	0.8921256	0.9619227	0.9329638	0.9599761	0.9177574	0.9450668	0.939496	0.76285994	0.9571655	0.9436448	0.76973224	0.9337537	0.9607415	0.89790386	0.93130195	0.95649064	0.95762604	0.95370364	0.94271123	0.90314186	0.93122816	0.9383762	0.9272932	0.95593286	0.91705674	0.9105733	0.9719915	0.9391737	0.9437591	0.94895285	0.8909976	0.94811773	0.95684373	0.9824017	0.8482665	0.9367224	0.92856634	0.9474893	0.9020286	0.9379592	0.94921094	0.90782046	0.93990654	0.92605555	0.93669	0.938438	0.8748815	0.89900756	0.925161	0.9405134	0.95208204	0.9374011	0.9279427	0.9209545	0.90204394	0.937648	0.95317215	0.9354471	0.9385407	0.9431019	0.9018017	0.9326987	0.92019486	0.8837578	0.90133095	0.9185929	0.9478644	0.9021985	0.8951171	0.93080187	0.9099882	0.8314384	0.88553035	0.94139695	0.9594009	0.9435699	0.851493	0.94172305	0.9710083	0.9259026	0.9385102	0.9546625	0.92455727	0.94249654	0.91945416	0.8791779	0.9788164	0.77498364	0.9548651	0.9829552	0.9449911	0.9535072	0.89878964	0.9187724	0.90899366	0.9236796	0.92095095	0.96133935	0.89546293	0.9213046	0.9591691	0.9425178	0.91175014	0.93580943	0.94602495	0.930918	0.9430039	0.95057666	0.85637736	0.94361675	0.9061094	0.94898635	0.9081731	0.9386641	0.94461447	0.9300203	0.8923582	0.9119267	0.91976094	0.9098042	0.90102714	0.9311107	0.91586614	0.95505667	0.94878995	0.91575944	0.94396883	0.90742075	0.9390273	0.9408085	0.9130883	0.9168801	0.94059247	0.9179677	0.9123548	0.95090425	0.9386799	0.9433475	0.93565553	0.95066684	0.89629126	0.9138931	0.9321363	0.9266215	0.9342782	0.95916146	0.92680573	0.91708106	0.9458678	0.9607686	0.902939	0.93128335	0.89804095	0.9236328	0.9177486	0.940892	0.9263889	0.9327931	0.9479153	0.9235799	0.96449566	0.87893236	0.86411345	0.9161926	0.8416101	0.9446069	0.96732736	0.94092846	0.92881185	0.9441857	0.8781801	0.90578735	0.920769	0.8495976	0.91608137	0.9467917	0.8897213	0.91765004	0.9515718	0.88063484	0.90346813	0.9635326	0.96301055	0.88776076	0.9296028	0.9440793	0.9143311	0.89528936	0.92477936	0.90939647	0.90042895	0.9542332	0.9295864	0.95811695	0.93250734	0.9126424	0.9392842	0.91864944	0.90844834	0.8417771	0.86710256	0.8892892	0.90732765	0.9025542	0.85918057	0.8949601	0.91851753	0.9178292	0.90442693
Berg/name	0.9727144	0.94771266	0.9188778	0.8855406	0.94512933	0.0	0.91219664	0.92884004	0.93505377	0.866047	0.8973394	0.9029917	0.9229325	0.925254	0.8256883	0.927167	0.85609543	0.9071957	0.88554335	0.83402896	0.95218396	0.97747993	0.92161435	0.93350434	0.89544857	0.9599933	0.8472329	0.9222092	0.9241098	0.9465529	0.92149043	0.88862354	0.9418796	0.9481733	0.85257244	0.90604305	0.87792474	0.8952143	0.89911836	0.8581618	0.9545977	0.9197129	0.8151363	0.93573534	0.9158846	0.93685603	0.8932946	0.92855036	0.87751377	0.9636647	0.8139611	0.92062026	0.8749382	0.8783798	0.9062888	0.893041	0.91213465	0.9522382	0.9101245	0.88349867	0.8878005	0.88859254	0.91023093	0.8191268	0.88223016	0.89111614	0.8879286	0.9424687	0.94063956	0.9111972	0.92366385	0.9030378	0.9386725	0.9578357	0.8890549	0.91206855	0.87528944	0.9175959	0.92715085	0.9381703	0.92078644	0.89946324	0.9274153	0.9372639	0.8867023	0.9097991	0.86791843	0.8876057	0.81017184	0.87833714	0.9330656	0.9114317	0.9000716	0.8876886	0.89719635	0.9519476	0.9136505	0.92157453	0.96890694	0.9016117	0.9168321	0.9393786	0.8806438	0.9709422	0.90571475	0.937906	0.96387255	0.93170375	0.9303129	0.87034047	0.87616134	0.85042965	0.9182978	0.93620604	0.93040895	0.8161469	0.8960508	0.97206676	0.95404446	0.8866377	0.9107318	0.887231	0.92042094	0.8865117	0.96588755	0.9260698	0.9130708	0.8804619	0.8996796	0.896374	0.9256123	0.9081798	0.948379	0.9263967	0.8859331	0.9332437	0.91635805	0.87671375	0.89373755	0.9049611	0.92531675	0.91045886	0.8799472	0.91234314	0.8926112	0.92882615	0.9175181	0.8994005	0.90644896	0.8652388	0.9266275	0.9148789	0.9033457	0.9179797	0.9013046	0.91043264	0.90508866	0.90608263	0.8910166	0.9349102	0.8972823	0.9369118	0.91276455	0.91900486	0.9413639	0.9322036	0.94784415	0.88377005	0.918612	0.83109903	0.8914676	0.88516253	0.89183915	0.9280286	0.9225666	0.8851154	0.97997206	0.9778208	0.88124627	0.86675113	0.8706664	0.9152181	0.910873	0.9432181	0.901119	0.8778666	0.96467334	0.88450474	0.88514113	0.92693406	0.8840503	0.959885	0.9119882	0.8787038	0.87389845	0.9207073	0.9291251	0.91207814	0.9536217	0.95252603	0.9327193	0.96991545	0.9017543	0.8710766	0.8754242	0.9024564	0.9164535	0.8730689	0.9663453	0.900822	0.93162453	0.9153378	0.8970076	0.8970448	0.9091572	0.8736455	0.87463725	0.92496973	0.87927353	0.8819311	0.9123915	0.86283326	0.859486	0.8880765	0.90744996	0.8507865
Bianchi/name	0.98590827	0.92772394	0.9373858	0.9277195	0.91648656	0.91219664	0.0	0.9472213	0.9812536	0.9458404	0.9455942	0.9239709	0.95282227	0.924789	0.95420474	0.9084741	0.9503105	0.9518483	0.961657	0.95257175	0.8967295	0.94631034	0.92430776	0.9044363	0.9363619	0.90409476	0.945216	0.9523251	0.9420685	0.940124	0.9431288	0.95245177	0.9556918	0.94522744	0.92229617	0.91906154	0.9670377	0.92892534	0.9091292	0.9495508	0.9518909	0.9719577	0.9570898	0.95416987	0.9421343	0.956159	0.97991526	0.9592362	0.9835917	0.91890764	0.94405377	0.94635874	0.93892604	0.9155644	0.95174813	0.9435997	0.9128275	0.93272185	0.9264444	0.92847985	0.94305956	0.9422754	0.9473241	0.9155387	0.93838185	0.89848197	0.9496334	0.9561378	0.9158553	0.962779	0.9541447	0.9385894	0.939558	0.9582977	0.94897544	0.9489608	0.9539962	0.92732036	0.94824636	0.95500064	0.9702754	0.9531234	0.870945	0.9264415	0.9142612	0.9614208	0.9309109	0.8869158	0.9079466	0.922375	0.9572826	0.9467918	0.9123353	0.9583102	0.93382186	0.9305714	0.9491165	0.9285647	0.9735328	0.9466664	0.9509164	0.95805484	0.90704685	0.95171	0.9104649	0.9329936	0.950482	0.933697	0.9742941	0.93098783	0.93602145	0.914791	0.96041036	0.94005495	0.97186875	0.9025137	0.9304628	0.969243	0.92278254	0.93432474	0.91495067	0.9440629	0.94543225	0.8952514	0.959322	0.98174405	0.91636544	0.94640946	0.93699795	0.9448254	0.9254359	0.9539234	0.9229465	0.9473578	0.96209306	0.95562375	0.9423162	0.9488901	0.9383942	0.9518087	0.9486182	0.9329469	0.9594869	0.92424625	0.9404754	0.94184124	0.9329071	0.9508515	0.907391	0.92837465	0.93835723	0.96681005	0.9035475	0.9286932	0.9336638	0.9381167	0.9263049	0.95774883	0.89806455	0.9193419	0.9373152	0.9447156	0.96064335	0.91178083	0.9602044	0.945351	0.94678116	0.93459654	0.9377143	0.957655	0.9271111	0.96522075	0.9397519	0.9550552	0.93434274	0.9522107	0.9428639	0.95800114	0.9469013	0.94062173	0.9438618	0.93298715	0.9505654	0.93941146	0.9603997	0.941916	0.94226813	0.902783	0.95481026	0.95924526	0.927585	0.9435299	0.94871914	0.8995809	0.93668115	0.9189431	0.9390094	0.9386523	0.95450354	0.9745195	0.9575711	0.9525568	0.95148003	0.9366558	0.9241449	0.9301136	0.8972265	0.95035636	0.9310586	0.94265705	0.9519368	0.8770808	0.9058578	0.9113579	0.9314224	0.9348635	0.93840814	0.91749334	0.9108092	0.94826174	0.9388563	0.8913628	0.92536694	0.9228963	0.9413992	0.946422
Blok/name	0.96056944	0.9141036	0.95639175	0.9213514	0.92463726	0.92884004	0.9472213	0.0	0.9859648	0.9318326	0.9536238	0.76304334	0.9622645	0.9615722	0.9041468	0.9294915	0.8579702	0.8945844	0.9112756	0.8936875	0.9616298	0.98236686	0.9211131	0.94570684	0.8385722	0.933847	0.89971316	0.92572916	0.8844832	0.9605924	0.91275567	0.9008893	0.95593756	0.9656111	0.9161575	0.90644914	0.9226812	0.8463969	0.9222721	0.92852104	0.98276484	0.94800955	0.9001717	0.9638718	0.8533245	0.6882908	0.9410492	0.89192027	0.9335537	0.9431479	0.91950876	0.90795445	0.9151236	0.90936273	0.9461635	0.91140604	0.94439685	0.9672077	0.84442544	0.8493713	0.83837616	0.81694275	0.89441735	0.8239728	0.8593552	0.8519	0.89414304	0.94362366	0.92229915	0.9496616	0.8247384	0.8638637	0.86455137	0.981323	0.92926174	0.88286304	0.929874	0.8809393	0.85646015	0.86838114	0.9287502	0.8902836	0.8395038	0.8350832	0.834121	0.8963028	0.90951186	0.79786956	0.81108224	0.8153468	0.9071883	0.88641196	0.93781054	0.9217101	0.8496486	0.91104966	0.9150531	0.85879904	0.9379524	0.90675056	0.90947574	0.8994406	0.89053863	0.9522898	0.85323423	0.9160145	0.9662804	0.9227668	0.91636145	0.83486015	0.8457082	0.8238119	0.93574727	0.9130572	0.9028855	0.812199	0.87701005	0.94105417	0.8870505	0.86393356	0.8380447	0.85059774	0.905897	0.8993505	0.9420055	0.8823022	0.8779399	0.8710399	0.9028296	0.9006108	0.85777646	0.9248174	0.93616396	0.71667135	0.9324879	0.85100484	0.89851934	0.85152847	0.8738511	0.88598293	0.92248434	0.8694986	0.9066482	0.8710113	0.8092647	0.8715795	0.89859813	0.9129837	0.8101337	0.88838935	0.8884565	0.9028157	0.84382963	0.90165997	0.8656726	0.9139082	0.9243832	0.8989782	0.8317449	0.8759863	0.8806577	0.8978647	0.8982306	0.90051997	0.88091165	0.90614885	0.96388775	0.85778743	0.83643633	0.87789094	0.8435124	0.9050448	0.7981654	0.90950924	0.8822525	0.91572654	0.9605591	0.9873003	0.91010314	0.72216177	0.932515	0.85677105	0.90257555	0.93250316	0.9186905	0.9040688	0.9582982	0.7792722	0.8531388	0.9225421	0.8859692	0.9285649	0.87071764	0.9081746	0.848823	0.86799836	0.9185436	0.84819466	0.9496399	0.9837774	0.9303822	0.97363126	0.9438861	0.8289292	0.845589	0.85613114	0.87700534	0.8695376	0.9549813	0.8942466	0.8723228	0.8762238	0.89022094	0.86218065	0.843307	0.86324644	0.82472825	0.8057508	0.8180455	0.78501284	0.84523755	0.7626162	0.8190008	0.8461343	0.8900616	0.8965925
Boeykens/name	0.9752417	0.9721536	0.9579745	0.94713634	0.95962936	0.93505377	0.9812536	0.9859648	0.0	0.93439484	0.9287988	0.96930546	0.9763928	0.88646674	0.9218421	0.96128154	0.89756066	0.98781526	0.944683	0.93390536	0.9259388	0.97553825	0.9469515	0.9433288	0.98356307	0.9652885	0.91952616	0.97928405	0.962325	0.9396354	0.9940721	0.94877404	0.91988456	0.9518065	0.89516026	0.9317228	0.9484271	0.95530796	0.9620056	0.9502318	0.9551651	0.9647302	0.9545024	0.9193001	0.9773063	0.97409016	0.9314174	0.9423883	0.9531841	0.9516982	0.84417224	0.9732649	0.94250894	0.9737373	0.94550526	0.95319027	0.94874394	0.97588354	0.9601626	0.9717497	0.9585829	0.98312336	0.98572135	0.9258301	0.96656	0.9580953	0.9633477	0.9637689	0.96943253	0.985795	0.9800048	0.9787343	0.9759274	0.9251431	0.95398366	0.9810972	0.90026563	0.96002114	0.95969963	0.97757053	0.9711511	0.9765079	0.9629388	0.9780656	0.9577725	0.9691584	0.9566878	0.9317089	0.9453308	0.9593454	0.97941905	0.9679015	0.92366326	0.98193073	0.9534599	0.9569829	0.9755827	0.9754196	0.9940732	0.9547481	0.9422858	0.9405095	0.9567961	0.9599098	0.9595346	0.9643194	0.97758734	0.9710829	0.9702864	0.93628234	0.93584895	0.9250845	0.9886822	0.9486083	0.9658966	0.915636	0.965448	0.99378175	0.9611653	0.95277494	0.9493117	0.9497791	0.96243125	0.9192942	0.9857283	0.9679984	0.95927215	0.94580096	0.96045786	0.95577455	0.94432664	0.96996224	0.9540577	0.9742487	0.9460437	0.9795073	0.9598875	0.9658303	0.96799636	0.95770806	0.98898065	0.98173726	0.96241987	0.94744784	0.97366935	0.9702916	0.9765529	0.9594508	0.97743344	0.9680781	0.96453935	0.98267955	0.9574719	0.93445027	0.9793787	0.96975553	0.93514633	0.95752525	0.9510051	0.9693198	0.97985405	0.9896321	0.96326786	0.96151173	0.98108715	0.96999437	0.96726763	0.945426	0.9483033	0.94450545	0.96616995	0.9469907	0.9774036	0.9802058	0.95280355	0.9701146	0.96874326	0.9638988	0.97534126	0.9771531	0.9270163	0.97152054	0.9867573	0.9829619	0.93850386	0.9655336	0.9776258	0.93762857	0.9595969	0.9609029	0.9186148	0.98115784	0.9472461	0.96051013	0.96159863	0.97060627	0.9564031	0.9730292	0.96342885	0.99132293	0.9760078	0.99028146	0.96250594	0.9546335	0.9573122	0.96676785	0.9525851	0.9385265	0.95274633	0.9584826	0.98128355	0.9303485	0.9313203	0.9732661	0.9683361	0.95365644	0.9417133	0.96108365	0.92817134	0.97812515	0.98033243	0.94196576	0.93978083	0.9637006	0.9471579	0.94742054
