	,/name	1892/noun	1980/noun	1990/noun	1992/noun	20/noun	200/num	25/num	264/num	30/num	5-1/num	5/name	80/num	A./name	AT/name	Albert/name	Alma/name	Amerikaan/noun	Amsterdams/adj	Australië/name	Basten/name	Beiroet/name	Berg/name	Bianchi/name	Biarritz/name	Blok/name	Boeykens/name	Bram/name	Bryan/name	Bush/name	California/name	Calster/name	Chris/name	Close/name	Commando/name	Commissie/name	Croes/name	Cup/name	Davis/name	De/name	Debussy/name	Defensie/name	Den/name	Dewael/name	Eddy/name	Eerste/name	Engeland/name	Europeaan/noun	F./name	Ferry/name	Fons/name	Fraechem/name	Franstalig/adj	Geel/name	Gerard/name	Grosjean/name	Guido/name	Hainan/name	Heemstede/name	Heist/name	Hewitt/name	Ibrahimovic/name	Ids/name	Inter/name	Iran/name	Ivic/name	Jansen/name	Jefferson/name	Jeroen/name	Jezus/name	Joost/name	Kaai/name	Kabul/name	Lamine/name	Lazio/name	Lily/name	Liverpool/name	Lord/name	MKZ_crisis/noun	Madonna/name	Marja/name	Merksemse/adj	Michiels/name	Museeuw/name	Nationaal/name	Nederlands/adj	Nelson/name	Nihoul/name	Orange/name	Patrick/name	Peper/name	Postma/name	Ria/name	Riemer/name	Rijswijk/name	Robert/name	Roets/name	Rome/name	Rosenmöller/name	SP/name	Sauwens/name	Sint-Andries/name	Stravinsky/name	Sylvie/name	Ten/adv	The/name	To/name	Tomislav/name	Trouw/name	VLD/name	Van/name	Velde/name	Vietnam/name	Visser/name	Von/name	Wereldoorlog/name	Williams/name	Wood/name	aan/part	aan/prep	aangrijpend/adj	aanrijding/noun	absurdistische/adj	acht_baan/noun	achter/prep	achteraf/pp	achterpoot/noun	afgebroken/adj	agent/noun	al/adv	al/det	alle/det	alleen/adj	alleen/adv	alles/noun	als/comp	als/prep	alsof/comp	altijd/adv	amper/adv	ander/adj	anders/adj	artikel/noun	arts/noun	atlete/noun	atmosfeer/noun	auto/noun	baby/noun	bal/noun	band/noun	bar/noun	begin/noun	begin_periode/noun	begrafenis/noun	beide/det	belangrijk/adj	belast/adj	ben/verb	bepaald/adj	bestaan/noun	betref/verb	betrokken/adj	bevolking/noun	bewindsman/noun	bij/prep	binnen/adv	bitter/adj	bladzij/noun	blijf/adj	blijf/verb	bloed_heet/adj	boek/noun	bom/noun	boom/noun	brief/noun	café_bezoeker/noun	cardioloog/noun	carrière/noun	cd/noun	club/noun	collectief/noun	commentaar/noun	commotie/noun	communistisch/adj	concert/noun	context/noun	correct/adj	daaraan/pp	daarnaast/pp	dag/noun	dagelijks/adj	dan/adv	dat/comp	dat/det	dat/noun	dat/pron	de/det	de/noun	demonstreer/verb	der/name	dertig/num	destijds/adv	detail/noun	deze/det	dicht/adj	die/det	die/pron	dien/verb	ding/noun	dit/det	documentaire/noun	doe/verb	doelpunt/noun	door/prep	drie/num	duizenden/noun	duur_voort/adj	echt/adj	echt/adv	echter/adv	een/det	eenmaal/noun	eens/adv	eerder/adj	eerste/num	eigen/adj	eigenlijk/adj	eiland/noun	elk/det	en/comp	en/vg	engagement/noun	enig/adj	enkel/det	enorm/adj	er/adv	er/noun	eraan/pp	erop/pp	erotisch/adj	ervaring/noun	ervoor/pp	evenement/noun	failliet/adj	familie/noun	feit/noun	foto/noun	ga/verb	ga_over/verb	gat/noun	gebeur/verb	gebeuren/noun	gebruik/fixed	geen/det	geleden/adj	gelukkig/adj	gematigd/adj	gemeenschap/noun	gemengd/adj	gespannen/adj	gesprek/noun	gevangenis/noun	gevel/noun	gevoel/noun	geweeklaag/noun	gewoon/adj	geworden/adj	gezicht/noun	gisteren/adv	gitzwart/adj	goed/adj	goed/noun	gooi_weg/verb	gozer/noun	graag/adv	grap/noun	gras/noun	groep/noun	groot/adj	haar/det	haar/pron	hand/noun	heb/verb	heel/adj	helemaal/adv	hem/pron	herberg/verb	herkomst/noun	heroïsch/adj	het/adj	het/det	hij/pron	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	hoofdpersoon/noun	hoog/adj	houten/adj	huis/noun	hun/det	ieder/det	iedereen/pron	iemand/noun	iets/noun	ik/pron	immers/adv	in/fixed	in/prep	inderdaad/adv	ingeslagen/adj	internationaal/adj	intussen/adv	inwoner/noun	jaar/noun	je/pron	jeugd/noun	jij/pron	jong/adj	jongeman/noun	jongen/noun	jongere/noun	juist/adv	junior/adv	kampioen_bal/noun	kan/verb	kapitein/noun	kardinaal/noun	kast/noun	ken/verb	kerkelijk/adj	kerst_avond/noun	kiezer/noun	kind/noun	klant/noun	klassieker/noun	klein/adj	kom/verb	kom_aan/verb	komedie/noun	koop/verb	krampachtig/adj	krant/noun	krijg/verb	kunst/noun	kunstenares/noun	kwaad/noun	laat/adj	laat/verb	land/noun	landing/noun	lang/adj	lang/comp	leeg/adj	leider/noun	levendig/adj	lezer/noun	lidstaat/noun	lief/adj	liefst/adj	links/adj	lof/noun	loop/verb	lui/adj	luister/verb	maak/verb	maak_mee/verb	maand/noun	maar/adv	maar/comp	maar/vg	macht_overdracht/noun	magie/noun	man/noun	manier/noun	me/pron	medicijn/noun	meen/verb	meer/adj	meer/adv	meer/det	meest/adj	meestal/adv	meisje/noun	men/pron	meneer/noun	mens/noun	mentor/noun	met/prep	mevrouw/noun	midden/noun	mij/pron	mijn/det	min/adj	minuut/noun	misschien/adv	moet/verb	moment/noun	mooi/adj	muur/noun	muziek/noun	na/prep	na_maak/noun	naam/noun	naar/prep	naast/prep	nadat/comp	natuurlijk/adj	neem/verb	net/adj	netjes/adj	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	nu/adv	nummer/noun	o/d/name	ode/noun	of/vg	ogen/fixed	om/comp	onder/fixed	onder/prep	onpersoonlijk/adj	onraad/noun	ons/det	ons/noun	ons/pron	ooit/adv	ook/adv	oor/noun	op/prep	opkomst/noun	oprisping/noun	oud/adj	over/part	over/prep	overal/adv	pakket_DIM/noun	partij/noun	partij_genoot/noun	passage/noun	perfect/adj	periode/noun	personage/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaatselijk/adj	plaquette/noun	plek/noun	politicus/noun	politiek/adj	privaat/adj	procédé/noun	producer/noun	protestants/adj	pub/noun	recht/noun	redactioneel/adj	regeling/noun	regering/noun	riek/verb	rij/verb	rond/prep	ronde/noun	rustig/adj	sarcastisch/adj	satire/noun	schilder/verb	schilderij/noun	schildering/noun	schoonheid/noun	schrijf/verb	seizoen/noun	september/noun	slachtoffer/noun	slecht/adj	slim/adj	slotte/adv	song/noun	speel/verb	speler/noun	sta/verb	staal_industrie/noun	stad/noun	start/noun	steeds/adv	stel_voor/verb	stem/noun	sterk/adj	stijlvol/adj	storm/noun	strijd/noun	studie/noun	t/noun	tamelijk/adj	te/adv	te/comp	technicus/noun	tegen/prep	tekening/noun	tekst/noun	ten/prep	thuis/adv	tien/num	tijd/noun	tijdelijk/adj	toch/adv	toegang_weg/noun	toekomst/noun	toen/adv	toen/comp	tot/comp	tot/prep	trek/verb	trek_uit/verb	tussen/prep	tv_kijker/noun	twee/num	tweedelige/adj	u/pron	uit/part	uit/prep	uitbater/noun	uitgeroepen/adj	uitspraak/noun	uur/noun	vaak/adj	vader/noun	van/name	van/prep	vandaag/adv	vast/adj	veel/adj	veel/det	veld_slag/noun	vele/adj	ver/adj	verbinding/noun	verdedig/verb	verdediging/noun	verhaal/noun	verklaar/verb	verleden/noun	verrot/adj	versregel/noun	verstek/noun	vervallen/adj	verwacht/verb	verwijs/verb	vier/num	vind/verb	visser_dorp/noun	vliegveld/noun	volg/adj	voor/comp	voor/prep	voor_woord/noun	vooral/adv	voorbij/adj	voorlichting/noun	voornaam/noun	voornamelijk/adv	voorstel/noun	voorts/adv	voorzitter/noun	vorig/adj	vraag/noun	vraag/verb	vracht_wagen/noun	vrijzinnig/adj	vroeg/adj	vroeger/adv	vrouw/noun	waar/adv	waaraan/pp	waarde/noun	waarin/pp	waarop/pp	wanneer/adv	want/vg	wat/adv	wat/pron	we/pron	weer/adv	weer/noun	weet/verb	weg/noun	weg/part	weinig/adj	weleer/adv	welk/det	wellicht/adv	werk/noun	werk_dag/noun	wie/pron	wij/pron	wil/verb	winkel/noun	winkel_centrum/noun	woon/verb	woord/noun	word/verb	zal/verb	ze/pron	zeer/adv	zeg/verb	zelfs/adv	zelfstandigheid/noun	zeventig/num	zich/pron	zie/verb	zij/pron	zijn/det	zin/noun	zit/verb	zo'n/det	zo/adv	zo/comp	zoals/comp	zoek/verb	zomer/noun	zonder/prep	zorg/verb	zover/comp	zowel/adv	zuidelijk/adj	zuiver/adj	zwart/adj	één/pron
,/name	0.0	0.94631857	0.91975534	0.8654183	0.85460645	0.89273244	0.99548805	0.93354046	0.98276436	0.96400595	0.9207694	0.77077127	0.91615295	0.84555614	0.929019	0.83346176	0.9567465	0.84289074	0.91165745	0.9555334	0.897548	0.9705807	0.7171751	0.96341187	0.98157763	0.98549634	0.90821654	0.86683047	0.79267246	0.8652859	0.63518137	0.91657645	0.712511	0.5702852	0.9092422	0.9665905	0.9688136	0.94929695	0.77276355	0.8505083	0.8396816	0.87881714	0.86101437	0.94721854	0.88187885	0.97367513	0.8606458	0.98141897	0.7992622	0.9079264	0.90879726	0.9483209	0.94631255	0.922627	0.80767375	0.98781407	0.8975268	0.9878227	0.8778442	0.86824036	0.96113575	0.9515955	0.9856642	0.97120637	0.96816653	0.9901571	0.9012068	0.7423159	0.8307902	0.7553363	0.75454676	0.93540525	0.937229	0.95692766	0.9904279	0.8225051	0.91301787	0.6127373	0.9487201	0.74663746	0.8589862	0.9875608	0.8971254	0.8879982	0.7719177	0.94491535	0.7986444	0.8710593	0.8789193	0.8969868	0.955976	0.9786225	0.88294125	0.9121045	0.9596619	0.631467	0.9475993	0.950488	0.90645885	0.95892984	0.9818934	0.9715235	0.7176725	0.8537332	0.9775267	0.44561136	0.46493155	0.9934662	0.84130025	0.9635626	0.8562495	0.8907397	0.8937038	0.8424814	0.8615297	0.9740543	0.79722345	0.67835194	0.9772178	0.94977313	0.90350425	0.99403423	0.9021313	0.9957851	0.97407657	0.95609665	1.0	0.98158586	0.94814754	0.9923187	0.9811867	0.98088896	0.97849226	0.9447102	0.9868527	0.980705	0.82322615	0.9415448	0.95145637	0.95275986	0.98752207	0.97899806	0.817472	0.9800936	0.94537276	0.99960464	0.99710464	0.9267689	0.99436396	0.7775056	0.96112514	0.979146	0.96039397	0.9425293	0.99557376	0.97777647	0.9715074	0.97820455	0.9670785	0.90358406	0.95770156	0.9789599	0.99107707	0.9292859	0.9853517	0.9773166	0.91165155	0.8744223	0.9972369	0.9827992	0.8744137	0.787111	0.94581807	0.96136785	0.8947245	0.97953975	0.8838361	0.94875187	0.7289822	0.9975312	0.96862286	0.86022085	0.94310164	0.97352016	0.83342266	0.9732332	0.9602362	0.97934693	0.94982356	0.9946179	0.9697266	0.9950149	0.96133643	0.99001795	0.9625265	0.9355571	0.9820367	0.9335967	0.90852803	0.7912597	0.9498709	0.86309665	0.93826675	0.9601472	0.960856	0.9776606	0.94472814	0.9086822	0.97999376	0.977504	0.76335406	0.9851163	0.9570302	0.8922917	0.9962198	0.97608715	0.940693	0.9781191	0.9763376	0.9900878	0.9700411	0.9725053	0.9640895	0.93340486	0.9809225	0.97720844	0.975972	0.9650419	0.9868658	0.95616585	0.81778514	0.97237813	0.9773887	0.99090195	0.9964161	0.9974946	0.9972789	0.903964	0.9550712	0.9481393	0.94975626	0.9548982	0.98334265	0.976461	0.93820745	0.9859998	0.8709729	0.99269706	0.9738998	0.9853213	0.99159425	0.9478177	0.99960536	0.99200076	0.9792201	0.960601	0.9633414	1.0	0.96537733	0.96229017	0.9047492	0.96306294	0.98977447	0.970819	0.98782533	0.99577266	0.8453565	0.8787347	0.8830893	0.92197275	0.99251926	0.9762565	0.9753731	0.9578573	0.9467286	0.8553863	0.9257845	0.9369954	0.9879385	0.9103892	0.9212537	0.97127175	0.97647154	0.983321	0.9901451	0.96275413	0.96714973	0.98707324	0.92639863	0.99121875	0.96485054	0.9459569	0.96394414	0.9848928	0.8952687	0.730819	0.9961625	0.9437756	0.9909759	0.98759025	0.95219487	0.9738415	0.9518211	0.978775	0.9849411	0.976275	0.99170357	0.9395031	0.96245086	0.99470174	0.98920673	0.92643607	0.98010135	0.9970875	0.98994106	0.95136285	0.9450864	0.8904648	0.93640834	0.96896356	0.98032314	0.93973273	0.7530385	1.0	0.99442786	0.8907076	0.9334159	0.9859686	0.9370725	0.9583869	0.9442669	0.94198185	0.96489894	0.98576355	0.816131	0.9936224	0.9901558	0.96921647	0.7856904	0.93448496	0.970232	0.89442426	0.98374504	0.9872427	0.82806474	0.9553372	0.94871134	0.97076154	0.9881408	0.9965543	0.99444705	0.9938783	0.9744508	0.92128265	0.9767923	0.9511033	0.9924559	0.94797087	0.9307133	0.95019823	0.93032396	0.99111605	0.9404262	0.92327696	0.9706208	0.97156847	0.99471056	0.9853037	0.9775767	0.9827703	0.97451764	0.9258604	0.989196	0.97287613	0.9766698	0.99621344	0.8543645	0.99712867	0.9919402	0.9914986	0.9664746	0.96999454	0.9055329	0.9859079	0.8119409	0.9911638	0.8289622	0.9159429	0.8413112	0.9555859	0.9702292	0.9641516	0.9764485	0.96188	0.956403	0.99674386	0.98358893	0.9686826	0.98376256	0.86456555	0.9884451	0.9927431	0.86035085	0.9814358	0.91783226	0.94118106	0.95775574	0.9727676	0.9185947	0.9281751	0.98779786	0.99251467	0.94631356	0.9750299	0.94986856	0.99541557	0.88731843	0.990886	0.792485	0.87112033	0.88511634	0.77832377	0.92857105	0.99626565	0.9389449	0.9321064	0.9773859	0.98901075	0.99340504	0.9307211	0.98638487	0.8651823	0.98571444	0.9560877	0.99212116	0.965576	0.92804456	0.9582388	0.97044784	0.90628767	0.97743386	0.9974155	0.98900443	0.8303127	0.86137646	0.9093242	0.99203	0.8973924	0.9407702	0.7821384	0.9815703	0.9593118	0.97068435	0.9838256	0.9644295	0.9403261	0.9696843	0.9728025	0.7696973	0.9615719	0.87864727	0.984752	0.925437	0.9937318	0.9653596	0.9955754	0.9780032	0.9767454	0.9926002	0.9625122	0.8685633	0.8996598	0.8943124	0.9133272	0.9970938	0.96067864	0.7053388	0.9952257	0.96010065	0.98561895	0.96919143	0.9755823	0.9105129	0.79377013	0.89451706	0.99324185	0.96813476	0.9662133	0.99751765	0.96756357	0.9908171	0.95073164	0.91537774	0.9932975	0.8786888	0.9369176	0.96926546	0.9335737	0.758168	0.8433673	0.9915491	0.990441	0.8980995	0.97312087	0.8651844	0.7849025	0.9563394	0.9856419	0.9966649	0.98998094	0.9612789	0.98783845	0.8807085	0.9830445	0.93522316	0.9475336	0.98738986	0.9970636	0.95222396	0.98636746	0.9763267	0.948151	0.9926247	0.8106529	0.92108893	0.96955204	0.9255428	0.9407923	0.8122492	0.87134385	0.9572139	0.9626558	0.8914732	0.7128539	0.886867	0.92779744	0.9436558	0.9943042	0.981283	0.960921	0.97589946	0.99781764	0.9882719	0.95008993	0.9682018	0.92344886	0.8626465	0.9754419	0.99873704	0.9496351	0.9668923	0.9911432	0.96327	0.90019715	0.9910183	0.9416559	0.982029	0.9818147	0.98844635	0.9600509	0.98062813	0.8224508	0.97483236	0.98390037	0.975235	0.9690771	0.9178154	0.9598418	0.8815739	0.8215941	0.9743555	0.9732204	0.94266033	0.9913424	0.9719502	0.96220165	0.9872783	0.94831973	0.9411757	0.93996006	0.98568183	0.8150854	0.8767387	0.9338732	0.9720692	0.97228044	0.9814158	0.98991287	0.9924328	0.98101175	0.97898126	0.98933345	0.9765177	0.97944546	0.90632653	0.96577245	0.9882211	0.9481926	0.9648709	0.9156704	0.9952383	0.9716704	0.9801905	0.99525213	0.9548775	0.8713157	0.98956025	0.9783869	0.97839767	0.9579613	0.77213824	0.9341071	0.9452171	0.9400734	0.9668683	0.96997947	0.98190117	0.8888314	0.9112457	0.988331	0.98824507	0.95931005	0.85966814	0.78964794	0.9550228	0.94639516	0.9533289	0.9662203	0.9501705	0.94582725	0.9015256	0.98442954	0.9025134	0.92297363
1892/noun	0.94631857	0.0	0.6618977	0.7533652	0.7072091	0.9075035	0.8977777	0.8199564	0.73986274	0.79938066	0.87901676	0.87702155	0.8315215	0.84299713	0.89255345	0.79518783	0.8447585	0.9304794	0.8686936	0.883254	0.885041	0.8857727	0.8336814	0.80950403	0.83960056	0.9538586	0.8781378	0.9258643	0.93727505	0.91171306	0.9093451	0.9191097	0.8888774	0.95643944	0.95077366	0.9508962	0.8785333	0.8556986	0.8433852	0.88279647	0.8541496	0.91039073	0.89935863	0.96357584	0.90150267	0.87911886	0.82947004	0.93668973	0.8279684	0.91477203	0.8560464	0.91693234	0.9371237	0.9032038	0.7929702	0.9056389	0.8748772	0.9663182	0.7579908	0.93721175	0.87520176	0.8855279	0.91014814	0.8462906	0.8281968	0.88673407	0.8140991	0.8955227	0.8435672	0.82036525	0.87476754	0.92663866	0.79068506	0.9317102	0.83236754	0.85891426	0.77945065	0.8961951	0.9230381	0.89183736	0.81409454	0.9181987	0.9072328	0.9453384	0.8241873	0.88271844	0.9166298	0.86932206	0.9152292	0.93040025	0.88371724	0.83590055	0.84120125	0.91889906	0.82834566	0.8749689	0.8991225	0.8177358	0.93780696	0.97307587	0.93479705	0.9087403	0.91530496	0.8522861	0.96104234	0.9178218	0.8836076	0.9122202	0.8819007	0.9617091	0.8875331	0.8490277	0.9080122	0.8281121	0.85452384	0.8523331	0.91385394	0.9055178	0.96706724	0.9315329	0.8027857	0.8966446	0.8184265	0.90490365	0.9265389	0.96297586	0.93282586	0.85507584	0.9172106	0.8870273	0.9099391	0.9247108	0.9205205	0.9224314	0.90847135	0.95978993	0.87387633	0.90791863	0.91573614	0.915081	0.88975686	0.94991624	0.8580885	0.9484528	0.93618286	0.8721851	0.8978785	0.91137433	0.9305	0.83874834	0.89712155	0.876588	0.8203918	0.8553799	0.89533836	0.9046142	0.922328	0.9335841	0.8280859	0.93431115	0.94981426	0.9359918	0.9168649	0.9316197	0.9004855	0.92762774	0.9391695	0.88294345	0.9421284	0.9514735	0.9345773	0.7796736	0.8460747	0.85459906	0.81886387	0.9303949	0.8109923	0.8860447	0.9083723	0.8397682	0.9287647	0.9047463	0.8737112	0.8475441	0.908228	0.84787905	0.9546572	0.9627206	0.86199486	0.93111205	0.87717897	0.96615535	0.9360134	0.9466225	0.9638429	0.82839805	0.80819446	0.9122315	0.8801788	0.8097674	0.8310889	0.8497126	0.8919918	0.865781	0.9385893	0.8785601	0.83698493	0.9263664	0.89574903	0.866084	0.9425262	0.96433496	0.88950676	0.85928273	0.86355233	0.85383934	0.9182331	0.9220666	0.97102916	0.9577876	0.89103013	0.8774779	0.911606	0.84901476	0.8581243	0.8841653	0.94711125	0.95004845	0.8742645	0.9309664	0.81947553	0.93353766	0.87844145	0.8864941	0.9164183	0.9272177	0.9610111	0.9634017	0.9497546	0.79537195	0.9149044	0.9616598	0.87662995	0.9303223	0.8787165	0.95937073	0.82796764	0.95136464	0.92095715	0.898448	0.9308268	0.9171043	0.9094876	0.9447183	0.8461959	0.92753524	0.9266197	0.9236698	0.92929316	0.9248388	0.90170103	0.7935375	0.8931388	0.9850719	0.89894557	0.93621725	0.8833436	0.8719257	0.82450813	0.8515684	0.96216726	0.93093574	0.94228387	0.92190254	0.92283034	0.94237316	0.9074031	0.83302915	0.90837985	0.87585217	0.89752877	0.9098935	0.8747913	0.8469196	0.95380807	0.8989124	0.8977092	0.8647526	0.8030211	0.9090458	0.9026765	0.84314823	0.9326949	0.9612921	0.9215292	0.83994293	0.9128046	0.8881024	0.8118324	0.8916841	0.9047416	0.92688715	0.8956574	0.9242434	0.8795772	0.9221711	0.7939416	0.8092827	0.94902116	0.9529108	0.88360894	0.9127555	0.85304725	0.8660397	0.9046552	0.89048827	0.92211264	0.8882544	0.8299924	0.8775861	0.9029974	0.8737273	0.79674995	0.8664429	0.9024154	0.89907104	0.91924316	0.8709566	0.85928184	0.9203783	0.81971776	0.9696492	0.8759398	0.9197159	0.88970906	0.93535197	0.8849675	0.8446827	0.9311823	0.8763624	0.89352375	0.88838017	0.9582027	0.79781926	0.828606	0.94507515	0.9014472	0.9549655	0.90494007	0.90353674	0.8975065	0.9683708	0.89601636	0.9379794	0.8383733	0.86628854	0.93934816	0.92096007	0.8842196	0.9568859	0.9028323	0.9018252	0.96953243	0.9457841	0.928585	0.8901762	0.8809321	0.95581675	0.94687873	0.95346797	0.92091787	0.898954	0.8846494	0.9296947	0.9446169	0.9682802	0.911542	0.9411376	0.9246659	0.93766904	0.8742025	0.88105965	0.8968167	0.92842835	0.8995126	0.90845275	0.885832	0.9188204	0.88032	0.8752593	0.9334286	0.83993006	0.92152	0.9103735	0.9468747	0.95428324	0.94315696	0.81338173	0.82175636	0.8671737	0.89067453	0.9694716	0.9003549	0.89050937	0.8641591	0.863591	0.9664174	0.8103197	0.91984785	0.9145098	0.95215595	0.95371807	0.98143804	0.9730098	0.96245927	0.9152293	0.86785483	0.89945483	0.8768316	0.91811347	0.89876115	0.8766476	0.89508975	0.94646	0.9019357	0.9382206	0.90531987	0.89217466	0.9133746	0.9538888	0.9645237	0.83192694	0.92956966	0.920172	0.8903482	0.9130065	0.94244266	0.8543328	0.93485314	0.86725795	0.8632227	0.9135015	0.956913	0.9089853	0.8648154	0.9182085	0.846521	0.8626612	0.8600042	0.8910645	0.83958626	0.94454926	0.8934903	0.9025092	0.94835216	0.9469918	0.92010605	0.8425196	0.91708666	0.926478	0.879601	0.9431701	0.91817105	0.9567636	0.8907641	0.9469032	0.89554983	0.86570907	0.849439	0.87586105	0.90515435	0.9054742	0.7958079	0.8156134	0.8851954	0.89354765	0.83566594	0.87554574	0.80300176	0.87995887	0.96859103	0.96982676	0.977764	0.88157785	0.8839134	0.8896275	0.87831384	0.9245945	0.81418276	0.9456263	0.9569686	0.9478913	0.96981496	0.91918516	0.94706047	0.91780806	0.882721	0.90550256	0.8557785	0.90817744	0.9648918	0.9219217	0.95027584	0.87896067	0.81560904	0.82562673	0.81539345	0.8848382	0.89068735	0.8869601	0.8065918	0.960844	0.8063283	0.9609285	0.8848828	0.870552	0.9613084	0.94273555	0.91270554	0.9559036	0.877145	0.948093	0.84223044	0.8773276	0.91944414	0.9649078	0.7912017	0.92507005	0.8856436	0.94958174	0.9007023	0.88495135	0.8528344	0.8359621	0.81452394	0.854883	0.8932111	0.93019843	0.88326776	0.8403518	0.8379142	0.92916554	0.7849391	0.87791944	0.8748629	0.88728833	0.9164618	0.887655	0.94100714	0.8599619	0.87457556	0.8323605	0.9380082	0.8740705	0.8138933	0.920107	0.8983764	0.7564122	0.8520007	0.88596475	0.9193599	0.8004218	0.87831175	0.918174	0.9831592	0.93104243	0.8104866	0.97336173	0.9416089	0.8721101	0.8320203	0.96632457	0.9377063	0.8885398	0.9054165	0.88312286	0.895831	0.8706403	0.791151	0.8909924	0.8861256	0.81498957	0.8809711	0.9442846	0.9429052	0.95633173	0.90025735	0.91683334	0.876222	0.9500425	0.95572597	0.8867196	0.9470074	0.9625746	0.94883025	0.888071	0.92914236	0.90112484	0.88578916	0.90546584	0.93503433	0.92994905	0.88234115	0.7900491	0.8328462	0.9209985	0.83327276	0.90520716	0.8857589	0.9557227	0.85074323	0.90415955	0.9590463	0.85772	0.9327391	0.9063502	0.8765665	0.835734	0.9193218	0.891389	0.88248277	0.9323111	0.92375743	0.84403634	0.90487933	0.85238	0.92101514	0.9855276	0.9451091	0.9073288	0.8665168	0.94266135	0.8487787	0.8561779
