	Merksemse/adj	Ten/adv	aangrijpend/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	detail/noun	duur_voort/adj	echt/adv	eens/adv	eiland/noun	er/noun	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onraad/noun	ons/noun	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	tekst/noun	tijd/noun	tv_kijker/noun	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	word/verb	zal/verb	zelfs/adv	zo/adv	zomer/noun
iets/noun	0.94665956	0.9032261	0.8772682	0.93305403	0.7984749	0.79034734	0.6963006	0.714288	0.82934684	0.95380235	0.8479191	0.8883835	0.83095384	0.83705086	0.86553884	0.9660698	0.8901369	0.9258519	0.891635	0.8351135	0.8611331	0.9058255	0.875832	0.8081323	0.80573404	0.81944215	0.73688096	0.9118509	0.8189767	0.8604904	0.8710518	0.842308	0.7935605	0.89522874	0.8695931	0.93340296	0.94895196	0.87120044	0.8732927	0.8766625	0.8650198	0.9081167	0.8831416	0.88856375	0.723204	0.95706403	0.95266545	0.73607767	0.0	0.9376154	0.9346665	0.81810665	0.86939687	0.7887718	0.892915	0.9350223	0.875677	0.932287	0.8242951	0.88552785	0.7727325	0.76302123	0.85445094	0.8646376	0.7180712	0.87638485	0.85543185	0.74362135	0.84047943	0.8525988	0.8276329	0.78155303	0.90508354	0.65025246	0.78102773	0.78684783	0.88498473	0.7792679	0.77036333	0.56417906	0.6020328	0.76749074	0.9227947	0.9494841	0.7987262	0.80846995	0.73028004	0.887982	0.9286962	0.8741854	0.8396983	0.84337825	0.9280728	0.97159827	0.8391095	0.8528106	0.8985576	0.9362699	0.88010406	0.9088056	0.83057106	0.7290014	0.96284413	0.8074229	0.8514674	0.9258735	0.74041975	0.6728973	0.9228832	0.8129337	0.9419119	0.9430069	0.92769796	0.9504155	0.93454593	0.8038472	0.8843672	0.95461124	0.95498955	0.83027786	0.9234	0.816542	0.78308904	0.6660515	0.88274246	0.8272786	0.7509774	0.6671411	0.8868447
ingeslagen/adj	0.9643229	0.9259074	0.9524955	0.958264	0.9341933	0.9210535	0.924993	0.91879886	0.94470483	0.9779851	0.9272099	0.92229897	0.9467579	0.925454	0.92858684	0.94533354	0.9366608	0.9603707	0.9511901	0.93447995	0.9398641	0.93558687	0.9344683	0.9617953	0.9264953	0.940208	0.9310796	0.946514	0.9254575	0.95593524	0.9582971	0.9428772	0.93388116	0.9375696	0.96500987	0.951498	0.9426916	0.92257	0.9339224	0.94009095	0.905094	0.9444759	0.9543398	0.9678063	0.93273747	0.9654099	0.94102746	0.90193963	0.9376154	0.0	0.93911624	0.95023054	0.9109048	0.92451024	0.8532798	0.9528425	0.9173094	0.94243217	0.9386281	0.9505669	0.9429985	0.9260286	0.9374654	0.9644842	0.90921104	0.9088039	0.9443559	0.9495167	0.9459007	0.9388188	0.9573902	0.9341675	0.92886955	0.93959177	0.9509586	0.94737345	0.8796896	0.9278065	0.9459362	0.92481077	0.9399846	0.9168573	0.94921356	0.90552837	0.9333937	0.94677454	0.9175238	0.9267169	0.9389651	0.96414894	0.94612086	0.92324543	0.9586301	0.93547446	0.90130043	0.9086304	0.94071877	0.9346362	0.8876617	0.93354696	0.9332597	0.96195126	0.9565221	0.9304426	0.94156486	0.95931417	0.9277455	0.93053186	0.95083344	0.95120466	0.9515096	0.95844156	0.8900255	0.94626904	0.9540366	0.93384016	0.9340569	0.94814974	0.9538004	0.92832506	0.9792943	0.9340985	0.9303199	0.93176174	0.9025398	0.9248391	0.9195065	0.9094658	0.9545163
inwoner/noun	0.9419579	0.85869557	0.9479085	0.9485906	0.8332562	0.82802075	0.89839375	0.8713308	0.81937337	0.9117717	0.915324	0.8798988	0.83718866	0.90214074	0.8594373	0.9272604	0.91804653	0.8986553	0.90496004	0.8962236	0.86513054	0.86305964	0.81212884	0.9188999	0.8542293	0.9064233	0.9138015	0.70168936	0.9406003	0.8891636	0.8963806	0.90669477	0.8929424	0.893785	0.9057049	0.9506951	0.78988665	0.9098969	0.9797761	0.8914926	0.9050557	0.85219336	0.9438838	0.9112642	0.8920594	0.95050794	0.9447361	0.84603107	0.9346665	0.93911624	0.0	0.82429254	0.84527344	0.84957135	0.92011464	0.9315233	0.79999745	0.9233276	0.91754943	0.88943774	0.8265225	0.864347	0.8919223	0.92107105	0.8851227	0.82011473	0.86636615	0.8009087	0.8630563	0.8064437	0.8865239	0.70700765	0.8532982	0.88830817	0.9284365	0.9131408	0.8611516	0.8951157	0.9145225	0.9301848	0.9094249	0.9054382	0.91374046	0.9405735	0.85856134	0.8534098	0.83376515	0.8448218	0.90208787	0.88743544	0.9079444	0.9211082	0.9260545	0.94019663	0.83898735	0.7992257	0.94150084	0.8491808	0.9428038	0.9631418	0.9124861	0.89117235	0.94066584	0.890803	0.9094486	0.8845937	0.8211461	0.8410819	0.8843138	0.8617655	0.9577614	0.95881146	0.8780972	0.8871932	0.95886385	0.78854895	0.8197863	0.89066803	0.88259673	0.83460265	0.9615957	0.87790644	0.9009433	0.85294414	0.7720991	0.8233141	0.84999835	0.8732557	0.87312657
jeugd/noun	0.9577019	0.8968994	0.8527765	0.9147924	0.8071478	0.7769115	0.84086794	0.73720604	0.8501626	0.8956469	0.8963724	0.83655024	0.7877538	0.82771254	0.81699026	0.92331344	0.81514215	0.9065496	0.83741117	0.846377	0.8556404	0.860285	0.8165641	0.8197682	0.75993633	0.8744195	0.8471682	0.8214118	0.88861024	0.84788543	0.91749305	0.86362696	0.81399536	0.9058792	0.88049626	0.9407769	0.91671264	0.86318046	0.9308088	0.88163495	0.887913	0.86782277	0.85703975	0.88964736	0.7647507	0.9516692	0.93134785	0.7968778	0.81810665	0.95023054	0.82429254	0.0	0.78767806	0.8326863	0.88971674	0.8993374	0.8060561	0.8645637	0.84233075	0.8356613	0.7309634	0.7828375	0.8309405	0.891619	0.81478626	0.79571515	0.8557164	0.7931417	0.8605294	0.7149137	0.86620545	0.7491032	0.866337	0.7770808	0.80655515	0.81600726	0.87242526	0.87721086	0.8646015	0.8693223	0.8553072	0.8826515	0.9143782	0.9620962	0.79083604	0.7639723	0.7907026	0.782156	0.8946985	0.83823174	0.82504135	0.86331326	0.9132121	0.9602326	0.82718986	0.776576	0.8783112	0.8809095	0.86796325	0.9178291	0.8295571	0.74687344	0.92563707	0.83349997	0.7757661	0.88685024	0.72276914	0.77528185	0.8984564	0.72149074	0.93034834	0.94141823	0.87881774	0.9314418	0.9209844	0.7113944	0.8156503	0.9215277	0.9302087	0.768758	0.8778392	0.8581769	0.801023	0.7771665	0.8521821	0.8726566	0.78928995	0.78107494	0.83577836
jongeman/noun	0.94180256	0.890285	0.88617045	0.93966424	0.84747946	0.8409839	0.89865184	0.79685056	0.8542531	0.8914385	0.910537	0.7937434	0.8806999	0.8770227	0.87512743	0.9247587	0.88922954	0.89953744	0.89814454	0.90399826	0.8654844	0.8794937	0.86061	0.87728786	0.8019479	0.8763354	0.84369016	0.8676816	0.90072936	0.8295287	0.8918466	0.89620835	0.82753986	0.88657963	0.89663863	0.9647395	0.83735734	0.9416829	0.89210653	0.88032466	0.86719114	0.8638954	0.88787615	0.93984103	0.8289459	0.955302	0.9523135	0.7103206	0.86939687	0.9109048	0.84527344	0.78767806	0.0	0.8730447	0.8529862	0.89808416	0.85609615	0.8453483	0.87588197	0.84868383	0.830769	0.7857596	0.8312711	0.8562435	0.8478566	0.4575078	0.8916059	0.893626	0.8978663	0.58361197	0.7975983	0.7555107	0.8592763	0.8317583	0.87956774	0.84020764	0.8335464	0.8893549	0.87444794	0.89870846	0.86635965	0.90621346	0.9205901	0.9004203	0.79726994	0.8138224	0.8695406	0.8361392	0.8689699	0.91235864	0.85166323	0.8748286	0.93435776	0.93592536	0.85675794	0.7992518	0.88987976	0.884666	0.85777885	0.9057779	0.83186066	0.83093256	0.96381253	0.86339986	0.90190303	0.8950765	0.75977355	0.89097023	0.9036819	0.8526315	0.93006265	0.9465375	0.8768247	0.9382117	0.94837517	0.83149445	0.840739	0.92150706	0.8998921	0.8475251	0.93894774	0.845248	0.8364778	0.8760443	0.7575644	0.88491625	0.7672111	0.815944	0.89953154
kan/verb	0.93048716	0.80801773	0.9426018	0.91421413	0.66269577	0.70238197	0.75581956	0.7740098	0.7707245	0.8999784	0.8469149	0.88822246	0.70453537	0.88379586	0.7717577	0.95016575	0.8859528	0.8928837	0.90064734	0.8501362	0.7929709	0.85989374	0.7820849	0.8272552	0.76296526	0.7990527	0.741225	0.8857409	0.8494786	0.84647465	0.831115	0.89023983	0.76640725	0.9018705	0.8840366	0.92571676	0.9108913	0.7585029	0.93387413	0.88749206	0.86171263	0.8573953	0.9071127	0.80171573	0.7012656	0.8595015	0.8804439	0.70646256	0.7887718	0.92451024	0.84957135	0.8326863	0.8730447	0.0	0.8899776	0.9196093	0.84083474	0.917211	0.8692862	0.80451965	0.7779941	0.75330216	0.79729867	0.8588863	0.6947488	0.8746836	0.8049655	0.7510609	0.67020833	0.8611469	0.8456307	0.7316599	0.8909029	0.7353541	0.8465237	0.87976676	0.8791591	0.64427155	0.842463	0.81310344	0.81017596	0.7309437	0.8770999	0.9025798	0.7902837	0.84390545	0.6896755	0.88215584	0.8947375	0.8739393	0.8461108	0.8719124	0.90750647	0.9638729	0.84263116	0.8516309	0.9132334	0.9031438	0.8896068	0.9299187	0.8982757	0.8716521	0.9237794	0.8517876	0.8384451	0.8755693	0.72813046	0.7570627	0.9224088	0.83097327	0.9257695	0.9497666	0.92476034	0.95026934	0.9374554	0.8006258	0.7752267	0.93920785	0.9139198	0.85231674	0.9029321	0.73889124	0.75552213	0.7853033	0.63260293	0.5916853	0.7497319	0.7646482	0.85903215
kast/noun	0.9664406	0.89644367	0.917718	0.9323726	0.8643847	0.83178467	0.80629724	0.87395895	0.8690269	0.95704406	0.90910196	0.77350336	0.8886022	0.90113825	0.92677027	0.92334586	0.93149936	0.9244514	0.8993444	0.9003873	0.89406097	0.9300653	0.871017	0.8381651	0.84786725	0.89223814	0.83206576	0.8996033	0.9222922	0.93839276	0.931557	0.9325394	0.8684697	0.91064453	0.9244822	0.9850965	0.9303105	0.90510565	0.9656058	0.93064857	0.82541025	0.88634974	0.942028	0.9276523	0.88753855	0.972971	0.9562185	0.8437999	0.892915	0.8532798	0.92011464	0.88971674	0.8529862	0.8899776	0.0	0.9457228	0.92113054	0.87288505	0.9061279	0.8691697	0.8838901	0.8230339	0.8203458	0.88252604	0.844501	0.8447003	0.92967474	0.8992416	0.8955163	0.8507689	0.86551094	0.91380084	0.8067704	0.889578	0.90055573	0.7430421	0.66535246	0.9316715	0.90940386	0.9113803	0.8782852	0.90106785	0.90935063	0.9250559	0.8679508	0.8676504	0.87167275	0.7589342	0.9308676	0.91827613	0.9043492	0.7555816	0.9317061	0.91609585	0.8186404	0.9096268	0.9112584	0.9310651	0.88318455	0.94537795	0.73716867	0.8669934	0.96713597	0.7950902	0.89731556	0.9482821	0.83882713	0.9003611	0.9461803	0.8930603	0.87782276	0.95223236	0.85162044	0.9479485	0.92664397	0.880704	0.828249	0.95736283	0.9451939	0.8681175	0.94060534	0.8697375	0.83046246	0.9104048	0.8276719	0.9224416	0.7963138	0.8880614	0.90269864
kerst_avond/noun	0.95691955	0.94893366	0.91988474	0.93552375	0.91678214	0.92931885	0.9256817	0.9155384	0.9362635	0.9410515	0.94954306	0.90567696	0.9444037	0.9076303	0.9414679	0.9163924	0.92249423	0.95495206	0.8884539	0.96213394	0.950423	0.8480514	0.90399337	0.94638735	0.9147199	0.94004184	0.9048418	0.9037406	0.9081077	0.93486774	0.9547975	0.92159677	0.89041144	0.9437188	0.9148929	0.9582161	0.8780696	0.9285504	0.9364038	0.9081904	0.9434288	0.97094876	0.91537976	0.9443302	0.8948331	0.94649816	0.9405843	0.8908149	0.9350223	0.9528425	0.9315233	0.8993374	0.89808416	0.9196093	0.9457228	0.0	0.92088485	0.9516441	0.93898904	0.9139051	0.9025882	0.8828727	0.90900683	0.95000273	0.9083663	0.87563455	0.9356969	0.93638253	0.95397544	0.9036809	0.922131	0.8878768	0.94493407	0.9194442	0.8929069	0.9279919	0.9432105	0.93426144	0.9343277	0.95801175	0.9486342	0.9335868	0.9588513	0.9198437	0.92311746	0.92186177	0.9108214	0.9240465	0.9530133	0.90059894	0.90080327	0.9408625	0.9412909	0.9641941	0.9175433	0.9242444	0.9598212	0.9188336	0.9169066	0.9014148	0.9670527	0.9405129	0.9500851	0.94955724	0.90404403	0.92334354	0.8830313	0.92134947	0.8895394	0.93092763	0.93370235	0.97883326	0.93312347	0.9383549	0.9398239	0.9108552	0.92873985	0.95431817	0.9002015	0.9178247	0.9261572	0.90860736	0.92104036	0.93256235	0.87893903	0.939299	0.9059981	0.91380733	0.9022069
kiezer/noun	0.9600311	0.8962063	0.93047154	0.95529044	0.8317168	0.8071778	0.8548542	0.7938013	0.8558104	0.90550774	0.9332603	0.9142603	0.818217	0.85468256	0.84106314	0.95790136	0.91132116	0.88141376	0.88456106	0.8600075	0.83947945	0.9167418	0.87393796	0.8905455	0.7978171	0.8626854	0.8528111	0.8640771	0.89429736	0.87114	0.9238612	0.90565926	0.87297386	0.88196635	0.88784134	0.97318	0.79897904	0.8763157	0.978139	0.88982856	0.91566217	0.8975448	0.9145989	0.9048388	0.79052335	0.91774184	0.8974141	0.80525196	0.875677	0.9173094	0.79999745	0.8060561	0.85609615	0.84083474	0.92113054	0.92088485	0.0	0.91065854	0.86097383	0.89404	0.72804517	0.84362423	0.87115085	0.90840274	0.8410479	0.83971393	0.79617727	0.8249967	0.87801427	0.8433495	0.85456824	0.76230556	0.88008094	0.80636543	0.8634424	0.9152353	0.92646223	0.79954386	0.87065506	0.9031011	0.90217626	0.8781418	0.8841545	0.94347477	0.8226755	0.85639167	0.83109814	0.8947127	0.74261963	0.9042	0.83259195	0.9087151	0.9364355	0.9799758	0.8937577	0.58858126	0.9100502	0.8387385	0.8881391	0.9094697	0.92501384	0.8569347	0.91822886	0.88853467	0.9017456	0.82793546	0.8067938	0.8205302	0.89556897	0.84624535	0.92723525	0.9668464	0.9483146	0.9392957	0.9285748	0.788658	0.8674101	0.82316417	0.8892749	0.8940906	0.94574517	0.84937096	0.86404777	0.8093413	0.825837	0.7782626	0.8072487	0.80372393	0.89351106
kunstenares/noun	0.9560647	0.9310344	0.87245715	0.9637259	0.9039545	0.9134557	0.9394046	0.91282713	0.9223928	0.82266295	0.9212033	0.89906913	0.9230564	0.927988	0.9171255	0.91695917	0.8742898	0.9461448	0.8880029	0.8947005	0.92471534	0.9314557	0.90559316	0.87270623	0.90054286	0.9515271	0.9323667	0.89102495	0.95375377	0.93377817	0.96048814	0.9150488	0.91640985	0.9307436	0.9029583	0.97798055	0.87107635	0.9508011	0.9620618	0.93333274	0.9194487	0.91846585	0.9040232	0.9419629	0.90172607	0.9658935	0.9384042	0.87970465	0.932287	0.94243217	0.9233276	0.8645637	0.8453483	0.917211	0.87288505	0.9516441	0.91065854	0.0	0.9389906	0.9212059	0.89019185	0.9002034	0.88392055	0.928097	0.9156825	0.84331715	0.92667484	0.92406714	0.94167435	0.83229244	0.91007495	0.90737337	0.868535	0.9096958	0.90895516	0.8592175	0.81920016	0.9419092	0.93523526	0.967872	0.9485967	0.9463419	0.94659334	0.93362534	0.9011025	0.84559834	0.90477365	0.8537314	0.93757105	0.92941624	0.923684	0.8608133	0.92897236	0.8982001	0.9043612	0.8467447	0.7844156	0.92126036	0.92254585	0.9398786	0.7648878	0.8530524	0.93848413	0.8555835	0.93916017	0.91332525	0.87759274	0.9412068	0.9203995	0.89403206	0.9505291	0.93382907	0.90832996	0.92112166	0.92220163	0.8758006	0.88767064	0.9283481	0.9341257	0.8680991	0.94887614	0.92461973	0.9389445	0.909749	0.88801646	0.9358523	0.8727157	0.91541576	0.9309034
kwaad/noun	0.9654469	0.89777833	0.91394496	0.949262	0.82313496	0.81019497	0.8374977	0.81207085	0.9108939	0.9449897	0.8839977	0.91570175	0.8147725	0.856202	0.8542848	0.95836854	0.9170725	0.9160573	0.93332016	0.8627938	0.8728795	0.9158379	0.8696959	0.87269163	0.79826367	0.9118704	0.88627523	0.8854316	0.9162354	0.86340344	0.9228989	0.88086694	0.84776783	0.8916521	0.92084837	0.9613218	0.92404664	0.9042637	0.9571953	0.9057671	0.9144763	0.90988386	0.880272	0.92479813	0.81205946	0.9192138	0.9566988	0.7962364	0.8242951	0.9386281	0.91754943	0.84233075	0.87588197	0.8692862	0.9061279	0.93898904	0.86097383	0.9389906	0.0	0.8976683	0.8353132	0.8475414	0.88046587	0.8799793	0.8274879	0.8732203	0.83573	0.86085796	0.89240605	0.8655232	0.8831304	0.8109167	0.89741826	0.8109668	0.88660634	0.8936384	0.8760671	0.8678608	0.85804105	0.82785624	0.8610007	0.91796136	0.9020268	0.9749273	0.8213739	0.8310352	0.8447952	0.87579215	0.9168641	0.89696795	0.8179605	0.9084507	0.9759567	0.96050406	0.8639126	0.84056574	0.94851995	0.8822903	0.86329997	0.95436335	0.8826481	0.7770983	0.953116	0.86409765	0.8674221	0.9429985	0.8070511	0.8288121	0.8994669	0.79960227	0.923398	0.95805913	0.93003476	0.95794946	0.8948916	0.8395656	0.864793	0.9373721	0.9491708	0.8602656	0.9349465	0.86444235	0.8757558	0.8439602	0.8348746	0.8581829	0.79876465	0.83974195	0.9262357
lang/adj	0.96285343	0.87560815	0.91697705	0.9207493	0.8454365	0.82121515	0.8653515	0.75119126	0.78266776	0.90958005	0.9048261	0.8587577	0.83937687	0.86962795	0.87995934	0.90358025	0.8508619	0.9252451	0.8778465	0.90783614	0.89725184	0.7114959	0.82539654	0.86513186	0.7721578	0.8397045	0.83489746	0.85280305	0.89778006	0.91164565	0.9128653	0.8905754	0.8369003	0.8875669	0.8877886	0.9372349	0.8940664	0.87509	0.9349886	0.9196323	0.8327331	0.9314878	0.8956186	0.86814	0.81366694	0.9413249	0.95349336	0.8539837	0.88552785	0.9505669	0.88943774	0.8356613	0.84868383	0.80451965	0.8691697	0.9139051	0.89404	0.9212059	0.8976683	0.0	0.8576497	0.7749785	0.82800007	0.9065803	0.7806077	0.80273694	0.89821947	0.8513303	0.81020683	0.81609994	0.8636416	0.8565006	0.82339054	0.849617	0.8318637	0.78026617	0.81503713	0.8437684	0.89206296	0.9094396	0.8861049	0.7614702	0.9162145	0.9621202	0.83680004	0.8130443	0.8554294	0.8215958	0.91448635	0.804352	0.8614873	0.8482506	0.9192101	0.95362306	0.8389183	0.87572753	0.9200027	0.9153019	0.91362095	0.9337719	0.8556227	0.8668558	0.9458305	0.89561355	0.7374119	0.9059066	0.79072255	0.8316219	0.9002166	0.8436601	0.9253839	0.9588897	0.91326565	0.9462639	0.94833374	0.82912326	0.84505934	0.9390038	0.9064485	0.81176156	0.93935543	0.87075806	0.8196838	0.89145225	0.84587896	0.81957513	0.7931857	0.8043051	0.7915411
lezer/noun	0.9600021	0.8853706	0.80095166	0.91066295	0.7635927	0.7544578	0.807228	0.67870164	0.84790266	0.93401307	0.89218414	0.8756199	0.7746951	0.82344675	0.8478259	0.96717685	0.8732687	0.88559675	0.8621043	0.79826033	0.799109	0.8934473	0.77599794	0.74190474	0.7352116	0.8678599	0.7980198	0.88380873	0.8350358	0.7921659	0.9151858	0.8293912	0.7875883	0.8901903	0.8077563	0.92586327	0.90376484	0.8353771	0.92831933	0.8910109	0.8968515	0.89189434	0.8799166	0.8811117	0.6777554	0.9338965	0.82879853	0.7312838	0.7727325	0.9429985	0.8265225	0.7309634	0.830769	0.7779941	0.8838901	0.9025882	0.72804517	0.89019185	0.8353132	0.8576497	0.0	0.76728153	0.8438958	0.86315155	0.7446248	0.813256	0.8040275	0.7754736	0.8571336	0.80269665	0.80530924	0.70808685	0.88644016	0.706277	0.81841755	0.8051362	0.87800735	0.7933106	0.8212981	0.85399973	0.83874416	0.8631603	0.8446858	0.93779796	0.7297524	0.7876153	0.72625184	0.85922855	0.8480681	0.8994435	0.7967816	0.835801	0.92376727	0.96555525	0.848383	0.7068784	0.885934	0.8947512	0.87938267	0.8493506	0.8456723	0.78637344	0.9557601	0.7040698	0.8585966	0.774195	0.7157223	0.7707169	0.9056522	0.80488086	0.93984777	0.8906953	0.94080794	0.9578912	0.8188653	0.7389344	0.83699334	0.9137361	0.9358358	0.85471404	0.91320926	0.8241538	0.84498924	0.7603894	0.8250234	0.8252292	0.7150717	0.70180607	0.9064658
lief/adj	0.9518056	0.88189995	0.885659	0.9321265	0.72922385	0.71802163	0.7584354	0.6557416	0.81717485	0.9195823	0.8959448	0.79025453	0.8262097	0.8435773	0.8728789	0.9194277	0.86969995	0.89637494	0.8581762	0.864503	0.8175174	0.817342	0.793876	0.82545316	0.76042086	0.80945164	0.7234707	0.83642906	0.8344721	0.88220435	0.8827285	0.85422516	0.749555	0.89571345	0.840026	0.9384882	0.903449	0.8164792	0.8865807	0.76822484	0.7825943	0.8964824	0.90302336	0.8489686	0.7596586	0.93961626	0.92909807	0.69486165	0.76302123	0.9260286	0.864347	0.7828375	0.7857596	0.75330216	0.8230339	0.8828727	0.84362423	0.9002034	0.8475414	0.7749785	0.76728153	0.0	0.6479881	0.78547645	0.6577791	0.7534667	0.8271451	0.7841618	0.815614	0.71755195	0.7568882	0.7584808	0.81945586	0.72224844	0.8511517	0.70998895	0.8116722	0.8012456	0.8167038	0.8282084	0.7899301	0.83444303	0.9081043	0.93489194	0.7264519	0.768711	0.75455236	0.7745752	0.88855124	0.8832362	0.82354385	0.81943256	0.91455626	0.9509176	0.78486556	0.7747605	0.88415647	0.90383744	0.8312909	0.9082798	0.8299793	0.80529857	0.9586848	0.79386437	0.82346654	0.9022685	0.6770098	0.7398689	0.9119828	0.83491004	0.9332935	0.9546675	0.9183433	0.94376856	0.89724725	0.749907	0.82053053	0.92114425	0.9347445	0.7755655	0.8795493	0.7874181	0.77495575	0.7838472	0.8077522	0.8101998	0.6836976	0.7175505	0.8194651
liefst/adj	0.9640142	0.91630024	0.9129598	0.9162202	0.79131955	0.7854718	0.82377076	0.7886937	0.8444433	0.928425	0.8982768	0.81780386	0.84662026	0.85668844	0.8728535	0.88096124	0.86725	0.9268112	0.87996477	0.8859185	0.84725344	0.8697965	0.8458769	0.8617048	0.8222306	0.85054994	0.8159388	0.82960397	0.8806359	0.9282851	0.90985686	0.8782115	0.8388436	0.8819973	0.87771416	0.95244795	0.90946126	0.870688	0.9308251	0.82523626	0.8008074	0.89002764	0.89591414	0.7840837	0.8327619	0.9559011	0.9506776	0.7726015	0.85445094	0.9374654	0.8919223	0.8309405	0.8312711	0.79729867	0.8203458	0.90900683	0.87115085	0.88392055	0.88046587	0.82800007	0.8438958	0.6479881	0.0	0.8201541	0.76656604	0.81263685	0.87161815	0.84087044	0.85250485	0.7965611	0.8611209	0.8212149	0.8220158	0.8186903	0.88555497	0.8033738	0.8080121	0.8684782	0.863303	0.89345926	0.8529529	0.8803798	0.9208843	0.9459802	0.7978036	0.80607545	0.81622297	0.8045628	0.9092026	0.9009501	0.87082994	0.83427066	0.9084181	0.92416966	0.8209977	0.8568196	0.9023081	0.91455185	0.8639252	0.9170599	0.8238321	0.8273182	0.96613955	0.8356982	0.8690433	0.93410385	0.75512403	0.83346325	0.9222805	0.8521029	0.9174073	0.95940804	0.892199	0.95439243	0.93487465	0.7904715	0.82668155	0.92451394	0.93194604	0.794347	0.9346552	0.8265142	0.7968809	0.8539167	0.82102686	0.8405442	0.7669866	0.81056577	0.8492248
lui/adj	0.945079	0.9116178	0.91203845	0.94018114	0.8553357	0.8521904	0.8807728	0.7720958	0.9036538	0.94882447	0.9178432	0.8568761	0.876163	0.90574324	0.9080607	0.9369367	0.89273506	0.94161946	0.9089593	0.91835856	0.8776083	0.88630563	0.8897874	0.9085926	0.8386756	0.88007325	0.8731934	0.9086349	0.90451694	0.93677485	0.9319306	0.9111182	0.8580081	0.8927508	0.92526776	0.9745207	0.9481262	0.9190388	0.9061509	0.89674115	0.8685143	0.92077434	0.8991348	0.9221351	0.82920295	0.9313964	0.9416434	0.8426891	0.8646376	0.9644842	0.92107105	0.891619	0.8562435	0.8588863	0.88252604	0.95000273	0.90840274	0.928097	0.8799793	0.9065803	0.86315155	0.78547645	0.8201541	0.0	0.81421745	0.84468627	0.8784521	0.8868704	0.9035959	0.86351115	0.83876157	0.82168967	0.88341844	0.81021476	0.9120354	0.8554921	0.87981147	0.867774	0.8793488	0.8930927	0.8741997	0.92475194	0.92267597	0.9423056	0.8635317	0.8556487	0.85996497	0.87059116	0.92230105	0.9354659	0.8914585	0.85771716	0.9549256	0.9781983	0.88895625	0.8290083	0.88043815	0.92591727	0.85968417	0.8890583	0.8806104	0.8865517	0.9762959	0.86612356	0.892467	0.89959383	0.77037925	0.85049736	0.9446838	0.90840745	0.9454458	0.9491678	0.9147632	0.9526378	0.9463563	0.82569104	0.8697413	0.9437292	0.96333855	0.8613442	0.93496287	0.8719989	0.871495	0.8647901	0.8921528	0.9170003	0.80991864	0.7791597	0.90840733
