	kwartaal/noun	kort/adj	gebruikt/adj	medeplichtige/noun	belofte/noun	radio/noun	nieuws/noun	kritiek/noun	nu/adv	word/verb	10/noun	huzaar_stuk_DIM/noun	eens/adj	zo/adv	uitgezonden/adj	minnaar/noun	Limburger/noun	pers/noun	zondag/noun	kunst_stuk_DIM/noun	vlak/adv	tevreden/adj	dus/adv	behandeling/noun	prijze/noun	voorkeur/noun	omstreden/adj	eindeloos/adj	1988/noun	inspanning/noun	eerder/adj	bouw_af/verb	opnieuw/adv	gerecht_gebouw/noun	bedremmeld/adj	zender/noun	argumentatie/noun	voorstel/noun	geduld/noun	initiatief/noun	houd_op/verb	2003/noun	somber/adj	stilaan/adv	bericht/noun	concern/noun	project/noun	zend_uit/verb	poos_DIM/noun	woord/noun	stelling/noun	eind/noun	hoogtepunt/noun	proces/noun	aantal/noun	keer/adv	boter/noun	stap_op/verb	vanmiddag/adv	reeks/noun	verschijnsel/noun	injectie/noun	dood/verb	grand/noun	succes_story/noun	vaak/adj	volg/adj	tafereel/noun	Engels/noun	Grieks/adj	visie/noun	pauze/noun	keer/noun	steeds/adv	zwijg/verb	laat/adj	UCI_voorzitter/noun	ambassadeur/noun	makelaar/noun	homogeen/adj	grap/noun	evolutie/noun	leider/noun	strak/adj	regering/noun	aanbeveling/noun	kandidatuur/noun	toevoeging/noun	1996/noun	week/noun	scenario/noun	seizoen/noun	wens/noun	resultaat/noun	kort/adv	Turks/noun	hoe/adj	beweer/verb	vergadering/noun	januari/noun	toen/adv	22.15/noun	beheersing/noun	toon/noun	zaterdag/noun	dinsdag/noun	feite/adv	boodschap/noun	vierjarige/adj	jaarlijks/adj	motief/noun	onbegrensd/adj	actie/noun	goal/noun	ether/noun	smeekbede/noun	naderhand/adv	aanbod/noun	zin/noun	zeker/adv	vraag/noun	waarheid/noun	deels/adv	loop_door/adj	woordvoerster/noun	vorig/adj	11/noun	situatie/noun	bord/noun	plezier/noun	verkoop_advies/noun	alles/noun	lijk/verb	minister/noun	afgelopen/adj	tweemaal/noun	rapport/noun	kan/verb	kunst_DIM/noun	trip/noun	durend/adj	september/noun	onderwijs_inspectie/noun	dan/adv	niet/adv	beantwoord/verb	vrijdag/noun	eenvoudig/adj	patroon/noun	cru/adj	beweging/noun	Brit/noun	heel/adj	eens/adv	film_DIM/noun	zal/verb	zodoende/adv	vrijgegeven/adj	maandag/noun	bekruip/verb	sla_neer/verb	brief/noun	gisteravond/adv	mirakel/noun	slavernij/noun	item/noun	bond_voorzitter/noun	telkens/adv	durf/verb	show/noun	premier/noun	betover/adj	kort_film/noun	1986/noun	maal/noun	evaluatie/noun	diplomaat/noun	stout/adj	kom/adj	46-jarige/adj	bewoording/noun	uur/noun	prestatie/noun	herfst_vakantie/noun	afloop/noun	absoluut/adj	berokken/verb	beeld/noun	effect/noun	onmogelijk/adj	fout/noun	2000/noun	presentator/noun	soms/adv	experiment/noun	serie/noun	onderzoek/noun	duur_voort/adj	uitdrukkelijk/adj	deputatie/noun	vorige/adj	standpunt/noun	opmerking/noun	vandaag/adv	geschiedenis/noun	elektriciteit_producent/noun	meer/adv	nadruk/noun	halfuur/noun	dreigement/noun	bezwaar/noun	winst/noun	advies/noun	mantra/noun	kroeg_tocht/noun	twijfel/noun	medium/noun	Israëlisch/adj	kanselier/noun	beschuldiging/noun	onschuldig/adj	overtref/verb	snit/noun	spijt/noun	alleen/adv	doem_scenario/noun	verwerpelijk/adj	score/noun	slechts/adv	moet/verb	9/noun	paar/noun	uitspraak/noun	oud/adj	recht_zaak/noun	garantie/noun	interview/noun	president/noun	docu/noun	gulden/adj	zinnig/adj	televisie/noun	dreig/verb	onzin/noun	instemming/noun	programma/noun	wil/verb	berust/verb	gemeente_bestuur/noun	toespraak/noun	productie/noun	debutant/noun	handhaaf/verb	investering_bank/noun	ondertussen/adv	gids/noun	bekeken/adj	oorspronkelijk/adj	verhaal/noun	even/adj	noodzakelijk/adj	wissel_koers/noun	driemaal/noun	overtreding/noun	Spaans/adj	verklaring/noun	nogmaals/adv	verschil/adj	platvloers/adj	operatie/noun	circulaire/noun	camera/noun	april/noun	inhoudelijk/adj	dring_aan/verb	daarna/adv	aflevering/noun	bewindsman/noun	drama/noun	blijf/verb	1982/noun	zit_tussen/verb	conditie/noun	beklijf/adj	alleen/adj	handeling/noun	uitzending/noun	frekwent/adj	lijn/noun	werkelijk/adj	Lokomotiv/noun	bedoeling/noun	vele/adj	november/noun	hoop/verb	Ivoriaanse/adj	persconferentie/noun	gisteren/adv	houd_vast/verb	geuit/adj	wandel_gang/noun	pleidooi/noun	smeek/verb	bank/noun	recept/noun	avond/noun	gevolgd/adj	intentie/noun	woensdag_avond/noun	uitgebreid/adj	instructie/noun	grond_gebied/noun	coke/noun	moeite/noun	slagzin/noun	ongelovig/adj	zaterdag_avond/noun	koer_doel/noun	dag/noun	medium_belangstelling/noun	1998/noun	door/adj	criminoloog/noun	zomer/noun	waard/adj	voorzitter/noun	fractie/noun	zege/noun	systematisch/adj	heenmatch/noun	genoeg/adv	in/adv	blijkbaar/adj	februari/noun	programmering/noun	bang/adj	waarom/adv	zeker/adj	begroting/noun	maar/adv	succes/noun	blik_DIM/noun	's/adv	schriftelijk/adj	mag/verb	test/noun	oppositie/noun	kriebels/noun	koop_advies/noun	oneindig/adj	langzaam/adj	meting/noun	nog/adv	triest/adj	zelfoverschatting/noun	mechanisch/adj	aanvaard/verb	mevrouw/noun	allang/adv	ding/verb	minister-president/noun	maximum/adj	Russisch/adj	bespreking/noun	schaal/noun	mededeling/noun	man_DIM/noun	fragiel/adj	pathologisch/adj	straks/adv	tv/noun	enscenering/noun	verleden/noun	divers/adj	binnenkort/adv	onlangs/adv	eind_overwinning/noun	citeer/verb	noord/noun	bal_DIM/noun	burger_slachtoffer/noun	net/adv	maand/noun	leugen/noun	wederom/adv	weer/adv	doelstelling/noun	niets/noun	Brasschaatse/adj	letterlijk/adj	hilarisch/adj	zacht/adj	Indonesisch/adj	woensdag/noun	Amerikaans/noun	ABN/noun	jaar/noun	evenement/noun	WK/noun	graag/adj	op/adv	principe/noun	staatssecretaris/noun	wethouder/noun	klim/verb	dergelijk/adj	commissaris/noun
kwartaal/noun	0.0	0.9328803	0.95755404	0.9550568	0.9310868	0.99394184	0.92788666	0.95275366	0.94340724	0.802917	0.87451226	0.9181414	0.9817137	0.9812855	0.8967035	0.9784464	0.835932	0.9671509	0.868938	0.95193064	0.95050514	0.85148513	0.9535644	0.9574108	0.9515497	0.96741664	0.93429035	0.9889923	0.84000975	0.84688044	0.8540517	0.8485334	0.800005	0.96121126	0.9974517	0.9654539	0.9630615	0.95711535	0.9769194	0.9607406	0.97597384	0.64097106	0.86667633	0.93957615	0.89780664	0.36311138	0.9127976	0.9190642	0.9601963	0.9659597	0.95485353	0.62062335	0.85029626	0.96411705	0.7603026	0.9121388	0.9927913	0.8346417	0.89382166	0.9414565	0.9829692	0.9511905	0.97953176	0.8891469	0.92644244	0.95789516	0.8415755	0.9689769	0.9739919	0.98507994	0.9684005	0.96795857	0.7848253	0.9310329	0.9902798	0.8855611	0.9781706	0.9516459	0.9407134	0.9584812	0.9825393	0.9314977	0.9524187	0.9656123	0.9092022	0.94607013	0.9314642	0.9540221	0.78618854	0.71202934	0.92215997	0.65368074	0.9680193	0.646726	0.94121325	0.97176164	0.9906112	0.9727967	0.91624284	0.69134116	0.876444	0.9978814	0.9640529	0.95472556	0.8926555	0.8871604	0.9842296	0.9266595	0.93619156	0.7798592	0.9659592	0.98200643	0.91824555	0.91538835	0.97635365	0.9174048	0.9410825	0.86937094	0.9843663	0.881096	0.9432977	0.944428	0.9163511	0.964759	0.9016887	0.679818	0.86298096	0.9643713	0.97713476	0.98088795	0.9505676	0.9359293	0.9589864	0.97538656	0.77112687	0.84535515	0.88612616	0.9154818	0.9291906	0.9734272	0.9548764	0.73516923	0.8387605	0.95500344	0.9828436	0.9593628	0.85972726	0.980188	0.9955842	0.9357245	0.9759261	0.93646336	0.9224045	0.9560269	0.99532014	0.7477671	0.9119969	0.8651192	0.8743246	0.9680012	0.95473045	0.95804316	0.93439645	0.9809786	0.9717724	0.96403635	0.95329803	0.9443847	0.9711541	0.941616	0.95576584	0.906877	0.9369997	0.91349727	0.78862226	0.8315039	0.9754176	0.80856574	0.8342838	0.94513965	0.92057496	0.9760461	0.79807097	0.8992353	0.98379815	0.9639467	0.9164559	0.9783727	0.90127385	0.95060307	0.9709617	0.58962137	0.9623008	0.95925266	0.88831866	0.9260847	0.86632955	0.95672435	0.970864	0.93384206	0.9463406	0.97339755	0.97564596	0.9004868	0.9670618	0.80677414	0.9576758	0.9512322	0.9150877	0.9671616	0.9577799	0.3219399	0.9201542	0.9740416	0.96848184	0.9681643	0.9508577	0.96913606	0.943476	0.9670648	0.97027147	0.6115858	0.9732656	0.9659782	0.94546247	0.907546	0.9564187	0.91941965	0.85859865	0.8952699	0.872476	0.89586806	0.94987833	0.940467	0.9168008	0.8963378	0.9574717	0.9504566	0.99759734	0.47940814	0.97123075	0.9941835	0.90256196	0.9955826	0.9251559	0.96431446	0.8887071	0.9659054	0.9395369	0.96568346	0.73048854	0.89027333	0.8631997	0.80604684	0.9705472	0.9871871	0.8615934	0.8994888	0.98024255	0.9312166	0.9390443	0.7628812	0.8282981	0.9543269	0.96268153	0.9417949	0.90416104	0.9560502	0.9566235	0.90612173	0.89480114	0.9924162	0.72871786	0.9635041	0.9628138	0.9680435	0.89834213	0.9173359	0.97908825	0.91685516	0.907248	0.9544573	0.9433535	0.92297244	0.9106665	0.9809689	0.9313333	0.98216665	0.9095178	0.9266736	0.8986208	0.96485174	0.8990011	0.7200508	0.8089917	0.9289966	0.92796993	0.89833033	0.88738	0.95537615	0.9703763	0.95701146	0.9926449	0.8094143	0.98307556	0.9066932	0.9551533	0.95634776	0.9274814	0.9559144	0.9632126	0.9695072	0.98457336	0.9711281	0.94630015	0.953167	0.9240388	0.8722528	0.7723818	0.9613644	0.6257327	0.96262157	0.92317647	0.56072354	0.9594096	0.9787981	0.9656158	0.90610373	0.90858215	0.88975143	0.979232	0.8881081	0.9700856	0.73674846	0.9159351	0.990013	0.9787687	0.9372262	0.7056316	0.9891049	0.8654681	0.97101283	0.9757555	0.9477682	0.9358859	0.8697332	0.9791362	0.9726769	0.8533137	0.9768496	0.94407666	0.73758763	0.8703948	0.9197241	0.94251126	0.97194767	0.9626463	0.9810371	0.9638929	0.9728459	0.93768436	0.90206975	0.9565497	0.8645776	0.9647624	0.88241976	0.98254573	0.96495706	0.9915988	0.97215426	0.98525727	0.9383204	0.9636739	0.9273914	0.9083342	0.97235614	0.86108667	0.961674	0.95894384	0.9766376	0.94333225	0.915389	0.56636995	0.9800807	0.7351764	0.87431014	0.64755845	0.99868065	0.955637	0.960929	0.9492185	0.95773304	0.9328413	0.8741841	0.96161014	0.9106978	0.45310867	0.88404036	0.683339	0.9781803	0.9490416	0.9493641	0.9401433	0.94263977	0.78332466	0.9493377	0.9337008
kort/adj	0.9328803	0.0	0.84284437	0.8682507	0.90110373	0.762704	0.73708665	0.92773396	0.89607525	0.8482596	0.9503659	0.9308291	0.9341988	0.86984783	0.7068108	0.9048487	0.8111313	0.7134799	0.90710306	0.9001936	0.7342286	0.9239182	0.85923755	0.922533	0.9867173	0.8419071	0.76917213	0.72311944	0.8819053	0.9502284	0.7274108	0.9652928	0.81606823	0.89915353	0.91995656	0.82897747	0.8979867	0.8840452	0.90323335	0.87247014	0.90782404	0.8886236	0.68614167	0.875739	0.8192209	0.8007752	0.9378306	0.6811032	0.87129694	0.84336686	0.921331	0.8931153	0.812621	0.920767	0.8938305	0.9060298	0.97250175	0.9000468	0.7353751	0.7926028	0.8952185	0.93422854	0.9463017	0.9281315	0.8950951	0.829761	0.8024393	0.7442474	0.8134105	0.8939949	0.89133537	0.88772726	0.80460894	0.84927785	0.9091014	0.7301213	0.8426497	0.8963392	0.93224376	0.928026	0.8626693	0.8672998	0.7833366	0.80732745	0.894567	0.86188114	0.8761856	0.82093316	0.8610991	0.77080137	0.79897934	0.8474573	0.9491722	0.879246	0.70669264	0.8353654	0.8660605	0.8760097	0.85772556	0.9099687	0.92481184	0.94144523	0.8545114	0.7048322	0.88998944	0.86397874	0.8842664	0.7383056	0.9446522	0.8215301	0.9045685	0.95650935	0.8844114	0.8352814	0.7976265	0.91468924	0.77203155	0.92144054	0.8894065	0.91549194	0.8890829	0.879595	0.8692389	0.79451597	0.9105172	0.8592803	0.94260824	0.90354	0.80936646	0.91568947	0.93338656	0.94435406	0.83544326	0.8694744	0.8667362	0.8020333	0.8918419	0.8655025	0.89524007	0.8367535	0.6456098	0.89922243	0.94894576	0.86063045	0.9492865	0.77671134	0.8591029	0.7067681	0.85659575	0.9144292	0.87403804	0.84943736	0.794695	0.8475033	0.7042086	0.8906342	0.8723995	0.8107629	0.8467047	0.8444521	0.93972445	0.894949	0.7117981	0.94405174	0.8813539	0.70257837	0.893113	0.759081	0.92970556	0.77430433	0.8385418	0.84135944	0.8033175	0.92711836	0.8457904	0.82729363	0.85783696	0.94461125	0.9000864	0.9527386	0.79390556	0.8837175	0.89863515	0.9447376	0.7887088	0.90664184	0.91420346	0.81438744	0.88322866	0.85313046	0.91335964	0.9146483	0.83214134	0.811337	0.8409113	0.76358336	0.9200839	0.8386791	0.8357556	0.95726323	0.7652934	0.9162744	0.86922055	0.74882054	0.85115397	0.86189026	0.90493363	0.79178023	0.7871312	0.9013359	0.8748529	0.9093906	0.93797654	0.88896084	0.8745951	0.8460015	0.7305	0.8420712	0.86340535	0.9355586	0.8736537	0.92312264	0.8098203	0.9162276	0.86097544	0.8986421	0.9137289	0.81855017	0.8372189	0.89695513	0.9701628	0.75356215	0.9051101	0.80197465	0.85451937	0.9344021	0.7400923	0.8355174	0.9014992	0.9633063	0.8544035	0.7500893	0.87495095	0.8698311	0.90793127	0.76864797	0.9328599	0.8346522	0.91719025	0.80993605	0.8899435	0.74567	0.93725544	0.9509403	0.9126184	0.8562314	0.8184411	0.8066485	0.80026925	0.8040594	0.8757961	0.8926788	0.7857876	0.87875867	0.8557774	0.8781982	0.7770986	0.73638093	0.85902905	0.8582614	0.8848558	0.78924906	0.8872647	0.80348086	0.85360664	0.8076662	0.7695287	0.86509573	0.84787107	0.9141494	0.89457154	0.9087495	0.8910662	0.73364544	0.90427387	0.86962	0.7427885	0.8053956	0.83476365	0.8914187	0.9518873	0.90665966	0.7788992	0.91195923	0.8939483	0.9165776	0.79023564	0.7286627	0.8870518	0.88878286	0.8025716	0.8832269	0.8801174	0.9217653	0.84392047	0.7654997	0.69607246	0.8935925	0.79895985	0.69387525	0.8441206	0.9675889	0.8604966	0.9240516	0.9227096	0.90080464	0.7835075	0.95670056	0.8028861	0.88751775	0.88836503	0.81147003	0.9096882	0.90886545	0.8576535	0.87109864	0.86431557	0.91030395	0.8898858	0.9392807	0.8384213	0.92279077	0.8496598	0.90099925	0.8278687	0.9384947	0.88040584	0.88964	0.86387193	0.89691067	0.85223484	0.94928956	0.89851654	0.785307	0.88392216	0.8915467	0.9308522	0.89065456	0.91773367	0.86214745	0.898561	0.8905936	0.8476694	0.75024354	0.90708905	0.866254	0.891101	0.87949437	0.94120044	0.9362227	0.795901	0.9155371	0.829779	0.8714993	0.9310397	0.77153325	0.8718391	0.8823744	0.95975	0.8623852	0.7709476	0.8501407	0.87055904	0.660793	0.8165116	0.78736264	0.95775163	0.78578675	0.8071389	0.92862684	0.84056294	0.8565713	0.85143614	0.9013023	0.80636144	0.8196652	0.9248064	0.95731413	0.9201592	0.7879172	0.6920401	0.9134796	0.8698675	0.8724248	0.9402664	0.91578066	0.8901506	0.8644953	0.87937343	0.87972766	0.90098596	0.9384331	0.89417994	0.8762431	0.84405196	0.7199689	0.9116083
gebruikt/adj	0.95755404	0.84284437	0.0	0.87072647	0.914205	0.8940594	0.8364835	0.8060557	0.89778024	0.7358728	0.9206353	0.9000974	0.8887537	0.85021937	0.8228116	0.9107856	0.8927247	0.77791655	0.97463065	0.9332751	0.943258	0.95865774	0.89680994	0.7345877	0.9724798	0.84883225	0.8392275	0.7500049	0.96372837	0.8699496	0.86046076	0.884987	0.9164909	0.88738203	0.9415461	0.8508235	0.86898655	0.8797749	0.8358339	0.8706473	0.9342241	0.95045865	0.84220886	0.8959427	0.8045407	0.9257014	0.9070703	0.88155764	0.77355015	0.6852683	0.753751	0.97913986	0.95665413	0.87918496	0.86399394	0.92921793	0.8335223	0.9655593	0.8365691	0.8700026	0.7558808	0.7606901	0.86337197	0.8616849	0.90503407	0.70845497	0.9496522	0.8779956	0.7896931	0.8804758	0.926465	0.9445323	0.9152249	0.6596681	0.8370504	0.845661	0.8957666	0.9200969	0.90942454	0.9208965	0.7980021	0.8828168	0.94284964	0.7554463	0.9108234	0.88511235	0.94899553	0.76918197	0.95546883	0.9063638	0.8206883	0.95878416	0.872242	0.86502004	0.91675353	0.81082195	0.80055726	0.9129728	0.7671503	0.9715337	0.91630274	0.98851943	0.8250603	0.7796279	0.9475709	0.94683665	0.9203835	0.81369716	0.8886762	0.9036658	0.6948298	0.9325559	0.8501597	0.9336982	0.896718	0.91395926	0.7903941	0.87853485	0.83456707	0.847017	0.8995093	0.89542496	0.82298434	0.9334586	0.9623891	0.940229	0.9898955	0.93657154	0.74070626	0.8983133	0.9373889	0.9087338	0.82800215	0.9264334	0.90496445	0.84756386	0.90391123	0.8658769	0.84220684	0.86123776	0.8848419	0.97696114	0.9303327	0.92519796	0.8916513	0.82248163	0.9606293	0.6275089	0.75249594	0.8415995	0.8124236	0.87314874	0.91288966	0.8726961	0.80286133	0.8743985	0.75658715	0.87859863	0.92033774	0.9058042	0.82369363	0.8375842	0.8551246	0.9528654	0.86786187	0.86322814	0.9561413	0.7539597	0.8783985	0.9168525	0.9094775	0.849471	0.8883365	0.93033594	0.855742	0.878345	0.8355171	0.9370146	0.92974174	0.94398546	0.78790474	0.9703263	0.9243712	0.967274	0.89264876	0.8904717	0.9640351	0.8061054	0.7286285	0.9218643	0.86575896	0.9622946	0.87457067	0.76131845	0.7545711	0.84273404	0.85841036	0.8262951	0.86804855	0.9494031	0.90424585	0.8969209	0.87044644	0.85655844	0.9320299	0.95315206	0.9199404	0.686327	0.9494162	0.8452251	0.84298116	0.954639	0.9314069	0.8628663	0.932316	0.8427285	0.7753732	0.9310397	0.9055879	0.8426867	0.786636	0.8689317	0.8935574	0.84680045	0.86167806	0.94125664	0.89897174	0.91429555	0.8212889	0.9089812	0.98167837	0.7799142	0.9346457	0.7624211	0.8336093	0.9134434	0.8384648	0.87694055	0.9739787	0.95064217	0.8124019	0.89441925	0.91839755	0.82902795	0.9058538	0.8681109	0.93027544	0.81800854	0.94819033	0.8928045	0.8067596	0.9094278	0.9325579	0.93394464	0.836427	0.93082976	0.8991584	0.7604115	0.856152	0.8758837	0.77304995	0.8918325	0.89356834	0.8733845	0.9064524	0.8063177	0.8322349	0.71423286	0.8374921	0.8596097	0.908393	0.7963319	0.9757461	0.8367336	0.7989075	0.79753315	0.914678	0.89375013	0.9146347	0.92296416	0.9412532	0.9558273	0.9129002	0.8848329	0.82498515	0.6626735	0.9139632	0.68200976	0.81816757	0.85470045	0.9644593	0.83694446	0.8465981	0.97541434	0.94032604	0.97189766	0.9001666	0.8484487	0.82191217	0.8567187	0.9524949	0.88523304	0.91064715	0.9352114	0.7437773	0.8814051	0.8498826	0.7768015	0.9018352	0.75753325	0.779812	0.86110866	0.6858861	0.9329566	0.73654664	0.91334826	0.92787284	0.9697606	0.9417697	0.9503376	0.95362896	0.8623761	0.8932267	0.9340596	0.92222786	0.94391966	0.8545728	0.94701666	0.75434154	0.97383314	0.85995257	0.9285045	0.9119921	0.9752861	0.886353	0.90990067	0.8882995	0.9409243	0.9142838	0.8761092	0.8613205	0.684116	0.9065114	0.77795416	0.8921086	0.8013867	0.923499	0.95358336	0.96474636	0.8467483	0.88224864	0.70716256	0.90207946	0.88486654	0.921855	0.77242357	0.8477771	0.8543385	0.8605664	0.8016238	0.9192811	0.8442755	0.90401644	0.8989479	0.7013157	0.85376453	0.85256386	0.8462734	0.7513912	0.9006194	0.86097366	0.8972978	0.8299396	0.7710654	0.84823054	0.9075432	0.96504414	0.8559196	0.89948314	0.6945142	0.854932	0.9569441	0.8947482	0.89354986	0.8028449	0.9083896	0.8647529	0.9315545	0.958037	0.7557603	0.89016396	0.8341435	0.8644116	0.9626606	0.8260149	0.96924293	0.94605255	0.90625757	0.97054636	0.8840229	0.9066762	0.8906046	0.94076574	0.8915925	0.9145312	0.6800386	0.9565083
medeplichtige/noun	0.9550568	0.8682507	0.87072647	0.0	0.901493	0.9441923	0.9207232	0.9158455	0.92753375	0.8451234	0.9234048	0.9204781	0.926309	0.9101418	0.87760836	0.9431082	0.90963566	0.8342455	0.9502647	0.8769883	0.9460956	0.9666285	0.9113821	0.9136032	0.92111593	0.97252804	0.8980979	0.8607867	0.9154374	0.9375264	0.847979	0.8765026	0.8689997	0.9475728	0.94558513	0.9466339	0.9041275	0.87857336	0.8297169	0.9193565	0.94500047	0.9336039	0.8520108	0.91775984	0.83013284	0.83007747	0.92260784	0.84730697	0.9057349	0.9693099	0.9152725	0.8823672	0.91707855	0.8194531	0.85563976	0.9518767	0.9924724	0.8292012	0.84909153	0.8521203	0.893137	0.9306137	0.85848373	0.94036525	0.8837609	0.8558988	0.889148	0.9016877	0.96751136	0.8758949	0.9464405	0.95082504	0.8530554	0.8697644	0.90420526	0.8929661	0.8473476	0.8715795	0.91606784	0.83290863	0.8916818	0.8907022	0.93079114	0.9432221	0.87247366	0.8805727	0.8928248	0.84707355	0.8532132	0.8928057	0.8626441	0.95750916	0.94845974	0.90200853	0.8727726	0.8972676	0.9517188	0.8985342	0.8690641	0.8932248	0.8767881	0.9062484	0.93724066	0.9351567	0.9352854	0.9129757	0.9364952	0.92790455	0.9754993	0.9190658	0.7791174	0.8696773	0.845947	0.9671661	0.9109488	0.9044037	0.9068335	0.88827664	0.92265594	0.94569397	0.91906047	0.92061317	0.87440675	0.90446496	0.89045155	0.90736157	0.8860458	0.90928626	0.88529116	0.8210963	0.96694225	0.9544929	0.83135766	0.8586222	0.88184005	0.93407345	0.85056275	0.86779404	0.93733585	0.9690043	0.86153376	0.89713025	0.87900007	0.92433786	0.9135722	0.8621231	0.90634245	0.83353084	0.8109841	0.9547019	0.9183526	0.9627219	0.9195528	0.90798795	0.9423751	0.84630775	0.9173483	0.7711555	0.8924686	0.9093244	0.84939194	0.8489944	0.86941445	0.9150449	0.93260396	0.94071984	0.8578314	0.89911765	0.96501267	0.96254545	0.8249323	0.9504495	0.91152054	0.8675227	0.8677074	0.9339074	0.8882289	0.97656274	0.8918499	0.91814387	0.8377655	0.8852965	0.94555205	0.95418656	0.8753586	0.9464141	0.955246	0.8995085	0.85807574	0.9061938	0.9135659	0.9146777	0.978895	0.9222156	0.88752615	0.92424417	0.8245056	0.9023821	0.90901566	0.8775229	0.87127733	0.9265655	0.91284597	0.89487845	0.94813156	0.9048827	0.96538275	0.9378424	0.9525383	0.8425269	0.8645713	0.9525636	0.9574409	0.8998546	0.97058076	0.88548326	0.84030384	0.86572206	0.86908895	0.8528539	0.83671224	0.92224455	0.9518508	0.93663776	0.9530374	0.8906984	0.849529	0.94759834	0.91033727	0.9039923	0.91633797	0.909019	0.8609884	0.926216	0.794443	0.89311874	0.9077279	0.8356326	0.91410583	0.9438295	0.8587308	0.9339001	0.8821822	0.89223754	0.92864573	0.9548141	0.948727	0.8094968	0.91124797	0.8648022	0.95187646	0.97260857	0.9324785	0.8571624	0.9135719	0.95437855	0.9262005	0.89884925	0.84124434	0.92647743	0.90141094	0.9311449	0.9475125	0.77145374	0.94008183	0.855312	0.87804186	0.8235615	0.9406717	0.86707485	0.9130207	0.86409193	0.8895314	0.79488134	0.85368735	0.88642085	0.92328894	0.8486798	0.8749167	0.87315553	0.89935344	0.85773623	0.9128866	0.9059134	0.9253272	0.74715275	0.9057114	0.8580058	0.93649906	0.8369775	0.72372985	0.9282619	0.83462965	0.88935053	0.93707556	0.92318106	0.79063165	0.8671849	0.8587079	0.8633038	0.9254344	0.9038658	0.8470683	0.9336956	0.8960584	0.950142	0.9015521	0.88575447	0.948543	0.84250695	0.9321654	0.91471034	0.9674316	0.9770593	0.96737146	0.87858063	0.9645598	0.9241456	0.8996708	0.85814714	0.89108086	0.9662416	0.8594818	0.93083733	0.90774125	0.8900628	0.8873587	0.9573338	0.86347	0.9633623	0.9682423	0.966535	0.93079185	0.8944969	0.9353364	0.9551255	0.92265487	0.98699015	0.9504985	0.9269709	0.8663073	0.9706517	0.97601384	0.8362144	0.9519057	0.87984186	0.90736216	0.82060504	0.9577573	0.78367275	0.8713794	0.7590351	0.8900155	0.8428146	0.9048275	0.9604835	0.8995406	0.9199198	0.9265076	0.9464535	0.85014164	0.9114992	0.8845625	0.86184734	0.8890889	0.76187664	0.9637808	0.8749111	0.9046203	0.93115	0.9519309	0.95765626	0.96248883	0.8967756	0.8834302	0.9160458	0.80065936	0.8704571	0.93096876	0.9806382	0.87485236	0.94543374	0.8910816	0.81410956	0.84702504	0.90986776	0.90733665	0.8679261	0.863703	0.92814547	0.85817945	0.90550554	0.9140707	0.91929	0.9478237	0.9563449	0.9099099	0.9114873	0.94413865	0.9643906	0.979564	0.87060875	0.83157074	0.85617954	0.87107813	0.81866944	0.8869541
