	's/adv	1986/noun	1988/noun	1998/noun	2003/noun	46-jarige/adj	ABN/noun	Brasschaatse/adj	Engels/noun	Indonesisch/adj	Russisch/adj	UCI_voorzitter/noun	WK/noun	aanbeveling/noun	aanbod/noun	aantal/noun	absoluut/adj	advies/noun	afloop/noun	allang/adv	alleen/adj	alles/noun	april/noun	avond/noun	bank/noun	bedremmeld/adj	beklijf/adj	belofte/noun	beschuldiging/noun	bespreking/noun	beweging/noun	bewindsman/noun	bezwaar/noun	binnenkort/adv	blijf/verb	blijkbaar/adj	bond_voorzitter/noun	burger_slachtoffer/noun	camera/noun	circulaire/noun	coke/noun	commissaris/noun	criminoloog/noun	cru/adj	dag/noun	dan/adv	debutant/noun	deputatie/noun	ding/verb	dinsdag/noun	divers/adj	docu/noun	door/adj	drama/noun	dreig/verb	dring_aan/verb	dus/adv	duur_voort/adj	eens/adv	eenvoudig/adj	eerder/adj	eind_overwinning/noun	eindeloos/adj	enscenering/noun	ether/noun	even/adj	evenement/noun	evolutie/noun	feite/adv	fractie/noun	fragiel/adj	geduld/noun	gemeente_bestuur/noun	genoeg/adv	geschiedenis/noun	geuit/adj	gevolgd/adj	gisteravond/adv	gisteren/adv	graag/adj	grand/noun	grap/noun	grond_gebied/noun	halfuur/noun	handeling/noun	heel/adj	heenmatch/noun	herfst_vakantie/noun	hoogtepunt/noun	houd_vast/verb	huzaar_stuk_DIM/noun	in/adv	initiatief/noun	inspanning/noun	instructie/noun	interview/noun	investering_bank/noun	jaar/noun	jaarlijks/adj	kan/verb	kanselier/noun	keer/adv	keer/noun	koop_advies/noun	kort/adj	kunst_DIM/noun	kunst_stuk_DIM/noun	laat/adj	letterlijk/adj	lijk/verb	lijn/noun	loop_door/adj	maal/noun	maand/noun	maandag/noun	maar/adv	mag/verb	makelaar/noun	medeplichtige/noun	meer/adv	moet/verb	nadruk/noun	net/adv	niet/adv	niets/noun	nieuws/noun	nog/adv	november/noun	nu/adv	onbegrensd/adj	onderwijs_inspectie/noun	oneindig/adj	ongelovig/adj	onmogelijk/adj	onzin/noun	op/adv	operatie/noun	opmerking/noun	oppositie/noun	overtreding/noun	overtref/verb	paar/noun	pathologisch/adj	patroon/noun	platvloers/adj	pleidooi/noun	poos_DIM/noun	president/noun	programma/noun	rapport/noun	recept/noun	recht_zaak/noun	reeks/noun	resultaat/noun	scenario/noun	schaal/noun	seizoen/noun	september/noun	serie/noun	slagzin/noun	slavernij/noun	standpunt/noun	steeds/adv	stelling/noun	stout/adj	succes/noun	succes_story/noun	systematisch/adj	tafereel/noun	televisie/noun	telkens/adv	test/noun	toen/adv	toespraak/noun	toon/noun	tv/noun	uitdrukkelijk/adj	uitgebreid/adj	uitzending/noun	uur/noun	vaak/adj	vandaag/adv	vanmiddag/adv	vele/adj	verklaring/noun	verleden/noun	verschijnsel/noun	vierjarige/adj	volg/adj	voorkeur/noun	voorstel/noun	voorzitter/noun	vorig/adj	vraag/noun	vrijgegeven/adj	waard/adj	wederom/adv	week/noun	weer/adv	wens/noun	werkelijk/adj	wethouder/noun	wil/verb	woensdag/noun	woensdag_avond/noun	woord/noun	woordvoerster/noun	word/verb	zal/verb	zaterdag/noun	zege/noun	zeker/adj	zeker/adv	zelfoverschatting/noun	zender/noun	zin/noun	zinnig/adj	zo/adv	zodoende/adv	zomer/noun	zwijg/verb
's/adv	0.0	0.90777695	0.9289564	0.8766151	0.86766136	0.9390636	0.98558605	0.9898661	0.9863544	0.97315884	0.96130985	0.9803956	0.913734	0.9610213	0.92272735	0.9400068	0.9347627	0.94165313	0.9297335	0.942788	0.92278093	0.9188931	0.7485911	0.7862013	0.9333968	0.89613837	0.98767126	0.94051737	0.97426873	0.9663449	0.946039	0.98088205	0.9269568	0.890495	0.914357	0.89369	0.98250216	0.990859	0.88511723	0.97586864	0.9884246	0.95047617	0.9895114	0.9903474	0.8255993	0.91461366	0.9743635	0.96549547	0.9531702	0.7442633	0.88583535	0.98775154	0.94934446	0.91803896	0.9166219	0.9296316	0.91882324	0.93786174	0.91152054	0.93775797	0.9158043	0.98422354	0.9670518	0.98355645	0.86893654	0.88255703	0.93970025	0.93830985	0.97272015	0.95270187	0.9703162	0.9685546	0.9491833	0.90972793	0.8950684	0.99109703	0.9377847	0.84988403	0.8014435	0.887986	0.96629274	0.9430696	0.9596621	0.9461589	0.92405754	0.8981645	0.9764715	0.93409556	0.93070555	0.9543103	0.9710002	0.92071605	0.93876964	0.95660627	0.95339626	0.9040321	0.9842513	0.9450895	0.9107665	0.92081803	0.9846604	0.9779182	0.918288	0.99045473	0.8689366	0.963067	0.98475933	0.8747512	0.9243846	0.9057563	0.9433403	0.81195456	0.93697643	0.9278368	0.70654833	0.9227762	0.8958503	0.9735515	0.9396926	0.89557236	0.95570415	0.97727764	0.8823289	0.9342581	0.9234813	0.8593976	0.92430824	0.75616366	0.91638565	0.9987726	1.0	0.9994702	0.9739013	0.9290977	0.9608168	0.9555962	0.92932826	0.9238839	0.9651079	0.9630309	0.95125353	0.9044901	0.99644876	0.9619827	0.9998826	0.9414767	0.988043	0.9390497	0.81588966	0.9575777	0.9548616	0.9665447	0.9065576	0.9322055	0.9434514	0.9494296	0.9370188	0.7422233	0.89489317	0.997976	0.9764182	0.94277495	0.92914045	0.9771807	0.9756141	0.8909419	0.9994448	0.9734788	0.9467702	0.8742895	0.7383169	0.95034975	0.8779533	0.9420684	0.9497776	0.8845426	0.97119224	0.90923536	0.83883363	0.6786541	0.9148233	0.7989228	0.9056274	0.8828962	0.9466329	0.92510974	0.967492	0.9768642	0.90955347	0.9487413	0.9272951	0.9192985	0.87797606	0.94740754	0.9818184	0.94861025	0.95542955	0.8973202	0.8684155	0.91678256	0.9407656	0.9187273	0.92025524	0.7202903	0.8686345	0.8968955	0.95891976	0.85603356	0.954864	0.7258876	0.9396554	0.9192541	0.9122098	0.9965424	0.87608707	0.9133244	0.98996377	0.90169734	0.95732284	0.8936012	0.93979573
1986/noun	0.90777695	0.0	0.6289855	0.72820705	0.87513775	0.8872605	0.9582275	0.98318684	0.9440702	0.88627243	0.9003346	0.9664169	0.77705085	0.95932734	0.94754773	0.9333246	0.9211538	0.95851916	0.94066936	0.92401826	0.9564513	0.96135837	0.74822307	0.86876106	0.93148756	0.9844775	0.92720747	0.90978825	0.915395	0.9533233	0.9190958	0.948637	0.93747187	0.9128155	0.9630038	0.95106226	0.94100136	0.9745952	0.92632097	0.8994975	0.93638235	0.91943944	0.9396117	0.9237854	0.91723824	0.98980236	0.8984147	0.9402006	0.9263872	0.8585551	0.9094657	0.98538965	0.95545655	0.791241	0.9339483	0.95132935	0.96937	0.9395902	0.93182063	0.9468289	0.8883172	0.9306203	0.923872	0.9296609	0.92969584	0.9629766	0.9048784	0.91937387	0.93705666	0.95344996	0.94928974	0.96215934	0.95424145	0.94545555	0.8584701	0.959823	0.9140786	0.88052195	0.8846696	0.9342401	0.9208268	0.9482835	0.92366695	0.96555674	0.93010885	0.9639254	0.953588	0.93857	0.8189486	0.94492763	0.9201908	0.90178937	0.9369641	0.9414513	0.9424617	0.85284257	0.9778708	0.8730154	0.8796106	0.97195196	0.9328713	0.9643055	0.88175416	0.9804848	0.90844786	0.9425234	0.95686024	0.89810324	0.9121206	0.93975836	0.9388412	0.92144537	0.8648898	0.9118834	0.84857845	0.95579445	0.9595977	0.93450546	0.9443666	0.93463904	0.97124773	0.9480672	0.8894728	0.9814793	0.9536458	0.9028674	0.95574015	0.74248034	0.9364655	0.9948328	0.97065556	0.94129467	0.9518158	0.9548381	0.9025159	0.9273585	0.90122306	0.9572869	0.89823383	0.94796205	0.9046419	0.9484122	0.96746105	0.9471826	0.96770036	0.91318965	0.96141785	0.8547394	0.8885594	0.89680797	0.9203927	0.910082	0.86754423	0.95779794	0.9063187	0.9495673	0.91752654	0.7696527	0.81215686	0.9363334	0.9401282	0.9667475	0.9564849	0.94926465	0.93530595	0.8989763	0.9667671	0.91903937	0.9097199	0.9034847	0.90063524	0.9525115	0.75659305	0.8996755	0.94436854	0.90404177	0.92740136	0.90456885	0.8836458	0.8326789	0.97333574	0.86718273	0.9210498	0.915779	0.929684	0.93567413	0.9424875	0.929938	0.92744446	0.94910896	0.95074975	0.8573054	0.88592774	0.9580176	0.95834285	0.9251983	0.9026454	0.9341218	0.9444317	0.9496346	0.92648226	0.9025173	0.9771395	0.85092586	0.90284836	0.90899855	0.9259729	0.78189045	0.9634463	0.8531669	0.899244	0.9329581	0.9329091	0.963345	0.9503821	0.9335572	0.95613927	0.97632545	0.94016004	0.77228117	0.927989
1988/noun	0.9289564	0.6289855	0.0	0.7046131	0.83767176	0.9108506	0.96854484	0.9654585	0.95480597	0.9028238	0.8773582	0.9848746	0.7682464	0.9445584	0.9229188	0.90922993	0.8946515	0.9406167	0.93705726	0.89351505	0.937179	0.9513866	0.7714395	0.87674236	0.928232	0.97233766	0.9665793	0.904497	0.9043053	0.932403	0.928905	0.9328182	0.9262733	0.8987331	0.94257826	0.9468464	0.9672807	0.9608252	0.9206513	0.89964354	0.9392857	0.91994053	0.9469966	0.9206021	0.89643425	0.9886731	0.8723616	0.9592472	0.93148017	0.8352346	0.8640653	0.96146125	0.9617584	0.79717624	0.90869963	0.93370247	0.92873544	0.9324739	0.90290546	0.91724616	0.8750495	0.9536175	0.9206792	0.9274752	0.9294302	0.937908	0.88607043	0.9370648	0.9538053	0.9496612	0.949511	0.95582163	0.9301276	0.94059366	0.8710187	0.9762666	0.89125246	0.88048065	0.85771036	0.9114013	0.91137767	0.9365071	0.91814363	0.968993	0.9435518	0.9488674	0.96091634	0.9723575	0.80898476	0.9239638	0.9207567	0.8707639	0.9346682	0.9448888	0.9741957	0.86109173	0.9636506	0.82273614	0.84364146	0.96876574	0.9089217	0.9502329	0.85561633	0.9642827	0.90129006	0.9505251	0.9642327	0.892638	0.9129269	0.9244464	0.94470376	0.93690586	0.85156935	0.8698229	0.8526398	0.9237678	0.93975693	0.92789584	0.9483049	0.9178825	0.96210694	0.94879955	0.8870163	0.9872219	0.9526594	0.89277124	0.92029953	0.7439208	0.90705067	0.9691061	0.97248954	0.95489615	0.97068226	0.93758935	0.9415487	0.9336151	0.9054277	0.95648795	0.89600366	0.9357465	0.87949026	0.95350254	0.9840276	0.9168912	0.9580456	0.92905366	0.9758577	0.8518606	0.8790584	0.91977644	0.92382514	0.8945106	0.87241143	0.91920745	0.8919847	0.9186901	0.90786874	0.76099944	0.8190088	0.9364755	0.93316364	0.9636638	0.94621944	0.9417653	0.94285125	0.8783022	0.9543266	0.9210053	0.8737758	0.89270973	0.9064717	0.9157542	0.7772194	0.90616924	0.9417557	0.92193663	0.90950096	0.88545215	0.8666957	0.8337953	0.95199126	0.8415833	0.9353725	0.9029894	0.92150074	0.91934276	0.9301478	0.9179152	0.9076807	0.9390188	0.9532136	0.8519146	0.8379541	0.9273976	0.9539206	0.9007212	0.8757269	0.9123395	0.9281509	0.9253198	0.92776304	0.92190886	0.9406246	0.8447918	0.8987532	0.92107105	0.92408085	0.79226017	0.94227177	0.8462638	0.90604436	0.90921783	0.9299758	0.997002	0.9342569	0.9453722	0.9653885	0.9722466	0.9209337	0.75510174	0.9222779
1998/noun	0.8766151	0.72820705	0.7046131	0.0	0.534562	0.9379607	0.95673317	0.98680425	0.9421087	0.91240835	0.8615644	0.9727547	0.7972615	0.9030348	0.8459536	0.6610187	0.8332647	0.8746898	0.91458845	0.9295538	0.93484455	0.92999715	0.71932065	0.843868	0.7523314	0.98894525	0.9660579	0.8943809	0.877589	0.9057308	0.9044128	0.9125601	0.90301913	0.8238959	0.8879641	0.898226	0.9704597	0.92915225	0.910288	0.9147357	0.88453436	0.8922308	0.9690003	0.9324099	0.7303113	0.97209895	0.9211104	0.91806453	0.9082788	0.7786605	0.8561764	0.988138	0.9353138	0.7993085	0.86787534	0.9061322	0.8859039	0.92371583	0.7736429	0.91385293	0.7331927	0.9727862	0.965563	0.9517681	0.9440339	0.90770847	0.8724693	0.90724576	0.9101467	0.8833484	0.9568964	0.95435566	0.89310837	0.8914274	0.86739	0.9566113	0.75486857	0.8192425	0.7705926	0.8973967	0.92973167	0.9278547	0.89756906	0.95724994	0.92888415	0.890847	0.98552024	0.9298052	0.8283951	0.8594643	0.93266827	0.5252865	0.89867485	0.91441166	0.9465846	0.860357	0.9357375	0.5456146	0.57951283	0.9632201	0.95760286	0.9481872	0.7812296	0.90481234	0.8366723	0.95396507	0.9575543	0.87586266	0.9113022	0.89038706	0.82754076	0.9067827	0.7179818	0.6225855	0.7572403	0.73090446	0.88979024	0.8711799	0.93716794	0.90284884	0.92282623	0.94465536	0.8194462	0.98053306	0.903445	0.8225485	0.7720475	0.72339034	0.751475	0.9801358	0.93094397	0.9622877	0.96133864	0.9155235	0.9338785	0.92091286	0.80350655	0.92142534	0.9236921	0.78987575	0.8567754	0.8808781	0.99006647	0.9513372	0.97463226	0.94569343	0.96731204	0.85506994	0.8431872	0.82013357	0.8999168	0.84547925	0.83602405	0.7343825	0.8933096	0.7920058	0.89236474	0.6941778	0.7989245	0.9674019	0.9430542	0.9254606	0.9005586	0.9308453	0.96406865	0.8316196	0.9658678	0.936211	0.93687725	0.8836646	0.8460782	0.8570875	0.75638545	0.9073574	0.92237127	0.8864706	0.94799936	0.8870669	0.85101324	0.76969755	0.93261266	0.7503502	0.8774973	0.87911355	0.86655706	0.9251751	0.95769733	0.9484462	0.80744594	0.9126764	0.8773619	0.85773575	0.46616232	0.8696445	0.9484646	0.6222851	0.8888663	0.82618636	0.9049002	0.91792345	0.9052151	0.88713396	0.8794699	0.773189	0.8747168	0.89074135	0.8861125	0.8514974	0.88816154	0.7960056	0.8847091	0.8386263	0.85638916	0.98759955	0.9056909	0.92765087	0.97992593	0.94998294	0.92058295	0.7839146	0.9338549
2003/noun	0.86766136	0.87513775	0.83767176	0.534562	0.0	0.95166165	0.9472515	0.9763252	0.9532128	0.9251208	0.8937013	0.96913856	0.8471634	0.9111806	0.8571494	0.6297277	0.85204583	0.90472704	0.9303339	0.95436937	0.93785864	0.9269112	0.6922362	0.8496871	0.7794832	0.98882186	0.9818994	0.88547933	0.95553756	0.91452116	0.9338202	0.9466553	0.9090792	0.84947884	0.8723028	0.8995567	0.97234076	0.91641605	0.9180098	0.93154037	0.9145453	0.91442806	0.9648834	0.9594068	0.71592814	0.93706626	0.9327738	0.9125439	0.8772728	0.817608	0.864095	0.9729821	0.9424502	0.92762536	0.86858255	0.9193553	0.83671534	0.94989425	0.7624912	0.92597985	0.76666147	0.979751	0.9272077	0.97233874	0.9281262	0.9103056	0.8036617	0.94462836	0.9198896	0.8655419	0.9758628	0.95233285	0.8511381	0.8966536	0.899026	0.9756577	0.74111676	0.8625539	0.838178	0.9041313	0.94360703	0.9302021	0.9142403	0.93836427	0.9499258	0.891405	0.96791255	0.89795744	0.85020864	0.8797905	0.947427	0.50583756	0.89438796	0.89858276	0.9574933	0.91812736	0.94873106	0.50915635	0.53538394	0.9329948	0.9593754	0.9616967	0.81819785	0.9143874	0.8792007	0.95902395	0.9815426	0.88892496	0.94859815	0.9211871	0.8209166	0.8893211	0.7606736	0.620294	0.7907382	0.6891812	0.86797976	0.91323614	0.9638649	0.9277839	0.8466914	0.95453036	0.8650636	0.9681733	0.9414376	0.8597706	0.75320524	0.7014415	0.73321366	0.9849699	0.939628	0.9870636	0.94273835	0.9208767	0.93727434	0.90490603	0.8070179	0.9285058	0.92941433	0.78712153	0.83396244	0.91366494	0.987883	0.94042045	0.98385894	0.9520413	0.97412145	0.94162494	0.85861695	0.8534678	0.8968513	0.89677477	0.8765853	0.75268036	0.9244124	0.7782506	0.8773148	0.67097056	0.8720591	0.96465206	0.9542377	0.93618315	0.9214213	0.9397901	0.9714593	0.8658577	0.9640543	0.94716805	0.95265955	0.922469	0.8056301	0.84457994	0.816752	0.916592	0.928414	0.9080492	0.9394249	0.90480274	0.8601045	0.82546926	0.94880563	0.7654679	0.8765836	0.923642	0.90614617	0.9284351	0.9709805	0.9611295	0.6938219	0.9371458	0.8800418	0.8928459	0.48337346	0.90773994	0.95312	0.59397775	0.9258805	0.84027076	0.924104	0.92506623	0.9218824	0.92502034	0.8682194	0.8146499	0.84946	0.9199442	0.9165389	0.8663305	0.8095622	0.812703	0.88017774	0.8078072	0.8149947	0.97529715	0.89175457	0.92276025	0.9920306	0.97286314	0.9308613	0.81776756	0.93273735
46-jarige/adj	0.9390636	0.8872605	0.9108506	0.9379607	0.95166165	0.0	0.98388135	0.9887528	0.96028316	0.9498094	0.9237821	0.994936	0.9350772	0.97170395	0.9666629	0.9628194	0.96342856	0.95352894	0.93223345	0.9227165	0.97767556	0.98488003	0.8997599	0.9477755	0.9642368	0.96815336	0.9706523	0.9436286	0.9311975	0.94113314	0.96404624	0.92828065	0.9629857	0.94387996	0.9403014	0.9351135	0.93496937	0.9626187	0.9666476	0.9602821	0.9562875	0.9587616	0.9423385	0.953759	0.9561242	0.9980275	0.88097817	0.9564654	0.95444465	0.91287905	0.9566529	0.9854399	0.9634325	0.9437627	0.94397384	0.951857	0.9914878	0.94886696	0.97121054	0.9600877	0.9234597	0.94136155	0.98773634	0.96287745	0.97262216	0.9671876	0.95950973	0.9901716	0.9763655	0.95334524	0.9707972	0.9531707	0.9336785	0.96569586	0.9151769	0.97166306	0.95432645	0.83641785	0.81508446	0.90858924	0.9541036	0.95051557	0.9490261	0.9751998	0.9257007	0.99031806	0.9585533	0.96974903	0.9628894	0.9456932	0.9429217	0.96477544	0.96518433	0.97598195	0.9680823	0.9323186	0.96633524	0.9789321	0.9529682	0.9980935	0.94890475	0.95622605	0.9561779	0.9879349	0.95841724	0.9616021	0.95969063	0.96129847	0.9592066	0.94848907	0.97061145	0.950559	0.94410706	0.95910996	0.91945577	0.97000366	0.9536561	0.93103254	0.8870093	0.9760266	0.9852823	0.9653327	0.93838686	0.9802307	0.963671	0.95260566	0.9647275	0.9033149	0.94339544	0.9254677	0.97974133	0.9701658	0.95370466	0.95542914	0.95688015	0.9222736	0.93439764	0.944397	0.94368553	0.9619675	0.96459675	0.9408105	0.9858811	0.9773829	0.9708288	0.96750146	0.9446286	0.8729195	0.9667741	0.9786129	0.94678396	0.9155763	0.98561144	0.97874844	0.92255247	0.9840773	0.8951689	0.9038395	0.9451805	0.9885178	0.9659821	0.95900595	0.9481256	0.96174407	0.9764112	0.949973	0.96556914	0.97982067	0.95863885	0.9569476	0.9628411	0.9651106	0.8738949	0.8914455	0.9249162	0.9771348	0.96958905	0.9560881	0.9755491	0.9622417	0.9783537	0.91318035	0.9438698	0.9519802	0.9051782	0.96154	0.96892476	0.97173476	0.9618	0.9626484	0.96706855	0.8783065	0.9100932	0.9852234	0.97161895	0.97576725	0.90393364	0.8911953	0.9506475	0.9473475	0.9791949	0.91974753	0.97131544	0.9123787	0.8311576	0.94125605	0.92723954	0.87974674	0.95401174	0.9157252	0.9218329	0.9655152	0.9460439	0.97388124	0.9756522	0.9484715	0.9693134	0.9943999	0.96328366	0.9010442	0.94783646
ABN/noun	0.98558605	0.9582275	0.96854484	0.95673317	0.9472515	0.98388135	0.0	1.0	0.9922979	0.9930786	0.96389407	0.94687957	0.9133743	0.97613794	0.999234	0.9545301	0.97962075	0.99245524	0.9842576	0.9966801	0.99870896	0.98957634	0.9191857	0.96690446	0.98928994	1.0	0.989017	0.96390396	0.9984564	0.9798764	0.9978303	0.9986019	0.99677795	0.9773263	0.97828704	0.9969659	0.9998773	0.9934722	0.9887471	0.9795157	0.9357658	0.97402143	0.9814791	0.9873139	0.94680977	0.9828307	0.996342	0.9827227	0.99320304	0.96073335	0.9974802	0.9944167	0.9814971	0.9808227	0.9908465	0.99981534	0.99504334	0.99376005	0.9802648	0.975264	0.97855157	0.9996948	0.98566	0.94553024	0.9914338	1.0	0.9193567	1.0	0.98635954	0.995117	0.9985623	0.97498786	0.9734217	0.9975813	0.9774551	0.9893764	0.98265797	0.9569996	0.9569775	0.99533147	0.98288566	1.0	0.9831868	0.9883011	0.9993822	0.99994475	0.9990165	0.9722001	0.9567991	0.98544955	0.9640753	0.95236653	0.9898245	0.9959899	0.99970686	0.995766	0.9656158	0.9556307	0.93167967	0.98088336	0.98545283	0.9974584	0.90333176	0.9567213	0.98600495	0.99973845	0.9730588	0.99203825	0.98195064	0.9979823	0.97810954	0.9796752	0.923373	0.95802236	0.95778984	0.99370044	0.97931904	0.97449994	0.9918591	0.99910545	0.93865395	0.99529684	0.9869699	1.0	1.0	0.98248595	0.9727934	0.9471625	0.99672633	0.96876144	0.98198444	0.99144775	0.9951211	0.9763173	0.9843305	1.0	0.9778236	0.98842484	0.99756265	0.99738216	0.9731529	1.0	0.9933658	0.9925626	0.9955833	0.9948754	0.98171896	0.9825733	0.9525133	0.9799559	0.98398864	0.97553	0.9733917	0.9669646	0.99935454	0.98876464	0.9595478	0.93836725	0.9838233	0.9960059	0.9919023	0.99839264	0.9987626	0.98283696	0.9991212	0.9862785	1.0	0.97409046	0.99087936	0.98047394	0.9784216	0.9769458	0.95577085	0.987459	0.9765583	0.96275324	0.99565977	0.9871212	0.9763004	0.9772839	1.0	0.9374283	0.9637872	0.99302024	1.0	1.0	0.9920049	0.9536055	0.9698205	0.9882417	0.99208593	0.98329395	0.9597343	0.99586964	0.9678906	0.95686	0.9298798	0.96703744	0.98466176	0.99540204	0.9598759	0.9709954	0.9730467	0.96863306	0.9625468	0.9738529	0.9889528	0.94788307	0.9396838	0.95213175	0.9407197	0.9697916	0.9707193	0.99436283	0.98557466	0.99229085	0.99158454	0.98262185	0.9660551	0.94290584	1.0
Brasschaatse/adj	0.9898661	0.98318684	0.9654585	0.98680425	0.9763252	0.9887528	1.0	0.0	1.0	0.97859603	0.98211503	0.9466718	0.9935249	0.9812452	0.99112254	1.0	0.990587	0.9938822	0.9742233	1.0	0.98699707	1.0	0.9636167	0.97977805	0.9732184	0.98903006	0.9910093	0.9855344	0.9731824	1.0	0.9762101	0.9669313	0.98793924	0.96564513	0.9720118	0.99547243	0.9300183	0.9997069	0.9930716	0.9784418	0.9894872	0.9992873	0.99662447	0.98526984	0.9849431	1.0	0.99336386	0.94961286	0.95724076	0.97253984	0.9949621	1.0	0.9983355	0.9901179	0.9937993	0.9996925	1.0	1.0	0.9887396	0.961494	0.98323345	0.997465	1.0	0.99390996	0.98965997	0.99002844	0.97572446	0.99684584	1.0	0.9992582	0.9941042	1.0	0.9886987	0.9802016	0.9638416	0.9755282	0.9844198	0.95989823	0.96518	1.0	0.98203415	0.99553907	0.97378874	0.99561256	0.9969445	1.0	0.98772645	0.98421407	0.9814173	0.97531307	0.99906826	0.99416906	0.9652689	0.9916922	0.9991896	0.99480104	0.99923056	0.9874195	0.97298414	1.0	1.0	0.997975	0.9539056	0.9946995	0.99918246	0.98300976	1.0	0.97628886	0.98188055	0.9984563	0.99003386	0.9892145	0.95734376	0.9742775	0.96797156	0.9991938	0.9960119	0.9958907	0.9378527	1.0	0.9953787	1.0	0.9818208	1.0	1.0	0.9853214	1.0	0.96845955	0.98209745	1.0	1.0	0.987941	0.99299824	0.9899513	0.9995558	1.0	0.9744039	0.9889018	0.97571814	0.9893574	0.9809197	1.0	0.9974184	0.9948564	1.0	1.0	1.0	0.9937434	0.9830837	0.9996239	0.9587554	0.955117	0.9683784	0.98692936	0.98381376	0.9979022	0.9647998	0.9617503	0.9988643	0.941935	0.9995121	0.98633707	1.0	0.97413987	0.99221283	0.9895996	0.97461635	0.99831724	0.99564683	0.9962361	0.98392236	0.98042053	0.9870649	0.9974544	0.97493464	0.99717206	0.9558231	0.9902671	0.9851028	0.9814031	1.0	0.97244793	0.9977656	1.0	1.0	1.0	0.9957935	0.97226447	0.97269106	0.99433666	0.9996292	0.9641726	0.98244035	1.0	0.9849499	0.9861059	0.91662073	0.98424137	0.9990619	1.0	0.979939	0.96426004	0.9954677	0.95519984	0.96826494	1.0	0.96305203	0.9798801	0.99983835	0.9454195	0.95005596	0.9818715	0.99276376	1.0	0.988195	0.99016845	1.0	0.9908157	1.0	0.9801148	1.0
Engels/noun	0.9863544	0.9440702	0.95480597	0.9421087	0.9532128	0.96028316	0.9922979	1.0	0.0	0.9292753	0.9410444	0.9858647	0.9649009	0.9898502	0.9617675	0.9359511	0.95745367	0.9912046	0.9510301	0.9263121	0.94015306	0.94130695	0.9498991	0.9377802	0.97631294	0.98253906	0.9623102	0.97995585	0.948117	0.95283276	0.9529089	0.9918906	0.95189583	0.9455895	0.97214484	0.9760827	0.9676323	0.9568708	0.9586733	0.99793714	0.9769843	0.9580081	0.98755294	0.998603	0.98417366	0.9609002	0.9659146	0.99068314	0.9870926	0.9735791	0.9594505	0.9892297	0.96756613	0.9458061	0.95984817	0.9515814	0.9592129	0.9484369	0.94897014	0.97524405	0.9399568	0.9737011	0.9660688	0.9353881	0.9847355	0.9897106	0.9701206	0.9752444	0.975876	0.99043095	0.95592254	0.9768043	0.98507	0.947963	0.9380498	0.98037255	0.9432634	0.96108234	0.93758553	0.9390712	0.9873316	0.91011983	0.9678474	0.97538805	0.9668071	0.935151	0.97847205	0.99661875	0.971907	0.9420848	0.98660237	0.95680004	0.95842326	0.982896	0.93968976	0.9258219	0.97726166	0.96535575	0.96096736	0.97981924	0.96899295	0.8989974	0.9526862	0.99655634	0.9654839	0.9417222	0.98393965	0.95451367	0.944627	0.93221384	0.937303	0.9932156	0.9527591	0.951856	0.9585938	0.92837226	0.96893257	0.96349317	0.94336694	0.97985154	0.96030253	0.98262686	0.92858917	0.9443351	0.967789	0.94116473	0.9840274	0.9500513	0.9688948	0.993839	1.0	0.9441096	0.95084536	0.9759217	0.9251853	0.9205036	0.9427069	0.91912615	0.9680303	0.9714754	0.9499293	0.9560853	0.9597083	0.96003294	0.99254596	0.98869795	0.96021664	0.9465028	0.9733848	0.96653455	0.9514391	0.9594778	0.9718751	0.95935786	0.97475165	0.9744954	0.967953	0.94427276	0.97325635	0.9433714	0.9722325	0.983134	0.9579568	0.9598813	0.9804051	0.96409696	0.9883761	0.9756587	0.91075844	0.96815664	0.9777448	0.9803374	0.94028103	0.93792725	0.9478585	0.97191834	0.951134	0.98274827	0.97675645	0.9848037	0.9364967	0.9448715	0.9730566	0.9306463	0.9541791	0.97745955	0.95139337	0.9775367	0.9785079	0.9504821	0.95809615	0.9527864	0.95550275	0.95073384	0.98302627	0.9565375	0.95149344	0.9753813	0.93279874	0.96101	0.96891034	0.9781641	0.96304125	0.9625213	0.973904	0.88657165	0.97227734	0.9363688	0.9677832	0.9678925	0.9685487	0.949117	0.94545436	0.9805292	0.96651685	0.95169467	0.9937751	0.9937554	0.976806	0.9457999	0.94003284
