	's/adv	1986/noun	1996/noun	1998/noun	2003/noun	25/noun	46-jarige/adj	5/name	9/noun	ABN/noun	ACV/name	Aa/name	Amerikaans/noun	Anciaux/name	Antinori/name	Athene/name	Bank/name	Barghouti/name	Barnard/name	Bastien/name	Bernardo/name	Brit/noun	Buitenlandse/name	Bush/name	CVP/name	Christiaan/name	Clinton/name	Close/name	Commissie-Van/name	Commissie/name	Content/name	Cortebeeck/name	Cresson/name	D'Ieteren/name	DaimlerChrysler/name	David/name	Davis/name	Dehaene/name	Desmond/name	Dewael/name	Deze/name	Duisenberg/name	Dutroux/name	ECB/name	Engels/name	Engels/noun	Europees/name	Evelien/name	FPÖ/name	Financial/name	Fortis/name	Fortuyn/name	Galen/name	Gaston/name	Gbagbo/name	Goldman/name	Grieks/adj	Hecke/name	Hein/name	Hezbollah/name	Hoogendijk/name	IAEA/name	ING/name	Indonesisch/adj	Israëlisch/adj	Ivoriaanse/adj	Johan/name	Johanna/name	Josef/name	Jospin/name	KRO/name	Kamer/name	Keulen/name	Kok/name	Kostas/name	Kunst/name	Kyoto/name	Levy/name	Limburger/noun	Lokomotiv/noun	Maan/name	Male/name	Markets/name	Mohammed/name	Mugabe/name	Murat/name	Net5/name	Nieuwkerken/name	Peper/name	Pfaffs/name	Pijl/name	Post/name	RTL/name	Real/name	Reed/name	Regenboogstadion/name	Russisch/adj	Sachs/name	Sandrine/name	Sharon/name	Simitis/name	Smeets/name	Software/name	Sonja/name	Spanje/name	Sporza/name	Steen/name	Toye/name	Traa/name	Tweede/name	UCI_voorzitter/noun	VARA/name	Van/name	Vara/name	Verbruggen/name	Vets/name	Voet/name	W/name	WK/noun	Waalse/name	Wim/name	aanbeveling/noun	aanbod/noun	aantal/noun	aanvaard/verb	aanzien/prep	achtereenvolgend/adj	actie/noun	advies/noun	aflevering/noun	afloop/noun	afloop/prep	al/comp	alle/det	alleen/adj	alleen/adv	alles/noun	als/comp	ambassadeur/noun	april/noun	avond/noun	avondvullend/adj	bal_DIM/noun	bang/adj	bank/noun	beantwoord/verb	bedoeling/noun	bedremmeld/adj	beeld/noun	begroting/noun	behandeling/noun	beheersing/noun	beklijf/adj	bekruip/verb	belofte/noun	bericht/noun	berokken/verb	beschuldiging/noun	bespreking/noun	betover/adj	beur_huis/noun	beweer/verb	beweging/noun	bewijs/noun	bewindsman/noun	bewoording/noun	bezwaar/noun	binnenkort/adv	blijf/verb	blijkbaar/adj	blik_DIM/noun	blik_terug/verb	boodschap/noun	bord/noun	bouw_af/verb	brief/noun	circulaire/noun	coke/noun	commissaris/noun	concern/noun	cru/adj	daarbij/pp	daarin/pp	daarmee/pp	daarna/adv	daarna/pp	daarom/pp	dag/noun	dagelijks/adj	dan/adv	dat/comp	dat/det	dat/pron	debutant/noun	debâcle/noun	den/name	deputatie/noun	der/name	dergelijk/adj	deze/det	dezelfde/det	die/det	diens/det	ding/noun	ding/verb	diplomaat/noun	dit/det	divers/adj	docu/noun	doelstelling/noun	doem_scenario/noun	domweg/adv	door/adj	door/comp	draag_voor/verb	drama/noun	dreig/verb	dreigement/noun	driemaal/noun	dring_aan/verb	durend/adj	durf/verb	dus/adv	duur_voort/adj	eens/adj	eens/adv	eenvoudig/adj	eerder/adj	eind/noun	eindeloos/adj	elk/det	en/comp	enkel/det	enscenering/noun	ernaar/pp	ettelijk/det	evaluatie/noun	even/adj	evenement/noun	experiment/noun	expliciet/adj	februari/noun	feite/adv	film_DIM/noun	formuleer/verb	fout/noun	fractie/noun	fragment/noun	garantie/noun	geduld/noun	gemeente_bestuur/noun	genoeg/adv	gerecht_gebouw/noun	geschiedenis/noun	geuit/adj	gevolgd/adj	gids/noun	gisteravond/adv	gisteren/adv	graag/adj	grand/noun	grap/noun	haar/det	handeling/noun	heel/adj	heenmatch/noun	het/comp	het/det	hetzelfde/det	hiermee/pp	hieronder/pp	hij/pron	hoe/adj	hoewel/comp	hoogtepunt/noun	hoop/verb	houd_op/verb	houd_vast/verb	huzaar_stuk_DIM/noun	ieder/det	iedereen/pron	ik/pron	in/adv	inhoudelijk/adj	initiatief/noun	injectie/noun	inspanning/noun	instemming/noun	instructie/noun	intentie/noun	interview/noun	investering_bank/noun	item/noun	jaar/noun	jaarlijks/adj	jezelf/pron	kan/verb	kandidatuur/noun	kanselier/noun	keer/adv	keer/noun	klim/verb	kom/adj	koop_advies/noun	kort/adj	kort/adv	kort_film/noun	kritiek/noun	kroeg_tocht/noun	kunst_DIM/noun	kunst_stuk_DIM/noun	laat/adj	langzaam/adj	letterlijk/adj	leugen/noun	lijk/verb	lijn/noun	loop_door/adj	maal/noun	maand/noun	maandag/noun	maar/adv	maar/comp	mag/verb	makelaar/noun	man_DIM/noun	mantra/noun	mededeling/noun	medium/noun	medium_belangstelling/noun	meer/adv	men/pron	meting/noun	mevrouw/noun	mezelf/pron	minister-president/noun	minister/noun	mirakel/noun	moet/verb	na/prep	nadien/pp	nadruk/noun	namelijk/comp	nee/tag	net/adv	niet/adv	niets/noun	nieuws/noun	nog/adv	noodzakelijk/adj	november/noun	nu/adv	nu/comp	om/prep	omstreden/adj	onderbreking/noun	onderwijs_inspectie/noun	onderzoek/noun	oneindig/adj	ongelovig/adj	onlangs/adv	onmogelijk/adj	ons/det	onschuldig/adj	onszelf/pron	onzin/noun	oorspronkelijk/adj	op/adv	operatie/noun	opmerking/noun	oppositie/noun	oproep/noun	oud/adj	overtreding/noun	paar/noun	pathologisch/adj	patroon/noun	pauze/noun	pers/noun	persconferentie/noun	platvloers/adj	pleidooi/noun	poos_DIM/noun	premier/noun	presentator/noun	president/noun	prestatie/noun	prijze/noun	proces/noun	programma/noun	project/noun	radio/noun	rapport/noun	recept/noun	reeks/noun	regelmatig/adj	regering/noun	resultaat/noun	ritueel/noun	scenario/noun	schaal/noun	schriftelijk/adj	september/noun	serie/noun	show/noun	situatie/noun	slagzin/noun	slavernij/noun	slechts/adv	smeek/verb	snit/noun	soms/adv	spiegel/noun	spijtbetuiging/noun	standpunt/noun	stap_op/verb	steeds/adv	stelling/noun	stilaan/adv	stout/adj	succes/noun	succes_story/noun	systematisch/adj	tafereel/noun	te/comp	tegen/prep	televisie/noun	telkens/adv	ten/adv	terwijl/comp	test/noun	tijdens/prep	toen/adv	toespraak/noun	toevoeging/noun	toon/noun	tot/comp	trip/noun	tv/noun	twee/num	tweemaal/noun	twijfel/noun	uitdrukkelijk/adj	uitgebreid/adj	uitspraak/noun	uitzending/noun	uur/noun	vaak/adj	van/fixed	vanaf/prep	vandaag/adv	vanmiddag/adv	vele/adj	vergadering/noun	verhaal/noun	verklaring/noun	verkoop_advies/noun	verleden/noun	verschijnsel/noun	verzoek/noun	vier/num	vierjarige/adj	visie/noun	volg/adj	voorkeur/noun	voorstel/noun	voorzitter/noun	vorig/adj	vraag/noun	vrijdag/noun	vrijgegeven/adj	waard/adj	waarheid/noun	waarna/pp	waarom/adv	wanneer/comp	want/vg	wat/pron	we/pron	wederom/adv	week/noun	weer/adv	wens/noun	werkelijk/adj	wethouder/noun	wij/pron	wil/verb	winst/noun	woensdag_avond/noun	woord/noun	woordvoerster/noun	word/verb	zal/verb	zaterdag/noun	zaterdag_avond/noun	ze/pron	zege/noun	zeker/adj	zeker/adv	zes/num	zich/pron	zichzelf/pron	zij/comp	zij/pron	zijn/det	zin/noun	zo/adv	zodat/comp	zodoende/adv	zomer/noun	zondag/noun	zonder/comp
's/adv	0.0	0.91101897	0.92037886	0.90901625	0.880048	0.7759459	0.976423	0.79369974	0.6256262	0.9097682	0.9850781	0.9343376	0.96730995	0.98083246	0.9487612	0.88036954	0.9783912	0.96695286	0.9198504	0.9636481	0.9717966	0.95012254	0.98768234	0.97232383	0.98440206	0.9732621	0.97178245	0.90168697	0.9888863	0.9770575	0.9442181	0.9597697	0.9638438	0.8937495	0.96819156	0.9794958	0.92802	0.96283805	0.94756585	0.97744375	0.9428606	0.94847107	0.9333817	0.973648	0.94785804	0.8733946	0.98650545	0.9613811	0.9813966	0.96610385	0.958136	0.900921	0.9437396	0.9768648	0.9757842	0.99222314	0.9765849	0.928767	0.99125147	0.96774673	0.8770716	0.9614226	0.97395223	0.9741005	0.9290451	0.9166425	0.9761194	0.8765732	0.9566212	0.9450313	0.8809019	0.9736552	0.93735045	0.95572376	0.95889246	0.9145885	0.98264116	0.98229605	0.9087629	0.8922229	0.9072454	0.91759354	0.94866526	0.9782129	0.9713617	0.96176857	0.78994346	0.9610367	0.9806345	0.8882979	0.9684059	0.9591005	0.7820883	0.92522186	0.9839916	0.8903375	0.90814704	0.9887156	0.9803296	0.9565416	0.9435373	0.9514166	0.95690393	0.933971	0.9546676	0.6715723	0.9899312	0.9489417	0.9617705	0.96594596	0.97723836	0.8680466	0.985473	0.87581193	0.98635745	0.97004974	0.97698945	0.9752182	0.95026255	0.984688	0.96275705	0.9811934	0.8802951	0.97623587	0.95129925	0.93698627	0.9412674	0.9262901	0.95244783	0.81481147	0.8229475	0.83439815	0.81765944	0.9312559	0.7702085	0.79636276	0.8653665	0.7768612	0.99298257	0.7573854	0.73087263	0.85923886	0.7974348	0.818026	0.9606172	0.9142107	0.9810209	0.8813813	0.8125006	0.9802952	0.93340045	0.971183	0.90392095	0.7773367	0.9578935	0.9097502	0.9117731	0.9657992	0.9526711	0.8299584	0.96165466	0.874296	0.92586035	0.9770427	0.96982116	0.96363443	0.96909803	0.8782309	0.8907181	0.8872726	0.9327296	0.85040975	0.8843575	0.8871775	0.937026	0.9747582	0.9744549	0.8820509	0.98261714	0.9811957	0.93532705	0.8341076	0.92480075	0.93964875	0.8168092	0.7938963	0.88170457	0.7329435	0.7087206	0.7711652	0.9039108	0.8749735	0.8963665	0.9570597	0.95609194	0.95539165	0.96922475	0.96397513	0.92215633	0.9103788	0.82052904	0.8596472	0.9346858	0.79899275	0.8124473	0.98595077	0.94363123	0.89876354	0.91907233	0.9845467	0.91796833	0.8878544	0.83845294	0.91452014	0.91583765	0.9261929	0.93980974	0.9463433	0.8996979	0.96420115	0.78092	0.8025403	0.8771029	0.8434474	0.92419845	0.72988623	0.8730271	0.936019	0.93502545	0.8385736	0.77889365	0.8028724	0.87095654	0.9006864	0.8887005	0.82550627	0.92841697	0.74429595	0.89123607	0.9295671	0.90849864	0.7574873	0.772018	0.87747973	0.9255752	0.9004621	0.95649254	0.84014916	0.9391879	0.9115458	0.9591995	0.8578012	0.94672835	0.9442838	0.93651175	0.7947663	0.9343415	0.83918047	0.90383816	0.85277843	0.96811587	0.8741506	0.88207394	0.89989996	0.8681618	0.9165168	0.91790026	0.9131248	0.88890225	0.9319591	0.95142114	0.8055694	0.7916351	0.8616159	0.90383	0.91425633	0.813184	0.8745841	0.9273968	0.851983	0.8303214	0.75814116	0.8235024	0.92151904	0.8875067	0.88959366	0.9679407	0.9718447	0.91433036	0.97121084	0.85723436	0.9953434	0.84200937	0.86603	0.86626303	0.8083434	0.8470948	0.9741474	0.9735551	0.9595595	0.86994505	0.8932083	0.86279994	0.9426673	0.8970064	0.85315526	0.9264411	0.9173641	0.7440211	0.87784374	0.88392687	0.7682204	0.8764789	0.88975954	0.93269217	0.912347	0.9143553	0.7025377	0.8721453	0.86114454	0.7228566	0.7750256	0.84057933	0.83654475	0.946027	0.8163551	0.958214	0.9489684	0.85310805	0.90982974	0.8713068	0.8327196	0.9216697	0.9208707	0.752599	0.97956425	0.97332466	0.903829	0.868381	0.8283888	0.7767306	0.940976	0.9454638	0.88224196	0.8482743	0.8385044	0.8753548	0.7046182	0.8476641	0.93015397	0.7440498	0.8159759	0.8870337	0.60807097	0.9735396	0.7723913	0.98102117	0.9754081	0.90317315	0.9199664	0.9222934	0.9069098	0.9068795	0.91026485	0.7939322	0.92155427	0.93785435	0.91719687	0.9215614	0.91905665	0.9890936	0.88431853	0.8640264	0.91629106	0.79486084	0.95134765	0.8862772	0.8250259	0.86187863	0.88216287	0.9075985	0.9731735	0.8208917	0.97850764	0.8442901	0.98211634	0.9242817	0.96000797	0.95330596	0.7970321	0.9528067	0.6945542	0.98530483	0.92690325	0.91668874	0.75163835	0.98650783	0.90198976	0.8289883	0.9354438	0.9484448	0.93262213	0.7016165	0.8792095	0.79785866	0.9260547	0.9653946	0.9711613	0.86314905	0.78810406	0.9069675	0.77415144	0.7315549	0.9348516	0.9541981	0.9191451	0.8559328	0.9542173	0.8975406	0.88709056	0.9027477	0.8941244	0.93578815	0.8510371	0.9055251	0.93837845	0.74514246	0.6158997	0.871868	0.77440596	0.9120277	0.85070664	0.8497773	0.86909515	0.921179	0.84226024	0.85712886	0.93181044	0.6816784	0.8097029	0.89479357	0.8955047	0.9516766	0.8457124	0.92699593	0.71509695	0.5204769	0.78683764	0.9054425	0.67421156	0.80930406	0.80039495	0.909868	0.87636304	0.86494994	0.95704836	0.9589404	0.8983286	0.93281114	0.9151583	0.77105844	0.85636914	0.978721	0.84492326	0.89343053	0.9884474	0.97430885	0.95610577	0.9155551	0.730279	0.96373886	0.947291	0.8816361	0.85337275	0.8351316	0.73282087	0.8667401	0.8661742	0.83526236	0.9394764	0.83138764	0.78260386	0.9608359	0.85670567	0.9745055	0.89344835	0.9141345	0.9407006	0.78143424	0.8750678	0.9454408	0.8303688	0.873914	0.7083198	0.7296491	0.739062	0.9293753	0.89752346	0.8126288	0.72865677	0.8808323	0.8331219	0.8992819	0.8506817	0.9058652	0.89125586	0.8747051	0.7715113	0.9138732	0.86825615	0.6949645	0.93736124
1986/noun	0.91101897	0.0	0.50358874	0.4750861	0.6352326	0.65784717	0.8589642	0.87415266	0.6613602	0.9127062	0.9261931	0.8537431	0.88923484	0.9029223	0.86789566	0.8305666	0.9092746	0.92742056	0.9063182	0.84684885	0.8454596	0.81735975	0.86672705	0.862477	0.8520165	0.8265767	0.7643388	0.8034843	0.88176227	0.9111073	0.7966887	0.8903289	0.88812613	0.91474175	0.87433326	0.75234246	0.6765343	0.81977713	0.92147565	0.88091385	0.88378996	0.8564509	0.74593925	0.92596865	0.8807767	0.89706373	0.9044959	0.9678086	0.77154285	0.9244133	0.9085538	0.85996485	0.8631959	0.8009582	0.91814166	0.9527077	0.91423386	0.8689197	0.80942404	0.85263956	0.8868956	0.87528646	0.9134531	0.90075886	0.863798	0.925137	0.85436904	0.8498373	0.87086093	0.86106616	0.90926826	0.8901505	0.75438434	0.7942789	0.91579664	0.8785751	0.92302716	0.7494284	0.916763	0.91451216	0.9152646	0.8044356	0.9075129	0.8400444	0.84348416	0.88750535	0.9110106	0.9543779	0.81531	0.9816966	0.86704093	0.8900817	0.9045426	0.73506296	0.79593766	0.9596602	0.8833017	0.9767077	0.78120995	0.8384853	0.8424581	0.83578295	0.80064285	0.88356197	0.70527	0.92160916	0.8402041	0.911144	0.8707176	0.87243855	0.8370602	0.8731736	0.83040017	0.8587188	0.80239224	0.8589145	0.8176539	0.79711866	0.69518936	0.8996748	0.8223386	0.93866867	0.9452913	0.91024554	0.86337066	0.91487384	0.825204	0.94054836	0.89260244	0.83104527	0.91545117	0.8490528	0.9437041	0.9451757	0.94222	0.9310242	0.93005055	0.9443691	0.82659584	0.6445695	0.8222078	0.8183704	0.9627309	0.9551828	0.95218015	0.94393116	0.9668527	0.9164762	0.91118926	0.93379134	0.9302454	0.92422503	0.91590166	0.94143987	0.82201916	0.9174103	0.8885764	0.88270533	0.8363972	0.877576	0.9330518	0.8332303	0.91839796	0.9304535	0.83138883	0.9077512	0.9175134	0.86186653	0.9317953	0.91670156	0.8889712	0.80468404	0.9436705	0.9049002	0.9001152	0.7650524	0.9043298	0.96143335	0.7881316	0.8790778	0.87102854	0.92349786	0.8500278	0.87919056	0.875251	0.8463832	0.93939483	0.83668745	0.8385531	0.9766543	0.8890938	0.94478196	0.80044985	0.8247528	0.84274936	0.8773059	0.92180073	0.8387635	0.8965279	0.8751375	0.93453836	0.93314385	0.7920686	0.9844054	0.9562463	0.8874437	0.80781716	0.91677785	0.8432629	0.9226311	0.921136	0.9329987	0.9296594	0.8873856	0.75251216	0.81836367	0.84790885	0.8510158	0.831276	0.8464719	0.8524025	0.9780527	0.9650993	0.9228461	0.90048224	0.9361901	0.9328791	0.7992456	0.65274644	0.8994021	0.91728395	0.9719579	0.88723284	0.878152	0.9130341	0.8092942	0.8408543	0.9529357	0.86794764	0.9220425	0.85486877	0.668358	0.9086087	0.90524197	0.91594297	0.9171979	0.86998945	0.86645746	0.9424126	0.93524134	0.9300435	0.9180119	0.8281721	0.8253649	0.9609135	0.8771771	0.8867967	0.7527467	0.76095355	0.92836434	0.81240106	0.9443112	0.81824994	0.86145633	0.9408971	0.8758417	0.93295753	0.8589277	0.89964217	0.8995695	0.94691503	0.8316133	0.93062323	0.8661893	0.7613901	0.86268866	0.93422604	0.87632203	0.8653109	0.8846335	0.92575663	0.9580268	0.93632925	0.929957	0.9085048	0.8439828	0.949455	0.8506227	0.8902985	0.9226954	0.8012041	0.9365854	0.908467	0.7891754	0.8684186	0.97318035	0.94984233	0.743251	0.825896	0.90334606	0.895556	0.86713153	0.84714323	0.94369924	0.88798547	0.73319674	0.8439652	0.8744136	0.863143	0.8896598	0.8566052	0.8685243	0.9651822	0.8501462	0.87934476	0.93061256	0.9700834	0.8715974	0.8537523	0.8220227	0.66159624	0.96944636	0.9742539	0.905949	0.9128485	0.94768816	0.9465456	0.8230553	0.93637526	0.8566786	0.947566	0.9427804	0.8454663	0.80562925	0.9615434	0.815761	0.830955	0.88859844	0.9385357	0.82069373	0.8485727	0.9310709	0.9027583	0.97289133	0.8483006	0.9876416	0.95050824	0.89287126	0.92587024	0.92574066	0.6744572	0.93234473	0.8141718	0.8339777	0.77865016	0.8744473	0.914891	0.89362895	0.90878665	0.87960416	0.7741233	0.96805245	0.96600604	0.85827476	0.9729531	0.87327445	0.85638887	0.95867133	0.9007565	0.86339545	0.8840603	0.86254406	0.947351	0.9133567	0.92435867	0.9298222	0.9359252	0.8961781	0.9121331	0.8469098	0.9536268	0.76610076	0.88461864	0.8065568	0.84634316	0.86006004	0.8812053	0.9330363	0.8248882	0.87779593	0.9100079	0.95863104	0.89007825	0.93901676	0.8811375	0.91673493	0.82586366	0.8994784	0.9014658	0.87257797	0.96126723	0.83425796	0.6979271	0.8824297	0.8572683	0.9360095	0.8930863	0.94854224	0.89483345	0.8168043	0.9158225	0.95118976	0.9689603	0.86504954	0.883315	0.68796784	0.96523595	0.8921419	0.85575795	0.90302086	0.8848172	0.92764807	0.91919386	0.88124126	0.95112276	0.8364283	0.9150778	0.7737779	0.90534264	0.87406	0.874508	0.764662	0.7571541	0.82011193	0.8424831	0.8945496	0.8720034	0.8882129	0.9140288	0.846089	0.81219804	0.88824254	0.87859523	0.8958841	0.7412887	0.8124603	0.7824231	0.9544287	0.80011827	0.69904804	0.7958245	0.73365194	0.8976102	0.7925276	0.9131815	0.8520168	0.91843593	0.90689754	0.9334278	0.80359	0.83607066	0.8733238	0.87348	0.7913982	0.8857434	0.86613953	0.76393837	0.6612515	0.9515112	0.6960951	0.9225837	0.91084224	0.92791164	0.8635154	0.91685534	0.8737834	0.8915348	0.95900685	0.93412584	0.8518849	0.8456265	0.9020858	0.9202328	0.9123787	0.83788145	0.9719023	0.90552545	0.8205273	0.76047117	0.86123836	0.84148264	0.756554	0.885421	0.6833155	0.76846266	0.938967	0.86197865	0.9807485	0.9477737	0.890891	0.89699566	0.8801166	0.89644015	0.9328483	0.818853	0.9345889	0.92292976	0.95055187	0.8955014	0.7039165	0.6718688	0.95342845
1996/noun	0.92037886	0.50358874	0.0	0.480155	0.5942831	0.63190603	0.8377958	0.895259	0.6362524	0.88746977	0.94912004	0.94401926	0.9567156	0.9045555	0.89714676	0.7647116	0.9624052	0.93503153	0.90118	0.89473164	0.872646	0.8796648	0.81955147	0.840006	0.8983167	0.87874645	0.7684354	0.85966736	0.6773668	0.8722247	0.8733263	0.9356879	0.927088	0.9659792	0.90994394	0.81615376	0.7983966	0.8966889	0.9215942	0.91406703	0.8865809	0.89650285	0.77890253	0.90589666	0.9389534	0.9555246	0.8918443	0.9765381	0.8773064	0.94309384	0.94641066	0.8577724	0.80381477	0.86415684	0.91001046	0.9558569	0.741946	0.89322513	0.93618155	0.8894522	0.9219868	0.8196562	0.95426625	0.9060997	0.85029954	0.9339072	0.8483387	0.9293411	0.9184468	0.88324213	0.90116787	0.892698	0.86162156	0.8130281	0.7938305	0.8980271	0.9256638	0.82515347	0.93408805	0.917214	0.91886014	0.8853549	0.9525991	0.84673244	0.8740886	0.94676965	0.9168805	0.9421689	0.837	0.97224903	0.89860106	0.8689408	0.92345667	0.8971978	0.8414738	0.94646466	0.8447474	0.9434575	0.8228605	0.88813275	0.7988832	0.92733765	0.9240365	0.9595206	0.7841841	0.9032272	0.9336116	0.9195983	0.7171983	0.84904677	0.959624	0.88543534	0.75483245	0.8732375	0.90668935	0.943894	0.92021835	0.9479929	0.749794	0.91176414	0.8520812	0.69105357	0.9444215	0.9055767	0.84090054	0.89301705	0.8440135	0.9000202	0.8236301	0.8890971	0.9166238	0.9286425	0.92494804	0.96777993	0.9260948	0.9217391	0.9179959	0.9634652	0.8106843	0.6078533	0.79661393	0.8768338	0.94572455	0.93961143	0.9759055	0.94971293	0.9717901	0.95134455	0.86704725	0.88898075	0.9239988	0.95662767	0.9476166	0.95364904	0.82837063	0.89728945	0.9518986	0.87903404	0.8103385	0.9244986	0.9720501	0.80521154	0.8782346	0.87220293	0.9212961	0.9249944	0.8683841	0.8552574	0.95322293	0.94669753	0.9586638	0.8487734	0.90283406	0.93715644	0.9466111	0.82158846	0.8930014	0.96285355	0.83186924	0.91535777	0.9380918	0.82357097	0.7998894	0.9224717	0.8034301	0.77151275	0.9523669	0.8673888	0.8220615	0.9775382	0.8435522	0.9339403	0.79794693	0.85248804	0.8435739	0.7699413	0.90945077	0.901039	0.87724704	0.8287372	0.9401267	0.9622835	0.71478164	0.94885355	0.934655	0.8703438	0.8260957	0.9102821	0.8515049	0.8814312	0.9525595	0.93854606	0.96268433	0.9171949	0.74394894	0.7926453	0.746412	0.8740334	0.8107014	0.8182954	0.87341547	0.9621123	0.9571924	0.91690695	0.95372903	0.95007825	0.96665317	0.7686931	0.6027461	0.9546435	0.91506547	0.97037774	0.8951709	0.93680525	0.89975107	0.91077507	0.85196745	0.9476347	0.8846475	0.8709208	0.9188752	0.61494565	0.93784434	0.890669	0.8984749	0.8755995	0.92387784	0.91108674	0.9142335	0.8919288	0.9190587	0.88515335	0.80173767	0.82793134	0.9355318	0.8772468	0.93467164	0.7840758	0.7787831	0.91670644	0.90011317	0.9534769	0.80254626	0.93518865	0.91681004	0.9086176	0.94106334	0.85043585	0.88501996	0.8621127	0.96829784	0.8514818	0.9485353	0.8155287	0.85118115	0.84133047	0.89465696	0.8353537	0.84460825	0.9456181	0.9604496	0.9716875	0.94506466	0.93705577	0.9442742	0.9333588	0.93847036	0.81482375	0.9600761	0.9297639	0.8582902	0.9310565	0.9611319	0.7755822	0.8590606	0.9854285	0.95538497	0.8290992	0.8604741	0.9443973	0.94108564	0.9479372	0.86243975	0.97000176	0.8640915	0.65474707	0.9018018	0.8856235	0.8545898	0.939826	0.9284856	0.9017842	0.9722334	0.8811211	0.9311234	0.943792	0.9471998	0.8501901	0.8337057	0.79977393	0.68117833	0.97561365	0.954411	0.92960733	0.96479857	0.915543	0.9298445	0.85715544	0.9444103	0.867104	0.9320168	0.9452074	0.81704825	0.81422126	0.9587648	0.8348256	0.8654805	0.92263365	0.9394601	0.81074625	0.864537	0.940097	0.9322678	0.98454845	0.8530596	0.9843608	0.9485755	0.9223641	0.93913376	0.922512	0.6426103	0.9469146	0.83777833	0.81847197	0.7253516	0.87021804	0.90720856	0.6629214	0.9505726	0.93342924	0.78834975	0.89734423	0.95936865	0.89922845	0.98226386	0.95765835	0.9231312	0.95804024	0.85131806	0.88424844	0.92325187	0.8438917	0.9612081	0.9119179	0.91413295	0.92198104	0.9697125	0.9072373	0.946824	0.8195268	0.986994	0.86203974	0.91586983	0.7756746	0.8994788	0.7873625	0.8843514	0.9653566	0.8101038	0.8816838	0.92482495	0.950432	0.6958667	0.95252407	0.8952139	0.9205015	0.788239	0.9160868	0.94906837	0.9111629	0.9075107	0.8896247	0.62058973	0.8772323	0.89239824	0.89245653	0.96018785	0.9767302	0.9231614	0.89689016	0.96564555	0.9563672	0.9667569	0.9086971	0.91210645	0.6878545	0.97048026	0.892941	0.94870394	0.93830514	0.84800357	0.96730006	0.90133494	0.93498427	0.95636284	0.8229012	0.91627645	0.7891885	0.8534476	0.912958	0.93371236	0.7710655	0.76294816	0.86792576	0.9213316	0.95552427	0.77032995	0.923543	0.8430264	0.8824356	0.8320634	0.84710646	0.86965233	0.9149544	0.73708457	0.8407066	0.79675674	0.96274245	0.7529486	0.6745562	0.7391513	0.8116169	0.9150175	0.8276466	0.8940416	0.85370606	0.97144735	0.9053073	0.936795	0.83698756	0.8997356	0.8652116	0.8876044	0.7593665	0.88432217	0.816534	0.7728816	0.6501644	0.9298321	0.6247952	0.917144	0.93680394	0.88278043	0.7240832	0.89525723	0.86719334	0.9472088	0.957016	0.96356875	0.72926474	0.8578528	0.92381626	0.9438358	0.92005336	0.9180153	0.9634081	0.9254773	0.9144686	0.7346398	0.897828	0.8710252	0.7781972	0.8714294	0.62754065	0.8137888	0.9581045	0.9628363	0.97520983	0.91095847	0.91253793	0.8705293	0.905721	0.9404083	0.9304888	0.7774799	0.88876647	0.9349602	0.9346343	0.93475604	0.7577872	0.6503717	0.96379554
