	Jong/name	Zwitser/noun	aanvankelijk/adj	achterkant/noun	arrangement/noun	bak/noun	beeld_merk/noun	begeleiding/noun	benadering/noun	beweging/noun	bijzonder/adj	blik/noun	bocht/noun	body/noun	breakdance/noun	carrosserie/noun	choreografie/noun	compositie/noun	constructie/noun	dan_pas_DIM/noun	dance/noun	decolleté/noun	des/adv	die/det	eenzijdig/adj	eerder/adj	elleboog/noun	en/vg	even/adj	even/adv	figuur/noun	film/noun	fysiek/noun	gebaar/noun	gebouw/noun	gelaat/noun	gelaat_trek/noun	geluid/noun	generaal/noun	gezicht/noun	gitaar/noun	glas/noun	grafiek/noun	grooves/noun	handschrift/noun	hartstochtelijk/adj	heftigheid/noun	heup/noun	hoofd/noun	iets/noun	ietwat/adv	interview/noun	jongen/noun	kaak/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast_DIM/noun	klank/noun	koets_werk/noun	kop/noun	korrel/noun	la/noun	landschap/noun	lekker/adj	letter/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	lijn/noun	look/noun	manier/noun	mengsel/noun	minder/adj	model/noun	mooi/adj	motoriek/noun	muziek/noun	nogal/adv	one-liners/noun	opgebouwd/adj	opgetrokken/adj	patroon/noun	persoonlijkheid/noun	pixels/noun	raam/noun	ritme/noun	ritmiek/noun	rock/noun	ronding/noun	schouder/noun	slurf/noun	snavel/noun	snuit/noun	speelstijl/noun	steeds/adv	steen/noun	stekel/noun	stijl/noun	symbool/noun	taal/noun	tafel/noun	tamelijk/adj	te/adv	thema/noun	tred/noun	trek/noun	trouwring/noun	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaas/noun	veel/adj	veelal/adv	verfilming/noun	verzorger/noun	vijver/noun	viool/noun	volume/noun	vorm/noun	wat/adv	weg_net/noun	wolkenkrabber/noun	woonkamer/noun	ze/pron	zeer/adv	zo/adj	zo/adv
te/adv	0.8965342	0.8898927	0.77505016	0.86937827	0.86723965	0.862425	0.9594114	0.86275256	0.75283915	0.81272876	0.68960524	0.77988887	0.82794785	0.9060655	0.93302023	0.8971391	0.8430097	0.83728737	0.82822657	0.8957396	0.90861523	0.89373	0.70851374	0.7401459	0.82185805	0.8461664	0.91078115	0.68634903	0.7354393	0.65930915	0.81302565	0.83579355	0.8629196	0.8125361	0.8978065	0.88569653	0.9138581	0.81331444	0.9112276	0.8053138	0.87736595	0.81931543	0.9285108	0.91252524	0.9186501	0.8910096	0.93316525	0.8882238	0.89598274	0.7007638	0.691599	0.8936154	0.7991548	0.8890744	0.8565736	0.92886174	0.71889067	0.8887336	0.90126306	0.82065827	0.8847794	0.8211646	0.8729888	0.89473575	0.85672194	0.7830488	0.891322	0.8022108	0.85242945	0.90234905	0.8314816	0.83100134	0.89512825	0.71325827	0.86487377	0.5690918	0.8302697	0.8446889	0.87895226	0.8476495	0.4982382	0.94705385	0.8674532	0.89340067	0.84061825	0.81633914	0.94157714	0.8986951	0.8483296	0.90249866	0.8519148	0.92244536	0.84767616	0.9099097	0.89878625	0.89477485	0.8401671	0.6986916	0.8736734	0.9247933	0.7657742	0.860047	0.812552	0.86671376	0.6363467	0.0	0.8355628	0.8490132	0.8381053	0.9255492	0.940228	0.937791	0.8420397	0.9098163	0.5272403	0.78191805	0.8763712	0.91215104	0.8915699	0.9010064	0.8526367	0.78795457	0.49381822	0.88703054	0.9217497	0.90845925	0.7406713	0.5883322	0.58094764	0.55711174
thema/noun	0.8808286	0.92587703	0.83716834	0.89874935	0.8071251	0.8842905	0.9373905	0.8192512	0.7070191	0.7308002	0.7252222	0.8307985	0.9176395	0.8963675	0.91646487	0.9392754	0.77829796	0.70553446	0.7979644	0.90759337	0.823727	0.9157046	0.79055095	0.7649437	0.83163834	0.83447194	0.9531174	0.63945377	0.8517617	0.7682727	0.6974591	0.7141059	0.92112696	0.82352793	0.85651726	0.8817783	0.91840374	0.7927487	0.9092575	0.84167707	0.8306939	0.8781387	0.82792926	0.8974714	0.8335742	0.84498	0.9109806	0.92199117	0.89722705	0.80757004	0.80864817	0.80186176	0.8769375	0.9355593	0.8764548	0.9578211	0.68746233	0.9304831	0.9225142	0.74134225	0.93092287	0.8762133	0.91825014	0.8080529	0.75307626	0.872125	0.8468242	0.8477837	0.8819468	0.7351804	0.7232375	0.83111626	0.8958654	0.72520703	0.8395951	0.80047345	0.7759583	0.7738511	0.86604893	0.6718516	0.7462071	0.8934447	0.81441855	0.9327166	0.7671023	0.77527803	0.93458617	0.90334016	0.7656795	0.8339984	0.79576975	0.928181	0.91007435	0.9520246	0.9497419	0.9575293	0.84397733	0.77006716	0.88225144	0.9588905	0.66473365	0.70430315	0.7136753	0.86355114	0.7762689	0.8355628	0.0	0.90332985	0.8216146	0.9666832	0.9510662	0.9497459	0.8276051	0.8722913	0.81779385	0.77668595	0.83967066	0.9155627	0.8825757	0.84695137	0.86479497	0.67197776	0.807124	0.9326722	0.9124502	0.8912554	0.8403537	0.7536551	0.81816584	0.7881483
tred/noun	0.92746097	0.8935756	0.88836503	0.87621385	0.90256447	0.87124246	0.9673086	0.9033326	0.8735442	0.8166692	0.86392546	0.82225066	0.8279232	0.908045	0.9466001	0.88712597	0.86698186	0.86132276	0.840237	0.8611604	0.92637026	0.8881089	0.8672073	0.86390305	0.90587926	0.9282351	0.8616112	0.8146111	0.8584813	0.79460514	0.84938246	0.9234073	0.89228535	0.8570034	0.8849312	0.8926532	0.9445472	0.8789166	0.92833734	0.8673018	0.87384534	0.8400676	0.8874515	0.92703575	0.9257435	0.92062575	0.9484065	0.89006144	0.8613925	0.8914297	0.83709526	0.9355425	0.8875036	0.89858204	0.93164015	0.92378056	0.88475007	0.85981524	0.9056536	0.8630729	0.9008595	0.85660934	0.92320406	0.9308603	0.85624087	0.88872105	0.88383496	0.8346743	0.8840892	0.89249414	0.8907743	0.8251445	0.9060101	0.87865233	0.91535175	0.85351086	0.8710362	0.83748466	0.8861698	0.8944105	0.8342438	0.96045196	0.8891325	0.8467974	0.8519219	0.8929926	0.9463535	0.8665149	0.836931	0.89239746	0.86231387	0.8806304	0.85179996	0.9350294	0.9112952	0.92229146	0.8776784	0.88644385	0.87535614	0.9245548	0.8439115	0.88786745	0.9054739	0.8689307	0.8565725	0.8490132	0.90332985	0.0	0.89826685	0.96055925	0.92293364	0.9276252	0.9174084	0.88474655	0.8944048	0.85446155	0.92587435	0.92947	0.90071034	0.8911533	0.8681878	0.8730015	0.82561886	0.91996163	0.8874433	0.8816613	0.87469006	0.8510613	0.8863957	0.8493519
trek/noun	0.8948301	0.90603775	0.848724	0.9003548	0.8638196	0.8831778	0.92067426	0.8722993	0.8399176	0.77277803	0.8119438	0.78848153	0.89720726	0.8915572	0.9352898	0.92242	0.8719703	0.83827436	0.85286045	0.91997904	0.8860204	0.91934514	0.8337319	0.84556055	0.8646846	0.8831713	0.9033668	0.7138509	0.84359825	0.7592671	0.75845623	0.814341	0.9213335	0.8577292	0.8989178	0.8358116	0.8217292	0.8307969	0.8724538	0.79805946	0.85811406	0.83052254	0.91839045	0.9039534	0.891675	0.86675745	0.94490665	0.9143334	0.86502194	0.83608276	0.76256	0.8845098	0.8329517	0.87699556	0.8292353	0.93587524	0.7093539	0.91263777	0.93308854	0.7901502	0.9375572	0.8143547	0.8760021	0.85740954	0.79887956	0.7952927	0.863009	0.83696043	0.88994473	0.8279902	0.83289665	0.86961657	0.9006929	0.801172	0.85829645	0.807414	0.79235244	0.81807816	0.89006406	0.7814181	0.7541761	0.94768655	0.86772394	0.866471	0.8277847	0.8066051	0.9428087	0.87669295	0.81043833	0.88674796	0.8186293	0.9237214	0.8660381	0.9224511	0.89145863	0.9288482	0.8753871	0.79180306	0.85518956	0.92981595	0.74654067	0.7857381	0.8297028	0.87084615	0.77845913	0.8381053	0.8216146	0.89826685	0.0	0.94919676	0.95268786	0.9375785	0.8694474	0.8669336	0.8171035	0.7787724	0.8682692	0.89333844	0.90111125	0.88764983	0.8740423	0.8018565	0.7900676	0.9557899	0.9289842	0.8987698	0.86360127	0.7993151	0.8236678	0.82310045
trouwring/noun	0.9722357	0.94619703	0.950416	0.926387	0.9388225	0.93073446	0.90442115	0.97058475	0.95685107	0.9455308	0.93955594	0.93250227	0.94294536	0.95490277	0.95396936	0.94863385	0.9325906	0.9736683	0.94179803	0.95032215	0.9677899	0.938255	0.9452737	0.9144694	0.9625063	0.9515525	0.911139	0.90770113	0.919203	0.94741327	0.9561194	0.97325593	0.9554285	0.93616897	0.94252324	0.9259597	0.93609536	0.9560764	0.968761	0.9177127	0.96245855	0.9266802	0.95554113	0.96303535	0.91165745	0.9616606	0.958995	0.8962697	0.9510237	0.918717	0.95300853	0.9467925	0.92225826	0.9205108	0.9265924	0.89672303	0.9615503	0.93635815	0.92150223	0.95635605	0.9445578	0.9495479	0.94394284	0.9555611	0.9613566	0.9410268	0.8770398	0.928384	0.95168245	0.9492336	0.9589132	0.9481809	0.9365998	0.9572407	0.94737506	0.9421255	0.9184356	0.90812457	0.93493354	0.97327197	0.93848485	0.952754	0.9552088	0.9468738	0.9353519	0.9523616	0.9478943	0.9056047	0.9520189	0.9598921	0.9673132	0.9204443	0.9278986	0.91745317	0.9362646	0.9077207	0.9622993	0.9322004	0.9223157	0.94393957	0.9502162	0.9391883	0.96679443	0.93791133	0.94740325	0.9255492	0.9666832	0.96055925	0.94919676	0.0	0.9413024	0.94589543	0.9755811	0.87462974	0.9354212	0.94414043	0.9607881	0.9489685	0.94508356	0.93913823	0.95523155	0.94730055	0.9469752	0.93910086	0.93807596	0.92676383	0.872639	0.9513312	0.94360036	0.9307035
uitgestoken/adj	0.93075335	0.95314556	0.9208682	0.9046107	0.95656025	0.9334325	0.94756126	0.964212	0.9369838	0.8890167	0.9548161	0.8880427	0.93250585	0.9394778	0.95468956	0.90463334	0.93700045	0.9422134	0.953773	0.9059264	0.9468677	0.91283065	0.9533093	0.930232	0.94651604	0.94604504	0.8581331	0.8783796	0.9221616	0.93446857	0.8941163	0.9472205	0.947446	0.8692117	0.95355237	0.8812938	0.935582	0.9406585	0.9288827	0.8750783	0.92509586	0.9096562	0.9322619	0.95411015	0.935755	0.93758607	0.91734207	0.8482109	0.86133134	0.9425384	0.9272391	0.9236242	0.9113643	0.89167446	0.96311575	0.8866756	0.9455249	0.93998873	0.96363866	0.9592471	0.9084885	0.93310183	0.9426815	0.9629847	0.941236	0.93245083	0.9232559	0.8856987	0.95284677	0.95039237	0.96397686	0.9049442	0.9567517	0.923095	0.95499825	0.9511186	0.9314369	0.9375003	0.93585384	0.94695103	0.92640376	0.92004263	0.9282321	0.90897286	0.91543543	0.95582205	0.9112915	0.9277918	0.9275437	0.94728696	0.95557255	0.92572516	0.822353	0.90793574	0.93764234	0.9245728	0.9641569	0.9313578	0.9010061	0.9390477	0.93983775	0.93164325	0.9597437	0.8871427	0.93284327	0.940228	0.9510662	0.92293364	0.95268786	0.9413024	0.0	0.95378166	0.96204245	0.92556125	0.94904834	0.9279353	0.9550224	0.94703144	0.94436616	0.955158	0.9528305	0.9278692	0.93577105	0.9782679	0.9531384	0.9470582	0.89519036	0.94035846	0.9397391	0.9311103
uitspanning/noun	0.95852023	0.9381623	0.9461772	0.90143627	0.93550986	0.93088293	0.9216207	0.9487957	0.96435714	0.95657676	0.950861	0.94757164	0.9152488	0.9574139	0.9524362	0.90099466	0.9390477	0.94775397	0.9250023	0.92532325	0.94515884	0.95679533	0.9464381	0.9362744	0.97246855	0.9670926	0.95747286	0.9171608	0.93215036	0.9219301	0.9394931	0.9404308	0.94401747	0.9462764	0.8456567	0.94469726	0.94985133	0.9496486	0.96453226	0.9341312	0.9520782	0.9171288	0.9485173	0.940251	0.9405515	0.9648305	0.95596534	0.9588375	0.95334774	0.949291	0.9344691	0.9680911	0.9203551	0.94362843	0.951884	0.9574976	0.9548201	0.8864264	0.94045705	0.959026	0.95184743	0.941558	0.9228076	0.9551183	0.90561223	0.9067347	0.9527381	0.9618173	0.9561202	0.9302476	0.9284165	0.93875086	0.9278008	0.9605967	0.93812966	0.9438948	0.9416109	0.9076032	0.9524421	0.9374491	0.93493074	0.9178484	0.9331266	0.8864406	0.94041586	0.9499433	0.9488915	0.89892304	0.95848346	0.96045643	0.94898516	0.94006854	0.94311494	0.9180918	0.9399243	0.94778585	0.95592326	0.9284076	0.92111784	0.9504681	0.91559094	0.95064557	0.9652963	0.8989302	0.9216262	0.937791	0.9497459	0.9276252	0.9375785	0.94589543	0.95378166	0.0	0.9707532	0.9219489	0.920997	0.9044352	0.93319976	0.9527938	0.86912894	0.9509102	0.9198276	0.96623486	0.92241704	0.95544785	0.9054793	0.89060855	0.9440449	0.94243	0.9502682	0.9294692
uitwerking/noun	0.9127734	0.92159337	0.84010273	0.91706693	0.8448143	0.9469796	0.9508829	0.83571464	0.80358964	0.8399507	0.8072077	0.87180954	0.91627115	0.92843324	0.9540051	0.9177917	0.83319503	0.82640433	0.82946396	0.9314492	0.9071181	0.93172693	0.82484114	0.79911715	0.8420739	0.8377139	0.954218	0.8050587	0.8848384	0.79772615	0.84678143	0.8235177	0.919837	0.8371433	0.8974797	0.91097695	0.93355346	0.8469271	0.9070492	0.8736621	0.9080258	0.91640174	0.88372886	0.8803281	0.89720863	0.88666207	0.92846894	0.9424052	0.93552536	0.87406003	0.8342426	0.902328	0.92908806	0.94478923	0.8983554	0.9614189	0.78149945	0.94883674	0.92537475	0.8232091	0.9107105	0.9294132	0.9313912	0.891664	0.85723627	0.91750276	0.8858014	0.8929342	0.8747276	0.8859204	0.8719708	0.8611928	0.9076729	0.77837706	0.9056477	0.8448854	0.833578	0.85341024	0.8445805	0.8377148	0.8212241	0.93753284	0.8600742	0.9389494	0.8399155	0.82971275	0.94309616	0.9348861	0.8399149	0.8631275	0.8825402	0.9550938	0.9362105	0.9507871	0.9525237	0.9431506	0.88713515	0.83709526	0.92847097	0.94974047	0.8161842	0.8663971	0.8398967	0.9043053	0.8095536	0.8420397	0.8276051	0.9174084	0.8694474	0.9755811	0.96204245	0.9707532	0.0	0.9378295	0.85254306	0.83546877	0.85231686	0.92157805	0.93290555	0.9085657	0.89746493	0.80747044	0.8525052	0.9247031	0.92754316	0.9458613	0.9143054	0.74744177	0.8263979	0.8035463
vaas/noun	0.9463575	0.93346727	0.9091365	0.850738	0.8885315	0.780082	0.87561834	0.9267479	0.8764597	0.89288485	0.8508745	0.8032882	0.8978269	0.88486236	0.9603635	0.8473657	0.88260776	0.80773276	0.8044838	0.89899945	0.90901035	0.8707633	0.88656676	0.8852018	0.93425405	0.92868507	0.88423914	0.7436793	0.8627491	0.85330606	0.79055536	0.8727026	0.94456387	0.8698564	0.8204236	0.85982645	0.8833423	0.8505975	0.924451	0.8021952	0.85087997	0.6827818	0.83179075	0.9225547	0.78719187	0.93215126	0.96058095	0.8630978	0.83454585	0.8979192	0.8373441	0.9228836	0.89282113	0.90337205	0.89921445	0.8419122	0.8534484	0.87835675	0.8164499	0.8330114	0.8594754	0.825598	0.8903375	0.90134937	0.7867243	0.8325653	0.8033441	0.8224434	0.9127379	0.8490033	0.8625218	0.8499217	0.8278185	0.9093214	0.87150705	0.90571135	0.7896142	0.7117405	0.9134333	0.86034286	0.864778	0.94701964	0.85682875	0.795282	0.8083888	0.87254	0.92913145	0.7617137	0.8675374	0.9193033	0.90850705	0.90453434	0.8569414	0.8830513	0.8936789	0.9015105	0.9228701	0.9021102	0.74368775	0.90252984	0.8011904	0.8239114	0.90129584	0.71773344	0.86779654	0.9098163	0.8722913	0.88474655	0.8669336	0.87462974	0.92556125	0.9219489	0.9378295	0.0	0.9130131	0.8577764	0.9221136	0.9340347	0.826129	0.88307357	0.8647754	0.8292421	0.8835864	0.952956	0.89785856	0.78920174	0.8665787	0.86830175	0.8915727	0.8965618
veel/adj	0.88995767	0.88314396	0.7479798	0.9111095	0.86922204	0.87748253	0.9475607	0.837558	0.7921437	0.82110643	0.67642677	0.8254089	0.88008165	0.8812416	0.91983986	0.91672266	0.85567266	0.8372839	0.8394912	0.92430913	0.90573597	0.91485965	0.6990874	0.73226166	0.85311365	0.81945044	0.9002811	0.6306809	0.76996905	0.7658371	0.8215898	0.83059764	0.81806684	0.81770885	0.8958714	0.8885608	0.919719	0.82896554	0.90562457	0.8331663	0.8980103	0.8475727	0.8974816	0.9141611	0.91181815	0.85278857	0.88551897	0.8953916	0.90672755	0.6728973	0.794435	0.86424494	0.837608	0.9255353	0.8811911	0.9563566	0.7456106	0.92125934	0.9148997	0.8160071	0.9003643	0.86639404	0.9066197	0.90217686	0.8344289	0.78777575	0.8978889	0.82270855	0.86004287	0.87625873	0.86528325	0.8660851	0.8871963	0.72060573	0.84764606	0.5107087	0.82027245	0.8091759	0.8929682	0.8149666	0.62679124	0.9349918	0.8667306	0.90578586	0.84320515	0.7705341	0.9380659	0.9179615	0.84601134	0.89508647	0.86452925	0.94324344	0.8752161	0.9254337	0.94321865	0.857094	0.8354637	0.6520127	0.8941574	0.9400155	0.7734519	0.83317256	0.8149808	0.87745446	0.76629496	0.5272403	0.81779385	0.8944048	0.8171035	0.9354212	0.94904834	0.920997	0.85254306	0.9130131	0.0	0.75933206	0.87751305	0.89975494	0.9098404	0.898159	0.8425837	0.75950277	0.59817636	0.8980149	0.90721667	0.9251251	0.7480128	0.64491236	0.73800814	0.6575045
veelal/adv	0.8607188	0.8514625	0.744828	0.864808	0.83008945	0.83569205	0.943841	0.7536551	0.75887907	0.7407588	0.7378254	0.7821702	0.8747179	0.8785853	0.9041238	0.88451666	0.8257598	0.75532264	0.7596716	0.87415284	0.85342604	0.89181393	0.794122	0.75603914	0.80405974	0.78156865	0.9084325	0.5901716	0.8345964	0.7246891	0.71355104	0.7672065	0.89404356	0.8086799	0.79089034	0.8338834	0.8780203	0.78072643	0.8345244	0.79173356	0.7934868	0.79840237	0.85138553	0.89291143	0.84333867	0.8364799	0.9226606	0.8911616	0.84469616	0.8378632	0.718759	0.80447394	0.77750397	0.8903114	0.8849603	0.93180007	0.7233473	0.89651436	0.8492167	0.7714874	0.90882623	0.84204644	0.88707936	0.8407129	0.7710428	0.85932314	0.810002	0.7941222	0.86634326	0.7846221	0.76976603	0.8036425	0.8575281	0.7857169	0.838568	0.7501992	0.7478813	0.76788336	0.8761281	0.73708	0.66453314	0.9003064	0.78080416	0.8400245	0.7729034	0.7808682	0.906941	0.82733047	0.7857728	0.8706224	0.81246114	0.93334424	0.8385237	0.9328506	0.92774886	0.9281726	0.88161886	0.6853325	0.80968547	0.936816	0.7153218	0.7775401	0.7524607	0.8104222	0.67116517	0.78191805	0.77668595	0.85446155	0.7787724	0.94414043	0.9279353	0.9044352	0.83546877	0.8577764	0.75933206	0.0	0.8490319	0.85796833	0.8660953	0.82723486	0.82179266	0.7278553	0.75098485	0.9108021	0.8601908	0.8372954	0.79259217	0.6947825	0.7872281	0.7858331
verfilming/noun	0.90148044	0.9345707	0.8802245	0.9339248	0.82920223	0.9488924	0.94358265	0.91898537	0.8684314	0.88922167	0.77176696	0.89239514	0.92557704	0.91412985	0.9438923	0.9325789	0.7866028	0.7993697	0.8808239	0.8832908	0.8727511	0.9292048	0.84220564	0.9019614	0.92920434	0.8738928	0.9460601	0.8506984	0.87512344	0.7654568	0.7909057	0.552941	0.93329847	0.8605081	0.9307519	0.89602196	0.9405372	0.8697741	0.91399956	0.87961453	0.910971	0.9228763	0.92155486	0.8980436	0.882558	0.8701323	0.9049304	0.9268205	0.9512898	0.90016544	0.8144213	0.8464199	0.9057282	0.9488627	0.8875787	0.97312564	0.7992231	0.934512	0.9591201	0.841237	0.92817473	0.92395586	0.93585163	0.8534121	0.8394754	0.9098578	0.8954233	0.9446144	0.8818292	0.8285933	0.78284144	0.92043924	0.8903773	0.83733153	0.89659774	0.869879	0.8461988	0.8058964	0.8927198	0.8189027	0.8111458	0.8920016	0.853552	0.9399989	0.8878206	0.83692795	0.9653477	0.951005	0.86328	0.8598509	0.84195906	0.94424486	0.9215778	0.9516216	0.93881583	0.9546714	0.85186696	0.9016141	0.9404208	0.96917975	0.7560396	0.8982874	0.87987787	0.95882726	0.76088846	0.8763712	0.83967066	0.92587435	0.8682692	0.9607881	0.9550224	0.93319976	0.85231686	0.9221136	0.87751305	0.8490319	0.0	0.94149715	0.94528365	0.90648896	0.9174723	0.88439643	0.8420817	0.939615	0.91460586	0.94548637	0.9245039	0.81038713	0.8597388	0.8227394
verzorger/noun	0.91797006	0.9170332	0.90225106	0.92382205	0.9301841	0.9287992	0.97447234	0.85934293	0.91654944	0.89231193	0.8924213	0.8821802	0.933052	0.94273514	0.9415292	0.95164883	0.9427543	0.93207103	0.9345031	0.9132955	0.96005076	0.93338925	0.8923429	0.8711878	0.9264729	0.8924818	0.90412784	0.8159378	0.86702716	0.8740134	0.901358	0.93671846	0.92548096	0.89577234	0.9315986	0.9128247	0.93543136	0.8960442	0.87444705	0.87507504	0.9210374	0.89342815	0.94112134	0.9436314	0.9222039	0.90594655	0.95546263	0.90767056	0.8989315	0.9345827	0.8769494	0.91754586	0.8380686	0.9133731	0.932016	0.9410119	0.91662776	0.9366479	0.9243234	0.91498697	0.95581925	0.90104675	0.9197911	0.9343422	0.9297531	0.89565104	0.9297048	0.8774219	0.9333755	0.9039161	0.9063656	0.9213419	0.93881655	0.89797276	0.9075618	0.8895449	0.9060406	0.9208931	0.92671114	0.9269505	0.89338607	0.9627133	0.92912334	0.9372056	0.9094373	0.9041563	0.93599504	0.91729903	0.91091615	0.9491152	0.9464504	0.93656915	0.8755729	0.9528605	0.9273108	0.8856667	0.93737	0.8972455	0.89262354	0.96948254	0.92427486	0.90890384	0.9015816	0.9116921	0.8932154	0.91215104	0.9155627	0.92947	0.89333844	0.9489685	0.94703144	0.9527938	0.92157805	0.9340347	0.89975494	0.85796833	0.94149715	0.0	0.9194199	0.9368179	0.92945546	0.91406894	0.8887527	0.94268996	0.9626019	0.9059484	0.80696976	0.88810444	0.91091245	0.898431
vijver/noun	0.925803	0.9338956	0.89111614	0.83818066	0.9138572	0.7774716	0.9462741	0.91028917	0.9094409	0.86231554	0.87754244	0.88382876	0.81620145	0.91618145	0.96867335	0.9139789	0.9070765	0.8704315	0.81280804	0.9487392	0.9423779	0.91300356	0.91568035	0.86632943	0.92097795	0.9495498	0.9343298	0.7709332	0.8589016	0.8612193	0.88148063	0.93803686	0.9549831	0.91640085	0.7604857	0.90384716	0.9474398	0.83258444	0.944469	0.8630159	0.8918422	0.8024287	0.93188184	0.9623318	0.93553495	0.94500697	0.96198875	0.8893302	0.8815086	0.9275338	0.8786496	0.9358388	0.8823367	0.91547674	0.910966	0.93085444	0.8839027	0.8216698	0.8847915	0.8685639	0.9186961	0.8568543	0.87888616	0.9100695	0.758019	0.85543436	0.8880476	0.81652915	0.9605327	0.9168954	0.9027984	0.81848776	0.90590763	0.92679477	0.86429733	0.8926623	0.888777	0.8266814	0.94682133	0.90066636	0.8771437	0.9506744	0.85623693	0.85241926	0.8348259	0.91907007	0.9463507	0.8098718	0.88733435	0.9138277	0.9038155	0.9192068	0.8894814	0.89554656	0.86509526	0.92011505	0.9385536	0.8736172	0.7748302	0.9388399	0.8768377	0.8884541	0.9352447	0.8673852	0.8849206	0.8915699	0.8825757	0.90071034	0.90111125	0.94508356	0.94436616	0.86912894	0.93290555	0.826129	0.9098404	0.8660953	0.94528365	0.9194199	0.0	0.8826846	0.8819194	0.88012445	0.8749304	0.90523714	0.8781035	0.8184212	0.85375094	0.89596313	0.9001006	0.9061657
viool/noun	0.9251727	0.9372201	0.8877107	0.9055201	0.79000115	0.8940928	0.94710517	0.8062969	0.8610127	0.8512724	0.8210391	0.8754006	0.88926506	0.918496	0.87696254	0.92043155	0.81949824	0.6977003	0.85974264	0.872959	0.807187	0.9139301	0.88212323	0.85801995	0.92258304	0.9307683	0.91513425	0.74966156	0.8508618	0.83940995	0.8108961	0.85882854	0.93740475	0.8723179	0.90044117	0.89189434	0.9212338	0.6955795	0.9317589	0.83368766	0.51621544	0.869264	0.9045002	0.8375253	0.9073334	0.88096577	0.9121236	0.9052262	0.8980422	0.90451336	0.8169631	0.91135645	0.85371584	0.88468075	0.92233056	0.9394988	0.85257566	0.91595316	0.8822184	0.65735924	0.9195987	0.89884585	0.93388057	0.8600105	0.8349358	0.8535924	0.8850275	0.8617774	0.90074664	0.7605406	0.70228374	0.84652096	0.9082344	0.87043184	0.8930315	0.89947665	0.8571572	0.7856764	0.8839265	0.6578175	0.82632315	0.9159283	0.8454519	0.8941889	0.84639525	0.8729334	0.96526384	0.8904075	0.71525776	0.8108691	0.7628279	0.93564874	0.8899527	0.94274056	0.9073998	0.93410146	0.87836355	0.8727428	0.89585954	0.9338167	0.78618175	0.87703425	0.86067843	0.9131894	0.82581395	0.9010064	0.84695137	0.8911533	0.88764983	0.93913823	0.955158	0.9509102	0.9085657	0.88307357	0.898159	0.82723486	0.90648896	0.9368179	0.8826846	0.0	0.8606154	0.86567515	0.8453163	0.9381059	0.901759	0.89222854	0.8539373	0.858242	0.8543855	0.86197335
volume/noun	0.9422821	0.9204291	0.87311566	0.8612182	0.8651315	0.8180858	0.9508911	0.8975374	0.86216676	0.8279326	0.860774	0.8638772	0.87857175	0.89968204	0.92456317	0.8377836	0.8552791	0.8039652	0.7775942	0.94791996	0.87838733	0.919489	0.8648557	0.8307947	0.8806926	0.8968857	0.91275024	0.74159026	0.87987906	0.87026584	0.86717063	0.88600194	0.91675204	0.875583	0.8044136	0.8961033	0.92277193	0.7803788	0.9483421	0.886697	0.8479598	0.77699983	0.8226479	0.9169219	0.9102458	0.9255488	0.92587173	0.90563864	0.89178	0.8837285	0.86692137	0.93405247	0.9134882	0.92399466	0.92512774	0.91452426	0.83411336	0.88334864	0.8671615	0.8155892	0.8667393	0.8952948	0.85293	0.91709125	0.8521849	0.8665309	0.8371869	0.8371221	0.9282826	0.8711534	0.8584301	0.8167165	0.90575397	0.8587367	0.8384892	0.7948264	0.80346435	0.81190675	0.9298499	0.8115758	0.8641008	0.95095235	0.84159654	0.8565856	0.81794786	0.8728334	0.86275643	0.8293905	0.81063366	0.88045126	0.859884	0.8903328	0.8925118	0.9370844	0.928914	0.9063134	0.929412	0.8398658	0.8313979	0.93324023	0.80897975	0.89280987	0.8757449	0.8619852	0.8282778	0.8526367	0.86479497	0.8681878	0.8740423	0.95523155	0.9528305	0.9198276	0.89746493	0.8647754	0.8425837	0.82179266	0.9174723	0.92945546	0.8819194	0.8606154	0.0	0.79929954	0.84130347	0.87322795	0.86535287	0.8489974	0.90087664	0.8340815	0.8784533	0.8733185
