	lid_kaart/noun	altijd/adv	verblijf_status/noun	ten/adv	frank/noun	gezien/adj	bekentenis/noun	voorwaarde/noun	vonnis/noun	bouw_aanvraag/noun	gewoon/adj	besluit/noun	patent/noun	tarief/noun	kaart/noun	toelating/noun	onbeperkt/adj	door/adj	arrangement/noun	goal/noun	paspoort/noun	alternatief/noun	enquête/noun	regel/noun	advies/noun	boord_document/noun	gemeente/noun	treffer/noun	conventie/noun	rijbewijs/noun	bon/noun	stem_biljet/noun	slechts/adv	excuus/noun	juridisch/adj	status/noun	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	wagen/noun	euro/noun	Habibie/name	die/det	bod/noun	uitslag/noun	offerte/noun	dagvaarding/noun	licentie/noun	reis_pas/noun	adres/noun	niet/adv	wijze/noun	reden/noun	visum/noun	lang/adj	vervoer_bewijs/noun	huwelijk/noun	handtekening/noun	wereldwijd/adj	nog/adv	algemeen/adj	alibi/noun	ze/pron	biljet/noun	eind_uitslag/noun	document/noun	stem/noun	aanbieding/noun	universeel/adj	goedkeuring/noun	verklaring/noun	arbeid_vergunning/noun	papier/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	vergunning/noun	wet/noun	typering/noun	enkel/adj	accoord/noun	rechtbank/noun	aanbesteding/noun	overeenkomst/noun	identiteitsbewijs/noun	ticket/noun	betaal_middel/noun	poging/noun	werk_vergunning/noun	alleen/adj	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	toestemming/noun	jaar/noun	uitkomst/noun	doelpunt/noun	kandidatuur/noun	abonnement/noun	principe/noun	rede/noun	verzoek/noun	exploitatie_vergunning/noun	argument/noun
paspoort/noun	0.78859043	0.8863145	0.7862865	0.8381216	0.8719289	0.902159	0.8228121	0.82040983	0.86560833	0.8596348	0.8447369	0.86713773	0.78906035	0.86424315	0.7526618	0.7423722	0.7771432	0.9006041	0.88347805	0.9249377	0.0	0.8891976	0.89618266	0.86535203	0.8504931	0.7345298	0.8518491	0.9176664	0.8791246	0.57565635	0.77288634	0.75485903	0.8609022	0.8628866	0.84083223	0.80081403	0.8000069	0.8476558	0.81416833	0.86520654	0.78395385	0.8072415	0.8797391	0.9042219	0.8259098	0.86564386	0.9101195	0.82133317	0.7876055	0.69035137	0.5909814	0.71942705	0.8819494	0.87419474	0.8994247	0.44302785	0.9154131	0.7483075	0.858695	0.693427	0.8724086	0.89379334	0.9084151	0.8227818	0.76385325	0.6499201	0.9225759	0.5636524	0.9105599	0.8244418	0.88645923	0.83138216	0.81810546	0.6803732	0.65005785	0.90225464	0.7601869	0.8810434	0.65829337	0.81837535	0.9239898	0.80383354	0.86414635	0.854568	0.8573525	0.839545	0.5296587	0.7560618	0.82060564	0.86520016	0.5713974	0.83633673	0.7884244	0.58267164	0.78993744	0.92186177	0.75899804	0.9068069	0.9007752	0.93254536	0.8667069	0.7564079	0.857275	0.8587199	0.7713371	0.7997918	0.8701365
alternatief/noun	0.9196536	0.82177484	0.9137503	0.84593296	0.92282563	0.79040015	0.90380734	0.7626187	0.90140367	0.88268477	0.81654507	0.8436372	0.84402084	0.79005355	0.8872985	0.8410649	0.81402767	0.86522824	0.808999	0.94136995	0.8891976	0.0	0.87662506	0.8334386	0.82249147	0.9366581	0.83098215	0.939043	0.84944105	0.8973399	0.8636681	0.87585324	0.86055696	0.79256475	0.79766566	0.8760726	0.76270753	0.8272441	0.8697122	0.8524381	0.8726233	0.8886787	0.92033434	0.89030915	0.83859205	0.80777544	0.92799246	0.8320809	0.9118565	0.854043	0.91476053	0.8582555	0.8297306	0.7283535	0.8178897	0.89311236	0.8720839	0.86061716	0.8929461	0.88701516	0.8274187	0.8310335	0.8634482	0.8146005	0.8605664	0.8725377	0.9336746	0.84510225	0.8816416	0.79357326	0.80471593	0.88079315	0.8086678	0.9369342	0.8421836	0.93186593	0.86871016	0.91939336	0.8544925	0.848181	0.86614186	0.77884954	0.82927704	0.93239444	0.83387226	0.8500812	0.90406644	0.89007366	0.8156716	0.88659424	0.91425955	0.7687926	0.8788279	0.88872916	0.80062926	0.8632504	0.90018487	0.93067414	0.79534394	0.953967	0.8351604	0.80933505	0.7494099	0.81580055	0.8545019	0.9004026	0.7137223
enquête/noun	0.8609688	0.9126332	0.9223801	0.82256585	0.93680483	0.90013725	0.8340224	0.88709676	0.81932676	0.8716709	0.9169154	0.82121676	0.90299726	0.8591591	0.8984696	0.8534327	0.86732626	0.90469474	0.8731363	0.9517784	0.89618266	0.87662506	0.0	0.8608767	0.74609435	0.9407471	0.8098011	0.9394625	0.8671777	0.9075034	0.8561624	0.8425205	0.8464898	0.879349	0.8219421	0.8745403	0.8588823	0.7532438	0.89786506	0.89109164	0.92889667	0.9460154	0.93723595	0.8782687	0.8301391	0.87248814	0.8139903	0.82189244	0.8490239	0.8980876	0.91726065	0.83469176	0.88931036	0.81924844	0.9019911	0.9062087	0.9449304	0.9009254	0.8963062	0.8687928	0.83798033	0.9110982	0.8273802	0.8646302	0.8804282	0.88074476	0.9045216	0.75259995	0.89994353	0.8650199	0.87092996	0.84930277	0.75710696	0.9328706	0.87854385	0.92989385	0.8724453	0.896273	0.893294	0.85918844	0.90483487	0.8003532	0.86315536	0.8954229	0.8068635	0.8392483	0.8826089	0.9149578	0.90181553	0.8995388	0.91923684	0.8449621	0.91438204	0.87764335	0.8518563	0.81627744	0.85667014	0.89942384	0.71988946	0.9548955	0.8345578	0.8552772	0.8760107	0.85638976	0.7890025	0.93684006	0.83793163
regel/noun	0.92633533	0.8401973	0.884963	0.83089066	0.9514721	0.8153356	0.8784816	0.5598265	0.7390191	0.82293355	0.8771077	0.72815394	0.77816486	0.6947235	0.9026624	0.7501707	0.81474596	0.8988902	0.8298053	0.95257986	0.86535203	0.8334386	0.8608767	0.0	0.7259413	0.9459781	0.76869065	0.9518221	0.5722846	0.8691517	0.8813981	0.8581329	0.8634094	0.85559916	0.6858902	0.79397154	0.79789555	0.75996614	0.7779503	0.8262309	0.9027201	0.9442817	0.93635005	0.8748547	0.7341691	0.86897564	0.88677126	0.8097908	0.8505765	0.83481777	0.8770552	0.8933707	0.7849409	0.735965	0.8458238	0.8397392	0.91306466	0.8796965	0.86513495	0.87282646	0.8580642	0.8986252	0.74091023	0.8701608	0.8454194	0.8663034	0.9005024	0.78546125	0.89397764	0.88427746	0.72177124	0.7761406	0.7967273	0.88686323	0.8545644	0.9420069	0.86822414	0.8129281	0.6872908	0.33926076	0.8645665	0.754931	0.72239214	0.84587336	0.72818583	0.7101517	0.854527	0.93398947	0.81838983	0.88865066	0.839246	0.7457354	0.91105783	0.8187573	0.7772692	0.8206477	0.8186997	0.9253903	0.81565773	0.9532393	0.86299866	0.87073016	0.530593	0.81057084	0.7873591	0.82127446	0.7325688
advies/noun	0.8927136	0.8834784	0.891724	0.8571144	0.9315227	0.8183318	0.861668	0.6989876	0.7152001	0.69564635	0.9039466	0.6261381	0.8373975	0.79175705	0.8966061	0.72092533	0.8436658	0.91075516	0.86963856	0.9604123	0.8504931	0.82249147	0.74609435	0.7259413	0.0	0.9285938	0.7158987	0.96343917	0.798697	0.8675829	0.8537612	0.86001736	0.897274	0.8489094	0.6684999	0.8304783	0.8116722	0.775975	0.8437998	0.87735033	0.90609485	0.9479665	0.9114572	0.8738039	0.8180548	0.7477359	0.84076226	0.71256363	0.7742008	0.79294634	0.847005	0.8090467	0.87611777	0.833255	0.80830336	0.8162602	0.947461	0.9000177	0.895141	0.82331425	0.8875153	0.90056044	0.75705314	0.85340554	0.8539095	0.8768406	0.896033	0.72884864	0.87728703	0.8179609	0.85621834	0.6358588	0.7293298	0.8390489	0.8725038	0.90701354	0.8390161	0.8456188	0.7093667	0.73264706	0.88306624	0.7451947	0.73893464	0.81774294	0.7555624	0.7794608	0.8686642	0.90134025	0.8914953	0.9146813	0.8211606	0.7848102	0.91324437	0.8051286	0.75926644	0.84270906	0.6955757	0.93073887	0.7541681	0.9673554	0.7457064	0.8445179	0.75058544	0.83025455	0.59980905	0.79869556	0.7034741
boord_document/noun	0.88051057	0.916428	0.91684717	0.93818724	0.9045014	0.94892734	0.8908537	0.96299994	0.9288553	0.9414392	0.9045046	0.9510424	0.9272128	0.9528003	0.9105906	0.911137	0.9072085	0.9450484	0.92099285	0.9571256	0.7345298	0.9366581	0.9407471	0.9459781	0.9285938	0.0	0.9164006	0.9586617	0.9519865	0.6957002	0.84870756	0.890985	0.9146481	0.9210516	0.9301287	0.9559021	0.8819341	0.92253184	0.8907581	0.93844664	0.8753069	0.640885	0.94009584	0.95224935	0.894511	0.9426257	0.95964307	0.8968016	0.86967313	0.8805523	0.8125027	0.8471051	0.9202586	0.9504507	0.9388755	0.83319616	0.9484527	0.7856551	0.9520074	0.85761964	0.9470297	0.89965624	0.9526266	0.905046	0.8405148	0.8331002	0.946248	0.76217556	0.9591317	0.90997225	0.95521647	0.9336549	0.91436887	0.85454524	0.78582627	0.9219352	0.89298266	0.9387534	0.85839516	0.94020766	0.94615006	0.8610661	0.9400913	0.9281814	0.9370481	0.927703	0.757858	0.9089806	0.93703526	0.8999496	0.8666825	0.9031215	0.8803585	0.8628359	0.8526598	0.9637937	0.9245081	0.96379304	0.95739615	0.94659513	0.95118505	0.89914745	0.9611933	0.907481	0.9327546	0.90551823	0.9380139
gemeente/noun	0.85298723	0.923276	0.8258298	0.79392827	0.73702836	0.89162076	0.91392803	0.67555	0.8303029	0.68707055	0.9025862	0.78749	0.84557384	0.70321363	0.88910854	0.7072216	0.7810759	0.89484185	0.86198163	0.9519276	0.8518491	0.83098215	0.8098011	0.76869065	0.7158987	0.9164006	0.0	0.9447104	0.8326036	0.8598859	0.8388412	0.85101384	0.8403801	0.89454925	0.69961226	0.84788567	0.7831874	0.80069196	0.7469039	0.8568721	0.86563426	0.86970663	0.7375447	0.8429189	0.7757429	0.83846635	0.92432356	0.73817754	0.7983715	0.75066817	0.8450326	0.8138435	0.88363725	0.8434396	0.89270556	0.8045499	0.9281538	0.86598337	0.8802124	0.80382055	0.81947744	0.89951897	0.7958212	0.8782738	0.8212208	0.8500581	0.93427503	0.79807115	0.92657447	0.8519666	0.8687106	0.73357844	0.8678719	0.8582202	0.86699796	0.8976357	0.85305035	0.87850326	0.6149838	0.756264	0.9435655	0.72857946	0.77645314	0.7911279	0.65188646	0.7638162	0.8592263	0.8427626	0.8418475	0.9210049	0.81703377	0.7985533	0.8193476	0.76835763	0.6729676	0.82351035	0.76730514	0.86359376	0.8537559	0.95522034	0.81561905	0.7663418	0.75331515	0.8624746	0.7498447	0.7410046	0.8602243
treffer/noun	0.9635672	0.9089116	0.9510751	0.89142823	0.95067066	0.9229393	0.92323536	0.9487287	0.864185	0.8956201	0.9480342	0.8747026	0.8818357	0.9349967	0.8334233	0.9188087	0.9316227	0.90025705	0.9157035	0.20859766	0.9176664	0.939043	0.9394625	0.9518221	0.96343917	0.9586617	0.9447104	0.0	0.9256419	0.9480525	0.91861075	0.90279704	0.8098063	0.9058362	0.91729987	0.8792824	0.8943109	0.91057414	0.9343777	0.92234296	0.96692276	0.93584573	0.93165815	0.9211351	0.83915573	0.89415145	0.82934403	0.9232443	0.91905016	0.8995448	0.9687974	0.9485616	0.9085953	0.8465962	0.91861534	0.93134195	0.9038383	0.9741415	0.90567666	0.9148414	0.9254097	0.81976545	0.9402275	0.92273444	0.89915514	0.9008745	0.8383456	0.9244309	0.87623936	0.91421586	0.9200252	0.93579125	0.92235494	0.9508805	0.9145704	0.9816756	0.9367774	0.9448447	0.91365373	0.9277372	0.9196403	0.89367133	0.8978076	0.924767	0.92203796	0.87955284	0.95286834	0.8930472	0.9625623	0.85398126	0.92049485	0.9078351	0.9467844	0.9192457	0.953471	0.883374	0.9595239	0.9304625	0.91078115	0.16727763	0.908791	0.94380677	0.934723	0.89794177	0.94891703	0.95300627	0.9079058
conventie/noun	0.9130368	0.84535587	0.91943914	0.8290812	0.9545885	0.8072928	0.85991704	0.74025404	0.7600459	0.8526024	0.9033911	0.72712946	0.77596474	0.8155438	0.92678005	0.8055256	0.84771633	0.88161474	0.84380174	0.936323	0.8791246	0.84944105	0.8671777	0.5722846	0.798697	0.9519865	0.8326036	0.9256419	0.0	0.9184419	0.88255095	0.8512622	0.86579657	0.8653356	0.7312511	0.7609587	0.78123087	0.74550414	0.80411285	0.82124835	0.9207014	0.9455945	0.9575254	0.8085659	0.7352201	0.8779291	0.87833273	0.89067936	0.84883106	0.87018484	0.91342074	0.9060679	0.8401062	0.7730199	0.8783633	0.8573666	0.90661263	0.93574566	0.8339685	0.853938	0.8145701	0.893522	0.7469251	0.8280548	0.83906084	0.89572626	0.89363265	0.79219943	0.83332825	0.88142353	0.6870854	0.7772781	0.7790613	0.93675435	0.87654006	0.9427667	0.875957	0.85693836	0.8202198	0.5621953	0.86696917	0.7609158	0.6828661	0.8361411	0.8302681	0.7029644	0.8885637	0.92295516	0.87602746	0.830829	0.9034441	0.798629	0.93867296	0.8491754	0.84165967	0.7902369	0.85370445	0.89079165	0.81448954	0.9440054	0.7509341	0.8868821	0.67514646	0.78207016	0.77358246	0.8814309	0.741
rijbewijs/noun	0.7911396	0.93255097	0.8347614	0.8855087	0.8886027	0.9252447	0.8469141	0.82730675	0.87275124	0.8802645	0.8847722	0.88541853	0.85269904	0.8723104	0.8363191	0.8023194	0.816296	0.92819995	0.91885936	0.94070256	0.57565635	0.8973399	0.9075034	0.8691517	0.8675829	0.6957002	0.8598859	0.9480525	0.9184419	0.0	0.71478254	0.8414857	0.8419497	0.89462924	0.8811895	0.87949806	0.8534056	0.87895435	0.83381367	0.9138858	0.8447518	0.6672299	0.8738045	0.91379315	0.86113125	0.8973516	0.91035295	0.8656523	0.8356974	0.705517	0.7022075	0.8550141	0.8982049	0.91305953	0.9168081	0.6553139	0.92589545	0.74917114	0.9181919	0.78618366	0.9252767	0.909457	0.9095001	0.8637035	0.81422687	0.7783337	0.9134495	0.7600999	0.9279321	0.89055675	0.9289026	0.85669917	0.8504644	0.70264107	0.7700818	0.9196351	0.762227	0.9218767	0.67130965	0.85619783	0.9573852	0.81006384	0.87141025	0.84248805	0.88639736	0.88443017	0.6837523	0.8197504	0.8825397	0.9259508	0.67785466	0.8771845	0.8287068	0.6586237	0.7582379	0.94359905	0.87133324	0.9016792	0.91526484	0.9404685	0.88815475	0.7797891	0.8801937	0.88539404	0.84957623	0.76824653	0.9084577
bon/noun	0.7821384	0.87735564	0.9171994	0.8632328	0.7764696	0.8864582	0.8916476	0.89409095	0.8753618	0.8970135	0.7774415	0.90116346	0.86701024	0.8323542	0.7257998	0.84897816	0.800711	0.86904705	0.8198174	0.9114974	0.77288634	0.8636681	0.8561624	0.8813981	0.8537612	0.84870756	0.8388412	0.91861075	0.88255095	0.71478254	0.0	0.7814032	0.83124095	0.85389084	0.8951849	0.867579	0.76683605	0.90227795	0.86475384	0.8863878	0.8120533	0.79164445	0.7991771	0.8928082	0.8136092	0.9010043	0.8974048	0.7842172	0.8085208	0.83079773	0.86589473	0.74030876	0.8761892	0.8775127	0.91066885	0.8113219	0.90095645	0.7904499	0.92274183	0.74822795	0.85197425	0.89711106	0.88951397	0.81707656	0.78149694	0.7068664	0.92712355	0.76051545	0.8934391	0.7771747	0.88669384	0.89342904	0.8572541	0.8757804	0.7464361	0.88509697	0.8187505	0.9232963	0.811646	0.9063078	0.8885559	0.8011403	0.91330427	0.9182683	0.8620756	0.88829815	0.82030106	0.7299292	0.85237586	0.9375877	0.8472688	0.84125894	0.8049916	0.8293859	0.79463446	0.89063853	0.87311435	0.89202267	0.9013594	0.9053002	0.8739748	0.7273003	0.87032455	0.8497009	0.8584216	0.88756	0.86735237
stem_biljet/noun	0.8327935	0.87181115	0.89207315	0.86334515	0.9028318	0.900424	0.8856236	0.8797362	0.85388935	0.8362606	0.85833323	0.8583245	0.8806454	0.88343346	0.77999806	0.88156325	0.8853429	0.8917936	0.8798237	0.8950983	0.75485903	0.87585324	0.8425205	0.8581329	0.86001736	0.890985	0.85101384	0.90279704	0.8512622	0.8414857	0.7814032	0.0	0.83177125	0.87289244	0.843457	0.8598819	0.8493916	0.8063682	0.8849422	0.89473134	0.8085332	0.8771915	0.8877259	0.8530183	0.7996713	0.8819394	0.80134475	0.80040026	0.7584068	0.8421925	0.84373486	0.7913051	0.8705944	0.8394927	0.8917695	0.7875074	0.9171894	0.8576397	0.8976692	0.73839533	0.88967663	0.86158323	0.899789	0.88383377	0.7914601	0.65510607	0.8569196	0.6913537	0.76744974	0.84478736	0.8761765	0.8839401	0.8572351	0.8957025	0.7154672	0.93151814	0.8448865	0.8757104	0.81073236	0.83728385	0.8775107	0.82788444	0.8812692	0.8804776	0.84703535	0.8720285	0.7700212	0.82527554	0.87046957	0.91205937	0.8412359	0.8451453	0.8696645	0.8211586	0.85925806	0.8817525	0.8836326	0.90627646	0.841684	0.9016292	0.8031821	0.83580273	0.864849	0.8494498	0.8164773	0.8748902	0.8630628
slechts/adv	0.8819128	0.8393802	0.8714305	0.7182675	0.7673563	0.85805243	0.87741363	0.8398895	0.88102293	0.887936	0.87337804	0.88821656	0.8627701	0.80391175	0.8235279	0.82768315	0.7879139	0.85922116	0.8620366	0.7938613	0.8609022	0.86055696	0.8464898	0.8634094	0.897274	0.9146481	0.8403801	0.8098063	0.86579657	0.8419497	0.83124095	0.83177125	0.0	0.84983844	0.8466215	0.81066644	0.82508075	0.86290157	0.8693549	0.8661554	0.885723	0.89012975	0.75544965	0.8702046	0.73982126	0.8554524	0.8342743	0.8376756	0.88744587	0.8208405	0.8978974	0.8721541	0.8089869	0.85627216	0.9026236	0.8536841	0.8058896	0.8749076	0.88582957	0.8620532	0.8045485	0.6880045	0.83527195	0.8547978	0.84098226	0.79368234	0.84871805	0.8383122	0.8085403	0.84964156	0.86183006	0.87472624	0.84475845	0.86864585	0.8297549	0.9052999	0.8455516	0.9198622	0.84248984	0.8643813	0.89540607	0.6330408	0.8533505	0.9074733	0.84991693	0.8451509	0.8794335	0.8266827	0.8653846	0.88973504	0.8477298	0.6615915	0.85656315	0.828068	0.83597994	0.79074365	0.8671729	0.79572004	0.84657836	0.7981189	0.86188716	0.7962291	0.81653637	0.833876	0.8601573	0.89293265	0.8688407
excuus/noun	0.90578735	0.81910145	0.9204171	0.85635954	0.9329712	0.86057425	0.7524981	0.8736279	0.7927409	0.9142398	0.86145186	0.81605077	0.8865365	0.88884294	0.89829373	0.8243669	0.84751165	0.88565433	0.8817464	0.895524	0.8628866	0.79256475	0.879349	0.85559916	0.8489094	0.9210516	0.89454925	0.9058362	0.8653356	0.89462924	0.85389084	0.87289244	0.84983844	0.0	0.83108705	0.8533982	0.8254379	0.8544367	0.8822544	0.86166716	0.91338646	0.94643027	0.9301702	0.83110285	0.79841155	0.8580943	0.8685961	0.8722503	0.8322022	0.8889855	0.92746097	0.8499028	0.8266275	0.8098556	0.79935384	0.83196396	0.9097086	0.87723637	0.85256255	0.8456156	0.8966193	0.8843536	0.8777573	0.7192092	0.8037909	0.8848989	0.88753223	0.8355087	0.8716123	0.87689036	0.84167176	0.8262232	0.6520385	0.908351	0.87187904	0.9418142	0.89818525	0.9053585	0.8859082	0.84750766	0.86376417	0.81056225	0.8626929	0.8505498	0.90412074	0.8582175	0.89992857	0.90165305	0.8949776	0.8202989	0.8705137	0.8251618	0.91155785	0.85146356	0.85551935	0.8507067	0.7996159	0.9409508	0.85770714	0.9086288	0.8176022	0.8888138	0.86524236	0.7593547	0.7923535	0.91068333	0.70738894
juridisch/adj	0.9169381	0.8532822	0.8384051	0.7502097	0.93013597	0.74028116	0.7984149	0.68816006	0.67913157	0.7631511	0.89147556	0.6799109	0.76193935	0.8259151	0.903951	0.72362065	0.79890025	0.87594163	0.8639741	0.9330483	0.84083223	0.79766566	0.8219421	0.6858902	0.6684999	0.9301287	0.69961226	0.91729987	0.7312511	0.8811895	0.8951849	0.843457	0.8466215	0.83108705	0.0	0.7721026	0.7829	0.72521555	0.81245536	0.79316574	0.9120515	0.94509417	0.93064666	0.8041408	0.6879169	0.82485616	0.8641286	0.8307395	0.7326002	0.78510094	0.8631496	0.86541075	0.82220966	0.78495526	0.7467109	0.80555534	0.8825033	0.89334506	0.81066674	0.8426668	0.81355655	0.8343183	0.7258477	0.80924106	0.85968304	0.87467575	0.9107699	0.748685	0.9150104	0.8753168	0.7283334	0.7151195	0.76888674	0.8470361	0.8417222	0.9281032	0.8700089	0.8449503	0.7336904	0.6392649	0.8876068	0.71399176	0.7330137	0.67132807	0.73488265	0.7258434	0.86043435	0.90265065	0.8758547	0.80018973	0.81431663	0.73587835	0.9142581	0.76971865	0.7367483	0.76230055	0.75605035	0.92002195	0.72696185	0.928696	0.7819456	0.8592652	0.7006728	0.77668	0.6877079	0.83806	0.6559864
status/noun	0.8909465	0.82572126	0.74241877	0.7951449	0.93514425	0.79116154	0.8573727	0.788073	0.8489392	0.91698164	0.91053724	0.8128619	0.7711377	0.82089406	0.91246194	0.76071817	0.80618596	0.84839135	0.86457753	0.9028064	0.80081403	0.8760726	0.8745403	0.79397154	0.8304783	0.9559021	0.84788567	0.8792824	0.7609587	0.87949806	0.867579	0.8598819	0.81066644	0.8533982	0.7721026	0.0	0.7815472	0.8174925	0.8578126	0.8077535	0.9252007	0.95147264	0.92196894	0.8746387	0.77229476	0.8553871	0.84398615	0.88324404	0.9100865	0.7779669	0.89140946	0.8707589	0.8646809	0.76457983	0.8624195	0.7907318	0.9089426	0.9268795	0.83227235	0.8530897	0.8066497	0.8424545	0.82703435	0.8233993	0.86267155	0.8817892	0.882662	0.8143966	0.85847616	0.85591996	0.75461644	0.80484295	0.8182029	0.85849416	0.88055956	0.92702156	0.7860713	0.88009065	0.7841546	0.77838534	0.8772341	0.77077186	0.80025244	0.8779581	0.8753309	0.79878664	0.8654041	0.86248535	0.8478098	0.8648609	0.78676623	0.7716225	0.91843945	0.7275021	0.8419188	0.8296322	0.8165827	0.90910697	0.8168868	0.90803075	0.7983111	0.8565136	0.775534	0.8032251	0.8328023	0.8783545	0.7918738
en/vg	0.89831936	0.7003231	0.92260796	0.8030515	0.86598074	0.7351293	0.8074574	0.8270438	0.8809406	0.88385135	0.6748259	0.88320833	0.79510725	0.8254607	0.8168853	0.7774145	0.7009201	0.62163043	0.67061216	0.90076894	0.8000069	0.76270753	0.8588823	0.79789555	0.8116722	0.8819341	0.7831874	0.8943109	0.78123087	0.8534056	0.76683605	0.8493916	0.82508075	0.8254379	0.7829	0.7815472	0.0	0.89096797	0.879501	0.72968674	0.874593	0.75821376	0.88442403	0.87606364	0.7086248	0.90742975	0.9150704	0.8406352	0.88397455	0.84437937	0.90325356	0.81031877	0.8721253	0.6579646	0.8617629	0.843222	0.80776054	0.8965009	0.797733	0.8359794	0.7300476	0.87034607	0.7897719	0.77306056	0.6519939	0.7868337	0.9314418	0.7722744	0.7444124	0.768	0.6582761	0.86744714	0.8409691	0.9253928	0.72282755	0.87719756	0.76495886	0.9129701	0.8200532	0.80323696	0.77818626	0.6670432	0.85764104	0.8996588	0.8275999	0.8617141	0.83091944	0.8737943	0.83722335	0.77645665	0.872967	0.6931907	0.86575806	0.85561	0.7574049	0.8843992	0.81566226	0.89479166	0.84364223	0.8993369	0.8594919	0.824503	0.7515716	0.74742615	0.8451873	0.91703516	0.7887619
referendum/noun	0.8931721	0.895011	0.87541974	0.82000816	0.9401346	0.87704736	0.8784867	0.7304611	0.7664387	0.8056124	0.9247752	0.63092816	0.83515966	0.8445127	0.93014824	0.7729483	0.8288468	0.91437584	0.9090959	0.91162926	0.8476558	0.8272441	0.7532438	0.75996614	0.775975	0.92253184	0.80069196	0.91057414	0.74550414	0.87895435	0.90227795	0.8063682	0.86290157	0.8544367	0.72521555	0.8174925	0.89096797	0.0	0.8428682	0.8137074	0.8896699	0.96337515	0.91604686	0.71933645	0.7965976	0.78129625	0.7819905	0.8473237	0.8426155	0.8383913	0.88116556	0.9073462	0.87377083	0.8661732	0.84433335	0.8210039	0.9153436	0.8820205	0.7860296	0.762542	0.86266893	0.8974601	0.757902	0.8743167	0.88958925	0.8740611	0.8420946	0.85956126	0.7835255	0.8905725	0.85088944	0.64767075	0.84585464	0.8936608	0.9026514	0.9116385	0.9120274	0.84526056	0.7992872	0.6620501	0.91579306	0.8158091	0.6556159	0.83220536	0.7389684	0.7636254	0.8705405	0.9227053	0.84833103	0.81316644	0.8525022	0.84533006	0.9047602	0.8153729	0.8582854	0.8000792	0.8359503	0.8727213	0.7738927	0.9175524	0.65893084	0.87366825	0.7405796	0.78378046	0.76602817	0.85643804	0.74279183
huur_contract/noun	0.8589404	0.9324999	0.84250104	0.87797976	0.8769581	0.9048039	0.8891652	0.74188054	0.80392814	0.8036696	0.90430737	0.8225697	0.83315897	0.783026	0.881476	0.7881892	0.8476442	0.9300455	0.88217837	0.92787683	0.81416833	0.8697122	0.89786506	0.7779503	0.8437998	0.8907581	0.7469039	0.9343777	0.80411285	0.83381367	0.86475384	0.8849422	0.8693549	0.8822544	0.81245536	0.8578126	0.879501	0.8428682	0.0	0.90061456	0.8768619	0.92142886	0.8861482	0.8951933	0.8273603	0.8375483	0.91311574	0.8219688	0.83792865	0.8005059	0.84491503	0.8246676	0.8850007	0.88420284	0.8960142	0.806713	0.9270898	0.8560822	0.8514247	0.8198968	0.918505	0.8646917	0.87204736	0.8883578	0.8856393	0.8552929	0.9060556	0.78451586	0.94680005	0.8558798	0.9068942	0.8106259	0.82832134	0.83151686	0.83519673	0.91274893	0.8768788	0.85764074	0.6850714	0.77101254	0.9163944	0.8161277	0.7147155	0.8815668	0.8115617	0.5620326	0.84639686	0.8705114	0.87612075	0.94965744	0.80437005	0.85200214	0.8531898	0.7671541	0.74246323	0.8560861	0.808064	0.8828816	0.88937134	0.9361876	0.85824084	0.75614893	0.834196	0.8715362	0.80511916	0.7676118	0.8666267
onverminderd/adj	0.9324491	0.79384077	0.9215777	0.8178691	0.93914884	0.8334812	0.8773047	0.832728	0.8746064	0.90845966	0.83582747	0.84178454	0.840387	0.85101956	0.9188777	0.8408138	0.8042296	0.82909286	0.86813396	0.9375412	0.86520654	0.8524381	0.89109164	0.8262309	0.87735033	0.93844664	0.8568721	0.92234296	0.82124835	0.9138858	0.8863878	0.89473134	0.8661554	0.86166716	0.79316574	0.8077535	0.72968674	0.8137074	0.90061456	0.0	0.91735923	0.922511	0.915226	0.8445618	0.7796507	0.87653154	0.9093555	0.8958924	0.8843854	0.8903601	0.9283717	0.91631174	0.8783076	0.81648713	0.86451596	0.8690226	0.8609794	0.9061993	0.86091506	0.9030396	0.72672766	0.84652567	0.8041241	0.8572483	0.86491305	0.88858706	0.9296266	0.8755306	0.86939055	0.8648344	0.7696453	0.8508373	0.8429719	0.93397474	0.88734996	0.95318747	0.9079873	0.9314674	0.87140065	0.8037896	0.8883436	0.78848755	0.8399181	0.9097014	0.87538606	0.8526958	0.8842131	0.9227209	0.8497319	0.8302775	0.89162534	0.794215	0.9178371	0.8792442	0.859077	0.8280072	0.8516255	0.8463391	0.8467571	0.9342227	0.84588486	0.89570445	0.80460453	0.80241704	0.8772735	0.9317059	0.8282176
