	lid_kaart/noun	altijd/adv	verblijf_status/noun	ten/adv	frank/noun	gezien/adj	bekentenis/noun	voorwaarde/noun	vonnis/noun	bouw_aanvraag/noun	gewoon/adj	besluit/noun	patent/noun	tarief/noun	kaart/noun	toelating/noun	onbeperkt/adj	door/adj	arrangement/noun	goal/noun	paspoort/noun	alternatief/noun	enquête/noun	regel/noun	advies/noun	boord_document/noun	gemeente/noun	treffer/noun	conventie/noun	rijbewijs/noun	bon/noun	stem_biljet/noun	slechts/adv	excuus/noun	juridisch/adj	status/noun	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	wagen/noun	euro/noun	Habibie/name	die/det	bod/noun	uitslag/noun	offerte/noun	dagvaarding/noun	licentie/noun	reis_pas/noun	adres/noun	niet/adv	wijze/noun	reden/noun	visum/noun	lang/adj	vervoer_bewijs/noun	huwelijk/noun	handtekening/noun	wereldwijd/adj	nog/adv	algemeen/adj	alibi/noun	ze/pron	biljet/noun	eind_uitslag/noun	document/noun	stem/noun	aanbieding/noun	universeel/adj	goedkeuring/noun	verklaring/noun	arbeid_vergunning/noun	papier/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	vergunning/noun	wet/noun	typering/noun	enkel/adj	accoord/noun	rechtbank/noun	aanbesteding/noun	overeenkomst/noun	identiteitsbewijs/noun	ticket/noun	betaal_middel/noun	poging/noun	werk_vergunning/noun	alleen/adj	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	toestemming/noun	jaar/noun	uitkomst/noun	doelpunt/noun	kandidatuur/noun	abonnement/noun	principe/noun	rede/noun	verzoek/noun	exploitatie_vergunning/noun	argument/noun
trein_kaart_DIM/noun	0.84241784	0.91094065	0.88913345	0.911253	0.77999914	0.92320424	0.92594045	0.8739644	0.93739045	0.9094068	0.84959954	0.927137	0.8870893	0.75920105	0.78607666	0.9056408	0.81401455	0.9132625	0.8673371	0.94111294	0.7884244	0.8788279	0.91438204	0.91105783	0.91324437	0.8803585	0.8193476	0.9467844	0.93867296	0.8287068	0.8049916	0.8696645	0.85656315	0.91155785	0.9142581	0.91843945	0.86575806	0.9047602	0.8531898	0.9178371	0.7036614	0.87963367	0.77049893	0.91613644	0.86780804	0.9056137	0.9470301	0.87094855	0.9020637	0.79835117	0.814594	0.8397519	0.90861046	0.9352969	0.93979436	0.8037755	0.90993637	0.6993494	0.9377883	0.81681514	0.8604306	0.9330309	0.9396126	0.90277064	0.85482675	0.7432848	0.9246838	0.8451104	0.9234907	0.8472286	0.9365963	0.8924183	0.9312731	0.8873374	0.8219069	0.8682505	0.8839534	0.94183433	0.83958626	0.90620756	0.9371469	0.8475095	0.90938914	0.94836617	0.8680197	0.890265	0.85020375	0.65947855	0.8751001	0.9578015	0.86189413	0.87150884	0.0	0.8387613	0.7808229	0.8988491	0.9021917	0.8750698	0.9145486	0.946298	0.9221912	0.6681789	0.89488447	0.9210938	0.9199564	0.8993405	0.92665946
verblijfsvergunning/noun	0.8275479	0.8905399	0.48753124	0.83125424	0.8998241	0.90276045	0.85509807	0.7388304	0.8341508	0.78480196	0.90188617	0.83037144	0.7999772	0.83754814	0.8589253	0.6594627	0.78794307	0.90663034	0.90622723	0.9070179	0.58267164	0.88872916	0.87764335	0.8187573	0.8051286	0.8628359	0.76835763	0.9192457	0.8491754	0.6586237	0.8293859	0.8211586	0.828068	0.85146356	0.76971865	0.7275021	0.85561	0.8153729	0.7671541	0.8792442	0.8806702	0.931193	0.8927192	0.8915295	0.8201442	0.8535462	0.8872381	0.81860036	0.81101567	0.63955075	0.6869967	0.81919956	0.8446056	0.8680473	0.86557394	0.46732146	0.88332397	0.82560384	0.8267962	0.78393996	0.9048889	0.8597435	0.879743	0.80763066	0.8197632	0.81583095	0.9003072	0.74293196	0.9171354	0.8477652	0.8770213	0.7431022	0.8459909	0.59990346	0.7523579	0.9182338	0.75364614	0.8859009	0.5518348	0.77812606	0.9234995	0.7966421	0.7931577	0.81701165	0.82479125	0.8033622	0.72245485	0.80079734	0.87270564	0.9006855	0.46416557	0.82206553	0.8387613	0.0	0.7779648	0.8968819	0.7565731	0.87174296	0.88290834	0.9155518	0.82691026	0.78057957	0.80020374	0.8529625	0.74798447	0.70377	0.867815
verzekering/noun	0.83458626	0.89968336	0.853133	0.8124165	0.73848057	0.84351975	0.8733676	0.6753855	0.8820098	0.8401583	0.83414406	0.8620912	0.84439176	0.63329244	0.859237	0.7884085	0.7397126	0.87755746	0.8272912	0.948319	0.78993744	0.80062926	0.8518563	0.7772692	0.75926644	0.8526598	0.6729676	0.953471	0.84165967	0.7582379	0.79463446	0.85925806	0.83597994	0.85551935	0.7367483	0.8419188	0.7574049	0.8582854	0.74246323	0.859077	0.85090107	0.8280521	0.7260915	0.91288555	0.8070808	0.8354313	0.93060446	0.7595757	0.85577095	0.7394917	0.78541535	0.8256785	0.85521555	0.86507386	0.8635494	0.79428464	0.91099447	0.81121266	0.8531629	0.8479247	0.8127726	0.8882405	0.8044907	0.8738234	0.8498069	0.79755265	0.93005717	0.79762375	0.93340456	0.78670174	0.84330285	0.7948433	0.8323798	0.81243145	0.81468666	0.85659516	0.8064647	0.87612987	0.7284689	0.78074205	0.9146409	0.7407519	0.75030935	0.85103667	0.76719725	0.7048695	0.8283317	0.79255986	0.83206344	0.8980905	0.7895613	0.7760538	0.7808229	0.7779648	0.0	0.8704345	0.80482316	0.88420314	0.8669149	0.9578479	0.87188315	0.6551403	0.7733789	0.82120436	0.7943816	0.83466357	0.83981925
dit/det	0.91955036	0.8295983	0.9243418	0.7280017	0.89016426	0.78314066	0.8384563	0.849502	0.79346496	0.8616973	0.8420104	0.7752835	0.82170326	0.8337544	0.91620296	0.85021335	0.84139764	0.8551436	0.8265481	0.870048	0.92186177	0.8632504	0.81627744	0.8206477	0.84270906	0.9637937	0.82351035	0.883374	0.7902369	0.94359905	0.89063853	0.8817525	0.79074365	0.8507067	0.76230055	0.8296322	0.8843992	0.8000792	0.8560861	0.8280072	0.8918879	0.96108836	0.85232437	0.8637792	0.7458544	0.83793294	0.8147105	0.86849856	0.8328702	0.867646	0.91218305	0.9119645	0.7701963	0.7818128	0.87151915	0.8914719	0.89519536	0.9200991	0.85637957	0.8907361	0.7854621	0.78753185	0.80373365	0.85167587	0.8443393	0.91082144	0.8504243	0.83665836	0.89417744	0.8591326	0.7607272	0.82044315	0.82227945	0.91728693	0.8830337	0.93533295	0.8927785	0.89318496	0.87122357	0.81192625	0.8289284	0.78146875	0.826044	0.8832668	0.8050236	0.81307864	0.9315682	0.91587365	0.89993674	0.8802532	0.9003628	0.76727426	0.8988491	0.8968819	0.8704345	0.0	0.8895458	0.72677326	0.74344754	0.90676033	0.83307076	0.870119	0.80218536	0.83500075	0.8730867	0.90874314	0.8040316
toestemming/noun	0.864865	0.9319909	0.81840813	0.8771006	0.92108124	0.8953589	0.8300035	0.6988435	0.80856943	0.8173769	0.9153875	0.72173667	0.8490524	0.8328936	0.9136238	0.52308655	0.80926263	0.8957736	0.9359319	0.9610604	0.75899804	0.90018487	0.85667014	0.8186997	0.6955757	0.9245081	0.76730514	0.9595239	0.85370445	0.87133324	0.87311435	0.8836326	0.8671729	0.7996159	0.75605035	0.8165827	0.81566226	0.8359503	0.808064	0.8516255	0.91784686	0.92180866	0.91799283	0.87084925	0.8686291	0.84873617	0.9152457	0.8331369	0.8319011	0.76000583	0.88013947	0.8336407	0.9010112	0.87918496	0.8465574	0.71636707	0.91421145	0.92052406	0.7979945	0.7858939	0.85306084	0.9234619	0.8741169	0.8620996	0.8476852	0.86800444	0.93884856	0.7442341	0.91050214	0.84762007	0.8918144	0.5348029	0.7808981	0.82409656	0.87384546	0.92453897	0.88463014	0.8597871	0.6566843	0.7547356	0.93089575	0.7939249	0.722968	0.8214964	0.80918455	0.76438546	0.8191011	0.8871087	0.87475747	0.88050437	0.7709189	0.8290413	0.9021917	0.7565731	0.80482316	0.8895458	0.0	0.914547	0.8722452	0.9668722	0.83123183	0.8654301	0.8203989	0.83231866	0.58186024	0.8128497	0.8219729
jaar/noun	0.9234281	0.9254477	0.9137108	0.8307024	0.8033151	0.9050173	0.9120784	0.88227975	0.872113	0.8802643	0.91306585	0.8909482	0.8945979	0.83923113	0.9355398	0.89400834	0.8669556	0.89340097	0.90961504	0.9195652	0.9068069	0.93067414	0.89942384	0.9253903	0.93073887	0.96379304	0.86359376	0.9304625	0.89079165	0.9016792	0.89202267	0.90627646	0.79572004	0.9409508	0.92002195	0.90910697	0.89479166	0.8727213	0.8828816	0.8463391	0.91368026	0.95351636	0.7421323	0.88428646	0.87264013	0.86380625	0.90483123	0.905152	0.9037679	0.8552097	0.895991	0.92613876	0.9370488	0.9119674	0.91182685	0.89643806	0.7707413	0.9302257	0.83263457	0.920328	0.75888	0.800392	0.89744365	0.92650914	0.8552698	0.902681	0.897628	0.9302886	0.92080593	0.8945981	0.9427923	0.90357023	0.92761797	0.9033395	0.93453175	0.9424715	0.86809975	0.92286545	0.8871561	0.90740675	0.94037384	0.8904832	0.8806907	0.8682505	0.87475646	0.8761533	0.9385245	0.9015107	0.9245904	0.885225	0.892458	0.9065849	0.8750698	0.87174296	0.88420314	0.72677326	0.914547	0.0	0.9164551	0.9399518	0.8939648	0.8465733	0.9015925	0.8890917	0.9177711	0.9060234	0.95406145
uitkomst/noun	0.9486029	0.833449	0.90531063	0.79121804	0.9579613	0.8077827	0.8010783	0.8105968	0.68522036	0.85466695	0.9001624	0.6510315	0.8223276	0.81902325	0.93710196	0.8311994	0.8682552	0.8891734	0.8673403	0.9206783	0.9007752	0.79534394	0.71988946	0.81565773	0.7541681	0.95739615	0.8537559	0.91078115	0.81448954	0.91526484	0.9013594	0.841684	0.84657836	0.85770714	0.72696185	0.8168868	0.84364223	0.7738927	0.88937134	0.8467571	0.9383202	0.95882	0.94799715	0.8340253	0.74751747	0.82290244	0.53643024	0.8170744	0.82891905	0.8830531	0.9288265	0.8832618	0.7796287	0.74440527	0.80182856	0.8995343	0.8737712	0.9208587	0.88988113	0.8967228	0.857676	0.8157986	0.80759335	0.8429716	0.83919525	0.8896629	0.7786713	0.79730606	0.85313404	0.85316414	0.8234236	0.79260796	0.7258062	0.91740406	0.8914712	0.9435969	0.9110812	0.9072403	0.8650738	0.8125851	0.88663864	0.78468716	0.78101194	0.8555329	0.83385706	0.79278445	0.9343004	0.9338953	0.90467834	0.8706461	0.900197	0.8087009	0.9145486	0.88290834	0.8669149	0.74344754	0.8722452	0.9164551	0.0	0.93285316	0.7876373	0.8956094	0.8035436	0.78401375	0.8055536	0.9143433	0.7526146
doelpunt/noun	0.97273636	0.9178796	0.94094974	0.9108094	0.9478653	0.925918	0.9389775	0.95666224	0.8787197	0.9008056	0.93795675	0.9009811	0.9004648	0.9481423	0.7639517	0.9254262	0.93095237	0.91814184	0.9251692	0.14004582	0.93254536	0.953967	0.9548955	0.9532393	0.9673554	0.94659513	0.95522034	0.16727763	0.9440054	0.9404685	0.9053002	0.9016292	0.7981189	0.9086288	0.928696	0.90803075	0.8993369	0.9175524	0.9361876	0.9342227	0.9598437	0.9522141	0.94129604	0.9343375	0.85703266	0.92138654	0.83633107	0.92142725	0.9227441	0.89939713	0.9616244	0.9612736	0.9065864	0.8837684	0.91528875	0.9274895	0.9210463	0.9591665	0.9134323	0.9130876	0.9457046	0.81876403	0.95421946	0.93220997	0.91801935	0.8954666	0.8413149	0.93813586	0.87960625	0.91961735	0.94506496	0.9442663	0.9354365	0.9415275	0.9139526	0.9778517	0.9264803	0.9548713	0.9177791	0.92966914	0.92765033	0.8957359	0.91517437	0.9389315	0.92158324	0.8942926	0.9539915	0.88873017	0.96174115	0.86217475	0.9214181	0.915787	0.946298	0.9155518	0.9578479	0.90676033	0.9668722	0.9399518	0.93285316	0.0	0.9278858	0.9302532	0.9370956	0.9079483	0.9495296	0.9480233	0.9097071
kandidatuur/noun	0.90956974	0.86884964	0.8998623	0.82049257	0.9459053	0.8755424	0.8109757	0.79802763	0.74205446	0.78475654	0.9384757	0.6161895	0.85697705	0.88875103	0.9190988	0.76841795	0.88373744	0.8917111	0.91262525	0.91663367	0.8667069	0.8351604	0.8345578	0.86299866	0.7457064	0.95118505	0.81561905	0.908791	0.7509341	0.88815475	0.8739748	0.8031821	0.86188716	0.8176022	0.7819456	0.7983111	0.8594919	0.65893084	0.85824084	0.84588486	0.9402231	0.9654279	0.9391174	0.73719203	0.81379414	0.68641114	0.784837	0.8084346	0.8249072	0.74951196	0.93889815	0.8601612	0.8571277	0.833179	0.8542307	0.84141743	0.9174003	0.9148212	0.8384507	0.7934691	0.8773039	0.87041414	0.7963188	0.8663579	0.8409018	0.8973265	0.8365145	0.819979	0.7873275	0.8636366	0.8636849	0.7137443	0.78046006	0.89040637	0.89351666	0.9235909	0.8034152	0.9064985	0.8250636	0.811787	0.8923887	0.7819197	0.7378493	0.841148	0.8042432	0.78650033	0.90295976	0.8713465	0.9000895	0.8358529	0.86992157	0.83671975	0.9221912	0.82691026	0.87188315	0.83307076	0.83123183	0.8939648	0.7876373	0.9278858	0.0	0.88461685	0.78735155	0.77133447	0.66450405	0.87208366	0.7657149
abonnement/noun	0.6995045	0.89363617	0.8793527	0.85881793	0.66697764	0.8989946	0.91367114	0.81098914	0.91965795	0.8747449	0.80443144	0.90746355	0.80450207	0.6338137	0.6846298	0.8326007	0.6977313	0.8948883	0.77512914	0.92132795	0.7564079	0.80933505	0.8552772	0.87073016	0.8445179	0.89914745	0.7663418	0.94380677	0.8868821	0.7797891	0.7273003	0.83580273	0.7962291	0.8888138	0.8592652	0.8565136	0.824503	0.87366825	0.75614893	0.89570445	0.67680955	0.8779473	0.67756456	0.9226915	0.8207706	0.846794	0.91507983	0.75790197	0.88686156	0.6985836	0.77512175	0.7594955	0.8918345	0.89477265	0.91473734	0.76662153	0.91351753	0.70068145	0.89447343	0.8317339	0.7799727	0.8787663	0.87177706	0.88039005	0.8549826	0.70040166	0.9183076	0.80182445	0.89790744	0.7125366	0.88296956	0.86760116	0.9093898	0.83098596	0.81349254	0.7235158	0.8444717	0.93089026	0.7383249	0.8864345	0.9300573	0.77061296	0.8550333	0.9262766	0.800836	0.79406875	0.8419773	0.509418	0.79116666	0.94054705	0.8090592	0.8111227	0.6681789	0.78057957	0.6551403	0.870119	0.8654301	0.8465733	0.8956094	0.9302532	0.88461685	0.0	0.8238719	0.87598145	0.852864	0.84260476	0.8862166
principe/noun	0.88161486	0.7762413	0.8728658	0.77938265	0.9057363	0.7543797	0.8711786	0.6063593	0.7878865	0.8374538	0.818282	0.7371694	0.75827944	0.73290354	0.8938633	0.7612633	0.7198361	0.85764664	0.85459554	0.93715674	0.857275	0.7494099	0.8760107	0.530593	0.75058544	0.9611933	0.75331515	0.934723	0.67514646	0.8801937	0.87032455	0.864849	0.81653637	0.86524236	0.7006728	0.775534	0.7515716	0.7405796	0.834196	0.80460453	0.888388	0.9205649	0.89516157	0.8443316	0.69974136	0.861446	0.8785995	0.8254553	0.85551834	0.81372356	0.8773652	0.87129384	0.727952	0.7281203	0.8183565	0.84471434	0.8880315	0.8867117	0.8222102	0.86242163	0.79381037	0.8538193	0.7106528	0.82793725	0.8013875	0.85757524	0.8941203	0.8182304	0.8627198	0.8682457	0.6248175	0.78292704	0.8021361	0.8821458	0.8485594	0.9037848	0.8286577	0.8422039	0.7810484	0.54324734	0.853655	0.6891766	0.7139368	0.8255798	0.7825579	0.73636216	0.8558452	0.89020026	0.8431624	0.8729087	0.8492714	0.6751781	0.89488447	0.80020374	0.7733789	0.80218536	0.8203989	0.9015925	0.8035436	0.9370956	0.78735155	0.8238719	0.0	0.76985604	0.7700631	0.87255913	0.6607231
rede/noun	0.9111897	0.7772839	0.88641036	0.81712556	0.9484784	0.7938177	0.7966181	0.81760085	0.74857354	0.88395643	0.8581277	0.7229473	0.84366906	0.8538065	0.9172307	0.8049779	0.81089973	0.8422334	0.8589998	0.9074801	0.8587199	0.81580055	0.85638976	0.81057084	0.83025455	0.907481	0.8624746	0.89794177	0.78207016	0.88539404	0.8497009	0.8494498	0.833876	0.7593547	0.77668	0.8032251	0.74742615	0.78378046	0.8715362	0.80241704	0.922816	0.8757256	0.9300732	0.8152339	0.74897426	0.84773105	0.84105945	0.8692721	0.826	0.8481382	0.9109642	0.85771245	0.8100306	0.7370167	0.4929635	0.84707195	0.8715395	0.9010329	0.7971854	0.8628938	0.8206481	0.8550806	0.77782005	0.8347206	0.76422143	0.85435104	0.895926	0.8171196	0.80073506	0.8479092	0.7306527	0.8269693	0.71893144	0.9091165	0.87465525	0.9173811	0.87395567	0.89945865	0.83233947	0.7841993	0.83847034	0.767918	0.80978775	0.8438169	0.8614259	0.8201562	0.8659928	0.9253193	0.8923054	0.7989344	0.8785219	0.79268897	0.9210938	0.8529625	0.82120436	0.83500075	0.83231866	0.8890917	0.78401375	0.9079483	0.77133447	0.87598145	0.76985604	0.0	0.77848303	0.9140674	0.71478045
verzoek/noun	0.8847696	0.8971513	0.8504502	0.81939304	0.894257	0.90150136	0.7810885	0.6404662	0.6331935	0.7420376	0.8983532	0.59833694	0.84799695	0.8430528	0.8767007	0.66848665	0.83829606	0.9017112	0.89457864	0.94283444	0.7713371	0.8545019	0.7890025	0.7873591	0.59980905	0.9327546	0.7498447	0.94891703	0.77358246	0.84957623	0.8584216	0.8164773	0.8601573	0.7923535	0.6877079	0.8328023	0.8451873	0.76602817	0.80511916	0.8772735	0.92732286	0.94833356	0.90650713	0.82318074	0.8193299	0.7220249	0.85678434	0.75630957	0.67765635	0.78868383	0.8631017	0.7933651	0.8585115	0.8333219	0.80041635	0.73855996	0.92449224	0.90300137	0.8433339	0.76197064	0.90688145	0.89493906	0.8428308	0.8351906	0.80564153	0.8495351	0.916658	0.6740255	0.887198	0.77180386	0.87861663	0.6670637	0.69868207	0.83290684	0.84632814	0.8945486	0.89707947	0.7975346	0.7362025	0.7045396	0.89401877	0.74999756	0.6902003	0.6405134	0.81818414	0.73474884	0.8344513	0.8939136	0.8849914	0.8262909	0.77533066	0.81737196	0.9199564	0.74798447	0.7943816	0.8730867	0.58186024	0.9177711	0.8055536	0.9495296	0.66450405	0.852864	0.7700631	0.77848303	0.0	0.84224355	0.7004677
exploitatie_vergunning/noun	0.8639746	0.93587726	0.82410556	0.90517837	0.93010473	0.93575543	0.91334254	0.74286634	0.8649506	0.68890214	0.96177936	0.8315719	0.80914235	0.86459976	0.8952285	0.7688148	0.8846541	0.94412917	0.92547417	0.93713427	0.7997918	0.9004026	0.93684006	0.82127446	0.79869556	0.90551823	0.7410046	0.95300627	0.8814309	0.76824653	0.88756	0.8748902	0.89293265	0.91068333	0.83806	0.8783545	0.91703516	0.85643804	0.7676118	0.9317059	0.9020714	0.93935484	0.935549	0.9254575	0.86710405	0.85187364	0.9313582	0.82210374	0.84342927	0.7090652	0.7946613	0.88986856	0.8949279	0.935657	0.91438764	0.7178747	0.9501922	0.87252676	0.92832756	0.8503356	0.92832774	0.9081119	0.9076185	0.8955577	0.9207471	0.8854003	0.92006683	0.85229814	0.9414955	0.8970564	0.9260458	0.7869113	0.8965438	0.7091224	0.88827395	0.93733335	0.8882194	0.903062	0.5143709	0.82629246	0.9517007	0.83655465	0.7893131	0.8784166	0.826585	0.7918334	0.8409043	0.8823618	0.9009883	0.9445957	0.73540795	0.8786706	0.8993405	0.70377	0.83466357	0.90874314	0.8128497	0.9060234	0.9143433	0.9480233	0.87208366	0.84260476	0.87255913	0.9140674	0.84224355	0.0	0.88231593
argument/noun	0.9298363	0.8083033	0.90659946	0.7899051	0.94256514	0.6905633	0.77934533	0.7328432	0.69444394	0.88867396	0.87107295	0.67880464	0.8026498	0.8365944	0.8871072	0.79713213	0.82641536	0.88078415	0.87747264	0.90138865	0.8701365	0.7137223	0.83793163	0.7325688	0.7034741	0.9380139	0.8602243	0.9079058	0.741	0.9084577	0.86735237	0.8630628	0.8688407	0.70738894	0.6559864	0.7918738	0.7887619	0.74279183	0.8666267	0.8282176	0.9100767	0.95281243	0.9327833	0.83720374	0.7404704	0.8418126	0.8448729	0.86244357	0.817189	0.8694201	0.9166124	0.860296	0.78557265	0.7323312	0.6465215	0.8613731	0.9083361	0.9138699	0.8822603	0.84660715	0.85006654	0.8776601	0.7643192	0.7385235	0.8233737	0.87379384	0.8954084	0.77951777	0.78666824	0.8426003	0.7400764	0.7905947	0.6682942	0.90439725	0.85950965	0.9517869	0.87088823	0.8875991	0.83553064	0.7151896	0.81485105	0.7508284	0.7874608	0.76250356	0.8503679	0.7916786	0.8672554	0.9415404	0.87642795	0.8178153	0.8999784	0.7413303	0.92665946	0.867815	0.83981925	0.8040316	0.8219729	0.95406145	0.7526146	0.9097071	0.7657149	0.8862166	0.6607231	0.71478045	0.7004677	0.88231593	0.0
