	elektronica_concern/noun	lid_kaart/noun	koop/verb	12/noun	altijd/adv	kilo_gram/noun	ten/adv	speler/noun	scoor/verb	verblijf_status/noun	ben/verb	roep_in/verb	opdat/comp	frank/noun	wissel_in/verb	heb/verb	Madonna/name	alleszins/adv	deze/det	krijg/verb	u/pron	gezien/adj	bekentenis/noun	voorwaarde/noun	speciaal/adj	voer_uit/verb	een/det	bewijs/noun	zaterdag/noun	vat_op/verb	hiervoor/pp	vonnis/noun	bouw_aanvraag/noun	twee/num	inschrijving/noun	word/verb	waarde/noun	gewoon/adj	besluit/noun	patent/noun	overigens/adv	tarief/noun	kaart/noun	na/prep	voor/prep	vlucht/noun	dag/noun	toelating/noun	ga_terug/verb	vervoer/verb	onbeperkt/adj	voorschot/noun	2002/noun	humanitair/adj	door/adj	afgekeurd/adj	zondag/noun	meer/adv	arrangement/noun	hier/adv	goal/noun	paspoort/noun	dus/adv	uitgebracht/adj	alternatief/noun	stel_op/verb	pak_op/verb	periode/noun	veronderstelling/noun	vijandigheid/noun	aanbod/noun	regel/noun	enquête/noun	alle/det	boord_document/noun	advies/noun	vier/num	datum/noun	binnen/part	Totti/name	rij/verb	dele/adv	gemeente/noun	internationaal/adj	vanaf/prep	treffer/noun	omdat/comp	conventie/noun	juli/noun	rijbewijs/noun	keur_af/verb	3/noun	zolang/comp	onveranderlijk/adj	schrijf_in/verb	openbaar/adj	bon/noun	stem_biljet/noun	oppervlakkig/adj	alleen/adv	burgerlijk/adj	verzamel/verb	vlieg/verb	zes/num	februari/noun	slechts/adv	tot/prep	klant/noun	excuus/noun	als/comp	juridisch/adj	bezit/noun	status/noun	zonder/prep	moet/verb	kost/verb	controle/noun	ongeldig/adj	en/vg	referendum/noun	huur_contract/noun	onverminderd/adj	strip_kaart/noun	9/noun	wagen/noun	dat/comp	terug_reis/noun	beschouw/verb	bezit/verb	maar/adv	precies/adv	euro/noun	augustus/noun	bied_aan/verb	oud/adj	vijf/num	Habibie/name	afhankelijk/adj	die/det	100.000/num	oordeel/verb	persoon/noun	bestemming/noun	bod/noun	pendel_bus/noun	30/noun	kan/verb	stem/verb	aanvraag/noun	27/noun	sofi_nummer/noun	mag/verb	uitslag/noun	verklaar/verb	hoog_seizoen/noun	2003/noun	één/num	enig/det	er/adv	offerte/noun	licentie/noun	reis_pas/noun	dagvaarding/noun	statuut/noun	vermeld/adj	september/noun	rechter/noun	20/num	om/comp	adres/noun	vracht_wagen/noun	dan/adv	niet/adv	maart/noun	wijze/noun	spaar_kaart/noun	krijg_binnen/verb	reden/noun	visum/noun	lang/adj	sloop/verb	vervoer_bewijs/noun	ontsla/verb	eventueel/adj	huwelijk/noun	handtekening/noun	honderdduizend/num	21/noun	wereldwijd/adj	nog/adv	verzekerd/adj	moreel/adj	echter/adv	zak/noun	beide/det	algemeen/adj	niettemin/adv	prevaleer/verb	alibi/noun	waarom/pp	aanvaard/verb	ze/pron	Vlaanderen/name	fl./num	biljet/noun	eind_uitslag/noun	maximum/adj	document/noun	toon/verb	voldoende/det	breng_uit/verb	getekend/adj	Merchtem/name	heel/adj	antwoord/verb	stem/noun	aanbieding/noun	universeel/adj	vaderschap/noun	zal/verb	goedkeuring/noun	neem_af/verb	verklaring/noun	volgens/prep	minstens/adv	als/prep	arbeid_vergunning/noun	over/prep	degradeer/verb	iedereen/pron	verticaal/adj	ontbreek/verb	stel_vast/verb	ongeacht/prep	en/prep	papier/noun	eind/noun	passagier/noun	officieel/adj	5/noun	reservatie/noun	diploma/noun	wil_beschikking/noun	enkel/adv	immers/adv	vergunning/noun	wet/noun	reiziger/noun	typering/noun	1/num	enkel/adj	acht/num	bijstandsgerechtigden/noun	beschik/verb	accoord/noun	wel/adv	telkens/adv	toch/adv	dus/vg	rechtbank/noun	aanbesteding/noun	blijf/verb	geld/verb	drie/num	overeenkomst/noun	voorkom/verb	Zellik/name	dat/noun	identiteitsbewijs/noun	overdreven/adj	ticket/noun	leg_voor/verb	dien_in/verb	alsnog/adv	Bon/name	Golden/name	18/noun	arriveer/verb	HSBC/name	maar/vg	elk/det	steeds/adv	blijk/verb	oktober/noun	betaal_middel/noun	Europese/name	maand/noun	sluit/verb	poging/noun	dat/pron	werk_vergunning/noun	duur/noun	pas/adv	of/comp	blijf/adj	teken/verb	sluit_af/verb	alleen/adj	of/vg	argument/noun	kom_langs/verb	trein_kaart_DIM/noun	verblijfsvergunning/noun	verzekering/noun	dit/det	die/pron	congres/noun	toestemming/noun	afgegeven/adj	donderdag_voormiddag/noun	transparant/adj	31/noun	jaar/noun	geen/det	19/noun	uitkomst/noun	beslis/verb	land/noun	uur/noun	tot/vg	1/noun	buitenlands/adj	doelpunt/noun	evenmin/adv	sport_raad/noun	kandidatuur/noun	chauffeur/noun	abonnement/noun	gedurende/prep	locatie/noun	principe/noun	rede/noun	verzoek/noun	50/num	ook/adv	nodig/adj	exploitatie_vergunning/noun	20/noun	lever_op/verb	oudejaar_avond/noun
elektronica_concern/noun	0.0	0.8858323	0.86667836	0.8663231	0.8963876	0.8969069	0.9073985	0.9537008	0.9708667	0.9039251	0.86437345	0.9034078	0.90895116	0.7856111	0.861118	0.7484946	0.8150249	0.8995144	0.8009782	0.88590604	0.86509436	0.87780625	0.9289149	0.8802524	0.86970055	0.8675064	0.7535562	0.85380334	0.9062866	0.89464104	0.8631496	0.8664429	0.8615551	0.9219597	0.8281689	0.7951213	0.81166226	0.9450038	0.8207868	0.62019676	0.8266263	0.8343458	0.8584644	0.9000865	0.8732572	0.9475394	0.9213267	0.8983658	0.91285664	0.92381275	0.8407889	0.74380887	0.72750086	0.94455665	0.9795512	0.8591324	0.9164598	0.9356604	0.9055126	0.9481354	0.92027164	0.9108329	0.9305695	0.832965	0.8901305	0.92313564	0.910513	0.8207227	0.91511035	0.86028934	0.91052574	0.9079543	0.8260891	0.8550914	0.996067	0.8371723	0.9253954	0.83851707	0.9495593	0.9388875	0.97799367	0.89036936	0.83079314	0.8893163	0.82361495	0.9120797	0.87836033	0.8568162	0.8111862	0.933767	0.91203946	0.86363316	0.8501309	0.8994785	0.8287703	0.8315648	0.900732	0.89453983	0.9076325	0.89477396	0.9362333	0.9025134	0.9724744	0.8903886	0.8082355	0.8323647	0.74874246	0.8556372	0.8813872	0.91930723	0.8183019	0.8931364	0.8803155	0.94405705	0.83518916	0.8520617	0.97001	0.82025427	0.94477415	0.8008897	0.7604481	0.8536261	0.90957695	0.89500916	0.9663297	0.91933066	0.95118135	0.872495	0.74120295	0.95563763	0.86210495	0.73317504	0.82140416	0.88932765	0.92448467	0.89053977	0.7931917	0.87361306	0.89003146	0.69634426	0.92028177	0.88596493	0.9637915	0.7374652	0.94945925	0.8406335	0.9096426	0.87825096	0.8342251	0.85949314	0.95079184	0.9008969	0.9526204	0.8892146	0.86716014	0.7356911	0.9024357	0.85654724	0.8610667	0.86258817	0.70937157	0.9207834	0.85438424	0.8982336	0.80177826	0.8311806	0.8538098	0.79454595	0.85698915	0.9584239	0.9703494	0.9407659	0.93529266	0.77801585	0.9525464	0.93057925	0.9136441	0.83372724	0.9229636	0.89018005	0.8708407	0.9159893	0.8044318	0.8425235	0.88775253	0.887968	0.8097211	0.8571061	0.5932138	0.8752014	0.8804822	0.8345549	0.8404112	0.95589423	0.83234674	0.88702834	0.8436152	0.8437925	0.95515776	0.9735502	0.8730818	0.897217	0.86791	0.9177114	0.8296466	0.8883743	0.8407346	0.9155146	0.9392891	0.83958906	0.78443605	0.9283433	0.95995027	0.9399724	0.9822658	0.86318165	0.9280182	0.84615296	0.86528593	0.73552305	0.8638499	0.8076605	0.84719145	0.9113996	0.792788	0.8551425	0.93136024	0.8597544	0.91256464	0.95379716	0.93734586	0.9210934	0.921689	0.84856313	0.8314202	0.9265535	0.75060654	0.92035913	0.83222073	0.87608516	0.91005915	0.9011566	0.9483625	0.9373966	0.8529136	0.8270558	0.8879546	0.9286577	0.8788311	0.8689836	0.94760734	0.90974	0.8019815	0.9482211	0.8121537	0.8902669	0.8851095	0.92328066	0.9391595	0.87859565	0.7879268	0.9178369	0.82183117	0.901966	0.7518105	0.9276762	0.9353579	0.87175375	0.9327946	0.9383075	0.8416989	0.88355607	0.8414787	0.83603024	0.9590725	0.87941104	0.87100494	0.95420605	0.6468246	0.87173676	0.8789968	0.8215244	0.9000294	0.7976146	0.8353109	0.81075513	0.8026893	0.7809411	0.934749	0.6535815	0.9433311	0.9481783	0.7911261	0.93752795	0.8830036	0.8560592	0.8167799	0.85127306	0.9316014	0.8512907	0.912488	0.7803946	0.9392232	0.8994038	0.688079	0.82579255	0.8304687	0.85342234	0.9102827	0.95661396	0.9432732	0.83091784	0.77250963	0.7991331	0.88290936	0.91629386	0.8952334	0.8409262	0.9097755	0.8150535	0.8165201	0.91158646	0.90586835	0.8981291	0.8874097	0.9148443	0.9772248	0.8452794	0.88892365	0.93077034	0.89594537	0.8758087	0.9210336	0.77363825	0.8973055	0.86248547	0.8361852	0.8874434	0.7851841	0.844213
lid_kaart/noun	0.8858323	0.0	0.7351438	0.8989417	0.79309237	0.7800618	0.9040974	0.8005798	0.9342067	0.8586879	0.8529088	0.93076336	0.8446642	0.6972096	0.7872441	0.6828021	0.9212187	0.85267675	0.88376194	0.8338914	0.789104	0.90912896	0.91144305	0.81803983	0.82827437	0.9021299	0.7741661	0.74465454	0.85792667	0.9482688	0.7489508	0.87559783	0.84138924	0.84812665	0.6668434	0.8209926	0.89043885	0.8166002	0.819538	0.82749885	0.8448931	0.74813	0.5654795	0.92155427	0.72862506	0.8639784	0.822565	0.67667854	0.91911733	0.86981606	0.8388255	0.7417805	0.8625015	0.92545813	0.92599964	0.9431344	0.860806	0.8774408	0.8019238	0.80314165	0.9036329	0.71537125	0.7887895	0.9382137	0.85588944	0.85996157	0.8171005	0.9057151	0.90109384	0.93442184	0.8374425	0.816181	0.8852034	0.8248961	0.6693846	0.80542094	0.8120965	0.80334616	0.8275772	0.9031518	0.881574	0.9574981	0.7872647	0.954984	0.8038116	0.9008022	0.8176364	0.8907319	0.85133475	0.6753899	0.9216527	0.8692204	0.80618155	0.9380559	0.70354724	0.8385325	0.8327813	0.8819639	0.9220407	0.8988918	0.8966626	0.81934637	0.9481385	0.8286105	0.8622029	0.7834586	0.8215798	0.7480793	0.875617	0.77184385	0.91344947	0.8064958	0.9033313	0.8788012	0.78707385	0.7303207	0.83296883	0.8196123	0.822687	0.8559839	0.6704788	0.9423284	0.769183	0.89154935	0.85869384	0.83787036	0.91578466	0.89202875	0.8158643	0.7859369	0.91908187	0.7247741	0.86082125	0.8229854	0.8488976	0.7886178	0.95148504	0.849793	0.81184816	0.7092243	0.8834674	0.6834455	0.884872	0.83341426	0.90473443	0.8590207	0.6820121	0.84680223	0.79775417	0.86949784	0.7171558	0.736115	0.8822505	0.9326078	0.80153626	0.8475279	0.8099271	0.83339924	0.77626467	0.79306793	0.6916213	0.7126968	0.76410055	0.80573183	0.860266	0.88137007	0.8525791	0.7718023	0.8076477	0.73729694	0.86733353	0.7911036	0.8309001	0.83978474	0.94416416	0.74656934	0.79122686	0.91554934	0.68317664	0.9288772	0.85890317	0.7136959	0.93249327	0.87871027	0.96563286	0.7659044	0.77903247	0.8744093	0.9002651	0.8204877	0.9010968	0.9037174	0.8810823	0.6990283	0.90400505	0.8252379	0.95104885	0.9049071	0.81971	0.91546685	0.8348043	0.73835003	0.8558007	0.8422036	0.6745917	0.83692735	0.71749234	0.682277	0.7846645	0.79957956	0.9233007	0.7917421	0.8694927	0.9310499	0.8629264	0.8771449	0.63427025	0.948057	0.9007475	0.8035111	0.75666815	0.8644193	0.84817094	0.8743689	0.7297714	0.9544415	0.66658676	0.93258446	0.94121623	0.7839309	0.8880064	0.87775695	0.83401585	0.86932427	0.8751609	0.6555624	0.9366062	0.88229465	0.84644824	0.8762536	0.7347758	0.6297971	0.8219326	0.828001	0.7636558	0.6585703	0.84192747	0.8770542	0.8565966	0.8884206	0.7968727	0.83375835	0.9107888	0.8644285	0.7708424	0.8761461	0.7813902	0.8474997	0.746619	0.8837828	0.7989029	0.90516317	0.78681123	0.8113222	0.8365517	0.9366657	0.9219024	0.8686034	0.72767186	0.94228554	0.55044734	0.79119194	0.8514968	0.89675105	0.95934474	0.9426521	0.88171995	0.9168225	0.91066223	0.8215012	0.8072138	0.89106315	0.8705125	0.8591834	0.8371551	0.8332309	0.79366475	0.85845673	0.93498003	0.7865602	0.6728128	0.87600523	0.8739741	0.8488217	0.8713175	0.9118439	0.79277587	0.8086688	0.726005	0.8865086	0.84347105	0.72733164	0.7169392	0.74252295	0.8685268	0.8092583	0.8750263	0.7222408	0.8880615	0.88846004	0.84535706	0.8630147	0.8358995	0.8074915	0.87039685	0.9431148	0.8087987	0.9006396	0.80752945	0.8026293	0.8472468	0.85889167	0.92800367	0.8560882	0.8371604	0.8418224	0.90838313	0.63245726	0.8667499	0.86343986	0.78702325	0.9336612	0.8136557	0.68940616	0.858532	0.8463448	0.799374	0.8609849	0.83209294	0.80841976
koop/verb	0.86667836	0.7351438	0.0	0.96817714	0.82269657	0.84076315	0.86052763	0.8660277	0.9438095	0.9251718	0.90935	0.88705784	0.8520566	0.59201175	0.53922963	0.658425	0.83539915	0.84584785	0.90707326	0.6182982	0.68126714	0.9229939	0.9065269	0.8340283	0.66223085	0.90487987	0.6130117	0.9452605	0.95615995	0.9060013	0.73173994	0.95726365	0.9171536	0.8224177	0.80749345	0.83632725	0.79773706	0.4708885	0.85987484	0.8010182	0.81481487	0.54081476	0.58003986	0.92476374	0.63625306	0.8327842	0.8423582	0.7801269	0.856694	0.7543353	0.6269365	0.76508784	0.9061514	0.92020917	0.9150697	0.8849876	0.95231956	0.76793754	0.7167808	0.8589719	0.94591296	0.6966418	0.77748996	0.87696606	0.7443214	0.90386623	0.8783884	0.9183639	0.9193318	0.9376705	0.74701846	0.8782456	0.95559645	0.7510959	0.89303374	0.84929585	0.8299775	0.81836796	0.7777454	0.9289224	0.7523091	0.94994825	0.86200225	0.8318986	0.78398824	0.9583192	0.72583395	0.9441316	0.9350143	0.8387221	0.92550427	0.96819794	0.82582283	0.93745756	0.82431424	0.7337651	0.7900356	0.8758368	0.9461031	0.77920604	0.91984	0.79483736	0.72647476	0.77342063	0.891412	0.80171615	0.92500925	0.5083951	0.91376495	0.76965356	0.87441045	0.67308617	0.8963473	0.632328	0.70847154	0.4266944	0.75700253	0.6537379	0.78925717	0.93046856	0.86567104	0.9300971	0.47598857	0.96152145	0.8572744	0.90688485	0.7504342	0.90351665	0.6563803	0.82573074	0.8444455	0.60078394	0.97259206	0.5812843	0.7022002	0.79258823	0.9679203	0.7809	0.8440903	0.65738165	0.89943874	0.7291987	0.73518974	0.8596344	0.708359	0.91078526	0.6706182	0.8869361	0.73701227	0.96990204	0.8808799	0.7003016	0.946492	0.9244473	0.816695	0.87814575	0.73544884	0.9200582	0.85718834	0.9003111	0.77586126	0.8566696	0.82543826	0.8878351	0.833797	0.9739882	0.91302574	0.701977	0.8000613	0.83247644	0.88114727	0.76601017	0.82568765	0.94582766	0.9480973	0.80978334	0.88515294	0.9082731	0.80503666	0.8900415	0.79643774	0.72559345	0.8912101	0.80219007	0.9041427	0.7992941	0.8324233	0.93745214	0.7611816	0.81707096	0.76093125	0.9074281	0.89911735	0.45227206	0.8853009	0.9062568	0.8377348	0.9177302	0.8650981	0.88339037	0.8460962	0.713519	0.9086013	0.80959153	0.7085563	0.94639516	0.7169081	0.84669393	0.6321331	0.8306295	0.80765665	0.8975493	0.86469364	0.8741692	0.77100194	0.9109331	0.71139145	0.89811933	0.96453875	0.82826793	0.9100615	0.85097957	0.9492296	0.9296471	0.7567491	0.863295	0.7687933	0.90799	0.841267	0.71431696	0.8716089	0.8577082	0.92317766	0.7945165	0.8525398	0.82233196	0.92337614	0.56723964	0.8969333	0.94875103	0.73951113	0.7661123	0.9376765	0.6678517	0.7400517	0.77751434	0.90387344	0.48353386	0.9660109	0.8693086	0.6826103	0.8575765	0.849069	0.7125533	0.92116463	0.80355585	0.8536241	0.84355354	0.8054492	0.95457745	0.9238992	0.81846696	0.71318704	0.81508386	0.91682076	0.8861525	0.89496136	0.8092794	0.74884844	0.8971617	0.59589386	0.74171525	0.8774305	0.75293744	0.8847933	0.94793016	0.9048015	0.89044636	0.85792357	0.862979	0.804669	0.87289965	0.8594349	0.94528234	0.69110286	0.8749933	0.83822495	0.8825922	0.8921119	0.81351715	0.8134217	0.7737622	0.85247386	0.82136714	0.8975447	0.8221724	0.87503755	0.82645893	0.589521	0.9248507	0.7301385	0.602834	0.82083976	0.80735236	0.895843	0.77829194	0.926041	0.7917879	0.7616318	0.87282705	0.9020654	0.8229395	0.8512869	0.6576919	0.8966336	0.92111593	0.8104887	0.8490074	0.9081269	0.82215977	0.8012037	0.79821247	0.93414575	0.91816866	0.8955848	0.90851593	0.68474203	0.3608386	0.87453556	0.90031797	0.8734517	0.8986291	0.8603723	0.69259614	0.7375436	0.7230742	0.87481415	0.9192805	0.69644547	0.8525813
12/noun	0.8663231	0.8989417	0.96817714	0.0	0.9947542	0.90144014	0.9674151	0.9570553	0.9376785	0.96407884	0.97158456	0.9722706	0.956016	0.877132	0.83565223	0.9434041	0.904193	0.88470614	0.89584976	0.91715604	0.7599174	0.8619668	0.9452585	0.9272047	0.9183674	0.803234	0.8880085	0.9656891	0.18010616	0.9702859	0.8872157	0.63101834	0.8364708	0.82543975	0.53222966	0.6909991	0.9857152	0.9679407	0.81849474	0.94926333	0.9503677	0.8541721	0.85356253	0.76315653	0.87172216	0.8824661	0.71002054	0.88708234	0.82911	0.8921717	0.90222234	0.86223656	0.33075327	0.97757024	0.9512671	0.9856008	0.19036263	0.9601486	0.94415635	0.9651081	0.9516751	0.95694494	0.95048785	0.88706064	0.96106887	0.9560348	0.65740275	0.64612365	0.975083	0.97038865	0.95502377	0.9637964	0.96261126	0.90235204	0.95530623	0.92723596	0.8280102	0.47154015	0.85876817	0.9657663	0.8440224	0.9753582	0.88492954	0.96472526	0.21292639	0.9617699	0.9169778	0.8616046	0.25948203	0.93972725	0.94137084	0.09838861	0.9391211	0.9338646	0.48968202	0.8808425	0.8394464	0.9150163	0.98651737	0.95709836	0.9007889	0.7964039	0.8268977	0.82595634	0.24744558	0.9219626	0.32738614	0.91658074	0.9865487	0.8958873	0.9464275	0.9520196	0.98009604	0.9486487	0.89631367	0.86342293	0.96419054	0.89172536	0.8621364	0.7715223	0.7383418	0.9300505	0.9078338	0.07900709	0.8175544	0.9584232	0.6813853	0.9650448	0.9633679	0.98176575	0.78737664	0.85252863	0.24346566	0.91456217	0.950336	0.84583986	0.85754687	0.9546185	0.90795195	0.8986317	0.8736983	0.85809326	0.92445374	0.83125335	0.76285815	0.17988372	0.8914467	0.87684816	0.8236965	0.1039114	0.88640684	0.9104408	0.8592237	0.9396899	0.7537708	0.31127846	0.9124244	0.90618217	0.9204904	0.915053	0.94028306	0.86176544	0.86723876	0.93071896	0.8331928	0.22662735	0.86515355	0.52093005	0.9533148	0.8911891	0.8215493	0.9388372	0.9773949	0.25029027	0.942109	0.75228024	0.8266071	0.96601206	0.9407571	0.8955609	0.9105171	0.9184829	0.7825788	0.90153635	0.903538	0.95267177	0.91676825	0.112193465	0.8872503	0.88094956	0.946122	0.97818106	0.95485115	0.96401596	0.9379818	0.9238786	0.96770185	0.93557775	0.92829585	0.9293741	0.9061421	0.9360742	0.74479866	0.902581	0.92190725	0.86299866	0.8099259	0.95914924	0.90248364	0.9731163	0.8105411	0.89928174	0.7477673	0.95535535	0.94512933	0.96120065	0.9566468	0.97646564	0.92588574	0.8426338	0.90544784	0.89802086	0.98012656	0.92697877	0.8452976	0.97305274	0.9248937	0.9040857	0.9221437	0.9544338	0.97803056	0.9418235	0.7802155	0.95479006	0.2754373	0.95933795	0.44516683	0.904329	0.70289516	0.11116952	0.73442435	0.9239719	0.99497694	0.9285361	0.9066294	0.90399575	0.9076638	0.94056237	0.8990327	0.6859579	0.8736254	0.8022257	0.93804884	0.9614321	0.8503454	0.9784687	0.34434402	0.95050055	0.88545054	0.8361541	0.7663334	0.9272026	0.9050223	0.84277266	0.85924923	0.9733888	0.57774353	0.8930692	0.96882683	0.9802003	0.76515764	0.87226456	0.75136924	0.9049085	0.81996435	0.7865132	0.10095245	0.5914217	0.95111334	0.965081	0.73575425	0.9597198	0.9439774	0.2215392	0.80393004	0.91807634	0.71672046	0.61957616	0.9082374	0.7988602	0.9652735	0.9383997	0.45902443	0.96279556	0.97565734	0.8650104	0.591943	0.9680985	0.9479868	0.9653848	0.73345876	0.82879525	0.9567492	0.9363441	0.82228124	0.9464827	0.72192085	0.94552976	0.87156075	0.6927017	0.97995716	0.2229994	0.71825767	0.94838065	0.086010456	0.9638096	0.67326564	0.9797043	0.28136778	0.4414215	0.24969375	0.95834684	0.89261043	0.9128501	0.73889077	0.80428416	0.90567297	0.93447876	0.81563437	0.8044787	0.89782953	0.8824707	0.91426784	0.8178805	0.9756259	0.9576371	0.82466996	0.118184745	0.9262228	0.7337936
altijd/adv	0.8963876	0.79309237	0.82269657	0.9947542	0.0	0.9763772	0.90974414	0.83120024	0.86940837	0.85891974	0.57821465	0.8236066	0.8068818	0.91746074	0.9146014	0.72823775	0.8274733	0.7069546	0.80052155	0.8801695	0.72734356	0.8354259	0.9047109	0.8189295	0.87278605	0.8986509	0.7995096	0.7448426	0.9885097	0.8907705	0.82391495	0.9065965	0.9020325	0.8955205	0.87709486	0.8239373	0.78913206	0.62415695	0.8404901	0.9290532	0.68503165	0.83730483	0.9096685	0.9560929	0.8211899	0.8895547	0.89980507	0.8828621	0.9022567	0.9283434	0.839768	0.8900089	0.9589115	0.8178016	0.9081497	0.94177055	0.95517755	0.7298455	0.85397434	0.5338553	0.92141867	0.8684611	0.6035668	0.91776705	0.791803	0.8173251	0.87351453	0.9044144	0.8279477	0.88215715	0.85558784	0.7367977	0.9413769	0.7982328	0.8387491	0.9193915	0.9062635	0.8917806	0.8897594	0.9490582	0.8842251	0.84583914	0.9198618	0.92887706	0.9532909	0.93306255	0.7702671	0.9116237	0.9818771	0.8582324	0.8668003	0.9931032	0.69775283	0.80434364	0.9283366	0.89436793	0.8628805	0.9003387	0.8023174	0.58975446	0.94553274	0.8148774	0.9047715	0.9113108	0.97190326	0.7950353	0.94701934	0.77883697	0.8217794	0.6900052	0.7842546	0.7978214	0.82476854	0.81722695	0.6198396	0.8694445	0.8572307	0.8099571	0.8675681	0.89235437	0.80583435	0.7732328	0.90363324	0.97317195	0.882243	0.7422223	0.954316	0.87720776	0.8400457	0.69529766	0.7909335	0.926916	0.9625743	0.8384625	0.8702264	0.9069937	0.92243177	0.89571327	0.69364	0.92979544	0.85775733	0.8253998	0.8805351	0.9136778	0.88156337	0.95226663	0.70626	0.7435542	0.87919605	0.9884433	0.87564856	0.6410315	0.85768956	0.89429206	0.9056501	0.94960153	0.79936945	0.76715755	0.623353	0.83216035	0.8772445	0.9203762	0.913288	0.83284587	0.9220556	0.96776944	0.8951943	0.9649378	0.7887204	0.90709287	0.9207916	0.5007737	0.58826697	0.976249	0.80484307	0.9326173	0.8454851	0.7482478	0.87095433	0.8071451	0.8805547	0.9074912	0.8468256	0.833246	0.96342456	0.86016655	0.9185712	0.9939006	0.8953368	0.6887638	0.71911687	0.72752345	0.70478964	0.8087859	0.80943817	0.69892615	0.68816864	0.8399339	0.8119607	0.7878893	0.796661	0.6135094	0.8830634	0.9145435	0.89962375	0.8889282	0.8806557	0.8528533	0.75671375	0.7078774	0.9243573	0.90761864	0.9699476	0.8430748	0.77374434	0.86170197	0.8250482	0.7942859	0.9256757	0.6855786	0.8852065	0.88036084	0.73702174	0.8386445	0.8531693	0.81836903	0.8798265	0.94204754	0.86187863	0.51115525	0.92604774	0.7836673	0.80922675	0.818831	0.9535931	0.81806153	0.9719695	0.93390703	0.86943334	0.987635	0.98607117	0.84646857	0.90712315	0.66603947	0.656237	0.84934616	0.7433449	0.89097655	0.8787298	0.99342304	0.68079317	0.92730564	0.89956266	0.81678367	0.88414603	0.5119555	0.86392593	0.5019233	0.56830007	0.92592967	0.80231714	0.71958804	0.7492455	0.9008084	0.8701966	0.87109596	0.9843142	0.617293	0.8489653	0.8437662	0.9170459	0.7966461	0.9304591	0.88863957	0.9672066	0.98110247	0.9725496	0.92151153	0.93895215	0.639801	0.77793235	0.48070526	0.74172544	0.96253073	0.87041986	0.88323736	0.9492791	0.9275541	0.90942895	0.8397303	0.8600893	0.8737037	0.8846767	0.63862675	0.8475262	0.8564946	0.93318135	0.6612427	0.8005252	0.70340616	0.7847295	0.90730625	0.87467676	0.8155104	0.75849384	0.81837195	0.9503254	0.79917884	0.93298805	0.97042704	0.87605315	0.94717985	0.94449955	0.6555617	0.9639275	0.7894876	0.83754885	0.88309115	0.9857208	0.94948715	0.96682185	0.88522685	0.9501376	0.71255094	0.97684044	0.93767416	0.8700266	0.8706793	0.9140253	0.8857722	0.7253244	0.7782712	0.85638034	0.9430129	0.5033399	0.72436404	0.8435613	0.9970796	0.8234135	0.90012085
