	'99/noun	1/noun	12/noun	18-jarige/adj	18/noun	19/noun	1950/noun	20/noun	2000/noun	2001/noun	2002/noun	2003/noun	2004/noun	2006/noun	21/noun	27/noun	3/noun	30/noun	31/noun	35-jarige/adj	5/noun	9/noun	Belgisch/adj	Ivorianen/noun	Kroaat/noun	Somaliër/noun	aanbesteding/noun	aanbieding/noun	aanbod/noun	aanklacht/noun	aanleiding/noun	aantal/noun	aanvaard/verb	aanvraag/noun	aanwezig/adj	abonnement/noun	accoord/noun	actie/noun	adres/noun	advies/noun	afgegeven/adj	afgekeurd/adj	afhankelijk/adj	algemeen/adj	alibi/noun	alleen/adj	alleen/adv	alleszins/adv	alsnog/adv	alternatief/noun	altijd/adv	antwoord/verb	april/noun	arbeid_vergunning/noun	arbeider/noun	argument/noun	arrangement/noun	arriveer/verb	augustus/noun	bekentenis/noun	beklaagd/adj	ben/verb	ben_uit/verb	bepaal/verb	beschik/verb	beschouw/verb	beslis/verb	besluit/noun	besluit/verb	bestemming/noun	bestuur/verb	bestuurder/noun	betaal_middel/noun	betaal_terug/verb	betwist/verb	bewijs/noun	bezit/noun	bezit/verb	bied_aan/verb	bijstandsgerechtigden/noun	biljet/noun	blijf/adj	blijf/verb	blijk/verb	bloed/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	bovendien/adv	breng_over/verb	breng_uit/verb	bromfiets/noun	buitenlander/noun	buitenlands/adj	burgerlijk/adj	chauffeur/noun	congres/noun	contract/noun	controle/noun	conventie/noun	criterium/noun	daadwerkelijk/adj	daag_op/verb	dag/noun	dagvaarding/noun	dan/adv	dat/noun	datum/noun	december/noun	deelnemer/noun	degelijk/adv	degradeer/verb	dele/adv	dementie/noun	dien/verb	dien_in/verb	diploma/noun	document/noun	doelpunt/noun	dokter/noun	donderdag_voormiddag/noun	door/adj	dronken/adj	duizenden/noun	dus/adv	duur/noun	echter/adv	eigenaar/noun	eind/noun	eind_uitslag/noun	electoraat/noun	elektronica_concern/noun	enkel/adj	enkel/adv	enquête/noun	er/adv	erf_recht/noun	erfgenaam/noun	euro/noun	euthanasie/noun	even/adv	evenmin/adv	eventueel/adj	excuus/noun	exploitatie_vergunning/noun	februari/noun	feest_dag/noun	frank/noun	ga_terug/verb	gebruik/verb	geld/verb	geldig/adj	gemeente/noun	genoeg/adv	geschrapt/adj	getuigenis/noun	geval/noun	gewoon/adj	gezien/adj	gezondheidszorg/noun	goal/noun	goedkeuring/noun	gouverneur/noun	gratis/adj	handelaar/noun	handtekening/noun	heb/verb	heel/adj	hier/adv	hoog_seizoen/noun	humanitair/adj	huur_contract/noun	huur_prijs/noun	huwelijk/noun	identiteitsbewijs/noun	immers/adv	immigrant/noun	ingeschreven/adj	inschrijving/noun	internationaal/adj	jaar/noun	januari/noun	juli/noun	juni/noun	juridisch/adj	kaart/noun	kaart_DIM/noun	kan/verb	kan_binnen/verb	kanaal/noun	kandidatuur/noun	kerel/noun	keur_af/verb	kiezer/noun	kilo_gram/noun	klant/noun	kom_binnen/verb	kom_in/verb	kom_langs/verb	koop/verb	kost/verb	krediet_kaart/noun	krijg/verb	krijg_binnen/verb	laag/adj	land/noun	lang/adj	leg_voor/verb	legende/noun	lever_op/verb	licentie/noun	lid_kaart/noun	locatie/noun	maand/noun	maandelijks/adj	maar/adv	maart/noun	mag/verb	mag_op/verb	maximaal/adv	maximum/adj	meer/adj	meer/adv	meest/adj	meestal/adv	mei/noun	meld_aan/verb	mens/noun	metro/noun	minstens/adv	misdadiger/noun	moet/verb	moreel/adj	mythe/noun	neem_af/verb	niet/adv	niettemin/adv	nodig/adj	nog/adv	normaal/adj	nummerplaat/noun	officieel/adj	oktober/noun	onbeperkt/adj	ongeldig/adj	ontbreek/verb	onterecht/adj	ontsla/verb	onveranderlijk/adj	onverminderd/adj	ook/adv	openbaar/adj	opkomst/noun	oppervlakkig/adj	oud/adj	oudejaar_avond/noun	overal/adv	overdreven/adj	overeenkomst/noun	overigens/adv	overschrijd/verb	papier/noun	pas/adv	paspoort/noun	passagier/noun	patent/noun	pendel_bus/noun	periode/noun	perron/noun	personeel/noun	persoon/noun	poging/noun	post_kantoor/noun	precies/adv	prevaleer/verb	principe/noun	proces-verbaal/noun	rede/noun	reden/noun	redeneer/verb	referendum/noun	regel/noun	reis/noun	reis_pas/noun	reiziger/noun	reservatie/noun	rij/verb	rij_rond/verb	rijbewijs/noun	roep_in/verb	roker/noun	samen/adv	scheidsrechter/noun	schrijf_in/verb	schrijf_uit/verb	schrijf_voor/verb	scoor/verb	september/noun	slechts/adv	sloop/verb	sluit_af/verb	sluit_in/verb	sofi_nummer/noun	software/noun	spaar_kaart/noun	speciaal/adj	speler/noun	sport_raad/noun	stadion/noun	staking/noun	status/noun	statuut/noun	steeds/adv	stel_op/verb	stel_vast/verb	stem/noun	stem/verb	stem_biljet/noun	strikt/adj	strip_kaart/noun	stuur/noun	tarief/noun	tart/verb	teken/verb	tel/verb	telkens/adv	ten/adv	termijn/noun	terug_reis/noun	ticket/noun	tik_aan/verb	toch/adv	toegang/noun	toegang_kaart_DIM/noun	toelating/noun	toeschouwer/noun	toestemming/noun	toon/verb	transparant/adj	treffer/noun	trein/noun	trein_kaart_DIM/noun	typering/noun	uiteraard/adv	uitgebracht/adj	uitkomst/noun	uitslag/noun	universeel/adj	uur/noun	vaderschap/noun	vandaar/adv	vat_op/verb	verblijf/noun	verblijf/verb	verblijf_status/noun	verblijfsvergunning/noun	verdediging/noun	verdrag/noun	vergunning/noun	verkeer/noun	verklaar/verb	verklaring/noun	verlaat/verb	vermeld/verb	veronderstelling/noun	vers/noun	verticaal/adj	vertrek/noun	vervalst/adj	vervoer_bewijs/noun	vervolg/verb	verzamel/verb	verzekerd/adj	verzekering/noun	verzoek/noun	vijandigheid/noun	visum/noun	vlieg/verb	vlucht/noun	voer_uit/verb	voldoende/adj	vonnis/noun	voorkom/verb	voorschot/noun	voorwaarde/noun	vracht_wagen/noun	waarde/noun	wagen/noun	weinig/adj	wel/adj	wel/adv	wereld_voetbal_bond/noun	wereldwijd/adj	werk_dag/noun	werk_vergunning/noun	werknemer/noun	westers/adj	wet/noun	wettelijk/adj	wijs_uit/verb	wijze/noun	wil_beschikking/noun	wissel_in/verb	word/verb	zak/noun	zal/verb	zaterdag/noun	zelfstandige/noun	zet_om/verb	zolang/adv	zone/noun	zopas/adv
'99/noun	0.0	0.33448124	0.32298738	0.8769248	0.36113787	0.32056153	0.32578772	0.3051411	0.20999289	0.2133739	0.2777021	0.28959614	0.3173495	0.52682877	0.31272638	0.26562643	0.2619198	0.28748786	0.31983024	0.7855412	0.27666223	0.29577768	0.8526084	0.81468046	0.8067565	0.83808947	0.7925627	0.85613763	0.9157836	0.85366535	0.9276609	0.8665483	0.92020774	0.69159174	0.9304749	0.8519393	0.67433405	0.9396306	0.9251843	0.9149009	0.8067994	0.88809764	0.93154633	0.81717217	0.86152834	0.86539173	0.92115504	0.9402339	0.87485456	0.9317937	0.93834704	0.90060675	0.31547105	0.785138	0.89104044	0.92485416	0.8865938	0.65302163	0.35416877	0.91988176	0.72852004	0.93728787	0.9496217	0.86170745	0.85255235	0.9236451	0.59309053	0.71710646	0.651077	0.9051432	0.9447491	0.8895746	0.7747939	0.83430123	0.78568786	0.93226033	0.8392607	0.8159288	0.91636187	0.8754807	0.8366684	0.94269586	0.949606	0.8856745	0.96616435	0.8012523	0.84800994	0.9035484	0.74138	0.89963883	0.93991876	0.755725	0.88872105	0.8268628	0.84353995	0.8952315	0.9042299	0.7063899	0.6909551	0.8699365	0.8375979	0.87662774	0.8597314	0.8943773	0.73493534	0.8091067	0.9325767	0.8877026	0.45762533	0.37009412	0.90637726	0.9053454	0.9075995	0.92518103	0.9428688	0.8758384	0.6868997	0.89612585	0.8717238	0.8893524	0.9414339	0.7800222	0.95867527	0.9035207	0.89976263	0.8847665	0.83772403	0.9036731	0.9210862	0.45478332	0.85498244	0.91127867	0.80932546	0.8860206	0.8462747	0.89818454	0.8937417	0.8349737	0.9084411	0.9068816	0.91211015	0.82553697	0.8654915	0.8867375	0.9158567	0.6867877	0.38640428	0.5149514	0.91242415	0.8296959	0.9615708	0.85873157	0.7171709	0.8886994	0.9108485	0.83664554	0.96381336	0.93660086	0.91848344	0.90344995	0.9684823	0.9524458	0.82192683	0.82129574	0.7739805	0.9379167	0.88731813	0.8144177	0.93276876	0.8962242	0.70571554	0.9388522	0.64902294	0.89247495	0.87854856	0.9029018	0.8446194	0.8999859	0.73390037	0.5270047	0.9200118	0.5493656	0.3873374	0.35076135	0.31855983	0.9123767	0.83642685	0.82019365	0.89241177	0.8983608	0.9156163	0.7488572	0.92162746	0.918405	0.9022155	0.8364204	0.92134404	0.8372361	0.8470012	0.78926253	0.9213471	0.91367716	0.8838039	0.83749557	0.8604144	0.9207303	0.8744802	0.92734957	0.74209297	0.95515	0.9297397	0.73593223	0.79971445	0.8288148	0.5477529	0.82850933	0.9557046	0.34179926	0.87108254	0.7854954	0.8373463	0.8292686	0.87869966	0.90454644	0.9005631	0.91205287	0.35156512	0.76787186	0.909032	0.95046115	0.86140466	0.87534213	0.8298906	0.9363352	0.97005594	0.86476016	0.9342006	0.9239366	0.87249464	0.87340987	0.920125	0.89577067	0.6486651	0.35200453	0.8163153	0.8317031	0.889176	0.9043293	0.65070426	0.907918	0.84760356	0.9160098	0.9323952	0.94566536	0.9469786	0.9486721	0.7414026	0.9508324	0.9291058	0.74361634	0.842248	0.87649715	0.8775427	0.4506235	0.8635685	0.8870065	0.8662421	0.7890016	0.5924564	0.9170387	0.92365724	0.885242	0.9682701	0.83273655	0.77048635	0.9231116	0.9088	0.83135355	0.87986624	0.9186333	0.956024	0.71915793	0.904216	0.9255	0.84149945	0.91936564	0.7772616	0.87579304	0.9056799	0.88638586	0.9152412	0.90448153	0.82762694	0.9249599	0.56732106	0.7628498	0.8961577	0.96197885	0.33839518	0.86137116	0.9277275	0.66116416	0.8942529	0.8468587	0.95663446	0.74630356	0.86498797	0.75408584	0.7506162	0.88376015	0.7426992	0.92372894	0.8846221	0.9031074	0.8662547	0.86838657	0.9383525	0.82773685	0.8700068	0.9191273	0.86631894	0.948989	0.835673	0.8914518	0.8433218	0.84919375	0.44337952	0.9342151	0.91357327	0.80810505	0.78228986	0.86946905	0.9376945	0.82437	0.8119125	0.8439326	0.96186376	0.87273824	0.9234062	0.94769466	0.94088656	0.9358692	0.8325106	0.87148756	0.9374248	0.830902	0.9611632	0.849522	0.9389862	0.45495296	0.90137243	0.942119	0.9658521	0.89829564	0.7522617	0.8870833	0.8119626	0.9401465	0.8596949	0.79286563	0.9054624	0.86359215	0.93788916	0.7252498	0.8810276	0.93356264	0.9512108	0.94751996	0.66436005	0.8813809	0.8768508	0.9186692	0.8930706	0.9285986	0.8442793	0.8356958	0.94441825	0.8253595	0.8226337	0.8599988	0.7625705	0.94966066	0.5061541	0.9669044	0.83061457	0.8590753	0.9149157	0.94490945	0.9188588	0.9565352	0.9681818	0.9532394	0.77782035	0.88089514	0.4808352	0.83841157	0.824712	0.9540428	0.8242375	0.908389	0.9059165	0.9460926	0.90517867	0.7856933	0.6787641	0.8542659	0.8276593	0.27569252	0.8720945	0.9023687	0.88546324	0.91232413	0.8361547
1/noun	0.33448124	0.0	0.23637557	0.8987981	0.2626779	0.2504937	0.42515582	0.2750684	0.21367681	0.22344875	0.17643481	0.17716992	0.22177708	0.3662771	0.2391538	0.18784153	0.2173686	0.1560508	0.15336645	0.84179044	0.21345568	0.22986901	0.7439904	0.84712756	0.8456832	0.89917827	0.71401685	0.88065517	0.8784901	0.9191059	0.894181	0.80017436	0.8065615	0.6556207	0.9539707	0.74993116	0.7021808	0.93135446	0.77134186	0.89944184	0.78813505	0.9045454	0.8667042	0.7819505	0.9091196	0.8368238	0.8615401	0.9082987	0.8609819	0.88415027	0.9448932	0.89686877	0.3228916	0.81639713	0.8599333	0.90911984	0.8572655	0.670403	0.34753639	0.9479427	0.771863	0.92649275	0.9426199	0.76817614	0.8012043	0.88423574	0.58231115	0.7143954	0.6907702	0.84711456	0.9306918	0.9196857	0.6562394	0.7386321	0.8196607	0.92337406	0.83740485	0.8557167	0.8214928	0.813066	0.7074558	0.9261152	0.86455506	0.90306866	0.9432658	0.79159755	0.8119045	0.91822475	0.74156106	0.7981206	0.97524273	0.7179551	0.9026275	0.85086286	0.8577275	0.87461793	0.8862168	0.7322032	0.64261	0.8651917	0.8155531	0.8929402	0.82300645	0.89445484	0.7011808	0.8568195	0.89008635	0.7888174	0.3573178	0.31753147	0.8450526	0.8923896	0.9218243	0.9534324	0.9594136	0.7867888	0.64727503	0.84031135	0.8386313	0.92409307	0.9300481	0.8322311	0.9537617	0.9312656	0.8642288	0.8385333	0.81124103	0.89014065	0.8421618	0.26003242	0.84245396	0.9276494	0.79905725	0.8423261	0.80591214	0.9049685	0.87886894	0.6952816	0.8294934	0.7041139	0.916615	0.8618501	0.8649917	0.84614146	0.931861	0.7210907	0.3241514	0.47653562	0.8021343	0.8072542	0.81037223	0.65723526	0.59199446	0.78021246	0.95548934	0.8722029	0.9328113	0.9058907	0.75941586	0.81677526	0.8650901	0.95941883	0.81355864	0.8980131	0.6593514	0.81366575	0.8298047	0.8669278	0.9388975	0.9371591	0.72917575	0.922555	0.6271138	0.7794267	0.80524194	0.84171385	0.77641404	0.9210822	0.77002335	0.522967	0.846208	0.5267485	0.21251196	0.29356712	0.29421657	0.86044264	0.80396235	0.7748709	0.8028213	0.843718	0.91329795	0.6920424	0.9476409	0.8949165	0.8610266	0.8588407	0.8419245	0.8267888	0.7825687	0.774328	0.8181949	0.8062593	0.87505573	0.8048575	0.81714225	0.8113313	0.8654273	0.92350996	0.74045837	0.9526786	0.86172044	0.82016754	0.7567244	0.80199987	0.52781594	0.7794137	0.9333622	0.32958633	0.7730118	0.7333847	0.7368525	0.82689226	0.87756807	0.82299364	0.91736794	0.8960458	0.3340329	0.7188637	0.93186885	0.8828715	0.7613232	0.94838375	0.7738538	0.9333509	0.96973395	0.815059	0.9178516	0.8775683	0.85476464	0.82818604	0.7923196	0.8632026	0.58150184	0.3219955	0.7023473	0.8030801	0.8105316	0.9246542	0.6832583	0.93627316	0.8125025	0.8537153	0.85392594	0.95188195	0.95969164	0.810871	0.69960326	0.85572195	0.92977214	0.720033	0.7977699	0.7572068	0.8552568	0.36632013	0.8063564	0.7892424	0.8342216	0.76670146	0.42365885	0.857749	0.884526	0.8304893	0.948346	0.7034955	0.7655618	0.92450905	0.7338284	0.8598852	0.86624295	0.8967923	0.9507845	0.73739046	0.8311076	0.87480474	0.7945998	0.7987205	0.7816343	0.8600184	0.8616661	0.84301835	0.9180634	0.8212504	0.7467363	0.93548334	0.4325298	0.7391848	0.8597886	0.9528351	0.3211314	0.80156434	0.83904934	0.49931276	0.9309694	0.7784135	0.9342997	0.74018246	0.80019945	0.8928424	0.7564223	0.85815185	0.7514474	0.84310055	0.8313712	0.89401054	0.85064507	0.7756618	0.9328774	0.8131163	0.88490313	0.8658816	0.7109604	0.9768126	0.65751535	0.89396626	0.7466425	0.7310679	0.4853546	0.87157404	0.77429414	0.78043854	0.74160624	0.83904266	0.9477331	0.76320404	0.7565243	0.8430581	0.9270239	0.86142874	0.9082854	0.93119186	0.95812476	0.85315907	0.7162286	0.8994334	0.8455825	0.81742823	0.94457525	0.85109335	0.89576465	0.5057675	0.9084116	0.9205461	0.8944395	0.9135214	0.6947308	0.88888454	0.8121477	0.97041625	0.85431826	0.76419055	0.89389646	0.8912738	0.8917762	0.75041276	0.7665542	0.92018235	0.94159484	0.94156563	0.6522974	0.7703327	0.8381264	0.95872253	0.874875	0.7812487	0.79271686	0.87639904	0.95082444	0.8492794	0.85476255	0.86557746	0.7741504	0.88256854	0.5679619	0.94501853	0.80122244	0.7948118	0.91299057	0.88999945	0.89427596	0.9366179	0.91974086	0.93403786	0.81879985	0.7786522	0.48326182	0.8024273	0.7551192	0.95852447	0.7756094	0.7431351	0.9336308	0.94222087	0.9499306	0.6679521	0.61300194	0.8135013	0.7222136	0.36148012	0.78926694	0.8174797	0.842244	0.8593076	0.8596097
12/noun	0.32298738	0.23637557	0.0	0.88770187	0.11683345	0.07876432	0.3841691	0.12438202	0.23936117	0.25354123	0.3169744	0.30305302	0.31867874	0.56258005	0.10498303	0.105421185	0.0899986	0.1648612	0.21633047	0.8246368	0.10406411	0.076322556	0.89039826	0.8656988	0.88928795	0.90212005	0.7419462	0.9420602	0.9541019	0.92435163	0.9290626	0.90478784	0.91740483	0.77148265	0.9542084	0.8759947	0.7817543	0.86964333	0.87303925	0.92387646	0.82694906	0.97125894	0.96806127	0.8707329	0.92326224	0.9370671	0.928384	0.9224006	0.89889437	0.93388927	0.9840123	0.93071884	0.26056898	0.8591884	0.9039835	0.9488273	0.9189295	0.5690675	0.29610264	0.9577012	0.8166653	0.95723104	0.96996534	0.9069506	0.92529273	0.9334432	0.5955917	0.7525684	0.72751343	0.9216199	0.9631737	0.901288	0.82924557	0.8707931	0.82936823	0.9627391	0.9443842	0.93243575	0.9110121	0.90626055	0.8778466	0.9590038	0.9554922	0.93887085	0.99044347	0.7886932	0.84894645	0.9476185	0.7859808	0.9514255	0.9532616	0.7387062	0.866215	0.9659163	0.9537105	0.9040774	0.8997859	0.69035745	0.7830374	0.96409076	0.86466527	0.9497418	0.8976486	0.8714797	0.6756294	0.8797493	0.94311607	0.8565523	0.3847556	0.32902366	0.82642907	0.96662015	0.95668525	0.9482713	0.9622148	0.88286823	0.6913748	0.8868614	0.93371165	0.91719306	0.9628688	0.7798464	0.9417957	0.9300946	0.9215704	0.9399149	0.92926484	0.9566891	0.9167539	0.34216225	0.8892704	0.9349487	0.84600246	0.8743419	0.93234754	0.9480098	0.91234684	0.84824836	0.94593203	0.8411616	0.981349	0.74646235	0.90520257	0.9098442	0.9392064	0.76703775	0.28708225	0.4219556	0.87387663	0.8409529	0.9613398	0.9053955	0.7316927	0.8932189	0.9891588	0.90859723	0.98224133	0.9627937	0.898049	0.8808296	0.9415243	0.96861845	0.85856926	0.9404053	0.6733403	0.9098019	0.9305848	0.9354987	0.95779157	0.96829754	0.7240303	0.9663314	0.7354202	0.9123218	0.88360494	0.9211954	0.90619403	0.9571528	0.8202821	0.5468018	0.9435564	0.628246	0.33168316	0.29123163	0.28094697	0.9294244	0.8650458	0.8402332	0.90469265	0.8529475	0.9354345	0.7708033	0.915238	0.9383654	0.8890557	0.9159626	0.8970198	0.84550905	0.78291124	0.73488563	0.9251877	0.84170175	0.94212794	0.88271314	0.8218714	0.8915577	0.96108794	0.8805979	0.83780134	0.9561985	0.89520144	0.9051924	0.813882	0.808621	0.6045788	0.8557049	0.97599846	0.28216165	0.9225371	0.77585614	0.8481921	0.83961654	0.928686	0.9285717	0.985614	0.94967014	0.27416086	0.68726534	0.9526987	0.88302255	0.81927484	0.9666843	0.89777964	0.9723485	0.97291875	0.89265317	0.95598286	0.94349605	0.9464559	0.9049324	0.8572352	0.91205937	0.648436	0.266571	0.86014783	0.89255446	0.935085	0.9269324	0.7348613	0.96432513	0.8939073	0.96713126	0.8656885	0.952728	0.97937363	0.962352	0.7338952	0.9170079	0.9422275	0.8324115	0.9375935	0.8495031	0.95132333	0.3815208	0.93264574	0.8768409	0.9136981	0.7744834	0.5539454	0.9108987	0.9549488	0.8848777	0.9718732	0.7850305	0.73302686	0.9337285	0.9013792	0.8607222	0.8518513	0.9477368	0.9650944	0.76521134	0.9490707	0.9292964	0.84627986	0.9067885	0.71015596	0.8676379	0.9143075	0.9274139	0.94639957	0.89761347	0.8530709	0.9007194	0.50596213	0.7572772	0.9456456	0.95540637	0.27353173	0.89151347	0.89554965	0.571102	0.92554593	0.8584168	0.94443583	0.70336777	0.90277535	0.9267863	0.7603093	0.8743764	0.6810926	0.9675479	0.94190615	0.9611052	0.9293487	0.7788261	0.94871587	0.8452216	0.90619147	0.96195334	0.89603937	0.96397054	0.839278	0.91680366	0.84421796	0.81105494	0.34009272	0.95643586	0.91817904	0.7533307	0.76433975	0.83712995	0.94948685	0.75472486	0.78802204	0.91426504	0.9199131	0.92302907	0.9427888	0.9688056	0.9476358	0.88252604	0.79848444	0.90277845	0.9494015	0.8404421	0.9618312	0.86699146	0.9557357	0.29338098	0.92934746	0.9403468	0.9664064	0.96006596	0.7692994	0.939928	0.9470901	0.9714644	0.9210967	0.8689871	0.89850533	0.9119804	0.9679006	0.74605775	0.85309476	0.955218	0.96547174	0.9645815	0.5902684	0.95664823	0.92030007	0.9637525	0.82551384	0.90551543	0.9125914	0.918156	0.95394695	0.9226396	0.8445884	0.88426983	0.78297937	0.9089295	0.5254647	0.9602622	0.83464456	0.9143765	0.86270535	0.9887695	0.87027353	0.95860183	0.9202692	0.97490346	0.8375452	0.8392658	0.498146	0.9218881	0.8922647	0.9768906	0.88360983	0.93402034	0.94994336	0.93770355	0.9815706	0.80140764	0.6830659	0.9335891	0.82182527	0.20239699	0.88807505	0.8888362	0.8764457	0.89916295	0.90564054
18-jarige/adj	0.8769248	0.8987981	0.88770187	0.0	0.91266286	0.91405594	0.8774978	0.9410939	0.89436406	0.8979063	0.8916347	0.88612926	0.87820613	0.7922429	0.9236626	0.9330771	0.9171207	0.89546883	0.86556447	0.4453581	0.9114958	0.9201697	0.773392	0.804855	0.67541337	0.86567277	0.91375226	0.8676704	0.8527481	0.8891786	0.913156	0.84320635	0.88678443	0.8246713	0.91599554	0.8898297	0.82562405	0.9058202	0.83611524	0.9699221	0.87507194	0.9103845	0.8969406	0.9344079	0.9278794	0.8951417	0.9101	0.9061622	0.80102766	0.9303811	0.93434703	0.9457756	0.8962716	0.8137076	0.7757547	0.9067522	0.9279493	0.78148365	0.89478374	0.8598385	0.8133351	0.9173523	0.86032	0.90959567	0.72707975	0.86673707	0.8342971	0.8818531	0.829008	0.8754185	0.6138479	0.5459914	0.84101844	0.9057058	0.90190476	0.90331	0.76577467	0.7842844	0.8685144	0.9301404	0.9189615	0.9009276	0.92210054	0.81629324	0.8563925	0.9506354	0.81029594	0.67497903	0.8730088	0.83937526	0.6305382	0.9141663	0.53586286	0.7588633	0.7451762	0.8794933	0.6330541	0.94075745	0.7358711	0.7592455	0.9017696	0.834463	0.86170554	0.7971827	0.8023198	0.84384745	0.9105252	0.9428695	0.8952874	0.8802328	0.9579901	0.9216021	0.83766043	0.94967806	0.9397973	0.87130207	0.90693045	0.8105782	0.7679843	0.87606406	0.9430325	0.760476	0.92234933	0.60525054	0.8195634	0.8835858	0.76391244	0.8905012	0.77120686	0.8804131	0.826827	0.9141011	0.87883395	0.83431643	0.8590154	0.9543451	0.9551099	0.8541558	0.8392623	0.97414505	0.93406487	0.82171845	0.8755836	0.89184314	0.8737703	0.85613286	0.900352	0.88530004	0.95643175	0.9063174	0.9161329	0.8982711	0.71814036	0.90011996	0.9402024	0.85346437	0.9337908	0.95005316	0.89447105	0.90400046	0.9662477	0.85130954	0.8857899	0.8726617	0.9211707	0.82275	0.82509655	0.7796523	0.93844867	0.8576902	0.9255452	0.9072461	0.8531395	0.9288577	0.77141416	0.7752243	0.84189457	0.7813486	0.8958369	0.8864564	0.95904654	0.82329655	0.8596564	0.89421767	0.8902981	0.9082991	0.8930259	0.9104576	0.8283455	0.8503916	0.81589466	0.922186	0.5963503	0.88210404	0.968792	0.9048251	0.9143137	0.84594774	0.8899894	0.91871166	0.88070065	0.94328713	0.7970658	0.8304677	0.94448346	0.9460203	0.824381	0.93446493	0.79840016	0.8836031	0.95178694	0.86473787	0.9057923	0.9524499	0.81288844	0.911903	0.94042814	0.89233464	0.83469546	0.7921756	0.7753762	0.8026552	0.92944825	0.84491324	0.8737646	0.83845985	0.88163465	0.81088024	0.9177243	0.8184409	0.82157034	0.87240034	0.82872355	0.92619157	0.938811	0.8111701	0.92252916	0.9292572	0.8216072	0.8983701	0.9225292	0.7396201	0.82606673	0.9032005	0.8655318	0.8049196	0.8697752	0.9180887	0.81072634	0.92804986	0.8549316	0.9316719	0.9352176	0.93581486	0.9305048	0.9121083	0.8504769	0.90146935	0.76685417	0.819315	0.8797454	0.8597514	0.7627274	0.719905	0.721438	0.7057249	0.9120989	0.8905698	0.8813838	0.84480876	0.8592832	0.866975	0.8792068	0.8883907	0.9055464	0.9146716	0.8949319	0.7687119	0.7554845	0.8927861	0.88523376	0.91237366	0.88387877	0.9082875	0.84965	0.85993826	0.9455978	0.6519861	0.6657359	0.57915014	0.88196	0.9004922	0.8524213	0.8803271	0.9134197	0.84387296	0.9428654	0.85420096	0.90145004	0.8516899	0.87860674	0.8868644	0.82366717	0.78026587	0.9239522	0.9186843	0.9153735	0.73437244	0.9351484	0.8835379	0.9362529	0.91810834	0.89963514	0.91324496	0.86254984	0.86006916	0.9308597	0.9149791	0.8929804	0.9535927	0.8951974	0.63332725	0.88123703	0.9199369	0.7680198	0.9329833	0.8292859	0.92169905	0.923227	0.816126	0.87087786	0.68570054	0.89062315	0.9031615	0.92416155	0.8749153	0.9419249	0.8497045	0.93798417	0.91432166	0.8328266	0.8301083	0.8907162	0.93376166	0.8544903	0.88109285	0.9597732	0.9048266	0.8898102	0.87004876	0.87075895	0.92563176	0.93731844	0.8231144	0.78597623	0.8061862	0.76157105	0.9353367	0.9129873	0.8375058	0.85618156	0.8655212	0.9202229	0.71782887	0.9214056	0.84707457	0.9314187	0.9298736	0.8280268	0.8098045	0.8413818	0.8761535	0.9291567	0.76824206	0.6897944	0.873647	0.9047144	0.7498388	0.8023175	0.84169996	0.92875487	0.88048196	0.8528487	0.90540683	0.9336116	0.8398133	0.6131855	0.9509937	0.6045145	0.9587815	0.92517	0.92799336	0.87906945	0.95001835	0.851682	0.68095315	0.89838046	0.9268657	0.9037127	0.8187038	0.73666453	0.84103847	0.8764967	0.81803566	0.77797323	0.78030944	0.8907276	0.8766059	0.9069855	0.82675105	0.8232191	0.87360126	0.84265816
