	1/noun	12/noun	18/noun	19/noun	1950/noun	20/noun	30/noun	31/noun	9/noun	Ivorianen/noun	Kroaat/noun	Somaliër/noun	aanbieding/noun	aanbod/noun	aanklacht/noun	aanvaard/verb	aanvraag/noun	abonnement/noun	accoord/noun	adres/noun	advies/noun	algemeen/adj	alibi/noun	alleen/adj	alleen/adv	alleszins/adv	alsnog/adv	alternatief/noun	altijd/adv	arbeid_vergunning/noun	arbeider/noun	architect/noun	argument/noun	arriveer/verb	augustus/noun	bekentenis/noun	ben/verb	ben_uit/verb	beschik/verb	beschouw/verb	bestemming/noun	bestuurder/noun	betaal_middel/noun	bewijs/noun	bezit/noun	bezit/verb	bied_aan/verb	bijstandsgerechtigden/noun	biljet/noun	binding/noun	blijf/adj	blijf/verb	blijk/verb	bloed/noun	bod/noun	bon/noun	boord_document/noun	bouw_aanvraag/noun	breng_over/verb	breng_uit/verb	buitenlander/noun	congres/noun	controle/noun	conventie/noun	dag/noun	dagvaarding/noun	dan/adv	datum/noun	december/noun	degelijk/adv	dele/adv	diploma/noun	document/noun	doelpunt/noun	donderdag_voormiddag/noun	door/adj	draai_om/verb	dus/adv	duur/noun	echter/adv	eigenaar/noun	eind/noun	eind_uitslag/noun	enkel/adj	enkel/adv	enquête/noun	er/adv	euro/noun	evenmin/adv	eventueel/adj	excuus/noun	exploitatie_vergunning/noun	formaliteit/noun	gebruik/verb	gewezen/adj	gewoon/adj	gezien/adj	goal/noun	gratis/adj	handtekening/noun	heb/verb	heel/adj	hier/adv	hoog_seizoen/noun	hotel/noun	humanitair/adj	huur_contract/noun	huwelijk/noun	identiteitsbewijs/noun	immers/adv	inschrijving/noun	introduceer/verb	jaar/noun	juli/noun	juni/noun	juridisch/adj	kaart/noun	kan/verb	kan_binnen/verb	kandidatuur/noun	kerel/noun	keur_af/verb	krijg/verb	krijg_binnen/verb	land/noun	lang/adj	leg_voor/verb	legende/noun	lever_op/verb	licentie/noun	lid_kaart/noun	locatie/noun	maand/noun	maandelijks/adj	maar/adv	maart/noun	mag_op/verb	maximum/adj	meer/adj	meer/adv	moet/verb	moreel/adj	niet/adv	nog/adv	normaal/adj	nummerplaat/noun	onbeperkt/adj	ongeldig/adj	ontbreek/verb	ontsla/verb	onveranderlijk/adj	onverminderd/adj	ook/adv	openbaar/adj	opkomst/noun	oppervlakkig/adj	overal/adv	overigens/adv	overschrijd/verb	papier/noun	pas/adv	pas/noun	paspoort/noun	passagier/noun	patent/noun	periode/noun	personeel/noun	persoon/noun	poging/noun	precies/adv	rede/noun	reden/noun	redeneer/verb	referendum/noun	regel/noun	reis_pas/noun	reiziger/noun	resteer/adj	rij/verb	rijbewijs/noun	roep_in/verb	roker/noun	scheidsrechter/noun	schrijf_in/verb	schrijf_uit/verb	scoor/verb	september/noun	slechts/adv	sloop/verb	sluit_af/verb	sofi_nummer/noun	software/noun	spaar_kaart/noun	speler/noun	sport_raad/noun	status/noun	steeds/adv	stem/noun	stem_biljet/noun	strikt/adj	strip_kaart/noun	stuur/noun	tarief/noun	tart/verb	telkens/adv	ten/adv	termijn/noun	terug_reis/noun	ticket/noun	toch/adv	toelating/noun	toestemming/noun	toon/verb	totaal/noun	transparant/adj	treffer/noun	trein_kaart_DIM/noun	typering/noun	uitgebracht/adj	uitkomst/noun	uitslag/noun	universeel/adj	uur/noun	vat_op/verb	verblijf_status/noun	verblijfsvergunning/noun	vergunning/noun	verklaar/verb	verklaring/noun	vers/noun	vervoer_bewijs/noun	verzamel/verb	verzekerd/adj	verzekering/noun	verzoek/noun	vijandigheid/noun	visum/noun	vlieg/verb	voldoende/adj	vonnis/noun	voorschot/noun	voorwaarde/noun	vracht_wagen/noun	waarde/noun	wagen/noun	weinig/adj	wel/adj	wel/adv	wereldwijd/adj	werk_vergunning/noun	werknemer/noun	wet/noun	whisky/noun	wijs_uit/verb	wijze/noun	wil_beschikking/noun	word/verb	zak/noun	zal/verb	zaterdag/noun
1/noun	0.0	0.27955854	0.28432024	0.2825591	0.42377573	0.29310697	0.18267524	0.19005662	0.26990807	0.8575459	0.8566837	0.94879985	0.8921765	0.8852821	0.95154077	0.7897976	0.65171313	0.6757746	0.7382542	0.7289451	0.8923539	0.7800276	0.90440756	0.8397705	0.8814179	0.9353041	0.88085485	0.89372593	0.9624962	0.86742413	0.9302888	0.9731002	0.9309205	0.6386346	0.34821498	0.9628803	0.92017365	0.9409416	0.7680919	0.90823627	0.8471379	0.9259274	0.69328713	0.92185634	0.79209965	0.84904397	0.78106904	0.88827705	0.67356795	0.95877945	0.952309	0.8819868	0.8971984	0.9241979	0.8543751	0.86196584	0.9201583	0.745685	0.969956	0.78989387	0.8296886	0.7237073	0.8212601	0.77582586	0.6667034	0.84989446	0.89276725	0.390343	0.37165815	0.89485586	0.97842	0.8221709	0.7971038	0.95207584	0.8121968	0.95300347	0.9614743	0.84379	0.790454	0.8930455	0.8459362	0.38587058	0.86578876	0.842334	0.805366	0.9272009	0.9106561	0.7207665	0.8589521	0.8647757	0.9948214	0.8166199	0.85091186	0.72693366	0.9563148	0.6820214	0.84680074	0.96957266	0.57120657	0.8264499	0.8560064	0.96764976	0.9341091	0.7106838	0.90310144	0.91210765	0.6676136	0.868323	0.8027765	0.82448775	0.46751124	0.6213887	0.5316254	0.2649628	0.3180071	0.8759968	0.73841316	0.7840215	0.863901	0.7683937	0.96764404	0.91034454	0.7887081	0.8145696	0.8302324	0.9124383	0.7584199	0.9428188	0.90885866	0.8444513	0.76526153	0.77857244	0.56214803	0.8006132	0.9346207	0.4123947	0.70631695	0.81828916	0.8790039	0.80869067	0.8007052	0.95104384	0.9388261	0.8703428	0.78390783	0.84198123	0.70085615	0.8052699	0.81052965	0.7693931	0.94765335	0.88046896	0.8361586	0.81440866	0.96210957	0.974158	0.85200715	0.78918064	0.775201	0.8468992	0.45710057	0.71649504	0.78357923	0.7748011	0.91692036	0.5484643	0.91236377	0.80908275	0.9500134	0.79575956	0.907606	0.90512055	0.9535411	0.7627645	0.8713232	0.7786567	0.7490376	0.8638382	0.83802056	0.82050776	0.9268957	0.8658667	0.9106573	0.40163773	0.78562033	0.9433845	0.35113537	0.85275996	0.8911364	0.5151317	0.7748371	0.920938	0.8177273	0.90295637	0.7771286	0.8852091	0.8845134	0.96146667	0.9081705	0.8517904	0.65508735	0.98852557	0.65498143	0.9094613	0.4280604	0.8758193	0.83350897	0.7540781	0.7194155	0.9323319	0.84487003	0.8455985	0.874416	0.8258665	0.90398	0.9687689	0.7283714	0.9356996	0.88468903	0.94062	0.8865221	0.90338707	0.46288788	0.8902515	0.9346092	0.7928566	0.7954729	0.9111017	0.9622403	0.9525615	0.82049155	0.8352595	0.8205977	0.8034686	0.8643583	0.97996664	0.83591026	0.87891674	0.8721395	0.57085645	0.8223458	0.79678625	0.90378064	0.86531353	0.8977794	0.9364051	0.90954864	0.9304393	0.84725404	0.8219774	0.79699785	0.7895651	0.88432896	0.94270676	0.94301325	0.9818577	0.6291354	0.7793184	0.8153504	0.33449578
12/noun	0.27955854	0.0	0.12838495	0.07576972	0.38708788	0.12866962	0.18386894	0.23042035	0.08604258	0.887237	0.93772763	0.9641841	0.9625064	0.9544523	0.94603807	0.8932287	0.8070923	0.90834826	0.820612	0.86266106	0.9055114	0.9261536	0.91672707	0.9447949	0.9387274	0.9399584	0.9235727	0.9614259	0.9994668	0.92219317	0.9708489	0.95904344	0.95757747	0.53888214	0.29642087	0.98178524	0.95906645	0.9756623	0.9509708	0.9678646	0.90398824	0.9165584	0.8910607	0.96496624	0.97896034	0.9576102	0.913342	0.9312184	0.9089594	0.9780991	0.98710907	0.96734005	0.94720805	0.9928478	0.81922734	0.8382093	0.9531308	0.7945193	0.9471832	0.80604005	0.9866199	0.67820585	0.97638637	0.83011734	0.6294954	0.87614536	0.9390444	0.43349892	0.35241932	0.9895412	0.9717192	0.87456095	0.9452692	0.95779747	0.70261765	0.94207764	0.9807179	0.949917	0.94414574	0.9699232	0.9202046	0.44094074	0.87776077	0.8630283	0.95241976	0.96928096	0.9291792	0.89368105	0.9223938	0.916077	0.99157506	0.8432336	0.88628834	0.9478256	0.95720565	0.9587917	0.9145749	0.97303146	0.63990194	0.9512653	0.95833826	0.97191024	0.9676123	0.69397783	0.8751718	0.97780013	0.73965585	0.8929801	0.9714753	0.8996702	0.55296034	0.8065724	0.6489892	0.28968477	0.29635143	0.9400428	0.8215711	0.8904816	0.8476751	0.80026704	0.9604529	0.95559716	0.90499544	0.8229268	0.96372366	0.89769566	0.86984664	0.9478846	0.93394566	0.93607795	0.8223154	0.7571663	0.6670426	0.88640696	0.98380494	0.34109598	0.77799594	0.8240673	0.9278131	0.93018836	0.9164206	0.9759228	0.9634954	0.93266356	0.9118831	0.89317644	0.8976737	0.92634207	0.9292379	0.8323804	0.9894407	0.95611984	0.9678732	0.8470103	0.9591484	0.99458367	0.9185751	0.95585084	0.86894083	0.95976657	0.46086866	0.89179116	0.9531805	0.8943262	0.968813	0.65775305	0.98560554	0.86018884	0.98225695	0.76555806	0.87179065	0.98196465	0.98203784	0.8020988	0.9672298	0.8693067	0.943964	0.8454336	0.8447641	0.93623906	0.9686008	0.93162113	0.8805764	0.5102185	0.8457532	0.9543665	0.28669727	0.92907435	0.90437216	0.5783731	0.8856018	0.9349027	0.77105206	0.9447283	0.76535517	0.98658067	0.96194184	0.9658052	0.9120887	0.9699032	0.94624025	0.9633368	0.894434	0.9200821	0.29600745	0.9730973	0.9595598	0.73449945	0.7444195	0.9434285	0.9347835	0.9379658	0.94485277	0.8636478	0.99586964	0.9727742	0.8400044	0.92518246	0.8933093	0.9645901	0.90840733	0.97666335	0.23501235	0.9724022	0.96740884	0.959958	0.8913402	0.9617922	0.986944	0.9749317	0.9331211	0.78355545	0.937443	0.9110227	0.91809785	0.97031265	0.9346317	0.85228145	0.9051358	0.54147863	0.796288	0.9146253	0.82374406	0.9902844	0.83394593	0.97262645	0.9059857	0.98113996	0.8940552	0.95802826	0.91310334	0.89188623	0.95500314	0.9849536	0.95421505	0.9990268	0.70978117	0.95194626	0.8894461	0.19339967
18/noun	0.28432024	0.12838495	0.0	0.0804435	0.43206924	0.09659445	0.17390656	0.19987243	0.12693375	0.8891153	0.951177	0.9590527	0.9350468	0.9596123	0.95662284	0.9456209	0.7712121	0.83766574	0.80915713	0.84572816	0.9097999	0.8831545	0.918055	0.96698165	0.94310683	0.9540437	0.91168034	0.97822696	0.97127134	0.9235838	0.9752546	0.9862065	0.9614456	0.5409161	0.28459805	0.9826379	0.9502146	0.9402269	0.945195	0.94889015	0.93521565	0.9713468	0.89160144	0.9240521	0.9426389	0.96281683	0.8815357	0.92284954	0.8792073	0.977572	0.9926824	0.95992315	0.9069568	0.955491	0.85370564	0.9186983	0.94907856	0.8242125	0.9498833	0.8080336	0.96885055	0.68910736	0.9671077	0.8571526	0.6536248	0.91615677	0.92808753	0.47651112	0.34135127	0.94187444	0.9771791	0.9244874	0.9171518	0.92192227	0.6809441	0.96690214	0.9833205	0.91565245	0.94124866	0.9542885	0.9417193	0.48255277	0.884756	0.92321324	0.82633936	0.939374	0.91273683	0.8581321	0.9244279	0.91132885	0.98888725	0.8589196	0.8620148	0.96441865	0.9669322	0.9527736	0.92886394	0.9456927	0.60814047	0.9373503	0.94888026	0.94065976	0.91524255	0.66356623	0.854295	0.99879235	0.7304597	0.89749575	0.9393649	0.8361961	0.4640631	0.8723409	0.6701325	0.26865774	0.29355562	0.9176718	0.7987807	0.8972211	0.80002695	0.8086918	0.90617216	0.9581848	0.8944744	0.85116345	0.9328074	0.9252512	0.8405647	0.9419798	0.91405827	0.9486484	0.7974272	0.73046386	0.711222	0.8947244	0.9421038	0.33324218	0.7446706	0.7212124	0.82465523	0.90806085	0.9078593	0.99025077	0.9434635	0.87392414	0.91500324	0.92228866	0.92999095	0.9108865	0.92217016	0.85577846	0.9904394	0.92419344	0.9516961	0.88875514	0.9325982	0.9748323	0.9229976	0.9371211	0.8942417	0.9583065	0.45504892	0.91879916	0.89591324	0.9177023	0.974314	0.62746876	0.9935843	0.8501272	0.965696	0.7563104	0.9570609	0.9879038	0.99762243	0.780656	0.94794995	0.87891096	0.92450154	0.8712097	0.837166	0.94025916	0.98794526	0.9408286	0.878155	0.48842633	0.80882525	0.9105959	0.2859432	0.88382334	0.930059	0.5578319	0.8946565	0.9326996	0.82294226	0.9445114	0.7418399	0.9951403	0.9691871	0.9404553	0.9359853	0.97133696	0.93783665	0.9911261	0.8885649	0.9527136	0.35108018	0.9737961	0.95050514	0.7860526	0.6866833	0.95063084	0.92617184	0.9374681	0.8979599	0.8685066	0.9869743	0.93396515	0.8795955	0.92574686	0.8894299	0.99389553	0.8924471	0.98961323	0.24779278	0.9576263	0.97122216	0.9584833	0.8781645	0.9399674	0.99000555	0.9817627	0.9301799	0.8262601	0.9177767	0.8953527	0.91724265	0.99482584	0.90087694	0.85986274	0.93923134	0.53613806	0.8464519	0.9450189	0.86706126	0.998245	0.8973149	0.9577203	0.92850226	0.9753859	0.8978898	0.9559102	0.9714572	0.8990688	0.9499335	0.96860546	0.8888385	0.9998337	0.7348468	0.91105455	0.8876562	0.17922455
19/noun	0.2825591	0.07576972	0.0804435	0.0	0.38973498	0.07644796	0.146361	0.18521875	0.056992292	0.87063277	0.9411409	0.9552853	0.9314148	0.95292413	0.9206356	0.93023723	0.7996716	0.8297663	0.7994836	0.83747745	0.94654393	0.8965401	0.9125371	0.9737171	0.9453583	0.94728607	0.9143034	0.9710046	0.95585495	0.8986498	0.97151774	0.9818571	0.955258	0.56097215	0.25389618	0.9438012	0.9423843	0.9293044	0.9801383	0.9671694	0.90705943	0.9411058	0.87954104	0.9336808	0.94297135	0.98348224	0.87978375	0.91850114	0.8985911	0.96692127	0.9924949	0.97203183	0.9311887	0.98384595	0.8800303	0.87273294	0.9507999	0.8147279	0.96194303	0.82502186	0.9746472	0.70465523	0.97747153	0.85750777	0.61956567	0.8875056	0.943158	0.4188723	0.32993168	0.95696664	0.9339768	0.87696064	0.92594427	0.939884	0.68150795	0.94008636	0.98061746	0.9700769	0.9455111	0.9532212	0.95917696	0.4858067	0.86906564	0.8561582	0.87885606	0.9796361	0.92879796	0.8426961	0.95923066	0.9248164	0.9898937	0.8329327	0.8809703	0.9673056	0.9560999	0.9640435	0.9531279	0.9562069	0.59967935	0.9350194	0.9438801	0.95165455	0.93740207	0.6562934	0.891032	0.9902438	0.71816695	0.8895465	0.93090236	0.9073851	0.47249597	0.873595	0.6636722	0.26582217	0.26419014	0.9536476	0.80723387	0.89970315	0.8104263	0.7697162	0.9577954	0.9701374	0.9074628	0.83899176	0.9730123	0.91562724	0.825153	0.95507556	0.90430844	0.9244972	0.78781724	0.73938155	0.69422376	0.87984604	0.95938784	0.2953267	0.76296014	0.7546203	0.882455	0.9610796	0.92829686	0.97192615	0.97635114	0.93197775	0.88624895	0.9082973	0.925467	0.9251536	0.97232217	0.8375714	0.9897498	0.9569776	0.9477159	0.87356925	0.94900995	0.94559747	0.9170033	0.940703	0.8826963	0.9573444	0.4825353	0.90067554	0.93843234	0.8971632	0.95777684	0.65234655	0.96448475	0.85275656	0.97498125	0.80016506	0.9343814	0.9865739	0.9943125	0.8163105	0.9591492	0.86879146	0.909188	0.8525461	0.8375611	0.93775487	0.9869574	0.91621387	0.8470745	0.47819984	0.79983425	0.94662493	0.26147622	0.88321865	0.94731504	0.5599612	0.87883854	0.9382564	0.8146342	0.94561213	0.7181691	0.9751105	0.9729927	0.9868986	0.91354084	0.96393	0.93224543	0.9704768	0.88409853	0.95303804	0.30710453	0.9209242	0.9639768	0.76627886	0.6986682	0.96261716	0.92297053	0.9326509	0.9444621	0.9048239	0.9841392	0.971269	0.84068507	0.896294	0.9055073	0.9783412	0.8998437	0.96476275	0.19606668	0.95404017	0.96110106	0.955214	0.91153085	0.91888624	0.9673075	0.9562479	0.9351347	0.80942816	0.896898	0.89328396	0.9133131	0.9794464	0.9351066	0.83310735	0.95766145	0.518618	0.8014271	0.9552162	0.8430318	0.9977164	0.8607136	0.9667678	0.95567673	0.97681	0.8878718	0.9432736	0.9262763	0.89309037	0.9520653	0.98045856	0.9404095	0.99965644	0.74788874	0.90505576	0.9152895	0.15235281
1950/noun	0.42377573	0.38708788	0.43206924	0.38973498	0.0	0.39692867	0.36947995	0.39038467	0.38529426	0.8332016	0.85804677	0.8901819	0.944992	0.96038646	0.8762358	0.88812304	0.8220869	0.90261245	0.7880343	0.88215375	0.9456842	0.8702509	0.8701354	0.9534194	0.9430116	0.89496183	0.8823827	0.9418065	0.98067826	0.8950799	0.9424188	0.92399114	0.94761413	0.670384	0.33587795	0.9459378	0.9457834	0.9613921	0.9158719	0.89477736	0.8924233	0.94240737	0.762273	0.9099934	0.9012188	0.8835177	0.94661176	0.9386899	0.8676649	0.9503714	0.9709085	0.9903998	0.8631137	0.9610517	0.836988	0.8476391	0.93322355	0.786335	0.95668334	0.81750625	0.94587964	0.71055955	0.94907635	0.7652567	0.7016334	0.75363266	0.94536173	0.4511109	0.39285362	0.9363984	0.9089208	0.88697934	0.8431151	0.9394202	0.7542964	0.9712334	0.99347866	0.95648783	0.9423497	0.9110863	0.92625284	0.5187628	0.84684813	0.9306264	0.9028306	0.9198832	0.9078889	0.9524486	0.92097515	0.8717065	0.97400177	0.77631193	0.83546734	0.9245656	0.8921722	0.9844691	0.8980373	0.982747	0.79105234	0.8670361	0.90388596	0.93043613	0.90548736	0.7223221	0.89913255	0.9193079	0.6398724	0.8828079	0.88865095	0.88002473	0.6113293	0.82621914	0.56055	0.31801975	0.34352016	0.8831519	0.91618156	0.93327343	0.8951007	0.7736601	0.9302993	0.93793005	0.9350475	0.92016053	0.87124616	0.91274184	0.82964057	0.8261797	0.92683053	0.84640694	0.81508654	0.7976196	0.615811	0.91622895	0.9830031	0.3830254	0.83541334	0.91482586	0.94246465	0.9695518	0.88426435	0.91555846	0.9710867	0.92795944	0.93229663	0.90311915	0.90146935	0.85816	0.9354391	0.7984321	0.98069096	0.9229122	0.95379734	0.87531173	0.923676	0.97106963	0.95126206	0.90651566	0.91649896	0.88193357	0.52093816	0.88382757	0.86457497	0.9400631	0.85290897	0.7147167	0.9816457	0.90691924	0.99121374	0.76642084	0.8654185	0.98662645	0.9248972	0.748614	0.9365529	0.8644738	0.93118334	0.8817228	0.93189406	0.86912715	0.94636947	0.9197348	0.9905606	0.5610607	0.8391584	0.95655483	0.3310597	0.9309533	0.91948146	0.61464405	0.8200604	0.86739045	0.90221643	0.9232346	0.8125676	0.8058702	0.94444036	0.9348861	0.8033075	0.9448924	0.8986674	0.9792661	0.85357356	0.871137	0.53207856	0.9184377	0.92519766	0.8339548	0.81695807	0.9853563	0.8923437	0.89788896	0.9365168	0.8839271	0.97568995	0.9545194	0.84895015	0.9175059	0.8645152	0.9146698	0.8699035	0.9301796	0.45969874	0.9356542	0.95930094	0.89265764	0.84270954	0.92763275	0.94372433	0.9754302	0.8797055	0.8148016	0.95631176	0.95405924	0.8678454	0.9672716	0.8713148	0.9371799	0.9606632	0.54007494	0.8309706	0.9628193	0.90632534	0.9217469	0.95605403	0.9648538	0.9258174	0.9850666	0.8827624	0.8370699	0.9079385	0.83732176	0.9382342	0.89693743	0.9319602	0.8913494	0.7075181	0.9247739	0.8258881	0.36406773
20/noun	0.29310697	0.12866962	0.09659445	0.07644796	0.39692867	0.0	0.18470186	0.22889346	0.12858862	0.8666328	0.95435935	0.9689995	0.93058294	0.95920795	0.9558162	0.9567392	0.8365049	0.84356976	0.8209317	0.87771654	0.94636697	0.9140328	0.916525	0.97318655	0.9547963	0.9559804	0.9148252	0.978706	0.9994159	0.9114969	0.9782911	0.98078656	0.9686459	0.60359335	0.2447812	0.98593503	0.9811916	0.8960633	0.98457056	0.99460554	0.93504745	0.9870598	0.85159326	0.9649382	0.9693612	0.9884879	0.89695954	0.9196647	0.87064075	0.97089964	0.99662924	0.9917416	0.9385124	0.9708201	0.8736184	0.9131011	0.9454527	0.8387399	0.9853386	0.8405462	0.99178845	0.7073396	0.97567314	0.89321077	0.66736287	0.91759574	0.9562422	0.46017146	0.3055495	0.9984122	0.9790596	0.9424434	0.9579323	0.86935604	0.64718866	0.9745298	0.97331285	0.9762441	0.94715095	0.9771351	0.98765934	0.5263921	0.8749724	0.92130744	0.9163668	0.9782341	0.95016223	0.8474786	0.9820274	0.9482376	0.98613876	0.8454693	0.88796824	0.9560081	0.9672153	0.95423305	0.9510862	0.94096386	0.5836984	0.9658561	0.9853411	0.9869476	0.9727051	0.6493978	0.9439105	0.99969363	0.7204207	0.920252	0.97658175	0.9446315	0.49945664	0.84536886	0.6895211	0.24973023	0.25805438	0.978714	0.732653	0.9044101	0.81607205	0.78813577	0.95968735	0.9461152	0.9184319	0.8428519	0.99407893	0.9395593	0.87163913	0.9978255	0.90913266	0.9485985	0.78493595	0.7579394	0.7386842	0.88276917	0.98757446	0.29070938	0.75136983	0.77843964	0.90945363	0.97205955	0.9471249	0.9895035	0.97363126	0.9434169	0.95015436	0.92892927	0.89489746	0.9183293	0.9785975	0.85851	0.99253243	0.96787333	0.98768294	0.90183395	0.96189785	1.0	0.97717094	0.971907	0.903659	0.97671086	0.523149	0.8990214	0.94329524	0.907884	0.97260475	0.71213543	0.99055946	0.88001907	0.9756603	0.8207902	0.96765316	0.99416983	0.99490076	0.8213457	0.9650457	0.88981545	0.9154393	0.8824346	0.8682899	0.9518839	0.96997476	0.92591465	0.7984657	0.4617046	0.84168106	0.93030095	0.26054764	0.91914433	0.98821104	0.5609704	0.8892447	0.94841063	0.74416673	0.92391384	0.7217692	0.9985274	0.9899248	0.95165986	0.9172607	0.97992694	0.91309947	0.9953135	0.877055	0.93723357	0.29425496	0.9789491	0.9651369	0.7828071	0.6835636	0.9660438	0.9397306	0.95507556	0.9441071	0.8633169	0.99236304	0.9325583	0.84529734	0.921644	0.9251911	0.99302614	0.90566844	0.98818016	0.19610071	0.98230034	0.9731574	0.9778953	0.9250582	0.97117317	0.99501574	0.97557163	0.9305391	0.790347	0.9096706	0.90439117	0.9466802	0.99520314	0.94687027	0.8630446	0.93776625	0.5688542	0.8458476	0.9751939	0.89066887	0.9949179	0.9108473	0.97215426	0.9811603	0.9904583	0.93864834	0.94574594	0.9613761	0.90024436	0.9369003	0.98898214	0.96003455	0.9980723	0.7817719	0.9165729	0.9298082	0.11643112
30/noun	0.18267524	0.18386894	0.17390656	0.146361	0.36947995	0.18470186	0.0	0.15714109	0.13404375	0.8815845	0.8754325	0.96617025	0.9460735	0.9612936	0.9267259	0.85304785	0.77545047	0.81879836	0.7046422	0.8404008	0.8681817	0.83183753	0.89927554	0.96805215	0.946369	0.9187129	0.88678	0.9016684	0.9431238	0.8657374	0.9605713	0.96371716	0.92552453	0.6378615	0.24765712	0.9677047	0.93692154	0.97240627	0.95597064	0.91197526	0.90629596	0.9452077	0.76972675	0.9347242	0.9429665	0.93620384	0.88411736	0.9184487	0.8372795	0.95702064	0.96881264	0.9235556	0.92816734	0.9908265	0.8421943	0.8899827	0.9404928	0.7799526	0.97498524	0.7778289	0.9402432	0.66350317	0.96798515	0.77993536	0.6669016	0.8634385	0.9077591	0.37931293	0.3157971	0.96336526	0.963654	0.9129433	0.87222606	0.95884126	0.7590106	0.9766196	0.9835674	0.95678055	0.9073657	0.93164396	0.88730854	0.3924293	0.88258946	0.8836491	0.8831717	0.9394286	0.91011477	0.8076715	0.9353726	0.83698833	0.9911755	0.81987226	0.85584825	0.8935921	0.95538586	0.9034045	0.902689	0.9800755	0.6744969	0.8221864	0.9259305	0.98104465	0.94114417	0.7060957	0.90680826	0.96109587	0.6461997	0.88349134	0.9031676	0.9047418	0.51318675	0.74543273	0.5863369	0.24057823	0.25217265	0.89572304	0.82804763	0.8619027	0.84645724	0.73032784	0.9766307	0.9262321	0.9118388	0.79822326	0.91728365	0.94050854	0.7942171	0.94229615	0.9359236	0.88869387	0.7905789	0.72147375	0.5996288	0.90510154	0.9772846	0.3167705	0.80136967	0.85207	0.9012289	0.93909043	0.8629897	0.94687605	0.9712661	0.90034556	0.8788634	0.901512	0.888444	0.81668717	0.93259805	0.8119608	0.976395	0.9575346	0.93871343	0.82965136	0.90140027	0.9658506	0.896291	0.8633227	0.8669288	0.9448684	0.45687544	0.8553073	0.9151553	0.88504994	0.9424925	0.5877907	0.93364984	0.87207115	0.9650141	0.80519205	0.9351001	0.96284837	0.99485725	0.7428241	0.933708	0.8109181	0.850314	0.9054175	0.88622636	0.9403364	0.9370331	0.9249233	0.9026515	0.5066295	0.75498027	0.9668255	0.26021188	0.8994493	0.9096218	0.52350247	0.8467068	0.944921	0.8735617	0.97098607	0.70213825	0.892179	0.9220589	0.9488593	0.88458776	0.93110454	0.8265511	0.99741024	0.8043346	0.93536174	0.39538795	0.9465395	0.8463001	0.8161339	0.74288	0.97974545	0.8662224	0.8901435	0.9577111	0.9052647	0.9730533	0.9696575	0.806337	0.9158519	0.88289315	0.8882164	0.8082592	0.9315458	0.3502965	0.9241232	0.94569504	0.92567575	0.86356187	0.9265488	0.97234684	0.9738426	0.8510227	0.8330157	0.9317465	0.8525303	0.84572655	0.981894	0.926234	0.84080493	0.9537412	0.49727726	0.8063624	0.898613	0.93909764	0.94864655	0.92641616	0.9630865	0.95963824	0.97272146	0.8934859	0.91760665	0.9376569	0.83111584	0.91481346	0.95166093	0.9180878	0.9939219	0.67924786	0.9042835	0.82608366	0.24010384
