	Totti/name	gezien/adj	alle/det	100.000/num	juni/noun	voldoende/det	hen/pron	zes/num	Somaliër/noun	uitgebracht/adj	alleszins/adv	treffer/noun	wel/adv	slechts/adv	12/noun	hoog_seizoen/noun	toon/verb	Zellik/name	arbeid_vergunning/noun	vanaf/prep	argument/noun	mijn/det	hem/pron	start/verb	wie/pron	persoon/noun	werknemer/noun	congres/noun	op/part	identiteitsbewijs/noun	reden/noun	Vlaanderen/name	advies/noun	trein_kaart_DIM/noun	dat/comp	heel/adj	Ivorianen/noun	weinig/adj	conventie/noun	van/prep	niet/adv	oppervlakkig/adj	van/name	onveranderlijk/adj	Papon/name	wet/noun	werk_vergunning/noun	breng_uit/verb	algemeen/adj	beschouw/verb	blijf/verb	jaar/noun	heb/verb	groep/noun	datum/noun	september/noun	ben/verb	tot/prep	ontbreek/verb	dus/adv	circa/adv	vlieg/verb	4/num	accoord/noun	moreel/adj	zijn/det	te/adv	acht/num	aanbieding/noun	overschrijd/verb	waarna/pp	controle/noun	termijn/noun	Poperinge/name	af/part	zie/verb	sofi_nummer/noun	daarover/pp	verzoek/noun	precies/adv	wil/verb	echt/adj	vijf/num	schrijf_uit/verb	jammer/adj	mag_op/verb	lid_kaart/noun	immers/adv	onverminderd/adj	rede/noun	kandidatuur/noun	voor/prep	ook/adv	verzamel/verb	geheel/adj	besef/verb	nummer/noun	9/noun	bestuurder/noun	patent/noun	maak/verb	enig/det	duur/noun	bezit/verb	krijg_binnen/verb	of/vg	gebruik/verb	stem_biljet/noun	keur_af/verb	land/noun	en/prep	eerste/num	België/name	eind/noun	bon/noun	verblijfsvergunning/noun	Madonna/name	1/noun	in/prep	verzekering/noun	HSBC/name	kan/verb	typering/noun	laat/verb	altijd/adv	ING/name	donderdag_voormiddag/noun	rij/verb	loop/verb	tot/vg	sluit_af/verb	kerel/noun	kaart/noun	handtekening/noun	bewijs/noun	roep_in/verb	iedereen/pron	organisatie/noun	zij/pron	15/num	tot/comp	poging/noun	aanklacht/noun	leven/noun	periode/noun	alternatief/noun	arbeider/noun	rijbewijs/noun	ze/pron	moeilijk/adj	vind/verb	deze/det	30/noun	vier/num	onbeperkt/adj	zich/pron	gratis/adj	schrijf_in/verb	wijs_uit/verb	beide/det	1/num	locatie/noun	daar/adv	zonder/prep	nummerplaat/noun	dele/adv	alleen/adj	19/noun	we/pron	stap/verb	universeel/adj	reken/verb	alsnog/adv	lever_op/verb	doelpunt/noun	half/adj	dan/adv	op/prep	zak/noun	omdat/comp	reis_pas/noun	nu/adv	blijk/verb	passagier/noun	tussen/prep	dag/noun	naar/prep	een/det	biljet/noun	kan_binnen/verb	voorschot/noun	tegen/prep	club/noun	speler/noun	maand/noun	hiervoor/pp	één/num	maximum/adj	bijstandsgerechtigden/noun	18/noun	twee/num	verzekerd/adj	wagen/noun	licentie/noun	meer/det	bij/prep	tart/verb	weinig/det	voldoende/adj	hij/pron	dan/comparative	strikt/adj	toestemming/noun	50/num	10/num	lang/adj	Barcelona/name	procedure/noun	pas/adv	betaal_middel/noun	wel/adj	regel/noun	merk/noun	scheidsrechter/noun	aanvraag/noun	krijg/verb	dat/pron	FC/name	heel/adv	straf/noun	patiënt/noun	blijf/adj	eind_uitslag/noun	weer/adv	stuur/noun	vers/adj	spaar_kaart/noun	toen/adv	visum/noun	anderzijds/adv	door/adj	abonnement/noun	word/verb	buitenlander/noun	relatie/noun	honderdduizend/num	eventueel/adj	hier/adv	uit/prep	31/noun	uit/part	er/adv	vervoer_bewijs/noun	legende/noun	maart/noun	opkomst/noun	echter/adv	leerling/noun	Merchtem/name	volgens/prep	leg_voor/verb	status/noun	wil_beschikking/noun	te/comp	die/det	alibi/noun	dit/det	uitslag/noun	over/prep	laat/adj	tarief/noun	Arafat/name	vergunning/noun	adres/noun	telkens/adv	na/prep	vat_op/verb	ongeldig/adj	20/noun	zaterdag/noun	hun/det	kind/noun	ben_uit/verb	huwelijk/noun	punt/noun	om/comp	elk/det	verklaring/noun	Levi/name	software/noun	Belg/noun	bloed/noun	juridisch/adj	gewoon/adj	groot/adj	uur/noun	die/pron	stem/noun	scoor/verb	dus/vg	het/noun	het/det	ten/adv	juli/noun	zal/verb	geen/det	al/adv	Pool/name	overigens/adv	transparant/adj	kans/noun	bezit/noun	vijandigheid/noun	en/vg	waarde/noun	meer/adv	lijk/verb	redeneer/verb	exploitatie_vergunning/noun	Malle/name	toch/adv	personeel/noun	wereldwijd/adj	opdat/comp	ontsla/verb	ons/pron	aanbod/noun	in/part	EU/name	normaal/adj	papier/noun	document/noun	Bon/name	door/comp	binnen/part	als/comp	degelijk/adv	ticket/noun	boord_document/noun	bod/noun	paspoort/noun	reiziger/noun	steeds/adv	vracht_wagen/noun	strip_kaart/noun	humanitair/adj	bestemming/noun	maandelijks/adj	u/pron	sport_raad/noun	als/prep	enkel/adv	beleid/noun	de/det	terug_reis/noun	voordeel/noun	uitkomst/noun	vonnis/noun	roker/noun	ik/pron	inschrijving/noun	Kroaat/noun	excuus/noun	eigenaar/noun	augustus/noun	met/prep	wijze/noun	maar/vg	euro/noun	sloop/verb	of/comp	enquête/noun	voorwaarde/noun	daar/noun	partij/noun	referendum/noun	drie/num	diploma/noun	bouw_aanvraag/noun	december/noun	verklaar/verb	breng_over/verb	bekentenis/noun	paar/noun	maar/adv	zolang/comp	enkel/adj	nog/adv	dagvaarding/noun	ons/det	huur_contract/noun	bied_aan/verb	moet/verb	12/num	openbaar/adj	beschik/verb	Europese/name	vers/noun	arriveer/verb	Frankrijk/name	alleen/adv	goal/noun	toelating/noun	klasse/noun	match/noun	dat/det	voorstel/noun	meter/noun	1950/noun	aanvaard/verb	evenmin/adv	verblijf_status/noun	hoe/adj	gedurende/prep
Totti/name	0.0	0.92597413	0.90757924	0.92882586	0.94501936	0.8179556	0.8561448	0.7394708	0.9450271	0.9689073	0.84663695	0.40462196	0.9103874	0.73491293	0.9414063	0.9163358	0.918296	0.8397993	0.8315237	0.9485778	0.896768	0.89033043	0.84177774	0.94670796	0.90006804	0.9149201	0.9166436	0.9255372	0.8871312	0.90210474	0.864733	0.9107559	0.96940345	0.9520713	0.86737716	0.94608134	0.8133906	0.8655994	0.9670816	0.89877295	0.91207206	0.9497865	0.97602165	0.92510873	0.8949621	0.91111463	0.8601831	0.97332203	0.88048327	0.9496197	0.93933433	0.90920687	0.89920646	0.9201104	0.924102	0.94934636	0.9377661	0.89904815	0.8319403	0.8911608	0.9206661	0.88200915	0.81487644	0.82899797	0.8869135	0.7906061	0.9244281	0.73397034	0.8790175	0.9385658	0.64868724	0.890009	0.943372	0.8172943	0.77573735	0.8272513	0.938208	0.9298127	0.92298025	0.928874	0.9494244	0.8150121	0.7361825	0.87689805	0.86563736	0.9133135	0.87421656	0.8574414	0.90080035	0.9202339	0.9294876	0.8161948	0.9116112	0.93372464	0.88233745	0.9146663	0.88611096	0.9387374	0.9422872	0.9071659	0.7884594	0.83914894	0.925428	0.94279426	0.8645524	0.89196897	0.962172	0.88886046	0.49590766	0.9404691	0.966373	0.7124246	0.85097504	0.950774	0.86181533	0.89088196	0.9761229	0.9398844	0.9244004	0.92770445	0.93675256	0.8791163	0.93169105	0.8449395	0.9323056	0.93955445	0.93348014	0.9286897	0.86600333	0.8948971	0.9203641	0.76488656	0.61364806	0.8649307	0.85414207	0.9522461	0.93640137	0.9648681	0.8543616	0.80749285	0.873739	0.89830995	0.9040995	0.95225316	0.93683225	0.8968347	0.940019	0.89752495	0.87679464	0.90502244	0.9320561	0.88690454	0.9627836	0.69571936	0.93292016	0.9019815	0.9278925	0.9349499	0.86736655	0.6776724	0.7876755	0.9136619	0.93480355	0.8654289	0.9391596	0.9442842	0.9366484	0.93137634	0.83876854	0.9524836	0.9749354	0.87701106	0.78319	0.7736762	0.38756382	0.8470422	0.91820806	0.9009043	0.89708644	0.8624993	0.92840195	0.9278699	0.9515846	0.9398627	0.8750577	0.9343169	0.9255348	0.8315006	0.8779476	0.9076741	0.90967685	0.6823973	0.80186284	0.67797226	0.89180046	0.874131	0.7605905	0.8391811	0.9385512	0.93442917	0.5836517	0.9570179	0.9148278	0.8711224	0.9211732	0.86828303	0.90816057	0.91939396	0.8590634	0.79683805	0.90493923	0.9612002	0.90848416	0.8841389	0.79628146	0.94904333	0.60888207	0.9123702	0.9023837	0.9394067	0.9387417	0.9370453	0.9580963	0.35005903	0.9196747	0.8740447	0.94396025	0.67188346	0.9085629	0.7995583	0.9471896	0.9157244	0.7726832	0.8593446	0.91107094	0.916098	0.9112269	0.83962464	0.89784515	0.8291527	0.95655906	0.90296066	0.849167	0.936434	0.9067204	0.944783	0.8927014	0.92963064	0.929289	0.9425581	0.8256701	0.8869952	0.8473078	0.97278506	0.9285808	0.9585618	0.77973354	0.9254176	0.87113214	0.916651	0.926975	0.948966	0.9147941	0.89817303	0.7798433	0.932983	0.9155267	0.90053207	0.91398084	0.80625814	0.90376806	0.89740264	0.8457463	0.9024059	0.7921182	0.65353787	0.9259734	0.8626286	0.917437	0.9001684	0.9225561	0.91211545	0.92915803	0.8989265	0.7618494	0.9164958	0.8666951	0.90852195	0.9461035	0.94557166	0.8982098	0.9282323	0.9243029	0.9246296	0.90729505	0.9098995	0.8735669	0.9118967	0.4130447	0.9443363	0.94247586	0.9311147	0.8315191	0.95455503	0.892752	0.89241123	0.86375684	0.95677006	0.85318244	0.94264233	0.7197598	0.94245666	0.9037768	0.8415154	0.96048486	0.96160823	0.92660195	0.9415313	0.8613582	0.8489989	0.8760116	0.9292737	0.9420642	0.914546	0.9263651	0.84788555	0.95416236	0.9609536	0.9521675	0.94772476	0.8879046	0.92878866	0.8873352	0.90482414	0.85559875	0.8746184	0.9102822	0.85791457	0.9087913	0.9202619	0.89908797	0.9465785	0.9551106	0.9371626	0.93105966	0.9608237	0.92359066	0.9505213	0.9435247	0.97242534	0.8905376	0.8557841	0.8825373	0.87596035	0.9480477	0.9382185	0.9445495	0.8649789	0.9100709	0.9097632	0.9394639	0.8248688	0.9376921	0.9726678	0.96668947	0.80593276	0.86012584	0.7595123	0.89250875	0.9491518	0.8842828	0.88361114	0.905009	0.918451	0.8351391	0.86088336	0.64409673	0.88438606	0.8762704	0.9411555	0.94931823	0.95797294	0.9026638	0.88405687	0.9049464	0.91764563	0.90569115	0.852803	0.862121	0.9179893	0.91220903	0.9354621	0.8658155	0.7933214	0.9059519	0.89071363	0.93010354	0.95822465	0.9176373	0.9132529	0.9014817	0.40824807	0.89740294	0.7422565	0.53331494	0.9243249	0.86998314	0.86996055	0.9167204	0.9188547	0.8220675	0.91126627	0.93624336	0.914
gezien/adj	0.92597413	0.0	0.86943185	0.8648136	0.8742709	0.85542464	0.8446101	0.92316824	0.92130905	0.9442913	0.6817653	0.9351115	0.7700596	0.75284326	0.9003164	0.8337392	0.87719834	0.94249237	0.9143319	0.8965007	0.69230705	0.8676364	0.834981	0.8250513	0.88584507	0.9014653	0.9169445	0.9114594	0.8716433	0.892491	0.7402273	0.816509	0.7711805	0.92900646	0.7777928	0.7482456	0.90067697	0.7806364	0.7801415	0.8724432	0.7461088	0.6498978	0.96069306	0.8539463	0.9215376	0.8014157	0.9632014	0.92445225	0.82338536	0.6328585	0.71944165	0.8903953	0.8090295	0.91612446	0.87030655	0.8600979	0.6329855	0.89555204	0.8098731	0.6779336	0.92383844	0.90212893	0.95708835	0.8831917	0.70001554	0.9330076	0.7168577	0.92363447	0.912364	0.78021884	0.93272805	0.82999146	0.8152648	0.949151	0.8811124	0.8299651	0.8988292	0.81219095	0.9011606	0.8939094	0.8698761	0.7822057	0.90240043	0.89899915	0.7430914	0.85022795	0.8977146	0.70586514	0.90007657	0.80977625	0.8817812	0.808933	0.76919514	0.94970125	0.86586636	0.8195837	0.94863933	0.9090997	0.94411486	0.7954768	0.88054013	0.774993	0.91170025	0.8610691	0.8332093	0.8055954	0.81010675	0.91592234	0.89776057	0.86206436	0.90361744	0.8744305	0.86585516	0.8924999	0.91924596	0.9087369	0.8937934	0.83397436	0.9185829	0.8714709	0.9069676	0.7783309	0.7717648	0.9060657	0.7762653	0.88934666	0.9376986	0.8739784	0.8043648	0.8972487	0.8897567	0.8818843	0.91812223	0.9130832	0.8394508	0.79381406	0.82997227	0.82525206	0.8739245	0.9331691	0.7913362	0.88788885	0.8916443	0.7620292	0.8748069	0.8496567	0.9564701	0.9494306	0.8600211	0.78659326	0.6880364	0.7913562	0.8945531	0.92536753	0.8960501	0.87096673	0.9220663	0.89927864	0.9166827	0.8531066	0.9523692	0.9157617	0.8214266	0.86214006	0.95628524	0.8465888	0.62099195	0.92802024	0.7422871	0.9396453	0.7835765	0.77159286	0.87981343	0.7887812	0.93133855	0.92900777	0.73547226	0.88358176	0.9166778	0.77803564	0.8806006	0.79902184	0.842395	0.93919045	0.85396975	0.88685477	0.9656161	0.76610017	0.91199845	0.91845334	0.893553	0.80603164	0.8955203	0.86461407	0.9225242	0.83649296	0.89597905	0.94321483	0.93728006	0.91266024	0.92661923	0.8889584	0.9615244	0.9057926	0.80966765	0.93131816	0.898735	0.79647505	0.77166736	0.89689946	0.6726883	0.73718333	0.9125223	0.9063803	0.93852407	0.87344635	0.93433845	0.6637936	0.85776496	0.86311007	0.7339258	0.7036798	0.88551074	0.9464211	0.8629466	0.84878254	0.82646626	0.9654677	0.57516396	0.8767786	0.8632378	0.7960708	0.9338502	0.792076	0.98257345	0.94043624	0.9181259	0.8335813	0.9153826	0.7057059	0.8404692	0.9176909	0.7922919	0.87376606	0.7712673	0.89339375	0.79207534	0.7863311	0.94111997	0.89096016	0.93722504	0.7453892	0.91191137	0.9096256	0.88456744	0.8934369	0.76206136	0.9379832	0.91164434	0.8098448	0.887524	0.73587275	0.89657843	0.8730745	0.7511805	0.86997664	0.80145997	0.87969583	0.82902855	0.9292879	0.82377595	0.91360074	0.8193021	0.9375544	0.86209106	0.9163093	0.75213706	0.9025787	0.92637527	0.9100926	0.90898323	0.90418595	0.8674227	0.9377406	0.90317935	0.81179464	0.88786644	0.8830161	0.9310359	0.8856298	0.93354625	0.9285545	0.7357233	0.7836299	0.851122	0.92038906	0.81476754	0.92937875	0.88560593	0.66825324	0.6922404	0.8790617	0.8905661	0.8707299	0.68464166	0.7310964	0.84001255	0.9733031	0.73645097	0.8506706	0.8549032	0.9226366	0.76140773	0.77768254	0.743429	0.7565231	0.6733585	0.81344306	0.8376709	0.8918417	0.6230015	0.88651013	0.9107562	0.7967762	0.9093468	0.7081362	0.8838638	0.8927798	0.85536563	0.71112055	0.93747145	0.88461286	0.9703715	0.85456514	0.9446976	0.8033405	0.8110157	0.9225319	0.9657563	0.8982082	0.97427535	0.9185737	0.81663996	0.94420624	0.9165941	0.76823616	0.91969603	0.891412	0.88372064	0.946251	0.79462636	0.78528917	0.8142069	0.8710614	0.8674691	0.77888024	0.769679	0.82636124	0.85838765	0.7549814	0.8933755	0.92872465	0.9006289	0.8483848	0.885355	0.9086461	0.78829706	0.6032687	0.8810791	0.8648087	0.8057909	0.9207906	0.67912483	0.727107	0.8862177	0.9268552	0.92525786	0.9275242	0.86375916	0.86255985	0.89551383	0.9450115	0.87744707	0.9370613	0.7334549	0.7571791	0.67799646	0.76897013	0.9032093	0.77852464	0.81616545	0.89255667	0.76537776	0.9501059	0.8879417	0.8223884	0.91219836	0.9467782	0.93624526	0.92009604	0.732505	0.9033172	0.8596933	0.8590379	0.8303206	0.69143367	0.9129622	0.936439	0.88820744	0.7741177	0.8468464	0.90734106	0.8417734	0.88574564
alle/det	0.90757924	0.86943185	0.0	0.7511958	0.86910295	0.6789774	0.80224174	0.7178133	0.8572448	0.7500009	0.74715096	0.91548455	0.8416855	0.75768965	0.9072639	0.853571	0.7518749	0.9036625	0.75623214	0.82299113	0.7401119	0.77598023	0.7999987	0.8367897	0.6166806	0.7738274	0.77156264	0.7924888	0.82382643	0.7113186	0.83165973	0.80469173	0.66600955	0.79619074	0.75353396	0.8339056	0.81566167	0.7525327	0.6497369	0.62295616	0.8268368	0.94493425	0.94055396	0.8224361	0.8917019	0.5655688	0.71683854	0.7351024	0.7365105	0.76052564	0.80825365	0.8916281	0.7247572	0.7011508	0.67594576	0.8830706	0.8112705	0.8568577	0.729128	0.7602372	0.75684845	0.7480529	0.92304057	0.73769724	0.74352014	0.7412853	0.8808085	0.7307849	0.77277195	0.74917614	0.76011074	0.6916249	0.8109956	0.9212927	0.75820225	0.84761834	0.7134924	0.6858374	0.7520431	0.8450109	0.7309388	0.83350164	0.68478507	0.75793314	0.91362333	0.76630056	0.7780163	0.5999804	0.7163385	0.8242037	0.76615053	0.5491043	0.7829603	0.679911	0.7391181	0.83976704	0.7969737	0.92992127	0.8289596	0.7459846	0.79671055	0.72286	0.7869123	0.70707345	0.7293767	0.6452805	0.6751406	0.7338861	0.7904722	0.75983524	0.94381666	0.7657229	0.7634306	0.8993585	0.78127086	0.6874192	0.81762254	0.79033756	0.8777567	0.6924143	0.87123513	0.70556957	0.8610178	0.79779285	0.84992003	0.8160409	0.8971843	0.82213557	0.8194096	0.8541539	0.815382	0.8529279	0.7328432	0.66922164	0.73595554	0.7681775	0.74122876	0.80261755	0.7347066	0.8950195	0.79837626	0.74688995	0.77384007	0.92053735	0.887535	0.81351125	0.83029664	0.69371605	0.77795184	0.873317	0.8396423	0.57244813	0.9103724	0.7482864	0.67471504	0.73710567	0.61392695	0.6742091	0.79267037	0.62156975	0.89596945	0.81957996	0.7662128	0.68460166	0.6853615	0.9092715	0.7214591	0.9155787	0.85232544	0.8235948	0.8002881	0.8357462	0.6266874	0.80737054	0.9277764	0.8986928	0.8817792	0.76256216	0.68354815	0.6787464	0.7110627	0.8157912	0.7223228	0.7701834	0.8179678	0.87777674	0.82778466	0.6086296	0.6923584	0.862563	0.8804411	0.70543087	0.77520156	0.8371285	0.8815056	0.63144267	0.6582107	0.74562985	0.7841099	0.8871258	0.732687	0.75381786	0.7868252	0.6970844	0.66347873	0.70588684	0.6592933	0.7556628	0.60888946	0.8160061	0.8048232	0.68384516	0.7550975	0.7705388	0.8415988	0.8930562	0.8676369	0.66401935	0.8460133	0.77805674	0.8348931	0.64042056	0.81135285	0.8319185	0.6719147	0.6760667	0.6687796	0.9404306	0.87680334	0.8216839	0.80674183	0.7720612	0.8691385	0.88534987	0.87750363	0.9052595	0.7590873	0.9001557	0.6708077	0.7721261	0.9013765	0.69105554	0.6772906	0.7591916	0.9046954	0.6863259	0.6258193	0.8027561	0.75385433	0.8413354	0.8128155	0.8050568	0.7561643	0.94337046	0.88571656	0.7749989	0.7517935	0.7325862	0.85668004	0.68917066	0.63006425	0.7299856	0.80701536	0.64967936	0.6604069	0.8494666	0.734374	0.8148414	0.7064107	0.89498407	0.7348245	0.8365368	0.6490382	0.7452586	0.81354177	0.8860356	0.8313656	0.6140488	0.9095538	0.92648613	0.5296859	0.7923305	0.8151593	0.82101977	0.8513473	0.61412543	0.4717877	0.83416045	0.90587974	0.73761576	0.76263726	0.8735542	0.6563887	0.71650076	0.7700326	0.90531486	0.471255	0.7435603	0.8885695	0.77542454	0.92591995	0.74568635	0.81285346	0.8540027	0.7332094	0.65789765	0.79721373	0.8924839	0.7360499	0.768907	0.84029394	0.7064659	0.8304154	0.67633754	0.7694883	0.7917346	0.85421	0.81756204	0.7531756	0.8958262	0.8559636	0.73749256	0.722131	0.69705135	0.7720163	0.8553886	0.6989279	0.69980574	0.71550995	0.7999739	0.6669854	0.62971973	0.93624234	0.57979757	0.7284709	0.77507854	0.7083184	0.7530656	0.75120294	0.76940256	0.6461848	0.7362043	0.7730973	0.83159566	0.77047086	0.7007772	0.76495063	0.6758598	0.7720115	0.8568009	0.77292526	0.60938406	0.85168326	0.54416573	0.8514675	0.7490444	0.84245443	0.8280601	0.71953934	0.9101239	0.6950073	0.82365984	0.8925831	0.7336374	0.8834595	0.6646908	0.77016914	0.883855	0.83797455	0.8312917	0.7717091	0.7692373	0.71673864	0.8909093	0.7667079	0.69301236	0.7510026	0.7845664	0.74069995	0.8591203	0.78894424	0.8405657	0.86698717	0.8685663	0.8919135	0.69360113	0.6872189	0.82734096	0.75126064	0.6687997	0.71416897	0.67097455	0.6346458	0.88643867	0.6602616	0.6725286	0.7279464	0.8222171	0.7941261	0.8288137	0.75519043	0.8996396	0.6641629	0.7510906	0.8643498	0.8585302	0.6966694	0.94474655	0.83041126	0.5953681	0.7441086	0.7611439	0.87396175	0.8136295
100.000/num	0.92882586	0.8648136	0.7511958	0.0	0.8580121	0.8131098	0.85484725	0.6102216	0.8741567	0.74357265	0.8765441	0.9408822	0.9438988	0.66577685	0.89320266	0.7186372	0.91370547	0.9219496	0.8900709	0.7529837	0.86050177	0.90302384	0.8850942	0.9196234	0.80050373	0.6053033	0.6332439	0.9201791	0.8261346	0.8769361	0.89194995	0.83110696	0.8803115	0.765075	0.920822	0.9437451	0.94230235	0.8801154	0.90927935	0.7058277	0.92089	0.9252613	0.91987956	0.8850873	0.9356632	0.876034	0.8630114	0.76522386	0.9200984	0.86309576	0.9634927	0.728062	0.8130492	0.7186545	0.80745035	0.8709899	0.9033621	0.79937863	0.86586046	0.8929451	0.45999724	0.83394194	0.66928303	0.81332964	0.7655658	0.84177774	0.9454911	0.5793397	0.85818124	0.5884187	0.8629098	0.86247873	0.7389548	0.90139765	0.9455472	0.9630832	0.8356322	0.941906	0.8463869	0.9072386	0.84079784	0.93836045	0.583215	0.8059999	0.973023	0.7654196	0.7728198	0.82682836	0.9206888	0.8956165	0.87812424	0.71869063	0.9054828	0.7443423	0.90924263	0.9291946	0.7813989	0.87235075	0.866346	0.80579066	0.93392706	0.8666028	0.85643667	0.79701084	0.7146235	0.7168338	0.86602217	0.7897463	0.85378236	0.8692068	0.9006061	0.88603485	0.7932718	0.86827284	0.7536844	0.89235985	0.9014009	0.8198465	0.89322424	0.83135	0.77699995	0.8160834	0.9317644	0.92073643	0.94506365	0.69689393	0.85542727	0.8408063	0.8992119	0.63298166	0.9101459	0.9353951	0.7554411	0.76877415	0.90002984	0.91407365	0.94207215	0.8365341	0.82704663	0.54391605	0.8809527	0.8569659	0.86405855	0.94937664	0.77940553	0.88207555	0.74116063	0.8876051	0.88477147	0.9387208	0.94836855	0.84158707	0.8822143	0.66039544	0.7451695	0.8457767	0.728505	0.75435287	0.863701	0.8990784	0.7083895	0.88949245	0.9080013	0.86383355	0.9024832	0.8770058	0.89553547	0.8680493	0.91493094	0.89272386	0.881602	0.6794704	0.80576	0.69048846	0.92561346	0.65215534	0.93737066	0.80297744	0.80169606	0.863962	0.8242757	0.84659714	0.8538804	0.65067554	0.85561323	0.82064056	0.86877	0.7288895	0.6930455	0.8196974	0.5802603	0.8937661	0.9083042	0.87208414	0.7384102	0.6964017	0.6436996	0.59061885	0.71755457	0.8530008	0.6912434	0.743647	0.8779809	0.85182333	0.5817337	0.8619462	0.94243723	0.8595268	0.81226724	0.8588582	0.58094174	0.8949642	0.8734535	0.36844438	0.5923743	0.8581119	0.89180225	0.87163395	0.89797467	0.8279083	0.9710575	0.8314513	0.84961677	0.9667235	0.78109777	0.7393198	0.74548024	0.9491853	0.90731686	0.76114005	0.7898593	0.79055756	0.9188125	0.8987787	0.94789124	0.8129387	0.8320605	0.91370976	0.8365375	0.86302185	0.9289392	0.5971299	0.7646909	0.8566896	0.9210761	0.30783117	0.83161926	0.8974796	0.83214605	0.8470816	0.8187911	0.8185338	0.8179805	0.87615293	0.83162206	0.8192051	0.8894539	0.79015905	0.8361932	0.9087199	0.9090178	0.8627487	0.87372184	0.8494634	0.86901	0.90521854	0.82350576	0.9033335	0.91458917	0.89261	0.6625172	0.91655904	0.8601661	0.7824057	0.7895843	0.91747594	0.9326668	0.78173774	0.87679726	0.8841487	0.72518647	0.81618357	0.8871759	0.8961409	0.81068623	0.85258424	0.69749254	0.8913876	0.8975681	0.86757356	0.75787085	0.85974133	0.86478084	0.85391855	0.8657318	0.81197274	0.70112324	0.757896	0.9161552	0.89873415	0.97148156	0.895687	0.7644858	0.842185	0.8075044	0.85740626	0.74031603	0.78877574	0.85456634	0.9292632	0.91681325	0.8641868	0.87341064	0.78499275	0.65083337	0.9368555	0.9525547	0.85762227	0.9073354	0.89622325	0.93549955	0.7856072	0.64029133	0.8396998	0.8212663	0.9186944	0.8284806	0.848886	0.8714819	0.8282602	0.8105079	0.8576232	0.94128793	0.73296684	0.8508251	0.87941	0.9092167	0.6475208	0.9501594	0.77081704	0.79710114	0.6800128	0.8137964	0.8803185	0.7887337	0.8977614	0.7438052	0.54473585	0.8548574	0.9363498	0.85424757	0.7641161	0.96047324	0.82644594	0.72297907	0.8194028	0.84051037	0.8327389	0.7334006	0.9566937	0.74776775	0.8408878	0.9148166	0.8777553	0.8531263	0.8426322	0.93579197	0.9387193	0.39905477	0.8761456	0.9342383	0.79079336	0.89986086	0.9309153	0.8910297	0.8122817	0.66914797	0.8476152	0.8994386	0.8118002	0.8962971	0.870387	0.90337455	0.79199237	0.9209008	0.8573367	0.8038362	0.8823522	0.7895899	0.9011041	0.85558474	0.7676746	0.77320313	0.6329991	0.87054193	0.9024803	0.9183776	0.8413104	0.8683305	0.84391165	0.8537991	0.9256509	0.8054162	0.8744518	0.92995316	0.92217445	0.9009157	0.6869629	0.8206476	0.85521233	0.88442206	0.9149172	0.9569036	0.7176618
