	artikel/noun	koop/verb	frank/noun	techniek/noun	btw/noun	concurreer/verb	hout_soort/noun	compenseer/verb	ongeveer/adv	gerecht/noun	nu/adv	illegaal/noun	kamer/noun	vind/verb	Westers/adj	word/verb	bus/noun	kwartje/noun	tarief/noun	beperkt/adj	prullaria/noun	dit/noun	uitermate/adv	tweedehands/adj	mest/noun	zo/adv	monteer/verb	arbeid/noun	dus/adv	lui/adj	behandeling/noun	antibioticum/noun	buitenschools/adj	heel/adv	benzine/noun	laag/adj	ontwikkel/verb	snel/adj	huur_woning/noun	opkomst/noun	charme/noun	sober/adj	besta/adj	sociaal/adj	bemand/adj	bedrijf_investering/noun	student/noun	beheer/noun	zeer/adv	gauw/adj	werk/verb	huur/verb	terug_reis/noun	degelijk/adj	Thai/noun	schenk/verb	patiënt/noun	provincie/noun	ton/noun	val_uit/verb	zo/adj	telecom_aandeel/noun	tekort/noun	bar/noun	vest/noun	bestel/verb	vermindering/noun	super_markt/noun	schoon/adj	grondstof/noun	sherry/noun	zoek/verb	technologie/noun	merkelijk/adj	getekend/adj	factuur/noun	privé_firma/noun	prijs_daling/noun	tong/noun	maatschappij/noun	export_product/noun	huis_wijn/noun	koffie/noun	lokaal/adj	gemiddeld/adj	effectbejag/noun	bouw/verb	vaak/adj	verbinding/noun	voorzie/verb	maak/verb	restaurant/noun	duur/noun	flink/adj	gratis/adj	monotoon/adj	buitenland/noun	arbeid_kracht/noun	makelaar/noun	land/noun	strafschop/noun	verantwoord/adj	stuk/noun	goedkoop/adj	investeer/verb	toerist/noun	veelal/adv	Iers/adj	stroom/noun	inwoner/noun	hoe/adj	altijd/adv	elektriciteit/noun	spul/noun	orkest_lid/noun	kooldioxyde/noun	zie_uit/verb	weet/adj	cent/noun	haal_binnen/verb	zet_in/verb	windstreek/noun	binnenlands/adj	technologie_aandeel/noun	goud/noun	andere/adv	verwarming/noun	bouw_sector/noun	brandstof/noun	appartement/noun	vlucht/noun	bedrijf/noun	bescherm/verb	bezuinig/verb	hier/adv	pin/verb	alternatief/noun	grond/noun	grens_gemeente/noun	inkoop/noun	zeker/adv	goed/adj	fabriek/noun	enig/adj	Japans/adj	prettig/adj	lok/verb	internet/noun	hout/noun	bovendien/adv	reis/noun	huidig/adj	verkoop/noun	maaltijd/noun	pas_toe/verb	persoon_wagen/noun	euro/noun	alles/noun	maak_na/verb	vlees/noun	lijk/verb	auto/noun	euro_cent/noun	lamp_DIM/noun	kan/verb	service/noun	prijs/noun	vergeleken/adj	trip/noun	uitgerust/adj	hotel/noun	overname/noun	niet/adv	opvang/noun	rente/noun	liter/noun	eenvoudig/adj	slot_koers/noun	bevroren/adj	sentimentaliteit/noun	momenteel/adj	zoek/adj	zal/verb	reservoir/noun	ding/noun	kantoor_ruimte/noun	makkelijk/adj	beperking/noun	rommel/noun	echt/adj	devaluatie/noun	diesel/noun	knel/noun	aangetrokken/adj	toch/adv	stad/noun	kop_DIM/noun	schaf_aan/verb	ticket/noun	bel/verb	inferieur/adj	defect/adj	boek/noun	vermogen_beheer/noun	werk/adj	rechtstreeks/adj	misschien/adv	trouwens/adv	langer/adv	strafschop_doelpunt/noun	truc/noun	abonnement/noun	produceer/verb	bewering/noun	effect/noun	model/noun	lever_op/verb	onderhoud/verb	aandeel/noun	scoor/verb	soms/adv	ben/verb	inseminatie/noun	betaal_bij/verb	keten/noun	ergens/adv	huis_brand_olie/noun	manier/noun	start/adj	morbide/adj	gewoon/adj	lig_om/adj	milieuvriendelijk/adj	besta/verb	type/noun	vooral/adv	fabrikant/noun	sperma/noun	bespaar/verb	natuurlijk/adj	zogenaamd/adj	medicijn/noun	schip/noun	sigaret/noun	pak_DIM/noun	tweewieler/noun	boek/verb	plaatselijk/adj	gemeente/noun	relatief/adj	bedenk/verb	elders/adv	oplossing/noun	belachelijk/adj	openbaar/adj	honderden/noun	alleen/adv	derdewereldlanden/noun	behoefte/noun	kost/verb	leven_middel/noun	paar/noun	meng/verb	bied_aan/verb	heruitgave/noun	procent/noun	vlieg_ticket/noun	wil/verb	programma/noun	waar/adv	rijkelijk/adj	doorzie/verb	schrijf_over/verb	gulden/noun	duur/adj	productie/noun	voorganger/noun	toevloed/noun	kunststof/noun	toegepast/adj	meestal/adv	gekopieerd/adj	het/noun	eten/noun	vrij/adj	kleding/noun	winkel_centrum/noun	site/noun	daar/adv	schadelijk/adj	inflatie/noun	huisvuil_zak/noun	rund/noun	onderdeel/noun	papier/noun	modificatie/noun	aanzienlijk/adj	Afrikaans/adj	fles_DIM/noun	internet/verb	draadloos/adj	uiteindelijk/adj	campagne/noun	versie/noun	middel/noun	hooguit/adv	blijf/verb	Chinees/adj	kwaliteit/noun	was_poeder/noun	winkel/noun	aanmerking/noun	extreem/adj	import/noun	subsidie/noun	frekwent/adj	veel/adj	brood/noun	fles/noun	slecht/adj	skeeler/verb	bier/noun	buitenlands/adj	Braziliaans/adj	werkgever/noun	gebruik/verb	geraak/verb	gekwalificeerd/adj	ham/noun	lofzang/noun	dollar/noun	veruit/adv	pc/noun	speeltuin/noun	alleszins/adv	ster_restaurant/noun	overstap/noun	gebruik/noun	rij_auto/verb	eveneens/adv	specialiseer/verb	lijn_dienst/noun	leverancier/noun	amusement/noun	vliegtuig/noun	gemakkelijk/adj	coke/noun	merk/noun	overigens/adv	verkoop/verb	erg/adj	paraplu/noun	riskant/adj	opvallend/adj	kies/verb	ontvanger/noun	bank_garantie/noun	lening/noun	woning/noun	rij/verb	vervoer/noun	huishoudelijk/adj	grafiek/noun	scheep_af/verb	hoofdzakelijk/adj	juist/adv	consument/noun	home/noun	veilig/adj	exploiteer/verb	dollar_koers/noun	onderwijs/noun	onderhoud/noun	maar/adv	ring/noun	succes/noun	onuitputtelijk/adj	Europeaan/noun	bewerkt/adj	introductie/noun	teken_film/noun	mogelijk/adj	winkelier/noun	slagvaardig/adj	wellicht/adv	bijvoorbeeld/adv	zowel/adv	reis_bureau/noun	ander/adj	thriller/noun	nog/adv	aangenaam/adj	vlag/noun	verwerf/verb	luchtvaart_maatschappij/noun	tientallen/noun	spul_DIM/noun	voordelig/adj	gezin/noun	klein/adj	kunstmatig/adj	op/adj	dakloze/noun	bied/verb	profiteer/verb	boek_week_geschenk/noun	markt/noun	efficiënt/adj	alternatief/adj	wel/adv	kool/noun	min/adj	uitgave/noun	iets/noun	modern/adj	lawaaierig/adj	formule/noun	regeling/noun	ongeschoold/adj	olie_maatschappij/noun	kern_centrale/noun	genees_middel/noun	boer/noun	populist/noun	mode/noun	product/noun	merk_kleding/noun	speen/verb	scrupule/noun	lever/verb	ondernemer/noun	oog/adj	water/noun	materiaal/noun	locatie/noun	generiek/adj	krediet/noun	lekker/adj	traditioneel/adj	concurrentie/noun	rij_DIM_huis/noun	ook/adv	reis/verb	kip/noun	assortiment/noun
artikel/noun	0.0	0.66268814	0.8493837	0.7969116	0.86567736	0.79609936	0.9181052	0.8863076	0.9088402	0.75875574	0.9055354	0.8901138	0.8621697	0.8510164	0.7969276	0.81101143	0.88207734	0.89597476	0.8364253	0.80806047	0.66548276	0.8747604	0.84581274	0.6201768	0.8370715	0.92955536	0.7892433	0.823253	0.8678024	0.8560797	0.9321669	0.85366505	0.8708701	0.937894	0.7727457	0.88066286	0.8453956	0.8850576	0.9000789	0.81513584	0.8782098	0.7792648	0.7921129	0.94001305	0.9148972	0.9516273	0.8436442	0.8182899	0.88434917	0.8462342	0.8690272	0.8702728	0.9533514	0.82861775	0.8817654	0.879399	0.91201484	0.9495643	0.74677694	0.8912861	0.8923367	0.92904633	0.95705235	0.77957976	0.84394085	0.68622637	0.8816433	0.62698126	0.8258937	0.7413455	0.94783586	0.84530807	0.80181944	0.9115553	0.89556277	0.75632596	0.9338838	0.87255347	0.8623427	0.9197697	0.92997336	0.9132239	0.76069	0.8651682	0.7911208	0.91863096	0.90900075	0.70843774	0.88935286	0.78936315	0.89955103	0.77748704	0.89927316	0.8370882	0.81435597	0.9327401	0.7714156	0.90346724	0.8336109	0.9108763	0.97399014	0.8430248	0.76377344	0.69775367	0.8998419	0.82549435	0.7404305	0.9113415	0.7317415	0.84167147	0.9064097	0.9315236	0.76920414	0.5435746	0.9411342	0.95801663	0.85452074	0.9016503	0.9120378	0.8404663	0.87978756	0.94082457	0.8734117	0.8577658	0.83876127	0.6918335	0.7920276	0.90073895	0.7716205	0.8421606	0.88376015	0.8280652	0.9166337	0.8967809	0.8337873	0.83595735	0.8729665	0.8123108	0.89826393	0.757258	0.8695197	0.94340706	0.79824126	0.87796456	0.79155844	0.867115	0.8068007	0.66812015	0.77189386	0.8107226	0.82611555	0.87864715	0.6868261	0.7714423	0.84679484	0.893381	0.87991554	0.84782624	0.8489319	0.7198396	0.8758401	0.72091067	0.88521814	0.70586914	0.84781224	0.7438069	0.7598556	0.87499	0.9023391	0.85552627	0.8500217	0.8546879	0.9443624	0.87762374	0.9279751	0.8380027	0.7223004	0.9605764	0.91492236	0.90378183	0.8858176	0.84254456	0.91115373	0.9270743	0.88016367	0.90637094	0.87209284	0.81698525	0.8124954	0.93845	0.93859875	0.8783533	0.96612567	0.9275725	0.92918676	0.9135172	0.84678656	0.64861137	0.8129172	0.85388535	0.84904754	0.95008874	0.52330387	0.94169474	0.8603896	0.7987238	0.9370123	0.8664133	0.8363358	0.97883004	0.8076219	0.7678838	0.7406377	0.78314406	0.8830051	0.7139317	0.84607553	0.89111257	0.82600456	0.9867221	0.8486649	0.9211905	0.8816127	0.90400964	0.63840175	0.8748717	0.90314806	0.88880116	0.9254996	0.87153816	0.7174643	0.9282447	0.78761184	0.7812236	0.81003845	0.716707	0.55527496	0.9362357	0.78950137	0.8517593	0.77888393	0.73282135	0.89640075	0.7367848	0.7529345	0.8908408	0.84330666	0.8213085	0.9041434	0.86260796	0.8548	0.8322272	0.9120432	0.84528077	0.901112	0.7449509	0.81435007	0.93612915	0.8513806	0.82168067	0.5609737	0.8754737	0.9066212	0.6700432	0.7903281	0.8848776	0.818954	0.8664385	0.860349	0.7547511	0.78226113	0.92272735	0.8389863	0.84715706	0.7380993	0.7311795	0.90006065	0.85990214	0.7929369	0.83743334	0.71982026	0.7103553	0.9533531	0.77341306	0.8219818	0.51130617	0.7732192	0.7222176	0.852769	0.84362084	0.9101958	0.8235917	0.9088636	0.7565394	0.71724904	0.9036778	0.8457276	0.8755239	0.71707743	0.8547942	0.75716364	0.9173988	0.9108726	0.75624895	0.8354386	0.86230534	0.9311192	0.8347954	0.79837704	0.775577	0.5232376	0.9037767	0.8836798	0.7276473	0.922423	0.9050261	0.8939899	0.7114191	0.7129332	0.92197275	0.8845602	0.7841415	0.80477786	0.95842516	0.88870776	0.80604225	0.9268426	0.93133396	0.91069317	0.84918207	0.88463587	0.8741604	0.65731263	0.9353633	0.92548525	0.87946135	0.90481716	0.75363797	0.9062998	0.87709594	0.7647238	0.93518186	0.6519506	0.7785456	0.85967517	0.89460033	0.7753478	0.6337186	0.8245707	0.60514903	0.9078173	0.77994525	0.86994934	0.8076752	0.8432866	0.8728303	0.96046245	0.9058696	0.87112564	0.90355444	0.81432605	0.64868134	0.7603713	0.7958227	0.6605138	0.87733924	0.65300393	0.9297517	0.8870164	0.83835053	0.94826066	0.909883	0.88785696	0.87726974	0.9204204	0.90290964	0.71704733	0.888668	0.8636248	0.73572534	0.90857035	0.8584119	0.6462017	0.944778	0.8941244	0.6416079	0.7460182	0.84820324	0.7899093	0.9421481	0.9664359	0.9323828	0.82491827	0.90299994	0.8976046	0.7706216	0.68403673	0.76005566	0.8219326	0.7582272	0.82834387	0.8874043	0.9098583	0.79532766	0.87890255	0.8873302	0.72388864	0.85322595	0.824931	0.9396748	0.8558779	0.8684633	0.68898416	0.8863291	0.8121957	0.93634546	0.6988995	0.9231162	0.846062	0.92353845	0.9138576	0.7334946	0.8517174	0.9335399	0.666963	0.57888967	0.7448282	0.97374773	0.9323492	0.78895974	0.814894	0.9175105	0.85661125	0.72140896	0.84477645	0.8691531	0.8738843	0.9002819	0.7575259	0.8819713	0.89991736	0.76592016	0.8700955	0.74834526	0.62867147
koop/verb	0.66268814	0.0	0.58397824	0.8173163	0.6037777	0.64921486	0.8665088	0.7583132	0.6076175	0.77024895	0.8022522	0.8466023	0.65647507	0.7570425	0.6472792	0.71230865	0.7670089	0.6526282	0.65788937	0.76142883	0.6725197	0.8689889	0.8424548	0.45942122	0.7377717	0.8628585	0.7613195	0.8373276	0.7043915	0.81491137	0.86084807	0.76017916	0.91641104	0.79827654	0.56816554	0.7622466	0.7188077	0.82484555	0.7414577	0.7657329	0.84879833	0.77440274	0.65156263	0.8014342	0.82969797	0.841872	0.8122004	0.78456074	0.82343066	0.7084498	0.7553685	0.5575101	0.7603886	0.7333014	0.8408922	0.6417723	0.85379106	0.83819807	0.6168581	0.7738867	0.85209244	0.8265079	0.7595167	0.66562146	0.7423386	0.35903704	0.85208064	0.45894587	0.68559265	0.6357864	0.732502	0.6921615	0.72757185	0.79296994	0.85133296	0.65388215	0.7925659	0.63801146	0.8462666	0.7894905	0.8048407	0.7643943	0.5806189	0.7451947	0.5826273	0.9191476	0.6604705	0.6484381	0.7943679	0.6387589	0.79667366	0.6750563	0.7837644	0.69595313	0.5350083	0.8951719	0.70123506	0.8497398	0.65082896	0.85003495	0.9527627	0.71399236	0.6185655	0.37787753	0.66413325	0.74204403	0.6232457	0.84531236	0.69936574	0.7875164	0.84061337	0.82159853	0.6914313	0.4067235	0.8500074	0.8519529	0.7679026	0.7997153	0.62912947	0.71475446	0.8509182	0.8404696	0.7536486	0.7839212	0.7776543	0.6669282	0.6941708	0.82818466	0.5952419	0.6073684	0.7955723	0.6584844	0.7519163	0.78276086	0.66228753	0.7538656	0.7188616	0.6774257	0.86205006	0.5380559	0.88479203	0.83064365	0.6630673	0.86427194	0.6858713	0.82223916	0.7325284	0.59590876	0.6852095	0.70376825	0.695983	0.84797597	0.3135965	0.6744887	0.7894049	0.83383584	0.635752	0.76729244	0.5900827	0.6129444	0.8808264	0.51565874	0.619459	0.6844424	0.68792605	0.71333534	0.40472114	0.75803983	0.83132875	0.7891524	0.66134864	0.6990613	0.90730613	0.89790875	0.80833185	0.6275	0.68470937	0.84037817	0.7424056	0.91400707	0.6823396	0.65205526	0.8264792	0.8579391	0.82742536	0.7267583	0.74098366	0.8314333	0.5846626	0.79330814	0.8415871	0.72237736	0.8788847	0.79760563	0.8296112	0.75748813	0.72304183	0.23977888	0.66774	0.6943119	0.6369295	0.8224745	0.74553037	0.85928667	0.7987261	0.702122	0.8745991	0.87501127	0.7333973	0.96237886	0.8172467	0.6769926	0.52790904	0.86629325	0.795403	0.7166822	0.68001944	0.79718685	0.7138002	0.9238967	0.7549825	0.86833197	0.9056788	0.7006436	0.62200475	0.604462	0.7208595	0.7985728	0.78266346	0.93634534	0.49608284	0.77920175	0.6623759	0.7170025	0.74421847	0.66637886	0.5140269	0.85540795	0.62624145	0.7659751	0.78471005	0.66251844	0.75500655	0.50104094	0.5074139	0.81850785	0.6323037	0.7459577	0.72049093	0.6677908	0.8081017	0.66783243	0.85438097	0.8260312	0.85045743	0.55555886	0.6408531	0.75911963	0.740476	0.476107	0.508338	0.58575207	0.7065515	0.3719529	0.82721305	0.7233392	0.6241962	0.71848494	0.91430986	0.6048075	0.7094822	0.8765259	0.8052112	0.63532484	0.30774975	0.6387104	0.90340805	0.8848601	0.67798436	0.8480867	0.5775139	0.7069954	0.90254414	0.61034083	0.82261014	0.41260517	0.67490774	0.72339857	0.6553826	0.76870024	0.87269276	0.7194735	0.7685746	0.6852648	0.6553238	0.8300234	0.6521508	0.8004961	0.5445719	0.76621485	0.77590424	0.84320235	0.86464	0.7619264	0.7955066	0.68149453	0.8586449	0.70750725	0.71924275	0.5727753	0.38784534	0.838656	0.81624734	0.6025557	0.75822484	0.8954647	0.7465856	0.5194519	0.5192891	0.79680395	0.9524251	0.60344607	0.7210797	0.7819612	0.85915536	0.5712943	0.733192	0.92735696	0.70191103	0.81786436	0.68438625	0.7536543	0.62047493	0.889672	0.8237915	0.8128607	0.8631215	0.62620616	0.73670524	0.7708671	0.67994833	0.8322551	0.5022254	0.75674534	0.7357313	0.7796323	0.6933969	0.48760545	0.82022	0.13825369	0.8485364	0.6672106	0.74162424	0.76581156	0.7231729	0.7826301	0.8198882	0.6887851	0.66160125	0.76110053	0.69807714	0.6180636	0.8657386	0.6869541	0.6035149	0.8071964	0.48244923	0.84338355	0.6805036	0.72804976	0.776941	0.9197542	0.7429241	0.7297509	0.81491804	0.9255418	0.7203959	0.7872439	0.69437957	0.66711974	0.8821453	0.7764861	0.58111113	0.9296792	0.8356917	0.5046555	0.6905879	0.67987597	0.6069661	0.90963626	0.83491504	0.8079387	0.8227644	0.6697129	0.7422888	0.56790406	0.6197778	0.5533173	0.6674894	0.60612535	0.7496941	0.73002625	0.828079	0.7016483	0.7294631	0.93790114	0.5328953	0.7903088	0.7705984	0.86037916	0.6530891	0.7598192	0.7395412	0.84309626	0.7358806	0.82812107	0.7473587	0.85295486	0.8762649	0.7525691	0.8053118	0.71040463	0.71250373	0.942837	0.72956026	0.54584473	0.5585296	0.94731724	0.8832644	0.5324859	0.7445056	0.8451327	0.6727763	0.61733145	0.80138373	0.7611146	0.70261925	0.6336147	0.632229	0.7213246	0.7838462	0.71399474	0.7316022	0.65084994	0.5173544
frank/noun	0.8493837	0.58397824	0.0	0.92112815	0.4703371	0.8976835	0.9507649	0.75816965	0.40009737	0.8929931	0.8267013	0.9376593	0.8217859	0.9586288	0.86511445	0.68866354	0.80499846	0.5012202	0.66614175	0.8422872	0.8992	0.9334394	0.9518632	0.7971332	0.8759113	0.8967899	0.8843229	0.8628689	0.77715445	0.866092	0.9034599	0.9280716	0.8454157	0.90397173	0.57546055	0.7007885	0.91864777	0.91322565	0.83746165	0.9335767	0.98317796	0.91876286	0.7916794	0.78809536	0.89978004	0.8941935	0.831071	0.8773935	0.94497496	0.6526378	0.92835075	0.7461744	0.82639515	0.8914979	0.8968084	0.68512535	0.8262652	0.7745891	0.5880247	0.82232666	0.9172354	0.8375942	0.7325667	0.8614141	0.83914703	0.59567106	0.68971395	0.73752654	0.8438346	0.7643516	0.8077063	0.9551447	0.90913177	0.8372508	0.88528895	0.5602182	0.83923036	0.7119334	0.94789535	0.84186035	0.83869016	0.6524328	0.6463034	0.83273554	0.5099522	0.9781116	0.9181608	0.8546392	0.9292473	0.72687376	0.94972223	0.82901174	0.8383156	0.62106985	0.64085144	0.96009326	0.84160477	0.91373396	0.7823144	0.9135855	0.92073584	0.8864378	0.76542103	0.59639615	0.78155977	0.8641074	0.89247185	0.8877152	0.79224837	0.68985546	0.9619554	0.93181705	0.76001745	0.77218837	0.9184214	0.8591658	0.93208385	0.85720325	0.38425982	0.7616123	0.93863904	0.9442394	0.7795287	0.86735785	0.81636614	0.7712922	0.80818427	0.8230361	0.63559306	0.81257796	0.8245234	0.7466547	0.9474411	0.7747309	0.8971523	0.75960183	0.8149849	0.85523343	0.9111406	0.7938575	0.8522742	0.91220784	0.8666338	0.9390849	0.90218633	0.949026	0.83000207	0.79087424	0.88051975	0.6895809	0.76035285	0.83478725	0.6733196	0.73102766	0.86689746	0.9076518	0.21062326	0.87439543	0.85364485	0.81706583	0.9609803	0.7731154	0.4671827	0.8748745	0.75741255	0.73714757	0.49895853	0.79485804	0.8079231	0.8585623	0.846418	0.7821862	0.9602356	0.86635417	0.75472546	0.46043694	0.8716178	0.7475176	0.8110402	0.96744126	0.7161053	0.91175324	0.7265943	0.8889302	0.9348972	0.80962825	0.8986899	0.8616117	0.7505923	0.97380894	0.810769	0.6208895	0.93668	0.89041555	0.91592383	0.77543116	0.7799585	0.6071205	0.5290224	0.8164531	0.877419	0.93718493	0.81812316	0.8787617	0.87460184	0.82053006	0.9395391	0.87819797	0.80322593	0.9393706	0.8841341	0.5458271	0.78885126	0.9432516	0.79313684	0.8694203	0.66668177	0.93952525	0.73199314	0.9585886	0.858975	0.95342684	0.8905748	0.64139795	0.82984304	0.8730005	0.6219389	0.9302299	0.84279484	0.9785881	0.7095494	0.87142	0.73864305	0.8440655	0.894325	0.87008595	0.7831818	0.88671476	0.56544966	0.9050551	0.8484553	0.76457816	0.8556472	0.6197334	0.59717655	0.8941729	0.76093495	0.8354056	0.6165234	0.75027245	0.94625074	0.8590779	0.9427894	0.87558615	0.8749457	0.583458	0.8201776	0.914203	0.9003067	0.29492044	0.77789557	0.6919715	0.88717866	0.6886756	0.95712924	0.61456543	0.635418	0.7619072	0.9473837	0.8611281	0.82731783	0.9492553	0.71673536	0.27760136	0.51124936	0.79543394	0.914327	0.9215562	0.90421796	0.9482748	0.8081111	0.85149413	0.96232134	0.8089003	0.9157803	0.77946293	0.8925234	0.85334826	0.8637236	0.85491765	0.78203154	0.6146103	0.8735703	0.89104164	0.8270192	0.95263934	0.609812	0.94564265	0.6775927	0.81959563	0.88850963	0.8141102	0.92455924	0.87209743	0.8463107	0.70778346	0.907284	0.8731634	0.8335466	0.81261754	0.7655931	0.7887298	0.89115065	0.7807043	0.6257585	0.9713988	0.8385523	0.72089005	0.58752626	0.8819721	0.9742814	0.7122617	0.81630737	0.8423079	0.7884424	0.8141317	0.87380886	0.9344444	0.8493067	0.98163515	0.43194294	0.8645166	0.76829135	0.8915634	0.85919785	0.8609183	0.9675684	0.827994	0.8160522	0.7941139	0.933409	0.8693072	0.7570846	0.88731104	0.8883805	0.9051697	0.7941519	0.7785058	0.88604593	0.6140337	0.95610267	0.8912376	0.86525106	0.86738706	0.8823538	0.7416612	0.72103435	0.64833933	0.7673652	0.8140812	0.789841	0.8129703	0.8854998	0.8799123	0.8088676	0.9347501	0.69153553	0.92551136	0.9068858	0.9183812	0.7241764	0.8390214	0.8007658	0.8599057	0.92504704	0.9209332	0.8985032	0.86895615	0.8791686	0.7779879	0.95551	0.87484133	0.7100998	0.94210696	0.83222747	0.705315	0.79964286	0.7764708	0.9031637	0.96824706	0.86772114	0.9287727	0.9130603	0.855777	0.7691382	0.6221654	0.87036204	0.69974244	0.6866218	0.82121646	0.81623083	0.91851866	0.8637267	0.868309	0.84673655	0.87591606	0.8008907	0.90742725	0.88598084	0.9479897	0.81102204	0.8130199	0.69266474	0.8584273	0.8977601	0.9106719	0.88233185	0.84603375	0.9025381	0.6952999	0.9385125	0.7498148	0.80029047	0.9495168	0.96617717	0.76780236	0.8047035	0.97871494	0.9691422	0.76860416	0.8133887	0.9519938	0.78497386	0.80620897	0.92378813	0.87085515	0.6748158	0.84830546	0.88222	0.8711117	0.9144927	0.88203114	0.8788858	0.78371686	0.8645233
