	artikel/noun	koop/verb	techniek/noun	btw/noun	concurreer/verb	een/det	hout_soort/noun	ongeveer/adv	gerecht/noun	nu/adv	kamer/noun	vind/verb	word/verb	bus/noun	Alcatel/name	tarief/noun	beperkt/adj	prullaria/noun	dit/noun	zo/adv	mest/noun	monteer/verb	zodat/comp	arbeid/noun	dus/adv	antibioticum/noun	Ryanair/name	exclusief/prep	heel/adv	China/name	benzine/noun	ontwikkel/verb	snel/adj	huur_woning/noun	daarom/pp	charme/noun	sober/adj	besta/adj	tot/prep	sociaal/adj	bedrijf_investering/noun	student/noun	beheer/noun	werk/verb	huur/verb	terug_reis/noun	via/prep	Thai/noun	vanwege/prep	patiënt/noun	provincie/noun	ton/noun	val_uit/verb	zo/adj	telecom_aandeel/noun	aan/part	tekort/noun	bar/noun	vest/noun	je/pron	bestel/verb	dan/comparative	schoon/adj	grondstof/noun	sherry/noun	zoek/verb	merkelijk/adj	Drachten/name	getekend/adj	factuur/noun	privé_firma/noun	prijs_daling/noun	tong/noun	maatschappij/noun	export_product/noun	30/num	koffie/noun	lokaal/adj	waardoor/pp	effectbejag/noun	vaak/adj	verbinding/noun	voorzie/verb	maak/verb	restaurant/noun	maar/vg	duur/noun	en/comp	flink/adj	of/vg	monotoon/adj	buitenland/noun	arbeid_kracht/noun	makelaar/noun	tot/vg	verantwoord/adj	strafschop/noun	stuk/noun	veelal/adv	Iers/adj	inwoner/noun	hoe/adj	altijd/adv	elektriciteit/noun	spul/noun	orkest_lid/noun	weet/adj	cent/noun	zet_in/verb	hun/det	goud/noun	andere/adv	35/num	appartement/noun	vlucht/noun	bedrijf/noun	Eurostar/name	bescherm/verb	bezuinig/verb	hier/adv	pin/verb	alternatief/noun	grond/noun	daardoor/pp	zeker/adv	goed/adj	enig/adj	fabriek/noun	omdat/comp	lok/verb	internet/noun	hout/noun	bovendien/adv	reis/noun	verkoop/noun	maaltijd/noun	en/vg	bus/fixed	naar/prep	10/num	Amerika/name	euro/noun	alles/noun	maak_na/verb	vlees/noun	lijk/verb	euro_cent/noun	lamp_DIM/noun	kan/verb	prijs/noun	vergeleken/adj	trip/noun	hotel/noun	om/comp	niet/adv	opvang/noun	nou/tag	eenvoudig/adj	slot_koers/noun	ze/pron	bevroren/adj	ING/name	zoek/adj	zal/verb	als/prep	ding/noun	kantoor_ruimte/noun	makkelijk/adj	beperking/noun	rommel/noun	echt/adj	devaluatie/noun	595/num	Easyjet/name	diesel/noun	aangetrokken/adj	toch/adv	stad/noun	kop_DIM/noun	dus/vg	ticket/noun	KBC/name	inferieur/adj	of/comp	defect/adj	1000/num	die/pron	vermogen_beheer/noun	werk/adj	misschien/adv	langer/adv	strafschop_doelpunt/noun	truc/noun	abonnement/noun	produceer/verb	bewering/noun	effect/noun	model/noun	door/comp	Canada/name	aandeel/noun	scoor/verb	ben/verb	inseminatie/noun	100/num	betaal_bij/verb	ergens/adv	huis_brand_olie/noun	manier/noun	start/adj	morbide/adj	want/vg	gewoon/adj	lig_om/adj	milieuvriendelijk/adj	besta/verb	voor/prep	vooral/adv	type/noun	fabrikant/noun	Brussel/name	sperma/noun	natuurlijk/adj	zogenaamd/adj	medicijn/noun	Nederland/name	sigaret/noun	pak_DIM/noun	tweewieler/noun	boek/verb	gemeente/noun	relatief/adj	bedenk/verb	elders/adv	oplossing/noun	openbaar/adj	honderden/noun	alleen/adv	H&M/name	derdewereldlanden/noun	Chanel/name	als/comp	kost/verb	leven_middel/noun	meng/verb	bied_aan/verb	wie/pron	die/det	*/tag	heruitgave/noun	procent/noun	KPN/name	wil/verb	waar/adv	20/num	uit/fixed	doorzie/verb	schrijf_over/verb	gulden/noun	duur/adj	voorganger/noun	productie/noun	toevloed/noun	kunststof/noun	toegepast/adj	meestal/adv	gekopieerd/adj	het/noun	vrij/adj	te/comp	kleding/noun	site/noun	huisvuil_zak/noun	rund/noun	papier/noun	modificatie/noun	aanzienlijk/adj	Afrikaans/adj	fles_DIM/noun	internet/verb	draadloos/adj	uiteindelijk/adj	campagne/noun	versie/noun	Oxfam/name	middel/noun	hooguit/adv	blijf/verb	kwaliteit/noun	winkel/noun	aanmerking/noun	extreem/adj	subsidie/noun	veel/adj	brood/noun	fles/noun	slecht/adj	skeeler/verb	dat/det	bier/noun	buitenlands/adj	Braziliaans/adj	gebruik/verb	ham/noun	lofzang/noun	dollar/noun	veruit/adv	speeltuin/noun	alleszins/adv	uit/part	indien/comp	ster_restaurant/noun	gebruik/noun	rij_auto/verb	eveneens/adv	specialiseer/verb	lijn_dienst/noun	amusement/noun	vliegtuig/noun	gemakkelijk/adj	coke/noun	merk/noun	overigens/adv	BMW/name	erg/adj	paraplu/noun	riskant/adj	kies/verb	bank_garantie/noun	lening/noun	1,4/num	woning/noun	rij/verb	vervoer/noun	grafiek/noun	hoofdzakelijk/adj	scheep_af/verb	juist/adv	consument/noun	zo'n/det	veilig/adj	per/prep	exploiteer/verb	onderwijs/noun	onderhoud/noun	Baudouin/name	bewerkt/adj	wij/pron	teken_film/noun	mogelijk/adj	winkelier/noun	slagvaardig/adj	wellicht/adv	bijvoorbeeld/adv	zowel/adv	uit/prep	ander/adj	nog/adv	aangenaam/adj	vlag/noun	verwerf/verb	luchtvaart_maatschappij/noun	de/fixed	tientallen/noun	spul_DIM/noun	voordelig/adj	klein/adj	dakloze/noun	bied/verb	markt/noun	efficiënt/adj	kool/noun	wel/adv	min/adj	uitgave/noun	iets/noun	lawaaierig/adj	formule/noun	regeling/noun	ongeschoold/adj	olie_maatschappij/noun	genees_middel/noun	populist/noun	mode/noun	product/noun	scrupule/noun	lever/verb	ondernemer/noun	oog/adj	water/noun	materiaal/noun	locatie/noun	generiek/adj	dankzij/prep	krediet/noun	lekker/adj	concurrentie/noun	rij_DIM_huis/noun	ook/adv	reis/verb	assortiment/noun
artikel/noun	0.0	0.71079475	0.80592203	0.8763479	0.8100896	0.7978997	0.927902	0.8833683	0.7182559	0.9264666	0.8386416	0.8399603	0.8464545	0.88030094	0.84118176	0.8500304	0.7777588	0.6620337	0.8712301	0.94151	0.8606803	0.815619	0.8393887	0.9081346	0.8987491	0.8454497	0.9285134	0.7710076	0.9354477	0.8818416	0.8323393	0.83982044	0.8966197	0.89708835	0.90931195	0.8885102	0.78231966	0.7584909	0.80302763	0.91945577	0.9295143	0.83249384	0.86544406	0.87776875	0.9213152	0.9438145	0.6990153	0.8628658	0.8752315	0.92023283	0.91920024	0.8368485	0.9350222	0.89851356	0.92554796	0.7360022	0.9383844	0.79387236	0.86414003	0.83540046	0.66180474	0.91820323	0.87062484	0.78469	0.95101434	0.88177514	0.9069261	0.8133079	0.88202715	0.79888505	0.96531516	0.86909264	0.87848383	0.90387714	0.9416614	0.9097085	0.7661396	0.87892187	0.8796828	0.8947751	0.78989166	0.8739031	0.77598524	0.89253736	0.76773936	0.92997134	0.9354277	0.8845165	0.8043327	0.7353374	0.9142042	0.7912179	0.931372	0.8697351	0.8691445	0.8320405	0.9686368	0.7670516	0.76975036	0.9282852	0.85553706	0.90343666	0.9596531	0.8117522	0.6627856	0.9049184	0.886815	0.9013786	0.8805493	0.76268387	0.8501109	0.73320717	0.8814202	0.8624581	0.8862716	0.8265257	0.86203605	0.8887917	0.91652954	0.8496733	0.8261426	0.8943103	0.8043796	0.8972044	0.8884585	0.9512644	0.8772081	0.8028763	0.868232	0.80108124	0.6764452	0.769386	0.86262083	0.84315133	0.74739635	0.75149995	0.656773	0.9892613	0.9187176	0.85899866	0.88513696	0.8383887	0.8589771	0.89193237	0.742244	0.87832177	0.90321815	0.6584027	0.8705436	0.7729526	0.9153256	0.9442203	0.81408626	0.8987253	0.9534148	0.9051497	0.92298985	0.7449655	0.9241173	0.89076114	0.8799087	0.87770003	0.8386873	0.933073	0.9127423	0.9170899	0.86440253	0.9015677	0.83776677	0.8363527	0.9493187	0.9342178	0.8644958	0.9144633	0.8754927	0.94163376	0.97187316	0.9142313	0.8391191	0.8284508	0.77284896	0.75890195	0.87072587	0.89014	0.9258362	0.81427354	0.78579265	0.8902049	0.8803363	0.9474331	0.875366	0.95840466	0.83239806	0.78740215	0.811934	0.78789353	0.86166817	0.6947224	0.8321827	0.90230465	0.8308734	0.9842895	0.95198876	0.8677412	0.8331948	0.86883163	0.90994537	0.88436794	0.94265485	0.9228106	0.7985077	0.91718596	0.82396835	0.9048699	0.8485651	0.75696754	0.8606989	0.75478685	0.8005017	0.6654915	0.8087996	0.9337157	0.87339914	0.75675845	0.75525963	0.8436908	0.7228329	0.7698895	0.9173669	0.787379	0.921599	0.84384847	0.90461385	0.8754585	0.9453472	0.9177592	0.7317351	0.8367814	0.8301028	0.9370843	0.8829242	0.91100097	0.8469776	0.60959536	0.9496168	0.7114708	0.8520384	0.7848331	0.7623614	0.7983546	0.85608685	0.8648238	0.91187346	0.77716386	0.8898533	0.9827298	0.91368616	0.8048223	0.8450042	0.7942086	0.9059638	0.8037061	0.94002354	0.8563695	0.82139987	0.77728367	0.72658277	0.97435385	0.8132858	0.85963047	0.60459965	0.688594	0.8155998	0.92827046	0.7538305	0.9144199	0.8638116	0.845477	0.7482146	0.83538395	0.7639675	0.9220763	0.90062654	0.7333273	0.7770101	0.91280866	0.8448444	0.9454885	0.80540156	0.6377077	0.94027007	0.8869022	0.92949206	0.9067617	0.7391162	0.72353363	0.9474059	0.8578655	0.9490534	0.7824054	0.80293477	0.96047103	0.8370893	0.8848502	0.8594672	0.86086184	0.88361967	0.9113714	0.94369614	0.8694659	0.92384005	0.85820484	0.851825	0.90301526	0.85532135	0.74899805	0.9385631	0.7817122	0.8590534	0.89812	0.8059597	0.7419834	0.86064637	0.8861175	0.9071137	0.73726285	0.8719063	0.8474106	0.9082601	0.866363	0.9153236	0.847965	0.90732044	0.86726123	0.68271255	0.69918025	0.89240587	0.92323226	0.6963019	0.80420995	0.86359656	0.8605273	0.82093555	0.88575345	0.90450996	0.96867305	0.8463373	0.9266976	0.89510083	0.84952	0.63393044	0.9793469	0.9232701	0.7505629	0.76486814	0.6917547	0.80246276	0.95787513	0.9454962	0.8057656	0.87120956	0.9103718	0.9438451	0.7358618	0.7807841	0.8100477	0.7966194	0.9086015	0.7601485	0.7290112	0.91359735	0.8916979	0.9421652	0.9083422	0.7347606	0.9085132	0.9349705	0.6760652	0.94455314	0.946713	0.93348056	0.7763057	0.9519791	0.6751362	0.629529	0.94353706	0.80279064	0.8292597	0.9308729	0.9042097	0.79249626	0.81590545	0.8685291	0.8579865	0.8798498	0.9510981	0.8860527	0.88880545	0.7791581	0.88676995	0.6110039
koop/verb	0.71079475	0.0	0.7791431	0.6759482	0.6671824	0.5993346	0.87150127	0.62310493	0.7734748	0.77717805	0.6178197	0.69523317	0.70737433	0.77723795	0.712474	0.65038073	0.73968893	0.6999075	0.8572057	0.8397678	0.7358695	0.7575798	0.6294964	0.82039255	0.70831954	0.74225914	0.81753147	0.6008909	0.7641314	0.77089816	0.5719737	0.69330955	0.8363216	0.7325541	0.79845655	0.85091174	0.7451262	0.61503744	0.8106476	0.77384377	0.81036305	0.77794445	0.7890977	0.70264864	0.5724948	0.8167473	0.6031582	0.81967175	0.83202475	0.81708914	0.8166163	0.6305219	0.7799264	0.8400316	0.7967484	0.61806464	0.7286841	0.6948859	0.7414056	0.6787863	0.3704015	0.73786783	0.66004145	0.6217598	0.730348	0.6944314	0.79635847	0.8692022	0.83738446	0.6855265	0.84039277	0.62698627	0.8265478	0.8071172	0.812574	0.7133249	0.57080203	0.73870695	0.6770892	0.91020143	0.6774778	0.78821635	0.6014808	0.75240266	0.7202127	0.8622744	0.8092084	0.72535944	0.66349226	0.39374757	0.87532586	0.7491349	0.8750959	0.63344467	0.745926	0.71431834	0.95076	0.65047586	0.62545145	0.8536221	0.7982909	0.7980747	0.8177367	0.70246917	0.45833856	0.8412732	0.78744614	0.6258923	0.81877583	0.48216283	0.76172006	0.66861165	0.7010563	0.61761034	0.8249623	0.620311	0.83138597	0.70657074	0.75479704	0.64901626	0.7396029	0.72250617	0.6804351	0.69786537	0.8687063	0.8072583	0.87836283	0.6582104	0.6892779	0.75321424	0.6419389	0.6993636	0.6795369	0.7004642	0.31442738	0.6936331	0.45752162	0.91348636	0.7904783	0.73183185	0.80382425	0.6196681	0.7531357	0.5922094	0.63286835	0.8502223	0.6464534	0.6731827	0.6892393	0.4204074	0.73077035	0.83543944	0.72944266	0.6935762	0.8693553	0.8809273	0.8118281	0.67319775	0.79590887	0.6661896	0.7214714	0.71713257	0.64304495	0.8109219	0.75758004	0.7996669	0.68170875	0.71003306	0.8763764	0.62298274	0.76626563	0.8330624	0.7825536	0.779799	0.72156346	0.8116951	0.8257594	0.75770587	0.75008917	0.5995691	0.6795072	0.69868875	0.71141016	0.759341	0.7922764	0.72141194	0.6235379	0.8135048	0.77766883	0.8503411	0.71898997	0.9505219	0.8015561	0.6611394	0.50808054	0.8523975	0.7553344	0.72107804	0.6445016	0.76837915	0.6738928	0.9075365	0.8456639	0.88074243	0.6219985	0.6832885	0.6482744	0.7143009	0.8066162	0.75084907	0.9170324	0.774122	0.5202783	0.7795824	0.67358613	0.71935564	0.58881724	0.6951951	0.70108515	0.53935635	0.8006678	0.8287387	0.7407284	0.76988053	0.6554738	0.7702393	0.52326465	0.49169916	0.81340003	0.625947	0.73029006	0.62569577	0.76606536	0.6529988	0.88604546	0.86813575	0.5858398	0.6693418	0.6729452	0.7606876	0.6870799	0.74177045	0.5068999	0.5477792	0.67845416	0.39259392	0.620096	0.71623796	0.65279144	0.89411485	0.7007253	0.66292	0.69029164	0.6406943	0.6653906	0.9380038	0.8682619	0.80959654	0.67126703	0.33447558	0.89440954	0.6289252	0.8733758	0.68568736	0.8439481	0.61042	0.72606826	0.8866161	0.8321848	0.74494183	0.43803978	0.7570859	0.7272968	0.7773534	0.64730024	0.79681265	0.6546915	0.7931489	0.56834227	0.7522791	0.79374933	0.835073	0.7874391	0.7675072	0.7524797	0.7954907	0.6915434	0.8280383	0.6962774	0.4364084	0.7835981	0.772904	0.75084394	0.74825305	0.53634846	0.5353114	0.7861463	0.9362896	0.8218381	0.58818203	0.71533835	0.7884235	0.5423081	0.70033514	0.81872267	0.6950692	0.75740886	0.88349825	0.833466	0.74912834	0.75365907	0.88363266	0.6328824	0.71749043	0.73754865	0.70310354	0.8448149	0.78350437	0.75358427	0.76755744	0.7133838	0.51486707	0.79350734	0.73649144	0.83077216	0.67398924	0.72176695	0.6978863	0.7769056	0.6524614	0.6832472	0.642578	0.77148634	0.7194884	0.87053996	0.6350196	0.71180385	0.7946422	0.5159398	0.6316008	0.67229664	0.56147265	0.73141825	0.9140834	0.7500166	0.91795385	0.66831005	0.80417705	0.91203225	0.7617644	0.63502383	0.923617	0.83678377	0.52010036	0.6944878	0.63639164	0.6051555	0.80662566	0.80720925	0.8213252	0.63462025	0.7988711	0.79193413	0.60798293	0.6786566	0.59007215	0.6055712	0.81861156	0.65475595	0.55136317	0.777405	0.64223754	0.8334508	0.73625803	0.7267021	0.80799365	0.84272647	0.7102621	0.8200016	0.8912344	0.7330847	0.7056166	0.9413488	0.7335342	0.5307399	0.8734065	0.48737532	0.7459374	0.8353782	0.6497694	0.6540551	0.77667207	0.75324506	0.75380224	0.6607645	0.6499418	0.72528255	0.8156296	0.6806975	0.7402911	0.5070303
techniek/noun	0.80592203	0.7791431	0.0	0.8302954	0.7999687	0.75676477	0.7318622	0.93341887	0.81720626	0.8258695	0.83079827	0.8155556	0.6299256	0.88028365	0.87953186	0.7978456	0.7202866	0.8608821	0.7170642	0.72793984	0.5906733	0.675253	0.6799248	0.7539873	0.73025405	0.5926252	0.879848	0.8885092	0.748377	0.82484484	0.7878697	0.43808955	0.69024134	0.8631596	0.6885611	0.7675505	0.70364	0.62304896	0.8263816	0.793573	0.7780382	0.7117403	0.7339554	0.6390097	0.8918381	0.9446208	0.6040126	0.87351227	0.74004793	0.7092465	0.9071046	0.8432423	0.84660625	0.80142957	0.8549091	0.8163531	0.83418316	0.93577844	0.6785977	0.8121338	0.8230557	0.81817365	0.6234792	0.60720706	0.90170723	0.822129	0.86923707	0.9713864	0.8602276	0.8184136	0.84110475	0.8036901	0.8785718	0.8271598	0.8201072	0.9719245	0.8866199	0.7813702	0.5846004	0.8495537	0.66472936	0.5962465	0.7248057	0.64368546	0.8964861	0.7575374	0.87461686	0.8728432	0.84326166	0.6635218	0.8383498	0.79455525	0.82511216	0.8508482	0.8824835	0.5769315	0.89815307	0.78418404	0.7726487	0.864033	0.9389109	0.71045196	0.78868246	0.7277107	0.72852105	0.92103523	0.8770712	0.8945378	0.8113033	0.7684312	0.8040229	0.67184913	0.94433254	0.91931903	0.85423124	0.7025048	0.8968947	0.78958344	0.8527332	0.8150354	0.8999154	0.62684774	0.8432329	0.7039814	0.86975473	0.7627697	0.83053094	0.7574847	0.6682774	0.90924734	0.6028143	0.56161225	0.643265	0.8619232	0.757768	0.8281957	0.6068462	0.92098767	0.91559553	0.92581075	0.81197065	0.9643173	0.79881585	0.68137646	0.8051928	0.78436065	0.9361069	0.8689231	0.659217	0.78083795	0.8622974	0.86451894	0.873881	0.5890447	0.85760456	0.8070203	0.9153179	0.61076176	0.9769362	0.81376654	0.81322193	0.92841506	0.8335994	0.8101661	0.729571	0.77812207	0.83651346	0.7419405	0.777019	0.85139227	0.8463807	0.8331907	0.9736382	0.84646225	0.798381	0.83274007	0.8634122	0.8580058	0.94183576	0.79416203	0.9035747	0.9101102	0.74461335	0.7894549	0.8406302	0.9001544	0.6477448	0.84507793	0.67527425	0.8520024	0.7570313	0.87097526	0.6219177	0.8164854	0.5825303	0.8194432	0.65315497	0.5423161	0.61380935	0.8971288	0.85972387	0.89146173	0.7268708	0.6929123	0.90630996	0.85046226	0.91888785	0.7758995	0.5771	0.84623575	0.8755028	0.7355262	0.7584028	0.9019837	0.59672785	0.7120173	0.69309664	0.6240154	0.71642137	0.6501874	0.9325984	0.64906	0.6941145	0.59380347	0.5615676	0.80972683	0.8557882	0.8900213	0.8316703	0.8850249	0.9166157	0.6517341	0.73916334	0.82667035	0.70112604	0.8172395	0.89900124	0.68049306	0.83957183	0.754253	0.8678279	0.838619	0.8486955	0.74875844	0.7948776	0.75379974	0.8682133	0.7603351	0.9024055	0.76215833	0.9239848	0.8325329	0.8030895	0.89676106	0.96862096	0.91341203	0.8409854	0.9254132	0.94229466	0.7175754	0.8385749	0.5386194	0.8013521	0.5750661	0.48823845	0.67577505	0.7443627	0.8110153	0.6840961	0.6685116	0.6688503	0.6966736	0.8056498	0.7158401	0.67477155	0.56976634	0.7180615	0.81620663	0.84629935	0.66426045	0.5329	0.8866105	0.74084073	0.6599433	0.8550915	0.5225681	0.8495022	0.79973054	0.7250403	0.89402187	0.8976663	0.7244671	0.8191792	0.66569	0.8602269	0.89299417	0.8588774	0.7643157	0.8095336	0.8431144	0.82965356	0.8728417	0.52485836	0.89240813	0.8427899	0.94186497	0.7693546	0.8199372	0.78235745	0.8769789	0.688287	0.93645036	0.50552124	0.6854798	0.70345265	0.6803094	0.83744466	0.69043255	0.810957	0.72154677	0.85453916	0.7486708	0.74552727	0.7715788	0.7770334	0.8616071	0.6896689	0.6792147	0.88029563	0.79043	0.9214452	0.86800236	0.8477452	0.6953601	0.65818745	0.719424	0.90451753	0.6964738	0.67482436	0.8232671	0.58336824	0.91194856	0.83027047	0.78603595	0.754871	0.96062016	0.74345696	0.7868366	0.83111006	0.5368208	0.7912916	0.7854515	0.85018015	0.5138695	0.67915034	0.7814821	0.7435273	0.8922529	0.7952317	0.8792791	0.74193925	0.8881916	0.90501773	0.8160031	0.8293675	0.7311191	0.84627366	0.8680366	0.68867755	0.71361923	0.56412065	0.77072954	0.84481806	0.69382524	0.75300026	0.85459167	0.7779288	0.6710158	0.68771434	0.8190194	0.86003333	0.6049148	0.9175724	0.6702294	0.5037483	0.7597431	0.6365807	0.8559028	0.882867	0.7835002	0.44371223	0.78419936	0.70930624	0.5820648	0.793031	0.8094443	0.76692855	0.84169775	0.7312116	0.8735764	0.7604503
btw/noun	0.8763479	0.6759482	0.8302954	0.0	0.77353597	0.7895799	0.89096004	0.5506235	0.9023709	0.8619531	0.8964964	0.9393089	0.73372126	0.78865093	0.7758132	0.6188128	0.78972477	0.89464056	0.92944336	0.9184695	0.84836817	0.81540495	0.76207256	0.7654675	0.7681128	0.8954218	0.83093095	0.4167573	0.9224666	0.9015254	0.51146775	0.8256612	0.8905088	0.8012087	0.86739004	0.94923854	0.90758145	0.8006196	0.75272095	0.71808606	0.81282914	0.85467917	0.8318327	0.8120502	0.7078762	0.77444744	0.72845364	0.93083423	0.8034534	0.79220045	0.87320113	0.6681952	0.84818023	0.9394591	0.8616448	0.8305149	0.75528836	0.8873702	0.77361095	0.88330764	0.69345194	0.7874249	0.81334037	0.6719044	0.84200203	0.92920893	0.7854502	0.92519844	0.9493475	0.5379238	0.8233552	0.632563	0.9502416	0.8779303	0.8610881	0.6286576	0.7708135	0.7788066	0.7147252	0.8842442	0.84177166	0.8167837	0.76137114	0.8895081	0.85480213	0.93179524	0.8430958	0.9476782	0.70212805	0.7248876	0.9065759	0.83782434	0.8704726	0.7551447	0.7535181	0.8250648	0.9405853	0.7835653	0.8410613	0.9304232	0.7994148	0.9405421	0.9226524	0.65178514	0.80366045	0.90400183	0.84836996	0.43061304	0.94531095	0.74231946	0.8433238	0.79586804	0.6555247	0.8382845	0.7761376	0.7440713	0.85322756	0.8684238	0.77624804	0.9523874	0.7599591	0.7663891	0.84810567	0.7364267	0.8488703	0.9114331	0.91041493	0.8856916	0.773217	0.8583859	0.80038047	0.84169465	0.6985116	0.7603511	0.63861376	0.77929187	0.7422543	0.94794554	0.86672443	0.59153897	0.93710124	0.4846778	0.91868407	0.8384639	0.83473814	0.9377406	0.5391246	0.92793334	0.8209786	0.45778888	0.7819483	0.8737696	0.8317126	0.8071679	0.9243988	0.86295056	0.9574711	0.8443197	0.76853585	0.8790027	0.8681642	0.73704284	0.9388883	0.78818035	0.8939105	0.94984424	0.84238756	0.89645517	0.84134096	0.8419993	0.9481233	0.8142382	0.52057374	0.8580402	0.51383835	0.8517505	0.9410425	0.89445466	0.8343426	0.8354423	0.67123437	0.81708586	0.823875	0.89521635	0.8589606	0.6780066	0.7976762	0.84806305	0.8038684	0.9458476	0.7815167	0.94795185	0.80844474	0.5124571	0.7750915	0.86056554	0.7723835	0.87422776	0.7280551	0.91186756	0.67802346	0.9088724	0.91721433	0.8891043	0.6179537	0.52932847	0.9527429	0.61750114	0.9083487	0.8203236	0.9479441	0.89478457	0.77853155	0.8209493	0.63180894	0.8239907	0.61383724	0.86758846	0.8785109	0.7076827	0.8181262	0.9310547	0.88992995	0.7557057	0.74580526	0.88611805	0.6348018	0.7068949	0.93260634	0.7434367	0.74254555	0.7316705	0.87337327	0.9051155	0.9170925	0.8532312	0.7317294	0.816739	0.8847336	0.898927	0.8981674	0.86604774	0.44880408	0.73535025	0.88557744	0.6989212	0.7893852	0.80237967	0.7056636	0.96058273	0.69899327	0.66452414	0.8406273	0.90254474	0.6742477	0.9600328	0.8557255	0.7074251	0.4981681	0.5097038	0.9492329	0.78021264	0.8435277	0.838695	0.8693117	0.84325176	0.87648195	0.9453855	0.82874286	0.8467028	0.7764364	0.86095476	0.7209491	0.86498964	0.86666846	0.8772178	0.7093337	0.8768215	0.8094441	0.6765323	0.79260784	0.8240937	0.900762	0.890778	0.85847235	0.8407231	0.7634003	0.9136178	0.86215377	0.73416996	0.81685615	0.82547987	0.5656754	0.84312886	0.8235461	0.68191314	0.89971936	0.9476748	0.8407923	0.8396288	0.81736416	0.9458348	0.7784947	0.91793686	0.9510215	0.6510421	0.8333496	0.78605515	0.8498893	0.84354997	0.7996026	0.9111491	0.7402491	0.7792016	0.81241965	0.8494668	0.8681601	0.8573379	0.9036438	0.87590355	0.89602065	0.7706606	0.7570877	0.81350136	0.92818826	0.92466205	0.8925146	0.8591814	0.8231794	0.6853922	0.6503588	0.78032476	0.7477956	0.77727544	0.925108	0.83016676	0.85930705	0.8967462	0.62087286	0.6717335	0.8483312	0.50603795	0.7650686	0.87868655	0.7573515	0.9690481	0.88012314	0.9106179	0.9489796	0.84922886	0.5902706	0.9273243	0.86450946	0.72761023	0.75771964	0.8643863	0.87038255	0.8680594	0.9321385	0.9654709	0.7828789	0.8637485	0.92823744	0.7179492	0.8064565	0.68692005	0.83834785	0.898447	0.8366678	0.73623097	0.8500309	0.7694459	0.91831875	0.76597387	0.691712	0.9130837	0.8707029	0.853687	0.7643231	0.8531271	0.7059901	0.75040025	0.9487868	0.95128566	0.6798928	0.93883157	0.6483103	0.73822325	0.8997347	0.8422611	0.7952472	0.90666157	0.82046473	0.7979405	0.699439	0.89316684	0.7998474	0.94708997	0.85262966	0.90311986	0.7951098
