	BMW/name	Brussel/name	Gill/name	Kinepolis/name	Konmar/name	Unilever/name	aandeel/noun	aanzienlijk/adj	abonnement/noun	alles/noun	alternatief/noun	amusement/noun	antibioticum/noun	appartement/noun	arbeid/noun	arbeid_kracht/noun	artikel/noun	bedrijf/noun	bedrijf_investering/noun	bel/verb	bewering/noun	bier/noun	boek/verb	bus/noun	charme/noun	coke/noun	consument/noun	dat/det	devaluatie/noun	die/det	diesel/noun	ding/noun	dollar/noun	echt/adj	effectbejag/noun	elektriciteit/noun	en/vg	erg/adj	eten/noun	euro/noun	extreem/adj	fabrikant/noun	factuur/noun	flink/adj	formule/noun	genees_middel/noun	gerecht/noun	goud/noun	grafiek/noun	grond/noun	grondstof/noun	ham/noun	heel/adv	heruitgave/noun	het/noun	hoe/adj	hoofdzakelijk/adj	hotel/noun	hout_soort/noun	huisvuil_zak/noun	huur_woning/noun	iets/noun	inkoop/noun	inseminatie/noun	internet/noun	juist/adv	kamer/noun	kantoor_ruimte/noun	kleding/noun	kool/noun	kop_DIM/noun	krediet/noun	kwaliteit/noun	lekker/adj	lening/noun	leven_middel/noun	lijn_dienst/noun	luchtvaart_maatschappij/noun	maaltijd/noun	maatschappij/noun	makelaar/noun	medicijn/noun	meestal/adv	merk/noun	merkelijk/adj	mest/noun	middel/noun	mode/noun	model/noun	niet/adv	nog/adv	om/comp	onderwijs/noun	oog/adj	opvang/noun	overigens/adv	pak_DIM/noun	paraplu/noun	pc/noun	permanent/adj	pin/verb	populist/noun	prijs/noun	product/noun	productie/noun	programma/noun	reis/noun	relatief/adj	rij_DIM_huis/noun	rij_auto/verb	rommel/noun	rook/verb	sperma/noun	spul/noun	spul_DIM/noun	ster_restaurant/noun	strafschop/noun	strafschop_doelpunt/noun	stroom/noun	stuk/noun	tarief/noun	te/comp	techniek/noun	technologie/noun	telecom_aandeel/noun	ticket/noun	trip/noun	truc/noun	tweewieler/noun	type/noun	uiteindelijk/adj	uitgave/noun	vaak/adj	veel/adj	versie/noun	vervanging/noun	vervoer/noun	vlag/noun	vlees/noun	vlucht/noun	vooral/adv	vrij/adj	wao/noun	was_poeder/noun	wij/pron	winkel/noun	woning/noun	ze/pron	zo/adj	zo/adv
leven_middel/noun	0.9619867	0.96406543	0.9936569	0.97370434	0.90143895	0.8753184	0.90017545	0.97470385	0.8927175	0.99985445	0.98750263	0.9939002	0.9754825	0.955405	0.96536046	0.9556112	0.93692183	0.9222255	0.9651417	0.9764064	0.9623633	0.92470396	0.9236531	0.97484714	0.98439264	0.9416976	0.91015726	0.95520014	0.9432354	1.0	0.91550916	1.0	0.89068913	0.99021006	1.0	0.9514174	0.9410846	0.9868686	0.9713184	0.8918578	0.9805375	0.9519321	0.92645866	0.92712235	0.9785808	0.96060205	0.99814326	0.9534228	0.98819965	0.9517992	0.9617346	0.9276326	0.9935079	0.9975824	0.9996051	0.99984235	0.9612737	0.97151506	0.9576972	0.9608231	0.8885186	0.9941641	0.96972936	0.9374457	0.998475	0.9653617	0.96859	0.9367292	0.97690827	0.9800421	0.9937776	0.933721	1.0	0.9926121	0.9005191	0.0	0.9753037	0.94702876	0.925861	0.9900339	0.9744486	0.9727161	0.9903544	0.9487086	0.9773512	0.95414656	0.95359385	0.98295695	0.9865639	1.0	0.9648901	0.97812563	0.9932565	0.9833458	0.95876384	0.9667963	0.9270235	0.98348904	0.96640855	0.98731124	0.97627544	0.995819	0.89753395	0.9317857	0.9445474	0.99257755	0.9633025	0.96239144	0.9732472	0.94603753	0.9950201	0.98863786	0.970187	0.99059266	0.9313431	0.99820274	0.96169233	1.0	0.93848675	0.9293344	0.9229315	0.9848892	0.99483454	0.99764764	0.9077214	0.9309691	0.95071316	0.974849	0.97147775	0.9902162	0.96826303	0.95099115	0.99355835	0.9976292	0.97278374	0.9551548	0.99199283	0.96747	0.93220055	0.93582654	0.97273594	0.9904507	0.9841296	0.98927206	0.99485993	0.88656175	0.924085	0.99541646	0.9951237	0.9979897
lijn_dienst/noun	0.98325646	0.93654275	0.992661	0.96767914	0.9817039	0.98384696	0.9596466	0.97980547	0.98392653	0.9760117	0.96715695	0.9940173	0.9632437	0.93734884	0.9873856	0.9369575	0.95494395	0.9611437	0.9451453	0.97130525	0.99145347	0.9827724	0.9473005	0.9545773	0.99320227	0.9383031	0.9704089	0.97541857	0.9387716	0.9973759	0.9761561	1.0	0.9523904	0.9736268	1.0	0.96172965	0.93344635	1.0	0.99173474	0.95851594	0.9825446	0.96578455	0.9552852	0.97672564	0.9651099	0.9755455	0.9387889	0.96726245	0.9642974	0.9519529	0.9704791	0.9455488	0.9561875	0.98195386	1.0	1.0	0.951188	0.93661255	0.9815762	0.9530907	0.9429557	1.0	0.9687245	0.99667823	0.97867864	0.96897	0.9637769	0.98441696	0.95672554	0.9860445	0.9864523	0.9592024	0.9845283	0.9798482	0.9693531	0.9753037	0.0	0.87454885	0.9538168	0.9043131	0.98429006	0.9507951	0.97107047	0.97229534	0.9740774	0.9757711	0.97950125	0.9773766	0.96604085	1.0	0.9764735	0.9839254	0.9881912	0.9975714	0.98650885	0.9986103	0.9543085	0.9937851	0.9910063	0.9721084	0.9241959	0.9924814	0.9583171	0.9724632	0.9592322	0.976303	0.90988904	0.9697691	0.96141887	0.99615216	0.98538995	0.98648417	0.9616293	0.98674846	0.96308017	0.9872939	0.96271276	0.96440977	0.9532389	0.97038436	0.93223274	0.99909866	0.9775724	0.9652441	0.9786548	0.9364499	0.9318957	0.99242693	0.9869631	0.9741555	0.9862336	0.9782113	0.9963965	0.9955915	0.9718273	0.9753811	0.9169666	0.94388205	0.9829057	0.8162228	0.9699741	0.9933647	0.97500634	0.9823444	1.0	0.9743475	0.9583054	1.0	0.9976756	1.0
luchtvaart_maatschappij/noun	0.90126014	0.896134	0.94425607	0.9638389	0.96634066	0.82754314	0.74322367	0.8730308	0.93841153	0.97641826	0.94220376	0.99174976	0.93795836	0.8866782	0.96800065	0.9111312	0.8927299	0.8086539	0.9399499	0.9264819	0.983824	0.9294326	0.787586	0.91170347	0.9708433	0.9342534	0.90762377	0.9356984	0.9274634	0.97165924	0.8818338	0.9890071	0.74911076	0.9839029	0.97666925	0.9090644	0.8967389	0.9724413	0.9145449	0.769796	0.95561796	0.88765925	0.853152	0.89919907	0.93465686	0.9362818	0.9228053	0.9247434	0.9363496	0.8885008	0.927113	0.96551085	0.972043	0.9669867	0.9814465	0.98825747	0.86429363	0.8562078	0.9905683	0.97336745	0.9105123	0.97730905	0.9439885	0.9888191	0.9258463	0.9373903	0.8830277	0.90424335	0.91549253	0.95325845	0.98151255	0.8382129	0.9798555	0.9660121	0.823751	0.94702876	0.87454885	0.0	0.90296316	0.6259432	0.9202038	0.9338072	0.9819994	0.9219239	0.9909104	0.94052637	0.9409887	0.9647314	0.9131032	0.99667394	0.8893455	0.93647826	0.941971	0.95839196	0.91536623	0.9184689	0.93512106	0.950711	0.94220454	0.91572785	0.96511996	0.9728702	0.86569464	0.8989162	0.87880874	0.9378044	0.90094113	0.8976468	0.9914201	0.98223966	0.9796705	0.9711236	0.9563817	0.9550254	0.95933765	0.9651751	0.9833574	1.0	0.89511174	0.86067075	0.8562554	0.96855885	0.95650196	0.919469	0.95400894	0.86212814	0.9203308	0.9861307	0.9782299	0.8240348	0.90403664	0.87365407	0.95587695	0.9739739	0.89058775	0.9195594	0.9208092	0.9045886	0.9412836	0.65616965	0.9241752	0.9636347	0.9405615	0.98875105	0.9775225	0.8936479	0.88397396	0.993835	0.99279773	0.9952706
maaltijd/noun	0.9323167	0.936893	0.970899	0.94163704	0.9062887	0.9219089	0.8723443	0.9463128	0.85227513	0.9786129	0.97229534	0.9740485	0.9147825	0.87337047	0.94574267	0.88927054	0.9082613	0.8567795	0.9860575	0.9253521	0.9521057	0.9090172	0.8954083	0.9243713	0.9710931	0.9261692	0.92322075	0.9749664	0.9671097	0.9878995	0.9064775	0.99315524	0.78152215	0.97312504	1.0	0.894467	0.90869	0.933422	0.89887017	0.77230084	0.965451	0.9351551	0.8721975	0.91577077	0.9551795	0.95738417	0.91467446	0.9344181	0.9604926	0.9319972	0.9476359	0.901715	0.9700027	0.93701464	0.98267597	0.9841079	0.92409027	0.8678719	0.98036605	0.90787965	0.88268393	0.97254306	0.9427297	0.97516024	0.9311687	0.9386744	0.8710852	0.83559984	0.92450404	0.93604994	0.9298893	0.9013968	0.9836843	0.9370497	0.86000204	0.925861	0.9538168	0.90296316	0.0	0.9306678	0.9696948	0.9158805	0.94627666	0.92755723	0.9753676	0.9067214	0.94356	0.97385126	0.945639	0.99835366	0.9133278	0.9580844	0.9389656	0.96747357	0.8876059	0.94017506	0.88022614	0.9738907	0.8519167	0.9018467	0.9665924	0.9997827	0.8431306	0.92672807	0.9195648	0.9404831	0.8985716	0.94783133	0.9468404	0.9932516	0.986911	0.9376281	0.9542397	0.9436663	0.91380906	0.9887811	0.97972625	0.99875915	0.87738657	0.80534786	0.86602366	0.98237157	0.95249647	0.96414506	0.9900174	0.7938528	0.91004354	0.9798943	0.9356891	0.9128043	0.92844653	0.8986644	0.95994675	0.98181325	0.94616044	0.9619065	0.94388103	0.960448	0.911151	0.85491765	0.9580517	0.94946676	0.94828	0.9728362	0.95993304	0.85699224	0.8225473	0.9649567	0.9768741	0.98867935
maatschappij/noun	0.9059335	0.89343834	0.9701926	0.97121304	0.9843603	0.93213123	0.8195078	0.8852746	0.9493813	0.9509305	0.88285387	0.9808266	0.97439766	0.9251788	0.95668334	0.95087224	0.89596283	0.79899013	0.97243583	0.9335031	0.9611153	0.95211715	0.85223544	0.9233856	0.9643599	0.9735564	0.928725	0.94337654	0.9491587	0.94320625	0.9533369	0.96011966	0.8322472	0.96283865	0.9780278	0.92105335	0.8320424	0.93324584	0.9234593	0.8555162	0.9117506	0.8744478	0.91899896	0.9001793	0.9005752	0.96777964	0.9200559	0.9268861	0.9734471	0.863999	0.95131534	0.97169894	0.9140263	0.9605123	0.93509585	0.9682063	0.86903954	0.87553203	0.98847103	0.99090874	0.945213	0.92939484	0.96220833	0.99812317	0.90915537	0.91897947	0.92706287	0.95374185	0.90936583	0.97245085	0.9771653	0.8943083	0.96391314	0.9591837	0.8801782	0.9900339	0.9043131	0.6259432	0.9306678	0.0	0.9538963	0.9240545	0.92868245	0.8944781	0.9530842	0.95551133	0.93139505	0.9269195	0.8859333	0.95531213	0.8877226	0.9225991	0.92833596	0.9422827	0.93469846	0.8838836	0.9567658	0.9694602	0.9431456	0.9294361	0.9963738	0.9905817	0.8649996	0.8931476	0.87924623	0.9237059	0.9118549	0.89583004	0.9599877	0.99457884	0.95655155	0.96345687	0.97148937	0.9370123	0.9831347	0.9938837	0.9774212	0.99813235	0.90824604	0.8778543	0.8848452	0.9273309	0.9301573	0.8901842	0.95975757	0.8971412	0.9217768	0.9764367	0.9994966	0.85103214	0.90283567	0.89738107	0.9132366	0.9110606	0.90417767	0.9353863	0.9348503	0.8981052	0.942784	0.76998043	0.86363256	0.9403188	0.95650953	0.9857661	0.94820875	0.88715327	0.8978913	0.980006	0.97202927	0.9799005
makelaar/noun	0.912827	0.93141943	0.9886599	0.975652	0.932386	0.93403494	0.8981264	0.9432337	0.93069446	0.96797675	0.96997535	0.9817657	0.9453408	0.9196132	0.94469124	0.9633289	0.931773	0.89584243	0.98003405	0.93679726	0.9752243	0.9377665	0.91473913	0.9268575	0.97155803	0.95782024	0.9366535	0.99277645	0.97512734	0.98238134	0.9447156	0.9617122	0.87801033	0.9826166	1.0	0.94133496	0.86904657	0.9740855	0.9664852	0.8900415	0.95151985	0.92306376	0.9264525	0.949322	0.94722074	0.95860386	0.94812655	0.9382552	0.9791159	0.94059443	0.96436465	0.9120621	0.95765954	0.96731246	0.99259686	0.95903724	0.95795196	0.9332662	0.998443	0.97550607	0.9447699	0.99291164	0.98420477	0.9863725	0.9425513	0.9647331	0.91633934	0.9152103	0.9543959	0.93761015	0.96855193	0.9014387	0.94971627	0.9819214	0.9046644	0.9744486	0.98429006	0.9202038	0.9696948	0.9538963	0.0	0.959724	0.9727534	0.9456253	0.9857554	0.9710187	0.9658304	0.9673914	0.95620424	0.96651745	0.9299765	0.99497783	0.9691752	0.95299435	0.95108414	0.9119528	0.94711196	0.97826195	0.9711259	0.9335346	0.9719412	0.9793428	0.9168571	0.9504014	0.9491493	0.9595029	0.9289668	0.95125616	0.95496273	0.965337	0.99143636	0.9656066	0.9793649	0.9466541	0.98279536	0.96773803	0.9462892	0.9767125	0.95909345	0.90065587	0.9281434	0.99389434	0.96780175	0.9625813	0.96605736	0.92287844	0.9416561	0.9785891	0.98854357	0.92487866	0.9303773	0.94778585	0.9572377	0.9658439	0.9322021	0.920994	0.94502825	0.96999574	0.9395412	0.9299678	0.94388294	0.95699644	0.97919756	0.9692141	0.97878104	0.8766327	0.88297844	0.96272135	0.97975045	0.9924469
medicijn/noun	0.9517192	0.93795705	0.9989884	0.95362127	0.9398971	0.9035539	0.870346	0.9346635	0.8867372	0.980053	0.98104876	0.9669088	0.90114355	0.91492367	0.97010046	0.91094136	0.92230517	0.8433044	0.97498935	0.9315661	0.98352206	0.91945887	0.8747654	0.9280448	0.9734225	0.93604577	0.91032344	0.9887106	0.99259233	0.98715913	0.92692775	0.95763344	0.84755695	0.949824	1.0	0.9408745	0.9098642	0.9348636	0.95427865	0.8535229	0.9350121	0.87826514	0.9425941	0.92327696	0.9448434	0.7263981	0.9598648	0.9498052	0.96496713	0.92895067	0.90865445	0.9980955	0.96057796	0.99057627	0.98140657	0.98609096	0.95387644	0.9097016	0.9244175	0.9585475	0.9060202	0.9581411	0.9478636	0.97358793	0.9320056	0.94624615	0.8996334	0.9494652	0.9323697	0.9889378	0.9331623	0.94969094	0.9935467	0.93987507	0.8711141	0.9727161	0.9507951	0.9338072	0.9158805	0.9240545	0.959724	0.0	0.93341553	0.9110266	0.97395283	0.94612813	0.82312226	0.97628474	0.9587219	0.97574764	0.9259451	0.97057	0.94118017	0.97068	0.92612755	0.9277014	0.9345871	0.9678539	0.9491536	0.94699144	0.97264874	0.98407465	0.87500304	0.87046576	0.9171822	0.9537071	0.9316243	0.9009341	0.98580366	0.992291	0.9954112	0.92984295	0.98149145	0.9629449	0.98961186	0.9983076	0.97384626	0.99930894	0.9184201	0.88933295	0.8972811	0.9852164	0.97900033	0.9605714	0.9551788	0.9051483	0.96501833	0.9614261	0.9669524	0.9327707	0.9400352	0.9322951	0.9157459	0.9491663	0.9480911	0.94520897	0.9459049	0.93477505	0.9482273	0.8877072	0.943598	0.9679069	0.9142629	0.98991185	0.9799857	0.8928845	0.880822	0.99228704	0.9802511	0.9867323
meestal/adv	0.9735305	0.9189878	0.9951853	0.960818	0.9796102	0.974767	0.9312475	0.88498074	0.96550685	0.9216279	0.92272985	0.98759	0.97018546	0.93084216	0.97546816	0.97363645	0.93166196	0.9250605	0.9996195	0.9116095	0.9717292	0.91148204	0.9256302	0.92076695	0.9521904	0.9867534	0.94205767	0.9084933	0.98212266	0.931633	0.9656544	0.9458583	0.9327289	0.8980485	0.9771114	0.9511314	0.8394029	0.8897364	0.9389111	0.93432605	0.93899536	0.9648296	0.97806907	0.9060404	0.9609451	0.97380203	0.94051087	0.9253674	0.9844313	0.9135979	0.99581534	0.96799684	0.88470185	0.995789	0.9151098	0.90725005	0.8934121	0.89418584	0.9987174	0.99786913	0.9568161	0.85982555	0.9870923	0.9902101	0.91958725	0.89226085	0.90068907	0.9684547	0.9257625	0.9622608	0.9817494	0.9526392	0.96788967	0.89651203	0.9662906	0.9903544	0.97107047	0.9819994	0.94627666	0.92868245	0.9727534	0.93341553	0.0	0.9327644	0.97051114	0.9415209	0.9380737	0.94102377	0.92415607	0.94406915	0.9037189	0.94943005	0.9084932	0.9611006	0.9412824	0.8882563	0.96823114	0.95764196	0.9920782	0.9438886	0.9933655	0.9642591	0.90407544	0.89103985	0.93300253	0.90566015	0.9326309	0.9232109	0.9966753	0.98854333	0.9561026	0.9325479	0.96256715	0.92477274	0.9365286	0.99692947	0.95056784	1.0	0.9376347	0.88397765	0.93093157	0.96611637	0.95595276	0.9617899	1.0	0.9366475	0.9501954	0.99010026	0.99722457	0.9261572	0.8939878	0.90903634	0.85131043	0.85576797	0.909415	0.97162867	0.9654069	0.9505599	0.9342768	0.9415151	0.851741	0.897386	0.9782359	0.99881715	0.9090823	0.8935367	0.8980119	0.86155343	0.96245056	0.96976906
merk/noun	0.8010762	0.9008529	0.9678403	0.9668851	0.9460951	0.79736555	0.8594134	0.9164001	0.8877018	0.9505855	0.8983599	0.9764819	0.9665636	0.9099374	0.95414144	0.94231474	0.905081	0.775852	0.9828743	0.92432386	0.9679255	0.80957353	0.8714523	0.92463756	0.9332163	0.96522826	0.89586806	0.95836097	0.9569083	0.96049637	0.90790737	0.9521945	0.8587026	0.89669067	0.96111065	0.90744627	0.8113745	0.9111814	0.9162204	0.8581002	0.9186231	0.74995357	0.9499202	0.8340546	0.91649354	0.96867865	0.9319899	0.9353483	0.9753569	0.93608516	0.9095325	0.9705778	0.9482548	0.9758859	0.9726425	0.9532487	0.9388335	0.89680654	0.99335885	0.97947496	0.9426328	0.92895025	0.9359851	0.990459	0.8914363	0.91850436	0.9090756	0.9368999	0.8850672	0.95746464	0.9722117	0.94343066	0.92275214	0.89044774	0.8951386	0.9487086	0.97229534	0.9219239	0.92755723	0.8944781	0.9456253	0.9110266	0.9327644	0.0	0.9928642	0.9469361	0.92481536	0.8850335	0.78707933	0.9791291	0.9130267	0.9562942	0.94259095	0.94397753	0.9589759	0.87729174	0.87612456	0.912875	0.9098178	0.89757025	0.9824231	0.9694783	0.8205203	0.75292414	0.80777544	0.90074295	0.92475647	0.8932677	0.9800609	0.98460597	0.9767227	0.92209023	0.9725403	0.9164288	0.9489387	0.9771819	0.96469444	0.98312455	0.89935315	0.8369764	0.9232119	0.9672328	0.9394223	0.9223493	0.96113265	0.8807357	0.94980025	0.9540386	0.9768139	0.85075337	0.8930088	0.9111486	0.9302788	0.9248599	0.85742605	0.9631546	0.9352825	0.92548555	0.9349368	0.8731631	0.8958179	0.9302516	0.95629245	0.9654271	0.91252667	0.82551247	0.89091426	0.9771083	0.97285867	0.9830283
merkelijk/adj	0.989729	0.9697682	0.98392546	0.9810965	0.9888486	0.972586	0.9172352	0.9849802	0.94668156	0.9593919	0.9527435	0.9812717	0.9631283	0.9415238	0.9721496	0.9507422	0.9641556	0.9699195	0.96486175	0.9825112	0.9882883	0.97976	0.95435727	0.96862394	0.99995536	0.9520938	0.9919855	1.0	0.9624507	0.95174587	0.97248787	0.9969257	0.9278023	0.9388341	1.0	0.97596943	0.9646592	0.9825337	0.9994576	0.92991245	1.0	0.9946447	0.91359615	0.9982034	0.99240464	0.9682112	0.99658185	0.9636134	0.96022934	0.9838567	0.98499674	0.9680108	0.90970004	0.9901183	0.9781169	0.9942867	0.9564014	0.97194725	0.9827588	0.9430944	0.9448702	0.96664315	0.97374785	0.98463637	0.9615139	0.9990452	0.9777661	0.96562743	0.99485016	0.988894	0.9915044	0.96608573	0.98029363	1.0	0.9769181	0.9773512	0.9740774	0.9909104	0.9753676	0.9530842	0.9857554	0.97395283	0.97051114	0.9928642	0.0	0.9721668	1.0	0.97977954	0.97716933	0.9319771	0.9696352	0.976831	0.9875919	0.9974726	0.9875362	0.9649955	0.97038233	0.99540627	0.96336174	0.9944583	0.9783981	0.9676045	0.9705761	0.992147	0.979001	0.9975512	0.9942809	0.97332466	0.9945483	0.97127753	0.9996933	0.9655603	0.97987974	0.97942424	1.0	0.98373	0.96284175	0.99395955	0.9815403	0.9476056	0.9450388	0.9510079	0.9946704	0.97148275	0.985994	0.9479644	0.9884692	0.97692883	0.9844234	0.99722624	0.9808235	0.967691	0.9851973	0.88812685	0.99719816	0.96952116	0.9459591	0.9953717	0.99224997	0.98812884	0.92367136	0.97945005	0.9846363	0.97433954	0.9996668	0.9853166	0.97809845	1.0	1.0	0.99807584
mest/noun	0.9522702	0.94830817	0.99084747	0.9765015	0.96911824	0.9123938	0.9267165	0.9539409	0.8608594	0.9809408	0.9791076	0.9811379	0.89845335	0.9045726	0.9787068	0.84063816	0.9510174	0.88874394	0.99176913	0.9703465	0.9736552	0.9407967	0.93947387	0.9371784	0.9906471	0.94393784	0.9443749	0.9682523	0.9656535	0.97832584	0.88610744	0.9944474	0.8586836	0.9954351	1.0	0.9057736	0.95125794	0.9997299	0.9779087	0.844603	0.95534766	0.96508765	0.86750466	0.9734174	0.97113776	0.9691569	0.9740456	0.93056446	0.950908	0.919844	0.9142744	0.9729245	0.97153574	0.99758554	0.9981267	0.9984525	0.91227484	0.96331805	0.9868732	0.90829927	0.84306645	0.9816676	0.9578407	0.9317748	0.97362053	0.997638	0.9498606	0.81731534	0.9623151	0.9737511	0.9519856	0.9059452	0.9823693	0.9838349	0.89959866	0.95414656	0.9757711	0.94052637	0.9067214	0.95551133	0.9710187	0.94612813	0.9415209	0.9469361	0.9721668	0.0	0.9745444	0.9798174	0.94830215	0.98177856	0.93573016	0.9901215	0.97304845	0.9752625	0.91554	0.9786702	0.864655	0.9733035	0.9255775	0.9291742	0.9868324	0.95646375	0.8575224	0.9516322	0.9033587	0.9752532	0.94789624	0.97029376	0.9531962	0.96455455	0.9888658	0.97163856	0.9638633	0.9204194	0.9800806	0.9854618	0.98302174	1.0	0.90101624	0.8307183	0.96668106	0.9986376	0.9694449	0.99847335	0.9856904	0.8479072	0.8882177	0.9941518	0.9659235	0.9660397	0.9565748	0.9479505	0.9590769	0.99769604	0.9738001	0.9872377	0.95506835	0.95946044	0.93414956	0.90796113	0.9839095	0.9656008	0.9502119	0.97813106	0.9929184	0.93912756	0.8464217	0.99653494	0.9948386	0.9982388
middel/noun	0.9105093	0.8864826	0.99511373	0.9579402	0.96050555	0.95273703	0.82569647	0.883615	0.92057925	0.9345853	0.9345824	0.9876235	0.9486342	0.9341055	0.98484415	0.97228837	0.9148541	0.8377899	1.0	0.92822766	0.9269199	0.94031	0.8582637	0.93814605	0.973587	0.9695558	0.915545	0.8868031	0.9987735	0.97394115	0.9521235	0.9542271	0.8743364	0.9257087	1.0	0.93442374	0.89230335	0.8712697	0.9597295	0.86368275	0.94936615	0.8360902	0.9617882	0.8562705	0.9334362	0.8643209	0.9459633	0.9634904	0.96144724	0.8712797	0.9747197	0.9971669	0.9244937	0.9945723	0.9356627	0.9242108	0.97213954	0.93810886	0.98148215	0.98434174	0.937436	0.9119424	0.9559238	0.9984548	0.90172863	0.92306983	0.9506277	0.9827081	0.96441025	0.9449424	0.9832031	0.951774	0.9087158	0.9590501	0.9061618	0.95359385	0.97950125	0.9409887	0.94356	0.93139505	0.9658304	0.82312226	0.9380737	0.92481536	1.0	0.9745444	0.0	0.9494523	0.9335453	0.9609147	0.8942563	0.91927534	0.9105225	0.9901802	0.97205085	0.86444473	0.9550501	0.9704725	0.9615141	0.9366667	0.98450303	0.96825033	0.8825082	0.80471736	0.89070785	0.9290457	0.9378095	0.9334664	0.9743247	1.0	0.9839235	0.95664376	0.9993082	0.9518661	0.9953936	0.9869852	0.97747046	1.0	0.93360394	0.8865986	0.9463871	0.9337332	0.94661707	0.93541324	0.9906179	0.9466285	0.9899599	0.952369	0.9973716	0.9000851	0.9125967	0.9123435	0.9325809	0.97167593	0.92689055	0.9625251	0.93856627	0.95023906	0.96133053	0.94208246	0.9166119	0.89992934	0.97405875	0.9942688	0.955083	0.90549535	0.9194204	0.97117496	0.96410334	0.9826201
mode/noun	0.93801856	0.86176777	0.9924806	0.9542375	0.9836513	0.9671567	0.96401656	0.971283	0.95919204	0.9475246	0.9782593	0.9664767	0.9813482	0.91835934	0.94324785	0.9875956	0.9067285	0.93075323	0.99205023	0.91744006	0.9799566	0.9614722	0.95022523	0.9149659	0.95502573	0.9789257	0.96049315	0.96724445	0.9549593	0.9700986	0.9743185	0.9588513	0.9685032	0.9594721	0.9700725	0.96210265	0.87152284	0.948564	0.94126725	0.96846133	0.9493766	0.91992927	0.9698976	0.9755149	0.93936783	0.9527812	0.9238765	0.92920107	0.8966129	0.97450376	0.97553855	0.9529994	0.95620203	0.980595	0.97846293	0.9694345	0.93855965	0.89468175	0.9919775	0.9872411	0.96996766	0.96857804	0.9762164	0.97633225	0.970152	0.9641739	0.935576	0.9677568	0.8830162	0.9713895	0.9546111	0.96676826	0.9702263	0.95197445	0.98078316	0.98295695	0.9773766	0.9647314	0.97385126	0.9269195	0.9673914	0.97628474	0.94102377	0.8850335	0.97977954	0.9798174	0.9494523	0.0	0.8895219	0.98430926	0.96674573	0.98497856	0.9451221	0.9464709	0.9539696	0.9473965	0.95344347	0.9589008	0.9768052	0.95693797	0.99412733	0.9950834	0.9320067	0.95340663	0.95520854	0.9237604	0.933606	0.9714614	0.9480727	0.9983917	0.9890383	0.97209686	0.96161324	0.9102689	0.9626716	0.97616	0.9635919	0.97535676	0.9734592	0.94832104	0.977889	0.9978469	0.9459526	0.89027023	0.99064755	0.919132	0.98023015	0.9547307	0.97842646	0.9289602	0.95594376	0.92174697	0.9839583	0.981544	0.9255793	0.9620253	0.974218	0.94023174	0.9628334	0.9221165	0.9297457	0.95262283	0.99230164	0.9797295	0.9666581	0.89085394	0.9143785	0.96230376	0.9494525	0.9621615
model/noun	0.8147417	0.89514434	0.9734102	0.9769618	0.9756567	0.9529622	0.91255033	0.91325885	0.9535069	0.92511785	0.9066088	0.9678352	0.9690209	0.9116014	0.9371263	0.9208754	0.8685688	0.86227536	0.9840864	0.91869855	0.954539	0.93491703	0.89670116	0.9085877	0.95012045	0.97443765	0.9098921	0.95676535	0.97527033	0.9503103	0.80793715	0.92601293	0.8492156	0.9135557	0.9913807	0.924242	0.81303203	0.911379	0.9365734	0.8471086	0.94889146	0.8614821	0.9620413	0.90476215	0.94594175	0.9572731	0.9324297	0.89155966	0.9502952	0.9172684	0.9698119	0.9809484	0.9295201	0.9169111	0.9645678	0.92810494	0.8857579	0.87945175	0.9923298	0.9858368	0.9207313	0.9484497	0.96325195	0.9902039	0.92872244	0.9541262	0.8746353	0.96811885	0.87691665	0.9669339	0.9579784	0.94584674	0.92367905	0.9192467	0.92128134	0.9865639	0.96604085	0.9131032	0.945639	0.8859333	0.95620424	0.9587219	0.92415607	0.78707933	0.97716933	0.94830215	0.9335453	0.8895219	0.0	0.9809218	0.9345081	0.97301024	0.9067414	0.9520338	0.95181304	0.8919681	0.9356955	0.9730458	0.94533557	0.9351094	0.9761108	0.9555791	0.83227754	0.88463974	0.8525869	0.9242524	0.91765034	0.9215232	0.94133174	0.9733162	0.98392856	0.94931763	0.98612213	0.8782667	0.938641	0.9896248	0.9755427	0.99097186	0.9229267	0.8508286	0.9283228	0.98772985	0.91174316	0.92472404	0.97540045	0.89766455	0.95704764	0.9291814	0.97560143	0.7909377	0.9034073	0.8717301	0.9511917	0.9377958	0.7759288	0.9648917	0.92215717	0.91220665	0.9150916	0.8834717	0.85502803	0.9605985	0.9740982	0.997101	0.96701217	0.8600581	0.8708395	0.9660635	0.96996343	0.9866628
