	BMW/name	Brussel/name	Gill/name	Kinepolis/name	Konmar/name	Unilever/name	aandeel/noun	aanzienlijk/adj	abonnement/noun	alles/noun	alternatief/noun	amusement/noun	antibioticum/noun	appartement/noun	arbeid/noun	arbeid_kracht/noun	artikel/noun	bedrijf/noun	bedrijf_investering/noun	bel/verb	bewering/noun	bier/noun	boek/verb	bus/noun	charme/noun	coke/noun	consument/noun	dat/det	devaluatie/noun	die/det	diesel/noun	ding/noun	dollar/noun	echt/adj	effectbejag/noun	elektriciteit/noun	en/vg	erg/adj	eten/noun	euro/noun	extreem/adj	fabrikant/noun	factuur/noun	flink/adj	formule/noun	genees_middel/noun	gerecht/noun	goud/noun	grafiek/noun	grond/noun	grondstof/noun	ham/noun	heel/adv	heruitgave/noun	het/noun	hoe/adj	hoofdzakelijk/adj	hotel/noun	hout_soort/noun	huisvuil_zak/noun	huur_woning/noun	iets/noun	inkoop/noun	inseminatie/noun	internet/noun	juist/adv	kamer/noun	kantoor_ruimte/noun	kleding/noun	kool/noun	kop_DIM/noun	krediet/noun	kwaliteit/noun	lekker/adj	lening/noun	leven_middel/noun	lijn_dienst/noun	luchtvaart_maatschappij/noun	maaltijd/noun	maatschappij/noun	makelaar/noun	medicijn/noun	meestal/adv	merk/noun	merkelijk/adj	mest/noun	middel/noun	mode/noun	model/noun	niet/adv	nog/adv	om/comp	onderwijs/noun	oog/adj	opvang/noun	overigens/adv	pak_DIM/noun	paraplu/noun	pc/noun	permanent/adj	pin/verb	populist/noun	prijs/noun	product/noun	productie/noun	programma/noun	reis/noun	relatief/adj	rij_DIM_huis/noun	rij_auto/verb	rommel/noun	rook/verb	sperma/noun	spul/noun	spul_DIM/noun	ster_restaurant/noun	strafschop/noun	strafschop_doelpunt/noun	stroom/noun	stuk/noun	tarief/noun	te/comp	techniek/noun	technologie/noun	telecom_aandeel/noun	ticket/noun	trip/noun	truc/noun	tweewieler/noun	type/noun	uiteindelijk/adj	uitgave/noun	vaak/adj	veel/adj	versie/noun	vervanging/noun	vervoer/noun	vlag/noun	vlees/noun	vlucht/noun	vooral/adv	vrij/adj	wao/noun	was_poeder/noun	wij/pron	winkel/noun	woning/noun	ze/pron	zo/adj	zo/adv
echt/adj	0.9028527	0.94323224	0.9514528	0.96939355	0.90321064	0.94027346	0.9745104	0.9438558	0.97889644	0.521755	0.7953525	0.8433085	0.86524415	0.93965775	0.9423435	0.94077086	0.97037303	0.96042144	0.9624334	0.89087987	0.86574876	0.7074399	0.95080405	0.95295864	0.8444551	0.797001	0.8147753	0.41487277	0.9570392	0.6548444	0.8979442	0.5029665	0.9630088	0.0	0.7944033	0.9404636	0.75197744	0.39341652	0.5988337	0.94931185	0.73133886	0.88245386	0.91511524	0.7823504	0.84014744	0.8897349	0.7480694	0.886634	0.94750285	0.8900342	0.90521675	0.7616215	0.44435066	0.91793126	0.6422756	0.53145397	0.89679754	0.89785206	0.9479471	0.8994919	0.9450803	0.5731431	0.88187504	0.9834747	0.8651566	0.63800037	0.86603117	0.9838189	0.8117376	0.83010757	0.7848636	0.94348353	0.8733908	0.502534	0.93849236	0.88427675	0.9978682	0.9588402	0.81752336	0.95348203	0.95457876	0.88189834	0.600182	0.8560441	0.81241095	0.91018283	0.8551879	0.724988	0.8563538	0.48363376	0.47334647	0.61645216	0.9587096	0.9521686	0.9743889	0.6780189	0.8567701	0.7662401	0.95971537	0.9597252	0.76876485	0.83854955	0.91665226	0.8909652	0.9207537	0.9521128	0.9366188	0.840458	0.91328365	0.6386418	0.84071773	0.72643614	0.8981951	0.75441384	0.7383667	0.9242015	0.96125615	0.95740855	0.9637311	0.81614685	0.9420576	0.624529	0.8524557	0.84621096	0.94044423	0.9934709	0.9516146	0.7298883	0.8162754	0.82570374	0.82609475	0.94798255	0.58683705	0.56294024	0.92900753	0.9033711	0.90443873	0.8869693	0.76167834	0.9808035	0.73032516	0.836344	0.9074186	0.9210849	0.40894532	0.83269465	0.93383706	0.45931798	0.5346973	0.45705312
effectbejag/noun	0.950909	0.9266281	0.9846113	0.91957194	0.77846545	0.83746463	0.9318562	0.96010584	0.8252664	0.78687704	0.8955222	0.76279134	0.9377648	0.9959301	0.9132416	0.9624176	0.9162672	0.93790096	0.8323803	0.9383126	0.92577344	0.9249604	0.8791828	0.98450077	0.84482217	0.9303436	0.90265894	0.8158399	0.904116	0.69462585	0.9495998	0.78361964	0.9932313	0.7944033	0.0	0.9646043	0.9180922	0.7733058	0.88196385	0.9930836	0.89363855	0.92333126	0.9004345	0.96192056	0.8464442	0.91511256	0.97868377	0.923516	0.64982665	0.95074576	0.97414094	0.97943854	0.8542356	0.9976238	0.88449585	0.7929341	0.9378971	0.91792995	0.90139496	0.97982174	0.9473935	0.7867983	0.92989683	0.95254755	0.89804196	0.87076265	0.9556471	0.9106633	0.7938384	0.94896907	0.9861042	0.92390144	0.9591213	0.9118272	0.9220326	0.9354901	0.9912385	0.9462997	0.95251614	0.9745719	0.8561427	0.91005105	0.8921405	0.92007786	0.98551226	0.9516753	0.8697235	0.75324416	0.82496136	0.8762171	0.79306316	0.68628955	0.93319046	0.9915769	0.97833663	0.72115684	0.93747735	0.8476348	0.86792123	0.948688	0.9532102	0.9778037	0.9392279	0.9144987	0.9631348	0.80605984	0.8813422	0.91421354	0.8820371	0.8339754	0.9262132	0.9618639	0.9519482	0.8554272	0.8384536	0.98855805	0.9536567	0.9554977	0.9670709	0.79773545	0.90475017	0.86758643	0.7253629	0.84926754	0.8191011	0.9604833	0.9830619	0.67816234	0.94486535	0.9526699	0.95243096	0.89214385	0.79485446	0.8947186	0.939738	0.90702856	0.97963214	0.9747671	0.9329458	0.98713213	0.92346865	0.905017	0.7683246	0.985584	0.8474223	0.8770852	0.9971877	0.7978772	0.79860514	0.80597496
elektriciteit/noun	0.7884611	0.8956291	0.8764076	0.867916	0.84306395	0.8142916	0.8295324	0.6756569	0.63210064	0.926544	0.705945	0.7761739	0.6923003	0.84371483	0.7898303	0.7150764	0.75865275	0.55751956	0.9145048	0.7502325	0.8686006	0.67603356	0.8205099	0.67671466	0.9641674	0.93596876	0.58737147	0.9760765	0.8989743	0.78204906	0.63436276	0.95590353	0.89730877	0.9404636	0.9646043	0.0	0.5534225	0.9486859	0.7474355	0.7810651	0.7460934	0.7082632	0.5969223	0.7100934	0.8519452	0.57409495	0.8052287	0.7596377	0.8222392	0.74142456	0.43217963	0.94702095	0.9431473	0.8744492	0.9633702	0.90963453	0.6377685	0.8338545	0.8869848	0.7873762	0.82229584	0.90153825	0.52512634	0.938068	0.7211503	0.852596	0.78742886	0.85823	0.6343426	0.3667208	0.8568447	0.7797144	0.65840304	0.83773005	0.8469722	0.5441191	0.8932413	0.85535526	0.7400234	0.8078613	0.7232349	0.5308747	0.7830419	0.78154767	0.76315856	0.53580445	0.80593187	0.8942144	0.8393105	0.92267996	0.88757575	0.6722361	0.7923509	0.9484579	0.8074051	0.8150344	0.84495896	0.9260137	0.77326816	0.7268592	0.8398692	0.9801721	0.53415436	0.62429583	0.48294777	0.93457264	0.8162843	0.6353476	0.8889725	0.73864496	0.85318893	0.8680179	0.76746416	0.6944149	0.8928009	0.908223	0.9757765	0.9798708	0.28139818	0.9056753	0.6706019	0.70835274	0.7082162	0.6906388	0.9097737	0.86129415	0.9181248	0.87972575	0.9269541	0.84160936	0.7795277	0.63222873	0.79730135	0.8350223	0.9057065	0.71276736	0.39357847	0.9615108	0.595319	0.88619584	0.693538	0.6635408	0.9358802	0.73937243	0.854131	0.76912344	0.8166988	0.8599231	0.8995819	0.9147855
en/vg	0.8306117	0.7215499	0.8288685	0.9029825	0.77676094	0.6935494	0.7820621	0.6623254	0.82271206	0.78681326	0.67715585	0.59484196	0.6435351	0.70034504	0.68353856	0.70573604	0.60533565	0.612574	0.9321432	0.79751986	0.9246281	0.4592864	0.7183541	0.7520742	0.7447284	0.73650485	0.56908655	0.8926678	0.9003422	0.71171546	0.74298775	0.8706157	0.8789963	0.75197744	0.9180922	0.5534225	0.0	0.8284329	0.49917078	0.85016084	0.78107363	0.56713784	0.6807569	0.59019667	0.6091743	0.67068326	0.59506303	0.66150427	0.72876096	0.7279123	0.4416911	0.5895493	0.7730621	0.8874853	0.8740277	0.76968324	0.5438003	0.70455277	0.83181494	0.89479625	0.73298264	0.9160264	0.61106646	0.8762256	0.6251621	0.6062552	0.6067678	0.8348157	0.47953206	0.5412761	0.7135674	0.82634443	0.43237948	0.57813734	0.87992984	0.43423098	0.9395733	0.81597185	0.5467653	0.7807423	0.83065647	0.5767344	0.56991136	0.56896234	0.799252	0.6227826	0.6433903	0.57392496	0.7316804	0.8988219	0.84447527	0.65918964	0.68963146	0.89171207	0.73002434	0.82548535	0.572324	0.6785137	0.79183674	0.68535185	0.920627	0.9190305	0.5002246	0.46123338	0.4293037	0.8045733	0.7195747	0.4813395	0.73171735	0.72374415	0.7387231	0.6228001	0.7505993	0.5335373	0.7168381	0.8371004	0.9569499	0.9834797	0.65219134	0.67494047	0.76218694	0.74090314	0.6083909	0.52966887	0.8832118	0.8354883	0.9243463	0.77746236	0.918895	0.60679936	0.74398685	0.647679	0.62788075	0.6105002	0.65986454	0.6548916	0.5479999	0.7517006	0.4714502	0.8344481	0.378609	0.5668608	0.8918315	0.6624985	0.8141872	0.52821255	0.6783283	0.69437164	0.83612055	0.86770326
erg/adj	0.9950929	0.90395534	0.9531845	0.9716984	0.9372806	0.94618756	0.9328945	0.91302836	0.9482216	0.6662814	0.9143249	0.8123205	0.8841249	0.9846764	0.92009884	0.9078052	0.9303178	0.9642843	0.90158486	0.8741616	0.86154884	0.8408353	0.8992145	0.98848486	0.8603061	0.8750068	0.8851416	0.38670897	0.8985247	0.625027	0.9193532	0.28179294	0.9370798	0.39341652	0.7733058	0.9486859	0.8284329	0.0	0.6913444	0.947857	0.6030426	0.9451011	0.9407842	0.82689697	0.9474992	0.9155014	0.82998484	0.94851667	0.87233096	0.9165639	0.94209546	0.9033997	0.32727492	0.9523221	0.40720576	0.5615103	0.94025487	0.9568449	0.7634145	0.9162328	0.94322914	0.48829186	0.9408729	0.9302827	0.9112909	0.5896584	0.92656654	0.9714991	0.8250448	0.93544805	0.90803635	0.91434467	0.88197625	0.5540129	0.9081948	0.9420928	0.99274635	0.98862785	0.8898271	0.9390727	0.93093014	0.8953295	0.6772244	0.90863186	0.78145707	0.9539672	0.874223	0.77002776	0.8831216	0.4093089	0.4843974	0.78196585	0.9550494	0.9787427	0.97181463	0.56791186	0.9227057	0.9618827	0.9605629	0.9783978	0.89608395	0.8779969	0.9462565	0.9149775	0.97356117	0.9632278	0.9031666	0.7458148	0.95605946	0.66412175	0.7608388	0.80943453	0.9219695	0.786104	0.6712152	0.9456884	0.9696765	0.9651058	0.9698491	0.89124537	0.95040226	0.82843274	0.8333651	0.77256894	0.7859983	0.9785975	0.9348886	0.862767	0.89525086	0.8729004	0.88263845	0.9643132	0.52701604	0.4184366	0.97310954	0.9896141	0.9517254	0.9795008	0.8347883	0.9870122	0.65927887	0.81814635	0.9164715	0.96075433	0.51515496	0.91769505	0.9855067	0.511745	0.44821465	0.4012226
eten/noun	0.9838334	0.7850174	0.9605466	0.9745654	0.8762646	0.8852582	0.96665347	0.9193337	0.9235969	0.6956363	0.80953074	0.59365094	0.66575956	0.84588104	0.8872255	0.92538184	0.7473066	0.8963866	0.9645841	0.889008	0.9293661	0.44187427	0.8773267	0.9117211	0.84658056	0.71251595	0.73318815	0.79128796	0.9830667	0.8058687	0.92055494	0.70773757	0.98162067	0.5988337	0.88196385	0.7474355	0.49917078	0.6913444	0.0	0.964016	0.8685621	0.75055224	0.84540653	0.8532547	0.9025507	0.7706993	0.37875092	0.9177132	0.8818037	0.9521969	0.7155218	0.5041313	0.67614734	0.99508405	0.85737646	0.78653944	0.71898997	0.6233176	0.8751905	0.9432654	0.92153907	0.7764834	0.71032083	0.9699539	0.8334413	0.7934247	0.65192103	0.92921275	0.5046215	0.6241337	0.6603769	0.9487822	0.69408584	0.3963849	0.9842076	0.5913821	0.9822097	0.88946617	0.26908797	0.94667715	0.97145194	0.62106967	0.6249069	0.72177625	0.85059965	0.80466616	0.80550593	0.6626348	0.8663749	0.7555801	0.7945281	0.7258699	0.8948532	0.94494486	0.87554	0.9126908	0.6268207	0.7254464	0.9254432	0.92131555	0.8860153	0.97573656	0.7143055	0.6994448	0.72402287	0.9047901	0.7839202	0.77873784	0.9121506	0.61417985	0.75452256	0.48529154	0.7874637	0.5565531	0.6326497	0.63684905	0.997062	0.98478484	0.8638307	0.7123917	0.9217673	0.75406885	0.84050715	0.8479609	0.9510123	0.9172989	0.9259091	0.87511814	0.946612	0.8457446	0.9315855	0.7635811	0.6329956	0.66643846	0.8843976	0.8129428	0.707044	0.79199755	0.4470269	0.84986067	0.70784545	0.8589974	0.9313024	0.73583174	0.8686309	0.6522751	0.9133396	0.54227644	0.7867831	0.6991905
euro/noun	0.8135265	0.7575848	0.9768123	0.6085824	0.96152246	0.6295206	0.46551508	0.62188315	0.5465902	0.9988259	0.86618954	0.9361026	0.99085635	0.947873	0.95667005	0.94569784	0.9307198	0.5477618	0.75678736	0.74200535	0.93547	0.9062177	0.5698501	0.7296292	0.9959143	0.9471609	0.6286876	0.9545727	0.74039555	0.85663867	0.79505724	0.9986069	0.27634972	0.94931185	0.9930836	0.7810651	0.85016084	0.947857	0.964016	0.0	0.8875819	0.8561454	0.6684421	0.5601198	0.79036593	0.8663411	0.9403083	0.8877332	0.80270994	0.8626269	0.8411389	0.95980537	0.94156337	0.9587188	0.9805474	0.9667502	0.75787556	0.83022594	0.9662376	0.6862124	0.92280424	0.99814653	0.7118857	0.9891716	0.78255856	0.95559114	0.88302875	0.9091326	0.9124696	0.9036579	0.90369076	0.49688458	0.897099	0.9293299	0.45766908	0.875252	0.76156795	0.61244917	0.8577699	0.8010559	0.7172398	0.9247787	0.8668921	0.8211892	0.7074337	0.9932249	0.9592474	0.9842496	0.92174566	0.90934724	0.8393153	0.8420561	0.93591374	0.9691301	0.9144802	0.850111	0.76117665	0.99418396	0.9099023	0.9821597	0.67933524	0.9978358	0.5840217	0.85686	0.94902253	0.96911144	0.7177206	0.64072037	0.98333657	0.9538433	0.8385123	0.93031824	1.0	0.8920226	0.9882073	0.95293933	1.0	1.0	0.8725218	0.8577125	0.5346339	0.7763769	0.9793149	0.85071206	0.7068517	0.515697	0.7970096	0.91107285	0.9604652	0.91018534	0.84352744	0.72276396	0.9129856	0.89174545	0.9544067	0.8321419	0.78138435	0.9984484	0.9224107	0.7105632	0.84518427	0.9329683	0.9895638	0.8782374	0.92590344	0.86262447	0.92915857	0.9369035	0.96182585	0.9907537
extreem/adj	0.8263684	0.94791025	0.8995616	0.9631994	0.92194057	0.9172088	0.95314825	0.7054625	0.8533759	0.83663356	0.8095609	0.8761287	0.7534374	0.9557565	0.775836	0.7462139	0.9331682	0.8408618	0.8882837	0.7821541	0.9305966	0.8390132	0.93409693	0.89163053	0.84146905	0.9267273	0.79463524	0.6452503	0.70087004	0.6861638	0.6974312	0.55533457	0.850705	0.73133886	0.89363855	0.7460934	0.78107363	0.6030426	0.8685621	0.8875819	0.0	0.8037634	0.8893449	0.7525966	0.8655205	0.7609483	0.9318773	0.7807972	0.87754595	0.9275966	0.7406889	0.8884817	0.66020834	0.9262313	0.7375188	0.76027215	0.7893983	0.9530863	0.6761163	0.8315516	0.8872842	0.78996027	0.7828994	0.94341016	0.88733304	0.6962737	0.90447503	0.92710465	0.7903071	0.8844939	0.94857895	0.85340923	0.81595	0.79796356	0.8881154	0.8158761	0.88154703	0.8687446	0.8782088	0.8177874	0.8149522	0.70860255	0.7101527	0.8046559	0.82344174	0.8343357	0.726901	0.7962685	0.7318694	0.728369	0.80278987	0.7933451	0.83568364	0.7599513	0.90937257	0.7242739	0.9268483	0.94830674	0.8684912	0.9288334	0.89112747	0.38989353	0.71969223	0.776197	0.76684	0.8655213	0.86456376	0.7298175	0.8863771	0.59379137	0.8464421	0.85071564	0.8701664	0.86827207	0.88536286	0.9906354	0.9889194	0.9920644	0.841283	0.93896437	0.817031	0.81541425	0.8376441	0.77833605	0.91688937	0.90820277	0.9317132	0.91281533	0.80699813	0.61949146	0.82462215	0.87827337	0.63460267	0.65033317	0.7845168	0.92198336	0.77118665	0.9735682	0.8425064	0.9057112	0.75332105	0.8340981	0.9210278	0.8554637	0.71573377	0.91175044	0.9243921	0.69994485	0.64170724	0.6583841
fabrikant/noun	0.67180884	0.8215461	0.89390224	0.93567437	0.67206	0.3783387	0.7558483	0.7680763	0.8694006	0.94029516	0.7407699	0.66557336	0.54675853	0.915821	0.8235024	0.81390655	0.58984774	0.52787596	0.9035002	0.80347866	0.88351715	0.6720573	0.7933022	0.89164984	0.9597126	0.86856097	0.47928345	0.88805544	0.9036613	0.78671205	0.666529	0.92003417	0.8009949	0.88245386	0.92333126	0.7082632	0.56713784	0.9451011	0.75055224	0.8561454	0.8037634	0.0	0.78059465	0.84185505	0.8075818	0.457034	0.78366536	0.8443172	0.74692786	0.9430484	0.45624018	0.9035278	0.9256381	0.9087915	0.8619664	0.88901806	0.6077789	0.89290625	0.80810076	0.787129	0.93680495	0.9662726	0.5068253	0.8688694	0.49586564	0.77627885	0.8211387	0.9564582	0.3790992	0.775548	0.91995233	0.82052064	0.56868106	0.89054894	0.8152368	0.34156817	0.9490618	0.9167808	0.81594646	0.929482	0.87514335	0.39965993	0.7209947	0.32307196	0.7977674	0.8529493	0.5734861	0.692989	0.5756676	0.9226587	0.94392	0.6359582	0.87540966	0.9014975	0.88904285	0.75730175	0.58896244	0.84294057	0.6060537	0.8140922	0.88930845	0.94789094	0.51571864	0.31648636	0.38004136	0.77797514	0.86997575	0.62254906	0.9172026	0.85857844	0.7830798	0.81130207	0.91018534	0.52249765	0.84911263	0.97276247	0.99702364	0.9963035	0.69817436	0.89286935	0.8853661	0.7391921	0.63607883	0.52216995	0.86813045	0.90460914	0.94137484	0.78220713	0.82380724	0.66435874	0.789602	0.5706514	0.63041973	0.78704756	0.58167315	0.70194745	0.74292153	0.9384717	0.6691606	0.9240276	0.57762885	0.8420068	0.920884	0.42119634	0.8441125	0.57090056	0.85823905	0.807534	0.9158402	0.9265477
factuur/noun	0.90317214	0.8509797	0.95792395	0.9141101	0.97154343	0.79639584	0.7075223	0.7898051	0.53092706	0.93504566	0.8831042	0.9521245	0.9030237	0.87195754	0.88184536	0.7673141	0.8131245	0.62005985	0.88695776	0.6894059	0.7425151	0.7733285	0.774997	0.55928445	0.9486612	0.88268435	0.5663656	0.9296927	0.9239203	0.6200373	0.7471412	0.91344804	0.7321531	0.91511524	0.9004345	0.5969223	0.6807569	0.9407842	0.84540653	0.6684421	0.8893449	0.78059465	0.0	0.84637225	0.8767079	0.73773384	0.7909837	0.7825551	0.86736184	0.867177	0.66041666	0.8502711	0.9121423	0.8320154	0.9305282	0.90774477	0.7707925	0.82293624	0.8540184	0.8153808	0.8875853	0.9091082	0.60526	0.9764335	0.63560826	0.87050205	0.805007	0.82270193	0.7571304	0.68322295	0.7415443	0.61027735	0.8141355	0.88409066	0.755409	0.74860716	0.78243434	0.8647302	0.78013575	0.85733175	0.63151705	0.6822199	0.64935374	0.84216124	0.86055756	0.77885133	0.8605795	0.9580706	0.9448374	0.9182342	0.8713963	0.67944175	0.835756	0.9397169	0.82523024	0.8170349	0.7336384	0.8500602	0.75874245	0.87946075	0.8599422	0.9919224	0.64805794	0.7338114	0.68416214	0.88281703	0.6568774	0.7946656	0.98151165	0.8707098	0.641364	0.8660621	0.95896	0.7191818	0.8805249	0.93377906	0.9380788	0.8600035	0.56210804	0.87168187	0.57844543	0.7310264	0.8359379	0.8061956	0.9067814	0.6864749	0.6891377	0.7749641	0.95362455	0.9170889	0.8024981	0.64415634	0.743688	0.81645817	0.87842107	0.888059	0.59110165	0.9730725	0.82139343	0.87340885	0.8145756	0.8551832	0.8643658	0.7998854	0.8348831	0.8080163	0.8469377	0.80330384	0.9578017	0.94967693
flink/adj	0.8975905	0.8651668	0.96037716	0.81829983	0.93287987	0.74881184	0.61947584	0.58804464	0.8401953	0.88885415	0.8377297	0.9296496	0.8903167	0.8738694	0.89276445	0.87478036	0.93467844	0.65772855	0.8052531	0.77565366	0.94956475	0.733773	0.7477087	0.9248715	0.90367216	0.80242604	0.6852086	0.8520503	0.721248	0.7972386	0.82001686	0.9323096	0.56023157	0.7823504	0.96192056	0.7100934	0.59019667	0.82689697	0.8532547	0.5601198	0.7525966	0.84185505	0.84637225	0.0	0.7449913	0.8411505	0.8713339	0.786916	0.80243653	0.6409043	0.7838706	0.87202775	0.8294893	0.9022317	0.8586117	0.8702	0.7386476	0.8153802	0.85245836	0.810279	0.9117739	0.8912003	0.7285024	0.9803586	0.77842295	0.7620441	0.82636106	0.915197	0.86989164	0.7553391	0.92007893	0.6676174	0.81843805	0.7216239	0.69699985	0.7562608	0.8109578	0.67960256	0.8172742	0.85230577	0.78508604	0.8643198	0.80256975	0.78909016	0.8087087	0.8316639	0.8957124	0.8361688	0.9327537	0.8284929	0.82150793	0.86105394	0.84170806	0.946741	0.90930647	0.74299204	0.80085194	0.9416856	0.9221833	0.90424615	0.85972875	0.9967283	0.7327731	0.786942	0.8016076	0.94999826	0.7657359	0.56504977	0.93493515	0.77368003	0.8959693	0.7692829	0.8447422	0.87539	0.9366947	0.9505706	0.98696506	0.9908083	0.82737213	0.75023264	0.7806546	0.8410344	0.9235883	0.70290744	0.81426233	0.8093766	0.8850205	0.7680253	0.932603	0.8930021	0.81774116	0.8193221	0.8682652	0.75260615	0.8593015	0.8980042	0.7842397	0.97587097	0.70163345	0.79631364	0.5569693	0.7225597	0.96179134	0.8382308	0.8614384	0.8515745	0.87968165	0.8778595	0.9068736	0.9185042
formule/noun	0.9159741	0.89203507	0.9868641	0.792789	0.41191566	0.7772549	0.8042811	0.81402993	0.7318187	0.88682395	0.77358437	0.79827607	0.8938614	0.8713224	0.8807845	0.9314427	0.52920413	0.80452836	0.9048407	0.76136863	0.941636	0.8085793	0.7974627	0.8892216	0.7640742	0.97968256	0.6964356	0.87884593	0.95764434	0.828677	0.94608307	0.9181029	0.8558727	0.84014744	0.8464442	0.8519452	0.6091743	0.9474992	0.9025507	0.79036593	0.8655205	0.8075818	0.8767079	0.7449913	0.0	0.8597901	0.9638012	0.9540166	0.66779166	0.9705909	0.88865757	0.9717062	0.9371627	0.84720874	0.94419426	0.8360095	0.6809559	0.83937335	0.9645432	0.8718243	0.88221294	0.918486	0.887129	0.97445637	0.77962786	0.7344831	0.8481954	0.8752858	0.76473594	0.8593997	0.9786082	0.8079332	0.8701356	0.87985885	0.8190553	0.6624141	0.9394001	0.883468	0.9010174	0.900214	0.8651348	0.84952444	0.7531431	0.67615974	0.9447658	0.9715808	0.9329561	0.6877805	0.7835931	0.8835239	0.9232924	0.8640301	0.9493054	0.9290171	0.9267373	0.8700096	0.874955	0.9092294	0.8764086	0.8211938	0.88499916	0.9843675	0.68563473	0.7005054	0.8681874	0.76255715	0.91175467	0.6475972	0.7611396	0.8369812	0.95572865	0.9371426	0.94150496	0.8368411	0.8972173	0.9726238	0.949438	0.99129885	0.84861267	0.8920066	0.7724047	0.858805	0.8468766	0.85061413	0.9527287	0.7920027	0.90964174	0.7665415	0.9397049	0.7379407	0.90937567	0.77076155	0.8295188	0.80280167	0.85786194	0.78686243	0.7594245	0.9099183	0.86273026	0.9144726	0.7659417	0.7462335	0.9481514	0.844836	0.88847786	0.5965826	0.86200213	0.88834476	0.83413255	0.91730815
genees_middel/noun	0.8106591	0.9613354	0.8757108	0.97610503	0.7874688	0.68920386	0.75311005	0.6184773	0.8269656	0.9044369	0.61427796	0.7304565	0.2974972	0.93505424	0.70350516	0.7758752	0.7181751	0.60844994	0.9683259	0.9106776	0.9525148	0.69717896	0.8038514	0.9045227	0.9473233	0.92621374	0.5178062	0.9287051	0.89005697	0.74488294	0.7717795	0.9255931	0.84447426	0.8897349	0.91511256	0.57409495	0.67068326	0.9155014	0.7706993	0.8663411	0.7609483	0.457034	0.73773384	0.8411505	0.8597901	0.0	0.87065613	0.75683737	0.81353563	0.92124414	0.40519708	0.7958426	0.9314973	0.8705004	0.9235675	0.86759245	0.66479504	0.9466641	0.67062145	0.61290467	0.8951401	0.8989301	0.52659273	0.8645844	0.6238824	0.7600451	0.9418988	0.89207476	0.5939783	0.65901744	0.8622977	0.8364142	0.6260109	0.9368324	0.8602778	0.39912277	0.9539053	0.9233624	0.8083466	0.92078245	0.87064195	0.155595	0.66717565	0.7190822	0.7682602	0.6582873	0.43017435	0.8942229	0.7464677	0.9422495	0.916957	0.6105202	0.7844614	0.96975857	0.883714	0.826221	0.88794076	0.93633616	0.7275898	0.85705286	0.9337799	0.97077256	0.5325172	0.40339094	0.39806813	0.86864644	0.84655964	0.58746314	0.9528868	0.8721391	0.77406615	0.8754221	0.8400659	0.72013867	0.9318967	0.95146763	0.96463317	0.99510163	0.6365272	0.93234813	0.8296225	0.69884425	0.5796164	0.52729225	0.8809801	0.91189456	0.94364923	0.7642801	0.83567166	0.7514363	0.8447336	0.4976911	0.6218887	0.71965635	0.6710516	0.5826965	0.6580093	0.97990197	0.5940001	0.93303424	0.6414119	0.8250103	0.870267	0.55378294	0.78939533	0.7450439	0.9491246	0.86790395	0.8927037	0.9130193
gerecht/noun	0.9818288	0.6167028	0.98774576	0.8790306	0.88896537	0.7896143	0.9974508	0.94851565	0.94666666	0.8515478	0.8549058	0.84213245	0.7275121	0.975455	0.89355797	0.93803644	0.7460191	0.8951907	0.9970935	0.8945497	0.87974936	0.44089985	0.9036113	0.91666496	0.913902	0.8475584	0.77532893	0.88381845	0.9952408	0.80661666	0.93514353	0.8777724	0.9881266	0.7480694	0.97868377	0.8052287	0.59506303	0.82998484	0.37875092	0.9403083	0.9318773	0.78366536	0.7909837	0.8713339	0.9638012	0.87065613	0.0	0.829388	0.9890068	0.9008634	0.62801456	0.46356243	0.8551485	0.93217885	0.8719761	0.91909707	0.77447236	0.7238976	0.86487836	0.9488389	0.9849651	0.9519197	0.7871082	0.94969255	0.93011343	0.8646409	0.85899293	0.9707681	0.7870062	0.58601403	0.68567336	0.95767075	0.6375785	0.4952219	0.980852	0.7005745	0.9525007	0.8867395	0.33942658	0.91361606	0.9204256	0.8425745	0.76458573	0.81310296	0.9024094	0.845942	0.8568953	0.94795334	0.9746989	0.89449126	0.91901433	0.83998287	0.96542007	0.9854197	0.90052515	0.93911237	0.6893772	0.8184571	0.92511606	0.941036	0.92556655	0.98458165	0.81526136	0.69928086	0.71704376	0.9649776	0.9249984	0.8861444	0.9242247	0.83101124	0.8112015	0.697665	0.900261	0.7474896	0.86312944	0.6185897	0.98686564	0.9633295	0.8669838	0.698887	0.9590188	0.90805054	0.93325216	0.9231675	0.9748661	0.9257641	0.9122195	0.94940525	0.9752346	0.9710831	0.8385117	0.9211281	0.82339925	0.8337872	0.74153316	0.80774343	0.79502887	0.99405795	0.40709132	0.82770646	0.8403197	0.916117	0.96594363	0.7583853	0.8924487	0.84958166	0.9911319	0.80727804	0.8769468	0.80313355
