	1/noun	1999/noun	AG/name	Agfa-Gevaert/name	Argentijns/adj	Bank/name	Bax/name	Bayer/name	Belgisch/adj	Belgische/name	Carestel/name	China/name	Chrysler/name	Duits/adj	EU/name	Europa/name	Fabricom/name	Fortis/name	Frans/adj	Franse/name	Group/name	Henkel/name	Herck/name	Hof/name	Italiaan/noun	Italiaans/adj	Jacobs/name	Japans/adj	KBC/name	Karel/name	NMBS/name	Nederlands/adj	Nissan/name	Philips/name	Roemeens/adj	Sabena/name	Spoorwegen/name	Thijs/name	Top/name	Unilever/name	Valère/name	Vanenburg/name	Vinck/name	Vlaams/adj	aan/comp	aan/part	aandeel_beurs/noun	aantal/noun	aanvraag/noun	accoord/noun	activiteit/noun	administratie/noun	afdeling/noun	afgelopen/adj	al/adv	aldus/prep	als/comp	anders/adj	baan/noun	balans/noun	band/noun	bank/noun	bank_sector/noun	basis/prep	bedrijf/noun	bedrijf_terrein/noun	bekend/part	beperk/verb	bescherming/noun	besluit/verb	besta/adj	bestuur/noun	bestuurder/noun	beteken/verb	betref/verb	betreft/prep	beweging/noun	bezig/adj	binnen/prep	bio_technologie_bedrijf/noun	blijf/verb	boek/verb	bovendien/adv	brandweer/noun	breid_uit/verb	buitenlands/adj	charter_maatschappij/noun	choreografie/noun	club/noun	concern/noun	conflict/noun	container_park/noun	crisis_manager/noun	daarom/pp	dagenlang/adj	danwel/vg	dat/pron	de/det	dele/adv	dicht/verb	die/det	dien/verb	dienst/noun	diep/noun	directie/noun	dissertatie/noun	dit/det	dochter/noun	door/comp	doordat/comp	doorgaans/adv	drastisch/adj	drie/num	dringend/adj	druk/noun	dus/adv	duur/verb	duur_voort/adj	economie/noun	eerder/noun	eerst/adv	efficiënt/adj	eindelijk/adj	eindig/adj	en/vg	enig/det	er/adv	er/noun	eraan/pp	ervaring/noun	fabriek/noun	familie_bedrijf/noun	fantastisch/adj	filiaal/noun	financieel/adj	flink/adj	fors/adj	fuseer/verb	ga/verb	ga_in/verb	gebied/noun	gedetailleerd/adj	geef/verb	geldelijk/adj	gemengd/adj	genoeg/adj	geregeld/adj	gevaarlijk/adj	geval/noun	gewapend/adj	gewoon/adj	goedkoop/adj	groei/verb	groep/noun	grondig/adj	grotendeels/adv	haar/det	hand_DIM/noun	heb/verb	heel/adj	help/verb	het/comp	het/det	het/noun	het/prep	hoe/adj	honderden/noun	huishouding/noun	hun/det	import_verbod/noun	industrieel/adj	ingekort/adj	initiatief/noun	inspanning/noun	intercommunale/adj	intussen/adv	investering/noun	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	juli/noun	kader/prep	keer/adv	keten/noun	kijk_uit/verb	koers/noun	kondig_aan/verb	kop/noun	kost/noun	kruispunt/noun	landbouw_sector/noun	last/prep	leger/noun	lek/noun	lening/noun	links/noun	log/adj	loods_binnen/verb	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maak/verb	maak_bekend/verb	maak_uit/verb	maar/adv	maar/vg	management/noun	manier/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	miljard/noun	moeilijkheid/noun	moet/verb	mogelijkheid/noun	momenteel/adj	namelijk/adv	nationaal/adj	neem_over/verb	netwerk/noun	nieuw/adj	nodig/adj	noodlijdend/adj	noodzaak/noun	nooit/adv	noorden/noun	nu/adv	of/vg	om/comp	onder/adv	onderga/verb	onderneming/noun	onderwijs/noun	ons/det	ontsla/verb	op/adv	opleiding/noun	opnieuw/adv	organisatie/noun	oud/adj	overheid/noun	overheid_schuld/noun	plan/noun	poging/noun	principe/noun	privatiseer/verb	probeer/verb	productie/noun	rationaliseer/verb	record_tijd/noun	regio/noun	regionaal/adj	reorganiseer/verb	reserveer/verb	samen/adj	samenleving/noun	sanering/noun	scheld_kwijt/verb	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	sinds/prep	slaag/verb	slank_af/verb	slechts/adv	sluit/verb	smelt_samen/verb	snel/adj	sneltrein_vaart/noun	sociaal/adj	software_bedrijf/noun	specialist/noun	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	stel_aan/verb	stel_uit/verb	stoot_af/verb	structureel/adj	succesvol/adj	tak/noun	te/comp	ten/adv	tennis_bond/noun	terug/adj	terwijl/comp	tijd/noun	top/noun	top_club/noun	topman/noun	tot/prep	tot/vg	totaal/noun	touw_DIM/noun	tover_om/verb	traject/noun	uiteindelijk/adj	uitgebreid/adj	vaak/adj	ver/adj	verbeter/verb	verdwijn/verb	verkoop/verb	verlieslatende/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voer_op/verb	voetbal/noun	voetbal_bond/noun	voldoende/det	volgens/prep	volledig/adj	volop/adv	voor/comp	voorbeeld/noun	voorstel/noun	voortgang/noun	voorwaarde/noun	vorig/adj	waarbij/pp	waardoor/pp	waarop/pp	waarvan/pp	wanneer/comp	want/comp	wat/prep	we/pron	weer/adv	weg/adv	wens/noun	wereldwijd/adj	werknemer/noun	wij/pron	wijze/noun	wil/verb	word/verb	zal/verb	ze/pron	zeer/adv	zet_voort/verb	zich/pron	zichzelf/pron	zijn/det	zo/adv	zoals/comp	zodat/comp	zonder/comp	zonder/prep	zwaar/adj	zwak/adj
1/noun	0.0	0.4721514	0.71863985	0.6869856	0.9107732	0.68068504	0.9224397	0.72822046	0.7874555	0.7615452	0.84908956	0.81148314	0.79967403	0.78912234	0.7805915	0.82330084	0.85223764	0.69089234	0.80738133	0.79216665	0.7733892	0.8643354	0.97441417	0.9344318	0.87833995	0.8381947	0.8932978	0.86308396	0.7049879	0.8829916	0.7944435	0.84137887	0.82641524	0.79384035	0.86663616	0.7864804	0.7927937	0.92577887	0.823143	0.8476208	0.78364354	0.84197605	0.8613491	0.87068987	0.9058882	0.85182667	0.79565483	0.8257513	0.6779128	0.6860688	0.8007097	0.8722876	0.7581338	0.7813525	0.7927617	0.9301507	0.882082	0.93247235	0.8649003	0.9160936	0.8963409	0.76521575	0.8604527	0.7835747	0.69654393	0.9297403	0.7044765	0.8083941	0.9333692	0.7590761	0.79842985	0.72528744	0.78229725	0.818941	0.8172945	0.97514814	0.9492887	0.8607812	0.77008206	0.7900431	0.8642689	0.7682347	0.8465579	0.95889384	0.75662273	0.8708894	0.79793596	0.87386817	0.7938946	0.75629294	0.85799795	0.70110464	0.83085823	0.8180194	0.9430969	0.84852976	0.7443656	0.8160244	0.9334165	0.9033496	0.9016893	0.89234275	0.7700173	0.8397844	0.69377464	0.896137	0.76657516	0.83440506	0.86582524	0.9216269	0.9031973	0.872539	0.79430705	0.86660373	0.9095081	0.8928862	0.8319051	0.93138504	0.912455	0.73061013	0.87636876	0.93228704	0.87669635	0.8706662	0.79310215	0.85170156	0.9127506	0.9597965	0.8612101	0.9791577	0.78465444	0.8545945	0.9586593	0.7468151	0.7761028	0.91766983	0.7817037	0.671016	0.8191537	0.7436239	0.9199857	0.8759513	0.90391916	0.86471426	0.7473824	0.9690223	0.8951061	0.96195215	0.93038476	0.94658494	0.96063036	0.82193923	0.88461244	0.77908033	0.90180457	0.86019194	0.8886728	0.97064966	0.8477516	0.9084142	0.89945906	0.9063119	0.82080203	0.9901757	0.9296508	0.9513101	0.8788173	0.8148743	0.8589143	0.72700644	0.8424686	0.8144209	0.80768436	0.90813	0.6930915	0.7897459	0.82874185	0.6969123	0.96607184	0.8917303	0.29855657	0.8835237	0.9437703	0.8365471	0.9375551	0.7892444	0.6998277	0.9657653	0.9040797	0.9457049	0.91858876	0.8290476	0.8942959	0.9376318	0.85242164	0.9171875	0.94797754	0.8965218	0.87712777	0.7796546	0.9628313	0.7246852	0.79156333	0.9376684	0.89622283	0.76523787	0.9418559	0.95792615	0.96082604	0.89033204	0.921618	0.7795556	0.92961204	0.8248392	0.9067575	0.8252966	0.87195	0.8390529	0.82421666	0.8617037	0.7096544	0.8215314	0.70353794	0.9285504	0.8061334	0.8888265	0.87248385	0.9810414	0.9016059	0.7755052	0.8818395	0.89628226	0.8881468	0.7766741	0.9026514	0.8946209	0.72913176	0.9334325	0.85584253	0.744987	0.860462	0.85706156	0.86903936	0.9106642	0.71968114	0.8135422	0.7952125	0.791909	0.9489559	0.874168	0.9052261	0.8677826	0.87486374	0.74174666	0.80968773	0.8723553	0.7923862	0.90420765	0.852598	0.918562	0.61170626	0.92080516	0.8726602	0.9204553	0.55750275	0.91925734	0.8168138	0.8957856	0.72212875	0.6583012	0.9370813	0.84220916	0.8463207	0.73090935	0.8778099	0.84165937	0.8909533	0.80690217	0.7916092	0.72883093	0.7728137	0.90142775	0.86545765	0.90618867	0.80891323	0.8941227	0.87207556	0.790824	0.9550444	0.86383206	0.8316056	0.96289265	0.74403125	0.6229481	0.70570004	0.7772904	0.94251096	0.83281016	0.8709048	0.7332431	0.8086972	0.94414204	0.87332475	0.82165253	0.8249248	0.79335	0.8240692	0.876718	0.8808225	0.765958	0.9188691	0.93721765	0.8652065	0.9305228	0.8083269	0.7058029	0.8869448	0.8529739	0.93768245	0.70781195	0.9077563	0.82440114	0.53296804	0.814392	0.8437189	0.9200332	0.860724	0.7659526	0.9136556	0.9778362	0.9278196	0.88756514	0.85768473	0.8136282	0.80704874	0.777418	0.93019474	0.9039253	0.7172117	0.7388635	0.7070099	0.9226421	0.93981946	0.8469237	0.9264409	0.967227	0.8904106	0.9413711	0.8988788	0.83371216	0.80355686	0.9432093	0.94071823	0.8933746
1999/noun	0.4721514	0.0	0.70256734	0.65637255	0.76004696	0.6293398	0.8822495	0.6500173	0.68172246	0.7200763	0.6757213	0.6593086	0.6427711	0.64632446	0.7463827	0.6613598	0.7436229	0.59332204	0.6638322	0.7637172	0.5151946	0.7119092	0.9643985	0.9096789	0.8922198	0.7444828	0.88290244	0.60227394	0.61196315	0.91552687	0.78271556	0.73971593	0.65012306	0.59634286	0.8432574	0.69275355	0.7098412	0.88584477	0.73670644	0.62676764	0.8538022	0.7131703	0.8951702	0.83636045	0.83916444	0.7996921	0.7113045	0.75021446	0.807779	0.7266153	0.6604427	0.86582017	0.7235434	0.54043376	0.73727965	0.8488418	0.8516619	0.9496847	0.7516927	0.85753983	0.8177369	0.64578235	0.7487811	0.78384256	0.520731	0.88383555	0.57408667	0.7764801	0.9351119	0.7015766	0.8683956	0.7088907	0.71746516	0.8152738	0.88940465	0.91892624	0.8551439	0.82326365	0.74660957	0.72913367	0.8199996	0.63038516	0.8195535	0.95742697	0.71458256	0.74143374	0.791883	0.96790576	0.8129429	0.57713056	0.8147782	0.86207783	0.7410139	0.8042731	0.92803526	0.85179496	0.6570194	0.7857495	0.89770454	0.8941616	0.9187005	0.8632315	0.7711165	0.906126	0.64983904	0.84440124	0.7091893	0.65705	0.81189364	0.80820525	0.81735796	0.6904116	0.7611247	0.78974825	0.79308736	0.90154934	0.86650956	0.909976	0.76935923	0.63943195	0.85503376	0.893353	0.8037756	0.8547222	0.77923256	0.76856935	0.87571335	0.97457504	0.92092973	0.8547431	0.6703807	0.6987312	0.9857046	0.6222799	0.67536414	0.6849862	0.6100787	0.5997797	0.77302223	0.6611129	0.90691346	0.9161095	0.9252943	0.87686485	0.8796568	0.8380513	0.93842566	0.9302578	0.9384051	0.8873575	0.9589366	0.83790183	0.7238369	0.7413552	0.8158436	0.7270422	0.804811	0.99147373	0.73057115	0.8481216	0.9029756	0.8468869	0.80938315	0.99509543	0.87580013	0.98122543	0.79609174	0.92328995	0.8771838	0.742879	0.67005235	0.91558754	0.81771	0.8946855	0.8026122	0.65326536	0.7085825	0.59546334	0.8963492	0.8685559	0.43755084	0.87101203	0.9627018	0.6838004	0.8819507	0.5810804	0.5707526	0.9610724	0.8022562	0.970126	0.8464247	0.8047996	0.81006724	0.92803794	0.7028257	0.92968434	0.90329283	0.90575725	0.77225673	0.6446433	0.9285242	0.5459999	0.80389595	0.9460239	0.93864805	0.669142	0.9173197	0.8168906	0.8217023	0.68455434	0.7997669	0.7129683	0.74242854	0.6022259	0.7633162	0.8101525	0.89123493	0.741665	0.85431236	0.82025146	0.5915038	0.8051214	0.7207559	0.8856652	0.6358291	0.83534443	0.9486289	0.951773	0.8515484	0.85033697	0.8520358	0.72382426	0.81228006	0.54317534	0.9006835	0.94153064	0.71443665	0.95375794	0.9112997	0.7236397	0.8213161	0.8844187	0.7653722	0.77450085	0.7363516	0.7724201	0.82184047	0.7502519	0.89762807	0.7505671	0.849204	0.79040927	0.8783498	0.750761	0.68297493	0.8463594	0.79794	0.94605124	0.71839464	0.857012	0.8073094	0.74700665	0.8457999	0.7492839	0.5622535	0.85932755	0.72166234	0.8062286	0.62329406	0.7489153	0.8278873	0.84534436	0.8432491	0.56735486	0.88575864	0.7893609	0.7525655	0.65128964	0.7898427	0.69193274	0.65509593	0.84240776	0.7216176	0.69299185	0.8047331	0.86293817	0.7922993	0.813168	0.72503513	0.89196277	0.7471689	0.8687377	0.5949979	0.6654515	0.6915158	0.6975094	0.87747306	0.77390105	0.86863196	0.7959573	0.8349688	0.962966	0.8139276	0.8392273	0.7674638	0.5878426	0.7119056	0.88433474	0.7600167	0.6784525	0.81365705	0.8868848	0.82761866	0.920069	0.72845745	0.72050554	0.82569104	0.89260334	0.8476169	0.76414275	0.79696995	0.8175582	0.3032952	0.7986964	0.7757586	0.8533862	0.7163371	0.8265204	0.92186517	0.9110158	0.9215038	0.7988006	0.82291883	0.89247864	0.5624664	0.6146085	0.9500462	0.906734	0.68957794	0.676108	0.7326188	0.933896	0.8997101	0.7998972	0.8824601	0.8663965	0.68047297	0.9241996	0.81306434	0.84011567	0.8342801	0.9108857	0.8586534	0.81879836
AG/name	0.71863985	0.70256734	0.0	0.42490405	0.85881263	0.3882625	0.90613115	0.4532506	0.58217627	0.635465	0.677613	0.8019555	0.6901933	0.4455831	0.90580535	0.6895722	0.71203727	0.45729464	0.59483576	0.6490852	0.53333986	0.73740005	0.9919735	0.9445852	0.93688524	0.71367276	0.91677994	0.7023256	0.49928367	0.8752426	0.7394537	0.6622392	0.757897	0.61327296	0.84104115	0.69711024	0.69722915	0.92665046	0.74199736	0.69312954	0.8048217	0.8086824	0.8079436	0.8345102	0.9281956	0.8129964	0.68652415	0.8622679	0.8453713	0.705675	0.6431184	0.8945468	0.65233743	0.78095794	0.9141709	0.83631295	0.9286117	0.9922064	0.7670897	0.7456111	0.84842825	0.577904	0.647156	0.8574114	0.58122754	0.77642035	0.48220074	0.8562718	0.90341526	0.85123134	0.73906827	0.6548778	0.5861934	0.8988415	0.9246869	0.89526534	0.96207756	0.8985931	0.7831253	0.7145512	0.90380806	0.6284233	0.81395596	0.91120565	0.71184033	0.70073235	0.58864266	0.9828467	0.7957132	0.54088503	0.88814163	0.9202537	0.87155163	0.8961494	0.9167686	0.85799634	0.6972148	0.72811127	0.93371785	0.8965688	0.8990287	0.9176874	0.8466611	0.93323153	0.6199111	0.9302697	0.8620275	0.5896931	0.86769605	0.8262332	0.91908437	0.84679633	0.90042865	0.84721375	0.865641	0.967779	0.95986784	0.94384557	0.81754816	0.77910227	0.9275621	0.8215762	0.8990468	0.9462206	0.77168703	0.89285845	0.960403	0.9802418	0.8877956	0.9342834	0.6534286	0.71319807	0.86582816	0.5707139	0.60467356	0.8525379	0.6761917	0.52751666	0.8325623	0.87619764	0.87693876	0.9457953	0.8728149	0.8848697	0.8315418	0.97657007	0.9376533	0.8910438	0.9886943	0.91517854	0.9108647	0.7246113	0.829956	0.69768953	0.8923146	0.7782821	0.8304287	0.9669926	0.7598241	0.8740668	0.8974252	0.9267089	0.8214263	0.94376826	0.9265537	0.94477326	0.84275514	0.940021	0.83154595	0.9044076	0.641466	0.96286917	0.8321754	0.9042527	0.90475684	0.7931217	0.6888394	0.8676248	0.9726725	0.9143228	0.8358779	0.91211796	0.9785606	0.68207717	0.9379909	0.63394415	0.54520875	0.9255607	0.8448039	0.9560697	0.8272111	0.8599572	0.84376925	0.9344028	0.73987037	0.9776278	0.859653	0.8017955	0.74256784	0.6613909	0.8961364	0.47439986	0.77395266	0.96251196	0.9438918	0.6051187	0.9387346	0.83327806	0.82750666	0.69001305	0.93022406	0.5811099	0.77578545	0.67847514	0.75375277	0.89482003	0.902031	0.82116	0.90626305	0.85840946	0.46074957	0.7275312	0.77517545	0.9150746	0.5262805	0.852686	0.984135	0.8993623	0.9353361	0.8341138	0.8993331	0.67266357	0.90164256	0.591067	0.9438251	0.908063	0.711268	0.97722685	0.91499627	0.85666144	0.8471669	0.84722185	0.83675355	0.8893707	0.79946566	0.89294523	0.91615194	0.78352684	0.89606106	0.75347733	0.8692796	0.8780053	0.9036619	0.72161394	0.66703403	0.83965194	0.7306615	0.903311	0.73887146	0.8372405	0.8940567	0.7710866	0.8736811	0.7316921	0.81192654	0.8879294	0.7722678	0.96019065	0.61837447	0.71722066	0.9027597	0.8637972	0.84899366	0.5506201	0.8226218	0.72667336	0.81058013	0.7377178	0.87477213	0.80578226	0.6017641	0.8187132	0.7606079	0.69255924	0.8692592	0.92392325	0.8388967	0.85455155	0.87893337	0.9628998	0.7604323	0.84756994	0.48582834	0.85512793	0.8859148	0.77309716	0.8373471	0.78656864	0.9233706	0.8986403	0.8287455	0.9563312	0.8982731	0.85392165	0.8062358	0.5167488	0.61252	0.90580046	0.79411536	0.87137806	0.9222467	0.8862274	0.8145366	0.89449954	0.7158585	0.77648365	0.89002675	0.9526288	0.8220382	0.8986201	0.8949611	0.83346224	0.68144315	0.82718825	0.8262379	0.9043372	0.79064715	0.92919815	0.97891	0.90328723	0.9478937	0.9518516	0.88103724	0.9014073	0.62277746	0.6402762	0.9474439	0.8878075	0.74282074	0.86578125	0.84259236	0.92676824	0.927557	0.7540364	0.88314086	0.886301	0.8073552	0.93883306	0.77458227	0.9002938	0.8275395	0.91303146	0.839028	0.7483556
Agfa-Gevaert/name	0.6869856	0.65637255	0.42490405	0.0	0.8939265	0.45935607	0.8649055	0.28307325	0.6610279	0.60404897	0.5542629	0.7583872	0.653015	0.63954103	0.8283914	0.7755891	0.5639634	0.42090356	0.76854783	0.6895165	0.64930737	0.65867	0.9546502	0.9583908	0.9102507	0.8498408	0.89127576	0.7485265	0.44583017	0.8247152	0.56246686	0.7925522	0.7166089	0.51356006	0.8539227	0.62896	0.5669055	0.89016205	0.8084475	0.58615327	0.8201597	0.8041767	0.6465692	0.8612903	0.88715905	0.8534118	0.6778398	0.76132864	0.849282	0.6446611	0.64348197	0.80016667	0.5609131	0.72846687	0.86905676	0.807038	0.88155746	0.9694297	0.65918523	0.77714884	0.7931788	0.5927502	0.6803217	0.8727688	0.49675435	0.7490853	0.54784274	0.8342689	0.8516215	0.78666484	0.76751065	0.67691463	0.65856946	0.8000942	0.83975625	0.83426416	0.9051666	0.9315564	0.7246763	0.6390245	0.8154941	0.651116	0.7654102	0.8954631	0.7176833	0.7504578	0.6302359	0.9189742	0.8147929	0.52232206	0.7780284	0.83582306	0.8011167	0.8392059	0.868927	0.8013093	0.7280995	0.7032968	0.90908307	0.7720915	0.83360046	0.9020146	0.7665824	0.8779973	0.5739532	0.85107976	0.80469596	0.6887536	0.8206854	0.76003164	0.86011434	0.8447133	0.81830925	0.874759	0.80451655	0.9172107	0.93309087	0.9333905	0.7729601	0.7199011	0.9066438	0.83087337	0.79704225	0.8938433	0.72224355	0.9131968	0.88077945	0.97243524	0.8849865	0.94778144	0.56747484	0.66809905	0.8905215	0.58211774	0.6101314	0.8551893	0.6714101	0.64182836	0.8156413	0.8246046	0.8630027	0.903285	0.8627443	0.83519113	0.8558854	0.9617619	0.9234891	0.876848	0.9381633	0.8716176	0.8976213	0.8048263	0.7781788	0.57939875	0.8953704	0.78458816	0.79545313	0.93803424	0.80338514	0.9292439	0.87637174	0.9083184	0.82492733	0.9721783	0.8772114	0.9476645	0.8081617	0.85738486	0.78308076	0.8476036	0.57799006	0.8580234	0.8537568	0.81024694	0.8267741	0.816804	0.6794065	0.7752156	0.8733789	0.85252994	0.7515849	0.89221567	0.9314628	0.6983075	0.95198095	0.6495957	0.6178085	0.8601198	0.81047976	0.9192572	0.79373187	0.75285983	0.847919	0.8093363	0.75162673	0.9804384	0.83777493	0.84276557	0.65827227	0.6668473	0.883662	0.57024527	0.85607916	0.9494344	0.89659727	0.55221385	0.94169015	0.7962277	0.79136527	0.6487391	0.8401609	0.5361986	0.7666648	0.6528175	0.8279779	0.80915534	0.8651246	0.7812189	0.8814368	0.910665	0.63451636	0.7109531	0.7138915	0.9007511	0.6717619	0.83320415	0.944446	0.8904785	0.8727021	0.8412715	0.8662659	0.7174588	0.9060817	0.5550039	0.8537235	0.8435544	0.62723243	0.92026085	0.86250466	0.72848594	0.7959692	0.80189157	0.7788462	0.81770414	0.7172903	0.8806339	0.8976193	0.795932	0.86885333	0.6730108	0.88123864	0.8100401	0.8315283	0.7790373	0.6630821	0.8166755	0.7217542	0.86410797	0.7096746	0.84633243	0.8506622	0.81990546	0.81881577	0.6702008	0.76780105	0.8816279	0.6357157	0.89645666	0.6026795	0.7111654	0.86043096	0.7611759	0.77297187	0.56985337	0.83428824	0.69175434	0.7865027	0.7181692	0.80171907	0.7399993	0.6178997	0.70722437	0.8146614	0.7526144	0.8357953	0.9359821	0.7846627	0.8789796	0.8368275	0.91937196	0.6740563	0.7682987	0.5822825	0.83607316	0.7654427	0.74428296	0.84298396	0.8932142	0.88558865	0.86869264	0.83253145	0.9240316	0.88858294	0.78241366	0.78403383	0.59584403	0.60116184	0.89081156	0.7879179	0.83655953	0.8574929	0.8890694	0.7651075	0.9073112	0.6759402	0.726712	0.9050717	0.903903	0.8636782	0.80552447	0.8219011	0.8122024	0.6255618	0.79482156	0.7410532	0.9269712	0.77496743	0.8817248	0.92317194	0.84559584	0.8962245	0.8310228	0.7944104	0.80896175	0.61681426	0.61116445	0.910036	0.9126859	0.74273264	0.7646663	0.78713554	0.91054803	0.88223946	0.76293135	0.8980697	0.93012303	0.74537075	0.90890074	0.79018235	0.8097338	0.8386878	0.91022694	0.8422821	0.6770729
Argentijns/adj	0.9107732	0.76004696	0.85881263	0.8939265	0.0	0.7211882	0.9204779	0.83005387	0.46769428	0.79356647	0.7922585	0.67984307	0.82861817	0.5474199	0.6964264	0.63792294	0.8459759	0.79221797	0.5145172	0.76377404	0.8266898	0.8884918	0.991666	0.9115684	0.82295704	0.5015962	0.9604479	0.4590937	0.8024549	0.9471564	0.7733033	0.4663235	0.82886994	0.839518	0.6768227	0.8087585	0.8159398	0.9464044	0.89421326	0.86301893	0.93634784	0.86565804	0.9279462	0.7348746	0.8708281	0.8429085	0.73588514	0.8428284	0.8834715	0.7825453	0.8723294	0.8400812	0.85270643	0.7419698	0.8411686	0.94135994	0.85567725	0.94697434	0.79984325	0.8252519	0.8723204	0.63451755	0.6476219	0.86330616	0.7351997	0.9293068	0.7452427	0.73412037	0.8706225	0.66173303	0.8514326	0.7877985	0.8580313	0.763367	0.8814601	0.91485816	0.8680407	0.8549961	0.7211127	0.790444	0.7990898	0.7599239	0.8137129	0.9312046	0.79324245	0.6010937	0.83029646	0.92679507	0.6557137	0.74726105	0.78954184	0.9514357	0.76617837	0.85136503	0.86538714	0.84629214	0.8031013	0.52300036	0.90081996	0.93574125	0.85235006	0.7844523	0.7603767	0.9438631	0.8557752	0.960003	0.8669524	0.82961714	0.8467375	0.77758515	0.8429023	0.7415282	0.8654676	0.84766805	0.7365573	0.9416078	0.9281106	0.9124163	0.62065566	0.78901595	0.90854096	0.84653777	0.6855844	0.9387816	0.81399363	0.83459824	0.9441831	0.9452486	0.9859094	0.80708486	0.8701801	0.79979944	0.842908	0.7491693	0.68653226	0.81133324	0.6889305	0.7715436	0.8900494	0.8157445	0.8342145	0.9277672	0.83679616	0.9252891	0.93512595	0.91671956	0.90570915	0.972978	0.968552	0.92402977	0.9358554	0.78177613	0.79229414	0.8492702	0.8378186	0.70653915	0.7917534	0.9425939	0.7196475	0.80848444	0.8079114	0.8794158	0.8357203	0.94012284	0.8714696	0.9564711	0.7781991	0.8781969	0.8148971	0.75130284	0.75775576	0.937665	0.77563816	0.7933949	0.9596953	0.69442266	0.69725573	0.8727694	0.8936666	0.8228343	0.8552142	0.9350665	0.94785017	0.7283138	0.85988843	0.7921925	0.7159709	0.95668787	0.8098185	0.9845157	0.7522528	0.76223415	0.77692693	0.88492763	0.725347	0.9454595	0.79670244	0.8564074	0.828891	0.7444044	0.84754634	0.7389727	0.85474193	0.961717	0.93024576	0.8114739	0.90376145	0.87793577	0.91897696	0.77548003	0.7391243	0.8167457	0.86434984	0.7405367	0.74926424	0.8660392	0.89617056	0.7409198	0.8615215	0.57918763	0.75056064	0.88236177	0.8362703	0.8366046	0.6719239	0.812829	0.93031836	0.86165136	0.908275	0.90928197	0.8092801	0.8233864	0.84743714	0.74278903	0.89050686	0.7804979	0.7696007	0.97614473	0.89760923	0.8363233	0.7935511	0.79252183	0.64251834	0.6523572	0.77892685	0.8316309	0.9072384	0.68965364	0.88920784	0.83402425	0.9542186	0.82413363	0.7968068	0.7584852	0.8269726	0.94999075	0.88895124	0.78529197	0.61610055	0.69077337	0.9235457	0.69695204	0.9050541	0.6982272	0.8273598	0.8475654	0.84837854	0.8670221	0.73879486	0.8487829	0.7879095	0.85754436	0.8111256	0.81480366	0.8704518	0.8151605	0.75100476	0.7384784	0.73244107	0.86805034	0.7879915	0.7523316	0.75107145	0.8820884	0.86724997	0.9542574	0.8109104	0.8746913	0.7633415	0.9608678	0.7833064	0.6606492	0.82225853	0.8849844	0.92181736	0.8942473	0.8588111	0.88053346	0.95444864	0.8964712	0.8471417	0.9080932	0.8357898	0.81313336	0.8338982	0.7859925	0.8361521	0.8042133	0.801893	0.8082591	0.756725	0.6765	0.67134273	0.8382336	0.8005419	0.7600487	0.89941204	0.92705184	0.8344725	0.7438483	0.85984945	0.81081	0.808084	0.67463017	0.762231	0.8946032	0.81048733	0.79332477	0.89191467	0.8272284	0.96660525	0.8189405	0.8797173	0.83015054	0.7667331	0.85564446	0.9423097	0.8863002	0.8052677	0.8471033	0.80632496	0.9325073	0.9188614	0.74427354	0.82486117	0.85412925	0.8050645	0.94784176	0.85406977	0.8135202	0.89593935	0.85296667	0.79526633	0.7935314
