	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
markt/noun	0.8260707	0.89682215	0.9580525	0.91618395	0.8520196	0.61586916	0.94110966	0.87701845	0.92559946	0.90727067	0.857323	0.72193456	0.9087665	0.7475138	0.6872859	0.88897586	0.76798195	0.8826782	0.72597384	0.7724058	0.5996519	0.88234645	0.91655254	0.8359014	0.71219754	0.91757214	0.92978746	0.85444355	0.6339443	0.88762844	0.8175039	0.91696846	0.8310902	0.8173785	0.9186139	0.8897682	0.87400967	0.8025877	0.84137857	0.8619871	0.7829825	0.8025667	0.6059056	0.852388	0.86273587	0.730404	0.8594763	0.72676134	0.8213152	0.7759531	0.8010977	0.74272716	0.79398763	0.8309118	0.78254867	0.89232886	0.7694792	0.83581865	0.9000648	0.95836246	0.8207105	0.87329745	0.930001	0.9280891	0.90049857	0.8386885	0.8577566	0.7937208	0.8724792	0.75070965	0.8793511	0.81639814	0.77887076	0.9183194	0.0	0.7799881	0.8321448	0.6636063	0.8478143	0.8085364	0.7572156	0.82537097	0.81462336	0.6501465	0.86794865	0.850785	0.85480535	0.87238526	0.64440894	0.7586717	0.9290619	0.860317	0.92266965	0.5717851	0.834268	0.7840963	0.83809257	0.7922127	0.8072686	0.8042333	0.82678795	0.7729423	0.87829685	0.84447277	0.8011385	0.87152094	0.8627468	0.8901852	0.8633313	0.83045524	0.871703	0.8211283	0.8153708	0.85415375	0.86923903	0.8432639	0.7856408	0.8057189	0.86755776	0.71560884	0.8787677	0.84821	0.8438987	0.8772937	0.9016433	0.89226687	0.7542763	0.8445616	0.8584689	0.87473434
mede/adv	0.79308337	0.9222861	0.95495325	0.9364824	0.8970282	0.73385274	0.9432845	0.8771931	0.85519373	0.865947	0.90018034	0.8303256	0.89480966	0.8461492	0.80174875	0.8418674	0.85858107	0.86822534	0.8273635	0.85176694	0.7939196	0.90828526	0.8502522	0.81489563	0.6775312	0.9077319	0.8828103	0.8560247	0.80396205	0.921216	0.7605393	0.8919955	0.74317515	0.86366653	0.9267357	0.8295911	0.8942203	0.7597778	0.78850955	0.8354628	0.7660926	0.77505517	0.74101126	0.83144164	0.8411356	0.6958039	0.8298996	0.8561914	0.9011949	0.9028549	0.7559681	0.72736037	0.81848264	0.87258613	0.82652134	0.8212982	0.6969656	0.7843273	0.91092825	0.9590405	0.78699434	0.8403889	0.87936485	0.9413486	0.83718634	0.8946941	0.8417351	0.8408656	0.91464686	0.8517892	0.83492213	0.81494397	0.8369155	0.9628576	0.7799881	0.0	0.9158236	0.8313915	0.8086771	0.7543962	0.8339772	0.8421041	0.7727826	0.7772424	0.8392608	0.80084443	0.7860818	0.8674574	0.78834915	0.7824193	0.92552066	0.79710937	0.936472	0.7551499	0.802199	0.7955247	0.8738684	0.8751114	0.88327837	0.8833242	0.7979852	0.78456795	0.85930985	0.8357249	0.8345664	0.8065866	0.86373764	0.88341284	0.7648922	0.7710115	0.81139064	0.79080665	0.8116104	0.82455814	0.89126027	0.7880894	0.7828273	0.8419583	0.85094565	0.6724272	0.8837973	0.82723117	0.8283478	0.86327046	0.8873141	0.8537415	0.77614695	0.7997243	0.77893007	0.8165302
medium_groep/noun	0.86755	0.8208294	0.9620006	0.85450494	0.83225965	0.8606869	0.8145023	0.8705484	0.91192895	0.9435152	0.84812903	0.8302049	0.9289613	0.8200662	0.86549413	0.91180974	0.8988735	0.937521	0.7181356	0.8320872	0.6828096	0.94568515	0.9298662	0.9328586	0.89716655	0.9691889	0.9366275	0.82327676	0.6630948	0.93506986	0.8931546	0.9498318	0.91981304	0.8969378	0.97252774	0.84210396	0.842748	0.9299525	0.9138972	0.93311524	0.8990181	0.9388942	0.8565427	0.8887844	0.9452471	0.91969365	0.9663435	0.87822664	0.7940132	0.8118787	0.9377193	0.90206885	0.94028324	0.9669244	0.83516234	0.93219036	0.8971435	0.8903452	0.92402184	0.952279	0.87325543	0.91710275	0.91676104	0.95768166	0.9617129	0.93294525	0.9030924	0.8603218	0.7689595	0.70613366	0.95608675	0.8595079	0.91709924	0.94052184	0.8321448	0.9158236	0.0	0.8485011	0.9181073	0.93507546	0.87188584	0.88917893	0.9022086	0.7073411	0.95201397	0.91757476	0.9005852	0.9107388	0.9008373	0.93395287	0.950988	0.8615007	0.9201668	0.8650152	0.942137	0.9205313	0.8631482	0.8289205	0.79357874	0.881435	0.9432822	0.92922944	0.9521581	0.92257935	0.79097843	0.92280936	0.9348006	0.96622145	0.9237942	0.9013056	0.955551	0.9105114	0.9263242	0.92005706	0.8508955	0.89622486	0.8963713	0.9310705	0.9515794	0.88711286	0.9204461	0.9280464	0.9058651	0.940323	0.9403477	0.95676714	0.91153264	0.921729	0.96251434	0.9582569
merk/noun	0.8622601	0.8270361	0.95857966	0.9126998	0.77363276	0.7766561	0.95601624	0.8546691	0.9194466	0.869193	0.77913064	0.7767538	0.9029504	0.75905675	0.80426764	0.91652983	0.85034776	0.8994406	0.7784905	0.87453485	0.69935906	0.9019842	0.9016031	0.8805655	0.7630633	0.9439022	0.8811861	0.7719284	0.7038187	0.9050621	0.819616	0.9363332	0.7899902	0.863597	0.944887	0.9027443	0.8666713	0.81545156	0.8898904	0.89884657	0.8831197	0.81836766	0.8174023	0.911309	0.8627099	0.7188132	0.88667744	0.7424546	0.79029214	0.82542694	0.82409996	0.83329624	0.8807391	0.8128444	0.81443334	0.91021013	0.8255571	0.8541069	0.9163533	0.9633819	0.82363653	0.889124	0.9334941	0.915958	0.9127108	0.9172519	0.9050099	0.859333	0.85061765	0.76281387	0.8478031	0.86361104	0.7724445	0.89634186	0.6636063	0.8313915	0.8485011	0.0	0.86442447	0.7860328	0.79290414	0.8444362	0.8315667	0.7264714	0.8763751	0.86754125	0.8501885	0.93750703	0.7357069	0.8291764	0.9212744	0.90224314	0.9338637	0.78775156	0.84524256	0.85041636	0.8906818	0.883785	0.84931713	0.8470737	0.86503744	0.80010045	0.89493454	0.8656572	0.8237072	0.9020756	0.881897	0.8931453	0.87863785	0.8859494	0.8905752	0.8242816	0.81571275	0.8392805	0.88151574	0.8739015	0.84683573	0.81982964	0.871993	0.7987343	0.8748592	0.86368454	0.8360183	0.8263707	0.9125318	0.874175	0.79797757	0.80986905	0.8307871	0.9071789
moet/verb	0.87723786	0.919854	0.94045436	0.9239991	0.89308655	0.8326858	0.9245768	0.9026769	0.8499522	0.87375057	0.9056781	0.8648594	0.92215717	0.8377533	0.83863884	0.7744367	0.8762445	0.84132403	0.8328299	0.8711848	0.784081	0.8833127	0.8200135	0.7854993	0.6508963	0.84213024	0.9209974	0.83321816	0.82179147	0.87430406	0.6169021	0.8787709	0.6926526	0.81794184	0.8955158	0.7594191	0.8688284	0.8008106	0.7517882	0.69368124	0.83847725	0.62705654	0.8551127	0.85620797	0.670122	0.7685013	0.7915291	0.85906327	0.87876356	0.8974707	0.77072734	0.76772326	0.8435358	0.7379493	0.8903867	0.7624357	0.7876445	0.8057053	0.8922651	0.9477666	0.7526063	0.87812656	0.8498795	0.92923796	0.8355609	0.88297045	0.856147	0.79425216	0.9282069	0.8533951	0.75118697	0.8222894	0.86779964	0.93943757	0.8478143	0.8086771	0.9181073	0.86442447	0.0	0.7695353	0.8176066	0.6640157	0.53422683	0.78641015	0.8239818	0.74855447	0.8089397	0.884074	0.865124	0.8737304	0.85569346	0.8060447	0.8812992	0.7894493	0.81278646	0.7207751	0.83158445	0.9167347	0.87763774	0.9044745	0.7810264	0.7656555	0.8332975	0.86662614	0.8632111	0.8568667	0.81379455	0.8514904	0.6847373	0.815757	0.85856277	0.8112739	0.7180831	0.87806594	0.8408669	0.80040205	0.7317204	0.82979137	0.69384074	0.7049906	0.600922	0.7701476	0.6044515	0.64016545	0.8029839	0.80874914	0.608011	0.656942	0.74527687	0.8236414
namelijk/adv	0.83138263	0.92370063	0.9636067	0.89973533	0.9129718	0.7779048	0.9336974	0.8609597	0.85139036	0.8352063	0.90960664	0.8219789	0.8848028	0.86009693	0.80157983	0.80039686	0.8402511	0.8188859	0.8115202	0.9079555	0.77726084	0.90065074	0.8454193	0.7980076	0.5803224	0.88969064	0.890937	0.8258677	0.8315133	0.88871133	0.6635121	0.8792576	0.6740855	0.8224689	0.8822388	0.83380127	0.82460016	0.69582856	0.8195308	0.8301008	0.82573164	0.6332177	0.8342571	0.870493	0.75371933	0.64639276	0.7613304	0.814929	0.89635307	0.883108	0.76507926	0.79002213	0.80742747	0.72312725	0.8160907	0.8371675	0.7538145	0.7288364	0.87955964	0.93376464	0.7538826	0.8763688	0.9265345	0.9455588	0.8638258	0.9153477	0.85374343	0.8330116	0.94889855	0.8379875	0.76346546	0.8384635	0.8461228	0.94286466	0.8085364	0.7543962	0.93507546	0.7860328	0.7695353	0.0	0.78345835	0.7744268	0.71889114	0.7725073	0.8473589	0.8173208	0.80669135	0.92542094	0.7630844	0.82288224	0.893242	0.8310772	0.89685124	0.7785609	0.7629383	0.80258304	0.8665833	0.91318846	0.8966916	0.8355502	0.73756826	0.7122094	0.8339314	0.8557614	0.8843109	0.82277006	0.82761467	0.8352604	0.76734793	0.8307985	0.7766943	0.76176625	0.7097844	0.82928646	0.8895272	0.7561444	0.755135	0.7816134	0.7561697	0.6281589	0.8173541	0.8145597	0.7487297	0.7318715	0.809366	0.767877	0.65034926	0.73175275	0.71960306	0.82903135
netwerk/noun	0.86140805	0.88308895	0.949211	0.90305316	0.91068333	0.7677685	0.9161792	0.88040996	0.8984057	0.89374834	0.8812659	0.8171558	0.91254675	0.87372094	0.68825567	0.7647269	0.75202525	0.88992155	0.79133177	0.8729837	0.6686796	0.84793097	0.8792803	0.75071144	0.70806986	0.90068245	0.91659915	0.83128905	0.7854296	0.83089507	0.8223953	0.91282624	0.8030666	0.6678417	0.93465227	0.8643869	0.8832748	0.77043337	0.8681532	0.85264	0.860026	0.8362698	0.80159056	0.8854844	0.86338615	0.7285303	0.8846756	0.76978016	0.81919503	0.77039915	0.87690544	0.8652082	0.75762314	0.8710414	0.72282666	0.86200905	0.80101275	0.83403075	0.8612747	0.9633373	0.8127235	0.9068205	0.8631462	0.9105873	0.90948254	0.9023569	0.8095614	0.82942617	0.9253416	0.7879175	0.90269357	0.79993534	0.77604735	0.92627734	0.7572156	0.8339772	0.87188584	0.79290414	0.8176066	0.78345835	0.0	0.8639388	0.7831516	0.71061826	0.800937	0.88924205	0.6252856	0.9342079	0.7846813	0.77274185	0.9070438	0.84465796	0.835696	0.7625393	0.84596217	0.81609714	0.7846561	0.8693515	0.80537856	0.8304098	0.8302503	0.84053814	0.92215925	0.85460275	0.8665423	0.8707418	0.8524325	0.80408823	0.8791578	0.87344086	0.83505464	0.8074671	0.7992012	0.88169086	0.8399337	0.79287803	0.7800356	0.8463372	0.8789645	0.7371067	0.88297635	0.9014887	0.8478436	0.8857019	0.8732448	0.86442477	0.7222961	0.82097095	0.85443085	0.891133
nu/adv	0.8387332	0.9297898	0.9402735	0.937487	0.88256824	0.8077575	0.90912324	0.9048635	0.8790096	0.8643235	0.90059006	0.85460067	0.89816684	0.85199887	0.8657905	0.8427023	0.87238246	0.6577921	0.8191141	0.8980638	0.81364965	0.8864277	0.90121603	0.82556236	0.7283368	0.93087786	0.9399824	0.82107824	0.8279072	0.8875979	0.68279135	0.87652236	0.73010945	0.848104	0.88898903	0.7961475	0.8858241	0.8057294	0.8525056	0.8042502	0.87533474	0.6737747	0.8729725	0.8802192	0.7526782	0.8416377	0.72182137	0.8545159	0.89466655	0.864961	0.8184093	0.83721584	0.85264057	0.78678554	0.84482193	0.83503664	0.79980576	0.8247554	0.93890965	0.9510924	0.65106654	0.79072994	0.9158199	0.9274577	0.8562007	0.89759487	0.90770507	0.8566711	0.90830785	0.86453986	0.7398323	0.8399271	0.87211335	0.94403815	0.82537097	0.8421041	0.88917893	0.8444362	0.6640157	0.7744268	0.8639388	0.0	0.73719066	0.8287605	0.88824904	0.7075057	0.8636811	0.9254753	0.86569846	0.86562246	0.8550507	0.85858566	0.8815784	0.8092823	0.80259216	0.75330544	0.86144435	0.9149591	0.9009352	0.91244006	0.8112819	0.7790451	0.75530684	0.8594322	0.8618194	0.86045504	0.82125926	0.8684402	0.7387808	0.78386587	0.86289823	0.8858483	0.7708533	0.8460827	0.865818	0.82266533	0.75661224	0.7394024	0.74578774	0.80818045	0.6107141	0.6694745	0.6277604	0.7021967	0.81552577	0.8275022	0.75191057	0.7949932	0.86987436	0.894287
om/comp	0.869878	0.90988797	0.9317032	0.9043662	0.89244115	0.7842637	0.91738874	0.90988004	0.849095	0.84522617	0.8899392	0.8490263	0.9089004	0.85096526	0.8066145	0.7926855	0.87173885	0.8178734	0.8047497	0.87190723	0.74521315	0.85238165	0.82424384	0.7761086	0.6345973	0.8279883	0.9024819	0.8044811	0.8151113	0.86008465	0.5892887	0.8547059	0.6444032	0.8061085	0.8811371	0.73320556	0.8635773	0.7685541	0.7557141	0.7238983	0.82676166	0.6408107	0.8295587	0.8522451	0.6621512	0.7139592	0.75310546	0.8274982	0.85683066	0.8969486	0.7682581	0.8096483	0.8064523	0.7449216	0.84048027	0.78110737	0.7893895	0.7803985	0.858094	0.9440634	0.7378185	0.89147186	0.8432754	0.92753696	0.80847263	0.86482775	0.8023213	0.79766464	0.91310465	0.83811784	0.74066323	0.7971027	0.84121585	0.9192533	0.81462336	0.7727826	0.9022086	0.8315667	0.53422683	0.71889114	0.7831516	0.73719066	0.0	0.7414599	0.81728816	0.7042295	0.78111583	0.87297684	0.8193632	0.81424636	0.8625635	0.82752466	0.90429926	0.7819549	0.7928025	0.71353304	0.8312696	0.8859065	0.8757729	0.877719	0.7669003	0.74442244	0.83219904	0.83786625	0.85636204	0.78267497	0.8182976	0.8435266	0.71142	0.76676416	0.80694914	0.7940834	0.6900004	0.8569498	0.83863777	0.8127856	0.7587044	0.7798726	0.697225	0.6693902	0.65882754	0.7344719	0.6350796	0.6423496	0.79264337	0.7416333	0.5900407	0.6362753	0.6971975	0.8517521
onderneming/noun	0.76630795	0.7987169	0.9411242	0.8294705	0.8157537	0.70188844	0.8820174	0.8548613	0.896804	0.8967016	0.8076423	0.6957975	0.87519884	0.6911835	0.6404724	0.7806441	0.75097996	0.87742543	0.57288706	0.74993694	0.2986977	0.86174315	0.77968276	0.7784626	0.6909848	0.92844707	0.92443645	0.73767734	0.48934793	0.8871948	0.7501566	0.9355298	0.8107009	0.72842264	0.9458887	0.7192166	0.82029724	0.782449	0.80480313	0.8383456	0.8248278	0.75718886	0.6798922	0.8609253	0.8821959	0.77499354	0.8790624	0.74285054	0.6990212	0.71936154	0.81220514	0.7450648	0.81836873	0.8712286	0.7382307	0.8704716	0.78012294	0.80064756	0.84140956	0.96982104	0.81279516	0.85917664	0.8681634	0.92092216	0.8938373	0.8502289	0.86188173	0.72205305	0.79379135	0.63351464	0.8878582	0.6830596	0.74340117	0.8665594	0.6501465	0.7772424	0.7073411	0.7264714	0.78641015	0.7725073	0.71061826	0.8287605	0.7414599	0.0	0.7834418	0.86654437	0.664809	0.8494077	0.7131291	0.7881819	0.9106922	0.77297974	0.8537444	0.59153014	0.8448719	0.842031	0.8109386	0.8111231	0.73116845	0.8167888	0.8147141	0.8201275	0.89338005	0.8334696	0.6755368	0.8373429	0.8188726	0.8391464	0.82392526	0.8474359	0.8715683	0.7049464	0.8359452	0.86007863	0.8478446	0.7622739	0.7814026	0.837523	0.883764	0.7437695	0.88380986	0.902677	0.8047981	0.88687736	0.89598095	0.8520633	0.77291334	0.8125322	0.85399187	0.8937625
opleiding/noun	0.9061917	0.93779606	0.9555107	0.93433905	0.9583299	0.874552	0.96068156	0.9048641	0.93916935	0.9072114	0.94881505	0.8823087	0.93791044	0.9114803	0.753187	0.76841754	0.6969101	0.90987056	0.8960178	0.92060125	0.77597374	0.91682047	0.89557624	0.85366255	0.7631875	0.91897106	0.8967154	0.85529757	0.88489085	0.90946335	0.80521095	0.94877744	0.862874	0.7214352	0.93084687	0.8471761	0.8756055	0.8051131	0.9002604	0.84116447	0.9181324	0.818307	0.82674325	0.9089703	0.81165993	0.72722125	0.8989533	0.8884157	0.88183355	0.876868	0.8985497	0.90337664	0.86355335	0.89549804	0.83315784	0.8484738	0.8546232	0.8689364	0.88344485	0.9641218	0.8500415	0.861485	0.7945316	0.8902924	0.93211883	0.94165087	0.88766664	0.8692834	0.9707383	0.8781784	0.90139973	0.7412498	0.7659482	0.94680804	0.86794865	0.8392608	0.95201397	0.8763751	0.8239818	0.8473589	0.800937	0.88824904	0.81728816	0.7834418	0.0	0.91240215	0.7594793	0.9323814	0.8240371	0.8663777	0.7938566	0.9158334	0.8449569	0.73952603	0.860477	0.89092356	0.8883802	0.9373476	0.9195922	0.86716	0.8452336	0.8474401	0.9118799	0.90574753	0.8992647	0.89712715	0.8827519	0.8777353	0.89662373	0.90981925	0.9048355	0.86990416	0.8690394	0.8434737	0.9068306	0.84078115	0.8185879	0.85716045	0.8659508	0.84770215	0.9131305	0.9398515	0.86651826	0.88749206	0.90203196	0.8749016	0.8151758	0.85073054	0.8450413	0.9303993
opnieuw/adv	0.77765673	0.915734	0.9405169	0.9008477	0.90450656	0.8063091	0.9521171	0.9133058	0.8544849	0.83324933	0.9047206	0.852779	0.87191004	0.8584214	0.87792957	0.89106727	0.88072705	0.7707418	0.85067654	0.91963184	0.8738354	0.8763262	0.8591037	0.8302485	0.7784697	0.84683365	0.9016383	0.81940204	0.84537673	0.9021051	0.7685099	0.8231076	0.8026965	0.8959148	0.8640174	0.8233363	0.88286245	0.8153712	0.8280666	0.81034243	0.82202697	0.7955855	0.8358024	0.8247726	0.7104322	0.7566012	0.7828489	0.8676753	0.90638936	0.8877485	0.74482733	0.7869203	0.8291598	0.841751	0.84297913	0.78301454	0.8014269	0.7752469	0.9503205	0.9181001	0.6867944	0.80074507	0.9272029	0.9319776	0.7918691	0.8987168	0.8246223	0.90258014	0.92007524	0.8841473	0.84670675	0.87035286	0.92008156	0.94741946	0.850785	0.80084443	0.91757476	0.86754125	0.74855447	0.8173208	0.88924205	0.7075057	0.7042295	0.86654437	0.91240215	0.0	0.8742215	0.9330661	0.8755819	0.8213537	0.8341508	0.8943911	0.9173309	0.8486285	0.835456	0.7517074	0.86380124	0.9375451	0.90292627	0.861687	0.8202819	0.7452946	0.8003309	0.8068182	0.87204915	0.83224326	0.8142698	0.8681052	0.7338054	0.78646207	0.79850996	0.8755218	0.69049895	0.8288664	0.85460776	0.84462404	0.74328303	0.7663348	0.74060756	0.7130793	0.75816345	0.4687388	0.7930614	0.75202894	0.86279255	0.8192919	0.69974273	0.7388112	0.8058609	0.7624359
organisatie/noun	0.8533659	0.8867173	0.94988537	0.88334274	0.9301258	0.77364886	0.9244255	0.8699485	0.86324877	0.8795289	0.87296474	0.86299366	0.9209671	0.8717408	0.6555127	0.7340995	0.77017933	0.8994614	0.7835274	0.8634983	0.66076255	0.92113805	0.856781	0.73655427	0.744454	0.91051596	0.908977	0.7668944	0.787627	0.9118891	0.7526292	0.9137494	0.815966	0.68559134	0.95511806	0.7757114	0.8620838	0.7844319	0.8418077	0.8132831	0.82665	0.8390043	0.7759558	0.84425455	0.8740095	0.7441684	0.8861846	0.86078113	0.8286828	0.8482406	0.87215686	0.8428948	0.7860324	0.9125383	0.66738945	0.8426174	0.80730957	0.8186493	0.8749677	0.98170084	0.80520236	0.89261913	0.81419796	0.88790447	0.8783668	0.899986	0.7355219	0.85820854	0.89315194	0.7766126	0.90581965	0.7502014	0.7820857	0.9196458	0.85480535	0.7860818	0.9005852	0.8501885	0.8089397	0.80669135	0.6252856	0.8636811	0.78111583	0.664809	0.7594793	0.8742215	0.0	0.93677235	0.8243998	0.77085865	0.8910286	0.84670633	0.82255864	0.72097266	0.86712015	0.88247323	0.8538826	0.91319996	0.8189182	0.828364	0.82257026	0.8502603	0.92794335	0.83989024	0.8512668	0.8732643	0.85838896	0.88992846	0.85942733	0.878054	0.8252467	0.8400361	0.8539422	0.84220016	0.79765004	0.74115765	0.8208387	0.8504158	0.8879173	0.80825233	0.871619	0.9160697	0.79178447	0.8751218	0.84459186	0.8350601	0.82159305	0.83666176	0.85359	0.8761487
overheid_schuld/noun	0.870502	0.9727397	0.9777693	0.9736672	0.95514	0.8757416	0.9483967	0.9267105	0.97013086	0.96852195	0.93788165	0.9275466	0.9782913	0.9081589	0.8919614	0.9077013	0.96243364	0.94771975	0.83508945	0.83220595	0.8641988	0.950851	0.9784906	0.89554745	0.87367463	0.9876191	0.93255854	0.907803	0.8612998	0.9649723	0.89600027	0.95618474	0.8943704	0.93804675	0.9782386	0.93687093	0.94371843	0.9160651	0.8727326	0.91598994	0.8871091	0.9053884	0.78225684	0.9166345	0.9430128	0.93891865	0.9532998	0.95016134	0.9238174	0.92502713	0.9099109	0.8452955	0.95611525	0.96930945	0.9355328	0.9359507	0.9077486	0.90594393	0.9050927	0.9666892	0.92256606	0.85205054	0.9195353	0.95730656	0.9501006	0.87398314	0.9245892	0.78737617	0.9389739	0.8704824	0.9524423	0.90992403	0.9411916	0.969659	0.87238526	0.8674574	0.9107388	0.93750703	0.884074	0.92542094	0.9342079	0.9254753	0.87297684	0.8494077	0.9323814	0.9330661	0.93677235	0.0	0.8814377	0.9350951	0.9481073	0.73673904	0.97359735	0.87859344	0.91160357	0.9160013	0.943665	0.9147178	0.8645276	0.94455767	0.9108391	0.92304873	0.9408234	0.9524212	0.91370994	0.9155383	0.920281	0.95919496	0.9454253	0.91427785	0.97135043	0.8470664	0.9459351	0.93874997	0.90762526	0.89142406	0.9370216	0.94983184	0.95242304	0.89121413	0.93142605	0.94452524	0.92988545	0.9564024	0.9653705	0.94540805	0.90756637	0.933426	0.9510852	0.94543713
productie/noun	0.83214486	0.9025778	0.96961564	0.9189481	0.8603414	0.7325512	0.947837	0.88781977	0.9369548	0.91373265	0.82635903	0.7406206	0.8835896	0.8327997	0.6645974	0.83693886	0.7345909	0.8995881	0.84195924	0.87628376	0.6712153	0.88123494	0.915737	0.85201055	0.7386601	0.9072176	0.82194775	0.8969247	0.7571316	0.86289126	0.8102896	0.92996526	0.83713055	0.80126715	0.9439073	0.8463613	0.9014842	0.80970603	0.80658746	0.89585185	0.8501947	0.79222745	0.7896507	0.87496156	0.8782373	0.66902757	0.8956733	0.62846637	0.87131083	0.8360088	0.81262	0.7914706	0.8494005	0.85676277	0.852208	0.8735099	0.7725134	0.830506	0.8861535	0.9235973	0.8380431	0.844646	0.9302695	0.9362254	0.9305805	0.8853654	0.8927427	0.84700644	0.9220122	0.8312894	0.8718487	0.86800504	0.7994578	0.9400401	0.64440894	0.78834915	0.9008373	0.7357069	0.865124	0.7630844	0.7846813	0.86569846	0.8193632	0.7131291	0.8240371	0.8755819	0.8243998	0.8814377	0.0	0.83317333	0.8876427	0.8847773	0.9227493	0.6578423	0.81529576	0.85813487	0.878474	0.8838114	0.86738425	0.83544326	0.8212463	0.7934344	0.9026496	0.89210904	0.8637175	0.8382253	0.82615876	0.8827337	0.87590915	0.85363865	0.8489878	0.8264054	0.8180958	0.8848281	0.92864543	0.86135685	0.7663009	0.80612534	0.87370324	0.6960956	0.9038806	0.88954747	0.8820765	0.9100474	0.9211644	0.9136143	0.739582	0.8370483	0.8233448	0.89942956
regio/noun	0.8188435	0.9249852	0.97006786	0.9149072	0.9180496	0.6514346	0.9555574	0.8813549	0.89361066	0.8920538	0.8996117	0.8783059	0.90689385	0.8765659	0.7381705	0.856665	0.80844796	0.8804738	0.8462201	0.8720628	0.76322985	0.83671683	0.88529307	0.7647686	0.76491535	0.8464231	0.9371828	0.81491226	0.8363374	0.88736707	0.82161146	0.86410767	0.8528503	0.80336154	0.913547	0.8768966	0.8981973	0.80501455	0.81691253	0.8500186	0.82708406	0.8534061	0.7497133	0.8646889	0.8488797	0.7417492	0.84631056	0.79918444	0.8868148	0.83471155	0.8426524	0.8320729	0.5164125	0.89268976	0.7499018	0.8722829	0.7765157	0.7862645	0.9140551	0.9733844	0.80961686	0.8810339	0.90678185	0.91622365	0.90812063	0.84841126	0.7495994	0.8664619	0.9346581	0.8405768	0.9057308	0.8890544	0.8977162	0.9525431	0.7586717	0.7824193	0.93395287	0.8291764	0.8737304	0.82288224	0.77274185	0.86562246	0.81424636	0.7881819	0.8663777	0.8213537	0.77085865	0.9350951	0.83317333	0.0	0.88985896	0.8712845	0.90358377	0.70380294	0.8571843	0.85910416	0.81605947	0.8793218	0.8544327	0.8086616	0.8325088	0.7824787	0.8953792	0.8266466	0.8928994	0.83897036	0.8056195	0.8029654	0.87688017	0.7981911	0.7892969	0.8927951	0.8360636	0.87662625	0.88786256	0.79009223	0.8263037	0.83825576	0.88996077	0.7626782	0.920024	0.88236064	0.86587167	0.8994708	0.8707064	0.8925123	0.78255373	0.8463156	0.875434	0.8332883
