	Danny/name	mag/verb	na/prep	tolk/noun	aldus/prep	stem/verb	kondig_aan/verb	wel/adv	gisteren/adv	luid/verb	toe/part	keer/verb	kijk/verb	kort/adj	poseer/verb	moedig/adj	gedoopt/prep	alweer/adv	strohalm/noun	naar/prep	tegelijk/adj	uitlating/noun	Koffrie/name	volg/adj	seizoen_start/noun	toekomstig/adj	cd/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	breng/verb	eindelijk/adj	Rompaey/name	blik/noun	angstig/adj	opgewekt/adj	tekenend/adj	weer/adv	voor/adj	wacht/verb	film/noun	bewoording/noun	ons/noun	zie/verb	dus/adv	bezegel/verb	ben/verb	emotioneel/adj	stroom/noun	men/pron	opnieuw/adv	bevolking/noun	veelbelovend/adj	voorbeeld/noun	het/comp	zwaai/verb	want/comp	toneel/noun	misschien/adv	vooruit/adv	extreem-rechts/adj	droef/adj	dat/det	maak_plaats/verb	waarschuw/verb	kwetsbaar/adj	promotie/noun	tik_weg/verb	Eric/name	missie/noun	afloop/noun	blik_vooruit/verb	we/pron	vanzelfsprekend/adj	weinig/adj	evenmin/adv	seizoen/noun	teken/noun	kant/noun	Wijk/name	Waregem/name	week/noun	langs/prep	zomermaand/noun	boek/noun	wat/pron	Winter/name	glorieus/adj	noem/verb	Rob/name	er/fixed	roman/noun	Van/name	Wall/name	opper/verb	Tolkien/name	eindig/verb	afkomst/noun	president/noun	kijk_aan/verb	bijzonder/adj	verwacht/verb	dit/det	daarom/pp	gegeven/noun	vlak/noun	lied_DIM/noun	Dekker/name	confrontatie/noun	oplossing/noun	Fund/name	Newconomy/name	discussie/noun	stel/verb	optimistisch/adj	Faber/name	dat/comp	duizenden/noun	of/comp	Christian/name	integratie/noun	want/vg	2003/num	nieuw/adj	overigens/adv	voeg_toe/verb	werp/verb	uitspraak/noun	waarnaar/pp	Jean-Marie/name	twee/noun	Timmerman/name	vind/verb	wanhoop/noun	begin/verb	periode/noun	uitslag/noun	oppositie/noun	Govaerts/name	jong/adj	boodschap/noun	loop_vast/verb	het/noun	deze/det	dus/vg	feestganger/noun	verandering/noun	doorbraak/noun	realiteit/noun	ze/pron	grond/prep	liberalisering/noun	laat_af/adj	vrolijk/adj	Midden-Oosten/name	toch/adv	breng_mee/verb	competitie_start/noun	gisteravond/adv	intussen/adv	geluid/noun	Wotte/name	auteur/noun	aan/part	Freddy/name	zak_weg/verb	Hecke/name	Cédric/name	heet/verb	evenals/comp	accoord/noun	blijf/verb	mij/pron	toegang_kaart/noun	me/pron	toekomst/noun	gestemd/adj	veel/noun	ondertitel/noun	allemaal/adv	zeker/adj	aanvang/noun	waarop/pp	indicator/noun	honderden/noun	vertrouwen/noun	donderdag_nacht/noun	iets/adv	stem_voor/verb	Swatch/name	ondanks/prep	er/adv	team/noun	commentaar/noun	klink/verb	reactie/noun	kansloos/adj	geval/noun	ook/adv	relativeer/verb	vooraf/adv	besluit/verb	Guy/name	tendens/noun	schrijf/verb	toon/verb	eind/noun	zo/adv	brief/noun	dorp_DIM/noun	zeg/verb	De/name	klim/verb	waartussen/pp	buurtbewoner/noun	maar/vg	woordvoerder/noun	hacker/noun	fluister/verb	denk/verb	erg/adj	Cremers/name	draai/verb	iedereen/pron	delegatie/noun	kind_DIM/noun	liefde_verhaal/noun	verwelkom/verb	wijs/verb	plus/noun	trip/noun	omdat/comp	Polen/name	positief/adj	titelstrijd/noun	Gerets/name	kom_af/verb	beken/verb	stem_in/verb	sterf/verb	gelijkspel/noun	macro_economisch/adj	sarcastisch/adj	Grosjean/name	bruid/noun	felicitatie/noun	laat_uit/verb	verwachting/noun	Demol/name	ingewijd/adj	ik/pron	perspectief/noun	wending/noun	hedendaags/adj	mond/noun	steeds/adv	verklaring/noun	alom/adv	voor/prep	Street/name	de/det	hij/pron	even/adj	huidig/adj	ons/pron	dansbare/adj	maar/comp	Werchter/name	herdershond/noun	ABVV/name	wedloop/noun	minder/adj	buis/noun	crediteur/noun	geschiedenis/noun	beide/det	gericht/adj	en/comp	raad/verb	reageer/verb	blik/verb	Magda/name	dan/adv	nog/adv	aanpak/noun	cohabitation/noun	begin/noun	roep/verb	signaal/noun	min/adj	hoewel/comp	uit/part	lijk/verb	tegemoet/part	teneur/noun	actrice/noun	Priscilla/name	kijk_op/verb	beteken/verb	Marc/name	ouder/noun	Monti/name	voorschot/noun	zeer/adv	spierwit/adj	durf/verb	gesprek/noun	Coster/name	schuil/verb	buitengewoon/adj	Aelvoet/name	aanblik/noun	niettemin/adv	weekeinde/noun	moment/noun	luchtig/adj	glunder/verb	dj/noun	W./name	Gelders/adj	Vanneste/name	einde/noun	weinig/det	alleszins/adv	constatering/noun	terugkeer/noun	student/noun	vertwijfeld/adj	echt/adj	aankondiging/noun	presenteer/verb	reken/verb	bied/verb	soms/adv	ontzettend/adj	vooral/adv	ontwikkeling/noun	analist/noun	verkondig/verb	één/pron	mevrouw/noun	over/prep	zege/noun	zie_uit/verb	gestoken/adj	Buurmeijer/name	vooruit/part	rots/noun	ben_toe/verb	u/pron	Bekkers/name	natuurlijk/adj	belofte/noun	toen/comp	resultaat/noun	eerste/num	markt/noun	partij/noun	dag/noun	zie_tegemoet/verb	zanger/noun	rest/noun	spreek/verb	vrees/verb	overwinnaar/noun	volgens/prep	kwartaal/noun	vermager/verb	voorzitter/noun	een/det	somber/adj	gloor/verb	Hezbollah/name	herstel/noun	Franco/name	wij/pron	Standaard/name	kijk_uit/verb
Danny/name	0.0	0.9323195	0.8076973	0.90431887	0.54035175	0.94621855	0.8266161	0.9476464	0.7559086	0.9321476	0.8886231	0.88843656	0.93637395	0.93489486	0.8230025	0.76062626	0.97273666	0.767187	0.92131704	0.87537074	0.8783015	0.8278687	0.8520455	0.85406595	0.8393858	0.7624105	0.88653195	0.41900957	0.846058	0.98175997	0.8960292	0.8020095	0.946352	0.8896163	0.6474715	0.94049615	0.8400562	0.8439562	0.94038916	0.9376314	0.94752544	0.93159693	0.9291799	0.9063643	0.90825063	0.9045465	0.9200604	0.8816547	0.9539993	0.93753827	0.98014796	0.8999048	0.87375975	0.9199112	0.89521825	0.9572017	0.98249567	0.81671405	0.91168344	0.8828122	0.93652314	0.8263203	0.8020957	0.9152069	0.95501333	0.90262663	0.83965766	0.9597479	0.9413018	0.89120895	0.40127367	0.8437537	0.7463777	0.6552116	0.88093144	0.9010627	0.9428532	0.79911643	0.8056792	0.9385268	0.91316473	0.79688525	0.7075381	0.92184126	0.9478379	0.8815143	0.94480544	0.97134984	0.5877141	0.911965	0.86125046	0.5919142	0.9759182	0.9267302	0.45867473	0.9031736	0.7414514	0.9325222	0.8117143	0.9426883	0.89500755	0.86898124	0.9267908	0.8561891	0.9341286	0.91820544	0.94448304	0.914552	0.9126375	0.68806756	0.85100377	0.9581879	0.9316851	0.9321926	0.9553374	0.7050059	0.79246145	0.85623527	0.90449107	0.9447467	0.9739065	0.48896825	0.9747323	0.8880544	0.8432598	0.89709145	0.86407375	0.8126453	0.8964227	0.91703755	0.9115219	0.6214614	0.8941514	0.39951992	0.91197455	0.9472815	0.9054339	0.96604353	0.8447139	0.8836426	0.77089953	0.8680551	0.9524928	0.98467964	0.98610026	0.91098046	0.9308911	0.92836815	0.93068486	0.89071727	0.8677254	0.8926601	0.91370517	0.96290314	0.9571481	0.9294601	0.90217865	0.89613366	0.8238855	0.8228935	0.7298639	0.8100954	0.9005666	0.7334666	0.79806155	0.96558577	0.39818126	0.8895148	0.5239414	0.47711706	0.9137636	0.7799502	0.92893004	0.93220097	0.94717956	0.89299387	0.9375014	0.8724699	0.9218947	0.87504715	0.9501926	0.9501904	0.9307941	0.89320934	0.9310618	0.96926004	0.9350336	0.783674	0.93855274	0.9120503	0.97862214	0.98041785	0.8815852	0.96998185	0.6969276	0.8482883	0.9433926	0.895173	0.7749058	0.9920636	0.9381187	0.718035	0.7962199	0.6776166	0.3800313	0.9754166	0.92801994	0.81707424	0.9530891	0.9431312	0.9091909	0.9844121	0.55948675	0.4283867	0.91132295	0.9895102	0.860977	0.92195624	0.7196547	0.94811136	0.8716356	0.94878894	0.94084936	0.6694903	0.8583364	0.9048176	0.8011343	0.8955729	0.9470524	0.76823336	0.85347277	0.8941204	0.8628831	0.95840746	0.8789252	0.8960676	0.75722086	0.6417166	0.9576501	0.7697035	0.9874646	0.9384295	0.858943	0.95793325	0.87096155	0.6858289	0.94195336	0.77027357	0.8501853	0.8249179	0.6025523	0.891173	0.9320033	0.87072384	0.89346915	0.950878	0.90119064	0.97248065	0.8779628	0.8882491	0.91859776	0.9258867	0.9010402	0.8364984	0.8445632	0.83625376	0.92138654	0.8789407	0.9025925	0.8230096	0.95299923	0.7169317	0.95555246	0.94135946	0.94284564	0.971363	0.94718593	0.91113806	0.90638655	0.9450582	0.9455001	0.7294717	0.8483048	0.6876814	0.97112703	0.95084983	0.91682625	0.9489882	0.92986405	0.9078092	0.9538133	0.9189147	0.8630382	0.9605106	0.8886881	0.85399705	0.925903	0.8914442	0.9259001	0.89235866	0.9605302	0.3579461	0.9481502	0.87888855	0.93845785	0.96149606	0.9405227	0.82627267	0.8282409	0.49296266	0.79310584	0.93019783	0.82820714	0.9415872	0.77638113	0.85993135	0.96202725	0.90175426	0.47824794	0.69300795	0.7629228	0.90806985	0.41884464	0.92654884	0.9365758	0.8099791	0.8362171	0.85467833	0.9445363	0.9230246	0.9292294	0.8853776	0.77347964	0.7862266	0.9745137	0.92190564	0.9150951	0.9154117	0.9554122	0.8272115	0.77827543	0.9382414	0.73478687	0.97260004	0.6999997	0.9643779	0.88079363	0.89719653	0.70798343	0.95582414	0.8264258	0.9700191	0.8255411	0.94142747	0.6846084	0.8490744	0.9010762	0.91960573	0.957848	0.91988444	0.95239097	0.8192257	0.62869143	0.9547105	0.86583	0.8661383	0.898603	0.7116393	0.9385849	0.95288336	0.48267865	0.9191464	0.8467584	0.9293743	0.91766864	0.8857658	0.75435853	0.896937	0.70242614	0.8782213
mag/verb	0.9323195	0.0	0.8447072	0.8863493	0.9726542	0.78075194	0.93293166	0.5538797	0.8643875	0.9440247	0.8565069	0.82728297	0.718765	0.90750664	0.8140111	0.8441688	0.96772027	0.77758664	0.7943857	0.81685853	0.781533	0.86599237	0.82529163	0.7469615	0.7865437	0.8216725	0.8470062	0.804431	0.89771545	0.85996765	0.9271064	0.91055304	0.89398074	0.7443947	0.89446044	0.8635775	0.7964737	0.8445328	0.8805125	0.67019606	0.7529457	0.6998538	0.9302738	0.90122914	0.6540141	0.70828485	0.59078085	0.9278111	0.73601824	0.8871181	0.8875397	0.5213742	0.7807048	0.85762596	0.8488877	0.83603245	0.7910744	0.7996975	0.61863786	0.9061524	0.62178516	0.7768667	0.87787604	0.82366717	0.61252207	0.88995034	0.871917	0.8523975	0.8123311	0.8441522	0.9232608	0.8805023	0.7448046	0.8535397	0.49716216	0.668957	0.7318984	0.72975737	0.8075906	0.85827297	0.8759836	0.8939651	0.88902885	0.8215641	0.9166044	0.8483659	0.85840684	0.5119859	0.91979027	0.8933069	0.8580271	0.94341415	0.8084042	0.87828606	0.94718343	0.9250323	0.9077405	0.890457	0.88424575	0.80639553	0.8403406	0.7543944	0.83668125	0.71966195	0.78227484	0.64403176	0.87095976	0.8055628	0.85991865	0.85509884	0.85570264	0.7702564	0.98688936	0.8666542	0.88277674	0.85267365	0.72898173	0.9072466	0.71308047	0.83190155	0.6190233	0.92653644	0.9214917	0.5841416	0.88035715	0.8112861	0.70533776	0.9071359	0.8940601	0.82016057	0.73885083	0.8518142	0.86250323	0.8891501	0.7343887	0.9227826	0.7740845	0.97081435	0.7890979	0.7406341	0.8867913	0.85347486	0.77855897	0.91453123	0.63290894	0.8626839	0.60103184	0.8325436	0.8138261	0.79093933	0.88064754	0.61039066	0.89843583	0.9320172	0.944429	0.7534382	0.9275559	0.56502366	0.79520255	0.7445104	0.8877095	0.70996237	0.8843606	0.8277993	0.8951072	0.8491036	0.9036163	0.86140895	0.9193901	0.92187035	0.75830907	0.8788787	0.8334806	0.6860325	0.60734487	0.92286915	0.6792268	0.85636497	0.85015845	0.7429545	0.902616	0.67667496	0.5690172	0.8173732	0.7837695	0.94320965	0.7952096	0.7499626	0.9150816	0.7853365	0.8270666	0.8610568	0.84187996	0.7193136	0.87943816	0.9130436	0.85773444	0.8358023	0.84427845	0.76626813	0.5462317	0.8099365	0.7374288	0.81883407	0.87435246	0.8981919	0.919111	0.84965956	0.8658073	0.720795	0.8696046	0.8611294	0.8600987	0.9530293	0.91143364	0.83421814	0.8032567	0.6850678	0.8946663	0.9305348	0.7759549	0.59263074	0.7473591	0.86666995	0.82856405	0.50804424	0.76268005	0.6814978	0.86403036	0.7793532	0.8850503	0.9190084	0.8594483	0.731038	0.8643136	0.7748273	0.8041541	0.8157637	0.7365296	0.85854733	0.900077	0.88642365	0.8192997	0.9055515	0.85609394	0.9028646	0.7851323	0.85044795	0.8874722	0.8107153	0.8262137	0.76504654	0.5846528	0.8638238	0.91917324	0.9480921	0.83080345	0.8155686	0.8099818	0.7279492	0.8040515	0.92586786	0.88950795	0.69276595	0.6995914	0.8923764	0.6074288	0.9280241	0.6261169	0.90741795	0.84716344	0.9100682	0.9344941	0.78228396	0.8531276	0.8886484	0.95868194	0.8491666	0.8942855	0.5186386	0.68755764	0.9198507	0.839942	0.9335178	0.47363013	0.67420864	0.895469	0.8468622	0.9108248	0.7752986	0.84784746	0.8257928	0.73828626	0.8637793	0.7300808	0.80391306	0.8875979	0.8999609	0.85030806	0.6916094	0.73149997	0.9408356	0.83150506	0.89672863	0.9148143	0.79411966	0.9738121	0.65843785	0.9269798	0.9370337	0.85632116	0.8797455	0.9191662	0.89851487	0.7313181	0.8401216	0.85889494	0.7976419	0.81946063	0.9120134	0.90362775	0.95868564	0.93939996	0.91823465	0.7521634	0.703168	0.84258103	0.83776504	0.8408877	0.8267292	0.6216655	0.8729625	0.9008343	0.7373661	0.8726573	0.7963465	0.72046196	0.82402885	0.9058674	0.7675265	0.82982534	0.87672424	0.80586857	0.8850138	0.8067265	0.8381154	0.9037023	0.8499799	0.85718954	0.8846054	0.84644604	0.5591973	0.91031146	0.5795325	0.8428457	0.8095738	0.7705692	0.87747526	0.9024431	0.8363248	0.8179562	0.86851615	0.8780613	0.83019555	0.79393935	0.7972429	0.8445886	0.92600304	0.8783854	0.8423249	0.9026827	0.86107254	0.8405752	0.80543506	0.9381935	0.8587601	0.90395886	0.49117708	0.8962758	0.76550967
na/prep	0.8076973	0.8447072	0.0	0.9192412	0.86058384	0.83160686	0.7388936	0.9634757	0.72061527	0.8109537	0.7824476	0.8199569	0.9293641	0.79548407	0.9031435	0.773226	0.97497827	0.6185009	0.8631461	0.77275306	0.8833534	0.8810207	0.8259094	0.6721451	0.619058	0.83729136	0.8941573	0.62013626	0.84626603	0.97157514	0.80167335	0.7462323	0.922548	0.6077126	0.9205864	0.89897907	0.84359837	0.86388737	0.8721622	0.6973811	0.8622502	0.6449578	0.89579684	0.83915836	0.811158	0.83682245	0.8651846	0.7892521	0.88848287	0.8155051	0.89567703	0.88558674	0.58417284	0.95199984	0.6791885	0.92779326	0.8258853	0.8786994	0.8928472	0.7725859	0.8678139	0.8297541	0.84774566	0.80333215	0.9769127	0.8032923	0.86357695	0.9277444	0.78483003	0.86880255	0.81895834	0.7780322	0.73254704	0.8088535	0.7065687	0.94797534	0.89557093	0.8242314	0.63098055	0.80450636	0.90990514	0.7928301	0.5589037	0.6706686	0.90139157	0.91026884	0.9486363	0.9726624	0.88452286	0.70644176	0.79249096	0.8414782	0.8541787	0.86213535	0.8908956	0.7962839	0.8733706	0.9515034	0.62855846	0.9619886	0.7580878	0.8735056	0.8309367	0.79871273	0.7923777	0.87389326	0.9557645	0.8867073	0.9235061	0.7333324	0.82352054	0.900751	0.89313304	0.7847544	0.8101775	0.88731813	0.7462686	0.83813214	0.86521477	0.8793788	0.9220882	0.91483545	0.9036363	0.7571306	0.8309026	0.80378175	0.839036	0.9065982	0.88224924	0.8892263	0.85649467	0.8400844	0.76180124	0.8474124	0.920968	0.89296544	0.6107193	0.7152417	0.7468878	0.8280363	0.9283081	0.8441774	0.9284591	0.74686074	0.96322083	0.6618694	0.91955125	0.87700987	0.87208605	0.7752555	0.9195307	0.8544962	0.85573745	0.87352467	0.9394727	0.8952476	0.8804894	0.8086672	0.834234	0.75437814	0.5755092	0.7204635	0.92960036	0.6518774	0.8718125	0.8195237	0.89003205	0.57593226	0.86347246	0.8360231	0.8749927	0.816667	0.7826687	0.83287776	0.9203321	0.9469883	0.89675367	0.8711188	0.87204975	0.88440704	0.91457534	0.9189555	0.7362948	0.77002	0.87876076	0.9086952	0.8930494	0.68477136	0.7830182	0.86261386	0.938162	0.876166	0.52159953	0.8776803	0.5619035	0.7533668	0.79783005	0.75795215	0.69208014	0.9573415	0.9354034	0.7397182	0.69652843	0.80132776	0.8132497	0.9166258	0.9260578	0.76934177	0.7098859	0.9104942	0.8896833	0.94695646	0.8383742	0.9175662	0.7250693	0.97427607	0.9021916	0.7787207	0.9316565	0.9075029	0.84900695	0.95757985	0.8894939	0.8648851	0.8925265	0.79942334	0.7563564	0.8834302	0.8351302	0.806533	0.8679811	0.82277334	0.745052	0.9157318	0.74144113	0.7911205	0.7010871	0.6329299	0.85534406	0.73520154	0.83980554	0.8397913	0.6198835	0.856678	0.80982506	0.68519	0.90252256	0.74747664	0.83717346	0.7362589	0.7600745	0.86020607	0.8665047	0.76206106	0.7254016	0.9465697	0.8977959	0.8536901	0.802197	0.7865305	0.7367353	0.7917721	0.6716022	0.74823594	0.8240405	0.8487335	0.80693424	0.9581318	0.86007124	0.83150184	0.9352418	0.9198403	0.86667156	0.853838	0.8955207	0.94084066	0.84976524	0.7388279	0.8433632	0.9029026	0.85058886	0.7340232	0.91134673	0.9059289	0.872429	0.81207216	0.9137367	0.8642445	0.7320355	0.8753377	0.8641832	0.78537107	0.78131855	0.9015002	0.6517527	0.7442776	0.774298	0.8415816	0.9084905	0.9281867	0.7748419	0.8140663	0.92520595	0.8482974	0.7815322	0.8163006	0.9545497	0.77874696	0.7510233	0.9142845	0.88569665	0.86683106	0.88897926	0.916679	0.6922587	0.7009746	0.83072466	0.8986813	0.64086753	0.90782	0.90101033	0.90229607	0.8587073	0.6890329	0.9380413	0.7414397	0.8106371	0.7291664	0.9468398	0.8515656	0.86314917	0.7980158	0.83700025	0.7231116	0.95956403	0.84950674	0.93973637	0.85172325	0.8752483	0.874373	0.7634625	0.8793162	0.8849664	0.7699777	0.5243184	0.898355	0.82180494	0.9063162	0.7488908	0.87586206	0.7414235	0.96756196	0.9384267	0.8834628	0.7463433	0.64239144	0.8041346	0.6535249	0.85759073	0.8368014	0.6600456	0.7348032	0.830721	0.8996258	0.6821208	0.8164693	0.7689872	0.913466	0.86240035	0.90235656	0.8477214	0.64665043	0.8498407	0.7396678	0.9198522	0.75022066	0.7515077	0.8368295	0.83351904	0.8152058
tolk/noun	0.90431887	0.8863493	0.9192412	0.0	0.9265303	0.9099404	0.89986646	0.8704991	0.85082984	0.9473602	0.8845556	0.93722063	0.8411081	0.91495156	0.8356823	0.80469716	0.98114306	0.86092305	0.8890146	0.89054716	0.7643801	0.8378185	0.87999535	0.9654305	0.9232497	0.8598391	0.87205684	0.87915796	0.8336546	0.9284208	0.9450487	0.9578363	0.93641645	0.9025458	0.8503059	0.8076554	0.68563044	0.7428051	0.87536067	0.90892863	0.90920633	0.9115044	0.92732453	0.88328683	0.8070855	0.9256465	0.9359789	0.93705493	0.892232	0.7503306	0.8559791	0.7587439	0.91417086	0.8751271	0.88907826	0.9364498	0.9581236	0.7832892	0.8145127	0.92204785	0.8541391	0.7663294	0.8990582	0.7588151	0.85973895	0.8385146	0.90872216	0.8405956	0.9405788	0.9203872	0.9472326	0.9528617	0.83856493	0.9343493	0.879786	0.83073014	0.8710222	0.8784852	0.97215533	0.90347326	0.91811603	0.9201165	0.97748053	0.9233996	0.942681	0.90753376	0.93069094	0.88877845	0.91045797	0.9227618	0.8669624	0.89792883	0.94251174	0.8828082	0.95050484	0.94294715	0.9221628	0.929641	0.9602493	0.70672625	0.8457681	0.8059318	0.87582463	0.959483	0.9302218	0.895333	0.92165637	0.9274005	0.83812964	0.76575214	0.88923645	0.89264584	0.95668393	0.96035665	0.8421729	0.82757896	0.8309303	0.7528573	0.8290431	0.7848247	0.9312981	0.9434693	0.84986204	0.8167907	0.91344035	0.92147255	0.85431373	0.8895101	0.77125996	0.90692484	0.931757	0.88317883	0.86964595	0.89420676	0.8730725	0.7284158	0.88309133	0.94642466	0.9263429	0.9166157	0.89801776	0.8724508	0.8743672	0.8914578	0.92483443	0.8906515	0.8793291	0.8582004	0.88792557	0.89388853	0.85438305	0.64811987	0.8271659	0.9275127	0.9071845	0.8356718	0.88276476	0.88510424	0.79549706	0.9134641	0.8350384	0.87607133	0.7875436	0.86227816	0.89240086	0.87981546	0.888555	0.9512348	0.9187373	0.9130218	0.9583137	0.8140758	0.96920854	0.9203412	0.7607807	0.93329	0.8242752	0.8613908	0.8668624	0.8344562	0.92623985	0.89012253	0.87817204	0.9284061	0.8887384	0.9436853	0.7573755	0.86784923	0.86271906	0.81946325	0.9384253	0.9584663	0.88199204	0.7795987	0.92824256	0.8870865	0.80411226	0.87307364	0.94352293	0.94999605	0.7921274	0.8833032	0.7971556	0.88958514	0.94068396	0.9356965	0.8929017	0.9137683	0.9515795	0.85625684	0.85628587	0.95507455	0.83254015	0.950781	0.9838375	0.8998363	0.83141446	0.85195506	0.8775441	0.9199451	0.62069094	0.9098579	0.8781538	0.8882322	0.9544272	0.79830456	0.84017646	0.77036947	0.89039904	0.86638844	0.86529917	0.88786614	0.9042837	0.83904517	0.93384594	0.88089764	0.86880064	0.798442	0.8427384	0.73648673	0.96659315	0.85705876	0.9529388	0.9237436	0.8771791	0.95332885	0.905669	0.88763905	0.95110744	0.93452823	0.8942808	0.77717155	0.81744933	0.85702544	0.837729	0.90818524	0.6186321	0.8573837	0.83018875	0.8191273	0.8992251	0.9373714	0.9010583	0.67845255	0.7925839	0.9245083	0.87951803	0.96747935	0.8345772	0.9824805	0.95115817	0.9269634	0.9067596	0.9035171	0.9282655	0.9154945	0.9115593	0.881829	0.87016964	0.8189891	0.86842453	0.8738364	0.7626827	0.9704784	0.8646023	0.89223295	0.9077448	0.9402241	0.95494366	0.7435014	0.91871727	0.8959049	0.8756291	0.9506664	0.91399324	0.8989652	0.8902067	0.85917705	0.9167915	0.8912124	0.9369486	0.9385129	0.6858923	0.8978862	0.9176792	0.87094855	0.90950733	0.69636804	0.780658	0.95710224	0.81638753	0.8681375	0.93999416	0.82913524	0.8408102	0.8764102	0.9205397	0.8408629	0.90056425	0.92128253	0.8522288	0.9089561	0.9387292	0.9453583	0.84253514	0.8488819	0.90278995	0.91104203	0.7291799	0.7730097	0.87690306	0.8856727	0.88464624	0.921673	0.8946216	0.65314853	0.84315926	0.8442709	0.9394543	0.9012144	0.7888358	0.8358809	0.757197	0.79188156	0.9516921	0.951535	0.8499251	0.8631951	0.9469461	0.9144465	0.9547302	0.8986539	0.8791399	0.8567871	0.95584667	0.8788251	0.94381773	0.9544526	0.96804684	0.9306006	0.9078903	0.92542887	0.8245885	0.9412472	0.69662404	0.91250056	0.9301989	0.8774607	0.9925942	0.9293768	0.8881047	0.80560243	0.8316195	0.8821009	0.8843881	0.9312688	0.93146026	0.89310217	0.8949923	0.9479362
