	Danny/name	mag/verb	na/prep	tolk/noun	aldus/prep	stem/verb	kondig_aan/verb	wel/adv	betoon/verb	gisteren/adv	luid/verb	Mandel/name	Craen/name	bind_aan/verb	toe/part	Bodson/name	keer/verb	kijk/verb	kort/adj	poseer/verb	moedig/adj	gedoopt/prep	zestienjarige/adj	alweer/adv	natie/noun	strohalm/noun	naar/prep	tegelijk/adj	uitlating/noun	kwalificatie_reeks/noun	Koffrie/name	Adventure/name	diens/det	volg/adj	seizoen_start/noun	toekomstig/adj	cd/noun	telefoontje/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	breng/verb	Rompaey/name	blik/noun	opgewekt/adj	pak/noun	tekenend/adj	weer/adv	wacht/verb	film/noun	bewoording/noun	zie/verb	onervaren/adj	dus/adv	bezegel/verb	ben/verb	emotioneel/adj	stroom/noun	men/pron	opnieuw/adv	bevolking/noun	veelbelovend/adj	voorbeeld/noun	paars/adj	want/comp	Tony/name	toneel/noun	misschien/adv	vooruit/adv	extreem-rechts/adj	droef/adj	dat/det	maak_plaats/verb	substantieel/adj	waarschuw/verb	kwetsbaar/adj	promotie/noun	tik_weg/verb	Eric/name	missie/noun	afloop/noun	blik_vooruit/verb	we/pron	vanzelfsprekend/adj	overleg/noun	weinig/adj	evenmin/adv	seizoen/noun	teken/noun	wen/verb	kant/noun	Wijk/name	Waregem/name	week/noun	langs/prep	zomermaand/noun	boek/noun	wat/pron	Winter/name	Meyssen/name	glorieus/adj	noem/verb	Rob/name	er/fixed	Van/name	Wall/name	Witte/name	opper/verb	Tolkien/name	eindig/verb	afkomst/noun	president/noun	kijk_aan/verb	oorsprong/noun	bijzonder/adj	getal/noun	verwacht/verb	Gent/name	dit/det	daarom/pp	gegeven/noun	vlak/noun	email/noun	trainer/noun	lied_DIM/noun	Dekker/name	oplossing/noun	Fund/name	Newconomy/name	optimistisch/adj	Faber/name	dat/comp	duizenden/noun	of/comp	Christian/name	integratie/noun	want/vg	2003/num	nieuw/adj	overigens/adv	waarnaar/pp	Jean-Marie/name	Clark/name	twee/noun	diep/adj	Timmerman/name	vrede/noun	val_af/verb	vind/verb	wanhoop/noun	begin/verb	plak_boek/noun	generatie/noun	Unie/name	uitslag/noun	oppositie/noun	Govaerts/name	jong/adj	boodschap/noun	het/noun	deze/det	feestganger/noun	verandering/noun	doorbraak/noun	realiteit/noun	ze/pron	2003/noun	grond/prep	liberalisering/noun	laat_af/adj	vrolijk/adj	Midden-Oosten/name	toch/adv	competitie_start/noun	VLD/name	gisteravond/adv	intussen/adv	geluid/noun	Platform/name	Wotte/name	auteur/noun	aan/part	Freddy/name	Persson/name	jas_DIM/noun	ieder/det	Hecke/name	Cédric/name	heet/verb	alle/det	evenals/comp	Hamme/name	accoord/noun	blijf/verb	mij/pron	toegang_kaart/noun	internet_ondernemer/noun	ANWB/name	me/pron	toekomst/noun	gestemd/adj	uitkomst/noun	veel/noun	ondertitel/noun	J./name	aanvang/noun	waarop/pp	indicator/noun	Simons/name	vertrouwen/noun	donderdag_nacht/noun	iets/adv	stem_voor/verb	Swatch/name	ondanks/prep	Grisham/name	er/adv	commentaar/noun	Blair/name	Roland/name	klink/verb	direct/adj	stilaan/adv	kansloos/adj	Vandekerckhove/name	Meerhout/name	geval/noun	Harold/name	kans/noun	ook/adv	analyse/noun	vooraf/adv	besluit/verb	tendens/noun	schrijf/verb	coöperatie/noun	toon/verb	zij/pron	eind/noun	zo/adv	brief/noun	dorp_DIM/noun	zeg/verb	De/name	klim/verb	waartussen/pp	buurtbewoner/noun	maar/vg	woordvoerder/noun	hacker/noun	fluister/verb	denk/verb	erg/adj	Cremers/name	draai/verb	iedereen/pron	delegatie/noun	kind_DIM/noun	liefde_verhaal/noun	Pakistaans/adj	Aimé/name	negatief/adj	plus/noun	trip/noun	omdat/comp	Polen/name	positief/adj	titelstrijd/noun	Gerets/name	dramatisch/adj	cultiveer/verb	kom_af/verb	beken/verb	sterf/verb	Muyters/name	kom/adj	gelijkspel/noun	macro_economisch/adj	sarcastisch/adj	Grosjean/name	bruid/noun	felicitatie/noun	laat_uit/verb	verwachting/noun	Demol/name	ingewijd/adj	ik/pron	perspectief/noun	wending/noun	Maier/name	hedendaags/adj	mond/noun	steeds/adv	verklaring/noun	alom/adv	voor/prep	Street/name	de/det	hij/pron	Turks/adj	even/adj	ons/pron	dansbare/adj	firma/noun	Benjamin/name	maar/comp	7/noun	Werchter/name	herdershond/noun	ABVV/name	Howard/name	sluit_af/verb	wedloop/noun	vertel/verb	minder/adj	ziekte/noun	buis/noun	crediteur/noun	geschiedenis/noun	beide/det	regisseur/noun	gericht/adj	en/comp	raad/verb	pijnlijk/adj	toenadering/noun	Ariel/name	reageer/verb	blik/verb	Magda/name	dan/adv	nog/adv	voren/adv	aanpak/noun	cohabitation/noun	roep/verb	signaal/noun	begin/noun	min/adj	hoewel/comp	project/noun	Willekens/name	complicatie/noun	uit/part	Belge/name	lijk/verb	tegemoet/part	teneur/noun	actrice/noun	Priscilla/name	Belgisch/adj	Lijn/name	Millennium/name	kijk_op/verb	beteken/verb	Marc/name	ouder/noun	Chris/name	Monti/name	voorschot/noun	zeer/adv	spierwit/adj	durf/verb	gesprek/noun	onderuit/adv	Coster/name	beschamend/adj	buitengewoon/adj	Aelvoet/name	aanblik/noun	elkaar/det	niettemin/adv	weekeinde/noun	moment/noun	luchtig/adj	dj/noun	W./name	Gelders/adj	reddeloos/adj	Vanneste/name	gezamelijke/adj	einde/noun	weinig/det	Zuid-Afrika/name	alleszins/adv	CD&V/name	Son/name	constatering/noun	feest_stemming/noun	student/noun	vertwijfeld/adj	echt/adj	bied/verb	ontzettend/adj	ontwikkeling/noun	analist/noun	verkondig/verb	één/pron	mevrouw/noun	over/prep	zege/noun	zie_uit/verb	Grieks_Cyprioot/noun	gestoken/adj	Buurmeijer/name	vooruit/part	Declercq/name	rots/noun	achteraf/pp	u/pron	Bekkers/name	Antonis/name	belofte/noun	natuurlijk/adj	resultaat/noun	eerste/num	markt/noun	dag/noun	zie_tegemoet/verb	zanger/noun	rest/noun	spreek/verb	vrees/verb	overwinnaar/noun	volgens/prep	kwartaal/noun	Kinshasa/name	Gabriëls/name	vermager/verb	een/det	Aartsen/name	zet_neer/verb	gloor/verb	Hezbollah/name	Anthuenis/name	herstel/noun	Franco/name	wij/pron	Standaard/name	Bernlef/name	kijk_uit/verb
Danny/name	0.0	0.84755236	0.79953086	0.85550386	0.8138363	0.9425354	0.91024816	0.90208423	0.89932793	0.8489133	0.9605097	0.94714546	0.81038254	0.874273	0.93819815	0.86206853	0.8764304	0.9190566	0.9226725	0.8646865	0.8422725	0.95674616	0.83472025	0.81102914	0.91457826	0.94752437	0.8836616	0.8655696	0.8990048	0.9167173	0.92857385	0.92285305	0.74427414	0.8478826	0.8677563	0.8593154	0.8954692	0.8935605	0.71474236	0.88259184	0.9717585	0.919976	0.7851661	0.911838	0.7929532	0.9157399	0.8535248	0.90289646	0.88575613	0.86327964	0.9160976	0.85078424	0.9169873	0.9140595	0.7860191	0.8995708	0.9103791	0.8784963	0.91168356	0.95985687	0.91022885	0.7999689	0.94863975	0.8310329	0.91916203	0.9197835	0.87913513	0.6591729	0.8546466	0.8923529	0.897464	0.91043216	0.91575134	0.93658304	0.89291906	0.9479703	0.9259845	0.90537286	0.86999243	0.928632	0.45700175	0.90470976	0.8377497	0.83754295	0.8712482	0.88259715	0.93876845	0.915988	0.8433771	0.7425354	0.92776424	0.92350644	0.89481837	0.8097285	0.7691816	0.8470179	0.91868323	0.9228642	0.9265806	0.9305488	0.7297574	0.79022485	0.8809136	0.8856292	0.5808809	0.9294179	0.51465905	0.9225689	0.84821606	0.8794084	0.9298803	0.87475157	0.90180326	0.9105881	0.8379104	0.896334	0.875141	0.92569685	0.90831786	0.8340682	0.9206879	0.9105848	0.9343871	0.92569214	0.9401405	0.68560344	0.8649676	0.71524	0.9698358	0.92307293	0.90848666	0.9093808	0.81809914	0.9181744	0.9014606	0.93438214	0.60756165	0.94304323	0.8749644	0.8699517	0.91006047	0.8916154	0.91088283	0.70596236	0.79666764	0.8416359	0.9368641	0.76162785	0.96489835	0.85411966	0.93881005	0.882168	0.92623186	0.94878685	0.8644949	0.95945513	0.8744499	0.9155617	0.7705926	0.76587725	0.9319334	0.95536494	0.8862467	0.9276127	0.96371675	0.9040958	0.9266455	0.8364394	0.9307089	0.93578446	0.9505646	0.9192561	0.85770804	0.9445047	0.86252743	0.8392353	0.90478617	0.82154226	0.8206587	0.91285855	0.9136637	0.7613605	0.87747407	0.9294139	0.6209295	0.9087159	0.894375	0.87592244	0.75519973	0.7203895	0.90219444	0.9184068	0.8260633	0.764312	0.9474042	0.8760909	0.87444675	0.9345922	0.9561664	0.92602545	0.8797464	0.94968307	0.93308926	0.939912	0.913982	0.91720426	0.7985545	0.8814466	0.90408707	0.96663207	0.6613833	0.9245546	0.9277266	0.9126094	0.968666	0.95805556	0.88229585	0.9559265	0.94179326	0.91358757	0.8937468	0.7065699	0.9046984	0.8804117	0.89470625	0.8423219	0.7533133	0.7775862	0.94727945	0.81215036	0.9103193	0.86801016	0.93481815	0.85747445	0.8566814	0.91901505	0.922831	0.9679803	0.8852406	0.8342179	0.9381415	0.8980854	0.9252066	0.9191952	0.8262954	0.6141406	0.90858006	0.96978015	0.89575195	0.824167	0.92268574	0.92590743	0.87025976	0.9151567	0.89487237	0.8546613	0.905905	0.85038775	0.91445774	0.8535457	0.901832	0.9087949	0.75404215	0.92967606	0.92007643	0.8519777	0.87599665	0.9163882	0.91056514	0.8648494	0.7321023	0.88208574	0.93750966	0.8937005	0.861093	0.88558453	0.9176501	0.9214233	0.85317403	0.95560133	0.90935904	0.81726784	0.8629848	0.8756493	0.9239154	0.9195021	0.7338066	0.88849634	0.844982	0.91872793	0.8910848	0.83798474	0.89615834	0.9438795	0.9162916	0.9307629	0.8574324	0.8736897	0.89968354	0.8474055	0.7234036	0.8782824	0.84912103	0.8871427	0.9287162	0.91861105	0.7095709	0.8941593	0.916977	0.8749965	0.9149934	0.91474956	0.7499205	0.9513815	0.9476775	0.76611304	0.91527784	0.9199051	0.9173742	0.9782219	0.9298568	0.86550194	0.787593	0.93496853	0.90046185	0.9090126	0.87859786	0.9342614	0.87796783	0.88069963	0.89123094	0.8191963	0.8893875	0.8715776	0.88129455	0.92737305	0.95338637	0.8651424	0.93714094	0.9468348	0.9203639	0.8714187	0.9257479	0.82523525	0.93811834	0.92870206	0.95074123	0.8929118	0.9456942	0.94880325	0.80148196	0.86650497	0.8438072	0.91316134	0.917731	0.8740995	0.91601133	0.48699385	0.863465	0.4832633	0.93136305	0.9388661	0.9003469	0.9611886	0.879961	0.90513	0.8441608	0.75428945	0.9090406	0.88904226	0.87918615	0.91593313	0.87865293	0.8335442	0.87588507	0.9056774	0.86883354	0.833453	0.8462851	0.9199103	0.9545145	0.723358	0.96620756	0.9246913	0.9419155	0.89763993	0.84986514	0.89035475	0.8901249	0.9186769	0.9421606	0.88974273	0.8821906	0.86206645	0.97082865	0.86651176	0.9537081	0.9303647	0.9143767	0.8396386	0.8477176	0.91752577	0.8220569	0.9349398	0.9680316	0.86317384	0.94972724	0.9238064	0.72611284	0.9254733	0.85686874	0.8842671	0.8898755	0.88368213	0.8074815	0.9110974	0.9354123	0.8634862	0.949582	0.89249784	0.9167888	0.771443	0.90986186	0.910112	0.91590977	0.9120829	0.9033085	0.9658165	0.91867197	0.8541194	0.95941097	0.85043883	0.89643085	0.8700693	0.91786605	0.93031824	0.7381469	0.9467789	0.7805524	0.8798095	0.9026612	0.93004495	0.8778678
mag/verb	0.84755236	0.0	0.850357	0.8302625	0.881689	0.88982815	0.9244828	0.7692564	0.87230444	0.8409663	0.9165	0.90535945	0.9105562	0.9042453	0.88165915	0.8951565	0.90112936	0.88403875	0.91233504	0.8454406	0.83258384	0.94456494	0.852242	0.7725542	0.8348664	0.90922725	0.8344866	0.8144078	0.8448844	0.9154557	0.9284179	0.9096726	0.85577273	0.81003314	0.85253084	0.83608675	0.88441354	0.860917	0.79461116	0.89352274	0.9171713	0.8532213	0.8918265	0.9271873	0.8708414	0.87352854	0.85526884	0.8240795	0.89589113	0.7549919	0.86958367	0.9122384	0.8903857	0.8753882	0.8375009	0.67322254	0.892682	0.854529	0.89988804	0.86988056	0.6560963	0.7497957	0.89377016	0.8693764	0.92847925	0.8553325	0.7267039	0.881034	0.8859454	0.7928946	0.8718098	0.8798466	0.894397	0.7966176	0.9007279	0.8770218	0.88393706	0.87886864	0.8118322	0.9232623	0.8705598	0.83166116	0.76902676	0.8478776	0.66332924	0.79659677	0.8834915	0.8301554	0.7232987	0.7920134	0.88200617	0.8723196	0.91067564	0.84767866	0.8327304	0.804895	0.888193	0.81305856	0.90338874	0.7973782	0.8310897	0.91253436	0.86354744	0.8935722	0.885151	0.9336485	0.8970313	0.90433925	0.85357916	0.87415814	0.92671067	0.91098696	0.87009895	0.8738308	0.8613061	0.8972075	0.8651701	0.84879506	0.90319926	0.8442378	0.83996147	0.7120117	0.8513777	0.8819502	0.87086535	0.7791858	0.8806902	0.81983113	0.9376345	0.89842755	0.88197803	0.8896667	0.82151574	0.78782773	0.79752374	0.7907393	0.86006385	0.8880353	0.7040756	0.8566374	0.8531139	0.7739442	0.8755451	0.807944	0.86080366	0.85622686	0.91952074	0.87428916	0.89586866	0.81033826	0.91666466	0.880835	0.86857885	0.8974484	0.8796111	0.8679703	0.8469957	0.8639045	0.8650605	0.85689545	0.8389122	0.88892186	0.8300542	0.8357258	0.92887795	0.89922214	0.8896872	0.60806143	0.86093354	0.80100095	0.88611317	0.9078052	0.8252913	0.88333815	0.7340015	0.84285474	0.9084745	0.8308575	0.7546513	0.88160217	0.881931	0.82243186	0.8901349	0.8803507	0.84703887	0.9199115	0.88229924	0.74887943	0.8538761	0.859371	0.8885255	0.7873584	0.79774326	0.7945759	0.88062406	0.8392915	0.7576685	0.8640946	0.9115416	0.8452033	0.7933321	0.8886959	0.89284754	0.8566338	0.85540044	0.8905152	0.9285638	0.848345	0.76980686	0.9218984	0.82929134	0.8888332	0.8833883	0.87171954	0.9132072	0.9171299	0.897092	0.9241648	0.8059758	0.90126234	0.82849336	0.86695147	0.9332212	0.82044667	0.86252713	0.8626927	0.8493857	0.8350835	0.8582614	0.8895105	0.884238	0.72033834	0.90816635	0.76666194	0.8497588	0.8970079	0.9382702	0.8973486	0.90579754	0.6165609	0.8983824	0.8383659	0.87817603	0.8930696	0.89867914	0.91643894	0.9250458	0.90422606	0.82197434	0.7558185	0.9201379	0.8685477	0.85492325	0.8756517	0.8846293	0.8767352	0.9214783	0.71005046	0.81990737	0.7921422	0.934951	0.8649827	0.7884653	0.879798	0.9105851	0.8086197	0.696327	0.8476885	0.8705034	0.8553667	0.75587326	0.9067578	0.8997837	0.8406125	0.8688153	0.8755505	0.89976376	0.84915614	0.846997	0.9008525	0.91401607	0.8635581	0.8043722	0.8301712	0.8824152	0.89488316	0.8375119	0.8403679	0.68162715	0.8913127	0.9106077	0.868479	0.92753935	0.8706391	0.8131047	0.8729346	0.82864076	0.77435315	0.90092045	0.8373324	0.646521	0.85200435	0.755805	0.7639332	0.9686538	0.8235177	0.8900499	0.72279763	0.90935963	0.83117735	0.89232963	0.89553535	0.87965953	0.90263486	0.92065495	0.8866646	0.81747854	0.8766646	0.8762834	0.8794271	0.93017673	0.83140737	0.9039379	0.88324124	0.6810843	0.8613608	0.90277624	0.8961239	0.86582386	0.9265294	0.86237097	0.83543694	0.65264314	0.7797103	0.8982551	0.8998892	0.941934	0.86814994	0.87851393	0.93401563	0.8469013	0.78621763	0.8784385	0.9161034	0.8920731	0.846862	0.92185515	0.8921122	0.89692783	0.908159	0.8899455	0.90292627	0.8217528	0.8209932	0.8712335	0.85462403	0.8680062	0.87755287	0.7988955	0.8943897	0.8732321	0.86493963	0.8893169	0.9136257	0.7263105	0.88717365	0.90428287	0.87766427	0.8601191	0.870491	0.83318895	0.8661175	0.782843	0.7673431	0.8143032	0.8720095	0.8835918	0.86467004	0.89618564	0.8642764	0.90837073	0.8848602	0.90257704	0.9103826	0.8393134	0.86585194	0.78917134	0.886614	0.8989162	0.8802201	0.89460605	0.82209116	0.8864316	0.8073091	0.8995228	0.8177815	0.9312004	0.87565583	0.8379992	0.8912748	0.7800459	0.8524825	0.85890883	0.9307668	0.8830283	0.8822785	0.92039514	0.8997857	0.87299335	0.8920729	0.75483584	0.69086	0.8999633	0.87763816	0.84097904	0.79744095	0.88416654	0.8718631	0.87664604	0.78375626	0.87686205	0.8905772	0.811347	0.8937289	0.8864213	0.866503	0.85284036	0.9462088	0.8630352	0.8219078	0.8902778	0.8101217	0.84374154	0.90895617	0.89911926	0.8614704	0.77223647	0.9109467	0.8646973	0.6519897	0.8681332	0.88446105	0.8975792
na/prep	0.79953086	0.850357	0.0	0.88759077	0.92611516	0.88607633	0.6982299	0.91701037	0.9020272	0.6725657	0.88126206	0.9381962	0.89192617	0.90159243	0.8891095	0.88022435	0.79379356	0.92761815	0.76004946	0.9090579	0.80068135	0.95046747	0.823938	0.5909268	0.87886274	0.8980246	0.8364213	0.85480285	0.8779862	0.823281	0.891817	0.9261871	0.7518981	0.7295062	0.7651683	0.8667295	0.92566377	0.8433931	0.78560257	0.91881394	0.94904995	0.8483298	0.8241315	0.83777183	0.8721776	0.93248546	0.8577111	0.9145424	0.81946456	0.76511514	0.6867073	0.90592974	0.86490583	0.9140181	0.896278	0.871377	0.72862136	0.8645947	0.8149867	0.85707396	0.9089363	0.67776465	0.923066	0.8120603	0.93042946	0.84753585	0.8620994	0.8647068	0.79945457	0.8845917	0.8645487	0.87026787	0.86695063	0.91851014	0.8541716	0.873931	0.8322516	0.89995587	0.8568809	0.85903174	0.87342656	0.83076483	0.7363882	0.83054495	0.8143533	0.89467525	0.82184225	0.89839065	0.8527721	0.715188	0.87785447	0.89865434	0.896882	0.7696536	0.73910767	0.6075517	0.87925786	0.83904207	0.9170754	0.9618871	0.8461017	0.8289319	0.75777024	0.83345574	0.87342286	0.89593655	0.7966272	0.79747623	0.81220657	0.8433392	0.92768997	0.6164241	0.94233644	0.8309635	0.8177978	0.9053685	0.84083605	0.9028676	0.82768667	0.8208982	0.84980965	0.8806111	0.9207802	0.91297996	0.91850966	0.7782724	0.93328875	0.76516384	0.91961163	0.90482426	0.8328199	0.8734215	0.83374923	0.9046425	0.84480363	0.9296809	0.8471448	0.9063786	0.8222959	0.8190608	0.8438435	0.84144986	0.8662074	0.85394704	0.85071737	0.7647313	0.87078565	0.81673616	0.8784048	0.8214043	0.9320651	0.8476949	0.6807216	0.9257667	0.9065661	0.9062786	0.77663267	0.8521211	0.8500993	0.8997091	0.9323187	0.9518901	0.75320214	0.8641917	0.9123551	0.85095096	0.9118023	0.8539296	0.79795414	0.83469164	0.88538593	0.8655356	0.8754546	0.8590468	0.8285639	0.737105	0.9072993	0.6332209	0.79297566	0.91623986	0.89842606	0.79090154	0.926914	0.8835515	0.8415199	0.87350917	0.9310302	0.8504841	0.82768977	0.8253044	0.9337864	0.86103046	0.8271464	0.7232409	0.8452203	0.8576335	0.9314985	0.9097273	0.93989736	0.8953355	0.9244015	0.93556803	0.8838368	0.79578763	0.8859635	0.9168761	0.9322728	0.69904244	0.87448907	0.91459787	0.78712887	0.9110398	0.80502856	0.9033477	0.9212357	0.970848	0.6026362	0.947312	0.8115629	0.86753845	0.80477726	0.83449703	0.8854991	0.7820991	0.81856716	0.75527227	0.8264552	0.7179373	0.89837134	0.90055025	0.7976277	0.92287445	0.8782738	0.7823685	0.71607643	0.8889788	0.942168	0.9012011	0.9022546	0.8591151	0.72312963	0.9003012	0.91323495	0.89789325	0.9389597	0.8621338	0.8136226	0.9530205	0.83852357	0.7668295	0.9329393	0.8957897	0.89210993	0.9363263	0.88395846	0.8641211	0.89137554	0.8959662	0.8322879	0.8545244	0.9017734	0.8526012	0.8127672	0.86869895	0.8473793	0.8145446	0.79841423	0.8127662	0.87220144	0.8041646	0.72799146	0.70452464	0.93422914	0.8501669	0.7891891	0.8304969	0.91898084	0.777727	0.7541535	0.87100065	0.89915526	0.794099	0.88681483	0.8626336	0.8580317	0.8557689	0.8254892	0.837079	0.8671471	0.85692936	0.8046937	0.8025075	0.9503128	0.932367	0.88821346	0.8622318	0.8291779	0.74084353	0.8012526	0.6696669	0.763981	0.8519386	0.7948665	0.9028892	0.95152247	0.91412246	0.8403295	0.87275314	0.7846571	0.8528819	0.93561673	0.8836765	0.8612795	0.7736493	0.91971236	0.9021797	0.87582546	0.83516306	0.8666687	0.9183979	0.86924595	0.8157314	0.9106652	0.85602224	0.905028	0.8706222	0.7151068	0.8703935	0.8299221	0.7869648	0.90813136	0.8721702	0.81132793	0.8010753	0.88181597	0.9051873	0.903235	0.9119487	0.8886567	0.66581786	0.8919096	0.80244654	0.9092817	0.89728355	0.8354552	0.8447002	0.9079853	0.8217368	0.84300613	0.86278164	0.9058558	0.924288	0.89318234	0.88423276	0.8844877	0.88874257	0.7225779	0.86013716	0.8774017	0.8496114	0.8797722	0.8478055	0.8637883	0.9448509	0.9117018	0.8480555	0.7707108	0.846647	0.7780481	0.8392892	0.84216505	0.8949811	0.9001763	0.7534797	0.6611001	0.7629827	0.8836482	0.9061899	0.87390894	0.88176596	0.9088316	0.83608353	0.8731333	0.67151815	0.9180951	0.8180962	0.8115469	0.8854126	0.91848147	0.87402385	0.8899317	0.8984547	0.86810577	0.87327	0.91974103	0.87400293	0.9144747	0.88214743	0.8703334	0.8968336	0.8770245	0.7616248	0.7524506	0.90886575	0.90395445	0.9101164	0.9318806	0.8337735	0.84252733	0.89535356	0.78537315	0.91142076	0.9277961	0.9087285	0.83668476	0.9044422	0.78321266	0.6272637	0.89111805	0.6418674	0.8009226	0.9100443	0.8954132	0.84327734	0.750889	0.8507968	0.906053	0.8821653	0.8222668	0.8475374	0.89328736	0.64744747	0.8221697	0.8581062	0.8261437	0.85076547	0.77896315	0.8565508	0.83379364	0.88882416	0.86575544	0.9413904	0.83003485
tolk/noun	0.85550386	0.8302625	0.88759077	0.0	0.84821177	0.9005277	0.88004494	0.87434506	0.87134063	0.75425583	0.8908553	0.94158244	0.9278471	0.8645818	0.90511614	0.8598436	0.8962798	0.90559816	0.876275	0.8683878	0.8596402	0.91402626	0.8221279	0.88996243	0.79277843	0.90564966	0.85623103	0.8188919	0.7975682	0.93583095	0.9362092	0.90607435	0.76798403	0.90967524	0.9347395	0.83483195	0.90014946	0.8370691	0.8027726	0.7928683	0.9357445	0.8874497	0.8944899	0.9031776	0.87798184	0.8803097	0.84431934	0.8874839	0.8651241	0.89712024	0.89884025	0.8852502	0.83531535	0.9160067	0.79012036	0.85952014	0.89869606	0.83221006	0.8302611	0.84757555	0.82302755	0.84313977	0.75767565	0.87123626	0.8709649	0.9029848	0.8598933	0.8681473	0.8757053	0.88973016	0.9091946	0.855633	0.8606739	0.8797458	0.86749065	0.8750221	0.81643146	0.86754096	0.9028597	0.9400176	0.84720725	0.8122166	0.8335502	0.927487	0.85963595	0.823745	0.8246245	0.875901	0.8054293	0.93935084	0.86894983	0.89327145	0.90247047	0.8493804	0.9274056	0.8653491	0.9038753	0.8742167	0.8755672	0.88978	0.8472438	0.9362707	0.89687204	0.8575129	0.8137357	0.95195305	0.91213644	0.9202091	0.850312	0.829586	0.8942298	0.9347707	0.69604754	0.7614564	0.8585318	0.7761294	0.8868252	0.8559918	0.93552643	0.8809424	0.89010626	0.80704635	0.83415544	0.89154094	0.85438204	0.8562609	0.84985495	0.86306	0.8721576	0.9123412	0.9058557	0.8829549	0.8343442	0.8410882	0.77182484	0.86794466	0.8454956	0.8177837	0.8777067	0.89756876	0.8847945	0.8229261	0.8723708	0.8255892	0.8188776	0.8648251	0.91749936	0.8561178	0.89434004	0.8816688	0.901702	0.8474405	0.886235	0.9244411	0.8573993	0.8781976	0.9092238	0.83960557	0.8987061	0.80771637	0.8445632	0.9358194	0.8371992	0.8573093	0.90183204	0.8927184	0.8708923	0.7385304	0.93524194	0.8175632	0.8987034	0.8861784	0.8598308	0.8486664	0.89041924	0.92679876	0.9169682	0.80044425	0.8127514	0.86503345	0.85403895	0.87887895	0.7922021	0.85828054	0.8293187	0.9162331	0.89052314	0.8097587	0.86301893	0.91615415	0.8810795	0.79612356	0.76013124	0.9140986	0.8749253	0.87702274	0.8534955	0.89097923	0.89790696	0.8391911	0.86413103	0.91371965	0.90554297	0.842741	0.8683933	0.8226099	0.8444396	0.85393846	0.82689595	0.9079256	0.8782719	0.9169647	0.8517643	0.8982134	0.91222364	0.946713	0.8848705	0.91760653	0.83516556	0.86232847	0.8342003	0.87631994	0.8900902	0.7980803	0.90425336	0.89483047	0.88344777	0.913141	0.91132456	0.86151147	0.94469863	0.80556065	0.85329485	0.8255727	0.8379571	0.8934926	0.893835	0.8886641	0.88271344	0.6897472	0.8994413	0.86923337	0.8558689	0.8210262	0.8404308	0.9292036	0.9366	0.91756487	0.8084802	0.84088194	0.81283385	0.8196845	0.81588763	0.92083615	0.90917766	0.8750054	0.9274051	0.83213717	0.71253526	0.8081232	0.8941114	0.740778	0.87300664	0.9011833	0.9225096	0.86091703	0.78370726	0.8676708	0.9054954	0.9205001	0.83051836	0.88018245	0.8990849	0.8619073	0.8304015	0.9018719	0.9078805	0.9135443	0.95082086	0.8951411	0.8999839	0.9264516	0.8060386	0.8702316	0.85900545	0.917361	0.83455503	0.8387477	0.8478769	0.8762048	0.8655926	0.9309233	0.8561566	0.88000023	0.8157191	0.80535495	0.81889725	0.83519286	0.91470367	0.7826513	0.73592556	0.7029666	0.8529558	0.8690643	0.9407434	0.80936325	0.8381333	0.8614457	0.93358517	0.8885378	0.88296616	0.877252	0.8540872	0.9364782	0.92536867	0.8117839	0.88873434	0.91995555	0.8997315	0.9060309	0.860954	0.84795344	0.8020686	0.8447474	0.8490865	0.85348195	0.88647074	0.85465074	0.8682351	0.878651	0.87537074	0.8455251	0.8622317	0.877155	0.881828	0.8849003	0.9224627	0.8209259	0.8693749	0.9006238	0.88419634	0.80101496	0.8789847	0.9253651	0.8791003	0.92717683	0.9386899	0.8901673	0.899305	0.88663465	0.80488247	0.8773364	0.8429886	0.8396281	0.9076643	0.8535092	0.92058176	0.83888376	0.74568665	0.8364447	0.8775439	0.8900744	0.8652636	0.92678756	0.8580113	0.7919707	0.9347153	0.86850345	0.87174565	0.86158407	0.8488607	0.87281203	0.79956245	0.82145697	0.835255	0.90859747	0.872236	0.83346134	0.8295672	0.9001246	0.9182188	0.90079534	0.9213403	0.9296208	0.84944826	0.8578455	0.8619789	0.9026498	0.892456	0.87584674	0.88370574	0.7088107	0.84025335	0.8920392	0.88471186	0.87691003	0.8905779	0.89641273	0.851885	0.84095544	0.77317584	0.82654446	0.9321022	0.9460963	0.90365803	0.8473047	0.9220621	0.91209096	0.88663864	0.9077724	0.8289755	0.85137045	0.92349863	0.8802655	0.91545844	0.8966605	0.897131	0.9230686	0.8827114	0.875975	0.89693695	0.78807217	0.8901505	0.76389587	0.8550333	0.8696025	0.76534396	0.9666603	0.8267789	0.8466721	0.9351316	0.79172945	0.8129506	0.91551465	0.90952885	0.83415186	0.8481964	0.882906	0.86429954	0.83202106	0.8879393	0.9116002	0.920293
