	kijk_aan/verb	gericht/adj	bijzonder/adj	raad/verb	verwacht/verb	reageer/verb	mag/verb	blik/verb	dan/adv	stem/verb	nog/adv	kondig_aan/verb	gegeven/noun	cohabitation/noun	begin/noun	klink/verb	signaal/noun	vlak/noun	wel/adv	direct/adj	betoon/verb	lied_DIM/noun	kansloos/adj	stilaan/adv	gisteren/adv	project/noun	luid/verb	oplossing/noun	keer/verb	kijk/verb	kort/adj	geval/noun	moedig/adj	poseer/verb	alweer/adv	optimistisch/adj	lijk/verb	ook/adv	duizenden/noun	natie/noun	teneur/noun	actrice/noun	strohalm/noun	tegelijk/adj	vooraf/adv	besluit/verb	kijk_op/verb	integratie/noun	beteken/verb	kwalificatie_reeks/noun	nieuw/adj	ouder/noun	overigens/adv	tendens/noun	zeer/adv	spierwit/adj	schrijf/verb	durf/verb	onderuit/adv	toon/verb	volg/adj	twee/noun	buitengewoon/adj	diep/adj	zo/adv	cd/noun	dorp_DIM/noun	brief/noun	telefoontje/noun	aanblik/noun	niettemin/adv	weekeinde/noun	wanhoop/noun	vrede/noun	zeg/verb	coach/noun	begin/verb	dichter/noun	aangeschaft/adj	plak_boek/noun	klim/verb	buurtbewoner/noun	generatie/noun	luchtig/adj	hacker/noun	fluister/verb	oppositie/noun	denk/verb	erg/adj	boodschap/noun	jong/adj	dj/noun	het/noun	Gelders/adj	blik/noun	verandering/noun	draai/verb	kind_DIM/noun	reddeloos/adj	liefde_verhaal/noun	einde/noun	2003/noun	alleszins/adv	opgewekt/adj	Pakistaans/adj	tekenend/adj	weer/adv	liberalisering/noun	wacht/verb	laat_af/adj	film/noun	plus/noun	constatering/noun	bewoording/noun	trip/noun	vrolijk/adj	zie/verb	student/noun	positief/adj	titelstrijd/noun	dus/adv	toch/adv	vertwijfeld/adj	bezegel/verb	ben/verb	competitie_start/noun	echt/adj	stroom/noun	bied/verb	opnieuw/adv	bevolking/noun	ontzettend/adj	beken/verb	sterf/verb	veelbelovend/adj	voorbeeld/noun	ontwikkeling/noun	kom/adj	gisteravond/adv	analist/noun	geluid/noun	gelijkspel/noun	macro_economisch/adj	sarcastisch/adj	felicitatie/noun	laat_uit/verb	auteur/noun	verkondig/verb	verwachting/noun	toneel/noun	mevrouw/noun	ingewijd/adj	jas_DIM/noun	perspectief/noun	extreem-rechts/adj	wending/noun	droef/adj	zege/noun	maak_plaats/verb	hedendaags/adj	mond/noun	waarschuw/verb	zie_uit/verb	steeds/adv	kwetsbaar/adj	promotie/noun	rots/noun	tik_weg/verb	verklaring/noun	alom/adv	afloop/noun	blijf/verb	blik_vooruit/verb	belofte/noun	toegang_kaart/noun	Turks/adj	markt/noun	even/adj	weinig/adj	toekomst/noun	dag/noun	dansbare/adj	zie_tegemoet/verb	gestemd/adj	spreek/verb	teken/noun	firma/noun	overwinnaar/noun	kant/noun	ondertitel/noun	veel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	vermager/verb	indicator/noun	glorieus/adj	herdershond/noun	noem/verb	gloor/verb	vertrouwen/noun	iets/adv	opper/verb	minder/adj	ziekte/noun	stem_voor/verb	crediteur/noun	geschiedenis/noun	er/adv	kijk_uit/verb	regisseur/noun
kijk_aan/verb	0.0	0.8648273	0.83850175	0.8466046	0.88975644	0.712541	0.8613061	0.76081914	0.78974223	0.8736346	0.85881054	0.9207321	0.93107235	0.9278144	0.93097	0.7468462	0.8733381	0.91076773	0.8321755	0.873772	0.8578253	0.8543569	0.8027628	0.8588926	0.8939185	0.9597648	0.90665716	0.94561297	0.83053684	0.57325536	0.89777225	0.92407477	0.77495843	0.7440685	0.7870959	0.88737863	0.8000736	0.85347015	0.833386	0.84660155	0.87584174	0.85577106	0.915818	0.74787366	0.8523303	0.8806592	0.60393286	0.90075594	0.9010103	0.9206245	0.9332602	0.8422138	0.8664509	0.8922914	0.8012632	0.8260008	0.9109967	0.80381864	0.803931	0.7362422	0.9269048	0.8558278	0.8220141	0.81300426	0.78502345	0.9361358	0.8941458	0.8831828	0.8027996	0.7663344	0.79242206	0.9065601	0.79835165	0.9276008	0.7815192	0.8557469	0.8833266	0.86125994	0.9304282	0.9161595	0.8001201	0.8283943	0.8708197	0.8385353	0.9210362	0.7129532	0.8952179	0.80651	0.7720648	0.86085075	0.81080765	0.88895893	0.89823866	0.90053594	0.56335574	0.930546	0.8812336	0.8129617	0.8701903	0.88611007	0.89678574	0.9443619	0.85599774	0.7724694	0.9032706	0.83008206	0.8058488	0.92257094	0.814541	0.86792815	0.9056543	0.9013518	0.8263443	0.8489515	0.84129477	0.70780087	0.74885654	0.88640136	0.92495924	0.87286687	0.83528936	0.7720388	0.7639519	0.86821616	0.8003294	0.8623457	0.8309927	0.87954456	0.90310186	0.8617124	0.89388627	0.7712074	0.83445555	0.8494552	0.8539115	0.9260292	0.9130992	0.94682324	0.85770494	0.8948848	0.80371726	0.8618487	0.9190607	0.81370884	0.84408206	0.7868768	0.8981859	0.832879	0.90963006	0.85249776	0.757434	0.87007153	0.78731704	0.8485273	0.8962382	0.83737016	0.8156359	0.8744346	0.7990488	0.8840149	0.7456244	0.8556104	0.73038185	0.81043965	0.82448405	0.92951	0.8439294	0.84167016	0.90656936	0.8302079	0.7729456	0.8119532	0.8497012	0.91088957	0.9276114	0.87673426	0.91407216	0.7236475	0.8704798	0.8982751	0.89315677	0.9306133	0.8379056	0.83820546	0.8162514	0.8539943	0.92509794	0.8750914	0.8543861	0.8961622	0.8748869	0.945094	0.9194886	0.89802843	0.91098356	0.9108433	0.9192204	0.87680846	0.8864137	0.84294856	0.892234	0.9155477	0.77931035	0.8325533	0.84317756	0.9017735	0.9392252	0.92234755	0.9082097	0.8991253	0.77442735	0.8901211
gericht/adj	0.8648273	0.0	0.8076366	0.85783273	0.83093756	0.82057786	0.88324124	0.88817585	0.90838933	0.8590653	0.9074658	0.7925669	0.7806257	0.9294865	0.8904433	0.873991	0.7934471	0.6422491	0.89211303	0.7382075	0.8432467	0.89082956	0.852397	0.84620446	0.87945145	0.7568163	0.8302985	0.80175793	0.807181	0.8311577	0.86567265	0.85819	0.8173628	0.862431	0.8854202	0.8465642	0.819256	0.75980675	0.8047445	0.76612806	0.8406502	0.9248153	0.8901482	0.73645604	0.8071227	0.82445586	0.87868214	0.6826916	0.74293387	0.93987197	0.77288294	0.8414593	0.81590605	0.75811905	0.75824267	0.9267068	0.8867771	0.87267655	0.9070193	0.8324835	0.90519935	0.8961541	0.7966596	0.8959837	0.86476237	0.90245044	0.8821086	0.86330867	0.8580102	0.8652539	0.8060678	0.8799006	0.8477361	0.7899959	0.9403826	0.89460886	0.8364567	0.88849634	0.90980446	0.9287183	0.9149715	0.84195375	0.82862127	0.84507215	0.79147404	0.87424743	0.8030759	0.8657507	0.85814095	0.7823284	0.831468	0.87827003	0.9319294	0.8829023	0.83217025	0.7749629	0.8519567	0.9052427	0.90840596	0.8945123	0.88600516	0.8767833	0.80189663	0.8460201	0.78801143	0.8044848	0.90399647	0.7770705	0.8968926	0.8011476	0.8587938	0.91341823	0.8396806	0.8379258	0.87690634	0.8718867	0.8621362	0.7393922	0.82066536	0.9094998	0.80443025	0.9028896	0.86052734	0.8636596	0.82841355	0.93927467	0.87948704	0.819125	0.68878657	0.87284267	0.77384233	0.8732765	0.8748251	0.9040836	0.78772885	0.7913733	0.667233	0.86045617	0.8779063	0.87803155	0.8290384	0.9459819	0.811677	0.87244093	0.89762044	0.81948406	0.8564847	0.7849079	0.8796652	0.8382753	0.90364987	0.836221	0.8875979	0.6969063	0.77149844	0.86240256	0.89376396	0.94445676	0.7349125	0.7529054	0.8867456	0.75165623	0.8883653	0.7804885	0.7331759	0.778152	0.9006656	0.92944056	0.8551283	0.8216543	0.9250069	0.8652588	0.8992462	0.86903906	0.89269155	0.7840593	0.7818839	0.90082693	0.7757796	0.82551277	0.91023433	0.9209793	0.8181458	0.8861534	0.8438179	0.8035073	0.8599565	0.89050066	0.85590434	0.87188226	0.8655168	0.9264171	0.8954463	0.83657897	0.8773665	0.9041252	0.8086927	0.8677897	0.89596426	0.7991375	0.86731625	0.85069245	0.85235	0.8054631	0.78754365	0.8184346	0.92199844	0.9169617	0.8213005	0.8371821	0.86345303	0.89881986
bijzonder/adj	0.83850175	0.8076366	0.0	0.8269489	0.85543483	0.7681252	0.8651701	0.84251	0.8539044	0.8621875	0.8557279	0.89214665	0.8065877	0.90732986	0.8710601	0.66465414	0.8530644	0.76429117	0.714389	0.82260317	0.7551061	0.7337674	0.89715725	0.83546674	0.88929284	0.7923178	0.88119906	0.87180024	0.90452623	0.82829857	0.85528195	0.8505417	0.7437551	0.8422209	0.8385291	0.8074798	0.7541103	0.6626003	0.8853484	0.8217874	0.8284508	0.8100381	0.9132961	0.5934688	0.82497656	0.87926966	0.85350746	0.81135297	0.870354	0.87662196	0.7852504	0.8490329	0.7123499	0.80977046	0.34420836	0.8906067	0.817904	0.8765308	0.8820984	0.6518002	0.8952853	0.8918709	0.3100276	0.846761	0.5854292	0.81144166	0.866466	0.8794079	0.8735845	0.75646627	0.6424141	0.8769272	0.86704206	0.89648455	0.88207805	0.84930116	0.84413654	0.7978237	0.9072211	0.87436163	0.9053978	0.8368432	0.857327	0.6529428	0.87771	0.8402435	0.8734365	0.8809089	0.39763302	0.8203849	0.7868595	0.83618706	0.80411315	0.8646057	0.745196	0.84192395	0.8663239	0.8801707	0.9385128	0.7682892	0.87749076	0.9156939	0.63277936	0.7233126	0.9133991	0.76072353	0.8571797	0.8628871	0.8876001	0.81537527	0.6966513	0.88040745	0.76006556	0.75502694	0.7915685	0.68612224	0.8582567	0.81212413	0.78528047	0.8655634	0.764402	0.6875025	0.88950104	0.8708631	0.6405761	0.8232522	0.6908818	0.8910948	0.7544559	0.86652213	0.8731166	0.5663351	0.91473776	0.91067576	0.73503184	0.7808876	0.75945836	0.89195937	0.8668992	0.8498688	0.7363245	0.85272837	0.8165172	0.78793836	0.85607255	0.7990191	0.7806839	0.8388197	0.8639746	0.77955866	0.844408	0.82374734	0.8190504	0.75659955	0.870004	0.70447326	0.8038211	0.86472595	0.76468873	0.6636641	0.8606677	0.90422136	0.7322106	0.69800174	0.7068388	0.8540747	0.8616417	0.9017994	0.851865	0.77624476	0.7990781	0.7976885	0.8477725	0.9088057	0.8971984	0.9123085	0.85379857	0.76042145	0.6427923	0.86681765	0.89331007	0.8356607	0.83234656	0.8151729	0.84334224	0.8297583	0.90534866	0.8913516	0.83754504	0.79657036	0.76654285	0.9103519	0.9126923	0.8212593	0.7356054	0.8921332	0.84736747	0.8123226	0.9364066	0.7731525	0.8831191	0.9012295	0.69620216	0.83929086	0.6085363	0.8603873	0.92825454	0.9103868	0.74378806	0.85268146	0.8375236	0.7742604
raad/verb	0.8466046	0.85783273	0.8269489	0.0	0.8631704	0.8632784	0.8613608	0.8676357	0.78808945	0.85217446	0.85458016	0.907754	0.8620658	0.9456964	0.91999817	0.8241758	0.8885641	0.90726423	0.83639014	0.844115	0.85762537	0.82639873	0.8827973	0.87643	0.8959081	0.9075526	0.81310725	0.90100646	0.8629942	0.84462667	0.8726802	0.8985505	0.85585904	0.86720407	0.8386797	0.8344682	0.8167045	0.80595046	0.8392433	0.8800999	0.8555479	0.8885409	0.92503965	0.817608	0.80740535	0.87890166	0.8162534	0.8809651	0.8946558	0.9241084	0.87631565	0.88612837	0.8060999	0.8693758	0.84227383	0.8878498	0.83535945	0.8739648	0.89864635	0.8252046	0.9103104	0.8879594	0.84299743	0.8589574	0.8231652	0.8933847	0.8934039	0.8857768	0.856235	0.87399364	0.8131089	0.8959229	0.8493571	0.91814256	0.8526492	0.904158	0.8778419	0.8618485	0.9115513	0.92801696	0.91001856	0.88299936	0.8762781	0.80965346	0.8605491	0.82388914	0.88463205	0.8496887	0.84754336	0.82580113	0.86679333	0.85237426	0.86695844	0.8862519	0.83707345	0.8854222	0.8706126	0.8665831	0.8945868	0.87968224	0.8915253	0.93676454	0.82287174	0.84117603	0.8856962	0.83809775	0.8714955	0.887537	0.8623553	0.88158864	0.84951055	0.9072341	0.8454515	0.8695949	0.8591344	0.7825592	0.8449395	0.8629557	0.8484785	0.88492453	0.7969508	0.8285545	0.8244947	0.9048158	0.7911998	0.89962983	0.8293569	0.8793711	0.8806139	0.888232	0.8953015	0.83891124	0.85838413	0.88631314	0.8474704	0.87884235	0.89273757	0.9298439	0.8720863	0.89385974	0.83374196	0.90227705	0.8857932	0.85104287	0.88910717	0.8550678	0.8246404	0.8426602	0.9067794	0.8645731	0.8438831	0.82271767	0.8408283	0.8598576	0.86018455	0.81896937	0.8588692	0.91048986	0.8580216	0.82592434	0.84968126	0.8332472	0.8664943	0.8326304	0.8680744	0.909216	0.8750678	0.9219491	0.88385713	0.85735106	0.86280084	0.86370504	0.8934382	0.91135037	0.9195328	0.87167585	0.8955553	0.8153899	0.82264495	0.9146926	0.90131706	0.92183375	0.89155734	0.8854647	0.83068836	0.85913825	0.8900357	0.8909124	0.89866084	0.8477291	0.8198302	0.95215666	0.90658504	0.8885572	0.8358985	0.88529974	0.91009367	0.8737438	0.9202466	0.81677306	0.90066826	0.90699226	0.82158995	0.8436121	0.83349067	0.87582105	0.92541885	0.930277	0.8567737	0.8465998	0.86347383	0.86169255
verwacht/verb	0.88975644	0.83093756	0.85543483	0.8631704	0.0	0.80181706	0.90319926	0.9363177	0.8934072	0.8501405	0.85494953	0.6922854	0.89946353	0.9339392	0.8294773	0.91691715	0.83140445	0.864743	0.8690349	0.85773104	0.8803322	0.9655858	0.9090661	0.8785559	0.80907375	0.8815008	0.90699095	0.89742607	0.8580332	0.91543996	0.8911778	0.8983779	0.84667253	0.94115037	0.86159045	0.692721	0.838765	0.860679	0.84742373	0.9209046	0.893716	0.96076363	0.9145805	0.88633126	0.8375674	0.80462855	0.88843316	0.891861	0.6716572	0.92489725	0.86096525	0.9379526	0.78558534	0.81279796	0.8436727	0.9598465	0.9443483	0.88409436	0.87797856	0.8725381	0.8162626	0.9412951	0.8246898	0.9454758	0.8860046	0.94576275	0.9628385	0.89770144	0.8912694	0.9098912	0.7436727	0.84871966	0.90938604	0.9212192	0.8391351	0.915915	0.86969	0.9608289	0.9231422	0.95775205	0.8041308	0.90323573	0.9139041	0.911009	0.9350986	0.8971619	0.8972664	0.81138206	0.880577	0.921793	0.89671063	0.94234717	0.93196106	0.9167543	0.93897873	0.8401418	0.9008228	0.952448	0.9510342	0.952813	0.87901664	0.6654551	0.7963604	0.91051364	0.8919328	0.85816586	0.87344205	0.8265414	0.7774779	0.8779023	0.92904997	0.808402	0.894929	0.8801855	0.90885	0.9229719	0.7801203	0.8952009	0.76055926	0.9070409	0.8117735	0.8444543	0.9184566	0.86820024	0.87039274	0.8948503	0.84896123	0.83209014	0.814852	0.83628273	0.88684076	0.9149591	0.9012288	0.9422651	0.84198594	0.9354637	0.837114	0.7334807	0.85041296	0.6461481	0.9071948	0.9100071	0.80122256	0.9228989	0.88108325	0.82490146	0.9476072	0.8754856	0.5760132	0.9278606	0.96202916	0.8530923	0.952467	0.8478313	0.90432	0.8871631	0.951493	0.9273749	0.8673678	0.9345822	0.9650424	0.73774004	0.9025508	0.85188544	0.89533997	0.91422564	0.927716	0.9348629	0.8621942	0.8655741	0.8896172	0.86831623	0.869984	0.8883481	0.90238637	0.8935583	0.8008493	0.92677474	0.8192308	0.87817	0.8781113	0.9452122	0.72954714	0.8697894	0.8510407	0.8228208	0.9041871	0.93688315	0.9579588	0.95679593	0.8894214	0.59813225	0.8372127	0.8319087	0.95185906	0.92569804	0.75583804	0.8895416	0.98109454	0.80855024	0.87458915	0.829412	0.81133664	0.84317076	0.76972955	0.9404503	0.92530286	0.875577	0.94087	0.81911427	0.8520887	0.9554255
reageer/verb	0.712541	0.82057786	0.7681252	0.8632784	0.80181706	0.0	0.9265294	0.8577562	0.8691702	0.76807725	0.93522173	0.77773887	0.904935	0.925303	0.9259472	0.6751559	0.76289886	0.9230668	0.8479452	0.8181422	0.755661	0.91159624	0.8821065	0.9156141	0.6876616	0.9397532	0.75617474	0.9188348	0.776156	0.7935488	0.9039993	0.91084117	0.7937824	0.89408433	0.8825871	0.78348035	0.8248564	0.8256058	0.8599826	0.8394445	0.78275555	0.9349673	0.91914886	0.77376676	0.8017846	0.78734857	0.74607337	0.90682435	0.8708579	0.95373726	0.9034731	0.8210405	0.7616167	0.8562368	0.6938708	0.95982206	0.8569758	0.85956246	0.8570076	0.6761656	0.9368013	0.92740095	0.74193037	0.86149925	0.808922	0.9662282	0.92785525	0.7556474	0.73251855	0.87635326	0.7158009	0.864057	0.84639657	0.915289	0.66366225	0.8408967	0.89592683	0.9230262	0.95791906	0.9417698	0.90092117	0.71685994	0.9359767	0.87389374	0.8952441	0.8468657	0.74780816	0.80134267	0.7172045	0.83284855	0.89096	0.93519294	0.8763482	0.89833045	0.7754444	0.8819452	0.95139956	0.92413306	0.94988906	0.9071293	0.9234511	0.9520172	0.8024175	0.8157729	0.83052325	0.81987906	0.8966287	0.87332433	0.8441446	0.8557598	0.925565	0.8938866	0.7864135	0.6912508	0.93363047	0.84432364	0.88341206	0.8943649	0.7629024	0.9251742	0.8731187	0.798575	0.8249006	0.8839534	0.7520455	0.91175056	0.8612009	0.83462906	0.9051132	0.9036454	0.82952994	0.7906737	0.82453805	0.9374731	0.8941394	0.9174697	0.87483716	0.939892	0.7435118	0.7560043	0.8399182	0.90081835	0.8374337	0.8221961	0.81757224	0.62791395	0.88650155	0.7755059	0.8426837	0.91855025	0.8127135	0.80760646	0.94658524	0.87807685	0.8442747	0.8082385	0.8658657	0.9158574	0.80700105	0.9257673	0.87572825	0.7083349	0.8774204	0.8248937	0.8512668	0.9367781	0.9444845	0.8976099	0.78001434	0.80026627	0.72435796	0.83673733	0.86049014	0.9099215	0.9466009	0.83470666	0.8895524	0.8458384	0.84705013	0.9039041	0.9007259	0.94113743	0.79778874	0.7894188	0.7319107	0.8661962	0.93191934	0.8955839	0.8724498	0.92044675	0.90194863	0.9277431	0.86509335	0.91254133	0.93225825	0.9313014	0.8869488	0.9245709	0.9433063	0.69500256	0.9149607	0.8606766	0.8267963	0.7585413	0.84623307	0.9359798	0.8869767	0.88430494	0.9445493	0.90737236	0.8491308	0.9263319
mag/verb	0.8613061	0.88324124	0.8651701	0.8613608	0.90319926	0.9265294	0.0	0.86237097	0.65264314	0.88982815	0.7797103	0.9244828	0.8513777	0.941934	0.93401563	0.9332212	0.87851393	0.8819502	0.7692564	0.82044667	0.87230444	0.8806902	0.8626927	0.86252713	0.8409663	0.8784385	0.9165	0.9376345	0.90112936	0.88403875	0.91233504	0.8582614	0.83258384	0.8454406	0.7725542	0.8896667	0.8921122	0.72033834	0.79752374	0.8348664	0.908159	0.8899455	0.90922725	0.8144078	0.76666194	0.8497588	0.85462403	0.8880353	0.8680062	0.9154557	0.8531139	0.7988955	0.7739442	0.8970079	0.8893169	0.9136257	0.9382702	0.7263105	0.90428287	0.90579754	0.81003314	0.85622686	0.870491	0.91952074	0.8383659	0.88441354	0.8930696	0.87817603	0.860917	0.8661175	0.7673431	0.8143032	0.880835	0.89586866	0.89867914	0.79461116	0.86857885	0.89352274	0.9171713	0.8974484	0.9250458	0.82197434	0.8796111	0.8835918	0.8685477	0.85492325	0.8639045	0.8756517	0.8846293	0.8389122	0.85689545	0.86467004	0.88892186	0.8642764	0.87352854	0.92887795	0.9214783	0.7921422	0.90837073	0.934951	0.9103826	0.86093354	0.78917134	0.85526884	0.8649827	0.89589113	0.7549919	0.88611317	0.86958367	0.9078052	0.9122384	0.9105851	0.8802201	0.8903857	0.8086197	0.8252913	0.8753882	0.82209116	0.8705034	0.8553667	0.67322254	0.7340015	0.8864316	0.892682	0.854529	0.84285474	0.8073091	0.86988056	0.8995228	0.7497957	0.89377016	0.8177815	0.8688153	0.8755505	0.8693764	0.92847925	0.9312004	0.84915614	0.8308575	0.87565583	0.88160217	0.846997	0.9008525	0.91401607	0.8301712	0.8824152	0.8901349	0.8379992	0.89488316	0.8859454	0.7800459	0.8403679	0.88229924	0.8913127	0.8798466	0.9106077	0.894397	0.85890883	0.9007279	0.92753935	0.8706391	0.88393706	0.9307668	0.8131047	0.87886864	0.8118322	0.8920729	0.9232623	0.8729346	0.82864076	0.76902676	0.8392915	0.8478776	0.84097904	0.8640946	0.85200435	0.87664604	0.755805	0.8301554	0.8886959	0.78375626	0.9686538	0.87686205	0.89284754	0.8937289	0.88200617	0.8235177	0.866503	0.91067564	0.8905152	0.85540044	0.9462088	0.804895	0.81305856	0.90338874	0.8902778	0.9218984	0.86354744	0.89232963	0.8935722	0.89911926	0.8888332	0.87171954	0.87415814	0.81747854	0.8766646	0.9132072	0.8794271	0.93017673	0.8059758	0.8975792	0.9039379
blik/verb	0.76081914	0.88817585	0.84251	0.8676357	0.9363177	0.8577562	0.86237097	0.0	0.8604496	0.86818534	0.88453734	0.9278854	0.90210277	0.9471071	0.9306232	0.7784779	0.88276935	0.9167001	0.8531747	0.90021	0.85949844	0.8683503	0.89980143	0.85378003	0.86984295	0.9223739	0.9006602	0.94311845	0.9026139	0.7035729	0.924856	0.95590806	0.8309188	0.83357185	0.8560065	0.8908839	0.8531676	0.847465	0.85727143	0.855201	0.86136127	0.90397656	0.8930915	0.78979003	0.8519002	0.8979547	0.7947497	0.91752654	0.92644	0.9392059	0.88092345	0.87362367	0.8808939	0.8899867	0.8563187	0.8652047	0.89380413	0.8205954	0.89955163	0.8042448	0.8952445	0.8614875	0.8628622	0.8656032	0.84796894	0.91531	0.8842314	0.87172544	0.8716219	0.83416075	0.82063323	0.8763975	0.85025316	0.89012754	0.8765637	0.866451	0.889524	0.8687768	0.9132879	0.9163542	0.8733721	0.85422754	0.8949947	0.8446132	0.9046652	0.8183299	0.88657117	0.89699596	0.8422359	0.87099385	0.87220967	0.89116675	0.9278554	0.9087795	0.70213914	0.9258121	0.86916006	0.8697674	0.9270376	0.9114975	0.92635995	0.9407452	0.8483881	0.81141055	0.8996672	0.8730384	0.85549456	0.9414081	0.8825779	0.869531	0.8936486	0.8988619	0.8819581	0.8558454	0.8840765	0.8037412	0.85369277	0.90208983	0.90188783	0.89939207	0.868601	0.8207289	0.84495234	0.88134795	0.8629035	0.8622759	0.8729242	0.91743773	0.89350396	0.87029636	0.91149694	0.8559119	0.8865456	0.9181027	0.87512636	0.94068617	0.9046383	0.9021148	0.8637143	0.90480465	0.80672026	0.90740967	0.89118105	0.86533624	0.8674691	0.8594265	0.8752705	0.8522944	0.8975957	0.88309157	0.8418588	0.8831582	0.8696227	0.8573636	0.9041831	0.88852453	0.84788173	0.920036	0.84600544	0.8774058	0.85033655	0.9085847	0.81200236	0.86177504	0.8638267	0.89738363	0.85710925	0.91472477	0.8942722	0.85004354	0.79449594	0.87993383	0.7889185	0.8913082	0.91952074	0.91203403	0.9120542	0.8123081	0.8729162	0.8579654	0.88744617	0.9449026	0.8092355	0.8463271	0.8646755	0.86687744	0.9167777	0.8902362	0.8739865	0.8513638	0.88474417	0.93686944	0.89544713	0.8869733	0.8710834	0.9244757	0.90689445	0.8653027	0.8927632	0.8957725	0.8672509	0.9177206	0.83256733	0.8695508	0.8524337	0.92430973	0.93906486	0.9307864	0.90164757	0.9005425	0.78545135	0.9073175
dan/adv	0.78974223	0.90838933	0.8539044	0.78808945	0.8934072	0.8691702	0.65264314	0.8604496	0.0	0.8719717	0.6499856	0.95036876	0.88504297	0.9188143	0.914564	0.8327269	0.85307896	0.87820816	0.5405066	0.7656619	0.9039403	0.8430981	0.8771675	0.7499217	0.895292	0.8894052	0.8692044	0.83142567	0.8801773	0.76775074	0.88869625	0.80942273	0.8074242	0.883558	0.6792945	0.8675268	0.72362286	0.62958837	0.8714245	0.8646451	0.8791485	0.91103685	0.8851004	0.76388425	0.7885939	0.82689524	0.7836877	0.88232774	0.85115755	0.9129685	0.906271	0.7995842	0.7386792	0.85692775	0.837206	0.8838574	0.922087	0.6963113	0.8688841	0.91951215	0.7801695	0.8096716	0.86338717	0.8528626	0.6488614	0.9041609	0.89402574	0.90351295	0.8366123	0.8613039	0.7155751	0.83787256	0.8203913	0.8738681	0.8182355	0.83091366	0.809963	0.9090168	0.9128171	0.9021633	0.8859899	0.817808	0.87545943	0.8320683	0.86023796	0.7866276	0.850466	0.73218596	0.7516576	0.7986102	0.92298365	0.89315027	0.72308433	0.88209724	0.8248193	0.87622595	0.8640944	0.782295	0.88925433	0.92053133	0.8682623	0.8515387	0.69840336	0.79985833	0.9265925	0.89254653	0.56091535	0.8341464	0.8268391	0.90556085	0.9048759	0.8622751	0.8091266	0.86518097	0.8305189	0.7866082	0.7954424	0.8636244	0.8612977	0.82218254	0.42782325	0.460315	0.8295989	0.91659147	0.70290124	0.80882055	0.62905884	0.8448423	0.9135971	0.7165979	0.8940863	0.6903452	0.89877015	0.9009403	0.8757354	0.9153985	0.8900609	0.8378365	0.8738017	0.8464545	0.830179	0.831746	0.87531745	0.85464764	0.84404343	0.88383836	0.9100797	0.8544946	0.8667158	0.86782426	0.7076606	0.8215575	0.85756755	0.85684574	0.8865746	0.8509526	0.8454251	0.85739154	0.8902652	0.939999	0.7730619	0.91391194	0.84153116	0.7453134	0.8818731	0.8379006	0.8480819	0.8875062	0.88467985	0.8413193	0.7460363	0.7868658	0.84821653	0.86511624	0.9153267	0.9387039	0.8680882	0.527248	0.7719239	0.86366713	0.7771468	0.9200933	0.8873863	0.8837888	0.88140327	0.8920787	0.8942495	0.8867411	0.8299003	0.87786996	0.79516757	0.9029539	0.804374	0.8054158	0.902364	0.82241344	0.89993864	0.87970454	0.90983665	0.8757009	0.8750688	0.8862152	0.72252464	0.85282874	0.76405	0.87785393	0.9147062	0.8732698	0.9406256	0.6407074	0.8650018	0.9148054
