	!/name	115/num	12/noun	2003/num	ABVV/name	Aelvoet/name	Alvaro/name	Amsterdam/name	Bekkers/name	Bodson/name	Brussel/name	Buurmeijer/name	Christian/name	Coster/name	Cremers/name	Curry/name	Cédric/name	Danny/name	De/name	Declercq/name	Dekker/name	Demol/name	Dirk/name	Duitsland/name	Eric/name	Europees/adj	Faber/name	Franco/name	Freddy/name	Fund/name	Gabriëls/name	Gelders/adj	Gerets/name	Govaerts/name	Griet/name	Grosjean/name	Guy/name	Han/name	Harold/name	Hecke/name	Hezbollah/name	I/name	Jean-Marie/name	Koffrie/name	Magda/name	Marc/name	Meyssen/name	Midden-Oosten/name	Monti/name	Newconomy/name	Noten/name	Nou/name	Patrick/name	Polen/name	Priscilla/name	Remo/name	Ridge/name	Rob/name	Rompaey/name	Soto/name	Spaans/adj	Standaard/name	Street/name	Swatch/name	The/name	Theroux/name	Timmerman/name	Tolkien/name	Travel/name	VN_gezant/noun	Van/name	Vanneste/name	Verenigd/name	W./name	Wall/name	Waregem/name	Werchter/name	Wijk/name	Williams/name	Winter/name	Wotte/name	Zweeds/adj	aan/comp	aan/part	aan/prep	aanblik/noun	aangeschaft/adj	aankondiging/noun	aanpak/noun	aantal/noun	aanvang/noun	aanwezigheid/noun	accoord/noun	achter/prep	achttien/num	actrice/noun	af/part	afkomst/noun	afloop/noun	al/adv	aldus/prep	allemaal/adv	alleszins/adv	alom/adv	als/comp	als/prep	altijd/adv	alweer/adv	analist/noun	ander/adj	angstig/adj	antrax/noun	arm/adj	auteur/noun	begin/noun	begin/verb	beide/det	bekeken/adj	beken/verb	belofte/noun	ben/verb	ben_toe/verb	besluit/verb	bestuur/noun	beteken/verb	betoon/verb	bevolking/noun	bewonder/verb	bewoording/noun	bezegel/verb	bied/verb	bij/prep	bijna/adv	bijzonder/adj	blijf/verb	blijk/verb	blik/noun	blik/verb	blik_vooruit/verb	boek/noun	boodschap/noun	bovendien/adv	breng/verb	breng_mee/verb	brief/noun	bruid/noun	buis/noun	buitengewoon/adj	buurtbewoner/noun	campagne/noun	cd/noun	coach/noun	cohabitation/noun	commentaar/noun	competitie_start/noun	concern/noun	concurrent/noun	confrontatie/noun	constatering/noun	crediteur/noun	cultuur/noun	cultuur_schepen/noun	daar/adv	daarom/pp	dag/noun	dan/adv	dan/comparative	dank/verb	dansbare/adj	dat/comp	dat/det	dat/pron	de/det	de/name	debat/noun	debuteer/verb	debuut/noun	delegatie/noun	denk/verb	derde/num	deze/det	dichter/noun	die/det	die/pron	discussie/noun	dit/det	dj/noun	doe/verb	donderdag_nacht/noun	doorbraak/noun	doordat/comp	dorp_DIM/noun	draai/verb	droef/adj	duik/verb	duizenden/noun	durf/verb	dus/adv	dus/vg	echt/adj	een/det	eerste/num	eet/verb	eind/noun	einde/noun	eindelijk/adj	eindig/verb	emotioneel/adj	en/comp	en/vg	ene/adj	energie_markt/noun	enkel/det	er/adv	er/fixed	er/noun	erg/adj	even/adj	evenals/comp	evenmin/adv	extreem-rechts/adj	familie/noun	feestganger/noun	felicitatie/noun	film/noun	finale/noun	fluister/verb	ga/verb	ga_door/verb	ga_om/verb	ga_uit/verb	geboren/verb	gedoopt/prep	geef_uit/verb	geen/det	gegeven/noun	geld/verb	gelijkspel/noun	geluid/noun	genoeg/adv	gericht/adj	geschiedenis/noun	gesprek/noun	gestemd/adj	gestoken/adj	geval/noun	gevoelig/adj	gewoon/adj	gisteravond/adv	gisteren/adv	glijd/verb	gloor/verb	glorieus/adj	glunder/verb	gooi/verb	grijp/verb	grond/prep	hacker/noun	hallo/tag	heb/verb	hedendaags/adj	heer/noun	heet/verb	hem/pron	herdershond/noun	herstel/noun	het/comp	het/det	het/name	het/noun	hevel_over/verb	hij/pron	hoe/adj	hoewel/comp	honderden/noun	hoog/adj	hoop/verb	hoor/verb	huidig/adj	hun/det	iedereen/pron	iets/adv	iets/noun	ik/pron	in/prep	indicator/noun	ingewijd/adj	initiatiefnemer/noun	integratie/noun	intussen/adv	jaar/noun	je/pron	jong/adj	kan/verb	kansloos/adj	kant/noun	keer/noun	keer/verb	kijk/verb	kijk_aan/verb	kijk_op/verb	kijk_uit/verb	kind/noun	kind_DIM/noun	klim/verb	klink/verb	kom/verb	kom_aan/verb	kom_af/verb	kondig_aan/verb	kondig_af/verb	kort/adj	kwartaal/noun	kwetsbaar/adj	laat/verb	laat_af/adj	laat_toe/verb	laat_uit/verb	langs/prep	leven/noun	lever/verb	lezer/noun	liberalisering/noun	lied_DIM/noun	liefde_verhaal/noun	lijk/verb	loop_vast/verb	luchtig/adj	luid/verb	luidruchtig/adj	maak/verb	maak_plaats/verb	maar/adv	maar/comp	maar/vg	maatregel/noun	macro_economisch/adj	mag/verb	man/noun	manier/noun	markt/noun	me/pron	mee/part	men/pron	mens/noun	met/prep	meter/noun	mevrouw/noun	mij/pron	mijn/det	min/adj	minder/adj	misschien/adv	missie/noun	moedig/adj	moet/verb	moment/noun	mond/noun	na/prep	naar/prep	naast/prep	natuurlijk/adj	neem/verb	neem_aan/verb	niet/adv	niets/noun	niettemin/adv	nieuw/adj	noem/verb	nog/adv	nooit/adv	nu/adv	of/comp	of/vg	ogenblik/noun	om/comp	om/prep	omdat/comp	onbelast/adj	ondanks/prep	onder/adv	onder/prep	ondertitel/noun	ons/noun	ons/pron	ontwikkeling/noun	ontzettend/adj	ook/adv	op/part	op/prep	opgewekt/adj	oplossing/noun	opnieuw/adv	opper/verb	oppositie/noun	optimistisch/adj	opwinding/noun	ouder/noun	over/prep	overigens/adv	overname/noun	overwinnaar/noun	partij/noun	periode/noun	persoon/noun	perspectief/noun	piloot/noun	plaats/noun	plan/noun	plek/noun	plus/noun	poseer/verb	positief/adj	premier/noun	presenteer/verb	president/noun	promotie/noun	punt/noun	raad/verb	reactie/noun	reageer/verb	realiteit/noun	rebel/noun	reken/verb	relativeer/verb	rest/noun	resultaat/noun	reïntegratie/noun	richt/verb	rij/verb	roep/verb	rol/noun	roman/noun	rots/noun	samen/adj	samenwerking/noun	sarcastisch/adj	schepen/noun	school_dag/noun	schrijf/verb	schuil/verb	seizoen/noun	seizoen_start/noun	signaal/noun	somber/adj	soms/adv	soort/noun	spanning/noun	speel/verb	spierwit/adj	spreek/verb	sta/verb	staat/noun	steeds/adv	stel/verb	stem/verb	stem_in/verb	stem_voor/verb	sterf/verb	stijg/verb	stof/noun	stop/verb	strohalm/noun	stroom/noun	student/noun	te/comp	team/noun	tegelijk/adj	tegemoet/part	tegen/prep	tegenstelling/prep	teken/noun	tekenend/adj	tel_mee/verb	tendens/noun	teneur/noun	terug/adv	terugkeer/noun	tijd/noun	tijdens/prep	tik_weg/verb	titelstrijd/noun	toch/adv	toe/part	toegang_kaart/noun	toekomst/noun	toekomstig/adj	toen/adv	toen/comp	toestel/noun	tolk/noun	toneel/noun	toon/verb	tot/prep	trip/noun	twee/noun	tweede/num	typeer/verb	u/pron	uit/fixed	uit/part	uit/prep	uitlating/noun	uitnodiging/noun	uitslag/noun	uitspraak/noun	vaak/adj	val_op/verb	van/prep	vanzelfsprekend/adj	veel/adj	veel/noun	veelbelovend/adj	ver/adj	ver_zet/verb	verander/verb	verandering/noun	verklaring/noun	verkondig/verb	verlies/verb	vermager/verb	vertrouwen/noun	vertwijfeld/adj	verwacht/verb	verwachting/noun	verwelkom/verb	vind/verb	vlak/noun	vliegtuig/noun	voeg_toe/verb	volg/adj	volgens/prep	voor/adj	voor/part	voor/prep	vooraf/adv	vooral/adv	voorbeeld/noun	voorkom/verb	voorschot/noun	voorstel/noun	vooruit/adv	vooruit/part	voorvechter/noun	voorzitter/noun	vorm/noun	vraag_af/verb	vrees/verb	vrolijk/adj	waar/adv	waarbij/pp	waarnaar/pp	waarom/adv	waarop/pp	waarschuw/verb	waartussen/pp	wacht/verb	wanhoop/noun	want/comp	want/vg	wat/pron	we/pron	wedloop/noun	week/noun	weekeinde/noun	weer/adv	weet/verb	weinig/adj	weinig/det	wel/adv	wel/tag	welk/det	wending/noun	werk/verb	werk_toe/verb	werp/verb	wet/noun	wij/pron	wijs/verb	wil/verb	winnaar/noun	wissel_uit/verb	woordvoerder/noun	woordvoerster/noun	word/verb	zak_weg/verb	zal/verb	zanger/noun	ze/pron	zeer/adv	zeg/verb	zege/noun	zeker/adj	zelf/adv	zelfs/adv	zet/verb	zich/pron	zie/verb	zie_tegemoet/verb	zie_uit/verb	zijn/det	zit/verb	zo/adv	zoals/comp	zodat/comp	zoek_af/verb	zomermaand/noun	zonder/prep	zorg/verb	zwaai/verb	één/pron
!/name	0.0	0.9234322	0.94448733	0.82845867	0.88276005	0.79507846	0.9323042	0.7568712	0.83265436	0.88663054	0.8882043	0.9101015	0.82241046	0.840235	0.8246925	0.8789398	0.92907506	0.8045824	0.79896176	0.8596406	0.89085037	0.8686081	0.8264227	0.9549841	0.7961674	0.90456516	0.80999374	0.7693255	0.78488004	0.9560461	0.760935	0.96192527	0.86113125	0.8130562	0.83504725	0.940106	0.8169465	0.78586996	0.86488634	0.81785977	0.9241418	0.5879139	0.80128556	0.94837046	0.8120685	0.8433529	0.926583	0.9026153	0.9504806	0.9238403	0.88973844	0.7102982	0.8363857	0.92496526	0.91185975	0.9129208	0.9132323	0.7303847	0.84611547	0.94193935	0.8404049	0.92051554	0.8971751	0.85312015	0.6784523	0.8958435	0.8743012	0.8817609	0.7416403	0.96882147	0.8044273	0.9151335	0.8818803	0.823577	0.9027846	0.88787615	0.88805	0.85324514	0.85050565	0.7100915	0.90913504	0.90730315	0.93397075	0.95813423	0.97283554	0.90401334	0.9418849	0.83196366	0.8871866	0.9774291	0.88393575	0.8938715	0.9276661	0.9168718	0.9035552	0.8434292	0.982971	0.95049065	0.82360303	0.9091233	0.85826397	0.84103996	0.8890733	0.7583645	0.8825277	0.7774123	0.8588436	0.8334276	0.8937928	0.9572352	0.8160489	0.96947646	0.9155144	0.77305627	0.9306202	0.89535695	0.9365989	0.8629236	0.9206917	0.89794546	0.9295511	0.9014738	0.84374535	0.87867945	0.9442988	0.936863	0.8978133	0.8864617	0.8974827	0.9061344	0.9190406	0.87619805	0.8787415	0.87062997	0.9501861	0.97884506	0.93605036	0.902308	0.90367424	0.77102685	0.78350216	0.9594927	0.8799943	0.9095737	0.9001808	0.90275776	0.9369771	0.90244687	0.8878848	0.85489947	0.6475986	0.8201542	0.91724527	0.7893425	0.85853803	0.9445329	0.91801697	0.91667354	0.86129487	0.94182175	0.95681196	0.8739338	0.8377572	0.852293	0.9672481	0.8427217	0.94372344	0.9194658	0.7853015	0.88131124	0.90272975	0.8598002	0.87124294	0.6896043	0.8789686	0.7472893	0.6809629	0.9199196	0.94768643	0.95705223	0.8541894	0.7980342	0.9032867	0.8601799	0.9115316	0.93344456	0.72561693	0.96831316	0.9407126	0.91404873	0.9508151	0.9480221	0.8226848	0.83878523	0.9613882	0.9085393	0.88779134	0.92132974	0.93509954	0.9170694	0.906902	0.930379	0.930692	0.94568646	0.95965606	0.8717257	0.91924345	0.86111015	0.8461718	0.7804377	0.8826047	0.90756994	0.971056	0.94896686	0.9532515	0.9449574	0.9036965	0.8600063	0.7643273	0.8791812	0.802981	0.9136028	0.89458954	0.8634151	0.74940974	0.877737	0.7042999	0.9299909	0.9286392	0.9299017	0.98548776	0.9339071	0.8619887	0.9252304	0.96298504	0.9653434	0.964645	0.899241	0.7971695	0.93987936	0.9201011	0.88612247	0.8599825	0.8349825	0.77085215	0.9866647	0.94985765	0.9336207	0.811604	0.8271907	0.900141	0.95395106	0.88020384	0.8123313	0.9219204	0.9416808	0.9831506	0.9530077	0.631129	0.9401784	0.8365239	0.73111975	0.6846365	0.8419194	0.9377594	0.94235057	0.93939435	0.896343	0.64630765	0.9663096	0.9627814	0.81711364	0.87925106	0.8299889	0.9352353	0.96938354	0.9410115	0.74277854	0.93995106	0.92068154	0.8137943	0.83869416	0.87175655	0.87379056	0.87571025	0.9913185	0.8721494	0.8069818	0.94807875	0.8883101	0.9607533	0.89189804	0.88373977	0.977513	0.94496876	0.9118479	0.9461186	0.92897373	0.9130241	0.8759426	0.9047598	0.9599625	0.9524163	0.85443646	0.98006195	0.75880927	0.9491487	0.9728002	0.9677375	0.89060897	0.95464844	0.9051524	0.97987044	0.9428008	0.9380044	0.93806595	0.95915985	0.9396545	0.97686386	0.8994977	0.93985265	0.8535458	0.8952055	0.6467259	0.8442404	0.94070923	0.9673852	0.72640175	0.758564	0.81689847	0.8722225	0.90739006	0.89892906	0.8962053	0.8799504	0.9380332	0.97388333	0.89528334	0.87451583	0.89756864	0.9743857	0.8698612	0.916775	0.8980779	0.92066437	0.8672439	0.99304324	0.64478666	0.86935186	0.85468525	0.9168066	0.9208544	0.89050543	0.9054522	0.8744112	0.9664668	0.9290093	0.8661864	0.9408934	0.91176784	0.8148349	0.91072845	0.97396994	0.92684853	0.9617065	0.938151	0.7801025	0.8815453	0.82682735	0.97814256	0.9273833	0.915045	0.97482586	0.88738877	0.94157994	0.94357723	0.9069591	0.9210552	0.9406594	0.93054247	0.78937906	0.9383475	0.65342003	0.8783325	0.93668	0.945226	0.9093561	0.93210465	0.9345723	0.9353937	0.6967525	0.95972747	0.90341324	0.8952571	0.76839745	0.8129859	0.8803462	0.96499515	0.88856936	0.9074638	0.92601955	0.8807961	0.83718705	0.9673366	0.9353465	0.9341107	0.9494125	0.98503655	0.92080075	0.97686183	0.9713911	0.87188077	0.8973501	0.87038076	0.76147676	0.91533834	0.92426807	0.9558337	0.8851371	0.81474495	0.8603472	0.94461954	0.976356	0.9424411	0.84646904	0.9304232	0.9090965	0.9763939	0.96068174	0.97530097	0.61710685	0.9241442	0.7310884	0.97143584	0.7839614	0.907085	0.8204652	0.8247725	0.92138404	0.7831635	0.881396	0.9020176	0.91684705	0.93891656	0.813948	0.8296466	0.92713636	0.9494778	0.83000356	0.9242743	0.8800261	0.90905756	0.9518721	0.9059589	0.89932185	0.8299992	0.91644967	0.8257308	0.9572974	0.9758524	0.92735314	0.9134696	0.9850715	0.9259573	0.94111747	0.8939924	0.9071065	0.8312199	0.945462	0.8445237	0.9392128	0.949852	0.9531984	0.9679548	0.9188099	0.79864645	0.8756655	0.8595942	0.9841424	0.9323754	0.89246154	0.9431287	0.8844843	0.9269185	0.8771014	0.9801338	0.9155286	0.7734029	0.8963449	0.9166143	0.823064	0.8400861	0.9284117	0.92196804	0.9192719	0.9022658	0.949242	0.8599462	0.84256685	0.9557053	0.96682304	0.8665937	0.86829984	0.88284814	0.87983084	0.88954645	0.87109566	0.89919287	0.8713935	0.8601918	0.95342207	0.89763474	0.8559221	0.9488005	0.9747768	0.96031934	0.9495785	0.87270653	0.8525795	0.94389886	0.95363736	0.96699536	0.80377966	0.9557639	0.8938109	0.84115213	0.9409484	0.95234275	0.94484967	0.8377091	0.9291699	0.8692132	0.8849958	0.83305883	0.94991934	0.83777654	0.8923536	0.9595954	0.9752266	0.9240816	0.8152796	0.9626743	0.94371253	0.9343325	0.8006085	0.92777014	0.9276015	0.9117918	0.63230276	0.9400416	0.9506332	0.8427336	0.9007997	0.88390934	0.9156128	0.9196421	0.9723749	0.8758553	0.8313161	0.88995236	0.91704494	0.93124944	0.9746822	0.8802786	0.92508304	0.9082711	0.9722145	0.95014435	0.9500666	0.9360197	0.905119	0.9244437	0.89768606	0.97281	0.9302259	0.8532598	0.9008385	0.8844701	0.9214315	0.92640215	0.93298686	0.9319879	0.84469944	0.7976775	0.8731761	0.9482092	0.9191154	0.59937656	0.834792	0.8950222	0.80890864	0.9247766	0.92857474	0.9079049	0.8319129	0.9457997	0.94831824	0.9480869	0.9568199	0.9408656	0.8419694	0.94250596	0.7994824	0.7373531	0.96148396	0.99008906	0.9489931	0.92042136	0.8982843	0.7346646	0.7877823
115/num	0.9234322	0.0	0.8474378	0.7024918	0.8727143	0.9395464	0.90265214	0.8026327	0.95151824	0.92840767	0.8137913	0.98498863	0.6941749	0.7499113	0.8651714	0.84307075	0.6414421	0.7354984	0.7615107	0.7886274	0.7080507	0.8479136	0.80730385	0.92182034	0.7431952	0.9411245	0.86480224	0.7459194	0.87758726	0.70244104	0.90106124	0.914517	0.95601016	0.7997914	0.8502654	0.82041144	0.76428044	0.88905776	0.9537826	0.8897318	0.96127295	0.8951932	0.83017254	0.91407955	0.9248673	0.7292037	0.9830911	0.9712766	0.97078174	0.8701184	0.86865526	0.93284863	0.73900795	0.8746741	0.95262074	0.8616612	0.9824313	0.75691795	0.8827965	0.9430146	0.887675	0.86890924	0.8584938	0.9456619	0.90363455	0.94335705	0.77088535	0.9071869	0.92743385	0.95809436	0.7682474	0.8394314	0.85770786	0.7674616	0.8663419	0.8736206	0.94030786	0.83797455	0.88251257	0.7615365	0.9165856	0.84007555	0.9624713	0.97819924	0.9345529	0.96453214	0.9786092	0.8420267	0.9796858	0.8741673	0.88604236	0.93566227	0.9280242	0.9200674	0.78373134	0.94217026	0.9816774	0.91156876	0.9271288	0.9309818	0.79506713	0.97039586	0.96895766	0.91265535	0.96549475	0.9075763	0.97157276	0.878227	0.77123547	0.95704377	0.9341532	0.98097914	0.942538	0.8596121	0.9646901	0.9261534	0.9581454	0.9096211	0.8974931	0.83239627	0.9491771	0.91621673	0.91396403	0.914952	0.9564233	0.9478112	0.9284907	0.9651817	0.89677143	0.9142208	0.9640045	0.93158007	0.7735632	0.9631701	0.95444876	0.9342459	0.96899956	0.9086025	0.86348003	0.9508538	0.9587741	0.9034624	0.98508555	0.9631952	0.95928216	0.9101567	0.94566655	0.9233538	0.91219294	0.9018088	0.9537633	0.8057097	0.9714123	0.927148	0.93065435	0.8397045	0.8306625	0.95731854	0.92159045	0.9485157	0.970928	0.8439269	0.95594007	0.9569125	0.8945293	0.97896624	0.77362	0.9388499	0.987188	0.95911443	0.97055405	0.8822743	0.92969596	0.7076502	0.9580365	0.86819035	0.9285676	0.8607496	0.955596	0.8291121	0.938719	0.86001	0.9437771	0.89737666	0.9606406	0.91931427	0.7311075	0.954221	0.9198227	0.9511858	0.9105174	0.9507512	0.9239433	0.96952546	0.86683404	0.86872447	0.9374156	0.96816754	0.963399	0.9902906	0.95077497	0.8761933	0.89224285	0.8860718	0.9330419	0.9388323	0.8291484	0.9658124	0.991343	0.80873746	0.9533514	0.97772455	0.8820988	0.9601791	0.96114606	0.971896	0.9747809	0.9593077	0.90036654	0.9464022	0.91533977	0.8367303	0.8503154	0.92915094	0.97441554	0.81812596	0.8891349	0.9689265	0.9689024	0.9207392	0.93471944	0.9058255	0.883778	0.8554779	0.96228856	0.960268	0.9591791	0.9222362	0.98073405	0.95723	0.96335554	0.980994	0.91105616	0.8492774	0.9574166	0.9754481	0.914815	0.9722498	0.81904787	0.7926371	0.92345357	0.89950025	0.9132565	0.8303946	0.9501718	0.9505548	0.940063	0.92172366	0.95239913	0.92412335	0.9726477	0.8506162	0.878393	0.95290065	0.97876036	0.90280414	0.9438762	0.9151246	0.941454	0.98416764	0.8779411	0.95870066	0.99135184	0.84953713	0.8353195	0.8158964	0.923015	0.98508626	0.9063679	0.9308922	0.96057576	0.83754164	0.9643441	0.98206574	0.9278486	0.91567266	0.94849694	0.72316825	0.95544297	0.93825674	0.8050779	0.9734159	0.89892095	0.96241486	0.83667564	0.9838335	0.9397242	0.97677064	0.98155063	0.9163939	0.9387465	0.9717904	0.92232746	0.92897534	0.81123954	0.9691139	0.9765634	0.93768084	0.94053686	0.88825	0.94169855	0.95243245	0.76586926	0.9323455	0.9540936	0.97269654	0.9285718	0.9297557	0.95810264	0.97489274	0.92316455	0.985848	0.9517166	0.98317105	0.9216148	0.9626214	0.9495303	0.90529615	0.97949076	0.86565614	0.96711653	0.92547756	0.94840634	0.97816664	0.9586981	0.9601734	0.94113845	0.8995041	0.9278537	0.9854618	0.951183	0.9758236	0.96493363	0.98065495	0.93275696	0.88238597	0.75691473	0.8466888	0.9837874	0.9752574	0.8455982	0.846926	0.94386303	0.9108989	0.90394455	0.97182596	0.98204225	0.9574199	0.90880233	0.94920015	0.87116	0.97365135	0.9667554	0.9683415	0.97547543	0.96072125	0.88774955	0.8999909	0.89193	0.9568761	0.94563437	0.95357084	0.96598077	0.87309146	0.9072622	0.94085896	0.9047473	0.9683639	0.89306617	0.9113513	0.8517829	0.9210969	0.9410916	0.8814885	0.96322525	0.96422637	0.971125	0.97248137	0.97434586	0.9112112	0.9138365	0.9776017	0.8630078	0.88966244	0.86572266	0.9083874	0.9734042	0.9642686	0.9380905	0.9388366	0.88975006	0.8905654	0.95765	0.86771214	0.85048145	0.9475077	0.9548209	0.9207501	0.96001524	0.9492828	0.836162	0.91188174	0.9006721	0.8820365	0.8176824	0.8638658	0.95759946	0.7754876	0.9534225	0.9533682	0.88891107	0.9836729	0.92037135	0.88095057	0.8768432	0.9851527	0.8928927	0.9032374	0.9400523	0.8147743	0.97480464	0.9327532	0.93862736	0.92662185	0.77181524	0.95498765	0.9070233	0.81638664	0.89624	0.910275	0.9045733	0.8967116	0.9680056	0.9509702	0.91070884	0.95845985	0.93525475	0.95015436	0.9387005	0.9860125	0.92117316	0.9618758	0.9630677	0.94684607	0.8952849	0.92826635	0.9545833	0.99028593	0.8928463	0.7327321	0.9571287	0.8761147	0.9683446	0.9625922	0.89037514	0.9358154	0.9036388	0.9425694	0.9618497	0.917239	0.93115056	0.92246336	0.96716076	0.893357	0.9534438	0.92626536	0.9200158	0.85351676	0.95933473	0.9294048	0.96590674	0.943074	0.9541673	0.93870014	0.91528434	0.97996324	0.9195919	0.9570066	0.89912874	0.9499046	0.9540233	0.9621765	0.9276265	0.8124983	0.90110457	0.95562416	0.8735422	0.9145469	0.95471823	0.9711591	0.9228453	0.93095875	0.8517437	0.92641765	0.8582783	0.8969953	0.9472436	0.9238812	0.8844481	0.9115523	0.90904164	0.93790674	0.9410858	0.92981756	0.96151006	0.9701045	0.961924	0.8582986	0.88087255	0.92274284	0.896386	0.9713471	0.9374734	0.86310565	0.8671982	0.76658887	0.95551246	0.97558284	0.9317368	0.8841867	0.92055076	0.8144791	0.92162657	0.94585586	0.93019426	0.90249634	0.9613497	0.97697777	0.9416064	0.950302	0.93636656	0.83751804	0.89143395	0.9457855	0.7154813	0.9652967	0.93719214	0.9402824	0.94090825	0.94238	0.94580233	0.9567623	0.96278036	0.95098764	0.8997446	0.9003433	0.9601197	0.94814026	0.9802916	0.9758243	0.9614658	0.94551015	0.8571409	0.91975576	0.89920604	0.91606534	0.96639186	0.9594861	0.94287884	0.9673929	0.9536002	0.9641952	0.9415388	0.94831634	0.9187959	0.9356717	0.97813445	0.94081783	0.9140741	0.94236	0.7567334	0.96362674	0.7988854	0.98421234	0.8821562	0.8920571	0.91876817	0.8364585	0.95648605	0.9824301	0.7857908	0.8742958	0.94087553	0.9219412	0.92549855	0.959919	0.9510548	0.92558134	0.93677413	0.9626239	0.88352716	0.97776574	0.9823884	0.95109504	0.94487035	0.93307143	0.9081061	0.93090856	0.97802514	0.94309866	0.9357212
