	3000/num	8/num	Almodovar/name	Amanda/name	Amerika/name	Arjen/name	Atkinson/name	Coppola/name	De/det	Engeland/name	Food/name	Ford/name	Fred/name	Gore/name	Hamlet/name	Harry/name	Hit/name	Hoorn/name	Hot/name	Love/name	Me/name	Merwijk/name	Miller/name	Mini/name	Minoes/name	More/name	Mulisch/name	New/name	Newyorks/adj	Peper/name	Polleke/name	Portrait/name	Ralph/name	Richard/name	Roland/name	Rowan/name	Ruby/name	Self/name	Small/name	Straat/name	The/name	Walle/name	World/name	Xander/name	aankondiging/noun	absurd/adj	acteer/verb	acteur/noun	actie_film/noun	ad/adj	adembenemend/adj	aflevering/noun	al/comp	alert/adj	alleszins/adv	als/comp	als/comparative	als/prep	als/vg	altijd/adv	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	associatief/adj	bedoel/verb	bedoeld/adj	beeld/noun	beetje/noun	behoorlijk/adj	beminnelijk/adj	ben/verb	bene/adv	beschrijving/noun	bevat/verb	bijdrage/noun	bijrol/noun	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	bizar/adj	blijk/verb	bloes_DIM/noun	boek/noun	bom/noun	boorde_vol/prep	bovendien/adv	breng/verb	breng_teweeg/verb	briljant/adj	broederschap/noun	buitengewoon/adj	cd/noun	charmant/adj	column/noun	coma/noun	commentaar/noun	contrasteer/adj	creatief/adj	cynisme/noun	dan/comparative	dandy/noun	dankzij/prep	danser/noun	dat/det	dat/pron	debuut/noun	desinteresse/noun	detail/noun	deze/det	dialoog/noun	die/pron	dit/det	doe/verb	dol/adj	doorgewinterd/adj	doos/noun	draai/noun	dramatisch/adj	droog/adj	duidelijk/fixed	duivel_DIM/noun	echt/adj	een/adj	een/det	eens/adv	eenvoudig/adj	effect/noun	elegant/adj	element/noun	emmer/noun	en/adv	en/vg	energiek/adj	enkel/det	erg/adj	erudiet/adj	even/adj	even/adv	fair/adj	feest/noun	feestelijk/adj	fel/adj	film/noun	film_DIM/noun	flits/adj	fraai/adj	fris/adj	fris/noun	ga_vooraf/verb	gaaf/adj	gast/noun	gedicht/noun	geil/adj	geloofwaardig/adj	geluid_effect/noun	gemak/noun	gemeen/adj	gemoedelijk/adj	genoeg/adv	geschreven/adj	gesprek/noun	gesprekspartner/noun	getekend/adj	gevat/adj	gevoelig/adj	geweldig/adj	gewiekst/adj	gewoon/adj	gezang/noun	geïllustreerd/adj	goed/adj	goochel/verb	grap_DIM/noun	grof/adj	haar/det	haast/adv	hedendaags/adj	heel/adj	heel/adv	heerlijk/adj	heimwee/noun	herhaaldelijk/adv	hermetisch/adj	hierin/pp	hij/pron	hilarisch/adj	hoe/adj	hoewel/comp	hoogstaand/adj	humor/noun	ijzersterk/adj	illustratie/noun	immer/adv	in/fixed	ingenieus/adj	intelligent/adj	ironisch/adj	kaart/fixed	karikatuur/noun	kijk_heen/verb	kleurrijk/adj	klink/verb	komedie/noun	kort/adj	kritisch/adj	kwartet/noun	laconiek/adj	lady/noun	lang/adv	lees/verb	lek/adj	leuk/adj	lever_op/verb	licht/adj	lied/noun	lied_DIM/noun	lijk/verb	literair/adj	logica/noun	ludiek/adj	maak/verb	maak_mee/verb	maar/adv	maar/vg	man/noun	manier/noun	mengeling/noun	messcherp/adj	met/prep	mijne/noun	min/adj	mix/noun	modern/adj	moment/noun	mooi/adj	musical/noun	natuurlijk/adj	nauwelijks/adv	neig/verb	net/adv	neurose/noun	noch/vg	nogal/adv	observatie/noun	obsessie/noun	of/adj	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	onderschrift/noun	oneerbiedig/adj	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onomstotelijk/adj	ontleed/verb	ontnuchter/adj	ontroerend/adj	onverwacht/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	onzinnig/adj	ook/adv	ook/vg	oorspronkelijk/adj	op/part	opera/noun	opmerking/noun	opvallend/adj	origineel/adj	over/prep	overtuigend/adj	overvloede/adv	paar/noun	passage/noun	performance/noun	pianist/noun	plaat/noun	plant/noun	podium/noun	portret/noun	poëzie/noun	prachtig/adj	presentator/noun	provocerend/adj	raak/adj	rancuneus/adj	reactie/noun	rem/adj	rock/noun	roem/noun	rol/noun	roman/noun	romancier/noun	satire/noun	scherp/adj	schrijf/verb	schrijf_op/verb	schrijnend/adj	script/noun	scène/noun	serie/noun	sketch/noun	slim/adj	slipper/noun	snel/adj	soms/adv	spaar/verb	spannend/adj	speel/verb	speels/adj	spits/adj	spontaan/adj	spot/adj	stel/noun	sterk/adj	stijl/noun	stoutmoedig/adj	streef_na/verb	stuk/noun	super/adj	tafel/noun	tegelijk/adj	tegendeel/noun	tegenover/prep	teken_uit/verb	tenger/adj	tentoonstelling/noun	terloops/adj	teweeg/part	thriller/noun	titel/noun	toch/adv	toe/adv	toespraak/noun	toneelstuk/noun	trailer/noun	trouwens/adv	typering/noun	uit_vergroting/noun	uitermate/adv	uitgesponnen/adj	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	veelzijdig/adj	vele/adj	verbeeld/verb	verhaal/noun	verontrustend/adj	vers/noun	verslag/noun	verteder/adj	vertel/verb	vervolg/noun	vervolgens/adv	vind/verb	vinnig/adj	vol/adj	vol/prep	voltooi/verb	vondst/noun	vooraf/part	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	voorzie/verb	vriendelijk/adj	vrij/adj	vrijmoedig/adj	waanzin/noun	waanzinnig/adj	waarin/pp	waarop/pp	want/vg	war/name	wat/adv	weduwnaar/noun	weer/adv	weerzinwekkend/adj	wel/adv	welbespraakt/adj	werk_DIM/noun	werk_uit/verb	wijze/noun	wissel_af/adj	wrang/adj	wreed/adj	zachtaardig/adj	ze/pron	zeer/adj	zeer/adv	zeil/verb	zelden/adj	zelfs/adv	zet_neer/verb	zijn/det	zo'n/det	zo/adj	zo/adv	zoals/comp	zoet/adj	zonder/prep	zowel/vg	zwart_wit/adj	zwijg/adj
3000/num	0.0	0.9140837	0.96669483	0.93284965	0.8268857	0.90089864	0.9773924	0.794722	0.9221508	0.924702	0.9329308	0.833601	0.8801484	0.82116383	0.88846374	0.9266608	0.9107603	0.89652586	0.8639468	0.8891139	0.9254544	0.8714551	0.91124105	0.9118036	0.93610334	0.9077623	0.9276258	0.9099361	0.94353324	0.85157835	0.8979234	0.91773367	0.89185965	0.9243156	0.9060589	0.9915155	0.9546338	0.8863105	0.86482066	0.9415474	0.9108451	0.9451894	0.9038706	0.9664898	0.92239034	0.88342714	0.921775	0.90260524	0.9019928	0.98133385	0.8843263	0.9448741	0.93794304	0.944378	0.8393139	0.9099946	0.9021938	0.8589349	0.7745886	0.9053333	0.9094628	0.91644025	0.8963312	0.92546237	0.92259914	0.91839325	0.90318674	0.89405	0.938852	0.904409	0.9417833	0.89294356	0.8923223	0.8529639	0.81502044	0.89602923	0.89916575	0.82507724	0.8917645	0.8854856	0.91592085	0.93787616	0.96706903	0.8932892	0.8569428	0.860142	0.88243324	0.88175094	0.8932233	0.88094443	0.9744525	0.9286258	0.89440495	0.87701046	0.8747376	0.9729411	0.90509665	0.85834557	0.91491777	0.94327235	0.76922643	0.9519537	0.9058625	0.90334934	0.9033717	0.8900483	0.8933568	0.9696583	0.9188676	0.9034512	0.9178655	0.8765316	0.9260205	0.94567144	0.94489294	0.887146	0.9182676	0.9581026	0.875788	0.9181797	0.9053763	0.9375006	0.89414734	0.9713099	0.85962117	0.9301993	0.91335803	0.8968163	0.9197983	0.91032445	0.9309008	0.95022917	0.8607954	0.90642434	0.90831643	0.9130812	0.90603495	0.95060194	0.93321663	0.79510313	0.9209382	0.9434883	0.9707011	0.91250837	0.87807703	0.9133316	0.8912525	0.9145179	0.93955094	0.92903566	0.83645415	0.9446706	0.84166	0.91466177	0.86950153	0.8967486	0.89765114	0.89737403	0.8866528	0.93321085	0.8621809	0.9098002	0.9509545	0.95731574	0.9014625	0.86845165	0.86010754	0.9398183	0.8851391	0.8912051	0.88887036	0.86799	0.93044084	0.935646	0.88964105	0.9122771	0.9004024	0.89514625	0.91658247	0.9396075	0.9145618	0.9013622	0.9370987	0.77737445	0.82800734	0.95144117	0.88414574	0.89275867	0.92508364	0.87298477	0.9041627	0.9179867	0.8587845	0.94279754	0.99225146	0.91431665	0.8864403	0.897067	0.91871035	0.8998948	0.9622551	0.8785114	0.90706944	0.9049699	0.90770763	0.92128277	0.93609595	0.9317231	0.89261454	0.92272216	0.87378114	0.8616157	0.87642694	0.8226943	0.88112354	0.85399145	0.8649223	0.8981079	0.8848778	0.89571357	0.90223247	0.91426784	0.8937179	0.9296452	0.89810055	0.86809355	0.8869175	0.88920474	0.9201668	0.89976996	0.9070318	0.8248834	0.89439625	0.8949572	0.8769561	0.83586955	0.87279594	0.88042223	0.9128493	0.9093065	0.91950595	0.9766892	0.88778514	0.93320125	0.9324822	0.9105648	0.9576466	0.89073795	0.9249249	0.88101745	0.9216842	0.942877	0.8310762	0.9168826	0.9007463	0.8853491	0.86235976	0.9410758	0.9161092	0.88931495	0.85269016	0.9103854	0.90168244	0.93190557	0.9408883	0.9043486	0.88328236	0.8164086	0.9225633	0.9182586	0.9367968	0.9089016	0.9143834	0.91468716	0.873947	0.9625543	0.9151667	0.87297094	0.87760234	0.88629985	0.8836822	0.71612066	0.91386056	0.87591803	0.8538663	0.8562629	0.93641424	0.90958047	0.923948	0.9173766	0.9314362	0.9740683	0.91047704	0.9268851	0.894078	0.86968994	0.8735515	0.9006473	0.935798	0.86916125	0.9040718	0.897499	0.9236758	0.8874192	0.8894293	0.8782564	0.8763384	0.94589114	0.8800491	0.8874213	0.9206187	0.85114884	0.89742196	0.8796157	0.89649427	0.9154146	0.95115465	0.9048342	0.8716006	0.9043104	0.8592543	0.85467315	0.78983736	0.94812423	0.93896407	0.91231686	0.8567134	0.8654492	0.93700206	0.9029882	0.9325234	0.8890705	0.9543401	0.92019916	0.85695684	0.89733	0.943303	0.9344777	0.8711172	0.969291	0.87789476	0.8588295	0.9244512	0.9107915	0.887076	0.9335648	0.8829481	0.86410725	0.78976464	0.8308921	0.85260785	0.8560177	0.8714244	0.86581635	0.87252265	0.8667231	0.87165344	0.84360933	0.92566836	0.9136107	0.9269333	0.8752849	0.9277646	0.9339473	0.874556	0.8933294	0.9018481	0.92975956	0.90970606	0.81921256	0.9178004	0.9666291	0.8949938	0.93718386	0.94741696	0.9525637	0.91262996	0.8025683	0.8720434	0.9001083	0.9428573	0.92988634	0.9132325	0.9471282	0.9253851	0.9271789	0.9276757	0.9246491	0.894675	0.9147856	0.8900672	0.8984401	0.8899532	0.8816901	0.8886601	0.9667642	0.96579987	0.9174914	0.95438254	0.85411274	0.9279402	0.8610301	0.8898772	0.75278	0.912226	0.9262601	0.86541986	0.8784964	0.88043606	0.74626255	0.91312516	0.89717215
8/num	0.9140837	0.0	0.78398204	0.8116902	0.9040192	0.86209404	0.85466534	0.919791	0.91674536	0.88306004	0.8935068	0.90265906	0.90958935	0.95645714	0.9327427	0.83976483	0.9200084	0.9729152	0.8090673	0.78862166	0.8086201	0.98638046	0.86850107	0.9513279	0.97229594	0.9526794	0.9348484	0.8697677	0.9625852	0.9529586	0.99131835	0.91117865	0.953314	0.84713733	0.8253666	0.9224934	0.8455167	0.94795454	0.8906329	0.90016043	0.7574226	0.7718901	0.81735224	0.9293045	0.9460045	0.9578314	0.9534724	0.8539614	0.9502823	0.9773469	0.9650721	0.83393484	0.9439706	0.9895564	0.95982337	0.9533978	0.922547	0.9024346	0.92178684	0.9687425	0.9522818	0.96748084	0.9479475	0.9732675	0.9826176	0.9268118	0.9256643	0.8999977	0.9743825	0.96939105	0.97452056	0.9378795	0.95480573	0.9604997	0.91948426	0.83083045	0.8659721	0.90097374	0.9416472	0.93473995	0.957353	0.98611337	0.95767564	0.9091574	0.9529107	0.9441774	0.9792438	0.9239778	0.95587337	0.91819996	0.8912316	0.9549747	0.87023735	0.94373614	0.8261418	0.9242048	0.87421083	0.93296134	0.9783114	0.9638946	0.9667728	0.97934306	0.8882997	0.946226	0.9748676	0.94824743	0.8444253	0.9692213	0.9700869	0.9388667	0.9434834	0.9412631	0.9413623	0.988403	0.9492447	0.9199835	0.9500666	0.97578937	0.88781685	0.9582265	0.9746294	0.9576328	0.8697102	0.9429853	0.93159324	0.9586344	0.92089546	0.97572386	0.95463645	0.9693837	0.99720407	0.9478522	0.87454844	0.961028	0.9729931	0.9611339	0.9648595	0.95149857	0.92137176	0.91865903	0.93668985	0.9703431	0.9656957	0.7929513	0.84911495	0.9088665	0.9372299	0.95643455	0.99016434	0.90840584	0.89987665	0.8183152	0.88644546	0.98328125	0.9620037	0.97548836	0.98716325	0.955873	0.92399013	0.94288665	0.8872656	0.90552574	0.9817678	0.9062168	0.9613509	0.96893376	0.82155955	0.9547011	0.9046109	0.9750568	0.9187322	0.9348067	0.96255505	0.97519	0.9748782	0.89042854	0.9385138	0.9339148	0.97768897	0.9792297	0.9413161	0.9867354	0.9566124	0.99228984	0.94501376	0.9442247	0.92543733	0.9660841	0.94935566	0.98022425	0.9539208	0.9134692	0.88220614	0.97381896	0.99083793	0.9172064	0.9538894	0.917998	0.98142934	0.94745547	0.9864963	0.96233034	0.9407117	0.8250679	0.93454635	0.9055423	0.9163202	0.92957306	0.95727074	0.95201397	0.8734677	0.92204523	0.9283266	0.95592946	0.9268484	0.9415742	0.93253267	0.949302	0.9198437	0.96804416	0.947859	0.9620216	0.94214827	0.968604	0.93409586	0.9006177	0.978175	0.9691202	0.94479567	0.88800836	0.9670221	0.960928	0.97315276	0.9645761	0.9468167	0.94360024	0.912429	0.92864335	0.97266287	0.9940215	0.945477	0.99493486	0.9159411	0.9235949	0.97493315	0.9496215	0.9425931	0.88841134	0.9424152	0.917839	0.9907835	0.94633913	0.9547323	0.95517826	0.9410466	0.9387562	0.93196374	0.97228	0.91869354	0.95394045	0.96890056	0.9506792	0.9305021	0.83795476	0.9410558	0.97056633	0.98084277	0.8681085	0.9737692	0.92235607	0.9297687	0.9090123	0.93783116	0.91050684	0.8884604	0.98559004	0.94691867	0.9544193	0.9825551	0.9201009	0.9312959	0.9310995	0.93855166	0.901033	0.94374007	0.90698206	0.9403733	0.95448256	0.97718304	0.9426842	0.944866	0.97984046	0.9289136	0.9421197	0.91239756	0.87875205	0.9508633	0.9227714	0.9099604	0.8584025	0.97027934	0.98458236	0.9283578	0.86793286	0.84010386	0.91936195	0.9481413	0.97952104	0.9643873	0.96115553	0.95471364	0.9154457	0.8764724	0.9408135	0.94993436	0.9650572	0.9459201	0.93197435	0.95358914	0.9174688	0.9418171	0.9542896	0.933761	0.755782	0.9485583	0.97339755	0.9774484	0.91044533	0.98905325	0.94429153	0.9224328	0.9769619	0.98300236	0.87589896	0.8683334	0.9665112	0.9448504	0.9689251	0.86681163	0.9648346	0.93440205	0.9715517	0.9866258	0.9806153	0.9364559	0.9890609	0.96856886	0.9314374	0.9635183	0.9601165	0.97277164	0.9296139	0.8687861	0.93654674	0.962152	0.93405896	0.9419341	0.9227237	0.8883078	0.8115688	0.9526357	0.9123038	0.92691565	0.9601399	0.92891467	0.92782724	0.97585464	0.95773673	0.94360995	0.9299154	0.92766535	0.9121566	0.8578815	0.97730714	0.97093284	0.93005335	0.9768697	0.95258665	0.8693402	0.87769264	0.96131617	0.87491804	0.9733809	0.92345023	0.9776244	0.95209295	0.9685872	0.9314186	0.9605541	0.91705734	0.981761	0.91634876	0.9444057	0.91401863	0.9566338	0.9555338	0.94786936	0.9726358	0.9852027	0.9019443	0.93727905	0.8852359	0.9208524	0.9150243	0.9851579	0.9453312	0.92547554	0.9715092	0.9037188	0.9414069	0.9300946	0.89132786
Almodovar/name	0.96669483	0.78398204	0.0	0.90588444	0.90729046	0.97293156	0.8812494	0.79512715	0.91189986	0.8587343	0.93846095	0.96473116	0.9323312	0.9784392	0.8965156	0.91973805	0.99005175	0.9838553	0.9003732	0.86799943	0.83356476	0.9926897	0.8562251	0.90109617	0.910285	0.95983744	0.9313038	0.9923696	0.8751314	0.9858971	0.94653714	0.96426475	0.8830025	0.8505797	0.9737689	0.8705161	0.96544325	0.9714267	0.8317736	0.9184071	0.88113075	0.9641629	0.9477226	0.9347221	0.8547061	0.8302519	0.8209518	0.8550328	0.8796154	0.9888412	0.88670516	0.9342915	0.95525503	0.94546026	0.93007404	0.9279229	0.87017244	0.8869092	0.9388154	0.92639595	0.932357	0.9802718	0.89472204	0.9280913	0.8523656	0.8654549	0.887141	0.8954197	0.969593	0.9327686	0.9378813	0.884234	0.9759854	0.9050289	0.9278693	0.9394301	0.8640116	0.95985985	0.911791	0.88960105	0.88751405	0.91640955	0.8855395	0.88517946	0.94305605	0.8698656	0.96395767	0.8312398	0.9270305	0.8467908	0.97628945	0.9149106	0.9264388	0.810698	0.89874786	0.874798	0.9662122	0.90634024	0.94688964	0.93218887	0.93544304	0.9211943	0.80217993	0.90772367	0.9025222	0.90753037	0.90557516	0.90615493	0.94271624	0.8305434	0.8468106	0.882265	0.89279866	0.93169034	0.7928532	0.9808959	0.9452115	0.92042744	0.6521816	0.9100998	0.96270597	0.94841325	0.87707233	0.96756625	0.83190286	0.96999705	0.9047345	0.86971176	0.8887432	0.85127497	0.9218406	0.93512243	0.93885726	0.85871905	0.9766494	0.9340582	0.9419072	0.9441347	0.8843971	0.9729522	0.9064171	0.94139534	0.96512514	0.71779954	0.92255193	0.9075564	0.8980079	0.8553982	0.893143	0.9462789	0.91257685	0.9530769	0.90165514	0.88419837	0.8883118	0.9156008	0.96168584	0.9088947	0.91707253	0.91307735	0.8211659	0.9854118	0.93177295	0.910071	0.89149874	0.96726704	0.7958273	0.93918306	0.88178414	0.8765359	0.9233339	0.8373202	0.9411655	0.91757107	0.9025169	0.89291966	0.9111624	0.8881726	0.9419492	0.9488555	0.8120433	0.95570695	0.9786221	0.95807076	0.91483927	0.9218213	0.8361858	0.9379248	0.91117203	0.85924137	0.83584607	0.8181237	0.94115245	0.9200572	0.93440306	0.8407897	0.8448756	0.8573833	0.91377765	0.85992646	0.95658255	0.8904685	0.90715265	0.6947211	0.90715814	0.94626	0.9339792	0.90556085	0.9115237	0.8685417	0.952579	0.7181993	0.8223194	0.92650735	0.8801792	0.8837221	0.8756331	0.9056731	0.9219877	0.8911617	0.89427006	0.8789268	0.9392548	0.94340694	0.9006376	0.85220295	0.94356436	0.8340585	0.91535544	0.8413283	0.9009256	0.88438714	0.80109906	0.86492205	0.88087463	0.8789759	0.7806848	0.865432	0.9382671	0.9650412	0.92257524	0.93277824	0.9360994	0.9149904	0.8962495	0.9137709	0.9799509	0.92764825	0.94918627	0.8498589	0.9961084	0.9575124	0.9277552	0.8339139	0.90416324	0.913001	0.89046746	0.9480458	0.9656408	0.9631208	0.857814	0.8896646	0.92678803	0.7242645	0.8809614	0.9564321	0.8906024	0.8691114	0.95843446	0.7950109	0.97582203	0.95128363	0.84474933	0.8452025	0.8647401	0.99514806	0.9832444	0.9114094	0.8969028	0.9074124	0.89908385	0.9618778	0.9161502	0.9274697	0.91386425	0.8509982	0.97937936	0.8298587	0.9351557	0.9444157	0.9832982	0.9782271	0.86730516	0.88523674	0.83399594	0.8593646	0.89046454	0.84606004	0.89789766	0.8848284	0.9587311	0.93369204	0.8334384	0.82744515	0.909475	0.87065804	0.90513575	0.9590779	0.9423258	0.90911245	0.95763266	0.85152805	0.8539084	0.87467	0.8872317	0.97179353	0.914984	0.8378008	0.9044213	0.84208727	0.9157942	0.92744255	0.8380388	0.8684109	0.9107376	0.8833775	0.9818393	0.9895247	0.92179817	0.95956033	0.9625959	0.93549216	0.911495	0.84331214	0.9045005	0.91643876	0.9208067	0.9507609	0.7298285	0.91698474	0.9548342	0.94934607	0.8608434	0.9512455	0.8206606	0.95050025	0.9172644	0.9317149	0.87671626	0.95610553	0.87270033	0.9412032	0.88865095	0.85434806	0.90761745	0.8832606	0.93713224	0.9205821	0.9392644	0.81500876	0.9222088	0.9162371	0.8967722	0.96980786	0.8246583	0.94100255	0.87117314	0.97947085	0.8723809	0.9275886	0.8495072	0.68296134	0.9840769	0.90204936	0.9345858	0.8838983	0.94073975	0.90195066	0.8422836	0.9211702	0.9245816	0.952566	0.9461195	0.8856976	0.9386782	0.8872569	0.96521145	0.96397775	0.9694068	0.9075959	0.9037795	0.85537446	0.8228014	0.9636084	0.8800913	0.9142388	0.95127887	0.92753005	0.96100956	0.88461643	0.9729891	0.9013661	0.88103193	0.8231807	0.88047045	0.87534386	0.9231389	0.8493647	0.92270815	0.9336095	0.9415417	0.88235235
Amanda/name	0.93284965	0.8116902	0.90588444	0.0	0.8580756	0.8232527	0.8884035	0.8385985	0.84292376	0.76644623	0.8578831	0.9241595	0.8145269	0.9368185	0.7270336	0.7987675	0.95145917	0.93512446	0.835021	0.66892606	0.7746079	0.9457211	0.559494	0.90834546	0.9156823	0.84327984	0.83639264	0.810372	0.7744633	0.8965142	0.9225178	0.95446515	0.7020804	0.58137727	0.82070065	0.91315925	0.8565736	0.8314769	0.80666167	0.95821184	0.7132917	0.8078606	0.84436893	0.91166705	0.9184127	0.8806689	0.752856	0.76664126	0.79016376	0.9168327	0.88269997	0.7759434	0.9266254	0.97383446	0.9234866	0.97103274	0.9447236	0.8072229	0.85516226	0.94214404	0.88871074	0.9160021	0.8654958	0.9085038	0.88379073	0.90112394	0.83399343	0.91627115	0.99052125	0.9177092	0.9283204	0.91314083	0.79779774	0.8379218	0.8231786	0.8425127	0.6525899	0.9021628	0.91535443	0.8651016	0.80200225	0.9295283	0.9330499	0.8049397	0.89302325	0.86591816	0.88943475	0.93751	0.93845606	0.79209256	0.9033637	0.90135616	0.8566707	0.86947954	0.775398	0.93593633	0.891953	0.92076874	0.9088913	0.9075421	0.9180366	0.78107166	0.81260395	0.87239957	0.9550712	0.95022005	0.691526	0.87163925	0.8922092	0.7710792	0.8700877	0.8863756	0.93876266	0.9616124	0.9073081	0.8603798	0.9105138	0.92191404	0.7974969	0.96956295	0.9350884	0.9252816	0.8769332	0.9509915	0.7625999	0.9713995	0.9319518	0.9498731	0.90797216	0.895794	0.8498533	0.9712749	0.85866284	0.90495336	0.92378294	0.9433156	0.9120512	0.96745473	0.92836946	0.91729796	0.8962094	0.93417287	0.95845056	0.791129	0.93934613	0.9013508	0.8468565	0.9435744	0.9712895	0.87055606	0.8515261	0.91900486	0.83953273	0.92111003	0.8331325	0.88773894	0.9314809	0.9322659	0.9527784	0.93737364	0.78217566	0.9066024	0.8793673	0.8112378	0.9622824	0.9488676	0.82569575	0.910573	0.97086877	0.9242823	0.8775126	0.8684956	0.9492744	0.9508098	0.9407794	0.715876	0.89140576	0.82931304	0.9412707	0.96799576	0.8589817	0.9447215	0.9123985	0.92346346	0.80051994	0.89442766	0.7731612	0.91752267	0.8686812	0.8442428	0.8701428	0.77527606	0.80685705	0.91290563	0.94019526	0.83918303	0.876061	0.8504804	0.9357814	0.8867682	0.969294	0.8723931	0.91424143	0.7294604	0.9182546	0.90203583	0.9039278	0.8628287	0.89417446	0.9645558	0.8606392	0.9173607	0.86869365	0.8732356	0.9466384	0.888368	0.8547728	0.9082336	0.7398961	0.9052432	0.8979433	0.8950284	0.954555	0.9560458	0.9249671	0.932777	0.9416741	0.8627221	0.8146386	0.81830233	0.8420161	0.90544355	0.85173225	0.8902631	0.93904215	0.8811177	0.8287246	0.9357761	0.91900504	0.89901936	0.94035196	0.84078753	0.87062395	0.91442716	0.93631095	0.7863978	0.9614162	0.8989176	0.8962494	0.9283849	0.8885995	0.92031455	0.9586537	0.8683693	0.9412154	0.9484345	0.85375965	0.9519989	0.8893524	0.92850316	0.82449996	0.9041951	0.93729496	0.8687764	0.93732536	0.94925344	0.8938242	0.85842955	0.9457159	0.8455975	0.96855146	0.8813702	0.83184147	0.7946694	0.7561341	0.86911	0.89473933	0.88271785	0.8583107	0.83285147	0.8424339	0.9315219	0.93808115	0.85922396	0.8479631	0.8101182	0.9159981	0.9031412	0.928441	0.8868549	0.95014733	0.9539879	0.88390356	0.70241594	0.769012	0.7254884	0.84556377	0.8118005	0.93291193	0.7882756	0.9001569	0.8731456	0.75920177	0.8366266	0.7994629	0.90902257	0.91804403	0.9603885	0.9727697	0.94267875	0.9252206	0.8526244	0.7047641	0.87807006	0.94221616	0.91965085	0.95311093	0.8686514	0.8659651	0.89031196	0.9621408	0.9688411	0.88369846	0.91120255	0.965329	0.929319	0.89747095	0.93107915	0.9635856	0.9179929	0.895427	0.8528686	0.92941076	0.70182335	0.8308958	0.95053685	0.9501462	0.899663	0.7607622	0.8639289	0.9468968	0.95637053	0.94744194	0.90552557	0.82739186	0.98203105	0.9368735	0.82515275	0.8598119	0.9683243	0.85027486	0.83334374	0.8505634	0.80269635	0.8429945	0.8725786	0.88513076	0.89761984	0.8694267	0.8316026	0.903739	0.927584	0.8632934	0.971106	0.8710662	0.9314054	0.85112035	0.89659864	0.86077017	0.7985524	0.86976564	0.94743615	0.9205047	0.94576484	0.9576625	0.824839	0.85567033	0.89872736	0.76429147	0.9097866	0.9292748	0.85794055	0.9677338	0.79978204	0.9658906	0.93318486	0.9906586	0.91079307	0.9178276	0.8341644	0.9326659	0.83423245	0.83192354	0.88751346	0.8808374	0.92629457	0.9522579	0.9290964	0.8954265	0.9195158	0.9445372	0.8253594	0.78284323	0.8959418	0.9547386	0.9521337	0.9092124	0.88375354	0.9627696	0.8517709	0.8994925	0.8742428
