	Newyorks/adj	aankondiging/noun	absurd/adj	acteer/verb	acteur/noun	actie_film/noun	ad/adj	adembenemend/adj	aflevering/noun	alert/adj	alleszins/adv	altijd/adv	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	associatief/adj	bedoel/verb	bedoeld/adj	beeld/noun	beetje/noun	behoorlijk/adj	beminnelijk/adj	ben/verb	bene/adv	beschrijving/noun	bevat/verb	bijdrage/noun	bijrol/noun	bijvoorbeeld/adv	bijzonder/adj	bitter/adj	bizar/adj	blijk/verb	bloes_DIM/noun	boek/noun	bom/noun	bovendien/adv	breng/verb	breng_teweeg/verb	briljant/adj	broederschap/noun	buitengewoon/adj	cd/noun	charmant/adj	column/noun	coma/noun	commentaar/noun	contrasteer/adj	creatief/adj	cynisme/noun	dandy/noun	danser/noun	debuut/noun	desinteresse/noun	detail/noun	dialoog/noun	doe/verb	dol/adj	doorgewinterd/adj	doos/noun	draai/noun	dramatisch/adj	droog/adj	duivel_DIM/noun	echt/adj	een/adj	eens/adv	eenvoudig/adj	effect/noun	elegant/adj	element/noun	emmer/noun	en/adv	energiek/adj	erg/adj	erudiet/adj	even/adj	even/adv	fair/adj	feest/noun	feestelijk/adj	fel/adj	film/noun	film_DIM/noun	flits/adj	fraai/adj	fris/adj	fris/noun	ga_vooraf/verb	gaaf/adj	gast/noun	gedicht/noun	geil/adj	geloofwaardig/adj	geluid_effect/noun	gemak/noun	gemeen/adj	gemoedelijk/adj	genoeg/adv	geschreven/adj	gesprek/noun	gesprekspartner/noun	getekend/adj	gevat/adj	gevoelig/adj	geweldig/adj	gewiekst/adj	gewoon/adj	gezang/noun	geïllustreerd/adj	goed/adj	goochel/verb	grap_DIM/noun	grof/adj	haast/adv	hedendaags/adj	heel/adj	heel/adv	heerlijk/adj	heimwee/noun	herhaaldelijk/adv	hermetisch/adj	hilarisch/adj	hoe/adj	hoogstaand/adj	humor/noun	ijzersterk/adj	illustratie/noun	immer/adv	ingenieus/adj	intelligent/adj	ironisch/adj	karikatuur/noun	kijk_heen/verb	kleurrijk/adj	klink/verb	komedie/noun	kort/adj	kritisch/adj	kwartet/noun	laconiek/adj	lady/noun	lang/adv	lees/verb	lek/adj	leuk/adj	lever_op/verb	licht/adj	lied/noun	lied_DIM/noun	lijk/verb	literair/adj	logica/noun	ludiek/adj	maak/verb	maak_mee/verb	maar/adv	man/noun	manier/noun	mengeling/noun	messcherp/adj	mijne/noun	min/adj	mix/noun	modern/adj	moment/noun	mooi/adj	musical/noun	natuurlijk/adj	nauwelijks/adv	neig/verb	net/adv	neurose/noun	nogal/adv	observatie/noun	obsessie/noun	of/adj	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	onderschrift/noun	oneerbiedig/adj	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onomstotelijk/adj	ontleed/verb	ontnuchter/adj	ontroerend/adj	onverwacht/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	onzinnig/adj	ook/adv	oorspronkelijk/adj	opera/noun	opmerking/noun	opvallend/adj	origineel/adj	overtuigend/adj	overvloede/adv	paar/noun	passage/noun	performance/noun	pianist/noun	plaat/noun	plant/noun	podium/noun	portret/noun	poëzie/noun	prachtig/adj	presentator/noun	provocerend/adj	raak/adj	rancuneus/adj	reactie/noun	rem/adj	rock/noun	roem/noun	rol/noun	roman/noun	romancier/noun	satire/noun	scherp/adj	schrijf/verb	schrijf_op/verb	schrijnend/adj	script/noun	scène/noun	serie/noun	sketch/noun	slim/adj	slipper/noun	snel/adj	soms/adv	spaar/verb	spannend/adj	speel/verb	speels/adj	spits/adj	spontaan/adj	spot/adj	stel/noun	sterk/adj	stijl/noun	stoutmoedig/adj	streef_na/verb	stuk/noun	super/adj	tafel/noun	tegelijk/adj	tegendeel/noun	teken_uit/verb	tenger/adj	tentoonstelling/noun	terloops/adj	thriller/noun	titel/noun	toch/adv	toe/adv	toespraak/noun	toneelstuk/noun	trailer/noun	trouwens/adv	typering/noun	uit_vergroting/noun	uitermate/adv	uitgesponnen/adj	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	veelzijdig/adj	vele/adj	verbeeld/verb	verhaal/noun	verontrustend/adj	vers/noun	verslag/noun	verteder/adj	vertel/verb	vervolg/noun	vervolgens/adv	vind/verb	vinnig/adj	vol/adj	voltooi/verb	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	voorzie/verb	vriendelijk/adj	vrij/adj	vrijmoedig/adj	waanzin/noun	waanzinnig/adj	wat/adv	weduwnaar/noun	weer/adv	weerzinwekkend/adj	wel/adv	welbespraakt/adj	werk_DIM/noun	werk_uit/verb	wijze/noun	wissel_af/adj	wrang/adj	wreed/adj	zachtaardig/adj	zeer/adj	zeer/adv	zeil/verb	zelden/adj	zelfs/adv	zet_neer/verb	zo/adj	zo/adv	zoet/adj	zwart_wit/adj	zwijg/adj
Newyorks/adj	0.0	0.8115586	0.71144354	0.7730009	0.6876035	0.72950757	0.90642357	0.76661325	0.79230356	0.90736926	0.83115536	0.88905084	0.83078754	0.89594626	0.87909436	0.89899987	0.86682427	0.79436445	0.68652296	0.84426844	0.8323313	0.8567513	0.82704633	0.83498055	0.74723387	0.7302979	0.7593096	0.80428153	0.7624357	0.745478	0.7853743	0.70115393	0.6647042	0.8033587	0.9699957	0.7271086	0.9367332	0.8882853	0.7438934	0.883774	0.64742696	0.86122596	0.7310355	0.7655709	0.7693966	0.76792777	0.92143553	0.8038435	0.8916233	0.849273	0.718768	0.86887896	0.773936	0.75081396	0.9334431	0.8174947	0.7659204	0.90771496	0.73047745	0.8193405	0.843854	0.9088922	0.7538403	0.9069699	0.96370506	0.8188646	0.9023157	0.82992184	0.90950197	0.87056714	0.7958558	0.79602545	0.93194777	0.8643494	0.74578714	0.89654976	0.8024381	0.8876755	0.8057074	0.89455336	0.83241343	0.82911706	0.8295131	0.6686214	0.8035152	0.7547999	0.7157408	0.80718493	0.92207646	0.8372943	0.89299655	0.79746306	0.8269421	0.8798305	0.7512465	0.93152344	0.8627963	0.8236233	0.8993562	0.9081926	0.67217	0.86967695	0.85577214	0.82798046	0.812188	0.8577508	0.73693	0.8262211	0.8836532	0.88098437	0.77957714	0.8135513	0.8757247	0.8361768	0.7758715	0.74387646	0.5729276	0.8819752	0.8922521	0.6912693	0.8114263	0.83030427	0.89368784	0.6433823	0.8222611	0.81726533	0.65577805	0.67050815	0.79939437	0.84285307	0.83405924	0.77660763	0.73843277	0.68854165	0.91002905	0.7772592	0.8035533	0.65712345	0.8731657	0.7697168	0.8019054	0.8392653	0.8991842	0.9388861	0.8002706	0.8423751	0.7562759	0.78215736	0.764977	0.74062186	0.77005607	0.83053714	0.6775054	0.88535005	0.7690231	0.7596991	0.9095349	0.86910546	0.86690235	0.8786655	0.6141815	0.7406185	0.85240746	0.88073003	0.7165582	0.65357006	0.89682275	0.8219304	0.69164085	0.84554607	0.9042819	0.7461046	0.8753468	0.66741645	0.76938176	0.7687832	0.5540861	0.8995705	0.92391706	0.7947483	0.7430521	0.7727101	0.7840352	0.7870152	0.8651132	0.8514792	0.76052845	0.93423456	0.83193207	0.8529012	0.7735003	0.81582415	0.82167983	0.7155049	0.82676035	0.8783065	0.8080596	0.6957917	0.7692059	0.7633891	0.7386706	0.6970814	0.90449166	0.86823463	0.71570766	0.80927986	0.777142	0.8411761	0.9102699	0.8055978	0.7814168	0.74679923	0.72779715	0.8567909	0.729002	0.78997725	0.882262	0.8844551	0.92133135	0.7661528	0.7120937	0.78679174	0.65445846	0.7992846	0.6531143	0.7702391	0.7516555	0.88064027	0.78994983	0.7422976	0.7494764	0.7432914	0.75146437	0.822979	0.98705226	0.93572277	0.7727105	0.79832816	0.7633174	0.72076094	0.72128564	0.7473134	0.8686702	0.8227835	0.84088343	0.82110083	0.7468281	0.9058437	0.91595846	0.77974963	0.92633	0.92689407	0.7748447	0.91591775	0.9382275	0.96070075	0.84013903	0.83440864	0.66972363	0.77239907	0.9167495	0.83757496	0.81033844	0.7345674	0.90082085	0.85083926	0.87516135	0.8015901	0.799287	0.80762476	0.8445922	0.7983337	0.8157056	0.8276926	0.8844885	0.76427126	0.7552159	0.79650986	0.7149999	0.758939	0.83350307	0.81006473	0.84293437	0.78553325	0.7438415	0.8917267	0.89056534	0.80205745	0.8532833	0.8185789	0.80551124	0.70363903	0.8556449	0.75056136	0.96080655	0.8561798	0.79819846	0.85829276	0.77310246	0.65053475	0.8104692	0.86910456	0.8265029	0.8900172	0.8315885	0.9012844	0.9461299	0.8126005	0.7567893	0.8661863	0.71962047	0.7247112	0.7940359	0.77196455	0.9223948	0.8547013	0.91008794	0.7820431	0.85263836	0.8102803	0.92787373	0.8603064	0.8037009	0.87882745	0.8827018
aankondiging/noun	0.8115586	0.0	0.7687182	0.80200136	0.81325924	0.8215031	0.8235665	0.77118397	0.84120125	0.83914286	0.83887804	0.8217714	0.7774509	0.75278485	0.8591298	0.87054175	0.8098736	0.8214179	0.71208	0.7898271	0.81849	0.8577052	0.81073385	0.84421325	0.82304394	0.72592163	0.78675425	0.84217644	0.75358707	0.84103453	0.7982571	0.7654477	0.7295661	0.84432554	0.90633065	0.7653285	0.88523966	0.88143075	0.82595456	0.72833216	0.7624546	0.90553916	0.8183185	0.87307554	0.7388227	0.72401273	0.9368232	0.70314443	0.84478974	0.829012	0.8509508	0.91955835	0.7452385	0.77784336	0.9117646	0.77283907	0.71754265	0.82009214	0.79826325	0.8162493	0.8739486	0.82355624	0.68781406	0.8267802	0.88441515	0.86123425	0.8964746	0.9170297	0.85624516	0.73663545	0.7747693	0.79297006	0.89826477	0.88577074	0.80443674	0.8315563	0.80024505	0.76869494	0.7142999	0.87411684	0.7255306	0.69705826	0.76553905	0.7655401	0.782685	0.7854859	0.7657888	0.7935598	0.7995014	0.7135185	0.87398803	0.73655033	0.70283216	0.81271493	0.81793445	0.8240521	0.79902387	0.81815296	0.77846867	0.8754139	0.68784	0.7675227	0.7225603	0.77705574	0.7700958	0.84599847	0.83546114	0.86623996	0.899591	0.82430816	0.8013369	0.8985693	0.84737325	0.7581069	0.8479039	0.72125745	0.81738955	0.84358686	0.75351846	0.7960584	0.9092228	0.79667974	0.9013271	0.69300365	0.8045962	0.8302236	0.7717148	0.8191556	0.7813705	0.73432076	0.87568253	0.84130514	0.7073611	0.8194927	0.81302834	0.7436622	0.73242	0.75998986	0.7349374	0.7902837	0.8461151	0.5816594	0.8493696	0.9275522	0.8005549	0.9075784	0.8112247	0.7821098	0.7748002	0.75236225	0.7961557	0.84977394	0.73553824	0.88812727	0.6915296	0.77877796	0.91144896	0.8583611	0.9375201	0.76900226	0.77352405	0.8600096	0.86285406	0.8002525	0.80939204	0.8654831	0.75377893	0.8269554	0.74636006	0.7911782	0.83545583	0.8854027	0.8986399	0.97455287	0.675841	0.73950016	0.8843271	0.8720901	0.8290411	0.7621647	0.87072563	0.7623389	0.8731504	0.8233378	0.8056034	0.81278646	0.7614757	0.94393307	0.84334993	0.8144418	0.7190637	0.61599815	0.8299718	0.75698537	0.78097725	0.8157072	0.86433125	0.8202062	0.6979324	0.7776513	0.7862185	0.7624048	0.92703855	0.9009235	0.7222252	0.6951471	0.8527244	0.8588319	0.83961576	0.82923704	0.80483544	0.74984616	0.75240177	0.7108177	0.75043994	0.8257702	0.92346853	0.6635813	0.808045	0.8854568	0.69721544	0.7993548	0.72065413	0.84609306	0.84295636	0.7885819	0.80156994	0.8804251	0.7445533	0.81963056	0.76983666	0.8071712	0.76138055	0.85298145	0.8895123	0.91369724	0.7334416	0.9286862	0.7739655	0.9071165	0.7062519	0.7981104	0.68173313	0.80535865	0.851611	0.87883365	0.7681604	0.88653666	0.7724643	0.8178908	0.9776285	0.874743	0.7421186	0.91099507	0.9032527	0.85267925	0.74361444	0.72508025	0.84913975	0.7858755	0.8324651	0.85997975	0.6520946	0.7782879	0.951437	0.8467952	0.90181994	0.8502798	0.78165674	0.7744106	0.83315116	0.7433729	0.8374761	0.80020773	0.82925844	0.8331748	0.74088633	0.79898614	0.7427248	0.7691964	0.7400408	0.68549794	0.79499835	0.7775439	0.6470917	0.9184989	0.8986732	0.7855361	0.8544323	0.8281945	0.7397835	0.7949882	0.77685654	0.7380121	0.88872993	0.8779237	0.7896663	0.78094316	0.86802876	0.86936426	0.83469206	0.81208754	0.87312156	0.922654	0.82157445	0.8917764	0.851649	0.8431534	0.82946616	0.7566016	0.7842852	0.6981553	0.78564763	0.8813864	0.8422831	0.7902507	0.962501	0.771991	0.83043456	0.84325236	0.8525912	0.83390075	0.8751075	0.91854054	0.86274016
absurd/adj	0.71144354	0.7687182	0.0	0.5636037	0.5860734	0.53764176	0.7542547	0.49256837	0.68591523	0.84450877	0.75508964	0.657187	0.46716118	0.75657445	0.72462165	0.68022686	0.5509454	0.6610683	0.50176984	0.52555203	0.59790874	0.67649055	0.80010456	0.59817016	0.8265006	0.4813717	0.50673056	0.80454844	0.7177663	0.6108939	0.64484423	0.5711963	0.27890652	0.77341676	0.87208396	0.66766953	0.84185934	0.7342337	0.50366175	0.7254443	0.45469493	0.8843906	0.58386964	0.8395467	0.5933373	0.5882497	0.8706427	0.615435	0.77252513	0.6675134	0.46692407	0.7750006	0.6632966	0.7351754	0.7740352	0.46964628	0.48477572	0.83329153	0.5281457	0.80960786	0.80057526	0.701552	0.5235565	0.62427795	0.8968898	0.6411828	0.74108577	0.8528226	0.57862806	0.63805133	0.5882363	0.54149383	0.8816489	0.6637166	0.6049432	0.65624744	0.7447505	0.66900355	0.47214335	0.8417373	0.8016033	0.73525333	0.808203	0.48902738	0.5480632	0.6095345	0.61130863	0.6224467	0.8021421	0.69965315	0.66881424	0.7243732	0.5963915	0.5617825	0.53636384	0.6991701	0.6864189	0.53251016	0.72663116	0.68815166	0.5219622	0.7175019	0.7124958	0.6067487	0.5327073	0.6615238	0.5782285	0.70874316	0.69690776	0.74573755	0.7637678	0.76370037	0.59896594	0.5671086	0.49365568	0.4619944	0.5559038	0.74246955	0.71341515	0.5242753	0.73629403	0.81024116	0.71801317	0.278692	0.5900856	0.73420656	0.32717657	0.5698035	0.65086013	0.7047558	0.61432713	0.56158996	0.4205991	0.4793644	0.85177886	0.5645957	0.5756011	0.43283165	0.6811968	0.67120737	0.73455894	0.5481165	0.82628703	0.7884002	0.7665527	0.6094805	0.5076257	0.5484795	0.6024194	0.66264015	0.49323124	0.5573532	0.5830539	0.48117453	0.5064634	0.62795115	0.7112123	0.79084754	0.8422229	0.5960045	0.4568922	0.4929073	0.75626224	0.72317433	0.4815802	0.57448614	0.64129984	0.55913275	0.5846879	0.5802178	0.71667385	0.6447911	0.77137166	0.77931106	0.54466736	0.5627048	0.6491002	0.76297057	0.82296646	0.6530439	0.8451029	0.8481605	0.6062677	0.46856153	0.6955774	0.5509821	0.5146334	0.7585653	0.6061286	0.70071614	0.43939573	0.6391033	0.5488333	0.4626124	0.4846238	0.6873125	0.8058392	0.6552849	0.645296	0.69346964	0.4741071	0.53969455	0.8978659	0.71235836	0.58241427	0.6457741	0.73355395	0.6732985	0.80136454	0.7258293	0.6103122	0.5128317	0.53465056	0.7753356	0.47476184	0.51143515	0.7844658	0.7720925	0.7992868	0.5636821	0.7515043	0.720711	0.555843	0.8160081	0.4340716	0.5491941	0.65014565	0.6995821	0.48812032	0.61211616	0.43517858	0.53095186	0.5093399	0.66447234	0.9332623	0.7643661	0.3239848	0.82447535	0.5159863	0.72103333	0.5142478	0.55795527	0.6734787	0.60753465	0.6542394	0.6796516	0.53271765	0.7336748	0.74083024	0.63146627	0.7742795	0.86514246	0.4843405	0.7578352	0.6702321	0.8711028	0.7631211	0.5710548	0.52922714	0.74533707	0.6318834	0.6351296	0.7295525	0.5848036	0.8818337	0.7142124	0.6757351	0.5477823	0.6396196	0.5713726	0.8435844	0.46591377	0.6670351	0.64532983	0.7201303	0.68231404	0.6602709	0.5974957	0.4448496	0.46741694	0.6716286	0.6546097	0.49440825	0.66165984	0.65591574	0.7812048	0.652596	0.65262294	0.8045261	0.7878674	0.5969837	0.6088568	0.74601245	0.5396717	0.82108873	0.8086101	0.7329718	0.764892	0.67187333	0.48815513	0.48350286	0.6232933	0.8453094	0.80147904	0.5950614	0.72795916	0.8708136	0.74161386	0.6572141	0.5416031	0.5125514	0.42906815	0.46845305	0.63392067	0.7474998	0.6885978	0.89597535	0.57109725	0.57565457	0.55392635	0.65499556	0.6563617	0.6281998	0.84169817	0.6899029
acteer/verb	0.7730009	0.80200136	0.5636037	0.0	0.39347798	0.6317146	0.7220181	0.6928508	0.7374732	0.68906265	0.6492586	0.6444475	0.6306907	0.81115496	0.7232243	0.7815924	0.69322807	0.83293754	0.73217624	0.6425067	0.7624755	0.62009954	0.7414161	0.6357354	0.8208728	0.61623317	0.67725134	0.76697296	0.5349831	0.75277025	0.59653795	0.74506867	0.53996867	0.8222977	0.8865057	0.7260795	0.87497663	0.6332811	0.6481616	0.7412543	0.4785087	0.91928303	0.6573348	0.8202277	0.6263852	0.6674456	0.88986194	0.7014344	0.6938967	0.62039554	0.6909132	0.8633829	0.5670979	0.63056207	0.86186045	0.6848428	0.47362882	0.7661224	0.7125765	0.81776255	0.84955454	0.6672478	0.5790385	0.6372712	0.8819662	0.6183189	0.85499126	0.78312314	0.714427	0.7409998	0.61846197	0.69319355	0.9012176	0.7053896	0.60463786	0.6359731	0.68516135	0.63661826	0.6625465	0.81102806	0.7542461	0.7182311	0.76485276	0.4318862	0.70009613	0.6031406	0.61935115	0.5373279	0.68188477	0.72509	0.71625847	0.71449685	0.66770816	0.6764519	0.5108713	0.76004845	0.74578536	0.6979923	0.7227612	0.6458314	0.5561458	0.7789644	0.7633593	0.62439704	0.66789913	0.7414807	0.5706148	0.76547927	0.71490806	0.79903364	0.8332589	0.6193999	0.62063956	0.6610968	0.63986015	0.68329173	0.62806267	0.699194	0.61380625	0.53082514	0.7923812	0.7810527	0.83647746	0.4648782	0.66982734	0.6764504	0.4747538	0.5787174	0.7757414	0.64585876	0.62453437	0.6114087	0.5960013	0.74711704	0.7216185	0.64473474	0.5782162	0.49588042	0.7352598	0.6636742	0.66608226	0.65424156	0.75742334	0.84664446	0.76891154	0.6452503	0.5288086	0.6189312	0.7077258	0.72762334	0.5709835	0.63373196	0.74549234	0.797464	0.6851922	0.6690681	0.7287935	0.7468414	0.85683477	0.67913127	0.616447	0.5977127	0.7553654	0.68613636	0.6250504	0.7490588	0.6755738	0.6459272	0.55561334	0.59101653	0.7050147	0.7437233	0.7700731	0.8564039	0.7235099	0.63489735	0.8018754	0.8855852	0.7668869	0.73811746	0.86922216	0.82563126	0.69633615	0.51584053	0.71635944	0.63713306	0.5969024	0.89172226	0.6741057	0.79551905	0.54931545	0.6620102	0.6085565	0.6545272	0.7820067	0.6626501	0.777593	0.6170927	0.69864583	0.6890775	0.5387347	0.5256517	0.9140249	0.7026192	0.66250277	0.70191526	0.69152844	0.7093376	0.76015246	0.6452013	0.64258116	0.6697347	0.59525865	0.7069428	0.5778467	0.6611673	0.834944	0.72111845	0.7176269	0.6681167	0.7502691	0.5004863	0.63482845	0.8066368	0.5836574	0.6000136	0.67101645	0.7201483	0.6619898	0.55080956	0.5116627	0.6387665	0.57092625	0.66718435	0.9009636	0.74251163	0.55400133	0.8073269	0.58184594	0.4680289	0.56764674	0.5673785	0.6468761	0.7565006	0.6536476	0.5935216	0.5797458	0.80362105	0.7589468	0.59886634	0.7837919	0.8378582	0.61774373	0.8214149	0.7749271	0.8151195	0.7744539	0.675707	0.56448793	0.7831305	0.6617758	0.6649153	0.7621119	0.5506542	0.8672442	0.68294585	0.7448898	0.80652505	0.66779125	0.7013792	0.79495627	0.6373465	0.77080953	0.71302605	0.67902046	0.6218021	0.7410141	0.6167803	0.58199877	0.6848927	0.7024387	0.79867893	0.733186	0.7423153	0.698632	0.75565255	0.69478977	0.65247166	0.78943413	0.7159029	0.65527445	0.57472706	0.7177018	0.5426166	0.7242447	0.7976311	0.71435773	0.726065	0.80233645	0.65350866	0.70010334	0.6979394	0.87316394	0.7616644	0.753103	0.7241974	0.7890623	0.77975243	0.6641868	0.63823974	0.6193453	0.6656593	0.72013915	0.8093817	0.76114607	0.6090485	0.81815064	0.63142264	0.7575446	0.50217164	0.69962406	0.66752505	0.7608253	0.78381276	0.6354748
acteur/noun	0.6876035	0.81325924	0.5860734	0.39347798	0.0	0.5949571	0.8270537	0.61239636	0.6347935	0.84926236	0.7325626	0.7519799	0.61120874	0.7369076	0.7336407	0.838268	0.7500138	0.7979784	0.7027393	0.57817227	0.7461067	0.7163603	0.72240555	0.7136613	0.7158814	0.66090786	0.65007627	0.75910926	0.5536687	0.74039346	0.6205188	0.78260976	0.5382529	0.79437214	0.86641026	0.70307875	0.8994701	0.71087533	0.58121526	0.7751951	0.42978764	0.8305409	0.56576324	0.7515853	0.5618646	0.69187057	0.9230254	0.6597694	0.7703322	0.7178523	0.7302563	0.78568286	0.4341302	0.59534013	0.9014441	0.6665567	0.46391237	0.84234095	0.6890682	0.7706425	0.8177512	0.7518704	0.5588299	0.8045609	0.905772	0.66045034	0.88772166	0.84332955	0.6950235	0.7254834	0.6427312	0.68537927	0.90075195	0.76483285	0.6117597	0.71565497	0.6837812	0.6690668	0.58572423	0.9090277	0.77898794	0.74796224	0.86150193	0.395949	0.6310024	0.56393766	0.563148	0.6960424	0.8829253	0.6507015	0.699337	0.65464807	0.7008897	0.7240433	0.5447361	0.71701604	0.7325997	0.74747705	0.77942497	0.756795	0.53388906	0.76222724	0.72917	0.62484944	0.6895039	0.73773134	0.4887634	0.7457552	0.8180871	0.7488409	0.771617	0.69071937	0.6914593	0.6870805	0.6500566	0.6463037	0.5521873	0.7000267	0.74586415	0.60723186	0.8273718	0.7301979	0.88469446	0.44971544	0.63391876	0.66359043	0.52897704	0.48667794	0.69045734	0.6344444	0.6236653	0.55388355	0.63163126	0.667161	0.7939961	0.60712194	0.6465097	0.5167788	0.6900656	0.7552737	0.59084874	0.6944375	0.7541928	0.87736845	0.7808826	0.7493435	0.5986683	0.6324419	0.7501131	0.66335666	0.6067194	0.7079139	0.65134734	0.74310374	0.65493643	0.656809	0.75767404	0.80577826	0.6910206	0.73074734	0.643324	0.66887605	0.8292934	0.7408855	0.61959743	0.6611875	0.74763143	0.5665725	0.51458865	0.73406327	0.68666387	0.8062831	0.7838223	0.9080117	0.65125495	0.64982855	0.729456	0.90688765	0.84133244	0.791585	0.8137722	0.81106585	0.7923807	0.6030868	0.7365476	0.6451547	0.5980637	0.89024293	0.70298207	0.7896255	0.53859466	0.74023503	0.59690154	0.62075	0.7595643	0.7939775	0.7386128	0.5951841	0.758693	0.6633773	0.5502882	0.5368023	0.8875592	0.7033351	0.6810273	0.6270401	0.56341565	0.7166702	0.82077324	0.5394492	0.5123849	0.68488014	0.48831618	0.58955616	0.702007	0.69333994	0.91180265	0.8532407	0.77953225	0.6797204	0.742849	0.48022223	0.59418964	0.84526753	0.584713	0.6262666	0.637439	0.847319	0.7040884	0.509915	0.44141275	0.47488654	0.6150328	0.6795156	0.909671	0.8509115	0.60672766	0.9106828	0.59884965	0.48100787	0.636725	0.59859025	0.6830857	0.76718086	0.55011547	0.66589403	0.5722085	0.8770708	0.747879	0.6448201	0.82105225	0.7820788	0.5441485	0.8805637	0.801819	0.83976203	0.72079825	0.7248149	0.5559051	0.7856479	0.79490876	0.7036438	0.79073364	0.5365153	0.8281147	0.7940841	0.7038945	0.76521444	0.6507646	0.66419005	0.84669614	0.676363	0.7223629	0.7010236	0.8346226	0.6077188	0.68998253	0.58892953	0.5729517	0.74664855	0.7404078	0.80332106	0.7414452	0.6783693	0.651736	0.70090634	0.7879645	0.7448112	0.77877223	0.6882176	0.6644232	0.6199013	0.79338795	0.45325482	0.88380116	0.73333514	0.74881977	0.8357633	0.78621536	0.659271	0.6253089	0.76421666	0.7497344	0.8592421	0.7359203	0.8574511	0.73238623	0.75352234	0.6387515	0.6503254	0.57103217	0.7167063	0.6911359	0.75612766	0.79118776	0.6518936	0.8025228	0.5756987	0.7011044	0.50639343	0.71674234	0.67978114	0.7804173	0.7791399	0.5893657
