	instelling/noun	computer/noun	mee/adv	ruil/noun	jongere/noun	bepaald/adj	gehandicapt/adj	voer_uit/verb	regeringstroepen/noun	zeep/noun	word/verb	stationeer/verb	angst/noun	weiger/verb	begeleiding/noun	zo/adv	informatie/noun	lamentabele/adj	deugdelijk/adj	betwijfel/verb	wil/noun	dus/adv	veiligheid/noun	uitbouw/noun	dokter/noun	kneep/noun	internationaal/adj	ontwikkel/verb	snel/adj	deurwaarder/noun	gezond/adj	sociaal/adj	student/noun	1-1_gelijkspel/noun	boek_DIM/noun	wederoptredende/adj	fysio_therapeut/noun	titel/noun	Amerikaan/noun	specialist/noun	bond_genoot/noun	streep/noun	tekort/noun	allochtoon/adj	wijze/noun	zelf/adv	desnoods/adv	schoon/adj	project/noun	zaak/noun	ongedierte/noun	meisje/noun	onbesta/adj	baan/noun	leer/verb	zoek/verb	crisis/noun	Afrikaan/noun	geval/noun	keer/verb	aanpak/noun	arm/adj	job/noun	proces/noun	straf/noun	beetje/noun	economisch/adj	af/adv	wissel/noun	koffie/noun	gedrag/noun	gezondheidszorg/noun	gelukkig/adj	bouw/verb	steun/verb	meen/verb	schets/noun	strijd/noun	Grieks/adj	Marokkaans/adj	zogezegd/adj	buur/noun	vlot/adj	babysit/noun	tijdelijk/adj	moeilijk/adj	gratis/adj	Nederlands/noun	bruid/noun	los_op/verb	on_gezouten/adj	weg/adj	land/noun	zeg_toe/verb	regering/noun	verantwoord/adj	stilte/noun	familie/noun	brood_heer/noun	lezer/noun	overwinning/noun	dame/noun	kweek_vijver/noun	wereld/noun	ooggetuige/noun	communicatie/noun	altijd/adv	organiseer/verb	vijandschap/noun	drank/noun	weduwe/noun	accu/noun	iemand/noun	nuttig/adj	vaderland/noun	ontwikkeling/noun	ginds/adj	daar/noun	bevrijd/verb	allemaal/adv	geregeld/adj	boel/noun	help/verb	democratie/noun	betaling/noun	bedrijf/noun	merknaam/noun	gang/noun	wapen/noun	stap/noun	hier/adv	overeind/adv	as_verschuiving/noun	cursus/noun	goed/adj	vul_in/verb	onmiddellijk/adj	ziek/adj	en/adv	moslim/noun	klant/noun	bovendien/adv	lief/adj	maaltijd/noun	weg/noun	knaag/verb	alles/noun	overkill/noun	bedwing/verb	versterk/verb	brandstof_cel/noun	kan/verb	verstoot/verb	openheid/noun	bemiddel/verb	vooruit/adj	broer/noun	niet/adv	dan/adv	gecontacteerd/verb	hulp/noun	bolletjesslikker/noun	meneer/noun	zelfs/adv	Irakees/noun	tussenstap/noun	schrijf_voor/verb	oog_arts/noun	zal/verb	gevraagd/adj	automobilist/noun	intensief/adj	toe/adv	Republikeins/adj	ver/adj	vriend/noun	echt/adj	bouw/noun	stuur/verb	toch/adv	bestrijd/verb	kraak/noun	alsnog/adv	bel/verb	valk/noun	er/noun	om/adj	treed_in/verb	imago/noun	ervaring/noun	verblijfsvergunning/noun	troost/verb	prostitutie/noun	jong/adj	besmettelijk/adj	zwijg_dood/verb	misschien/adv	leer_aan/verb	trouwens/adv	amateur_club/noun	tennisser/noun	werkloos/adj	verlamming/noun	dienst/noun	nodig/adj	roep/verb	jongen/noun	marketing/noun	zalf/noun	soms/adv	Rus/noun	heb/verb	tijdig/adj	geld/noun	onderzoek/noun	zus_DIM/noun	manier/noun	stimuleer/verb	probleem/noun	mentaliteit/noun	markt_economie/noun	maatregel/noun	terugkeer/noun	bijstand/noun	doorgrond/verb	stichting/noun	ondersteun/verb	allochtoon/noun	financier/verb	probeer/verb	meer/adv	natuurlijk/adj	systeem/noun	prima/adj	verzet/noun	familiaal/adj	winst/noun	advies/noun	gemeente/noun	D66'er/noun	elders/adv	creativiteit/noun	spijs/noun	apotheker/noun	alleen/adv	honderdduizenden/noun	vraag/verb	vrouw/noun	bereidheid/noun	moet/verb	drugsverslaafd/adj	stage/noun	juist/adj	particulier/adj	taak/noun	buitenlander/noun	realiseer/verb	bestuur_crisis/noun	president/noun	persoon/noun	zolang/adv	brand/noun	man/noun	wil/verb	bouw_op/verb	schuldgevoelen/noun	begrijp/verb	gemeente_bestuur/noun	aanschaf/noun	index/noun	pil_DIM/noun	cultuur_schepen/noun	vrijwillig_organisatie/noun	eventueel/adj	kopman/noun	getroffen/adj	het/noun	ouder/noun	daar/adv	even/adj	tolk/noun	contact/noun	ploeg_maat/noun	papier/noun	isolement/noun	Afrikaans/adj	bereid/adj	opbouw/noun	vooruit/adv	wetenschap/noun	carrière/noun	mede/adv	verplicht/verb	droog_leg/verb	zoon/noun	vader/noun	professioneel/adj	middel/noun	designer/noun	partner/noun	bejaardenhuis/noun	vriendin/noun	refs/noun	opticien/noun	namelijk/adv	kamer_voorzitter/noun	slachtoffer/noun	lot/noun	Congolees/adj	alleen/adj	les_reeks/noun	therapeut/noun	veel/adj	vakantieganger/noun	red/verb	kanaliseer/verb	kind/noun	terrorisme/noun	buitenlands/adj	hoop/verb	oproep/noun	politie_hond/noun	chauffeur/noun	zoon_DIM/noun	gestrand/adj	dagelijks/adj	taal_grens/noun	huis_bezitter/noun	structureer/verb	tiener/noun	tevens/adv	ons/noun	want/noun	niks/noun	zone_vreemd/adj	duizenden/noun	opvoeding/noun	instructie/noun	kom_voor/verb	gedicht_DIM/noun	taal/noun	vijand/noun	vang_op/verb	jood/noun	humanitair/adj	verdeler/noun	etnisch/adj	opstandeling/noun	Somaliër/noun	complimenteer/verb	eindzege/noun	tracht/verb	straatarm/adj	zege/noun	lichaam/noun	lobby/verb	spoor_op/verb	zet_op/verb	Jestrovic/noun	fiets/noun	beleid/noun	juist/adv	zoveel/adv	apotheek/noun	landbouw/noun	waarom/adv	pech/noun	niks/adv	zeker/adj	maar/adv	instrument/noun	thuis/adv	mogelijk/adj	ontsteking/noun	mag/verb	Angolees/adj	bijvoorbeeld/adv	trek_uit/verb	zend/verb	ander/adj	visum/noun	langdurig/adj	plaatse/noun	handjevol/noun	werk/noun	werknemer/noun	Argentijns/adj	dosis/noun	kiezer/noun	uitstekend/adj	passend/adj	vertaal/verb	gemeenschap/noun	droog_af/verb	alvast/adv	cursist/noun	op/adj	tip/noun	kloof/noun	zadel/noun	surf/verb	straks/adv	kennis/noun	genezing/noun	wel/adv	betaalbaar/adj	buurland/noun	omstandigheid/noun	bestraling/noun	god/noun	baat/noun	professional/noun	schuilnaam/noun	weer/verb	boer/noun	wen/noun	autoriteit/noun	weer/adv	agent/noun	niets/noun	drug/noun	telefonisch/adj	club/noun	familie_lid/noun	extra/adj	maatschappelijk/adj	nauwkeurig/adj	graag/adj	op/adv	depressie/noun	mens/noun	zwanger/adj	ook/adv	personeel/noun
instelling/noun	0.0	0.8700429	0.80617905	0.76900184	0.6646173	0.6719462	0.61600065	0.7866441	0.91314954	0.914759	0.7655176	0.85551494	0.87642163	0.7628976	0.54655147	0.9137414	0.74968874	0.79239494	0.6341947	0.84593725	0.7811199	0.87907547	0.6292544	0.6260207	0.7866961	0.8692687	0.7079859	0.7236841	0.9309907	0.8608296	0.74279654	0.54094315	0.6524414	0.9700811	0.91510797	0.98393553	0.85384554	0.97068405	0.88181806	0.70170504	0.83126813	0.97696173	0.6812264	0.7008361	0.75335145	0.7980665	0.76450497	0.8319167	0.54872006	0.76610595	0.8963924	0.8944795	0.73985994	0.77860343	0.8345759	0.76813006	0.6886201	0.86261255	0.8143674	0.8928743	0.62224436	0.74219453	0.7644586	0.7885869	0.8479967	0.9250362	0.6608245	0.95173156	0.89292985	0.92711383	0.6858872	0.5971601	0.91507596	0.7547209	0.6891622	0.83211774	0.8093504	0.8276489	0.8406539	0.84483707	0.7629354	0.8535229	0.90292275	0.897351	0.721722	0.8655317	0.7410323	0.8376597	0.9294712	0.7817883	0.87313324	0.91590244	0.7222401	0.7001384	0.69246966	0.6394199	0.92453915	0.86748576	0.8939456	0.88447976	0.93013257	0.93792194	0.8124014	0.85449016	0.9148594	0.6926528	0.89495313	0.6903848	0.9003825	0.89821935	0.86144155	0.93537927	0.8707676	0.77075577	0.88533664	0.645959	0.89546955	0.91789794	0.90519315	0.9003494	0.81159693	0.8893358	0.66561234	0.7145034	0.6632248	0.5704975	0.81633776	0.9644654	0.8385107	0.88855475	0.8506753	0.89107144	0.8587474	0.7353205	0.82195497	0.7015411	0.8248404	0.7538268	0.9298885	0.89033544	0.64461976	0.66296476	0.91549975	0.8622791	0.8841643	0.8919597	0.8890469	0.91079766	0.9014032	0.69733083	0.93607473	0.7916233	0.873327	0.64039266	0.68075764	0.92589235	0.92655087	0.895613	0.92903787	0.8061731	0.57277673	0.7819579	0.9637972	0.84082484	0.87292856	0.90763384	0.75804174	0.8754691	0.77650595	0.75810593	0.8034023	0.724332	0.94893354	0.8486792	0.8390744	0.9467369	0.8952066	0.7413981	0.79521143	0.94071376	0.7317771	0.89057505	0.85278904	0.8825481	0.9604642	0.94396657	0.89638543	0.9144391	0.7418222	0.761955	0.8084817	0.86765355	0.8306116	0.848544	0.86586463	0.8735394	0.8865032	0.75261915	0.8636497	0.8108768	0.87007797	0.68149495	0.7938229	0.57733464	0.7348294	0.87922436	0.8492464	0.73078024	0.875809	0.8276563	0.87730265	0.8450041	0.8489996	0.6279775	0.7254573	0.93668705	0.7185005	0.5649865	0.6866541	0.73790455	0.6315786	0.685599	0.90263504	0.59762156	0.7808019	0.5441091	0.55865675	0.6400528	0.61936927	0.8279625	0.86773586	0.8914543	0.61883634	0.80430233	0.81684774	0.7208817	0.90696627	0.69672704	0.60381216	0.853378	0.7791796	0.7572497	0.874679	0.7537858	0.7913301	0.82626164	0.7768454	0.89698565	0.6117838	0.6836377	0.67373604	0.75763756	0.7059574	0.48490894	0.63550687	0.781317	0.81134266	0.8448868	0.8627211	0.64076626	0.87218297	0.9342569	0.91869634	0.70486027	0.71172833	0.8915911	0.9082804	0.7559807	0.7464468	0.8789629	0.8971947	0.8516883	0.680482	0.762107	0.9262456	0.7577227	0.896256	0.71831465	0.8896773	0.9646905	0.849936	0.7090662	0.9062519	0.89622843	0.7001843	0.73623216	0.7474325	0.6686205	0.8968938	0.7763951	0.7633178	0.68002653	0.67273664	0.9017859	0.88715863	0.93940645	0.67257535	0.6827649	0.823435	0.62988377	0.7026275	0.9585982	0.8943788	0.85970676	0.8036779	0.8852663	0.86473554	0.8338565	0.83780456	0.73499537	0.88104504	0.6828708	0.83398306	0.789283	0.8932912	0.75142276	0.76530504	0.785396	0.6621713	0.8803968	0.7894835	0.9197016	0.82884395	0.9147271	0.87149686	0.82861984	0.7330272	0.71793044	0.68461126	0.86744356	0.80062747	0.8210603	0.84579563	0.9586263	0.82444453	0.8267967	0.66982645	0.78003633	0.81317705	0.9316166	0.8397431	0.9024491	0.6682677	0.8696173	0.7138718	0.9357558	0.80762833	0.8523675	0.890026	0.8865031	0.99025816	0.8141634	0.7886512	0.96204334	0.85461557	0.70928025	0.7869754	0.6255076	0.9345292	0.90054405	0.56616217	0.75006795	0.78871	0.8908608	0.725973	0.8697882	0.9547039	0.95495534	0.89382386	0.90861833	0.76382774	0.84858054	0.80003226	0.92918694	0.84985346	0.80036163	0.6022816	0.69056106	0.8506665	0.7541632	0.83431184	0.7066189	0.8708317	0.8061168	0.72259575	0.58609587	0.886983	0.8380435	0.8435862	0.80781907	0.8224738	0.8570249	0.64495885	0.93078804	0.8750256	0.80318207	0.8927577	0.85426927	0.84812075	0.8648	0.8562791	0.82040286	0.77877307	0.8281597	0.8850869	0.7510833	0.8221538	0.77883637	0.88715893	0.91027284	0.6925447	0.70538676	0.9119512	0.7299029	0.8028177	0.8600484	0.7830817	0.953948	0.86060953	0.91727597	0.82706434	0.78551733	0.7558872	0.73936737	0.6712761	0.6100185	0.8704033	0.86263907	0.91052085	0.8354217	0.7631725	0.8734075	0.7705308	0.6192573
computer/noun	0.8700429	0.0	0.79051405	0.8370696	0.7232684	0.75802106	0.816874	0.77493393	0.97287977	0.8634328	0.76067865	0.9361382	0.94096595	0.82852256	0.7097132	0.8301663	0.5534518	0.9184929	0.7711389	0.8585179	0.8847074	0.7695315	0.8381772	0.89007366	0.8447908	0.7726521	0.8801279	0.71822286	0.696916	0.77464086	0.79788774	0.83765507	0.69884324	0.90534747	0.73226446	0.9476913	0.85928607	0.9042637	0.8467234	0.7705044	0.9020807	0.8488844	0.8496596	0.7902243	0.8338805	0.7454838	0.74385977	0.8085546	0.887802	0.89211565	0.90208083	0.9229181	0.8399851	0.7777852	0.65018356	0.8175569	0.930011	0.8234472	0.8989391	0.88304305	0.9127447	0.8492032	0.76739883	0.8797652	0.8794534	0.87915766	0.896243	0.89723116	0.8395778	0.8194269	0.81682384	0.82115	0.86081463	0.73553133	0.9319818	0.8832371	0.83636975	0.96980125	0.9441921	0.9078922	0.849385	0.8297338	0.76554406	0.83126974	0.84586465	0.8396285	0.65897083	0.6765678	0.94027877	0.8390825	0.8891742	0.8508322	0.865779	0.8747931	0.91579926	0.81162035	0.89147353	0.8651643	0.95051473	0.68655545	0.94680846	0.81681395	0.9226293	0.8398709	0.86219835	0.6798651	0.8482809	0.7915286	0.94143003	0.8921545	0.90700537	0.7440587	0.79148567	0.61167204	0.9383849	0.8346009	0.81293964	0.92289186	0.91792154	0.81079435	0.74503803	0.8288008	0.7802291	0.92965096	0.80309546	0.8176801	0.85154456	0.92023367	0.72388506	0.91188586	0.83055794	0.91158456	0.94674194	0.5794965	0.83177257	0.66692674	0.8076161	0.85556716	0.9176949	0.8610876	0.5930411	0.69848394	0.8599415	0.7832472	0.8531299	0.8825448	0.7805549	0.8741551	0.89192134	0.88430667	0.74514186	0.64200366	0.88623077	0.8358017	0.8192973	0.9400053	0.9432226	0.87062764	0.84866345	0.89810395	0.7796192	0.8731585	0.8959251	0.86208117	0.8124994	0.83911157	0.8551355	0.89982146	0.83336806	0.81356686	0.7919717	0.79508984	0.9011601	0.9461963	0.86097866	0.8647983	0.8382625	0.8180539	0.7789743	0.89707166	0.89032054	0.8997907	0.8901217	0.74327576	0.9224161	0.9166566	0.914173	0.93393296	0.9153521	0.7490643	0.8276634	0.8945403	0.9211869	0.8869546	0.93795854	0.8441408	0.8424263	0.6321515	0.7999168	0.94519854	0.90531236	0.7631134	0.9406278	0.79958755	0.7027618	0.9152775	0.8676535	0.74279654	0.9061664	0.77368057	0.8410007	0.8092257	0.7805258	0.79212165	0.83828634	0.92909986	0.7197982	0.70357716	0.87814754	0.8863672	0.9048413	0.82969457	0.91571975	0.81854534	0.8023212	0.9297298	0.81616634	0.7923509	0.8295225	0.8225554	0.87416226	0.8993784	0.6759121	0.8315759	0.9016107	0.9181613	0.94272035	0.7876146	0.8658582	0.9513301	0.7804302	0.7659522	0.9247512	0.82320845	0.8099853	0.7730555	0.840537	0.9019585	0.87193537	0.71372986	0.8653752	0.81835985	0.76410997	0.7682686	0.7676345	0.80953455	0.82198703	0.95527935	0.9397356	0.7652762	0.7713445	0.87706214	0.91302466	0.79270154	0.7958844	0.9158528	0.8514975	0.8639264	0.627944	0.87543094	0.874044	0.95616	0.8393721	0.75778496	0.89345235	0.8696825	0.9095261	0.80906314	0.7800674	0.85732	0.7690123	0.80660504	0.9125546	0.70956373	0.8876771	0.79907405	0.8214891	0.87139285	0.8200761	0.8246471	0.9123204	0.8283177	0.74197125	0.94722956	0.9217251	0.9106059	0.7346853	0.72286904	0.8437535	0.8760973	0.92818725	0.89536965	0.8842843	0.8754598	0.8088318	0.89881927	0.8737268	0.88710463	0.9038358	0.74071276	0.6384373	0.75311375	0.73971236	0.7703966	0.8949638	0.82828045	0.7718088	0.91132903	0.8130991	0.8960971	0.86883044	0.87896216	0.83050066	0.9179202	0.896057	0.69693047	0.87887466	0.8749609	0.8514495	0.8278231	0.7681514	0.86503327	0.88333553	0.8803768	0.91707957	0.75517994	0.71706986	0.6612092	0.86532813	0.8135676	0.68762827	0.90006655	0.8127628	0.8666671	0.8222974	0.8827846	0.8336497	0.9363276	0.78659475	0.93051606	0.9628816	0.8212254	0.87187374	0.9365065	0.8599699	0.84854275	0.7260487	0.76802754	0.947526	0.70909184	0.8653054	0.8266808	0.8138127	0.85973257	0.8940559	0.90850836	0.92894334	0.85625196	0.94353896	0.8225766	0.6472579	0.7557078	0.74242246	0.9210601	0.77346337	0.8887913	0.6124769	0.8257345	0.7996055	0.80954945	0.838717	0.83497775	0.8495298	0.8838687	0.79840446	0.78356624	0.8686444	0.85516757	0.83668154	0.8701407	0.8404993	0.8024162	0.8948348	0.8887963	0.83007264	0.5867727	0.8116724	0.64953357	0.9536932	0.94734794	0.5386554	0.766304	0.70017445	0.8719809	0.89576685	0.8061666	0.84492266	0.90474415	0.9140879	0.8716582	0.81067526	0.72407186	0.8504182	0.893653	0.81368697	0.89702654	0.8883695	0.84123456	0.81935394	0.8801556	0.8696715	0.7859229	0.94022536	0.7803459	0.75242853	0.8522731	0.6289046	0.8433448	0.91252494	0.90729785	0.71145034	0.8654893	0.82078135	0.75682235
mee/adv	0.80617905	0.79051405	0.0	0.6557115	0.72259176	0.7950586	0.73254	0.84918636	0.8733225	0.8247452	0.6764639	0.8571783	0.9224185	0.8462311	0.7333994	0.8165767	0.80756354	0.82721776	0.78275675	0.80308574	0.8255461	0.60555816	0.910109	0.81110525	0.8062397	0.83663833	0.80764586	0.8278127	0.7704425	0.8550037	0.7999362	0.7924331	0.7348356	0.9300206	0.819311	0.8800324	0.82046217	0.88107055	0.83578587	0.86403346	0.8310847	0.81587404	0.7986918	0.79065883	0.7815178	0.52621067	0.6914107	0.83516693	0.6586741	0.8654808	0.9324391	0.79466885	0.81644297	0.775802	0.66539156	0.73785293	0.9092057	0.8773462	0.83957744	0.84990406	0.87354255	0.8004253	0.7834399	0.84751356	0.8852202	0.7294995	0.87795097	0.76343334	0.8495772	0.7924596	0.8883674	0.8199485	0.6630594	0.7103677	0.7371327	0.88328755	0.87074876	0.8646247	0.88419896	0.81880033	0.7697544	0.7525208	0.7983741	0.74576247	0.8656249	0.84550476	0.6606409	0.86295044	0.80021226	0.80107754	0.8119182	0.8375976	0.856598	0.8075121	0.77477366	0.79099417	0.86524487	0.8211545	0.83393043	0.72338086	0.85760915	0.7932695	0.94290847	0.8536259	0.90719396	0.837278	0.7111678	0.73116875	0.9111521	0.79815793	0.87269086	0.8402092	0.7161463	0.81751263	0.8438334	0.8503335	0.6976533	0.63676167	0.8671524	0.6461214	0.62715393	0.6687701	0.5346882	0.8458084	0.78289914	0.77327603	0.8483712	0.8582343	0.83464086	0.7942259	0.6538871	0.77243483	0.9027035	0.7123051	0.77837074	0.7883973	0.78578275	0.79637873	0.7931181	0.9158507	0.7572168	0.71850896	0.6545554	0.7544353	0.7980881	0.8136461	0.6592426	0.87559646	0.8875028	0.85174966	0.8633487	0.57598287	0.8277871	0.83390534	0.78437567	0.7748014	0.7991438	0.756005	0.6139217	0.86173093	0.7437453	0.8785768	0.766321	0.7151694	0.8707007	0.867419	0.894326	0.8632257	0.68296987	0.7865764	0.8439186	0.7904947	0.78010577	0.82792765	0.6502637	0.7886044	0.7043183	0.7899941	0.74524355	0.67063105	0.8831992	0.8367218	0.80079657	0.66260636	0.86832154	0.6865448	0.7211073	0.8916737	0.84795445	0.8267585	0.84359354	0.7411057	0.87303483	0.764708	0.8957859	0.8295776	0.732481	0.79384804	0.7050235	0.866576	0.8376286	0.81459844	0.9214665	0.77526414	0.8243176	0.7301572	0.77133846	0.85181296	0.8866155	0.75419164	0.8709581	0.674758	0.8146771	0.7183068	0.8170315	0.7884954	0.73414814	0.7747284	0.86541164	0.81310153	0.8759238	0.83624184	0.9048856	0.81912065	0.84295344	0.74052393	0.7176283	0.8114847	0.77030885	0.73763645	0.7185416	0.71143895	0.75728923	0.76397115	0.8559214	0.7918581	0.9021112	0.80538046	0.70345867	0.85652155	0.7859109	0.77979934	0.7281226	0.82472646	0.76545656	0.86210644	0.72195065	0.8370439	0.80678594	0.63938475	0.81855243	0.7021941	0.8394172	0.7940624	0.85573024	0.87250435	0.83412886	0.9199927	0.8954183	0.8235972	0.72233206	0.8659643	0.8683945	0.5840365	0.8120452	0.829098	0.7392345	0.69316465	0.72974473	0.9283438	0.7909289	0.89781153	0.7478659	0.736853	0.81326115	0.86945415	0.8257959	0.7033358	0.5953325	0.6675864	0.8002043	0.754485	0.76182044	0.83062565	0.9134552	0.8339938	0.6752487	0.81177366	0.68787515	0.87891763	0.7626656	0.72740567	0.81857854	0.895709	0.83524156	0.7927184	0.74151886	0.7961766	0.8247669	0.7555198	0.85369813	0.7729281	0.8182746	0.8384222	0.6749458	0.8800155	0.8427316	0.84543914	0.83361745	0.70880044	0.8542448	0.76374507	0.8075627	0.842746	0.8231658	0.8381506	0.73361754	0.8251935	0.76012254	0.7683815	0.8239025	0.8152086	0.8243942	0.76730156	0.81869483	0.77552646	0.8468453	0.8556156	0.7478885	0.75320095	0.74863833	0.71293014	0.81321436	0.64330447	0.8685507	0.8892497	0.79949594	0.8077495	0.81466246	0.78116477	0.86947244	0.8860849	0.80502814	0.86642265	0.8375033	0.89635396	0.9079842	0.84644294	0.92624444	0.8401045	0.87831664	0.7789624	0.8349096	0.85743034	0.8237448	0.8621649	0.82580256	0.72658604	0.86684215	0.76856595	0.8431981	0.76879996	0.7636096	0.82360315	0.86309284	0.76019865	0.9010111	0.6362001	0.8013646	0.67776036	0.83008677	0.622372	0.81118286	0.9396318	0.605657	0.83764887	0.7171543	0.8537882	0.83248496	0.7629498	0.8626498	0.84964806	0.9051982	0.849249	0.7882242	0.85340446	0.90045565	0.8924325	0.8876963	0.75585485	0.79385245	0.86886936	0.8343221	0.8450785	0.6608579	0.7645872	0.8144983	0.78202164	0.88278794	0.77111554	0.6895885	0.6617525	0.8035587	0.8549017	0.7230378	0.7682246	0.89039505	0.8656806	0.8923234	0.81750107	0.8533263	0.776935	0.8324447	0.87122583	0.8406172	0.8612404	0.8418258	0.7050497	0.8523053	0.78788066	0.856026	0.7916269	0.68329513	0.77892584	0.7488884	0.8141211	0.8707186	0.61625445	0.8171991	0.88854873	0.79272264	0.81831044	0.62705636	0.8274113
ruil/noun	0.76900184	0.8370696	0.6557115	0.0	0.82369924	0.7850044	0.817412	0.81964755	0.75199324	0.87843776	0.7079708	0.7742415	0.92031324	0.573093	0.8149611	0.91615903	0.68549633	0.9114323	0.85566795	0.80891275	0.88951844	0.8099076	0.8250244	0.8072694	0.84697425	0.9099294	0.7055689	0.86836743	0.86685455	0.72654617	0.897436	0.78823656	0.7790984	0.9778147	0.85973126	0.96457136	0.85418755	0.910539	0.7636178	0.8531872	0.6888292	0.85382175	0.7373234	0.84729695	0.85753554	0.7633218	0.7073402	0.84094155	0.7020401	0.8457749	0.8595029	0.7986026	0.8788817	0.7877955	0.91139925	0.7875211	0.83704174	0.82298875	0.84552073	0.91810805	0.84064806	0.8269247	0.7857373	0.88422406	0.7532699	0.9220278	0.8531821	0.8738614	0.94221056	0.81739163	0.9041952	0.70824367	0.8712729	0.8044374	0.66950977	0.86183643	0.8770484	0.7631997	0.806653	0.8233057	0.74689496	0.8375266	0.91481864	0.87074757	0.70963115	0.8569736	0.7708996	0.87270355	0.8683158	0.8272356	0.90106446	0.9576259	0.76995015	0.6362419	0.5447439	0.8407744	0.8382696	0.87727326	0.841336	0.7956652	0.90761775	0.81657135	0.94691277	0.8623017	0.814914	0.7970561	0.88313234	0.8108376	0.91761	0.82320577	0.8619467	0.93422866	0.77603704	0.8524855	0.8643658	0.88295346	0.8528198	0.85863703	0.9026362	0.86815345	0.810925	0.88395286	0.67721057	0.8659173	0.5806855	0.728449	0.85307896	0.9485239	0.7077141	0.8607938	0.8739785	0.9086364	0.83326733	0.82513094	0.8840694	0.79556894	0.65939444	0.8771375	0.8665732	0.88798594	0.698437	0.7179372	0.85377246	0.7930646	0.9174558	0.891334	0.8192357	0.9134402	0.93758374	0.8435747	0.9305104	0.7547523	0.9230769	0.8410961	0.7106528	0.9052016	0.9568203	0.89972603	0.81754076	0.7453636	0.68253803	0.8737513	0.8653531	0.7990217	0.7845944	0.89091283	0.8746667	0.92429566	0.7105675	0.66484624	0.85071003	0.8078998	0.84150684	0.7985977	0.855506	0.88267034	0.8908968	0.6990469	0.7415422	0.838246	0.78731114	0.9206442	0.6962365	0.7969293	0.91013324	0.9011795	0.8709245	0.9103629	0.80011165	0.9250598	0.7445792	0.88815504	0.77182746	0.8745872	0.92245394	0.9263776	0.87845814	0.870274	0.8864248	0.8787693	0.89836353	0.76540864	0.94230837	0.69552743	0.7696224	0.88604957	0.8315961	0.8602613	0.91151845	0.88464713	0.77433604	0.7054286	0.6899349	0.6262585	0.791716	0.90590334	0.85502994	0.74554276	0.80690664	0.92197335	0.87165153	0.66927063	0.82341963	0.6646937	0.93579507	0.7418523	0.6890726	0.8274214	0.7404231	0.79962856	0.8344018	0.8594154	0.8130587	0.9258323	0.72801226	0.84037	0.87005544	0.59824646	0.6486825	0.84956396	0.7903534	0.87696445	0.8371703	0.7568989	0.82359827	0.7739045	0.7031923	0.8040353	0.7919538	0.7321564	0.79153925	0.8537323	0.8901574	0.7483417	0.7347505	0.78239053	0.81497055	0.8904949	0.6283035	0.7621099	0.789219	0.93651336	0.9105785	0.72371686	0.86647606	0.91860366	0.91286635	0.6910005	0.76046765	0.9557228	0.7539897	0.89909875	0.8918874	0.6636477	0.92336553	0.7560842	0.9354526	0.8297334	0.8684193	0.8768942	0.71412873	0.7961069	0.9517756	0.7726147	0.8561131	0.7980095	0.6355951	0.8489509	0.88021183	0.8980752	0.92589563	0.8500965	0.6526955	0.7856594	0.8514885	0.9049658	0.8419299	0.72854227	0.79740787	0.7659491	0.8708106	0.8335738	0.91156733	0.87845063	0.75569355	0.87925833	0.8416921	0.9062119	0.705935	0.7477267	0.88875055	0.8523586	0.8390918	0.8738239	0.892235	0.8690195	0.85622144	0.78996605	0.6933138	0.8333539	0.7689617	0.83289754	0.7925445	0.9365358	0.8516159	0.8514724	0.87105006	0.84452486	0.8254341	0.8587632	0.7878026	0.82007056	0.8326751	0.9113606	0.8032405	0.80035377	0.85692596	0.79414177	0.82979727	0.843687	0.87746936	0.8723979	0.8425474	0.8619729	0.6901134	0.84971344	0.85290706	0.6960503	0.914208	0.9005016	0.9583732	0.792989	0.8096509	0.9557112	0.8546351	0.7275801	0.80370414	0.7655296	0.9496561	0.89783347	0.82704	0.8445133	0.8457767	0.83598745	0.86212397	0.83373445	0.9565282	0.84737915	0.9197359	0.8950797	0.8628798	0.8623129	0.85095894	0.9732229	0.746742	0.71557885	0.70519626	0.8008163	0.7000128	0.8043564	0.7143854	0.7998364	0.83976126	0.83850217	0.7630626	0.75104207	0.81239116	0.9172217	0.8664356	0.9379206	0.79421633	0.815689	0.7558943	0.90054786	0.7687646	0.84396595	0.89495385	0.7797649	0.96559566	0.86873025	0.85374486	0.7648196	0.86458904	0.8777634	0.8113981	0.8164244	0.7883707	0.8627236	0.9156834	0.84960294	0.8802333	0.8488625	0.92149776	0.78081584	0.7924658	0.89825666	0.6292319	0.9021507	0.78756464	0.89925516	0.7794756	0.76394403	0.7839247	0.7901453	0.6267285	0.81813335	0.886087	0.8090067	0.8753383	0.92537695	0.8216375	0.887129	0.7865131	0.73442566
