	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
dus/adv	0.93162984	0.9588886	0.8320826	0.82030636	0.93347985	0.7937146	0.89937145	0.88179195	0.9799962	0.8600726	0.82863903	0.8190853	0.81149215	0.62903047	0.6142694	0.8296036	0.58257526	0.8959278	0.71178925	0.8405881	0.79400295	0.86777866	0.5620209	0.8383757	0.8632263	0.82950085	0.85225976	0.86249775	0.85328466	0.8254633	0.83151776	0.8578604	0.78930706	0.74180627	0.7000361	0.8671109	0.5495684	0.64988637	0.8114555	0.8393297	0.64572823	0.80777246	0.9078151	0.0	0.73199606	0.831238	0.60933405	0.81000906	0.73705983	0.8730699	0.87674886	0.84306383	0.85003453	0.72146434	0.79895115	0.81742775	0.8756078	0.8303762	0.7772158	0.8094928	0.8787432	0.81355494	0.76879853	0.8124677	0.78090817	0.77311987	0.8793869	0.8422774	0.83732855	0.740653	0.70722747	0.8387425	0.87720484	0.62737364	0.82634115	0.7093922	0.76140004	0.8752505	0.76934874	0.60751164	0.7387379	0.89799523	0.7969828	0.77505517	0.7936518	0.76784337	0.81422436	0.8028049	0.7554203	0.6690415	0.638347	0.7430834	0.5925535	0.78404194	0.77814317	0.67551553	0.7011068	0.6408107	0.7478838	0.7355335	0.92090344	0.65514433	0.83021474	0.9335884	0.7962842	0.8831294	0.79221666	0.8026409	0.9170937	0.83322394	0.966291	0.7565477	0.741869	0.9031116	0.72614074	0.66274095	0.8632915	0.80153036	0.88408315	0.82174414	0.5947825	0.6981865	0.91627765	0.7036412	0.8768759	0.8353125	0.8572045	0.86082137	0.97562957	0.6812743	0.79964924	0.8597367	0.86963654	0.8502844	0.63658726	0.89605266	0.7504246	0.84999144	0.7260423	0.60741186	0.8311392	0.8441124	0.7604272	0.67952275	0.733868	0.70065427	0.7682793	0.6880789	0.68971	0.8235855	0.8729259
echt/adj	0.9582995	0.9587706	0.78444993	0.8110246	0.9536821	0.8461025	0.9462869	0.90380716	0.9422592	0.876864	0.88539153	0.9288229	0.75659454	0.674696	0.7524773	0.8480994	0.68288493	0.9175974	0.6767281	0.9041552	0.852597	0.9209993	0.7553061	0.88818103	0.82490426	0.8276994	0.85897845	0.79445565	0.89188135	0.8706055	0.8392882	0.8973475	0.87117046	0.8539109	0.85746187	0.784405	0.7039319	0.7161473	0.8164341	0.8757714	0.80368686	0.83645546	0.9174202	0.73199606	0.0	0.8293904	0.6194726	0.7743849	0.72298527	0.8338418	0.8780094	0.871982	0.88237906	0.7627348	0.92565703	0.90739924	0.8623501	0.8049225	0.7648538	0.77270854	0.87468266	0.80154514	0.7997154	0.83662885	0.75175774	0.7462692	0.872661	0.9382404	0.896993	0.7180073	0.64778805	0.77179843	0.92830676	0.6595359	0.7918128	0.77987975	0.853776	0.86582315	0.7618508	0.7030703	0.9122665	0.91152173	0.7425115	0.8513795	0.8090063	0.7555936	0.8166664	0.7570504	0.703611	0.6793245	0.6526105	0.73928857	0.6841745	0.8170945	0.7785241	0.7835894	0.7534723	0.77036786	0.7682459	0.75520146	0.96398413	0.7155272	0.8350017	0.94031465	0.84450793	0.84539235	0.85853124	0.851722	0.93687683	0.89946175	0.978331	0.81701636	0.6923085	0.92713845	0.87223583	0.8001355	0.89466405	0.89708036	0.89712316	0.9120793	0.617641	0.71112275	0.9495528	0.76852524	0.84335995	0.8050897	0.8221721	0.89690745	0.95007455	0.7492393	0.88297594	0.86618	0.8418609	0.8508654	0.72473264	0.88669467	0.7834126	0.8698544	0.7869729	0.6633649	0.74473095	0.89907885	0.7785973	0.71747375	0.7918272	0.72530407	0.76604176	0.77329624	0.6615459	0.86694765	0.8513348
elkaar/pron	0.97487664	0.942715	0.84007424	0.84328437	0.93381095	0.8762378	0.9304352	0.902217	0.96201825	0.88558304	0.84336567	0.94296974	0.771719	0.8335757	0.8489637	0.8634146	0.8329227	0.93931544	0.8008348	0.89518946	0.8496864	0.92610264	0.8301406	0.86393917	0.80310994	0.8588134	0.7681067	0.8953055	0.86829334	0.85057247	0.87692773	0.88125515	0.8521661	0.79280126	0.8453449	0.79772305	0.83121043	0.87676626	0.88574237	0.87867653	0.76598483	0.77285063	0.93766975	0.831238	0.8293904	0.0	0.7691255	0.86873746	0.78291655	0.8297458	0.8333514	0.82682514	0.88098466	0.84033173	0.91080123	0.9072189	0.9036825	0.8422947	0.7649492	0.7100501	0.8744936	0.7365496	0.72945666	0.8842976	0.9103371	0.77366674	0.8977742	0.96260154	0.8957097	0.7750568	0.8276707	0.88892746	0.9229783	0.7597813	0.7564368	0.8314687	0.85091835	0.90177983	0.8107071	0.8047928	0.93540484	0.9109588	0.81543636	0.89059263	0.7647884	0.7907387	0.6764249	0.8265562	0.8208242	0.8479851	0.83085436	0.8319993	0.87059116	0.92184144	0.87609357	0.8840395	0.7740514	0.8068196	0.76140547	0.80775166	0.9571016	0.86724865	0.84157693	0.9576809	0.8055153	0.8801899	0.800043	0.8516567	0.9152168	0.9289404	0.9523117	0.8705286	0.7138183	0.9690322	0.8563027	0.77244616	0.8634863	0.9356572	0.8963624	0.9107831	0.8481463	0.8256874	0.95567673	0.83155274	0.8119819	0.87123823	0.8135781	0.9021436	0.95259714	0.8408697	0.8722576	0.85831	0.73019457	0.79472125	0.7890341	0.8716759	0.81463957	0.85664296	0.884075	0.86726785	0.84423804	0.90946096	0.8107717	0.6786523	0.8900695	0.80199397	0.8007122	0.7740969	0.81017756	0.88985246	0.84061706
en/comp	0.959152	0.9616051	0.7909	0.8031714	0.9594529	0.85020465	0.9486809	0.89705575	0.9411517	0.8860067	0.84502983	0.89621854	0.6298168	0.5621384	0.6856301	0.8533077	0.49253124	0.9230895	0.5630617	0.8703318	0.79900026	0.9096501	0.716946	0.8386798	0.80706275	0.8501973	0.7744113	0.84998107	0.86060345	0.8431494	0.8049885	0.8941395	0.8310267	0.77462655	0.76511097	0.6842982	0.49661714	0.62874955	0.8223826	0.83029944	0.6881184	0.8136281	0.9302987	0.60933405	0.6194726	0.7691255	0.0	0.7877905	0.6101246	0.8263934	0.8516997	0.8310115	0.8574586	0.6670631	0.91042745	0.8833229	0.8562916	0.7214598	0.6413597	0.62985784	0.8866737	0.66606975	0.7141707	0.7945266	0.77098143	0.6262512	0.86696005	0.9175676	0.8816288	0.6140302	0.5055933	0.7904048	0.91867054	0.4408911	0.71138495	0.7510065	0.80383265	0.8725416	0.7139225	0.53902555	0.9054428	0.9204704	0.64183736	0.81886685	0.69899535	0.7070432	0.7503595	0.6753198	0.60875094	0.61453384	0.6020963	0.68450963	0.6805917	0.7417182	0.70845497	0.688075	0.6428231	0.7179661	0.68435246	0.6836146	0.9356177	0.66371053	0.7914334	0.939264	0.785286	0.8607181	0.8481691	0.8375164	0.92624795	0.8759783	0.9811556	0.77610743	0.6043742	0.9312977	0.8552033	0.659575	0.8970484	0.88347286	0.89640814	0.8878288	0.57103384	0.69153273	0.94485813	0.6125789	0.83542484	0.78436464	0.7660886	0.87651056	0.9373995	0.6960431	0.7991753	0.85100365	0.7748475	0.74698544	0.62879705	0.8666742	0.67565316	0.8588183	0.7722508	0.60456717	0.77040744	0.90288174	0.76650655	0.51107574	0.7713933	0.63562644	0.7330614	0.69030935	0.62789863	0.869849	0.8178501
ervaring/noun	0.98227686	0.97045106	0.8545779	0.86928684	0.9510768	0.8709338	0.9249399	0.89308447	0.95320475	0.8956284	0.816767	0.93094474	0.82368356	0.7765056	0.80671895	0.86793256	0.8423487	0.9296332	0.79569894	0.8591063	0.896575	0.9056387	0.7446605	0.9149829	0.86350197	0.88076586	0.9049215	0.802937	0.90012294	0.86699677	0.7594013	0.8474718	0.85334176	0.78840077	0.85069555	0.87426645	0.8653183	0.7653895	0.85828936	0.84256124	0.8095579	0.8133434	0.9031927	0.81000906	0.7743849	0.86873746	0.7877905	0.0	0.84920585	0.8706048	0.859303	0.9178266	0.85546696	0.8255259	0.90358275	0.90966135	0.8843842	0.8499542	0.8214549	0.84144855	0.90316457	0.85240716	0.82723093	0.85077417	0.8314357	0.8163219	0.89566195	0.9481006	0.84242743	0.8010473	0.8118199	0.8526332	0.9244735	0.7779828	0.8361484	0.7782272	0.8592921	0.9150126	0.76888204	0.8485824	0.8781956	0.90587854	0.8441094	0.80231917	0.8331528	0.78360075	0.82291543	0.8340213	0.80859625	0.75824004	0.7719382	0.88853806	0.8693538	0.8570872	0.85494524	0.8677811	0.8053581	0.7961253	0.8341923	0.824108	0.9448949	0.74526006	0.89404196	0.94673055	0.8261494	0.8942722	0.83452123	0.83427763	0.93244183	0.83033246	0.96947134	0.8726171	0.7183158	0.87280923	0.8336843	0.82947433	0.9240374	0.8394965	0.83859026	0.86661184	0.7760551	0.7914478	0.93793464	0.8700936	0.8562587	0.80275524	0.8480818	0.90954095	0.9825211	0.7395551	0.9063158	0.89217126	0.8723327	0.865873	0.80996454	0.8762942	0.87266874	0.91369426	0.761315	0.80427665	0.8227312	0.88707215	0.7443667	0.8052124	0.7970996	0.7921691	0.84278786	0.77775615	0.7874557	0.8988573	0.8523327
even/adj	0.9582386	0.97843003	0.85789317	0.84142834	0.9603423	0.90897053	0.93671596	0.89784944	0.942123	0.84874094	0.8679879	0.9278307	0.5624122	0.7185869	0.8117879	0.8931142	0.6233636	0.9522541	0.6165204	0.8434528	0.8499154	0.92584944	0.81195116	0.8515524	0.81332695	0.87938416	0.7651021	0.8782117	0.77884996	0.8449247	0.8845018	0.8543244	0.84685713	0.81059116	0.8567626	0.67697656	0.5621685	0.80323505	0.8961544	0.8258298	0.73752606	0.7943115	0.9340854	0.73705983	0.72298527	0.78291655	0.6101246	0.84920585	0.0	0.85673845	0.8366811	0.81459004	0.89100164	0.7085103	0.9389725	0.88652337	0.88633734	0.8252002	0.7200898	0.70065	0.89080775	0.71791196	0.7887025	0.8315231	0.84859884	0.6026251	0.9028006	0.95307416	0.8861945	0.67575693	0.62073755	0.8473738	0.8780073	0.5914019	0.7179431	0.8013277	0.8260355	0.88114536	0.72209436	0.6416649	0.91309965	0.9376145	0.6929417	0.8623585	0.7251409	0.7869729	0.76940036	0.761217	0.7165667	0.6939627	0.76914924	0.76057893	0.7519761	0.86121345	0.79410106	0.77744895	0.7537074	0.73817056	0.7463805	0.74930584	0.93965626	0.7947968	0.7959799	0.92969066	0.825605	0.8369001	0.88899714	0.8498979	0.92610055	0.9191458	0.95450586	0.72453797	0.58424485	0.9239881	0.87532234	0.69866866	0.9198419	0.9122871	0.92029035	0.8777133	0.6338184	0.78420603	0.98551905	0.71464455	0.84386563	0.83152276	0.81049633	0.86829114	0.9584848	0.76996905	0.81080914	0.8264246	0.77873635	0.8013424	0.70369756	0.8880221	0.6224054	0.83677715	0.86539215	0.68796724	0.83764136	0.90300417	0.7526978	0.5673343	0.8557569	0.6883483	0.79238856	0.7683902	0.6147485	0.8880828	0.8372137
familie/noun	0.96976316	0.9564417	0.7911762	0.7627473	0.9734451	0.8401598	0.96514773	0.8271097	0.946986	0.915541	0.8392975	0.9344035	0.86894095	0.8643551	0.8416308	0.8354294	0.8495399	0.9355368	0.84827757	0.83304846	0.68629205	0.9157909	0.84532756	0.88413537	0.5981594	0.8042839	0.70147747	0.8747324	0.84668034	0.9057221	0.9307337	0.9093763	0.8774293	0.8314916	0.8703588	0.7632391	0.8852458	0.92920125	0.8383507	0.78155273	0.82837	0.7685306	0.8928005	0.8730699	0.8338418	0.8297458	0.8263934	0.8706048	0.85673845	0.0	0.50399405	0.89315796	0.8201537	0.8174674	0.8557351	0.8508968	0.89921623	0.8120456	0.8211648	0.7528931	0.86366683	0.7912944	0.74114835	0.8446694	0.93873113	0.78249776	0.7759938	0.9323308	0.78996766	0.779272	0.8546499	0.83095276	0.9417414	0.8637197	0.74326634	0.87802577	0.8365098	0.9180898	0.8411201	0.8883446	0.92947286	0.92964804	0.8667464	0.8797413	0.8350801	0.72534955	0.81461006	0.8786394	0.84352833	0.8674395	0.86797893	0.8327524	0.9116328	0.92236495	0.8911738	0.8674899	0.7526932	0.839479	0.7991009	0.8436934	0.89959145	0.83613634	0.8628056	0.93821067	0.5701387	0.91731405	0.7572534	0.74137324	0.7739271	0.9104854	0.89900446	0.92248863	0.82918113	0.88954985	0.8804297	0.8297952	0.89732814	0.92785394	0.9147089	0.81971776	0.88709116	0.81776977	0.9780422	0.8426696	0.7624556	0.87554103	0.5583926	0.8588532	0.9416651	0.8715585	0.9037041	0.945975	0.57927454	0.66609967	0.8788365	0.6644705	0.8872601	0.904549	0.8816024	0.90704715	0.80939037	0.8610369	0.83086693	0.74624115	0.88348633	0.7903216	0.8172058	0.68426716	0.8590491	0.8826882	0.58479834
familie_lid/noun	0.9544723	0.9564437	0.8185885	0.75143766	0.9812387	0.8731176	0.96098304	0.8087981	0.9541534	0.90844285	0.8234745	0.92298955	0.8719315	0.8676284	0.8186943	0.8629628	0.8177875	0.9457613	0.89251256	0.77874875	0.79813397	0.9111156	0.8572275	0.87133044	0.6620828	0.7734729	0.71508276	0.89772946	0.78629017	0.877007	0.9216889	0.8823479	0.86191195	0.8026191	0.87555027	0.80164754	0.86427045	0.9219787	0.8851595	0.7611438	0.8191468	0.72614515	0.8346547	0.87674886	0.8780094	0.8333514	0.8516997	0.859303	0.8366811	0.50399405	0.0	0.89178437	0.771562	0.840732	0.86966217	0.8513149	0.88884413	0.83113295	0.8526176	0.7240199	0.82491016	0.7444149	0.6815525	0.86014444	0.94136924	0.7534336	0.756006	0.93340605	0.73403525	0.75052774	0.8755941	0.89520025	0.93977594	0.86642766	0.7585064	0.87796414	0.8221408	0.91427374	0.8280458	0.88010967	0.9117873	0.94207317	0.851751	0.8719914	0.83520544	0.6851773	0.8072654	0.880571	0.84214944	0.8505	0.89499676	0.80244154	0.903384	0.92015517	0.9078573	0.8253881	0.75212204	0.8095356	0.80650294	0.8478349	0.8927729	0.857663	0.84286314	0.9467565	0.61460555	0.90113163	0.78765464	0.6919508	0.7868222	0.9070697	0.8895404	0.9004332	0.8180768	0.8920464	0.90796244	0.80948436	0.8539683	0.8988143	0.8643125	0.80782515	0.88103235	0.87097704	0.9709728	0.83537877	0.7979061	0.9017043	0.61736745	0.8663736	0.9542883	0.8794699	0.9259254	0.9200868	0.61337256	0.67398834	0.89577353	0.7125592	0.8710096	0.91096663	0.8850795	0.9023561	0.8595964	0.83600825	0.83221793	0.71776354	0.8783241	0.7819891	0.80772007	0.6660825	0.8789171	0.82209545	0.60857517
fiets/noun	0.97031975	0.93898916	0.9038174	0.9038522	0.9403296	0.9172007	0.9407863	0.92717934	0.9631573	0.9165127	0.83788264	0.8559447	0.82509214	0.88347274	0.8446269	0.94081426	0.8622031	0.96677494	0.85026073	0.8785063	0.8866985	0.89728016	0.8305924	0.8305583	0.8768434	0.9073124	0.8766144	0.92096967	0.7333916	0.74590373	0.91861933	0.8950877	0.8770748	0.82431424	0.88245517	0.8233915	0.8411593	0.9177291	0.93052197	0.8878768	0.8087749	0.7919255	0.9410923	0.84306383	0.871982	0.82682514	0.8310115	0.9178266	0.81459004	0.89315796	0.89178437	0.0	0.89424914	0.85029656	0.8708693	0.8866521	0.93508697	0.9042034	0.8900487	0.8290638	0.9190499	0.84341806	0.8544626	0.8753808	0.9361253	0.82188106	0.89767843	0.96630853	0.9126444	0.8121619	0.86055046	0.8754435	0.92636216	0.803306	0.8209688	0.8754533	0.8429395	0.9088122	0.89229167	0.8562513	0.93563765	0.9580647	0.8717311	0.9039128	0.82277185	0.87971294	0.7752846	0.9034277	0.8933962	0.8736392	0.8788316	0.8759884	0.8799431	0.9340371	0.88894665	0.8980945	0.7401742	0.84045434	0.8616761	0.8971278	0.95132005	0.84729445	0.81771314	0.926375	0.88374174	0.89431524	0.9108032	0.8624434	0.965473	0.9415569	0.97473776	0.8279723	0.81923234	0.92915106	0.84200865	0.8279169	0.9163048	0.929033	0.9264318	0.84993005	0.869583	0.8699402	0.95200247	0.8802182	0.8439781	0.88781434	0.89803755	0.8583105	0.94361293	0.8836038	0.8862396	0.86608195	0.889258	0.86759716	0.887553	0.9188057	0.8257127	0.74858093	0.91266096	0.90020776	0.89142764	0.8979914	0.8774644	0.7689944	0.9205039	0.8101795	0.8801344	0.8605014	0.8651904	0.8874323	0.8818682
gehandicapt/adj	0.98454875	0.9556834	0.8835969	0.8752223	0.9774886	0.9252509	0.94341886	0.90813285	0.95686567	0.9277667	0.84748244	0.9200795	0.8706667	0.881463	0.82721025	0.7214714	0.8457083	0.9378916	0.8930854	0.8515679	0.85769063	0.8902187	0.8107485	0.87237495	0.8097511	0.824493	0.8523965	0.9172114	0.86823237	0.8931457	0.8916147	0.8567548	0.88987464	0.83728135	0.87270916	0.82684475	0.9011685	0.89647794	0.8875512	0.7956433	0.838428	0.8169392	0.76778847	0.85003453	0.88237906	0.88098466	0.8574586	0.85546696	0.89100164	0.8201537	0.771562	0.89424914	0.0	0.86837554	0.84980893	0.87240106	0.92120004	0.88203895	0.86228555	0.80731046	0.9112457	0.85546255	0.7664949	0.88902473	0.9412983	0.84232295	0.8465029	0.9337499	0.78002864	0.79782164	0.8973239	0.8977264	0.9442303	0.85066134	0.7753811	0.86709875	0.87235105	0.91233337	0.87692803	0.8971211	0.86254656	0.92726743	0.9024982	0.8827904	0.8692062	0.7128911	0.83741105	0.89571524	0.8911037	0.8829173	0.8702245	0.8861719	0.8808243	0.9303031	0.91041416	0.8450699	0.73494726	0.82503897	0.8554814	0.88190866	0.8899848	0.8109846	0.90541744	0.93123335	0.6885258	0.9319569	0.84351677	0.7588787	0.9319608	0.8360807	0.9641324	0.9033811	0.8085499	0.9051027	0.87655675	0.8488143	0.8961404	0.85719115	0.83470094	0.78624123	0.88442403	0.85417694	0.9509165	0.8810127	0.8902267	0.8604071	0.7766698	0.86400276	0.9423388	0.86611867	0.90660405	0.91516834	0.8170887	0.7116113	0.8977765	0.841605	0.904008	0.9147455	0.88290906	0.9043628	0.8852094	0.74577475	0.82735693	0.79868627	0.9167202	0.81461287	0.8554379	0.75983125	0.8598411	0.8471223	0.7756282
gelukkig/adj	0.9479405	0.9619382	0.85515195	0.8470704	0.9739264	0.8981525	0.93067694	0.9141859	0.9562558	0.8463534	0.86031127	0.92512625	0.7733845	0.69325864	0.7837207	0.89607376	0.6880173	0.9502454	0.7351091	0.8456267	0.82481796	0.9166549	0.7491125	0.8688056	0.8094405	0.90678555	0.79615563	0.8536854	0.8294971	0.8718099	0.8635257	0.9088633	0.8621675	0.7754398	0.8281325	0.78959644	0.695384	0.7640188	0.87913465	0.78276944	0.7854637	0.79023165	0.94640017	0.72146434	0.7627348	0.84033173	0.6670631	0.8255259	0.7085103	0.8174674	0.840732	0.85029656	0.86837554	0.0	0.9116646	0.8778464	0.8793731	0.7999944	0.8250849	0.73807216	0.9091211	0.7875622	0.78656167	0.8175643	0.86066216	0.7378187	0.8857513	0.94602	0.8459848	0.74263775	0.7041662	0.8428577	0.9354751	0.7014705	0.78414	0.77581185	0.85559106	0.9069563	0.7875883	0.7196443	0.9248159	0.9375791	0.7679021	0.85922694	0.8231922	0.763189	0.78481126	0.7812765	0.7809098	0.7008465	0.73862016	0.77298415	0.7610379	0.79753697	0.79025555	0.8126563	0.75465655	0.81463766	0.7514968	0.76386976	0.93119043	0.76906985	0.82870847	0.9483848	0.7613615	0.8538274	0.8368622	0.8384171	0.940334	0.86968654	0.95367944	0.7716832	0.72237164	0.9267968	0.88074934	0.7916643	0.8792124	0.8825587	0.9185307	0.87867206	0.6750351	0.7537383	0.9798968	0.77719116	0.8431128	0.8125847	0.76312923	0.88293487	0.948758	0.7572202	0.8374128	0.87831515	0.8017705	0.7853977	0.74957967	0.86474895	0.76394975	0.852646	0.7783549	0.7278112	0.82439464	0.8867031	0.8158159	0.7012933	0.80854565	0.73137856	0.7931534	0.7667316	0.75564265	0.8921915	0.79943293
gemeente/noun	0.9775562	0.95758224	0.8924597	0.8977383	0.97695804	0.85010755	0.92306167	0.8599378	0.9710535	0.9193133	0.794769	0.85070115	0.92610145	0.89757735	0.8311652	0.85457075	0.8434728	0.89713216	0.9398511	0.8279357	0.7870267	0.73707694	0.71406484	0.84350914	0.94073635	0.8760631	0.82830125	0.93959814	0.8317889	0.8513844	0.88546634	0.9013159	0.8516429	0.8171946	0.8128522	0.91505724	0.844575	0.8725177	0.8921803	0.9187867	0.75128484	0.7966652	0.8837923	0.79895115	0.92565703	0.91080123	0.91042745	0.90358275	0.9389725	0.8557351	0.86966217	0.8708693	0.84980893	0.9116646	0.0	0.4503163	0.9387565	0.925289	0.8790214	0.8939278	0.91305286	0.8902387	0.8197714	0.79666996	0.9484314	0.9003962	0.8635241	0.84004414	0.8174858	0.8832943	0.951593	0.9012801	0.9394964	0.921447	0.9433096	0.8657519	0.7465393	0.9471843	0.8919674	0.9097583	0.74924475	0.9195221	0.9389328	0.8223809	0.8753884	0.8849925	0.8699528	0.9276396	0.92714643	0.9217391	0.8988611	0.8733897	0.86803925	0.9375943	0.93212795	0.8452796	0.8213289	0.71273094	0.87460005	0.87217075	0.95090795	0.8078309	0.8818001	0.9240272	0.8265363	0.9382105	0.82327765	0.82921404	0.9133241	0.8415548	0.9591355	0.8813515	0.9160817	0.92188674	0.8123172	0.71916866	0.88258374	0.7971215	0.9041733	0.7393882	0.911401	0.8439514	0.9281782	0.86323076	0.8793612	0.9157378	0.91892725	0.87763894	0.9549175	0.8756456	0.84578353	0.9359679	0.9229896	0.94041383	0.8599199	0.9042368	0.9151913	0.82202905	0.8655696	0.8739145	0.91588163	0.8585985	0.84130645	0.85680753	0.9225369	0.8751389	0.8805441	0.73388386	0.89859855	0.8651882	0.91924393
gemeente_bestuur/noun	0.9541742	0.9631299	0.8818774	0.8730624	0.98832256	0.8833882	0.9161464	0.88483906	0.96941155	0.92104876	0.79824936	0.8795638	0.9062153	0.87730145	0.83773607	0.8660063	0.853971	0.9404462	0.91811687	0.82316226	0.8160651	0.7541685	0.7788903	0.85821974	0.9082705	0.8991858	0.800987	0.9264145	0.842155	0.8788258	0.9037799	0.8983269	0.86340284	0.8210403	0.82590985	0.87598	0.83747756	0.8606607	0.88874006	0.90174794	0.7772304	0.8217416	0.92107445	0.81742775	0.90739924	0.9072189	0.8833229	0.90966135	0.88652337	0.8508968	0.8513149	0.8866521	0.87240106	0.8778464	0.4503163	0.0	0.94949794	0.9062665	0.8585355	0.8721182	0.9260502	0.8450248	0.78768444	0.8229624	0.9280435	0.8478378	0.8804196	0.8985832	0.85723275	0.88024414	0.91038525	0.89482105	0.93953073	0.90460825	0.92393017	0.8651067	0.80954736	0.9283075	0.8416099	0.9000655	0.75641596	0.9287139	0.895292	0.83119106	0.8683157	0.889743	0.85606873	0.9134386	0.878841	0.8937808	0.8817772	0.85670924	0.8524177	0.9284329	0.90197283	0.838985	0.84357536	0.70016485	0.8573216	0.8074637	0.9241958	0.80425245	0.8801095	0.93305314	0.8273622	0.91509205	0.8273737	0.8301459	0.8695441	0.88083583	0.94591355	0.8544445	0.9036153	0.9059751	0.81980705	0.73972726	0.854958	0.8639019	0.9070377	0.78986007	0.8669534	0.7986844	0.94239485	0.83563447	0.8834456	0.89412755	0.898478	0.8868905	0.9586351	0.8642051	0.85837245	0.94414675	0.8767628	0.93319476	0.8180004	0.88880247	0.8878449	0.8319848	0.87624997	0.8440408	0.92946446	0.90567786	0.8399688	0.8411157	0.9171761	0.85147727	0.8871323	0.74293625	0.87142074	0.88365257	0.896973
ginds/adj	0.9531458	0.97186303	0.8751856	0.89530605	0.94497573	0.9045535	0.9493703	0.88631356	0.9637226	0.8896987	0.92459786	0.9380795	0.8809029	0.8705476	0.86796856	0.9236274	0.8643708	0.9408395	0.9130964	0.9170535	0.9228522	0.9483797	0.86410993	0.9186685	0.93754673	0.9220891	0.9025338	0.9157881	0.9216954	0.9263455	0.92549753	0.90674984	0.94144243	0.90383226	0.9091228	0.91469836	0.8463522	0.8929198	0.8995731	0.9310633	0.87224257	0.8948313	0.9209243	0.8756078	0.8623501	0.9036825	0.8562916	0.8843842	0.88633734	0.89921623	0.88884413	0.93508697	0.92120004	0.8793731	0.9387565	0.94949794	0.0	0.89317787	0.89031726	0.8840844	0.90997547	0.8906411	0.8880155	0.8882172	0.8974275	0.8803783	0.90284926	0.9598145	0.94946736	0.88957244	0.8466848	0.92771804	0.959704	0.8516536	0.896952	0.90333426	0.9111306	0.9285495	0.9004477	0.8689306	0.9555729	0.9175845	0.9074251	0.91965187	0.8831537	0.9029395	0.88803315	0.86952424	0.8891398	0.89862627	0.8969054	0.8850114	0.869989	0.923593	0.90306664	0.9201816	0.88915354	0.8636726	0.88141084	0.8605575	0.94516796	0.8760876	0.9094692	0.93735474	0.9116907	0.8998758	0.9336348	0.91865206	0.94203943	0.9330098	0.93424845	0.9070115	0.87030715	0.9441098	0.919573	0.8580172	0.90564656	0.9510544	0.93342465	0.91827166	0.8372785	0.87455213	0.9460538	0.8977682	0.8840492	0.8998813	0.8991924	0.91619414	0.95938814	0.8887242	0.88654196	0.92822444	0.9088641	0.9069145	0.81129086	0.9332378	0.8754699	0.8998998	0.9296071	0.8776339	0.89343053	0.9516358	0.8997029	0.82919115	0.9118487	0.8786572	0.8779054	0.87500304	0.8649541	0.89369994	0.9087842
