	instelling/noun	computer/noun	mee/adv	IBA/name	bepaald/adj	haar/det	gehandicapt/adj	handje/fixed	voer_uit/verb	regeringstroepen/noun	door/prep	in/comp	word/verb	zo/adv	lamentabele/adj	Congo/name	Europa/name	betwijfel/verb	wil/noun	dus/adv	veiligheid/noun	Xavier/name	dokter/noun	uitbouw/noun	internationaal/adj	ontwikkel/verb	snel/adj	gezond/adj	sociaal/adj	zij/pron	1-1_gelijkspel/noun	boek_DIM/noun	wederoptredende/adj	Amerikaan/noun	maar/comp	specialist/noun	wanneer/comp	streep/noun	tekort/noun	mijn/det	wijze/noun	je/pron	project/noun	zaak/noun	baan/noun	leer/verb	zoek/verb	bepaald/adv	crisis/noun	Afrikaan/noun	keer/verb	aanpak/noun	bovenop/prep	job/noun	Laurent/name	beetje/noun	proces/noun	straf/noun	economisch/adj	tegen/prep	af/adv	steun/verb	meen/verb	schets/noun	tot/comp	strijd/noun	zogezegd/adj	het/det	buur/noun	maar/vg	tijdelijk/adj	en/comp	aldus/prep	of/vg	bruid/noun	los_op/verb	aandelen/prefix	weg/adj	land/noun	zeg_toe/verb	familie/noun	brood_heer/noun	op/fixed	hen/pron	lezer/noun	overwinning/noun	dame/noun	Gilis/name	wereld/noun	Severen/name	organiseer/verb	geval/prep	dus/comp	weduwe/noun	iemand/noun	hun/det	vaderland/noun	ontwikkeling/noun	ginds/adj	daar/noun	bevrijd/verb	kapper/noun	allemaal/adv	niemand/pron	boel/noun	Zuid-Afrika/name	democratie/noun	betaling/noun	bedrijf/noun	gang/noun	stap/noun	hier/adv	overeind/adv	Kabila/name	goed/adj	vul_in/verb	ik/pron	ons/pron	enig/adj	omdat/comp	onmiddellijk/adj	en/adv	klant/noun	bovendien/adv	weg/noun	Amerika/name	overkill/noun	bedwing/verb	versterk/verb	kan/verb	Robbé/name	verstoot/verb	vooruit/adj	om/comp	broer/noun	dan/adv	niet/adv	hulp/noun	meneer/noun	Québec/name	ze/pron	zelfs/adv	tussenstap/noun	schrijf_voor/verb	oog_arts/noun	zal/verb	mezelf/pron	zeep/fixed	Sparta/name	Republikeins/adj	toe/adv	ver/adj	vriend/noun	echt/adj	bouw/noun	Helmut/name	toch/adv	C2/name	bestrijd/verb	bel/verb	valk/noun	Geena/name	er/noun	treed_in/verb	dat/pron	of/comp	imago/noun	Fien/name	ervaring/noun	verblijfsvergunning/noun	van/comp	die/pron	Project/name	prostitutie/noun	jong/adj	vakantie_maand/noun	zwijg_dood/verb	misschien/adv	we/pron	leer_aan/verb	amateur_club/noun	hem/pron	tennisser/noun	werkloos/adj	zichzelf/pron	dienst/noun	LDP/name	jongen/noun	door/comp	zalf/noun	soms/adv	heb/verb	Newton/name	plaats/comp	geld/noun	onderzoek/noun	aan/prep	manier/noun	zus_DIM/noun	stimuleer/verb	probleem/noun	maatregel/noun	markt_economie/noun	want/vg	Mobutu/name	doorgrond/verb	stichting/noun	allochtoon/noun	financier/verb	probeer/verb	meer/adv	natuurlijk/adj	systeem/noun	rapport_cijfer/noun	verzet/noun	familiaal/adj	winst/noun	gemeente/noun	creativiteit/noun	alleen/adv	honderdduizenden/noun	vrouw/noun	als/comp	moet/verb	drugsverslaafd/adj	stage/noun	juist/adj	particulier/adj	taak/noun	daaraan/pp	buitenlander/noun	wie/pron	realiseer/verb	bestuur_crisis/noun	Eline/name	die/det	president/noun	persoon/noun	talent/noun	zolang/adv	verklaar/verb	wil/verb	bouw_op/verb	begrijp/verb	gemeente_bestuur/noun	aanschaf/noun	index/noun	getroffen/adj	kopman/noun	het/noun	ouder/noun	me/pron	te/comp	daar/adv	mij/pron	even/adj	elkaar/pron	rente_verlaging/noun	ploeg_maat/noun	allerlei/det	bereid/adj	opbouw/noun	vooruit/adv	carrière/noun	richt_in/verb	mede/adv	verplicht/verb	droog_leg/verb	zoon/noun	vader/noun	middel/noun	vertaler/noun	vriendin/noun	opticien/noun	slachtoffer/noun	Congolees/adj	alleen/adj	Bullock/name	therapeut/noun	veel/adj	vakantieganger/noun	red/verb	kanaliseer/verb	dat/det	terrorisme/noun	hoop/verb	bloedarmoede/noun	chauffeur/noun	gestrand/adj	hij/pron	taal_grens/noun	huis_bezitter/noun	ons/det	met/prep	structureer/verb	ons/noun	Famke/name	deze/det	daarbij/pp	niks/noun	u/pron	dring_terug/verb	kom_voor/verb	schep/verb	jood/noun	vang_op/verb	humanitair/adj	eindzege/noun	tracht/verb	een/fixed	spoor_op/verb	zet_op/verb	je/det	fiets/noun	beleid/noun	juist/adv	zoveel/adv	daarmee/pp	veilig/adj	waarom/adv	zeker/adj	maar/adv	bij/prep	wij/pron	om/fixed	ontsteking/noun	mag/verb	Angolees/adj	bijvoorbeeld/adv	trek_uit/verb	uit/prep	Carter/name	al/comp	ander/adj	visum/noun	weinig/det	langdurig/adj	handjevol/noun	werk/noun	Rineke/name	werknemer/noun	dosis/noun	kiezer/noun	uitstekend/adj	passend/adj	Westen/name	Himalaya/name	vertaal/verb	cursist/noun	op/adj	tip/noun	kloof/noun	zadel/noun	surf/verb	volk/noun	wel/adv	betaalbaar/adj	haar/pron	omstandigheid/noun	god/noun	weer/verb	wat/pron	boer/noun	wen/noun	autoriteit/noun	weer/adv	niets/noun	telefonisch/adj	voedsel/noun	club/noun	familie_lid/noun	extra/adj	nauwkeurig/adj	graag/adj	mens/noun	ook/adv	werkgever/noun
instelling/noun	0.0	0.808079	0.8982808	0.82714254	0.7339913	0.85379016	0.6508422	0.8741096	0.7594173	0.87636983	0.7519108	0.7979641	0.7330442	0.90755135	0.8755089	0.8380306	0.7430284	0.8166323	0.79219633	0.8481966	0.71311295	0.93953466	0.8250627	0.64942044	0.69466877	0.7528251	0.8994813	0.81849396	0.60550594	0.7001629	0.96567684	0.8627143	0.96721524	0.8632719	0.90663695	0.6659808	0.84905773	0.9581655	0.76321745	0.9227593	0.7484249	0.89528674	0.6294943	0.77193886	0.83926344	0.8772083	0.82476246	0.8777442	0.82340145	0.8297161	0.9094446	0.70447505	0.8591132	0.8135452	0.96033865	0.9425332	0.8050334	0.83754355	0.72857213	0.9140452	0.9575061	0.773247	0.8567412	0.8508146	0.9103993	0.8777318	0.78285307	0.78409374	0.88631684	0.8734972	0.698348	0.9368939	0.9147305	0.77904403	0.8926193	0.83979917	0.83922124	0.9445008	0.6999459	0.7679429	0.8164959	0.854274	0.91596067	0.77610755	0.85458004	0.93853873	0.9005767	0.961107	0.83070964	0.92854476	0.8006394	0.7590789	0.8806803	0.8695594	0.87031806	0.7265878	0.872483	0.70460606	0.8661674	0.9016216	0.89016825	0.8505592	0.91463625	0.91208184	0.8936632	0.8564608	0.75168186	0.74453926	0.5545269	0.89239734	0.86917126	0.9092345	0.8964851	0.8524177	0.8479211	0.793728	0.9377775	0.8632294	0.8536901	0.7528498	0.8483659	0.96358055	0.7203266	0.66013056	0.8773652	0.848601	0.9093811	0.9249805	0.7320501	0.7898269	0.8885614	0.8926539	0.8853102	0.7385909	0.9229518	0.9207509	0.879458	0.66567516	0.9342809	0.8642275	0.83815205	0.8769373	0.83333504	0.7598386	0.81768554	0.75477004	0.9050948	0.87724286	0.9390513	0.8772247	0.95777166	0.87767816	0.89257675	0.922405	0.76478946	0.9050089	0.918882	0.9535813	0.8010022	0.91788733	0.9356788	0.94013596	0.9279024	0.8644718	0.7438706	0.8621614	0.80020076	0.92958665	0.7977803	0.7780418	0.9002308	0.6758292	0.8273891	0.7801331	0.88593155	0.8729666	0.86116886	0.92348194	0.85467607	0.80970913	0.8389529	0.8689223	0.8774211	0.7632306	0.8299846	0.5987313	0.81545687	0.86187106	0.7518009	0.88182503	0.8824376	0.8159765	0.9105328	0.805211	0.77407455	0.7181252	0.7900814	0.749635	0.90224594	0.64502597	0.7564602	0.6982596	0.73808134	0.9121831	0.8788728	0.8417423	0.5786365	0.6931129	0.6428575	0.86596274	0.8544172	0.90794706	0.6158521	0.85233015	0.8158159	0.73402685	0.9002876	0.58974004	0.7760917	0.8382202	0.84987485	0.84648335	0.88057506	0.7114904	0.7263935	0.836259	0.814235	0.57442725	0.6580614	0.82068336	0.7710619	0.8405284	0.82029206	0.8923279	0.9237897	0.80384827	0.8845441	0.71476334	0.81496507	0.8499073	0.8731904	0.75854397	0.8054287	0.93385947	0.71636915	0.79372936	0.842115	0.80418277	0.9117916	0.929443	0.72669053	0.9143326	0.75035155	0.88536835	0.9099096	0.9533076	0.86425567	0.86068237	0.9378937	0.72814155	0.7804115	0.75650686	0.9247813	0.8980794	0.78172076	0.76687825	0.6883502	0.87898046	0.9126591	0.8994847	0.68773586	0.81746674	0.9188248	0.8577285	0.8483297	0.823347	0.77081245	0.9386885	0.7111989	0.85394937	0.7975417	0.9347818	0.8183001	0.8803595	0.8120877	0.8852651	0.86477524	0.86123776	0.8532838	0.8649445	0.84009725	0.7975736	0.77497447	0.8309624	0.7870377	0.878554	0.9250286	0.8007701	0.7914101	0.94056284	0.900271	0.8008013	0.8705809	0.82964534	0.8244426	0.7648305	0.73262537	0.93164086	0.8049495	0.88568306	0.82682085	0.71340567	0.89380217	0.9055375	0.63340116	0.78015715	0.8335288	0.787887	0.8587451	0.92161167	0.9128207	0.9293981	0.7974581	0.78980386	0.93037915	0.89308274	0.8512042	0.8277575	0.6750448	0.7953795	0.8730085	0.8910835	0.9142846	0.7623171	0.8185978	0.8080952	0.7482124	0.8180567	0.80601025	0.9361079	0.70774746	0.86616856	0.8148416	0.85904217	0.79243183	0.81026036	0.90635943	0.8697858	0.77958214	0.9295025	0.858093	0.87894666	0.91010624	0.8780522	0.8582978	0.89290994	0.7720273	0.88558555	0.7663905	0.8829179	0.82060194	0.91716695	0.7793702	0.9064855	0.73969406	0.9358699	0.9195547	0.82109994	0.81575465	0.7748376	0.75681686	0.74545765	0.81140244	0.8918788	0.7737127	0.7714393	0.68148303
computer/noun	0.808079	0.0	0.84706813	0.8533975	0.78093106	0.8719393	0.8434474	0.8837158	0.8497853	0.9364609	0.8137257	0.82373405	0.71735334	0.8668401	0.9351614	0.925002	0.88133717	0.9285222	0.9043696	0.8378527	0.8703359	0.9470689	0.89437157	0.81965214	0.89952075	0.6970649	0.789774	0.8733383	0.8669676	0.7942453	0.95555824	0.7891475	0.94522417	0.90508956	0.89310807	0.79773957	0.7842922	0.9279612	0.8898649	0.8428056	0.8029269	0.77459633	0.85137147	0.87822056	0.8715637	0.8120614	0.8269154	0.90693927	0.9453788	0.8403019	0.92782253	0.8862253	0.8909316	0.8552139	0.9709546	0.90225786	0.89097375	0.9082787	0.8926472	0.94309574	0.88885707	0.9522193	0.947238	0.8189982	0.86830467	0.9373076	0.77405083	0.8600639	0.8627281	0.8733733	0.81585014	0.87055486	0.96725005	0.7147072	0.8854219	0.8634396	0.87791866	0.9355895	0.8804873	0.9338528	0.8869103	0.91084903	0.8590018	0.82202834	0.8246455	0.9487934	0.870367	0.9661999	0.84350616	0.9147465	0.92303807	0.8415862	0.8082181	0.9297862	0.8030345	0.75680465	0.9135628	0.8166067	0.8717645	0.90466803	0.9372638	0.8248804	0.8456442	0.8997761	0.84070474	0.9325414	0.8786032	0.7549256	0.7309419	0.8611355	0.92987573	0.8683971	0.89634585	0.9104009	0.85372794	0.76102674	0.8803877	0.86754483	0.91186184	0.8382523	0.82628757	0.89207256	0.6832111	0.7340348	0.8667971	0.9152948	0.909654	0.90199393	0.8865887	0.6949925	0.92972094	0.9058522	0.8920104	0.76579165	0.94398546	0.86739445	0.87619025	0.8523616	0.89464295	0.9311727	0.7457299	0.8452835	0.8406887	0.8661005	0.8833663	0.8364548	0.88429064	0.89880294	0.957192	0.94032794	0.8887633	0.90524644	0.87679875	0.89610064	0.86795217	0.9308216	0.91191584	0.9216072	0.87411547	0.7954246	0.88268596	0.92818654	0.8983735	0.9020426	0.7773515	0.86702824	0.8939403	0.92771673	0.85077727	0.86299354	0.8767956	0.737028	0.8789065	0.8660028	0.9092964	0.8896942	0.9040844	0.9000924	0.83598894	0.78566796	0.91542387	0.8547325	0.9152478	0.86095154	0.8491713	0.76190054	0.89965165	0.86715835	0.73688984	0.88428545	0.83152413	0.85242206	0.9089259	0.7895794	0.750849	0.87461686	0.83429945	0.7774672	0.908229	0.77830434	0.8853822	0.8761264	0.8548273	0.8592731	0.89518964	0.8495059	0.8691456	0.85111654	0.86033785	0.80475295	0.84254813	0.8836186	0.61362904	0.8695255	0.951906	0.8925621	0.92433727	0.83423066	0.8132342	0.82735276	0.7854135	0.88340044	0.8524449	0.7978647	0.8557277	0.88484174	0.81801367	0.7799999	0.8431035	0.8811453	0.84103096	0.80714256	0.88049823	0.929406	0.93843025	0.7885575	0.96175617	0.8163125	0.8786063	0.8520658	0.95425993	0.8552922	0.8531128	0.91611177	0.8643884	0.7097039	0.9032525	0.89454263	0.93790793	0.9300604	0.83169353	0.90075815	0.7486621	0.83990735	0.8958819	0.8742943	0.8166635	0.91142523	0.91659397	0.6689213	0.9060302	0.8530299	0.8992764	0.9292508	0.7963816	0.8808512	0.7961438	0.9127308	0.933817	0.9150154	0.7544849	0.85509485	0.9001825	0.83916783	0.8792704	0.91711146	0.785245	0.9355083	0.78980684	0.8529733	0.80499923	0.9354222	0.8562863	0.8792463	0.91739273	0.93100584	0.9310979	0.8336853	0.87328583	0.8515602	0.9121365	0.87808734	0.8439569	0.7833394	0.860373	0.8595704	0.940819	0.8393371	0.8167772	0.91627324	0.85220623	0.882378	0.9005007	0.88557416	0.9100412	0.87071425	0.8926137	0.94643456	0.81404185	0.9268234	0.73472786	0.80385154	0.71256506	0.6915178	0.8894414	0.8844795	0.843598	0.8549076	0.78400296	0.9241991	0.93703437	0.88591474	0.8717737	0.8324635	0.95500904	0.85399705	0.84817815	0.89533424	0.63415027	0.8970037	0.85805374	0.927442	0.91172826	0.8225881	0.84350425	0.88289857	0.868562	0.8575474	0.8369089	0.91596264	0.8347078	0.8430287	0.88345474	0.8726914	0.8336031	0.9098944	0.9115354	0.82574797	0.7874591	0.9158379	0.7690886	0.9231725	0.81904304	0.6199226	0.9224803	0.90053236	0.7787373	0.8529844	0.87752736	0.89967364	0.8491395	0.8834458	0.84883666	0.9125096	0.89458555	0.86668414	0.92196375	0.78858846	0.7697512	0.92365634	0.8437554	0.804639	0.7003053	0.85188854	0.79019684	0.8107665	0.85414886
mee/adv	0.8982808	0.84706813	0.0	0.9022091	0.89078146	0.8047748	0.8468841	0.8366438	0.90991795	0.9089232	0.7956066	0.7915291	0.81096184	0.84403306	0.91583323	0.88295686	0.8527209	0.90355676	0.8679697	0.75447345	0.9039328	0.94807076	0.8751538	0.8869541	0.87028146	0.9127191	0.800909	0.8330401	0.8919163	0.7559595	0.92103136	0.8533372	0.9162102	0.90225285	0.8136866	0.9116626	0.7437126	0.87600964	0.9042582	0.7435856	0.87578434	0.70812386	0.85466933	0.8975016	0.881294	0.7827101	0.8537177	0.84789693	0.9285594	0.8212895	0.85599816	0.93717104	0.86195904	0.87371564	0.92972314	0.80244166	0.9172466	0.9350456	0.91483164	0.87435657	0.73747075	0.8908063	0.93749464	0.9023446	0.75690883	0.89151925	0.78292155	0.85727465	0.83338845	0.80204606	0.8746303	0.73619103	0.956552	0.7836086	0.84423226	0.9056418	0.9327378	0.8083781	0.8714651	0.9318317	0.8705924	0.88583434	0.86488795	0.7950573	0.8561857	0.8553529	0.80061674	0.93260205	0.8762424	0.9199574	0.8780805	0.8763212	0.7385097	0.91230595	0.78342664	0.76390326	0.82341605	0.9135485	0.7676211	0.76856494	0.89889187	0.83083284	0.801692	0.83521354	0.78249985	0.84901416	0.8810818	0.884198	0.8643946	0.8338798	0.8817867	0.7497096	0.8464265	0.86129874	0.82769024	0.8729933	0.7322769	0.8044665	0.9125477	0.83280796	0.8111694	0.7157546	0.8472384	0.82803464	0.84751296	0.83208334	0.9074995	0.8596148	0.913031	0.7056816	0.96256435	0.8874895	0.805526	0.71562564	0.91478604	0.70168275	0.8283576	0.87938404	0.84831333	0.9085022	0.6660671	0.80854404	0.90008825	0.9208925	0.9050862	0.79025316	0.80770475	0.8927706	0.88495046	0.9076568	0.73932606	0.7565862	0.8260323	0.78324133	0.8997078	0.8871817	0.7727643	0.93421674	0.92705023	0.8378757	0.88483334	0.8694662	0.7730218	0.8874397	0.817528	0.8599847	0.8595498	0.8887626	0.8914363	0.9119279	0.7924583	0.7949874	0.91708124	0.87831604	0.8571164	0.89526546	0.9035798	0.84308386	0.70351887	0.8287037	0.8634956	0.79744244	0.8879969	0.88692087	0.82557786	0.90946287	0.89897215	0.813321	0.75318146	0.8964808	0.79566944	0.83629066	0.89906704	0.7446711	0.82144594	0.9252298	0.87028635	0.848911	0.8450535	0.8746039	0.9180248	0.90348655	0.8887707	0.7658227	0.85557246	0.8981916	0.8980267	0.8905679	0.90726614	0.79936254	0.82878536	0.81197524	0.87072563	0.91922414	0.9117678	0.8605436	0.9058725	0.87284803	0.85707825	0.80399835	0.8241964	0.8649904	0.7331823	0.73247665	0.8921336	0.86340654	0.86413723	0.89004827	0.89878297	0.88558257	0.86643326	0.76372516	0.9227888	0.9102884	0.8805537	0.8076564	0.93516546	0.90470475	0.8796488	0.78237617	0.92919993	0.7442917	0.8853538	0.8423121	0.8547379	0.85019696	0.8919895	0.8978343	0.8363889	0.91140777	0.82852244	0.7967607	0.670267	0.69590986	0.80586296	0.7453265	0.80239314	0.89679	0.8328813	0.8057298	0.8434881	0.865693	0.7366984	0.87959266	0.8836614	0.8267246	0.8762743	0.92263484	0.9189824	0.87615687	0.8910654	0.8939743	0.84883106	0.879133	0.9139884	0.86277133	0.7834519	0.913107	0.8608429	0.82502526	0.7997774	0.86873806	0.88190216	0.8430381	0.9048454	0.86826634	0.9113816	0.86157686	0.85043055	0.7416073	0.86240244	0.90527815	0.80367076	0.7552997	0.85453564	0.76839125	0.9260948	0.8550875	0.86656195	0.80036694	0.80703723	0.91544986	0.922722	0.91552943	0.8930049	0.8622936	0.90710866	0.8504092	0.8246784	0.8978554	0.8839702	0.8603603	0.70201147	0.74252236	0.8937375	0.8629022	0.80298865	0.80855113	0.82033765	0.8376442	0.88778126	0.792768	0.87464106	0.7182034	0.94076324	0.9115382	0.72104824	0.8843746	0.8394562	0.92305064	0.83506745	0.8909852	0.8128239	0.8582569	0.88590056	0.8961926	0.8823359	0.8139816	0.9017718	0.93077475	0.89434564	0.9025219	0.87565356	0.8477289	0.8560819	0.87912744	0.85812885	0.9096052	0.82614225	0.854442	0.8606459	0.8750202	0.81471545	0.80846053	0.85171896	0.82256925	0.85316956	0.7815893	0.9096065	0.8909621	0.8586843	0.82785976	0.8795978	0.89986295	0.9156058	0.6588208	0.85322165	0.91182464	0.8505826	0.84693545	0.85516465	0.85089624	0.88999397	0.7049011	0.8192116	0.7924036	0.8682631
IBA/name	0.82714254	0.8533975	0.9022091	0.0	0.8253198	0.8866221	0.9178628	0.8850253	0.85696304	0.90183043	0.83253276	0.8854694	0.7831651	0.8928704	0.9138024	0.8784065	0.7617632	0.9010312	0.90967774	0.85331255	0.8793404	0.8896743	0.8797649	0.820973	0.8264974	0.8073909	0.83288723	0.8817793	0.8573921	0.8388841	0.92539465	0.8790114	0.92031866	0.8724957	0.88783824	0.81681323	0.88220775	0.9081482	0.817134	0.9215806	0.90600127	0.9118309	0.82744336	0.8787983	0.82028925	0.9425918	0.9062019	0.87793416	0.87555736	0.8839017	0.9104701	0.8805829	0.83921564	0.83082306	0.9015889	0.91643006	0.9000978	0.87471604	0.7704397	0.88949406	0.94067264	0.9141667	0.9156889	0.88919586	0.87435126	0.9080609	0.849167	0.8559339	0.929137	0.87428594	0.82158124	0.9097027	0.9283033	0.8659758	0.9108358	0.9113864	0.8295343	0.94055885	0.8700323	0.8604941	0.9330093	0.8915177	0.92710745	0.8943824	0.8963256	0.8891493	0.9150323	0.9405112	0.89311874	0.9329001	0.8982892	0.85382676	0.89577574	0.92492783	0.9267579	0.8301023	0.90990376	0.8360144	0.85879815	0.9253215	0.92803633	0.9041257	0.93810797	0.91880715	0.9110176	0.8835142	0.89223474	0.81098616	0.60966337	0.9271285	0.879143	0.9282943	0.8887415	0.8676524	0.86511755	0.8975595	0.91286707	0.8955131	0.8805519	0.85242164	0.85465515	0.9462946	0.79224044	0.7651746	0.94542146	0.86261034	0.91833967	0.90478784	0.822516	0.828676	0.81130016	0.91698945	0.88978934	0.8239552	0.94428015	0.87844586	0.91602224	0.8833343	0.9360187	0.912585	0.8708918	0.8297544	0.9015052	0.8821521	0.869828	0.77665436	0.9327844	0.9241705	0.9007288	0.88473624	0.9354977	0.8434596	0.9353391	0.91317683	0.85928494	0.89877874	0.87099993	0.93059146	0.92348194	0.9228538	0.91172576	0.9219689	0.92404634	0.87456274	0.8072628	0.9226283	0.85938436	0.91874796	0.8923678	0.87512964	0.90600795	0.8468277	0.8579978	0.9031003	0.92310023	0.8992891	0.9098808	0.90044785	0.8341752	0.89722437	0.87749386	0.8965447	0.8616507	0.837399	0.90773165	0.8519643	0.81644917	0.94680995	0.79964817	0.9008802	0.91280836	0.85811853	0.90436316	0.8635907	0.88384295	0.87468344	0.88337976	0.9078333	0.9375599	0.8459331	0.8907482	0.8526588	0.8639374	0.8797475	0.8925836	0.90207833	0.8842375	0.8808903	0.8097106	0.9011421	0.9023682	0.90665454	0.8258074	0.8618914	0.8923526	0.8411206	0.6389281	0.84334505	0.86122787	0.86110777	0.8549517	0.9251237	0.89733106	0.8151446	0.8932863	0.9004432	0.83089185	0.804601	0.87647444	0.9077518	0.87323135	0.92242914	0.8199558	0.87483764	0.92426896	0.83386415	0.9053764	0.84807277	0.87980705	0.87030387	0.9161798	0.8539865	0.8644084	0.9406705	0.83848304	0.81255376	0.63319063	0.8803605	0.8866354	0.9379368	0.9281635	0.93122387	0.8004233	0.9062493	0.9264908	0.89135987	0.9268364	0.7210511	0.8935019	0.84169585	0.86330926	0.88178706	0.88624	0.89295596	0.9144654	0.7891182	0.8458993	0.918456	0.9516662	0.9488823	0.8586772	0.8884951	0.95106226	0.8828218	0.93230695	0.88771564	0.8725402	0.9373395	0.876694	0.8612206	0.8387162	0.9290549	0.90318465	0.8691778	0.90264726	0.87367	0.8761825	0.8910051	0.8927646	0.84857297	0.8730834	0.8400528	0.8407508	0.84850764	0.88115567	0.8909257	0.92034173	0.81097513	0.85349447	0.93315035	0.89022607	0.85568726	0.90883064	0.8739551	0.91392684	0.88073826	0.86967	0.88691944	0.88308597	0.88773483	0.87815	0.87800306	0.9063198	0.9104102	0.8667244	0.84159917	0.88513786	0.76075494	0.8956922	0.9442322	0.9140766	0.9004812	0.87392604	0.83368516	0.9206151	0.89599764	0.87377125	0.87005234	0.8323999	0.85925996	0.89524275	0.8893589	0.88666207	0.8773458	0.8739222	0.8722077	0.85974705	0.8704051	0.89188266	0.92588574	0.7597313	0.8454676	0.884671	0.85453695	0.8849947	0.8985561	0.92272377	0.8975173	0.8516369	0.92255086	0.9071573	0.8955997	0.8816713	0.8908315	0.9264289	0.91206217	0.853118	0.9111097	0.90414464	0.9255468	0.8894466	0.92689514	0.8474696	0.93164074	0.86282885	0.83772814	0.92966723	0.8674287	0.85211027	0.84722495	0.9159744	0.8048861	0.84984	0.91561663	0.8786771	0.84377235	0.84813714
bepaald/adj	0.7339913	0.78093106	0.89078146	0.8253198	0.0	0.81513107	0.7942632	0.86477745	0.7820307	0.90483	0.7815305	0.80225027	0.7179901	0.85591185	0.8451942	0.909701	0.7897147	0.83668244	0.816437	0.7646719	0.7432567	0.95379007	0.83293134	0.8048633	0.7387163	0.6383544	0.82493246	0.7390455	0.6316856	0.68820393	0.9467661	0.84352934	0.96002465	0.88156354	0.8244902	0.7494557	0.7107456	0.9194276	0.81252956	0.8130101	0.7936825	0.7613931	0.80961347	0.85014695	0.8821292	0.80488986	0.7864464	0.7859541	0.8761189	0.8222215	0.8999967	0.7740693	0.8512749	0.83230925	0.96761245	0.8768362	0.82234323	0.8271335	0.6977179	0.8876933	0.89633906	0.8649018	0.8691565	0.813223	0.88116413	0.8906953	0.74742484	0.7710467	0.92212987	0.8160981	0.7467523	0.87670696	0.9407952	0.70965564	0.8796085	0.83669025	0.8806053	0.9441392	0.8257254	0.87949884	0.8985961	0.8896585	0.8887187	0.7709747	0.7862466	0.94575226	0.9050662	0.96318597	0.86643827	0.9344492	0.91741943	0.7471558	0.7914072	0.9242565	0.7648988	0.6374116	0.87119776	0.70971817	0.8393936	0.87113994	0.89061594	0.8613919	0.8794478	0.84699565	0.89495313	0.8919302	0.76289076	0.74158084	0.7306223	0.8967179	0.8935061	0.84926695	0.8427592	0.8742674	0.7686887	0.72077304	0.8632585	0.8126423	0.77017397	0.70977235	0.8145129	0.9070394	0.7510614	0.61465335	0.89965737	0.8666305	0.85189414	0.85609007	0.74897325	0.70031697	0.91251266	0.87455475	0.86234677	0.6662259	0.9708019	0.8470981	0.7928928	0.8320948	0.9144358	0.89745176	0.79052174	0.77188015	0.84785455	0.65954465	0.8175541	0.73967284	0.8354022	0.86232406	0.95172423	0.8715397	0.8886937	0.84094685	0.93647903	0.8471651	0.85665566	0.91614574	0.8507109	0.928627	0.7500911	0.8938797	0.900896	0.948226	0.896525	0.8446404	0.6846709	0.80214125	0.8229537	0.91361046	0.8094575	0.7787853	0.8372378	0.59980494	0.87841934	0.75782835	0.8656057	0.9000117	0.83636504	0.83540946	0.7992386	0.7035092	0.88152957	0.8377999	0.90472317	0.7913011	0.7908318	0.8298151	0.8609589	0.90359545	0.65712774	0.8350314	0.747837	0.7806377	0.86406124	0.7917176	0.833054	0.79018396	0.76813793	0.77862966	0.934828	0.6886642	0.81649864	0.7611322	0.77651775	0.8348241	0.88487774	0.7353403	0.85713875	0.6851146	0.7939523	0.8165253	0.8157023	0.77323925	0.72195464	0.86053073	0.8784535	0.72773254	0.9064971	0.76658714	0.720235	0.7407409	0.8440721	0.8631315	0.7960123	0.70265484	0.79370135	0.90140903	0.5601428	0.7402355	0.79683614	0.7584724	0.7536199	0.80123085	0.8055628	0.9027241	0.94494843	0.52084565	0.9360609	0.7760173	0.83013797	0.8221111	0.8788283	0.7867932	0.78745204	0.8183928	0.797116	0.7626262	0.86227155	0.816087	0.9149279	0.8800889	0.8131146	0.8540336	0.6947808	0.8858386	0.83789015	0.89660865	0.82305413	0.85227287	0.93833244	0.4847821	0.8088756	0.7871314	0.89193124	0.89745903	0.8374318	0.7806299	0.69585997	0.89861906	0.9588167	0.9260594	0.7139232	0.8245183	0.9492625	0.85973924	0.8840997	0.8779689	0.70139515	0.9211367	0.7570458	0.76707286	0.80379486	0.92413735	0.79807115	0.7219346	0.82293904	0.88319993	0.7855017	0.852823	0.87294793	0.8343303	0.81533897	0.8029264	0.6792886	0.81178015	0.803644	0.80267346	0.93473434	0.56953335	0.73222095	0.9189282	0.8194874	0.75379676	0.7489723	0.74363315	0.84971577	0.83814883	0.72307175	0.92970544	0.77127993	0.8413182	0.75101733	0.84226286	0.7410159	0.8786237	0.7531805	0.62303275	0.7871262	0.7615107	0.77012175	0.8554011	0.80267084	0.858622	0.8385756	0.75124437	0.955181	0.81361735	0.79510915	0.85774064	0.53732	0.88895506	0.81854177	0.89483094	0.82175255	0.5574182	0.8275381	0.7526351	0.73461425	0.8071116	0.83760786	0.91574633	0.7787859	0.76044565	0.8049361	0.8035514	0.67642885	0.80932784	0.8983057	0.78218895	0.7903674	0.9135764	0.8437421	0.8982055	0.8987082	0.8479226	0.8563024	0.808828	0.7593099	0.85225147	0.77889556	0.82137096	0.7669549	0.8353172	0.8290988	0.88312054	0.8082007	0.89913815	0.90111035	0.84873796	0.7200632	0.868253	0.86989975	0.7367207	0.65168285	0.848313	0.7523719	0.7376993	0.7357997
