	Flandria/noun	achtergrond/noun	alles/noun	aluminium/noun	ambtenaar/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	bestaan/noun	beton/noun	blad/noun	blok/noun	brij/noun	brommer/noun	brood/noun	dag/noun	deur/noun	doek/noun	doos/noun	druk/noun	dun/adj	erg/adj	even/adv	figuur/noun	gans/noun	garnaal/noun	gebied/noun	gevel/noun	gewaad/noun	glans/adj	golf/noun	graniet/noun	haar/noun	haar/pron	haar_kleur/noun	handel/noun	heer/noun	hemel/noun	hersencellen/noun	hoed/noun	hoofd/noun	hout/noun	imago/noun	inmiddels/adv	jas/noun	kapsel/noun	kimono/noun	klei/noun	klinker/noun	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	licht/noun	lok/noun	lucht/noun	lul/noun	man/noun	marmer/noun	massa/noun	midden/noun	middenmoot/noun	mist/noun	monster/noun	morgen/adv	muis/noun	muis_DIM/noun	natuur_steen/noun	nauwelijks/adv	nevel/noun	omlijsting/noun	outfit/noun	overweeg/adj	pak/noun	pantalon/noun	panter/noun	plastic/noun	poeder/noun	poes_DIM/noun	pruik/noun	raam/noun	regenjas/noun	robot/noun	rok_DIM/noun	rook_gordijn/noun	rookwolk/noun	rot/noun	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	seizoen/noun	sok/noun	stad/noun	start/noun	steen/noun	straat/noun	tand/noun	tapijt/noun	te/adv	tint/noun	tovenaar/noun	uiterst/adj	vaak/adj	veelal/adv	verleden/noun	vest/noun	vilt/noun	vloer/noun	vlucht_wagen/noun	voorstad/noun	vooruitblik/noun	vuilniszak/noun	waas/noun	wat/adv	water/noun	werkelijkheid/noun	wolf/noun	wolk/noun	wolkendek/noun	zak/noun	zeehond/noun	zo/adv	zone/noun	zoveelste/num
deur/noun	0.9643205	0.9449847	0.90895855	0.97211814	0.856363	0.9801812	0.946237	0.9576921	0.9706227	0.916559	0.9309887	0.8727089	0.9598712	0.9780674	0.9710095	0.9378067	0.80656594	0.0	0.8913623	0.914589	0.88083297	0.9756075	0.89110225	0.84086573	0.91932935	0.9794532	0.9460445	0.90156823	0.915366	0.9836141	0.9481813	0.9602443	0.97336	0.9264166	0.91579354	0.99296737	0.9400557	0.9234376	0.9314636	0.9872337	0.9142831	0.8908218	0.9455648	0.9468227	0.8560619	0.9326863	0.98667115	0.96559244	0.969562	0.97144485	0.8875927	0.971205	0.9774497	0.9832215	0.98621947	0.9960201	0.909073	0.9865711	0.9110216	0.98748636	0.8994043	0.96910805	0.89662784	0.9332942	0.98253167	0.951885	0.95042413	0.7711801	0.9668684	0.980714	0.94716394	0.9083494	0.98819846	0.9311059	0.98791265	0.9566835	0.9063235	0.98521984	0.99911684	0.97847855	0.9667641	0.95723355	0.9759899	0.9050015	0.98775643	0.97243345	0.9716644	0.9850437	0.98028344	0.97721434	0.96364766	0.97961926	0.9796085	0.98885584	0.91159266	0.9894355	0.87061536	0.82060105	0.9325678	0.86766374	0.9569	0.94566596	0.9426128	0.98219466	0.96725214	0.9053566	0.9370877	0.93368596	0.9123243	0.9417388	0.9835682	0.87913823	0.9564114	0.9636786	0.95200205	0.92908555	1.0	0.8888003	0.8952501	0.9229105	0.9281617	0.94844943	0.98627883	0.8816634	0.951235	0.92879844	0.9358083	0.9360138
doek/noun	0.9804208	0.9181514	0.923932	0.95315063	0.9168074	0.9768608	0.973184	0.93041223	0.9842206	0.8875456	0.9339572	0.8859912	0.9307745	0.9775649	0.955982	0.9479356	0.91755193	0.8913623	0.0	0.95011437	0.8842672	0.953875	0.9442918	0.9065978	0.922041	0.97560906	0.9857698	0.9054326	0.8989692	0.96901494	0.9519916	0.9019748	0.9649844	0.93650395	0.9170919	0.994745	0.93502164	0.9159239	0.9466	0.99807006	0.9272401	0.8900801	0.91474557	0.9292055	0.8773161	0.95762914	0.94580966	0.97637796	0.9592284	0.9537247	0.910172	0.95843536	0.9988923	0.995261	0.9672982	0.99169177	0.91593546	0.9798838	0.9216222	0.9661875	0.93233186	0.93131167	0.9347686	0.89060116	0.96939594	0.95595133	0.94197834	0.8959015	0.9435146	0.99360245	0.9425432	0.899438	0.97949374	0.9667089	0.954368	0.9421479	0.9456275	0.9653093	0.96759534	0.96816367	0.96447825	0.9688511	0.9697817	0.9369306	0.97941744	0.93941426	0.949098	0.99102867	0.98000556	0.9520024	0.98209137	0.9957321	0.9688459	1.0	0.8752553	0.9863308	0.9111903	0.88623744	0.8682057	0.9411151	0.9690109	0.9005835	0.9645104	0.9785707	0.9780493	0.92111444	0.92161644	0.9295626	0.93007416	0.9679491	0.96528435	0.9139504	0.99754894	0.9365039	0.9731297	0.98628753	0.9801748	0.9582219	0.9388627	0.9090177	0.95429575	0.95873755	1.0	0.92150664	0.94566864	0.98055035	0.9571543	0.95068926
doos/noun	0.9920934	0.9626999	0.9627876	0.9426346	0.91698	0.9960597	0.99966156	0.9659955	0.9733674	0.91700816	0.96094257	0.93342626	0.95436764	0.9902178	0.96297723	0.9329362	0.880092	0.914589	0.95011437	0.0	0.91031563	0.9782223	0.94552356	0.91775894	0.94931597	0.96934015	0.94073516	0.93250406	0.9017769	0.99943405	0.9496254	0.9522887	0.98064905	0.9755656	0.9378472	0.9912619	0.9465944	0.9407193	0.9462151	0.9688837	0.9592302	0.9511377	0.94399846	0.930698	0.85515934	0.9279275	0.9883592	0.97476345	0.9527458	0.9919836	0.9315747	0.98111546	1.0	0.9979475	0.92956585	1.0	0.9666051	0.9882635	0.95296973	0.9949612	0.9196681	0.97122705	0.95312417	0.9696472	0.9919059	0.9661601	0.93687546	0.90375984	0.9687808	0.99103314	0.9950464	0.9343127	0.9682392	0.9890991	0.9614259	0.93859816	0.9360392	0.94259113	0.992473	0.9840045	0.9913838	0.9748606	0.97702736	0.97463584	0.910354	0.96616423	0.9640292	0.9998254	0.972726	0.97001547	0.9433713	0.9927057	0.9704098	0.9415725	0.95306706	0.97594905	0.91247964	0.8953653	0.96842647	0.92624176	0.9366201	0.96198165	0.98189837	0.9783971	0.9719099	0.9731004	0.9822569	0.9573228	0.9651905	0.930175	0.9967945	0.9030828	0.9811585	0.95768315	0.9731104	0.9627274	0.9991511	0.95521134	0.92498773	0.9448433	0.9906102	0.9601878	1.0	0.9335617	0.9381304	0.9802571	0.938267	0.9808366
druk/noun	0.99769765	0.9326948	0.9020617	0.98940665	0.8992454	0.9463446	0.97591734	0.92943597	0.9443067	0.9287213	0.9679245	0.9000437	0.9060379	0.99790174	0.9743223	0.9622043	0.8663427	0.88083297	0.8842672	0.91031563	0.0	0.97170115	0.8906055	0.8919189	0.8869677	0.9965246	0.99007624	0.85274816	0.9431788	0.9657034	0.9673248	0.93955547	0.9694089	0.9452612	0.90656376	1.0	0.8732569	0.8922482	0.931317	0.98019266	0.9677488	0.8824195	0.9588796	0.93593687	0.82068825	0.9728559	0.9794762	0.99781835	0.96786594	0.9856331	0.8931925	0.96350956	0.9963964	0.9945734	0.9904247	1.0	0.90194356	0.990174	0.92379266	0.97535324	0.9368775	0.96801275	0.93884045	0.91298985	0.92847204	0.9504654	0.9648088	0.8285984	0.96217287	0.991915	0.9718341	0.85340977	0.9965541	0.99443704	0.97848415	0.93484247	0.9333782	0.97963184	0.9921034	0.98515964	0.9684446	0.9859185	0.98504835	0.90055645	0.97503847	0.9615728	0.99810153	0.9595473	0.9881234	0.98500276	0.9678091	0.99136597	0.9924626	0.99693644	0.785653	0.9754244	0.8896124	0.85233843	0.91755927	0.85107005	0.95452225	0.958863	0.92213655	0.99253404	0.9765496	0.92506653	0.9410753	0.95009637	0.89861596	0.9807358	0.99816954	0.9356366	0.98226297	0.9389251	0.9392657	0.9909502	0.96033514	0.8574351	0.91967887	0.9476135	0.96735257	0.95456934	0.9935045	0.94526553	0.960213	0.98561704	0.9481062	0.9087155
dun/adj	0.9772257	0.9695393	0.9653821	0.97169834	0.9446369	0.9491307	0.92371917	0.90800136	0.9974583	0.95333034	0.9549237	0.9582665	0.92642134	0.9687251	0.97519284	0.97180164	0.94770557	0.9756075	0.953875	0.9782223	0.97170115	0.0	0.9504619	0.9481488	0.9179117	0.9962964	0.90055084	0.9571055	0.9551042	0.96013373	0.99476814	0.9384011	0.99177355	0.94689816	0.9386084	1.0	0.9505454	0.9393342	0.9700875	0.97693	0.96605307	0.96859807	0.98125285	0.9883087	0.934031	0.93140113	0.98091394	0.99578005	0.9971427	0.9816407	0.9310268	0.9654761	0.9921065	0.9978061	0.960742	1.0	0.9386724	0.97349554	0.95552963	0.98368686	0.935089	0.99282	0.9655343	0.93373096	0.9321265	0.95159554	0.98619086	0.95117676	0.95799303	0.9968124	0.9381403	0.9531153	0.9707728	0.97350776	0.9964372	0.8926234	0.9242529	0.99411064	1.0	0.9874092	0.9788603	0.99821365	0.9591115	0.9713543	0.9997201	0.98523027	0.99246377	0.9675423	0.98671645	0.93431723	0.97510386	0.99593455	0.96362394	0.9935585	0.96084327	0.96818507	0.96621716	0.9236572	0.91550106	0.9802943	0.9527599	0.9781186	0.97696877	0.99681205	0.97256875	0.95350707	0.95315546	0.9400517	0.9613176	0.99106234	0.9990034	0.95477325	0.9953036	0.99391204	0.9948221	0.94003093	0.99453926	0.9187743	0.87995267	0.9568528	0.97387373	0.97613776	1.0	0.8863051	0.95636994	0.9836687	0.98023576	0.94993347
erg/adj	1.0	0.902887	0.8756407	0.9898927	0.9342736	0.99100566	0.9581883	0.93480575	0.99538887	0.9186445	0.9795876	0.8905113	0.95454055	0.9742465	0.99138796	0.9564759	0.92014354	0.89110225	0.9442918	0.94552356	0.8906055	0.9504619	0.0	0.87775964	0.8941723	0.9979026	0.9833761	0.9267156	0.9243833	0.9770242	0.9578588	0.9345168	1.0	0.91610056	0.84998333	1.0	0.92545575	0.89788073	0.95038146	0.9912337	0.9200752	0.8605824	0.948644	0.8887275	0.8857522	0.9223865	0.976434	0.99507695	0.9413839	0.99244344	0.84948075	0.9691815	1.0	0.987043	0.98912936	1.0	0.9498412	0.9920799	0.89717233	0.99765277	0.9378497	0.994472	0.9505384	0.94025457	0.98067313	0.9728239	0.9626943	0.8878196	0.96090394	0.9924958	0.9690819	0.8570539	0.9620182	0.98414946	0.9795929	0.9497731	0.93067473	0.99833477	1.0	0.97971994	0.9459345	1.0	0.9590401	0.9395076	0.98695356	0.99843234	0.9722818	0.99363464	1.0	0.9757088	1.0	0.99783427	0.98323345	0.994361	0.8973096	0.97534657	0.8976194	0.9223107	0.9204606	0.90481114	0.94505847	0.9727178	0.8602627	0.99448574	0.9728985	0.910767	0.8545591	0.9240811	0.8957623	0.99394786	1.0	0.94985944	0.9880152	0.9890382	0.98983717	0.98170614	0.9752103	0.80927217	0.9023377	0.9223217	0.97376007	0.95582634	1.0	0.94247663	0.9896253	0.9516119	0.94877815	0.9332154
even/adv	0.98801357	0.92896694	0.9046801	0.9571359	0.92727834	0.95252365	0.9836916	0.93874013	0.93385315	0.9332636	0.95925945	0.9135551	0.92114556	0.9761353	0.9565507	0.953285	0.85883164	0.84086573	0.9065978	0.91775894	0.8919189	0.9481488	0.87775964	0.0	0.90634173	0.9809942	0.9537887	0.8936616	0.89561415	0.9512205	0.9413051	0.9266124	0.99178773	0.92029065	0.86844945	0.9856541	0.9338686	0.8905787	0.9177435	0.9945088	0.95896643	0.89287275	0.9690117	0.89850473	0.86542535	0.9387342	0.9773106	0.9904733	0.9613924	0.9786272	0.86282784	0.9577468	0.98011124	0.9860697	0.9865482	0.9938674	0.915509	0.98166096	0.91818523	0.97829974	0.87686056	0.97451144	0.9314631	0.9194069	0.9398641	0.94372344	0.9551261	0.80950403	0.9512719	0.99082893	0.99158627	0.8678605	0.9827761	0.9363524	0.95293516	0.9439774	0.90998036	0.96859473	0.9769798	0.96354556	0.96456766	0.9861536	0.97280127	0.8517409	0.9844118	0.9541691	0.99485344	0.97203183	0.9698914	0.94688183	0.9781685	0.98887396	0.98495495	0.9725443	0.8858317	0.9711671	0.85108465	0.84469235	0.9305984	0.8378569	0.9652278	0.96407413	0.9623137	0.95527226	0.98121166	0.8922912	0.9300749	0.9554545	0.9039605	0.95074725	0.97792745	0.9270157	0.9692126	0.90768504	0.9834536	0.937677	0.9944659	0.89570665	0.8858999	0.8862164	0.9772064	0.9497417	0.98968625	0.9278134	0.9761463	0.9312667	0.9166773	0.91981775
figuur/noun	0.98504984	0.8491525	0.9445679	0.98878145	0.939024	0.9444481	0.93697035	0.96835804	0.95506454	0.8989799	0.98387426	0.9269441	0.916773	0.9889461	0.97106886	0.95379585	0.97571623	0.91932935	0.922041	0.94931597	0.8869677	0.9179117	0.8941723	0.90634173	0.0	0.98812306	0.99648017	0.94613045	0.9407696	0.951392	0.93503183	0.9372154	0.99674183	0.8886291	0.86024475	0.9719205	0.9329434	0.8498982	0.93191403	0.989402	0.93897283	0.85079354	0.94473845	0.8908402	0.86857015	0.93223786	0.9435481	0.9682483	0.96364427	0.9815221	0.899922	0.9639669	0.98700184	0.981006	0.9990999	0.975035	0.9165375	0.97054017	0.9377878	0.9555719	0.90788126	0.9724108	0.93606687	0.89213437	0.96781904	0.97752625	0.95189	0.9025607	0.9516085	0.97440547	0.9634153	0.91969645	0.97242874	0.98668414	0.95492506	0.9678002	0.9340771	0.9950543	0.98755246	0.9722236	0.99017066	0.9912661	0.9527433	0.9391401	0.94348913	0.9710558	0.9955234	0.97298414	0.9858759	0.96047324	0.9940918	0.9679091	0.95386803	1.0	0.9189098	0.9635156	0.9396983	0.9440764	0.9017267	0.9270201	0.9416714	0.9510874	0.9516538	0.9772664	0.94753927	0.89630175	0.9030037	0.9422719	0.8919463	0.96864927	0.98770285	0.944202	0.98904485	0.95958894	0.9899845	0.98968375	0.97174984	0.93376106	0.94222295	0.8614814	0.9204025	0.9231401	0.9965633	0.9164904	0.9746612	0.9763696	0.958427	0.91992235
gans/noun	0.9749809	0.99472654	1.0	0.9770708	0.92651516	0.9973655	0.998865	0.96153396	0.9804536	0.9849457	0.9821381	0.97714424	0.9539317	0.99896336	0.9544764	0.97453994	0.9183255	0.9794532	0.97560906	0.96934015	0.9965246	0.9962964	0.9979026	0.9809942	0.98812306	0.0	0.9278886	0.9503563	0.965253	0.9965557	0.98361593	0.9878975	0.98658556	0.96074426	0.9820839	0.8758999	0.98550874	0.982317	0.9977287	0.9863534	0.9685293	0.9883736	0.97529393	0.9981382	0.9250697	0.97638816	0.96090406	0.967511	0.9518178	0.9600774	0.981137	0.9200251	1.0	0.98115027	0.9268718	1.0	0.98268443	0.9741587	0.9936078	0.954884	0.9461895	0.9760861	0.9524789	0.96061397	0.9842352	0.99404407	0.97274786	0.9471581	0.9901291	0.99402595	0.9931762	0.9953671	0.9986221	0.985147	0.964714	0.967139	0.96994305	0.9433922	1.0	0.9609556	0.97927195	0.97211343	0.9441278	0.9762518	0.99263877	0.96989167	0.9779315	0.9839261	0.8913863	0.9713298	0.9621281	0.9815315	0.9664587	0.9905656	0.9784034	0.9701796	0.9702856	0.95550865	0.9823833	0.9601946	0.987922	0.9870836	0.9932556	0.98257643	0.9462345	0.9777935	0.97196716	0.95414495	0.9985684	0.9701325	0.9984707	0.94045436	0.9977271	0.9682263	1.0	0.94895846	1.0	0.9997538	0.9789267	0.9799971	0.96665895	0.9922342	0.9912146	0.9119596	0.9183418	0.99563044	0.9771288	0.9852056
garnaal/noun	0.9504025	0.9594976	0.9999979	0.9721784	0.9356328	0.95710725	0.9059658	0.9475312	0.94049335	0.9657285	0.9404802	0.9802646	0.93731385	0.97792894	0.9515481	0.90666145	0.8799741	0.9460445	0.9857698	0.94073516	0.99007624	0.90055084	0.9833761	0.9537887	0.99648017	0.9278886	0.0	0.9670187	0.949125	0.98515666	0.97930586	0.97862613	0.994486	0.94460714	0.98265433	0.9767732	0.9175378	0.9813466	0.9740655	0.98992616	0.9921573	0.9815559	0.93786144	0.98960304	0.90617263	0.88758254	0.9855572	0.9692441	0.96994543	0.9683486	0.9742249	0.99688286	0.98188055	0.98889846	0.9316689	0.9904202	0.9956279	0.9580354	0.9723095	0.9556661	0.92835534	0.9910022	0.9726003	0.99132866	0.9904417	0.9835243	0.94545007	0.9342005	0.9571085	0.9892621	0.95379764	0.9645172	0.99447477	0.9370352	0.9705265	0.9633382	0.9405263	0.97955775	0.96875966	0.9757222	0.97471654	0.9847604	0.96556914	0.97441053	0.99595267	0.9800171	0.99285114	0.9984222	0.9883742	0.9884534	0.97345847	0.9893836	0.95537627	0.9921695	0.9860953	0.97910213	0.94757575	0.9121924	0.9634292	0.9444047	0.93139523	0.9838348	0.9845412	0.9851973	0.9632376	0.97797585	0.9387274	0.9489922	0.98251426	0.9548616	0.9965543	0.911497	0.9974517	0.9849568	0.98668796	0.9623133	0.99967134	0.9778663	0.90819204	0.96517295	0.97335774	0.9753147	0.99042326	0.9377831	0.9499204	0.99006045	0.9511519	0.96142936
gebied/noun	0.98426366	0.93944156	0.92239594	0.9724535	0.84684145	0.95677507	0.96363527	0.9633352	0.91889924	0.9205087	0.911771	0.90472937	0.9428614	0.98794967	0.94185776	0.92231584	0.8233583	0.90156823	0.9054326	0.93250406	0.85274816	0.9571055	0.9267156	0.8936616	0.94613045	0.9503563	0.9670187	0.0	0.9153989	0.9494012	0.9460149	0.9127794	0.96457255	0.93631333	0.92901087	1.0	0.8816179	0.9223379	0.9538277	0.9834225	0.9576479	0.90056026	0.9330154	0.93777233	0.7985444	0.9517338	0.9965252	0.96673715	0.9448118	0.9845145	0.8734216	0.96931994	0.9956896	0.978514	0.95596856	1.0	0.9041407	0.9781767	0.8720013	0.95467216	0.8821769	0.9475513	0.9058895	0.9062557	0.9894832	0.97061956	0.9412152	0.8995811	0.96741295	1.0	0.9781084	0.87624764	0.98388505	0.98327076	0.9944704	0.79090405	0.90934604	0.98221034	0.9910209	0.9570575	0.9582748	0.9947692	0.9731612	0.9160272	0.99418294	0.93418413	0.9873302	0.9827022	0.95097774	0.9973645	0.95896137	0.9581814	0.9656257	0.98458666	0.9441297	0.9881922	0.72877455	0.9291971	0.8533999	0.84877884	0.95512396	0.9058171	0.9587333	0.9489337	0.9502071	0.8755552	0.91406703	0.86327535	0.92559326	0.93248296	0.9931251	0.8677421	0.9886717	0.8890961	0.9910638	0.9455326	0.9685136	0.9150008	0.7929959	0.9206896	0.9178474	0.9435957	1.0	0.8910615	0.8743406	0.96900886	0.8531401	0.90683365
gevel/noun	0.9937754	0.94872487	0.9810943	0.9862452	0.945589	0.98974854	0.9982157	0.9624353	0.97305596	0.90139914	0.9531172	0.93912303	0.90494674	0.96554106	0.97315603	0.9458871	0.94403464	0.915366	0.8989692	0.9017769	0.9431788	0.9551042	0.9243833	0.89561415	0.9407696	0.965253	0.949125	0.9153989	0.0	0.97327006	0.9863018	0.93077564	0.9917061	0.9614487	0.9562485	1.0	0.9435108	0.9291961	0.9792677	0.9993909	0.9908283	0.96735585	0.92988694	0.9767199	0.91859496	0.975953	0.9839469	0.9931583	0.98856133	0.96140116	0.9480518	0.9661139	0.9770436	0.9885559	0.9873844	0.9900427	0.9427554	0.99343115	0.9616988	0.9762332	0.9263319	0.98064023	0.91284406	0.9483816	0.9910217	0.9703138	0.97970176	0.9381011	0.96716034	0.9762898	0.9413756	0.9452891	0.972938	0.9951302	0.99003136	0.9607575	0.95014167	0.98102325	0.99119115	0.95339435	0.9809388	0.9970117	0.9560299	0.9141122	0.9817744	0.9862062	0.9847402	0.99907964	0.9401766	0.99048835	0.9392093	0.973642	0.96446073	1.0	0.95295507	0.9952749	0.90156317	0.92037195	0.89444464	0.8779502	0.9636489	0.9548068	0.97856176	0.98873115	0.98954153	0.97019565	0.9767719	0.92359906	0.9521615	0.96973205	0.99759585	0.9312155	0.9753863	0.95943314	0.984105	0.9176158	0.99126434	0.96722835	0.9365372	0.9346698	0.9764176	0.97174907	1.0	0.92355365	0.97325295	0.9904899	0.95067227	0.90992904
gewaad/noun	1.0	0.96079344	0.99626166	0.9368938	0.9789719	0.94035923	1.0	0.97069615	0.9155911	0.98769456	0.97359663	0.9766713	0.97141445	1.0	0.92833257	0.97027814	0.97865397	0.9836141	0.96901494	0.99943405	0.9657034	0.96013373	0.9770242	0.9512205	0.951392	0.9965557	0.98515666	0.9494012	0.97327006	0.0	0.9798379	0.9696919	0.9234677	0.9482079	0.9666337	1.0	0.93335545	0.98192996	0.97335047	1.0	0.91964364	0.97252184	0.94709575	0.97081554	0.97631764	0.9428164	0.9800281	1.0	0.94750935	1.0	0.98128027	0.98946005	0.90005594	0.9225505	0.9704806	0.9623316	1.0	0.9763178	0.96652347	0.9999688	0.95361674	0.9563627	0.9506425	0.9533079	0.9996054	0.99107766	0.9388876	0.98843825	0.98245543	1.0	0.9887701	0.9753803	0.9763311	0.96974707	0.92921996	0.9261661	0.96863383	0.9903931	0.94252694	0.9735406	0.9919931	0.9909077	0.9254693	0.98850197	0.9926563	0.98358893	0.9785378	1.0	0.9577977	0.997965	1.0	0.94205374	0.9097934	1.0	0.9721589	0.9899634	0.94852906	0.98240286	0.9687723	0.986382	0.9812817	0.9028371	1.0	0.9584038	0.96805245	0.9782567	0.97759265	0.94107443	0.993514	0.9604199	0.9614798	0.9525395	0.95856375	0.9751415	0.9910197	0.99873346	1.0	1.0	0.9376748	0.9365356	0.9819314	0.9963737	0.99048537	0.9519514	0.98681337	0.99344045	0.97985244	0.9681353
glans/adj	0.98838544	0.9607269	0.9673543	0.9693023	0.9612447	0.962338	1.0	0.9685055	0.9519834	0.9683796	1.0	0.97210324	0.96014035	1.0	0.9838967	0.972237	0.9764136	0.9481813	0.9519916	0.9496254	0.9673248	0.99476814	0.9578588	0.9413051	0.93503183	0.98361593	0.97930586	0.9460149	0.9863018	0.9798379	0.0	0.9811195	0.9973917	0.9708961	0.9435601	1.0	0.9910805	0.9600456	0.9780904	1.0	0.9942388	0.9460056	0.9944096	0.9019998	0.93636477	0.97746307	0.96978426	0.99228215	0.99187326	0.99990857	0.95383346	0.995843	0.99428374	0.9854854	0.9829577	0.9625815	0.95826024	0.985075	0.96516687	0.9891565	0.9230465	0.98490393	0.99911726	0.98382163	0.992844	0.96939814	0.94609773	0.96401036	0.9870552	0.97564536	1.0	0.92741436	0.95519304	0.9801379	0.95704865	0.98717195	0.94408214	1.0	0.9962464	0.97809166	0.9965097	0.9942398	0.96313	0.9886932	0.99948007	0.9818293	0.9979075	0.9936008	0.9828017	0.984198	0.99589956	1.0	0.9487529	1.0	0.98553914	0.95394474	0.9842502	0.98001677	0.97534597	0.94959664	0.9792881	0.99206984	0.9844248	0.96732545	0.9940319	0.9570537	0.9880387	0.9911423	0.97475123	0.95254093	0.9887466	0.99201035	0.93127483	0.94372874	0.99230516	0.9944575	0.9994952	0.9759026	0.9968007	0.9307852	0.9781024	0.9836447	1.0	0.97734386	0.99569875	0.9913499	0.98323107	0.976677
golf/noun	0.9996288	0.95340693	0.9720927	0.96125966	0.93268424	0.9536118	0.97935945	0.9593957	0.93775934	0.92734957	0.97166806	0.9304922	0.9496177	0.9730093	0.9571416	0.9225298	0.9483696	0.9602443	0.9019748	0.9522887	0.93955547	0.9384011	0.9345168	0.9266124	0.9372154	0.9878975	0.97862613	0.9127794	0.93077564	0.9696919	0.9811195	0.0	0.9990365	0.95459014	0.94465315	0.999222	0.8768742	0.9247504	0.9701501	0.9895925	0.9725916	0.9507817	0.93033814	0.9331914	0.90633726	0.9914884	0.97517955	0.99656504	0.96503186	0.9604274	0.9598632	0.9649831	1.0	0.9820423	0.99571556	1.0	0.95876676	0.98889923	0.9170539	0.99031854	0.9331107	0.9644855	0.95059705	0.8992028	0.98915774	0.93604845	0.979096	0.9326812	0.9793433	1.0	0.9964324	0.9081823	0.9911606	0.9953273	0.987869	0.9199166	0.9507512	0.95994437	0.9784648	0.94614625	0.98533505	0.9863978	0.9917939	0.94368345	0.9838157	0.9690166	0.9977125	0.98671454	0.9523097	0.9920967	0.95469135	0.9571421	0.9736352	0.9965914	0.97540724	0.9749843	0.90230334	0.94810635	0.9191445	0.9367638	0.9677643	0.9346419	0.9647046	0.98459905	0.9822236	0.9112866	0.95346385	0.94941497	0.95668656	0.9726283	0.9830747	0.9584475	0.9928616	0.924167	0.97835046	0.94045454	0.98711324	0.98692787	0.84634745	0.9580168	0.9558647	0.94162756	1.0	0.93525386	0.9761014	0.99570835	0.9177718	0.90911883
graniet/noun	0.99364823	0.99318004	1.0	0.9898032	0.9802606	0.99499136	0.9998471	0.9470723	0.99140924	0.9886355	0.96547705	0.99847776	0.957846	0.99967325	0.9500485	0.99827516	0.95815885	0.97336	0.9649844	0.98064905	0.9694089	0.99177355	1.0	0.99178773	0.99674183	0.98658556	0.994486	0.96457255	0.9917061	0.9234677	0.9973917	0.9990365	0.0	0.96978265	0.98584086	1.0	0.99354225	0.9859247	0.9999239	0.98455924	0.99023217	0.9785818	0.9945615	0.9532074	0.95052445	0.99454695	0.98429346	0.99967384	0.9886047	0.9997605	0.97880316	0.9956959	0.97333705	0.98544264	0.99688596	0.99641055	0.99945086	0.98308045	0.9817974	1.0	0.95885843	0.961905	0.98747504	0.9811732	0.99188757	0.9841827	0.9878236	0.9734314	0.9786689	0.9983573	0.99988395	0.9695949	0.97896755	1.0	0.98510736	0.989948	0.9834822	0.9649476	0.9825168	0.9979015	0.9978741	1.0	0.97858083	0.9924349	0.9772299	0.99150854	0.98375446	0.99992114	0.941962	0.98385495	0.94713855	0.9368536	0.99418145	0.9996511	0.9810141	0.99970335	0.98627263	0.9691167	0.99927914	0.99529195	0.9626102	0.93661165	1.0	0.98035175	0.96973526	0.97982836	0.99767935	0.9401671	0.9956994	0.96763843	0.979645	0.9877095	1.0	0.9550023	0.99899095	0.9974633	1.0	0.9891132	0.97571576	0.9958756	0.9573468	0.99071556	1.0	0.9916304	0.908997	1.0	0.98260766	0.99018985
haar/noun	0.9973779	0.9484745	0.9130484	0.97857404	0.9515327	0.9833922	0.91624856	0.9585875	0.99572796	0.955055	0.9912039	0.9374016	0.9516884	1.0	0.98367447	0.9599317	0.9485501	0.9264166	0.93650395	0.9755656	0.9452612	0.94689816	0.91610056	0.92029065	0.8886291	0.96074426	0.94460714	0.93631333	0.9614487	0.9482079	0.9708961	0.95459014	0.96978265	0.0	0.86015016	0.9836111	0.9639184	0.9283235	0.9350006	0.9848012	0.932026	0.90640515	0.96265763	0.92744017	0.9177228	0.91801494	0.86502045	0.97135216	0.98977315	0.9994409	0.9302932	0.976814	0.9978216	0.9967674	0.99711215	0.9879931	0.959726	0.9652167	0.9648725	0.97547793	0.92940545	0.984236	0.96555936	0.94412667	0.9926403	0.9868652	0.9738368	0.92504644	0.9541463	0.96585226	0.96124	0.94133073	0.9641104	0.97881573	0.9391363	0.9540959	0.93677455	0.9883143	0.98513556	0.9620936	0.96473527	0.98374206	0.95013475	0.9600877	0.98298717	0.98869	0.9992305	0.98891264	0.97983116	0.9418291	0.9871175	0.99190754	0.949306	1.0	0.95533144	0.9668234	0.94880676	0.95359504	0.9618411	0.95598555	0.93091345	0.9552398	0.9420068	0.9653278	0.98731107	0.8887546	0.93848777	0.95102966	0.9507522	0.9891604	0.99835145	0.94999415	1.0	0.9759482	1.0	0.9934933	0.99417603	0.9366409	0.9583481	0.9325354	0.99076945	0.94783366	1.0	0.9641176	0.98439604	0.97760767	0.9691307	0.92878854
