	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
doos/noun	0.8597399	0.5821699	0.96998286	0.8073637	0.87266034	0.71315426	0.78459716	0.8439884	0.8364459	0.8702901	0.5847996	0.9656655	0.74824333	0.6291927	0.66241175	0.8902893	0.7214335	0.8853885	0.83725065	0.5056356	0.5577001	0.8260545	0.8450688	0.60536003	0.7232453	0.642627	0.5582179	0.6757699	0.85076654	0.6616354	0.56669295	0.92525685	0.6879817	0.34836507	0.9233643	0.5691997	0.8894631	0.8041692	0.7479911	0.8934316	0.86863714	0.7977729	0.69747114	0.7012624	0.5435565	0.7420286	0.732537	0.9776223	0.6232058	0.7126552	0.9184028	0.7428162	0.8035776	0.5511089	0.8771903	0.73389935	0.9329994	0.68579507	0.9677218	0.76317364	0.6480999	0.4531561	0.9864776	0.64065456	0.7729023	0.7912224	0.5587708	0.866904	0.6130122	0.8970283	0.5692101	0.8703611	0.67922604	0.602331	0.93191874	0.98452383	0.8957172	0.87549156	0.8324647	0.8298651	0.7699337	0.99800783	0.94402254	0.6554067	0.6421932	0.8076632	0.855147	0.6310328	0.8592235	0.7432557	0.80686426	0.0	0.85875046	0.6206512	0.9601879	0.57197416	0.796126	0.9431105	0.5641893	0.98804927	0.7025378	0.42863345	0.7742313	0.56334674	0.541435	0.9020062	0.93527585	0.9200145	0.8022701	0.92182946	0.847427	0.9855325	0.60778135	0.8986654	0.70550025	0.81743366	0.90759635	0.9510617	0.8008494	0.79382145	0.61548066	0.5547985	0.8014153	0.9745166	0.8917977	0.5396219	0.92617005	0.85260266
handel/noun	0.9997658	0.81972027	0.9304579	0.96815157	0.8853712	0.95354426	0.8303642	0.800935	0.73753893	0.84623843	0.8002904	0.9990483	0.87080127	0.66858125	0.92337364	0.8645425	0.8077407	0.68189645	0.7885159	0.84577805	0.9334263	0.8837953	0.75262517	0.8978155	0.8378951	0.79867506	0.76324624	0.9334179	0.8099088	0.762281	0.70718074	0.9694689	0.7919077	0.83034885	0.99366987	0.63059944	0.9189716	0.7993735	0.9174635	0.7999324	0.9765521	0.77375364	0.88785315	0.711916	0.52995646	0.9127928	0.6242089	0.975058	0.764045	0.9364615	0.9993509	0.8453541	0.91606104	0.77551246	0.69785243	0.8546783	0.7928017	0.76425004	0.64496845	0.89823675	0.7874212	0.6797425	0.99482495	0.8736936	0.73635995	0.7828916	0.6486287	0.9758783	0.7387651	0.8225643	0.74600154	0.7499239	0.63991135	0.69910914	0.91252667	0.9160397	0.92471945	0.766625	0.96245635	0.79145765	0.8165131	0.9987317	0.9544475	0.7005336	0.70962346	0.70778185	0.75123775	0.95472354	0.7240279	0.72430766	0.99670905	0.85875046	0.0	0.8382629	0.97495234	0.83537537	0.85979354	0.71887827	0.9813181	0.9738917	0.7211714	0.9260757	0.9460801	0.79811144	0.8032037	0.9101113	0.9659873	0.9738812	0.8191034	0.832031	0.8087181	0.9174651	0.92687976	0.7591374	0.7071836	0.88811773	0.8063414	0.9699328	0.84557915	0.83869916	0.7389152	0.7144144	0.7104585	0.70965385	0.8075273	0.65112853	0.9041916	0.9376208
straat/noun	0.9298374	0.6548847	0.9824052	0.9871252	0.9305216	0.73348284	0.87842053	0.8803722	0.7254781	0.9395521	0.7734808	0.89561	0.8299303	0.7151897	0.88064307	0.72461224	0.64674175	0.943934	0.7807919	0.71510077	0.8141805	0.8702787	0.7049764	0.8136738	0.74014604	0.7575687	0.8643238	0.7475205	0.8028153	0.72210693	0.73033595	0.67417663	0.7120296	0.5736807	0.87037945	0.65219104	0.7489042	0.5291365	0.95382375	0.87870693	0.99092793	0.80449325	0.7751987	0.74442494	0.79046124	0.7889847	0.76474994	0.91925734	0.62077564	0.8520174	0.97145885	0.834528	0.91839033	0.5803982	0.87703013	0.8467294	0.8725586	0.9036163	0.94593936	0.7437843	0.83178604	0.77378356	0.9353535	0.6467692	0.7628318	0.66101	0.7577908	0.8775542	0.5874326	0.9505787	0.7526369	0.75816035	0.725608	0.6612047	0.8519734	0.7525829	0.8782598	0.84962654	0.97613436	0.79726183	0.69413626	0.9809859	0.89906454	0.9021938	0.76738137	0.7891473	0.7460524	0.7167655	0.8379917	0.77114683	0.9006814	0.6206512	0.8382629	0.0	0.88616	0.7954902	0.84601426	0.80569124	0.81971955	0.98181534	0.6859559	0.57289577	0.9211086	0.8619531	0.69563055	0.91703737	0.9754875	0.7762375	0.81539136	0.8402083	0.8655612	0.6372659	0.743839	0.8799506	0.8082774	0.8536223	0.92964745	0.9806319	0.80248314	0.7943758	0.7292117	0.68053365	0.74587935	0.90980315	0.91369396	0.6422931	0.9847918	0.9188011
rookwolk/noun	0.9988919	0.85250056	0.7624761	0.98299015	0.7002157	0.8209706	0.9969266	0.6884581	0.9986221	0.9602335	0.96506494	0.9868864	0.8767397	0.9470921	0.9937883	0.9917511	0.9719606	0.94785464	0.89005214	0.7165519	0.91691375	0.9544807	0.846697	0.99684334	0.9549689	0.9709811	0.8972204	0.90658224	0.9599884	0.6188266	0.7804809	0.57398283	0.9206407	0.99283046	0.99300873	0.942801	0.9457165	0.9322653	0.98226887	0.96635634	0.92557156	0.84055525	0.98202443	0.9971395	0.9265661	0.9410302	0.9367886	0.95530367	0.9089322	0.9359642	0.9963589	0.99212813	0.9032128	0.8383097	0.8664404	0.98738146	0.7475447	0.9812396	0.98386556	0.9170536	0.92819566	0.93059754	0.8797003	0.97933525	0.9297294	0.9693529	0.9441486	0.8450217	0.9631669	0.93676794	0.9964466	0.99288917	0.88443244	0.9402056	0.8997487	0.9003901	0.9759457	0.8162799	0.8765369	0.99592745	0.9836181	0.99913627	0.959924	0.9711766	0.96186984	0.8554534	0.9830228	0.9799483	0.650929	0.8797025	0.4787553	0.9601879	0.97495234	0.88616	0.0	0.85719776	0.67437255	0.66124284	1.0	0.9982654	0.9138986	0.9238804	0.5310632	0.89492875	0.77209103	0.9517274	0.8922432	0.9047853	0.9916472	0.8124892	0.53077203	0.67511666	0.92269945	0.85220075	0.98389184	0.69405854	0.6670685	0.84972256	0.9901544	0.9568835	0.93772036	0.92406857	0.8105744	0.7581846	0.9854974	0.9038824	0.82625127	0.9829806
kubus/noun	0.924878	0.60772574	0.9676823	0.7849101	0.8374558	0.86687326	0.82525903	0.936399	0.9588632	0.876775	0.6538248	0.8777699	0.84600204	0.6643651	0.8724718	0.98124003	0.6808475	0.94029945	0.8293969	0.58560014	0.93303525	0.97058165	0.677471	0.9542231	0.84052616	0.90883505	0.7926921	0.9340833	0.85155356	0.59748185	0.78776276	0.9232208	0.8237856	0.792464	0.9901223	0.68200564	0.9027493	0.8737588	0.90177643	0.9561268	0.93016636	0.63727635	0.7447447	0.9652972	0.42669517	0.84628975	0.9105478	0.88817096	0.4822353	0.8783675	0.93000704	0.82191235	0.913883	0.63073075	0.9646563	0.8291097	0.90684366	0.8521669	0.8965068	0.9326782	0.6830674	0.4589119	0.9386091	0.8488328	0.6618196	0.93110645	0.49962336	0.9127902	0.8422197	0.96980804	0.84392035	0.9092211	0.7655834	0.52753335	0.813264	0.9008041	0.90631294	0.90112275	0.8858127	0.8984175	0.9193185	0.989576	0.965544	0.86446154	0.65252614	0.7988106	0.9869158	0.80381227	0.7753671	0.6697631	0.7881742	0.57197416	0.83537537	0.7954902	0.85719776	0.0	0.64292234	0.9479662	0.8697829	0.97634465	0.6276975	0.7862412	0.72946787	0.87847275	0.501297	0.9809139	0.9804617	0.89268774	0.903571	0.9480289	0.88725245	0.97501063	0.5889409	0.8551324	0.77400225	0.76590365	0.95019317	0.89924216	0.8486808	0.8932422	0.716714	0.570085	0.8765991	0.8741609	0.9314551	0.6037241	0.964821	0.8572682
licht/noun	0.7260237	0.69385946	0.6521288	0.8519676	0.4504543	0.71785355	0.871387	0.58523667	0.98519176	0.8547002	0.7498822	0.9613706	0.7471781	0.6693686	0.751872	0.9518302	0.7209269	0.864423	0.78483593	0.6698158	0.8780955	0.9510271	0.73954403	0.9815946	0.8658177	0.94245243	0.5783682	0.8263932	0.7454937	0.41763186	0.534757	0.79683566	0.6644149	0.88315976	0.8726311	0.5930897	0.8879036	0.8942666	0.8586849	0.84554	0.8715397	0.7024394	0.8791141	0.95899755	0.631219	0.868841	0.8500006	0.8123469	0.6211227	0.80441177	0.90663654	0.90469325	0.9336209	0.53603923	0.86987674	0.85944533	0.6108533	0.882506	0.75335974	0.97705567	0.7148294	0.53700376	0.6937021	0.8826687	0.61039203	0.9116957	0.5580254	0.78171474	0.79112506	0.6693603	0.8503083	0.8558497	0.5700698	0.6591798	0.8553084	0.85557973	0.81893	0.6303349	0.78246367	0.7679488	0.8693588	0.98696244	0.9795605	0.8894877	0.641876	0.5453797	0.9018073	0.887317	0.6594862	0.5612272	0.90800816	0.796126	0.85979354	0.84601426	0.67437255	0.64292234	0.0	0.8654928	0.82562923	0.9979533	0.6606974	0.8321102	0.47462547	0.81146437	0.5330298	0.8166445	0.9580195	0.8448446	0.9640578	0.77495503	0.4204048	0.83302283	0.72254974	0.72322315	0.66613686	0.61570704	0.5710566	0.85702205	0.85883826	0.8900447	0.5195801	0.6535491	0.8857205	0.62705314	0.96666956	0.58841944	0.8489367	0.95618343
gebied/noun	0.9795892	0.94149446	0.77436984	0.86724484	0.8604501	0.94249994	0.94212776	0.75823396	0.9568225	0.92901945	0.94125867	0.98365265	0.950887	0.83017623	0.944589	0.9505568	0.9248809	0.5790558	0.80596685	0.91168374	0.98271483	0.9486756	0.983167	0.8609876	0.9233741	0.9203573	0.8991797	0.7592296	0.9432039	0.7526712	0.7734835	0.47625315	0.83824456	0.95882463	0.93297213	0.91488576	0.956371	0.8613735	0.91585475	0.9120061	0.61145973	0.8605032	0.9651186	0.94294924	0.92334884	0.96948546	0.66089547	0.7471837	0.8787118	0.9772639	0.99338794	0.9849383	0.83973616	0.9312328	0.84773356	0.9122235	0.6291571	0.9125498	0.7344468	0.96242565	0.89947444	0.9080951	0.95264906	0.95069814	0.8548436	0.9296569	0.8754397	0.9727973	0.9505699	0.8385359	0.82018083	0.8894057	0.8138811	0.83878005	0.97446793	0.57958	0.9485081	0.9200227	0.93634903	0.9302275	0.94918215	0.9870796	0.8158828	0.7443043	0.9685147	0.82205224	0.8645787	0.9664964	0.871299	0.8692367	0.8479375	0.9431105	0.71887827	0.80569124	0.66124284	0.9479662	0.8654928	0.0	0.924081	0.8788308	0.9439252	0.9558614	0.7902177	0.8147651	0.8310429	0.88843465	0.9839865	0.89662427	0.9420794	0.910418	0.78432834	0.5299617	0.88051987	0.91177607	0.8884422	0.6924455	0.6987947	0.9795256	0.93587923	0.942259	0.8757533	0.92611134	0.87918186	0.6065366	0.9003905	0.90578806	0.9485273	0.6883959
muis/noun	0.34323543	0.82537234	0.9940146	0.7954895	0.97469103	0.8066157	0.88324434	0.9465873	0.7840378	0.9567996	0.9336043	0.999291	0.961697	0.9085845	0.9105983	0.7779687	0.9320928	0.9581689	0.95821655	0.76932967	0.48598313	0.9354612	0.96337897	0.43166804	0.816866	0.7638926	0.7824005	0.5782988	0.9167365	0.80625486	0.85194486	0.9957486	0.80474806	0.7595465	0.8347784	0.91118544	0.8399278	0.9824966	0.84116685	0.8801695	0.82054055	0.8952461	0.78507054	0.9404959	0.96012086	0.80416375	0.7892068	0.92603815	0.9524493	0.7736534	0.9359319	0.9651464	0.95376396	0.9095463	0.8920369	0.9432536	0.9725261	0.8147782	0.92018485	0.74611145	0.8924231	0.88704	0.96407074	0.78378165	0.90980315	0.84698284	0.9152527	0.9773154	0.7425982	0.9690678	0.6733442	0.9149117	0.87355185	0.8093056	0.85886484	0.9712752	0.9640208	0.9721203	0.84567845	0.84595764	0.7936431	0.99505985	0.98075384	0.87664896	0.9557163	0.91469455	0.7185348	0.87936896	0.96573764	0.9034021	0.87200546	0.5641893	0.9813181	0.81971955	1.0	0.8697829	0.82562923	0.924081	0.0	0.95990795	0.93675566	0.86057794	0.9114367	0.84413445	0.93886966	0.9044856	0.94352984	0.8569548	0.81952083	0.95022905	0.9888903	0.9879309	0.8869403	0.93035084	0.79618996	0.840845	0.9730864	0.99872667	0.75845563	0.8288475	0.91447663	0.88897	0.798858	0.97501475	0.830395	0.8512869	0.945364	0.95010567
middenmoot/noun	0.99852836	0.9922485	0.85483897	0.91435105	0.9902476	0.99984616	0.99450475	0.9667621	0.99833995	0.988986	0.9909693	0.9717742	0.9980414	0.95065224	0.9743445	0.95131665	0.98598164	0.87827307	0.994538	0.9644562	0.96935713	0.45901996	0.9652406	0.9960964	0.9743083	0.89766407	0.98830396	0.9299894	0.9953676	0.98567384	0.9958695	0.9836447	0.9937789	0.9301852	0.83421063	0.9992722	0.9497987	0.9833299	0.9257255	0.9266363	0.73710203	0.9553679	0.99656564	0.9923974	0.9813688	0.99778664	0.9981276	0.8060353	0.99324775	0.9993341	0.98786056	0.9929042	0.9653257	0.99928564	0.9919228	0.9948193	0.95496994	0.8359343	0.86464864	0.997828	0.9870931	0.9989443	0.97479254	0.99473494	0.9229518	0.934697	0.99696505	1.0	0.92881566	0.9257252	0.9823294	0.9707752	0.93206555	0.9986338	0.98897034	0.9539546	0.99316627	0.9906049	0.7390337	0.9591362	0.9577374	0.782296	0.972794	0.99975574	0.9983833	0.9733358	0.95612645	0.80670524	0.88793755	0.9803129	0.9879365	0.98804927	0.9738917	0.98181534	0.9982654	0.97634465	0.9979533	0.8788308	0.95990795	0.0	1.0	0.99956125	0.9948907	0.94335294	0.96089816	0.95466846	0.5276145	0.96281326	0.9882593	0.95078874	0.98198694	1.0	0.9964849	0.8288391	0.9742493	0.95807004	0.86221755	0.48524916	0.9903799	0.9924506	1.0	0.99734837	0.8953095	0.9375311	0.98462147	0.93394125	0.9751508	0.86918974
graniet/noun	0.9602772	0.7114156	0.89905906	0.93084	0.8052722	0.7974721	0.79277015	0.7686129	0.97767675	0.8790841	0.29984736	0.9247	0.87538373	0.33847862	0.8242159	0.87317026	0.23072529	0.85852844	0.7390021	0.68471795	0.96243715	0.96376777	0.5807316	0.96292156	0.89738655	0.89912605	0.6229017	0.88032776	0.7160394	0.70614636	0.625316	0.90047264	0.6005863	0.88151443	0.86419827	0.34291887	0.92168677	0.34936088	0.717444	0.8764644	0.8591757	0.7093315	0.8858386	0.88893807	0.39985275	0.8524939	0.90741885	0.99717104	0.33134168	0.9547941	0.92596716	0.81381935	0.8911959	0.27960068	0.7748736	0.77979684	0.7875912	0.8939241	0.89879507	0.98570764	0.63679063	0.46379608	0.9379603	0.8953265	0.666895	0.9436745	0.2832433	0.9681849	0.8354423	0.88111424	0.82368535	0.9716552	0.61301786	0.4661309	0.8581259	0.980455	0.768	0.87413716	0.862245	0.84643096	0.8671018	0.96660846	0.9990634	0.8962416	0.23380804	0.5833229	0.92316294	0.84842235	0.8503052	0.77235156	0.88098645	0.7025378	0.7211714	0.6859559	0.9138986	0.6276975	0.6606974	0.9439252	0.93675566	1.0	0.0	0.9079351	0.8885109	0.87798	0.5494054	0.96043706	0.9453731	0.9587906	0.90798026	0.89094245	0.7747988	0.8254919	0.5886959	0.8617608	0.60160995	0.7571216	0.72690904	0.81736195	0.8983152	0.89043766	0.46395767	0.19930083	0.89677906	0.9311667	0.9324164	0.47101188	0.92542917	0.9451741
vuilniszak/noun	0.9432884	0.5983679	0.9586472	0.9672347	0.8130226	0.71866983	0.94093823	0.95106757	0.88242847	0.91291	0.82046294	0.9974542	0.92379034	0.8099309	0.7355653	0.9064968	0.88316447	0.9627359	0.8362429	0.625237	0.9000194	0.89520043	0.86889595	0.8585542	0.7112271	0.7244855	0.83360213	0.832796	0.90624547	0.7837843	0.674169	0.85028815	0.83792055	0.37367368	0.91094995	0.6722619	0.83277136	0.91092944	0.9528499	0.97915494	0.95599866	0.8604572	0.7272047	0.78704363	0.8017018	0.8801442	0.9484451	0.99010223	0.7794911	0.92586684	0.9890474	0.8878506	0.94907093	0.68990445	0.98701733	0.81184673	0.96185714	0.7654696	0.9984757	0.75640374	0.8643459	0.545444	0.9541352	0.66437864	0.8817722	0.73269445	0.7436467	0.88154763	0.674308	0.95470285	0.65387094	0.8061671	0.8221774	0.8433786	0.9229933	0.9375799	0.93267155	0.89063954	0.9930181	0.8908551	0.84044	0.9888852	0.9293376	0.8262475	0.85668707	0.82663155	0.81434596	0.77662444	0.8840497	0.826664	0.917816	0.42863345	0.9260757	0.57289577	0.9238804	0.7862412	0.8321102	0.9558614	0.86057794	0.99956125	0.9079351	0.0	0.8730179	0.7696569	0.56418943	0.88176787	0.920653	0.96764284	0.81822294	0.9003146	0.8923527	0.9427562	0.65005696	0.8798167	0.9534904	0.9562053	0.9690769	0.9964109	0.90312606	0.87595874	0.693267	0.7552694	0.7160125	0.96785367	0.9361744	0.7565917	0.9046435	0.9718768
hemel/noun	0.9384594	0.86992615	0.5640012	0.91369545	0.6363796	0.7133206	0.84170467	0.60885	0.98025036	0.9092253	0.85057175	0.99950373	0.7798855	0.7194873	0.837834	0.93086195	0.79351395	0.8432572	0.8235379	0.5648711	0.9391308	0.96970826	0.91403246	0.9910498	0.8741727	0.8191437	0.70921963	0.93636125	0.81423557	0.33920586	0.5090742	0.64403105	0.71123946	0.8208426	0.9666048	0.79361904	0.85539544	0.9068487	0.88966393	0.9040903	0.97898304	0.78072965	0.85544443	0.94146955	0.79477644	0.8456754	0.9070436	0.94917434	0.7736974	0.860136	0.8898999	0.9927062	0.9341987	0.6450956	0.9013089	0.87262654	0.6506721	0.94839	0.72608745	0.88722205	0.72224647	0.77372867	0.7357391	0.88098925	0.69642353	0.8472555	0.7834039	0.91524947	0.84402543	0.7302377	0.7710858	0.8979819	0.70623094	0.779358	0.9765771	0.903503	0.93544644	0.68329024	0.9162986	0.78281236	0.8950431	0.9886005	0.95654446	0.8072921	0.8506771	0.68695045	0.9752355	0.9590669	0.5695779	0.6657251	0.6138699	0.7742313	0.9460801	0.9211086	0.5310632	0.72946787	0.47462547	0.7902177	0.9114367	0.9948907	0.8885109	0.8730179	0.0	0.8438941	0.64129806	0.7031692	0.91025025	0.92064124	0.9360351	0.79420215	0.36699945	0.81290096	0.94670105	0.8236512	0.8453473	0.6231561	0.5326296	0.88641346	0.8956788	0.7841807	0.7944106	0.7583774	0.5460181	0.5982561	0.9558022	0.7548293	0.8986536	0.97295886
monster/noun	0.9472131	0.90047354	0.967638	0.9302014	0.82326293	0.8035137	0.83368784	0.8436918	0.9519555	0.82040274	0.7767303	0.99708056	0.68163794	0.7652993	0.82374454	0.87323993	0.925345	0.89103425	0.94630975	0.7683502	0.73012984	0.87682533	0.9650842	0.8763756	0.87704295	0.70435053	0.6101085	0.9034533	0.80859566	0.7939613	0.6691829	0.966103	0.80205035	0.729796	0.9545835	0.77317065	0.85070133	0.90068144	0.54744864	0.8829294	0.78592753	0.8144018	0.7345835	0.9051685	0.8000883	0.73220074	0.67125267	0.8797407	0.85089165	0.45291078	0.8831759	0.9533835	0.7917371	0.801672	0.8807601	0.8032568	0.88247824	0.8148437	0.9045348	0.8508691	0.782509	0.70742476	0.9395489	0.74076784	0.87195206	0.8103132	0.791693	0.9569363	0.80615175	0.7620926	0.79000294	0.8638314	0.7053681	0.74821985	0.9454595	0.9493917	0.84046817	0.8687109	0.8974898	0.71456134	0.7737471	0.9993821	0.9756755	0.6206639	0.8569026	0.8316392	0.8913167	0.72178406	0.81826174	0.7665256	0.7072995	0.56334674	0.79811144	0.8619531	0.89492875	0.87847275	0.81146437	0.8147651	0.84413445	0.94335294	0.87798	0.7696569	0.8438941	0.0	0.8184138	0.94315255	0.95864797	0.9328824	0.8675793	0.89416176	0.8304397	0.9813727	0.8034476	0.8645233	0.9050562	0.86434114	0.8470659	0.953823	0.82761	0.6671654	0.6932285	0.77336204	0.90224963	0.8882387	0.8520514	0.68374515	0.92337155	0.82611614
raam/noun	0.9367512	0.3428808	0.8360118	0.8390186	0.7650794	0.7372637	0.80825925	0.7585105	0.9666207	0.83946854	0.49734712	0.8951526	0.8367429	0.57026815	0.7259643	0.95245135	0.49527913	0.8623032	0.7398953	0.70403004	0.9510694	0.9071765	0.5256046	0.8733976	0.8606403	0.8464215	0.7642579	0.838179	0.8360565	0.54085755	0.54729253	0.7849313	0.5783287	0.6813699	0.8904261	0.39230776	0.9161572	0.7358923	0.82069385	0.94358194	0.9428686	0.7779777	0.80269146	0.97632587	0.3355062	0.87517697	0.86764026	0.9657645	0.3228793	0.9049256	0.95751417	0.82051826	0.9031867	0.41362804	0.9171931	0.79077715	0.8410888	0.8191924	0.90075314	0.91557044	0.67276484	0.41231692	0.8635603	0.8069468	0.75063944	0.87509036	0.34367245	0.8664835	0.801934	0.78801334	0.77674407	0.9004061	0.6590855	0.5294448	0.7560164	0.9391755	0.8634064	0.80989915	0.936654	0.8253429	0.8580016	1.0	0.95408326	0.9103408	0.48518038	0.6761948	0.9337733	0.8166324	0.7069094	0.6216802	0.8056966	0.541435	0.8032037	0.69563055	0.77209103	0.501297	0.5330298	0.8310429	0.93886966	0.96089816	0.5494054	0.56418943	0.64129806	0.8184138	0.0	0.95630926	0.9780932	0.9528831	0.8667835	0.8534606	0.7113389	0.9123741	0.5345322	0.84435225	0.7144965	0.7236225	0.81540626	0.8832574	0.8430686	0.8927032	0.5083245	0.44634217	0.80976355	0.89973205	0.92355746	0.50060344	0.9039231	0.8821181
dag/noun	1.0	0.9317698	0.40620667	0.8529197	0.86064494	0.72059983	0.999676	0.88438165	0.9626135	0.99562615	0.99668795	1.0	0.91364026	0.9115757	0.9847483	0.7367089	0.9567639	0.92695785	0.8561152	0.85328984	0.8645754	0.9928674	0.9718761	0.8692067	0.92900264	0.76011306	0.82196605	0.90558434	0.76149917	0.75651366	0.7340808	0.81817615	0.86487174	0.92029727	0.9818283	0.95500505	0.7627597	0.9873152	0.8102161	0.9296174	0.98944104	0.96094286	0.8247359	0.95726335	0.97664505	0.9377317	0.8782549	0.99971414	0.9660341	0.88753504	0.99901354	0.9863146	0.9800301	0.9139174	0.8596591	0.9311575	0.6867405	0.93123114	0.67926514	0.85055447	0.88859224	0.9421792	1.0	0.94322306	0.7186359	0.69107056	0.9733817	0.98449963	0.79954624	0.9939404	0.76109445	0.87426317	0.6231082	0.9178676	0.98713666	0.91727585	0.7997103	0.8732129	0.90214413	0.7791631	0.7493401	0.8261067	0.9558576	0.8976957	0.996883	0.9182969	0.9700946	0.9903608	0.59272933	0.8492827	0.97989	0.9020062	0.9101113	0.91703737	0.9517274	0.9809139	0.8166445	0.88843465	0.9044856	0.95466846	0.96043706	0.88176787	0.7031692	0.94315255	0.95630926	0.0	0.7749903	0.867645	0.9996138	0.9034039	0.6539202	0.82900316	0.95891744	0.81505334	0.8856857	0.8420639	0.7678107	0.8751969	0.94668293	0.9069383	0.92061585	0.9572009	0.81065357	0.5893477	0.9752344	0.9605628	0.96944493	0.99468774
seizoen/noun	1.0	0.9991922	0.6379751	0.8665776	0.87014395	0.9642318	0.9970657	0.7822387	0.95945036	0.99665666	0.9800705	0.9120372	0.9210271	0.98282295	0.99498796	0.89128345	0.98687875	0.99934554	0.9957909	0.9491349	1.0	0.7992341	0.9619149	0.99621093	0.9565077	0.9865238	0.9987892	0.9993541	0.9648284	0.9586013	0.9226003	0.9631845	0.9917654	0.96638584	0.8882584	0.98841166	0.95715135	1.0	0.99740785	0.98216385	0.7777897	0.950926	0.9647944	0.9698198	0.99901474	0.9080623	0.95264935	0.99523205	0.97314835	1.0	0.9970321	0.9682148	0.9628216	0.99236745	0.90717155	0.94537723	0.91557664	0.7793328	0.932795	0.96141875	0.9629191	0.9922686	0.99941814	0.9595297	0.8962726	0.99076355	0.99139106	1.0	0.94789606	0.9797303	0.9615289	0.99397975	0.9427251	0.96714556	0.9208629	1.0	0.9992388	0.96186787	0.77548355	0.97626585	0.98470795	0.9651287	0.99558175	0.9427163	1.0	0.92851895	0.9753245	0.99447215	0.9702062	0.982206	0.979059	0.93527585	0.9659873	0.9754875	0.8922432	0.9804617	0.9580195	0.9839865	0.94352984	0.5276145	0.9453731	0.920653	0.91025025	0.95864797	0.9780932	0.7749903	0.0	0.84502137	0.95994574	0.90821993	0.86968315	1.0	0.9981636	0.7941179	0.9233795	0.9455944	0.8081331	0.52108777	0.96750915	0.9778766	0.9698788	0.98250425	0.819681	0.99881035	0.95318896	0.921229	0.63206744	1.0
verleden/noun	0.9883806	0.9087447	0.8400964	0.8939563	0.7893966	0.8882558	0.8689259	0.8250659	0.9919847	0.9503812	0.965279	0.9976563	0.89818287	0.8410093	0.83912504	0.8304925	0.9149945	0.93443584	0.85796183	0.97434175	0.8178165	0.9923154	0.9743389	0.77843475	0.86946476	0.98851025	0.93717563	0.8334685	0.85993916	0.8609762	0.92059916	0.91352916	0.88933635	0.9584326	0.87405944	0.9435976	0.8988654	0.94616973	0.95936966	0.5522822	0.9111582	0.7761958	0.9654379	0.98830307	0.9621844	0.88890845	0.855	0.74276984	0.96926534	0.96284175	0.95909894	0.933658	0.8500978	0.93194276	0.8071386	0.9492142	0.78507906	0.99281275	0.82391834	0.99047893	0.89748645	0.9370881	0.86566466	0.9616258	0.8313731	0.85561097	0.91394204	1.0	0.83620155	0.7160945	0.9304482	0.8234289	0.7863295	0.9557643	0.9493993	0.88112354	0.8615752	0.98355126	0.9404814	0.85200745	0.80300593	0.9029098	0.8366792	0.9922529	0.9307556	0.8800848	0.60124743	0.9244696	0.85617447	0.8655919	0.95336777	0.9200145	0.9738812	0.7762375	0.9047853	0.89268774	0.8448446	0.89662427	0.8569548	0.96281326	0.9587906	0.96764284	0.92064124	0.9328824	0.9528831	0.867645	0.84502137	0.0	0.9698846	0.60800457	0.8503261	0.9818456	0.98232764	0.5436071	0.808399	0.77796304	0.82219446	0.93831676	0.9387017	0.94040227	0.94457096	0.97135764	0.7962926	0.89638907	0.9867948	0.829666	0.8483865	0.94075525
