	Flandria/noun	aan/adv	aangezicht/noun	aanvaardbaar/adj	achtergrond/noun	af_stand_DIM/noun	alleen/adv	allemaal/adv	alles/noun	aluminium/noun	ambtenaar/noun	annexeer/verb	anoniem/adj	asfalt/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	begeef/verb	bekleed/adj	beleef/verb	ben/verb	beroemdheid/noun	besta/verb	bestaan/noun	beton/noun	betonnen/adj	bij/noun	bijpassend/adj	blad/noun	blauw/adj	blijf/verb	blijf_over/verb	blik/noun	blok/noun	bos/noun	brij/noun	broek/noun	brommer/noun	brood/noun	bruin/adj	bureaucratisch/adj	bus/noun	chauffeur/noun	circuit/noun	contrast/noun	daarentegen/adv	dag/noun	dan/adv	deprimeer/adj	deur/noun	dien_op/verb	dik/adj	dito/adj	doek/noun	doem/verb	dompel_onder/verb	donkerblauw/adj	doods/adj	doos/noun	draag/verb	draai/verb	droog/adj	druk/noun	dun/adj	duur/adj	eerst/adv	eeuwig/adj	enerzijds/adv	enigszins/adv	erg/adj	even/adj	even/adv	figuur/noun	gans/adj	gans/noun	garnaal/noun	gast/noun	gat/noun	gebied/noun	gebouw/noun	gebreid/adj	gekleed/adj	genoemd/adj	gestoken/adj	gevel/noun	gevuld/adj	gewaad/noun	gewoon/adj	gezet/adj	gezicht/noun	glans/adj	glijd_af/verb	golf/noun	graniet/noun	groep_DIM/noun	groot/adj	haar/noun	haar_kleur/noun	handel/noun	hang/verb	heel/adj	heer/noun	helemaal/adv	hemel/noun	hersencellen/noun	hier/adv	hoed/noun	hoofd/noun	hout/noun	ideaal/noun	imago/noun	in/verb	inderdaad/adv	indrukwekkend/adj	inmiddels/adv	jas/noun	jongen/noun	kaal/adj	kapsel/noun	keurig/adj	kijk_uit/verb	kil/adj	kimono/noun	klap/noun	klassiek/adj	klei/noun	klein/adj	kleur/noun	kleurrijk/adj	kleurstof/noun	klinker/noun	kom_over/verb	kom_thuis/verb	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	kweek/verb	laat_achter/verb	landschap/noun	lang/adj	lauw/adj	leg_aan/verb	leven/noun	licht/noun	lig/verb	lok/noun	lucht/noun	luister/verb	lul/noun	maar/adv	man/noun	mantel/noun	marginaal/adj	marmer/noun	massa/noun	matras/noun	meest/adj	meter_lang/adj	midden/noun	middenmoot/noun	mist/noun	monster/noun	mooi/adj	morgen/adv	mouw/noun	muis/noun	muis_DIM/noun	muur/noun	naar/adj	natuur_steen/noun	nauwelijks/adv	neiging/noun	net/adv	neutraal/adj	nevel/noun	nevelig/adj	oase/noun	onaanzienlijk/adj	ongemerkt/adj	onopvallend/adj	ontkom/verb	ontsta/verb	onveilig/adj	opgetrokken/adj	oud/adj	outfit/noun	overheers/adj	overheers/verb	overweeg/adj	paar/noun	paars/adj	pak/noun	pantalon/noun	panter/noun	partij_kader/noun	patroon/noun	pijp/noun	plaats/noun	plafond/noun	plant_bak/noun	plastic/noun	plein/noun	poeder/noun	poes_DIM/noun	praat/adj	prachtig/adj	pruik/noun	raam/noun	rand/noun	regenachtig/adj	regenjas/noun	resistent/adj	rij/noun	rij/verb	rij_weg/verb	rimpel/noun	risotto/noun	robot/noun	rok_DIM/noun	ronk/adj	rood/adj	rook_gordijn/noun	rookwolk/noun	rot/noun	rug/noun	ruil_in/verb	rust/verb	saai/adj	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	schiet_door/verb	schilder/verb	schilder_af/verb	schud/verb	schuifel/verb	seizoen/noun	sfeer/noun	shirt/noun	sober/adj	sok/noun	somber/adj	soort/noun	stad/noun	start/noun	steeds/adv	steel/verb	steen/noun	stek/noun	stevig/adj	stijg_op/verb	stop/verb	straat/noun	streep_DIM/noun	strijk/verb	tand/noun	tapijt/noun	te/adv	tijdig/adj	til/verb	tint/noun	toelaatbaar/adj	tomaat/noun	trek_uit/verb	triestig/adj	uiterst/adj	uniform/adj	vaak/adj	veel/adj	veelal/adv	vele/adj	verander/verb	verdwijn/verb	vergeten/adj	verleden/noun	verlichting/noun	verontwaardigd/adj	verplaatst/adj	verschijn/verb	verschijning/noun	versier/verb	vertoon/verb	vest/noun	vet/adj	vilt/noun	vis/verb	vlakbij/adj	vloer/noun	vlucht_wagen/noun	voer_uit/verb	voor/noun	vooral/adv	voorgoed/adv	voorheen/adv	voorstad/noun	vooruitblik/noun	vriendelijk/adj	vrijwilliger_werk/noun	vrouw/noun	vuilniszak/noun	waar/noun	waas/noun	wandel_route/noun	wat/adv	wat/noun	water/noun	weer/adv	weer/noun	weg/adv	weg_werk/noun	wereld/noun	werkelijkheid/noun	wijk/verb	wijs/verb	wit/adj	wolf/noun	wolk/noun	wolkendek/noun	word/verb	zak/noun	zalm/noun	zeehond/noun	zie/verb	zie_uit/verb	zij/adv	zo/adv	zone/noun	zwart/adj
Flandria/noun	0.0	0.91471475	0.9600676	0.9820046	0.9444597	0.8441119	0.91182005	0.80788684	0.94386876	0.9205103	0.95160663	0.97833335	0.91627717	0.9021417	0.92724866	0.9220117	0.9500839	0.8719576	0.90951556	0.8992917	0.9724939	0.925452	0.9489936	0.97818184	0.9905467	0.8910399	0.8902449	0.9773903	0.94245255	0.9636392	0.9133883	0.9425668	0.9648623	0.92287725	0.9519756	0.9523109	0.96944255	0.95648366	0.881662	0.98308396	0.91662735	0.9398138	0.92452294	0.8649769	0.94964546	0.9595507	0.980821	0.9676168	0.87089074	0.94700325	0.91601753	0.96698374	0.92751646	0.9255459	0.9013654	0.9706691	0.9413086	0.9133308	0.8777582	0.9333311	0.9623092	0.9217975	0.96652794	0.9868996	0.9372431	0.9582642	0.9174179	0.9526924	0.9716082	0.9477571	0.8292933	0.76539135	0.94587165	0.98174334	0.9255787	0.98468953	0.97587264	0.9652198	0.8837019	0.9657097	0.8588922	0.93653387	0.95422214	0.9887481	0.9593382	0.7600757	0.95874256	0.9401379	0.8603562	0.97096175	0.8396769	0.8940895	0.9213935	0.95104206	0.88733304	0.946186	0.9718752	0.9264747	0.87179416	0.9942424	0.88938564	0.88704485	0.9709338	0.89786005	0.97190845	0.96756846	0.9064892	0.9532795	0.9408536	0.92263156	0.98774475	0.98972577	0.98406893	0.8979076	0.8815195	0.8533666	0.9505808	0.95494646	0.9047285	0.92981553	0.9097487	0.76594824	0.9511168	0.9292192	0.84349424	0.9298718	0.9287254	0.9522845	0.90596807	0.9254851	0.9246589	0.8412974	0.94524145	0.95806754	0.93469363	0.9430191	0.9302505	0.89604	0.87292355	0.91658163	0.9808736	0.9303858	0.9357628	0.9350922	0.96998084	0.97907895	0.9671176	0.8667095	0.93262875	0.9036846	0.9848293	0.9661851	0.92885256	0.9244847	0.9576299	0.9219976	0.9792671	0.90732634	0.9704563	0.94227743	0.9282715	0.8938827	0.9431722	0.9836277	0.9329566	0.9636413	0.88720316	0.96365404	0.9616469	0.95376164	0.9793813	0.8280066	0.8671385	0.8711357	0.9786513	0.9613575	0.9235804	0.9253156	0.9484677	0.9424421	0.9181261	0.8773728	0.9577639	0.8620748	0.9898781	0.98386467	0.9328025	0.8934417	0.8781024	0.936475	0.9739951	0.9656612	0.96107364	0.9656314	0.9416872	0.96095043	0.9434675	0.89773035	0.9318763	0.9263563	0.9717505	0.9840221	0.885525	0.922206	0.93797004	0.8879784	0.95045877	0.92237616	0.9593478	0.8786282	0.9232896	0.8350555	0.95523703	0.9386491	0.9523985	0.9769536	0.94096935	0.75270295	0.91421753	0.9126998	0.9354148	0.9265156	0.9371695	0.98575026	0.8478695	0.9725792	0.9563095	0.96249026	0.8798782	0.9588608	0.9546916	0.9259873	0.92140764	0.95875037	0.953314	0.94929314	0.94414335	0.8656666	0.999129	0.9653087	0.9263195	0.88634104	0.975734	0.92301595	0.9127192	0.93052024	0.891777	0.989942	0.9046384	0.9533316	0.9684228	0.9764158	0.8891627	0.94729525	0.95503134	0.9742466	0.9369237	0.92086065	0.8963537	0.91241926	0.9510324	0.8844911	0.9393439	0.9376403	0.97820145	0.9073686	0.9675279	0.94529575	0.9960066	0.90760297	0.99124384	0.9146611	0.94959223	0.9221302	0.9700841	0.9336393	0.948703	0.9214963	0.9362829	0.99706554	0.88649	0.9800976	0.95068353	0.94847697	0.93718743	0.8682628	0.88909894	0.9679821	0.96713984	0.95260876	0.9896294	0.9510652	0.9150256	0.8321171	0.75422597	0.96039724	0.90351236	0.9596181	0.95327765	0.9755573	0.960428	0.9021148	0.9804054	0.9747427	0.96946573	0.8968606	0.9114194	0.94486475	0.9006317	0.939035	0.94529766	0.87717974	0.9532278	0.76932085	0.8945175	0.95875996	0.9641524	0.90041435	0.9887726	0.915119	0.96586543	0.94296956	0.9527397	0.89163285	0.96802473	0.9656482	0.9414453	0.92992055	0.83062744	0.958648	0.89688396	0.9088312	0.9423286
aan/adv	0.91471475	0.0	0.94215894	0.9809046	0.8821602	0.88137186	0.9067371	0.8471091	0.90066344	0.90963495	0.93553805	0.92783725	0.7849421	0.85046464	0.8163427	0.8931489	0.80553186	0.8848515	0.80915946	0.8661072	0.94332117	0.9515805	0.6807519	0.9285605	0.9497297	0.8842008	0.8612421	0.9094723	0.801707	0.8667271	0.77855384	0.8925916	0.943146	0.7763673	0.90359527	0.8675738	0.8915707	0.76803887	0.8038893	0.9157898	0.7885581	0.9383691	0.6990501	0.7850029	0.88070273	0.94380796	0.8631053	0.8776922	0.85979056	0.88833374	0.8184475	0.9184202	0.77186996	0.8259548	0.7591438	0.9383603	0.93829	0.7417317	0.87650514	0.8299402	0.79452366	0.85188913	0.8911201	0.91178757	0.81066895	0.8299825	0.90279853	0.87392557	0.93258196	0.95529	0.95942867	0.79316443	0.86196494	0.83345973	0.83793545	0.90535694	0.9247243	0.82995886	0.83732784	0.9328745	0.9186741	0.8859654	0.73701984	0.8603516	0.8003715	0.856207	0.75775504	0.87901133	0.7531111	0.8080678	0.89863986	0.81450486	0.9237965	0.8547976	0.9195003	0.74147034	0.900896	0.8438777	0.92793006	0.93563724	0.7294344	0.8541049	0.67834216	0.90655744	0.8523108	0.95426875	0.7845222	0.78574145	0.7983097	0.84291834	0.96836585	0.92188495	0.8646871	0.9155775	0.89718676	0.85144585	0.69014883	0.7504723	0.81807554	0.8546568	0.6551925	0.9314995	0.8828834	0.8739969	0.92285585	0.86609066	0.8855093	0.88381094	0.8396813	0.85166717	0.906862	0.7864779	0.9437126	0.8783398	0.80707437	0.83627653	0.85995305	0.8479501	0.7780274	0.89148104	0.9592118	0.79557455	0.84616363	0.7575613	0.9132421	0.9104519	0.928674	0.84221506	0.7584471	0.8832975	0.8683579	0.88858014	0.91856945	0.8936923	0.71797395	0.8678663	0.921731	0.86338294	0.79737264	0.84236646	0.9075939	0.81760836	0.86008745	0.8572958	0.8923486	0.93074435	0.8660344	0.94644094	0.79970396	0.8997231	0.94372135	0.78363043	0.8870072	0.91268873	0.9158489	0.9380793	0.8215946	0.9212942	0.92377484	0.9344069	0.9051977	0.923665	0.73384273	0.8250321	0.89621985	0.96438384	0.8549472	0.8733813	0.7556657	0.81031513	0.9066764	0.9245943	0.91023123	0.80858827	0.85692406	0.7475178	0.7975282	0.9545685	0.9152558	0.8604973	0.8398801	0.92672515	0.8291424	0.9216571	0.7957108	0.89081323	0.87107617	0.92411894	0.779606	0.86615574	0.84747857	0.8045387	0.8145181	0.8705762	0.6623678	0.9783468	0.73376966	0.7736056	0.8430451	0.9539496	0.9822251	0.89677185	0.77332604	0.85229826	0.8067987	0.89391464	0.8823662	0.872228	0.66687703	0.9173021	0.8149464	0.87433714	0.9039274	0.89662313	0.8400494	0.9503583	0.91600794	0.84896255	0.9656402	0.85284823	0.54640335	0.91330534	0.9214799	0.8562717	0.898372	0.7665061	0.8821031	0.8618843	0.90902853	0.8884111	0.87866604	0.7808411	0.8256684	0.89497477	0.84898484	0.91894263	0.79162353	0.7059567	0.8601343	0.89127845	0.9009506	0.868628	0.84521323	0.8795571	0.881981	0.84274423	0.9550199	0.90338534	0.85081375	0.9076093	0.85153097	0.8847584	0.8762224	0.87198585	0.851898	0.8140895	0.98157066	0.8630647	0.8567972	0.942404	0.90421176	0.8211297	0.9320097	0.835395	0.8466832	0.88702196	0.90071964	0.81098837	0.91004384	0.9186817	0.8760375	0.88052714	0.81458175	0.78622305	0.93908405	0.8364118	0.9336989	0.9302932	0.83579683	0.93228906	0.9451037	0.8711338	0.957547	0.75814116	0.745309	0.86837006	0.8799041	0.9633945	0.8379787	0.92369455	0.860816	0.7173836	0.8697817	0.85690784	0.8314276	0.90183365	0.970822	0.93787	0.9412993	0.75283	0.9553602	0.8766376	0.9246533	0.9279478	0.742891	0.94578665	0.9411788	0.8155123	0.8814984	0.3226884	0.92325634	0.9275837	0.77224934
aangezicht/noun	0.9600676	0.94215894	0.0	0.93376595	0.6547239	0.947934	0.8963445	0.8513328	0.8213945	0.8464414	0.95198244	0.9591513	0.9369354	0.717051	0.72755075	0.8261634	0.88602155	0.89392996	0.8296141	0.87529314	0.97157013	0.85077983	0.88805926	0.89274985	0.8755639	0.7448323	0.81672347	0.8727811	0.88322574	0.87964994	0.7143986	0.7996154	0.8343152	0.7779841	0.8846296	0.8084458	0.83701015	0.82920563	0.9050148	0.8834858	0.7502033	0.8551748	0.8015649	0.8033521	0.8475004	0.77830523	0.83246326	0.90872556	0.90337014	0.86308056	0.8516519	0.87589926	0.6977445	0.8417578	0.7239013	0.79240835	0.83157563	0.82797456	0.8457619	0.86248183	0.79737735	0.9463147	0.7563158	0.9545147	0.7642751	0.89007705	0.8569708	0.75274706	0.90340704	0.7440387	0.8645047	0.89603007	0.8126358	0.8468096	0.9006507	0.67918694	0.9517671	0.9132167	0.8032363	0.83808315	0.7845626	0.8718827	0.7951876	0.8784871	0.8068501	0.77980536	0.8581565	0.8180288	0.90898955	0.79345644	0.59740007	0.77643704	0.90942913	0.80085564	0.8380388	0.9103514	0.7340422	0.7023678	0.8232013	0.916977	0.7448343	0.7977137	0.90040505	0.8687348	0.72423786	0.7926964	0.83439016	0.82238877	0.71389663	0.83313596	0.7844337	0.7599348	0.89057904	0.88565147	0.8605806	0.8619908	0.81794834	0.8772608	0.63802147	0.7924947	0.85385776	0.88979685	0.7598405	0.9177222	0.53545976	0.8873321	0.80076164	0.8640702	0.7158023	0.8480355	0.8142304	0.8074273	0.8711122	0.8677798	0.8813674	0.8574724	0.7926718	0.73652864	0.89693284	0.7892226	0.82472	0.78531134	0.6163721	0.8852421	0.90439725	0.8502215	0.8014394	0.7467636	0.79396355	0.85269254	0.75443035	0.9713081	0.89726853	0.91717243	0.7356539	0.8153298	0.9575674	0.85047114	0.7843306	0.88211423	0.90635943	0.81162643	0.82245	0.96925664	0.7493995	0.8749421	0.82617104	0.8831275	0.91595167	0.8242705	0.9105124	0.7960813	0.8959483	0.85949427	0.75863314	0.7703662	0.9292791	0.8655672	0.7526984	0.8623653	0.85090864	0.95287687	0.85334235	0.85565585	0.87130326	0.74920785	0.8700856	0.83352625	0.84494394	0.7898771	0.7887034	0.83149683	0.84590006	0.8097641	0.77148473	0.808045	0.90428907	0.8844904	0.957552	0.80824566	0.80572754	0.8957315	0.7711456	0.88566995	0.84989244	0.799302	0.829515	0.87609947	0.8606814	0.8293499	0.7876558	0.7373396	0.8476523	0.8596401	0.83396554	0.9589936	0.93089306	0.8777241	0.848661	0.6264088	0.95429564	0.77139187	0.843253	0.8548749	0.75435364	0.9226536	0.6914389	0.96493006	0.6721997	0.76864606	0.86553735	0.84254515	0.92556006	0.8681947	0.8341708	0.9917028	0.8631948	0.7083789	0.9081904	0.8265412	0.8926423	0.93972385	0.8018375	0.83180285	0.7969613	0.8423692	0.7356011	0.8652054	0.77954775	0.92849004	0.84191155	0.83416235	0.71118116	0.92955947	0.75051403	0.7245805	0.8560944	0.8437392	0.74829435	0.7508932	0.86906254	0.777038	0.85384154	0.83322597	0.78383964	0.7240995	0.9498061	0.837688	0.8365533	0.90908706	0.90348095	0.7400255	0.8828189	0.8296595	0.8782833	0.8323723	0.7208823	0.58931184	0.90785086	0.838421	0.84663266	0.95563436	0.95589113	0.75899875	0.8439376	0.8628503	0.75384504	0.87911403	0.66268194	0.8779526	0.89962894	0.7388314	0.84333456	0.8891946	0.87764084	0.9361033	0.8576803	0.6646819	0.8687622	0.9253856	0.86837274	0.8081845	0.9843865	0.763007	0.8192778	0.936709	0.7588802	0.96320117	0.83222336	0.90322304	0.8226525	0.8765669	0.8639955	0.7947689	0.8679254	0.76810735	0.8236132	0.75342727	0.88826054	0.71854305	0.8779278	0.6329256	0.8224186	0.8145038	0.8198664	0.86446977	0.9602055	0.75612634	0.76474565	0.9482181	0.8583666	0.8660665	0.739048
aanvaardbaar/adj	0.9820046	0.9809046	0.93376595	0.0	0.87204313	0.9545551	0.8838146	0.9140803	0.91899145	0.9601598	0.95792663	0.93447226	0.8693799	0.931465	0.90797496	0.8975465	0.8525307	0.9443189	0.7993895	0.9441997	0.8783521	0.7762562	0.95935285	0.7817387	0.8726599	0.9316998	0.9621957	0.89333904	0.87526286	0.9458525	0.8621401	0.76733017	0.9238414	0.8787632	0.9417571	0.9315736	0.83578575	0.94621664	0.95564103	0.91442937	0.8623946	0.92260396	0.97283566	0.92161596	0.9194487	0.8085532	0.7752874	0.9225669	0.8858057	0.9274721	0.9575958	0.8108445	0.9058053	0.8974757	0.93917674	0.95965695	0.9594128	0.9134639	0.9204296	0.8763603	0.9137953	0.88481736	0.8369309	0.90839434	0.8736042	0.8779481	0.9272392	0.8904092	0.8316449	0.7567831	0.85123134	0.88670415	0.9288108	0.8490393	0.8138988	0.9353827	0.80325615	0.7548882	0.9440733	0.84972423	0.9492628	0.9682438	0.9015504	0.9273765	0.9058349	0.9406981	0.8496871	0.9456439	0.8706699	0.8302263	0.8801562	0.93444836	0.9699476	0.94694006	0.9729561	0.9775897	0.8939829	0.9375964	0.93944097	0.8724977	0.8933901	0.9028737	0.92996866	0.9083975	0.9364775	0.9286807	0.8827569	0.9047899	0.9440386	0.93981063	0.932458	0.83617043	0.93169254	0.7819935	0.9267681	0.88976955	0.9247402	0.89315265	0.9269931	0.8892581	0.89270216	0.955528	0.9011064	0.9933989	0.9319627	0.8804566	0.92875254	0.89094096	0.8931172	0.84897166	0.94384724	0.95978725	0.86204135	0.905598	0.96655405	0.93416315	0.9840635	0.934714	0.95858055	0.93137586	0.86804205	0.89441526	0.92158115	0.9536101	0.73757136	0.94277924	0.83103096	0.9010515	0.7837578	0.978835	0.85003865	0.95752436	0.9627422	0.81795865	0.92724955	0.92535526	0.9454598	0.93304074	0.8957501	0.92705894	0.87971777	0.9408601	0.8824588	0.9573292	0.93391144	0.8646854	0.8984472	0.9008895	0.9333815	0.9134139	0.928835	0.9514209	0.8917188	0.9299282	0.8493952	0.83256483	0.9062986	0.72102004	0.9429276	0.9451411	0.933181	0.98478854	0.9283217	0.8403584	0.95495564	0.8752844	0.9350412	0.91529566	0.92192566	0.9088823	0.9445298	0.8805266	0.8622296	0.9343493	0.88893116	0.91210866	0.89734167	0.9183605	0.96199536	0.9052403	0.9501657	0.95373863	0.869035	0.9906075	0.9109813	0.9191074	0.9554883	0.94864625	0.9212985	0.906497	0.9105434	0.9508223	0.75867915	0.90201944	0.9088168	0.90923166	0.9611481	0.9453769	0.9585937	0.9185934	0.9128238	0.9389561	0.9178794	0.93718207	0.8912761	0.99226844	0.94379056	0.953271	0.9065127	0.8633989	0.80652106	0.85949284	0.96349144	0.9726234	0.8515558	0.64572215	0.9047993	0.93860424	0.9166944	0.9266384	0.9644976	0.86449194	0.79972196	0.8967719	0.8807501	0.9655913	0.9030322	0.8131802	0.9112028	0.9192754	0.86960375	0.95361763	0.94356656	0.95430416	0.9284845	0.9050924	0.9642519	0.9177365	0.96196586	0.93269646	0.89367783	0.8862148	0.8689457	0.9580325	0.84812135	0.8895165	0.50427127	0.8656737	0.9653802	0.9347713	0.79389954	0.8550916	0.8690356	0.8736972	0.8121748	0.9175222	0.84124196	0.9554409	0.88930774	0.96462125	0.8420436	0.86489093	0.93695116	0.8996753	0.86930966	0.84370923	0.83936405	0.9211292	0.87440526	0.946477	0.84287274	0.9740703	0.93656695	0.983014	0.8411898	0.9819542	0.9144195	0.94778	0.9360895	0.9535374	0.89247024	0.85530794	0.7424857	0.9434278	0.93199944	0.8992274	0.9706422	0.95623213	0.85432523	0.8708924	0.82348454	0.9019824	0.895878	0.8546631	0.97527015	0.898812	0.68772715	0.833881	0.9411025	0.8667908	0.82216185	0.9058448	0.9101037	0.85455585	0.9320716	0.8287512	0.8980485	0.9381866	0.8861887	0.9869197	0.8310974	0.7181708	0.8865793
achtergrond/noun	0.9444597	0.8821602	0.6547239	0.87204313	0.0	0.9266628	0.7885771	0.77224326	0.80043703	0.8107502	0.8128121	0.86715794	0.7615844	0.7520438	0.67243123	0.7198189	0.8286837	0.74628437	0.8145684	0.7309533	0.8040234	0.7532587	0.77418697	0.71024793	0.72541106	0.71271	0.7807444	0.770998	0.63661623	0.68740404	0.5181134	0.76064956	0.6477597	0.64068437	0.7534986	0.73171836	0.72998667	0.67802554	0.791039	0.836182	0.5129393	0.8056006	0.7975904	0.8415175	0.7920109	0.532916	0.7201996	0.913165	0.84838116	0.7207552	0.79970413	0.79387844	0.63961685	0.68233716	0.47530586	0.7722411	0.6706896	0.59388477	0.76896495	0.6783691	0.64539886	0.8899568	0.68005264	0.86628896	0.6127502	0.8421513	0.81871545	0.72301126	0.7584891	0.68691915	0.81521726	0.7724692	0.64387786	0.52817935	0.9179936	0.7677182	0.9514922	0.8187555	0.76495785	0.7875533	0.7166133	0.7508041	0.51301384	0.7991243	0.6150665	0.5732255	0.68277895	0.5949602	0.83115256	0.66109824	0.48196608	0.53845847	0.8021305	0.6326782	0.73833483	0.7287264	0.7558811	0.6245333	0.7469342	0.870317	0.6076435	0.8408564	0.7366571	0.7778115	0.5817522	0.87898207	0.7464584	0.70921385	0.70855826	0.6915793	0.7416118	0.7460022	0.88592595	0.7830418	0.6193296	0.7597659	0.6529602	0.77026516	0.5298665	0.66471934	0.63277453	0.8562647	0.6961206	0.7227926	0.81019634	0.62226677	0.66929066	0.6990583	0.41104215	0.53043664	0.7296725	0.7247788	0.67747164	0.8049648	0.82829773	0.7197261	0.70060015	0.6766885	0.6702283	0.70172775	0.833387	0.7213813	0.4879558	0.7638732	0.77787054	0.86110127	0.74424237	0.5286931	0.7990704	0.72294635	0.5764911	0.802454	0.9134893	0.8291795	0.6965033	0.6109127	0.7663915	0.64634454	0.6601984	0.8229218	0.7217876	0.8127823	0.6361202	0.91226906	0.6644939	0.7598506	0.6241089	0.88468665	0.74388313	0.759208	0.7940338	0.6177157	0.7369424	0.67020583	0.8432435	0.744375	0.82942414	0.6573945	0.6544603	0.790752	0.6786165	0.89357036	0.73973054	0.5512718	0.79975855	0.7038939	0.84870946	0.71898896	0.776018	0.6487613	0.61295164	0.57205355	0.6073749	0.7951796	0.5580814	0.59087956	0.6907271	0.7977802	0.91078585	0.5615537	0.74261063	0.9166064	0.63355106	0.86173034	0.73850745	0.7159794	0.64478457	0.7507404	0.7689644	0.52717674	0.63655716	0.6746282	0.6896979	0.75995934	0.6382952	0.94206315	0.7463175	0.81309044	0.77653617	0.7343092	0.886389	0.6601175	0.66016567	0.7411308	0.59896195	0.7361766	0.67711663	0.8721645	0.76306844	0.68117464	0.8873724	0.6157283	0.8724988	0.59173137	0.7460494	0.89949113	0.7758472	0.4794008	0.79342175	0.8583821	0.77409196	0.92193997	0.6322675	0.61975807	0.49679726	0.7375219	0.5678301	0.7628467	0.78254855	0.8973629	0.79831445	0.8077352	0.68372357	0.9469897	0.7610228	0.6813166	0.8748885	0.7793966	0.5003209	0.78316814	0.7529211	0.5284075	0.8594786	0.87175775	0.90162706	0.4270445	0.86133	0.8111378	0.84711385	0.79544616	0.6526632	0.7029466	0.7443175	0.84471774	0.645993	0.7162188	0.72208786	0.6344016	0.76595587	0.7728716	0.8138919	0.8109051	0.91455734	0.6871233	0.56147707	0.64884895	0.67127675	0.7551344	0.6571515	0.7499409	0.9047087	0.8302745	0.6465013	0.7109971	0.8348804	0.90324247	0.7748597	0.78413296	0.6804664	0.7976596	0.79736423	0.67540133	0.9252306	0.73874253	0.8130603	0.81173664	0.69107676	0.93761355	0.6802168	0.8550399	0.7599197	0.7755383	0.79232305	0.8003721	0.9668354	0.81567985	0.7211175	0.8062413	0.86143005	0.5003197	0.8027112	0.5707189	0.70412946	0.8928603	0.7481396	0.83286786	0.90064436	0.6712692	0.5920598	0.89577764	0.7649933	0.6661477	0.5424335
