	kort/adj	tint/noun	radio/noun	gevuld/adj	ontsta/verb	klinker/noun	glans/adj	schakering/noun	voer_uit/verb	doelloos/adj	ontkom/verb	word/verb	doem/verb	voetpad/noun	bus/noun	vannacht/adv	lul/noun	huisvrouw/noun	bos/noun	vlucht_wagen/noun	kabeljauw/noun	zo/adv	luister/verb	gans/noun	voorstad/noun	praat_programma/noun	verkrijg/verb	fiscaal/adj	arbeid/noun	laat_achter/verb	stek/noun	bekleed/adj	nogal/adv	blauw/adj	zon/noun	massa/noun	dof/adj	ruimte/noun	sober/adj	naar/adj	werkelijkheid/noun	pak/noun	schelp/noun	kom_thuis/verb	kil/adj	hemel/noun	haar/noun	stoom/noun	vuilniszak/noun	eerst/adv	risotto/noun	gebouw/noun	leid/verb	asfalt/noun	hoed/noun	somber/adj	enerzijds/adv	trap/noun	klap/noun	politicus/noun	vest/noun	geverfd/adj	schuifel/verb	robot/noun	achtergrond/noun	legende/noun	natuur_steen/noun	schrijfster/noun	heks/noun	in/verb	lauw/adj	rood/adj	gebakken/adj	gestoken/adj	sta_open/adj	partij_kader/noun	bevind/verb	inmiddels/adv	wolf/noun	klei/noun	Flandria/noun	passief/adj	verschijn/verb	doek/noun	baard/noun	vaak/adj	kast/noun	blik/noun	waas/noun	straat/noun	kleurrijk/adj	meter_lang/adj	dik/adj	groen/adj	contrast/noun	gebreid/adj	onverstaanbaar/adj	overweeg/adj	overhemd/noun	steeds/adv	wijk/verb	bastion/noun	overheers/adj	bouw_put/noun	uiterst/adj	strak/adj	versier/verb	leven/noun	onaanzienlijk/adj	name/noun	seizoen/noun	veelal/adv	muur/noun	brij/noun	wereld/noun	rij_weg/verb	droog/adj	verdwijn/verb	plastic/noun	aangezicht/noun	bad/noun	zie_uit/verb	zie/verb	poeder/noun	blad/noun	start/noun	vrijwilliger_werk/noun	tomaat/noun	rook_gordijn/noun	enigszins/adv	gegeerd/adj	allemaal/adv	bij/noun	doods/adj	nauwelijks/adv	te/adv	bijpassend/adj	brommer/noun	hier/adv	landschap/noun	kruid/noun	schemer_zone/noun	aluminium/noun	lucht/noun	paars/adj	heb_over/verb	gevel/noun	hout/noun	geparkeerd/adj	dompel_onder/verb	neiging/noun	kompaan/noun	zwart/adj	vlakbij/adj	gedaanteverwisseling/noun	alles/noun	draai/verb	toelaatbaar/adj	eeuwig/adj	aan/adv	dan/adv	steel/verb	ruim/verb	lang/adj	bestaan/noun	bak/noun	kuif/noun	steen/noun	zak/noun	pijp/noun	vol/adj	heer/noun	patroon/noun	opwindend/adj	vis/verb	dun/adj	hobbel/verb	tapijt/noun	heel/adj	breed/adj	muis_DIM/noun	ontvreemd/verb	weg_werk/noun	deprimeer/adj	deur/noun	marmer/noun	ideaal/noun	zone/noun	rok_DIM/noun	bruin/adj	bril/noun	bijna/adv	gans/adj	handel/noun	stad/noun	kop_DIM/noun	gekleed/adj	berg/verb	rijzig/adj	kleur/noun	vilt/noun	vloer/noun	imago/noun	sok/noun	soort/noun	rest_afval/noun	voor/noun	licht/noun	parkeer_plaats/noun	annexeer/verb	morgen/adv	gezicht/noun	golf/noun	kous/noun	groep_DIM/noun	neutraal/adj	truc/noun	pantalon/noun	aanvaardbaar/adj	beton/noun	hoofd/noun	streng/noun	kolk/adj	jongen/noun	matras/noun	wolkendek/noun	dader/noun	ben/verb	garnaal/noun	verontwaardigd/adj	oase/noun	gedistingeerd/adj	tijdig/adj	voorgoed/adv	wijs/verb	uniform/adj	af_stand_DIM/noun	groot/adj	zijden/adj	keurig/adj	tamelijk/adj	gewoon/adj	gewaad/noun	besta/verb	anoniem/adj	draag/verb	vooral/adv	daarentegen/adv	kaal/adj	complex/noun	vriendelijk/adj	plein/noun	tand/noun	stenen/adj	kweek/verb	prachtig/adj	stropdas/noun	herinner/verb	oog/noun	conservatief/adj	gewillig/adj	alleen/adv	rookwolk/noun	zeehond/noun	mistig/adj	vrouw/noun	inhoud/noun	vooruitblik/noun	paar/noun	hip/adj	arbeid_markt/noun	oud/adj	verlichting/noun	oprit/noun	ronk/adj	lig/verb	wat/noun	bedrukt/adj	sanitair/noun	ambtenaar/noun	raam/noun	man/noun	hang/verb	krul/noun	figuur/noun	mouw/noun	panter/noun	pruik/noun	duur/adj	vertoon/verb	kimono/noun	verschijning/noun	meestal/adv	publiek/noun	rand/noun	gast/noun	fotografeer/verb	oorspronkelijk/adj	zucht/noun	even/adj	bureaucratisch/adj	wat/adv	kom_over/verb	betonnen/adj	bewindsvrouw/noun	rug/noun	weer/noun	zalm/noun	stijg_op/verb	dien_op/verb	blijf/verb	rimpel/noun	security/noun	sta/verb	vet/adj	zee/noun	midden/noun	rot/noun	kijk_uit/verb	regenjas/noun	stop/verb	veel/adj	folkloristisch/adj	brood/noun	regen_zone/noun	verander/verb	rij/noun	bloem_DIM/noun	vele/adj	basketbal/noun	chauffeur/noun	broek/noun	wit/adj	glijd_af/verb	rest/noun	val/verb	beleef/verb	klassiek/adj	stevig/adj	hemd/noun	poes_DIM/noun	vul/verb	frontaal/adj	ooit/adv	marginaal/adj	wolk/noun	praat/adj	krijt_streep/noun	verder/adv	nevelig/adj	kapsel/noun	plaats/noun	industrieel/adj	stemmig/adj	lok/noun	dag/noun	tik/verb	kubus/noun	erg/adj	beroemdheid/noun	even/adv	indrukwekkend/adj	haar_kleur/noun	druk/noun	schiet_door/verb	rij/verb	strijk/verb	monster/noun	ongemerkt/adj	hoeveelheid/noun	kijk/verb	muis/noun	expressie/noun	schilder/verb	baard_DIM/noun	help_mee/verb	boom_rij/noun	maar/adv	gebied/noun	leg_aan/verb	noordwesten/noun	ruil_in/verb	zwart_wit/noun	(/noun	blijf_over/verb	hoekig/adj	mist/noun	wandel_route/noun	omlijsting/noun	plafond/noun	streep_DIM/noun	trek_uit/verb	nevel/noun	dito/adj	schud/verb	zit/verb	genoemd/adj	almaar/adv	tovenaar/noun	overheers/verb	gezet/adj	vergeten/adj	regenachtig/adj	rust/verb	doos/noun	shirt/noun	fris/adj	dijk/noun	waar/noun	klein/adj	inderdaad/adv	mooi/adj	haal/noun	voorheen/adv	outfit/noun	middenmoot/noun	voor_gerecht/noun	dynamisch/adj	evengoed/adv	onopvallend/adj	verleden/noun	kleurstof/noun	triestig/adj	spijkerbroek/noun	hersencellen/noun	circuit/noun	helemaal/adv	net/adv	sfeer/noun	weer/adv	weg/adv	plant_bak/noun	zij/adv	gat/noun	donkerblauw/adj	blok/noun	huis/noun	jas/noun	schilder_af/verb	heftig/adj	til/verb	opgetrokken/adj	meest/adj	water/noun	resistent/adj	graniet/noun	overspoel/verb	onveilig/adj	mantel/noun	beklim/verb	begeef/verb	verplaatst/adj	saai/adj	plas/noun
kort/adj	0.0	0.6867478	0.92709404	0.8162671	0.9116235	0.80155665	0.6061678	0.88538885	0.88829875	0.81132674	0.9400853	0.89314413	0.8843861	0.8821955	0.93006146	0.9441265	0.77841663	0.8261403	0.8107098	0.9507347	0.905911	0.8338554	0.89599687	0.9187084	0.9716344	0.9248878	0.91768646	0.97131	0.94764763	0.89026976	0.9570438	0.8765497	0.7995806	0.5640016	0.86662406	0.8229497	0.67829436	0.91868734	0.7312323	0.7442132	0.8921803	0.4965875	0.8609415	0.86213857	0.85571736	0.8867489	0.47200048	0.8625879	0.84269744	0.9216842	0.90519226	0.88431716	0.84804124	0.8026142	0.5075674	0.8158691	0.8394022	0.8449819	0.9247371	0.9456931	0.47501206	0.64878774	0.6861727	0.89889556	0.8405707	0.9229751	0.84983665	0.9123287	0.9274656	0.80604124	0.90071636	0.50625813	0.78193355	0.64646316	0.8086199	0.94098216	0.9454151	0.8789168	0.9199639	0.79968417	0.9778846	0.88036215	0.84025514	0.7584323	0.4913243	0.81949925	0.6738194	0.71497554	0.880723	0.8507358	0.740536	0.7318733	0.591226	0.69073105	0.81094044	0.5809039	0.8607328	0.820757	0.564288	0.8476341	0.92823243	0.924735	0.8648462	0.942989	0.7723189	0.43683475	0.8403776	0.88273394	0.9107823	0.95610666	0.8967736	0.72311234	0.8422374	0.880308	0.90130925	0.9304293	0.7769975	0.8619627	0.7688284	0.8570353	0.8230089	0.62899315	0.8619539	0.80177176	0.8299639	0.9526746	0.9663073	0.8859613	0.9227137	0.8172376	0.95051515	0.8039929	0.807469	0.8813789	0.8404796	0.69282603	0.42884803	0.9410158	0.90588236	0.88430715	0.9083741	0.92045534	0.87794363	0.82047313	0.5206981	0.87316555	0.8493989	0.79365623	0.9538399	0.86179364	0.7824426	0.88765496	0.49430144	0.9777667	0.9620282	0.8832582	0.85628736	0.9747822	0.7702124	0.7601093	0.8595755	0.750875	0.91002285	0.42369866	0.9120999	0.88222146	0.6893523	0.8382149	0.6974293	0.5057185	0.8501702	0.71416545	0.74865675	0.7147328	0.903246	0.4918365	0.9485927	0.8765242	0.8261906	0.62425786	0.9195825	0.89152753	0.9798607	0.8596115	0.9444475	0.93081784	0.90226424	0.9388059	0.5014231	0.53090036	0.5195923	0.85259235	0.91204274	0.8799683	0.9568994	0.8058597	0.51646054	0.9550361	0.7812392	0.61063266	0.8361669	0.85060906	0.8835125	0.58567345	0.8024482	0.9305186	0.9775472	0.912238	0.9011163	0.9319556	0.950131	0.6796627	0.77169967	0.48021823	0.8834908	0.8301415	0.7782795	0.5925127	0.94954485	0.80275655	0.69948065	0.70238703	0.8917663	0.6077367	0.87015855	0.8778275	0.9040009	0.8898967	0.9262716	0.7378578	0.9238093	0.66817904	0.90531844	0.8939424	0.9017891	0.83885854	0.9820239	0.89682573	0.50592464	0.53288555	0.8085326	0.80658054	0.62224424	0.89103067	0.8982949	0.38377827	0.88632816	0.8346372	0.69317347	0.8902973	0.7677171	0.8836689	0.699959	0.8313934	0.92623574	0.7168517	0.57504356	0.8601991	0.70610905	0.8558049	0.85268694	0.8114796	0.90627074	0.9510129	0.9302526	0.5972036	0.8701906	0.95442927	0.6888029	0.52533674	0.92955405	0.834502	0.91098106	0.8821819	0.8673466	0.8967831	0.87838763	0.80316603	0.9822817	0.9803718	0.8954417	0.6326458	0.6983707	0.61106956	0.7624508	0.51696616	0.9205762	0.51650536	0.8340496	0.8085362	0.6687089	0.73530334	0.6904028	0.93427604	0.8294365	0.8363085	0.8545445	0.8837921	0.9152546	0.8053496	0.94544625	0.7404355	0.8613384	0.78510493	0.90197784	0.70559907	0.845842	0.88939023	0.8776882	0.8655498	0.9167468	0.6873324	0.86766183	0.8705579	0.7327717	0.8675114	0.78568375	0.7962973	0.87635964	0.65516657	0.8538825	0.8483628	0.7888135	0.8353313	0.93084204	0.8127844	0.8157829	0.82559437	0.91574717	0.87916577	0.9204297	0.43977052	0.5344633	0.8076476	0.8978191	0.910578	0.8984512	0.66856205	0.6950737	0.49533945	0.9033324	0.8299972	0.893839	0.8301125	0.8431804	0.81821585	0.8544854	0.7002659	0.95409775	0.94126105	0.5360317	0.94226843	0.9256247	0.75790197	0.6675056	0.8994929	0.88476056	0.859115	0.8304448	0.89418006	0.7825779	0.79182523	0.7883529	0.96766794	0.8909488	0.91983616	0.57400894	0.85195494	0.8689548	0.9199088	0.8268378	0.8222971	0.9348182	0.7728162	0.63984966	0.8523173	0.9350533	0.7967446	0.9305115	0.8732511	0.9331819	0.7108277	0.8941089	0.8615347	0.88051265	0.7342005	0.89416134	0.9617518	0.869158	0.849131	0.58521205	0.46602088	0.8848907	0.4390838	0.5988059	0.7144253	0.94169587	0.7968985	0.8371712	0.8693758	0.7892362	0.92591757	0.8720046	0.85350263	0.83366287	0.5046061	0.7228453	0.8675353	0.839872	0.82775736	0.87981004	0.6438754	0.8627272	0.8314686	0.52818334	0.92202806	0.91858995	0.8477379	0.86481804	0.6866224	0.93515825	0.90268946	0.906122	0.45945632	0.91443837	0.902013	0.8702427	0.6905899	0.9017429	0.84991527	0.8097074	0.985782	0.9088958	0.85194635	0.4917662	0.8860709	0.9520769	0.45001572	0.9557053	0.7926322	0.9126869	0.7754827	0.88159317	0.88737285	0.96433884	0.8543438	0.89775664	0.9410719	0.5428412	0.8474927	0.8901485	0.9393372	0.73201203	0.8978233
tint/noun	0.6867478	0.0	0.9019081	0.6386169	0.6773537	0.70925385	0.41749585	0.5615212	0.78136295	0.80697566	0.8400893	0.8025584	0.8054197	0.7824031	0.8248976	0.78139514	0.868043	0.8181869	0.626122	0.845916	0.867271	0.6471803	0.8504069	0.77534103	0.8235436	0.87817717	0.6857139	0.8166981	0.90998054	0.71739674	0.9147434	0.61199975	0.6459625	0.37304223	0.58866024	0.6474893	0.5690459	0.63178784	0.4905548	0.7043486	0.70856696	0.51540875	0.7278275	0.8621241	0.58236134	0.6207757	0.47604865	0.8027154	0.7384615	0.7498704	0.76934755	0.68897676	0.833771	0.7088116	0.5472291	0.546935	0.7827341	0.6719511	0.8416484	0.7811934	0.63050246	0.5041858	0.68661547	0.77437925	0.42443347	0.80624527	0.57951045	0.87909526	0.8384234	0.8100667	0.7757503	0.41825235	0.6980574	0.5863172	0.84519297	0.9418488	0.80195355	0.8308935	0.7794846	0.56899786	0.86657643	0.8636309	0.64623815	0.5016333	0.58539295	0.7281972	0.66094303	0.56024086	0.56484187	0.7592145	0.5216205	0.7886803	0.5614115	0.4177624	0.5518538	0.68065757	0.932538	0.573501	0.5438615	0.744594	0.7804562	0.7158443	0.6414165	0.7809638	0.60772973	0.43341178	0.5834683	0.73947287	0.8995103	0.9315192	0.8806838	0.6463226	0.5691623	0.6798279	0.79568154	0.8185881	0.55243456	0.695732	0.61059034	0.6984191	0.6551101	0.53599524	0.72640485	0.6140123	0.5684347	0.78702724	0.9287099	0.69394517	0.81545794	0.68720317	0.89435893	0.7172171	0.72066414	0.7501356	0.78501797	0.73606765	0.5656205	0.91429794	0.66130036	0.44848478	0.6790129	0.9059755	0.6767385	0.6559439	0.41385895	0.8343321	0.5615916	0.5386153	0.8646047	0.7101139	0.73123306	0.88763714	0.4466145	0.83642036	0.9031806	0.7758328	0.8549309	0.8397332	0.7108991	0.7941073	0.86949724	0.8601336	0.82393557	0.72802246	0.7650418	0.71175015	0.7083459	0.5748093	0.65503705	0.6538025	0.76804215	0.76705146	0.52174294	0.6969353	0.87041754	0.48502874	0.8352375	0.5101727	0.7283949	0.62748885	0.81464654	0.8489115	0.8978515	0.7645548	0.7965425	0.5372509	0.7314147	0.73444915	0.6034788	0.36878198	0.6099647	0.79645246	0.8392389	0.7779897	0.74962187	0.6704197	0.48089755	0.8503214	0.78226495	0.20365041	0.7127756	0.5875469	0.764169	0.63962346	0.65837646	0.7866837	0.9413876	0.47889316	0.8120193	0.8655021	0.8339517	0.4581282	0.6872728	0.5975952	0.82345074	0.6095569	0.8067921	0.621057	0.86785364	0.6133366	0.70828396	0.6561122	0.7632518	0.65009236	0.7561989	0.7512132	0.89181936	0.7097531	0.87275285	0.7834107	0.7015815	0.7348114	0.8903161	0.85063225	0.7738958	0.65063405	0.93830615	0.82972705	0.58636886	0.50740016	0.56501365	0.78603065	0.6010977	0.7165117	0.87290376	0.5838765	0.6964549	0.6356298	0.4781924	0.73684216	0.68521893	0.6915691	0.6508832	0.6882379	0.83081084	0.4385683	0.545392	0.68212736	0.5611967	0.7827643	0.7851442	0.7605746	0.74969363	0.8482373	0.69177324	0.7205593	0.7718792	0.8750316	0.7639208	0.53339845	0.8530587	0.7807776	0.7345954	0.8872989	0.7432057	0.753624	0.8771852	0.62937015	0.8097944	0.83423895	0.67338383	0.74059105	0.5735818	0.5241715	0.56727433	0.66447175	0.8355614	0.5331992	0.74939686	0.6347216	0.6604254	0.6026436	0.60985464	0.78384745	0.62988305	0.67976713	0.69648576	0.5895675	0.9122657	0.7378068	0.7615205	0.6416119	0.74553347	0.67609894	0.7882888	0.72341913	0.67687386	0.78381306	0.686164	0.7324971	0.71224475	0.714296	0.8657719	0.71912444	0.6285194	0.6298861	0.69175977	0.7534725	0.7403042	0.66329736	0.8835604	0.72079957	0.7063879	0.7617113	0.8349873	0.7188349	0.75876766	0.5765674	0.6874815	0.90426093	0.879923	0.5722463	0.3548255	0.7670368	0.7728561	0.7834307	0.8483516	0.6231935	0.6458132	0.55234766	0.8519038	0.7011949	0.8575363	0.7706028	0.85461795	0.5451318	0.8252928	0.6986308	0.9199073	0.7169194	0.516214	0.8825714	0.80777025	0.5629644	0.6183349	0.8347267	0.8134083	0.7494	0.70436454	0.7759849	0.6389866	0.6450587	0.64946884	0.94770616	0.809211	0.831416	0.66239464	0.6916587	0.7876049	0.763596	0.76337343	0.8019329	0.5923516	0.41229528	0.6608794	0.8823112	0.71307886	0.78651667	0.7739259	0.7464553	0.8208947	0.6546825	0.6567497	0.77147985	0.7041757	0.6270502	0.69891214	0.86324567	0.6906141	0.5256765	0.4602126	0.8090307	0.602857	0.51744056	0.72322536	0.71701074	0.79169697	0.65055907	0.84231573	0.4883201	0.7556923	0.8821657	0.6154249	0.8531562	0.6370785	0.52951396	0.50720125	0.7837142	0.78253204	0.69369674	0.8066693	0.5221517	0.8181761	0.7096572	0.5409696	0.8900132	0.8443581	0.69677085	0.82937866	0.63657266	0.8101057	0.6411995	0.74081755	0.6054497	0.89267	0.81213146	0.6949397	0.74649334	0.59155065	0.8159735	0.75061154	0.76980853	0.80945385	0.71971	0.44446903	0.68225473	0.7224381	0.53133464	0.83964264	0.7921429	0.89896655	0.6501466	0.7472801	0.6801915	0.9486269	0.6570451	0.80241185	0.81753266	0.5854666	0.7550463	0.8213353	0.91263604	0.5448617	0.70500016
radio/noun	0.92709404	0.9019081	0.0	0.92241335	0.9476683	0.95692885	0.91546714	0.96828336	0.904468	0.9062944	0.91528034	0.8148943	0.9408593	0.95568335	0.92189056	0.9483159	0.9074163	0.8139576	0.9453849	0.8596695	0.9432204	0.8990698	0.61019164	0.9298301	0.9720592	0.60429436	0.9203627	0.9376311	0.9757202	0.83272445	0.9583609	0.9230565	0.8663608	0.86778426	0.8953678	0.8547951	0.93055326	0.9372127	0.9023508	0.8097349	0.94031084	0.86613715	0.9122542	0.93033075	0.9022197	0.8900075	0.8978302	0.9199923	0.8624085	0.84424806	0.95543045	0.926497	0.8958815	0.93792397	0.89542824	0.9091186	0.9271359	0.95886	0.96413165	0.8066335	0.8690057	0.92651016	0.9345102	0.87040645	0.8440783	0.8728686	0.9797779	0.9504115	0.9795854	0.9758727	0.9392832	0.91214347	0.97643614	0.8933277	0.84881645	0.9447073	0.95134276	0.85274726	0.96437067	0.9522822	0.9928129	0.90281767	0.8545863	0.92025054	0.8893144	0.7903044	0.858296	0.9328112	0.956172	0.9093754	0.9165722	0.9141531	0.9187628	0.918024	0.95016	0.8881121	0.87147576	0.9549273	0.8933205	0.87173015	0.9463156	0.9570545	0.92063093	0.92022	0.93168116	0.8864663	0.8968327	0.92524844	0.93221945	0.971961	0.93624747	0.9038689	0.9299432	0.8073569	0.8854563	0.89072365	0.914943	0.8556337	0.9455526	0.8452839	0.89868456	0.922657	0.9325333	0.9241135	0.8976798	0.97515327	0.92375803	0.92813045	0.9708579	0.91733664	0.9776589	0.8229914	0.855628	0.8885691	0.8347794	0.92605585	0.90141356	0.787443	0.88822985	0.88239896	0.92822117	0.9565398	0.89270395	0.92678326	0.90210944	0.93627137	0.89363146	0.9152037	0.7941439	0.9210132	0.7969022	0.8461914	0.88070434	0.9166681	0.94758546	0.8024908	0.80757064	0.9834769	0.8777303	0.94755197	0.812577	0.7423709	0.96472764	0.90679044	0.9288123	0.8816215	0.92419946	0.9074151	0.8377944	0.88759524	0.8419379	0.9103689	0.8991268	0.9504908	0.9499104	0.91105735	0.9819181	0.92130166	0.86501956	0.86909276	0.9710881	0.7354677	0.9142098	0.917789	0.870519	0.9377355	0.8575555	0.98074704	0.8566429	0.88668036	0.87190545	0.86772263	0.8988245	0.9124804	0.92102283	0.9241338	0.83180964	0.9847926	0.8664408	0.8872224	0.90355015	0.9190484	0.92412645	0.85968196	0.87757975	0.9772641	0.89543015	0.925178	0.9064714	0.9422026	0.9437995	0.8872014	0.9012635	0.9166841	0.9449781	0.92310715	0.9081771	0.8813141	0.99704	0.89918697	0.9323439	0.9354357	0.9302634	0.88271654	0.92738795	0.9801771	0.7041583	0.8619345	0.98153967	0.93129873	0.9714584	0.93503016	0.95320684	0.9157076	0.9154798	0.8920257	0.8794352	0.9350148	0.8983087	0.8850515	0.90779626	0.824914	0.86514664	0.90181994	0.9054419	0.8981887	0.7942278	0.8606725	0.90390086	0.9551504	0.8866302	0.90104264	0.94393325	0.9406543	0.95859015	0.9221416	0.8822219	0.93132263	0.9310899	0.86398244	0.8625282	0.81170917	0.9444583	0.96219546	0.9716989	0.8909689	0.76608104	0.94765294	0.8631024	0.84133637	0.87693375	0.9150136	0.92566305	0.84733564	0.88549936	0.9379193	0.8714806	0.91946137	0.9477536	0.9203733	0.87935877	0.83732665	0.93652713	0.8726235	0.9068969	0.9054161	0.9931334	0.85972995	0.88864744	0.9381956	0.9856151	0.87748003	0.82880807	0.8026041	0.89627427	0.6843676	0.9360659	0.93746316	0.9578264	0.8324541	0.8971077	0.9058196	0.8706924	0.9226829	0.9310167	0.905973	0.96264064	0.9314916	0.9094033	0.967563	0.9029893	0.9101287	0.9902991	0.9317508	0.92249954	0.9397373	0.93343085	0.8996121	0.93106174	0.8413681	0.9446331	0.8904134	0.9048491	0.89353985	0.9952623	0.95147	0.94546056	0.9451699	0.9027505	0.9556833	0.8706117	0.88128036	0.8820265	0.9244343	0.91598177	0.9685189	0.9697725	0.78465176	0.89016616	0.8607524	0.94212455	0.89904064	0.9617542	0.92441386	0.950229	0.8810286	0.8423247	0.87054074	0.83006436	0.9822783	0.92148674	0.9711389	0.90976346	0.81966907	0.9291037	0.88684374	0.91968626	0.9196952	0.9301698	0.85384107	0.82087135	0.9274279	0.92003155	0.97546965	0.9784496	0.9457513	0.8882588	0.951569	0.83646333	0.9138812	0.8223635	0.9098521	0.90711224	0.94472885	0.8930926	0.92228997	0.922564	0.8176172	0.9355365	0.9536142	0.9448787	0.9570577	0.9503201	0.928518	0.9410076	0.8794248	0.96449363	0.97964317	0.92337847	0.92877376	0.90404415	0.91995305	0.9628057	0.9005747	0.91405654	0.9012765	0.90942276	0.95575947	0.9597819	0.9617774	0.8566153	0.9556355	0.9572161	0.966408	0.9069283	0.89654404	0.93034077	0.9716695	0.7365228	0.9453526	0.9179291	0.9215836	0.8249869	0.8346835	0.85574865	0.93957853	0.95910925	0.927294	0.9389301	0.92921317	0.9711649	0.9599575	0.89897096	0.87676346	0.96154934	0.86782837	0.8700554	0.871101	0.9269086	0.8687996	0.786229	0.94767445	0.97305965	0.9297459	0.8644371	0.9555395	0.88954407	0.8596799	0.9564674	0.9343135	0.97239816	0.93258286	0.9086833	0.9119387	0.98140746	0.9626126	0.8782084	0.90228295	0.8807388	0.96167535	0.94751024	0.97263616	0.9178823	0.9742757
