	Al/det	Belgisch/adj	Francesco/name	afloop/noun	al/adv	alle/det	alles/noun	ballast/noun	beetje/noun	bel_af/verb	belangstellende/noun	ben/verb	benzine/noun	besta/verb	beterschap/noun	bevat/verb	bevrediging/noun	bied/verb	blijf/verb	blijk/verb	boodschap/noun	breng/verb	conflict/noun	daarmee/pp	dag/noun	de/det	die/det	ding/noun	doe/verb	droom/noun	druk_in/verb	druk_uit/verb	een/det	einde/noun	ellende/noun	en/vg	enig/adj	enig/det	ervaring/noun	flauw/adj	geduld/noun	geef/verb	geef_op/verb	geef_uit/verb	geen/det	geld/noun	gelijkmaker/noun	geloof/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	gezeur/noun	gloor/verb	goed/adj	gooi/verb	groei/verb	groot/adj	haar/det	heb/verb	heb_op/verb	heel/adj	hele/adj	herstel/noun	herstructurering/noun	horizon/noun	hulpverlener/noun	hun/det	ijdel/adj	in/prep	in/verb	incasseringsvermogen/noun	injecteer/verb	inspireer/adj	kabaal/noun	kennis/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	koop/verb	krijg/verb	laat/adj	laat/verb	leef_op/verb	leer/verb	leven_DIM/noun	licht_DIM/noun	liefde/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	materiaal/noun	meer/det	mens/noun	mijn/det	nauwelijks/det	nieuw/adj	ondanks/prep	ons/det	ontleen/verb	ontneem/verb	onzin/noun	op/prep	oppositie/noun	overlast/noun	overleving/noun	pelgrim/noun	plaats_DIM/noun	poen/noun	pril/adj	puin/noun	put/verb	rechtvaardig/verb	redding/noun	renner/noun	rente/noun	reëel/adj	rijs/verb	rommel/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schep/verb	schiet_af/verb	slordig/adj	solidariteit/noun	sprankje/noun	spreek_uit/verb	staal/noun	staar/verb	stang/noun	stel/verb	sterf/verb	sterk/verb	stil/adj	teken/noun	telefoon_gesprek/noun	terug_match/noun	tijd/noun	toekomst/noun	toepassing/noun	troost/noun	tussen/prep	uit_weg/noun	vaag/adj	vals/adj	veeg/verb	veel/adj	veel/det	verandering/noun	verbetering/noun	verdriet/noun	verg/verb	verlies/verb	verlossing/noun	vertrouwen/noun	verwachting/noun	vestig/verb	vod/noun	voor/prep	vooral/adv	vrede/noun	vrede_regeling/noun	vrees/noun	vreugde/noun	vurig/adj	waai_over/verb	waarheid/noun	wanhoop/noun	wat/det	weer/adv	weinig/adj	weinig/det	wek_op/verb	werk/noun	zegen/noun	zet/verb	zie_tegemoet/verb	zijn/det	zonder/prep	één/num
verg/verb	0.87765396	0.87385976	0.9326131	0.91649264	0.88257957	0.7758019	0.8704838	0.92275256	0.84878814	0.94845283	0.9117643	0.8294426	0.8980873	0.78930247	0.927855	0.80248046	0.90682113	0.77096075	0.8738467	0.8034932	0.87463695	0.8807916	0.83954155	0.85285366	0.89361894	0.78593683	0.7779457	0.8864292	0.9048213	0.88048476	0.9149419	0.8645963	0.75723124	0.8975739	0.8824775	0.70481986	0.8817529	0.7404563	0.7815554	0.9124236	0.7765244	0.8617126	0.8514695	0.86154294	0.8143798	0.8875257	0.94807047	0.8639472	0.8639854	0.9719362	0.8095252	0.8728062	0.9350376	0.9328714	0.8309072	0.89334583	0.8196678	0.8120018	0.8484225	0.8569492	0.90440303	0.823717	0.948021	0.82494354	0.84611976	0.91007286	0.85678947	0.7788898	0.89337504	0.874755	0.8791078	0.906801	0.8750859	0.890408	0.8972865	0.75807935	0.9322176	0.89309126	0.8581614	0.9012183	0.8702202	0.9074465	0.8913753	0.91581005	0.8291276	0.94173706	0.9206164	0.8462514	0.86917293	0.8257723	0.8628525	0.9371977	0.7881985	0.73044765	0.84843624	0.8612954	0.81393194	0.79461694	0.77724755	0.7911528	0.8530303	0.8656952	0.8456793	0.87698436	0.8925369	0.8695349	0.9148461	0.93101835	0.9245212	0.9424661	0.8660362	0.9217633	0.8578978	0.8291527	0.89345646	0.8978497	0.8685945	0.831897	0.86343	0.91475713	0.9335849	0.9263768	0.88716716	0.8202591	0.8735411	0.7805053	0.9227854	0.8490751	0.83481514	0.9599603	0.88321453	0.84553254	0.9318822	0.94093865	0.8602282	0.90242535	0.9002769	0.87057734	0.8437254	0.9350666	0.97029203	0.83372754	0.84838766	0.77187717	0.9024208	0.8373315	0.8493735	0.8607568	0.9003163	0.89185727	0.7448664	0.7666488	0.80111563	0.7690602	0.8897672	0.0	0.8751339	0.9456887	0.8264954	0.8659382	0.89319456	0.968555	0.7535454	0.7400528	0.8731355	0.9440642	0.8719632	0.9023755	0.90091753	0.8925297	0.89738756	0.89373016	0.8015961	0.87569374	0.7814183	0.7702508	0.8354447	0.84159064	0.87975377	0.90341616	0.9014844	0.83879113	0.74679506	0.86720383
verlies/verb	0.9292672	0.8395371	0.92474395	0.9050031	0.8945561	0.88212055	0.91329193	0.93507123	0.85238427	0.9688787	0.94957703	0.8842914	0.9283306	0.9003399	0.9318885	0.9187807	0.969058	0.8600457	0.8695817	0.8670631	0.923695	0.8959732	0.89732087	0.7734797	0.91777134	0.75643265	0.8374492	0.8986447	0.9391978	0.8883466	0.90204555	0.8776972	0.8356944	0.8893972	0.9028216	0.8234865	0.81806946	0.7827203	0.8813079	0.9019562	0.86586034	0.82939017	0.79802114	0.92666686	0.83461195	0.9300325	0.86238396	0.8778681	0.8634594	0.975903	0.9446724	0.9084158	0.944425	0.9006901	0.8929873	0.8906253	0.8334528	0.8023211	0.7816303	0.76794666	0.87787765	0.9249885	0.9451698	0.8167759	0.8916831	0.93033165	0.91759837	0.7391008	0.928318	0.8543559	0.90818185	0.9306678	0.9365946	0.9497635	0.9502815	0.89766717	0.9245626	0.88263166	0.8549257	0.90892845	0.8266959	0.86123765	0.8975442	0.90245456	0.92051524	0.95772207	0.94198644	0.85749245	0.9122296	0.81105715	0.84626496	0.9319389	0.92990965	0.80276895	0.87485564	0.823692	0.8717941	0.90058035	0.81215185	0.79144704	0.8225261	0.7698523	0.90937805	0.8575902	0.8916214	0.95992255	0.95184106	0.95314324	0.8984874	0.96370196	0.907325	0.9495172	0.89094734	0.87830126	0.8922025	0.8730754	0.9117115	0.91248405	0.8530773	0.96871233	0.96648335	0.93750125	0.8663281	0.8878598	0.879362	0.87823963	0.94326645	0.9100838	0.88957065	0.92998534	0.8915261	0.91737443	0.918838	0.9376551	0.91782385	0.8541501	0.8955043	0.8959846	0.88429755	0.9476062	0.93676376	0.9217007	0.8979521	0.93214804	0.88512784	0.86646324	0.9234631	0.9107604	0.9014057	0.89249086	0.8520209	0.833953	0.88572395	0.9061256	0.9061074	0.8751339	0.0	0.94876254	0.83909476	0.8428516	0.9119576	0.94817317	0.84939307	0.8249328	0.90886176	0.96127665	0.8806576	0.8855753	0.9024265	0.94249386	0.90721035	0.8865476	0.8672279	0.8299167	0.8569046	0.80620426	0.8893836	0.94959944	0.91226304	0.8999174	0.90949464	0.7614827	0.81559324	0.8550818
verlossing/noun	0.8971213	0.96036476	0.9613313	0.9130647	0.93677753	0.8988221	0.9297713	0.89965284	0.8869209	0.95881796	0.93404436	0.8893776	0.9460154	0.88272893	0.90821934	0.92196393	0.91435117	0.9339107	0.9185204	0.9404056	0.8856297	0.8768208	0.9104109	0.906183	0.93227345	0.881777	0.8597864	0.9024033	0.95945877	0.86759126	0.9142713	0.8897374	0.9020959	0.8809211	0.81711084	0.88447887	0.9025596	0.89479494	0.8775447	0.9427987	0.9024516	0.93788993	0.9245313	0.9671965	0.87842757	0.9610021	0.9156937	0.8306323	0.86818975	0.92207766	0.95137554	0.83779293	0.9285583	0.8526691	0.9472974	0.93320686	0.9502476	0.92190903	0.86460423	0.90294594	0.93198705	0.9231108	0.92431533	0.91202915	0.934614	0.91790587	0.9355584	0.8694911	0.9106174	0.91806376	0.9081006	0.94781697	0.94969255	0.9063722	0.9347317	0.9231378	0.9341332	0.9259065	0.862189	0.9724087	0.9573266	0.9319825	0.9369205	0.94132805	0.9413829	0.9406277	0.9313994	0.7959978	0.9520822	0.87747747	0.952858	0.96282613	0.9490035	0.91021276	0.8799874	0.8870641	0.9341002	0.93011117	0.9085783	0.88273764	0.88757116	0.90207076	0.9239331	0.932375	0.95137906	0.9226274	0.9342895	0.88877016	0.93274677	0.9424142	0.9320924	0.9394945	0.8905172	0.9008752	0.87308025	0.91876364	0.9546864	0.8799865	0.93654704	0.94966644	0.9041971	0.9420931	0.90776116	0.94750845	0.91733074	0.87130886	0.9665076	0.9361145	0.8957644	0.8717977	0.9337684	0.95345813	0.9033042	0.9303495	0.955866	0.8963921	0.91061866	0.889527	0.86772466	0.96402997	0.9714757	0.9415512	0.9114773	0.94994897	0.8010601	0.90767026	0.872797	0.9029077	0.90436786	0.9387111	0.9039021	0.896778	0.8884288	0.92986804	0.8351251	0.9456887	0.94876254	0.0	0.9397549	0.9283498	0.95126855	0.93406713	0.92342657	0.919586	0.85509366	0.93551576	0.9167103	0.83657116	0.9136041	0.96235985	0.84061587	0.8216266	0.9181912	0.9058509	0.92677736	0.9067368	0.896836	0.943591	0.88522327	0.95043665	0.9446812	0.8749038	0.904116	0.9401018
vertrouwen/noun	0.91851985	0.88619804	0.94802296	0.9076286	0.9044765	0.8703909	0.88390964	0.9579373	0.8441875	0.9674626	0.9661536	0.8494746	0.956505	0.8777466	0.89819914	0.92323846	0.86972594	0.86292905	0.8833097	0.85854477	0.86831975	0.92937434	0.8858718	0.79539365	0.9471794	0.8034835	0.8180009	0.9062554	0.92049927	0.8936783	0.92913806	0.88840955	0.8588328	0.93175596	0.87165564	0.8120267	0.86216474	0.7717279	0.7886146	0.9483393	0.8105354	0.8601234	0.899158	0.9114968	0.8393011	0.88263893	0.89779997	0.71652484	0.8198334	0.963005	0.91578233	0.90670615	0.9590246	0.9441635	0.87062806	0.921215	0.8427081	0.854733	0.85220706	0.84905565	0.9368723	0.9125339	0.95944136	0.7326295	0.91567403	0.9296485	0.8948792	0.7924238	0.9116694	0.9031404	0.9332952	0.86735606	0.9452537	0.9375506	0.9547038	0.81519836	0.93862534	0.857847	0.8172676	0.9196426	0.9181162	0.92706066	0.9157957	0.89286494	0.9014881	0.95114917	0.9434359	0.7705024	0.9229276	0.8032637	0.91979545	0.9633821	0.91844916	0.8416394	0.87294763	0.8808067	0.9004653	0.8890247	0.80127335	0.78360313	0.9160743	0.9020267	0.91058064	0.91740847	0.869414	0.93743014	0.9336606	0.944816	0.9402	0.95979756	0.89323276	0.9696104	0.8656601	0.8919052	0.90116817	0.9073479	0.86771727	0.85103744	0.8604157	0.94827753	0.95613676	0.92178875	0.80534256	0.9416747	0.89336914	0.8857325	0.9461194	0.93603164	0.75104284	0.927683	0.8610585	0.94207513	0.9522294	0.9532415	0.87285197	0.91460454	0.8344885	0.89938104	0.79647803	0.92684144	0.9407927	0.8933936	0.83363664	0.8932052	0.8693387	0.88145465	0.93169236	0.88555765	0.88275176	0.9380555	0.83177304	0.83691615	0.85938096	0.8609955	0.87086356	0.8264954	0.83909476	0.9397549	0.0	0.7908642	0.9229573	0.9578679	0.82286245	0.78876454	0.7927438	0.91596204	0.78819335	0.8504738	0.9026811	0.9619793	0.86189723	0.8926449	0.85577494	0.7926965	0.82048535	0.8044404	0.8807955	0.94736785	0.90922177	0.9352855	0.90106905	0.82418525	0.8572673	0.9172676
verwachting/noun	0.9274174	0.8338789	0.9711754	0.88006485	0.87773585	0.86256266	0.90392196	0.9501845	0.8617265	0.97374076	0.9064601	0.853723	0.9176917	0.8855169	0.8934425	0.8751108	0.93046445	0.8505883	0.83885217	0.82097924	0.8588608	0.9055264	0.89082444	0.7561222	0.8838479	0.74882543	0.80587846	0.91651595	0.92481655	0.84040886	0.94457674	0.8950083	0.83362305	0.8844971	0.8724161	0.8552081	0.8900564	0.8468282	0.8731389	0.9324181	0.9062592	0.91768664	0.88309515	0.9048604	0.8785035	0.91188484	0.93370456	0.8636582	0.8956969	0.9587697	0.91324973	0.9254718	0.9406067	0.90630543	0.9202645	0.91588956	0.77097785	0.8061874	0.8696096	0.8803157	0.9139397	0.8685464	0.9602778	0.7347327	0.86301816	0.9285325	0.9240649	0.83149993	0.929338	0.87466305	0.92081076	0.9404016	0.9493952	0.95116216	0.9377612	0.8821713	0.9446856	0.8093385	0.85767746	0.888553	0.9215093	0.9038867	0.88596755	0.9084482	0.93886364	0.9644928	0.93088627	0.8807351	0.86488545	0.7976175	0.88671064	0.95554435	0.9028301	0.83838856	0.9081964	0.90993726	0.91951865	0.85559165	0.7435945	0.84003216	0.9509352	0.920737	0.92876613	0.86228466	0.8818168	0.9001926	0.91182935	0.93555254	0.9251663	0.9480021	0.85201037	0.92404044	0.91772693	0.8519657	0.92334354	0.916287	0.78172165	0.82868487	0.8740189	0.94963616	0.94947344	0.9102628	0.90602577	0.8971881	0.92450136	0.88322604	0.94983095	0.9303128	0.9107015	0.93014264	0.83836937	0.89691055	0.9192258	0.95185584	0.8698024	0.9343389	0.8992797	0.89241946	0.8323759	0.9347775	0.953369	0.90733016	0.82123584	0.8504512	0.92381805	0.875679	0.9153147	0.893599	0.90735656	0.93684554	0.8642925	0.86424047	0.8500315	0.81165636	0.88687533	0.8659382	0.8428516	0.9283498	0.7908642	0.0	0.9118087	0.9619115	0.8274043	0.7991875	0.8694625	0.9533456	0.7628016	0.86192584	0.90421504	0.9313386	0.9053422	0.8983719	0.896458	0.85363376	0.87748235	0.8610158	0.8957924	0.938299	0.9261887	0.91211075	0.8471165	0.86630905	0.88249797	0.89495814
vestig/verb	0.91392636	0.77100134	0.9315937	0.92537093	0.91298944	0.8483885	0.9448424	0.9511007	0.9255946	0.95252943	0.91925454	0.9084856	0.9303775	0.8227609	0.90683526	0.895496	0.96677834	0.839421	0.9309356	0.89247817	0.88248426	0.87004715	0.8726476	0.85183454	0.9410277	0.7192426	0.8865477	0.9366299	0.94746816	0.8745284	0.94301033	0.90472203	0.79360247	0.85585815	0.8866223	0.7770711	0.8199034	0.88085073	0.89134383	0.9476471	0.93255174	0.9236361	0.8141053	0.8771206	0.91823405	0.9132832	0.96485543	0.87983847	0.9265889	0.96220654	0.9210559	0.93996173	0.96564144	0.92096037	0.94006455	0.9007697	0.8512424	0.83884275	0.8698928	0.8839074	0.8811254	0.8723179	0.9454586	0.873634	0.9120925	0.9278002	0.87199235	0.81974334	0.9406898	0.7035079	0.87555206	0.9575147	0.963956	0.93552923	0.9497154	0.86577255	0.9100545	0.9640217	0.8561668	0.8222611	0.9210805	0.90999675	0.9322823	0.93022776	0.8929453	0.9459481	0.93666375	0.9096385	0.8242891	0.8868389	0.90064573	0.9338582	0.8776629	0.87357605	0.9045933	0.92481506	0.8702768	0.83650655	0.87500876	0.8245504	0.87032676	0.882631	0.9079798	0.8731956	0.86956084	0.8717978	0.9405198	0.9031922	0.82693475	0.94072175	0.9024852	0.87068325	0.8905096	0.87711626	0.8886256	0.91455275	0.938217	0.9049304	0.8938743	0.9268413	0.9261382	0.9368346	0.95094955	0.906981	0.85637105	0.8632464	0.90759647	0.9265789	0.8927083	0.95912534	0.8855863	0.90738845	0.9213524	0.95847166	0.9030147	0.8778931	0.9327442	0.8846959	0.87951744	0.93248266	0.98752373	0.91302776	0.8778365	0.90427923	0.9219046	0.8601473	0.9116685	0.90261537	0.88346255	0.92143035	0.9220067	0.8549239	0.8864829	0.89533347	0.94724095	0.89319456	0.9119576	0.95126855	0.9229573	0.9118087	0.0	0.9573717	0.83418703	0.8168288	0.8685779	0.9181383	0.9008142	0.91265297	0.9354494	0.91493815	0.92924356	0.90570825	0.9196476	0.9429352	0.90362585	0.87135994	0.915691	0.86821014	0.89527893	0.92124486	0.93864954	0.8707162	0.8979075	0.9013349
vod/noun	0.9363446	0.96211225	0.9667866	0.9180789	0.92721266	0.9406722	0.91011226	0.939905	0.91582423	0.95356584	0.9445406	0.931939	0.85820764	0.933578	0.9189191	0.9157671	0.96478856	0.94663674	0.93527395	0.9368217	0.9544233	0.9577134	0.94980836	0.94083005	0.9255911	0.9116943	0.9166875	0.91866374	0.94366205	0.94232816	0.9608695	0.95684415	0.8511822	0.9568554	0.89492613	0.8439369	0.95968246	0.96106243	0.9539814	0.9211875	0.9591635	0.953143	0.96157837	0.9755026	0.9418986	0.943014	0.972595	0.93136126	0.91905314	0.9686564	0.94733775	0.9551867	0.9485593	0.9440279	0.9382403	0.8431191	0.94137055	0.9418467	0.8966246	0.93584716	0.92047393	0.93266505	0.92706424	0.9565036	0.9714903	0.886989	0.94114405	0.9028182	0.92577136	0.9026589	0.92079276	0.9620912	0.96939296	0.96242	0.9586038	0.9511643	0.92000693	0.955712	0.94136643	0.9186175	0.94141024	0.93362486	0.9102891	0.9649789	0.95548654	0.9425988	0.8979477	0.946152	0.84052575	0.89587545	0.94716376	0.94875735	0.86223686	0.9532875	0.91211843	0.88825357	0.9244407	0.9616942	0.9306137	0.94137824	0.96377313	0.95492494	0.95578045	0.9161444	0.9629789	0.95720565	0.9562318	0.9347776	0.92614394	0.92734617	0.94320285	0.8327026	0.9402594	0.97268933	0.96315545	0.9183179	0.9631391	0.96792907	0.94629425	0.85072005	0.84411	0.9526355	0.94712853	0.9311538	0.9422278	0.960089	0.9275715	0.8969278	0.9410099	0.92760384	0.9728612	0.90111667	0.88462687	0.89262235	0.97184676	0.9118904	0.96786684	0.9248111	0.937289	0.94457877	0.976636	0.93522537	0.9720987	0.95671225	0.94937265	0.9407721	0.9609421	0.94386953	0.9400326	0.89478964	0.9294318	0.92807925	0.9563609	0.9466513	0.93402255	0.968555	0.94817317	0.93406713	0.9578679	0.9619115	0.9573717	0.0	0.9593904	0.94117665	0.96189255	0.97079	0.9415048	0.9536743	0.9432545	0.97574174	0.95421606	0.92332137	0.9005818	0.86528116	0.942779	0.9347308	0.9364914	0.96246755	0.96120226	0.9359277	0.97077936	0.9137064	0.912648	0.9204623
voor/prep	0.8059386	0.7768556	0.91571015	0.8290282	0.86701715	0.6951734	0.884016	0.9304823	0.8701099	0.9200593	0.8486021	0.7484709	0.8516356	0.74002934	0.88932705	0.7996384	0.91805977	0.64875525	0.83331335	0.78524125	0.8553609	0.82914305	0.84559476	0.7465324	0.83568364	0.65081257	0.7596907	0.88381046	0.85895646	0.8692865	0.9139401	0.8606011	0.66878605	0.87759554	0.8634554	0.684095	0.75662017	0.762642	0.82565373	0.8940014	0.8663482	0.74758446	0.81615365	0.7602486	0.6979767	0.7561477	0.8806305	0.83401453	0.8667407	0.9385761	0.7902696	0.8489262	0.90945977	0.89132094	0.82764226	0.8797667	0.8172752	0.75889635	0.8308979	0.82302886	0.88872385	0.8439676	0.92900944	0.7908297	0.82688344	0.9104166	0.8072034	0.7171672	0.9091682	0.84152234	0.84950817	0.9230897	0.91089	0.87845004	0.91619277	0.7952292	0.8840722	0.89424473	0.82656115	0.7949411	0.71812534	0.8681571	0.8808532	0.9033421	0.85357463	0.93390393	0.92517436	0.83205295	0.87015945	0.7869071	0.76333684	0.90172184	0.7753665	0.69749844	0.8203943	0.84893185	0.7964238	0.7046181	0.7555298	0.7340802	0.86508006	0.8301367	0.85596025	0.826903	0.8704436	0.81933004	0.9060095	0.9008612	0.86248106	0.91489875	0.8461511	0.91808116	0.8553364	0.78080446	0.84982866	0.86206293	0.8261948	0.7616336	0.854028	0.9153557	0.91156775	0.8963965	0.8680077	0.85425943	0.76265657	0.8041078	0.9122982	0.8568669	0.7904389	0.94420713	0.7913046	0.8594823	0.9242148	0.93297654	0.76632756	0.8738082	0.89238185	0.8686669	0.81358194	0.8980447	0.91575557	0.8845621	0.7660996	0.73953253	0.8300537	0.83224887	0.8507538	0.8418681	0.81906444	0.8907106	0.798264	0.74879014	0.8081223	0.74618745	0.86953616	0.7535454	0.84939307	0.92342657	0.82286245	0.8274043	0.83418703	0.9593904	0.0	0.6946459	0.7968558	0.9101119	0.8072839	0.8598249	0.87448794	0.9219812	0.8934289	0.9016192	0.8077005	0.87676287	0.789029	0.7539193	0.8216354	0.7938133	0.85781324	0.8548403	0.81911695	0.8116597	0.72119784	0.8134216
vooral/adv	0.84773505	0.7964041	0.9231474	0.8596187	0.843049	0.7443756	0.82616174	0.90419984	0.7367568	0.9283905	0.89535314	0.6861465	0.8647206	0.74118906	0.9155138	0.7519832	0.8883049	0.7006143	0.7599009	0.7688464	0.77952135	0.8213087	0.8084054	0.7793543	0.8880005	0.6841184	0.69594896	0.7722735	0.8877882	0.82372046	0.9093794	0.80651146	0.72794193	0.8794091	0.8216155	0.5027789	0.79293513	0.69886816	0.7226079	0.8442634	0.8170132	0.83183813	0.8615954	0.82010293	0.79405826	0.84105754	0.90656924	0.78754485	0.8331375	0.924665	0.79695743	0.87022257	0.8715211	0.91625434	0.7867616	0.8644072	0.6875965	0.6966572	0.77165294	0.8113357	0.8555733	0.74572116	0.9338772	0.77593076	0.8275516	0.9073627	0.81226987	0.7008245	0.84661716	0.79362273	0.844253	0.9074194	0.8905172	0.7978434	0.88910383	0.7301036	0.8845554	0.8624494	0.7683989	0.82419753	0.852733	0.90389	0.8717022	0.85451734	0.78778404	0.88832325	0.9095153	0.75095636	0.8606887	0.7424638	0.8660263	0.92582625	0.7635983	0.656174	0.75493604	0.823616	0.76042914	0.8368096	0.65602314	0.7267897	0.8011141	0.8496429	0.82654285	0.81053233	0.8008318	0.82800853	0.88845587	0.87489265	0.877205	0.9127965	0.8285255	0.9368884	0.8241	0.8284967	0.8770416	0.8514421	0.84828806	0.79391813	0.84279805	0.88971275	0.87870854	0.87670165	0.8325846	0.85885376	0.8232717	0.7520642	0.9026172	0.81518173	0.781899	0.93440104	0.84493965	0.8272277	0.8790428	0.92618203	0.8605863	0.8578602	0.8466262	0.8128466	0.7528367	0.8928491	0.9422302	0.8509544	0.7850907	0.76986605	0.8419559	0.7451685	0.85898757	0.777838	0.8436245	0.9006583	0.577912	0.5721288	0.7810065	0.7687363	0.8233838	0.7400528	0.8249328	0.919586	0.78876454	0.7991875	0.8168288	0.94117665	0.6946459	0.0	0.85327667	0.94126505	0.79746926	0.8367838	0.8164349	0.85005796	0.85042083	0.83628315	0.68990207	0.8346072	0.64633775	0.6728684	0.77814686	0.76258075	0.8707675	0.890101	0.8603167	0.7674498	0.7694824	0.86254233
vrede/noun	0.891087	0.88925034	0.94006556	0.8618521	0.89137423	0.84398687	0.8548738	0.9525573	0.88128066	0.9530682	0.94805324	0.8445617	0.95705354	0.8192631	0.8582983	0.9099713	0.9272071	0.85381037	0.8565949	0.898216	0.84097236	0.8616192	0.69063973	0.7894667	0.8983936	0.76075435	0.8204397	0.88652	0.9351073	0.8060972	0.8785078	0.8625139	0.8165481	0.8348827	0.83020973	0.77619517	0.83369136	0.84316075	0.87108684	0.9216537	0.84795207	0.8954932	0.8623847	0.9092232	0.84518445	0.91856277	0.89244944	0.7378347	0.7731899	0.9552301	0.93884015	0.83701825	0.9187455	0.8869029	0.8876804	0.9120192	0.89111924	0.8904858	0.83684313	0.8525244	0.903609	0.8675418	0.9454791	0.7554048	0.9102408	0.8963374	0.8718887	0.7753621	0.91893023	0.8534109	0.8935846	0.9509613	0.9667818	0.9051144	0.9264497	0.84756327	0.9235088	0.9290766	0.8176094	0.94824934	0.9187141	0.913009	0.89960074	0.8995157	0.869351	0.93918097	0.94132924	0.76494914	0.9031043	0.7811511	0.9059063	0.9703656	0.9074988	0.8669584	0.88112664	0.88043314	0.8915477	0.88733697	0.80044305	0.7866474	0.88428044	0.8587243	0.89890563	0.8827219	0.79437786	0.9257195	0.88878053	0.89859474	0.90058976	0.958173	0.84069186	0.91795	0.9019729	0.83702224	0.85210764	0.9244893	0.9429341	0.83123225	0.9037252	0.93689024	0.92627937	0.9180775	0.7655404	0.93184745	0.8593452	0.8162594	0.8803771	0.93696254	0.71674645	0.908268	0.8069583	0.93325293	0.9168793	0.94464433	0.91694444	0.8834413	0.86478615	0.866491	0.8046891	0.91917306	0.94606924	0.88937795	0.79310286	0.8862369	0.8179691	0.7537892	0.8477676	0.8486995	0.88371277	0.9096219	0.87161016	0.8622058	0.8016304	0.8359848	0.86687684	0.8731355	0.90886176	0.85509366	0.7927438	0.8694625	0.8685779	0.96189255	0.7968558	0.85327667	0.0	0.7243913	0.8514956	0.8259501	0.8392637	0.9521892	0.82157505	0.883847	0.89881784	0.8524237	0.8550246	0.84797406	0.8984674	0.9106754	0.8578587	0.9347177	0.91552544	0.8261095	0.8391355	0.9118335
vrede_regeling/noun	0.923362	0.9702589	0.9895995	0.9487529	0.9237975	0.925131	0.9421434	0.9684897	0.97208077	0.9627982	0.94993603	0.9241981	0.9846045	0.9246234	0.91015184	0.9630974	0.946526	0.9266892	0.91212153	0.97091234	0.951484	0.95440173	0.7795362	0.84215784	0.96998674	0.87318844	0.9120511	0.94554573	0.9887958	0.94628596	0.92040884	0.95673645	0.9175093	0.9068599	0.92620504	0.947747	0.9421263	0.94026506	0.9648837	0.93915963	0.92983645	0.9328528	0.9087775	0.9667103	0.9227556	0.96918714	0.93261725	0.90601504	0.9336881	0.95803404	0.96080595	0.8629714	0.93623465	0.9341242	0.96219325	0.97107995	0.9521923	0.9550753	0.9484495	0.9141968	0.9589079	0.95403695	0.95481145	0.8403552	0.8964665	0.939451	0.90477204	0.90731376	0.96268934	0.9416747	0.9691059	0.9451797	0.9722072	0.95857555	0.95368356	0.9496742	0.9631491	0.9282266	0.9375469	0.9895499	0.9497012	0.9592953	0.95498747	0.9346889	0.97989744	0.96746564	0.9634707	0.94694406	0.95111567	0.91966933	0.96863806	0.9720949	0.9585753	0.93451375	0.9551244	0.96773034	0.9553111	0.9146693	0.91974163	0.91848314	0.9517279	0.90691763	0.9544033	0.9483184	0.8981073	0.95728725	0.8927423	0.9413529	0.9295766	0.9714048	0.9218159	0.94370633	0.9626828	0.9155339	0.89791214	0.9736238	0.9514565	0.91004366	0.95777106	0.9743679	0.9587382	0.94791216	0.9111486	0.97156674	0.9690398	0.92458844	0.9100649	0.96990484	0.8838754	0.9522034	0.90780634	0.9651253	0.96532	0.9639121	0.93875134	0.96283805	0.92954075	0.94323516	0.94320726	0.92930937	0.9296992	0.9577443	0.8798542	0.91932034	0.9491145	0.87625813	0.9014524	0.91424096	0.9596157	0.9465562	0.9490068	0.9505713	0.89202297	0.9054748	0.95908636	0.9440642	0.96127665	0.93551576	0.91596204	0.9533456	0.9181383	0.97079	0.9101119	0.94126505	0.7243913	0.0	0.87582064	0.9428066	0.9400948	0.9713103	0.9396331	0.94082415	0.967425	0.9515852	0.93297786	0.9372618	0.9567575	0.9443017	0.915892	0.969069	0.95009714	0.9430821	0.93700254	0.9594607
