	tikkeltje/noun	koop/verb	mee/adv	jongere/noun	Israëliër/noun	boor_in/verb	druk_uit/verb	ingevallen/adj	gevoel/noun	nu/adv	vooralsnog/adv	angst/noun	verlies/noun	zo/adv	tijd/noun	dus/adv	levend/adj	kind_DIM/noun	rijs/verb	internationaal/adj	benzine/noun	rumoer/noun	puin/noun	einde/noun	snel/adj	conventie/noun	plotseling/adj	gezond/adj	liefde/noun	Oosteuropees/adj	heen/adv	groei/verb	opnieuw/adv	universum/noun	vrees/noun	geduld/noun	vreugde/noun	schenk/verb	renner/noun	gloor/verb	hulpverlener/noun	geschied/verb	onderweg/adj	townships/noun	bericht/noun	sprankje/noun	schoon/adj	leer/verb	in/verb	drukkerij/noun	technologisch/adj	licht_DIM/noun	kabaal/noun	zorg/verb	wek/verb	verwrongen/adj	deel/verb	beetje/noun	gerechtigheid/noun	breng/verb	roofdier/noun	vod/noun	besmeurd/adj	punt_loos/adj	constructief/adj	menswaardig/adj	overleef/adj	steeds/adv	blijk/verb	steek_aan/verb	herstructurering/noun	belangstellende/noun	laat/adj	theater/noun	tevergeefs/adj	teken/noun	bevredigend/adj	fan_club/noun	leven/noun	al/adv	flauw/adj	familie/noun	Brits/adj	goedkoop/adj	pril/adj	lezer/noun	rechtvaardigheid/noun	loot/noun	verdwijn/verb	resultaat/noun	spreek_uit/verb	westers/adj	definitief/adj	altijd/adv	brand/verb	opinie/noun	terrorist/noun	vernieuwing/noun	cent/noun	thuisploeg/noun	krijg/verb	potentieel/adj	nuttig/adj	iemand/noun	wek_op/verb	belegger/noun	achter/adv	ijdel/adj	daar/noun	plaats_DIM/noun	wanhoop/noun	heb_op/verb	vestig/verb	Engels/adj	bos_gebied/noun	boodschap/noun	ongetwijfeld/adv	verlies/verb	sla/verb	grond/noun	zak_af/verb	leef_op/verb	politiek/adj	kijk_cijfer/noun	balanceer/verb	goed/adj	waarheid/noun	enig/adj	lucht/noun	rechtvaardig/verb	en/adv	nazi_Duitsland/noun	gooi_af/verb	bovendien/adv	reddingswerker/noun	laatst/adj	situatie/noun	vaag/adj	uit_weg/noun	Colombiaan/noun	alles/noun	scheel/verb	lijk/verb	bedwing/verb	vuur/noun	schiet_af/verb	stem/verb	stang/noun	hele/adj	dan/adv	rente/noun	allicht/adv	stort/verb	bestaan/noun	goddelijk/adj	staal/noun	herstel/noun	gooi/noun	onderzoeker/noun	heel/adj	hart/noun	slordig/adj	koers_stijging/noun	bevat/verb	sterf/verb	ding/noun	ideaal/noun	bodem/noun	verandering/noun	leef/verb	garen/noun	rommel/noun	verhuur/noun	incasseringsvermogen/noun	toch/adv	reclame_maker/noun	feit/noun	alsnog/adv	er/noun	gelul/verb	weinig/adj	kom/adj	ervaring/noun	licht/noun	positief/adj	jong/adj	afloop/noun	ongenade/noun	vooraf/adv	beterschap/noun	lever_op/verb	sommig/adj	erkenning/noun	dader/noun	sla_stuk/verb	ben/verb	heb/verb	laat/verb	geld/noun	koppig/adj	groot/adj	stimuleer/verb	solidariteit/noun	zegen/noun	vooral/adv	houd/verb	natuurlijk/adj	kop/noun	verzet/noun	nieuw/adj	ellende/noun	plaatselijk/adj	gevestigd/adj	druk_in/verb	vind_terug/verb	verbetering/noun	verzamel/verb	huilbui/noun	verdriet/noun	kost/verb	multi_etnisch/adj	onafhankelijkheid/noun	lig/verb	zet/verb	talent/noun	verbeter/verb	verbrijzel/verb	zielig/adj	onzin/noun	er/adv	geluk/noun	pik_op/verb	spoedig/adj	verdenking/noun	slot_set/noun	mis_viering/noun	rust/noun	echter/adv	publiek/noun	ballast/noun	ontleen/verb	doe/verb	koester/verb	veeg/verb	daar/adv	even/adj	rente_verlaging/noun	Belgisch/adj	nogmaals/adv	papier/noun	verwachting/noun	wacht/verb	uiteindelijk/adj	pelgrim/noun	verg/verb	gezeur/noun	blijf/verb	troost/noun	dialoog/noun	gras/noun	hartstocht/noun	bel_af/verb	veel/adj	behoed/verb	latex/noun	irritant/adj	terug/adv	kracht/noun	credits/noun	miljonair/noun	geraak/verb	inspireer/adj	hoop/noun	zoon_DIM/noun	vertrouwen/noun	put/verb	drijf_op/verb	leven_DIM/noun	kielzog/noun	tij/noun	ooit/adv	meteen/adv	sterk/verb	waarschijnlijk/adj	vals/adj	dag/noun	reëel/adj	aanvankelijk/adj	toekomst/noun	symptoom/noun	gelijkmaker/noun	horizon/noun	schuld/noun	geavanceerd/adj	droom/noun	vrede/noun	bewijsstuk/noun	stel/verb	terug_match/noun	geef_op/verb	gelid/noun	juweel_DIM/noun	schouder/noun	maar/adv	verstook/verb	succes/noun	verdien/verb	blijf_over/verb	rotzooi/noun	mag/verb	wereld_klasse/noun	oppositie/noun	alweer/adv	overleving/noun	stil/adj	loop_mis/verb	gooi/verb	arts/noun	nog/adv	werk/noun	waai_over/verb	poen/noun	overlast/noun	paradijs/noun	kortom/adv	alvast/adv	kennis/noun	genezing/noun	bied/verb	Palestijns/adj	wel/adv	alternatief/adj	binnenkort/adv	make-up/noun	iets/noun	Org/noun	geef/verb	genees_middel/noun	leugen/noun	weer/adv	vurig/adj	cosmisch/adj	tv_ploeg/noun	materiaal/noun	bevrediging/noun	extra/adj	redding/noun	toepassing/noun	mens/noun	medelijden/noun	zie_tegemoet/verb	vrede_regeling/noun
tikkeltje/noun	0.0	0.88488543	0.8895575	0.94021577	0.9438691	0.8463626	0.72566277	0.8162031	0.8142853	0.802454	0.84322786	0.868391	0.9231705	0.76563525	0.85048527	0.71576047	0.9025068	0.9259926	0.86526245	0.94713056	0.9386951	0.8633731	0.9541681	0.91114485	0.83018905	0.9295298	0.9052893	0.7934452	0.7954567	0.9170445	0.89774626	0.8444813	0.82989216	0.88611096	0.8267764	0.78586215	0.77278715	0.82207316	0.8840195	0.8445623	0.87810093	0.9398992	0.8186309	0.9719389	0.9360162	0.7943407	0.9253104	0.7935088	0.7200661	0.94839287	0.87760335	0.84583735	0.85633546	0.8041298	0.8221803	0.8827937	0.8269382	0.5178532	0.84529704	0.8101046	0.9169901	0.88942784	0.7798871	0.8370068	0.8177419	0.87722987	0.90309703	0.8194231	0.7044982	0.9528897	0.90645754	0.9248587	0.8983847	0.8699503	0.93762225	0.78711534	0.87508816	0.9504931	0.8426117	0.8184025	0.9126208	0.942788	0.98644334	0.873754	0.7607587	0.8571581	0.81113446	0.9192531	0.8962079	0.8737169	0.82630694	0.8844886	0.9290322	0.67635083	0.89361465	0.94326484	0.95585847	0.8540888	0.8505787	0.76129305	0.8593751	0.9295252	0.78103983	0.78239954	0.8329766	0.8388558	0.8845966	0.61583686	0.8208521	0.88464403	0.80791265	0.71383154	0.92185485	0.8991542	0.9119972	0.82152724	0.7608552	0.8350998	0.9628468	0.9531639	0.92052925	0.76719403	0.89392763	0.887717	0.8566447	0.67462105	0.7620883	0.89777195	0.9074745	0.89103925	0.8755857	0.8883246	0.835305	0.69276893	0.8986085	0.93758506	0.8843362	0.88464826	0.9115045	0.8993716	0.8136734	0.82465935	0.7038039	0.90971774	0.94537365	0.94092196	0.91887844	0.89727545	0.8514438	0.7168311	0.89825284	0.74717885	0.9186233	0.9154144	0.80058944	0.9030948	0.825172	0.8513224	0.9337165	0.86505383	0.85405993	0.7731483	0.914053	0.8574583	0.9299023	0.8074851	0.84848326	0.9102682	0.86805403	0.8779254	0.8979534	0.88328403	0.8742216	0.865444	0.6314446	0.80771637	0.92758155	0.8590374	0.76222193	0.92655575	0.6728194	0.78100854	0.7540953	0.89751947	0.81114244	0.8949513	0.7709071	0.90888023	0.86520404	0.68362	0.791047	0.65765655	0.8949676	0.9362404	0.89132345	0.69644046	0.69523203	0.9267061	0.7999855	0.7656569	0.86667705	0.8664038	0.84637314	0.79608464	0.8378823	0.895866	0.6721142	0.94760436	0.8915938	0.8990834	0.8374418	0.9688879	0.91744643	0.8513273	0.87452745	0.8666251	0.92562586	0.87015367	0.8474036	0.86194664	0.9184735	0.92342204	0.89819026	0.9422486	0.7745333	0.9054592	0.8961473	0.90623856	0.7914027	0.774575	0.63512516	0.9120244	0.8888196	0.93824697	0.8463249	0.97747684	0.7986706	0.71904355	0.9043936	0.85589534	0.79597616	0.88644844	0.74357307	0.82698715	0.82013494	0.73829687	0.8456043	0.94203895	0.9204453	0.8912096	0.8653767	0.8422998	0.83814895	0.89439285	0.763327	0.8774002	0.83386874	0.7503227	0.86045617	0.9355556	0.9237595	0.9392364	0.63390595	0.8625313	0.8639612	0.8353629	0.86478674	0.74292904	0.8805987	0.9217581	0.78534985	0.7241082	0.7377515	0.9698155	0.78601235	0.72786003	0.89260906	0.923431	0.9549923	0.72872317	0.85008746	0.8778273	0.8501283	0.8186534	0.7891255	0.9110495	0.82592404	0.81950945	0.7659223	0.90191376	0.80080414	0.88202405	0.90263796	0.8833661	0.75520813	0.88155174	0.894339	0.90333754	0.9010993	0.8352912	0.9342768	0.8302679	0.92667884	0.8307209	0.8368629	0.88472027	0.8287827	0.8778413	0.8606858	0.6824787	0.9493915	0.9432606	0.81035197	0.88112795	0.81508034	0.8255563	0.9048138	0.89471585	0.7134096	0.8247277	0.8553806	0.88200104	0.8803492	0.89287925	0.871734	0.77348113	0.8330277	0.7482733	0.86251384	0.99027115	0.60438764	0.94449973	0.79790616	0.64753664	0.7525888	0.8880608	0.8231418	0.91218036	0.84045106	0.8194552	0.8880173	0.8290322	0.8285808	0.88880014	0.83442444	0.7282956	0.787794	0.905738	0.79390705	0.8783544	0.7804539	0.9249207
koop/verb	0.88488543	0.0	0.80957115	0.9575406	0.9841158	0.7703803	0.8658637	0.9600133	0.9016775	0.8133804	0.84931505	0.9268522	0.8985932	0.8629786	0.8988434	0.7107541	0.86713624	0.8062138	0.8414317	0.9581559	0.7028499	0.9365419	0.8843838	0.9657599	0.8380494	0.95209014	0.852993	0.81250453	0.9505691	0.8331222	0.91520756	0.84825385	0.90796417	0.93324476	0.90018004	0.821651	0.93180716	0.78501713	0.8625532	0.9184633	0.8920348	0.9595822	0.85900104	0.96081334	0.8487063	0.9411886	0.74333245	0.8242571	0.83054996	0.8271536	0.8560225	0.8879158	0.8362489	0.84444696	0.92277163	0.93818426	0.8484564	0.8544258	0.96259165	0.92394674	0.9567688	0.8005443	0.80960214	0.96837807	0.94938135	0.9577643	0.9345873	0.82364905	0.88603824	0.81437695	0.97318244	0.93408084	0.918186	0.91481197	0.9476157	0.92338645	0.94555444	0.67913747	0.8715457	0.8485992	0.90479547	0.8611755	0.8339899	0.48552227	0.9690458	0.9043316	0.9736319	0.5029658	0.865134	0.90571046	0.95583314	0.89365715	0.97783136	0.797273	0.90760064	0.95896757	0.938539	0.97549546	0.6771632	0.95836836	0.7247818	0.82592034	0.8263064	0.8034772	0.89373535	0.8448143	0.8855889	0.9489366	0.77046293	0.9050956	0.92137855	0.8286116	0.85425484	0.8834066	0.90788203	0.92651546	0.9178024	0.8392434	0.8699214	0.71372086	0.9118998	0.89299446	0.95614654	0.93205374	0.9436056	0.8232588	0.89567643	0.912355	0.8118446	0.86261225	0.8703793	0.92809904	0.8633583	0.7800762	0.8843804	0.914936	0.9337045	0.89709735	0.8950542	0.8791167	0.8542258	0.7200539	0.8761548	0.95514995	0.924458	0.8690374	0.8432038	0.8738848	0.8394549	0.7738936	0.82926285	0.86039466	0.729756	0.92001563	0.9378289	0.7659563	0.9569113	0.9111654	0.83053416	0.9030683	0.87706304	0.90790874	0.8840596	0.6927575	0.87215406	0.78951323	0.9345995	0.8513915	0.92899	0.91029817	0.90372473	0.7374981	0.78646684	0.9675839	0.8203826	0.9170805	0.902532	0.90982497	0.76775146	0.8106195	0.85138166	0.95407665	0.94849277	0.9170023	0.8524224	0.7307706	0.8970678	0.922258	0.8682894	0.9358326	0.7199587	0.8339975	0.92734873	0.9318387	0.9253298	0.80654526	0.7797289	0.83544445	0.7109252	0.9483081	0.88609475	0.8034029	0.97265315	0.88824195	0.8177068	0.8581759	0.75288767	0.93974036	0.9217907	0.6396463	0.8649329	0.9118368	0.9326116	0.868373	0.8341275	0.9679248	0.6927519	0.8947611	0.9188632	0.60909003	0.98135954	0.9731487	0.8023535	0.88371277	0.9144342	0.8901152	0.95358306	0.85910124	0.8492081	0.7611396	0.9298275	0.7137468	0.92535853	0.9293632	0.94070584	0.958302	0.9642644	0.90839356	0.9346513	0.9174383	0.8162461	0.79545635	0.91795766	0.8326808	0.7991446	0.88740045	0.8694892	0.84516656	0.94213074	0.72959274	0.87639946	0.85916233	0.88051164	0.9199722	0.85896504	0.8723854	0.91879404	0.8714828	0.9558715	0.88748896	0.95830685	0.8956158	0.7208655	0.91778153	0.8365141	0.8996848	0.90296096	0.9327562	0.8755069	0.81100565	0.8916829	0.92174375	0.7931167	0.89178824	0.8956139	0.80939555	0.85472035	0.92600477	0.9151143	0.95278525	0.7968083	0.88350075	0.91427785	0.82745004	0.7559333	0.92613536	0.9092436	0.8797252	0.9385198	0.8563585	0.9624825	0.95138913	0.90323824	0.7838372	0.9094199	0.9722262	0.8791635	0.896832	0.94286054	0.8978595	0.89508396	0.84552425	0.94818354	0.7488401	0.81921715	0.89687043	0.706162	0.81059486	0.7711161	0.77157027	0.90991867	0.9835884	0.82792735	0.9724919	0.92559904	0.68687165	0.7591273	0.8886364	0.86698496	0.88614684	0.8973008	0.7267304	0.92455536	0.8984494	0.76007164	0.8391704	0.87399733	0.9200676	0.8047714	0.9754049	0.79006714	0.8492726	0.76202583	0.80515677	0.81080586	0.8799757	0.8169888	0.63862276	0.92487204	0.84564704	0.9550066	0.9621739	0.88989145	0.69077504	0.91930294	0.673254	0.95808923	0.81023014	0.84646904	0.893633	0.93520594	0.9720569
mee/adv	0.8895575	0.80957115	0.0	0.78544474	0.9573123	0.93485427	0.8817221	0.80319	0.8056052	0.70900726	0.8144309	0.84620494	0.85914785	0.80832964	0.84376776	0.73127747	0.9078795	0.84248716	0.82850957	0.87060905	0.88847893	0.88394904	0.8843852	0.8714091	0.76619434	0.9217876	0.69080204	0.7725476	0.8364835	0.8983082	0.8555714	0.8057755	0.7467952	0.9243717	0.84125584	0.8765588	0.8207522	0.9013229	0.7020215	0.8985197	0.8550898	0.91682494	0.7800156	0.9073936	0.81190586	0.8590718	0.7858871	0.75315493	0.834912	0.88359624	0.8498225	0.8660808	0.80892044	0.8942684	0.90050745	0.84813976	0.8281854	0.75468284	0.90470606	0.8774407	0.9403309	0.86103296	0.8788642	0.9164256	0.8942911	0.96173835	0.8803451	0.8012873	0.87255836	0.88189024	0.91078085	0.83893216	0.8555391	0.8208795	0.82364875	0.87704206	0.8925335	0.7917122	0.89282143	0.833331	0.85344934	0.7509474	0.8738049	0.9081454	0.8411956	0.70940673	0.91850996	0.8802567	0.79829687	0.89317226	0.91959935	0.7651628	0.85591537	0.7157422	0.8690997	0.79443246	0.91836125	0.8951065	0.91408896	0.7986236	0.7923281	0.7361189	0.8009159	0.6614895	0.87248534	0.8469464	0.71057516	0.83018184	0.712093	0.8878683	0.7923128	0.8184563	0.78492886	0.8464509	0.91029847	0.79340005	0.8171811	0.8752613	0.7729579	0.87407255	0.7286076	0.80289745	0.80378425	0.8016717	0.91429627	0.7717144	0.90056777	0.88145125	0.88094836	0.8559321	0.77620375	0.875009	0.80854964	0.79195184	0.91651994	0.823677	0.8692266	0.88309205	0.89522254	0.9143221	0.7164712	0.6736243	0.7792455	0.89093435	0.87147707	0.84129477	0.79349154	0.8152585	0.8714694	0.6566036	0.90646404	0.7711816	0.8414591	0.8709828	0.88740706	0.96226215	0.91601896	0.8328013	0.88271976	0.7624337	0.8709554	0.8317263	0.845852	0.8047519	0.86283445	0.6918851	0.8935358	0.8694546	0.79919684	0.9001443	0.86171514	0.866828	0.92056155	0.8884856	0.7341464	0.90508986	0.8691408	0.7775477	0.6889796	0.840696	0.8084341	0.8836517	0.826603	0.9083712	0.75438505	0.8336534	0.8151474	0.9584354	0.7652042	0.8155632	0.8274248	0.78101397	0.8969823	0.8699517	0.8942333	0.7897377	0.78426176	0.75067776	0.8453194	0.784214	0.86913556	0.9003218	0.8567428	0.8828051	0.81627727	0.77353996	0.7261454	0.7244042	0.80931765	0.9230215	0.77689093	0.7562423	0.86414146	0.78392684	0.82631373	0.8558072	0.71678877	0.8876131	0.8419559	0.8518682	0.9262278	0.8828824	0.81009233	0.74959934	0.83032256	0.9279856	0.8869371	0.86137533	0.7959788	0.7917002	0.8293713	0.81497616	0.8758798	0.89011735	0.9148046	0.7732466	0.7981231	0.8007441	0.7868632	0.78172904	0.9156015	0.74726665	0.88107944	0.7818073	0.7996422	0.7217897	0.86729574	0.8884328	0.85527986	0.78563166	0.8889663	0.8110138	0.7471161	0.7832922	0.85878235	0.8347942	0.7578906	0.837803	0.83548737	0.8034835	0.90094143	0.8803681	0.81712884	0.93730766	0.8596366	0.8387644	0.7930038	0.84056413	0.8400704	0.8129628	0.8417735	0.8256221	0.69169056	0.819391	0.877355	0.8713242	0.87591296	0.89137995	0.8396384	0.8211433	0.79085433	0.7592919	0.8714715	0.8363912	0.8250325	0.85717124	0.869533	0.86335194	0.8996279	0.7864208	0.89102256	0.8743235	0.8153193	0.9207203	0.89816666	0.89762837	0.9078537	0.9209559	0.9367822	0.8917784	0.83668125	0.92778987	0.64756876	0.75119853	0.876855	0.80962145	0.87260485	0.84105945	0.796751	0.7159817	0.9274982	0.7230973	0.78919744	0.955026	0.8264064	0.8234587	0.73046494	0.9167742	0.78578454	0.81048286	0.8260252	0.81635356	0.8739355	0.9242559	0.81919247	0.8053327	0.7789146	0.8989149	0.892549	0.91970545	0.7167634	0.7313366	0.80307156	0.9330573	0.7169326	0.9748255	0.8854973	0.93740976	0.8876541	0.7333852	0.8095901	0.8870893	0.8284676	0.8761884	0.91106516	0.78454256	0.85191023	0.91974753	0.7581928	0.87055004	0.9027732	0.92959106
jongere/noun	0.94021577	0.9575406	0.78544474	0.0	0.8662633	0.928019	0.9025726	0.9385556	0.8719343	0.9056597	0.8687936	0.90205574	0.9394146	0.83211577	0.8899506	0.8395654	0.9330821	0.8959602	0.9455314	0.8125458	0.7822307	0.82410187	0.9077267	0.9256306	0.88657534	0.8958725	0.8813351	0.7891005	0.8858445	0.72379243	0.9621067	0.85129136	0.82655215	0.94358385	0.88281	0.87615824	0.92974627	0.9193542	0.77386904	0.94241136	0.7731086	0.9325599	0.7547475	0.8870876	0.89724886	0.9142082	0.8276994	0.71783483	0.8782683	0.8692708	0.799423	0.92855024	0.7028519	0.77308595	0.878539	0.9446946	0.9071758	0.9096795	0.8842273	0.9259374	0.9024527	0.9465576	0.804109	0.9332521	0.8053508	0.91446006	0.878819	0.84303147	0.8544867	0.91973925	0.9334385	0.69560796	0.9172319	0.7305529	0.9033575	0.8886299	0.92056936	0.9424611	0.8719553	0.8985564	0.9133234	0.8146755	0.95915174	0.78029925	0.8804642	0.7856625	0.89125973	0.9493493	0.8168758	0.9021782	0.9007214	0.7515391	0.9155605	0.86756265	0.95183504	0.8792726	0.8713799	0.8671091	0.9474432	0.91160274	0.90304345	0.7517442	0.8220699	0.7503583	0.86370575	0.8617082	0.91861707	0.9083482	0.82579654	0.93563145	0.87080145	0.8894455	0.9077548	0.86327106	0.77926797	0.8074482	0.8120042	0.9541171	0.9007802	0.89857197	0.86856765	0.9250314	0.84659606	0.94302106	0.91251504	0.8689837	0.92221224	0.9446298	0.8715506	0.95908403	0.922428	0.9616458	0.862501	0.74043244	0.887691	0.9731113	0.8600365	0.8362306	0.88251436	0.9861058	0.8525608	0.83386844	0.90991914	0.90070814	0.85274565	0.7235786	0.9139786	0.9696769	0.789115	0.8609772	0.9178427	0.8938267	0.91027415	0.9120424	0.8668184	0.9119875	0.945782	0.96506727	0.8626573	0.87394476	0.9027192	0.91008234	0.89671063	0.8712094	0.963412	0.8099381	0.8540512	0.88127923	0.8410485	0.8824098	0.93849695	0.75905263	0.8976168	0.90666276	0.87724566	0.8398286	0.86027974	0.9244334	0.8463864	0.91047955	0.8101483	0.938864	0.7671237	0.88600576	0.8348247	0.73480445	0.9198446	0.98379564	0.83755845	0.8731733	0.8418117	0.7910218	0.86970294	0.7726705	0.8468938	0.85693234	0.808244	0.916079	0.8369601	0.92319727	0.79302084	0.772241	0.7961727	0.9047083	0.68703336	0.9465924	0.8291852	0.9095484	0.89310384	0.89715207	0.7713508	0.7393015	0.75746524	0.89364064	0.9343152	0.9069792	0.8370208	0.9317591	0.9362768	0.9229309	0.9069845	0.89336205	0.8888895	0.97385186	0.65748787	0.8616328	0.9327181	0.9284478	0.8769788	0.80914533	0.92028856	0.93777823	0.8888893	0.9761468	0.9399539	0.7656286	0.911415	0.82414955	0.75749344	0.8559034	0.90935755	0.92500234	0.84265226	0.84550464	0.7026015	0.9428917	0.90988195	0.8902967	0.844114	0.8109784	0.95863533	0.942771	0.89628226	0.8129567	0.87540585	0.87700635	0.8563561	0.91066825	0.8671938	0.869431	0.90213287	0.935145	0.71543276	0.87552696	0.8395376	0.8386313	0.9157551	0.8881558	0.92845	0.9383714	0.9155992	0.79825073	0.7565899	0.8955444	0.8966499	0.85933906	0.9732891	0.88300985	0.91582584	0.95306396	0.91150784	0.86407506	0.9182608	0.84969765	0.89191127	0.9320525	0.8704814	0.85298526	0.91397786	0.814727	0.9319564	0.95146286	0.86362374	0.85759366	0.8909606	0.83487546	0.8286786	0.9400041	0.9789537	0.92137074	0.8970933	0.9657287	0.9037668	0.85672396	0.90859306	0.8385392	0.93102264	0.8938709	0.6910237	0.88253534	0.92298424	0.9079522	0.949682	0.8901578	0.93925303	0.9614983	0.8746171	0.7899649	0.8695752	0.8241678	0.9822456	0.86065483	0.6407052	0.87602425	0.87525606	0.8306538	0.76733625	0.89497423	0.86974716	0.898501	0.9018114	0.7797042	0.9046796	0.9412345	0.89938533	0.85252804	0.8466691	0.8109745	0.9374504	0.90873265	0.9635221	0.9285567	0.82031417	0.849692	0.8713922	0.8126503	0.87530726	0.85745716	0.5716132	0.8754883	0.94501036	0.8970074
Israëliër/noun	0.9438691	0.9841158	0.9573123	0.8662633	0.0	0.80231154	0.72945595	0.95607597	0.7750716	0.8929383	0.8027568	0.6237813	0.860629	0.91711754	0.89628124	0.9098878	0.74723274	0.85034275	0.8664654	0.76105344	0.84369606	0.8012906	0.7944156	0.9304152	0.8482717	0.8997406	0.82559776	0.8582923	0.68238187	0.89792174	0.7667255	0.8245901	0.8469326	0.84248435	0.7181244	0.9074108	0.7021923	0.8753532	0.9464093	0.83173156	0.85228634	0.9206972	0.91732043	0.73975813	0.87465096	0.7901081	0.9057865	0.8566952	0.90842277	0.97038585	0.9329714	0.8848094	0.87388206	0.9068577	0.7323352	0.87321126	0.7501031	0.88364226	0.78115386	0.81381655	0.782084	0.95136636	0.85771847	0.92905855	0.87062883	0.7988862	0.7746582	0.8180799	0.87529093	0.7881992	0.8903484	0.9459046	0.9051253	0.8416062	0.86480695	0.76985914	0.9409747	0.9793684	0.7973104	0.9062592	0.9451839	0.8435419	0.9169081	0.9359101	0.8841586	0.86702096	0.7342298	0.9570075	0.8436423	0.97191924	0.7036246	0.8112459	0.8734244	0.8832743	0.7624645	0.7843987	0.5504341	0.96219856	0.93286103	0.95530254	0.88842636	0.82541585	0.95334625	0.80549896	0.73997605	0.8561587	0.90692896	0.8559209	0.917054	0.89693534	0.70075554	0.9168523	0.86070687	0.95649344	0.9556827	0.8555001	0.9215377	0.8127157	0.7872507	0.89823306	0.9186834	0.8057809	0.794572	0.9002146	0.73468477	0.9294273	0.92700833	0.8418088	0.85141766	0.7162926	0.84601533	0.81097525	0.8922113	0.89087534	0.7410892	0.8317812	0.9108225	0.8260307	0.8862228	0.8694	0.8904366	0.9197101	0.80593544	0.61758614	0.6700828	0.65563965	0.90153617	0.9073169	0.9203843	0.9311651	0.8696189	0.85330844	0.7920469	0.8584249	0.8859429	0.9211434	0.8578381	0.9293995	0.92911476	0.8827419	0.7855932	0.9352131	0.88924056	0.9173855	0.77654576	0.89167124	0.7585565	0.87305903	0.92663074	0.64047486	0.8881242	0.8427888	0.9787746	0.7534966	0.91352695	0.91098833	0.8292296	0.8575911	0.8831417	0.9590356	0.92546874	0.9766572	0.9657793	0.9265248	0.94112146	0.899826	0.8475026	0.9148257	0.7765867	0.9202577	0.8998524	0.7785816	0.7432947	0.81092596	0.7946756	0.87368655	0.8222848	0.8871831	0.89150715	0.8197923	0.8239937	0.90512526	0.74146575	0.90586805	0.869354	0.8342289	0.9473589	0.9030029	0.74269354	0.9325144	0.7638911	0.9023275	0.89411485	0.8624659	0.8163451	0.96067286	0.9374941	0.8184366	0.72274363	0.8674886	0.88675445	0.77410144	0.82357764	0.9379332	0.9069171	0.97183746	0.79617494	0.9091123	0.89558685	0.8605045	0.86594045	0.9219186	0.80581516	0.8847924	0.9494401	0.9216074	0.911607	0.8127592	0.8190825	0.9241221	0.9001267	0.9603638	0.76347554	0.8893279	0.9156069	0.8913686	0.8692481	0.9665489	0.91397554	0.94602555	0.9218816	0.9202279	0.8222615	0.87577266	0.90973264	0.93438715	0.9214125	0.8698581	0.842751	0.8826512	0.6588316	0.94848555	0.88368684	0.91360486	0.91955173	0.9117677	0.86543095	0.86300063	0.91256243	0.8236861	0.9134343	0.92859155	0.7511477	0.8498512	0.90302247	0.88586223	0.89496106	0.8279449	0.9298248	0.8831857	0.82243794	0.82536757	0.7188122	0.8419184	0.8643373	0.88437235	0.7594259	0.81623673	0.895239	0.8867661	0.9595611	0.85561246	0.8238135	0.9189954	0.7924886	0.67407346	0.82430124	0.94820046	0.905109	0.8464446	0.8187741	0.9591864	0.861333	0.92222375	0.9102143	0.9597883	0.93822837	0.8891657	0.8780483	0.9056427	0.9197544	0.9141248	0.9104913	0.9053544	0.7771579	0.9376092	0.7447428	0.85983807	0.8715165	0.89151233	0.882591	0.907078	0.8513156	0.7339699	0.8735547	0.88663626	0.93427515	0.89403987	0.88130164	0.4477263	0.9523386	0.86626035	0.9401259	0.9816984	0.9432586	0.9564092	0.85958976	0.9020194	0.85744596	0.8439062	0.69896847	0.88282305	0.91951567	0.90163517	0.8399675	0.94332415	0.89384544	0.9252163	0.74566436	0.79566336	0.84464353	0.8616899
