	Belgisch/adj	Brits/adj	Colombiaan/noun	Engels/adj	Israëliër/noun	Oosteuropees/adj	Org/noun	Palestijns/adj	aanvankelijk/adj	achter/adv	afloop/noun	al/adv	alles/noun	allicht/adv	alsnog/adv	alternatief/adj	altijd/adv	alvast/adv	alweer/adv	angst/noun	arts/noun	balanceer/verb	ballast/noun	bedwing/verb	beetje/noun	behoed/verb	bel_af/verb	belangstellende/noun	belegger/noun	ben/verb	benzine/noun	bericht/noun	besmeurd/adj	bestaan/noun	beterschap/noun	bevat/verb	bevredigend/adj	bevrediging/noun	bewijsstuk/noun	bied/verb	binnenkort/adv	blijf/verb	blijf_over/verb	blijk/verb	bodem/noun	boodschap/noun	boor_in/verb	bos_gebied/noun	bovendien/adv	brand/verb	breng/verb	cent/noun	constructief/adj	conventie/noun	cosmisch/adj	credits/noun	daar/adv	daar/noun	dader/noun	dag/noun	dan/adv	deel/verb	definitief/adj	dialoog/noun	ding/noun	doe/verb	drijf_op/verb	droom/noun	druk_in/verb	druk_uit/verb	drukkerij/noun	dus/adv	echter/adv	einde/noun	ellende/noun	en/adv	enig/adj	er/adv	er/noun	erkenning/noun	ervaring/noun	even/adj	extra/adj	familie/noun	fan_club/noun	feit/noun	flauw/adj	garen/noun	geavanceerd/adj	geduld/noun	geef/verb	geef_op/verb	geld/noun	gelid/noun	gelijkmaker/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	geraak/verb	gerechtigheid/noun	geschied/verb	gevestigd/adj	gevoel/noun	gezeur/noun	gezond/adj	gloor/verb	goddelijk/adj	goed/adj	goedkoop/adj	gooi/noun	gooi/verb	gooi_af/verb	gras/noun	groei/verb	grond/noun	groot/adj	hart/noun	hartstocht/noun	heb/verb	heb_op/verb	heel/adj	heen/adv	hele/adj	herstel/noun	herstructurering/noun	hoop/noun	horizon/noun	houd/verb	huilbui/noun	hulpverlener/noun	ideaal/noun	iemand/noun	iets/noun	ijdel/adj	in/verb	incasseringsvermogen/noun	ingevallen/adj	inspireer/adj	internationaal/adj	irritant/adj	jong/adj	jongere/noun	juweel_DIM/noun	kabaal/noun	kennis/noun	kielzog/noun	kijk_cijfer/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	kom/adj	koop/verb	kop/noun	koppig/adj	kortom/adv	kost/verb	kracht/noun	krijg/verb	laat/adj	laat/verb	laatst/adj	latex/noun	leef/verb	leef_op/verb	leer/verb	leugen/noun	leven/noun	leven_DIM/noun	levend/adj	lever_op/verb	lezer/noun	licht/noun	licht_DIM/noun	liefde/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	lucht/noun	maar/adv	mag/verb	make-up/noun	materiaal/noun	medelijden/noun	mee/adv	mens/noun	menswaardig/adj	meteen/adv	miljonair/noun	mis_viering/noun	multi_etnisch/adj	natuurlijk/adj	nazi_Duitsland/noun	nieuw/adj	nog/adv	nogmaals/adv	nu/adv	nuttig/adj	onafhankelijkheid/noun	onderweg/adj	onderzoeker/noun	ongenade/noun	ongetwijfeld/adv	ontleen/verb	onzin/noun	ooit/adv	opinie/noun	opnieuw/adv	oppositie/noun	overlast/noun	overleef/adj	overleving/noun	papier/noun	paradijs/noun	pelgrim/noun	pik_op/verb	plaats_DIM/noun	plaatselijk/adj	plotseling/adj	poen/noun	politiek/adj	positief/adj	potentieel/adj	pril/adj	publiek/noun	puin/noun	punt_loos/adj	put/verb	rechtvaardig/verb	rechtvaardigheid/noun	reclame_maker/noun	redding/noun	reddingswerker/noun	renner/noun	rente/noun	rente_verlaging/noun	resultaat/noun	reëel/adj	rijs/verb	rommel/noun	roofdier/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schiet_af/verb	schoon/adj	schouder/noun	schuld/noun	situatie/noun	sla/verb	sla_stuk/verb	slordig/adj	slot_set/noun	snel/adj	solidariteit/noun	sommig/adj	spoedig/adj	sprankje/noun	spreek_uit/verb	staal/noun	stang/noun	steeds/adv	steek_aan/verb	stel/verb	stem/verb	sterf/verb	sterk/verb	stil/adj	stimuleer/verb	stort/verb	succes/noun	symptoom/noun	talent/noun	technologisch/adj	teken/noun	terrorist/noun	terug/adv	terug_match/noun	tevergeefs/adj	theater/noun	thuisploeg/noun	tij/noun	tijd/noun	tikkeltje/noun	toch/adv	toekomst/noun	toepassing/noun	townships/noun	troost/noun	tv_ploeg/noun	uit_weg/noun	uiteindelijk/adj	universum/noun	vaag/adj	vals/adj	veeg/verb	veel/adj	verandering/noun	verbeter/verb	verbetering/noun	verbrijzel/verb	verdenking/noun	verdien/verb	verdriet/noun	verdwijn/verb	verg/verb	verhuur/noun	verlies/noun	verlies/verb	vernieuwing/noun	verstook/verb	vertrouwen/noun	verwachting/noun	verwrongen/adj	verzamel/verb	verzet/noun	vestig/verb	vind_terug/verb	vod/noun	vooraf/adv	vooral/adv	vooralsnog/adv	vrede/noun	vrede_regeling/noun	vrees/noun	vreugde/noun	vurig/adj	vuur/noun	waai_over/verb	waarheid/noun	waarschijnlijk/adj	wacht/verb	wanhoop/noun	weer/adv	weinig/adj	wek/verb	wek_op/verb	wel/adv	wereld_klasse/noun	werk/noun	westers/adj	zak_af/verb	zegen/noun	zet/verb	zie_tegemoet/verb	zielig/adj	zo/adv	zoon_DIM/noun	zorg/verb
Belgisch/adj	0.0	0.54610944	0.90917164	0.5830411	0.9665489	0.835168	0.9172373	0.84714377	0.85383904	0.9441416	0.7826639	0.81514394	0.92609125	0.8654779	0.83945274	0.8688659	0.9033929	0.68909585	0.79608107	0.9263526	0.7319448	0.8350501	0.9035127	0.8267716	0.9286207	0.7705673	0.8913337	0.84143645	0.87427735	0.8846706	0.9082962	0.8889326	0.89682007	0.8107654	0.8915627	0.90384024	0.9605633	0.94383687	0.8939671	0.8833175	0.8535677	0.95808077	0.8649552	0.8403996	0.7107983	0.89278305	0.85194844	0.91468984	0.8304474	0.9358014	0.9285646	0.9634578	0.8925391	0.7812211	0.96208847	0.9242585	0.8620254	0.88674545	0.9549676	0.92180336	0.93357503	0.91739196	0.895317	0.93188035	0.9076629	0.89354265	0.91314787	0.8987802	0.8146909	0.9241495	0.8876728	0.87810755	0.8993534	0.9698157	0.92391783	0.92623043	0.86938334	0.8539814	0.8762722	0.77896404	0.86666554	0.95206493	0.9310033	0.7523091	0.6659658	0.83292824	0.96726704	0.8673511	0.8961207	0.89479053	0.8395994	0.78733754	0.8583637	0.84056973	0.9532164	0.8951475	0.94646907	0.85419005	0.9146132	0.8892994	0.92753774	0.93991035	0.68098664	0.95169866	0.9743864	0.87457216	0.9051608	0.9459778	0.87213284	0.8932054	0.8556051	0.93795645	0.9354836	0.8808535	0.8098535	0.8746241	0.7913538	0.8902737	0.9464024	0.7691465	0.8546072	0.85390717	0.9637939	0.8975826	0.8042388	0.9041525	0.78009486	0.9186296	0.89550614	0.9604526	0.8274383	0.8750972	0.9067156	0.92078567	0.8544476	0.89233005	0.858114	0.9493387	0.88648885	0.7499324	0.85975647	0.68269706	0.8902967	0.92228746	0.94675773	0.8945082	0.5621408	0.80616903	0.87496686	0.8608562	0.82926595	0.8477658	0.8451665	0.9651851	0.9112421	0.87749785	0.88104206	0.88489026	0.8266518	0.89542603	0.9075047	0.86697584	0.93768317	0.9077799	0.8797892	0.90220165	0.92939514	0.91132545	0.9138459	0.8179203	0.90453666	0.9425778	0.96120095	0.9334227	0.9242625	0.8902722	0.88234407	0.88672966	0.75029624	0.85433763	0.97667223	0.79988575	0.9801911	0.7802968	0.93344665	0.8884328	0.8796379	0.9105161	0.8367571	0.86999184	0.9542536	0.8929111	0.9119967	0.8937295	0.8033874	0.8552709	0.8750251	0.91792524	0.8810929	0.84169	0.8690468	0.80454797	0.91888905	0.828366	0.91146296	0.872964	0.69640183	0.8994093	0.8132332	0.92382497	0.9542796	0.78917795	0.86470264	0.8877988	0.89381945	0.9192646	0.8412485	0.7481214	0.67601895	0.95389515	0.7709291	0.86859405	0.84192085	0.8387741	0.83762115	0.8810295	0.8453077	0.828756	0.89536357	0.91135675	0.9204714	0.847862	0.9197332	0.82234967	0.70579123	0.9097185	0.8795793	0.88379	0.8835558	0.8770927	0.906676	0.960368	0.9312066	0.92329323	0.95541614	0.94420165	0.8902172	0.9645004	0.88826704	0.9611744	0.8947354	0.86485803	0.8890188	0.9805734	0.91965324	0.9504012	0.8773279	0.9089072	0.8715606	0.8816614	0.93281233	0.8315568	0.8726883	0.9145069	0.8314489	0.9747411	0.8851519	0.8785938	0.885571	0.8719922	0.87692076	0.8091436	0.8253635	0.82321024	0.8781213	0.74136436	0.89208126	0.8357589	0.90086544	0.8877297	0.7748615	0.73442996	0.91045684	0.94605356	0.93752235	0.9219623	0.94203895	0.93085873	0.87273437	0.9137392	0.88801277	0.8993192	0.850819	0.9079997	0.8908221	0.9375189	0.9317305	0.8743065	0.9011953	0.85776544	0.85893697	0.8502477	0.91608727	0.97800946	0.93815684	0.87301564	0.9405672	0.88272315	0.89207023	0.991209	0.86313087	0.8340841	0.91797405	0.8208055	0.8302945	0.8739408	0.86179626	0.82867134	0.914739	0.71393424	0.8412527	0.8909687	0.9265208	0.79806495	0.8130373	0.8994898	0.94387966	0.8778299	0.9281072	0.93756497	0.9643958	0.9131633	0.94197387	0.85952246	0.81191146	0.90583783	0.9048466	0.8828196	0.8862	0.90368515	0.92012113	0.92582583	0.9291965	0.7678553	0.7159776	0.9360913	0.8811284	0.90361	0.91915214	0.9391583	0.9151935	0.893996
Brits/adj	0.54610944	0.0	0.92474896	0.5487067	0.9169081	0.90358245	0.99538404	0.8010788	0.79514253	0.9429271	0.87469393	0.8845053	0.94719505	0.9010083	0.87422276	0.86083114	0.9402713	0.8510474	0.83432055	0.8917772	0.69842035	0.83906186	0.94236434	0.8798857	0.9577319	0.8340225	0.92244	0.88288	0.7818539	0.8890582	0.92209864	0.73204654	0.949347	0.8797371	0.92866325	0.8108214	0.9432383	0.934743	0.8929214	0.88332886	0.8823978	0.9470817	0.9751181	0.85078734	0.7855973	0.88935184	0.88070244	0.9753006	0.8127535	0.915265	0.948823	0.9457806	0.9764535	0.89826936	0.9437731	0.95863783	0.860922	0.90444994	0.9700061	0.9168035	0.9563754	0.892824	0.93536764	0.9389837	0.90071404	0.97231674	0.88400656	0.9011706	0.7166177	0.938012	0.9006258	0.87277186	0.8673924	0.9777636	0.92256564	0.9308097	0.9295298	0.935789	0.92829746	0.9336611	0.94112086	0.96317035	0.90563834	0.7850703	0.8227014	0.7992112	0.9416022	0.9526937	0.87315	0.96337897	0.9150467	0.827931	0.86965185	0.82635105	0.98283565	0.93420863	0.93214405	0.8359888	0.93821526	0.94633603	0.9543036	0.9342102	0.7861421	0.9564077	0.9535639	0.93013054	0.95792705	0.97084606	0.96349394	0.84779364	0.94844824	0.94533813	0.9705465	0.9209745	0.86607605	0.9027488	0.9002896	0.937443	0.9745054	0.842713	0.88651013	0.8923505	0.9285881	0.97034055	0.8261798	0.94363314	0.7999891	0.9599145	0.87502897	0.8348032	0.81548715	0.90015996	0.87614655	0.9332382	0.9014045	0.8824091	0.9162804	0.95135164	0.9407673	0.7916219	0.9305607	0.71979415	0.9591517	0.9784642	0.9126153	0.8742597	0.7567339	0.92568904	0.8871919	0.77192193	0.9379916	0.90471804	0.8339899	0.90635735	0.90901077	0.89558864	0.9504814	0.93488353	0.90882045	0.8862411	0.8816249	0.82458454	0.8454314	0.8506441	0.818499	0.91348416	0.9117973	0.90500945	0.9016053	0.87672585	0.9331156	0.85371965	0.9762964	0.9687663	0.9235005	0.90748763	0.8671702	0.96291906	0.8494546	0.8403144	0.92329544	0.85369194	0.8877438	0.7485179	0.9464299	0.8738049	0.9188644	0.9072918	0.918342	0.67889917	0.9924853	0.97937953	0.89856327	0.7945308	0.83042854	0.94001395	0.8656769	0.9011995	0.8941341	0.89298004	0.86121756	0.7125792	0.95436627	0.86090595	0.88307285	0.90619165	0.754571	0.7287322	0.88257927	0.9323813	0.98658776	0.78550625	0.8971593	0.89007664	0.8946586	0.96445245	0.77816796	0.8554127	0.8459674	0.91236293	0.90789074	0.85711706	0.7877549	0.8868216	0.91260797	0.90346915	0.8652591	0.9183256	0.9576095	0.77885544	0.96478474	0.8243208	0.93431765	0.82636416	0.8597504	0.8132765	0.785238	0.8661752	0.8283013	0.87638706	0.9260236	0.9348079	0.9742816	0.8275128	0.98821914	0.93976676	0.9196243	0.9704899	0.9047899	0.97472924	0.9011404	0.94357085	0.9219952	0.9939524	0.9572779	0.97950083	0.84843	0.9419293	0.872945	0.7862343	0.9868953	0.8799646	0.77960575	0.86433417	0.83720505	0.95692265	0.8352402	0.8828649	0.8755914	0.81204104	0.9022183	0.77504766	0.86467355	0.873466	0.8998853	0.83820987	0.8997761	0.8895898	0.7962609	0.8840174	0.8979825	0.7839807	0.9275882	0.9655688	0.8894527	0.9503129	0.98644334	0.9551084	0.91451454	0.84294623	0.95009893	0.8913022	0.85009575	0.951178	0.89839906	0.9235192	0.892303	0.85376143	0.9233131	0.9508594	0.9081477	0.88055867	0.9693932	0.92044437	0.94002867	0.9392049	0.95033985	0.88686675	0.9554979	0.97657967	0.92119145	0.9486481	0.94874877	0.8850489	0.854468	0.815576	0.84458184	0.83943105	0.8169577	0.78002656	0.8224215	0.93182445	0.82587004	0.8660127	0.86720073	0.93467695	0.9731723	0.82201	0.9480617	0.93998545	0.94453824	0.7695383	0.9312589	0.7799213	0.81751776	0.9214968	0.8934586	0.934607	0.8938112	0.85779	0.89938176	0.9474131	0.95768154	0.67550373	0.8486022	0.8878638	0.9195306	0.9587236	0.9167298	0.9391308	0.90211886	0.93730783
Colombiaan/noun	0.90917164	0.92474896	0.0	0.87128377	0.8694	0.8245846	0.9869383	0.91193366	0.9299454	0.8864004	0.7899804	0.88946265	0.83684576	0.91937804	0.909382	0.92938375	0.9252216	0.8866917	0.8914504	0.78943783	0.921184	0.9143418	0.9013905	0.87997735	0.9028707	0.86963046	0.96319795	0.9580159	0.861865	0.83659023	0.94838005	0.9075777	0.86969495	0.8670056	0.88260555	0.95270324	0.9271154	0.8546284	0.8386371	0.9339674	0.8736212	0.9551959	0.94240206	0.8768236	0.9362566	0.94298685	0.8944352	0.97754115	0.892667	0.9127956	0.8552644	0.8654016	0.8350538	0.95470905	0.8793462	0.9288412	0.8890467	0.8612427	0.93208027	0.93057454	0.89058656	0.8943376	0.8989258	0.91570425	0.9646258	0.9076713	0.9273918	0.8610873	0.8606092	0.87376493	0.9616678	0.8406551	0.8059097	0.9265301	0.88095206	0.97255284	0.8630277	0.92811364	0.8409169	0.9142714	0.95466846	0.9143223	0.84983146	0.97140616	0.7619598	0.7702293	0.9471161	0.86269706	0.9292924	0.9581667	0.87913126	0.82918525	0.8492006	0.8955034	0.910439	0.9279708	0.7449809	0.94828993	0.89264715	0.8889284	0.8829948	0.9081232	0.84349203	0.82462543	0.9513319	0.92387396	0.9005207	0.9073081	0.85811925	0.90024036	0.9303522	0.8957524	0.947509	0.97590184	0.9449569	0.95356214	0.9102424	0.7736007	0.89895934	0.8399047	0.9306212	0.96226627	0.9515669	0.911481	0.8759954	0.95209616	0.794089	0.9401375	0.9332995	0.88156354	0.97081417	0.88394624	0.8612567	0.94508404	0.87899154	0.81824404	0.96138877	0.91513324	0.94188803	0.8749577	0.95694464	0.8649296	0.9861058	0.9371054	0.96656835	0.9326418	0.9648278	0.8642252	0.8221376	0.8461712	0.8999857	0.866845	0.8791167	0.8889686	0.9400952	0.8381658	0.86385095	0.8588864	0.89686704	0.8953572	0.8569264	0.9055909	0.9348011	0.87463343	0.9030454	0.95354813	0.887851	0.91121066	0.9266559	0.8781384	0.9397293	0.88338715	0.9450828	0.9361464	0.88597476	0.93434924	0.83079743	0.9358411	0.95776963	0.96673006	0.8767898	0.88469946	0.9495885	0.8654807	0.829975	0.9143221	0.8924855	0.9132383	0.86405337	0.90980536	0.99378735	0.9103309	0.8551944	0.8394335	0.9494626	0.90792924	0.8602632	0.9139981	0.9627009	0.8696397	0.9042206	0.9029424	0.9448529	0.9023148	0.80124307	0.83534133	0.8079826	0.87407476	0.86245	0.828274	0.9908956	0.91335005	0.95919067	0.91601855	0.890773	0.93026876	0.8534614	0.9110803	0.85430115	0.9209665	0.6112397	0.8893281	0.7953454	0.930526	0.92260385	0.90933025	0.93215644	0.94987124	0.9659965	0.8464192	0.8778655	0.93063194	0.84345686	0.9378421	0.7283447	0.85045815	0.86447734	0.90937334	0.83372813	0.89495504	0.9549225	0.93734455	0.9512259	0.9016946	0.88291264	0.8841035	0.95541966	0.9000725	0.90098417	0.8318726	0.92426634	0.9171104	0.8372647	0.96122956	0.95446736	0.90275973	0.8217579	0.89569134	0.8014772	0.89016044	0.9490783	0.9034888	0.9674899	0.95308435	0.91439784	0.9615134	0.8683961	0.8644309	0.87224674	0.85972	0.94869083	0.9148263	0.8873785	0.8443463	0.8882339	0.87750983	0.95979524	0.8828602	0.95361984	0.8411936	0.90531075	0.93478817	0.9314239	0.90565646	0.9452765	0.9178445	0.8993716	0.8522069	0.8387502	0.94411606	0.89014804	0.8338859	0.94830143	0.94796234	0.8269881	0.92798233	0.92916465	0.87148994	0.8572118	0.84665596	0.9042326	0.93997556	0.9483262	0.94225967	0.78978	0.83863336	0.91567874	0.92771727	0.9474759	0.9777791	0.9352681	0.88355875	0.93739337	0.9093967	0.70695484	0.77556354	0.97907436	0.96349114	0.85888773	0.95299625	0.88500077	0.9243115	0.80291927	0.83071357	0.8948206	0.82188743	0.95982236	0.7839081	0.7888785	0.88445807	0.95272547	0.9378326	0.9382321	0.9082553	0.9234046	0.8793307	0.90315837	0.8792073	0.93951356	0.8502533	0.89026284	0.8426899	0.91717833	0.92243844	0.9426409	0.8733371	0.8903996	0.8336086	0.96476156	0.93590707	0.9019948	0.9188307
Engels/adj	0.5830411	0.5487067	0.87128377	0.0	0.95649344	0.85879695	0.95066684	0.89441836	0.85461754	0.96005636	0.8367065	0.92403674	0.8804971	0.86314315	0.89494777	0.84452534	0.87686384	0.7935446	0.79024136	0.8528814	0.8040011	0.88434714	0.7837772	0.8855566	0.8124066	0.89089763	0.9059159	0.81155795	0.87792635	0.8634352	0.873789	0.7436684	0.84705377	0.84946	0.8856127	0.81636816	0.92407644	0.9015199	0.8963108	0.91455156	0.8780065	0.9496569	0.9396147	0.79525745	0.64709103	0.8408512	0.84865093	0.9198738	0.8119488	0.9146457	0.92426807	0.94083387	0.95524985	0.85885024	0.92288524	0.96260595	0.81118405	0.8331441	0.89645875	0.9606454	0.8835009	0.8586273	0.8420889	0.8552923	0.85923046	0.93929845	0.96849775	0.8381384	0.8688491	0.89601827	0.8990039	0.89232236	0.8263564	0.92372715	0.8293043	0.8326399	0.8597574	0.90707994	0.8907104	0.9289484	0.8299117	0.9001723	0.8806098	0.74997157	0.7613646	0.87959766	0.9017207	0.95629954	0.89028263	0.9214358	0.90907806	0.8703106	0.9113941	0.80954605	0.91856784	0.86779124	0.8893329	0.89730483	0.8896021	0.8724447	0.95094144	0.95099205	0.8423668	0.93242246	0.9019589	0.82964694	0.9498	0.9278462	0.9126169	0.9184925	0.9205744	0.73873866	0.87751704	0.7547817	0.81486005	0.7606636	0.86083657	0.8317844	0.9272968	0.81975746	0.92399967	0.8848856	0.896349	0.9088163	0.8902746	0.9382538	0.71944195	0.93245864	0.94192266	0.827628	0.8424682	0.9127718	0.79150176	0.93042105	0.82891536	0.86967397	0.88919115	0.88155663	0.85848117	0.88563013	0.82373303	0.6863512	0.8632711	0.8266429	0.90224016	0.79007745	0.873555	0.8571186	0.7980918	0.9133632	0.80896914	0.9478049	0.88340664	0.8668456	0.8570767	0.7545434	0.9067988	0.8717048	0.8713517	0.8899814	0.79552174	0.8921749	0.8407513	0.8823405	0.8425331	0.85914546	0.9229067	0.8966168	0.86686045	0.8416072	0.9329715	0.7798455	0.9711828	0.9316398	0.86574966	0.84172136	0.8331295	0.96054125	0.8598551	0.82603574	0.85146594	0.85716176	0.89266247	0.80055034	0.89025795	0.8464509	0.8458278	0.9383608	0.8199109	0.8721294	0.941808	0.97979796	0.81642216	0.88765264	0.90744984	0.92830193	0.870414	0.8996557	0.8406806	0.90182126	0.82422954	0.7121717	0.92993695	0.80488145	0.88846487	0.7525536	0.7645961	0.8574267	0.8191628	0.95559996	0.86795133	0.8468149	0.9020343	0.8611522	0.93000484	0.921383	0.76977754	0.8503243	0.7223809	0.89844203	0.7808584	0.88001394	0.9268065	0.8526336	0.8566398	0.7812241	0.89019537	0.89576006	0.88072324	0.9168155	0.9610972	0.8030529	0.82577455	0.84143424	0.73601085	0.9568341	0.894785	0.93250334	0.90152746	0.8892362	0.8080276	0.91325414	0.9122036	0.9277704	0.93245316	0.87253976	0.9316524	0.9617156	0.8241403	0.84047204	0.9369203	0.92141485	0.8452457	0.9846021	0.85057634	0.98771477	0.81314	0.8957001	0.7956822	0.8779058	0.94878584	0.9112079	0.8400254	0.94200885	0.85091186	0.94917434	0.8468658	0.9688422	0.8946936	0.95723027	0.83998775	0.8550283	0.8004892	0.8743265	0.8970042	0.75107497	0.93786067	0.94303536	0.9006311	0.78000957	0.8715947	0.8665888	0.8927569	0.94286263	0.93277323	0.94855434	0.8991542	0.88376427	0.9112973	0.8758972	0.92193675	0.8405751	0.77470404	0.980294	0.8800779	0.8412458	0.9256713	0.7960532	0.81753665	0.836601	0.8807596	0.85582644	0.8938669	0.8834826	0.966721	0.85825837	0.898285	0.8644641	0.89526796	0.95742524	0.9183918	0.92263573	0.92327505	0.85416013	0.8609139	0.8443584	0.8756658	0.8586879	0.90425307	0.8086133	0.7915976	0.9517675	0.8829666	0.81316906	0.8742671	0.899647	0.94723517	0.8608078	0.890813	0.8516327	0.9239981	0.7922169	0.8934561	0.8728311	0.9052366	0.8472273	0.7850282	0.89066756	0.9447995	0.8655417	0.8380767	0.87995183	0.9390583	0.79365385	0.9015037	0.9127862	0.868018	0.94991016	0.86557454	0.8160672	0.8197675	0.9309167
Israëliër/noun	0.9665489	0.9169081	0.8694	0.95649344	0.0	0.89792174	0.9564092	0.4477263	0.81623673	0.90692896	0.8475026	0.90625924	0.8904366	0.8533084	0.8575911	0.86626035	0.8832743	0.88663626	0.9104913	0.6237813	0.85983807	0.73468477	0.9241221	0.61758614	0.88364226	0.91360486	0.9484855	0.9459046	0.8561587	0.87368655	0.84369606	0.87465096	0.85771847	0.85842484	0.9202577	0.9173855	0.9409747	0.8399675	0.82430124	0.88130164	0.9401259	0.9214125	0.8891657	0.87529093	0.87305903	0.8555001	0.80231154	0.9556827	0.89087534	0.76246446	0.8138165	0.93286103	0.87062883	0.8997406	0.88282305	0.91256243	0.9156069	0.917054	0.81092596	0.88437235	0.9311651	0.7501031	0.8734244	0.842751	0.89167124	0.9603638	0.89496106	0.7924886	0.8624659	0.72945595	0.97038585	0.9098878	0.81275916	0.9304152	0.7638911	0.84601533	0.8418088	0.86050457	0.8831417	0.74329466	0.9657793	0.8913686	0.94332415	0.8435419	0.9793684	0.8292296	0.9451839	0.8881242	0.9189954	0.9074108	0.8595898	0.8464446	0.89150715	0.8187741	0.9595611	0.8659405	0.9590356	0.90201944	0.8940398	0.9134343	0.7811538	0.9206972	0.8941148	0.7750716	0.93438715	0.8582922	0.83173156	0.8859429	0.9294273	0.9359101	0.9293995	0.7447428	0.8922113	0.8826512	0.8245901	0.89823306	0.8239937	0.7855932	0.65883166	0.8222848	0.9168523	0.8827419	0.7667254	0.9203843	0.8578381	0.8903484	0.7511476	0.85561246	0.8342288	0.8184366	0.85228634	0.7585565	0.8054989	0.9432586	0.85592085	0.90842277	0.7534966	0.95607597	0.92859155	0.76105344	0.9117677	0.899826	0.8662633	0.9591864	0.87388206	0.9342751	0.9298249	0.9002146	0.85034275	0.88924056	0.76347554	0.9766572	0.9841158	0.9030029	0.8197923	0.8735547	0.8674886	0.8630006	0.88842636	0.9051253	0.8871831	0.8317812	0.91955173	0.6404749	0.8057809	0.8566951	0.85744596	0.7973104	0.8279449	0.74723274	0.8998524	0.8670209	0.9265248	0.8848094	0.682382	0.82357764	0.80593544	0.9376092	0.9570075	0.85141766	0.92222375	0.9056427	0.9816984	0.90163517	0.79566336	0.9573123	0.74566436	0.7988862	0.82536757	0.8236861	0.9216074	0.88675445	0.9473589	0.81097525	0.9325144	0.8715165	0.91397554	0.8929383	0.95334625	0.7741014	0.91732043	0.92911476	0.9148257	0.9215377	0.9001267	0.89558685	0.82243794	0.7843987	0.8469326	0.9141247	0.8513156	0.77465814	0.9053544	0.94602555	0.73397	0.87577266	0.9219186	0.89693534	0.9023275	0.8255978	0.907078	0.794572	0.94112146	0.82541585	0.8841586	0.81908256	0.7944156	0.92905855	0.88586223	0.7162926	0.7342298	0.91098833	0.89384544	0.7410892	0.94640934	0.8696189	0.8692481	0.97191924	0.75942594	0.8664654	0.84278876	0.782084	0.8780483	0.8012905	0.911607	0.9197101	0.8753532	0.6556396	0.90578645	0.861333	0.8238135	0.9108225	0.7872507	0.7946756	0.9352131	0.9494401	0.84827167	0.7414658	0.7785816	0.80581516	0.79010814	0.7036246	0.9211434	0.9073169	0.8180799	0.7881992	0.94820046	0.90153617	0.77654576	0.7188122	0.7771579	0.90512526	0.7920469	0.9597883	0.8867661	0.9069171	0.9329714	0.76985914	0.5504341	0.86543095	0.905109	0.86480695	0.8416062	0.95530254	0.8831857	0.89628124	0.9438691	0.91352695	0.895239	0.9252163	0.73975813	0.8698581	0.91951567	0.8862228	0.8222615	0.84248435	0.8260307	0.8643373	0.8893279	0.88368684	0.92663074	0.97183746	0.96067286	0.7961749	0.88479245	0.93822837	0.72274363	0.8436423	0.90973264	0.9787746	0.8606291	0.8127157	0.96219856	0.9102143	0.90302247	0.9218816	0.87321126	0.9374941	0.74269366	0.86070687	0.8163451	0.95136636	0.7765867	0.869354	0.8027567	0.67407346	0.8616899	0.7181244	0.7021923	0.69896847	0.6700827	0.882591	0.92700833	0.84191847	0.9202279	0.70075554	0.84390616	0.92546874	0.73233515	0.7399759	0.9523386	0.9197544	0.89151233	0.8112459	0.9186834	0.905868	0.9379332	0.84464353	0.9091123	0.91711754	0.8498512	0.9068577
