	koopwaar/noun	meter_DIM/noun	explosief/adj	aantal/noun	als/prep	middel/noun	ziekteverschijnsel/noun	ontvlambare/adj	lever/verb	terrein/noun	verbied/verb	ofwel/vg	medicijn/noun	brand/noun	toe/part	kort/adj	combinatie/noun	blauw/adj	dossier/noun	bedek/verb	kilo_gram/noun	test/verb	maak_aan/verb	menig/det	zee/noun	couplet/noun	je/det	trek_aan/verb	hoop/noun	een/fixed	ervoor/pp	stuk/noun	veel/det	genoemd/prep	bevorder/verb	verbod/noun	dan/comparative	cel/noun	doe_op/verb	elkaar/pron	literair/adj	lucht/noun	dier/noun	enorm/adj	zaad/noun	bijvoorbeeld/adv	die/det	gemaakt/adj	examen/noun	enzovoorts/vg	bijgevolg/adv	soort/noun	bedekt/adj	onderzoek/noun	wend_aan/verb	hoofdstuk/noun	rot_weg/verb	kleurstof/noun	projectiel/noun	test/noun	werkzaam/adj	beoordeling/noun	kleding/noun	en/vg	lap/verb	Edinburgh/name	grondwater/noun	design/noun	voldoende/det	erin/pp	in/prep	wat/det	kan/verb	ozon_laag/noun	soortgelijk/adj	snit/noun	welk/det	weer/adv	aan/prep	onschuldig/adj	doe/verb	over/adj	als/comp	wit/adj	dus/adv	grijs/noun	koraal_rif/noun	gevolg/noun	ben/verb	materiaal/noun	men/pron	lig/verb	overspan/verb	bestanddeel/noun	glazen/adj	spring_stof/noun	lawaai/noun	goedkoop/adj	dring_door/verb	snuif_op/verb	te/adv	mijn/noun	spons/noun	genoeg/adj	droog/adj	dat/pron	ander/adj	werk/verb	licht/noun	teveel/det	chemisch/adj	vermag/verb	gehalte/noun	ontsta/verb	achter/part	overal/adv	long/noun	heel/adv	Schelde/name	stimuleer/adj	benzeen/noun	monster/noun	blaas/verb	wanneer/comp	lang/adj	pil/noun	3,2/num	sommige/det	vuil/adj	colbert_DIM/noun	milli_gram/noun	toegelaten/adj	480/num	rol/verb	vaak/adj	boek/noun	wolk/noun	vervuil/verb	lichaam/noun	toestel/noun	vleugel/noun	omloop/fixed	roman/noun	traditie/noun	kleed/noun	vergeten/adj	meer/det	spuw_uit/verb	laat_achter/verb	haal_weg/verb	spot/noun	glans/adj	bedrijf/noun	spoor_op/verb	vrij/part	die/pron	bijzonder/adj	haal/verb	bekend/adj	vermeng/verb	wierook/noun	laag/noun	vluchtig/adj	zoals/comp	controleer/verb	hoogwaardig/adj	cosmetische/adj	uit/adj	vanwege/prep	weg/part	pantalon/noun	sla_neer/verb	voorkom/adj	bepaald/adj	weg/noun	rubber/noun	zoal/adv	zoveel/det	discussie/noun	allerlei/det	ontploffing_gevaar/noun	verboden/adj	verdacht/adj	onbespreekbaar/adj	Preventie/name	duizenden/noun	thuisland/noun	beland/verb	public/noun	of/comp	uitsluitsel/noun	vervoer/noun	om/comp	exotisch/adj	gangbaar/adj	hersenen/noun	klein/adj	nieuw/adj	voeg_toe/verb	bedrukt/adj	verplicht/adj	vul/verb	ontwerper/noun	zorgvuldig/adj	moet_op/verb	glijd/verb	vloer/noun	diep/adj	trek_op/verb	rustgevend/adj	blaas_weg/verb	bijeen/adj	vind/verb	geschilderd/adj	omstreden/adj	verpakking/noun	terecht/part	extra/adj	waardevol/adj	debat/noun	verwerkt/adj	wild_card/noun	dezelfde/det	geen/det	zon/noun	uiterst/adj	deze/det	om/prep	draad/noun	vreemdsoortig/adj	kies/verb	enzym/noun	grond/prep	soepel/adj	verwerking/noun	aanmaak/noun	kleur/noun	schud/verb	voeding_supplement/noun	geschikt/adj	verkeer/noun	nogal/adv	ontspan/verb	benodigd/adj	kilo/noun	schrap/verb	gedecoreerd/adj	verga/verb	door/prep	aan/part	aandoenlijk/adj	kom_vrij/verb	jas_DIM/noun	sluier/noun	flink/adj	opwekkend/adj	onder/adv	gebruik/verb	bloed_monster/noun	overheers/verb	dik/adj	rat/noun	alle/det	alles/adv	aanraking/fixed	kameel/noun	urine/noun	omgeef/verb	melk/noun	gevuld/adj	van/prep	verspreid/verb	dompel_onder/verb	ijzeren/adj	vast/adj	alge/noun	brandbaar/adj	botsing/noun	interessant/adj	zodat/comp	waar/noun	huid/noun	Mallory/name	drugs_gebruik/noun	roestig/adj	denk_na/verb	Formule/noun	woensdag_middag/noun	schadelijk/adj	spier_versterkend/adj	hoop_DIM/noun	verf/verb	drama/noun	zuurstof_gebrek/noun	ene/adj	neiging/noun	dwars/adv	hierin/pp	neutraliseer/verb	boeiend/adj	gevoerd/adj	tot/prep	giftig/adj	lever_op/verb	er/adv	Forensisch/name	zinvol/adj	tabak_fabrikant/noun	immers/adv	gemakkelijk/adj	Euripides/name	actief/adj	vorm/verb	tweeduizend/num	hoe/adj	maak_vrij/verb	Golfoorlog/name	signeer/verb	vervuil/adj	rits/noun	hoog/adj	douche/noun	doordat/comp	geef/verb	tank/noun	gebruik/noun	partij_congres/noun	vat/noun	schimmel/noun	enkel/det	ook/adv	waarin/pp	Collen/name	analyse/noun	vervaardig/verb	ga_tegen/verb	mythe/noun	clandestien/adj	gevaarlijk/adj	Albrecht/name	bevind/verb	experimenteer/verb	kwalitatief/adj	stel_bloot/verb	water/noun	vrouw_tennis/noun	Kent/name	placebo/noun	meng/verb	puin/noun	rapporteer/verb	splinter/noun	besmet/verb	lichaam_eigen/adj	bovenstaand/adj	overhemd/noun	concentratie/noun	vrij/noun	aangezien/comp	genoeg/adv	meet/verb	frekwent/adj	uitstoot/noun	ziekteverwekker/noun	spuit_in/verb	fontein/noun	Ramdas/name	plastic/adj	bescherm/adj	niet_werk/adj	bepaal/verb	bovendien/adv	verbouw/verb	dun/adj	calvinist/noun	omdat/comp	koop/verb	zit/verb	speciaal/adj	het/det	ontwikkeld/adj	bodem/noun	walm/noun	modern/adj	pijp/noun	blijf_achter/verb	ultraviolet/adj	nodig/adj	maak/verb	vandaan/part	na/part	zacht/adj	alcohol/noun	leven_middel/noun	productie/noun	ga_over/verb	elegant/adj	talloos/adj	vermoedelijk/adj	tref_aan/verb	opslag/noun	voor/prep	onder/prep	bevang/verb	stofwisseling/noun	straal/noun	de/det	voetballerij/noun	olie/noun	bescherm/verb	dood_oorzaak/noun	aanhang_wagen/noun	Umicore/name	hang_af/verb	nadenken/noun	oud/adj	loos/verb	verf/noun	stoel/noun	maquette/noun	professor/noun	blad/noun	Boeing/name	bloot/adj	zolang/comp	schud_af/verb	astma/noun	veel/adj	lijst/noun	tank_wagen/noun	vervuild/adj	Kathy/name	bazaar/noun	warm/adj	besta/verb	kom_voor/verb	los/adj	hiernaast/pp	af/part	centi_meter/noun	word/verb	transporteer/verb	mogelijk/adj	aangetroffen/adj	neem_op/verb	reageer/verb	inmiddels/adv	pikzwart/adj	sirene/noun	genoeg/det	blijk/verb	combineer/verb	criterium/noun	hoeveelheid/noun	ontplof/verb	gespecialiseerd/adj	stof/noun	verliefdheid/noun	kom_terecht/verb	buitenaf/adv	techniek/noun	divers/adj	lijk/verb	verkrijg/verb	in/fixed	verwerk/verb	Anil/name	uit/prep	zorg/verb	open_lucht/noun	geef_af/verb	zeer/adv	willoos/adj	relatief/adj	kort/adv	gesprek/noun	alleen/adv	letterlijk/adj	ontdek/verb	zand/noun	zet_om/verb	spoor/noun	afbeelding/noun	gebruiker/noun	vleug_DIM/noun	lek/verb	meest/adj	deeltje/noun	aromatisch/adj	ton/noun	container/noun	gaas/noun	bacterie/noun	steen/noun	afkomstig/adj	neder_wiet/noun	vanonder/prep	grond/noun	laai_op/verb	overvloedig/adj	psychedelische/adj	stank/noun	buitenissig/adj	vreemd/adj	lap_DIM/noun	op/part	roddel/noun	geschoren/adj	akelig/adj	los_op/verb	stuk_DIM/noun	behandel/verb	bied/verb	mooi/adj	heel/adj	soms/adv	strak/adj	bevat/adj	stook_olie/noun	vooral/adv	kom_vrij/adj	koninkrijk/noun	explodeer/verb	prikkel/adj	nandrolon/noun	speculatie/noun	met/prep	verschil/adj	rubberen/adj	heen/part	fris_op/verb	kankerverwekkend/adj	doek/noun	ergernis/noun	omgang/noun	smetteloos/adj	bus_kruit/noun	frituur_vet/noun	minder/det	honger/noun	verbranding/noun	kleurrijk/adj	meer/adj	meter/noun	natuurlijk/adj	spoor/verb	zonder/prep	zichtbaar/adj	korrel/noun	scheid_af/verb	gelatine/noun	eiwit/noun	effect/noun	lap/noun	hoop_op/verb	slik/verb	tepel/noun	steek_af/verb	toxische/adj	bevat/verb	TNT/name	traditioneel/adj	fel/adj	ontwerp/verb	sigaret/noun	waai_op/verb	benzine/noun	doping/noun	puriteins/adj	een/det	verricht/verb	waarmee/pp	13.000/num	rood/adj	geheimzinnig/adj	voorzie/verb	gordijn/noun	smelt/verb	tapijt/noun	werking/noun	8.000/num	elk/det	of/vg
koopwaar/noun	0.0	0.8984675	0.8742105	0.86748374	0.8448758	0.8318573	0.89796835	0.90870386	0.83640337	0.8854318	0.8585198	0.8378288	0.81563973	0.8918968	0.9420545	0.9325739	0.84267277	0.83032906	0.8785067	0.81115425	0.84494567	0.88075304	0.8331153	0.82526875	0.86168355	0.9083738	0.804965	0.87810314	0.9067554	0.91009015	0.8822063	0.8160622	0.83081996	0.92169505	0.87643284	0.8790928	0.8506252	0.8803393	0.89830637	0.8749845	0.8725545	0.85646766	0.8110115	0.84668595	0.8055319	0.7970664	0.8288138	0.8161445	0.90309983	0.8048442	0.8304143	0.7990838	0.8289829	0.9250949	0.862239	0.9130349	0.912273	0.85786366	0.8494728	0.8920581	0.90621364	0.88792473	0.6984007	0.7286086	0.9007358	0.90007037	0.89840245	0.8207976	0.8507211	0.84310424	0.85303444	0.831515	0.83837986	0.9522283	0.89373904	0.8732145	0.84133476	0.8558871	0.8501699	0.8730421	0.9271841	0.8900015	0.8708077	0.8042946	0.8406904	0.8708266	0.90479857	0.9343388	0.8364655	0.72031605	0.8513039	0.8504115	0.91599524	0.83836436	0.79658324	0.841177	0.8690679	0.7724637	0.8760516	0.85912985	0.8954452	0.8439387	0.8661139	0.8809794	0.8908057	0.8400395	0.8429867	0.8950556	0.877098	0.86478174	0.82248044	0.86599344	0.8744433	0.8933789	0.8510143	0.7871406	0.88474554	0.8540728	0.89483905	0.8655136	0.913738	0.81824374	0.86445594	0.83808225	0.9024528	0.82311875	0.89819527	0.781968	0.84606826	0.89762723	0.8743715	0.88039637	0.8961793	0.8479077	0.8197584	0.8535846	0.8809314	0.88213867	0.84070545	0.8073305	0.88156575	0.86512446	0.927123	0.8764597	0.7247233	0.86918354	0.83403265	0.867767	0.79484844	0.8527889	0.8518369	0.81822217	0.83727396	0.8328736	0.89886427	0.78600013	0.8552207	0.8816412	0.886058	0.82641584	0.858363	0.85897017	0.81576204	0.83160883	0.82096595	0.8140975	0.86437976	0.85501754	0.86216253	0.90141785	0.8831932	0.8942038	0.86579466	0.8317101	0.9030127	0.82836074	0.8478454	0.83527595	0.9084838	0.7768924	0.9190133	0.8203424	0.81695807	0.9255349	0.93795085	0.7982751	0.87985086	0.89788616	0.90085113	0.87247294	0.94421995	0.84451956	0.80048823	0.7796989	0.85541904	0.86144036	0.83920854	0.897639	0.8919281	0.8396273	0.858431	0.77202356	0.85516655	0.8401655	0.88491035	0.8449184	0.817767	0.8881931	0.89720803	0.87271434	0.8979214	0.8424264	0.8707447	0.82961994	0.91403246	0.72598803	0.89105254	0.8602965	0.7873341	0.9006492	0.83343166	0.9258649	0.8691383	0.8615108	0.88866484	0.8636889	0.8717787	0.90780914	0.857365	0.8786644	0.8849723	0.86346114	0.8924456	0.8590603	0.8578238	0.8705581	0.8399242	0.8971134	0.8251429	0.85618865	0.89137125	0.8560608	0.8859788	0.8558646	0.7996366	0.9307269	0.8336855	0.88921374	0.8405573	0.8904061	0.85702306	0.88657516	0.80913043	0.871567	0.8550644	0.8767929	0.8645808	0.79777426	0.9274556	0.86101925	0.83879733	0.85346013	0.8271852	0.8200437	0.86940813	0.83054143	0.8584664	0.8467853	0.7918359	0.7688673	0.85257375	0.81652945	0.8421723	0.8180982	0.87873477	0.877508	0.86794174	0.89531255	0.85772365	0.7725626	0.82809865	0.8521639	0.92925507	0.8651242	0.8474578	0.92246366	0.9101474	0.8779874	0.85350794	0.9323088	0.83950365	0.8568302	0.9023912	0.9361231	0.854187	0.86006624	0.85726726	0.84712386	0.89999866	0.88680404	0.88464737	0.92622113	0.816905	0.883453	0.86702645	0.94357663	0.8694599	0.9000537	0.8213351	0.870522	0.95175004	0.8879602	0.886907	0.833709	0.86970145	0.9207052	0.9144253	0.8832446	0.8928489	0.868135	0.90315896	0.874385	0.8256932	0.88927794	0.8480434	0.81206894	0.94536614	0.8316972	0.868574	0.8218941	0.8274726	0.8257486	0.9478231	0.8918935	0.80282617	0.8828895	0.8746915	0.85094553	0.86417747	0.91184133	0.8567033	0.8528018	0.8419896	0.88327193	0.8332037	0.9285794	0.9195268	0.92685556	0.862806	0.83579224	0.9016303	0.8866276	0.8767811	0.9156446	0.8739581	0.8242995	0.89250183	0.9110125	0.8271105	0.8740032	0.87742615	0.8619217	0.8966789	0.8840206	0.8742618	0.8403896	0.9081862	0.72942054	0.8494711	0.9334172	0.88081205	0.80879366	0.82626784	0.8417506	0.9285893	0.8390743	0.774756	0.8611473	0.854014	0.8698727	0.856089	0.86697525	0.8911007	0.8303521	0.82200944	0.87750113	0.9177817	0.8897178	0.8766376	0.8596923	0.90999067	0.85006183	0.84070075	0.7592901	0.8408242	0.9210995	0.8103454	0.7981873	0.83623004	0.8016262	0.8659476	0.8381259	0.8502186	0.9217987	0.9296387	0.86685604	0.8341849	0.9298067	0.8150643	0.8608034	0.90248656	0.80927825	0.87083614	0.9001006	0.885664	0.8441674	0.8723012	0.79073966	0.8041497	0.84201247	0.9190979	0.856325	0.8831357	0.835457	0.8521233	0.9166784	0.9299239	0.84715164	0.85422605	0.8624269	0.8515031	0.90102124	0.8417963	0.83688706	0.8686516	0.88634944	0.8157743	0.8776183	0.93914545	0.8683529	0.8070205	0.8162334	0.84904146	0.8266511	0.9278056	0.9364098	0.8594656	0.8763192	0.8948968	0.8432628	0.88086236	0.8519436	0.886296	0.77099836	0.88545245	0.83792734	0.7915172	0.8918387	0.8730302	0.8825143	0.82347834	0.8205778	0.87161565	0.84310305	0.8982873	0.8291342	0.917351	0.82368636	0.8874802	0.8910842	0.85415274	0.8375572	0.8816811	0.8686624	0.930503	0.92232656	0.8372991	0.8470919	0.8406718	0.79845315	0.90168667	0.8808686	0.7601405	0.8033844	0.86329114	0.8734092	0.8202499	0.8403854	0.890041	0.78730005	0.7381449	0.88403904	0.8384655	0.80734503	0.81641364	0.86418664	0.84464383	0.85360694	0.91199565	0.8494163	0.9018639	0.86969274	0.86888266	0.85564786	0.8426174	0.8955188	0.87503046	0.8790666	0.86760485	0.93086696	0.8171115	0.88832456	0.8491692	0.824578	0.8637112	0.82383054	0.85696363	0.87767076	0.8300457	0.8191414	0.9047827	0.87153184	0.8722893	0.86613107	0.8918885	0.88307613	0.8101961	0.82101285	0.8064944	0.8557322	0.8552642	0.8696363	0.8137996	0.8694061	0.836781	0.87402606	0.88118887	0.87632215	0.8334134	0.8866892	0.85923016	0.78273857	0.85264415	0.888905	0.87140113	0.86615646	0.85405135	0.85859704	0.84727114	0.88992095	0.8888738	0.84126014	0.88169545	0.8237108	0.8923147	0.91741407	0.8914542	0.8438387	0.85546994	0.8011402	0.8781049	0.8208518	0.9085752	0.8297496	0.7397994	0.9281374	0.795604	0.8670275	0.9060319	0.783073	0.90352905	0.8176371	0.85700303	0.8449466	0.8381002	0.85116965	0.8257589	0.8588623	0.74969816	0.8933994	0.83235323	0.8181359	0.75486785
meter_DIM/noun	0.8984675	0.0	0.92168295	0.937661	0.94127905	0.94165766	0.94120944	0.9422068	0.9478016	0.88038343	0.9591586	0.8892326	0.9515814	0.9303807	0.96713424	0.91975653	0.9189711	0.85117173	0.9286619	0.8394469	0.9142536	0.93454987	0.90185654	0.91126007	0.885147	0.9277447	0.8475572	0.95427656	0.94503695	0.9679616	0.926191	0.8830582	0.91721666	0.93146133	0.95500964	0.96849495	0.8934676	0.93672466	0.9489536	0.8736936	0.951167	0.8486413	0.89808905	0.9098798	0.893094	0.9178626	0.8638819	0.9070169	0.9282752	0.91136587	0.9161438	0.9002688	0.8730742	0.96327823	0.9394092	0.9359168	0.92577636	0.90782267	0.841825	0.94512767	0.9741681	0.93758225	0.9104095	0.866354	0.93018025	0.9372876	0.8856316	0.92449754	0.9120872	0.8749875	0.88895166	0.879077	0.8940102	0.9424628	0.9506895	0.93201864	0.9147201	0.8294737	0.9232806	0.95077896	0.930713	0.8543208	0.90771085	0.8521813	0.89288867	0.9098026	0.9438802	0.9603832	0.9167572	0.89058024	0.89777493	0.85900426	0.9000082	0.9141658	0.82554793	0.9171272	0.88871497	0.9397252	0.9052618	0.9369218	0.91675276	0.8816211	0.89760053	0.91617894	0.8739303	0.92426145	0.9218882	0.9451423	0.8655747	0.90091175	0.9349083	0.93587625	0.9367781	0.91124415	0.9147795	0.85379815	0.91597664	0.8960706	0.8907196	0.92933714	0.94189906	0.9015024	0.897396	0.8847709	0.8962348	0.93473625	0.9256923	0.9213136	0.8882633	0.9191868	0.91145885	0.9125423	0.9180577	0.85341847	0.919238	0.94154	0.86457	0.9066488	0.8775026	0.84169626	0.88990366	0.94861466	0.9620103	0.9506483	0.88777447	0.93185717	0.8987785	0.9189864	0.90887564	0.85548615	0.92413616	0.85430074	0.93335956	0.94603807	0.930132	0.9175985	0.9408317	0.91460335	0.96297765	0.9084055	0.92603433	0.83423626	0.92751455	0.9226684	0.9264407	0.91458964	0.95063645	0.89512956	0.9283201	0.9169451	0.9294713	0.92860174	0.935076	0.9128926	0.8457578	0.87286365	0.9185435	0.9102262	0.9510722	0.90332323	0.9320423	0.94524527	0.9397186	0.941941	0.97312963	0.8946966	0.9431927	0.82012516	0.95184237	0.9589913	0.97317564	0.9374525	0.8867183	0.91586375	0.93396	0.89322335	0.89084864	0.92409086	0.9365773	0.91133434	0.9475849	0.8612125	0.9339488	0.90658194	0.87142944	0.812839	0.8566627	0.8856033	0.9016095	0.91085047	0.89515173	0.8692626	0.9377094	0.86372805	0.9628419	0.886587	0.8920588	0.9033627	0.9282413	0.96195704	0.8989479	0.9308224	0.9126116	0.91382635	0.87016815	0.9334573	0.9287709	0.93242943	0.87913454	0.91374654	0.93824846	0.95516026	0.9665328	0.8927137	0.95268023	0.9459909	0.8852565	0.9269682	0.9336044	0.9294577	0.90461	0.93651724	0.89844275	0.90364885	0.8986527	0.9590506	0.9326185	0.91809416	0.88456047	0.93888	0.92230475	0.91069317	0.9037242	0.93307024	0.8730023	0.9466009	0.94744015	0.921325	0.9329009	0.9317475	0.8511443	0.91460717	0.906741	0.85167044	0.92688507	0.9088831	0.9166082	0.87957853	0.9046593	0.8840362	0.9386537	0.9355512	0.9273615	0.82958364	0.91608655	0.89233726	0.914224	0.8885898	0.93105924	0.8040469	0.89268196	0.87568396	0.92922646	0.9504692	0.8344157	0.92407376	0.91730225	0.90961707	0.9463095	0.9512697	0.87297404	0.8885654	0.9564463	0.95171106	0.8634157	0.9260502	0.80803674	0.9183318	0.9119214	0.93877846	0.95318216	0.9411341	0.9042099	0.9329155	0.8657611	0.95772386	0.94734174	0.95599	0.9121103	0.9006341	0.94311255	0.96672267	0.93769366	0.90087163	0.91687024	0.92819285	0.9426367	0.9636485	0.9202117	0.90784484	0.90112156	0.8800025	0.898135	0.9293402	0.84188473	0.93485856	0.94106865	0.89852977	0.9320684	0.87982327	0.9182632	0.90417075	0.9411559	0.95623976	0.91213584	0.953337	0.9430103	0.9575565	0.8661554	0.9638611	0.89224654	0.9083314	0.9186636	0.92926747	0.8358264	0.94203496	0.9485956	0.9521597	0.9244039	0.873296	0.94929415	0.9144364	0.9544546	0.9416577	0.93421286	0.89171517	0.9022658	0.89864194	0.9193087	0.92239946	0.87507623	0.91579527	0.94221425	0.9628348	0.9409599	0.86833644	0.9644827	0.8351635	0.8903837	0.94896823	0.9424093	0.89712846	0.91972554	0.8311913	0.95040184	0.9297336	0.93687755	0.86224836	0.9070891	0.90940374	0.9400963	0.8527448	0.92830145	0.9328718	0.8552913	0.91053313	0.93344784	0.92995477	0.9342129	0.88858426	0.92977846	0.8721433	0.9291554	0.9244686	0.9319957	0.93396944	0.87788415	0.9124735	0.9260935	0.9254009	0.89124864	0.9215484	0.87500125	0.95108306	0.9466592	0.8687996	0.8730376	0.93662024	0.9068192	0.9494631	0.94479185	0.88572216	0.93460345	0.94865316	0.9085486	0.94194	0.90971476	0.85763806	0.8271422	0.9116256	0.97391766	0.9265046	0.90422046	0.8610201	0.92954797	0.93297327	0.96874344	0.90544134	0.92697877	0.87901497	0.89185643	0.93713725	0.9461328	0.89573115	0.93199027	0.933045	0.8693765	0.9059962	0.93195534	0.7345515	0.8894894	0.8933277	0.92469704	0.9289136	0.96044135	0.96605945	0.9257657	0.89899814	0.91160613	0.9075069	0.95506406	0.93367034	0.9427154	0.8784686	0.8908361	0.9355755	0.8989264	0.9348815	0.83719736	0.933545	0.9176736	0.9310177	0.9109128	0.94894195	0.93714494	0.90888304	0.9443944	0.9043258	0.9357236	0.9216553	0.91337955	0.92285025	0.9592724	0.91867554	0.8937666	0.955593	0.9150755	0.8360261	0.9362685	0.8093847	0.9253113	0.8990136	0.8748039	0.9082804	0.9271159	0.888573	0.95021254	0.9064268	0.93075776	0.8798202	0.85073406	0.8367202	0.89905065	0.84051156	0.94533014	0.9354655	0.85965383	0.8353688	0.94985	0.8885416	0.92433333	0.9399685	0.9269624	0.9317132	0.870687	0.9203329	0.9438328	0.8705052	0.88959384	0.9589667	0.8496413	0.9651254	0.9219016	0.9020834	0.8936338	0.88894826	0.8548595	0.91595304	0.886105	0.92670506	0.9225345	0.9469668	0.91131556	0.92942226	0.94820124	0.93504465	0.89877546	0.9162322	0.8554165	0.86511856	0.9195222	0.91674525	0.8655026	0.9218477	0.9519583	0.9089492	0.92194396	0.9243859	0.89699066	0.9415091	0.9376785	0.91770476	0.9021113	0.7243975	0.9244681	0.9361248	0.9057668	0.88440853	0.9057503	0.9009088	0.9177655	0.9190817	0.94753367	0.838436	0.91996306	0.9172889	0.8671037	0.91341925	0.9273086	0.90441686	0.8964518	0.9352665	0.92580354	0.9211068	0.91179854	0.93515533	0.8888223	0.94570297	0.9374885	0.83894026	0.95548767	0.89418787	0.9213679	0.83314437	0.9256285	0.92374015	0.86047447	0.8603847	0.86514497	0.9518933	0.9186349	0.88564277	0.8937328
