	doorsta/verb	koopwaar/noun	jurk/noun	meter_DIM/noun	spiegel_DIM/noun	explosief/adj	aantal/noun	als/prep	middel/noun	ziekteverschijnsel/noun	ontvlambare/adj	jurk_DIM/noun	lever/verb	Explosieven/name	verbied/verb	ofwel/vg	medicijn/noun	brand/noun	toe/part	kort/adj	combinatie/noun	onderscheid/noun	blauw/adj	dossier/noun	bedek/verb	kilo_gram/noun	maak_aan/verb	zee/noun	couplet/noun	je/det	trek_aan/verb	hoop/noun	ervoor/pp	stuk/noun	veel/det	dankzij/prep	bevorder/verb	genoemd/prep	dan/comparative	cel/noun	doe_op/verb	gezondheid/noun	brand_op/verb	lucht/noun	enorm/adj	zaad/noun	bijvoorbeeld/adv	die/det	gemaakt/adj	examen/noun	enzovoorts/vg	bijgevolg/adv	soort/noun	bedekt/adj	onderzoek/noun	wend_aan/verb	kimono/noun	hoofdstuk/noun	werkzaam/adj	kleurstof/noun	projectiel/noun	beoordeling/noun	kleding/noun	en/vg	lap/verb	toediening/noun	Edinburgh/name	grondwater/noun	design/noun	voldoende/det	erin/pp	in/prep	wat/det	kan/verb	crème/noun	soortgelijk/adj	snit/noun	welk/det	verbinding/noun	aan/prep	onschuldig/adj	doe/verb	over/adj	als/comp	wit/adj	dus/adv	grijs/noun	koraal_rif/noun	zo/adj	ben/verb	men/pron	lig/verb	overspan/verb	bestanddeel/noun	vloeistof/noun	spring_stof/noun	lawaai/noun	goedkoop/adj	dring_door/verb	snuif_op/verb	te/adv	spons/noun	genoeg/adj	droog/adj	dat/pron	ander/adj	werk/verb	licht/noun	teveel/det	nies/verb	chemisch/adj	vermag/verb	gehalte/noun	ontsta/verb	achter/part	overal/adv	long/noun	heel/adv	fles/noun	stimuleer/adj	benzeen/noun	blaas/verb	wanneer/comp	lang/adj	pil/noun	vuil/adj	sommige/det	colbert_DIM/noun	milli_gram/noun	toegelaten/adj	vaak/adj	boek/noun	wolk/noun	risico/noun	informeer/verb	vervuil/verb	lichaam/noun	toestel/noun	roman/noun	traditie/noun	kleed/noun	meer/det	spuw_uit/verb	laat_achter/verb	haal_weg/verb	glans/adj	spoor_op/verb	vrij/part	die/pron	haal/verb	bekend/adj	vermeng/verb	produceer/verb	wierook/noun	laag/noun	vluchtig/adj	zoals/comp	vanwege/prep	uit/adj	cosmetische/adj	weg/part	pantalon/noun	sla_neer/verb	voorkom/adj	bepaald/adj	weg/noun	rubber/noun	zoveel/det	discussie/noun	allerlei/det	verboden/adj	verdacht/adj	onbespreekbaar/adj	duizenden/noun	thuisland/noun	beland/verb	public/noun	of/comp	uitsluitsel/noun	vervoer/noun	om/comp	elf/num	exotisch/adj	hinder/noun	hersenen/noun	klein/adj	nieuw/adj	voeg_toe/verb	bedrukt/adj	verplicht/adj	ontwerper/noun	zorgvuldig/adj	moet_op/verb	glijd/verb	vloer/noun	diep/adj	trek_op/verb	trui/noun	rustgevend/adj	blaas_weg/verb	bijeen/adj	vind/verb	geschilderd/adj	omstreden/adj	terecht/part	extra/adj	behoor/adj	waardevol/adj	debat/noun	verwerkt/adj	dezelfde/det	geen/det	borstel/noun	zon/noun	uiterst/adj	deze/det	om/prep	draad/noun	vreemdsoortig/adj	kies/verb	grond/prep	aanmaak/noun	kleur/noun	schud/verb	voeding_supplement/noun	geschikt/adj	verkeer/noun	nogal/adv	daal_neer/verb	benodigd/adj	kilo/noun	menselijk/adj	gedecoreerd/adj	schrap/verb	door/prep	verga/verb	aan/part	aandoenlijk/adj	kom_vrij/verb	jas_DIM/noun	flink/adj	dring/verb	opwekkend/adj	onder/adv	doos/noun	gebruik/verb	overheers/verb	dik/adj	rat/noun	alle/det	alles/adv	kameel/noun	omgeef/verb	melk/noun	analyseer/verb	gevuld/adj	van/prep	verspreid/verb	dompel_onder/verb	ijzeren/adj	vast/adj	alge/noun	brandbaar/adj	interessant/adj	lek/adj	rook/verb	waar/noun	huid/noun	Mallory/name	drugs_gebruik/noun	roestig/adj	denk_na/verb	Formule/noun	woensdag_middag/noun	schadelijk/adj	spier_versterkend/adj	ijzer/noun	hoop_DIM/noun	rijk/adj	verf/verb	drama/noun	zuurstof_gebrek/noun	ene/adj	dwars/adv	hierin/pp	voer_af/verb	neutraliseer/verb	zwavelzuur/noun	boeiend/adj	gevoerd/adj	tot/prep	giftig/adj	luidspreker/noun	lever_op/verb	er/adv	zinvol/adj	tabak_fabrikant/noun	immers/adv	Euripides/name	actief/adj	geur_hinder/noun	tweeduizend/num	vorm/verb	hoe/adj	houd_tegen/verb	maak_vrij/verb	signeer/verb	vervuil/adj	rits/noun	hoog/adj	douche/noun	doordat/comp	geef/verb	tank/noun	gebruik/noun	enkel/det	ook/adv	waarin/pp	daaronder/pp	analyse/noun	vervaardig/verb	ga_tegen/verb	mythe/noun	clandestien/adj	gevaarlijk/adj	bevind/verb	water/noun	stel_bloot/verb	vervolgens/adv	Kent/name	meng/verb	puin/noun	rapporteer/verb	splinter/noun	besmet/verb	lichaam_eigen/adj	overhemd/noun	concentratie/noun	vrij/noun	aangezien/comp	genoeg/adv	meet/verb	uitstoot/noun	ziekteverwekker/noun	spuit_in/verb	fontein/noun	bescherm/adj	niet_werk/adj	bepaal/verb	bovendien/adv	dun/adj	omdat/comp	koop/verb	zit/verb	het/det	ontwikkeld/adj	bodem/noun	walm/noun	modern/adj	pijp/noun	ruw/adj	blijf_achter/verb	nodig/adj	maak/verb	vandaan/part	plak/verb	alcohol/noun	leven_middel/noun	elegant/adj	35.000/num	vermoedelijk/adj	zout_zuur/noun	hang_op/verb	tref_aan/verb	opslag/noun	vermaal/verb	onder/prep	bevang/verb	voor/prep	straal/noun	de/det	bescherm/verb	aanhang_wagen/noun	Umicore/name	hang_af/verb	nadenken/noun	loos/verb	verf/noun	maquette/noun	kruip/verb	professor/noun	blad/noun	bloot/adj	schud_af/verb	veel/adj	lijst/noun	Kathy/name	warm/adj	besta/verb	voer_aan/verb	kom_voor/verb	artikel/noun	duid/verb	los/adj	af/part	centi_meter/noun	word/verb	transporteer/verb	mogelijk/adj	aangetroffen/adj	neem_op/verb	reageer/verb	inmiddels/adv	pikzwart/adj	genoeg/det	blijk/verb	combineer/verb	criterium/noun	hoeveelheid/noun	kleur/verb	ontplof/verb	gespecialiseerd/adj	autoband/noun	stof/noun	kom_terecht/verb	lijk/verb	in/fixed	verwerk/verb	Anil/name	uit/prep	zorg/verb	lijf/noun	geef_af/verb	zeer/adv	willoos/adj	relatief/adj	kort/adv	gesprek/noun	deel_in/verb	alleen/adv	letterlijk/adj	ontdek/verb	zand/noun	zet_om/verb	spoor/noun	veroorzaak/verb	gebruiker/noun	vleug_DIM/noun	lek/verb	meest/adj	deeltje/noun	aromatisch/adj	ton/noun	container/noun	afkomstig/adj	neder_wiet/noun	vanonder/prep	laai_op/verb	overvloedig/adj	weinig/det	stank/noun	buitenissig/adj	blaas_af/verb	vreemd/adj	lap_DIM/noun	op/part	roddel/noun	akelig/adj	stuk_DIM/noun	bied/verb	mooi/adj	heel/adj	soms/adv	strak/adj	stook_olie/noun	vooral/adv	gen/noun	kom_vrij/adj	explodeer/verb	prikkel/adj	nandrolon/noun	met/prep	verschil/adj	naaimachine/noun	heen/part	fris_op/verb	kankerverwekkend/adj	geur/noun	ergernis/noun	omgang/noun	smetteloos/adj	bus_kruit/noun	minder/det	honger/noun	verbranding/noun	kleurrijk/adj	meer/adj	meter/noun	natuurlijk/adj	spoor/verb	zonder/prep	korrel/noun	scheid_af/verb	eiwit/noun	effect/noun	lap/noun	hoop_op/verb	slik/verb	tepel/noun	steek_af/verb	toxische/adj	mankeer/verb	bevat/verb	TNT/name	traditioneel/adj	fel/adj	sigaret/noun	waai_op/verb	benzine/noun	helder_op/verb	een/det	verricht/verb	waarmee/pp	13.000/num	tientallen/noun	rood/adj	geheimzinnig/adj	voorzie/verb	gordijn/noun	smelt/verb	tapijt/noun	werking/noun	elk/det	of/vg
doorsta/verb	0.0	0.873791	0.8766306	0.89742565	0.94498974	0.89143884	0.86184096	0.85486174	0.85263646	0.8866119	0.914865	0.82668483	0.8162563	0.98223555	0.89632815	0.94037485	0.76979685	0.8859061	0.95030224	0.7939994	0.8350874	0.8694735	0.9000594	0.88559407	0.8870508	0.9538085	0.81926715	0.8801521	0.9376272	0.83788097	0.8582463	0.85408896	0.912211	0.86834085	0.7716092	0.8072704	0.9216427	0.9150362	0.8818258	0.8874564	0.73531806	0.8239392	0.9266709	0.8213754	0.83975935	0.83760816	0.79750335	0.7489153	0.8269053	0.7143427	0.8932043	0.8379564	0.8063208	0.8726877	0.86244154	0.8972228	0.9729178	0.93714064	0.84248185	0.8348886	0.89482605	0.7274387	0.85540545	0.7672246	0.88422424	0.8977612	0.9249773	0.91390055	0.9563716	0.85498965	0.9026492	0.8887272	0.819566	0.7957407	0.7846278	0.8071192	0.88384193	0.7607034	0.8371502	0.8041896	0.8024252	0.76528114	0.8133656	0.7802627	0.85642457	0.774411	0.8979528	0.93014187	0.87773204	0.82430214	0.82466304	0.888895	0.91806793	0.74309915	0.8404478	0.92499745	0.7172754	0.8056775	0.8464782	0.9201801	0.82236904	0.9166714	0.85762155	0.8647597	0.81663185	0.731851	0.88925195	0.8266702	0.7397127	0.95552725	0.8433053	0.92968965	0.8248841	0.82121396	0.9050265	0.8808403	0.94195265	0.82850266	0.86838883	0.8624512	0.87026894	0.89466465	0.7783799	0.89223975	0.8265985	0.83388925	0.77729857	0.9653043	0.8238124	0.92906094	0.79088384	0.9268892	0.8380321	0.7854122	0.8486107	0.8556845	0.8217903	0.8381403	0.86815876	0.9304335	0.81864244	0.81191105	0.9541087	0.87528235	0.9052849	0.82703424	0.8666461	0.9083915	0.78856134	0.89620227	0.8934379	0.8157586	0.7737912	0.8844157	0.8561744	0.784227	0.82060516	0.8506473	0.8874533	0.87900853	0.91090894	0.96072817	0.89590496	0.87642044	0.8106755	0.864311	0.8786045	0.7678599	0.91328686	0.76941025	0.90931416	0.82577324	0.95734197	0.84698725	0.8116735	0.92990744	0.8975271	0.8718065	0.8877861	0.87575257	0.8659095	0.91009825	0.84014255	0.7616756	0.86815315	0.8591478	0.879421	0.8269426	0.8835678	0.8478855	0.85320926	0.82669663	0.87432563	0.8360312	0.87486535	0.9158156	0.8408731	0.91657615	0.91706157	0.87219596	0.79706514	0.9044479	0.8997147	0.90063626	0.9687763	0.8492161	0.90995127	0.81449896	0.95740545	0.8597944	0.8045143	0.8613199	0.88027394	0.83734983	0.83378977	0.7697483	0.8536694	0.9284325	0.9107209	0.90838194	0.8344352	0.8988797	0.84198326	0.75820905	0.8796254	0.81965995	0.8511708	0.8021137	0.9118172	0.88264877	0.8747605	0.82486975	0.9633248	0.9099757	0.88686734	0.84628624	0.9057896	0.9128227	0.8155806	0.9001322	0.8051058	0.89231294	0.8506985	0.86316806	0.79113126	0.8069106	0.82947433	0.906413	0.8303157	0.8181418	0.90826416	0.90362513	0.7966124	0.8017982	0.8082023	0.89196336	0.8368224	0.80246824	0.9027402	0.88455707	0.83596104	0.7966614	0.9052194	0.8244639	0.7958193	0.8566706	0.8559066	0.82466364	0.8965863	0.8320575	0.8808856	0.939644	0.9313282	0.8330482	0.7897357	0.98863417	0.83162403	0.894339	0.8706649	0.90199065	0.85796195	0.9381336	0.86627644	0.9301727	0.8911586	0.9266859	0.8922219	0.9286674	0.88428783	0.907334	0.9279911	0.8352205	0.9314993	0.80820096	0.76047873	0.84864664	0.9439845	0.7555047	0.9334573	0.82722926	0.82139474	0.901408	0.8530755	0.8875439	0.8181331	0.8912324	0.92651474	0.93161106	0.8744848	0.8788521	0.9241343	0.761728	0.8598757	0.87389576	0.8861491	0.9032198	0.8359771	0.81104374	0.8632779	0.81541336	0.86624527	0.7857672	0.8475394	0.9256958	0.8627791	0.89212424	0.8415303	0.7638316	0.8517897	0.9607452	0.8490033	0.85334	0.8707277	0.908368	0.86223173	0.9317757	0.89972484	0.80809325	0.9366146	0.8239319	0.9121418	0.8179729	0.8534616	0.87140936	0.90663105	0.89375734	0.80084175	0.9211649	0.8487763	0.7693682	0.8260369	0.7722579	0.8434501	0.82329345	0.85368276	0.8500488	0.89768285	0.88632524	0.8577109	0.893132	0.8237772	0.89679116	0.8336652	0.84132016	0.8200202	0.86622024	0.7809801	0.79687095	0.8102187	0.95179075	0.8822927	0.9409264	0.9256644	0.8782927	0.8684954	0.9027852	0.89131224	0.92640984	0.8299483	0.8890008	0.8237185	0.835689	0.960373	0.96929264	0.8479421	0.8351814	0.94533724	0.81852496	0.93922305	0.9171834	0.8506924	0.855421	0.815479	0.9424906	0.8475804	0.89363873	0.9938596	0.8340819	0.7694751	0.8421565	0.79395884	0.8421718	0.90096927	0.8218145	0.91125584	0.91559684	0.8719684	0.8844508	0.81019294	0.9396802	0.92170215	0.8377478	0.8700671	0.91749066	0.85178924	0.82315266	0.821604	0.81319904	0.8335707	0.8667396	0.8851371	0.93773973	0.87524074	0.76830137	0.91936445	0.85828596	0.8660834	0.76740646	0.985285	0.85042024	0.84880507	0.8683271	0.88725185	0.8623345	0.9049448	0.8316114	0.8757267	0.8917581	0.8519326	0.80890214	0.8679662	0.8606458	0.880537	0.83725864	0.8778889	0.79256976	0.8586737	0.906648	0.91057134	0.83760303	0.8053775	0.82888705	0.8820569	0.89323133	0.847608	0.89474684	0.9429978	0.8261206	0.9041895	0.8591887	0.80998856	0.86463773	0.8815174	0.8238393	0.9346569	0.8637111	0.6518969	0.9027946	0.90946776	0.8108971	0.8487817	0.8957604	0.7506234	0.8373412	0.9072652	0.81580293	0.88439816	0.8881742	0.8193813	0.77991116	0.93549186	0.8409858	0.80501163	0.9439986	0.79982746	0.91791314	0.8165387	0.8384116	0.83708227	0.89272344	0.88908654	0.915434	0.8720566	0.72320366	0.8992869	0.87823814	0.88910985	0.95274746	0.8126035	0.9184835	0.7717285	0.8298393	0.90303916	0.8331933	0.7837814	0.8434803	0.869905	0.8315739	0.9191638	0.8189475	0.8415534	0.8880701	0.74005365	0.92267996	0.83941543	0.91049355	0.80142206	0.81940037	0.81282735	0.85033715	0.8118978	0.7675579	0.86592126	0.97088265	0.8728905	0.8784181	0.80114794	0.8525021	0.91802883	0.82686985	0.8983077	0.8292802	0.7990625	0.7776384
koopwaar/noun	0.873791	0.0	0.851359	0.84485614	0.83500093	0.88367295	0.83424485	0.75672895	0.84261155	0.7921265	0.88525647	0.8246387	0.7735801	0.8438663	0.8319338	0.79905546	0.79046416	0.9164767	0.9229357	0.9101397	0.7860278	0.82826644	0.8604918	0.8206484	0.7467944	0.8288299	0.7333266	0.79562324	0.8836533	0.74721736	0.88333285	0.8385973	0.8425339	0.7491527	0.864977	0.879027	0.90204906	0.82577145	0.79141724	0.809698	0.8401768	0.8090346	0.76639056	0.8300008	0.8758884	0.7055324	0.81156445	0.7429952	0.7833866	0.90688133	0.8878594	0.7573299	0.71379864	0.7460132	0.9091405	0.8327615	0.9241482	0.8460258	0.90545297	0.7768631	0.76933193	0.8409312	0.7395547	0.7331598	0.8471878	0.8830392	0.8790331	0.8123019	0.8524543	0.7956993	0.8351986	0.85782754	0.82277274	0.8154346	0.77273136	0.8510697	0.84680617	0.779678	0.8727305	0.8435112	0.82279444	0.88135356	0.8296136	0.81697714	0.82261467	0.8054347	0.8937115	0.7812601	0.89983827	0.8194244	0.77194095	0.7198917	0.82589936	0.7950584	0.79498553	0.80218816	0.7844683	0.813417	0.88445437	0.80610216	0.86252284	0.765888	0.85581475	0.7642504	0.7802584	0.7471897	0.8619493	0.818106	0.763232	0.8797664	0.7991804	0.8405081	0.83877534	0.85636264	0.82522416	0.73430324	0.7915455	0.83002084	0.7742333	0.8196047	0.89923	0.88002974	0.7662557	0.86242884	0.8304839	0.77563995	0.7641872	0.9300227	0.8576382	0.7478954	0.8016505	0.7887603	0.83008456	0.85814697	0.78978753	0.8409988	0.74259377	0.8231627	0.83350426	0.8598244	0.74856037	0.86793387	0.83000696	0.7859719	0.76573735	0.81291896	0.84051377	0.8653182	0.72515273	0.8333154	0.8747736	0.7536541	0.7110796	0.7911611	0.77893966	0.8720319	0.7564978	0.85520583	0.8498974	0.8581511	0.7607459	0.9140034	0.85427415	0.8449708	0.74979216	0.8322136	0.7508347	0.8435509	0.90342903	0.6736129	0.86089	0.80885106	0.85382104	0.71022606	0.87876683	0.8286234	0.9461018	0.8242799	0.94326305	0.85488325	0.7227124	0.81712127	0.63235456	0.8527614	0.7897842	0.8439821	0.85279614	0.7796773	0.7737585	0.845264	0.8812908	0.8153377	0.876814	0.7562813	0.80569655	0.7996169	0.8447267	0.8666481	0.8220601	0.8075243	0.7864383	0.771697	0.79593503	0.870304	0.8706295	0.81805336	0.9158288	0.68080676	0.9227633	0.82497704	0.8142829	0.86295587	0.88088185	0.8016883	0.8548476	0.7958069	0.82729495	0.84921706	0.7324605	0.8177285	0.8631222	0.82434416	0.790092	0.81525767	0.8186619	0.8000728	0.84799564	0.84979355	0.8426556	0.79416275	0.80585647	0.70289254	0.83082163	0.88827807	0.84619844	0.8370279	0.82375705	0.82387954	0.8566251	0.8482751	0.8579691	0.8724158	0.83796346	0.8909118	0.7214694	0.80378675	0.8753963	0.79054976	0.7705083	0.70630616	0.8130121	0.78161633	0.788973	0.7225537	0.80624247	0.7875922	0.8725805	0.7436077	0.7469125	0.87619007	0.8583659	0.8007704	0.84332466	0.7108298	0.75909805	0.8693391	0.72074735	0.7945111	0.8720583	0.8693485	0.8311538	0.8949229	0.88992244	0.8927663	0.80844355	0.8742886	0.8049133	0.7827426	0.823032	0.8453921	0.8605623	0.90092564	0.79277587	0.8364252	0.8109721	0.7891468	0.86359227	0.8410538	0.8225093	0.8754017	0.90939987	0.7871583	0.8742007	0.7934819	0.7833177	0.8714048	0.8190005	0.73187125	0.8818315	0.87860864	0.80781734	0.8413336	0.77638364	0.81720614	0.88523763	0.9079255	0.9040132	0.84966826	0.86559564	0.892781	0.82421464	0.8140871	0.7980263	0.8131435	0.8678676	0.7637528	0.84494275	0.7702954	0.8258501	0.8111208	0.7947259	0.9296564	0.7959154	0.8241104	0.8624943	0.82715523	0.7332646	0.8146304	0.76972127	0.87880766	0.80518955	0.7242968	0.8818468	0.85731864	0.8005997	0.886638	0.8712886	0.86083823	0.85205287	0.8015222	0.75093853	0.8172964	0.8967732	0.76397794	0.791728	0.8143089	0.7878498	0.91933775	0.76240295	0.7835411	0.8156288	0.755853	0.827239	0.7762331	0.80321836	0.81754833	0.801609	0.8683026	0.8541771	0.8403218	0.81270003	0.8202932	0.8338092	0.8160845	0.7694366	0.76054484	0.75554454	0.72773176	0.80163985	0.8490911	0.87812203	0.83743525	0.8267024	0.79252297	0.8485754	0.7754569	0.7618153	0.8413122	0.84306514	0.8292734	0.83672893	0.75365746	0.8272082	0.8942597	0.84910464	0.8480934	0.8295437	0.7972478	0.8243373	0.8391691	0.87834644	0.76259553	0.7982099	0.9129094	0.8706308	0.7554029	0.9646831	0.73268867	0.809466	0.76721144	0.7989834	0.8371618	0.8613176	0.7978553	0.89871246	0.76949084	0.74049175	0.7896637	0.80629444	0.8194603	0.9144744	0.91147923	0.8515989	0.82507783	0.8294632	0.8605132	0.80175406	0.72192293	0.7935034	0.84060264	0.86901367	0.8273449	0.7435304	0.75680363	0.83828616	0.80454886	0.8088551	0.7871139	0.87327534	0.77214354	0.8521737	0.7824688	0.8145342	0.8092483	0.779018	0.87824535	0.9351008	0.9153922	0.8790283	0.8466496	0.77321017	0.7520251	0.71103024	0.8278121	0.86066103	0.8441454	0.81242937	0.8583306	0.83990693	0.78285015	0.797109	0.8220866	0.79884243	0.7152599	0.7943925	0.8080187	0.73819935	0.90273374	0.7862184	0.86256635	0.79735225	0.7982244	0.90467036	0.72857064	0.8031269	0.8914362	0.81924427	0.83885545	0.7140168	0.8265239	0.81637144	0.7874925	0.76393694	0.86435884	0.80758494	0.8319617	0.72741127	0.8341405	0.86364007	0.74579936	0.83050215	0.811224	0.7197995	0.8611293	0.7941319	0.81440103	0.8357139	0.71944153	0.8725068	0.8251947	0.85131073	0.80553323	0.8533811	0.8596888	0.8538935	0.7579472	0.8217931	0.81974566	0.8317519	0.83221066	0.84715295	0.7727194	0.74774754	0.73747534	0.8820388	0.7654253	0.76452017	0.85526437	0.838577	0.84110725	0.8185309	0.83361924	0.7303827	0.8748851	0.8548371	0.9342587	0.7646439	0.85168123	0.79695743	0.802173	0.7709722	0.83391535	0.7783495	0.8199683	0.76281506	0.86368763	0.7403805	0.8189017	0.8335669	0.81084555	0.7192586	0.86155695	0.78059924	0.77197546
jurk/noun	0.8766306	0.851359	0.0	0.7907405	0.781837	0.8941373	0.9354925	0.7793879	0.9477644	0.9262721	0.86491597	0.36863947	0.86508626	0.96855336	0.8911053	0.8725622	0.8720474	0.9123108	0.9376195	0.6172246	0.72773033	0.8623329	0.42653787	0.92040753	0.5918251	0.9273974	0.8216512	0.7677847	0.83009136	0.63171965	0.49250442	0.8410576	0.8671081	0.68913275	0.7351247	0.752117	0.9344185	0.84852797	0.84793544	0.93220866	0.8879814	0.9117741	0.85531634	0.7759328	0.7928033	0.77849925	0.697963	0.74386454	0.57440394	0.9269112	0.7719575	0.884603	0.6839502	0.5574334	0.9623291	0.9089019	0.5922898	0.89997053	0.9038783	0.8264506	0.8788427	0.92226464	0.46235788	0.5146853	0.85630476	0.9226005	0.9028115	0.91750664	0.6621468	0.8893151	0.7859374	0.7913957	0.76333916	0.8965799	0.67621815	0.91234607	0.5590209	0.8371409	0.9209603	0.8667029	0.8400947	0.86182654	0.8380972	0.8639004	0.3234191	0.9260797	0.4986862	0.77933013	0.767275	0.8938388	0.8782752	0.7195487	0.8572088	0.8839725	0.82155085	0.9405307	0.8894125	0.7541815	0.8336201	0.868878	0.8146033	0.8128982	0.8694682	0.750402	0.7796448	0.8002542	0.85284007	0.736183	0.8781735	0.9345805	0.8980428	0.90410864	0.888026	0.869735	0.86950386	0.7158054	0.8413121	0.7177201	0.74417114	0.90298444	0.9467933	0.8221805	0.814188	0.7160107	0.8665298	0.7546563	0.85471284	0.4673602	0.91662425	0.9635376	0.8069308	0.7920047	0.7213537	0.9495674	0.9709679	0.9144426	0.72571635	0.87043613	0.7886694	0.78051776	0.3560524	0.8633826	0.88949966	0.8533859	0.8828793	0.44382048	0.9395098	0.95476174	0.7663006	0.8954866	0.8382537	0.81781274	0.7925942	0.80359465	0.6419952	0.873978	0.82506144	0.7813449	0.728517	0.8987503	0.8694795	0.37664354	0.9179363	0.89851314	0.8690847	0.88818276	0.6920081	0.7418153	0.9054215	0.75694895	0.9231112	0.860934	0.9016135	0.813304	0.8985943	0.8929245	0.92154574	0.9142157	0.98293453	0.91343206	0.8997656	0.8546877	0.6722198	0.9502039	0.9125045	0.77937996	0.7575138	0.85259616	0.50692606	0.837293	0.6332116	0.73651713	0.90139735	0.6314026	0.59888476	0.7769477	0.7280519	0.34475112	0.80106926	0.7688437	0.80208147	0.92619455	0.6001165	0.9262968	0.9163142	0.8265346	0.91475344	0.86496353	0.9132417	0.80889356	0.75593793	0.9065691	0.82610536	0.71236366	0.8463305	0.8632512	0.8498132	0.6002741	0.7996301	0.7618326	0.9420642	0.8963243	0.45886123	0.7666966	0.92328346	0.815143	0.96352905	0.75559324	0.76598585	0.8849423	0.8433774	0.8468165	0.6653121	0.95347583	0.8295137	0.794419	0.6931781	0.8632146	0.9098973	0.31783986	0.79153097	0.7910565	0.8920184	0.8456918	0.5997854	0.844604	0.72974396	0.51391315	0.86718553	0.84488994	0.68562824	0.79465115	0.7435435	0.7806722	0.9081114	0.70466274	0.86142576	0.8247156	0.82426465	0.70886856	0.85029405	0.8341559	0.86375695	0.8448963	0.74087524	0.9195401	0.76122254	0.5760334	0.9031756	0.9214996	0.7863159	0.8543624	0.8444954	0.94693726	0.92381936	0.95909417	0.7690129	0.7317936	0.74189293	0.6219836	0.8816323	0.89668286	0.7435932	0.7467123	0.8983526	0.92197305	0.94774413	0.9343379	0.852988	0.8010727	0.929902	0.85903895	0.8823753	0.84092176	0.90920556	0.90850854	0.89106226	0.8553068	0.91192955	0.909878	0.95536184	0.8422898	0.8065318	0.8352612	0.90890616	0.92948943	0.8680312	0.9318427	0.59762156	0.9113281	0.81317276	0.8987008	0.876437	0.88704735	0.8742305	0.8781332	0.8716384	0.71669954	0.4772699	0.8888854	0.70873123	0.87672806	0.8741307	0.89250994	0.91853744	0.86835444	0.8217138	0.9111552	0.78399324	0.9299396	0.7676954	0.7968197	0.92103755	0.844875	0.8920167	0.9251131	0.30577648	0.9013747	0.8980188	0.8736875	0.79345113	0.8927565	0.9384809	0.9114584	0.91829836	0.7877005	0.69676185	0.932481	0.8880015	0.8724442	0.49684745	0.88458955	0.6214272	0.70312154	0.89547795	0.8372716	0.8193568	0.7965604	0.63982564	0.6417652	0.734033	0.86748147	0.83866596	0.84024	0.73154676	0.68451536	0.88171196	0.83885795	0.48277098	0.94982886	0.8951961	0.953552	0.6912548	0.8608793	0.9232449	0.90692335	0.6710982	0.92357105	0.90292186	0.8749378	0.8611233	0.80274034	0.9171902	0.9094448	0.933669	0.8510283	0.9120018	0.6143944	0.7746058	0.6813011	0.9639424	0.620325	0.49630868	0.856023	0.8125658	0.86887354	0.8432351	0.6674173	0.8092199	0.8901468	0.87506163	0.8880812	0.83290076	0.64291507	0.9219756	0.6523811	0.9313208	0.8750864	0.9009827	0.91603523	0.9026462	0.9170617	0.85762286	0.7225443	0.86603624	0.91837114	0.5459014	0.9168613	0.84294677	0.571409	0.9385947	0.85927224	0.8498786	0.6160895	0.91404027	0.7779549	0.885683	0.82752585	0.8376354	0.7887601	0.86515117	0.58159983	0.8559415	0.79774904	0.87772024	0.8732965	0.9347402	0.907282	0.8715413	0.7721979	0.6976341	0.8316774	0.6912398	0.9191168	0.9200932	0.90713817	0.9101276	0.7821599	0.9093764	0.80311906	0.8472095	0.8682139	0.89521235	0.8283492	0.9093567	0.9257488	0.7313149	0.9179049	0.77031696	0.8604441	0.9176681	0.8334826	0.90838957	0.8018059	0.63193613	0.90221393	0.86902523	0.767216	0.63933945	0.8523077	0.44307828	0.7234239	0.665685	0.3675294	0.9023702	0.8488023	0.897412	0.9412117	0.92499197	0.8603529	0.9529802	0.5409771	0.7616988	0.7362643	0.7553859	0.82280004	0.8882221	0.7780016	0.92580783	0.90569735	0.5145422	0.8806932	0.86634266	0.8515571	0.8996209	0.53254056	0.893407	0.8623278	0.8102974	0.8805752	0.74932146	0.7837347	0.88588166	0.851944	0.88997626	0.5426778	0.8755921	0.9223614	0.65010524	0.60301304	0.93196404	0.82225305	0.8153285	0.8730205	0.5724306	0.636286	0.7991892	0.8390317	0.8560816	0.88703054	0.56043696	0.9199047	0.73387957	0.9463964	0.8442565	0.45083916	0.70849335	0.76030093	0.5527494	0.78776914	0.500499	0.9470029	0.86209744	0.5831742
