	aandoenlijk/adj	aangetroffen/adj	aanhang_wagen/noun	aanmaak/noun	aantal/noun	actief/adj	afkomstig/adj	akelig/adj	alleen/adv	alles/adv	analyse/noun	ander/adj	aromatisch/adj	bacterie/noun	bedekt/adj	bedrukt/adj	bekend/adj	ben/verb	benodigd/adj	benzeen/noun	beoordeling/noun	bepaal/verb	bepaald/adj	bescherm/verb	besmet/verb	besta/verb	bevang/verb	bevat/adj	bevat/verb	bied/verb	bijeen/adj	bijgevolg/adv	bijvoorbeeld/adv	blaas/verb	blaas_weg/verb	blauw/adj	blijf_achter/verb	blijk/verb	bloed_monster/noun	bloot/adj	boeiend/adj	botsing/noun	bovendien/adv	bovenstaand/adj	brandbaar/adj	buitenaf/adv	buitenissig/adj	cel/noun	centi_meter/noun	chemisch/adj	combinatie/noun	combineer/verb	concentratie/noun	container/noun	cosmetische/adj	deeltje/noun	design/noun	diep/adj	dik/adj	discussie/noun	divers/adj	doe/verb	doe_op/verb	dompel_onder/verb	douche/noun	draad/noun	drama/noun	dring_door/verb	droog/adj	drugs_gebruik/noun	duizenden/noun	dun/adj	dus/adv	eiwit/noun	elegant/adj	ene/adj	enorm/adj	er/adv	ergernis/noun	examen/noun	exotisch/adj	explodeer/verb	explosief/adj	fel/adj	flink/adj	frekwent/adj	fris_op/verb	ga_tegen/verb	gaas/noun	gebruik/noun	gebruik/verb	gedecoreerd/adj	geef/verb	geef_af/verb	geheimzinnig/adj	gemaakt/adj	gemakkelijk/adj	genoeg/adj	genoeg/adv	geschilderd/adj	gespecialiseerd/adj	gesprek/noun	gevaarlijk/adj	gevoerd/adj	gevuld/adj	giftig/adj	glans/adj	glijd/verb	gordijn/noun	grijs/noun	haal/verb	heel/adj	heel/adv	hersenen/noun	hoeveelheid/noun	honger/noun	hoop/noun	hoop_DIM/noun	hoop_op/verb	ijzeren/adj	immers/adv	inmiddels/adv	interessant/adj	kameel/noun	kan/verb	kankerverwekkend/adj	kies/verb	kilo/noun	kilo_gram/noun	kleding/noun	kleed/noun	klein/adj	kleur/noun	kleurrijk/adj	kom_terecht/verb	kom_voor/verb	kom_vrij/adj	kom_vrij/verb	koop/verb	koopwaar/noun	koraal_rif/noun	korrel/noun	kort/adj	kort/adv	laag/noun	laai_op/verb	laat_achter/verb	lang/adj	lap/noun	lap/verb	lap_DIM/noun	lawaai/noun	letterlijk/adj	leven_middel/noun	lever/verb	lever_op/verb	lichaam/noun	lichaam_eigen/adj	lig/verb	lijst/noun	long/noun	loos/verb	los/adj	lucht/noun	maak/verb	maak_aan/verb	maak_vrij/verb	maquette/noun	medicijn/noun	meer/adj	meest/adj	meet/verb	melk/noun	meter/noun	meter_DIM/noun	modern/adj	moet_op/verb	mogelijk/adj	monster/noun	mooi/adj	nadenken/noun	nandrolon/noun	natuurlijk/adj	neder_wiet/noun	neem_op/verb	niet_werk/adj	nieuw/adj	nodig/adj	nogal/adv	omgang/noun	omgeef/verb	omstreden/adj	onderzoek/noun	onschuldig/adj	ontdek/verb	ontplof/verb	ontsta/verb	ontvlambare/adj	ontwerp/verb	ontwerper/noun	ontwikkeld/adj	ook/adv	open_lucht/noun	opslag/noun	opwekkend/adj	oud/adj	over/adj	overal/adv	overheers/verb	overhemd/noun	overspan/verb	overvloedig/adj	pantalon/noun	pil/noun	plastic/adj	prikkel/adj	professor/noun	public/noun	puin/noun	puriteins/adj	rapporteer/verb	rat/noun	reageer/verb	relatief/adj	rits/noun	roddel/noun	roestig/adj	roman/noun	rood/adj	rot_weg/verb	rustgevend/adj	schadelijk/adj	schrap/verb	sigaret/noun	signeer/verb	sla_neer/verb	slik/verb	smelt/verb	smetteloos/adj	snit/noun	snuif_op/verb	soms/adv	soort/noun	soortgelijk/adj	speciaal/adj	spier_versterkend/adj	splinter/noun	spons/noun	spot/noun	spring_stof/noun	spuit_in/verb	spuw_uit/verb	stank/noun	steek_af/verb	stel_bloot/verb	stimuleer/adj	stook_olie/noun	straal/noun	strak/adj	stuk/noun	stuk_DIM/noun	tabak_fabrikant/noun	tapijt/noun	te/adv	test/noun	test/verb	thuisland/noun	toestel/noun	ton/noun	toxische/adj	transporteer/verb	trek_aan/verb	trek_op/verb	uit/adj	uiterst/adj	uitstoot/noun	vaak/adj	vast/adj	veel/adj	verbied/verb	verbod/noun	verboden/adj	verdacht/adj	verf/noun	verf/verb	verga/verb	vermeng/verb	vermoedelijk/adj	verplicht/adj	verricht/verb	verschil/adj	verspreid/verb	vervoer/noun	vervuil/adj	verwerk/verb	verwerking/noun	verwerkt/adj	vind/verb	vleug_DIM/noun	vloer/noun	vluchtig/adj	voeding_supplement/noun	voeg_toe/verb	vooral/adv	voorkom/adj	voorzie/verb	vorm/verb	vreemd/adj	vreemdsoortig/adj	vrij/noun	vrouw_tennis/noun	vuil/adj	vul/verb	waai_op/verb	waar/noun	waardevol/adj	walm/noun	warm/adj	water/noun	weer/adv	weg/noun	werk/verb	werking/noun	werkzaam/adj	wild_card/noun	willoos/adj	wit/adj	woensdag_middag/noun	wolk/noun	word/verb	zaad/noun	zand/noun	zee/noun	zeer/adv	zet_om/verb	zichtbaar/adj	ziekteverwekker/noun	zinvol/adj	zit/verb	zorg/verb	zorgvuldig/adj
aandoenlijk/adj	0.0	0.91355157	0.7535404	0.9407753	0.92225385	0.8939249	0.90052277	0.6991142	0.8511212	0.8168456	0.88087547	0.8806432	0.82053417	0.8708663	0.78463113	0.81446457	0.896474	0.6854471	0.9045639	0.9623885	0.93151915	0.9198884	0.9314262	0.91855717	0.8696958	0.8835054	0.9213623	0.8759856	0.86714965	0.8809524	0.90448195	0.8934874	0.84001315	0.74255526	0.8723217	0.79726636	0.9445514	0.8405552	0.9304306	0.70884943	0.73357195	0.8608979	0.86213696	0.9019652	0.89250326	0.90059984	0.72543967	0.91419053	0.8900771	0.9158959	0.8213631	0.8036681	0.89866686	0.80886257	0.7830615	0.86465687	0.6614691	0.9101731	0.84579515	0.8801892	0.8567947	0.9127954	0.89105976	0.83830696	0.9142525	0.87933785	0.7390105	0.9513694	0.7590427	0.936706	0.7467427	0.7760744	0.8521198	0.9278401	0.7181864	0.7932756	0.83076537	0.86991787	0.82423437	0.9646535	0.75375664	0.97137976	0.90379965	0.76793057	0.89722174	0.8844562	0.8490239	0.9664885	0.8775866	0.9355871	0.9098761	0.8059532	0.9537441	0.939516	0.7663239	0.73711705	0.81819576	0.88580906	0.85637605	0.7675376	0.83396614	0.9290554	0.85145533	0.93001944	0.7609197	0.8654876	0.7561027	0.83102477	0.83211553	0.8097732	0.9433054	0.810047	0.77268744	0.911716	0.8999213	0.9230519	0.90698254	0.8219506	0.92273796	0.7768167	0.8446761	0.9156035	0.7354538	0.6399193	0.9182891	0.94098306	0.8980393	0.8849157	0.86002266	0.7258587	0.77783525	0.7224365	0.7768794	0.66408837	0.89441264	0.83471453	0.943662	0.9295526	0.84181273	0.83355737	0.82806313	0.853113	0.85563457	0.957428	0.8253402	0.9219965	0.80809426	0.89230174	0.79717046	0.87608457	0.8677731	0.8377817	0.7944567	0.89116496	0.92691934	0.8268187	0.8755756	0.95749956	0.85915023	0.96657425	0.9033135	0.9505394	0.80368614	0.87273246	0.7890926	0.92547894	0.9815322	0.70270807	0.9214652	0.9351359	0.8850159	0.9039911	0.9025825	0.8965208	0.8730137	0.66944253	0.8407463	0.95065516	0.73051274	0.61778575	0.8430169	0.9364924	0.83547294	0.80263674	0.9564489	0.95590204	0.86864805	0.8905134	0.7403908	0.8462571	0.7954958	0.8374126	0.9586927	0.73184586	0.84923023	0.8782608	0.91109	0.89795053	0.7529786	0.76374424	0.92710775	0.7834991	0.8076246	0.9468945	0.9056908	0.8300628	0.9341752	0.80059344	0.74304855	0.8370792	0.9153367	0.8954224	0.8595879	0.902652	0.72186005	0.768186	0.97218436	0.8419002	0.85065615	0.84318	0.938101	0.91813326	0.85643697	0.79557717	0.8551654	0.7721799	0.82956433	0.865454	0.85309446	0.96131146	0.8314389	0.9388778	0.9723236	0.91951853	0.9160339	0.949041	0.9482242	0.8691148	0.81467474	0.8346214	0.908113	0.6258557	0.7445427	0.83516103	0.84489924	0.92931265	0.92436767	0.93767226	0.8207054	0.8947116	0.93806064	0.83284557	0.8507595	0.7105157	0.9367805	0.926363	0.9302549	0.9162156	0.6826599	0.824624	0.76120853	0.9845157	0.7701363	0.84788924	0.89813924	0.9356501	0.9488429	0.8605304	0.86173993	0.9528979	0.8079866	0.8646413	0.90475243	0.91851294	0.84013593	0.97059965	0.7330225	0.9358714	0.8615994	0.9028404	0.9466062	0.9342282	0.8013314	0.86736673	0.891921	0.9446018	0.863021	0.8682734	0.8783435	0.95779103	0.86074376	0.94308	0.8757997	0.89159375	0.885311	0.92405754	0.8713878	0.81941825	0.8116157	0.8580073	0.889696	0.9094565	0.92924654	0.79532695	0.87896407	0.92193997	0.8941763	0.6857239	0.7488719	0.94908524	0.9296726	0.8524659	0.8289512	0.83716196	0.83227587	0.7637684	0.87762207	0.7671225	0.8576247	0.8875703	0.8607399	0.9249729	0.9845899	0.93277115	0.8926852	0.91563535	0.7421824	0.8589939	0.7906139	0.8357556	0.8782339	0.78903735	0.79990155	0.83245516	0.9159724	0.75944704	0.946027	0.8813788	0.8281674	0.89904565	0.7770783
aangetroffen/adj	0.91355157	0.0	0.86491054	0.68369365	0.79734826	0.85312974	0.68650734	0.78718793	0.7681854	0.92576504	0.8323241	0.8371287	0.6202729	0.5918262	0.8599576	0.87737465	0.8173159	0.7209784	0.72428226	0.60426295	0.9139207	0.79932016	0.61046493	0.7841832	0.56042695	0.8054742	0.71686864	0.64209986	0.51345146	0.90310323	0.85628474	0.76092297	0.64522004	0.8253289	0.73404104	0.81961465	0.86332995	0.6070084	0.81177926	0.7735407	0.9085526	0.93753004	0.6831565	0.8314554	0.6432898	0.79637945	0.8498807	0.7819683	0.9094759	0.6152326	0.776506	0.8927001	0.59772885	0.70133144	0.70909804	0.64119387	0.9355906	0.9019064	0.87437665	0.9099857	0.6795198	0.9289211	0.9337473	0.8422781	0.8350061	0.90298444	0.9426625	0.8438068	0.8081957	0.74383986	0.7277077	0.87872547	0.8334526	0.67886364	0.8996353	0.8540096	0.7595107	0.82673836	0.8831905	0.9434498	0.80108666	0.7446416	0.5999464	0.9311951	0.8574473	0.72986794	0.9046988	0.7690803	0.8812505	0.6136714	0.56955695	0.88789153	0.95134515	0.69239956	0.88911897	0.8198243	0.8104081	0.8299798	0.92701775	0.8885644	0.8080665	0.9423351	0.63197386	0.85682595	0.7905858	0.5871359	0.8776081	0.89368486	0.90412974	0.8984679	0.82244796	0.88938516	0.88675016	0.7857148	0.5709286	0.89849216	0.92401403	0.7952029	0.5684191	0.8815079	0.7595191	0.8134596	0.8667756	0.8865607	0.7959404	0.59250695	0.8924986	0.6339582	0.7470325	0.8250445	0.86319184	0.76455945	0.8652228	0.8929385	0.71567154	0.6226642	0.73692715	0.6581782	0.72982717	0.82092714	0.91474044	0.78600836	0.9267673	0.9700804	0.8307776	0.95967525	0.74014866	0.90388715	0.8744532	0.95522463	0.9208425	0.76528406	0.89613694	0.6578808	0.75497836	0.8055416	0.66344464	0.6892563	0.7892827	0.67765963	0.7537907	0.6689292	0.8353053	0.76203203	0.86845666	0.5836462	0.9127641	0.9270286	0.6487324	0.8166505	0.8439934	0.61811924	0.74844927	0.9455459	0.9010004	0.8958889	0.89585936	0.66673285	0.6915071	0.8841634	0.8840153	0.6940098	0.8092749	0.80648136	0.91517705	0.93623203	0.84800947	0.7233515	0.85890204	0.7397574	0.92057765	0.7975527	0.75287527	0.82404095	0.5289563	0.7426132	0.71072614	0.71297145	0.8628553	0.8998741	0.860682	0.78965956	0.8844164	0.6988495	0.8881694	0.90341794	0.95900965	0.79749054	0.92541254	0.90900105	0.8523836	0.78531575	0.93232214	0.5799998	0.7630156	0.79761183	0.7983888	0.9340212	0.8586862	0.8814668	0.7577042	0.66266644	0.82935274	0.70331407	0.84327984	0.92432207	0.87214136	0.91720474	0.8626378	0.83988065	0.8860612	0.61300987	0.87492317	0.6096411	0.9428778	0.6854415	0.6835834	0.8807171	0.8822644	0.8915204	0.9216255	0.8035635	0.68023837	0.80422467	0.8581572	0.6633864	0.8750568	0.82935125	0.8607726	0.7142411	0.6357651	0.70896524	0.79656947	0.89520776	0.59127736	0.7530354	0.7349036	0.8249965	0.87831706	0.8367681	0.847929	0.8151571	0.86006594	0.74080473	0.7241261	0.6361907	0.8465218	0.76978624	0.7162523	0.59124756	0.7635112	0.90532917	0.96084267	0.87848246	0.6634912	0.74510944	0.7699848	0.89247084	0.78516996	0.73197764	0.79293394	0.59526753	0.68606234	0.79437417	0.8875737	0.90365493	0.73549443	0.6732786	0.7415602	0.73798776	0.71337867	0.71109164	0.77155584	0.67966104	0.6068108	0.7633225	0.6726136	0.66132927	0.94649863	0.9052084	0.76369524	0.62393093	0.76512057	0.8006631	0.71901846	0.8275837	0.7633003	0.8204951	0.842262	0.86921686	0.9650487	0.7918886	0.7731669	0.8765886	0.89523464	0.8650981	0.8360299	0.870409	0.7639318	0.9796532	0.91792446	0.8899573	0.7170843	0.69672024	0.91069037	0.93257064	0.86808586	0.8938046	0.7902734	0.7754811	0.75026405	0.7971214	0.8873349	0.71529627	0.6850744	0.910406	0.7567913	0.8676443	0.7130769	0.8298696	0.8314191
aanhang_wagen/noun	0.7535404	0.86491054	0.0	0.91192937	0.87814677	0.99037194	0.8428047	0.8654307	0.9309624	0.9470626	0.94728017	0.91653526	0.9502827	0.94456416	0.9003826	0.9524329	0.9788388	0.8998056	0.91109014	0.9237987	0.9801082	0.9840034	0.9483515	0.9347497	0.92251384	0.9217626	0.93252087	0.9501309	0.8654218	0.939779	0.8777977	0.86484474	0.8871948	0.81690156	0.68738604	0.86673146	0.88270223	0.9437774	0.9454966	0.871226	0.9716215	0.6403704	0.8939688	0.9468745	0.820171	0.9558721	0.8243287	0.90840787	0.84433126	0.82309973	0.9355364	0.9303832	0.9021563	0.5400798	0.93446267	0.8670314	0.91811365	0.88193905	0.8673057	0.9325867	0.9198783	0.99606216	0.97615397	0.9354392	0.9512393	0.9016192	0.9383032	0.9856167	0.82679856	0.9366842	0.7656064	0.9396902	0.89503926	0.9318384	0.92963517	0.853917	0.86481637	0.9260324	0.9753109	0.95128083	0.9323022	0.7586804	0.8703336	0.8273604	0.8261133	0.8873289	0.94003326	0.9289665	0.86716264	0.89561266	0.87073994	0.9150912	0.98592716	0.8424579	0.902173	0.909821	0.9051602	0.9043278	0.9701244	0.87446314	0.86729705	0.9920092	0.86219877	0.9449651	0.73557365	0.85416186	0.90493274	0.87400854	0.85566676	0.9148371	0.88867384	0.88493586	0.94180787	0.9165817	0.77911067	0.96783435	0.91709	0.8796071	0.831614	0.67020476	0.89940363	0.93180114	0.95895004	0.7569608	0.87628645	0.88302237	0.9062326	0.7189158	0.63430953	0.84611833	0.8622171	0.8395414	0.8974906	0.9404976	0.6136734	0.93507767	0.9043794	0.8752956	0.8297704	0.85472876	0.9657504	0.82551676	0.9503154	0.8348878	0.8288618	0.93997526	0.73570925	0.90353966	0.88872284	0.95258296	0.8654016	0.875471	0.8681506	0.71668327	0.7757505	0.8755505	0.87373513	0.9878131	0.8372035	0.8914968	0.82132995	0.8418137	0.75814795	0.8054084	0.921884	0.94041574	0.88785464	0.8506726	0.92023367	0.84359103	0.9653783	0.8564408	0.8199701	0.69775355	0.9375263	0.96108633	0.909253	0.9448473	0.80162346	0.9389961	0.9153518	0.96308917	0.9528093	0.96904534	0.95153695	0.9815157	0.9295299	0.8853202	0.9057496	0.9002236	0.8525478	0.9328493	0.95823824	0.8171698	0.87865376	0.75240684	0.8600008	0.82661587	0.94638556	0.9668173	0.9490929	0.93331224	0.8301776	0.746218	0.98135567	0.9098034	0.9444965	0.808916	0.9277869	0.901229	0.8945859	0.87160367	0.945143	0.88750845	0.75992584	0.937081	0.9587964	0.9952385	0.68245184	0.8996004	0.91909677	0.8818116	0.9386905	0.9368876	0.92953986	0.9730803	0.75601745	0.9901529	0.84238327	0.92198324	0.9566394	0.949184	0.95865214	0.80226725	0.9323727	0.9273009	0.92660344	0.88550013	0.92851603	0.9520932	0.8774152	0.86961246	0.86759436	0.9531184	0.82706594	0.941164	0.96710205	0.9418659	0.87160814	0.72450876	0.9090834	0.8237262	0.87502474	0.8454289	0.961398	0.95757014	0.65651673	0.900414	0.87783813	0.8184325	0.88237584	0.9213076	0.89210516	0.9512098	0.92192477	0.93510246	0.8736911	0.7129878	0.60528123	0.9461944	0.6485976	0.96935135	0.8236613	0.96791863	0.93121314	0.89378184	0.89392763	0.8606233	0.9290333	0.90851444	0.90840685	0.91047347	0.7535052	0.87251866	0.9074222	0.90689325	0.87764615	0.74273074	0.8157594	0.9325598	0.8834692	0.90914094	0.65605587	0.82283807	0.7981883	0.79053897	0.8620199	0.8799268	0.95659435	0.90810454	0.93875426	0.93776333	0.9522132	0.9100151	0.95566446	0.8182061	0.954338	0.8961266	0.9009763	0.9241752	0.9577457	0.81339484	0.74634343	0.8803599	0.91165787	0.89565307	0.8480072	0.9168658	0.78565556	0.90200937	0.653576	0.9560443	0.95501924	0.9514274	0.90405506	0.98892295	0.82087636	0.79711986	0.849128	0.73821026	0.8322313	0.6689626	0.7356819	0.94493395	0.8999291	0.8830169	0.9681927	0.95194256	0.8793824	0.90719396	0.89643675
aanmaak/noun	0.9407753	0.68369365	0.91192937	0.0	0.7908847	0.65919036	0.70835257	0.86640096	0.7920453	0.8606115	0.7296816	0.7930918	0.8112806	0.55711436	0.8459325	0.908647	0.86313844	0.7970713	0.63146806	0.8206385	0.9009522	0.8111983	0.48245645	0.75539905	0.75540173	0.6992643	0.9347819	0.66292953	0.48064488	0.812925	0.910025	0.8816387	0.5578998	0.82329524	0.8350035	0.7932545	0.91132987	0.75902563	0.8163302	0.8448422	0.91210437	0.9442404	0.6900759	0.85758936	0.70785534	0.7918608	0.9218455	0.5185256	0.8019699	0.53171504	0.77019054	0.8589603	0.64411294	0.7584504	0.82115674	0.732432	0.89404345	0.9144474	0.78758174	0.8377685	0.79480594	0.9644188	0.89717644	0.79842764	0.8798108	0.7770926	0.9251285	0.88036793	0.8340077	0.85494405	0.76730895	0.7558105	0.7280264	0.47543722	0.88801086	0.8319735	0.84190255	0.87846553	0.87893146	0.90180844	0.8415199	0.8355781	0.7821521	0.9029463	0.8099274	0.8543733	0.8851954	0.6581608	0.8674515	0.5245955	0.51618874	0.93392366	0.8073936	0.7543413	0.874398	0.804563	0.7359352	0.8596011	0.9293966	0.85580784	0.70980585	0.9475702	0.6721052	0.8249229	0.7114607	0.62590057	0.7777436	0.85310566	0.7963691	0.8584333	0.89075696	0.9205976	0.84000605	0.5609629	0.50683105	0.87294763	0.92978805	0.83133733	0.79431057	0.8377903	0.7485182	0.8862203	0.88057697	0.92079604	0.6947465	0.6829739	0.94069016	0.607076	0.669453	0.8148527	0.8073719	0.76811063	0.7691107	0.8632701	0.7677203	0.74192524	0.8602282	0.7579751	0.7988381	0.8738008	0.89274323	0.70493096	0.9042993	0.91471124	0.7599981	0.8951338	0.8028177	0.88972557	0.7830841	0.8661947	0.8100436	0.8784026	0.89452785	0.7105611	0.58708966	0.80803734	0.5478803	0.53150797	0.8612012	0.76723593	0.76921546	0.77834433	0.8444263	0.81753635	0.77764404	0.31595635	0.82290846	0.86421627	0.5510964	0.8012511	0.8552856	0.68938994	0.68539715	0.9033458	0.92557913	0.88889337	0.8964944	0.6682449	0.7781049	0.9178503	0.9254646	0.6205533	0.739645	0.8443899	0.85382414	0.8945757	0.804711	0.640363	0.846245	0.8609831	0.8782647	0.7263036	0.6850884	0.7719598	0.54917616	0.7624387	0.7082666	0.67221785	0.8683857	0.8771876	0.783667	0.79007834	0.8213487	0.69465387	0.6944157	0.9105526	0.91295284	0.7883545	0.9147561	0.8764034	0.92105263	0.85075986	0.898552	0.5849986	0.6877164	0.7801533	0.801879	0.90394896	0.8874641	0.95516855	0.80456865	0.7282305	0.8339784	0.85343015	0.89112073	0.90037286	0.8584232	0.86042607	0.78114057	0.8214496	0.6999934	0.63879114	0.9187866	0.76654124	0.94404846	0.79112756	0.5977328	0.82490194	0.8882755	0.9572498	0.97668934	0.81311065	0.64151084	0.67982507	0.7069113	0.6177958	0.81353456	0.7618995	0.8844475	0.6453204	0.53689295	0.84362394	0.79239345	0.90402305	0.7980951	0.52298987	0.8635427	0.8625286	0.84861356	0.81190515	0.7211637	0.80567586	0.7908112	0.86856616	0.6407882	0.5676042	0.9405149	0.8645163	0.7090718	0.6685859	0.70478976	0.85812414	0.9254675	0.8506752	0.7901324	0.78180444	0.84010345	0.94772786	0.8769779	0.72201014	0.69472504	0.60262	0.81664324	0.72237444	0.7747966	0.94591993	0.67361593	0.76239693	0.8200845	0.7566182	0.6747615	0.79618716	0.72224605	0.8164389	0.5855487	0.6276888	0.7839779	0.74483806	0.89214677	0.8249438	0.82612395	0.4883399	0.6526586	0.8067503	0.77853924	0.7754024	0.69528407	0.8564803	0.91371167	0.9469873	0.897473	0.81064045	0.78964794	0.92803735	0.78633416	0.83954424	0.8637354	0.8640513	0.73318267	0.922035	0.9203564	0.7064316	0.4413548	0.72034365	0.952415	0.9666885	0.7669723	0.93550235	0.8510306	0.7493529	0.7249986	0.7580149	0.8506943	0.80410594	0.5800698	0.7990762	0.6675376	0.7467671	0.7171548	0.73040646	0.85120904
aantal/noun	0.92225385	0.79734826	0.87814677	0.7908847	0.0	0.7706129	0.7525298	0.86384284	0.82504964	0.9041333	0.83208704	0.8368036	0.84382635	0.7035973	0.9201466	0.8614847	0.7885327	0.7193283	0.83274233	0.85050845	0.87499297	0.86815614	0.7615237	0.81457865	0.8054851	0.79053795	0.9146531	0.883848	0.6675575	0.7481766	0.8401579	0.671684	0.748812	0.8688711	0.9611452	0.9060138	0.8544601	0.68993545	0.8685448	0.89878654	0.90197885	0.85130614	0.63073397	0.783414	0.7820639	0.82238626	0.87951136	0.78256965	0.84779346	0.720706	0.7460133	0.9156791	0.66155064	0.7453265	0.8214257	0.78221244	0.90353453	0.89198387	0.9115611	0.895889	0.6813334	0.9360713	0.83693534	0.7827745	0.86227846	0.8784318	0.87034833	0.86731595	0.8864981	0.76413965	0.74141437	0.89261293	0.7694833	0.68785113	0.9516852	0.82301676	0.8070845	0.79913723	0.80445486	0.77655303	0.9016552	0.8324622	0.7756725	0.9426323	0.8301806	0.76627433	0.82461786	0.8275472	0.8465001	0.7562207	0.7784742	0.950158	0.85318476	0.7841779	0.9373417	0.8595445	0.69583905	0.87764245	0.86534464	0.93201065	0.7923269	0.9204	0.76187164	0.903346	0.8303453	0.70587826	0.918827	0.960157	0.9314978	0.94412905	0.84145296	0.84575653	0.8785088	0.79570436	0.5580236	0.9438862	0.8915803	0.9122294	0.87688166	0.8733469	0.72829735	0.65480477	0.84589344	0.9740073	0.7077768	0.7218318	0.8906713	0.76231444	0.8743291	0.8036	0.9030151	0.7810589	0.9178293	0.881114	0.8542109	0.7082983	0.8247329	0.79488707	0.76852286	0.9138363	0.92853343	0.8516149	0.7584206	0.8011088	0.862719	0.8845821	0.86373276	0.91645145	0.84421015	0.9532182	0.9115559	0.83916265	0.8472378	0.7566159	0.6753204	0.6698033	0.8185432	0.83411187	0.85569304	0.6572215	0.87641	0.8886368	0.85440624	0.8165337	0.8820995	0.7987656	0.86217755	0.86580527	0.6577319	0.80829656	0.73908186	0.76857066	0.7831241	0.87838435	0.96793103	0.87302625	0.8980427	0.7223216	0.80757505	0.8795153	0.9508342	0.78508353	0.8108317	0.8478904	0.84553826	0.64167583	0.82248116	0.81932026	0.8205296	0.90912	0.9169528	0.85497165	0.74971294	0.78765327	0.77035815	0.8359168	0.699664	0.8416133	0.854643	0.8432879	0.83509064	0.73972994	0.85522276	0.85894173	0.9142027	0.7294596	0.9215888	0.88389635	0.9388643	0.90590036	0.93080765	0.87807125	0.9686618	0.73184824	0.8807573	0.9242602	0.85038054	0.944421	0.8917546	0.95030355	0.8028861	0.7976319	0.86101663	0.64073443	0.9148369	0.913699	0.9387715	0.8983235	0.93907785	0.90371656	0.9224362	0.7744233	0.65599	0.8015125	0.9476998	0.9284591	0.82768404	0.88439655	0.9449646	0.952155	0.96128094	0.80323267	0.75698876	0.83926135	0.8351459	0.9060409	0.8731658	0.9074875	0.92617285	0.74609095	0.828702	0.9130748	0.8853194	0.8655441	0.8033732	0.837533	0.87059784	0.9079765	0.9484957	0.6991067	0.864019	0.85285074	0.76646626	0.87211233	0.66815233	0.72955763	0.9042669	0.70708054	0.7475023	0.8676194	0.8700621	0.829151	0.86886793	0.9213227	0.7540362	0.8395997	0.7318425	0.78367686	0.75758535	0.7945428	0.8133471	0.7708262	0.73721874	0.90081936	0.94205225	0.9447092	0.8760808	0.74209225	0.7861266	0.73754215	0.75294375	0.8015666	0.83927685	0.82137495	0.76243603	0.8066936	0.79941976	0.87655115	0.8947511	0.877409	0.8448713	0.74994326	0.84061265	0.6943347	0.82519513	0.75526357	0.72568226	0.92350227	0.9287306	0.91599494	0.91761124	0.85554636	0.8078307	0.8555993	0.7750463	0.8397222	0.88434327	0.8829917	0.8206904	0.9059953	0.9341437	0.8934982	0.7687987	0.7191564	0.8058498	0.9669477	0.875321	0.7692784	0.8607192	0.68982935	0.7891638	0.8488473	0.8906824	0.76679206	0.8463276	0.86352044	0.8012901	0.7992317	0.7579039	0.775962	0.8510609
