	zand/noun	snit/noun	kilo_gram/noun	ander/adj	voldoende/det	opnieuw/adv	bedekt/adj	om/prep	brandbaar/adj	drama/noun	dezelfde/det	vervoer/noun	per/prep	anders/adj	hem/pron	prestatie/noun	ontdek/verb	cosmetische/adj	inmiddels/adv	kleurrijk/adj	schreeuw/verb	op/part	rood/adj	aandoenlijk/adj	trek_aan/verb	van/prep	vaak/adj	aanhang_wagen/noun	niet/adv	over/adj	ofwel/vg	zie_uit/verb	roddel/noun	natuur_gebied/noun	waar/noun	jaar/noun	heb/verb	waarin/pp	letterlijk/adj	spuw_uit/verb	idee/noun	glijd/verb	Brugge/name	stuk_DIM/noun	ben/verb	goed/adj	TNT/name	welk/det	gevaarlijk/adj	Collen/name	boeiend/adj	zijn/det	te/adv	er/fixed	wanneer/comp	af/part	ontwikkeld/adj	zet_om/verb	zie/verb	enkel/det	dring_door/verb	schijn/verb	spier_versterkend/adj	wit/adj	deeltje/noun	voorzie/verb	slik/verb	ergernis/noun	heen/part	leven_middel/noun	hoop_DIM/noun	Kok/name	explodeer/verb	buitenaf/adv	verdacht/adj	voor/prep	verf/verb	gelijk/part	doordat/comp	hoef/verb	dompel_onder/verb	ooit/adv	Umicore/name	verga/verb	uiterst/adj	in/prep	kan/verb	altijd/adv	spring_stof/noun	aldus/prep	allerlei/det	vooral/adv	meteen/adv	terecht/part	blijkbaar/adj	zij/pron	hersenen/noun	nadenken/noun	eiwit/noun	overhemd/noun	je/det	keer/noun	alleen/adj	tabak_fabrikant/noun	actief/adj	klein/adj	analyse/noun	roman/noun	dan/adv	op/prep	sigaret/noun	week/noun	nu/adv	passagier/noun	dag/noun	naar/prep	lokaal/adj	benodigd/adj	een/det	kameel/noun	tegen/prep	één/num	lichaam/noun	combineer/verb	kom_terecht/verb	hoop/noun	ontwerper/noun	door/prep	vul/verb	twee/num	nogal/adv	je/pron	bij/prep	tijdens/prep	veel/adj	bacterie/noun	hij/pron	dan/comparative	nandrolon/noun	gesprek/noun	pantalon/noun	Ramdas/name	zeven/num	verschil/adj	thuisland/noun	diefstal/noun	lang/adj	bepaald/adj	term/noun	meer/adj	pas/adv	maatschappelijk/adj	droog/adj	Edinburgh/name	examen/noun	buurt/noun	geheimzinnig/adj	patiënt/noun	teveel/det	doe_op/verb	benzeen/noun	ontplof/verb	weer/adv	help/verb	overal/adv	snel/adj	strak/adj	word/verb	relatie/noun	gevoerd/adj	zelf/adv	er/adv	grijs/noun	enzovoorts/vg	zaad/noun	Racing/name	Staten/name	sta/verb	frekwent/adj	gedecoreerd/adj	3,2/num	sla_neer/verb	bereik/verb	te/comp	bijgevolg/adv	test/noun	dit/det	dicht/adj	over/prep	voordien/pp	ziekteverwekker/noun	na/prep	hun/det	plastic/adj	om/comp	enorm/adj	prikkel/adj	neem/verb	bedrukt/adj	bloed_monster/noun	modern/adj	na/part	akelig/adj	verwerkt/adj	groot/adj	maquette/noun	rot_weg/verb	wat/pron	mens/noun	rapporteer/verb	ijzeren/adj	tweeduizend/num	kilo/noun	geen/det	schrap/verb	eerder/adj	minder/det	werkzaam/adj	toestel/noun	Ardennen/name	zorg/verb	centi_meter/noun	lichaam_eigen/adj	bovendien/adv	verhaal/noun	kleed/noun	hoor/verb	kom_vrij/verb	blijf_achter/verb	hetzelfde/det	ons/pron	overspan/verb	in/part	achter/part	waai_op/verb	walm/noun	geschilderd/adj	divers/adj	willoos/adj	vooralsnog/adv	als/comp	voorbeeld/noun	steeds/adv	figuur/noun	u/pron	als/prep	water/noun	ontwerp/verb	zoveel/det	te/prep	toxische/adj	maar/vg	of/comp	long/noun	giftig/adj	overheers/verb	Schelde/name	vrijwilliger/noun	container/noun	voorkom/adj	honger/noun	vrouw/noun	maar/adv	bevang/verb	maak_vrij/verb	zichtbaar/adj	ons/det	moet/verb	tijdlang/noun	medicijn/noun	vrij/noun	neder_wiet/noun	mooi/adj	lijst/noun	besta/verb	alleen/adv	aan/part	gordijn/noun	ineens/adv	kies/verb	positief/adj	rits/noun	alle/det	gevuld/adj	diep/adj	hen/pron	ga/verb	Franco/name	wel/adv	toon/verb	overvloedig/adj	doe/verb	bijvoorbeeld/adv	mijn/det	vluchtig/adj	weg/noun	puin/noun	stank/noun	vrij/part	dat/comp	heel/adj	Kent/name	aangetroffen/adj	wolk/noun	afkomstig/adj	snuif_op/verb	vrouw_tennis/noun	chemisch/adj	Anil/name	vandaan/part	verwerking/noun	kleding/noun	voeding_supplement/noun	blijf/verb	nodig/adj	geschiedenis/noun	laat_achter/verb	omgeef/verb	soms/adv	eenmaal/adv	genoeg/adj	tot/prep	bouw/verb	dus/adv	verf/noun	melk/noun	Europa/name	werk/verb	blauw/adj	omgang/noun	ervoor/pp	soort/noun	beoordeling/noun	computer/noun	wil/verb	kleur/noun	moet_op/verb	voeg_toe/verb	dik/adj	immers/adv	vreemd/adj	laag/noun	leraar/noun	waar/adv	spot/noun	kort/adv	verboden/adj	ook/adv	vanonder/prep	roestig/adj	genoeg/adv	maak/verb	pil/noun	voor/comp	of/vg	gebruik/verb	vloer/noun	flink/adj	verwerk/verb	vol/adj	wij/pron	spuit_in/verb	België/name	hoeveelheid/noun	kort/adj	sommige/det	dun/adj	laat/verb	aangezien/comp	zeg/verb	oog/noun	breng/verb	1998/noun	botsing/noun	speciaal/adj	wild_card/noun	niet_werk/adj	korrel/noun	vanwege/prep	bescherm/verb	puriteins/adj	professor/noun	zoals/comp	verbied/verb	kom_vrij/adj	poging/noun	u/det	steek_af/verb	vind/verb	ze/pron	deze/det	want/vg	Nederlands/name	toe/part	relatief/adj	zich/pron	vreemdsoortig/adj	daar/adv	public/noun	zonder/prep	kom_voor/verb	elegant/adj	we/pron	gebruik/noun	lever_op/verb	dit/noun	los/adj	8.000/num	omdat/comp	26/noun	bekend/adj	nieuw/adj	verplicht/adj	blijk/verb	alles/adv	tussen/prep	keur_goed/verb	test/verb	spons/noun	bevat/verb	aanpak/noun	duidelijk/adj	stel_bloot/verb	maand/noun	uit/adj	stimuleer/adj	bied/verb	voertuig/noun	dans/verb	smetteloos/adj	meer/det	interessant/adj	bloot/adj	aan/prep	daarvoor/pp	aanmaak/noun	neer/part	duizenden/noun	gemakkelijk/adj	ontvlambare/adj	meter_DIM/noun	omstreden/adj	rustgevend/adj	dat/pron	ontsta/verb	heel/adv	lap/verb	combinatie/noun	haal/verb	conservatief/adj	loos/verb	rat/noun	drugs_gebruik/noun	Amerikaan/noun	uit/prep	vermeng/verb	wat/det	waarom/adv	natuurlijk/adj	neem_op/verb	blaas_weg/verb	officier/noun	gevoel/noun	monster/noun	exotisch/adj	die/det	verspreid/verb	zee/noun	gemaakt/adj	lig/verb	slecht/adj	hoop_op/verb	zit/verb	bevat/adj	tapijt/noun	vijftien/num	vervuil/adj	kom/verb	lucht/noun	cel/noun	vorm/verb	zorgvuldig/adj	vorig/adj	laai_op/verb	elk/det	stel/verb	koopwaar/noun	woon/verb	lap/noun	alvast/adv	die/pron	Duitsland/name	plotseling/adj	vleug_DIM/noun	besmet/verb	ene/adj	woensdag_middag/noun	lawaai/noun	wijs/verb	het/det	zal/verb	aromatisch/adj	al/adv	splinter/noun	fel/adj	buitenissig/adj	trek_op/verb	volg/verb	en/vg	stook_olie/noun	weet/verb	mogelijk/adj	fris_op/verb	signeer/verb	bijeen/adj	design/noun	zinvol/adj	gespecialiseerd/adj	kijk/verb	soortgelijk/adj	concentratie/noun	zeer/adv	reageer/verb	geef_af/verb	ton/noun	smelt/verb	weg/part	glans/adj	warm/adj	opslag/noun	open_lucht/noun	transporteer/verb	afloop/noun	geef/verb	vandaag/adv	lap_DIM/noun	Genk/name	loop_aan/verb	onderzoek/noun	stuk/noun	veel/det	populair/adj	de/det	lever/verb	13.000/num	ik/pron	vermoedelijk/adj	straal/noun	meet/verb	onschuldig/adj	blaas/verb	met/prep	vuil/adj	koop/verb	genoeg/det	explosief/adj	schadelijk/adj	meest/adj	vlot/adj	discussie/noun	koraal_rif/noun	ga_tegen/verb	tafel/noun	gaas/noun	vast/adj	douche/noun	opwekkend/adj	gast/noun	draad/noun	publiek/adj	nog/adv	uitstoot/noun	waardevol/adj	bepaal/verb	verbod/noun	aantal/noun	aantijging/noun	maak_aan/verb	onder/prep	kankerverwekkend/adj	geval/noun	verricht/verb	werking/noun	bovenstaand/adj	bezig/adj	men/pron	dat/det	meter/noun	raket/noun	oud/adj
zand/noun	0.0	0.89750063	0.75018847	0.8855673	0.8620629	0.8131329	0.62183076	0.9140904	0.70901364	0.8995503	0.8661007	0.86648065	0.85430616	0.9426688	0.8850572	0.9338076	0.781313	0.9028093	0.8764373	0.75478303	0.81755114	0.88283646	0.6628312	0.86052895	0.9012097	0.8580797	0.8484139	0.73942804	0.92187434	0.8278633	0.7778603	0.8650141	0.86946326	0.7753919	0.84844613	0.95036685	0.9069734	0.82631916	0.65815246	0.8024576	0.9283698	0.60755223	0.9313952	0.6227702	0.89374375	0.90588915	0.8393395	0.88789713	0.77058727	0.94348	0.9048173	0.82709867	0.8441912	0.8887406	0.7912152	0.9183174	0.88058364	0.87279356	0.8292744	0.8250649	0.8411815	0.7498975	0.9262002	0.56904304	0.7328619	0.8317921	0.8387399	0.8692643	0.69085824	0.81766444	0.6894034	0.9392937	0.8010222	0.8774876	0.8692541	0.90720165	0.7090396	0.9459521	0.77318513	0.8873943	0.8167414	0.8875173	0.88591504	0.81579715	0.8865185	0.78773475	0.8490152	0.862233	0.75681156	0.96554154	0.8122473	0.89868724	0.8199884	0.8159995	0.86222965	0.8854709	0.80226815	0.85378087	0.7830936	0.7522495	0.70810103	0.8901477	0.89007354	0.96207374	0.9491587	0.7742497	0.9031578	0.8975071	0.83117825	0.7761664	0.7626066	0.9425315	0.9123218	0.8446059	0.84827244	0.8220861	0.9212527	0.84751785	0.73457026	0.7488576	0.8868404	0.8323742	0.68445796	0.872453	0.7154337	0.82745785	0.90471435	0.7599284	0.6363847	0.8287632	0.8484806	0.807174	0.9148863	0.9261378	0.8636069	0.7633869	0.8520353	0.87792975	0.9219312	0.9569225	0.8515136	0.9665292	0.8595469	0.8533112	0.9056505	0.9097842	0.82393074	0.87687427	0.8954541	0.89551353	0.9307834	0.9438237	0.60540116	0.8950486	0.9174659	0.8449945	0.8045169	0.9264119	0.8309558	0.8925673	0.8196178	0.7436387	0.78660965	0.883868	0.64230955	0.8112427	0.7328033	0.8116415	0.93174464	0.91224307	0.8866507	0.840873	0.72909623	0.7915982	0.701952	0.8954142	0.95510644	0.80913174	0.8814425	0.88203067	0.8936457	0.8388061	0.90760344	0.7999027	0.85681605	0.92417514	0.93619525	0.7628265	0.86853015	0.8536914	0.9157791	0.9207707	0.8138777	0.55235445	0.8286401	0.78486806	0.834043	0.9327191	0.8033483	0.94413364	0.8902955	0.9060156	0.7981789	0.8239062	0.8560319	0.8281844	0.79437983	0.94173586	0.8721277	0.9304623	0.6820508	0.7968788	0.70309603	0.89543027	0.9417786	0.94493884	0.86007947	0.93346727	0.79673517	0.7587229	0.86237717	0.5640495	0.91638285	0.8414008	0.8996451	0.67151767	0.9278089	0.782947	0.78362894	0.8844429	0.90241593	0.8439427	0.8725846	0.7518854	0.8382977	0.7836679	0.70218325	0.8754402	0.9310917	0.88792366	0.8557006	0.9489822	0.85067225	0.84561265	0.90005213	0.8957153	0.46834123	0.84334606	0.8588251	0.88442373	0.81371677	0.8475997	0.9388594	0.7638471	0.6547693	0.8430947	0.72861445	0.8748927	0.6067977	0.8946036	0.8584982	0.88292515	0.86925054	0.9034205	0.8529867	0.775544	0.87426937	0.86901575	0.8566858	0.8766055	0.84798956	0.944103	0.8156213	0.8975071	0.87580186	0.85053	0.89248836	0.6803491	0.7401962	0.9194588	0.96169406	0.85058004	0.87302125	0.6260958	0.69209313	0.90396047	0.8699754	0.9163775	0.9303716	0.9127896	0.7130135	0.93009996	0.8275934	0.8041908	0.81831217	0.7114303	0.56395936	0.7448256	0.8803236	0.95306313	0.821653	0.91930014	0.8426511	0.59021217	0.8059571	0.83564776	0.9258387	0.7334688	0.9464736	0.7262384	0.83489084	0.74329907	0.9023791	0.8559681	0.886935	0.9174675	0.70431393	0.74152285	0.7725588	0.8881623	0.8623526	0.89477134	0.78232074	0.88191026	0.57089746	0.72122467	0.9134489	0.9239176	0.614369	0.8960327	0.87524945	0.8088676	0.9270882	0.87207294	0.89825195	0.7152109	0.8156034	0.82554895	0.5896107	0.84690136	0.8728803	0.5340079	0.93551	0.74902225	0.8249507	0.9093056	0.8546542	0.9019128	0.68533945	0.65077215	0.8745413	0.91228855	0.8303086	0.7988269	0.7038337	0.8125004	0.61401457	0.7258655	0.7848631	0.75682646	0.91079473	0.83588344	0.94614315	0.7120233	0.9079355	0.8323976	0.59162647	0.8212445	0.8413408	0.9714724	0.76535505	0.89484876	0.9483588	0.8730804	0.83711326	0.9517066	0.951002	0.6092062	0.87793326	0.84036124	0.9212727	0.9512958	0.87969565	0.9087723	0.8496128	0.91612136	0.83060604	0.76993495	0.90124995	0.77743304	0.88971287	0.83901644	0.9568761	0.9314338	0.86067474	0.8793703	0.8565395	0.74554634	0.92925084	0.85483146	0.8808527	0.7749187	0.89327973	0.8758586	0.8906989	0.90370923	0.69570583	0.84156424	0.8739364	0.957809	0.9289917	0.8688968	0.9169964	0.9169107	0.74247754	0.816648	0.9649552	0.86124283	0.7248291	0.78806984	0.9310003	0.9461563	0.8431374	0.94970804	0.7874086	0.8824269	0.9157903	0.79558444	0.7806504	0.81668305	0.8957434	0.9185164	0.6245588	0.85298586	0.8943713	0.84593874	0.864413	0.761864	0.8417729	0.81444347	0.8093847	0.8998178	0.82577074	0.8188328	0.83592874	0.88556546	0.8710421	0.8386531	0.83162516	0.91693425	0.73276764	0.74129003	0.92093396	0.91325426	0.7630762	0.7439457	0.7590995	0.9171436	0.88083255	0.94953156	0.7729746	0.93566036	0.89342403	0.7567396	0.78777194	0.8076397	0.80330896	0.5747613	0.7800137	0.6437899	0.91237825	0.7699083	0.7553437	0.8772281	0.6316688	0.8794854	0.82155824	0.8857858	0.59553456	0.8980596	0.8342029	0.80767965	0.9564963	0.88631463	0.837219	0.96512866	0.79845315	0.89490485	0.6250211	0.88164335	0.8188287	0.9294605	0.75199443	0.8244893	0.88003224	0.78514373	0.8678329	0.7662075	0.91405237	0.8075028	0.9072037	0.831165	0.9217688	0.7753571	0.8327479	0.9148059	0.790925	0.9134649	0.672155	0.7320004	0.9609023	0.88797164	0.85759515	0.91617256	0.8097588	0.8555229	0.91415936	0.8841072	0.85354257	0.8873227	0.83432704	0.8773347	0.95206946	0.8478894	0.66554993	0.64538443	0.80387443	0.67843544	0.6866395	0.8133688	0.857851	0.7649864	0.90285075	0.94200647	0.9083298	0.7250368	0.90436256	0.82349676	0.956698	0.6987322	0.87762284	0.919025	0.7844901	0.8677497	0.88015145	0.88919526	0.8019743	0.74073607	0.79791117	0.88098323	0.6862669	0.7323365	0.63460207	0.8377623	0.83617157	0.809953	0.81637543	0.91530436	0.8561548	0.9172596	0.84786445	0.87106967	0.7475507	0.7250298	0.8545449	0.76732206	0.91326606	0.8719839	0.74936014	0.9386457	0.88823986	0.86304194	0.8160509	0.94125104	0.9141717	0.9337146	0.9150728	0.8050928	0.7236048	0.82491505	0.9626636	0.94255054	0.9069352	0.8983166	0.9070639	0.85699797	0.92368746	0.61873466	0.81235594	0.8269461
snit/noun	0.89750063	0.0	0.92019045	0.86411095	0.89252096	0.90365714	0.84673744	0.92587596	0.9080803	0.8249645	0.84012365	0.9148955	0.9454286	0.93504536	0.892878	0.9090864	0.8797353	0.89188606	0.9024102	0.7465798	0.90830135	0.92990714	0.81835395	0.79933566	0.8301226	0.84766454	0.8128836	0.91640735	0.90865666	0.88697225	0.87759006	0.781353	0.89329517	0.92594445	0.871444	0.9378612	0.8857247	0.7898161	0.8679944	0.9261244	0.84748137	0.8560775	0.92500716	0.85152596	0.85527617	0.91283286	0.9237525	0.84445167	0.9107954	0.9571737	0.8599895	0.8456013	0.856485	0.797695	0.8791085	0.93752384	0.8377942	0.90657574	0.9100824	0.8842059	0.8804394	0.86942697	0.94993114	0.7696073	0.88466537	0.87484705	0.93264645	0.9065917	0.9128295	0.8852524	0.895934	0.9151248	0.9238525	0.908637	0.9304714	0.88395476	0.83015233	0.9356934	0.8839092	0.9167535	0.8890067	0.856537	0.91663486	0.89104486	0.81312406	0.8582931	0.9036702	0.85069656	0.9287137	0.9552241	0.8125253	0.81289166	0.9001626	0.9434266	0.8940106	0.8931097	0.9060299	0.87489426	0.89675695	0.7303712	0.8401374	0.9177242	0.892101	0.919551	0.9029373	0.87589216	0.86863625	0.82419115	0.89399153	0.9063203	0.8875809	0.9405402	0.9214915	0.93291086	0.9223982	0.918485	0.8925319	0.9060173	0.7879629	0.88937986	0.9305556	0.9020938	0.8810862	0.7563538	0.9171429	0.9265995	0.77063006	0.8949767	0.88637054	0.9026787	0.7936692	0.87546635	0.91346985	0.93145126	0.8625057	0.92059565	0.879923	0.8600371	0.942113	0.9130679	0.74511683	0.9568504	0.9234875	0.84270203	0.89728284	0.94073796	0.9065095	0.8570374	0.8175425	0.87029946	0.93485314	0.8830802	0.8669269	0.911359	0.8829577	0.93095195	0.8532651	0.9300077	0.87886506	0.87171006	0.95509785	0.9389216	0.8809348	0.9291123	0.87750393	0.9152561	0.7067274	0.91254884	0.8920763	0.84828925	0.90402067	0.90346915	0.80555326	0.84830546	0.8786358	0.92766654	0.9283148	0.909595	0.8726109	0.8741985	0.9537968	0.8981383	0.9419011	0.8905511	0.8584261	0.91171145	0.8971469	0.92845815	0.88477415	0.92028016	0.9352048	0.93988097	0.8346873	0.8267373	0.8620244	0.91818666	0.8122828	0.9577794	0.8200738	0.95994586	0.7257596	0.9014205	0.862838	0.86677754	0.9210577	0.83623767	0.9505523	0.90566945	0.9006826	0.90094197	0.8556764	0.9019117	0.91753024	0.913979	0.92248046	0.91560197	0.9014442	0.9010757	0.87713677	0.90852946	0.89417994	0.89873224	0.9407177	0.85010546	0.8297523	0.7640563	0.91504294	0.9455952	0.90707254	0.8661252	0.92291486	0.89996177	0.93077934	0.8999422	0.89149	0.9170244	0.81681454	0.8476127	0.9409878	0.8791602	0.9059802	0.81394833	0.8664615	0.8091999	0.9112802	0.85754967	0.93046385	0.75846255	0.88385946	0.91480374	0.93360704	0.7986807	0.93492234	0.90696555	0.9119641	0.8287199	0.9010258	0.8932155	0.8972245	0.8796384	0.92791456	0.8486802	0.89664423	0.92975026	0.92849046	0.8685804	0.8671198	0.9164345	0.9168066	0.8941977	0.88382757	0.93997294	0.7654336	0.89026374	0.8651086	0.86642545	0.8786144	0.80379355	0.8584974	0.8031523	0.936069	0.8385331	0.86164695	0.85502666	0.9090134	0.91136444	0.9095793	0.88086176	0.88278776	0.85219485	0.8827571	0.92154664	0.80939215	0.86117446	0.8670848	0.91422904	0.91768116	0.9360024	0.94915026	0.9203571	0.8688236	0.90018976	0.9039975	0.9020225	0.8856019	0.88967615	0.8824546	0.9064348	0.9219185	0.8864023	0.90725976	0.7156054	0.90087354	0.8981943	0.9204967	0.8242004	0.90153694	0.8759834	0.799173	0.8568837	0.8708887	0.9275553	0.9011605	0.87086487	0.837614	0.8955028	0.8753193	0.91512084	0.7899357	0.8358834	0.9314547	0.8186166	0.8725918	0.8852627	0.9080978	0.72683287	0.9077587	0.9041389	0.84174025	0.8497931	0.87476593	0.844781	0.8797586	0.86407083	0.84813386	0.9397063	0.9080573	0.8533573	0.8940065	0.88275456	0.85309476	0.8713926	0.89920187	0.89883393	0.80862004	0.87785226	0.88425535	0.9065171	0.88732	0.91488206	0.90746975	0.92165077	0.92479277	0.8793127	0.87531084	0.83423126	0.8067721	0.8937083	0.8580795	0.9587327	0.8938601	0.9045158	0.92866945	0.9054248	0.8324424	0.9392226	0.9534025	0.8914426	0.8624862	0.917219	0.87812114	0.9035556	0.8200816	0.8914692	0.94140214	0.8859596	0.85475886	0.8147489	0.87944365	0.8625113	0.83793426	0.8740069	0.9502137	0.95689327	0.87186456	0.92662936	0.90250504	0.89018106	0.87727475	0.86496633	0.90909237	0.68671554	0.91698956	0.8797222	0.8844682	0.8523686	0.8250113	0.9249295	0.8906884	0.95683014	0.88901305	0.8515377	0.89266115	0.91315955	0.8125166	0.8969079	0.9364172	0.9025342	0.89727074	0.8351155	0.8176906	0.912596	0.9154945	0.955544	0.84570235	0.8797953	0.857172	0.9224126	0.82976854	0.78748834	0.89886993	0.85774195	0.80865824	0.8991069	0.897825	0.917138	0.9286039	0.9057031	0.8973322	0.91247493	0.93201864	0.8735645	0.84687936	0.83793694	0.90668505	0.8297832	0.89391595	0.7572222	0.9211267	0.80367535	0.92773265	0.92661875	0.91859114	0.88674724	0.8665379	0.8207218	0.87858146	0.9273739	0.86482745	0.9247054	0.91178805	0.8889314	0.8781376	0.8684308	0.7865968	0.84605235	0.91244125	0.9012869	0.7841856	0.89744735	0.93201256	0.9012835	0.8952038	0.90778995	0.8081819	0.93415505	0.9100271	0.9568021	0.9194155	0.94699615	0.8466024	0.8577156	0.94024235	0.90592307	0.85826683	0.9314133	0.8732145	0.9379247	0.83205557	0.8801851	0.8184043	0.91952205	0.88615143	0.8091861	0.9354907	0.8589951	0.91721183	0.9272653	0.9134264	0.85751665	0.9011642	0.9017673	0.93806434	0.89717036	0.8759096	0.8376858	0.92039734	0.91568875	0.74841154	0.92845726	0.9389416	0.8988129	0.86609143	0.91786104	0.8701173	0.7281079	0.87971234	0.8649434	0.91256887	0.8929063	0.8841598	0.81714094	0.9240503	0.9171945	0.9333848	0.89357716	0.9575078	0.7832382	0.8530471	0.88037866	0.9102747	0.8974882	0.91030765	0.9067931	0.911981	0.8356505	0.9425918	0.89209414	0.9469334	0.81534433	0.8773364	0.8425494	0.8341821	0.87022763	0.91928935	0.9166233	0.91154104	0.92286175	0.88975817	0.9079653	0.86596334	0.8280748	0.8536897	0.86326504	0.8734937	0.8970681	0.917294	0.81702757	0.8615862	0.8806758	0.9418145	0.9379176	0.88977456	0.90244013	0.9362998	0.8769605	0.88778555	0.86181927	0.8439456	0.90439165	0.91120434	0.924311	0.8976507	0.88094807	0.9263805	0.90060395	0.91142654	0.89678526	0.8854607	0.94365627	0.9160797	0.9357799	0.8837694	0.8924865	0.9223298	0.88259995	0.89358443	0.9273888	0.9029058	0.85408777
