	kort/adj	blaas_weg/verb	koop/verb	rustgevend/adj	kilo_gram/noun	nadenken/noun	vorm/verb	ben/verb	verf/noun	deze/det	alcohol/noun	bepaald/adj	duizenden/noun	vuil/adj	draad/noun	debat/noun	gebruik/noun	glans/adj	een/det	onderzoek/noun	rits/noun	aan/prep	Edinburgh/name	concentratie/noun	design/noun	door/prep	kom_voor/verb	vind/verb	prikkel/adj	vreemdsoortig/adj	wolk/noun	overspan/verb	word/verb	fris_op/verb	zand/noun	besta/verb	soortgelijk/adj	zoveel/det	hersenen/noun	glijd/verb	voor/prep	met/prep	steek_af/verb	giftig/adj	loos/verb	ziekteverschijnsel/noun	beland/verb	voeg_toe/verb	ontvlambare/adj	vervuil/verb	benzeen/noun	natuurlijk/adj	hoop_op/verb	medicijn/noun	dring/verb	brandbaar/adj	nieuw/adj	verdacht/adj	omstreden/adj	vrij/noun	lijst/noun	doe_op/verb	lichaam/noun	alle/det	chemisch/adj	spoor_op/verb	blauw/adj	lucht/noun	bekend/adj	neutraliseer/verb	genoeg/adv	puin/noun	toxische/adj	uitstoot/noun	hoeveelheid/noun	vervoer/noun	dezelfde/det	onschuldig/adj	stank/noun	zon/noun	combinatie/noun	snit/noun	alleen/adv	blaas/verb	schud_af/verb	tot/prep	meer/det	wat/det	genoeg/adj	dompel_onder/verb	zonder/prep	en/vg	meter_DIM/noun	leven_middel/noun	blaas_af/verb	werk/verb	benodigd/adj	teveel/det	kilo/noun	weg/noun	autoband/noun	opwekkend/adj	in/prep	die/det	lig/verb	roddel/noun	spuit_in/verb	vanwege/prep	aanhang_wagen/noun	kan/verb	kom_vrij/verb	korrel/noun	trek_aan/verb	welk/det	stuk_DIM/noun	gesprek/noun	zet_om/verb	couplet/noun	gedecoreerd/adj	maak_aan/verb	werking/noun	jurk/noun	om/comp	uit/prep	lap/noun	vreemd/adj	tref_aan/verb	ander/adj	lang/adj	zit/verb	schud/verb	verspreid/verb	niet_werk/adj	mankeer/verb	vervaardig/verb	verplicht/adj	aangetroffen/adj	kom_vrij/adj	omgang/noun	lawaai/noun	overheers/verb	waai_op/verb	eiwit/noun	doe/verb	dun/adj	vervuil/adj	lap_DIM/noun	geur/noun	long/noun	koopwaar/noun	rood/adj	spuw_uit/verb	stook_olie/noun	voldoende/det	gordijn/noun	verricht/verb	bevat/verb	zorg/verb	hoop_DIM/noun	de/det	laai_op/verb	schadelijk/adj	waar/noun	als/prep	laag/noun	verschil/adj	lap/verb	minder/det	gevoerd/adj	deel_in/verb	mooi/adj	rook/verb	schrap/verb	verga/verb	gehalte/noun	moet_op/verb	aantal/noun	ontwikkeld/adj	allerlei/det	kleed/noun	uitsluitsel/noun	sla_neer/verb	bied/verb	vast/adj	slik/verb	waardevol/adj	smelt/verb	nandrolon/noun	gemaakt/adj	zaad/noun	haal/verb	spoor/noun	verwerk/verb	grijs/noun	vanonder/prep	middel/noun	ene/adj	modern/adj	cosmetische/adj	kleurrijk/adj	neder_wiet/noun	drama/noun	gevaarlijk/adj	onder/prep	snuif_op/verb	maak/verb	kleur/noun	het/det	meer/adj	beoordeling/noun	lichaam_eigen/adj	geef/verb	van/prep	ontdek/verb	overhemd/noun	bevang/verb	akelig/adj	veel/det	splinter/noun	dat/pron	verboden/adj	hoofdstuk/noun	blijf_achter/verb	colbert_DIM/noun	lever/verb	of/vg	soort/noun	straal/noun	roman/noun	veel/adj	die/pron	kankerverwekkend/adj	fles/noun	ergernis/noun	drugs_gebruik/noun	geen/det	meest/adj	brand_op/verb	informeer/verb	spring_stof/noun	enkel/det	genoeg/det	strak/adj	verf/verb	kom_terecht/verb	neem_op/verb	vluchtig/adj	werkzaam/adj	explosief/adj	gebruik/verb	stuk/noun	geheimzinnig/adj	bevorder/verb	pantalon/noun	produceer/verb	discussie/noun	hoop/noun	voorkom/adj	aromatisch/adj	public/noun	meter/noun	fontein/noun	sommige/det	zinvol/adj	scheid_af/verb	wit/adj	effect/noun	geschilderd/adj	deeltje/noun	haal_weg/verb	jas_DIM/noun	opslag/noun	nodig/adj	pil/noun	zout_zuur/noun	transporteer/verb	droog/adj	lever_op/verb
kort/adj	0.0	0.9022782	0.93271685	0.8649192	0.9485593	0.859241	0.8990604	0.8569628	0.907129	0.76057684	0.920847	0.82106555	0.89057696	0.88157684	0.8306131	0.8818842	0.92696124	0.8229262	0.7095376	0.91561204	0.87999344	0.91932374	0.90039015	0.840187	0.89729905	0.85116565	0.84866846	0.92422885	0.82661974	0.8948612	0.87971747	0.8560703	0.8792548	0.8895025	0.8939336	0.8802847	0.8304638	0.9063852	0.90183824	0.8572931	0.8555211	0.8490146	0.8435006	0.87480557	0.9205444	0.9112461	0.88586235	0.8911025	0.9068482	0.8922805	0.93900853	0.9228497	0.88355786	0.90086156	0.8967117	0.9167173	0.86802286	0.9194177	0.8445288	0.90336704	0.9327869	0.90006536	0.89142853	0.8651632	0.916305	0.93067145	0.84794104	0.88902855	0.9119027	0.90701133	0.9130268	0.92294097	0.92770225	0.9180603	0.8937811	0.8819004	0.84592956	0.8919567	0.9071006	0.879953	0.8843476	0.8821031	0.8959118	0.87315434	0.9073452	0.89262986	0.8868492	0.8927672	0.90570277	0.9011437	0.8673073	0.85678566	0.9145273	0.93404335	0.838924	0.8868181	0.89683443	0.88320315	0.9386961	0.89644426	0.9242754	0.86277354	0.8394897	0.8145636	0.8945665	0.89161545	0.90546334	0.84152603	0.9035631	0.8775113	0.88401157	0.89855385	0.91403484	0.87520146	0.84932417	0.8760415	0.8907939	0.8824061	0.93421966	0.89874053	0.8881446	0.8427036	0.8704055	0.84733737	0.8619993	0.90205246	0.92303187	0.9091191	0.568797	0.9141827	0.8878707	0.8691958	0.9265629	0.9244934	0.88928676	0.846122	0.92168653	0.9148983	0.8984475	0.9007732	0.8543735	0.88761514	0.90255743	0.9069181	0.79091054	0.9069184	0.876538	0.8970736	0.90307933	0.92726815	0.8649241	0.9096455	0.92197496	0.8940158	0.90792316	0.92055005	0.7886847	0.89518446	0.8963281	0.8265737	0.87371206	0.86246616	0.9211419	0.911735	0.8880629	0.8163743	0.90531564	0.85813904	0.85006374	0.86355054	0.7968983	0.9321147	0.8562969	0.9100493	0.86179453	0.89217263	0.8620926	0.89073366	0.8547572	0.8947003	0.8776512	0.9101111	0.86141443	0.869542	0.9042401	0.9066554	0.89266187	0.924167	0.86084485	0.8913853	0.9374428	0.9121594	0.8787278	0.8283899	0.91521126	0.8969327	0.86078614	0.8812214	0.8740617	0.8307417	0.92081624	0.8933845	0.8346323	0.9228475	0.9074106	0.87288487	0.850726	0.87381446	0.89346683	0.8915175	0.9225931	0.8832501	0.86405915	0.9152681	0.85609704	0.91331697	0.8394178	0.867984	0.9116332	0.846164	0.92150587	0.8158989	0.9181936	0.90147096	0.9134606	0.8602096	0.8595065	0.8747541	0.8631483	0.8577735	0.8433872	0.9006115	0.9281744	0.9051315	0.908401	0.87637395	0.88183916	0.89224225	0.90947366	0.9213995	0.7900251	0.9131398	0.7866267	0.8645339	0.8973413	0.8780019	0.79487777	0.9190006	0.83919203	0.9121836	0.8647685	0.8397977	0.9022824	0.880868	0.8989447	0.8786722	0.9304544	0.8625616	0.90673447	0.9204313	0.90695816	0.9025817	0.86192584	0.81957674	0.9038627	0.85883534	0.8683424	0.8581412	0.82969064	0.9179794	0.8477273	0.8932275	0.8970555	0.90303725	0.92382073	0.9264605	0.8329404	0.85016733
blaas_weg/verb	0.9022782	0.0	0.8739276	0.83743703	0.8924313	0.8680283	0.86480653	0.85896116	0.7846691	0.8745954	0.88054204	0.8776451	0.82211506	0.7916993	0.85595816	0.90146494	0.90275896	0.8002433	0.7811656	0.9529046	0.8696488	0.88830394	0.9021086	0.8272767	0.889488	0.7816544	0.8502374	0.9040084	0.84677166	0.874325	0.75214934	0.8282337	0.85095453	0.8063329	0.7300186	0.8632079	0.8781669	0.87320006	0.84983677	0.7475891	0.8884826	0.84094334	0.77596986	0.7902136	0.8190972	0.90307254	0.80376667	0.85124046	0.85170674	0.8058014	0.8586911	0.8606595	0.82728153	0.9100033	0.79538095	0.82160604	0.87577593	0.89178354	0.8918809	0.85627085	0.8994907	0.8851571	0.8136308	0.8363527	0.85829514	0.88524586	0.7978396	0.7564101	0.88600147	0.77915096	0.89814514	0.7097304	0.8975648	0.8705162	0.8373394	0.9051157	0.84328353	0.87901735	0.8257619	0.7690501	0.8622874	0.88857365	0.8552354	0.71917665	0.7833059	0.9150828	0.8910601	0.8340616	0.87478024	0.8291644	0.8582446	0.74726653	0.8696526	0.88581157	0.84550375	0.86207473	0.87680763	0.8320352	0.8592805	0.86280304	0.83775735	0.8839351	0.82413507	0.826324	0.8072796	0.86515105	0.8211809	0.8770447	0.8148335	0.8688831	0.8027463	0.82759553	0.87955254	0.8777075	0.8472435	0.9091034	0.85404694	0.887068	0.8470043	0.8254193	0.9010842	0.83806586	0.898776	0.7999799	0.7890307	0.88504	0.806556	0.8655429	0.88075155	0.8266291	0.7991595	0.80831933	0.92286015	0.87965584	0.8090186	0.90822273	0.86933464	0.8559544	0.89472556	0.77403307	0.8060565	0.80927944	0.87444174	0.90456235	0.8085647	0.85411406	0.8441142	0.8191589	0.8301012	0.850618	0.81187826	0.8212	0.82939607	0.89631	0.7693996	0.9027408	0.8427956	0.82989025	0.8060447	0.78986967	0.83440435	0.84229434	0.8513371	0.8699925	0.76866925	0.8430389	0.8601807	0.86680067	0.8823174	0.85768497	0.8493818	0.87476164	0.8984003	0.7862635	0.8645872	0.81007123	0.8956911	0.87031746	0.87005526	0.8362105	0.905813	0.8013195	0.88212943	0.89374447	0.84212255	0.8578155	0.7443605	0.9149666	0.8454422	0.8297714	0.8491576	0.86752385	0.81889474	0.8103282	0.7853471	0.9133388	0.84010184	0.86868674	0.87377113	0.8041005	0.91798925	0.88546175	0.82414967	0.8175303	0.82755464	0.8928695	0.81012946	0.86078185	0.89006555	0.90936	0.8835346	0.9006298	0.8576968	0.8439412	0.8390739	0.7998041	0.823501	0.85703945	0.84745425	0.8629991	0.89547133	0.9064015	0.83071935	0.89713466	0.8630055	0.81057143	0.866528	0.8129723	0.8960002	0.84132123	0.80399454	0.84365445	0.831438	0.8682063	0.8983944	0.88045645	0.8771839	0.80281043	0.89174736	0.8523414	0.82314676	0.86418855	0.80794656	0.79380137	0.77618015	0.9001034	0.8384428	0.8729309	0.8359775	0.8415511	0.8446845	0.8436798	0.9077937	0.89130753	0.8272679	0.8932483	0.8783449	0.88533604	0.88455933	0.9195699	0.84467345	0.80710226	0.82477933	0.92520404	0.80813575	0.7615354	0.8729353	0.7727789	0.80377656	0.7297123	0.84838283	0.83865744	0.89355373	0.8899564	0.85927933	0.81348485	0.77449024	0.8838746
koop/verb	0.93271685	0.8739276	0.0	0.8483583	0.7929129	0.87476194	0.904553	0.89947987	0.79780424	0.88392514	0.77249765	0.8192754	0.7645632	0.8049918	0.89068866	0.96890086	0.7578363	0.79370475	0.74559927	0.9412241	0.8611543	0.86119175	0.87810165	0.9042145	0.7976421	0.8823073	0.873278	0.8521136	0.8931951	0.8565775	0.91555685	0.8873202	0.8543681	0.8451198	0.83070815	0.84724	0.8335099	0.8475985	0.88365924	0.8147556	0.7837713	0.78324777	0.8267152	0.7977555	0.8032478	0.9152454	0.8420906	0.81363314	0.8882265	0.79303825	0.902948	0.8519467	0.84670234	0.7602738	0.84758776	0.8029338	0.79470575	0.8239813	0.8744751	0.9095934	0.8969205	0.884157	0.87532485	0.81985563	0.8084724	0.8030161	0.79714715	0.8825752	0.87771475	0.8591877	0.91741264	0.83504057	0.87730837	0.8735098	0.7025602	0.82516897	0.8410817	0.90743023	0.8402147	0.9102997	0.81630224	0.8743013	0.7985125	0.87282217	0.87326676	0.88291895	0.7221566	0.78761315	0.8340281	0.86157894	0.79129946	0.69245684	0.89532423	0.6309874	0.8572917	0.785577	0.739282	0.8194497	0.7076775	0.90647364	0.7594354	0.88315296	0.8386769	0.8486646	0.81828016	0.87265486	0.793276	0.91380847	0.8103956	0.80047977	0.80774474	0.8449143	0.77722096	0.79350835	0.737836	0.9245297	0.7741691	0.9178657	0.83059436	0.7207248	0.889734	0.81453395	0.83215374	0.7916247	0.760968	0.89787406	0.68912625	0.8239038	0.9172702	0.7962328	0.8857122	0.7647313	0.90711534	0.8501109	0.66752535	0.85071063	0.7505876	0.8232731	0.86952484	0.8693942	0.88226867	0.8932819	0.82521224	0.8332054	0.7954427	0.8234706	0.74909705	0.795903	0.8822214	0.77926457	0.8180704	0.81949717	0.795604	0.83620256	0.8198325	0.8831793	0.71603584	0.8736172	0.81647277	0.83229274	0.9171809	0.8467696	0.8090491	0.87218505	0.84136856	0.8245778	0.85062784	0.6961295	0.9025576	0.8288438	0.78771454	0.7871613	0.7837243	0.840128	0.89334095	0.82044363	0.84196573	0.7926276	0.79280066	0.7037475	0.91486263	0.8866285	0.77265406	0.85693634	0.8173361	0.7451232	0.7959143	0.92638576	0.73363113	0.755939	0.77128106	0.9101785	0.6993777	0.85473084	0.8466114	0.8802221	0.84483075	0.8007236	0.8812378	0.8324244	0.8950446	0.9364816	0.86477315	0.87351906	0.8427538	0.8401198	0.8429119	0.8439242	0.7960795	0.8959268	0.9203295	0.841308	0.81217176	0.75400364	0.8116555	0.9032621	0.8838034	0.8067553	0.87337554	0.73320895	0.7854881	0.9227544	0.80817163	0.9128637	0.64210474	0.6112224	0.77597916	0.83824944	0.9285472	0.86302054	0.7500174	0.830584	0.657225	0.8988133	0.9181463	0.8399589	0.84448206	0.8421427	0.83457667	0.82273144	0.83437175	0.7880432	0.87874943	0.796354	0.80059695	0.829766	0.85004914	0.8247983	0.85056156	0.64969563	0.74582314	0.84008217	0.8696401	0.8871996	0.5675682	0.9516235	0.90795344	0.87668943	0.8548442	0.90830374	0.8480673	0.82974696	0.80593926	0.8861457	0.851479	0.72799855	0.86869127	0.8094186	0.8514211	0.7259106	0.8057294	0.8241003	0.7938336	0.7666179	0.88809985	0.71087027	0.8519435	0.7646595
rustgevend/adj	0.8649192	0.83743703	0.8483583	0.0	0.9408901	0.83870804	0.806672	0.79017055	0.7586594	0.8060849	0.8357219	0.77976084	0.8828063	0.8249768	0.85577166	0.9105218	0.8421618	0.7310355	0.71444595	0.9166346	0.8422617	0.88576734	0.88532656	0.80670106	0.76432455	0.8490561	0.8313694	0.83937275	0.69187456	0.81231964	0.786155	0.8659838	0.8649659	0.783429	0.7966809	0.8449384	0.85237575	0.80637527	0.8137559	0.80182314	0.8463164	0.8010801	0.7905026	0.78942996	0.86851794	0.898385	0.88980037	0.83864975	0.8557707	0.825082	0.89821124	0.7615024	0.87600476	0.8358511	0.84874773	0.87769306	0.8489288	0.88361657	0.8637816	0.86757535	0.88728255	0.8426586	0.81268185	0.8468801	0.8503764	0.8966408	0.738889	0.7973708	0.8717971	0.8309385	0.8422918	0.88867325	0.8613049	0.8838191	0.8314839	0.87553555	0.8175398	0.84764457	0.81244814	0.7609253	0.71144867	0.8091157	0.80639935	0.8023664	0.872793	0.9242202	0.8449825	0.77254426	0.8478435	0.7519907	0.8498778	0.7056724	0.88438654	0.84267324	0.9160615	0.8441869	0.8818742	0.79593176	0.92042	0.8844243	0.8462908	0.70997155	0.85136104	0.762998	0.866508	0.82732654	0.8251829	0.84585285	0.8948839	0.8089914	0.8905532	0.81755465	0.88305503	0.81054544	0.7386576	0.9052364	0.8718083	0.8542684	0.82215595	0.7964932	0.8491506	0.79475105	0.80538464	0.86315596	0.770745	0.7604705	0.8745931	0.81142235	0.853612	0.8302199	0.8816482	0.82351655	0.9197106	0.82526255	0.807079	0.89575326	0.88965327	0.8786216	0.7811937	0.80080265	0.72371197	0.86201096	0.81628144	0.8843242	0.7644389	0.8224261	0.82881516	0.7029314	0.83404016	0.83790636	0.7872047	0.8576458	0.8890694	0.8249799	0.7650397	0.9153649	0.78750515	0.8030021	0.8494358	0.8574869	0.90475357	0.80061984	0.8024867	0.83712	0.8025055	0.79246765	0.8672834	0.8327795	0.8622598	0.8270876	0.64113736	0.8163788	0.94186753	0.86534977	0.8433545	0.86486614	0.89139104	0.8355185	0.7635406	0.7901475	0.9300766	0.8683234	0.8228778	0.8718803	0.8633939	0.7613373	0.83129334	0.88878334	0.79593873	0.83637446	0.9032085	0.91414005	0.8214935	0.7170544	0.8436784	0.8672504	0.834726	0.74747306	0.81280833	0.6573914	0.89377767	0.84321594	0.83607316	0.89579415	0.7856505	0.80414444	0.65670925	0.80818087	0.828051	0.8747874	0.8622227	0.81699324	0.8609725	0.8181218	0.8054167	0.872319	0.7296766	0.7755512	0.86005205	0.8049322	0.8995545	0.8633371	0.89012915	0.85684747	0.87626934	0.7683665	0.7545955	0.8575362	0.87720275	0.7459636	0.80090636	0.8434909	0.84122366	0.86312395	0.881282	0.827872	0.82680094	0.86730576	0.89688	0.891262	0.85596687	0.8218919	0.711289	0.77587754	0.8645951	0.893095	0.7391587	0.91447246	0.83436584	0.8122208	0.795244	0.7264147	0.85327685	0.850633	0.8131904	0.87702185	0.88157576	0.8308428	0.778539	0.88490653	0.91954225	0.7460035	0.79151666	0.79363567	0.8561632	0.7414427	0.812473	0.70176196	0.81635886	0.8532594	0.79668295	0.8931797	0.8670492	0.81676114	0.9142651	0.85026264	0.7859966	0.8447851
kilo_gram/noun	0.9485593	0.8924313	0.7929129	0.9408901	0.0	0.92586595	0.9353951	0.9396635	0.8549546	0.9492355	0.81611	0.90776145	0.8357616	0.84791124	0.9196373	0.96424055	0.911297	0.8780763	0.8760186	0.9739487	0.88224614	0.9476718	0.8743236	0.87162715	0.9163091	0.9146623	0.9165072	0.95251834	0.9336909	0.9445572	0.88889194	0.83829546	0.88184416	0.9253863	0.7703198	0.88428664	0.93213886	0.8782826	0.8886654	0.8662381	0.87915725	0.8410625	0.88701856	0.802327	0.7794174	0.9098761	0.8963723	0.8753972	0.8778431	0.8210223	0.8698622	0.95357615	0.89169616	0.89231724	0.92480546	0.79776204	0.94037414	0.84469515	0.9392425	0.7888042	0.8711412	0.93718374	0.8718027	0.8975088	0.8437871	0.89559054	0.8666343	0.8668975	0.94834465	0.9033977	0.9433732	0.8337451	0.8673629	0.7988881	0.71762013	0.88950086	0.89830977	0.9210345	0.8582257	0.90939695	0.91553664	0.9129774	0.9333743	0.90206224	0.8941605	0.7360034	0.72962266	0.86411095	0.90056384	0.9140586	0.9120092	0.79012114	0.89871436	0.8081233	0.93808526	0.88526046	0.7669762	0.8782113	0.19604588	0.93200564	0.80340916	0.9411496	0.88197654	0.9101821	0.8479724	0.94217706	0.85034126	0.9446693	0.78433466	0.9203089	0.83662	0.77339447	0.92916614	0.9216753	0.83358073	0.97395027	0.86731654	0.92229736	0.889159	0.8327748	0.9449294	0.9031661	0.9322138	0.83589387	0.8373397	0.96308035	0.7878356	0.9215712	0.8636725	0.8905043	0.9275604	0.8941109	0.8663695	0.9124872	0.8056781	0.9121326	0.7974959	0.887107	0.9465331	0.88485503	0.92675006	0.9304871	0.8156425	0.9714522	0.8393588	0.8720225	0.81966597	0.8604925	0.87056965	0.85762817	0.8095187	0.8692772	0.73042756	0.9071503	0.9011891	0.9070869	0.7491157	0.92480737	0.84457403	0.9102931	0.9526726	0.88610667	0.9444562	0.9191149	0.8171283	0.86724615	0.9003328	0.7116997	0.91705436	0.8440967	0.9293373	0.8978007	0.78826433	0.8889229	0.8699879	0.8762558	0.87015176	0.88860893	0.90721965	0.87499404	0.94148636	0.9074672	0.9190883	0.9339024	0.8627874	0.8797284	0.8155972	0.8997451	0.8907969	0.7912531	0.7772814	0.9015233	0.7637445	0.9056673	0.8704169	0.9203612	0.91284794	0.95318943	0.9226783	0.90095925	0.92562014	0.93985933	0.8740153	0.8770344	0.904124	0.9617617	0.8902823	0.9268639	0.7394594	0.9226241	0.9404634	0.9539653	0.87570715	0.8861059	0.8827771	0.9068528	0.92384	0.90921557	0.8948589	0.8896247	0.8670727	0.8942797	0.8724104	0.9438374	0.8533794	0.8055296	0.8820352	0.670347	0.9389558	0.9054837	0.87581223	0.86830413	0.68218255	0.93457496	0.9253169	0.9309897	0.9370705	0.8790292	0.9525731	0.73092264	0.8806536	0.88329744	0.9298924	0.89954585	0.88000435	0.948543	0.9180212	0.85755813	0.84545344	0.88524777	0.735844	0.91373396	0.9489273	0.9177432	0.70150983	0.9656368	0.9201289	0.8979503	0.88087744	0.9428883	0.4299881	0.8510733	0.9195662	0.9429192	0.87006015	0.8226507	0.9333762	0.89304155	0.8371546	0.8485637	0.9105947	0.7850103	0.8821275	0.76955533	0.87117535	0.8011581	0.8716817	0.7933192
nadenken/noun	0.859241	0.8680283	0.87476194	0.83870804	0.92586595	0.0	0.8752277	0.7857624	0.84710383	0.7821679	0.849383	0.7727039	0.8643117	0.84940165	0.8756107	0.7983565	0.8431527	0.82455343	0.77184516	0.8470358	0.84436476	0.8554192	0.8872454	0.79489803	0.7999182	0.8353827	0.85722446	0.8188159	0.7415189	0.8541232	0.85761815	0.87001187	0.82705843	0.83623546	0.8339096	0.82425946	0.8176553	0.8009071	0.8148779	0.83042413	0.82770616	0.80628514	0.8479672	0.84345126	0.8516561	0.88104504	0.88422143	0.86846733	0.87183684	0.83907914	0.90738076	0.75045854	0.86779577	0.8520373	0.8232345	0.88681877	0.8480645	0.8753177	0.8286452	0.8712706	0.88555425	0.8304033	0.8271269	0.81986505	0.8550548	0.88657546	0.8710204	0.8593291	0.86961675	0.82542485	0.820111	0.8652634	0.8817498	0.85662127	0.8688656	0.86013055	0.845917	0.85660714	0.83374524	0.87743956	0.8327998	0.8522787	0.7901347	0.84024614	0.83878374	0.84327304	0.82261467	0.78024215	0.80107546	0.8445746	0.79405683	0.7687824	0.8593763	0.8473883	0.852603	0.82942975	0.8430468	0.79101145	0.9100905	0.8959124	0.86450577	0.82493734	0.8737288	0.71573335	0.87528527	0.7871537	0.8698219	0.8288732	0.8935284	0.73239934	0.8722483	0.8549869	0.8707483	0.781507	0.8216358	0.8370133	0.87915146	0.8669768	0.89039826	0.8281431	0.8655062	0.83596337	0.7304615	0.8637959	0.83534086	0.77887064	0.88972324	0.81766057	0.8545929	0.82522047	0.81524134	0.8602711	0.89292836	0.80509377	0.8499943	0.8472415	0.88145447	0.8710748	0.8047776	0.83103794	0.808096	0.8118519	0.84076136	0.7820588	0.86779094	0.83807755	0.8513338	0.8437664	0.8586158	0.8312628	0.86724484	0.87303805	0.897852	0.8128725	0.8312132	0.84975517	0.79849875	0.86928385	0.84764504	0.8313285	0.8501364	0.8319711	0.77965295	0.82399803	0.8511726	0.82359785	0.8306204	0.8332827	0.81828433	0.85542786	0.7909161	0.8156804	0.884919	0.82342046	0.82101154	0.8164649	0.88580275	0.8317725	0.7808582	0.8323856	0.82571524	0.8680648	0.8066372	0.8876766	0.83821917	0.83440334	0.8579166	0.85466266	0.84713537	0.84031004	0.8841513	0.8790912	0.8305953	0.8421834	0.86464196	0.8316599	0.8413406	0.8265083	0.84601796	0.81121373	0.8718058	0.8487745	0.828248	0.8892591	0.8542419	0.8554923	0.8338918	0.8459372	0.8103306	0.8143611	0.8368647	0.83053786	0.84335804	0.8296113	0.8359447	0.8700944	0.7819234	0.79449224	0.8618774	0.83332473	0.86398214	0.84147245	0.86358505	0.89015156	0.86067235	0.79267716	0.7847979	0.898865	0.8495736	0.7705165	0.7898545	0.8654799	0.8758082	0.7908319	0.8212098	0.79054284	0.8249036	0.86354023	0.8034867	0.88416916	0.8313209	0.82200503	0.84417295	0.8401829	0.8825979	0.904905	0.8050338	0.8757168	0.8437561	0.8398378	0.8483733	0.80570257	0.83839023	0.88772696	0.8533387	0.75183654	0.8256284	0.8484286	0.8832219	0.8525206	0.92252886	0.83077157	0.7843616	0.73100686	0.8694907	0.877859	0.84544575	0.8248271	0.8354416	0.8808521	0.8511166	0.848876	0.8252293	0.8298203	0.9030987	0.8693547	0.8760512	0.82064265
vorm/verb	0.8990604	0.86480653	0.904553	0.806672	0.9353951	0.8752277	0.0	0.7533814	0.84451187	0.74165845	0.89423037	0.73699594	0.84947324	0.88147235	0.81184566	0.7919774	0.82729197	0.7958684	0.63150406	0.86426425	0.8589107	0.87184596	0.8961603	0.8072053	0.80465627	0.7925457	0.81020904	0.82240325	0.78891647	0.8437749	0.84652036	0.8485066	0.8902719	0.8390672	0.8543564	0.612779	0.83645856	0.8693102	0.8209654	0.8479534	0.743986	0.8028677	0.78506935	0.83541596	0.85746217	0.9083142	0.8729882	0.8173051	0.88729864	0.82511955	0.9210886	0.83336675	0.8342013	0.87174594	0.8178537	0.8968493	0.77062994	0.8747476	0.81362176	0.9086951	0.8259608	0.86841834	0.8435395	0.74460185	0.78861016	0.83638537	0.8280832	0.87254435	0.874122	0.76879424	0.85011244	0.8593361	0.8694036	0.8621286	0.8432072	0.8487605	0.82708204	0.86814255	0.8857144	0.8799275	0.7309758	0.8425133	0.839188	0.87561935	0.8444083	0.87698495	0.8544176	0.88667786	0.84677184	0.82050997	0.7712891	0.70545924	0.91762924	0.8806988	0.8844997	0.8494803	0.84274614	0.8204791	0.9298862	0.88233125	0.86941695	0.8541148	0.83098716	0.7843141	0.82275325	0.8457412	0.88614196	0.77226007	0.9105458	0.8999059	0.88068956	0.84225994	0.8779687	0.7667804	0.81582147	0.8869144	0.8487402	0.8830578	0.8593549	0.7959292	0.7884977	0.85779786	0.81769204	0.8149235	0.8312521	0.85176533	0.86604905	0.76600254	0.9190716	0.84724	0.9062919	0.8025266	0.90439034	0.8491044	0.7748803	0.8677658	0.8743962	0.88589525	0.74102783	0.90093434	0.7399115	0.86616313	0.80326635	0.9372152	0.8027152	0.84071064	0.8433537	0.8592957	0.8679712	0.87568724	0.8489973	0.8523791	0.89504904	0.8029903	0.854891	0.84293777	0.71630543	0.7569101	0.8490106	0.7094697	0.8376769	0.8116716	0.81856996	0.7171211	0.7965611	0.6739251	0.86116576	0.8718492	0.78995305	0.7426441	0.7906604	0.90361065	0.8885147	0.8725954	0.7917196	0.85863936	0.815302	0.7499647	0.72787386	0.8941844	0.89761776	0.8206581	0.7221999	0.8073771	0.9004874	0.7625862	0.82059383	0.9323735	0.8171323	0.83888316	0.9001984	0.8901845	0.8197963	0.82719046	0.86352515	0.8404252	0.83130825	0.7550769	0.8665377	0.7248719	0.9027611	0.825135	0.83574927	0.8057083	0.8775355	0.82279444	0.7937075	0.75259584	0.8763087	0.80327713	0.8772625	0.8075243	0.7188989	0.79774356	0.8893631	0.88512164	0.8222225	0.8448043	0.8626434	0.724344	0.8488289	0.8313041	0.8542914	0.91795045	0.73572665	0.8227704	0.77583367	0.8764119	0.83276665	0.84898174	0.75493574	0.85996485	0.91421604	0.8510829	0.83347434	0.7836136	0.7650931	0.8916819	0.8663941	0.88036746	0.8081542	0.8393725	0.8055247	0.8304811	0.83545244	0.82344854	0.79732746	0.89035237	0.79122055	0.7636048	0.8377656	0.7976421	0.71606874	0.89718467	0.8129239	0.76785845	0.8873197	0.7916335	0.8513064	0.85835075	0.92968476	0.81577605	0.78342974	0.77902424	0.7682847	0.82375443	0.82180476	0.7777788	0.7805847	0.8424337	0.8567738	0.84885395	0.8332342	0.89750755	0.9101608	0.8128275	0.86361045	0.79696
