	kort/adj	koop/verb	buitenissig/adj	gevuld/adj	bepaald/adj	ontsta/verb	glans/adj	rits/noun	vind/verb	over/adj	word/verb	roestig/adj	loos/verb	enorm/adj	voeg_toe/verb	stel_bloot/verb	hoop_op/verb	dus/adv	koraal_rif/noun	laat_achter/verb	verdacht/adj	omstreden/adj	lijst/noun	nogal/adv	douche/noun	heel/adv	blauw/adj	puin/noun	verboden/adj	actief/adj	tabak_fabrikant/noun	zeer/adv	meter_DIM/noun	werk/verb	rat/noun	korrel/noun	interessant/adj	ton/noun	honger/noun	open_lucht/noun	werking/noun	botsing/noun	verbod/noun	bijeen/adj	niet_werk/adj	waai_op/verb	eiwit/noun	vervuil/adj	gaas/noun	rood/adj	koopwaar/noun	gordijn/noun	hoop_DIM/noun	zorg/verb	schrap/verb	moet_op/verb	bevat/adj	inmiddels/adv	ontwikkeld/adj	geef_af/verb	aantal/noun	vaak/adj	maquette/noun	signeer/verb	kleurrijk/adj	dik/adj	voorzie/verb	maak/verb	overhemd/noun	blijk/verb	splinter/noun	flink/adj	examen/noun	plastic/adj	cel/noun	ergernis/noun	drugs_gebruik/noun	uiterst/adj	strak/adj	vluchtig/adj	stuk/noun	geschilderd/adj	pil/noun	transporteer/verb	droog/adj	kort/adv	kilo_gram/noun	toestel/noun	draad/noun	zand/noun	prikkel/adj	vreemdsoortig/adj	fris_op/verb	soortgelijk/adj	glijd/verb	meet/verb	te/adv	bescherm/verb	ontvlambare/adj	verbied/verb	bovenstaand/adj	doe_op/verb	chemisch/adj	lucht/noun	blaas/verb	bovendien/adv	dompel_onder/verb	bloed_monster/noun	benodigd/adj	ziekteverwekker/noun	weg/noun	spier_versterkend/adj	roddel/noun	kan/verb	zet_om/verb	lap/noun	fel/adj	lang/adj	test/verb	verspreid/verb	gespecialiseerd/adj	aangetroffen/adj	spot/noun	centi_meter/noun	analyse/noun	dun/adj	ontwerper/noun	lap_DIM/noun	woensdag_middag/noun	bloot/adj	tapijt/noun	stook_olie/noun	heel/adj	verricht/verb	bevat/verb	laai_op/verb	alles/adv	gevoerd/adj	willoos/adj	los/adj	kleed/noun	sla_neer/verb	waardevol/adj	slik/verb	nandrolon/noun	haal/verb	verwerk/verb	grijs/noun	neder_wiet/noun	ene/adj	kleur/noun	ontdek/verb	akelig/adj	vloer/noun	soort/noun	blijf_achter/verb	afkomstig/adj	trek_op/verb	spring_stof/noun	uit/adj	werkzaam/adj	bacterie/noun	pantalon/noun	discussie/noun	public/noun	walm/noun	verwerkt/adj	opslag/noun	nodig/adj	lever_op/verb	container/noun	vermoedelijk/adj	vorm/verb	soms/adv	ben/verb	verf/noun	stimuleer/adj	speciaal/adj	onderzoek/noun	concentratie/noun	design/noun	overspan/verb	besta/verb	besmet/verb	vooral/adv	warm/adj	benzeen/noun	natuurlijk/adj	medicijn/noun	nieuw/adj	vrij/noun	sigaret/noun	relatief/adj	uitstoot/noun	onschuldig/adj	stank/noun	aanmaak/noun	snit/noun	alleen/adv	puriteins/adj	explodeer/verb	genoeg/adj	leven_middel/noun	kilo/noun	oud/adj	lig/verb	bedrukt/adj	spuit_in/verb	stuk_DIM/noun	er/adv	gedecoreerd/adj	maak_aan/verb	kom_vrij/adj	kleding/noun	lawaai/noun	doe/verb	diep/adj	vermeng/verb	schadelijk/adj	lap/verb	verschil/adj	zichtbaar/adj	vast/adj	zaad/noun	cosmetische/adj	omgeef/verb	boeiend/adj	drama/noun	gevaarlijk/adj	wild_card/noun	lichaam_eigen/adj	zee/noun	bevang/verb	straal/noun	frekwent/adj	veel/adj	kankerverwekkend/adj	verf/verb	kom_terecht/verb	gebruik/verb	geheimzinnig/adj	voorkom/adj	zinvol/adj	hoop/noun	ontplof/verb	aromatisch/adj	meter/noun	wit/adj	blaas_weg/verb	rustgevend/adj	exotisch/adj	nadenken/noun	melk/noun	duizenden/noun	vuil/adj	gebruik/noun	vul/verb	kom_voor/verb	wolk/noun	gemakkelijk/adj	hersenen/noun	steek_af/verb	giftig/adj	reageer/verb	kies/verb	brandbaar/adj	bepaal/verb	aandoenlijk/adj	professor/noun	lichaam/noun	vervoer/noun	ijzeren/adj	bekend/adj	monster/noun	genoeg/adv	toxische/adj	hoeveelheid/noun	combinatie/noun	rot_weg/verb	voeding_supplement/noun	opwekkend/adj	bijgevolg/adv	elegant/adj	aanhang_wagen/noun	kom_vrij/verb	mogelijk/adj	trek_aan/verb	bedekt/adj	gesprek/noun	test/noun	maak_vrij/verb	zorgvuldig/adj	bijvoorbeeld/adv	vreemd/adj	ander/adj	kameel/noun	zit/verb	verplicht/adj	omgang/noun	rapporteer/verb	overheers/verb	long/noun	spuw_uit/verb	dring_door/verb	waar/noun	klein/adj	buitenaf/adv	laag/noun	verga/verb	mooi/adj	immers/adv	bied/verb	smelt/verb	spons/noun	gemaakt/adj	divers/adj	modern/adj	overal/adv	snuif_op/verb	meer/adj	vrouw_tennis/noun	beoordeling/noun	geef/verb	weer/adv	smetteloos/adj	thuisland/noun	verwerking/noun	vleug_DIM/noun	letterlijk/adj	lever/verb	roman/noun	combineer/verb	overvloedig/adj	meest/adj	water/noun	neem_op/verb	explosief/adj	ga_tegen/verb	deeltje/noun	ontwerp/verb	ook/adv
kort/adj	0.0	0.8323149	0.8718251	0.86564845	0.87012106	0.85062855	0.77388424	0.6564678	0.86769986	0.8351101	0.8430842	0.8645537	0.90818274	0.8500945	0.8616483	0.8856049	0.92080015	0.7953822	0.88671744	0.88524014	0.7865172	0.7716411	0.87327963	0.80825233	0.8224507	0.781545	0.7084955	0.9213128	0.8508042	0.8180568	0.91652215	0.7146487	0.9413055	0.83960867	0.862843	0.8977643	0.7160366	0.8721523	0.91341126	0.93330336	0.91959894	0.8427917	0.85365874	0.938004	0.91655403	0.80701846	0.8306552	0.82882833	0.8327881	0.748646	0.9057909	0.8405144	0.89890885	0.8569146	0.9603238	0.83609307	0.859544	0.8221206	0.8725159	0.87848043	0.7584206	0.711846	0.9174109	0.89608	0.7568225	0.6974654	0.85020196	0.8711115	0.59873486	0.78163654	0.916128	0.85896116	0.8714865	0.8024096	0.90905267	0.9240133	0.8877175	0.76792157	0.6165161	0.71944726	0.7810135	0.7384417	0.8547984	0.91896766	0.7629757	0.8809087	0.8833537	0.8531159	0.72214085	0.836534	0.78893924	0.8549645	0.8729608	0.81805927	0.7767768	0.81137717	0.70196176	0.89471996	0.80388224	0.86031115	0.741097	0.94362724	0.84956163	0.7781702	0.8415563	0.7182768	0.87370133	0.8842512	0.85555714	0.9099652	0.8356075	0.9373641	0.84223574	0.8583685	0.9112352	0.84702647	0.7765121	0.53438574	0.9224515	0.89462346	0.87416565	0.9267673	0.8341951	0.73784316	0.8491702	0.5737076	0.81216747	0.8592982	0.7983781	0.7435471	0.8181396	0.9039048	0.6750133	0.8849393	0.7943404	0.8352195	0.73269576	0.7777654	0.9667342	0.68031585	0.78442895	0.91649574	0.77727175	0.8533747	0.90516496	0.9099182	0.85351676	0.7160136	0.9091084	0.78290296	0.6949977	0.88156927	0.80714476	0.8253503	0.7929311	0.8487003	0.8779193	0.76532686	0.88775504	0.7861476	0.92533404	0.8104463	0.5714061	0.85518795	0.9033566	0.92325354	0.8756904	0.87779176	0.882554	0.7814958	0.8648491	0.8515389	0.8267231	0.68723106	0.7094496	0.78528154	0.894144	0.8559878	0.90496886	0.8042172	0.8176663	0.84895784	0.81685555	0.8849706	0.81412274	0.7545719	0.9215414	0.8126805	0.8436666	0.77246	0.8824688	0.85884726	0.80065084	0.8832349	0.788854	0.94371176	0.9042993	0.65967304	0.84517324	0.8610879	0.881513	0.8701229	0.861178	0.82422006	0.8062269	0.7816887	0.696967	0.93972015	0.71479577	0.83490366	0.8271449	0.87184757	0.8362902	0.7419494	0.89632356	0.9150708	0.7874255	0.8370369	0.8300735	0.8917301	0.73573977	0.7538087	0.88599145	0.81281686	0.9508916	0.8535559	0.74794483	0.86387956	0.7751322	0.9783758	0.87549734	0.8421583	0.94196224	0.881109	0.84784156	0.74877733	0.82335037	0.7982664	0.8656716	0.8721453	0.8122518	0.88193846	0.80647784	0.914199	0.8633667	0.8356774	0.80195594	0.6598056	0.89743197	0.8204326	0.83060265	0.8446914	0.8957428	0.81606567	0.79453623	0.86793923	0.84243655	0.78829366	0.7695941	0.66489553	0.8030906	0.7535395	0.79715097	0.77243173	0.8033474	0.81270814	0.87159806	0.85563457	0.8857926	0.82832754	0.85858667	0.85092765	0.8248631	0.8894942	0.8249702	0.86265004	0.77400553	0.741283	0.94269073	0.88800085	0.8690405	0.7763991	0.6372932	0.9503154	0.79581773	0.8285916	0.7104548	0.8379974	0.8455182	0.9102461	0.8524507	0.7388755	0.75720304	0.8596976	0.80321455	0.9181155	0.74632835	0.816967	0.89330995	0.9453246	0.8538674	0.9024634	0.87636775	0.937407	0.80568916	0.57759786	0.8976367	0.7835364	0.9240202	0.63974047	0.7321825	0.8152693	0.8659136	0.8751811	0.7167728	0.7271086	0.68752795	0.82159066	0.8536442	0.87223613	0.94359016	0.8852998	0.93256605	0.872548	0.7776806	0.970298	0.86771595	0.777681	0.72963554	0.8906948	0.78912497	0.70972335	0.8971356	0.863448	0.80500054	0.87646013	0.816388	0.9293442	0.76414156	0.8779712	0.85062635
koop/verb	0.8323149	0.0	0.83249485	0.65787524	0.7144582	0.87069297	0.8456266	0.813306	0.8895177	0.78666383	0.8375833	0.8407382	0.80422425	0.75527585	0.7187366	0.89476633	0.84991205	0.90355724	0.95076776	0.7079563	0.76468974	0.9101693	0.87144184	0.8776468	0.79915833	0.9065652	0.72075796	0.8643597	0.8153412	0.9502712	0.8720218	0.87691015	0.8526449	0.80513924	0.88504446	0.8469052	0.90517306	0.68008596	0.82969946	0.96125567	0.83306825	0.88673043	0.7949259	0.7426853	0.94713014	0.8862337	0.8091784	0.8902722	0.80286425	0.64553237	0.77838814	0.7574375	0.6760036	0.889023	0.9056505	0.8885725	0.833672	0.8535193	0.8251658	0.7112633	0.76852286	0.7775847	0.8936031	0.7451301	0.682271	0.69163394	0.6516919	0.83357364	0.7415366	0.87926704	0.8236075	0.7780226	0.9587027	0.60011226	0.8754549	0.9440581	0.9285532	0.84243786	0.7594856	0.8942082	0.7310722	0.82081395	0.80370986	0.68065715	0.6803419	0.8760284	0.7985125	0.7875477	0.73310673	0.73956764	0.910589	0.86201936	0.859095	0.90836	0.71406806	0.78544503	0.87185067	0.8281255	0.8317772	0.68461305	0.91869974	0.9187619	0.7900678	0.8484132	0.76070124	0.86570024	0.8444544	0.991458	0.6981218	0.95214075	0.8942875	0.9290285	0.97951835	0.8263465	0.8692229	0.67626643	0.87126005	0.84546554	0.79812175	0.82112527	0.81846315	0.72982717	0.9223403	0.7675814	0.9310512	0.6653465	0.71302533	0.7476616	0.9282977	0.73913586	0.64443606	0.85020185	0.86662793	0.8748012	0.67083514	0.9372703	0.7464577	0.898582	0.9845935	0.6026169	0.6048075	0.95069367	0.83851683	0.77530235	0.8996764	0.69578564	0.6338291	0.7998305	0.9406522	0.6839203	0.72724175	0.767137	0.9204447	0.7705224	0.65130985	0.82632715	0.70435536	0.78870827	0.8462006	0.7496013	0.76580745	0.84091103	0.82519764	0.9114729	0.9597208	0.90990317	0.6809815	0.7631588	0.68127155	0.7935011	0.6817924	0.72462606	0.8149328	0.7900417	0.91321	0.6749755	0.8826515	0.72419876	0.89271903	0.88721275	0.78969175	0.9226551	0.75592124	0.8367224	0.83293855	0.78640383	0.90527016	0.84103614	0.66119003	0.76973957	0.90261495	0.62859935	0.8412272	0.9388386	0.86759955	0.82122684	0.7988381	0.7944279	0.67663246	0.93689597	0.8136015	0.77539724	0.5217401	0.6331904	0.6355876	0.6797893	0.5777186	0.85133237	0.7021969	0.86219096	0.7412503	0.76459914	0.89896137	0.5521215	0.86299646	0.9504677	0.961331	0.74940056	0.86308396	0.9428972	0.7854564	0.781602	0.77489626	0.723045	0.9080509	0.83638644	0.9191135	0.94603944	0.83625895	0.88471526	0.88134	0.8320563	0.92903125	0.9136555	0.89722466	0.91506696	0.8427405	0.8105344	0.7419752	0.658193	0.8798584	0.93202794	0.8752097	0.847643	0.8020797	0.91784567	0.8947847	0.63216615	0.783295	0.85473573	0.7622316	0.84917825	0.6844176	0.6890952	0.7042488	0.71487296	0.632689	0.82511926	0.9163267	0.7075609	0.86651534	0.8865115	0.7688887	0.9056387	0.7680949	0.78719074	0.809579	0.84181273	0.8845275	0.76577634	0.75385725	0.7728572	0.8819496	0.80008304	0.870137	0.8785534	0.6328428	0.78875905	0.8332608	0.814834	0.905638	0.8775786	0.77566373	0.8297704	0.82981145	0.8410064	0.6599829	0.7500199	0.94737804	0.88657385	0.83011866	0.7746297	0.63321483	0.8324406	0.8063637	0.73575675	0.66249406	0.7901358	0.9048654	0.85197973	0.9345063	0.8713447	0.90828407	0.9449737	0.6382522	0.73291415	0.8843	0.77524793	0.88887954	0.71153736	0.8755918	0.8283075	0.8197257	0.89406747	0.56809443	0.7914344	0.83640325	0.7377476	0.8424442	0.8179787	0.949775	0.97257596	0.71428955	0.871668	0.7263519	0.9535911	0.7562607	0.8837886	0.7869101	0.56275284	0.87784237	0.74059147	0.879652	0.8285266	0.7618189	0.8931451	0.8391198	0.8243579	0.8675343	0.60541487	0.84319705
buitenissig/adj	0.8718251	0.83249485	0.0	0.88373095	0.8319299	0.777158	0.87572074	0.9121014	0.84048986	0.88323355	0.80430275	0.91174686	0.9218608	0.8688329	0.9329801	0.9132552	0.81571776	0.80846655	0.89311016	0.88213253	0.8108229	0.8166484	0.9318568	0.78063434	0.9148532	0.8889569	0.83383095	0.92548907	0.8617373	0.92517996	0.86344737	0.91260123	0.93668973	0.91313136	0.8652694	0.90236396	0.80547374	0.8814924	0.83189785	0.8713277	0.9585996	0.88755846	0.90704423	0.9009686	0.9414915	0.8266037	0.89923036	0.8037069	0.87985736	0.91857815	0.82516515	0.8964017	0.8556179	0.85189396	0.9499561	0.9127636	0.914027	0.8706935	0.9050777	0.9285714	0.87951136	0.7376654	0.9064435	0.87548697	0.6924094	0.8817782	0.88191164	0.84581196	0.88711077	0.8607281	0.94256145	0.89042175	0.918574	0.815436	0.9447491	0.9239243	0.8799692	0.8659123	0.81989205	0.84201574	0.8371475	0.85497534	0.89066124	0.85836035	0.8360199	0.80015343	0.9060988	0.691696	0.9117467	0.8819429	0.785882	0.7362468	0.85293615	0.8708255	0.7817875	0.91338354	0.88809603	0.89550894	0.8670643	0.88052535	0.85588616	0.9475218	0.87257123	0.8038773	0.8904786	0.83474624	0.81679964	0.8966551	0.91755015	0.92652345	0.8386067	0.9179864	0.8370536	0.78203624	0.9364903	0.8513597	0.75764346	0.8983568	0.9206754	0.87392175	0.7560331	0.8498807	0.84822226	0.91711426	0.88307625	0.80248857	0.7724625	0.87733305	0.83096194	0.8416024	0.8561667	0.8750243	0.834659	0.905464	0.8921206	0.9201557	0.89602417	0.9637802	0.83518136	0.88991845	0.8080629	0.9590031	0.8200235	0.9374736	0.896296	0.9509176	0.75699633	0.87715274	0.82478786	0.83743656	0.8063518	0.8790964	0.8295672	0.86134565	0.7416148	0.897485	0.9088956	0.9426767	0.86706424	0.8095755	0.97035694	0.8059456	0.9641771	0.82632995	0.9729311	0.923779	0.84765637	0.877697	0.93440235	0.88864416	0.82141376	0.91411364	0.8324193	0.6879779	0.82826704	0.86084694	0.9072337	0.7879691	0.8457605	0.90117717	0.8447765	0.924914	0.8997661	0.91237277	0.8536939	0.7529148	0.95346314	0.87468404	0.8317606	0.7762424	0.93681514	0.85990846	0.88768536	0.95918167	0.8398862	0.86237127	0.9218455	0.8102622	0.8362143	0.7746263	0.8920653	0.91004163	0.7509373	0.8340336	0.88585377	0.93092066	0.83093727	0.9226591	0.8237996	0.8657874	0.81209075	0.9318396	0.8829059	0.8078768	0.8693634	0.9226756	0.90709937	0.90343136	0.9011951	0.91966957	0.80062646	0.79457504	0.9581167	0.863399	0.77643245	0.90214443	0.7173214	0.893767	0.8327128	0.90304554	0.9447964	0.8396662	0.87633425	0.9440923	0.85760105	0.83463395	0.9119088	0.85193104	0.88493633	0.9174251	0.826264	0.8461401	0.8414561	0.93450755	0.90447974	0.8462013	0.9056072	0.88604224	0.91996527	0.88510185	0.616384	0.7822196	0.8517114	0.80520886	0.8326032	0.86636	0.8122128	0.8105267	0.85179317	0.81015456	0.88356405	0.8302001	0.85111415	0.83638793	0.78991294	0.824413	0.897366	0.72543967	0.90001255	0.8358048	0.81804323	0.90924716	0.87431175	0.718307	0.8264358	0.9094393	0.84379953	0.6740003	0.93160105	0.90159345	0.83528036	0.888051	0.77363235	0.8243287	0.9201365	0.93735164	0.8061639	0.82889366	0.9626882	0.87109387	0.9662061	0.80639774	0.81994253	0.6811548	0.76964235	0.75664634	0.86473703	0.88568604	0.82123315	0.9448484	0.86179245	0.8269866	0.873135	0.94653785	0.7680293	0.8828293	0.8625325	0.8925039	0.8176206	0.7884345	0.85353005	0.88387287	0.920728	0.90968865	0.8595666	0.7106544	0.78047264	0.8391945	0.90480596	0.8974522	0.9373902	0.9469539	0.9245826	0.8930623	0.8703573	0.8238157	0.8743826	0.87530905	0.76430273	0.9190432	0.8495288	0.8257965	0.8476088	0.7701433	0.8767248	0.927109	0.89595836	0.9455929	0.793391	0.7845306	0.8301291
gevuld/adj	0.86564845	0.65787524	0.88373095	0.0	0.80315185	0.6814505	0.6202507	0.81610864	0.89118683	0.7945982	0.7966867	0.6169585	0.70255065	0.617802	0.6942451	0.83974254	0.72568643	0.8212013	0.8030701	0.44648033	0.8025608	0.8684101	0.8852345	0.80429935	0.7331733	0.8294972	0.53177786	0.59682196	0.88049746	0.8972721	0.88979447	0.6872276	0.85474646	0.85297257	0.73887134	0.5285237	0.8508811	0.48220664	0.8741535	0.85503596	0.8725688	0.8310615	0.90652907	0.76958	0.9615249	0.7967804	0.783425	0.7780615	0.739273	0.58252704	0.6836357	0.5791817	0.5989927	0.72536445	0.9400823	0.8328932	0.8048389	0.87360394	0.8080452	0.7691765	0.8303453	0.8199958	0.76653355	0.8599905	0.5901836	0.5170894	0.7024767	0.84568405	0.73115444	0.82451344	0.72616744	0.6704974	0.97185177	0.3921293	0.88426614	0.937442	0.8689287	0.6412151	0.68065304	0.77802944	0.66347194	0.6365366	0.79105884	0.68861496	0.5312509	0.8278196	0.6198915	0.7886002	0.6842747	0.48066932	0.81126547	0.8369701	0.8260318	0.878701	0.6443609	0.75916374	0.84108883	0.79110634	0.56184924	0.8787838	0.77983457	0.9247123	0.6048645	0.5949755	0.5519697	0.72036433	0.68304884	0.96085733	0.8044306	0.93803525	0.7792355	0.96291965	0.91332555	0.89322627	0.66621256	0.57718754	0.77987826	0.81438446	0.8345238	0.6967861	0.88679254	0.7905858	0.8483422	0.640311	0.8975662	0.5808044	0.81758845	0.67273474	0.8334314	0.69229746	0.56753075	0.7392148	0.7857926	0.9287905	0.58088267	0.85952497	0.7211813	0.80643135	0.88429564	0.5486758	0.5848583	0.73496366	0.8223944	0.79162824	0.97611487	0.694084	0.5926659	0.63919353	0.9536498	0.7403109	0.6457413	0.6818539	0.78814167	0.6269173	0.67543066	0.7154701	0.7235743	0.702134	0.67304134	0.7985145	0.9110327	0.7902913	0.8702359	0.9258363	0.9492349	0.7411001	0.7867558	0.67529595	0.7574798	0.79151154	0.50579417	0.62671673	0.64625525	0.7054993	0.84118843	0.4676696	0.87912726	0.7160523	0.917323	0.84444076	0.76254976	0.88945264	0.7453027	0.81254095	0.7927967	0.5597826	0.8384465	0.8251977	0.841941	0.8900465	0.89812374	0.7006352	0.81874776	0.8605377	0.8714048	0.7276015	0.7114607	0.7692543	0.7763009	0.910583	0.6223748	0.6995333	0.78477514	0.47299057	0.7532745	0.55998516	0.71010613	0.75267833	0.62397563	0.7834905	0.7600421	0.7210387	0.7764714	0.58786696	0.8577449	0.905976	0.73307574	0.5550964	0.80321324	0.9406478	0.79030865	0.70846856	0.8690882	0.6419337	0.9013609	0.67832303	0.8264695	0.9331212	0.6757049	0.99683696	0.92426425	0.5811481	0.83529985	0.6840162	0.8638058	0.85102654	0.79765517	0.7542543	0.6589233	0.6358061	0.7590821	0.8838662	0.9050143	0.77684456	0.56466866	0.7855478	0.6844311	0.4764139	0.6664815	0.75109756	0.7019017	0.89958787	0.6839129	0.64193463	0.6301483	0.74173915	0.36679876	0.81108785	0.64425445	0.8026675	0.84287107	0.73758686	0.5492159	0.9234908	0.8687493	0.54082847	0.8336811	0.76091963	0.93817383	0.6944879	0.683693	0.6269038	0.8886876	0.7141812	0.809052	0.7455684	0.589607	0.6668694	0.772929	0.9345562	0.9000567	0.85985106	0.7193203	0.7355737	0.6803235	0.8581001	0.8474279	0.5891541	0.90735435	0.93175274	0.85240513	0.72043854	0.72608984	0.8115166	0.84521216	0.6602856	0.656296	0.8786603	0.90960264	0.90637547	0.7798058	0.7382649	0.74464583	0.7780756	0.68566275	0.6456307	0.9134404	0.5582234	0.8122561	0.68072784	0.79194915	0.8949861	0.58651865	0.73177195	0.616398	0.78393954	0.76702464	0.57174814	0.6921176	0.84548515	0.8746811	0.9423209	0.7734312	0.8118861	0.7193278	0.9620696	0.80601305	0.81679016	0.6622316	0.6570895	0.87666243	0.7799021	0.6273434	0.8136484	0.55328554	0.91434234	0.6094603	0.76616645	0.7677633	0.77495706	0.91895425
bepaald/adj	0.87012106	0.7144582	0.8319299	0.80315185	0.0	0.53962827	0.8479544	0.89667076	0.75888723	0.81558526	0.66128343	0.9058085	0.66772056	0.7217762	0.6515728	0.6296916	0.65619516	0.6578976	0.9072286	0.8038873	0.7398035	0.7789797	0.70321953	0.7723328	0.80324304	0.7904484	0.79952604	0.90873575	0.5868859	0.7071446	0.7534704	0.645817	0.9103029	0.6570916	0.69215035	0.7809622	0.84846073	0.7012315	0.8262079	0.76876175	0.44801974	0.8524666	0.5524819	0.9114656	0.83826095	0.9381783	0.3703965	0.6716762	0.8606662	0.7779056	0.8699068	0.86574113	0.8814826	0.6295359	0.86997014	0.927006	0.7444425	0.8177834	0.7441542	0.7100239	0.76152366	0.67893064	0.8980458	0.9599357	0.8423142	0.88031113	0.6825678	0.7350444	0.9143276	0.681021	0.9084436	0.7802212	0.8138389	0.7057668	0.539341	0.8020668	0.70550597	0.65808445	0.86512345	0.7688598	0.79912156	0.8812754	0.551088	0.7286134	0.8370926	0.8453457	0.78435504	0.7494087	0.84776783	0.85007894	0.7800572	0.8654895	0.8456768	0.63269496	0.9006426	0.5924513	0.8273158	0.59917116	0.6928539	0.49701506	0.81148964	0.7555462	0.42374778	0.7838017	0.86690545	0.536927	0.8445436	0.75852287	0.67086947	0.6311212	0.9103458	0.68120074	0.82155865	0.5578157	0.61058444	0.8878825	0.865028	0.87877023	0.5049304	0.647133	0.7095798	0.61046493	0.88668674	0.8440616	0.7172228	0.7898997	0.8205976	0.9011276	0.916151	0.8886298	0.88190114	0.7652014	0.8595532	0.69162494	0.40131676	0.8938137	0.86478853	0.89631754	0.9405789	0.75041246	0.83198714	0.6258112	0.7697314	0.6527545	0.6286713	0.83601236	0.54219466	0.88046604	0.7341833	0.75563896	0.75752336	0.5209795	0.835428	0.91821903	0.49897206	0.86237943	0.6826826	0.9157808	0.65059817	0.8595587	0.6182245	0.40748042	0.9147548	0.83769006	0.944106	0.9377228	0.70579827	0.6643942	0.5917337	0.778472	0.8177842	0.7051294	0.6091776	0.7554406	0.76582885	0.7135345	0.5453675	0.70362616	0.6130552	0.5643387	0.8895264	0.9379769	0.59919167	0.66068506	0.6965059	0.82838905	0.6868793	0.6155808	0.37439406	0.6688546	0.9088308	0.6091138	0.65374964	0.6655514	0.7216872	0.7925176	0.4824564	0.84015995	0.7058929	0.8594651	0.83379036	0.85930765	0.63927495	0.6806401	0.85987055	0.8234321	0.88778335	0.5324748	0.7947712	0.8080181	0.9189532	0.4787326	0.74917006	0.70704186	0.7792973	0.9345505	0.85466224	0.68793994	0.41685343	0.884428	0.49475855	0.7825248	0.8102149	0.73895085	0.6939989	0.8803649	0.8468981	0.89376795	0.52002704	0.9467779	0.44743216	0.8497445	0.8605382	0.7387612	0.66736245	0.745784	0.5812881	0.84299505	0.62536746	0.4933768	0.86379784	0.6010113	0.7079253	0.89622515	0.7867948	0.7303222	0.9062279	0.8114724	0.8542434	0.7339276	0.77567446	0.85171294	0.61957955	0.74357736	0.7851933	0.5020206	0.7997203	0.55227697	0.74716806	0.65826654	0.515646	0.88034135	0.5381483	0.7943101	0.7816217	0.69644547	0.5301138	0.9314262	0.7199764	0.4805895	0.61442816	0.8816529	0.6720214	0.78330296	0.88446593	0.5171461	0.53459	0.63744736	0.8628582	0.49185634	0.6497873	0.7217164	0.8501143	0.9483515	0.5381789	0.52046937	0.8150504	0.8781	0.93616456	0.62291265	0.75332147	0.8006218	0.3312527	0.7524741	0.5840482	0.91612667	0.74800754	0.6243627	0.7320828	0.7887087	0.85532475	0.65188915	0.8253652	0.8184643	0.6908616	0.67220354	0.718627	0.8168585	0.8789814	0.87375546	0.53689414	0.7674711	0.85965174	0.78621036	0.78331304	0.6986228	0.81461513	0.7979206	0.934129	0.7229252	0.94292945	0.8452902	0.77090865	0.9106639	0.90901333	0.8744241	0.67937326	0.918215	0.88832724	0.60345066	0.84110314	0.7694927	0.79340595	0.68211156	0.68640447	0.83982265	0.6693687	0.50425625	0.6012147	0.79208183	0.67916447
