	!/name	'96/noun	1/noun	18/num	1946/noun	1973/noun	1978/noun	1986/noun	1993/noun	1997/noun	2000/noun	2001/noun	25/noun	A./name	AWW/name	Abraham/name	Afghaans/adj	Amerikaan/noun	Amerikaans/adj	Anders/name	Arafat/name	Auschwitz/name	Australiër/noun	B./name	Bill/name	Blatter/name	Bouterse/name	Britney/name	Bruno/name	Brussel/name	Bush/name	Castro/name	China/name	Clinton/name	Collection/name	Congres/name	Democraat/noun	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fast/name	Florida/name	Fortuyn/name	GS/name	GVB/name	Gore/name	Greenpeace/name	Groen/name	Guy/name	Hecke/name	Hof/name	Hooggerechtshof/name	I./name	IOC/name	Inbeschuldigingstelling/name	Jan/name	Kalsbeek/name	Kamer/name	LPF/name	Lagos/name	Leterme/name	Lockerbie/name	Lockheed/name	Lodewijk/name	Maasmechelen/name	Maes/name	Martin/name	Merckx/name	Michels/name	Microsoft/name	Mortier/name	NIOD/name	Nantes/name	Nihoul/name	Omar/name	Oostenrijk/name	Patrick/name	Peter/name	Pharming/name	Pinochets/det	R./name	Raad/name	Ray/name	Real/name	Roe/name	Rusland/name	Software/name	Spears/name	Supreme/name	Turnhout/name	Tweede/name	Unie/name	Vandenberg/name	Viktor/name	Volkscongres/name	Vries/name	Wahid/name	Welles/name	aanklager/noun	aankoop/noun	aantijging/noun	acht/num	achteraf/pp	advocaat/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	aldus/prep	algemeen/adj	alle/det	alles/noun	alsnog/adv	altijd/adv	ambitie/noun	ambtenaar/noun	amnestie_wet/noun	ander/adj	anders/adj	angst/noun	angst/prep	antwoord/noun	arrest/noun	arts/noun	augustus/noun	autoriteit/noun	baat/verb	bal/noun	baseer/verb	bedoeling/noun	begin/adv	bekentenis/noun	bekijk/verb	beklaagd/adj	bekrachtig/verb	belaag/verb	belangrijk/adj	belast/adj	belofte/noun	benoemd/adj	benoeming/noun	bepaal/verb	bereid/adj	bericht/noun	beroep/noun	beroep_commissie/noun	beschuldiging/noun	beslis/verb	beslissing/noun	besluit/noun	besta/verb	bestrijd/verb	bestuur_accoord/noun	bestuurder/noun	betaal/verb	betref/verb	betrokken/adj	bevel/noun	bevestig/verb	beweer/verb	bewering/noun	bewijs/noun	bezetter/noun	bezwaar/noun	bindend/adj	binnen/prep	blij/adj	blijk/verb	blokkeer/verb	bond/noun	bondscoach/noun	boven/prep	boycot/noun	braaf/adj	brandweer/noun	brief/noun	bron/noun	buiten/prep	burger/noun	capitulatie/noun	charter_maatschappij/noun	citeer/verb	club/noun	comité/noun	commissie/noun	conclusie/noun	conflict/noun	constitutioneel/adj	contact/noun	controversieel/adj	daardoor/pp	daarmee/pp	daarna/adv	daarna/pp	daarom/pp	daarop/pp	dader/noun	dag/noun	dan/adv	dank/verb	dat/comp	dat/det	de/det	december/noun	decreet/noun	deel/fixed	deels/adv	definitief/adj	democratisch/adj	dergelijk/adj	desnoods/adv	destijds/adv	deze/det	dictatuur/noun	die/det	dien/verb	dien_aan/verb	dien_in/verb	diezelfde/det	dinsdag/noun	directeur/noun	directie/noun	distantieer/verb	dit/det	dochter/noun	doe/verb	doende/adj	dood/noun	dood_straf/noun	doodvonnis/noun	door/prep	doorsta/verb	dreiging/noun	dring_aan/verb	drug/noun	druk/noun	duidelijkheid/noun	dus/adv	duur_voort/adj	dwing/verb	echter/adv	eer/comp	eerder/adj	eerste/num	eind/adv	elf/num	elk/det	enzovoorts/vg	eventueel/adj	factie/noun	fatwa/noun	februari/noun	federaal/adj	federatie/noun	feit/noun	fiets/verb	financieel/adj	foltering/noun	formeel/adj	foutief/adj	functionaris/noun	ga_in/verb	ga_uit/verb	gang/noun	gebrek/noun	gebruik/verb	gebruikt/adj	gedaan/adj	gedeeltelijk/adj	geef_in/verb	geef_toe/verb	gegeven/noun	geleden/adj	gelijk/noun	gemaakt/adj	gemeente/noun	gemeenteraad/noun	geneigd/adj	generaal/adj	generaal/noun	genomen/adj	gepaard/adj	gepubliceerd/adj	gerechtshof/noun	gesteld/adj	getuige/noun	getuigenis/noun	geval/noun	gevangenis_straf/noun	geweld/noun	gisteren/adv	goed/tag	groen/adj	haar/det	haast/adv	haastig/adj	half/adj	handtekening/noun	heb/verb	heibel/noun	herenigd/adj	herstel/verb	het/det	hij/pron	historisch/adj	hoewel/comp	hof/noun	honderd/num	hoofdstad/noun	hoog/adj	hoogte/adj	huiveringwekkend/adj	hun/det	iets/adv	ijlings/adv	illegaal/adj	in/pp	in_vrijheid_stelling/noun	inderdaad/adv	informatie/noun	inhoud/noun	inmenging/noun	inmiddels/adv	instelling/noun	instructie/noun	international/noun	internet/noun	intussen/adv	invoering/noun	jaar_cijfer/noun	jas/verb	jood/noun	journaal/noun	juist/adj	juni/noun	kamer/noun	kan/verb	keer/noun	keer_terug/verb	keur_goed/verb	klacht/noun	komst/noun	kondig_aan/verb	koning/noun	kort/adj	kort/adv	laat/adj	laat/verb	leg/verb	leg_vast/verb	leugen/noun	lijnrechter/noun	maal/noun	maandag/noun	maar/comp	maar/vg	maatregel/noun	mededeling/noun	meer/adv	meld/verb	mening/noun	mijn/det	militair/adj	min/adv	minister/noun	ministerie/noun	minuut/noun	misdrijf/noun	mode/noun	moet/verb	mogelijk/adj	moment/noun	moord/noun	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	oefen_programma/noun	of/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onderschrijf/verb	ongelukkig/adj	ongestraft/adj	onlangs/adv	onmiddellijk/adj	onschuld/noun	onteigening/noun	ontlast/adj	ontslag/noun	ook/adv	oordeel/noun	oorspronkelijk/adj	openbaar/adj	opgelegd/adj	opschorting/noun	opvolger/noun	organisator/noun	overigens/adv	overname/noun	overtuiging/noun	pand/noun	parlement/noun	pas_aan/verb	passage/noun	patent/noun	pers/noun	persbericht/noun	persoonlijk/adj	plaats/pp	plan/fixed	plan/noun	pleeg/verb	pleger/noun	plots/adj	poging/noun	politiek/adj	politiek/noun	premier/noun	president/noun	probatie_uitstel/noun	probeer/verb	proces/noun	programma/noun	protest/noun	publiekelijk/adj	punt/noun	raad/noun	raadpleeg/verb	raadsheer/noun	recht/noun	recht_zaak/noun	rechtbank/noun	rechter/noun	reden/noun	referendum/noun	refs/noun	regel/noun	regeling/noun	regering/noun	rest/noun	richtlijn/noun	rijs/verb	roep_op/verb	samenvatting/noun	scheidsrechter/noun	schielijk/adj	schip/noun	schoon_vader/noun	schorsing/noun	schort_op/verb	schrift/noun	schriftelijk/adj	selecteer/verb	september/noun	slot/noun	sluit_af/verb	snel/adj	sta_toe/verb	staat/noun	staatssecretaris/noun	staking/noun	stam_nummer/noun	standpunt/noun	stap/adv	steeds/adv	stel_in/verb	stelling/noun	stellingname/noun	stem/noun	steun/noun	straf/noun	straf_af/verb	strip/noun	stroom_binnen/verb	stuntelig/adj	te/comp	te/fixed	tegelijkertijd/adj	tegendeel/noun	tegenover/prep	telefoon_gesprek/noun	termijn/noun	toen/comp	toenadering/noun	trouwens/tag	twaalf/num	twee/noun	tweede/num	uitdrukkelijk/adj	uiteindelijk/adj	uitgeweken/adj	uitlevering/noun	uitslag/noun	uitspraak/noun	uitstel/noun	vaak/adj	vaardig_uit/verb	valreep/noun	vals/adj	vanavond/adv	vandaag/adv	vast/adj	veiligheid_chef/noun	veiligheidsmaatregel/noun	verband/noun	verbannen/adj	verbied/verb	verblijf/verb	verbod/noun	verboden/adj	verdachte/noun	verdediging/noun	vergeefs/adj	vergissing/noun	verhaal/noun	verklaar/verb	verklaring/noun	verkondig/verb	vernietiging_kamp/noun	veroordeling/noun	verrassing/noun	verschiet/noun	verschil/noun	versoepeling/noun	verval/verb	vervolgens/adv	verzoek/noun	vierde/num	vluchteling/noun	volgens/prep	volk/noun	voltallig/adj	vonnis/noun	vonnis/verb	voor/adv	vooralsnog/adv	voorbarig/adj	voordeel/noun	voorganger/noun	voorjaar/noun	voorlopig/adj	voorstel/noun	voorwaardelijk/adj	vorig/adj	vraag/noun	vraag/verb	vrijlating/noun	vroeg/adj	vuurwerk_fabriek/noun	waardering/noun	waardoor/pp	waarin/pp	waarmee/pp	waarschuwing/noun	waarvan/pp	waarvoor/pp	wapen/noun	wat/adv	week/noun	weekeinde/noun	weer/adv	wegens/prep	weiger/verb	westen/noun	wet/noun	wetswijziging/noun	wie/pron	wijsheid/noun	wijzig/verb	wil/verb	woensdag/noun	woord/noun	woordvoerder/noun	word/verb	xenofobie/noun	zaak/noun	zal/verb	zaterdag/noun	ze/pron	zeker/adj	zet_om/verb	zij/pron	zijn/det	zinvol/adj	zitting/noun	zoiets/pron	zolang/comp	zondag/noun	zondag_avond/noun	zondag_morgen/noun	zorgelijk/adj	zoveel/det	zowat/adv	zuiver/verb	zulk/det	zwak_af/verb	Öcalan/name	één/num	één/pron
!/name	0.0	0.9034439	0.9489177	0.9070838	0.9234824	0.94295543	0.892363	0.8736073	0.90571856	0.9117161	0.92015886	0.9608574	0.90132743	0.95958936	0.9792721	0.88475275	0.97366303	0.90733486	0.85062337	0.9587637	0.9316715	0.927469	0.9251874	0.95198584	0.79835474	0.9412194	0.9650142	0.7836168	0.83497554	0.9113804	0.85904086	0.9054421	0.9492183	0.8304978	0.91347784	0.896725	0.854499	0.9662506	0.9832165	0.908362	0.941121	0.8275415	0.9064766	0.8952768	0.9802312	0.9700813	0.8458005	0.92180693	0.44810677	0.907029	0.77346134	0.96013737	0.9434329	0.9303771	0.9264096	0.99644065	0.7861745	0.9653276	0.95708174	0.91757476	0.8993678	0.87895054	0.98111427	0.9642761	0.907289	0.93786854	0.94375384	0.8372175	0.94875723	0.9145261	0.81593776	0.90688396	0.97383296	0.8597863	0.94889385	0.9272754	0.9533979	0.88517857	0.8876971	0.98683625	0.95186126	0.964521	0.9658433	0.81478584	0.94862556	0.9730424	0.9455163	0.9547393	0.7894908	0.9540888	0.88622046	0.9667342	0.9291978	0.986187	0.8688448	0.94960946	0.92674065	0.9373516	0.77206504	0.94767576	0.85202146	0.88083124	0.9518188	0.92405	0.9087297	0.94654435	0.9542591	0.9444071	0.935193	0.9515414	0.9091367	0.93062764	0.9555033	0.95895106	0.8968735	0.94648176	0.94928885	0.8853729	0.94041044	0.96725893	0.96195436	0.974963	0.97872365	0.92157185	0.94630706	0.9608102	0.93420017	0.9288393	0.90704757	0.9856816	0.94706124	0.9332605	0.94281787	0.9343693	0.90402	0.9634368	0.89674664	0.93941075	0.97262955	0.9667255	0.921989	0.9341776	0.88816065	0.9498842	0.9410286	0.9024296	0.9607524	0.9699626	0.9188628	0.91595143	0.9317363	0.90996933	0.9680822	0.9530779	0.95605177	0.9312291	0.96686196	0.93000627	0.983935	0.969039	0.93044	0.88321924	0.9124293	0.9579369	0.95920545	0.8887671	0.9665647	0.957685	0.9480446	0.962062	0.94683236	0.9705573	0.9172231	0.95041597	0.9728569	0.86733544	0.98814815	0.89512825	0.9414638	0.9730681	0.96976143	0.97052866	0.98224914	0.8596071	0.94825274	0.9104677	0.9561154	0.9395961	0.94640267	0.9560073	0.9779517	0.85711956	0.96909165	0.9218239	0.9573406	0.967987	0.9240613	0.913225	0.98437697	0.988212	0.9663394	0.89549005	0.9209751	0.9573984	0.9508416	0.9346775	0.91048634	0.9172292	0.9417889	0.9302045	0.92846245	0.95664984	0.9694181	0.8402634	0.93650335	0.9592274	0.943636	0.91846025	0.88895786	0.89209026	0.8894782	0.90030277	0.88040143	0.9679358	0.875854	0.9581383	0.9281128	0.9645987	0.95543003	0.9587593	0.96474624	0.96032536	0.9368064	0.9632589	0.94996077	0.9162222	0.984928	0.9364691	0.9293388	0.9527797	0.9249595	0.91502887	0.9478345	0.9785662	0.9316038	0.9385663	0.92895555	0.98189133	0.95542836	0.918159	0.9500121	0.96669185	0.9665779	0.919854	0.9255509	0.95347714	0.95881003	0.85263705	0.9627631	0.9834851	0.9192215	0.9536221	0.9528488	0.9520014	0.9693675	0.9415145	0.977843	0.9175834	0.9271837	0.90028703	0.9192312	0.9542658	0.85842323	0.94853175	0.9513977	0.8768524	0.884904	0.9329471	0.85797596	0.9681003	0.92870533	0.9071841	0.9406319	0.9410473	0.92707723	0.9690356	0.8928101	0.94797534	0.92523336	0.9782347	0.9943852	0.9537361	0.8889236	0.8167205	0.6976168	0.87173223	0.9570582	0.9070826	0.9703801	0.91027725	0.90336275	0.9757805	0.9484709	0.9810357	0.9578055	0.89785653	0.9265808	0.90488625	0.9624314	0.9628816	0.912174	0.976781	0.97196525	0.90936184	0.9301069	0.90459895	0.87111515	0.9656893	0.9341558	0.97287977	0.8586264	0.9650125	0.923275	0.95897776	0.89615554	0.97673184	0.94295835	0.9339728	0.8977408	0.8645583	0.9766451	0.95950043	0.9682528	0.94057703	0.9218396	0.9541154	0.9204442	0.9781987	0.98096853	0.9802432	0.9176755	0.9099131	0.9206275	0.906722	0.84484017	0.9379462	0.9741299	0.951064	0.96223915	0.9211145	0.9323565	0.95724094	0.8645015	0.97842056	0.9085039	0.9256941	0.93467885	0.9643987	0.9485731	0.87285423	0.9826602	0.93934566	0.89504373	0.9308792	0.9580494	0.931281	0.8726356	0.91049784	0.9295393	0.98208165	0.8496724	0.9594597	0.97066236	0.9797534	0.961499	0.9650056	0.9156976	0.9812075	0.93809825	0.8644633	0.959231	0.9457486	0.83317035	0.9696675	0.917015	0.9647362	0.9473761	0.9576091	0.8078276	0.90140885	0.96380246	0.9591668	0.81238425	0.9668379	0.904936	0.90842825	0.9863395	0.8746401	0.958592	0.9194043	0.9408871	0.9730634	0.96420467	0.9553606	0.7387247	0.8556045	0.8168797	0.9238437	0.8663763	0.97087556	0.8851669	0.94258094	0.8981878	0.9085197	0.9322775	0.916516	0.9156804	0.93422425	0.9128682	0.92166954	0.95666075	0.9942999	0.937324	0.9331328	0.8943375	0.9226631	0.876689	0.8562645	0.9742884	0.9168217	0.93687785	0.7803831	0.91246927	0.8378962	0.930527	0.93732786	0.944706	0.9761914	0.9712919	0.92591465	0.96888375	0.9568187	0.97446877	0.9286607	0.98022574	0.9572014	0.9644005	0.9268104	0.9708867	0.9595084	0.94275945	0.91497755	0.9373885	0.9554671	0.95582527	0.83047056	0.9486366	0.9648563	0.9592091	0.87825185	0.8885995	0.9520415	0.92940885	0.949707	0.9138435	0.97064567	0.9655184	0.92133725	0.9554619	0.95427674	0.98590785	0.8719351	0.93242216	0.93164235	0.9675355	0.8656602	0.86628556	0.7749542	0.9006341	0.9726137	0.9817831	0.8285273	0.9828146	0.94490606	0.9480463	0.94924766	0.90706414	0.946319	0.92946917	0.92214245	0.97263783	0.9103364	0.8833984	0.953301	0.9765196	0.9130351	0.9527532	0.92611516	0.9582412	0.98008615	0.97425973	0.9082516	0.8632106	0.9736721	0.9287965	0.9217013	0.84279263	0.9627327	0.7817888	0.9128393	0.9746939	0.9589051	0.95080245	0.94191957	0.9582682	0.9639754	0.9604168	0.9470303	0.9742056	0.9785868	0.96426624	0.95699793	0.94689643	0.92168885	0.8927799	0.91744715	0.78590465	0.938298	0.93250644	0.92069846	0.9611013	0.946804	0.9662394	0.93044305	0.8745585	0.91754985	0.96500736	0.98857325	0.90980333	0.9349042	0.93549776	0.91239834	0.9540469	0.91638964	0.8807531	0.94319797	0.95843947	0.7331054	0.91742015	0.9731914	0.8842515	0.9784723	0.9105352	0.9291599	0.9325222	0.9631894	0.9420617	0.98691946	0.9405484	0.97917247	0.85102	0.8432069	0.93654335	0.9382357	0.92029464	0.96140474	0.93526405	0.9579459	0.84177125	0.95755273	0.96652997	0.90510225	0.92468643	0.95240253	0.93953335	0.9318908	0.8976488	0.93511	0.87668276	0.9008784	0.8849304	0.906255	0.92915905	0.95218986	0.9501921	0.9375034	0.8871449	0.9385725	0.96987474	0.9325393	0.93003255	0.8632048	0.9676125	0.93868387	0.96151304	0.9454062	0.9430148	0.87540895	0.9487894	0.81443304	0.9216473	0.8864199	0.9218951	0.93315864	0.9409612	0.9667885	0.97515434	0.9067778
'96/noun	0.9034439	0.0	0.6830224	0.7572374	0.6785551	0.71697927	0.56965303	0.5393766	0.4626726	0.42295074	0.43446422	0.52997816	0.6644174	0.9203066	0.86356556	0.89547366	0.85407025	0.7917281	0.8164607	0.9348798	0.8258474	0.9199408	0.78498393	0.79747415	0.66840035	0.8377309	0.80232537	0.91928345	0.9226405	0.7538398	0.72741467	0.7747896	0.885969	0.71304786	0.8946655	0.73160034	0.73800874	0.8717315	0.8914026	0.73836577	0.7843497	0.91540825	0.7799578	0.9243877	0.94717675	0.9269901	0.7220676	0.9021595	0.8424723	0.899566	0.85908806	0.7353893	0.7574208	0.86972153	0.7848501	0.9307896	0.8955816	0.8724782	0.88751006	0.9364931	0.84453434	0.8330311	0.83527625	0.8491876	0.8755995	0.90221715	0.9096162	0.821098	0.8938919	0.8944686	0.8295696	0.86326826	0.9089844	0.871819	0.692062	0.8113433	0.86607426	0.866484	0.92245984	0.83510643	0.773849	0.9316557	0.7828981	0.86290216	0.9029325	0.87711394	0.8992893	0.82997423	0.9166064	0.7948849	0.8017374	0.90944606	0.90079945	0.9318143	0.8998479	0.8463689	0.92695594	0.8267943	0.9230555	0.8238028	0.9402359	0.8699917	0.75336957	0.8681401	0.77540165	0.83023375	0.9008202	0.926422	0.68106663	0.9397002	0.8984962	0.8490169	0.8673229	0.9211567	0.7560239	0.9181299	0.92082727	0.9069441	0.8312738	0.9286475	0.9182872	0.9698391	0.89964056	0.9061284	0.72328913	0.8895926	0.58569014	0.8371589	0.8657648	0.936781	0.82477605	0.939099	0.50143814	0.86401844	0.94211787	0.8001144	0.73529637	0.82528174	0.9325159	0.8915545	0.9056506	0.8578555	0.82424927	0.8569904	0.9212569	0.9175135	0.8136744	0.892856	0.8369411	0.78110635	0.8575262	0.7874366	0.90542394	0.9244969	0.88658416	0.9239393	0.91924626	0.8744173	0.83859503	0.832337	0.7871543	0.8631406	0.88074005	0.8561809	0.9101203	0.8516655	0.8626703	0.9223068	0.87555295	0.8095365	0.89316124	0.8785108	0.84666795	0.95894444	0.8376481	0.91980606	0.9358276	0.84295166	0.902106	0.938569	0.90457326	0.82698816	0.8583856	0.8661658	0.89892787	0.85014164	0.8088739	0.9303875	0.91932654	0.8309996	0.87276715	0.8265215	0.9546989	0.86647207	0.8606982	0.882974	0.8923679	0.8322606	0.90163124	0.8484609	0.9253427	0.91869617	0.8529067	0.9329547	0.8840505	0.6010498	0.73757803	0.83732086	0.83215684	0.7152744	0.87202394	0.86215085	0.8532686	0.771498	0.8186804	0.9378422	0.91255593	0.9073487	0.7838249	0.68958193	0.8715596	0.71820635	0.9209531	0.86150813	0.8969307	0.74350226	0.8938229	0.91258496	0.95716953	0.86120784	0.8328146	0.80520916	0.8513093	0.91655034	0.93052334	0.82661575	0.85653627	0.9060653	0.89853877	0.9381943	0.9367386	0.89500165	0.87043285	0.85336125	0.7607483	0.74317586	0.50336146	0.83586866	0.9060341	0.96036524	0.8129261	0.8677271	0.8259242	0.5924124	0.8308896	0.86011374	0.7994193	0.90049464	0.93135023	0.8996736	0.77371013	0.89851725	0.8911738	0.8201945	0.93783134	0.9244683	0.9153058	0.94548166	0.9093771	0.91696167	0.88454986	0.8445287	0.8820444	0.8885362	0.7950226	0.83458245	0.901939	0.8522534	0.7925856	0.8727687	0.8767885	0.8645669	0.8728987	0.9576333	0.77664745	0.76732886	0.8211752	0.86124873	0.84163785	0.96535265	0.78518236	0.89906317	0.74119073	0.93441314	0.87513036	0.8167308	0.9596696	0.88055	0.9070758	0.831691	0.7622734	0.8229979	0.92749244	0.9343933	0.83262116	0.6866203	0.9039974	0.8795041	0.7854983	0.8536309	0.8862108	0.9123808	0.842617	0.9197171	0.82028395	0.9372035	0.82045585	0.8446934	0.9644131	0.8439572	0.9216084	0.94349825	0.9030203	0.8395494	0.82881254	0.92153585	0.8574126	0.852715	0.94408643	0.81956923	0.86892456	0.79640514	0.9027513	0.91912	0.8983629	0.9341656	0.5455366	0.9159938	0.9413735	0.9054707	0.84877014	0.77792674	0.7530592	0.84441006	0.7337695	0.85847265	0.93820465	0.7901941	0.87344056	0.901395	0.9419986	0.84992623	0.9137324	0.91629016	0.85800946	0.7380206	0.91910106	0.94277877	0.85738426	0.88740927	0.9749909	0.8554291	0.94264776	0.8579451	0.92193073	0.92880595	0.84026885	0.867658	0.89666986	0.8761445	0.9620452	0.84663475	0.92522323	0.944717	0.8480755	0.80549675	0.6648259	0.9500179	0.8655243	0.84115434	0.90235156	0.8682866	0.84346354	0.92321527	0.9117459	0.87535745	0.85166705	0.8591162	0.8654885	0.8730414	0.9309781	0.90875226	0.75425017	0.79334074	0.8627092	0.8660987	0.9248113	0.7654812	0.92117304	0.90242326	0.8371085	0.84993327	0.8799957	0.8067734	0.8014959	0.87617207	0.8759383	0.8971076	0.87401885	0.89090043	0.81818634	0.9186828	0.9156273	0.8142134	0.8923273	0.89160526	0.85489035	0.95545053	0.8390435	0.84171677	0.7426777	0.945041	0.82977057	0.7839293	0.8858702	0.9224313	0.8315564	0.74625885	0.8036469	0.8043504	0.8538897	0.9152912	0.81373805	0.8151011	0.9464228	0.88305044	0.86720234	0.8098615	0.9195088	0.80014825	0.7614584	0.77413005	0.9123374	0.79666454	0.9139379	0.8859834	0.8745713	0.8078249	0.9658698	0.80826306	0.840762	0.85909	0.89313877	0.92004263	0.8495753	0.9190195	0.90962553	0.90610474	0.78343904	0.91154367	0.79530865	0.87853146	0.5980499	0.9629395	0.83072895	0.9325021	0.89392984	0.85478854	0.89357257	0.83202714	0.8712443	0.8926885	0.9230462	0.91816473	0.7844428	0.8944559	0.90934265	0.8468202	0.870239	0.81704915	0.9021231	0.8834724	0.8595235	0.87603974	0.88990587	0.9681016	0.9298647	0.92680633	0.8341417	0.7907704	0.86707294	0.6355507	0.8885625	0.9410925	0.78666234	0.90363085	0.85306215	0.8608102	0.83663946	0.805593	0.8329848	0.8189457	0.8251897	0.7740625	0.9277891	0.72079164	0.790752	0.8761126	0.8772471	0.78509045	0.9187937	0.902019	0.8705236	0.9202319	0.880872	0.8249356	0.71980244	0.7701408	0.86864156	0.84247637	0.82113415	0.73259085	0.8416555	0.9161432	0.817358	0.8463332	0.8491614	0.94369274	0.7146361	0.8195759	0.8360802	0.906029	0.91834164	0.8291929	0.86453515	0.80824447	0.8119433	0.882001	0.83324987	0.9409911	0.8266788	0.6924654	0.7560758	0.9574563	0.8548329	0.8688675	0.8851712	0.8217215	0.7299626	0.8168574	0.80244774	0.78200567	0.56620026	0.9132991	0.80770123	0.7963621	0.8656366	0.8839966	0.8605607	0.8958477	0.83456796	0.806221	0.8065101	0.7801132	0.80238783	0.91471165	0.9638193	0.7383108	0.80715626	0.9202722	0.78770113	0.8608848	0.9615613	0.8072548	0.8004967	0.89617085	0.9296588	0.85009784	0.89355844	0.7245611	0.9401076	0.9519599	0.75529027	0.8805164	0.87113464	0.8001745	0.7609757	0.8460896	0.9527924	0.85582185	0.8174677	0.7519769	0.9197535	0.8343733	0.9657606	0.8878952	0.74362886	0.8149849	0.81568134	0.84994507	0.8991811	0.86714184	0.8654319	0.92185426	0.84503543	0.8030683	0.8523855	0.9461347
